Orthogroup	DBUS.longest_only	CCAP.longest_only
OG0000074	LOC108600842|XP_033149439.1|DBUS, LOC108600601|XP_017843769.2|DBUS	CCAP1982_LOCUS12639|CAD7004220.1|CCAP
OG0000075	LOC108598547|XP_017840720.1|DBUS	CCAP1982_LOCUS12981|CAD7004586.1|CCAP
OG0000075	LOC108598795|XP_017841028.2|DBUS	CCAP1982_LOCUS12988|CAD7004593.1|CCAP, CCAP1982_LOCUS12982|CAD7004587.1|CCAP, CCAP1982_LOCUS12983|CAD7004588.1|CCAP, CCAP1982_LOCUS12984|CAD7004589.1|CCAP
OG0000075	LOC108598386|XP_017840493.1|DBUS	CCAP1982_LOCUS12987|CAD7004592.1|CCAP
OG0000076	LOC108600032|XP_017842842.1|DBUS	CCAP1982_LOCUS11742|CAD7003280.1|CCAP
OG0000077	LOC108596705|XP_017838216.1|DBUS	CCAP1982_LOCUS20515|CAD7012432.1|CCAP
OG0000077	LOC108603705|XP_017848234.1|DBUS	CCAP1982_LOCUS1052|CAD6992178.1|CCAP
OG0000077	LOC108597238|XP_017839176.1|DBUS	CCAP1982_LOCUS19492|CAD7011392.1|CCAP
OG0000077	LOC108603566|XP_017847972.1|DBUS	CCAP1982_LOCUS3920|CAD6995201.1|CCAP
OG0000079	LOC108605780|XP_033150835.1|DBUS	CCAP1982_LOCUS8747|CAD7000257.1|CCAP
OG0000080	LOC108597403|XP_017839438.1|DBUS	CCAP1982_LOCUS19396|CAD7011289.1|CCAP
OG0000081	LOC108598616|XP_017840803.1|DBUS	CCAP1982_LOCUS10921|CAD7002430.1|CCAP
OG0000082	LOC108594984|XP_017835606.1|DBUS, LOC108601638|XP_017845027.1|DBUS	CCAP1982_LOCUS774|CAD6991883.1|CCAP
OG0000082	LOC108602837|XP_017846578.1|DBUS	CCAP1982_LOCUS8015|CAD6999491.1|CCAP, CCAP1982_LOCUS52|CAD6991105.1|CCAP
OG0000083	LOC108598442|XP_017840564.2|DBUS	CCAP1982_LOCUS6083|CAD6997437.1|CCAP
OG0000083	LOC108608236|XP_017855013.1|DBUS	CCAP1982_LOCUS6084|CAD6997438.1|CCAP
OG0000084	LOC108596367|XP_017837520.1|DBUS	CCAP1982_LOCUS21786|CAD7013760.1|CCAP
OG0000084	LOC108596833|XP_017838444.1|DBUS	CCAP1982_LOCUS21697|CAD7013654.1|CCAP, CCAP1982_LOCUS21696|CAD7013653.1|CCAP, CCAP1982_LOCUS21698|CAD7013655.1|CCAP, CCAP1982_LOCUS21699|CAD7013657.1|CCAP, CCAP1982_LOCUS21700|CAD7013658.1|CCAP, CCAP1982_LOCUS21695|CAD7013652.1|CCAP, CCAP1982_LOCUS21694|CAD7013651.1|CCAP
OG0000085	LOC108595368|XP_017836084.1|DBUS	CCAP1982_LOCUS21882|CAD7013864.1|CCAP
OG0000087	LOC108602830|XP_017846606.2|DBUS	CCAP1982_LOCUS5747|CAD6997095.1|CCAP
OG0000087	LOC108594397|XP_017835055.2|DBUS	CCAP1982_LOCUS5317|CAD6996633.1|CCAP, CCAP1982_LOCUS5318|CAD6996634.1|CCAP, CCAP1982_LOCUS5294|CAD6996620.1|CCAP, CCAP1982_LOCUS5258|CAD6996589.1|CCAP
OG0000088	LOC108596419|XP_017837625.1|DBUS	CCAP1982_LOCUS20832|CAD7012728.1|CCAP
OG0000089	LOC108603673|XP_017848160.1|DBUS	CCAP1982_LOCUS487|CAD6991569.1|CCAP
OG0000089	LOC108599916|XP_017842604.1|DBUS	CCAP1982_LOCUS12882|CAD7004477.1|CCAP
OG0000090	LOC108596533|XP_017837911.1|DBUS	CCAP1982_LOCUS20695|CAD7012611.1|CCAP
OG0000090	LOC108595000|XP_017835621.1|DBUS	CCAP1982_LOCUS20698|CAD7012614.1|CCAP
OG0000090	LOC108598990|XP_017841255.1|DBUS	CCAP1982_LOCUS20704|CAD7012620.1|CCAP, CCAP1982_LOCUS20703|CAD7012619.1|CCAP
OG0000090	LOC108599322|XP_017841614.1|DBUS	CCAP1982_LOCUS20702|CAD7012618.1|CCAP
OG0000091	LOC108603501|XP_017847855.1|DBUS	CCAP1982_LOCUS2528|CAD6993730.1|CCAP
OG0000091	LOC108603403|XP_017847679.1|DBUS	CCAP1982_LOCUS1156|CAD6992288.1|CCAP
OG0000091	LOC108603402|XP_017847678.1|DBUS	CCAP1982_LOCUS1155|CAD6992287.1|CCAP, CCAP1982_LOCUS1154|CAD6992286.1|CCAP
OG0000092	LOC108603711|XP_017848239.1|DBUS	CCAP1982_LOCUS831|CAD6991943.1|CCAP, CCAP1982_LOCUS832|CAD6991944.1|CCAP, CCAP1982_LOCUS830|CAD6991942.1|CCAP
OG0000092	LOC108603710|XP_017848238.1|DBUS	CCAP1982_LOCUS835|CAD6991947.1|CCAP
OG0000092	LOC108603712|XP_017848241.1|DBUS	CCAP1982_LOCUS834|CAD6991946.1|CCAP
OG0000093	LOC108607545|XP_017853920.1|DBUS, LOC108603101|XP_033150841.1|DBUS	CCAP1982_LOCUS8218|CAD6999691.1|CCAP
OG0000094	LOC108601416|XP_017844804.1|DBUS	CCAP1982_LOCUS3416|CAD6994681.1|CCAP, CCAP1982_LOCUS3417|CAD6994682.1|CCAP
OG0000096	LOC108604818|XP_017849916.1|DBUS, LOC108604817|XP_017849915.2|DBUS	CCAP1982_LOCUS8438|CAD6999925.1|CCAP
OG0000096	LOC108598852|XP_017841102.2|DBUS	CCAP1982_LOCUS5468|CAD6996795.1|CCAP, CCAP1982_LOCUS5460|CAD6996785.1|CCAP, CCAP1982_LOCUS5463|CAD6996789.1|CCAP, CCAP1982_LOCUS5462|CAD6996788.1|CCAP, CCAP1982_LOCUS5464|CAD6996791.1|CCAP, CCAP1982_LOCUS5467|CAD6996794.1|CCAP, CCAP1982_LOCUS5465|CAD6996792.1|CCAP, CCAP1982_LOCUS5466|CAD6996793.1|CCAP, CCAP1982_LOCUS6165|CAD6997525.1|CCAP, CCAP1982_LOCUS7697|CAD6999159.1|CCAP, CCAP1982_LOCUS8044|CAD6999519.1|CCAP, CCAP1982_LOCUS8045|CAD6999521.1|CCAP, CCAP1982_LOCUS8046|CAD6999522.1|CCAP, CCAP1982_LOCUS5461|CAD6996787.1|CCAP
OG0000098	LOC108602947|XP_017846786.1|DBUS	CCAP1982_LOCUS3817|CAD6995094.1|CCAP
OG0000101	LOC108597898|XP_017840006.1|DBUS, LOC108597897|XP_017840005.1|DBUS	CCAP1982_LOCUS12873|CAD7004467.1|CCAP
OG0000101	LOC117134769|XP_033149322.1|DBUS	CCAP1982_LOCUS12877|CAD7004471.1|CCAP
OG0000101	LOC108597899|XP_017840007.1|DBUS	CCAP1982_LOCUS12875|CAD7004469.1|CCAP
OG0000102	LOC108594981|XP_017835603.1|DBUS	CCAP1982_LOCUS7221|CAD6998654.1|CCAP, CCAP1982_LOCUS5355|CAD6996671.1|CCAP, CCAP1982_LOCUS13057|CAD7004662.1|CCAP
OG0000103	LOC108598786|XP_017841018.2|DBUS, LOC108598520|XP_017840689.2|DBUS	CCAP1982_LOCUS12819|CAD7004408.1|CCAP, CCAP1982_LOCUS12815|CAD7004405.1|CCAP, CCAP1982_LOCUS13027|CAD7004632.1|CCAP
OG0000103	LOC108596814|XP_017838418.1|DBUS	CCAP1982_LOCUS21308|CAD7013237.1|CCAP, CCAP1982_LOCUS21309|CAD7013238.1|CCAP
OG0000104	LOC108600928|XP_017844252.1|DBUS	CCAP1982_LOCUS11737|CAD7003275.1|CCAP
OG0000104	LOC108600531|XP_017843673.2|DBUS	CCAP1982_LOCUS1505|CAD6992660.1|CCAP, CCAP1982_LOCUS1506|CAD6992661.1|CCAP, CCAP1982_LOCUS12239|CAD7003806.1|CCAP
OG0000104	LOC108599046|XP_017841315.1|DBUS	CCAP1982_LOCUS12238|CAD7003805.1|CCAP, CCAP1982_LOCUS12237|CAD7003804.1|CCAP
OG0000105	LOC108601437|XP_017844824.1|DBUS	CCAP1982_LOCUS4847|CAD6996155.1|CCAP
OG0000107	LOC108594739|XP_017835366.1|DBUS	CCAP1982_LOCUS21062|CAD7012971.1|CCAP, CCAP1982_LOCUS21057|CAD7012966.1|CCAP
OG0000108	LOC117134977|XP_033150551.1|DBUS, LOC108598607|XP_017840795.2|DBUS, LOC108598038|XP_017840145.2|DBUS	CCAP1982_LOCUS12746|CAD7004327.1|CCAP
OG0000109	LOC108598653|XP_033149257.1|DBUS	CCAP1982_LOCUS7956|CAD6999432.1|CCAP
OG0000110	LOC108598723|XP_017840942.1|DBUS, LOC108597993|XP_017840098.1|DBUS, LOC108597995|XP_033149356.1|DBUS	CCAP1982_LOCUS12357|CAD7003935.1|CCAP
OG0000110	LOC108598479|XP_017840618.1|DBUS	CCAP1982_LOCUS12358|CAD7003936.1|CCAP
OG0000111	LOC108595291|XP_017835993.1|DBUS, LOC108595741|XP_017836516.1|DBUS	CCAP1982_LOCUS20745|CAD7012644.1|CCAP, CCAP1982_LOCUS20746|CAD7012645.1|CCAP
OG0000113	LOC108604575|XP_017849595.1|DBUS, LOC108600652|XP_017843838.2|DBUS	CCAP1982_LOCUS2584|CAD6993786.1|CCAP
OG0000114	LOC117134785|XP_033149477.1|DBUS	CCAP1982_LOCUS6785|CAD6998169.1|CCAP
OG0000114	LOC108607386|XP_017853628.1|DBUS	CCAP1982_LOCUS6786|CAD6998170.1|CCAP
OG0000116	LOC108602168|XP_017845690.1|DBUS	CCAP1982_LOCUS837|CAD6991949.1|CCAP
OG0000116	LOC108602362|XP_017845952.1|DBUS	CCAP1982_LOCUS838|CAD6991950.1|CCAP
OG0000117	LOC108602137|XP_017845657.1|DBUS	CCAP1982_LOCUS6010|CAD6997373.1|CCAP
OG0000117	LOC108603069|XP_017847020.1|DBUS	CCAP1982_LOCUS6011|CAD6997374.1|CCAP
OG0000117	LOC108603222|XP_017845754.1|DBUS	CCAP1982_LOCUS6012|CAD6997375.1|CCAP
OG0000117	LOC108603273|XP_033150795.1|DBUS	CCAP1982_LOCUS6013|CAD6997376.1|CCAP
OG0000118	LOC108606418|XP_017852007.1|DBUS	CCAP1982_LOCUS12332|CAD7003903.1|CCAP
OG0000119	LOC108604291|XP_017849192.1|DBUS, LOC108602574|XP_017846201.1|DBUS	CCAP1982_LOCUS3103|CAD6994347.1|CCAP, CCAP1982_LOCUS3098|CAD6994342.1|CCAP
OG0000119	LOC108602566|XP_017846189.1|DBUS	CCAP1982_LOCUS3102|CAD6994346.1|CCAP
OG0000120	LOC108596912|XP_017838608.1|DBUS	CCAP1982_LOCUS23192|CAD7015242.1|CCAP
OG0000121	LOC108601261|XP_017844649.1|DBUS, LOC108602587|XP_017846215.1|DBUS, LOC108606058|XP_017851394.1|DBUS	CCAP1982_LOCUS2051|CAD6993234.1|CCAP, CCAP1982_LOCUS1663|CAD6992825.1|CCAP, CCAP1982_LOCUS1662|CAD6992824.1|CCAP
OG0000122	LOC108595833|XP_017836616.1|DBUS	CCAP1982_LOCUS8593|CAD7000095.1|CCAP
OG0000122	LOC108605338|XP_033150253.1|DBUS	CCAP1982_LOCUS21055|CAD7012964.1|CCAP
OG0000122	LOC108594762|XP_017835390.1|DBUS, LOC108605067|XP_017850560.1|DBUS	CCAP1982_LOCUS9176|CAD7000703.1|CCAP
OG0000123	LOC108595656|XP_017836420.1|DBUS, LOC108602509|XP_017846128.1|DBUS	CCAP1982_LOCUS1926|CAD6993101.1|CCAP
OG0000125	LOC108602946|XP_017846784.1|DBUS	CCAP1982_LOCUS3814|CAD6995090.1|CCAP
OG0000125	LOC108604285|XP_017849183.1|DBUS	CCAP1982_LOCUS3392|CAD6994657.1|CCAP
OG0000126	LOC108602652|XP_017846288.1|DBUS, LOC108602032|XP_017845528.2|DBUS	CCAP1982_LOCUS11731|CAD7003269.1|CCAP
OG0000127	LOC108602433|XP_017846041.1|DBUS, LOC108602111|XP_017845625.1|DBUS	CCAP1982_LOCUS4704|CAD6995998.1|CCAP
OG0000127	LOC108602067|XP_017845575.1|DBUS	CCAP1982_LOCUS4705|CAD6995999.1|CCAP
OG0000128	LOC108594863|XP_017835491.2|DBUS, LOC108596258|XP_017837304.2|DBUS, LOC108596561|XP_017837951.1|DBUS	CCAP1982_LOCUS22172|CAD7014166.1|CCAP, CCAP1982_LOCUS22173|CAD7014167.1|CCAP, CCAP1982_LOCUS8671|CAD7000180.1|CCAP
OG0000129	LOC108598557|XP_017840732.2|DBUS, LOC108600868|XP_017844168.1|DBUS, LOC108606980|XP_017853040.1|DBUS	CCAP1982_LOCUS7073|CAD6998479.1|CCAP
OG0000130	LOC108598755|XP_017840979.2|DBUS, LOC108598612|XP_017840799.1|DBUS, LOC108598191|XP_033149343.1|DBUS, LOC108598190|XP_033149405.1|DBUS, LOC108600450|XP_017843526.1|DBUS, LOC108598634|XP_017840826.2|DBUS, LOC117134616|XP_033149472.1|DBUS, LOC117134652|XP_033149629.1|DBUS	CCAP1982_LOCUS13229|CAD7004843.1|CCAP
OG0000131	LOC108601558|XP_017844945.1|DBUS	CCAP1982_LOCUS3123|CAD6994370.1|CCAP
OG0000132	LOC108608030|XP_017854696.1|DBUS, LOC108608029|XP_017854695.2|DBUS	CCAP1982_LOCUS8509|CAD7000003.1|CCAP
OG0000132	LOC108602868|XP_017846646.1|DBUS	CCAP1982_LOCUS738|CAD6991839.1|CCAP
OG0000134	LOC108603028|XP_017846927.1|DBUS	CCAP1982_LOCUS1778|CAD6992945.1|CCAP
OG0000134	LOC108597009|XP_017838780.1|DBUS	CCAP1982_LOCUS7922|CAD6999396.1|CCAP
OG0000137	LOC108603879|XP_017848540.1|DBUS	CCAP1982_LOCUS3379|CAD6994644.1|CCAP
OG0000137	LOC108599893|XP_017842571.1|DBUS	CCAP1982_LOCUS11874|CAD7003418.1|CCAP
OG0000138	LOC108603086|XP_017847065.1|DBUS, LOC108603084|XP_017847063.1|DBUS, LOC108603561|XP_017847968.1|DBUS, LOC108603085|XP_017847064.1|DBUS	CCAP1982_LOCUS121|CAD6991184.1|CCAP
OG0000141	LOC108601014|XP_017844377.1|DBUS	CCAP1982_LOCUS11187|CAD7002710.1|CCAP
OG0000142	LOC108602123|XP_017845639.1|DBUS	CCAP1982_LOCUS416|CAD6991492.1|CCAP
OG0000143	LOC108599729|XP_017842220.1|DBUS	CCAP1982_LOCUS14321|CAD7005985.1|CCAP, CCAP1982_LOCUS7309|CAD6998755.1|CCAP
OG0000144	LOC108604352|XP_017849272.1|DBUS	CCAP1982_LOCUS782|CAD6991891.1|CCAP
OG0000144	LOC108594255|XP_033150587.1|DBUS	CCAP1982_LOCUS6460|CAD6997836.1|CCAP
OG0000145	LOC108608037|XP_017854707.2|DBUS	CCAP1982_LOCUS9142|CAD7000668.1|CCAP
OG0000147	LOC108608365|XP_017855203.2|DBUS	CCAP1982_LOCUS8274|CAD6999751.1|CCAP
OG0000147	LOC108602069|XP_017845578.1|DBUS	CCAP1982_LOCUS2081|CAD6993264.1|CCAP
OG0000147	LOC108602063|XP_017845572.1|DBUS	CCAP1982_LOCUS2080|CAD6993263.1|CCAP
OG0000148	LOC108596445|XP_017837681.1|DBUS	CCAP1982_LOCUS9151|CAD7000677.1|CCAP
OG0000150	LOC108607752|XP_017854307.2|DBUS, LOC108594206|XP_033149865.1|DBUS	CCAP1982_LOCUS8395|CAD6999884.1|CCAP, CCAP1982_LOCUS8394|CAD6999883.1|CCAP, CCAP1982_LOCUS8366|CAD6999854.1|CCAP
OG0000151	LOC108599278|XP_017841563.2|DBUS	CCAP1982_LOCUS13475|CAD7005113.1|CCAP
OG0000151	LOC108599144|XP_017841420.2|DBUS	CCAP1982_LOCUS13481|CAD7005119.1|CCAP
OG0000151	LOC108607641|XP_017854058.1|DBUS	CCAP1982_LOCUS13480|CAD7005118.1|CCAP
OG0000151	LOC108598778|XP_017841008.1|DBUS	CCAP1982_LOCUS13479|CAD7005117.1|CCAP
OG0000152	LOC108601725|XP_017845133.1|DBUS, LOC108602388|XP_017845987.1|DBUS, LOC108601385|XP_017844774.1|DBUS, LOC108601817|XP_017845242.1|DBUS, LOC108601386|XP_017844775.1|DBUS, LOC108601816|XP_017845241.1|DBUS, LOC108604169|XP_017848991.1|DBUS, LOC108604171|XP_017848992.1|DBUS	CCAP1982_LOCUS4908|CAD6996220.1|CCAP
OG0000153	LOC108602243|XP_017845781.1|DBUS	CCAP1982_LOCUS2010|CAD6993188.1|CCAP, CCAP1982_LOCUS2009|CAD6993187.1|CCAP
OG0000153	LOC108601757|XP_017845170.1|DBUS, LOC108602141|XP_017845661.1|DBUS	CCAP1982_LOCUS2011|CAD6993189.1|CCAP
OG0000154	LOC108601228|XP_017844616.2|DBUS	CCAP1982_LOCUS3144|CAD6994392.1|CCAP
OG0000155	LOC108600838|XP_017844123.1|DBUS, LOC108597991|XP_017840096.1|DBUS	CCAP1982_LOCUS12374|CAD7003952.1|CCAP, CCAP1982_LOCUS12366|CAD7003944.1|CCAP, CCAP1982_LOCUS12365|CAD7003943.1|CCAP
OG0000156	LOC108606057|XP_017851393.2|DBUS	CCAP1982_LOCUS14128|CAD7005779.1|CCAP
OG0000157	LOC108595635|XP_017836395.1|DBUS, LOC108595680|XP_017836448.1|DBUS, LOC108595632|XP_017836390.1|DBUS, LOC108595528|XP_017836272.1|DBUS	CCAP1982_LOCUS19950|CAD7011840.1|CCAP, CCAP1982_LOCUS19951|CAD7011841.1|CCAP
OG0000158	LOC108598137|XP_017840243.2|DBUS, LOC108599375|XP_017841670.2|DBUS	CCAP1982_LOCUS12092|CAD7003654.1|CCAP
OG0000159	LOC108601113|XP_017844521.2|DBUS	CCAP1982_LOCUS14640|CAD7006318.1|CCAP
OG0000159	LOC108600352|XP_017843365.1|DBUS	CCAP1982_LOCUS13501|CAD7005140.1|CCAP
OG0000159	LOC108600784|XP_017844045.2|DBUS	CCAP1982_LOCUS13500|CAD7005139.1|CCAP
OG0000160	LOC117134623|XP_033150023.1|DBUS, LOC108604426|XP_017849383.1|DBUS	CCAP1982_LOCUS3900|CAD6995179.1|CCAP, CCAP1982_LOCUS3899|CAD6995178.1|CCAP
OG0000161	LOC108599217|XP_017841500.1|DBUS	CCAP1982_LOCUS14750|CAD7006430.1|CCAP
OG0000161	LOC108605223|XP_017850321.1|DBUS	CCAP1982_LOCUS13663|CAD7005305.1|CCAP
OG0000162	LOC108607792|XP_033150876.1|DBUS	CCAP1982_LOCUS7836|CAD6999308.1|CCAP
OG0000163	LOC108599070|XP_017841346.2|DBUS	CCAP1982_LOCUS14291|CAD7005953.1|CCAP, CCAP1982_LOCUS14290|CAD7005952.1|CCAP, CCAP1982_LOCUS14295|CAD7005957.1|CCAP, CCAP1982_LOCUS14292|CAD7005954.1|CCAP
OG0000163	LOC108603638|XP_017848088.1|DBUS	CCAP1982_LOCUS9112|CAD7000638.1|CCAP
OG0000164	LOC108596055|XP_017836938.1|DBUS, LOC108601023|XP_017844387.1|DBUS	CCAP1982_LOCUS19783|CAD7011699.1|CCAP
OG0000166	LOC108596342|XP_017837485.1|DBUS	CCAP1982_LOCUS6365|CAD6997733.1|CCAP, CCAP1982_LOCUS6366|CAD6997734.1|CCAP, CCAP1982_LOCUS6367|CAD6997735.1|CCAP
OG0000167	LOC108598263|XP_017840368.2|DBUS	CCAP1982_LOCUS11080|CAD7002594.1|CCAP
OG0000169	LOC108604060|XP_017848812.1|DBUS	CCAP1982_LOCUS2677|CAD6993883.1|CCAP
OG0000169	LOC108598522|XP_017840691.1|DBUS, LOC108603800|XP_017848387.1|DBUS	CCAP1982_LOCUS1231|CAD6992367.1|CCAP
OG0000170	LOC108594386|XP_017835039.1|DBUS	CCAP1982_LOCUS6773|CAD6998157.1|CCAP, CCAP1982_LOCUS6774|CAD6998158.1|CCAP, CCAP1982_LOCUS6772|CAD6998156.1|CCAP
OG0000170	LOC108594385|XP_017835037.1|DBUS	CCAP1982_LOCUS6771|CAD6998155.1|CCAP
OG0000171	LOC108606868|XP_017852882.2|DBUS	CCAP1982_LOCUS6079|CAD6997433.1|CCAP
OG0000171	LOC108597130|XP_033150794.1|DBUS	CCAP1982_LOCUS5549|CAD6996876.1|CCAP
OG0000172	LOC108599907|XP_017842591.2|DBUS, LOC108599906|XP_017842589.1|DBUS, LOC108604850|XP_017849959.1|DBUS, LOC108600470|XP_017843569.2|DBUS	CCAP1982_LOCUS12610|CAD7004191.1|CCAP
OG0000173	LOC108595966|XP_017836742.1|DBUS	CCAP1982_LOCUS21538|CAD7013476.1|CCAP
OG0000173	LOC108597066|XP_017838880.1|DBUS, LOC108597068|XP_017838883.1|DBUS, LOC108597067|XP_017838882.1|DBUS	CCAP1982_LOCUS21539|CAD7013477.1|CCAP
OG0000174	LOC108594728|XP_017835356.1|DBUS	CCAP1982_LOCUS1980|CAD6993154.1|CCAP, CCAP1982_LOCUS12725|CAD7004305.1|CCAP, CCAP1982_LOCUS21517|CAD7013452.1|CCAP
OG0000174	LOC108605156|XP_017850227.1|DBUS, LOC108595968|XP_017836744.1|DBUS	CCAP1982_LOCUS7088|CAD6998497.1|CCAP
OG0000175	LOC108604206|XP_017849055.1|DBUS	CCAP1982_LOCUS4970|CAD6996286.1|CCAP
OG0000175	LOC108603647|XP_017848100.1|DBUS, LOC108603650|XP_017848106.1|DBUS	CCAP1982_LOCUS785|CAD6991894.1|CCAP
OG0000176	LOC108597890|XP_017839998.1|DBUS, LOC108597942|XP_017840047.1|DBUS, LOC108597946|XP_017840051.1|DBUS, LOC108597944|XP_017840049.1|DBUS	CCAP1982_LOCUS11594|CAD7003132.1|CCAP
OG0000177	LOC108604406|XP_017849360.1|DBUS	CCAP1982_LOCUS3972|CAD6995251.1|CCAP
OG0000179	LOC108597113|XP_017838978.1|DBUS	CCAP1982_LOCUS19655|CAD7011567.1|CCAP
OG0000179	LOC108595307|XP_017836013.1|DBUS	CCAP1982_LOCUS20038|CAD7011926.1|CCAP
OG0000181	LOC108601926|XP_017845391.1|DBUS	CCAP1982_LOCUS2966|CAD6994204.1|CCAP, CCAP1982_LOCUS1186|CAD6992318.1|CCAP
OG0000181	LOC108602410|XP_017846011.1|DBUS	CCAP1982_LOCUS2664|CAD6993867.1|CCAP
OG0000182	LOC108603930|XP_017848614.1|DBUS	CCAP1982_LOCUS672|CAD6991764.1|CCAP, CCAP1982_LOCUS673|CAD6991765.1|CCAP
OG0000182	LOC108603929|XP_017848613.1|DBUS, LOC108603928|XP_033149798.1|DBUS, LOC117134833|XP_033149799.1|DBUS	CCAP1982_LOCUS669|CAD6991761.1|CCAP, CCAP1982_LOCUS670|CAD6991762.1|CCAP
OG0000183	LOC108605805|XP_017851100.1|DBUS, LOC108599037|XP_017841306.1|DBUS, LOC108600857|XP_017844149.1|DBUS	CCAP1982_LOCUS11927|CAD7003476.1|CCAP
OG0000184	LOC108607593|XP_017853984.2|DBUS, LOC108595343|XP_017836058.2|DBUS, LOC108603832|XP_017848462.1|DBUS, LOC108595353|XP_017836069.2|DBUS	CCAP1982_LOCUS8317|CAD6999801.1|CCAP, CCAP1982_LOCUS8313|CAD6999794.1|CCAP, CCAP1982_LOCUS8316|CAD6999800.1|CCAP
OG0000185	LOC108596311|XP_017837406.1|DBUS, LOC108596312|XP_033149094.1|DBUS, LOC108596356|XP_017837507.1|DBUS, LOC108604263|XP_017849147.1|DBUS	CCAP1982_LOCUS20041|CAD7011929.1|CCAP
OG0000189	LOC108608399|XP_033149306.1|DBUS	CCAP1982_LOCUS5974|CAD6997342.1|CCAP
OG0000190	LOC108596653|XP_017838123.1|DBUS	CCAP1982_LOCUS19905|CAD7011795.1|CCAP, CCAP1982_LOCUS19906|CAD7011796.1|CCAP
OG0000190	LOC108596652|XP_017838122.1|DBUS	CCAP1982_LOCUS19909|CAD7011799.1|CCAP
OG0000191	LOC108594796|XP_017835424.2|DBUS, LOC108596680|XP_017838179.1|DBUS, LOC108601802|XP_017845227.1|DBUS	CCAP1982_LOCUS22306|CAD7014304.1|CCAP
OG0000191	LOC108596473|XP_017837722.1|DBUS, LOC108597225|XP_017839158.2|DBUS	CCAP1982_LOCUS20861|CAD7012757.1|CCAP
OG0000192	LOC108598210|XP_017840316.1|DBUS, LOC108598209|XP_017840315.1|DBUS	CCAP1982_LOCUS14387|CAD7006052.1|CCAP
OG0000193	LOC108600071|XP_017842914.1|DBUS	CCAP1982_LOCUS13187|CAD7004797.1|CCAP, CCAP1982_LOCUS13188|CAD7004798.1|CCAP
OG0000196	LOC108607726|XP_033150776.1|DBUS	CCAP1982_LOCUS7525|CAD6998978.1|CCAP, CCAP1982_LOCUS7518|CAD6998971.1|CCAP
OG0000196	LOC108594409|XP_017835066.1|DBUS	CCAP1982_LOCUS7526|CAD6998979.1|CCAP
OG0000196	LOC108594562|XP_033149751.1|DBUS	CCAP1982_LOCUS7517|CAD6998970.1|CCAP
OG0000198	LOC108594781|XP_033149190.1|DBUS	CCAP1982_LOCUS6820|CAD6998205.1|CCAP
OG0000199	LOC108595446|XP_017836168.1|DBUS, LOC108595836|XP_017836615.1|DBUS, LOC108595447|XP_033148970.1|DBUS	CCAP1982_LOCUS23457|CAD7015518.1|CCAP, CCAP1982_LOCUS10693|CAD7002205.1|CCAP, CCAP1982_LOCUS10694|CAD7002206.1|CCAP, CCAP1982_LOCUS23455|CAD7015516.1|CCAP, CCAP1982_LOCUS10695|CAD7002207.1|CCAP, CCAP1982_LOCUS23456|CAD7015517.1|CCAP
OG0000200	LOC108601533|XP_033150111.1|DBUS, LOC108604445|XP_017849414.1|DBUS	CCAP1982_LOCUS40|CAD6991092.1|CCAP
OG0000201	LOC108602544|XP_017846166.1|DBUS	CCAP1982_LOCUS3128|CAD6994375.1|CCAP
OG0000201	LOC108602234|XP_017845771.1|DBUS	CCAP1982_LOCUS3126|CAD6994373.1|CCAP
OG0000202	LOC108595542|XP_017836290.1|DBUS	CCAP1982_LOCUS8517|CAD7000012.1|CCAP
OG0000203	LOC108597598|XP_017839708.1|DBUS, LOC108595249|XP_033148927.1|DBUS, LOC108595388|XP_017836103.1|DBUS, LOC108595150|XP_017835805.1|DBUS	CCAP1982_LOCUS21030|CAD7012933.1|CCAP
OG0000204	LOC108601333|XP_017844721.1|DBUS, LOC117134849|XP_033149924.1|DBUS, LOC108601344|XP_017844732.1|DBUS	CCAP1982_LOCUS21749|CAD7013711.1|CCAP
OG0000205	LOC108601640|XP_017845029.1|DBUS	CCAP1982_LOCUS4928|CAD6996245.1|CCAP
OG0000205	LOC108603112|XP_017847106.1|DBUS	CCAP1982_LOCUS1221|CAD6992357.1|CCAP
OG0000206	LOC108595407|XP_017836121.1|DBUS	CCAP1982_LOCUS20607|CAD7012524.1|CCAP
OG0000206	LOC108596931|XP_017839724.2|DBUS	CCAP1982_LOCUS7801|CAD6999272.1|CCAP
OG0000206	LOC108595462|XP_017836194.1|DBUS	CCAP1982_LOCUS20605|CAD7012522.1|CCAP
OG0000208	LOC108594755|XP_017835382.1|DBUS	CCAP1982_LOCUS22429|CAD7014433.1|CCAP
OG0000211	LOC108602631|XP_017846262.1|DBUS	CCAP1982_LOCUS3217|CAD6994472.1|CCAP
OG0000212	LOC108608485|XP_017855370.2|DBUS	CCAP1982_LOCUS8308|CAD6999787.1|CCAP
OG0000212	LOC108608403|XP_033150034.1|DBUS	CCAP1982_LOCUS8315|CAD6999799.1|CCAP, CCAP1982_LOCUS8311|CAD6999792.1|CCAP
OG0000213	LOC108594606|XP_033149107.1|DBUS	CCAP1982_LOCUS22187|CAD7014181.1|CCAP
OG0000214	LOC108606975|XP_017853033.1|DBUS, LOC108596628|XP_017838064.1|DBUS, LOC108601296|XP_017844685.1|DBUS, LOC108603573|XP_017847986.1|DBUS, LOC108602101|XP_017845614.1|DBUS	CCAP1982_LOCUS21439|CAD7013372.1|CCAP
