Orthogroup	DBUS.longest_only	DNOV.longest_only
OG0000060	LOC108605501|XP_017850738.1|DBUS	LOC115768521|XP_030568971.1|DNOV
OG0000060	LOC108596314|XP_017837413.1|DBUS	LOC115760275|XP_030557406.1|DNOV
OG0000060	LOC108602170|XP_017845695.1|DBUS	LOC115767943|XP_030568181.1|DNOV
OG0000060	LOC108604124|XP_017848902.1|DBUS	LOC115765029|XP_030564252.1|DNOV
OG0000060	LOC108605927|XP_017851236.1|DBUS	LOC115767352|XP_030567464.1|DNOV
OG0000060	LOC108594930|XP_033150017.1|DBUS	LOC115759170|XP_030555902.1|DNOV
OG0000061	LOC108602145|XP_017845670.1|DBUS	LOC115763134|XP_030561437.1|DNOV
OG0000061	LOC108594753|XP_017835384.1|DBUS	LOC115763110|XP_030561414.1|DNOV, LOC115763055|XP_030561340.1|DNOV
OG0000061	LOC108603702|XP_017848228.1|DBUS	LOC115763156|XP_030561467.1|DNOV
OG0000062	LOC108606274|XP_017851741.1|DBUS	LOC115766456|XP_030566248.1|DNOV
OG0000062	LOC108607908|XP_017854511.1|DBUS	LOC115763354|XP_030561739.1|DNOV
OG0000063	LOC108598139|XP_033149614.1|DBUS	LOC115770341|XP_030571439.1|DNOV
OG0000063	LOC108598875|XP_017841124.1|DBUS	LOC115770262|XP_030571339.1|DNOV
OG0000063	LOC108598617|XP_017840805.2|DBUS	LOC115770409|XP_030571530.1|DNOV
OG0000063	LOC108598825|XP_017841064.2|DBUS	LOC115770342|XP_030571440.1|DNOV
OG0000065	LOC108602948|XP_017846787.1|DBUS	LOC115771835|XP_030573576.1|DNOV
OG0000065	LOC108604232|XP_017849089.1|DBUS	LOC115759592|XP_030556422.1|DNOV, LOC115759591|XP_030556420.1|DNOV, LOC115759590|XP_030556419.1|DNOV, LOC115759594|XP_030556423.1|DNOV, LOC115772094|XP_030573915.1|DNOV
OG0000065	LOC108597099|XP_017838955.1|DBUS	LOC115763851|XP_030562484.1|DNOV, LOC115767459|XP_030567624.1|DNOV, LOC115767413|XP_030567549.1|DNOV
OG0000066	LOC108605823|XP_017851118.1|DBUS	LOC115769505|XP_030570196.1|DNOV, LOC115767618|XP_030567778.1|DNOV
OG0000066	LOC108596039|XP_017836905.1|DBUS	LOC115759113|XP_030555815.1|DNOV
OG0000066	LOC108602400|XP_017846000.1|DBUS	LOC115766084|XP_030565752.1|DNOV
OG0000066	LOC108606855|XP_017852841.1|DBUS	LOC115765364|XP_030564745.1|DNOV
OG0000066	LOC108606023|XP_017851338.1|DBUS	LOC115768347|XP_030568771.1|DNOV
OG0000067	LOC108603517|XP_017847897.1|DBUS	LOC115761742|XP_030559494.1|DNOV
OG0000067	LOC108598960|XP_017841219.2|DBUS	LOC115769783|XP_030570610.1|DNOV
OG0000067	LOC108596347|XP_017837491.1|DBUS	LOC115762160|XP_030560137.1|DNOV
OG0000067	LOC108600356|XP_017843371.2|DBUS	LOC115769836|XP_030570670.1|DNOV
OG0000067	LOC108598075|XP_017840177.1|DBUS	LOC115770913|XP_030572222.1|DNOV
OG0000068	LOC108596576|XP_017837985.1|DBUS	LOC115766532|XP_030566358.1|DNOV
OG0000068	LOC108604996|XP_017850051.2|DBUS	LOC115765365|XP_030564748.1|DNOV
OG0000069	LOC108597146|XP_017839029.1|DBUS	LOC115764506|XP_030563456.1|DNOV
OG0000070	LOC108601128|XP_017844545.1|DBUS, LOC108603861|XP_033149223.1|DBUS	LOC115758973|XP_030555636.1|DNOV
OG0000070	LOC108606170|XP_017851511.2|DBUS	LOC115765204|XP_030564504.1|DNOV
OG0000070	LOC108600264|XP_017843206.1|DBUS	LOC115759073|XP_030555762.1|DNOV
OG0000070	LOC108601682|XP_017845084.1|DBUS	LOC115758728|XP_030555341.1|DNOV
OG0000071	LOC108600865|XP_017844159.2|DBUS	LOC115767110|XP_030567126.1|DNOV
OG0000071	LOC108599237|XP_017841523.1|DBUS	LOC115771374|XP_030572918.1|DNOV
OG0000071	LOC108599153|XP_017841429.1|DBUS	LOC115771373|XP_030572916.1|DNOV
OG0000071	LOC108599099|XP_017841377.1|DBUS	LOC115771375|XP_030572919.1|DNOV
OG0000072	LOC108595719|XP_017836490.1|DBUS	LOC115762189|XP_030560172.1|DNOV
OG0000072	LOC108594812|XP_017835440.1|DBUS	LOC115760700|XP_030558025.1|DNOV
OG0000072	LOC108595671|XP_017836439.1|DBUS	LOC115760737|XP_030558073.1|DNOV
OG0000073	LOC108596382|XP_017837542.1|DBUS	LOC115757880|XP_030554180.1|DNOV
OG0000073	LOC108602957|XP_017846798.1|DBUS	LOC115764211|XP_030562961.1|DNOV
OG0000074	LOC108600842|XP_033149439.1|DBUS, LOC108600601|XP_017843769.2|DBUS	LOC115767646|XP_030567793.1|DNOV, LOC115767642|XP_030567789.1|DNOV
OG0000075	LOC108598567|XP_017840740.2|DBUS	LOC115770432|XP_030571562.1|DNOV
OG0000075	LOC108598547|XP_017840720.1|DBUS	LOC115770426|XP_030571554.1|DNOV
OG0000075	LOC108598795|XP_017841028.2|DBUS	LOC115770110|XP_030571087.1|DNOV
OG0000075	LOC108598386|XP_017840493.1|DBUS	LOC115770275|XP_030571359.1|DNOV, LOC115770445|XP_030571581.1|DNOV
OG0000076	LOC108600032|XP_017842842.1|DBUS	LOC115766967|XP_030566920.1|DNOV
OG0000076	LOC108602295|XP_017845864.1|DBUS	LOC115763785|XP_030562365.1|DNOV, LOC115763786|XP_030562373.1|DNOV
OG0000076	LOC108607277|XP_017853461.1|DBUS	LOC115766325|XP_030566076.1|DNOV
OG0000076	LOC108606263|XP_017851709.1|DBUS	LOC115765287|XP_030564637.1|DNOV
OG0000077	LOC108596705|XP_017838216.1|DBUS	LOC115765531|XP_030565013.1|DNOV
OG0000077	LOC108603705|XP_017848234.1|DBUS	LOC115761940|XP_030559834.1|DNOV
OG0000077	LOC108597238|XP_017839176.1|DBUS	LOC115757826|XP_030554110.1|DNOV
OG0000077	LOC108603566|XP_017847972.1|DBUS	LOC115759443|XP_030556224.1|DNOV
OG0000078	LOC108595297|XP_017835998.1|DBUS, LOC108595427|XP_017836144.1|DBUS, LOC108595437|XP_017836156.1|DBUS	LOC115767483|XP_030567650.1|DNOV, LOC115767481|XP_030567645.1|DNOV, LOC115767473|XP_030567638.1|DNOV
OG0000078	LOC108598842|XP_017841085.1|DBUS	LOC115770100|XP_030571073.1|DNOV
OG0000078	LOC108602138|XP_017845655.1|DBUS	LOC115761731|XP_030559475.1|DNOV
OG0000078	LOC108607118|XP_017853240.1|DBUS	LOC115764426|XP_030563287.1|DNOV
OG0000078	LOC108607224|XP_017853386.1|DBUS	LOC115767246|XP_030567310.1|DNOV
OG0000079	LOC108605780|XP_033150835.1|DBUS	LOC115760029|XP_030557056.1|DNOV, LOC115760320|XP_030557468.1|DNOV, LOC115760319|XP_030557467.1|DNOV, LOC115760318|XP_030557466.1|DNOV, LOC115759928|XP_030556925.1|DNOV
OG0000079	LOC108604682|XP_017849730.1|DBUS	LOC115760195|XP_030557285.1|DNOV
OG0000080	LOC108597403|XP_017839438.1|DBUS	LOC115762483|XP_030560581.1|DNOV
OG0000080	LOC108596751|XP_017838316.1|DBUS	LOC115766550|XP_030566385.1|DNOV
OG0000081	LOC108598616|XP_017840803.1|DBUS	LOC115769469|XP_030570143.1|DNOV
OG0000082	LOC108594984|XP_017835606.1|DBUS	LOC115760531|XP_030557814.1|DNOV
OG0000082	LOC108601638|XP_017845027.1|DBUS	LOC115771876|XP_030573620.1|DNOV
OG0000082	LOC108602837|XP_017846578.1|DBUS	LOC115764022|XP_030562714.1|DNOV
OG0000083	LOC108598442|XP_017840564.2|DBUS	LOC115771570|XP_030573183.1|DNOV
OG0000083	LOC108608236|XP_017855013.1|DBUS	LOC115763288|XP_030561633.1|DNOV
OG0000084	LOC108596367|XP_017837520.1|DBUS	LOC115759698|XP_030556562.1|DNOV
OG0000084	LOC108596833|XP_017838444.1|DBUS	LOC115760890|XP_030558315.1|DNOV
OG0000085	LOC108597194|XP_017839111.1|DBUS	LOC115764646|XP_030563684.1|DNOV
OG0000085	LOC108595025|XP_017835649.1|DBUS	LOC115764670|XP_030563721.1|DNOV
OG0000086	LOC108595905|XP_017836685.1|DBUS, LOC108595913|XP_033149146.1|DBUS	LOC115761105|XP_030558592.1|DNOV, LOC115761104|XP_030558591.1|DNOV
OG0000087	LOC108602830|XP_017846606.2|DBUS	LOC115759965|XP_030556974.1|DNOV
OG0000087	LOC108594397|XP_017835055.2|DBUS	LOC115763574|XP_030562052.1|DNOV
OG0000087	LOC108594213|XP_017834809.1|DBUS	LOC115763556|XP_030562035.1|DNOV
OG0000088	LOC108596419|XP_017837625.1|DBUS	LOC115758292|XP_030554718.1|DNOV
OG0000088	LOC108600586|XP_017843752.1|DBUS	LOC115758633|XP_030555227.1|DNOV
OG0000088	LOC108598974|XP_017841236.1|DBUS	LOC115766362|XP_030566125.1|DNOV
OG0000088	LOC108600741|XP_017843975.1|DBUS	LOC115769943|XP_030570850.1|DNOV
OG0000088	LOC108599008|XP_017841274.1|DBUS	LOC115766373|XP_030566137.1|DNOV
OG0000089	LOC108603673|XP_017848160.1|DBUS	LOC115759581|XP_030556409.1|DNOV
OG0000089	LOC108602744|XP_033149214.1|DBUS	LOC115760358|XP_030557507.1|DNOV
OG0000089	LOC108599916|XP_017842604.1|DBUS	LOC115769774|XP_030570599.1|DNOV
OG0000090	LOC108596533|XP_017837911.1|DBUS	LOC115758299|XP_030554725.1|DNOV
OG0000090	LOC108595000|XP_017835621.1|DBUS	LOC115758298|XP_030554724.1|DNOV
OG0000090	LOC108598990|XP_017841255.1|DBUS	LOC115765820|XP_030565404.1|DNOV
OG0000090	LOC108599322|XP_017841614.1|DBUS	LOC115766045|XP_030565682.1|DNOV
OG0000090	LOC108598575|XP_017840751.1|DBUS	LOC115769503|XP_030570188.1|DNOV
OG0000091	LOC108603501|XP_017847855.1|DBUS	LOC115757670|XP_030553848.1|DNOV
OG0000091	LOC108594365|XP_017835015.1|DBUS	LOC115759049|XP_030555733.1|DNOV
OG0000091	LOC108603403|XP_017847679.1|DBUS	LOC115761273|XP_030558848.1|DNOV
OG0000091	LOC108603402|XP_017847678.1|DBUS	LOC115761272|XP_030558847.1|DNOV
OG0000092	LOC108603711|XP_017848239.1|DBUS	LOC115766069|XP_030565732.1|DNOV
OG0000092	LOC108603710|XP_017848238.1|DBUS	LOC115766167|XP_030565870.1|DNOV
OG0000092	LOC108603712|XP_017848241.1|DBUS	LOC115766082|XP_030565748.1|DNOV
OG0000093	LOC108607545|XP_017853920.1|DBUS, LOC108603101|XP_033150841.1|DBUS	LOC115758323|XP_030554750.1|DNOV
OG0000093	LOC108606302|XP_017851781.1|DBUS	LOC115767804|XP_030567996.1|DNOV
OG0000094	LOC108601416|XP_017844804.1|DBUS	LOC115759953|XP_030556956.1|DNOV, LOC115759952|XP_030556955.1|DNOV
OG0000096	LOC108604818|XP_017849916.1|DBUS	LOC115761336|XP_030558933.1|DNOV
OG0000096	LOC108604817|XP_017849915.2|DBUS	LOC115761323|XP_030558916.1|DNOV
OG0000096	LOC108598852|XP_017841102.2|DBUS	LOC115759222|XP_030555977.1|DNOV
OG0000098	LOC108602947|XP_017846786.1|DBUS	LOC115763976|XP_030562641.1|DNOV
OG0000099	LOC108594985|XP_017835607.1|DBUS	LOC115758025|XP_030554389.1|DNOV
OG0000099	LOC108606666|XP_017852484.1|DBUS	LOC115768874|XP_030569441.1|DNOV
OG0000100	LOC108595699|XP_017836470.2|DBUS	LOC115758695|XP_030555303.1|DNOV
OG0000100	LOC108601485|XP_017844872.2|DBUS	LOC115763747|XP_030562311.1|DNOV
OG0000100	LOC108602051|XP_017845552.1|DBUS	LOC115764748|XP_030563827.1|DNOV
OG0000100	LOC108602577|XP_017846204.1|DBUS	LOC115764746|XP_030563824.1|DNOV
OG0000100	LOC108602500|XP_017846117.1|DBUS	LOC115764705|XP_030563763.1|DNOV
OG0000101	LOC108600820|XP_017844099.2|DBUS	LOC115769419|XP_030570087.1|DNOV
OG0000101	LOC108597898|XP_017840006.1|DBUS	LOC115769417|XP_030570084.1|DNOV
OG0000101	LOC108597897|XP_017840005.1|DBUS	LOC115769418|XP_030570086.1|DNOV
OG0000101	LOC117134769|XP_033149322.1|DBUS	LOC115769861|XP_030570719.1|DNOV
OG0000101	LOC108597899|XP_017840007.1|DBUS	LOC115769416|XP_030570083.1|DNOV
OG0000101	LOC117134798|XP_033149601.1|DBUS	LOC115769860|XP_030570709.1|DNOV
OG0000102	LOC108596624|XP_017838058.1|DBUS	LOC115764983|XP_030564174.1|DNOV
OG0000102	LOC108594981|XP_017835603.1|DBUS	LOC115760629|XP_030557940.1|DNOV
OG0000103	LOC108598786|XP_017841018.2|DBUS	LOC115771233|XP_030572694.1|DNOV
OG0000103	LOC108598520|XP_017840689.2|DBUS	LOC115771232|XP_030572693.1|DNOV
OG0000103	LOC108596814|XP_017838418.1|DBUS	LOC115762233|XP_030560233.1|DNOV
OG0000104	LOC108600928|XP_017844252.1|DBUS	LOC115762610|XP_030560765.1|DNOV
OG0000104	LOC108600531|XP_017843673.2|DBUS	LOC115763001|XP_030561251.1|DNOV
OG0000104	LOC108599046|XP_017841315.1|DBUS	LOC115762611|XP_030560767.1|DNOV
OG0000105	LOC117134791|XP_033149540.1|DBUS	LOC115763410|XP_030561820.1|DNOV
OG0000105	LOC108601437|XP_017844824.1|DBUS	LOC115766038|XP_030565668.1|DNOV
OG0000107	LOC108594739|XP_017835366.1|DBUS	LOC115762473|XP_030560555.1|DNOV, LOC115766524|XP_030566351.1|DNOV, LOC115766525|XP_030566352.1|DNOV, LOC115766523|XP_030566350.1|DNOV
OG0000109	LOC108594532|XP_017835224.1|DBUS	LOC115758411|XP_030554919.1|DNOV
OG0000109	LOC108598653|XP_033149257.1|DBUS	LOC115759000|XP_030555661.1|DNOV
OG0000110	LOC108597992|XP_017840097.1|DBUS	LOC115771207|XP_030572667.1|DNOV
OG0000110	LOC108598723|XP_017840942.1|DBUS, LOC108597993|XP_017840098.1|DBUS	LOC115771206|XP_030572666.1|DNOV, LOC115771081|XP_030572492.1|DNOV
OG0000110	LOC108597995|XP_033149356.1|DBUS	LOC115771102|XP_030572522.1|DNOV
OG0000110	LOC108598479|XP_017840618.1|DBUS	LOC115771159|XP_030572591.1|DNOV
OG0000111	LOC108595291|XP_017835993.1|DBUS	LOC115767471|XP_030567636.1|DNOV
OG0000111	LOC108595741|XP_017836516.1|DBUS	LOC115766597|XP_030566444.1|DNOV
OG0000112	LOC108605061|XP_017850117.1|DBUS	LOC115766378|XP_030566142.1|DNOV
OG0000112	LOC108605050|XP_017850107.1|DBUS, LOC108606017|XP_017851332.1|DBUS, LOC108605875|XP_017851177.1|DBUS	LOC115766361|XP_030566121.1|DNOV
OG0000112	LOC108606748|XP_017852636.1|DBUS	LOC115764351|XP_030563169.1|DNOV, LOC115764305|XP_030563103.1|DNOV
OG0000113	LOC108604575|XP_017849595.1|DBUS	LOC115761208|XP_030558753.1|DNOV
OG0000113	LOC108600652|XP_017843838.2|DBUS	LOC115768193|XP_030568568.1|DNOV
OG0000114	LOC108607383|XP_017853614.2|DBUS	LOC115759690|XP_030556543.1|DNOV
OG0000114	LOC117134785|XP_033149477.1|DBUS	LOC115759688|XP_030556541.1|DNOV
OG0000114	LOC108607386|XP_017853628.1|DBUS	LOC115759689|XP_030556542.1|DNOV
OG0000116	LOC108602168|XP_017845690.1|DBUS	LOC115770882|XP_030572176.1|DNOV
OG0000117	LOC108602137|XP_017845657.1|DBUS	LOC115769301|XP_030569889.1|DNOV
OG0000117	LOC108603069|XP_017847020.1|DBUS	LOC115769303|XP_030569891.1|DNOV
OG0000117	LOC108603222|XP_017845754.1|DBUS	LOC115769305|XP_030569893.1|DNOV
OG0000117	LOC108603273|XP_033150795.1|DBUS	LOC115769308|XP_030569897.1|DNOV, LOC115769307|XP_030569896.1|DNOV
OG0000118	LOC108606874|XP_017852886.1|DBUS	LOC115758561|XP_030555129.1|DNOV
OG0000118	LOC108601705|XP_017845108.1|DBUS	LOC115768983|XP_030569558.1|DNOV, LOC115764682|XP_030563730.1|DNOV
OG0000119	LOC108604291|XP_017849192.1|DBUS	LOC115761228|XP_030558777.1|DNOV
OG0000119	LOC108602574|XP_017846201.1|DBUS	LOC115761623|XP_030559312.1|DNOV
OG0000119	LOC108602566|XP_017846189.1|DBUS	LOC115761429|XP_030559055.1|DNOV
OG0000120	LOC108605238|XP_017850340.1|DBUS	LOC115768766|XP_030569316.1|DNOV
OG0000120	LOC108596912|XP_017838608.1|DBUS	LOC115765330|XP_030564696.1|DNOV
OG0000120	LOC108596127|XP_017837092.2|DBUS	LOC115765552|XP_030565044.1|DNOV
OG0000120	LOC108601049|XP_017844430.1|DBUS	LOC115762695|XP_030560877.1|DNOV
OG0000121	LOC108606058|XP_017851394.1|DBUS	LOC115764363|XP_030563185.1|DNOV
OG0000121	LOC108602647|XP_017846282.1|DBUS	LOC115771900|XP_030573645.1|DNOV
OG0000122	LOC108595833|XP_017836616.1|DBUS	LOC115763181|XP_030561499.1|DNOV
OG0000122	LOC108605338|XP_033150253.1|DBUS	LOC115767044|XP_030567034.1|DNOV
OG0000122	LOC108594762|XP_017835390.1|DBUS	LOC115762161|XP_030560138.1|DNOV
OG0000122	LOC108605067|XP_017850560.1|DBUS	LOC115759056|XP_030555741.1|DNOV
OG0000123	LOC108595656|XP_017836420.1|DBUS	LOC115759448|XP_030556240.1|DNOV
OG0000123	LOC108602509|XP_017846128.1|DBUS	LOC115763740|XP_030562303.1|DNOV
OG0000124	LOC108604295|XP_017849198.1|DBUS, LOC108608486|XP_017855371.1|DBUS, LOC108604296|XP_017849202.1|DBUS, LOC108604834|XP_017849938.1|DBUS, LOC108597695|XP_017839860.1|DBUS, LOC108595612|XP_017836365.1|DBUS	LOC115758696|XP_030555300.1|DNOV, LOC115758694|XP_030555299.1|DNOV, LOC115758698|XP_030555305.1|DNOV, LOC115758699|XP_030555306.1|DNOV, LOC115758697|XP_030555301.1|DNOV, LOC115758701|XP_030555310.1|DNOV, LOC115758702|XP_030555311.1|DNOV, LOC115759494|XP_030556293.1|DNOV
OG0000124	LOC108595661|XP_017836427.1|DBUS, LOC108595486|XP_017836226.1|DBUS	LOC115763183|XP_030561504.1|DNOV, LOC115758975|XP_030555641.1|DNOV
OG0000125	LOC108602946|XP_017846784.1|DBUS	LOC115771741|XP_030573428.1|DNOV
OG0000125	LOC108604285|XP_017849183.1|DBUS	LOC115761248|XP_030558810.1|DNOV
OG0000125	LOC108596689|XP_017838198.1|DBUS	LOC115761028|XP_030558500.1|DNOV
OG0000126	LOC108602652|XP_017846288.1|DBUS, LOC108602032|XP_017845528.2|DBUS	LOC115759005|XP_030555672.1|DNOV, LOC115759108|XP_030555807.1|DNOV
OG0000127	LOC108602433|XP_017846041.1|DBUS	LOC115761512|XP_030559141.1|DNOV
OG0000127	LOC108602111|XP_017845625.1|DBUS	LOC115761427|XP_030559046.1|DNOV
OG0000127	LOC108602067|XP_017845575.1|DBUS	LOC115761374|XP_030558985.1|DNOV
OG0000128	LOC108594863|XP_017835491.2|DBUS, LOC108596258|XP_017837304.2|DBUS, LOC108596561|XP_017837951.1|DBUS	LOC115763691|XP_030562236.1|DNOV, LOC115764129|XP_030562860.1|DNOV, LOC115771969|XP_030573747.1|DNOV, LOC115763858|XP_030562496.1|DNOV
OG0000129	LOC108606979|XP_017853037.1|DBUS	LOC115768023|XP_030568300.1|DNOV
OG0000129	LOC108598557|XP_017840732.2|DBUS	LOC115769838|XP_030570672.1|DNOV
OG0000129	LOC108600868|XP_017844168.1|DBUS	LOC115769679|XP_030570455.1|DNOV
OG0000129	LOC108606980|XP_017853040.1|DBUS	LOC115768022|XP_030568299.1|DNOV
OG0000130	LOC108598755|XP_017840979.2|DBUS	LOC115769661|XP_030570434.1|DNOV
OG0000130	LOC108598612|XP_017840799.1|DBUS	LOC115769320|XP_030569913.1|DNOV
OG0000130	LOC108598191|XP_033149343.1|DBUS	LOC115769811|XP_030570640.1|DNOV, LOC115769841|XP_030570675.1|DNOV, LOC115769747|XP_030570548.1|DNOV
OG0000130	LOC108598190|XP_033149405.1|DBUS, LOC108600450|XP_017843526.1|DBUS, LOC108598634|XP_017840826.2|DBUS, LOC117134616|XP_033149472.1|DBUS	LOC115769845|XP_030570681.1|DNOV
OG0000130	LOC117134652|XP_033149629.1|DBUS	LOC115769660|XP_030570433.1|DNOV
OG0000131	LOC108601558|XP_017844945.1|DBUS	LOC115761671|XP_030559382.1|DNOV
OG0000132	LOC108608030|XP_017854696.1|DBUS, LOC108608029|XP_017854695.2|DBUS	LOC115760166|XP_030557246.1|DNOV
OG0000132	LOC108602868|XP_017846646.1|DBUS	LOC115759623|XP_030556467.1|DNOV
OG0000133	LOC108599862|XP_017842492.2|DBUS, LOC117134684|XP_033149062.1|DBUS, LOC117134649|XP_033150734.1|DBUS	LOC115767636|XP_030567786.1|DNOV, LOC115768242|XP_030568628.1|DNOV, LOC115769034|XP_030569597.1|DNOV
OG0000134	LOC108603028|XP_017846927.1|DBUS	LOC115757657|XP_030553830.1|DNOV
OG0000134	LOC108606038|XP_017851357.1|DBUS	LOC115767392|XP_030567515.1|DNOV
OG0000134	LOC108597009|XP_017838780.1|DBUS	LOC115759801|XP_030556744.1|DNOV
OG0000137	LOC108603879|XP_017848540.1|DBUS	LOC115764130|XP_030562861.1|DNOV
OG0000137	LOC108599893|XP_017842571.1|DBUS	LOC115771032|XP_030572427.1|DNOV
OG0000138	LOC108603086|XP_017847065.1|DBUS	LOC115759568|XP_030556393.1|DNOV
OG0000138	LOC108603084|XP_017847063.1|DBUS	LOC115759565|XP_030556391.1|DNOV
OG0000138	LOC108603561|XP_017847968.1|DBUS	LOC115759562|XP_030556388.1|DNOV
OG0000138	LOC108603085|XP_017847064.1|DBUS	LOC115759563|XP_030556389.1|DNOV, LOC115759564|XP_030556390.1|DNOV
OG0000139	LOC108599313|XP_017841605.1|DBUS, LOC108599329|XP_017841624.1|DBUS	LOC115769888|XP_030570761.1|DNOV
OG0000140	LOC108601804|XP_017845230.1|DBUS	LOC115771802|XP_030573533.1|DNOV
OG0000140	LOC108594824|XP_017835451.2|DBUS, LOC108594828|XP_033149205.1|DBUS, LOC108595108|XP_033148936.1|DBUS, LOC108597603|XP_033149082.1|DBUS, LOC108594825|XP_033149038.1|DBUS, LOC108595109|XP_017835759.1|DBUS, LOC108597602|XP_017839714.1|DBUS	LOC115760835|XP_030558234.1|DNOV, LOC115760836|XP_030558236.1|DNOV
OG0000141	LOC108601014|XP_017844377.1|DBUS	LOC115769898|XP_030570779.1|DNOV
OG0000141	LOC108601015|XP_017844378.1|DBUS	LOC115769899|XP_030570780.1|DNOV
OG0000141	LOC108598911|XP_017841162.1|DBUS	LOC115769900|XP_030570781.1|DNOV
OG0000142	LOC108602123|XP_017845639.1|DBUS	LOC115770626|XP_030571829.1|DNOV
OG0000142	LOC108603285|XP_017847441.1|DBUS	LOC115760359|XP_030557508.1|DNOV, LOC115760416|XP_030557579.1|DNOV
OG0000142	LOC108605452|XP_017850626.2|DBUS	LOC115767833|XP_030568035.1|DNOV
OG0000143	LOC108599728|XP_017842219.1|DBUS	LOC115769511|XP_030570205.1|DNOV
OG0000143	LOC108599729|XP_017842220.1|DBUS	LOC115769830|XP_030570664.1|DNOV
OG0000144	LOC108604352|XP_017849272.1|DBUS	LOC115764707|XP_030563766.1|DNOV
OG0000144	LOC108607001|XP_017853067.1|DBUS	LOC115765151|XP_030564416.1|DNOV
OG0000144	LOC108594255|XP_033150587.1|DBUS	LOC115759963|XP_030556972.1|DNOV
OG0000145	LOC108607135|XP_017853261.1|DBUS	LOC115765270|XP_030564620.1|DNOV
OG0000145	LOC108608037|XP_017854707.2|DBUS	LOC115760148|XP_030557217.1|DNOV
OG0000147	LOC108608365|XP_017855203.2|DBUS	LOC115765501|XP_030564973.1|DNOV
OG0000147	LOC108602069|XP_017845578.1|DBUS	LOC115763989|XP_030562661.1|DNOV
OG0000147	LOC108602063|XP_017845572.1|DBUS	LOC115763990|XP_030562666.1|DNOV
OG0000148	LOC108596445|XP_017837681.1|DBUS	LOC115759976|XP_030556989.1|DNOV
OG0000148	LOC108608076|XP_017854761.1|DBUS	LOC115763251|XP_030561588.1|DNOV
OG0000149	LOC108607653|XP_017854084.1|DBUS	LOC115758472|XP_030555008.1|DNOV
OG0000149	LOC108606918|XP_017852948.1|DBUS	LOC115768180|XP_030568547.1|DNOV
OG0000150	LOC108607752|XP_017854307.2|DBUS, LOC108594206|XP_033149865.1|DBUS	LOC115759941|XP_030556940.1|DNOV
OG0000151	LOC108599278|XP_017841563.2|DBUS	LOC115770071|XP_030571032.1|DNOV
OG0000151	LOC108599144|XP_017841420.2|DBUS	LOC115770072|XP_030571033.1|DNOV
OG0000151	LOC108607641|XP_017854058.1|DBUS	LOC115758875|XP_030555530.1|DNOV
OG0000151	LOC108598778|XP_017841008.1|DBUS	LOC115766062|XP_030565723.1|DNOV
OG0000152	LOC108601725|XP_017845133.1|DBUS	LOC115764961|XP_030564145.1|DNOV
OG0000152	LOC108602388|XP_017845987.1|DBUS, LOC108601385|XP_017844774.1|DBUS, LOC108601817|XP_017845242.1|DBUS, LOC108601386|XP_017844775.1|DBUS, LOC108601816|XP_017845241.1|DBUS, LOC108604169|XP_017848991.1|DBUS	LOC115764965|XP_030564150.1|DNOV
OG0000152	LOC108604171|XP_017848992.1|DBUS	LOC115765069|XP_030564304.1|DNOV
OG0000153	LOC108602243|XP_017845781.1|DBUS	LOC115764667|XP_030563715.1|DNOV
OG0000153	LOC108601757|XP_017845170.1|DBUS	LOC115764744|XP_030563820.1|DNOV
OG0000153	LOC108602141|XP_017845661.1|DBUS	LOC115764661|XP_030563707.1|DNOV
OG0000154	LOC108601228|XP_017844616.2|DBUS	LOC115768636|XP_030569165.1|DNOV
OG0000155	LOC108600838|XP_017844123.1|DBUS	LOC115771041|XP_030572440.1|DNOV
OG0000155	LOC108597991|XP_017840096.1|DBUS	LOC115771139|XP_030572570.1|DNOV
OG0000157	LOC108595635|XP_017836395.1|DBUS	LOC115760246|XP_030557364.1|DNOV
OG0000157	LOC108595680|XP_017836448.1|DBUS, LOC108595632|XP_017836390.1|DBUS	LOC115761803|XP_030559609.1|DNOV
OG0000157	LOC108595528|XP_017836272.1|DBUS	LOC115758115|XP_030554513.1|DNOV
OG0000158	LOC108595174|XP_017835840.1|DBUS	LOC115766606|XP_030566453.1|DNOV
OG0000158	LOC108598137|XP_017840243.2|DBUS	LOC115770345|XP_030571443.1|DNOV
OG0000158	LOC108599375|XP_017841670.2|DBUS	LOC115770346|XP_030571444.1|DNOV
OG0000159	LOC108601113|XP_017844521.2|DBUS	LOC115771513|XP_030573108.1|DNOV
OG0000159	LOC108600352|XP_017843365.1|DBUS	LOC115769762|XP_030570577.1|DNOV
OG0000159	LOC108600784|XP_017844045.2|DBUS	LOC115770281|XP_030571370.1|DNOV
OG0000160	LOC117134623|XP_033150023.1|DBUS	LOC115771865|XP_030573605.1|DNOV
OG0000160	LOC108604426|XP_017849383.1|DBUS	LOC115772049|XP_030573849.1|DNOV
OG0000161	LOC108599217|XP_017841500.1|DBUS	LOC115769694|XP_030570477.1|DNOV
OG0000161	LOC108605223|XP_017850321.1|DBUS	LOC115766849|XP_030566759.1|DNOV
OG0000162	LOC108607969|XP_017854592.1|DBUS	LOC115763201|XP_030561525.1|DNOV
OG0000162	LOC108607792|XP_033150876.1|DBUS	LOC115765477|XP_030564918.1|DNOV
OG0000163	LOC108599070|XP_017841346.2|DBUS	LOC115758981|XP_030555644.1|DNOV
