Orthogroup	DBUS.longest_only	AEAL.longest_only
OG0000072	LOC108595719|XP_017836490.1|DBUS, LOC108594812|XP_017835440.1|DBUS, LOC108595671|XP_017836439.1|DBUS	LOC115268666|XP_029732638.1|AEAL, LOC109421042|XP_019551076.2|AEAL, LOC109429450|XP_019560947.2|AEAL, LOC115266224|XP_029728065.1|AEAL, LOC115260126|XP_029716892.1|AEAL, LOC109430558|XP_019562176.2|AEAL, LOC109429235|XP_019560698.1|AEAL, LOC109429333|XP_029732636.1|AEAL, LOC109421068|XP_019551107.2|AEAL, LOC115258733|XP_029714957.1|AEAL, LOC109429262|XP_019560718.2|AEAL, LOC115255952|XP_029710047.1|AEAL, LOC109421067|XP_019551106.2|AEAL, LOC109429251|XP_019560712.2|AEAL, LOC115258734|XP_029714958.1|AEAL, LOC109429469|XP_029732637.1|AEAL, LOC115258785|XP_029715048.1|AEAL, LOC115258806|XP_029715095.1|AEAL, LOC115268662|XP_029732634.1|AEAL, LOC109421073|XP_019551111.2|AEAL, LOC109428607|XP_019559946.2|AEAL, LOC109421072|XP_019551110.2|AEAL
OG0000073	LOC108596382|XP_017837542.1|DBUS	LOC109413132|XP_019542399.2|AEAL, LOC115257787|XP_029713603.1|AEAL
OG0000073	LOC108606257|XP_017851695.1|DBUS	LOC109416850|XP_029728654.1|AEAL
OG0000074	LOC108600842|XP_033149439.1|DBUS, LOC108600601|XP_017843769.2|DBUS	LOC109432023|XP_019563874.2|AEAL, LOC115265383|XP_029726109.1|AEAL, LOC109409751|XP_019538800.1|AEAL, LOC115265384|XP_029726110.1|AEAL, LOC109409744|XP_019538792.2|AEAL, LOC109432034|XP_019563883.2|AEAL, LOC115265385|XP_029726111.1|AEAL, LOC109409748|XP_019538795.2|AEAL, LOC109409740|XP_019538788.1|AEAL, LOC109431992|XP_019563841.2|AEAL, LOC109432002|XP_019563852.2|AEAL, LOC109409741|XP_019538789.2|AEAL, LOC115265379|XP_029726076.1|AEAL, LOC109409742|XP_019538790.2|AEAL, LOC109432055|XP_019563904.2|AEAL, LOC109409755|XP_019538804.2|AEAL, LOC109432112|XP_019563945.2|AEAL, LOC115265380|XP_029726078.1|AEAL, LOC109409753|XP_019538802.2|AEAL, LOC109432077|XP_019563923.2|AEAL
OG0000076	LOC108600032|XP_017842842.1|DBUS	LOC109407440|XP_029729634.1|AEAL, LOC109416499|XP_029729635.1|AEAL, LOC115263299|XP_029722354.1|AEAL, LOC115263274|XP_029722275.1|AEAL, LOC115263264|XP_029722253.1|AEAL
OG0000076	LOC108607277|XP_017853461.1|DBUS	LOC109419190|XP_019548944.2|AEAL, LOC109407082|XP_029722843.1|AEAL
OG0000077	LOC108596705|XP_017838216.1|DBUS	LOC109621769|XP_019931447.1|AEAL, LOC109422254|XP_019552411.1|AEAL
OG0000077	LOC108603705|XP_017848234.1|DBUS	LOC109414298|XP_019543658.1|AEAL
OG0000077	LOC108597238|XP_017839176.1|DBUS	LOC109621770|XP_019931448.1|AEAL, LOC109422250|XP_029724569.1|AEAL, LOC115264706|XP_029724573.1|AEAL
OG0000077	LOC108603566|XP_017847972.1|DBUS	LOC115264211|XP_029723570.1|AEAL, LOC109414592|XP_029723562.1|AEAL, LOC115264212|XP_029723572.1|AEAL, LOC109424852|XP_019555595.1|AEAL
OG0000078	LOC108595297|XP_017835998.1|DBUS, LOC108595427|XP_017836144.1|DBUS, LOC108595437|XP_017836156.1|DBUS, LOC108598842|XP_017841085.1|DBUS, LOC108602138|XP_017845655.1|DBUS, LOC108607118|XP_017853240.1|DBUS, LOC108607224|XP_017853386.1|DBUS	LOC109410835|XP_019539914.2|AEAL, LOC115256245|XP_029710368.1|AEAL
OG0000080	LOC108597403|XP_017839438.1|DBUS, LOC108596751|XP_017838316.1|DBUS	LOC109423228|XP_019553713.1|AEAL, LOC109397255|XP_019525124.2|AEAL, LOC115263682|XP_029722763.1|AEAL, LOC109412270|XP_019541465.1|AEAL, LOC115260060|XP_029716778.1|AEAL, LOC109423230|XP_019553715.2|AEAL, LOC109397257|XP_019525125.2|AEAL, LOC115253465|XP_029716776.1|AEAL, LOC109397254|XP_019525123.2|AEAL, LOC109423229|XP_019553714.2|AEAL
OG0000082	LOC108594984|XP_017835606.1|DBUS, LOC108601638|XP_017845027.1|DBUS, LOC108602837|XP_017846578.1|DBUS	LOC109409214|XP_019538184.2|AEAL, LOC109421560|XP_019551625.2|AEAL, LOC109409172|XP_019538136.2|AEAL, LOC115259486|XP_029715947.1|AEAL, LOC109406863|XP_019535411.2|AEAL, LOC115256347|XP_029710534.1|AEAL, LOC109402748|XP_019531005.2|AEAL
OG0000083	LOC108598442|XP_017840564.2|DBUS, LOC108608236|XP_017855013.1|DBUS	LOC109621385|XP_029732563.1|AEAL, LOC109622322|XP_029732583.1|AEAL, LOC115268591|XP_029732565.1|AEAL
OG0000084	LOC108596367|XP_017837520.1|DBUS	LOC109426778|XP_019557860.2|AEAL, LOC109426790|XP_019557869.2|AEAL, LOC109623111|XP_019933139.2|AEAL, LOC109623114|XP_019933142.2|AEAL
OG0000084	LOC108596833|XP_017838444.1|DBUS	LOC115269112|XP_029733383.1|AEAL, LOC109404674|XP_019533145.2|AEAL, LOC109410318|XP_019539412.2|AEAL, LOC109410311|XP_019539406.2|AEAL, LOC109404701|XP_029733250.1|AEAL, LOC115258063|XP_029713931.1|AEAL, LOC109404708|XP_019533176.2|AEAL, LOC109410300|XP_029733294.1|AEAL, LOC109413010|XP_029734216.1|AEAL, LOC109413011|XP_029734264.1|AEAL, LOC109413012|XP_029734214.1|AEAL, LOC109398420|XP_019526322.2|AEAL
OG0000085	LOC108597194|XP_017839111.1|DBUS	LOC115265317|XP_029725726.1|AEAL, LOC109417066|XP_029710252.1|AEAL
OG0000086	LOC108595905|XP_017836685.1|DBUS, LOC108595913|XP_033149146.1|DBUS	LOC109423303|XP_019553776.2|AEAL
OG0000087	LOC108602830|XP_017846606.2|DBUS	LOC109425107|XP_019555847.1|AEAL, LOC109400350|XP_019528397.2|AEAL, LOC109425109|XP_019555850.2|AEAL, LOC109400352|XP_019528399.2|AEAL, LOC109400353|XP_029725043.1|AEAL, LOC109425111|XP_019555853.2|AEAL, LOC109425201|XP_019556007.1|AEAL, LOC109425112|XP_019555854.2|AEAL, LOC109425203|XP_019556009.2|AEAL, LOC109400289|XP_019528317.1|AEAL
OG0000088	LOC108596419|XP_017837625.1|DBUS	LOC109422315|XP_019552548.1|AEAL
OG0000089	LOC108603673|XP_017848160.1|DBUS	LOC109418556|XP_019548309.1|AEAL, LOC115257374|XP_029712755.1|AEAL
OG0000089	LOC108602744|XP_033149214.1|DBUS	LOC109402175|XP_029729862.1|AEAL, LOC109413231|XP_029729863.1|AEAL, LOC115267163|XP_029729864.1|AEAL
OG0000089	LOC108599916|XP_017842604.1|DBUS	LOC109403768|XP_019532181.2|AEAL, LOC109416934|XP_019546591.2|AEAL, LOC109416935|XP_019546593.2|AEAL, LOC109403788|XP_019532231.2|AEAL
OG0000090	LOC108596533|XP_017837911.1|DBUS, LOC108595000|XP_017835621.1|DBUS, LOC108598990|XP_017841255.1|DBUS, LOC108599322|XP_017841614.1|DBUS, LOC108598575|XP_017840751.1|DBUS	LOC109420406|XP_019550284.2|AEAL, LOC109420412|XP_019550290.2|AEAL, LOC109420408|XP_029713653.1|AEAL
OG0000091	LOC108603501|XP_017847855.1|DBUS	LOC109398456|XP_029716267.1|AEAL
OG0000091	LOC108594365|XP_017835015.1|DBUS, LOC108603403|XP_017847679.1|DBUS, LOC108603402|XP_017847678.1|DBUS	LOC115266712|XP_029729099.1|AEAL, LOC109417109|XP_019546777.1|AEAL
OG0000093	LOC108607545|XP_017853920.1|DBUS, LOC108603101|XP_033150841.1|DBUS	LOC109429581|XP_029719934.1|AEAL
OG0000094	LOC108598080|XP_017840183.1|DBUS, LOC108598081|XP_017840184.1|DBUS, LOC108598079|XP_017840182.1|DBUS, LOC108601416|XP_017844804.1|DBUS	LOC109419312|XP_029727657.1|AEAL, LOC115253763|XP_029725348.1|AEAL, LOC115265212|XP_029725349.1|AEAL, LOC109419311|XP_019549091.2|AEAL, LOC109399258|XP_029724633.1|AEAL, LOC109419901|XP_019549732.1|AEAL, LOC115260470|XP_029717274.1|AEAL
OG0000099	LOC108606666|XP_017852484.1|DBUS	LOC109422665|XP_019553067.2|AEAL, LOC109401117|XP_019529141.2|AEAL, LOC109401121|XP_029716937.1|AEAL, LOC109422664|XP_029736398.1|AEAL, LOC109422663|XP_019553064.2|AEAL, LOC115271081|XP_029736397.1|AEAL, LOC109422534|XP_029716763.1|AEAL, LOC115271082|XP_029736399.1|AEAL
OG0000101	LOC108600820|XP_017844099.2|DBUS, LOC108597898|XP_017840006.1|DBUS, LOC108597897|XP_017840005.1|DBUS, LOC117134769|XP_033149322.1|DBUS, LOC108597899|XP_017840007.1|DBUS, LOC117134798|XP_033149601.1|DBUS	LOC109412780|XP_029726786.1|AEAL
OG0000102	LOC108596624|XP_017838058.1|DBUS	LOC109398090|XP_029730315.1|AEAL, LOC109431713|XP_019563525.2|AEAL, LOC115267501|XP_029730432.1|AEAL, LOC109431716|XP_019563534.2|AEAL, LOC115267500|XP_029730431.1|AEAL, LOC115267476|XP_029730333.1|AEAL, LOC115260125|XP_029716891.1|AEAL, LOC115270199|XP_029735312.1|AEAL, LOC109408587|XP_019537455.1|AEAL, LOC115269621|XP_029734309.1|AEAL, LOC109423853|XP_019554435.2|AEAL, LOC115270200|XP_029735313.1|AEAL, LOC115269863|XP_029734512.1|AEAL, LOC115269861|XP_029734508.1|AEAL, LOC115270202|XP_029735315.1|AEAL, LOC109408601|XP_029734409.1|AEAL, LOC109423856|XP_019554437.2|AEAL, LOC115253846|XP_029735311.1|AEAL, LOC109423858|XP_019554440.2|AEAL, LOC109423857|XP_019554438.2|AEAL, LOC115270203|XP_029735316.1|AEAL
OG0000102	LOC108594981|XP_017835603.1|DBUS	LOC109622447|XP_019932332.1|AEAL
OG0000103	LOC108598786|XP_017841018.2|DBUS, LOC108598520|XP_017840689.2|DBUS, LOC108596814|XP_017838418.1|DBUS	LOC109430972|XP_019562636.2|AEAL, LOC115263082|XP_029721862.1|AEAL, LOC109430951|XP_019562612.2|AEAL, LOC115263170|XP_029721960.1|AEAL, LOC109430966|XP_019562631.2|AEAL, LOC109405281|XP_029712947.1|AEAL
OG0000104	LOC108600531|XP_017843673.2|DBUS, LOC108599046|XP_017841315.1|DBUS	LOC115253998|XP_029713816.1|AEAL, LOC109412559|XP_029734585.1|AEAL, LOC109420818|XP_029713830.1|AEAL, LOC109412548|XP_029734583.1|AEAL, LOC115257992|XP_029713835.1|AEAL, LOC109420754|XP_029713806.1|AEAL, LOC109420753|XP_019550771.2|AEAL, LOC109412556|XP_029713837.1|AEAL, LOC115257986|XP_029713827.1|AEAL
OG0000105	LOC117134791|XP_033149540.1|DBUS, LOC108601437|XP_017844824.1|DBUS	LOC109405837|XP_029725568.1|AEAL
OG0000109	LOC108594532|XP_017835224.1|DBUS	LOC109406215|XP_029707756.1|AEAL, LOC109412830|XP_029707755.1|AEAL, LOC109422843|XP_019553280.2|AEAL, LOC115267647|XP_029730646.1|AEAL, LOC109407286|XP_019535832.2|AEAL, LOC115267648|XP_029730647.1|AEAL
OG0000110	LOC108597992|XP_017840097.1|DBUS, LOC108598723|XP_017840942.1|DBUS, LOC108597993|XP_017840098.1|DBUS, LOC108597995|XP_033149356.1|DBUS, LOC108598479|XP_017840618.1|DBUS	LOC109408644|XP_019537522.3|AEAL, LOC115270438|XP_029736026.1|AEAL, LOC109622202|XP_019931993.1|AEAL, LOC115270440|XP_029736028.1|AEAL, LOC115270439|XP_029736027.1|AEAL, LOC109622200|XP_019931990.2|AEAL, LOC109408643|XP_019537521.2|AEAL
OG0000111	LOC108595291|XP_017835993.1|DBUS, LOC108595741|XP_017836516.1|DBUS	LOC109403420|XP_019531793.2|AEAL, LOC115257664|XP_029713364.1|AEAL, LOC115257672|XP_029713369.1|AEAL, LOC109416737|XP_019546332.2|AEAL, LOC109418184|XP_019547900.2|AEAL, LOC115254215|XP_029732753.1|AEAL, LOC115257716|XP_029713461.1|AEAL, LOC109416740|XP_019546336.1|AEAL, LOC115257663|XP_029713363.1|AEAL, LOC109403389|XP_019531749.2|AEAL, LOC109416726|XP_019546323.1|AEAL, LOC115257737|XP_029713499.1|AEAL, LOC115257572|XP_029713207.1|AEAL, LOC109403385|XP_019531745.1|AEAL, LOC109403386|XP_019531746.2|AEAL, LOC115253995|XP_029713323.1|AEAL, LOC115257547|XP_029713143.1|AEAL, LOC109416735|XP_019546330.2|AEAL, LOC115257455|XP_029712912.1|AEAL, LOC115257708|XP_029713447.1|AEAL, LOC109416738|XP_019546333.1|AEAL, LOC115257699|XP_029713425.1|AEAL, LOC115257476|XP_029712951.1|AEAL, LOC115257490|XP_029712992.1|AEAL, LOC109403382|XP_019531742.1|AEAL, LOC109416736|XP_019546331.2|AEAL
OG0000112	LOC108605061|XP_017850117.1|DBUS, LOC108605050|XP_017850107.1|DBUS, LOC108606017|XP_017851332.1|DBUS, LOC108605875|XP_017851177.1|DBUS, LOC108606748|XP_017852636.1|DBUS	LOC109431628|XP_029730589.1|AEAL, LOC109398049|XP_019525955.2|AEAL, LOC109431602|XP_019563382.2|AEAL, LOC115267606|XP_029730588.1|AEAL, LOC115267632|XP_029730637.1|AEAL, LOC115267618|XP_029730618.1|AEAL, LOC109398048|XP_019525953.2|AEAL, LOC115267289|XP_029730064.1|AEAL, LOC109426634|XP_019557708.2|AEAL, LOC109410530|XP_019539611.2|AEAL, LOC115264044|XP_029723209.1|AEAL, LOC109426636|XP_019557709.2|AEAL, LOC115264046|XP_029723211.1|AEAL, LOC115265673|XP_029727491.1|AEAL, LOC109410531|XP_019539612.2|AEAL, LOC115265688|XP_029727510.1|AEAL
OG0000113	LOC108604575|XP_017849595.1|DBUS, LOC108600652|XP_017843838.2|DBUS	LOC109413525|XP_019542751.2|AEAL, LOC109406332|XP_019534982.2|AEAL, LOC115261479|XP_029719030.1|AEAL, LOC109404511|XP_019532957.2|AEAL
OG0000117	LOC108602137|XP_017845657.1|DBUS, LOC108603069|XP_017847020.1|DBUS, LOC108603222|XP_017845754.1|DBUS, LOC108603273|XP_033150795.1|DBUS	LOC109403738|XP_029718541.1|AEAL, LOC109398941|XP_019526944.2|AEAL, LOC109403724|XP_029710294.1|AEAL, LOC109398927|XP_019526925.2|AEAL
OG0000118	LOC108606418|XP_017852007.1|DBUS, LOC108606874|XP_017852886.1|DBUS, LOC108601705|XP_017845108.1|DBUS	LOC109429227|XP_029718734.1|AEAL, LOC109398900|XP_019526898.2|AEAL, LOC109414571|XP_019543954.2|AEAL, LOC115260834|XP_029718015.1|AEAL, LOC109398881|XP_029718736.1|AEAL, LOC109429260|XP_019560715.2|AEAL, LOC115260167|XP_029716927.1|AEAL, LOC109398898|XP_019526896.2|AEAL, LOC115260836|XP_029718016.1|AEAL, LOC109429261|XP_019560716.2|AEAL
OG0000119	LOC108604291|XP_017849192.1|DBUS, LOC108602574|XP_017846201.1|DBUS, LOC108602566|XP_017846189.1|DBUS	LOC109420394|XP_019550272.2|AEAL, LOC115257627|XP_029713310.1|AEAL, LOC109402309|XP_019530507.2|AEAL, LOC109402307|XP_019530506.2|AEAL, LOC115257566|XP_029713200.1|AEAL, LOC109420427|XP_019550312.2|AEAL, LOC115257481|XP_029712971.1|AEAL, LOC109402349|XP_019530564.1|AEAL, LOC109420426|XP_019550311.1|AEAL, LOC109402306|XP_019530505.2|AEAL, LOC109420391|XP_019550271.2|AEAL, LOC115257619|XP_029713292.1|AEAL
OG0000120	LOC108597208|XP_017839139.1|DBUS, LOC108605238|XP_017850340.1|DBUS	LOC109432379|XP_029708384.1|AEAL, LOC109423057|XP_019553517.1|AEAL, LOC115260693|XP_029717758.1|AEAL
OG0000121	LOC108601261|XP_017844649.1|DBUS, LOC108602587|XP_017846215.1|DBUS, LOC108606058|XP_017851394.1|DBUS, LOC108602647|XP_017846282.1|DBUS	LOC109412858|XP_029720354.1|AEAL
OG0000122	LOC108595833|XP_017836616.1|DBUS, LOC108605338|XP_033150253.1|DBUS, LOC108594762|XP_017835390.1|DBUS, LOC108605067|XP_017850560.1|DBUS	LOC109402015|XP_029725615.1|AEAL, LOC109411373|XP_029717663.1|AEAL
OG0000123	LOC108595656|XP_017836420.1|DBUS, LOC108602509|XP_017846128.1|DBUS	LOC109399279|XP_019527261.2|AEAL, LOC109424018|XP_019554621.2|AEAL, LOC115267990|XP_029731747.1|AEAL
OG0000124	LOC108604295|XP_017849198.1|DBUS, LOC108608486|XP_017855371.1|DBUS, LOC108604296|XP_017849202.1|DBUS, LOC108604834|XP_017849938.1|DBUS, LOC108597695|XP_017839860.1|DBUS, LOC108595612|XP_017836365.1|DBUS, LOC108595661|XP_017836427.1|DBUS, LOC108595486|XP_017836226.1|DBUS	LOC109418909|XP_019548676.2|AEAL
OG0000125	LOC108602946|XP_017846784.1|DBUS	LOC109424811|XP_029723580.1|AEAL
OG0000125	LOC108604285|XP_017849183.1|DBUS	LOC109400911|XP_029734158.1|AEAL, LOC115260616|XP_029717508.1|AEAL, LOC109422818|XP_029717568.1|AEAL
OG0000125	LOC108596689|XP_017838198.1|DBUS, LOC108596690|XP_017838199.1|DBUS	LOC109424782|XP_019555511.2|AEAL
OG0000127	LOC108602433|XP_017846041.1|DBUS, LOC108602111|XP_017845625.1|DBUS, LOC108602067|XP_017845575.1|DBUS	LOC109426285|XP_019557298.2|AEAL, LOC109407328|XP_029732920.1|AEAL, LOC115258099|XP_029713978.1|AEAL, LOC109406609|XP_019535268.2|AEAL, LOC109426330|XP_019557332.2|AEAL, LOC115254450|XP_029707826.1|AEAL
OG0000128	LOC108594863|XP_017835491.2|DBUS, LOC108596258|XP_017837304.2|DBUS, LOC108596561|XP_017837951.1|DBUS	LOC109429036|XP_029726550.1|AEAL, LOC109429037|XP_019560415.2|AEAL
OG0000129	LOC108606979|XP_017853037.1|DBUS, LOC108598557|XP_017840732.2|DBUS, LOC108600868|XP_017844168.1|DBUS, LOC108606980|XP_017853040.1|DBUS	LOC109405631|XP_029713962.1|AEAL, LOC109426342|XP_029707838.1|AEAL, LOC115253554|XP_029732927.1|AEAL
OG0000130	LOC108598755|XP_017840979.2|DBUS, LOC108598612|XP_017840799.1|DBUS, LOC108598191|XP_033149343.1|DBUS, LOC108598190|XP_033149405.1|DBUS, LOC108600450|XP_017843526.1|DBUS, LOC108598634|XP_017840826.2|DBUS, LOC117134616|XP_033149472.1|DBUS, LOC117134652|XP_033149629.1|DBUS	LOC109413601|XP_019542844.2|AEAL, LOC109401308|XP_019529356.2|AEAL
OG0000132	LOC108608030|XP_017854696.1|DBUS, LOC108608029|XP_017854695.2|DBUS, LOC108602868|XP_017846646.1|DBUS	LOC109420035|XP_019549892.2|AEAL, LOC109420036|XP_019549893.2|AEAL
OG0000134	LOC108603028|XP_017846927.1|DBUS	LOC109432360|XP_029717748.1|AEAL, LOC109423064|XP_029708376.1|AEAL, LOC115260541|XP_029717313.1|AEAL
OG0000134	LOC108597009|XP_017838780.1|DBUS	LOC109416780|XP_029719871.1|AEAL, LOC109429704|XP_019561256.2|AEAL
OG0000137	LOC108603879|XP_017848540.1|DBUS	LOC115263730|XP_029722864.1|AEAL
OG0000137	LOC108599893|XP_017842571.1|DBUS	LOC109431637|XP_019563411.2|AEAL, LOC115267498|XP_029730421.1|AEAL, LOC115270105|XP_029734967.1|AEAL, LOC109404924|XP_029734962.1|AEAL
OG0000140	LOC108601804|XP_017845230.1|DBUS, LOC108594824|XP_017835451.2|DBUS, LOC108594828|XP_033149205.1|DBUS, LOC108595108|XP_033148936.1|DBUS, LOC108597603|XP_033149082.1|DBUS, LOC108594825|XP_033149038.1|DBUS, LOC108595109|XP_017835759.1|DBUS, LOC108597602|XP_017839714.1|DBUS	LOC109419567|XP_029715016.1|AEAL, LOC115258766|XP_029715024.1|AEAL, LOC115260917|XP_029718134.1|AEAL, LOC109409285|XP_019538265.2|AEAL, LOC109419553|XP_029714775.1|AEAL, LOC109409282|XP_029718115.1|AEAL, LOC109409284|XP_029718114.1|AEAL, LOC109419569|XP_019549327.2|AEAL, LOC109409374|XP_029718133.1|AEAL, LOC109416105|XP_029723494.1|AEAL, LOC109402912|XP_029718230.1|AEAL, LOC115264186|XP_029723486.1|AEAL, LOC115264345|XP_029723870.1|AEAL, LOC109402955|XP_019531242.2|AEAL, LOC109416072|XP_029718228.1|AEAL, LOC115253771|XP_029723495.1|AEAL, LOC109402921|XP_019531207.2|AEAL, LOC115264321|XP_029723854.1|AEAL, LOC109416100|XP_029723855.1|AEAL, LOC109416080|XP_029723493.1|AEAL, LOC109416077|XP_029723485.1|AEAL, LOC109402947|XP_019531231.1|AEAL
OG0000141	LOC108601014|XP_017844377.1|DBUS, LOC108601015|XP_017844378.1|DBUS, LOC108598911|XP_017841162.1|DBUS	LOC109410292|XP_029734278.1|AEAL, LOC109426263|XP_029736347.1|AEAL
OG0000142	LOC108602123|XP_017845639.1|DBUS	LOC109403328|XP_029718579.1|AEAL
OG0000142	LOC108605452|XP_017850626.2|DBUS	LOC109427748|XP_029717828.1|AEAL, LOC109431392|XP_029717814.1|AEAL
OG0000143	LOC108599728|XP_017842219.1|DBUS	LOC109407966|XP_029735103.1|AEAL, LOC109403683|XP_019532058.2|AEAL
OG0000143	LOC108599729|XP_017842220.1|DBUS	LOC109623322|XP_019933420.2|AEAL, LOC109426906|XP_029720843.1|AEAL, LOC109426907|XP_029720849.1|AEAL, LOC109414513|XP_019543897.2|AEAL, LOC109404840|XP_029728560.1|AEAL, LOC109404882|XP_019533384.2|AEAL, LOC115266475|XP_029728570.1|AEAL, LOC109429164|XP_019560574.2|AEAL, LOC109429166|XP_019560576.2|AEAL, LOC109429165|XP_019560575.2|AEAL
OG0000144	LOC108604352|XP_017849272.1|DBUS	LOC109403306|XP_029718564.1|AEAL
OG0000144	LOC108607001|XP_017853067.1|DBUS	LOC109426949|XP_029717841.1|AEAL
OG0000144	LOC108594255|XP_033150587.1|DBUS	LOC115254968|XP_029708517.1|AEAL
OG0000145	LOC108607135|XP_017853261.1|DBUS, LOC108608037|XP_017854707.2|DBUS	LOC109621341|XP_019930935.1|AEAL, LOC109621339|XP_019930928.2|AEAL, LOC109421494|XP_019551533.1|AEAL
OG0000147	LOC108608365|XP_017855203.2|DBUS	LOC109407259|XP_019535812.2|AEAL, LOC115258685|XP_029714870.1|AEAL, LOC109414328|XP_019543692.2|AEAL
OG0000147	LOC108602069|XP_017845578.1|DBUS, LOC108602063|XP_017845572.1|DBUS	LOC109408307|XP_019537121.2|AEAL, LOC109408300|XP_019537114.1|AEAL
OG0000148	LOC108596445|XP_017837681.1|DBUS	LOC109405767|XP_029724593.1|AEAL
OG0000148	LOC108608076|XP_017854761.1|DBUS	LOC109412067|XP_019541259.2|AEAL, LOC109433142|XP_019565084.2|AEAL, LOC115264978|XP_029725023.1|AEAL
OG0000149	LOC108607653|XP_017854084.1|DBUS, LOC108606918|XP_017852948.1|DBUS	LOC109400861|XP_019528891.2|AEAL, LOC109415488|XP_019544916.1|AEAL
OG0000152	LOC108601725|XP_017845133.1|DBUS, LOC108602388|XP_017845987.1|DBUS, LOC108601385|XP_017844774.1|DBUS, LOC108601817|XP_017845242.1|DBUS, LOC108601386|XP_017844775.1|DBUS, LOC108601816|XP_017845241.1|DBUS, LOC108604169|XP_017848991.1|DBUS, LOC108604171|XP_017848992.1|DBUS	LOC109409339|XP_029725152.1|AEAL, LOC115266916|XP_029729398.1|AEAL, LOC109419086|XP_029714751.1|AEAL
OG0000153	LOC108602243|XP_017845781.1|DBUS, LOC108601757|XP_017845170.1|DBUS, LOC108602141|XP_017845661.1|DBUS	LOC115268023|XP_029731776.1|AEAL, LOC109426054|XP_019557040.2|AEAL, LOC115268025|XP_029731778.1|AEAL, LOC109426055|XP_029732118.1|AEAL, LOC109425882|XP_029732119.1|AEAL, LOC109426056|XP_019557042.2|AEAL, LOC115268024|XP_029731777.1|AEAL, LOC109425905|XP_029732815.1|AEAL, LOC109415670|XP_029717910.1|AEAL, LOC109425029|XP_019555772.2|AEAL
OG0000154	LOC108601228|XP_017844616.2|DBUS	LOC109401998|XP_029736148.1|AEAL, LOC109402010|XP_019530164.2|AEAL
OG0000155	LOC108600838|XP_017844123.1|DBUS, LOC108597991|XP_017840096.1|DBUS	LOC115267667|XP_029730676.1|AEAL, LOC109396995|XP_019524860.2|AEAL, LOC115268264|XP_029732170.1|AEAL, LOC109432235|XP_019564106.2|AEAL
OG0000157	LOC108595635|XP_017836395.1|DBUS, LOC108595680|XP_017836448.1|DBUS, LOC108595632|XP_017836390.1|DBUS, LOC108595528|XP_017836272.1|DBUS	LOC109425525|XP_019556323.1|AEAL, LOC109421889|XP_019552024.1|AEAL, LOC109425513|XP_019556312.2|AEAL, LOC109421890|XP_019552025.2|AEAL
OG0000158	LOC108595174|XP_017835840.1|DBUS, LOC108598137|XP_017840243.2|DBUS, LOC108599375|XP_017841670.2|DBUS	LOC109399302|XP_019527282.2|AEAL, LOC115256357|XP_029710590.1|AEAL, LOC109407271|XP_029715192.1|AEAL, LOC115253740|XP_029715093.1|AEAL, LOC109405890|XP_019534490.2|AEAL, LOC109407293|XP_019535836.2|AEAL, LOC109402674|XP_019531252.2|AEAL
OG0000159	LOC108601113|XP_017844521.2|DBUS	LOC109401146|XP_029712113.1|AEAL, LOC109401173|XP_029712120.1|AEAL
OG0000159	LOC108600352|XP_017843365.1|DBUS, LOC108600784|XP_017844045.2|DBUS	LOC109623253|XP_029712103.1|AEAL
OG0000160	LOC117134623|XP_033150023.1|DBUS, LOC108604426|XP_017849383.1|DBUS	LOC115254457|XP_029707843.1|AEAL, LOC109426346|XP_019557349.2|AEAL, LOC109405184|XP_029707842.1|AEAL, LOC109405094|XP_029713970.1|AEAL, LOC109405272|XP_019533883.2|AEAL, LOC109426350|XP_019557356.2|AEAL, LOC109404764|XP_019533285.2|AEAL, LOC115258102|XP_029713983.1|AEAL, LOC109402934|XP_019531218.2|AEAL, LOC109399012|XP_019527002.2|AEAL, LOC109402932|XP_019531217.2|AEAL, LOC109416090|XP_019545602.2|AEAL, LOC109402938|XP_019531223.2|AEAL
OG0000162	LOC108607969|XP_017854592.1|DBUS, LOC108597784|XP_017839987.1|DBUS, LOC108607792|XP_033150876.1|DBUS	LOC109621844|XP_029726960.1|AEAL, LOC109421286|XP_029726965.1|AEAL, LOC109621841|XP_029724033.1|AEAL
OG0000163	LOC108599070|XP_017841346.2|DBUS, LOC108603638|XP_017848088.1|DBUS	LOC109402902|XP_029724483.1|AEAL, LOC115264692|XP_029724541.1|AEAL, LOC109401520|XP_019529641.2|AEAL, LOC109408459|XP_019537336.2|AEAL, LOC109419367|XP_019549144.2|AEAL, LOC109420356|XP_019550228.2|AEAL, LOC115264665|XP_029724484.1|AEAL, LOC109402901|XP_019531186.2|AEAL, LOC109401553|XP_019529669.2|AEAL, LOC115264666|XP_029724485.1|AEAL, LOC109402898|XP_019531184.2|AEAL, LOC109401557|XP_019529670.2|AEAL
OG0000164	LOC108601023|XP_017844387.1|DBUS	LOC109415890|XP_029724379.1|AEAL, LOC109413838|XP_029716762.1|AEAL, LOC109408077|XP_029732296.1|AEAL, LOC115260056|XP_029716761.1|AEAL
OG0000165	LOC108607067|XP_017853172.1|DBUS	LOC115256807|XP_029711631.1|AEAL, LOC109405102|XP_019533645.2|AEAL, LOC109428340|XP_029711628.1|AEAL
OG0000166	LOC108596342|XP_017837485.1|DBUS	LOC109423729|XP_019554264.2|AEAL
