Orthogroup	DBUS.longest_only	BCOP.longest_only
OG0000089	LOC108599916|XP_017842604.1|DBUS	LOC119081420|XP_037046225.1|BCOP, LOC119081121|XP_037045760.1|BCOP, LOC119081493|XP_037046395.1|BCOP
OG0000090	LOC108596533|XP_017837911.1|DBUS, LOC108595000|XP_017835621.1|DBUS, LOC108598990|XP_017841255.1|DBUS, LOC108599322|XP_017841614.1|DBUS, LOC108598575|XP_017840751.1|DBUS	LOC119078560|XP_037042023.1|BCOP, LOC119072351|XP_037033434.1|BCOP, LOC119085017|XP_037051089.1|BCOP, LOC119071272|XP_037032032.1|BCOP, LOC119081800|XP_037046914.1|BCOP
OG0000091	LOC108603501|XP_017847855.1|DBUS	LOC119067519|XP_037026434.1|BCOP
OG0000091	LOC108594365|XP_017835015.1|DBUS, LOC108603403|XP_017847679.1|DBUS, LOC108603402|XP_017847678.1|DBUS	LOC119085240|XP_037051459.1|BCOP
OG0000092	LOC108603711|XP_017848239.1|DBUS, LOC108603710|XP_017848238.1|DBUS, LOC108603712|XP_017848241.1|DBUS	LOC119083172|XP_037048727.1|BCOP, LOC119078526|XP_037041987.1|BCOP, LOC119074994|XP_037037291.1|BCOP
OG0000093	LOC108607545|XP_017853920.1|DBUS, LOC108603101|XP_033150841.1|DBUS	LOC119085908|XP_037052349.1|BCOP, LOC119078154|XP_037041523.1|BCOP
OG0000093	LOC108606302|XP_017851781.1|DBUS	LOC119074158|XP_037036056.1|BCOP
OG0000094	LOC108598080|XP_017840183.1|DBUS, LOC108598081|XP_017840184.1|DBUS, LOC108598079|XP_017840182.1|DBUS, LOC108601416|XP_017844804.1|DBUS	LOC119072953|XP_037034173.1|BCOP, LOC119072965|XP_037034181.1|BCOP, LOC119082341|XP_037047786.1|BCOP, LOC119072977|XP_037034192.1|BCOP, LOC119071131|XP_037031708.1|BCOP, LOC119076455|XP_037039116.1|BCOP, LOC119081968|XP_037047175.1|BCOP
OG0000096	LOC108604818|XP_017849916.1|DBUS, LOC108604817|XP_017849915.2|DBUS, LOC108598852|XP_017841102.2|DBUS	LOC119071730|XP_037032649.1|BCOP
OG0000099	LOC108594985|XP_017835607.1|DBUS, LOC108606769|XP_017852670.1|DBUS	LOC119069058|XP_037028826.1|BCOP, LOC119078025|XP_037041330.1|BCOP
OG0000099	LOC108606666|XP_017852484.1|DBUS	LOC119077680|XP_037040831.1|BCOP, LOC119076063|XP_037038600.1|BCOP, LOC119085712|XP_037052057.1|BCOP, LOC119085711|XP_037052055.1|BCOP, LOC119076768|XP_037039615.1|BCOP, LOC119078073|XP_037041423.1|BCOP, LOC119069637|XP_037029638.1|BCOP
OG0000101	LOC108600820|XP_017844099.2|DBUS, LOC108597898|XP_017840006.1|DBUS, LOC108597897|XP_017840005.1|DBUS, LOC117134769|XP_033149322.1|DBUS, LOC108597899|XP_017840007.1|DBUS, LOC117134798|XP_033149601.1|DBUS	LOC119077397|XP_037040498.1|BCOP, LOC119082930|XP_037048481.1|BCOP
OG0000102	LOC108596624|XP_017838058.1|DBUS	LOC119083655|XP_037049326.1|BCOP, LOC119081277|XP_037045928.1|BCOP, LOC119075318|XP_037037633.1|BCOP, LOC119066132|XP_037024317.1|BCOP
OG0000103	LOC108598786|XP_017841018.2|DBUS, LOC108598520|XP_017840689.2|DBUS, LOC108596814|XP_017838418.1|DBUS	LOC119074607|XP_037036759.1|BCOP
OG0000104	LOC108600928|XP_017844252.1|DBUS	LOC119081062|XP_037045672.1|BCOP, LOC119074803|XP_037036982.1|BCOP
OG0000104	LOC108600531|XP_017843673.2|DBUS, LOC108599046|XP_017841315.1|DBUS	LOC119080513|XP_037044818.1|BCOP
OG0000105	LOC117134791|XP_033149540.1|DBUS, LOC108601437|XP_017844824.1|DBUS	LOC119080671|XP_037045000.1|BCOP
OG0000109	LOC108598653|XP_033149257.1|DBUS	LOC119066520|XP_037024933.1|BCOP, LOC119068303|XP_037027739.1|BCOP, LOC119078821|XP_037042421.1|BCOP
OG0000110	LOC108597992|XP_017840097.1|DBUS, LOC108598723|XP_017840942.1|DBUS, LOC108597993|XP_017840098.1|DBUS, LOC108597995|XP_033149356.1|DBUS, LOC108598479|XP_017840618.1|DBUS	LOC119073251|XP_037034515.1|BCOP
OG0000111	LOC108595291|XP_017835993.1|DBUS, LOC108595741|XP_017836516.1|DBUS	LOC119083195|XP_037048752.1|BCOP
OG0000113	LOC108604575|XP_017849595.1|DBUS, LOC108600652|XP_017843838.2|DBUS	LOC119081195|XP_037045806.1|BCOP, LOC119076161|XP_037038741.1|BCOP, LOC119076122|XP_037038686.1|BCOP
OG0000117	LOC108602137|XP_017845657.1|DBUS, LOC108603069|XP_017847020.1|DBUS, LOC108603222|XP_017845754.1|DBUS, LOC108603273|XP_033150795.1|DBUS	LOC119075248|XP_037037542.1|BCOP, LOC119077509|XP_037040636.1|BCOP
OG0000118	LOC108606418|XP_017852007.1|DBUS, LOC108606874|XP_017852886.1|DBUS, LOC108601705|XP_017845108.1|DBUS	LOC119080287|XP_037044455.1|BCOP, LOC119076832|XP_037039727.1|BCOP, LOC119085695|XP_037052038.1|BCOP, LOC119085696|XP_037052040.1|BCOP, LOC119073481|XP_037034921.1|BCOP, LOC119076573|XP_037039263.1|BCOP
OG0000119	LOC108604291|XP_017849192.1|DBUS, LOC108602574|XP_017846201.1|DBUS, LOC108602566|XP_017846189.1|DBUS	LOC119077086|XP_037040141.1|BCOP, LOC119077085|XP_037040140.1|BCOP
OG0000120	LOC108597208|XP_017839139.1|DBUS, LOC108605238|XP_017850340.1|DBUS	LOC119080998|XP_037045563.1|BCOP
OG0000120	LOC108596912|XP_017838608.1|DBUS	LOC119078165|XP_037041538.1|BCOP
OG0000122	LOC108595833|XP_017836616.1|DBUS, LOC108605338|XP_033150253.1|DBUS, LOC108594762|XP_017835390.1|DBUS, LOC108605067|XP_017850560.1|DBUS	LOC119084912|XP_037050963.1|BCOP, LOC119077176|XP_037040252.1|BCOP, LOC119075959|XP_037038431.1|BCOP
OG0000123	LOC108595656|XP_017836420.1|DBUS, LOC108602509|XP_017846128.1|DBUS	LOC119084065|XP_037049800.1|BCOP
OG0000125	LOC108602946|XP_017846784.1|DBUS	LOC119067921|XP_037027119.1|BCOP
OG0000125	LOC108604285|XP_017849183.1|DBUS	LOC119081947|XP_037047122.1|BCOP
OG0000126	LOC108602652|XP_017846288.1|DBUS, LOC108602032|XP_017845528.2|DBUS	LOC119077979|XP_037041260.1|BCOP
OG0000127	LOC108602433|XP_017846041.1|DBUS, LOC108602111|XP_017845625.1|DBUS, LOC108602067|XP_017845575.1|DBUS	LOC119076071|XP_037038610.1|BCOP, LOC119079079|XP_037042783.1|BCOP
OG0000129	LOC108606979|XP_017853037.1|DBUS, LOC108598557|XP_017840732.2|DBUS, LOC108600868|XP_017844168.1|DBUS, LOC108606980|XP_017853040.1|DBUS	LOC119074452|XP_037036480.1|BCOP
OG0000131	LOC108601558|XP_017844945.1|DBUS	LOC119069789|XP_037029826.1|BCOP, LOC119083693|XP_037049377.1|BCOP, LOC119068661|XP_037028233.1|BCOP
OG0000132	LOC108608030|XP_017854696.1|DBUS, LOC108608029|XP_017854695.2|DBUS, LOC108602868|XP_017846646.1|DBUS	LOC119070931|XP_037031370.1|BCOP, LOC119083625|XP_037049255.1|BCOP, LOC119083840|XP_037049540.1|BCOP, LOC119076124|XP_037038688.1|BCOP, LOC119076130|XP_037038697.1|BCOP
OG0000134	LOC108603028|XP_017846927.1|DBUS	LOC119084917|XP_037050964.1|BCOP
OG0000134	LOC108597009|XP_017838780.1|DBUS	LOC119077122|XP_037040188.1|BCOP
OG0000137	LOC108603879|XP_017848540.1|DBUS	LOC119076570|XP_037039260.1|BCOP
OG0000137	LOC108599893|XP_017842571.1|DBUS	LOC119075970|XP_037038454.1|BCOP
OG0000138	LOC108603086|XP_017847065.1|DBUS, LOC108603084|XP_017847063.1|DBUS, LOC108603561|XP_017847968.1|DBUS, LOC108603085|XP_017847064.1|DBUS	LOC119075469|XP_037037812.1|BCOP, LOC119080407|XP_037044633.1|BCOP
OG0000140	LOC108601804|XP_017845230.1|DBUS, LOC108594824|XP_017835451.2|DBUS, LOC108594828|XP_033149205.1|DBUS, LOC108595108|XP_033148936.1|DBUS, LOC108597603|XP_033149082.1|DBUS, LOC108594825|XP_033149038.1|DBUS, LOC108595109|XP_017835759.1|DBUS, LOC108597602|XP_017839714.1|DBUS	LOC119069608|XP_037029594.1|BCOP
OG0000141	LOC108601015|XP_017844378.1|DBUS, LOC108598911|XP_017841162.1|DBUS	LOC119081636|XP_037046587.1|BCOP, LOC119080767|XP_037045226.1|BCOP
OG0000142	LOC108602123|XP_017845639.1|DBUS	LOC119069777|XP_037029851.1|BCOP
OG0000142	LOC108603285|XP_017847441.1|DBUS	LOC119069688|XP_037029708.1|BCOP
OG0000142	LOC108605452|XP_017850626.2|DBUS	LOC119068456|XP_037027931.1|BCOP
OG0000143	LOC108599728|XP_017842219.1|DBUS	LOC119079862|XP_037043834.1|BCOP
OG0000143	LOC108599729|XP_017842220.1|DBUS	LOC119072167|XP_037033223.1|BCOP, LOC119075078|XP_037037365.1|BCOP, LOC119082915|XP_037048466.1|BCOP, LOC119083819|XP_037049510.1|BCOP, LOC119082946|XP_037048492.1|BCOP, LOC119071652|XP_037032507.1|BCOP, LOC119078755|XP_037042355.1|BCOP
OG0000144	LOC108604352|XP_017849272.1|DBUS	LOC119076752|XP_037039594.1|BCOP
OG0000144	LOC108607001|XP_017853067.1|DBUS	LOC119077624|XP_037040733.1|BCOP
OG0000144	LOC108594255|XP_033150587.1|DBUS	LOC119084638|XP_037050601.1|BCOP
OG0000145	LOC108607135|XP_017853261.1|DBUS, LOC108608037|XP_017854707.2|DBUS	LOC119066144|XP_037024335.1|BCOP
OG0000147	LOC108608365|XP_017855203.2|DBUS	LOC119077121|XP_037040187.1|BCOP
OG0000147	LOC108602069|XP_017845578.1|DBUS, LOC108602063|XP_017845572.1|DBUS	LOC119083723|XP_037049415.1|BCOP
OG0000148	LOC108596445|XP_017837681.1|DBUS	LOC119072936|XP_037034156.1|BCOP
OG0000148	LOC108608076|XP_017854761.1|DBUS	LOC119081118|XP_037045757.1|BCOP, LOC119080775|XP_037045238.1|BCOP
OG0000149	LOC108607653|XP_017854084.1|DBUS, LOC108606918|XP_017852948.1|DBUS	LOC119081141|XP_037045781.1|BCOP, LOC119078064|XP_037041400.1|BCOP, LOC119074697|XP_037036878.1|BCOP, LOC119074699|XP_037036882.1|BCOP, LOC119074696|XP_037036877.1|BCOP, LOC119067511|XP_037026418.1|BCOP, LOC119069831|XP_037029894.1|BCOP, LOC119079233|XP_037042919.1|BCOP, LOC119076031|XP_037038586.1|BCOP, LOC119074704|XP_037036887.1|BCOP, LOC119078972|XP_037042619.1|BCOP, LOC119066652|XP_037025122.1|BCOP, LOC119078268|XP_037041662.1|BCOP, LOC119078270|XP_037041663.1|BCOP, LOC119072648|XP_037033800.1|BCOP, LOC119084968|XP_037051016.1|BCOP
OG0000152	LOC108601725|XP_017845133.1|DBUS, LOC108602388|XP_017845987.1|DBUS, LOC108601385|XP_017844774.1|DBUS, LOC108601817|XP_017845242.1|DBUS, LOC108601386|XP_017844775.1|DBUS, LOC108601816|XP_017845241.1|DBUS, LOC108604169|XP_017848991.1|DBUS, LOC108604171|XP_017848992.1|DBUS	LOC119069768|XP_037029799.1|BCOP, LOC119083779|XP_037049473.1|BCOP
OG0000154	LOC108601228|XP_017844616.2|DBUS	LOC119066036|XP_037024149.1|BCOP, LOC119080323|XP_037044538.1|BCOP, LOC119078752|XP_037042348.1|BCOP, LOC119077199|XP_037040275.1|BCOP, LOC119077198|XP_037040273.1|BCOP, LOC119077197|XP_037040272.1|BCOP, LOC119078144|XP_037041514.1|BCOP, LOC119078143|XP_037041513.1|BCOP, LOC119082885|XP_037048439.1|BCOP, LOC119078535|XP_037041997.1|BCOP, LOC119068873|XP_037028607.1|BCOP, LOC119073600|XP_037035068.1|BCOP, LOC119076693|XP_037039497.1|BCOP, LOC119078164|XP_037041534.1|BCOP
OG0000155	LOC108600838|XP_017844123.1|DBUS, LOC108597991|XP_017840096.1|DBUS	LOC119070504|XP_037030760.1|BCOP
OG0000157	LOC108595635|XP_017836395.1|DBUS, LOC108595680|XP_017836448.1|DBUS, LOC108595632|XP_017836390.1|DBUS, LOC108595528|XP_017836272.1|DBUS	LOC119081533|XP_037046430.1|BCOP
OG0000158	LOC108595174|XP_017835840.1|DBUS, LOC108598137|XP_017840243.2|DBUS, LOC108599375|XP_017841670.2|DBUS	LOC119066838|XP_037025433.1|BCOP
OG0000159	LOC108601113|XP_017844521.2|DBUS	LOC119071737|XP_037032662.1|BCOP
OG0000159	LOC108600352|XP_017843365.1|DBUS	LOC119070684|XP_037031027.1|BCOP
OG0000160	LOC117134623|XP_033150023.1|DBUS, LOC108604426|XP_017849383.1|DBUS	LOC119074814|XP_037036998.1|BCOP, LOC119073756|XP_037035310.1|BCOP, LOC119084177|XP_037049932.1|BCOP, LOC119070694|XP_037031041.1|BCOP, LOC119070394|XP_037030608.1|BCOP, LOC119080673|XP_037044998.1|BCOP, LOC119075752|XP_037038189.1|BCOP
OG0000162	LOC108607969|XP_017854592.1|DBUS, LOC108597784|XP_017839987.1|DBUS, LOC108607792|XP_033150876.1|DBUS	LOC119072713|XP_037033879.1|BCOP, LOC119078856|XP_037042461.1|BCOP, LOC119068500|XP_037028039.1|BCOP, LOC119067739|XP_037026798.1|BCOP
OG0000164	LOC108601023|XP_017844387.1|DBUS	LOC119072994|XP_037034213.1|BCOP, LOC119066041|XP_037024160.1|BCOP, LOC119071258|XP_037031999.1|BCOP
OG0000165	LOC108607067|XP_017853172.1|DBUS	LOC119068607|XP_037028159.1|BCOP
OG0000166	LOC108596342|XP_017837485.1|DBUS	LOC119073858|XP_037035618.1|BCOP
OG0000166	LOC117134998|XP_033150624.1|DBUS	LOC119071749|XP_037032679.1|BCOP, LOC119068609|XP_037028163.1|BCOP
OG0000167	LOC108598263|XP_017840368.2|DBUS, LOC108599080|XP_017841356.1|DBUS, LOC117134799|XP_033149608.1|DBUS	LOC119083207|XP_037048770.1|BCOP, LOC119077362|XP_037040434.1|BCOP, LOC119080181|XP_037044302.1|BCOP
OG0000169	LOC108604060|XP_017848812.1|DBUS	LOC119078686|XP_037042236.1|BCOP
OG0000169	LOC108598522|XP_017840691.1|DBUS, LOC108603800|XP_017848387.1|DBUS	LOC119070541|XP_037030812.1|BCOP
OG0000170	LOC108594386|XP_017835039.1|DBUS	LOC119068257|XP_037027690.1|BCOP
OG0000171	LOC108606868|XP_017852882.2|DBUS	LOC119077027|XP_037040036.1|BCOP
OG0000171	LOC108597130|XP_033150794.1|DBUS	LOC119078436|XP_037041851.1|BCOP
OG0000171	LOC117134931|XP_033150352.1|DBUS	LOC119069385|XP_037029335.1|BCOP
OG0000172	LOC108599907|XP_017842591.2|DBUS, LOC108599906|XP_017842589.1|DBUS, LOC108604850|XP_017849959.1|DBUS, LOC108600470|XP_017843569.2|DBUS	LOC119080398|XP_037044615.1|BCOP
OG0000173	LOC108595966|XP_017836742.1|DBUS, LOC108597066|XP_017838880.1|DBUS, LOC108597068|XP_017838883.1|DBUS, LOC108597067|XP_017838882.1|DBUS	LOC119081507|XP_037046410.1|BCOP
OG0000175	LOC108604206|XP_017849055.1|DBUS	LOC119085626|XP_037051954.1|BCOP
OG0000175	LOC108603647|XP_017848100.1|DBUS, LOC108603650|XP_017848106.1|DBUS	LOC119085691|XP_037052033.1|BCOP, LOC119085693|XP_037052034.1|BCOP, LOC119085697|XP_037052041.1|BCOP, LOC119080410|XP_037044644.1|BCOP, LOC119080343|XP_037044539.1|BCOP, LOC119085694|XP_037052035.1|BCOP
OG0000177	LOC108606425|XP_017852017.1|DBUS, LOC108604536|XP_017849540.1|DBUS	LOC119070258|XP_037030426.1|BCOP
OG0000177	LOC108604406|XP_017849360.1|DBUS	LOC119067483|XP_037026379.1|BCOP
OG0000177	LOC108598794|XP_017841027.1|DBUS, LOC108598411|XP_017840525.1|DBUS	LOC119079898|XP_037043882.1|BCOP
OG0000179	LOC108597113|XP_017838978.1|DBUS, LOC108595307|XP_017836013.1|DBUS	LOC119081914|XP_037047044.1|BCOP, LOC119079040|XP_037042722.1|BCOP
OG0000179	LOC108608474|XP_017855351.2|DBUS	LOC119071177|XP_037031839.1|BCOP
OG0000181	LOC108601926|XP_017845391.1|DBUS	LOC119080812|XP_037045279.1|BCOP
OG0000182	LOC108603930|XP_017848614.1|DBUS	LOC119074666|XP_037036843.1|BCOP
OG0000182	LOC108603929|XP_017848613.1|DBUS, LOC108603928|XP_033149798.1|DBUS, LOC117134833|XP_033149799.1|DBUS	LOC119072417|XP_037033532.1|BCOP
OG0000183	LOC108605805|XP_017851100.1|DBUS, LOC108599037|XP_017841306.1|DBUS, LOC108600857|XP_017844149.1|DBUS	LOC119083232|XP_037048788.1|BCOP, LOC119079322|XP_037043012.1|BCOP, LOC119082279|XP_037047650.1|BCOP, LOC119079306|XP_037042991.1|BCOP, LOC119074141|XP_037036033.1|BCOP
OG0000184	LOC108607593|XP_017853984.2|DBUS, LOC108595343|XP_017836058.2|DBUS, LOC108603832|XP_017848462.1|DBUS, LOC108595353|XP_017836069.2|DBUS	LOC119076294|XP_037038852.1|BCOP, LOC119080732|XP_037045167.1|BCOP, LOC119076296|XP_037038854.1|BCOP, LOC119076297|XP_037038856.1|BCOP, LOC119066302|XP_037024577.1|BCOP, LOC119075336|XP_037037661.1|BCOP, LOC119081707|XP_037046712.1|BCOP, LOC119076295|XP_037038853.1|BCOP
OG0000185	LOC108596311|XP_017837406.1|DBUS, LOC108596312|XP_033149094.1|DBUS, LOC108596356|XP_017837507.1|DBUS, LOC108604263|XP_017849147.1|DBUS	LOC119068042|XP_037027302.1|BCOP, LOC119084360|XP_037050204.1|BCOP, LOC119067542|XP_037026494.1|BCOP
OG0000186	LOC108595504|XP_017836246.1|DBUS, LOC108605031|XP_017850087.1|DBUS, LOC108605659|XP_017850934.1|DBUS	LOC119068740|XP_037028338.1|BCOP
OG0000187	LOC108606024|XP_017851339.1|DBUS	LOC119081594|XP_037046524.1|BCOP, LOC119065977|XP_037024079.1|BCOP
OG0000188	LOC108601996|XP_017845483.1|DBUS, LOC108606976|XP_033150213.1|DBUS, LOC108605872|XP_017851175.1|DBUS	LOC119068165|XP_037027542.1|BCOP, LOC119069968|XP_037030100.1|BCOP, LOC119082622|XP_037048079.1|BCOP
OG0000189	LOC108608399|XP_033149306.1|DBUS	LOC119066285|XP_037024548.1|BCOP, LOC119082491|XP_037047904.1|BCOP
OG0000189	LOC108606397|XP_033150201.1|DBUS	LOC119074481|XP_037036522.1|BCOP
OG0000190	LOC108606651|XP_017852456.1|DBUS	LOC119068106|XP_037027437.1|BCOP
OG0000191	LOC108594796|XP_017835424.2|DBUS, LOC108596680|XP_017838179.1|DBUS, LOC108601802|XP_017845227.1|DBUS	LOC119072311|XP_037033390.1|BCOP, LOC119073852|XP_037035601.1|BCOP
OG0000192	LOC108601595|XP_017844984.1|DBUS, LOC108601596|XP_017844985.1|DBUS, LOC108598210|XP_017840316.1|DBUS, LOC108598209|XP_017840315.1|DBUS	LOC119077265|XP_037040308.1|BCOP, LOC119083344|XP_037048933.1|BCOP, LOC119070534|XP_037030807.1|BCOP
OG0000193	LOC108607929|XP_017854533.2|DBUS, LOC108596787|XP_017838811.2|DBUS, LOC108607928|XP_017854532.2|DBUS, LOC108598244|XP_033149407.1|DBUS, LOC108600071|XP_017842914.1|DBUS	LOC119066429|XP_037024804.1|BCOP
OG0000196	LOC108594562|XP_033149751.1|DBUS	LOC119076987|XP_037039987.1|BCOP, LOC119076970|XP_037039959.1|BCOP
OG0000197	LOC108606246|XP_017851680.1|DBUS	LOC119074868|XP_037037087.1|BCOP
OG0000197	LOC108606249|XP_017851683.1|DBUS	LOC119074875|XP_037037107.1|BCOP
OG0000197	LOC108606244|XP_017851677.1|DBUS	LOC119074871|XP_037037089.1|BCOP
OG0000198	LOC108594781|XP_033149190.1|DBUS	LOC119070667|XP_037030999.1|BCOP
OG0000200	LOC108601533|XP_033150111.1|DBUS, LOC108604445|XP_017849414.1|DBUS	LOC119083328|XP_037048913.1|BCOP
OG0000201	LOC108602544|XP_017846166.1|DBUS, LOC108602234|XP_017845771.1|DBUS	LOC119081249|XP_037045880.1|BCOP, LOC119080245|XP_037044388.1|BCOP, LOC119084456|XP_037050333.1|BCOP, LOC119084280|XP_037050099.1|BCOP
OG0000202	LOC108604363|XP_017849293.1|DBUS	LOC119074650|XP_037036823.1|BCOP
OG0000202	LOC108595542|XP_017836290.1|DBUS	LOC119086010|XP_037052481.1|BCOP
OG0000203	LOC108597598|XP_017839708.1|DBUS, LOC108595249|XP_033148927.1|DBUS, LOC108595388|XP_017836103.1|DBUS, LOC108595150|XP_017835805.1|DBUS	LOC119071700|XP_037032582.1|BCOP
OG0000205	LOC108601640|XP_017845029.1|DBUS, LOC108603112|XP_017847106.1|DBUS	LOC119069914|XP_037030030.1|BCOP
OG0000206	LOC108595407|XP_017836121.1|DBUS	LOC119086016|XP_037052485.1|BCOP
OG0000206	LOC108596931|XP_017839724.2|DBUS	LOC119085366|XP_037051641.1|BCOP
OG0000206	LOC108595462|XP_017836194.1|DBUS	LOC119066120|XP_037024298.1|BCOP
OG0000207	LOC108600236|XP_017843151.1|DBUS	LOC119084595|XP_037050539.1|BCOP
OG0000207	LOC108600523|XP_017843656.1|DBUS	LOC119076700|XP_037039507.1|BCOP, LOC119074470|XP_037036507.1|BCOP, LOC119075240|XP_037037530.1|BCOP, LOC119070997|XP_037031486.1|BCOP
OG0000210	LOC117134660|XP_033148934.1|DBUS, LOC108595224|XP_033148937.1|DBUS, LOC108606329|XP_017851839.1|DBUS	LOC119068545|XP_037028059.1|BCOP
OG0000211	LOC108602631|XP_017846262.1|DBUS	LOC119070444|XP_037030690.1|BCOP
OG0000211	LOC108602628|XP_017846257.1|DBUS	LOC119080746|XP_037045191.1|BCOP, LOC119080747|XP_037045192.1|BCOP, LOC119068351|XP_037027810.1|BCOP, LOC119082893|XP_037048450.1|BCOP, LOC119074430|XP_037036452.1|BCOP
OG0000212	LOC108608485|XP_017855370.2|DBUS, LOC108608403|XP_033150034.1|DBUS	LOC119070818|XP_037031198.1|BCOP, LOC119084250|XP_037050047.1|BCOP, LOC119082469|XP_037047883.1|BCOP, LOC119073778|XP_037035344.1|BCOP, LOC119083560|XP_037049174.1|BCOP, LOC119085545|XP_037051859.1|BCOP, LOC119084832|XP_037050811.1|BCOP, LOC119070723|XP_037031071.1|BCOP, LOC119081951|XP_037047139.1|BCOP
OG0000213	LOC108594606|XP_033149107.1|DBUS	LOC119077222|XP_037040297.1|BCOP, LOC119078161|XP_037041531.1|BCOP, LOC119072022|XP_037033035.1|BCOP, LOC119069082|XP_037028899.1|BCOP
OG0000214	LOC108606975|XP_017853033.1|DBUS, LOC108596628|XP_017838064.1|DBUS, LOC108601296|XP_017844685.1|DBUS, LOC108603573|XP_017847986.1|DBUS, LOC108602101|XP_017845614.1|DBUS	LOC119081039|XP_037045634.1|BCOP, LOC119070984|XP_037031466.1|BCOP, LOC119066381|XP_037024707.1|BCOP
OG0000215	LOC108598282|XP_017840387.2|DBUS, LOC108598738|XP_017840960.2|DBUS, LOC108598613|XP_017840801.2|DBUS	LOC119071076|XP_037031613.1|BCOP, LOC119067193|XP_037025919.1|BCOP, LOC119069734|XP_037029760.1|BCOP, LOC119071024|XP_037031517.1|BCOP, LOC119071556|XP_037032375.1|BCOP
OG0000217	LOC108606945|XP_017852990.1|DBUS	LOC119076525|XP_037039206.1|BCOP
OG0000217	LOC108597764|XP_017839969.1|DBUS, LOC108605537|XP_017850778.1|DBUS	LOC119066897|XP_037025481.1|BCOP
OG0000219	LOC108595679|XP_017836447.1|DBUS, LOC108597630|XP_017839764.1|DBUS, LOC108595034|XP_017835664.1|DBUS	LOC119073633|XP_037035119.1|BCOP
OG0000220	LOC108599185|XP_017841469.1|DBUS, LOC108599087|XP_017841365.1|DBUS, LOC108599184|XP_017841467.2|DBUS	LOC119083685|XP_037049364.1|BCOP
OG0000221	LOC108596710|XP_017838225.1|DBUS, LOC108602360|XP_017845949.1|DBUS, LOC108596708|XP_017838221.1|DBUS	LOC119079523|XP_037043384.1|BCOP, LOC119079527|XP_037043404.1|BCOP
OG0000222	LOC108602736|XP_017846377.1|DBUS	LOC119070808|XP_037031183.1|BCOP
OG0000222	LOC108594413|XP_017853938.2|DBUS	LOC119076255|XP_037038817.1|BCOP
OG0000223	LOC108605867|XP_017851168.1|DBUS, LOC108600733|XP_017843965.1|DBUS	LOC119073472|XP_037034873.1|BCOP, LOC119072064|XP_037033094.1|BCOP
OG0000224	LOC108595234|XP_017835921.1|DBUS	LOC119081110|XP_037045746.1|BCOP
OG0000224	LOC108596248|XP_017837289.1|DBUS	LOC119080190|XP_037044324.1|BCOP, LOC119081111|XP_037045750.1|BCOP, LOC119081109|XP_037045745.1|BCOP, LOC119077534|XP_037041024.1|BCOP, LOC119066791|XP_037025349.1|BCOP
OG0000225	LOC108601520|XP_017844909.1|DBUS, LOC108601519|XP_017844908.1|DBUS, LOC108601518|XP_017844907.1|DBUS	LOC119066756|XP_037025327.1|BCOP
OG0000226	LOC108598133|XP_033149376.1|DBUS, LOC108599636|XP_017842097.1|DBUS	LOC119074792|XP_037036969.1|BCOP, LOC119069766|XP_037029798.1|BCOP, LOC119066837|XP_037025395.1|BCOP
OG0000228	LOC117134692|XP_033149088.1|DBUS, LOC108595683|XP_017836453.1|DBUS, LOC108601711|XP_017845119.2|DBUS	LOC119085720|XP_037052063.1|BCOP
OG0000229	LOC108601281|XP_033149806.1|DBUS	LOC119085369|XP_037051647.1|BCOP
OG0000229	LOC108604396|XP_017849343.1|DBUS	LOC119077980|XP_037041257.1|BCOP
OG0000230	LOC108596665|XP_017838157.1|DBUS	LOC119081748|XP_037046818.1|BCOP, LOC119067276|XP_037026048.1|BCOP
OG0000232	LOC108601850|XP_017845285.1|DBUS, LOC108597675|XP_017839837.1|DBUS	LOC119083575|XP_037049216.1|BCOP
OG0000233	LOC108601436|XP_017844823.1|DBUS, LOC108601608|XP_033150001.1|DBUS, LOC108604757|XP_017849834.1|DBUS	LOC119067908|XP_037027095.1|BCOP
OG0000234	LOC108595950|XP_017836725.1|DBUS, LOC108594938|XP_017835562.1|DBUS	LOC119077414|XP_037040522.1|BCOP, LOC119070520|XP_037030787.1|BCOP, LOC119080769|XP_037045230.1|BCOP, LOC119084387|XP_037050246.1|BCOP
OG0000235	LOC108601263|XP_017844652.1|DBUS, LOC108602008|XP_017845499.1|DBUS, LOC108602142|XP_017845663.1|DBUS	LOC119076788|XP_037039645.1|BCOP
OG0000236	LOC108607959|XP_017854576.1|DBUS, LOC108594464|XP_017835133.1|DBUS, LOC117134921|XP_033150316.1|DBUS	LOC119074337|XP_037036323.1|BCOP
OG0000237	LOC108597399|XP_017839424.1|DBUS	LOC119081803|XP_037046924.1|BCOP
OG0000238	LOC108595906|XP_033151012.1|DBUS, LOC108595855|XP_033150211.1|DBUS	LOC119081216|XP_037045834.1|BCOP, LOC119075688|XP_037038103.1|BCOP
OG0000239	LOC108604157|XP_017848969.1|DBUS	LOC119076101|XP_037038653.1|BCOP
OG0000240	LOC108602004|XP_017845494.1|DBUS, LOC108603890|XP_017848553.1|DBUS, LOC108604460|XP_017849428.1|DBUS	LOC119075202|XP_037037489.1|BCOP
