Orthogroup	DBUS.longest_only	DSAN.longest_only
OG0000061	LOC108603702|XP_017848228.1|DBUS, LOC108599637|XP_017842101.2|DBUS	LOC120458126|XP_039501597.1|DSAN
OG0000062	LOC108606274|XP_017851741.1|DBUS	LOC120455285|XP_039497254.1|DSAN
OG0000062	LOC108607908|XP_017854511.1|DBUS	LOC120446988|XP_039484222.1|DSAN, LOC120446986|XP_039484220.1|DSAN
OG0000063	LOC108598139|XP_033149614.1|DBUS	LOC120450067|XP_039488773.1|DSAN
OG0000063	LOC108598875|XP_017841124.1|DBUS	LOC120449163|XP_039487439.1|DSAN
OG0000063	LOC108598617|XP_017840805.2|DBUS, LOC108598825|XP_017841064.2|DBUS	LOC120449162|XP_039487438.1|DSAN, LOC120449422|XP_039487815.1|DSAN
OG0000065	LOC108602948|XP_017846787.1|DBUS	LOC120451401|XP_039491003.1|DSAN
OG0000065	LOC108604232|XP_017849089.1|DBUS, LOC108597099|XP_017838955.1|DBUS	LOC120458451|XP_039502031.1|DSAN, LOC120451402|XP_039491004.1|DSAN, LOC120452063|XP_039492060.1|DSAN, LOC120452751|XP_039493060.1|DSAN, LOC120453642|XP_039494370.1|DSAN
OG0000066	LOC108605823|XP_017851118.1|DBUS	LOC120451709|XP_039491544.1|DSAN, LOC120454150|XP_039495143.1|DSAN
OG0000066	LOC108596039|XP_017836905.1|DBUS	LOC120445314|XP_039481559.1|DSAN
OG0000066	LOC108602400|XP_017846000.1|DBUS	LOC120451920|XP_039491867.1|DSAN
OG0000066	LOC108606855|XP_017852841.1|DBUS	LOC120455475|XP_039497642.1|DSAN
OG0000066	LOC108606023|XP_017851338.1|DBUS	LOC120445397|XP_039481742.1|DSAN
OG0000067	LOC108603517|XP_017847897.1|DBUS	LOC120454266|XP_039495354.1|DSAN, LOC120457853|XP_039501305.1|DSAN
OG0000067	LOC108598960|XP_017841219.2|DBUS	LOC120450458|XP_039489412.1|DSAN
OG0000067	LOC108596347|XP_017837491.1|DBUS	LOC120458360|XP_039501908.1|DSAN
OG0000067	LOC108600356|XP_017843371.2|DBUS	LOC120450457|XP_039489411.1|DSAN
OG0000067	LOC108598075|XP_017840177.1|DBUS	LOC120448549|XP_039486536.1|DSAN
OG0000068	LOC108596576|XP_017837985.1|DBUS	LOC120447208|XP_039484652.1|DSAN
OG0000068	LOC108604996|XP_017850051.2|DBUS	LOC120454977|XP_039496696.1|DSAN
OG0000069	LOC108597146|XP_017839029.1|DBUS	LOC120446588|XP_039483542.1|DSAN
OG0000070	LOC108601128|XP_017844545.1|DBUS, LOC108603861|XP_033149223.1|DBUS	LOC120458437|XP_039502014.1|DSAN
OG0000070	LOC108606170|XP_017851511.2|DBUS	LOC120456297|XP_039498979.1|DSAN
OG0000070	LOC108600264|XP_017843206.1|DBUS	LOC120449441|XP_039488053.1|DSAN
OG0000070	LOC108601682|XP_017845084.1|DBUS	LOC120456697|XP_039499596.1|DSAN
OG0000071	LOC108600865|XP_017844159.2|DBUS	LOC120448314|XP_039486195.1|DSAN
OG0000071	LOC108599237|XP_017841523.1|DBUS	LOC120449503|XP_039487937.1|DSAN
OG0000071	LOC108599153|XP_017841429.1|DBUS	LOC120449500|XP_039487934.1|DSAN
OG0000071	LOC108599099|XP_017841377.1|DBUS	LOC120449502|XP_039487935.1|DSAN
OG0000072	LOC108595719|XP_017836490.1|DBUS	LOC120446358|XP_039483223.1|DSAN
OG0000072	LOC108594812|XP_017835440.1|DBUS	LOC120446143|XP_039482904.1|DSAN
OG0000072	LOC108595671|XP_017836439.1|DBUS	LOC120445202|XP_039481371.1|DSAN
OG0000073	LOC108596382|XP_017837542.1|DBUS	LOC120444353|XP_039479869.1|DSAN
OG0000073	LOC108606257|XP_017851695.1|DBUS	LOC120456580|XP_039499414.1|DSAN
OG0000073	LOC108602957|XP_017846798.1|DBUS	LOC120454001|XP_039494904.1|DSAN
OG0000074	LOC108600842|XP_033149439.1|DBUS, LOC108600601|XP_017843769.2|DBUS	LOC120449385|XP_039487757.1|DSAN
OG0000075	LOC108598567|XP_017840740.2|DBUS	LOC120447488|XP_039484819.1|DSAN
OG0000075	LOC108598547|XP_017840720.1|DBUS	LOC120449479|XP_039487889.1|DSAN
OG0000075	LOC108598795|XP_017841028.2|DBUS	LOC120447493|XP_039484823.1|DSAN
OG0000075	LOC108598386|XP_017840493.1|DBUS	LOC120447489|XP_039484820.1|DSAN
OG0000076	LOC108600032|XP_017842842.1|DBUS	LOC120447668|XP_039485120.1|DSAN
OG0000076	LOC108602295|XP_017845864.1|DBUS	LOC120453726|XP_039494487.1|DSAN, LOC120454050|XP_039494988.1|DSAN
OG0000076	LOC108607277|XP_017853461.1|DBUS	LOC120455415|XP_039497494.1|DSAN
OG0000076	LOC108606263|XP_017851709.1|DBUS	LOC120455300|XP_039497274.1|DSAN
OG0000077	LOC108596705|XP_017838216.1|DBUS	LOC120444282|XP_039479731.1|DSAN
OG0000077	LOC108603705|XP_017848234.1|DBUS	LOC120452789|XP_039493115.1|DSAN
OG0000077	LOC108597238|XP_017839176.1|DBUS	LOC120445437|XP_039481803.1|DSAN
OG0000077	LOC108603566|XP_017847972.1|DBUS	LOC120451310|XP_039490813.1|DSAN
OG0000078	LOC108595297|XP_017835998.1|DBUS, LOC108595427|XP_017836144.1|DBUS, LOC108595437|XP_017836156.1|DBUS	LOC120446615|XP_039483594.1|DSAN
OG0000078	LOC108598842|XP_017841085.1|DBUS	LOC120449498|XP_039487932.1|DSAN
OG0000078	LOC108602138|XP_017845655.1|DBUS	LOC120454154|XP_039495149.1|DSAN
OG0000078	LOC108607118|XP_017853240.1|DBUS	LOC120455667|XP_039497996.1|DSAN
OG0000078	LOC108607224|XP_017853386.1|DBUS	LOC120457056|XP_039500165.1|DSAN
OG0000079	LOC108605780|XP_033150835.1|DBUS	LOC120458928|XP_039502714.1|DSAN, LOC120458927|XP_039502713.1|DSAN, LOC120456240|XP_039498869.1|DSAN
OG0000079	LOC108604682|XP_017849730.1|DBUS	LOC120453707|XP_039494467.1|DSAN
OG0000080	LOC108597403|XP_017839438.1|DBUS	LOC120445807|XP_039482353.1|DSAN, LOC120446014|XP_039482702.1|DSAN
OG0000080	LOC108596751|XP_017838316.1|DBUS	LOC120445200|XP_039481358.1|DSAN
OG0000081	LOC108598616|XP_017840803.1|DBUS	LOC120449798|XP_039488374.1|DSAN
OG0000082	LOC108594984|XP_017835606.1|DBUS	LOC120444539|XP_039480221.1|DSAN
OG0000082	LOC108601638|XP_017845027.1|DBUS	LOC120453176|XP_039493670.1|DSAN
OG0000082	LOC108602837|XP_017846578.1|DBUS	LOC120454374|XP_039495543.1|DSAN
OG0000083	LOC108598442|XP_017840564.2|DBUS	LOC120458313|XP_039501854.1|DSAN, LOC120455686|XP_039498031.1|DSAN, LOC120456937|XP_039500014.1|DSAN, LOC120455860|XP_039498269.1|DSAN, LOC120455849|XP_039498257.1|DSAN
OG0000083	LOC108608236|XP_017855013.1|DBUS	LOC120450759|XP_039489843.1|DSAN
OG0000084	LOC108596367|XP_017837520.1|DBUS	LOC120446957|XP_039484147.1|DSAN
OG0000084	LOC108596833|XP_017838444.1|DBUS	LOC120444572|XP_039480266.1|DSAN
OG0000085	LOC108597194|XP_017839111.1|DBUS	LOC120448625|XP_039486680.1|DSAN
OG0000086	LOC108595905|XP_017836685.1|DBUS, LOC108595913|XP_033149146.1|DBUS	LOC120444981|XP_039480942.1|DSAN
OG0000087	LOC108602830|XP_017846606.2|DBUS	LOC120458014|XP_039501448.1|DSAN
OG0000087	LOC108594397|XP_017835055.2|DBUS	LOC120452956|XP_039493382.1|DSAN
OG0000087	LOC108594213|XP_017834809.1|DBUS	LOC120451745|XP_039491597.1|DSAN
OG0000088	LOC108596419|XP_017837625.1|DBUS	LOC120445629|XP_039482091.1|DSAN
OG0000088	LOC108600586|XP_017843752.1|DBUS	LOC120451916|XP_039491866.1|DSAN
OG0000088	LOC108598974|XP_017841236.1|DBUS	LOC120448571|XP_039486565.1|DSAN
OG0000088	LOC108600741|XP_017843975.1|DBUS	LOC120444823|XP_039480713.1|DSAN
OG0000088	LOC108599008|XP_017841274.1|DBUS	LOC120448663|XP_039486732.1|DSAN
OG0000089	LOC108603673|XP_017848160.1|DBUS	LOC120454625|XP_039496027.1|DSAN
OG0000089	LOC108602744|XP_033149214.1|DBUS	LOC120454433|XP_039495663.1|DSAN
OG0000089	LOC108599916|XP_017842604.1|DBUS	LOC120447506|XP_039484850.1|DSAN
OG0000090	LOC108596533|XP_017837911.1|DBUS	LOC120448309|XP_039486192.1|DSAN
OG0000090	LOC108595000|XP_017835621.1|DBUS	LOC120448284|XP_039486150.1|DSAN
OG0000090	LOC108598990|XP_017841255.1|DBUS	LOC120447536|XP_039484914.1|DSAN
OG0000090	LOC108598575|XP_017840751.1|DBUS	LOC120449735|XP_039488300.1|DSAN
OG0000091	LOC108603501|XP_017847855.1|DBUS	LOC120454553|XP_039495874.1|DSAN
OG0000091	LOC108594365|XP_017835015.1|DBUS	LOC120458039|XP_039501482.1|DSAN
OG0000091	LOC108603403|XP_017847679.1|DBUS	LOC120454568|XP_039495897.1|DSAN
OG0000091	LOC108603402|XP_017847678.1|DBUS	LOC120452896|XP_039493288.1|DSAN
OG0000092	LOC108603711|XP_017848239.1|DBUS	LOC120452494|XP_039492677.1|DSAN
OG0000092	LOC108603710|XP_017848238.1|DBUS	LOC120453296|XP_039493860.1|DSAN
OG0000092	LOC108603712|XP_017848241.1|DBUS	LOC120454055|XP_039494995.1|DSAN, LOC120453475|XP_039494142.1|DSAN
OG0000093	LOC108607545|XP_017853920.1|DBUS, LOC108603101|XP_033150841.1|DBUS	LOC120445748|XP_039482264.1|DSAN
OG0000093	LOC108606302|XP_017851781.1|DBUS	LOC120455113|XP_039496936.1|DSAN
OG0000094	LOC108601416|XP_017844804.1|DBUS	LOC120452712|XP_039493010.1|DSAN
OG0000096	LOC108604818|XP_017849916.1|DBUS	LOC120446709|XP_039483748.1|DSAN
OG0000096	LOC108604817|XP_017849915.2|DBUS	LOC120451499|XP_039491185.1|DSAN
OG0000096	LOC108598852|XP_017841102.2|DBUS	LOC120445403|XP_039481752.1|DSAN
OG0000098	LOC108602947|XP_017846786.1|DBUS	LOC120451400|XP_039491001.1|DSAN
OG0000099	LOC108594985|XP_017835607.1|DBUS	LOC120455657|XP_039497983.1|DSAN
OG0000099	LOC108606769|XP_017852670.1|DBUS	LOC120455658|XP_039497984.1|DSAN
OG0000099	LOC108606666|XP_017852484.1|DBUS	LOC120455656|XP_039497981.1|DSAN
OG0000100	LOC108595699|XP_017836470.2|DBUS	LOC120446457|XP_039483387.1|DSAN
OG0000100	LOC108601485|XP_017844872.2|DBUS	LOC120452136|XP_039492156.1|DSAN
OG0000100	LOC108602051|XP_017845552.1|DBUS	LOC120453234|XP_039493769.1|DSAN
OG0000100	LOC108602577|XP_017846204.1|DBUS	LOC120453235|XP_039493770.1|DSAN
OG0000101	LOC108600820|XP_017844099.2|DBUS	LOC120447598|XP_039485002.1|DSAN
OG0000101	LOC117134769|XP_033149322.1|DBUS	LOC120448473|XP_039486431.1|DSAN
OG0000101	LOC108597899|XP_017840007.1|DBUS	LOC120448472|XP_039486430.1|DSAN, LOC120448474|XP_039486432.1|DSAN
OG0000101	LOC117134798|XP_033149601.1|DBUS	LOC120448469|XP_039486421.1|DSAN
OG0000102	LOC108596624|XP_017838058.1|DBUS	LOC120444369|XP_039479910.1|DSAN
OG0000102	LOC108594981|XP_017835603.1|DBUS	LOC120444543|XP_039480230.1|DSAN
OG0000103	LOC108598786|XP_017841018.2|DBUS	LOC120450316|XP_039489203.1|DSAN, LOC120450315|XP_039489202.1|DSAN, LOC120447694|XP_039485157.1|DSAN
OG0000103	LOC108598520|XP_017840689.2|DBUS	LOC120447692|XP_039485155.1|DSAN
OG0000103	LOC108596814|XP_017838418.1|DBUS	LOC120457733|XP_039501166.1|DSAN
OG0000104	LOC108600928|XP_017844252.1|DBUS	LOC120447890|XP_039485434.1|DSAN
OG0000104	LOC108600531|XP_017843673.2|DBUS	LOC120457816|XP_039501251.1|DSAN
OG0000104	LOC108599046|XP_017841315.1|DBUS	LOC120447814|XP_039485323.1|DSAN, LOC120449889|XP_039488502.1|DSAN
OG0000105	LOC117134791|XP_033149540.1|DBUS	LOC120447610|XP_039485017.1|DSAN
OG0000105	LOC108601437|XP_017844824.1|DBUS	LOC120451809|XP_039491700.1|DSAN
OG0000107	LOC108594739|XP_017835366.1|DBUS	LOC120446363|XP_039483229.1|DSAN, LOC120446737|XP_039483794.1|DSAN, LOC120445808|XP_039482354.1|DSAN, LOC120444935|XP_039480870.1|DSAN
OG0000108	LOC117134977|XP_033150551.1|DBUS, LOC108598607|XP_017840795.2|DBUS, LOC108598038|XP_017840145.2|DBUS	LOC120457836|XP_039501271.1|DSAN, LOC120457827|XP_039501258.1|DSAN
OG0000108	LOC117134678|XP_033149022.1|DBUS	LOC120457592|XP_039501038.1|DSAN
OG0000109	LOC108594532|XP_017835224.1|DBUS	LOC120443888|XP_039479246.1|DSAN, LOC120443889|XP_039479249.1|DSAN, LOC120443892|XP_039479253.1|DSAN, LOC120444016|XP_039479432.1|DSAN
OG0000109	LOC108598653|XP_033149257.1|DBUS	LOC120458470|XP_039502057.1|DSAN
OG0000110	LOC108597992|XP_017840097.1|DBUS	LOC120448445|XP_039486393.1|DSAN
OG0000110	LOC108598723|XP_017840942.1|DBUS, LOC108597993|XP_017840098.1|DBUS	LOC120449757|XP_039488327.1|DSAN
OG0000110	LOC108597995|XP_033149356.1|DBUS	LOC120449997|XP_039488641.1|DSAN
OG0000110	LOC108598479|XP_017840618.1|DBUS	LOC120449458|XP_039487864.1|DSAN
OG0000111	LOC108595291|XP_017835993.1|DBUS, LOC108595741|XP_017836516.1|DBUS	LOC120446242|XP_039483047.1|DSAN, LOC120446620|XP_039483600.1|DSAN
OG0000112	LOC108605061|XP_017850117.1|DBUS	LOC120455254|XP_039497187.1|DSAN, LOC120455231|XP_039497141.1|DSAN
OG0000112	LOC108605050|XP_017850107.1|DBUS, LOC108606017|XP_017851332.1|DBUS, LOC108605875|XP_017851177.1|DBUS, LOC108606748|XP_017852636.1|DBUS	LOC120456987|XP_039500070.1|DSAN, LOC120456973|XP_039500054.1|DSAN
OG0000113	LOC108600652|XP_017843838.2|DBUS	LOC120445859|XP_039482434.1|DSAN
OG0000114	LOC108607383|XP_017853614.2|DBUS	LOC120447490|XP_039484824.1|DSAN, LOC120447480|XP_039484813.1|DSAN, LOC120447500|XP_039484837.1|DSAN
OG0000114	LOC117134785|XP_033149477.1|DBUS	LOC120447466|XP_039484788.1|DSAN
OG0000114	LOC108607386|XP_017853628.1|DBUS	LOC120447460|XP_039484780.1|DSAN
OG0000116	LOC108602168|XP_017845690.1|DBUS	LOC120451581|XP_039491325.1|DSAN
OG0000116	LOC108602362|XP_017845952.1|DBUS	LOC120451580|XP_039491324.1|DSAN
OG0000117	LOC108602137|XP_017845657.1|DBUS	LOC120444154|XP_039479666.1|DSAN
OG0000117	LOC108603069|XP_017847020.1|DBUS	LOC120444155|XP_039479668.1|DSAN
OG0000117	LOC108603222|XP_017845754.1|DBUS	LOC120444156|XP_039479669.1|DSAN
OG0000117	LOC108603273|XP_033150795.1|DBUS	LOC120444158|XP_039479671.1|DSAN
OG0000118	LOC108606418|XP_017852007.1|DBUS	LOC120458714|XP_039502396.1|DSAN, LOC120458071|XP_039501517.1|DSAN, LOC120458653|XP_039502317.1|DSAN
OG0000118	LOC108606874|XP_017852886.1|DBUS	LOC120458057|XP_039501500.1|DSAN
OG0000119	LOC108604291|XP_017849192.1|DBUS	LOC120454455|XP_039495701.1|DSAN
OG0000119	LOC108602574|XP_017846201.1|DBUS	LOC120452109|XP_039492121.1|DSAN
OG0000119	LOC108602566|XP_017846189.1|DBUS	LOC120451917|XP_039491863.1|DSAN
OG0000120	LOC108605238|XP_017850340.1|DBUS	LOC120457201|XP_039500489.1|DSAN
OG0000120	LOC108596912|XP_017838608.1|DBUS	LOC120446605|XP_039483576.1|DSAN
OG0000120	LOC108601049|XP_017844430.1|DBUS	LOC120450151|XP_039488921.1|DSAN, LOC120456622|XP_039499479.1|DSAN
OG0000121	LOC108602647|XP_017846282.1|DBUS	LOC120452427|XP_039492589.1|DSAN, LOC120452430|XP_039492592.1|DSAN
OG0000122	LOC108595833|XP_017836616.1|DBUS	LOC120446930|XP_039484118.1|DSAN
OG0000122	LOC108605338|XP_033150253.1|DBUS	LOC120455728|XP_039498076.1|DSAN
OG0000122	LOC108594762|XP_017835390.1|DBUS	LOC120455178|XP_039497050.1|DSAN
OG0000122	LOC108605067|XP_017850560.1|DBUS	LOC120453978|XP_039494868.1|DSAN
OG0000123	LOC108595656|XP_017836420.1|DBUS	LOC120444507|XP_039480157.1|DSAN
OG0000123	LOC108602509|XP_017846128.1|DBUS	LOC120452662|XP_039492932.1|DSAN
OG0000124	LOC108604295|XP_017849198.1|DBUS, LOC108608486|XP_017855371.1|DBUS, LOC108604296|XP_017849202.1|DBUS, LOC108604834|XP_017849938.1|DBUS, LOC108597695|XP_017839860.1|DBUS, LOC108595612|XP_017836365.1|DBUS	LOC120446749|XP_039483821.1|DSAN, LOC120458592|XP_039502228.1|DSAN
OG0000125	LOC108602946|XP_017846784.1|DBUS	LOC120451421|XP_039491027.1|DSAN
OG0000125	LOC108604285|XP_017849183.1|DBUS	LOC120451369|XP_039490949.1|DSAN
OG0000125	LOC108596689|XP_017838198.1|DBUS	LOC120445287|XP_039481523.1|DSAN
OG0000125	LOC108596690|XP_017838199.1|DBUS	LOC120445286|XP_039481522.1|DSAN
OG0000126	LOC108602652|XP_017846288.1|DBUS, LOC108602032|XP_017845528.2|DBUS	LOC120458709|XP_039502389.1|DSAN
OG0000127	LOC108602433|XP_017846041.1|DBUS	LOC120453359|XP_039493965.1|DSAN, LOC120452170|XP_039492209.1|DSAN
OG0000127	LOC108602111|XP_017845625.1|DBUS	LOC120453357|XP_039493964.1|DSAN
OG0000127	LOC108602067|XP_017845575.1|DBUS	LOC120451773|XP_039491637.1|DSAN
OG0000128	LOC108594863|XP_017835491.2|DBUS, LOC108596258|XP_017837304.2|DBUS, LOC108596561|XP_017837951.1|DBUS	LOC120445036|XP_039481059.1|DSAN, LOC120445035|XP_039481058.1|DSAN, LOC120445037|XP_039481060.1|DSAN, LOC120453890|XP_039494740.1|DSAN
OG0000129	LOC108606979|XP_017853037.1|DBUS	LOC120455629|XP_039497949.1|DSAN
OG0000129	LOC108598557|XP_017840732.2|DBUS	LOC120449827|XP_039488407.1|DSAN
OG0000129	LOC108600868|XP_017844168.1|DBUS	LOC120456992|XP_039500082.1|DSAN
OG0000129	LOC108606980|XP_017853040.1|DBUS	LOC120455630|XP_039497951.1|DSAN
OG0000130	LOC108598755|XP_017840979.2|DBUS	LOC120450387|XP_039489313.1|DSAN
OG0000130	LOC108598612|XP_017840799.1|DBUS	LOC120449269|XP_039487586.1|DSAN
OG0000130	LOC117134652|XP_033149629.1|DBUS	LOC120448089|XP_039485815.1|DSAN, LOC120448088|XP_039485814.1|DSAN
OG0000131	LOC108601558|XP_017844945.1|DBUS	LOC120450809|XP_039489913.1|DSAN
OG0000132	LOC108608030|XP_017854696.1|DBUS, LOC108608029|XP_017854695.2|DBUS	LOC120450846|XP_039489975.1|DSAN, LOC120450849|XP_039489991.1|DSAN
OG0000132	LOC108602868|XP_017846646.1|DBUS	LOC120452537|XP_039492737.1|DSAN
OG0000134	LOC108603028|XP_017846927.1|DBUS	LOC120451359|XP_039490929.1|DSAN
OG0000134	LOC108606038|XP_017851357.1|DBUS	LOC120456506|XP_039499308.1|DSAN
OG0000134	LOC108597009|XP_017838780.1|DBUS	LOC120453306|XP_039493897.1|DSAN
OG0000137	LOC108603879|XP_017848540.1|DBUS	LOC120451005|XP_039490252.1|DSAN
OG0000137	LOC108599893|XP_017842571.1|DBUS	LOC120450371|XP_039489288.1|DSAN
OG0000138	LOC108603086|XP_017847065.1|DBUS	LOC120453268|XP_039493829.1|DSAN
OG0000138	LOC108603084|XP_017847063.1|DBUS	LOC120453446|XP_039494088.1|DSAN
OG0000138	LOC108603561|XP_017847968.1|DBUS	LOC120453355|XP_039493962.1|DSAN
OG0000138	LOC108603085|XP_017847064.1|DBUS	LOC120453447|XP_039494089.1|DSAN
OG0000139	LOC108605895|XP_017851200.1|DBUS	LOC120448860|XP_039487004.1|DSAN, LOC120456384|XP_039499528.1|DSAN, LOC120448678|XP_039486751.1|DSAN, LOC120443696|XP_039478870.1|DSAN
OG0000140	LOC108601804|XP_017845230.1|DBUS	LOC120451422|XP_039491029.1|DSAN
OG0000141	LOC108601014|XP_017844377.1|DBUS	LOC120448452|XP_039486403.1|DSAN
OG0000141	LOC108601015|XP_017844378.1|DBUS	LOC120448453|XP_039486405.1|DSAN
OG0000141	LOC108598911|XP_017841162.1|DBUS	LOC120448454|XP_039486406.1|DSAN
OG0000142	LOC108602123|XP_017845639.1|DBUS	LOC120451264|XP_039490727.1|DSAN
OG0000142	LOC108603285|XP_017847441.1|DBUS	LOC120447845|XP_039485386.1|DSAN
OG0000142	LOC108605452|XP_017850626.2|DBUS	LOC120457117|XP_039500268.1|DSAN
OG0000143	LOC108599728|XP_017842219.1|DBUS	LOC120450562|XP_039489605.1|DSAN
OG0000143	LOC108599729|XP_017842220.1|DBUS	LOC120450563|XP_039489606.1|DSAN
OG0000144	LOC108604352|XP_017849272.1|DBUS	LOC120452659|XP_039492916.1|DSAN
OG0000144	LOC108607001|XP_017853067.1|DBUS	LOC120457308|XP_039500730.1|DSAN
OG0000144	LOC108594255|XP_033150587.1|DBUS	LOC120457482|XP_039500967.1|DSAN
OG0000145	LOC108607135|XP_017853261.1|DBUS	LOC120456131|XP_039498694.1|DSAN
OG0000145	LOC108608037|XP_017854707.2|DBUS	LOC120444793|XP_039480676.1|DSAN
OG0000147	LOC108608365|XP_017855203.2|DBUS	LOC120451646|XP_039491487.1|DSAN
OG0000147	LOC108602069|XP_017845578.1|DBUS	LOC120452393|XP_039492541.1|DSAN
OG0000147	LOC108602063|XP_017845572.1|DBUS	LOC120454057|XP_039494997.1|DSAN
OG0000148	LOC108596445|XP_017837681.1|DBUS	LOC120449015|XP_039487230.1|DSAN
OG0000148	LOC108608076|XP_017854761.1|DBUS	LOC120453191|XP_039493694.1|DSAN
OG0000149	LOC108607653|XP_017854084.1|DBUS	LOC120450388|XP_039489317.1|DSAN
OG0000149	LOC108606918|XP_017852948.1|DBUS	LOC120455384|XP_039497444.1|DSAN
OG0000150	LOC108607752|XP_017854307.2|DBUS, LOC108594206|XP_033149865.1|DBUS	LOC120443958|XP_039479348.1|DSAN, LOC120458690|XP_039502361.1|DSAN, LOC120458857|XP_039502618.1|DSAN, LOC120458903|XP_039502683.1|DSAN, LOC120458905|XP_039502685.1|DSAN, LOC120458904|XP_039502684.1|DSAN
OG0000151	LOC108599278|XP_017841563.2|DBUS	LOC120448719|XP_039486823.1|DSAN
OG0000151	LOC108599144|XP_017841420.2|DBUS	LOC120448648|XP_039486710.1|DSAN
OG0000151	LOC108607641|XP_017854058.1|DBUS	LOC120448649|XP_039486711.1|DSAN
OG0000152	LOC108602388|XP_017845987.1|DBUS, LOC108601385|XP_017844774.1|DBUS, LOC108601817|XP_017845242.1|DBUS, LOC108601386|XP_017844775.1|DBUS, LOC108601816|XP_017845241.1|DBUS, LOC108604169|XP_017848991.1|DBUS	LOC120452528|XP_039492725.1|DSAN, LOC120454263|XP_039495344.1|DSAN, LOC120452388|XP_039492536.1|DSAN
OG0000152	LOC108604171|XP_017848992.1|DBUS	LOC120452037|XP_039492023.1|DSAN
OG0000153	LOC108602243|XP_017845781.1|DBUS	LOC120451577|XP_039491320.1|DSAN
OG0000153	LOC108601757|XP_017845170.1|DBUS	LOC120453833|XP_039494660.1|DSAN
OG0000153	LOC108602141|XP_017845661.1|DBUS	LOC120451576|XP_039491319.1|DSAN
OG0000154	LOC108601228|XP_017844616.2|DBUS	LOC120452631|XP_039492875.1|DSAN, LOC120452632|XP_039492876.1|DSAN
OG0000155	LOC108600838|XP_017844123.1|DBUS	LOC120449265|XP_039487581.1|DSAN
OG0000155	LOC108597991|XP_017840096.1|DBUS	LOC120448978|XP_039487172.1|DSAN
OG0000157	LOC108595635|XP_017836395.1|DBUS	LOC120458565|XP_039502192.1|DSAN
OG0000157	LOC108595528|XP_017836272.1|DBUS	LOC120447552|XP_039484939.1|DSAN
OG0000158	LOC108595174|XP_017835840.1|DBUS	LOC120444707|XP_039480514.1|DSAN
OG0000158	LOC108598137|XP_017840243.2|DBUS	LOC120449667|XP_039488200.1|DSAN
OG0000158	LOC108599375|XP_017841670.2|DBUS	LOC120448946|XP_039487126.1|DSAN
OG0000159	LOC108601113|XP_017844521.2|DBUS	LOC120447635|XP_039485072.1|DSAN
OG0000159	LOC108600352|XP_017843365.1|DBUS	LOC120448194|XP_039485994.1|DSAN
OG0000159	LOC108600784|XP_017844045.2|DBUS	LOC120448642|XP_039486703.1|DSAN
OG0000160	LOC117134623|XP_033150023.1|DBUS	LOC120451440|XP_039491049.1|DSAN
OG0000160	LOC108604426|XP_017849383.1|DBUS	LOC120453850|XP_039494688.1|DSAN
OG0000161	LOC108599217|XP_017841500.1|DBUS	LOC120449817|XP_039488398.1|DSAN
OG0000161	LOC108605223|XP_017850321.1|DBUS	LOC120457147|XP_039500352.1|DSAN
OG0000162	LOC108607969|XP_017854592.1|DBUS, LOC108597784|XP_017839987.1|DBUS	LOC120449916|XP_039488543.1|DSAN, LOC120448645|XP_039486706.1|DSAN, LOC120446714|XP_039483759.1|DSAN
OG0000162	LOC108607792|XP_033150876.1|DBUS	LOC120447628|XP_039485066.1|DSAN
OG0000163	LOC108599070|XP_017841346.2|DBUS	LOC120449329|XP_039487663.1|DSAN
OG0000163	LOC108603638|XP_017848088.1|DBUS	LOC120458089|XP_039501541.1|DSAN
OG0000164	LOC108596055|XP_017836938.1|DBUS	LOC120444701|XP_039480506.1|DSAN
OG0000165	LOC108607067|XP_017853172.1|DBUS	LOC120455780|XP_039498171.1|DSAN
OG0000166	LOC108596342|XP_017837485.1|DBUS	LOC120445044|XP_039481091.1|DSAN
OG0000166	LOC117134998|XP_033150624.1|DBUS	LOC120445051|XP_039481102.1|DSAN, LOC120445045|XP_039481092.1|DSAN
OG0000167	LOC108598263|XP_017840368.2|DBUS	LOC120448889|XP_039487040.1|DSAN
OG0000167	LOC117134799|XP_033149608.1|DBUS	LOC120449994|XP_039488638.1|DSAN
OG0000168	LOC108595397|XP_017836111.1|DBUS	LOC120458325|XP_039501877.1|DSAN
OG0000169	LOC108604060|XP_017848812.1|DBUS	LOC120452629|XP_039492872.1|DSAN
OG0000169	LOC108598522|XP_017840691.1|DBUS	LOC120447495|XP_039484826.1|DSAN
OG0000169	LOC108603800|XP_017848387.1|DBUS	LOC120451692|XP_039491521.1|DSAN
OG0000170	LOC108594386|XP_017835039.1|DBUS	LOC120445951|XP_039482572.1|DSAN, LOC120445950|XP_039482569.1|DSAN
OG0000170	LOC108594385|XP_017835037.1|DBUS	LOC120446322|XP_039483172.1|DSAN
OG0000171	LOC108606868|XP_017852882.2|DBUS	LOC120445878|XP_039482751.1|DSAN
OG0000171	LOC108597130|XP_033150794.1|DBUS	LOC120451198|XP_039490587.1|DSAN
OG0000171	LOC117134931|XP_033150352.1|DBUS	LOC120456869|XP_039499896.1|DSAN
OG0000172	LOC108600470|XP_017843569.2|DBUS	LOC120448014|XP_039485669.1|DSAN
OG0000173	LOC108595966|XP_017836742.1|DBUS	LOC120445686|XP_039482176.1|DSAN
