Orthogroup	DBUS.longest_only	AALB.longest_only
OG0000134	LOC108606038|XP_017851357.1|DBUS, LOC108597009|XP_017838780.1|DBUS	LOC118458491|XP_035776937.1|AALB
OG0000137	LOC108603879|XP_017848540.1|DBUS	LOC118459373|XP_035778562.1|AALB
OG0000137	LOC108599893|XP_017842571.1|DBUS	LOC118466961|XP_035792755.1|AALB, LOC118467197|XP_035793304.1|AALB
OG0000140	LOC108601804|XP_017845230.1|DBUS, LOC108594824|XP_017835451.2|DBUS, LOC108594828|XP_033149205.1|DBUS, LOC108595108|XP_033148936.1|DBUS, LOC108597603|XP_033149082.1|DBUS, LOC108594825|XP_033149038.1|DBUS, LOC108595109|XP_017835759.1|DBUS, LOC108597602|XP_017839714.1|DBUS	LOC118458081|XP_035776133.1|AALB, LOC118458082|XP_035776136.1|AALB, LOC118466021|XP_035790730.1|AALB, LOC118465203|XP_035789081.1|AALB, LOC118465619|XP_035789896.1|AALB, LOC118463502|XP_035785994.1|AALB, LOC118464216|XP_035787280.1|AALB, LOC118463503|XP_035785996.1|AALB
OG0000141	LOC108601014|XP_017844377.1|DBUS, LOC108601015|XP_017844378.1|DBUS, LOC108598911|XP_017841162.1|DBUS	LOC118467705|XP_035794382.1|AALB
OG0000142	LOC108602123|XP_017845639.1|DBUS	LOC118468696|XP_035795705.1|AALB
OG0000142	LOC108603285|XP_017847441.1|DBUS	LOC118462517|XP_035784278.1|AALB
OG0000142	LOC108605452|XP_017850626.2|DBUS	LOC118457471|XP_035774992.1|AALB
OG0000143	LOC108599728|XP_017842219.1|DBUS	LOC118467175|XP_035793250.1|AALB
OG0000143	LOC108599729|XP_017842220.1|DBUS	LOC118459735|XP_035779305.1|AALB, LOC118459734|XP_035779304.1|AALB, LOC118459680|XP_035779199.1|AALB, LOC118459679|XP_035779198.1|AALB
OG0000144	LOC108604352|XP_017849272.1|DBUS	LOC118461471|XP_035782710.1|AALB
OG0000144	LOC108607001|XP_017853067.1|DBUS	LOC118456472|XP_035773156.1|AALB
OG0000144	LOC108594255|XP_033150587.1|DBUS	LOC118457512|XP_035775046.1|AALB, LOC118457837|XP_035775606.1|AALB
OG0000145	LOC108607135|XP_017853261.1|DBUS, LOC108608037|XP_017854707.2|DBUS	LOC118468579|XP_035795404.1|AALB, LOC118468580|XP_035795405.1|AALB
OG0000147	LOC108608365|XP_017855203.2|DBUS	LOC118459781|XP_035779391.1|AALB
OG0000147	LOC108602069|XP_017845578.1|DBUS, LOC108602063|XP_017845572.1|DBUS	LOC118458812|XP_035777575.1|AALB, LOC118461758|XP_035783386.1|AALB
OG0000148	LOC108596445|XP_017837681.1|DBUS	LOC118467812|XP_035794580.1|AALB
OG0000148	LOC108608076|XP_017854761.1|DBUS	LOC118456165|XP_035772584.1|AALB, LOC118456386|XP_035772969.1|AALB
OG0000149	LOC108607653|XP_017854084.1|DBUS, LOC108606918|XP_017852948.1|DBUS	LOC118458020|XP_035776018.1|AALB
OG0000152	LOC108601725|XP_017845133.1|DBUS, LOC108602388|XP_017845987.1|DBUS, LOC108601385|XP_017844774.1|DBUS, LOC108601817|XP_017845242.1|DBUS, LOC108601386|XP_017844775.1|DBUS, LOC108601816|XP_017845241.1|DBUS, LOC108604169|XP_017848991.1|DBUS, LOC108604171|XP_017848992.1|DBUS	LOC118457944|XP_035775851.1|AALB
OG0000153	LOC108602243|XP_017845781.1|DBUS, LOC108601757|XP_017845170.1|DBUS, LOC108602141|XP_017845661.1|DBUS	LOC118469045|XP_035796404.1|AALB, LOC118469043|XP_035796402.1|AALB, LOC118469044|XP_035796403.1|AALB
OG0000154	LOC108601228|XP_017844616.2|DBUS	LOC118460594|XP_035780914.1|AALB, LOC118460586|XP_035780900.1|AALB, LOC118456679|XP_035773546.1|AALB, LOC118460599|XP_035780920.1|AALB
OG0000157	LOC108595635|XP_017836395.1|DBUS, LOC108595680|XP_017836448.1|DBUS, LOC108595632|XP_017836390.1|DBUS, LOC108595528|XP_017836272.1|DBUS	LOC118464455|XP_035787735.1|AALB, LOC118464454|XP_035787734.1|AALB
OG0000158	LOC108595174|XP_017835840.1|DBUS, LOC108598137|XP_017840243.2|DBUS, LOC108599375|XP_017841670.2|DBUS	LOC118460884|XP_035781520.1|AALB, LOC118460883|XP_035781519.1|AALB, LOC118460486|XP_035780727.1|AALB, LOC118460485|XP_035780726.1|AALB
OG0000159	LOC108601113|XP_017844521.2|DBUS	LOC118467617|XP_035794214.1|AALB, LOC118466025|XP_035790738.1|AALB, LOC118466026|XP_035790739.1|AALB
OG0000159	LOC108600352|XP_017843365.1|DBUS, LOC108600784|XP_017844045.2|DBUS	LOC118467615|XP_035794210.1|AALB
OG0000160	LOC117134623|XP_033150023.1|DBUS, LOC108604426|XP_017849383.1|DBUS	LOC118468803|XP_035795905.1|AALB, LOC118463490|XP_035785973.1|AALB, LOC118459593|XP_035779014.1|AALB, LOC118458011|XP_035776002.1|AALB
OG0000162	LOC108607969|XP_017854592.1|DBUS, LOC108597784|XP_017839987.1|DBUS, LOC108607792|XP_033150876.1|DBUS	LOC118459995|XP_035779789.1|AALB, LOC118459994|XP_035779785.1|AALB
OG0000163	LOC108599070|XP_017841346.2|DBUS, LOC108603638|XP_017848088.1|DBUS	LOC118465174|XP_035789029.1|AALB, LOC118466751|XP_035792341.1|AALB, LOC118464335|XP_035787546.1|AALB, LOC118464334|XP_035787545.1|AALB
OG0000164	LOC108601023|XP_017844387.1|DBUS	LOC118466740|XP_035792318.1|AALB
OG0000165	LOC108607067|XP_017853172.1|DBUS	LOC118466108|XP_035790926.1|AALB
OG0000166	LOC108596342|XP_017837485.1|DBUS	LOC118467357|XP_035793649.1|AALB
OG0000166	LOC117134998|XP_033150624.1|DBUS	LOC118464605|XP_035787942.1|AALB, LOC118459588|XP_035779009.1|AALB, LOC118463382|XP_035785811.1|AALB, LOC118465186|XP_035789048.1|AALB
OG0000169	LOC108604060|XP_017848812.1|DBUS	LOC118462696|XP_035784516.1|AALB, LOC118462698|XP_035784519.1|AALB
OG0000170	LOC108594386|XP_017835039.1|DBUS	LOC118459303|XP_035778444.1|AALB, LOC118459300|XP_035778442.1|AALB
OG0000171	LOC108606868|XP_017852882.2|DBUS	LOC118461368|XP_035782508.1|AALB
OG0000171	LOC108597130|XP_033150794.1|DBUS	LOC118460225|XP_035780245.1|AALB
OG0000171	LOC117134931|XP_033150352.1|DBUS	LOC118458772|XP_035777465.1|AALB
OG0000172	LOC108599907|XP_017842591.2|DBUS, LOC108599906|XP_017842589.1|DBUS, LOC108604850|XP_017849959.1|DBUS, LOC108600470|XP_017843569.2|DBUS	LOC118466457|XP_035791698.1|AALB
OG0000173	LOC108595966|XP_017836742.1|DBUS, LOC108597066|XP_017838880.1|DBUS, LOC108597068|XP_017838883.1|DBUS, LOC108597067|XP_017838882.1|DBUS	LOC118457021|XP_035774148.1|AALB, LOC118457019|XP_035774144.1|AALB
OG0000174	LOC108594728|XP_017835356.1|DBUS, LOC108605156|XP_017850227.1|DBUS, LOC108595968|XP_017836744.1|DBUS	LOC118468685|XP_035795692.1|AALB, LOC118458601|XP_035777171.1|AALB
OG0000175	LOC108604206|XP_017849055.1|DBUS	LOC118460779|XP_035781277.1|AALB
OG0000175	LOC108603647|XP_017848100.1|DBUS, LOC108603650|XP_017848106.1|DBUS	LOC118460374|XP_035780520.1|AALB, LOC118460373|XP_035780519.1|AALB, LOC118460382|XP_035780534.1|AALB
OG0000177	LOC108606425|XP_017852017.1|DBUS, LOC108604536|XP_017849540.1|DBUS	LOC118460956|XP_035781628.1|AALB
OG0000177	LOC108604406|XP_017849360.1|DBUS	LOC118460236|XP_035780283.1|AALB
OG0000179	LOC108597113|XP_017838978.1|DBUS, LOC108595307|XP_017836013.1|DBUS	LOC118467687|XP_035794354.1|AALB
OG0000179	LOC108608474|XP_017855351.2|DBUS	LOC118464344|XP_035787555.1|AALB
OG0000181	LOC108602410|XP_017846011.1|DBUS	LOC118464110|XP_035787091.1|AALB, LOC118460679|XP_035781067.1|AALB
OG0000182	LOC108603930|XP_017848614.1|DBUS	LOC118460396|XP_035780566.1|AALB
OG0000182	LOC108603929|XP_017848613.1|DBUS, LOC108603928|XP_033149798.1|DBUS, LOC117134833|XP_033149799.1|DBUS	LOC118460395|XP_035780565.1|AALB
OG0000183	LOC108605805|XP_017851100.1|DBUS, LOC108599037|XP_017841306.1|DBUS, LOC108600857|XP_017844149.1|DBUS	LOC118466280|XP_035791250.1|AALB
OG0000184	LOC108607593|XP_017853984.2|DBUS, LOC108595343|XP_017836058.2|DBUS, LOC108603832|XP_017848462.1|DBUS, LOC108595353|XP_017836069.2|DBUS	LOC118461577|XP_035782961.1|AALB, LOC118461579|XP_035782963.1|AALB, LOC118461580|XP_035782964.1|AALB, LOC118461576|XP_035782960.1|AALB, LOC118461578|XP_035782962.1|AALB, LOC118463680|XP_035786338.1|AALB, LOC118465594|XP_035789853.1|AALB
OG0000185	LOC108596311|XP_017837406.1|DBUS, LOC108596312|XP_033149094.1|DBUS, LOC108596356|XP_017837507.1|DBUS, LOC108604263|XP_017849147.1|DBUS	LOC118463262|XP_035785626.1|AALB
OG0000186	LOC108595504|XP_017836246.1|DBUS, LOC108605031|XP_017850087.1|DBUS, LOC108605659|XP_017850934.1|DBUS	LOC118464881|XP_035788517.1|AALB
OG0000188	LOC108601996|XP_017845483.1|DBUS, LOC108606976|XP_033150213.1|DBUS, LOC108605872|XP_017851175.1|DBUS	LOC118467332|XP_035793620.1|AALB, LOC118456213|XP_035772682.1|AALB, LOC118466053|XP_035790785.1|AALB
OG0000189	LOC108608399|XP_033149306.1|DBUS	LOC118468673|XP_035795650.1|AALB, LOC118456425|XP_035773076.1|AALB
OG0000189	LOC108606397|XP_033150201.1|DBUS	LOC118456554|XP_035773316.1|AALB
OG0000190	LOC108606651|XP_017852456.1|DBUS	LOC118468983|XP_035796273.1|AALB
OG0000191	LOC108594796|XP_017835424.2|DBUS, LOC108596680|XP_017838179.1|DBUS, LOC108601802|XP_017845227.1|DBUS	LOC118465744|XP_035790100.1|AALB, LOC118464519|XP_035787848.1|AALB, LOC118464516|XP_035787846.1|AALB, LOC118465387|XP_035789476.1|AALB, LOC118466709|XP_035792257.1|AALB
OG0000191	LOC108596473|XP_017837722.1|DBUS, LOC108597225|XP_017839158.2|DBUS	LOC118458838|XP_035777632.1|AALB
OG0000192	LOC108601595|XP_017844984.1|DBUS, LOC108601596|XP_017844985.1|DBUS, LOC108598210|XP_017840316.1|DBUS, LOC108598209|XP_017840315.1|DBUS	LOC118456678|XP_035773544.1|AALB, LOC118457586|XP_035775167.1|AALB, LOC118468714|XP_035795736.1|AALB
OG0000193	LOC108607929|XP_017854533.2|DBUS, LOC108596787|XP_017838811.2|DBUS, LOC108607928|XP_017854532.2|DBUS, LOC108598244|XP_033149407.1|DBUS, LOC108600071|XP_017842914.1|DBUS	LOC118465386|XP_035789474.1|AALB, LOC118465820|XP_035790299.1|AALB
OG0000196	LOC108607726|XP_033150776.1|DBUS, LOC108594409|XP_017835066.1|DBUS	LOC118457422|XP_035774896.1|AALB
OG0000196	LOC108594562|XP_033149751.1|DBUS	LOC118458110|XP_035776177.1|AALB, LOC118459601|XP_035779042.1|AALB, LOC118458109|XP_035776176.1|AALB
OG0000197	LOC108606246|XP_017851680.1|DBUS	LOC118457771|XP_035775491.1|AALB
OG0000197	LOC108606249|XP_017851683.1|DBUS	LOC118457770|XP_035775490.1|AALB
OG0000197	LOC108606244|XP_017851677.1|DBUS	LOC118457772|XP_035775494.1|AALB
OG0000200	LOC108601533|XP_033150111.1|DBUS, LOC108604445|XP_017849414.1|DBUS	LOC118466489|XP_035791784.1|AALB
OG0000201	LOC108602544|XP_017846166.1|DBUS, LOC108602234|XP_017845771.1|DBUS	LOC118467190|XP_035793290.1|AALB, LOC118467191|XP_035793293.1|AALB, LOC118458963|XP_035777838.1|AALB
OG0000202	LOC108604363|XP_017849293.1|DBUS	LOC118457260|XP_035774542.1|AALB
OG0000203	LOC108597598|XP_017839708.1|DBUS, LOC108595249|XP_033148927.1|DBUS, LOC108595388|XP_017836103.1|DBUS, LOC108595150|XP_017835805.1|DBUS	LOC118456278|XP_035772784.1|AALB
OG0000205	LOC108601640|XP_017845029.1|DBUS, LOC108603112|XP_017847106.1|DBUS	LOC118461377|XP_035782521.1|AALB, LOC118459473|XP_035778778.1|AALB, LOC118459474|XP_035778779.1|AALB, LOC118459476|XP_035778781.1|AALB, LOC118461694|XP_035783206.1|AALB, LOC118459475|XP_035778780.1|AALB
OG0000206	LOC108595407|XP_017836121.1|DBUS	LOC118465519|XP_035789735.1|AALB
OG0000206	LOC108595462|XP_017836194.1|DBUS	LOC118465019|XP_035788769.1|AALB
OG0000207	LOC108600523|XP_017843656.1|DBUS	LOC118465577|XP_035789838.1|AALB, LOC118466975|XP_035792780.1|AALB
OG0000210	LOC117134660|XP_033148934.1|DBUS, LOC108595224|XP_033148937.1|DBUS, LOC108606329|XP_017851839.1|DBUS	LOC118463100|XP_035785291.1|AALB
OG0000211	LOC108602628|XP_017846257.1|DBUS	LOC118468773|XP_035795848.1|AALB
OG0000212	LOC108608485|XP_017855370.2|DBUS, LOC108608403|XP_033150034.1|DBUS	LOC118460757|XP_035781247.1|AALB, LOC118460754|XP_035781234.1|AALB
OG0000213	LOC108594606|XP_033149107.1|DBUS	LOC118459369|XP_035778561.1|AALB, LOC118460488|XP_035780732.1|AALB, LOC118460489|XP_035780735.1|AALB, LOC118459207|XP_035778275.1|AALB, LOC118458019|XP_035776017.1|AALB
OG0000214	LOC108606975|XP_017853033.1|DBUS, LOC108596628|XP_017838064.1|DBUS, LOC108601296|XP_017844685.1|DBUS, LOC108603573|XP_017847986.1|DBUS, LOC108602101|XP_017845614.1|DBUS	LOC118467672|XP_035794321.1|AALB
OG0000215	LOC108598282|XP_017840387.2|DBUS, LOC108598738|XP_017840960.2|DBUS, LOC108598613|XP_017840801.2|DBUS	LOC118468779|XP_035795863.1|AALB, LOC118462730|XP_035784568.1|AALB, LOC118462732|XP_035784573.1|AALB
OG0000216	LOC108605339|XP_017850498.1|DBUS, LOC108604923|XP_017849981.1|DBUS	LOC118457270|XP_035774557.1|AALB
OG0000217	LOC108606945|XP_017852990.1|DBUS	LOC118458201|XP_035776338.1|AALB
OG0000217	LOC108597764|XP_017839969.1|DBUS, LOC108605537|XP_017850778.1|DBUS	LOC118467404|XP_035793771.1|AALB
OG0000218	LOC108601093|XP_017844496.1|DBUS, LOC108607617|XP_017854019.1|DBUS, LOC108607951|XP_033149953.1|DBUS, LOC117135054|XP_033150846.1|DBUS	LOC118461977|XP_035783797.1|AALB
OG0000219	LOC108595679|XP_017836447.1|DBUS, LOC108597630|XP_017839764.1|DBUS, LOC108595034|XP_017835664.1|DBUS	LOC118464108|XP_035787088.1|AALB
OG0000220	LOC108599185|XP_017841469.1|DBUS, LOC108599087|XP_017841365.1|DBUS, LOC108599184|XP_017841467.2|DBUS	LOC118465628|XP_035789923.1|AALB, LOC118465644|XP_035789946.1|AALB
OG0000221	LOC108596710|XP_017838225.1|DBUS, LOC108602360|XP_017845949.1|DBUS, LOC108596708|XP_017838221.1|DBUS	LOC118467167|XP_035793221.1|AALB, LOC118467169|XP_035793228.1|AALB
OG0000222	LOC108602736|XP_017846377.1|DBUS	LOC118460977|XP_035781684.1|AALB, LOC118462726|XP_035784563.1|AALB
OG0000224	LOC108596248|XP_017837289.1|DBUS	LOC118468430|XP_035795085.1|AALB, LOC118467500|XP_035793947.1|AALB, LOC118458051|XP_035776068.1|AALB, LOC118458050|XP_035776067.1|AALB
OG0000225	LOC108601520|XP_017844909.1|DBUS, LOC108601519|XP_017844908.1|DBUS, LOC108601518|XP_017844907.1|DBUS	LOC118459285|XP_035778422.1|AALB, LOC118457267|XP_035774552.1|AALB
OG0000226	LOC108598133|XP_033149376.1|DBUS, LOC108599636|XP_017842097.1|DBUS	LOC118466994|XP_035792810.1|AALB
OG0000228	LOC117134692|XP_033149088.1|DBUS, LOC108595683|XP_017836453.1|DBUS, LOC108601711|XP_017845119.2|DBUS	LOC118460769|XP_035781258.1|AALB
OG0000229	LOC108601281|XP_033149806.1|DBUS	LOC118457114|XP_035774307.1|AALB
OG0000229	LOC108604396|XP_017849343.1|DBUS	LOC118463085|XP_035785251.1|AALB
OG0000230	LOC108596665|XP_017838157.1|DBUS	LOC118467971|XP_035794850.1|AALB, LOC118467972|XP_035794851.1|AALB, LOC118464609|XP_035787947.1|AALB, LOC118467969|XP_035794844.1|AALB, LOC118467970|XP_035794845.1|AALB
OG0000232	LOC108601850|XP_017845285.1|DBUS, LOC108597675|XP_017839837.1|DBUS	LOC118467581|XP_035794123.1|AALB
OG0000233	LOC108601436|XP_017844823.1|DBUS, LOC108601608|XP_033150001.1|DBUS, LOC108604757|XP_017849834.1|DBUS	LOC118460317|XP_035780420.1|AALB
OG0000235	LOC108601263|XP_017844652.1|DBUS, LOC108602008|XP_017845499.1|DBUS, LOC108602142|XP_017845663.1|DBUS	LOC118459904|XP_035779626.1|AALB
OG0000236	LOC108607959|XP_017854576.1|DBUS, LOC108594464|XP_017835133.1|DBUS, LOC117134921|XP_033150316.1|DBUS	LOC118461174|XP_035782077.1|AALB
OG0000237	LOC108597399|XP_017839424.1|DBUS	LOC118467602|XP_035794187.1|AALB
OG0000237	LOC108605806|XP_033150310.1|DBUS, LOC108606551|XP_017852241.1|DBUS	LOC118465408|XP_035789523.1|AALB
OG0000238	LOC108595906|XP_033151012.1|DBUS, LOC108595855|XP_033150211.1|DBUS	LOC118456455|XP_035773124.1|AALB
OG0000239	LOC108604157|XP_017848969.1|DBUS	LOC118461994|XP_035783823.1|AALB
OG0000240	LOC108602004|XP_017845494.1|DBUS, LOC108603890|XP_017848553.1|DBUS, LOC108604460|XP_017849428.1|DBUS	LOC118463527|XP_035786029.1|AALB
OG0000246	LOC108594741|XP_017835368.1|DBUS, LOC108594884|XP_017835511.1|DBUS, LOC108594698|XP_017835327.1|DBUS	LOC118462724|XP_035784561.1|AALB
OG0000247	LOC108601322|XP_017844710.1|DBUS, LOC108602035|XP_017845532.1|DBUS, LOC108601647|XP_017845035.1|DBUS, LOC108600390|XP_017843426.1|DBUS, LOC108601321|XP_017844709.1|DBUS	LOC118466761|XP_035792368.1|AALB, LOC118464583|XP_035787919.1|AALB
OG0000248	LOC108600497|XP_017843620.2|DBUS, LOC108598837|XP_017841079.2|DBUS, LOC108595382|XP_017836097.1|DBUS	LOC118465359|XP_035789424.1|AALB, LOC118465284|XP_035789221.1|AALB
OG0000249	LOC108607548|XP_017853925.1|DBUS, LOC108607547|XP_017853924.1|DBUS, LOC108607544|XP_017853918.1|DBUS	LOC118468915|XP_035796116.1|AALB
OG0000250	LOC108608188|XP_017854941.2|DBUS, LOC108594214|XP_017834810.2|DBUS, LOC108594449|XP_017835113.1|DBUS	LOC118460851|XP_035781447.1|AALB
OG0000251	LOC108607126|XP_017853253.1|DBUS, LOC108595567|XP_017836317.1|DBUS, LOC108599778|XP_017842321.2|DBUS	LOC118459610|XP_035779060.1|AALB
OG0000255	Cyp6g1|NP_001352255.1|DBUS	LOC118463358|XP_035785766.1|AALB
OG0000256	LOC108596849|XP_017838468.1|DBUS, LOC108595494|XP_017836236.1|DBUS, LOC108595354|XP_017836066.1|DBUS, LOC108595440|XP_017836163.1|DBUS, LOC108597563|XP_017839661.1|DBUS	LOC118461961|XP_035783759.1|AALB
OG0000257	LOC108595574|XP_017836324.1|DBUS, LOC108606343|XP_017851876.1|DBUS	LOC118467824|XP_035794606.1|AALB
OG0000262	LOC108596898|XP_017838577.1|DBUS	LOC118465598|XP_035789861.1|AALB
OG0000263	LOC108595634|XP_017836394.1|DBUS	LOC118457627|XP_035775237.1|AALB
OG0000264	LOC108606513|XP_017852170.2|DBUS, LOC108607069|XP_017853175.1|DBUS, LOC108604425|XP_017849379.1|DBUS	LOC118456946|XP_035774010.1|AALB
OG0000267	LOC108604393|XP_017849340.1|DBUS, LOC108602225|XP_017845761.1|DBUS, LOC108601580|XP_017844968.2|DBUS	LOC118456340|XP_035772890.1|AALB, LOC118460691|XP_035781097.1|AALB
OG0000268	LOC108603747|XP_033149915.1|DBUS	LOC118458803|XP_035777561.1|AALB, LOC118458480|XP_035776915.1|AALB
OG0000268	LOC108603749|XP_017848312.1|DBUS	LOC118456155|XP_035772568.1|AALB
OG0000269	LOC108601343|XP_017844731.1|DBUS, LOC108604565|XP_017849583.1|DBUS	LOC118460732|XP_035781182.1|AALB
OG0000269	LOC108604432|XP_017849394.1|DBUS	LOC118463979|XP_035786884.1|AALB
OG0000271	LOC108608211|XP_017854975.1|DBUS, LOC108597000|XP_033148918.1|DBUS, LOC108596713|XP_017838235.1|DBUS	LOC118457742|XP_035775447.1|AALB
OG0000272	LOC108600005|XP_033149738.1|DBUS	LOC118459704|XP_035779240.1|AALB
OG0000272	LOC108607367|XP_017853570.1|DBUS	LOC118458822|XP_035777589.1|AALB
OG0000273	LOC108603603|XP_017848039.1|DBUS, LOC108603265|XP_017847410.1|DBUS	LOC118459186|XP_035778237.1|AALB
OG0000279	LOC108599491|XP_017841827.1|DBUS, LOC108599490|XP_017841826.1|DBUS	LOC118457535|XP_035775080.1|AALB
OG0000280	LOC108599614|XP_017842059.1|DBUS, LOC108599613|XP_017842058.2|DBUS, LOC108599612|XP_017842057.2|DBUS	LOC118465406|XP_035789520.1|AALB
OG0000281	LOC108600830|XP_017844112.1|DBUS, LOC108605843|XP_017851140.1|DBUS, LOC108605876|XP_017851178.2|DBUS	LOC118463033|XP_035785169.1|AALB
OG0000283	LOC108595850|XP_017836630.1|DBUS	LOC118456993|XP_035774101.1|AALB
OG0000283	LOC108602940|XP_017846772.1|DBUS	LOC118460078|XP_035779989.1|AALB, LOC118465620|XP_035789901.1|AALB
OG0000284	LOC108608330|XP_033150746.1|DBUS	LOC118456654|XP_035773486.1|AALB, LOC118457513|XP_035775048.1|AALB
OG0000284	LOC108601971|XP_017845456.1|DBUS	LOC118456325|XP_035772869.1|AALB
OG0000285	LOC108594943|XP_033150972.1|DBUS	LOC118461890|XP_035783636.1|AALB, LOC118461891|XP_035783637.1|AALB, LOC118461889|XP_035783635.1|AALB
OG0000292	LOC108597234|XP_017839171.1|DBUS, LOC108595235|XP_017835923.1|DBUS	LOC118458193|XP_035776331.1|AALB
OG0000292	LOC108600482|XP_017843590.2|DBUS	LOC118466086|XP_035790881.1|AALB
OG0000293	LOC108602452|XP_017846064.1|DBUS, LOC108602087|XP_017845599.1|DBUS, LOC108608424|XP_017855280.1|DBUS	LOC118458384|XP_035776683.1|AALB, LOC118458383|XP_035776682.1|AALB
OG0000294	LOC108607718|XP_033150716.1|DBUS, LOC117134860|XP_033150003.1|DBUS	LOC118456814|XP_035773797.1|AALB, LOC118468979|XP_035796254.1|AALB
OG0000294	LOC108606227|XP_033150271.1|DBUS	LOC118461686|XP_035783177.1|AALB
OG0000295	LOC108595275|XP_017835976.1|DBUS, LOC108602244|XP_017845783.1|DBUS, LOC108596275|XP_017837334.1|DBUS, LOC108604963|XP_017850022.1|DBUS	LOC118456232|XP_035772707.1|AALB
OG0000296	LOC108603060|XP_017846990.1|DBUS, LOC108598660|XP_017840861.1|DBUS, LOC108605786|XP_017851078.1|DBUS	LOC118459752|XP_035779338.1|AALB
OG0000299	LOC108604113|XP_017848885.1|DBUS, LOC108601680|XP_017845078.2|DBUS, LOC108603624|XP_033149913.1|DBUS	LOC118456482|XP_035773190.1|AALB
OG0000301	LOC108607337|XP_017853509.1|DBUS	LOC118468533|XP_035795304.1|AALB
OG0000301	LOC108608553|XP_033150214.1|DBUS	LOC118457078|XP_035774254.1|AALB
OG0000302	LOC108598818|XP_017841053.1|DBUS, LOC108598782|XP_017841011.1|DBUS	LOC118459400|XP_035778602.1|AALB, LOC118459398|XP_035778601.1|AALB, LOC118459397|XP_035778600.1|AALB
OG0000303	LOC108599341|XP_017841633.1|DBUS, LOC108600216|XP_017843130.1|DBUS	LOC118456975|XP_035774065.1|AALB
OG0000304	LOC108606815|XP_017852782.1|DBUS, LOC108601282|XP_017844670.1|DBUS, LOC108602405|XP_033150048.1|DBUS	LOC118460759|XP_035781250.1|AALB
OG0000305	LOC108598239|XP_033150646.1|DBUS	LOC118467939|XP_035794801.1|AALB, LOC118464387|XP_035787625.1|AALB, LOC118464933|XP_035788598.1|AALB
OG0000306	LOC108595190|XP_017835861.1|DBUS, LOC108594493|XP_017835176.2|DBUS, LOC117134656|XP_033148912.1|DBUS, LOC108606953|XP_017852998.1|DBUS	LOC118458846|XP_035777654.1|AALB
OG0000307	LOC108603248|XP_017847376.1|DBUS	LOC118467188|XP_035793291.1|AALB
OG0000307	LOC108603812|XP_017848404.1|DBUS	LOC118457716|XP_035775399.1|AALB
OG0000310	LOC108606265|XP_017851713.1|DBUS, LOC108595704|XP_017836477.1|DBUS	LOC118461205|XP_035782150.1|AALB
OG0000311	LOC108602230|XP_017845767.1|DBUS, LOC108607070|XP_017853177.1|DBUS	LOC118457548|XP_035775107.1|AALB
OG0000312	LOC108600028|XP_017842837.1|DBUS	LOC118457910|XP_035775797.1|AALB
OG0000312	LOC108608384|XP_017855224.1|DBUS	LOC118456233|XP_035772708.1|AALB, LOC118456142|XP_035772539.1|AALB
OG0000313	LOC108599611|XP_017842056.2|DBUS, LOC108608191|XP_017854947.2|DBUS, LOC108607508|XP_017853861.1|DBUS	LOC118460982|XP_035781692.1|AALB, LOC118460983|XP_035781697.1|AALB, LOC118460981|XP_035781691.1|AALB
OG0000315	LOC108597635|XP_033149461.1|DBUS	LOC118463867|XP_035786677.1|AALB
OG0000320	LOC108601634|XP_017845021.1|DBUS	LOC118456587|XP_035773377.1|AALB
OG0000321	LOC108607372|XP_033149546.1|DBUS	LOC118459417|XP_035778651.1|AALB, LOC118459416|XP_035778650.1|AALB
OG0000322	LOC108606751|XP_017852640.1|DBUS, LOC108605276|XP_017850398.1|DBUS	LOC118456404|XP_035773000.1|AALB
OG0000323	LOC108607579|XP_017853964.1|DBUS, LOC108602072|XP_017845581.1|DBUS	LOC118462892|XP_035784878.1|AALB
OG0000324	LOC108597753|XP_017839951.1|DBUS	LOC118465270|XP_035789193.1|AALB
OG0000325	LOC108598987|XP_017841252.1|DBUS, LOC108598979|XP_017841243.1|DBUS	LOC118465329|XP_035789367.1|AALB, LOC118465002|XP_035788742.1|AALB
OG0000331	LOC108594354|XP_017835000.1|DBUS	LOC118464485|XP_035787804.1|AALB
OG0000332	LOC108598925|XP_017841179.2|DBUS	LOC118463774|XP_035786480.1|AALB
OG0000332	LOC108605737|XP_017851021.1|DBUS	LOC118461988|XP_035783816.1|AALB
OG0000333	LOC108598445|XP_017840570.1|DBUS	LOC118464564|XP_035787897.1|AALB, LOC118464859|XP_035788465.1|AALB, LOC118463099|XP_035785289.1|AALB
OG0000334	LOC108597189|XP_017839106.1|DBUS, LOC108597203|XP_017839130.1|DBUS	LOC118457873|XP_035775680.1|AALB
OG0000335	LOC108607652|XP_017854083.2|DBUS, LOC108601633|XP_017845024.1|DBUS	LOC118468636|XP_035795547.1|AALB, LOC118457173|XP_035774397.1|AALB
