Orthogroup	DBUS.longest_only	CQUI.longest_only
OG0000084	LOC108596833|XP_017838444.1|DBUS	LOC6044981|XP_001862405.1|CQUI, LOC6050126|XP_038105300.1|CQUI, LOC6044985|XP_001862409.2|CQUI, LOC6044987|XP_038112285.1|CQUI, LOC6046173|XP_001863404.2|CQUI, LOC6044988|XP_001862412.2|CQUI, LOC6044990|XP_038121275.1|CQUI, LOC6044989|XP_001862413.2|CQUI, LOC6044991|XP_038112291.1|CQUI, LOC6035601|XP_001845751.2|CQUI
OG0000085	LOC108597194|XP_017839111.1|DBUS	LOC6043704|XP_001861330.2|CQUI
OG0000086	LOC108595905|XP_017836685.1|DBUS, LOC108595913|XP_033149146.1|DBUS	LOC6046855|XP_001863974.2|CQUI
OG0000087	LOC108602830|XP_017846606.2|DBUS	LOC6046704|XP_001863865.2|CQUI, LOC6046705|XP_001863866.1|CQUI, LOC6046699|XP_038111910.1|CQUI, LOC6046707|XP_001863868.2|CQUI, LOC6046702|XP_001863863.2|CQUI, LOC6046700|XP_001863862.1|CQUI, LOC6046706|XP_001863867.2|CQUI
OG0000087	LOC108594397|XP_017835055.2|DBUS, LOC108594213|XP_017834809.1|DBUS	LOC6046726|XP_001863885.1|CQUI, LOC6046725|XP_001863884.1|CQUI
OG0000088	LOC108596419|XP_017837625.1|DBUS	LOC6043654|XP_038106206.1|CQUI
OG0000088	LOC108600586|XP_017843752.1|DBUS, LOC108598974|XP_017841236.1|DBUS, LOC108600741|XP_017843975.1|DBUS, LOC108599008|XP_017841274.1|DBUS	LOC119768033|XP_038114253.1|CQUI
OG0000089	LOC108603673|XP_017848160.1|DBUS	LOC6051513|XP_001867948.1|CQUI
OG0000089	LOC108602744|XP_033149214.1|DBUS	LOC6044343|XP_001861873.1|CQUI
OG0000089	LOC108599916|XP_017842604.1|DBUS	LOC6036223|XP_001846298.2|CQUI, LOC6036139|XP_038118377.1|CQUI
OG0000090	LOC108596533|XP_017837911.1|DBUS, LOC108595000|XP_017835621.1|DBUS, LOC108598990|XP_017841255.1|DBUS, LOC108599322|XP_017841614.1|DBUS, LOC108598575|XP_017840751.1|DBUS	LOC6048426|XP_038107457.1|CQUI, LOC6048423|XP_038106295.1|CQUI
OG0000091	LOC108603501|XP_017847855.1|DBUS	LOC6037334|XP_038105758.1|CQUI
OG0000091	LOC108594365|XP_017835015.1|DBUS, LOC108603403|XP_017847679.1|DBUS, LOC108603402|XP_017847678.1|DBUS	LOC6034718|XP_038115256.1|CQUI
OG0000093	LOC108607545|XP_017853920.1|DBUS, LOC108603101|XP_033150841.1|DBUS	LOC6032151|XP_001842804.1|CQUI, LOC6039544|XP_001849142.2|CQUI
OG0000094	LOC108598080|XP_017840183.1|DBUS, LOC108598081|XP_017840184.1|DBUS, LOC108598079|XP_017840182.1|DBUS, LOC108601416|XP_017844804.1|DBUS	LOC6036946|XP_038120531.1|CQUI, LOC6036948|XP_038120528.1|CQUI, LOC6052036|XP_038120533.1|CQUI, LOC119768838|XP_038116183.1|CQUI, LOC6054728|XP_001870597.2|CQUI, LOC6052393|XP_001868672.1|CQUI, LOC6052389|XP_001868673.2|CQUI, LOC6036596|XP_038120440.1|CQUI, LOC6036597|XP_001846629.2|CQUI, LOC6046778|XP_001863915.2|CQUI, LOC6053269|XP_038104508.1|CQUI, LOC6053270|XP_001869386.2|CQUI, LOC6038134|XP_001847967.2|CQUI, LOC6039930|XP_001849428.2|CQUI
OG0000098	LOC108602947|XP_017846786.1|DBUS	LOC6045359|XP_001862746.1|CQUI, LOC6045356|XP_038104997.1|CQUI
OG0000099	LOC108606666|XP_017852484.1|DBUS	LOC6042285|XP_001851422.2|CQUI, LOC6054549|XP_038116742.1|CQUI, LOC6042289|XP_038114746.1|CQUI
OG0000101	LOC108600820|XP_017844099.2|DBUS, LOC108597898|XP_017840006.1|DBUS, LOC108597897|XP_017840005.1|DBUS, LOC117134769|XP_033149322.1|DBUS, LOC108597899|XP_017840007.1|DBUS, LOC117134798|XP_033149601.1|DBUS	LOC6031031|XP_038120612.1|CQUI
OG0000102	LOC108596624|XP_017838058.1|DBUS	LOC6042849|XP_038117049.1|CQUI, LOC6037140|XP_001847080.2|CQUI, LOC6036514|XP_038106639.1|CQUI, LOC6050891|XP_001867414.2|CQUI, LOC6050894|XP_038117044.1|CQUI
OG0000102	LOC108594981|XP_017835603.1|DBUS	LOC6039374|XP_038104844.1|CQUI
OG0000103	LOC108598786|XP_017841018.2|DBUS, LOC108598520|XP_017840689.2|DBUS, LOC108596814|XP_017838418.1|DBUS	LOC6045942|XP_001863219.2|CQUI, LOC6040622|XP_001849990.2|CQUI, LOC6040623|XP_001849991.2|CQUI, LOC6040621|XP_001849989.2|CQUI, LOC6051635|XP_038111149.1|CQUI
OG0000104	LOC108600531|XP_017843673.2|DBUS, LOC108599046|XP_017841315.1|DBUS	LOC6050831|XP_038120913.1|CQUI, LOC6053183|XP_038120915.1|CQUI
OG0000105	LOC117134791|XP_033149540.1|DBUS, LOC108601437|XP_017844824.1|DBUS	LOC6047452|XP_038116619.1|CQUI
OG0000109	LOC108594532|XP_017835224.1|DBUS	LOC6033915|XP_038109440.1|CQUI, LOC6033917|XP_001844306.2|CQUI, LOC6033910|XP_001844299.2|CQUI, LOC6033911|XP_001844300.2|CQUI, LOC6031197|XP_001842037.2|CQUI, LOC6033913|XP_001844302.2|CQUI
OG0000109	LOC108598653|XP_033149257.1|DBUS	LOC6033920|XP_038105634.1|CQUI, LOC6033912|XP_001844301.1|CQUI
OG0000110	LOC108597992|XP_017840097.1|DBUS, LOC108598723|XP_017840942.1|DBUS, LOC108597993|XP_017840098.1|DBUS, LOC108597995|XP_033149356.1|DBUS, LOC108598479|XP_017840618.1|DBUS	LOC6043136|XP_001856160.2|CQUI, LOC6043134|XP_001856143.2|CQUI, LOC6043130|XP_001856154.2|CQUI
OG0000111	LOC108595291|XP_017835993.1|DBUS, LOC108595741|XP_017836516.1|DBUS	LOC6047827|XP_001864828.1|CQUI, LOC6045849|XP_001863137.1|CQUI, LOC6045843|XP_001863132.1|CQUI, LOC6045847|XP_001863135.1|CQUI, LOC119768008|XP_038114190.1|CQUI, LOC6053278|XP_038106379.1|CQUI
OG0000112	LOC108605061|XP_017850117.1|DBUS, LOC108605050|XP_017850107.1|DBUS, LOC108606017|XP_017851332.1|DBUS, LOC108605875|XP_017851177.1|DBUS, LOC108606748|XP_017852636.1|DBUS	LOC6049010|XP_001865843.2|CQUI, LOC6049009|XP_001865842.2|CQUI
OG0000113	LOC108604575|XP_017849595.1|DBUS, LOC108600652|XP_017843838.2|DBUS	LOC6046965|XP_001864079.2|CQUI, LOC6044592|XP_001862083.2|CQUI
OG0000117	LOC108602137|XP_017845657.1|DBUS, LOC108603069|XP_017847020.1|DBUS, LOC108603222|XP_017845754.1|DBUS, LOC108603273|XP_033150795.1|DBUS	LOC6044863|XP_001862308.2|CQUI, LOC6044862|XP_001862307.2|CQUI
OG0000118	LOC108606418|XP_017852007.1|DBUS, LOC108606874|XP_017852886.1|DBUS, LOC108601705|XP_017845108.1|DBUS	LOC6033809|XP_001844207.2|CQUI, LOC6033806|XP_001844204.2|CQUI, LOC6033808|XP_001844206.2|CQUI, LOC6033807|XP_001844205.2|CQUI, LOC6041750|XP_038121892.1|CQUI, LOC6053902|XP_001869908.1|CQUI, LOC6053959|XP_001869955.1|CQUI
OG0000119	LOC108604291|XP_017849192.1|DBUS, LOC108602574|XP_017846201.1|DBUS, LOC108602566|XP_017846189.1|DBUS	LOC6044949|XP_001862378.2|CQUI, LOC6046977|XP_001864093.2|CQUI, LOC119769962|XP_038119808.1|CQUI, LOC6046996|XP_038106290.1|CQUI, LOC6033931|XP_001844320.2|CQUI
OG0000120	LOC108597208|XP_017839139.1|DBUS, LOC108605238|XP_017850340.1|DBUS	LOC6045947|XP_001863227.1|CQUI
OG0000120	LOC108596912|XP_017838608.1|DBUS	LOC6036207|XP_038120021.1|CQUI
OG0000121	LOC108601261|XP_017844649.1|DBUS, LOC108602587|XP_017846215.1|DBUS, LOC108606058|XP_017851394.1|DBUS, LOC108602647|XP_017846282.1|DBUS	LOC6033966|XP_001844354.1|CQUI
OG0000122	LOC108595833|XP_017836616.1|DBUS, LOC108605338|XP_033150253.1|DBUS, LOC108594762|XP_017835390.1|DBUS, LOC108605067|XP_017850560.1|DBUS	LOC6053007|XP_038121709.1|CQUI, LOC6045479|XP_038121706.1|CQUI
OG0000123	LOC108595656|XP_017836420.1|DBUS, LOC108602509|XP_017846128.1|DBUS	LOC6053923|XP_001869927.2|CQUI, LOC6038440|XP_038105029.1|CQUI
OG0000124	LOC108604295|XP_017849198.1|DBUS, LOC108608486|XP_017855371.1|DBUS, LOC108604296|XP_017849202.1|DBUS, LOC108604834|XP_017849938.1|DBUS, LOC108597695|XP_017839860.1|DBUS, LOC108595612|XP_017836365.1|DBUS, LOC108595661|XP_017836427.1|DBUS, LOC108595486|XP_017836226.1|DBUS	LOC6034071|XP_001844446.1|CQUI
OG0000125	LOC108604285|XP_017849183.1|DBUS	LOC6045001|XP_038105443.1|CQUI
OG0000126	LOC108602652|XP_017846288.1|DBUS, LOC108602032|XP_017845528.2|DBUS	LOC119766922|XP_038109348.1|CQUI, LOC119767501|XP_038112167.1|CQUI, LOC6035903|XP_001846016.1|CQUI
OG0000127	LOC108602433|XP_017846041.1|DBUS, LOC108602111|XP_017845625.1|DBUS, LOC108602067|XP_017845575.1|DBUS	LOC6037843|XP_038111453.1|CQUI
OG0000128	LOC108594863|XP_017835491.2|DBUS, LOC108596258|XP_017837304.2|DBUS, LOC108596561|XP_017837951.1|DBUS	LOC6043355|XP_038120797.1|CQUI
OG0000129	LOC108606979|XP_017853037.1|DBUS, LOC108598557|XP_017840732.2|DBUS, LOC108600868|XP_017844168.1|DBUS, LOC108606980|XP_017853040.1|DBUS	LOC6040494|XP_038119684.1|CQUI
OG0000130	LOC108598755|XP_017840979.2|DBUS, LOC108598612|XP_017840799.1|DBUS, LOC108598191|XP_033149343.1|DBUS, LOC108598190|XP_033149405.1|DBUS, LOC108600450|XP_017843526.1|DBUS, LOC108598634|XP_017840826.2|DBUS, LOC117134616|XP_033149472.1|DBUS, LOC117134652|XP_033149629.1|DBUS	LOC6037744|XP_001847624.2|CQUI
OG0000132	LOC108608030|XP_017854696.1|DBUS, LOC108608029|XP_017854695.2|DBUS, LOC108602868|XP_017846646.1|DBUS	LOC6031739|XP_001842458.2|CQUI, LOC6047828|XP_038122241.1|CQUI, LOC6046245|XP_001863473.2|CQUI
OG0000134	LOC108603028|XP_017846927.1|DBUS	LOC6052953|XP_038113348.1|CQUI
OG0000134	LOC108597009|XP_017838780.1|DBUS	LOC6033339|XP_001843803.1|CQUI
OG0000137	LOC108603879|XP_017848540.1|DBUS	LOC6042021|XP_038106251.1|CQUI
OG0000137	LOC108599893|XP_017842571.1|DBUS	LOC6050896|XP_001867417.2|CQUI, LOC6048049|XP_001865019.2|CQUI
OG0000139	LOC108599313|XP_017841605.1|DBUS, LOC108599329|XP_017841624.1|DBUS, LOC108605895|XP_017851200.1|DBUS	LOC6040185|XP_001849635.2|CQUI
OG0000140	LOC108601804|XP_017845230.1|DBUS, LOC108594824|XP_017835451.2|DBUS, LOC108594828|XP_033149205.1|DBUS, LOC108595108|XP_033148936.1|DBUS, LOC108597603|XP_033149082.1|DBUS, LOC108594825|XP_033149038.1|DBUS, LOC108595109|XP_017835759.1|DBUS, LOC108597602|XP_017839714.1|DBUS	LOC6041558|XP_038112888.1|CQUI, LOC6041579|XP_001850789.2|CQUI, LOC6041547|XP_001850792.2|CQUI, LOC119766314|XP_038106714.1|CQUI, LOC119767434|XP_038111961.1|CQUI, LOC6035171|XP_038113706.1|CQUI, LOC6032065|XP_001842731.2|CQUI, LOC6032062|XP_001842728.2|CQUI, LOC6032063|XP_001842729.2|CQUI, LOC6032064|XP_001842730.2|CQUI
OG0000141	LOC108601014|XP_017844377.1|DBUS, LOC108601015|XP_017844378.1|DBUS, LOC108598911|XP_017841162.1|DBUS	LOC6030837|XP_001841701.2|CQUI
OG0000142	LOC108602123|XP_017845639.1|DBUS	LOC6039236|XP_038120121.1|CQUI
OG0000142	LOC108603285|XP_017847441.1|DBUS	LOC6044332|XP_038109956.1|CQUI
OG0000142	LOC108605452|XP_017850626.2|DBUS	LOC6048699|XP_038103996.1|CQUI
OG0000143	LOC108599728|XP_017842219.1|DBUS	LOC6041351|XP_038120395.1|CQUI
OG0000143	LOC108599729|XP_017842220.1|DBUS	LOC6035677|XP_001845811.2|CQUI, LOC6035675|XP_038108137.1|CQUI, LOC6035038|XP_001845280.2|CQUI, LOC6035039|XP_001845281.2|CQUI, LOC6035847|XP_001845963.1|CQUI, LOC6035846|XP_001845962.2|CQUI, LOC6035849|XP_001845965.2|CQUI
OG0000144	LOC108604352|XP_017849272.1|DBUS	LOC6048354|XP_038114540.1|CQUI
OG0000144	LOC108607001|XP_017853067.1|DBUS	LOC6039460|XP_038119712.1|CQUI
OG0000144	LOC108594255|XP_033150587.1|DBUS	LOC6045045|XP_038109682.1|CQUI
OG0000145	LOC108607135|XP_017853261.1|DBUS, LOC108608037|XP_017854707.2|DBUS	LOC6034353|XP_001844672.2|CQUI, LOC6034352|XP_001844671.2|CQUI, LOC6034354|XP_001844673.2|CQUI
OG0000147	LOC108608365|XP_017855203.2|DBUS	LOC6042249|XP_001851387.2|CQUI
OG0000147	LOC108602069|XP_017845578.1|DBUS, LOC108602063|XP_017845572.1|DBUS	LOC6040894|XP_001850222.1|CQUI, LOC6040889|XP_001850217.2|CQUI
OG0000148	LOC108596445|XP_017837681.1|DBUS	LOC6031471|XP_038111140.1|CQUI
OG0000148	LOC108608076|XP_017854761.1|DBUS	LOC6034204|XP_001844558.2|CQUI, LOC6037070|XP_001847026.2|CQUI, LOC6037073|XP_001847028.2|CQUI
OG0000149	LOC108607653|XP_017854084.1|DBUS, LOC108606918|XP_017852948.1|DBUS	LOC6043192|XP_001857294.2|CQUI, LOC6043193|XP_001857301.1|CQUI, LOC119765102|XP_038104173.1|CQUI, LOC6039903|XP_001849401.2|CQUI, LOC119771195|XP_038122793.1|CQUI, LOC6040317|XP_001849728.2|CQUI, LOC6043197|XP_001857326.2|CQUI, LOC119771197|XP_038122795.1|CQUI, LOC6043198|XP_001857330.2|CQUI, LOC6049956|XP_001866636.2|CQUI, LOC6040329|XP_001849734.1|CQUI, LOC6040328|XP_038116674.1|CQUI, LOC119769966|XP_038119822.1|CQUI, LOC6050689|XP_001867253.2|CQUI, LOC6050688|XP_038122023.1|CQUI, LOC6050687|XP_001867251.2|CQUI
OG0000152	LOC108601725|XP_017845133.1|DBUS, LOC108602388|XP_017845987.1|DBUS, LOC108601385|XP_017844774.1|DBUS, LOC108601817|XP_017845242.1|DBUS, LOC108601386|XP_017844775.1|DBUS, LOC108601816|XP_017845241.1|DBUS, LOC108604169|XP_017848991.1|DBUS, LOC108604171|XP_017848992.1|DBUS	LOC6031785|XP_038110277.1|CQUI
OG0000153	LOC108602243|XP_017845781.1|DBUS, LOC108601757|XP_017845170.1|DBUS, LOC108602141|XP_017845661.1|DBUS	LOC6049015|XP_001865847.2|CQUI, LOC6049018|XP_001865848.2|CQUI, LOC119769723|XP_038119111.1|CQUI, LOC6049029|XP_001865845.2|CQUI, LOC119770684|XP_038121939.1|CQUI, LOC119770580|XP_038121678.1|CQUI
OG0000154	LOC108601228|XP_017844616.2|DBUS	LOC6032257|XP_038121032.1|CQUI, LOC6032255|XP_038121024.1|CQUI, LOC6032258|XP_038121023.1|CQUI
OG0000155	LOC108600838|XP_017844123.1|DBUS, LOC108597991|XP_017840096.1|DBUS	LOC6034669|XP_038106203.1|CQUI, LOC6034668|XP_001844956.2|CQUI, LOC119767849|XP_038113450.1|CQUI, LOC6034667|XP_001844955.1|CQUI
OG0000157	LOC108595635|XP_017836395.1|DBUS, LOC108595680|XP_017836448.1|DBUS, LOC108595632|XP_017836390.1|DBUS, LOC108595528|XP_017836272.1|DBUS	LOC6050381|XP_001867001.1|CQUI, LOC6050383|XP_001867002.2|CQUI
OG0000158	LOC108595174|XP_017835840.1|DBUS, LOC108598137|XP_017840243.2|DBUS, LOC108599375|XP_017841670.2|DBUS	LOC6042054|XP_001851208.2|CQUI, LOC6042055|XP_038116702.1|CQUI, LOC6042053|XP_038120467.1|CQUI, LOC6031218|XP_038106918.1|CQUI
OG0000159	LOC108601113|XP_017844521.2|DBUS	LOC6035691|XP_001845825.1|CQUI, LOC6035690|XP_001845824.1|CQUI
OG0000159	LOC108600352|XP_017843365.1|DBUS, LOC108600784|XP_017844045.2|DBUS	LOC6035692|XP_038109533.1|CQUI
OG0000160	LOC117134623|XP_033150023.1|DBUS, LOC108604426|XP_017849383.1|DBUS	LOC6040497|XP_001849883.2|CQUI, LOC119768691|XP_038115195.1|CQUI, LOC6040498|XP_001849884.2|CQUI, LOC6035524|XP_038105193.1|CQUI, LOC6032051|XP_001842717.2|CQUI
OG0000162	LOC108607969|XP_017854592.1|DBUS, LOC108597784|XP_017839987.1|DBUS, LOC108607792|XP_033150876.1|DBUS	LOC6046631|XP_038112966.1|CQUI, LOC6046627|XP_038109690.1|CQUI
OG0000163	LOC108599070|XP_017841346.2|DBUS, LOC108603638|XP_017848088.1|DBUS	LOC6041440|XP_001850700.2|CQUI, LOC6030842|XP_038120918.1|CQUI, LOC6041945|XP_038120192.1|CQUI, LOC6038418|XP_001848222.2|CQUI, LOC6052852|XP_038119915.1|CQUI, LOC6041441|XP_001850701.2|CQUI
OG0000165	LOC108607067|XP_017853172.1|DBUS	LOC6047029|XP_001864139.1|CQUI, LOC119767095|XP_038110641.1|CQUI
OG0000166	LOC117134998|XP_033150624.1|DBUS	LOC6030832|XP_001841678.2|CQUI, LOC119769675|XP_038118933.1|CQUI, LOC6035618|XP_001845767.2|CQUI
OG0000169	LOC108604060|XP_017848812.1|DBUS	LOC6047014|XP_001864125.2|CQUI
OG0000169	LOC108598522|XP_017840691.1|DBUS, LOC108603800|XP_017848387.1|DBUS	LOC6047012|XP_001864123.2|CQUI, LOC6047013|XP_038120194.1|CQUI
OG0000170	LOC108594386|XP_017835039.1|DBUS	LOC6034827|XP_001845098.2|CQUI, LOC6037029|XP_001846992.2|CQUI, LOC6037030|XP_001846993.2|CQUI, LOC119766421|XP_038106884.1|CQUI
OG0000171	LOC108606868|XP_017852882.2|DBUS	LOC6049441|XP_038114112.1|CQUI
OG0000171	LOC108597130|XP_033150794.1|DBUS	LOC6043756|XP_038110408.1|CQUI
OG0000171	LOC117134931|XP_033150352.1|DBUS	LOC6051581|XP_038105341.1|CQUI
OG0000172	LOC108599907|XP_017842591.2|DBUS, LOC108599906|XP_017842589.1|DBUS, LOC108604850|XP_017849959.1|DBUS, LOC108600470|XP_017843569.2|DBUS	LOC6032888|XP_038115797.1|CQUI
OG0000173	LOC108595966|XP_017836742.1|DBUS, LOC108597066|XP_017838880.1|DBUS, LOC108597068|XP_017838883.1|DBUS, LOC108597067|XP_017838882.1|DBUS	LOC6049122|XP_038110397.1|CQUI, LOC6049124|XP_038111692.1|CQUI
OG0000174	LOC108594728|XP_017835356.1|DBUS, LOC108605156|XP_017850227.1|DBUS, LOC108595968|XP_017836744.1|DBUS	LOC6047488|XP_038114191.1|CQUI, LOC6033662|XP_038114048.1|CQUI, LOC6047489|XP_001864543.2|CQUI, LOC6047490|XP_001864544.2|CQUI
OG0000175	LOC108604206|XP_017849055.1|DBUS	LOC6042891|XP_038121685.1|CQUI
OG0000175	LOC108603647|XP_017848100.1|DBUS, LOC108603650|XP_017848106.1|DBUS	LOC6033803|XP_001844201.2|CQUI, LOC6033805|XP_001844203.2|CQUI
OG0000177	LOC108606425|XP_017852017.1|DBUS, LOC108604536|XP_017849540.1|DBUS	LOC119765279|XP_038104752.1|CQUI
OG0000177	LOC108604406|XP_017849360.1|DBUS	LOC6044855|XP_038114600.1|CQUI
OG0000178	LOC108606135|XP_017851477.1|DBUS	LOC119770385|XP_038121070.1|CQUI
OG0000179	LOC108597113|XP_017838978.1|DBUS, LOC108595307|XP_017836013.1|DBUS	LOC6045026|XP_038110602.1|CQUI, LOC6045025|XP_001862445.2|CQUI, LOC6045024|XP_001862444.2|CQUI
OG0000179	LOC108608474|XP_017855351.2|DBUS	LOC6054543|XP_038109008.1|CQUI
OG0000181	LOC108602410|XP_017846011.1|DBUS	LOC6049386|XP_001866156.2|CQUI, LOC6040807|XP_001850148.2|CQUI, LOC6040806|XP_001850147.1|CQUI, LOC6040804|XP_001850145.1|CQUI
OG0000182	LOC108603930|XP_017848614.1|DBUS	LOC6045919|XP_038120260.1|CQUI
OG0000182	LOC108603929|XP_017848613.1|DBUS, LOC108603928|XP_033149798.1|DBUS, LOC117134833|XP_033149799.1|DBUS	LOC6049371|XP_001866146.1|CQUI, LOC6049372|XP_001866147.2|CQUI, LOC6046091|XP_001863343.1|CQUI
OG0000183	LOC108605805|XP_017851100.1|DBUS, LOC108599037|XP_017841306.1|DBUS, LOC108600857|XP_017844149.1|DBUS	LOC119770031|XP_038120042.1|CQUI
OG0000184	LOC108607593|XP_017853984.2|DBUS, LOC108595343|XP_017836058.2|DBUS, LOC108603832|XP_017848462.1|DBUS, LOC108595353|XP_017836069.2|DBUS	LOC6033114|XP_001843609.2|CQUI, LOC6033115|XP_038109720.1|CQUI, LOC6033113|XP_038106864.1|CQUI, LOC6042370|XP_001851496.2|CQUI, LOC6042369|XP_001851495.2|CQUI
OG0000185	LOC108596311|XP_017837406.1|DBUS, LOC108596312|XP_033149094.1|DBUS, LOC108596356|XP_017837507.1|DBUS, LOC108604263|XP_017849147.1|DBUS	LOC6044045|XP_001861617.1|CQUI, LOC6051518|XP_001867945.1|CQUI
OG0000186	LOC108595504|XP_017836246.1|DBUS, LOC108605031|XP_017850087.1|DBUS, LOC108605659|XP_017850934.1|DBUS	LOC6043534|XP_038112948.1|CQUI
OG0000188	LOC108601996|XP_017845483.1|DBUS, LOC108606976|XP_033150213.1|DBUS, LOC108605872|XP_017851175.1|DBUS	LOC6048613|XP_038121408.1|CQUI
OG0000189	LOC108608399|XP_033149306.1|DBUS	LOC6031233|XP_038108674.1|CQUI, LOC6049755|XP_038104184.1|CQUI
OG0000189	LOC108606397|XP_033150201.1|DBUS	LOC6040495|XP_038115089.1|CQUI
OG0000190	LOC108606651|XP_017852456.1|DBUS	LOC6053655|XP_038108154.1|CQUI
OG0000191	LOC108594796|XP_017835424.2|DBUS, LOC108596680|XP_017838179.1|DBUS, LOC108601802|XP_017845227.1|DBUS	LOC6048101|XP_038106999.1|CQUI
OG0000192	LOC108601595|XP_017844984.1|DBUS, LOC108601596|XP_017844985.1|DBUS, LOC108598210|XP_017840316.1|DBUS, LOC108598209|XP_017840315.1|DBUS	LOC6041203|XP_038114622.1|CQUI, LOC119770108|XP_038120306.1|CQUI
OG0000193	LOC108607929|XP_017854533.2|DBUS, LOC108596787|XP_017838811.2|DBUS, LOC108607928|XP_017854532.2|DBUS, LOC108598244|XP_033149407.1|DBUS, LOC108600071|XP_017842914.1|DBUS	LOC6037663|XP_038113226.1|CQUI, LOC6047166|XP_038111741.1|CQUI
OG0000195	LOC108596477|XP_017837728.1|DBUS, LOC108605636|XP_033150237.1|DBUS, LOC108607856|XP_017854429.1|DBUS	LOC6032919|XP_001843442.1|CQUI
OG0000196	LOC108607726|XP_033150776.1|DBUS, LOC108594409|XP_017835066.1|DBUS	LOC6036352|XP_038110858.1|CQUI
OG0000196	LOC108594562|XP_033149751.1|DBUS	LOC6049487|XP_038113426.1|CQUI
OG0000197	LOC108606246|XP_017851680.1|DBUS	LOC6039214|XP_001848855.1|CQUI
OG0000197	LOC108606249|XP_017851683.1|DBUS	LOC6039207|XP_038122040.1|CQUI
OG0000197	LOC108606244|XP_017851677.1|DBUS	LOC6032716|XP_038122035.1|CQUI
OG0000200	LOC108601533|XP_033150111.1|DBUS, LOC108604445|XP_017849414.1|DBUS	LOC6048961|XP_038122842.1|CQUI
OG0000201	LOC108602544|XP_017846166.1|DBUS, LOC108602234|XP_017845771.1|DBUS	LOC6047517|XP_001864567.2|CQUI, LOC6037052|XP_001847011.2|CQUI, LOC6037054|XP_038121453.1|CQUI, LOC6050055|XP_038112279.1|CQUI
OG0000202	LOC108604363|XP_017849293.1|DBUS	LOC6040476|XP_001849862.1|CQUI
OG0000203	LOC108597598|XP_017839708.1|DBUS, LOC108595249|XP_033148927.1|DBUS, LOC108595388|XP_017836103.1|DBUS, LOC108595150|XP_017835805.1|DBUS	LOC6049238|XP_038119741.1|CQUI
OG0000205	LOC108601640|XP_017845029.1|DBUS, LOC108603112|XP_017847106.1|DBUS	LOC6035536|XP_001845697.1|CQUI, LOC6044737|XP_001862200.1|CQUI, LOC6044735|XP_001862198.2|CQUI, LOC6044690|XP_001862165.2|CQUI, LOC6054360|XP_001870286.1|CQUI, LOC6046259|XP_038114810.1|CQUI, LOC6044740|XP_001862203.1|CQUI
OG0000206	LOC108595407|XP_017836121.1|DBUS	LOC6038367|XP_038114070.1|CQUI
OG0000206	LOC108595462|XP_017836194.1|DBUS	LOC6047129|XP_038112898.1|CQUI
OG0000207	LOC108600523|XP_017843656.1|DBUS	LOC6034541|XP_001844841.2|CQUI, LOC6034542|XP_001844842.1|CQUI, LOC6034517|XP_038112767.1|CQUI, LOC6034540|XP_001844840.2|CQUI, LOC6039162|XP_001848818.2|CQUI
OG0000210	LOC117134660|XP_033148934.1|DBUS, LOC108595224|XP_033148937.1|DBUS, LOC108606329|XP_017851839.1|DBUS	LOC6041925|XP_038122636.1|CQUI, LOC6041920|XP_038105616.1|CQUI, LOC6041957|XP_001851109.2|CQUI
OG0000211	LOC108602628|XP_017846257.1|DBUS	LOC6047469|XP_001864523.2|CQUI
OG0000212	LOC108608485|XP_017855370.2|DBUS, LOC108608403|XP_033150034.1|DBUS	LOC6033117|XP_038106489.1|CQUI
OG0000213	LOC108594606|XP_033149107.1|DBUS	LOC119768740|XP_038115593.1|CQUI, LOC6050674|XP_038116675.1|CQUI, LOC6050675|XP_038116676.1|CQUI, LOC119768932|XP_038116679.1|CQUI, LOC6050679|XP_038116678.1|CQUI, LOC119768933|XP_038116680.1|CQUI, LOC6050683|XP_038116681.1|CQUI
OG0000214	LOC108606975|XP_017853033.1|DBUS, LOC108596628|XP_017838064.1|DBUS, LOC108601296|XP_017844685.1|DBUS, LOC108603573|XP_017847986.1|DBUS, LOC108602101|XP_017845614.1|DBUS	LOC6040777|XP_038112879.1|CQUI
OG0000215	LOC108598282|XP_017840387.2|DBUS, LOC108598738|XP_017840960.2|DBUS, LOC108598613|XP_017840801.2|DBUS	LOC6051195|XP_001867671.2|CQUI, LOC6051200|XP_001867672.2|CQUI, LOC6051199|XP_001867673.2|CQUI
OG0000216	LOC108605339|XP_017850498.1|DBUS, LOC108604923|XP_017849981.1|DBUS	LOC6031177|XP_001842020.2|CQUI
OG0000217	LOC108606945|XP_017852990.1|DBUS	LOC119770824|XP_038122312.1|CQUI, LOC6047954|XP_038117992.1|CQUI, LOC6032413|XP_038113702.1|CQUI
OG0000217	LOC108597764|XP_017839969.1|DBUS, LOC108605537|XP_017850778.1|DBUS	LOC6035862|XP_038110287.1|CQUI
OG0000219	LOC108595679|XP_017836447.1|DBUS, LOC108597630|XP_017839764.1|DBUS, LOC108595034|XP_017835664.1|DBUS	LOC6043970|XP_038118955.1|CQUI
OG0000220	LOC108599185|XP_017841469.1|DBUS, LOC108599087|XP_017841365.1|DBUS, LOC108599184|XP_017841467.2|DBUS	LOC6036563|XP_001846602.2|CQUI, LOC6036561|XP_038121894.1|CQUI
