Orthogroup	DSUZ.longest_only	HILL.longest_only
OG0000034	LOC108021477|XP_016945708.1|DSUZ, LOC108021476|XP_016945707.1|DSUZ, LOC108021724|XP_016946052.1|DSUZ, LOC108009317|XP_016929074.1|DSUZ, LOC108007509|XP_016926684.2|DSUZ, LOC108005694|XP_016924510.2|DSUZ, LOC108005688|XP_016924502.2|DSUZ, LOC108011927|XP_016932664.1|DSUZ	LOC119650142|XP_037908607.1|HILL, LOC119661741|XP_037927134.1|HILL, LOC119661157|XP_037926297.1|HILL, LOC119650123|XP_037908580.1|HILL, LOC119655065|XP_037916718.1|HILL, LOC119650150|XP_037908619.1|HILL, LOC119661231|XP_037926387.1|HILL, LOC119650155|XP_037908632.1|HILL, LOC119646378|XP_037902744.1|HILL, LOC119654563|XP_037915939.1|HILL, LOC119655089|XP_037916716.1|HILL, LOC119655088|XP_037916715.1|HILL, LOC119653928|XP_037915016.1|HILL, LOC119655873|XP_037917931.1|HILL, LOC119655670|XP_037917586.1|HILL
OG0000036	LOC108019328|XP_036675087.1|DSUZ	LOC119652944|XP_037913262.1|HILL, LOC119650836|XP_037909905.1|HILL
OG0000036	LOC108006404|XP_016925415.2|DSUZ	LOC119652948|XP_037913267.1|HILL, LOC119651663|XP_037911279.1|HILL, LOC119650637|XP_037909485.1|HILL, LOC119653054|XP_037913458.1|HILL, LOC119650635|XP_037909483.1|HILL
OG0000037	LOC108018132|XP_016941074.1|DSUZ, LOC108017560|XP_036672906.1|DSUZ, LOC108013828|XP_016935296.2|DSUZ, LOC108013829|XP_016935299.2|DSUZ	LOC119651766|XP_037911437.1|HILL, LOC119646812|XP_037903341.1|HILL, LOC119651775|XP_037911460.1|HILL, LOC119655958|XP_037918122.1|HILL, LOC119658451|XP_037921784.1|HILL, LOC119651204|XP_037910577.1|HILL, LOC119646220|XP_037902534.1|HILL, LOC119651193|XP_037910565.1|HILL, LOC119658129|XP_037921325.1|HILL, LOC119655954|XP_037918098.1|HILL, LOC119661525|XP_037926829.1|HILL, LOC119657138|XP_037919838.1|HILL, LOC119657136|XP_037919836.1|HILL, LOC119657137|XP_037919837.1|HILL, LOC119658079|XP_037921268.1|HILL, LOC119658432|XP_037921760.1|HILL, LOC119658363|XP_037921651.1|HILL, LOC119658372|XP_037921661.1|HILL, LOC119658423|XP_037921747.1|HILL, LOC119661114|XP_037926238.1|HILL
OG0000038	LOC108020759|XP_016944626.2|DSUZ, LOC108010653|XP_036670653.1|DSUZ	LOC119648832|XP_037906622.1|HILL
OG0000039	LOC108016023|XP_016938107.2|DSUZ	LOC119659608|XP_037923707.1|HILL, LOC119659449|XP_037923462.1|HILL, LOC119655261|XP_037916985.1|HILL, LOC119650447|XP_037909230.1|HILL, LOC119650448|XP_037909231.1|HILL, LOC119650446|XP_037909229.1|HILL, LOC119650452|XP_037909234.1|HILL, LOC119650455|XP_037909238.1|HILL, LOC119650454|XP_037909236.1|HILL, LOC119650450|XP_037909233.1|HILL, LOC119650453|XP_037909235.1|HILL, LOC119650449|XP_037909232.1|HILL, LOC119657616|XP_037920546.1|HILL
OG0000040	LOC118878097|XP_036675322.1|DSUZ, LOC108016198|XP_036675321.1|DSUZ, LOC108006036|XP_036674433.1|DSUZ, LOC108006007|XP_036674432.1|DSUZ, LOC108011397|XP_016932008.2|DSUZ, LOC108011398|XP_036675473.1|DSUZ, LOC108007390|XP_036675323.1|DSUZ, LOC108007385|XP_016926531.2|DSUZ, LOC108007382|XP_016926528.2|DSUZ, LOC108010783|XP_016931200.1|DSUZ	LOC119659482|XP_037923522.1|HILL
OG0000041	LOC108012086|XP_016932852.2|DSUZ, LOC108007903|XP_036674596.1|DSUZ, LOC108007889|XP_036674680.1|DSUZ, LOC108007905|XP_016927163.2|DSUZ, LOC108007918|XP_016927178.2|DSUZ	LOC119659353|XP_037923329.1|HILL, LOC119659777|XP_037923970.1|HILL, LOC119660093|XP_037924398.1|HILL, LOC119660095|XP_037924400.1|HILL, LOC119659247|XP_037923154.1|HILL, LOC119660439|XP_037924917.1|HILL, LOC119660401|XP_037924864.1|HILL, LOC119659593|XP_037923682.1|HILL, LOC119659707|XP_037923888.1|HILL, LOC119659708|XP_037923889.1|HILL, LOC119660338|XP_037924752.1|HILL, LOC119660351|XP_037924777.1|HILL, LOC119659490|XP_037923535.1|HILL, LOC119660092|XP_037924396.1|HILL, LOC119658615|XP_037922036.1|HILL, LOC119658617|XP_037922038.1|HILL, LOC119658616|XP_037922037.1|HILL, LOC119658620|XP_037922040.1|HILL, LOC119658618|XP_037922039.1|HILL, LOC119659294|XP_037923234.1|HILL, LOC119660444|XP_037924925.1|HILL
OG0000043	LOC108006018|XP_016924950.2|DSUZ, LOC108006051|XP_036674427.1|DSUZ, LOC108006016|XP_036674672.1|DSUZ, LOC118878135|XP_036675630.1|DSUZ, LOC108006062|XP_016924995.2|DSUZ, LOC108010802|XP_016931225.2|DSUZ, LOC108006056|XP_016924989.2|DSUZ	LOC119661410|XP_037926672.1|HILL, LOC119646955|XP_037903579.1|HILL, LOC119647761|XP_037904808.1|HILL
OG0000044	LOC108012094|XP_016932860.2|DSUZ, LOC108007932|XP_036674251.1|DSUZ, LOC108007930|XP_036674252.1|DSUZ, LOC108007915|XP_016927173.2|DSUZ, LOC108007906|XP_016927164.2|DSUZ, LOC108007917|XP_036674250.1|DSUZ, LOC108011721|XP_016932432.2|DSUZ	LOC119658958|XP_037922759.1|HILL, LOC119658735|XP_037922328.1|HILL, LOC119658738|XP_037922338.1|HILL, LOC119658739|XP_037922341.1|HILL, LOC119658736|XP_037922334.1|HILL, LOC119658744|XP_037922349.1|HILL, LOC119658743|XP_037922348.1|HILL, LOC119658742|XP_037922343.1|HILL, LOC119658745|XP_037922350.1|HILL, LOC119658746|XP_037922352.1|HILL, LOC119658747|XP_037922353.1|HILL, LOC119658749|XP_037922359.1|HILL, LOC119658740|XP_037922342.1|HILL
OG0000045	LOC108004812|XP_036670921.1|DSUZ	LOC119649047|XP_037906953.1|HILL
OG0000045	LOC108012264|XP_016933053.1|DSUZ, LOC108012265|XP_016933055.1|DSUZ, LOC108005813|XP_016924631.1|DSUZ, LOC108005814|XP_016924632.1|DSUZ	LOC119652611|XP_037912776.1|HILL
OG0000046	LOC108014425|XP_016936027.2|DSUZ, LOC108014937|XP_016936647.1|DSUZ, LOC108014936|XP_016936646.1|DSUZ, LOC108015074|XP_016936802.1|DSUZ, LOC108011093|XP_036674691.1|DSUZ, LOC108011091|XP_016931645.2|DSUZ, LOC108011090|XP_016931644.1|DSUZ, LOC108008133|XP_016927411.1|DSUZ, LOC108011098|XP_036674670.1|DSUZ	LOC119657334|XP_037920131.1|HILL, LOC119657920|XP_037921035.1|HILL
OG0000047	LOC108008533|XP_016927892.1|DSUZ, LOC108008555|XP_016927914.1|DSUZ, LOC108019650|XP_016943022.1|DSUZ, LOC108013633|XP_016935067.1|DSUZ, LOC108019638|XP_016943010.1|DSUZ, LOC108012941|XP_016933968.1|DSUZ	LOC119654474|XP_037915820.1|HILL
OG0000048	LOC108007323|XP_016926460.1|DSUZ, LOC108007321|XP_016926458.2|DSUZ, LOC108019378|XP_016942690.1|DSUZ	LOC119648777|XP_037906539.1|HILL, LOC119648574|XP_037906272.1|HILL, LOC119648995|XP_037906854.1|HILL
OG0000049	LOC108020793|XP_016944660.2|DSUZ, LOC108020795|XP_016944662.2|DSUZ, LOC108019317|XP_016942627.2|DSUZ, LOC118877929|XP_036674430.1|DSUZ, LOC108019319|XP_016942628.2|DSUZ, LOC108020803|XP_016944672.2|DSUZ	LOC119649048|XP_037906954.1|HILL
OG0000050	LOC108009777|XP_016929902.1|DSUZ, LOC118878833|XP_036677754.1|DSUZ, LOC108007679|XP_036672301.1|DSUZ, LOC108007666|XP_016926877.2|DSUZ, LOC118878835|XP_036677757.1|DSUZ, LOC108007675|XP_016926887.1|DSUZ, LOC118878829|XP_036677750.1|DSUZ, LOC108007678|XP_016926890.1|DSUZ, LOC118878832|XP_036677753.1|DSUZ, LOC108007676|XP_016926888.1|DSUZ, LOC118878830|XP_036677751.1|DSUZ, LOC118878828|XP_036677749.1|DSUZ, LOC108007665|XP_016926876.1|DSUZ, LOC108007667|XP_016926878.2|DSUZ, LOC118878834|XP_036677756.1|DSUZ, LOC108007677|XP_016926889.1|DSUZ, LOC118878831|XP_036677752.1|DSUZ	LOC119658266|XP_037921486.1|HILL
OG0000053	LOC108019583|XP_016942913.1|DSUZ, LOC108019582|XP_016942912.1|DSUZ, LOC108019581|XP_016942910.1|DSUZ	LOC119653560|XP_037914200.1|HILL, LOC119653563|XP_037914204.1|HILL, LOC119653562|XP_037914203.1|HILL, LOC119654734|XP_037916193.1|HILL, LOC119654136|XP_037915227.1|HILL
OG0000053	LOC108019580|XP_016942908.1|DSUZ, LOC108019595|XP_016942926.1|DSUZ	LOC119653556|XP_037914198.1|HILL, LOC119653555|XP_037914196.1|HILL, LOC119653557|XP_037914199.1|HILL, LOC119653554|XP_037914193.1|HILL, LOC119653561|XP_037914201.1|HILL, LOC119661089|XP_037926206.1|HILL
OG0000054	LOC108007018|XP_016926113.2|DSUZ, LOC108007014|XP_016926109.2|DSUZ, LOC108007012|XP_016926106.2|DSUZ, LOC108007023|XP_016926117.2|DSUZ, LOC108007019|XP_016926114.2|DSUZ	LOC119651539|XP_037911103.1|HILL, LOC119647240|XP_037904031.1|HILL, LOC119646436|XP_037902814.1|HILL
OG0000055	LOC108016465|XP_016938609.1|DSUZ	LOC119656617|XP_037918985.1|HILL, LOC119656621|XP_037918989.1|HILL, LOC119656625|XP_037918992.1|HILL, LOC119656624|XP_037918991.1|HILL, LOC119657650|XP_037920591.1|HILL, LOC119658397|XP_037921714.1|HILL, LOC119657830|XP_037920876.1|HILL, LOC119657341|XP_037920141.1|HILL, LOC119658396|XP_037921713.1|HILL, LOC119658395|XP_037921712.1|HILL, LOC119658402|XP_037921719.1|HILL, LOC119658401|XP_037921717.1|HILL, LOC119658400|XP_037921716.1|HILL, LOC119657997|XP_037921144.1|HILL, LOC119658399|XP_037921715.1|HILL, LOC119657589|XP_037920496.1|HILL, LOC119656633|XP_037919001.1|HILL, LOC119656634|XP_037919002.1|HILL, LOC119656626|XP_037918994.1|HILL, LOC119656628|XP_037918996.1|HILL, LOC119656629|XP_037918997.1|HILL, LOC119656620|XP_037918988.1|HILL, LOC119656631|XP_037918999.1|HILL, LOC119656627|XP_037918995.1|HILL, LOC119656635|XP_037919003.1|HILL, LOC119656623|XP_037918990.1|HILL, LOC119656630|XP_037918998.1|HILL, LOC119656618|XP_037918986.1|HILL, LOC119656616|XP_037918984.1|HILL, LOC119656619|XP_037918987.1|HILL, LOC119657342|XP_037920142.1|HILL, LOC119653270|XP_037913820.1|HILL
OG0000056	LOC108018752|XP_016941818.1|DSUZ, LOC108018751|XP_016941817.2|DSUZ	LOC119658059|XP_037921239.1|HILL, LOC119658058|XP_037921238.1|HILL
OG0000058	LOC108008838|XP_016928233.1|DSUZ, LOC108008882|XP_016928279.1|DSUZ, LOC108004630|XP_016923063.1|DSUZ, LOC108008875|XP_016928269.1|DSUZ, LOC108010497|XP_016930860.1|DSUZ, LOC108011123|XP_016931684.1|DSUZ	LOC119649104|XP_037907031.1|HILL, LOC119649106|XP_037907033.1|HILL, LOC119649107|XP_037907034.1|HILL, LOC119647753|XP_037904798.1|HILL, LOC119649108|XP_037907035.1|HILL, LOC119647754|XP_037904799.1|HILL, LOC119659125|XP_037922977.1|HILL, LOC119655147|XP_037916814.1|HILL
OG0000060	LOC108005298|XP_016923997.1|DSUZ	LOC119658011|XP_037921164.1|HILL
OG0000060	LOC108012147|XP_016932927.2|DSUZ	LOC119652834|XP_037913096.1|HILL
OG0000061	LOC108008066|XP_016927350.1|DSUZ, LOC108011189|XP_016931772.1|DSUZ, LOC108009548|XP_016929484.1|DSUZ, LOC108010573|XP_036676705.1|DSUZ	LOC119654566|XP_037915944.1|HILL, LOC119654846|XP_037916354.1|HILL
OG0000063	LOC108007361|XP_036673723.1|DSUZ, LOC108007341|XP_036673724.1|DSUZ, LOC108007360|XP_016926501.1|DSUZ, LOC108012795|XP_016933718.1|DSUZ, LOC108012616|XP_016933525.2|DSUZ, LOC108012576|XP_016933479.1|DSUZ, LOC108012502|XP_016933399.1|DSUZ	LOC119652802|XP_037913054.1|HILL, LOC119652906|XP_037913210.1|HILL
OG0000064	LOC118878837|XP_036677759.1|DSUZ, LOC118876785|XP_036678236.1|DSUZ	LOC119655612|XP_037917507.1|HILL, LOC119646352|XP_037902716.1|HILL, LOC119650989|XP_037910184.1|HILL, LOC119646329|XP_037902684.1|HILL, LOC119652417|XP_037912466.1|HILL, LOC119654724|XP_037916178.1|HILL, LOC119646375|XP_037902742.1|HILL, LOC119652920|XP_037913239.1|HILL, LOC119655841|XP_037917885.1|HILL, LOC119654979|XP_037916604.1|HILL, LOC119648439|XP_037906120.1|HILL, LOC119659759|XP_037923948.1|HILL, LOC119659832|XP_037924054.1|HILL, LOC119652387|XP_037912416.1|HILL
OG0000064	LOC108012433|XP_016933287.1|DSUZ	LOC119651055|XP_037910312.1|HILL, LOC119655092|XP_037916726.1|HILL, LOC119648610|XP_037906308.1|HILL, LOC119656175|XP_037918449.1|HILL, LOC119648891|XP_037906716.1|HILL, LOC119653116|XP_037913569.1|HILL, LOC119649240|XP_037907232.1|HILL
OG0000067	LOC108018360|XP_036672819.1|DSUZ, LOC108011429|XP_016932047.1|DSUZ	LOC119657584|XP_037920491.1|HILL
OG0000067	LOC108008496|XP_016927850.1|DSUZ, LOC108011430|XP_036670601.1|DSUZ	LOC119657702|XP_037920672.1|HILL
OG0000067	LOC108012571|XP_016933475.1|DSUZ	LOC119648750|XP_037906501.1|HILL
OG0000068	LOC108015543|XP_036672326.1|DSUZ, LOC108020078|XP_036672611.1|DSUZ, LOC108015958|XP_036673428.1|DSUZ, LOC108012701|XP_036672080.1|DSUZ, LOC108018226|XP_016941234.1|DSUZ, LOC108008698|XP_016928082.1|DSUZ, LOC108015246|XP_016937086.1|DSUZ	LOC119647039|XP_037903711.1|HILL, LOC119658016|XP_037921173.1|HILL, LOC119657412|XP_037920234.1|HILL
OG0000070	LOC108010939|XP_016931440.1|DSUZ, LOC108008584|XP_016927954.1|DSUZ, LOC108014746|XP_036671592.1|DSUZ, LOC108008382|XP_016927718.1|DSUZ, LOC108016673|XP_016938880.1|DSUZ	LOC119657857|XP_037920910.1|HILL, LOC119657686|XP_037920645.1|HILL, LOC119657343|XP_037920143.1|HILL, LOC119658414|XP_037921738.1|HILL, LOC119658255|XP_037921468.1|HILL, LOC119657882|XP_037920941.1|HILL, LOC119658249|XP_037921451.1|HILL, LOC119658416|XP_037921739.1|HILL, LOC119658175|XP_037921370.1|HILL, LOC119658176|XP_037921371.1|HILL, LOC119658225|XP_037921421.1|HILL, LOC119658224|XP_037921418.1|HILL, LOC119657744|XP_037920716.1|HILL, LOC119657745|XP_037920718.1|HILL, LOC119658406|XP_037921723.1|HILL, LOC119658177|XP_037921372.1|HILL, LOC119657908|XP_037921003.1|HILL, LOC119656762|XP_037919266.1|HILL, LOC119656761|XP_037919260.1|HILL, LOC119657576|XP_037920469.1|HILL, LOC119658427|XP_037921753.1|HILL, LOC119658321|XP_037921584.1|HILL, LOC119658376|XP_037921665.1|HILL, LOC119657434|XP_037920265.1|HILL, LOC119657435|XP_037920268.1|HILL, LOC119657224|XP_037919963.1|HILL, LOC119657344|XP_037920146.1|HILL, LOC119657190|XP_037919921.1|HILL, LOC119657261|XP_037920018.1|HILL, LOC119657489|XP_037920337.1|HILL, LOC119656824|XP_037919393.1|HILL, LOC119656823|XP_037919389.1|HILL, LOC119656825|XP_037919396.1|HILL, LOC119657949|XP_037921069.1|HILL, LOC119657948|XP_037921068.1|HILL, LOC119657636|XP_037920569.1|HILL, LOC119658456|XP_037921790.1|HILL, LOC119658293|XP_037921516.1|HILL, LOC119657724|XP_037920696.1|HILL, LOC119657863|XP_037920916.1|HILL
OG0000071	LOC108010694|XP_036670542.1|DSUZ	LOC119647586|XP_037904523.1|HILL
OG0000071	LOC118877301|XP_036671340.1|DSUZ, LOC108013781|XP_016935236.2|DSUZ	LOC119648120|XP_037905570.1|HILL
OG0000072	LOC108008238|XP_016927518.1|DSUZ	LOC119661216|XP_037926368.1|HILL
OG0000072	LOC108010178|XP_016930510.2|DSUZ	LOC119660319|XP_037924728.1|HILL
OG0000073	LOC108006185|XP_016925109.1|DSUZ	LOC119654269|XP_037915465.1|HILL
OG0000073	LOC108016759|XP_036676337.1|DSUZ	LOC119658257|XP_037921470.1|HILL
OG0000073	LOC108013859|XP_036672571.1|DSUZ, LOC108017156|XP_036675209.1|DSUZ	LOC119650904|XP_037910019.1|HILL, LOC119658142|XP_037921338.1|HILL
OG0000074	LOC108012499|XP_036670611.1|DSUZ, LOC108012409|XP_016933258.1|DSUZ, LOC108004794|XP_016923335.2|DSUZ	LOC119650320|XP_037908903.1|HILL, LOC119649748|XP_037907965.1|HILL, LOC119650143|XP_037908606.1|HILL, LOC119649692|XP_037907888.1|HILL
OG0000075	LOC108013328|XP_016934616.1|DSUZ	LOC119650070|XP_037908494.1|HILL, LOC119649191|XP_037907149.1|HILL
OG0000075	LOC108013578|XP_016934994.1|DSUZ	LOC119649897|XP_037908218.1|HILL
OG0000075	LOC108012554|XP_016933456.2|DSUZ, LOC108013579|XP_016934995.1|DSUZ, LOC108013329|XP_016934617.1|DSUZ	LOC119648394|XP_037906061.1|HILL, LOC119649964|XP_037908328.1|HILL
OG0000076	LOC108005825|XP_036670890.1|DSUZ	LOC119647549|XP_037904468.1|HILL
OG0000076	LOC108015039|XP_016936760.1|DSUZ	LOC119655368|XP_037917158.1|HILL
OG0000077	LOC108009747|XP_016929834.1|DSUZ	LOC119655171|XP_037916849.1|HILL
OG0000077	LOC108015852|XP_016937909.1|DSUZ	LOC119651525|XP_037911085.1|HILL
OG0000077	LOC108010141|XP_016930463.1|DSUZ	LOC119656266|XP_037918616.1|HILL
OG0000077	LOC108014833|XP_016936524.2|DSUZ	LOC119653260|XP_037913796.1|HILL
OG0000078	LOC108008657|XP_016928031.1|DSUZ, LOC108006897|XP_016925974.2|DSUZ, LOC108011262|XP_036675195.1|DSUZ, LOC108015391|XP_016937300.1|DSUZ, LOC108016956|XP_016939380.1|DSUZ	LOC119656802|XP_037919339.1|HILL
OG0000079	LOC108008363|XP_016927693.1|DSUZ, LOC108008373|XP_016927706.1|DSUZ, LOC108010440|XP_016930790.1|DSUZ	LOC119659132|XP_037922989.1|HILL, LOC119658761|XP_037922386.1|HILL
OG0000079	LOC108013216|XP_016934434.1|DSUZ	LOC119658769|XP_037922397.1|HILL
OG0000080	LOC108008669|XP_016928052.2|DSUZ, LOC108018488|XP_016941536.1|DSUZ, LOC108009443|XP_016929282.1|DSUZ	LOC119653617|XP_037914314.1|HILL, LOC119653889|XP_037914939.1|HILL, LOC119653888|XP_037914937.1|HILL, LOC119654469|XP_037915814.1|HILL, LOC119653919|XP_037915006.1|HILL, LOC119654279|XP_037915490.1|HILL, LOC119654503|XP_037915864.1|HILL
OG0000081	LOC108012473|XP_016933353.1|DSUZ	LOC119648100|XP_037905529.1|HILL
OG0000082	LOC108005981|XP_016924910.2|DSUZ, LOC108006237|XP_016925166.2|DSUZ, LOC108020861|XP_036674571.1|DSUZ, LOC118877946|XP_036674572.1|DSUZ, LOC108006234|XP_036672863.1|DSUZ	LOC119657528|XP_037920402.1|HILL, LOC119646834|XP_037903378.1|HILL, LOC119646314|XP_037902660.1|HILL, LOC119657513|XP_037920385.1|HILL
OG0000083	LOC108021699|XP_016946017.1|DSUZ, LOC108019227|XP_016942512.1|DSUZ, LOC108018957|XP_016942050.1|DSUZ, LOC108019013|XP_016942116.1|DSUZ	LOC119651416|XP_037910939.1|HILL
OG0000083	LOC108021302|XP_016945444.1|DSUZ	LOC119651041|XP_037910287.1|HILL
OG0000084	LOC108019885|XP_016943446.1|DSUZ	LOC119660245|XP_037924630.1|HILL, LOC119646712|XP_037903218.1|HILL, LOC119646880|XP_037903435.1|HILL, LOC119646164|XP_037902465.1|HILL, LOC119654421|XP_037915775.1|HILL
OG0000085	LOC108017928|XP_036669794.1|DSUZ	LOC119654483|XP_037915835.1|HILL
OG0000086	LOC108009612|XP_016929587.1|DSUZ	LOC119647291|XP_037904124.1|HILL
OG0000087	LOC108006715|XP_016925785.1|DSUZ	LOC119651588|XP_037911163.1|HILL, LOC119652326|XP_037912264.1|HILL, LOC119652325|XP_037912263.1|HILL, LOC119652323|XP_037912262.1|HILL
OG0000087	LOC108013454|XP_016934823.1|DSUZ	LOC119652204|XP_037912073.1|HILL
OG0000087	LOC108010645|XP_016931036.1|DSUZ	LOC119651395|XP_037910904.1|HILL
OG0000088	LOC108018081|XP_016940973.1|DSUZ	LOC119655282|XP_037917026.1|HILL
OG0000089	LOC108017134|XP_016939601.1|DSUZ, LOC108013957|XP_016935459.1|DSUZ	LOC119653821|XP_037914783.1|HILL
OG0000089	LOC108010600|XP_016930978.1|DSUZ	LOC119651268|XP_037910700.1|HILL
OG0000089	LOC108012396|XP_016933244.1|DSUZ	LOC119648411|XP_037906089.1|HILL
OG0000090	LOC108009148|XP_016928740.1|DSUZ, LOC108008436|XP_016927775.1|DSUZ, LOC108020200|XP_016943797.1|DSUZ, LOC108013274|XP_016934533.1|DSUZ	LOC119654576|XP_037915962.1|HILL, LOC119654005|XP_037915095.1|HILL, LOC119654197|XP_037915326.1|HILL, LOC119655554|XP_037917405.1|HILL
OG0000091	LOC108007205|XP_036674733.1|DSUZ	LOC119652340|XP_037912284.1|HILL
OG0000091	LOC108021626|XP_016945921.1|DSUZ, LOC108017510|XP_036673504.1|DSUZ, LOC108020281|XP_036677911.1|DSUZ, LOC108017517|XP_016940076.2|DSUZ, LOC118879030|XP_036677910.1|DSUZ	LOC119650762|XP_037909786.1|HILL, LOC119650763|XP_037909791.1|HILL, LOC119653157|XP_037913625.1|HILL
OG0000092	LOC108007922|XP_016927181.2|DSUZ, LOC108007901|XP_016927158.2|DSUZ, LOC108007563|XP_016926745.2|DSUZ, LOC108007927|XP_016927187.2|DSUZ	LOC119658955|XP_037922756.1|HILL, LOC119660411|XP_037924878.1|HILL, LOC119659392|XP_037923381.1|HILL, LOC119660355|XP_037924782.1|HILL, LOC119659372|XP_037923356.1|HILL, LOC119659549|XP_037923627.1|HILL, LOC119657189|XP_037919920.1|HILL, LOC119660363|XP_037924799.1|HILL, LOC119658737|XP_037922337.1|HILL, LOC119658711|XP_037922254.1|HILL, LOC119659426|XP_037923434.1|HILL, LOC119658956|XP_037922757.1|HILL
OG0000093	LOC108017965|XP_016940733.1|DSUZ	LOC119661588|XP_037926918.1|HILL
OG0000094	LOC108012257|XP_016933045.2|DSUZ, LOC108014341|XP_016935913.1|DSUZ	LOC119647879|XP_037905095.1|HILL, LOC119647277|XP_037904099.1|HILL, LOC119657826|XP_037920869.1|HILL, LOC119647276|XP_037904096.1|HILL, LOC119646234|XP_037902552.1|HILL, LOC119647278|XP_037904100.1|HILL, LOC119661732|XP_037927127.1|HILL
OG0000095	LOC118879701|XP_036678492.1|DSUZ	LOC119658169|XP_037921364.1|HILL, LOC119648469|XP_037906159.1|HILL
OG0000096	LOC108005944|XP_016924862.1|DSUZ, LOC108021485|XP_016945715.1|DSUZ, LOC108006768|XP_036674772.1|DSUZ, LOC118878143|XP_036675694.1|DSUZ, LOC108005977|XP_016924907.1|DSUZ	LOC119651449|XP_037910983.1|HILL, LOC119653127|XP_037913582.1|HILL
OG0000098	LOC108018693|XP_036672581.1|DSUZ	LOC119651359|XP_037910851.1|HILL, LOC119650881|XP_037909975.1|HILL, LOC119652883|XP_037913176.1|HILL, LOC119652881|XP_037913173.1|HILL, LOC119651360|XP_037910857.1|HILL, LOC119652804|XP_037913056.1|HILL, LOC119652880|XP_037913172.1|HILL, LOC119650875|XP_037909969.1|HILL, LOC119651704|XP_037911345.1|HILL, LOC119652525|XP_037912652.1|HILL
OG0000099	LOC108016827|XP_016939133.1|DSUZ	LOC119653688|XP_037914481.1|HILL, LOC119655910|XP_037918000.1|HILL, LOC119653687|XP_037914477.1|HILL, LOC119654949|XP_037916534.1|HILL, LOC119654432|XP_037915757.1|HILL, LOC119654430|XP_037915752.1|HILL, LOC119656084|XP_037918304.1|HILL, LOC119656082|XP_037918299.1|HILL, LOC119656081|XP_037918295.1|HILL, LOC119656085|XP_037918314.1|HILL, LOC119653420|XP_037913925.1|HILL, LOC119655791|XP_037917813.1|HILL
OG0000099	LOC108016981|XP_016939415.1|DSUZ	LOC119655128|XP_037916790.1|HILL
OG0000100	LOC108008543|XP_016927903.1|DSUZ, LOC108007575|XP_016926757.2|DSUZ, LOC108016414|XP_016938552.1|DSUZ, LOC108016415|XP_016938553.2|DSUZ, LOC108016400|XP_016938537.2|DSUZ, LOC108006095|XP_016925031.1|DSUZ	LOC119660105|XP_037924412.1|HILL
OG0000101	LOC118877221|XP_036670519.1|DSUZ, LOC108020440|XP_036670524.1|DSUZ, LOC118877222|XP_036670523.1|DSUZ, LOC108017021|XP_036671509.1|DSUZ, LOC108020448|XP_036672450.1|DSUZ, LOC118877521|XP_036672462.1|DSUZ, LOC118877329|XP_036671513.1|DSUZ, LOC118877522|XP_036672463.1|DSUZ	LOC119648867|XP_037906682.1|HILL
OG0000101	LOC118877220|XP_036670518.1|DSUZ	LOC119648866|XP_037906678.1|HILL
OG0000102	LOC108009336|XP_016929103.1|DSUZ	LOC119646185|XP_037902495.1|HILL
OG0000102	LOC108009476|XP_016929345.1|DSUZ	LOC119658962|XP_037922764.1|HILL, LOC119658961|XP_037922762.1|HILL
OG0000102	LOC108008646|XP_016928020.1|DSUZ	LOC119658699|XP_037922217.1|HILL, LOC119659444|XP_037923457.1|HILL
OG0000103	LOC108012611|XP_016933519.1|DSUZ, LOC108019406|XP_016942716.2|DSUZ, LOC108010501|XP_016930863.2|DSUZ, LOC108009753|XP_016929854.1|DSUZ	LOC119654035|XP_037915126.1|HILL, LOC119655600|XP_037917484.1|HILL, LOC119655896|XP_037917975.1|HILL
OG0000104	LOC108018816|XP_036670778.1|DSUZ	LOC119648626|XP_037906324.1|HILL
OG0000104	LOC108008643|XP_016928021.1|DSUZ, LOC108018835|XP_036671763.1|DSUZ	LOC119649020|XP_037906903.1|HILL, LOC119650011|XP_037908409.1|HILL, LOC119661171|XP_037926315.1|HILL, LOC119654241|XP_037915408.1|HILL, LOC119654242|XP_037915412.1|HILL, LOC119654239|XP_037915405.1|HILL
OG0000105	LOC108014115|XP_016935629.2|DSUZ, LOC108014116|XP_016935630.2|DSUZ, LOC108018286|XP_016941301.2|DSUZ, LOC108018333|XP_016941363.2|DSUZ, LOC108019558|XP_016942884.1|DSUZ, LOC108019998|XP_036673113.1|DSUZ, LOC118877652|XP_036673146.1|DSUZ, LOC108007058|XP_036673468.1|DSUZ, LOC108007036|XP_016926132.2|DSUZ, LOC108007052|XP_016926148.1|DSUZ	LOC119661270|XP_037926458.1|HILL, LOC119646239|XP_037902559.1|HILL, LOC119661175|XP_037926320.1|HILL, LOC119650969|XP_037910186.1|HILL, LOC119646607|XP_037903036.1|HILL
OG0000108	LOC108015860|XP_016937916.2|DSUZ, LOC118878337|XP_036676689.1|DSUZ, LOC118877040|XP_036669721.1|DSUZ, LOC118878771|XP_036677662.1|DSUZ, LOC108020344|XP_016943997.1|DSUZ, LOC118878065|XP_036675154.1|DSUZ, LOC108011187|XP_036678249.1|DSUZ, LOC118879730|XP_036678524.1|DSUZ	LOC119657653|XP_037920603.1|HILL
