Orthogroup	DSUZ.longest_only	BCOP.longest_only
OG0000058	LOC108008838|XP_016928233.1|DSUZ, LOC108008882|XP_016928279.1|DSUZ, LOC108004630|XP_016923063.1|DSUZ, LOC108008875|XP_016928269.1|DSUZ, LOC108010497|XP_016930860.1|DSUZ, LOC108011123|XP_016931684.1|DSUZ	LOC119080858|XP_037045328.1|BCOP
OG0000060	LOC108005298|XP_016923997.1|DSUZ	LOC119068417|XP_037027881.1|BCOP
OG0000060	LOC108012147|XP_016932927.2|DSUZ	LOC119069761|XP_037029789.1|BCOP
OG0000067	LOC108018360|XP_036672819.1|DSUZ, LOC108011429|XP_016932047.1|DSUZ	LOC119084735|XP_037050703.1|BCOP, LOC119072217|XP_037033292.1|BCOP, LOC119085607|XP_037051925.1|BCOP
OG0000067	LOC108008496|XP_016927850.1|DSUZ, LOC108011430|XP_036670601.1|DSUZ	LOC119085608|XP_037051927.1|BCOP
OG0000067	LOC108012571|XP_016933475.1|DSUZ	LOC119076438|XP_037039101.1|BCOP
OG0000068	LOC108015543|XP_036672326.1|DSUZ, LOC108020078|XP_036672611.1|DSUZ, LOC108015958|XP_036673428.1|DSUZ, LOC108012701|XP_036672080.1|DSUZ, LOC108018226|XP_016941234.1|DSUZ, LOC108008698|XP_016928082.1|DSUZ, LOC108015246|XP_016937086.1|DSUZ	LOC119084165|XP_037049915.1|BCOP, LOC119072059|XP_037033087.1|BCOP, LOC119067027|XP_037025654.1|BCOP, LOC119070188|XP_037030388.1|BCOP, LOC119079055|XP_037042758.1|BCOP, LOC119072981|XP_037034196.1|BCOP
OG0000070	LOC108010939|XP_016931440.1|DSUZ, LOC108008584|XP_016927954.1|DSUZ, LOC108014746|XP_036671592.1|DSUZ, LOC108008382|XP_016927718.1|DSUZ, LOC108016673|XP_016938880.1|DSUZ	LOC119071237|XP_037031965.1|BCOP
OG0000071	LOC108010694|XP_036670542.1|DSUZ	LOC119066621|XP_037025073.1|BCOP, LOC119075170|XP_037037491.1|BCOP
OG0000071	LOC118877301|XP_036671340.1|DSUZ, LOC108013781|XP_016935236.2|DSUZ	LOC119077499|XP_037040619.1|BCOP, LOC119080663|XP_037044988.1|BCOP, LOC119072693|XP_037033860.1|BCOP, LOC119072013|XP_037033026.1|BCOP, LOC119071783|XP_037032737.1|BCOP, LOC119082689|XP_037048157.1|BCOP, LOC119071788|XP_037032744.1|BCOP, LOC119066595|XP_037025045.1|BCOP, LOC119082472|XP_037047886.1|BCOP, LOC119079098|XP_037042811.1|BCOP
OG0000073	LOC108006185|XP_016925109.1|DSUZ	LOC119072039|XP_037033052.1|BCOP
OG0000073	LOC108016759|XP_036676337.1|DSUZ	LOC119067527|XP_037026453.1|BCOP
OG0000073	LOC108013859|XP_036672571.1|DSUZ, LOC108017156|XP_036675209.1|DSUZ	LOC119069220|XP_037029092.1|BCOP
OG0000074	LOC108012499|XP_036670611.1|DSUZ, LOC108012409|XP_016933258.1|DSUZ, LOC108004794|XP_016923335.2|DSUZ	LOC119079099|XP_037042812.1|BCOP, LOC119067307|XP_037026110.1|BCOP, LOC119080892|XP_037045367.1|BCOP
OG0000075	LOC108013328|XP_016934616.1|DSUZ, LOC108013578|XP_016934994.1|DSUZ, LOC108012554|XP_016933456.2|DSUZ, LOC108013579|XP_016934995.1|DSUZ, LOC108013329|XP_016934617.1|DSUZ	LOC119080898|XP_037045374.1|BCOP, LOC119080899|XP_037045375.1|BCOP, LOC119080897|XP_037045372.1|BCOP
OG0000076	LOC108005825|XP_036670890.1|DSUZ	LOC119071813|XP_037032779.1|BCOP
OG0000076	LOC108015039|XP_016936760.1|DSUZ	LOC119068533|XP_037028044.1|BCOP
OG0000076	LOC108015414|XP_016937334.1|DSUZ	LOC119066422|XP_037024794.1|BCOP
OG0000077	LOC108009747|XP_016929834.1|DSUZ	LOC119082353|XP_037047765.1|BCOP, LOC119082354|XP_037047766.1|BCOP
OG0000077	LOC108015852|XP_016937909.1|DSUZ	LOC119076378|XP_037038990.1|BCOP
OG0000077	LOC108010141|XP_016930463.1|DSUZ	LOC119071068|XP_037031598.1|BCOP
OG0000077	LOC108014833|XP_016936524.2|DSUZ	LOC119069760|XP_037029786.1|BCOP
OG0000078	LOC108008657|XP_016928031.1|DSUZ, LOC108006897|XP_016925974.2|DSUZ, LOC108011262|XP_036675195.1|DSUZ, LOC108015391|XP_016937300.1|DSUZ, LOC108016956|XP_016939380.1|DSUZ	LOC119072413|XP_037033522.1|BCOP
OG0000079	LOC108008363|XP_016927693.1|DSUZ, LOC108008373|XP_016927706.1|DSUZ, LOC108010440|XP_016930790.1|DSUZ, LOC108013216|XP_016934434.1|DSUZ	LOC119073294|XP_037034574.1|BCOP
OG0000080	LOC108008669|XP_016928052.2|DSUZ, LOC108018488|XP_016941536.1|DSUZ, LOC108009443|XP_016929282.1|DSUZ	LOC119071115|XP_037031659.1|BCOP, LOC119071116|XP_037031660.1|BCOP
OG0000081	LOC108012473|XP_016933353.1|DSUZ	LOC119072492|XP_037033632.1|BCOP
OG0000082	LOC108005981|XP_016924910.2|DSUZ, LOC108006237|XP_016925166.2|DSUZ, LOC108020861|XP_036674571.1|DSUZ, LOC118877946|XP_036674572.1|DSUZ, LOC108006234|XP_036672863.1|DSUZ	LOC119077224|XP_037040299.1|BCOP, LOC119077326|XP_037040404.1|BCOP, LOC119077878|XP_037041127.1|BCOP, LOC119069214|XP_037029085.1|BCOP, LOC119080439|XP_037044697.1|BCOP, LOC119067719|XP_037026731.1|BCOP, LOC119067656|XP_037026651.1|BCOP, LOC119067657|XP_037026652.1|BCOP, LOC119067658|XP_037026653.1|BCOP, LOC119075075|XP_037037362.1|BCOP, LOC119084030|XP_037049750.1|BCOP, LOC119079425|XP_037043226.1|BCOP, LOC119083787|XP_037049484.1|BCOP
OG0000083	LOC108021699|XP_016946017.1|DSUZ, LOC108019227|XP_016942512.1|DSUZ, LOC108018957|XP_016942050.1|DSUZ, LOC108019013|XP_016942116.1|DSUZ	LOC119071144|XP_037031768.1|BCOP, LOC119066519|XP_037024932.1|BCOP, LOC119084806|XP_037050772.1|BCOP
OG0000083	LOC108021302|XP_016945444.1|DSUZ	LOC119077030|XP_037040043.1|BCOP
OG0000084	LOC108019885|XP_016943446.1|DSUZ	LOC119071066|XP_037031596.1|BCOP, LOC119071181|XP_037031846.1|BCOP
OG0000085	LOC108017928|XP_036669794.1|DSUZ	LOC119077040|XP_037040059.1|BCOP
OG0000086	LOC108009612|XP_016929587.1|DSUZ	LOC119080738|XP_037045178.1|BCOP, LOC119067907|XP_037027094.1|BCOP, LOC119080632|XP_037044934.1|BCOP, LOC119068130|XP_037027486.1|BCOP
OG0000087	LOC108006715|XP_016925785.1|DSUZ	LOC119084681|XP_037050656.1|BCOP
OG0000087	LOC108013454|XP_016934823.1|DSUZ, LOC108010645|XP_016931036.1|DSUZ	LOC119075761|XP_037038197.1|BCOP
OG0000088	LOC108018081|XP_016940973.1|DSUZ	LOC119079125|XP_037042849.1|BCOP
OG0000088	LOC108010533|XP_016930904.1|DSUZ, LOC108017064|XP_016939511.1|DSUZ, LOC108009734|XP_016929807.1|DSUZ, LOC108017056|XP_016939503.2|DSUZ	LOC119082220|XP_037047569.1|BCOP
OG0000089	LOC108017134|XP_016939601.1|DSUZ, LOC108013957|XP_016935459.1|DSUZ	LOC119082274|XP_037047643.1|BCOP
OG0000089	LOC108010600|XP_016930978.1|DSUZ	LOC119068248|XP_037027675.1|BCOP
OG0000089	LOC108012396|XP_016933244.1|DSUZ	LOC119081420|XP_037046225.1|BCOP, LOC119081121|XP_037045760.1|BCOP, LOC119081493|XP_037046395.1|BCOP
OG0000090	LOC108009148|XP_016928740.1|DSUZ, LOC108008436|XP_016927775.1|DSUZ, LOC108020200|XP_016943797.1|DSUZ, LOC108013274|XP_016934533.1|DSUZ	LOC119078560|XP_037042023.1|BCOP, LOC119072351|XP_037033434.1|BCOP, LOC119085017|XP_037051089.1|BCOP, LOC119071272|XP_037032032.1|BCOP, LOC119081800|XP_037046914.1|BCOP
OG0000091	LOC108007205|XP_036674733.1|DSUZ	LOC119067519|XP_037026434.1|BCOP
OG0000091	LOC108021626|XP_016945921.1|DSUZ, LOC108017510|XP_036673504.1|DSUZ, LOC108020281|XP_036677911.1|DSUZ, LOC108017517|XP_016940076.2|DSUZ, LOC118879030|XP_036677910.1|DSUZ	LOC119085240|XP_037051459.1|BCOP
OG0000092	LOC108007922|XP_016927181.2|DSUZ, LOC108007901|XP_016927158.2|DSUZ, LOC108007563|XP_016926745.2|DSUZ, LOC108007927|XP_016927187.2|DSUZ	LOC119083172|XP_037048727.1|BCOP, LOC119078526|XP_037041987.1|BCOP, LOC119074994|XP_037037291.1|BCOP
OG0000093	LOC108017965|XP_016940733.1|DSUZ	LOC119085908|XP_037052349.1|BCOP, LOC119078154|XP_037041523.1|BCOP
OG0000093	LOC108015401|XP_016937310.2|DSUZ, LOC108008101|XP_016927380.2|DSUZ	LOC119071388|XP_037032160.1|BCOP, LOC119069925|XP_037030042.1|BCOP, LOC119070868|XP_037031275.1|BCOP
OG0000093	LOC108004853|XP_016923427.1|DSUZ, LOC108010353|XP_036675496.1|DSUZ, LOC108015362|XP_016937266.1|DSUZ	LOC119074158|XP_037036056.1|BCOP
OG0000094	LOC108012257|XP_016933045.2|DSUZ, LOC108014341|XP_016935913.1|DSUZ	LOC119072953|XP_037034173.1|BCOP, LOC119072965|XP_037034181.1|BCOP, LOC119082341|XP_037047786.1|BCOP, LOC119072977|XP_037034192.1|BCOP, LOC119071131|XP_037031708.1|BCOP, LOC119076455|XP_037039116.1|BCOP, LOC119081968|XP_037047175.1|BCOP
OG0000096	LOC108005944|XP_016924862.1|DSUZ, LOC108021485|XP_016945715.1|DSUZ, LOC108006768|XP_036674772.1|DSUZ, LOC118878143|XP_036675694.1|DSUZ, LOC108005977|XP_016924907.1|DSUZ	LOC119071730|XP_037032649.1|BCOP
OG0000099	LOC108016827|XP_016939133.1|DSUZ	LOC119069058|XP_037028826.1|BCOP, LOC119078025|XP_037041330.1|BCOP
OG0000099	LOC108016981|XP_016939415.1|DSUZ	LOC119077680|XP_037040831.1|BCOP, LOC119076063|XP_037038600.1|BCOP, LOC119085712|XP_037052057.1|BCOP, LOC119085711|XP_037052055.1|BCOP, LOC119076768|XP_037039615.1|BCOP, LOC119078073|XP_037041423.1|BCOP, LOC119069637|XP_037029638.1|BCOP
OG0000101	LOC118877221|XP_036670519.1|DSUZ, LOC108020440|XP_036670524.1|DSUZ, LOC118877222|XP_036670523.1|DSUZ, LOC108017021|XP_036671509.1|DSUZ, LOC108020448|XP_036672450.1|DSUZ, LOC118877521|XP_036672462.1|DSUZ, LOC118877329|XP_036671513.1|DSUZ, LOC118877522|XP_036672463.1|DSUZ, LOC118877220|XP_036670518.1|DSUZ	LOC119077397|XP_037040498.1|BCOP, LOC119082930|XP_037048481.1|BCOP
OG0000102	LOC108009336|XP_016929103.1|DSUZ	LOC119083655|XP_037049326.1|BCOP, LOC119081277|XP_037045928.1|BCOP, LOC119075318|XP_037037633.1|BCOP, LOC119066132|XP_037024317.1|BCOP
OG0000102	LOC108008646|XP_016928020.1|DSUZ	LOC119069719|XP_037029740.1|BCOP
OG0000103	LOC108012611|XP_016933519.1|DSUZ, LOC108019406|XP_016942716.2|DSUZ, LOC108010501|XP_016930863.2|DSUZ, LOC108009753|XP_016929854.1|DSUZ	LOC119074607|XP_037036759.1|BCOP
OG0000104	LOC108018816|XP_036670778.1|DSUZ	LOC119081062|XP_037045672.1|BCOP, LOC119074803|XP_037036982.1|BCOP
OG0000104	LOC108008643|XP_016928021.1|DSUZ, LOC108018835|XP_036671763.1|DSUZ	LOC119080513|XP_037044818.1|BCOP
OG0000105	LOC108014115|XP_016935629.2|DSUZ, LOC108014116|XP_016935630.2|DSUZ, LOC108018286|XP_016941301.2|DSUZ, LOC108018333|XP_016941363.2|DSUZ, LOC108019558|XP_016942884.1|DSUZ, LOC108019998|XP_036673113.1|DSUZ, LOC118877652|XP_036673146.1|DSUZ, LOC108007058|XP_036673468.1|DSUZ, LOC108007036|XP_016926132.2|DSUZ, LOC108007052|XP_016926148.1|DSUZ	LOC119080671|XP_037045000.1|BCOP
OG0000109	LOC108005294|XP_016923988.1|DSUZ	LOC119066520|XP_037024933.1|BCOP, LOC119068303|XP_037027739.1|BCOP, LOC119078821|XP_037042421.1|BCOP
OG0000110	LOC118877474|XP_036672419.1|DSUZ, LOC108018764|XP_036672071.1|DSUZ, LOC108005797|XP_016924616.1|DSUZ, LOC108005830|XP_016924657.1|DSUZ	LOC119073251|XP_037034515.1|BCOP
OG0000111	LOC108008514|XP_016927871.1|DSUZ, LOC108008501|XP_016927854.2|DSUZ, LOC108008570|XP_016927933.1|DSUZ	LOC119083195|XP_037048752.1|BCOP
OG0000113	LOC108005106|XP_016923769.1|DSUZ, LOC108015833|XP_016937890.1|DSUZ, LOC108005109|XP_016923771.2|DSUZ, LOC118878380|XP_036677036.1|DSUZ, LOC108016296|XP_016938420.2|DSUZ, LOC108021605|XP_016945890.2|DSUZ, LOC108014373|XP_016935957.2|DSUZ, LOC108012343|XP_016933176.2|DSUZ	LOC119081195|XP_037045806.1|BCOP, LOC119076161|XP_037038741.1|BCOP, LOC119076122|XP_037038686.1|BCOP
OG0000117	LOC108016223|XP_016938342.1|DSUZ, LOC108016234|XP_016938352.1|DSUZ, LOC108016246|XP_016938362.1|DSUZ, LOC108016266|XP_016938383.1|DSUZ	LOC119075248|XP_037037542.1|BCOP, LOC119077509|XP_037040636.1|BCOP
OG0000118	LOC108005242|XP_036668710.1|DSUZ, LOC108017871|XP_016940521.1|DSUZ, LOC108006685|XP_016925716.2|DSUZ, LOC108021821|XP_016946117.1|DSUZ	LOC119080287|XP_037044455.1|BCOP, LOC119076832|XP_037039727.1|BCOP, LOC119085695|XP_037052038.1|BCOP, LOC119085696|XP_037052040.1|BCOP, LOC119073481|XP_037034921.1|BCOP, LOC119076573|XP_037039263.1|BCOP
OG0000119	LOC108013939|XP_016935439.2|DSUZ, LOC108013886|XP_036674104.1|DSUZ, LOC118877873|XP_036674103.1|DSUZ	LOC119077086|XP_037040141.1|BCOP, LOC119077085|XP_037040140.1|BCOP
OG0000120	LOC108016657|XP_016938855.1|DSUZ	LOC119080998|XP_037045563.1|BCOP
OG0000120	LOC108009227|XP_036669490.1|DSUZ	LOC119078165|XP_037041538.1|BCOP
OG0000122	LOC108013308|XP_016934591.1|DSUZ, LOC108016559|XP_036676660.1|DSUZ, LOC108008928|XP_016928328.1|DSUZ, LOC108013335|XP_016934628.1|DSUZ	LOC119084912|XP_037050963.1|BCOP, LOC119077176|XP_037040252.1|BCOP, LOC119075959|XP_037038431.1|BCOP
OG0000123	LOC108008818|XP_016928213.1|DSUZ, LOC108011578|XP_016932237.1|DSUZ, LOC108015987|XP_036674987.1|DSUZ, LOC108015985|XP_016938061.1|DSUZ, LOC108015988|XP_036675055.1|DSUZ	LOC119084065|XP_037049800.1|BCOP
OG0000125	LOC108016132|XP_036675271.1|DSUZ	LOC119067921|XP_037027119.1|BCOP
OG0000125	LOC108014689|XP_036677888.1|DSUZ	LOC119081947|XP_037047122.1|BCOP
OG0000126	LOC108005267|XP_036676969.1|DSUZ, LOC108016717|XP_016938933.1|DSUZ, LOC108016711|XP_036676723.1|DSUZ, LOC118878326|XP_036676537.1|DSUZ, LOC108016712|XP_016938928.2|DSUZ, LOC108016722|XP_016938940.1|DSUZ, LOC108016714|XP_036676510.1|DSUZ, LOC108016720|XP_016938936.2|DSUZ, LOC108013699|XP_016935106.2|DSUZ, LOC108013698|XP_036676126.1|DSUZ, LOC108005265|XP_016923944.1|DSUZ, LOC118878363|XP_036676965.1|DSUZ, LOC108005371|XP_016924118.1|DSUZ, LOC108005260|XP_016923938.1|DSUZ, LOC108009171|XP_016928793.1|DSUZ	LOC119077979|XP_037041260.1|BCOP
OG0000127	LOC108007946|XP_016927204.2|DSUZ, LOC108007945|XP_036674902.1|DSUZ, LOC108007944|XP_036674903.1|DSUZ, LOC108013814|XP_016935278.1|DSUZ	LOC119076071|XP_037038610.1|BCOP, LOC119079079|XP_037042783.1|BCOP
OG0000129	LOC108015255|XP_016937096.1|DSUZ, LOC108017063|XP_036671380.1|DSUZ, LOC108021458|XP_016945678.1|DSUZ, LOC108015254|XP_036676726.1|DSUZ	LOC119074452|XP_037036480.1|BCOP
OG0000131	LOC108014126|XP_016935641.2|DSUZ	LOC119069789|XP_037029826.1|BCOP, LOC119083693|XP_037049377.1|BCOP, LOC119068661|XP_037028233.1|BCOP
OG0000132	LOC108021171|XP_016945241.2|DSUZ, LOC108021172|XP_016945242.2|DSUZ, LOC108018628|XP_016941683.2|DSUZ, LOC118879035|XP_036677923.1|DSUZ	LOC119070931|XP_037031370.1|BCOP, LOC119083625|XP_037049255.1|BCOP, LOC119083840|XP_037049540.1|BCOP, LOC119076124|XP_037038688.1|BCOP, LOC119076130|XP_037038697.1|BCOP
OG0000133	LOC118879533|XP_036678283.1|DSUZ, LOC118878648|XP_036677585.1|DSUZ, LOC118878761|XP_036677654.1|DSUZ	LOC119078344|XP_037041742.1|BCOP
OG0000134	LOC108015612|XP_036674075.1|DSUZ	LOC119084917|XP_037050964.1|BCOP
OG0000134	LOC108021390|XP_016945580.1|DSUZ	LOC119077122|XP_037040188.1|BCOP
OG0000136	LOC108017626|XP_016940214.2|DSUZ, LOC118877226|XP_036670551.1|DSUZ, LOC118877752|XP_036673664.1|DSUZ	LOC119080269|XP_037044424.1|BCOP
OG0000137	LOC108015817|XP_036674836.1|DSUZ	LOC119076570|XP_037039260.1|BCOP
OG0000137	LOC108013009|XP_016934085.1|DSUZ	LOC119075970|XP_037038454.1|BCOP
OG0000137	LOC108014921|XP_036676193.1|DSUZ	LOC119072476|XP_037033597.1|BCOP, LOC119072474|XP_037033594.1|BCOP, LOC119072472|XP_037033590.1|BCOP
OG0000138	LOC108007948|XP_016927207.2|DSUZ, LOC108007967|XP_016927225.2|DSUZ, LOC108007961|XP_016927220.1|DSUZ, LOC108007963|XP_016927222.1|DSUZ, LOC108007962|XP_016927221.1|DSUZ	LOC119075469|XP_037037812.1|BCOP, LOC119080407|XP_037044633.1|BCOP
OG0000140	LOC108016159|XP_016938267.2|DSUZ	LOC119069608|XP_037029594.1|BCOP
OG0000141	LOC108013534|XP_016934920.2|DSUZ, LOC108012517|XP_016933416.1|DSUZ	LOC119081636|XP_037046587.1|BCOP, LOC119080767|XP_037045226.1|BCOP
OG0000142	LOC108018807|XP_036673232.1|DSUZ	LOC119069777|XP_037029851.1|BCOP
OG0000142	LOC108015869|XP_036678422.1|DSUZ	LOC119069688|XP_037029708.1|BCOP
OG0000142	LOC108018853|XP_036676512.1|DSUZ	LOC119068456|XP_037027931.1|BCOP
OG0000143	LOC108014745|XP_016936416.2|DSUZ	LOC119079862|XP_037043834.1|BCOP
OG0000143	LOC108014744|XP_016936415.2|DSUZ	LOC119072167|XP_037033223.1|BCOP, LOC119075078|XP_037037365.1|BCOP, LOC119082915|XP_037048466.1|BCOP, LOC119083819|XP_037049510.1|BCOP, LOC119082946|XP_037048492.1|BCOP, LOC119071652|XP_037032507.1|BCOP, LOC119078755|XP_037042355.1|BCOP
OG0000144	LOC108014158|XP_036673976.1|DSUZ	LOC119076752|XP_037039594.1|BCOP
OG0000144	LOC108006566|XP_016925590.1|DSUZ	LOC119077624|XP_037040733.1|BCOP
OG0000144	LOC118879345|XP_036678091.1|DSUZ	LOC119084638|XP_037050601.1|BCOP
OG0000145	LOC108015400|XP_016937309.1|DSUZ, LOC108021509|XP_016945755.2|DSUZ, LOC108020907|XP_016944815.1|DSUZ	LOC119066144|XP_037024335.1|BCOP
OG0000147	LOC108014298|XP_016935854.1|DSUZ	LOC119077121|XP_037040187.1|BCOP
OG0000147	LOC108016003|XP_036674909.1|DSUZ, LOC108016028|XP_016938111.2|DSUZ	LOC119083723|XP_037049415.1|BCOP
OG0000148	LOC108006771|XP_016925814.1|DSUZ	LOC119072936|XP_037034156.1|BCOP
OG0000148	LOC108015949|XP_016938058.2|DSUZ	LOC119081118|XP_037045757.1|BCOP, LOC119080775|XP_037045238.1|BCOP
OG0000149	LOC108017334|XP_016939856.1|DSUZ, LOC108019118|XP_016942332.1|DSUZ	LOC119081141|XP_037045781.1|BCOP, LOC119078064|XP_037041400.1|BCOP, LOC119074697|XP_037036878.1|BCOP, LOC119074699|XP_037036882.1|BCOP, LOC119074696|XP_037036877.1|BCOP, LOC119067511|XP_037026418.1|BCOP, LOC119069831|XP_037029894.1|BCOP, LOC119079233|XP_037042919.1|BCOP, LOC119076031|XP_037038586.1|BCOP, LOC119074704|XP_037036887.1|BCOP, LOC119078972|XP_037042619.1|BCOP, LOC119066652|XP_037025122.1|BCOP, LOC119078268|XP_037041662.1|BCOP, LOC119078270|XP_037041663.1|BCOP, LOC119072648|XP_037033800.1|BCOP, LOC119084968|XP_037051016.1|BCOP
OG0000152	LOC108007217|XP_016926341.2|DSUZ, LOC108011900|XP_016932639.2|DSUZ, LOC108011890|XP_016932625.2|DSUZ, LOC108011677|XP_016932367.1|DSUZ, LOC108007221|XP_036674693.1|DSUZ	LOC119069768|XP_037029799.1|BCOP, LOC119083779|XP_037049473.1|BCOP
OG0000154	LOC108005604|XP_016924396.2|DSUZ, LOC118877636|XP_036673035.1|DSUZ, LOC108012958|XP_036671692.1|DSUZ	LOC119066036|XP_037024149.1|BCOP, LOC119080323|XP_037044538.1|BCOP, LOC119078752|XP_037042348.1|BCOP, LOC119077199|XP_037040275.1|BCOP, LOC119077198|XP_037040273.1|BCOP, LOC119077197|XP_037040272.1|BCOP, LOC119078144|XP_037041514.1|BCOP, LOC119078143|XP_037041513.1|BCOP, LOC119082885|XP_037048439.1|BCOP, LOC119078535|XP_037041997.1|BCOP, LOC119068873|XP_037028607.1|BCOP, LOC119073600|XP_037035068.1|BCOP, LOC119076693|XP_037039497.1|BCOP, LOC119078164|XP_037041534.1|BCOP
OG0000155	LOC108005827|XP_016924653.1|DSUZ, LOC108005836|XP_016924667.1|DSUZ, LOC108005764|XP_016924582.2|DSUZ	LOC119070504|XP_037030760.1|BCOP
OG0000157	LOC108019672|XP_016943052.1|DSUZ, LOC108019660|XP_016943040.1|DSUZ, LOC108019667|XP_016943045.1|DSUZ	LOC119081533|XP_037046430.1|BCOP
OG0000158	LOC108018074|XP_016940965.2|DSUZ, LOC108005818|XP_016924635.1|DSUZ, LOC108005816|XP_016924633.2|DSUZ	LOC119066838|XP_037025433.1|BCOP
OG0000159	LOC118877193|XP_036670343.1|DSUZ, LOC108007702|XP_016926929.1|DSUZ	LOC119071737|XP_037032662.1|BCOP
OG0000159	LOC108008027|XP_036670592.1|DSUZ	LOC119070684|XP_037031027.1|BCOP
OG0000160	LOC108014395|XP_036673181.1|DSUZ, LOC108014396|XP_036673188.1|DSUZ	LOC119074814|XP_037036998.1|BCOP, LOC119073756|XP_037035310.1|BCOP, LOC119084177|XP_037049932.1|BCOP, LOC119070694|XP_037031041.1|BCOP, LOC119070394|XP_037030608.1|BCOP, LOC119080673|XP_037044998.1|BCOP, LOC119075752|XP_037038189.1|BCOP
OG0000162	LOC108006700|XP_036672275.1|DSUZ, LOC108012730|XP_016933650.1|DSUZ, LOC108008952|XP_016928355.1|DSUZ, LOC108019286|XP_016942594.1|DSUZ	LOC119072713|XP_037033879.1|BCOP, LOC119078856|XP_037042461.1|BCOP, LOC119068500|XP_037028039.1|BCOP, LOC119067739|XP_037026798.1|BCOP
OG0000165	LOC118878272|XP_036676054.1|DSUZ, LOC108013839|XP_016935315.2|DSUZ, LOC108012734|XP_016933655.1|DSUZ	LOC119068607|XP_037028159.1|BCOP
OG0000166	LOC108009767|XP_016929885.1|DSUZ	LOC119073858|XP_037035618.1|BCOP
OG0000166	LOC108008564|XP_016927924.1|DSUZ, LOC108008481|XP_016927826.1|DSUZ, LOC118876761|XP_016927828.2|DSUZ	LOC119071749|XP_037032679.1|BCOP, LOC119068609|XP_037028163.1|BCOP
OG0000167	LOC108012244|XP_016933031.1|DSUZ, LOC108012603|XP_016933512.1|DSUZ, LOC108012533|XP_016933435.1|DSUZ, LOC108012674|XP_016933590.1|DSUZ	LOC119083207|XP_037048770.1|BCOP, LOC119077362|XP_037040434.1|BCOP, LOC119080181|XP_037044302.1|BCOP
OG0000169	LOC108015763|XP_016937791.1|DSUZ	LOC119078686|XP_037042236.1|BCOP
OG0000169	LOC108012719|XP_016933637.1|DSUZ, LOC108014890|XP_016936597.1|DSUZ	LOC119070541|XP_037030812.1|BCOP
OG0000170	LOC108021529|XP_016945780.1|DSUZ, LOC108021528|XP_016945779.1|DSUZ	LOC119068257|XP_037027690.1|BCOP
OG0000171	LOC108018039|XP_036669567.1|DSUZ	LOC119077027|XP_037040036.1|BCOP
OG0000171	LOC108015077|XP_016936845.1|DSUZ	LOC119078436|XP_037041851.1|BCOP
OG0000171	LOC108015189|XP_016936992.1|DSUZ	LOC119069385|XP_037029335.1|BCOP
OG0000172	LOC108012315|XP_016933104.2|DSUZ, LOC108007174|XP_036671023.1|DSUZ	LOC119080398|XP_037044615.1|BCOP
OG0000173	LOC108008393|XP_016927726.1|DSUZ, LOC118876910|XP_036668978.1|DSUZ, LOC108008692|XP_016928077.1|DSUZ	LOC119081507|XP_037046410.1|BCOP
OG0000175	LOC108010642|XP_036674300.1|DSUZ	LOC119085626|XP_037051954.1|BCOP
OG0000175	LOC108016299|XP_036675381.1|DSUZ, LOC108016300|XP_036675386.1|DSUZ	LOC119085691|XP_037052033.1|BCOP, LOC119085693|XP_037052034.1|BCOP, LOC119085697|XP_037052041.1|BCOP, LOC119080410|XP_037044644.1|BCOP, LOC119080343|XP_037044539.1|BCOP, LOC119085694|XP_037052035.1|BCOP
OG0000177	LOC108006325|XP_016925314.1|DSUZ	LOC119070258|XP_037030426.1|BCOP
OG0000177	LOC108014832|XP_036673503.1|DSUZ	LOC119067483|XP_037026379.1|BCOP
OG0000177	LOC108013115|XP_016934260.1|DSUZ	LOC119079898|XP_037043882.1|BCOP
OG0000179	LOC108009732|XP_016929805.1|DSUZ, LOC108009802|XP_016929963.1|DSUZ	LOC119081914|XP_037047044.1|BCOP, LOC119079040|XP_037042722.1|BCOP
OG0000179	LOC108021460|XP_016945680.1|DSUZ	LOC119071177|XP_037031839.1|BCOP
OG0000181	LOC108011657|XP_016932341.1|DSUZ	LOC119080812|XP_037045279.1|BCOP
OG0000182	LOC108006732|XP_016925764.2|DSUZ	LOC119074666|XP_037036843.1|BCOP
OG0000182	LOC108006751|XP_016925792.1|DSUZ, LOC108006750|XP_016925791.1|DSUZ	LOC119072417|XP_037033532.1|BCOP
OG0000183	LOC108014928|XP_016936637.2|DSUZ, LOC108020151|XP_016943741.1|DSUZ, LOC108012673|XP_016933588.1|DSUZ, LOC108012363|XP_016933204.1|DSUZ	LOC119083232|XP_037048788.1|BCOP, LOC119079322|XP_037043012.1|BCOP, LOC119082279|XP_037047650.1|BCOP, LOC119079306|XP_037042991.1|BCOP, LOC119074141|XP_037036033.1|BCOP
OG0000184	LOC108015061|XP_016936793.1|DSUZ, LOC108007776|XP_016927025.1|DSUZ	LOC119076294|XP_037038852.1|BCOP, LOC119080732|XP_037045167.1|BCOP, LOC119076296|XP_037038854.1|BCOP, LOC119076297|XP_037038856.1|BCOP, LOC119066302|XP_037024577.1|BCOP, LOC119075336|XP_037037661.1|BCOP, LOC119081707|XP_037046712.1|BCOP, LOC119076295|XP_037038853.1|BCOP
