Orthogroup	DSUZ.longest_only	AALB.longest_only
OG0000105	LOC108014115|XP_016935629.2|DSUZ, LOC108014116|XP_016935630.2|DSUZ, LOC108018286|XP_016941301.2|DSUZ, LOC108018333|XP_016941363.2|DSUZ, LOC108019558|XP_016942884.1|DSUZ, LOC108019998|XP_036673113.1|DSUZ, LOC118877652|XP_036673146.1|DSUZ, LOC108007058|XP_036673468.1|DSUZ, LOC108007036|XP_016926132.2|DSUZ, LOC108007052|XP_016926148.1|DSUZ	LOC118457265|XP_035774549.1|AALB
OG0000109	LOC108021564|XP_036669705.1|DSUZ, LOC108021565|XP_016945829.1|DSUZ	LOC118467353|XP_035793644.1|AALB, LOC118460030|XP_035779864.1|AALB
OG0000109	LOC108005294|XP_016923988.1|DSUZ	LOC118459572|XP_035778973.1|AALB
OG0000110	LOC118877474|XP_036672419.1|DSUZ, LOC108018764|XP_036672071.1|DSUZ, LOC108005797|XP_016924616.1|DSUZ, LOC108005830|XP_016924657.1|DSUZ	LOC118463974|XP_035786869.1|AALB, LOC118463973|XP_035786868.1|AALB
OG0000111	LOC108008514|XP_016927871.1|DSUZ, LOC108008501|XP_016927854.2|DSUZ, LOC108008570|XP_016927933.1|DSUZ	LOC118469050|XP_035796408.1|AALB, LOC118463092|XP_035785265.1|AALB, LOC118463385|XP_035785816.1|AALB, LOC118467776|XP_035794507.1|AALB, LOC118463948|XP_035786818.1|AALB
OG0000112	LOC108015224|XP_016937055.1|DSUZ, LOC108005343|XP_016924071.1|DSUZ, LOC108015053|XP_016936781.1|DSUZ, LOC108015052|XP_016936780.2|DSUZ	LOC118467359|XP_035793654.1|AALB
OG0000113	LOC108005106|XP_016923769.1|DSUZ, LOC108015833|XP_016937890.1|DSUZ, LOC108005109|XP_016923771.2|DSUZ, LOC118878380|XP_036677036.1|DSUZ, LOC108016296|XP_016938420.2|DSUZ, LOC108021605|XP_016945890.2|DSUZ, LOC108014373|XP_016935957.2|DSUZ, LOC108012343|XP_016933176.2|DSUZ	LOC118462848|XP_035784798.1|AALB
OG0000117	LOC108016223|XP_016938342.1|DSUZ, LOC108016234|XP_016938352.1|DSUZ, LOC108016246|XP_016938362.1|DSUZ, LOC108016266|XP_016938383.1|DSUZ	LOC118458656|XP_035777238.1|AALB, LOC118457117|XP_035774312.1|AALB, LOC118456329|XP_035772878.1|AALB
OG0000118	LOC108005242|XP_036668710.1|DSUZ, LOC108017871|XP_016940521.1|DSUZ, LOC108006685|XP_016925716.2|DSUZ, LOC108021821|XP_016946117.1|DSUZ	LOC118457110|XP_035774302.1|AALB
OG0000119	LOC108013939|XP_016935439.2|DSUZ, LOC108013886|XP_036674104.1|DSUZ, LOC118877873|XP_036674103.1|DSUZ	LOC118458699|XP_035777331.1|AALB, LOC118460125|XP_035780068.1|AALB, LOC118457053|XP_035774195.1|AALB, LOC118456913|XP_035773931.1|AALB, LOC118458698|XP_035777330.1|AALB
OG0000120	LOC108016657|XP_016938855.1|DSUZ	LOC118463432|XP_035785893.1|AALB
OG0000120	LOC108009227|XP_036669490.1|DSUZ	LOC118464687|XP_035788103.1|AALB
OG0000121	LOC108015022|XP_016936739.1|DSUZ, LOC108015070|XP_016936798.1|DSUZ, LOC118877889|XP_036674201.1|DSUZ, LOC108013784|XP_016935240.2|DSUZ, LOC118877888|XP_036674200.1|DSUZ, LOC108020171|XP_016943763.2|DSUZ, LOC108020172|XP_016943764.1|DSUZ, LOC118877890|XP_036674203.1|DSUZ	LOC118459567|XP_035778961.1|AALB
OG0000122	LOC108013308|XP_016934591.1|DSUZ, LOC108016559|XP_036676660.1|DSUZ, LOC108008928|XP_016928328.1|DSUZ, LOC108013335|XP_016934628.1|DSUZ	LOC118456844|XP_035773833.1|AALB
OG0000123	LOC108008818|XP_016928213.1|DSUZ, LOC108011578|XP_016932237.1|DSUZ, LOC108015987|XP_036674987.1|DSUZ, LOC108015985|XP_016938061.1|DSUZ, LOC108015988|XP_036675055.1|DSUZ	LOC118461289|XP_035782355.1|AALB
OG0000124	LOC108009296|XP_016929025.1|DSUZ, LOC108019931|XP_016943529.1|DSUZ, LOC108019575|XP_016942900.2|DSUZ, LOC108019576|XP_016942901.1|DSUZ	LOC118465756|XP_035790152.1|AALB
OG0000125	LOC108016132|XP_036675271.1|DSUZ	LOC118457525|XP_035775063.1|AALB
OG0000125	LOC108014689|XP_036677888.1|DSUZ	LOC118463575|XP_035786112.1|AALB
OG0000126	LOC108005267|XP_036676969.1|DSUZ, LOC108016717|XP_016938933.1|DSUZ, LOC108016711|XP_036676723.1|DSUZ, LOC118878326|XP_036676537.1|DSUZ, LOC108016712|XP_016938928.2|DSUZ, LOC108016722|XP_016938940.1|DSUZ, LOC108016714|XP_036676510.1|DSUZ, LOC108016720|XP_016938936.2|DSUZ, LOC108013699|XP_016935106.2|DSUZ, LOC108013698|XP_036676126.1|DSUZ, LOC108005265|XP_016923944.1|DSUZ, LOC118878363|XP_036676965.1|DSUZ, LOC108005371|XP_016924118.1|DSUZ, LOC108005260|XP_016923938.1|DSUZ, LOC108009171|XP_016928793.1|DSUZ	LOC118460528|XP_035780801.1|AALB
OG0000127	LOC108007946|XP_016927204.2|DSUZ, LOC108007945|XP_036674902.1|DSUZ, LOC108007944|XP_036674903.1|DSUZ, LOC108013814|XP_016935278.1|DSUZ	LOC118456552|XP_035773315.1|AALB, LOC118456551|XP_035773312.1|AALB
OG0000128	LOC108010195|XP_016930528.1|DSUZ, LOC108010196|XP_036669301.1|DSUZ, LOC108008131|XP_036668973.1|DSUZ, LOC108008129|XP_016927408.2|DSUZ, LOC108008357|XP_016927677.1|DSUZ, LOC108013855|XP_036672845.1|DSUZ, LOC118878072|XP_036675185.1|DSUZ, LOC108013857|XP_036675109.1|DSUZ	LOC118463140|XP_035785395.1|AALB
OG0000129	LOC108015255|XP_016937096.1|DSUZ, LOC108017063|XP_036671380.1|DSUZ, LOC108021458|XP_016945678.1|DSUZ, LOC108015254|XP_036676726.1|DSUZ	LOC118456548|XP_035773308.1|AALB
OG0000130	LOC108012428|XP_016933280.1|DSUZ, LOC108013549|XP_016934948.1|DSUZ, LOC108012291|XP_016933082.2|DSUZ, LOC108013475|XP_016934846.1|DSUZ	LOC118464719|XP_035788184.1|AALB
OG0000132	LOC108021171|XP_016945241.2|DSUZ, LOC108021172|XP_016945242.2|DSUZ, LOC108018628|XP_016941683.2|DSUZ, LOC118879035|XP_036677923.1|DSUZ	LOC118458943|XP_035777814.1|AALB, LOC118468465|XP_035795152.1|AALB
OG0000134	LOC108015612|XP_036674075.1|DSUZ	LOC118464308|XP_035787537.1|AALB
OG0000134	LOC108005243|XP_016923925.1|DSUZ, LOC108011069|XP_016931624.1|DSUZ, LOC108021390|XP_016945580.1|DSUZ	LOC118458491|XP_035776937.1|AALB
OG0000136	LOC118877770|XP_036673688.1|DSUZ	LOC118468175|XP_035794891.1|AALB
OG0000137	LOC108015817|XP_036674836.1|DSUZ	LOC118459373|XP_035778562.1|AALB
OG0000137	LOC108013009|XP_016934085.1|DSUZ	LOC118466961|XP_035792755.1|AALB, LOC118467197|XP_035793304.1|AALB
OG0000137	LOC108014921|XP_036676193.1|DSUZ	LOC118466212|XP_035791127.1|AALB
OG0000140	LOC108016159|XP_016938267.2|DSUZ	LOC118458081|XP_035776133.1|AALB, LOC118458082|XP_035776136.1|AALB, LOC118466021|XP_035790730.1|AALB, LOC118465203|XP_035789081.1|AALB, LOC118465619|XP_035789896.1|AALB, LOC118463502|XP_035785994.1|AALB, LOC118464216|XP_035787280.1|AALB, LOC118463503|XP_035785996.1|AALB
OG0000141	LOC108012516|XP_016933414.1|DSUZ, LOC108013537|XP_016934921.1|DSUZ, LOC108013534|XP_016934920.2|DSUZ, LOC108012517|XP_016933416.1|DSUZ	LOC118467705|XP_035794382.1|AALB
OG0000142	LOC108018807|XP_036673232.1|DSUZ	LOC118468696|XP_035795705.1|AALB
OG0000142	LOC108015869|XP_036678422.1|DSUZ, LOC108014398|XP_036677665.1|DSUZ	LOC118462517|XP_035784278.1|AALB
OG0000142	LOC108018853|XP_036676512.1|DSUZ	LOC118457471|XP_035774992.1|AALB
OG0000143	LOC108014745|XP_016936416.2|DSUZ	LOC118467175|XP_035793250.1|AALB
OG0000143	LOC108014744|XP_016936415.2|DSUZ	LOC118459735|XP_035779305.1|AALB, LOC118459734|XP_035779304.1|AALB, LOC118459680|XP_035779199.1|AALB, LOC118459679|XP_035779198.1|AALB
OG0000144	LOC108014158|XP_036673976.1|DSUZ	LOC118461471|XP_035782710.1|AALB
OG0000144	LOC108006566|XP_016925590.1|DSUZ	LOC118456472|XP_035773156.1|AALB
OG0000144	LOC118879345|XP_036678091.1|DSUZ	LOC118457512|XP_035775046.1|AALB, LOC118457837|XP_035775606.1|AALB
OG0000145	LOC108015400|XP_016937309.1|DSUZ, LOC108021509|XP_016945755.2|DSUZ, LOC108020907|XP_016944815.1|DSUZ	LOC118468579|XP_035795404.1|AALB, LOC118468580|XP_035795405.1|AALB
OG0000147	LOC108014298|XP_016935854.1|DSUZ	LOC118459781|XP_035779391.1|AALB
OG0000147	LOC108016003|XP_036674909.1|DSUZ, LOC108016028|XP_016938111.2|DSUZ	LOC118458812|XP_035777575.1|AALB, LOC118461758|XP_035783386.1|AALB
OG0000148	LOC108006771|XP_016925814.1|DSUZ	LOC118467812|XP_035794580.1|AALB
OG0000148	LOC108015949|XP_016938058.2|DSUZ	LOC118456165|XP_035772584.1|AALB, LOC118456386|XP_035772969.1|AALB
OG0000149	LOC108017334|XP_016939856.1|DSUZ, LOC108019118|XP_016942332.1|DSUZ	LOC118458020|XP_035776018.1|AALB
OG0000152	LOC108007217|XP_016926341.2|DSUZ, LOC108011900|XP_016932639.2|DSUZ, LOC108011890|XP_016932625.2|DSUZ, LOC108011677|XP_016932367.1|DSUZ, LOC108007221|XP_036674693.1|DSUZ	LOC118457944|XP_035775851.1|AALB
OG0000153	LOC108016406|XP_016938544.2|DSUZ, LOC108016404|XP_036674566.1|DSUZ, LOC108016418|XP_016938556.2|DSUZ	LOC118469045|XP_035796404.1|AALB, LOC118469043|XP_035796402.1|AALB, LOC118469044|XP_035796403.1|AALB
OG0000154	LOC108005604|XP_016924396.2|DSUZ, LOC118877636|XP_036673035.1|DSUZ, LOC108012958|XP_036671692.1|DSUZ	LOC118460594|XP_035780914.1|AALB, LOC118460586|XP_035780900.1|AALB, LOC118456679|XP_035773546.1|AALB, LOC118460599|XP_035780920.1|AALB
OG0000157	LOC108019672|XP_016943052.1|DSUZ, LOC108019660|XP_016943040.1|DSUZ, LOC108019667|XP_016943045.1|DSUZ	LOC118464455|XP_035787735.1|AALB, LOC118464454|XP_035787734.1|AALB
OG0000158	LOC108018074|XP_016940965.2|DSUZ, LOC108005818|XP_016924635.1|DSUZ, LOC108005816|XP_016924633.2|DSUZ	LOC118460884|XP_035781520.1|AALB, LOC118460883|XP_035781519.1|AALB, LOC118460486|XP_035780727.1|AALB, LOC118460485|XP_035780726.1|AALB
OG0000159	LOC118877193|XP_036670343.1|DSUZ, LOC108007702|XP_016926929.1|DSUZ	LOC118467617|XP_035794214.1|AALB, LOC118466025|XP_035790738.1|AALB, LOC118466026|XP_035790739.1|AALB
OG0000159	LOC108008027|XP_036670592.1|DSUZ, LOC108007996|XP_036671360.1|DSUZ	LOC118467615|XP_035794210.1|AALB
OG0000160	LOC108014395|XP_036673181.1|DSUZ, LOC108014396|XP_036673188.1|DSUZ	LOC118468803|XP_035795905.1|AALB, LOC118463490|XP_035785973.1|AALB, LOC118459593|XP_035779014.1|AALB, LOC118458011|XP_035776002.1|AALB
OG0000162	LOC108006700|XP_036672275.1|DSUZ, LOC108012730|XP_016933650.1|DSUZ, LOC108008952|XP_016928355.1|DSUZ, LOC108019286|XP_016942594.1|DSUZ	LOC118459995|XP_035779789.1|AALB, LOC118459994|XP_035779785.1|AALB
OG0000163	LOC108013614|XP_016935044.1|DSUZ, LOC118879769|XP_036678638.1|DSUZ, LOC108015699|XP_016937719.1|DSUZ	LOC118465174|XP_035789029.1|AALB, LOC118466751|XP_035792341.1|AALB, LOC118464335|XP_035787546.1|AALB, LOC118464334|XP_035787545.1|AALB
OG0000165	LOC118878272|XP_036676054.1|DSUZ, LOC108013839|XP_016935315.2|DSUZ, LOC108012734|XP_016933655.1|DSUZ	LOC118466108|XP_035790926.1|AALB
OG0000166	LOC108009767|XP_016929885.1|DSUZ	LOC118467357|XP_035793649.1|AALB
OG0000166	LOC108008564|XP_016927924.1|DSUZ, LOC108008481|XP_016927826.1|DSUZ, LOC118876761|XP_016927828.2|DSUZ	LOC118464605|XP_035787942.1|AALB, LOC118459588|XP_035779009.1|AALB, LOC118463382|XP_035785811.1|AALB, LOC118465186|XP_035789048.1|AALB
OG0000169	LOC108015763|XP_016937791.1|DSUZ	LOC118462696|XP_035784516.1|AALB, LOC118462698|XP_035784519.1|AALB
OG0000170	LOC108021529|XP_016945780.1|DSUZ, LOC108021528|XP_016945779.1|DSUZ	LOC118459303|XP_035778444.1|AALB, LOC118459300|XP_035778442.1|AALB
OG0000171	LOC108018039|XP_036669567.1|DSUZ	LOC118461368|XP_035782508.1|AALB
OG0000171	LOC108015077|XP_016936845.1|DSUZ	LOC118460225|XP_035780245.1|AALB
OG0000171	LOC108015189|XP_016936992.1|DSUZ	LOC118458772|XP_035777465.1|AALB
OG0000172	LOC108012315|XP_016933104.2|DSUZ, LOC108007174|XP_036671023.1|DSUZ	LOC118466457|XP_035791698.1|AALB
OG0000173	LOC108008393|XP_016927726.1|DSUZ, LOC118876910|XP_036668978.1|DSUZ, LOC108008692|XP_016928077.1|DSUZ	LOC118457021|XP_035774148.1|AALB, LOC118457019|XP_035774144.1|AALB
OG0000174	LOC108017714|XP_016940312.1|DSUZ, LOC108013104|XP_016934244.1|DSUZ, LOC108019703|XP_016943087.1|DSUZ	LOC118468685|XP_035795692.1|AALB, LOC118458601|XP_035777171.1|AALB
OG0000175	LOC108010642|XP_036674300.1|DSUZ	LOC118460779|XP_035781277.1|AALB
OG0000175	LOC108016299|XP_036675381.1|DSUZ, LOC108016300|XP_036675386.1|DSUZ	LOC118460374|XP_035780520.1|AALB, LOC118460373|XP_035780519.1|AALB, LOC118460382|XP_035780534.1|AALB
OG0000177	LOC108006325|XP_016925314.1|DSUZ	LOC118460956|XP_035781628.1|AALB
OG0000177	LOC108014832|XP_036673503.1|DSUZ	LOC118460236|XP_035780283.1|AALB
OG0000179	LOC108009732|XP_016929805.1|DSUZ, LOC108009802|XP_016929963.1|DSUZ	LOC118467687|XP_035794354.1|AALB
OG0000179	LOC108021460|XP_016945680.1|DSUZ	LOC118464344|XP_035787555.1|AALB
OG0000181	LOC108020161|XP_016943752.1|DSUZ, LOC108006366|XP_016925376.2|DSUZ	LOC118464110|XP_035787091.1|AALB, LOC118460679|XP_035781067.1|AALB
OG0000182	LOC108006732|XP_016925764.2|DSUZ	LOC118460396|XP_035780566.1|AALB
OG0000182	LOC108006751|XP_016925792.1|DSUZ, LOC108006750|XP_016925791.1|DSUZ	LOC118460395|XP_035780565.1|AALB
OG0000183	LOC108014928|XP_016936637.2|DSUZ, LOC108020151|XP_016943741.1|DSUZ, LOC108012673|XP_016933588.1|DSUZ, LOC108012363|XP_016933204.1|DSUZ	LOC118466280|XP_035791250.1|AALB
OG0000184	LOC108015061|XP_016936793.1|DSUZ, LOC108007776|XP_016927025.1|DSUZ	LOC118461577|XP_035782961.1|AALB, LOC118461579|XP_035782963.1|AALB, LOC118461580|XP_035782964.1|AALB, LOC118461576|XP_035782960.1|AALB, LOC118461578|XP_035782962.1|AALB, LOC118463680|XP_035786338.1|AALB, LOC118465594|XP_035789853.1|AALB
OG0000185	LOC108011626|XP_016932307.1|DSUZ, LOC108019844|XP_016943367.1|DSUZ, LOC108007566|XP_016926748.1|DSUZ, LOC108019843|XP_016943365.1|DSUZ	LOC118463262|XP_035785626.1|AALB
OG0000186	LOC108021819|XP_016946112.1|DSUZ, LOC108004679|XP_016923156.1|DSUZ	LOC118464881|XP_035788517.1|AALB
OG0000188	LOC108018276|XP_036674146.1|DSUZ, LOC108006304|XP_016925280.1|DSUZ, LOC108018996|XP_016942095.1|DSUZ	LOC118467332|XP_035793620.1|AALB, LOC118456213|XP_035772682.1|AALB, LOC118466053|XP_035790785.1|AALB
OG0000189	LOC108019870|XP_036669590.1|DSUZ	LOC118468673|XP_035795650.1|AALB, LOC118456425|XP_035773076.1|AALB
OG0000189	LOC108016814|XP_036676083.1|DSUZ	LOC118456554|XP_035773316.1|AALB
OG0000190	LOC108005376|XP_036677251.1|DSUZ	LOC118468983|XP_035796273.1|AALB
OG0000191	LOC108018031|XP_016940891.1|DSUZ, LOC108018034|XP_016940900.1|DSUZ	LOC118465744|XP_035790100.1|AALB, LOC118464519|XP_035787848.1|AALB, LOC118464516|XP_035787846.1|AALB, LOC118465387|XP_035789476.1|AALB, LOC118466709|XP_035792257.1|AALB
OG0000191	LOC108009369|XP_016929162.1|DSUZ	LOC118458838|XP_035777632.1|AALB
OG0000192	LOC108014716|XP_016936373.2|DSUZ, LOC108006707|XP_016925735.2|DSUZ, LOC108011267|XP_016931864.1|DSUZ	LOC118456678|XP_035773544.1|AALB, LOC118457586|XP_035775167.1|AALB, LOC118468714|XP_035795736.1|AALB
OG0000193	LOC108021635|XP_016945931.2|DSUZ, LOC108021636|XP_016945932.1|DSUZ, LOC108012937|XP_016933961.1|DSUZ	LOC118465386|XP_035789474.1|AALB, LOC118465820|XP_035790299.1|AALB
OG0000196	LOC108021589|XP_016945867.1|DSUZ, LOC108021489|XP_016945721.1|DSUZ	LOC118457422|XP_035774896.1|AALB
OG0000196	LOC108021623|XP_016945918.1|DSUZ	LOC118458110|XP_035776177.1|AALB, LOC118459601|XP_035779042.1|AALB, LOC118458109|XP_035776176.1|AALB
OG0000197	LOC108005276|XP_016923954.1|DSUZ	LOC118457771|XP_035775491.1|AALB
OG0000197	LOC108005103|XP_016923767.2|DSUZ	LOC118457770|XP_035775490.1|AALB
OG0000197	LOC108005273|XP_016923951.1|DSUZ	LOC118457772|XP_035775494.1|AALB
OG0000200	LOC108007234|XP_016926360.2|DSUZ, LOC108007195|XP_036674160.1|DSUZ, LOC108007196|XP_036674166.1|DSUZ, LOC108007235|XP_016926361.2|DSUZ, LOC108020074|XP_036674161.1|DSUZ	LOC118466489|XP_035791784.1|AALB
OG0000201	LOC108011010|XP_016931525.2|DSUZ, LOC108005595|XP_016924385.1|DSUZ	LOC118467190|XP_035793290.1|AALB, LOC118467191|XP_035793293.1|AALB, LOC118458963|XP_035777838.1|AALB
OG0000202	LOC108018603|XP_016941652.2|DSUZ	LOC118457260|XP_035774542.1|AALB
OG0000203	LOC108010185|XP_016930517.1|DSUZ, LOC108008429|XP_016927767.2|DSUZ, LOC108010184|XP_016930516.1|DSUZ	LOC118456278|XP_035772784.1|AALB
OG0000205	LOC108018727|XP_016941789.2|DSUZ, LOC108020110|XP_036672751.1|DSUZ	LOC118461377|XP_035782521.1|AALB, LOC118459473|XP_035778778.1|AALB, LOC118459474|XP_035778779.1|AALB, LOC118459476|XP_035778781.1|AALB, LOC118461694|XP_035783206.1|AALB, LOC118459475|XP_035778780.1|AALB
OG0000206	LOC108008674|XP_016928057.1|DSUZ	LOC118465519|XP_035789735.1|AALB
OG0000206	LOC108008612|XP_036669564.1|DSUZ	LOC118465019|XP_035788769.1|AALB
OG0000207	LOC108011740|XP_036670949.1|DSUZ	LOC118465577|XP_035789838.1|AALB, LOC118466975|XP_035792780.1|AALB
OG0000209	LOC108019000|XP_016942102.1|DSUZ, LOC108006515|XP_016925566.2|DSUZ, LOC108019473|XP_016942793.1|DSUZ, LOC108019459|XP_016942785.2|DSUZ, LOC108019484|XP_036671096.1|DSUZ, LOC108006618|XP_036678692.1|DSUZ, LOC108021711|XP_016946036.2|DSUZ, LOC108021325|XP_016945480.1|DSUZ, LOC108021710|XP_016946035.2|DSUZ, LOC108021727|XP_016946053.2|DSUZ, LOC108009744|XP_016929828.1|DSUZ, LOC108018035|XP_016940901.1|DSUZ	LOC118460662|XP_035781022.1|AALB
OG0000210	LOC108008369|XP_016927697.1|DSUZ, LOC108010650|XP_016931075.2|DSUZ, LOC108004653|XP_016923096.1|DSUZ	LOC118463100|XP_035785291.1|AALB
OG0000211	LOC108018676|XP_016941737.2|DSUZ	LOC118468773|XP_035795848.1|AALB
OG0000212	LOC108020434|XP_016944246.1|DSUZ, LOC108017530|XP_016940097.1|DSUZ, LOC108008270|XP_016927548.1|DSUZ, LOC108012002|XP_016932801.1|DSUZ	LOC118460757|XP_035781247.1|AALB, LOC118460754|XP_035781234.1|AALB
OG0000213	LOC108005868|XP_016924733.1|DSUZ, LOC118878606|XP_036677546.1|DSUZ, LOC108020699|XP_036670238.1|DSUZ	LOC118459369|XP_035778561.1|AALB, LOC118460488|XP_035780732.1|AALB, LOC118460489|XP_035780735.1|AALB, LOC118459207|XP_035778275.1|AALB, LOC118458019|XP_035776017.1|AALB
OG0000214	LOC108015366|XP_016937272.1|DSUZ, LOC108017940|XP_016940658.1|DSUZ, LOC108020309|XP_016931377.1|DSUZ	LOC118467672|XP_035794321.1|AALB
OG0000215	LOC108007767|XP_016927011.2|DSUZ, LOC108007762|XP_016927006.2|DSUZ, LOC108007769|XP_016927015.2|DSUZ	LOC118468779|XP_035795863.1|AALB, LOC118462730|XP_035784568.1|AALB, LOC118462732|XP_035784573.1|AALB
OG0000216	LOC108013096|XP_016934228.1|DSUZ, LOC108006321|XP_016925312.1|DSUZ	LOC118457270|XP_035774557.1|AALB
OG0000217	LOC108016982|XP_036676430.1|DSUZ	LOC118458201|XP_035776338.1|AALB
OG0000217	LOC108008850|XP_016928248.1|DSUZ, LOC108016651|XP_016938848.1|DSUZ	LOC118467404|XP_035793771.1|AALB
OG0000218	LOC108007911|XP_016927172.1|DSUZ, LOC108020832|XP_016944708.1|DSUZ, LOC108020848|XP_016944727.1|DSUZ, LOC108020816|XP_016944687.1|DSUZ	LOC118461977|XP_035783797.1|AALB
OG0000219	LOC108017755|XP_016940356.1|DSUZ, LOC108017756|XP_016940357.1|DSUZ, LOC108017752|XP_016940354.1|DSUZ	LOC118464108|XP_035787088.1|AALB
OG0000220	LOC108012668|XP_016933584.2|DSUZ, LOC108012632|XP_016933544.1|DSUZ, LOC108012637|XP_016933549.2|DSUZ	LOC118465628|XP_035789923.1|AALB, LOC118465644|XP_035789946.1|AALB
OG0000221	LOC108019787|XP_016943270.1|DSUZ, LOC108017216|XP_016939702.1|DSUZ, LOC108019786|XP_016943267.1|DSUZ	LOC118467167|XP_035793221.1|AALB, LOC118467169|XP_035793228.1|AALB
OG0000224	LOC108009197|XP_016928844.1|DSUZ	LOC118468430|XP_035795085.1|AALB, LOC118467500|XP_035793947.1|AALB, LOC118458051|XP_035776068.1|AALB, LOC118458050|XP_035776067.1|AALB
OG0000225	LOC108005706|XP_016924522.2|DSUZ, LOC108020651|XP_016944497.2|DSUZ, LOC108020653|XP_016944499.2|DSUZ	LOC118459285|XP_035778422.1|AALB, LOC118457267|XP_035774552.1|AALB
OG0000226	LOC108013218|XP_016934433.1|DSUZ, LOC108013220|XP_016934436.1|DSUZ, LOC108012946|XP_016933971.1|DSUZ	LOC118466994|XP_035792810.1|AALB
OG0000228	LOC108017579|XP_016940156.1|DSUZ, LOC108006945|XP_016926036.2|DSUZ, LOC108015094|XP_016936825.2|DSUZ, LOC108010213|XP_016930549.1|DSUZ	LOC118460769|XP_035781258.1|AALB
OG0000229	LOC108020148|XP_036673516.1|DSUZ	LOC118457114|XP_035774307.1|AALB
OG0000229	LOC108018365|XP_036672880.1|DSUZ	LOC118463085|XP_035785251.1|AALB
OG0000230	LOC108008231|XP_036668929.1|DSUZ	LOC118467971|XP_035794850.1|AALB, LOC118467972|XP_035794851.1|AALB, LOC118464609|XP_035787947.1|AALB, LOC118467969|XP_035794844.1|AALB, LOC118467970|XP_035794845.1|AALB
OG0000232	LOC108007357|XP_016926497.2|DSUZ, LOC108017880|XP_016940532.1|DSUZ, LOC108017882|XP_016940534.1|DSUZ	LOC118467581|XP_035794123.1|AALB
OG0000233	LOC108015510|XP_016937457.1|DSUZ, LOC108010836|XP_016931293.2|DSUZ, LOC108010841|XP_036675358.1|DSUZ	LOC118460317|XP_035780420.1|AALB
OG0000235	LOC108005194|XP_016923868.2|DSUZ, LOC108005189|XP_016923862.2|DSUZ, LOC108010869|XP_016931337.2|DSUZ, LOC108010856|XP_036675655.1|DSUZ	LOC118459904|XP_035779626.1|AALB
OG0000236	LOC108006847|XP_016925890.1|DSUZ, LOC108007064|XP_016926161.1|DSUZ, LOC108011204|XP_036676044.1|DSUZ, LOC108004746|XP_016923269.1|DSUZ	LOC118461174|XP_035782077.1|AALB
OG0000237	LOC108018159|XP_016941119.1|DSUZ	LOC118467602|XP_035794187.1|AALB
OG0000237	LOC108006856|XP_016925913.1|DSUZ, LOC108007701|XP_016926933.1|DSUZ	LOC118465408|XP_035789523.1|AALB
OG0000238	LOC108020523|XP_016944361.1|DSUZ, LOC108020500|XP_036671102.1|DSUZ, LOC108020548|XP_016944384.1|DSUZ	LOC118456455|XP_035773124.1|AALB
OG0000239	LOC108012089|XP_036674188.1|DSUZ, LOC108014112|XP_016935626.1|DSUZ	LOC118461994|XP_035783823.1|AALB
OG0000240	LOC108019290|XP_016942596.2|DSUZ, LOC108019247|XP_036673832.1|DSUZ, LOC108016052|XP_016938134.1|DSUZ	LOC118463527|XP_035786029.1|AALB
OG0000241	LOC108011377|XP_036670568.1|DSUZ, LOC108005670|XP_016924480.2|DSUZ	LOC118467489|XP_035793934.1|AALB
OG0000246	LOC108009340|XP_016929115.1|DSUZ	LOC118462724|XP_035784561.1|AALB
OG0000247	LOC108013591|XP_016935008.2|DSUZ, LOC108012386|XP_016933231.1|DSUZ	LOC118466761|XP_035792368.1|AALB, LOC118464583|XP_035787919.1|AALB
OG0000248	LOC108015551|XP_016937520.2|DSUZ, LOC108010494|XP_016930855.2|DSUZ, LOC108008665|XP_016928045.1|DSUZ	LOC118465359|XP_035789424.1|AALB, LOC118465284|XP_035789221.1|AALB
OG0000249	LOC108021585|XP_016945859.1|DSUZ, LOC108021584|XP_016945858.1|DSUZ, LOC108021583|XP_016945857.1|DSUZ	LOC118468915|XP_035796116.1|AALB
OG0000250	LOC108011973|XP_016932724.1|DSUZ, LOC108011975|XP_016932726.1|DSUZ, LOC108011983|XP_016932740.1|DSUZ	LOC118460851|XP_035781447.1|AALB
OG0000251	LOC108015119|XP_036676552.1|DSUZ, LOC108008713|XP_016928100.1|DSUZ, LOC108013233|XP_016934455.1|DSUZ	LOC118459610|XP_035779060.1|AALB
OG0000255	LOC108009231|XP_016928882.1|DSUZ	LOC118463358|XP_035785766.1|AALB
OG0000256	LOC108018120|XP_016941048.1|DSUZ, LOC108018182|XP_016941171.1|DSUZ	LOC118461961|XP_035783759.1|AALB
OG0000257	LOC108008876|XP_016928270.1|DSUZ, LOC108008450|XP_016927793.1|DSUZ	LOC118467824|XP_035794606.1|AALB
OG0000261	LOC108014927|XP_016936640.1|DSUZ, LOC108014959|XP_016936672.1|DSUZ, LOC108014938|XP_016936651.1|DSUZ	LOC118462814|XP_035784725.1|AALB, LOC118462813|XP_035784723.1|AALB
OG0000262	LOC108018179|XP_016941168.2|DSUZ, LOC108018174|XP_016941161.1|DSUZ	LOC118465598|XP_035789861.1|AALB
OG0000263	LOC108009573|XP_016929529.1|DSUZ	LOC118457627|XP_035775237.1|AALB
OG0000264	LOC108011132|XP_016931693.1|DSUZ, LOC118878367|XP_036676999.1|DSUZ, LOC108012146|XP_036675535.1|DSUZ	LOC118456946|XP_035774010.1|AALB
