Orthogroup	AEAL.longest_only	DANA.longest_only
OG0000072	LOC115268666|XP_029732638.1|AEAL, LOC109421042|XP_019551076.2|AEAL, LOC109429450|XP_019560947.2|AEAL, LOC115266224|XP_029728065.1|AEAL, LOC115260126|XP_029716892.1|AEAL, LOC109430558|XP_019562176.2|AEAL, LOC109429235|XP_019560698.1|AEAL, LOC109429333|XP_029732636.1|AEAL, LOC109421068|XP_019551107.2|AEAL, LOC115258733|XP_029714957.1|AEAL, LOC109429262|XP_019560718.2|AEAL, LOC115255952|XP_029710047.1|AEAL, LOC109421067|XP_019551106.2|AEAL, LOC109429251|XP_019560712.2|AEAL, LOC115258734|XP_029714958.1|AEAL, LOC109429469|XP_029732637.1|AEAL, LOC115258785|XP_029715048.1|AEAL, LOC115258806|XP_029715095.1|AEAL, LOC115268662|XP_029732634.1|AEAL, LOC109421073|XP_019551111.2|AEAL, LOC109428607|XP_019559946.2|AEAL, LOC109421072|XP_019551110.2|AEAL	LOC6496435|XP_001960911.2|DANA, LOC6494126|XP_001960916.1|DANA, LOC6496437|XP_001960913.2|DANA
OG0000073	LOC109413132|XP_019542399.2|AEAL, LOC115257787|XP_029713603.1|AEAL	LOC6495130|XP_032306843.1|DANA
OG0000073	LOC109416850|XP_029728654.1|AEAL	LOC6504831|XP_032309092.1|DANA
OG0000074	LOC109432023|XP_019563874.2|AEAL, LOC115265383|XP_029726109.1|AEAL, LOC109409751|XP_019538800.1|AEAL, LOC115265384|XP_029726110.1|AEAL, LOC109409744|XP_019538792.2|AEAL, LOC109432034|XP_019563883.2|AEAL, LOC115265385|XP_029726111.1|AEAL, LOC109409748|XP_019538795.2|AEAL, LOC109409740|XP_019538788.1|AEAL, LOC109431992|XP_019563841.2|AEAL, LOC109432002|XP_019563852.2|AEAL, LOC109409741|XP_019538789.2|AEAL, LOC115265379|XP_029726076.1|AEAL, LOC109409742|XP_019538790.2|AEAL, LOC109432055|XP_019563904.2|AEAL, LOC109409755|XP_019538804.2|AEAL, LOC109432112|XP_019563945.2|AEAL, LOC115265380|XP_029726078.1|AEAL, LOC109409753|XP_019538802.2|AEAL, LOC109432077|XP_019563923.2|AEAL	LOC6506390|XP_001957961.1|DANA, LOC6493409|XP_001957690.2|DANA
OG0000076	LOC109407440|XP_029729634.1|AEAL, LOC109416499|XP_029729635.1|AEAL, LOC115263299|XP_029722354.1|AEAL, LOC115263274|XP_029722275.1|AEAL, LOC115263264|XP_029722253.1|AEAL	LOC6507708|XP_032310567.1|DANA
OG0000076	LOC109419190|XP_019548944.2|AEAL, LOC109407082|XP_029722843.1|AEAL	LOC6498742|XP_001967290.3|DANA
OG0000077	LOC109621769|XP_019931447.1|AEAL, LOC109422254|XP_019552411.1|AEAL	LOC6495454|XP_001958879.1|DANA
OG0000077	LOC109414298|XP_019543658.1|AEAL	LOC6500548|XP_001953433.1|DANA
OG0000077	LOC109621770|XP_019931448.1|AEAL, LOC109422250|XP_029724569.1|AEAL, LOC115264706|XP_029724573.1|AEAL	LOC6494255|XP_001960658.2|DANA
OG0000077	LOC115264211|XP_029723570.1|AEAL, LOC109414592|XP_029723562.1|AEAL, LOC115264212|XP_029723572.1|AEAL, LOC109424852|XP_019555595.1|AEAL	LOC6498930|XP_001955657.2|DANA
OG0000078	LOC109410835|XP_019539914.2|AEAL, LOC115256245|XP_029710368.1|AEAL	LOC6496013|XP_001960040.1|DANA, LOC6506366|XP_001958015.1|DANA, LOC6500459|XP_001953252.2|DANA, LOC6504531|XP_014759488.1|DANA
OG0000080	LOC109423228|XP_019553713.1|AEAL, LOC109397255|XP_019525124.2|AEAL, LOC115263682|XP_029722763.1|AEAL, LOC109412270|XP_019541465.1|AEAL, LOC115260060|XP_029716778.1|AEAL, LOC109423230|XP_019553715.2|AEAL, LOC109397257|XP_019525125.2|AEAL, LOC115253465|XP_029716776.1|AEAL, LOC109397254|XP_019525123.2|AEAL, LOC109423229|XP_019553714.2|AEAL	LOC6492911|XP_032306632.1|DANA, LOC6492910|XP_001955590.1|DANA, LOC6501610|XP_001955588.1|DANA, LOC116656055|XP_032311275.1|DANA, LOC26515084|XP_014764086.1|DANA, LOC116656191|XP_032311532.1|DANA, LOC116656193|XP_032311533.1|DANA, LOC6505843|XP_032311161.1|DANA, LOC6492912|XP_001960641.1|DANA
OG0000082	LOC109409214|XP_019538184.2|AEAL, LOC109421560|XP_019551625.2|AEAL, LOC109409172|XP_019538136.2|AEAL, LOC115259486|XP_029715947.1|AEAL, LOC109406863|XP_019535411.2|AEAL, LOC115256347|XP_029710534.1|AEAL, LOC109402748|XP_019531005.2|AEAL	LOC6496417|XP_001960874.1|DANA, LOC6501080|XP_032305850.1|DANA, LOC6501083|XP_001954522.1|DANA, LOC6499028|XP_001955484.1|DANA, LOC6499027|XP_032311475.1|DANA
OG0000083	LOC109621385|XP_029732563.1|AEAL, LOC109622322|XP_029732583.1|AEAL, LOC115268591|XP_029732565.1|AEAL	LOC6496922|XP_001963135.1|DANA, LOC6497178|XP_001962608.1|DANA, LOC6497179|XP_001962607.1|DANA, LOC6497181|XP_001962605.1|DANA, LOC6497182|XP_001962604.2|DANA, LOC6497183|XP_001962603.1|DANA, LOC6497180|XP_001962606.1|DANA, LOC6498600|XP_014762200.1|DANA
OG0000084	LOC109426778|XP_019557860.2|AEAL, LOC109426790|XP_019557869.2|AEAL, LOC109623111|XP_019933139.2|AEAL, LOC109623114|XP_019933142.2|AEAL	LOC6493976|XP_001961222.1|DANA
OG0000084	LOC115269112|XP_029733383.1|AEAL, LOC109404674|XP_019533145.2|AEAL, LOC109410318|XP_019539412.2|AEAL, LOC109410311|XP_019539406.2|AEAL, LOC109404701|XP_029733250.1|AEAL, LOC115258063|XP_029713931.1|AEAL, LOC109404708|XP_019533176.2|AEAL, LOC109410300|XP_029733294.1|AEAL, LOC109413010|XP_029734216.1|AEAL, LOC109413011|XP_029734264.1|AEAL, LOC109413012|XP_029734214.1|AEAL, LOC109398420|XP_019526322.2|AEAL	LOC6496169|XP_001960366.1|DANA
OG0000085	LOC115265317|XP_029725726.1|AEAL, LOC109417066|XP_029710252.1|AEAL	LOC6496031|XP_001960084.1|DANA
OG0000086	LOC109423303|XP_019553776.2|AEAL	LOC6495180|XP_001958901.1|DANA
OG0000087	LOC109425107|XP_019555847.1|AEAL, LOC109400350|XP_019528397.2|AEAL, LOC109425109|XP_019555850.2|AEAL, LOC109400352|XP_019528399.2|AEAL, LOC109400353|XP_029725043.1|AEAL, LOC109425111|XP_019555853.2|AEAL, LOC109425201|XP_019556007.1|AEAL, LOC109425112|XP_019555854.2|AEAL, LOC109425203|XP_019556009.2|AEAL, LOC109400289|XP_019528317.1|AEAL	LOC6496978|XP_001963012.1|DANA
OG0000088	LOC109422315|XP_019552548.1|AEAL	LOC6496644|XP_001961321.1|DANA
OG0000089	LOC109418556|XP_019548309.1|AEAL, LOC115257374|XP_029712755.1|AEAL	LOC6500432|XP_001953205.1|DANA
OG0000089	LOC109402175|XP_029729862.1|AEAL, LOC109413231|XP_029729863.1|AEAL, LOC115267163|XP_029729864.1|AEAL	LOC6494393|XP_001965927.1|DANA
OG0000089	LOC109403768|XP_019532181.2|AEAL, LOC109416934|XP_019546591.2|AEAL, LOC109416935|XP_019546593.2|AEAL, LOC109403788|XP_019532231.2|AEAL	LOC6507779|XP_001956330.2|DANA
OG0000090	LOC109420406|XP_019550284.2|AEAL, LOC109420412|XP_019550290.2|AEAL, LOC109420408|XP_029713653.1|AEAL	LOC6495340|XP_001958614.1|DANA, LOC6495339|XP_032306761.1|DANA, LOC6507692|XP_014765406.1|DANA, LOC6507073|XP_032309532.1|DANA
OG0000091	LOC109398456|XP_029716267.1|AEAL	LOC6505932|XP_001964640.2|DANA
OG0000091	LOC115266712|XP_029729099.1|AEAL, LOC109417109|XP_019546777.1|AEAL	LOC6497391|XP_001962180.1|DANA, LOC6500890|XP_001954116.1|DANA, LOC6500891|XP_001954117.1|DANA
OG0000093	LOC109429581|XP_029719934.1|AEAL	LOC6498089|XP_001962057.1|DANA
OG0000094	LOC109419312|XP_029727657.1|AEAL, LOC115253763|XP_029725348.1|AEAL, LOC115265212|XP_029725349.1|AEAL, LOC109419311|XP_019549091.2|AEAL, LOC109399258|XP_029724633.1|AEAL, LOC109419901|XP_019549732.1|AEAL, LOC115260470|XP_029717274.1|AEAL	LOC6493460|XP_001957805.1|DANA, LOC6493461|XP_001957806.1|DANA, LOC6501401|XP_001955180.1|DANA
OG0000095	LOC115269856|XP_029734502.1|AEAL	LOC116654932|XP_032307586.1|DANA
OG0000099	LOC109422665|XP_019553067.2|AEAL, LOC109401117|XP_019529141.2|AEAL, LOC109401121|XP_029716937.1|AEAL, LOC109422664|XP_029736398.1|AEAL, LOC109422663|XP_019553064.2|AEAL, LOC115271081|XP_029736397.1|AEAL, LOC109422534|XP_029716763.1|AEAL, LOC115271082|XP_029736399.1|AEAL	LOC6503889|XP_001963789.1|DANA
OG0000101	LOC109412780|XP_029726786.1|AEAL	LOC6493631|XP_032309640.1|DANA, LOC6493637|XP_032310766.1|DANA, LOC6493632|XP_001958135.2|DANA, LOC116655751|XP_032309645.1|DANA, LOC116655752|XP_032309646.1|DANA
OG0000102	LOC109398090|XP_029730315.1|AEAL, LOC109431713|XP_019563525.2|AEAL, LOC115267501|XP_029730432.1|AEAL, LOC109431716|XP_019563534.2|AEAL, LOC115267500|XP_029730431.1|AEAL, LOC115267476|XP_029730333.1|AEAL, LOC115260125|XP_029716891.1|AEAL, LOC115270199|XP_029735312.1|AEAL, LOC109408587|XP_019537455.1|AEAL, LOC115269621|XP_029734309.1|AEAL, LOC109423853|XP_019554435.2|AEAL, LOC115270200|XP_029735313.1|AEAL, LOC115269863|XP_029734512.1|AEAL, LOC115269861|XP_029734508.1|AEAL, LOC115270202|XP_029735315.1|AEAL, LOC109408601|XP_029734409.1|AEAL, LOC109423856|XP_019554437.2|AEAL, LOC115253846|XP_029735311.1|AEAL, LOC109423858|XP_019554440.2|AEAL, LOC109423857|XP_019554438.2|AEAL, LOC115270203|XP_029735316.1|AEAL	LOC6496059|XP_001960131.2|DANA
OG0000102	LOC109622447|XP_019932332.1|AEAL	LOC6495563|XP_001959110.1|DANA
OG0000103	LOC109430972|XP_019562636.2|AEAL, LOC115263082|XP_029721862.1|AEAL, LOC109430951|XP_019562612.2|AEAL, LOC115263170|XP_029721960.1|AEAL, LOC109430966|XP_019562631.2|AEAL, LOC109405281|XP_029712947.1|AEAL	LOC6493013|XP_001956853.1|DANA, LOC6506530|XP_001957705.2|DANA, LOC26514817|XP_014765666.1|DANA, LOC6495378|XP_001958702.1|DANA
OG0000104	LOC115253998|XP_029713816.1|AEAL, LOC109412559|XP_029734585.1|AEAL, LOC109420818|XP_029713830.1|AEAL, LOC109412548|XP_029734583.1|AEAL, LOC115257992|XP_029713835.1|AEAL, LOC109420754|XP_029713806.1|AEAL, LOC109420753|XP_019550771.2|AEAL, LOC109412556|XP_029713837.1|AEAL, LOC115257986|XP_029713827.1|AEAL	LOC6492993|XP_001956811.1|DANA
OG0000105	LOC109405837|XP_029725568.1|AEAL	LOC6506095|XP_001965114.2|DANA, LOC6500031|XP_001953356.1|DANA, LOC6500504|XP_032307642.1|DANA, LOC6500505|XP_001953361.1|DANA
OG0000109	LOC109406215|XP_029707756.1|AEAL, LOC109412830|XP_029707755.1|AEAL, LOC109422843|XP_019553280.2|AEAL, LOC115267647|XP_029730646.1|AEAL, LOC109407286|XP_019535832.2|AEAL, LOC115267648|XP_029730647.1|AEAL	LOC6498617|XP_032311444.1|DANA, LOC6498616|XP_032311446.1|DANA, LOC6498615|XP_001963161.2|DANA
OG0000110	LOC109408644|XP_019537522.3|AEAL, LOC115270438|XP_029736026.1|AEAL, LOC109622202|XP_019931993.1|AEAL, LOC115270440|XP_029736028.1|AEAL, LOC115270439|XP_029736027.1|AEAL, LOC109622200|XP_019931990.2|AEAL, LOC109408643|XP_019537521.2|AEAL	LOC6493509|XP_001957895.2|DANA, LOC6493510|XP_001957896.1|DANA, LOC6493511|XP_001957897.1|DANA, LOC6506428|XP_001957898.1|DANA
OG0000111	LOC109403420|XP_019531793.2|AEAL, LOC115257664|XP_029713364.1|AEAL, LOC115257672|XP_029713369.1|AEAL, LOC109416737|XP_019546332.2|AEAL, LOC109418184|XP_019547900.2|AEAL, LOC115254215|XP_029732753.1|AEAL, LOC115257716|XP_029713461.1|AEAL, LOC109416740|XP_019546336.1|AEAL, LOC115257663|XP_029713363.1|AEAL, LOC109403389|XP_019531749.2|AEAL, LOC109416726|XP_019546323.1|AEAL, LOC115257737|XP_029713499.1|AEAL, LOC115257572|XP_029713207.1|AEAL, LOC109403385|XP_019531745.1|AEAL, LOC109403386|XP_019531746.2|AEAL, LOC115253995|XP_029713323.1|AEAL, LOC115257547|XP_029713143.1|AEAL, LOC109416735|XP_019546330.2|AEAL, LOC115257455|XP_029712912.1|AEAL, LOC115257708|XP_029713447.1|AEAL, LOC109416738|XP_019546333.1|AEAL, LOC115257699|XP_029713425.1|AEAL, LOC115257476|XP_029712951.1|AEAL, LOC115257490|XP_029712992.1|AEAL, LOC109403382|XP_019531742.1|AEAL, LOC109416736|XP_019546331.2|AEAL	LOC6494597|XP_001960038.1|DANA, LOC6494598|XP_001960034.3|DANA, LOC6496010|XP_001960035.1|DANA
OG0000112	LOC109431628|XP_029730589.1|AEAL, LOC109398049|XP_019525955.2|AEAL, LOC109431602|XP_019563382.2|AEAL, LOC115267606|XP_029730588.1|AEAL, LOC115267632|XP_029730637.1|AEAL, LOC115267618|XP_029730618.1|AEAL, LOC109398048|XP_019525953.2|AEAL, LOC115267289|XP_029730064.1|AEAL, LOC109426634|XP_019557708.2|AEAL, LOC109410530|XP_019539611.2|AEAL, LOC115264044|XP_029723209.1|AEAL, LOC109426636|XP_019557709.2|AEAL, LOC115264046|XP_029723211.1|AEAL, LOC115265673|XP_029727491.1|AEAL, LOC109410531|XP_019539612.2|AEAL, LOC115265688|XP_029727510.1|AEAL	LOC6504959|XP_001965732.1|DANA, LOC6504534|XP_001967086.1|DANA
OG0000113	LOC109413525|XP_019542751.2|AEAL, LOC109406332|XP_019534982.2|AEAL, LOC115261479|XP_029719030.1|AEAL, LOC109404511|XP_019532957.2|AEAL	LOC26514615|XP_014759306.1|DANA, LOC6499153|XP_001955201.2|DANA, LOC6497498|XP_014761715.2|DANA, LOC26514152|XP_014765581.1|DANA
OG0000117	LOC109403738|XP_029718541.1|AEAL, LOC109398941|XP_019526944.2|AEAL, LOC109403724|XP_029710294.1|AEAL, LOC109398927|XP_019526925.2|AEAL	LOC6497093|XP_001962768.1|DANA, LOC6497092|XP_001962769.1|DANA, LOC116654468|XP_032311254.1|DANA, LOC6498420|XP_032311255.1|DANA
OG0000118	LOC109429227|XP_029718734.1|AEAL, LOC109398900|XP_019526898.2|AEAL, LOC109414571|XP_019543954.2|AEAL, LOC115260834|XP_029718015.1|AEAL, LOC109398881|XP_029718736.1|AEAL, LOC109429260|XP_019560715.2|AEAL, LOC115260167|XP_029716927.1|AEAL, LOC109398898|XP_019526896.2|AEAL, LOC115260836|XP_029718016.1|AEAL, LOC109429261|XP_019560716.2|AEAL	LOC6497208|XP_001962556.2|DANA, LOC6505594|XP_001964630.1|DANA, LOC6503719|XP_001965264.1|DANA, LOC6503708|XP_032311143.1|DANA
OG0000119	LOC109420394|XP_019550272.2|AEAL, LOC115257627|XP_029713310.1|AEAL, LOC109402309|XP_019530507.2|AEAL, LOC109402307|XP_019530506.2|AEAL, LOC115257566|XP_029713200.1|AEAL, LOC109420427|XP_019550312.2|AEAL, LOC115257481|XP_029712971.1|AEAL, LOC109402349|XP_019530564.1|AEAL, LOC109420426|XP_019550311.1|AEAL, LOC109402306|XP_019530505.2|AEAL, LOC109420391|XP_019550271.2|AEAL, LOC115257619|XP_029713292.1|AEAL	LOC6500638|XP_001953621.1|DANA, LOC6500637|XP_001953620.1|DANA, LOC6500639|XP_001953623.1|DANA, LOC6499924|XP_032307469.1|DANA
OG0000120	LOC109432379|XP_029708384.1|AEAL, LOC109423057|XP_019553517.1|AEAL, LOC115260693|XP_029717758.1|AEAL	LOC6504852|XP_014759830.1|DANA
OG0000121	LOC109412858|XP_029720354.1|AEAL	LOC6500257|XP_001952924.1|DANA, LOC6498269|XP_001962431.1|DANA, LOC6500259|XP_001952922.1|DANA, LOC6500258|XP_001952923.2|DANA
OG0000122	LOC109402015|XP_029725615.1|AEAL, LOC109411373|XP_029717663.1|AEAL	LOC6497421|XP_001962120.1|DANA, LOC6505057|XP_032307888.1|DANA, LOC6495324|XP_001958631.1|DANA, LOC6507209|XP_032311380.1|DANA
OG0000123	LOC109399279|XP_019527261.2|AEAL, LOC109424018|XP_019554621.2|AEAL, LOC115267990|XP_029731747.1|AEAL	LOC6494655|XP_001959924.1|DANA, LOC6499709|XP_001954084.1|DANA, LOC6499440|XP_032312082.1|DANA, LOC6499441|XP_001954634.1|DANA, LOC6501146|XP_001954636.1|DANA
OG0000124	LOC109418909|XP_019548676.2|AEAL	LOC6495418|XP_001958805.1|DANA, LOC6504313|XP_001967793.2|DANA
OG0000125	LOC109424811|XP_029723580.1|AEAL	LOC6505922|XP_014760838.1|DANA
OG0000125	LOC109400911|XP_029734158.1|AEAL, LOC115260616|XP_029717508.1|AEAL, LOC109422818|XP_029717568.1|AEAL	LOC6500877|XP_014766772.1|DANA
OG0000125	LOC109424782|XP_019555511.2|AEAL	LOC6494128|XP_001960910.1|DANA, LOC6494129|XP_001960909.2|DANA
OG0000127	LOC109426285|XP_019557298.2|AEAL, LOC109407328|XP_029732920.1|AEAL, LOC115258099|XP_029713978.1|AEAL, LOC109406609|XP_019535268.2|AEAL, LOC109426330|XP_019557332.2|AEAL, LOC115254450|XP_029707826.1|AEAL	LOC6500069|XP_001953278.1|DANA, LOC6500068|XP_001953279.1|DANA, LOC6500070|XP_001953277.1|DANA, LOC6500071|XP_001953276.2|DANA
OG0000128	LOC109429036|XP_029726550.1|AEAL, LOC109429037|XP_019560415.2|AEAL	LOC6494973|XP_001959303.1|DANA, LOC6494972|XP_032306981.1|DANA, LOC6494975|XP_001959301.2|DANA, LOC6494974|XP_001959302.2|DANA, LOC6494976|XP_001959299.2|DANA, LOC6494977|XP_014763093.1|DANA, LOC6498353|XP_032311292.1|DANA, LOC6499213|XP_032305663.1|DANA
OG0000129	LOC109405631|XP_029713962.1|AEAL, LOC109426342|XP_029707838.1|AEAL, LOC115253554|XP_029732927.1|AEAL	LOC6504105|XP_014761187.1|DANA, LOC6507784|XP_001956338.1|DANA, LOC26514837|XP_014762380.1|DANA, LOC6504106|XP_001964190.1|DANA
OG0000130	LOC109413601|XP_019542844.2|AEAL, LOC109401308|XP_019529356.2|AEAL	LOC6506173|XP_001958415.1|DANA, LOC6493780|XP_001958418.1|DANA, LOC6493779|XP_001958417.1|DANA, LOC6493778|XP_001958416.1|DANA
OG0000132	LOC109420035|XP_019549892.2|AEAL, LOC109420036|XP_019549893.2|AEAL	LOC6504245|XP_001965101.1|DANA, LOC6504243|XP_001965102.1|DANA, LOC6505793|XP_001964386.1|DANA
OG0000134	LOC115260541|XP_029717313.1|AEAL	LOC6500909|XP_032305809.1|DANA
OG0000134	LOC109416780|XP_029719871.1|AEAL, LOC109429704|XP_019561256.2|AEAL	LOC6496896|XP_014761428.1|DANA
OG0000137	LOC115263730|XP_029722864.1|AEAL	LOC6507381|XP_014765193.1|DANA, LOC6501405|XP_001955183.1|DANA
OG0000137	LOC109431637|XP_019563411.2|AEAL, LOC115267498|XP_029730421.1|AEAL, LOC115270105|XP_029734967.1|AEAL, LOC109404924|XP_029734962.1|AEAL	LOC6493751|XP_014764526.1|DANA
OG0000137	LOC109398020|XP_019525907.2|AEAL, LOC115254004|XP_029714092.1|AEAL, LOC109399484|XP_029714091.1|AEAL	LOC26514920|XP_032309317.1|DANA
OG0000140	LOC109419567|XP_029715016.1|AEAL, LOC115258766|XP_029715024.1|AEAL, LOC115260917|XP_029718134.1|AEAL, LOC109409285|XP_019538265.2|AEAL, LOC109419553|XP_029714775.1|AEAL, LOC109409282|XP_029718115.1|AEAL, LOC109409284|XP_029718114.1|AEAL, LOC109419569|XP_019549327.2|AEAL, LOC109409374|XP_029718133.1|AEAL, LOC109416105|XP_029723494.1|AEAL, LOC109402912|XP_029718230.1|AEAL, LOC115264186|XP_029723486.1|AEAL, LOC115264345|XP_029723870.1|AEAL, LOC109402955|XP_019531242.2|AEAL, LOC109416072|XP_029718228.1|AEAL, LOC115253771|XP_029723495.1|AEAL, LOC109402921|XP_019531207.2|AEAL, LOC115264321|XP_029723854.1|AEAL, LOC109416100|XP_029723855.1|AEAL, LOC109416080|XP_029723493.1|AEAL, LOC109416077|XP_029723485.1|AEAL, LOC109402947|XP_019531231.1|AEAL	LOC6505923|XP_001964627.1|DANA
OG0000141	LOC109410292|XP_029734278.1|AEAL, LOC109426263|XP_029736347.1|AEAL	LOC6493033|XP_001956909.1|DANA, LOC6493035|XP_001956911.2|DANA, LOC6506964|XP_001956912.3|DANA, LOC6506963|XP_001956913.2|DANA
OG0000142	LOC109403328|XP_029718579.1|AEAL	LOC6503405|XP_032312316.1|DANA
OG0000142	LOC109427748|XP_029717828.1|AEAL, LOC109431392|XP_029717814.1|AEAL	LOC6505104|XP_032307877.1|DANA
OG0000143	LOC109407966|XP_029735103.1|AEAL, LOC109403683|XP_019532058.2|AEAL	LOC6506275|XP_001958215.1|DANA
OG0000143	LOC109623322|XP_019933420.2|AEAL, LOC109426906|XP_029720843.1|AEAL, LOC109426907|XP_029720849.1|AEAL, LOC109414513|XP_019543897.2|AEAL, LOC109404840|XP_029728560.1|AEAL, LOC109404882|XP_019533384.2|AEAL, LOC115266475|XP_029728570.1|AEAL, LOC109429164|XP_019560574.2|AEAL, LOC109429166|XP_019560576.2|AEAL, LOC109429165|XP_019560575.2|AEAL	LOC6493678|XP_001958216.1|DANA
OG0000144	LOC109403306|XP_029718564.1|AEAL	LOC6499955|XP_014766291.1|DANA
OG0000144	LOC109426949|XP_029717841.1|AEAL	LOC6505218|XP_032307837.1|DANA
OG0000144	LOC115254968|XP_029708517.1|AEAL	LOC26514477|XP_014760209.1|DANA
OG0000145	LOC109621341|XP_019930935.1|AEAL, LOC109621339|XP_019930928.2|AEAL, LOC109421494|XP_019551533.1|AEAL	LOC6501923|XP_001966699.3|DANA, LOC6496821|XP_001963330.1|DANA, LOC6496822|XP_001963329.2|DANA
OG0000147	LOC109407259|XP_019535812.2|AEAL, LOC115258685|XP_029714870.1|AEAL, LOC109414328|XP_019543692.2|AEAL	LOC6497036|XP_001962875.1|DANA
OG0000147	LOC109408307|XP_019537121.2|AEAL, LOC109408300|XP_019537114.1|AEAL	LOC6499192|XP_001955143.1|DANA, LOC6499191|XP_001955144.1|DANA
OG0000148	LOC109405767|XP_029724593.1|AEAL	LOC6497490|XP_001961975.1|DANA
OG0000148	LOC109412067|XP_019541259.2|AEAL, LOC109433142|XP_019565084.2|AEAL, LOC115264978|XP_029725023.1|AEAL	LOC6505350|XP_032311033.1|DANA
OG0000149	LOC109400861|XP_019528891.2|AEAL, LOC109415488|XP_019544916.1|AEAL	LOC6505398|XP_001966896.1|DANA, LOC6502176|XP_032309346.1|DANA
OG0000152	LOC109409339|XP_029725152.1|AEAL, LOC115266916|XP_029729398.1|AEAL, LOC109419086|XP_029714751.1|AEAL	LOC6499069|XP_001955369.1|DANA, LOC6499070|XP_001955368.1|DANA, LOC6499071|XP_001955367.1|DANA
OG0000153	LOC115268023|XP_029731776.1|AEAL, LOC109426054|XP_019557040.2|AEAL, LOC115268025|XP_029731778.1|AEAL, LOC109426055|XP_029732118.1|AEAL, LOC109425882|XP_029732119.1|AEAL, LOC109426056|XP_019557042.2|AEAL, LOC115268024|XP_029731777.1|AEAL, LOC109425905|XP_029732815.1|AEAL, LOC109415670|XP_029717910.1|AEAL, LOC109425029|XP_019555772.2|AEAL	LOC6501547|XP_001955456.1|DANA, LOC26513740|XP_014767205.1|DANA, LOC6501548|XP_001955457.2|DANA
OG0000154	LOC109401998|XP_029736148.1|AEAL, LOC109402010|XP_019530164.2|AEAL	LOC6499512|XP_032309745.1|DANA, LOC6499513|XP_001954469.1|DANA, LOC26514622|XP_014765646.1|DANA
OG0000155	LOC115267667|XP_029730676.1|AEAL, LOC109396995|XP_019524860.2|AEAL, LOC115268264|XP_029732170.1|AEAL, LOC109432235|XP_019564106.2|AEAL	LOC6506421|XP_001957910.1|DANA, LOC6506426|XP_001957904.1|DANA, LOC6493516|XP_032310219.1|DANA
OG0000157	LOC109425525|XP_019556323.1|AEAL, LOC109421889|XP_019552024.1|AEAL, LOC109425513|XP_019556312.2|AEAL, LOC109421890|XP_019552025.2|AEAL	LOC6504315|XP_001967792.1|DANA, LOC6504316|XP_001967794.1|DANA, LOC6502539|XP_001958803.3|DANA
OG0000158	LOC109399302|XP_019527282.2|AEAL, LOC115256357|XP_029710590.1|AEAL, LOC109407271|XP_029715192.1|AEAL, LOC115253740|XP_029715093.1|AEAL, LOC109405890|XP_019534490.2|AEAL, LOC109407293|XP_019535836.2|AEAL, LOC109402674|XP_019531252.2|AEAL	LOC6496001|XP_001960014.2|DANA, LOC6507641|XP_001956059.1|DANA, LOC6507415|XP_001956060.1|DANA
OG0000159	LOC109401146|XP_029712113.1|AEAL, LOC109401173|XP_029712120.1|AEAL	LOC6493872|XP_001958596.1|DANA
OG0000159	LOC109623253|XP_029712103.1|AEAL	LOC6507855|XP_001956475.1|DANA, LOC6506334|XP_032309699.1|DANA
OG0000160	LOC115254457|XP_029707843.1|AEAL, LOC109426346|XP_019557349.2|AEAL, LOC109405184|XP_029707842.1|AEAL, LOC109405094|XP_029713970.1|AEAL, LOC109405272|XP_019533883.2|AEAL, LOC109426350|XP_019557356.2|AEAL, LOC109404764|XP_019533285.2|AEAL, LOC115258102|XP_029713983.1|AEAL, LOC109402934|XP_019531218.2|AEAL, LOC109399012|XP_019527002.2|AEAL, LOC109402932|XP_019531217.2|AEAL, LOC109416090|XP_019545602.2|AEAL, LOC109402938|XP_019531223.2|AEAL	LOC6500815|XP_001953973.1|DANA, LOC6500816|XP_001953974.1|DANA, LOC6500817|XP_001953975.1|DANA
OG0000162	LOC109621844|XP_029726960.1|AEAL, LOC109421286|XP_029726965.1|AEAL, LOC109621841|XP_029724033.1|AEAL	LOC6506389|XP_001957964.1|DANA, LOC6504193|XP_001965167.1|DANA, LOC6504224|XP_001965130.2|DANA
OG0000163	LOC109402902|XP_029724483.1|AEAL, LOC115264692|XP_029724541.1|AEAL, LOC109401520|XP_019529641.2|AEAL, LOC109408459|XP_019537336.2|AEAL, LOC109419367|XP_019549144.2|AEAL, LOC109420356|XP_019550228.2|AEAL, LOC115264665|XP_029724484.1|AEAL, LOC109402901|XP_019531186.2|AEAL, LOC109401553|XP_019529669.2|AEAL, LOC115264666|XP_029724485.1|AEAL, LOC109402898|XP_019531184.2|AEAL, LOC109401557|XP_019529670.2|AEAL	LOC6497190|XP_001962589.1|DANA, LOC6501685|XP_001955757.1|DANA, LOC6498878|XP_001955758.2|DANA
OG0000164	LOC109415890|XP_029724379.1|AEAL, LOC109413838|XP_029716762.1|AEAL, LOC109408077|XP_029732296.1|AEAL, LOC115260056|XP_029716761.1|AEAL	LOC6500384|XP_001953103.1|DANA, LOC6500143|XP_001953141.2|DANA
OG0000165	LOC115256807|XP_029711631.1|AEAL, LOC109405102|XP_019533645.2|AEAL, LOC109428340|XP_029711628.1|AEAL	LOC6503622|XP_032308428.1|DANA, LOC6493627|XP_001958126.2|DANA
OG0000166	LOC109423729|XP_019554264.2|AEAL	LOC6494788|XP_001959669.1|DANA
