Orthogroup	AEAL.longest_only	DNOV.longest_only
OG0000071	LOC109431530|XP_019563303.2|AEAL, LOC115263888|XP_029723093.1|AEAL, LOC109422248|XP_019552407.2|AEAL, LOC115257508|XP_029713040.1|AEAL, LOC109403425|XP_029713225.1|AEAL, LOC115257855|XP_029713672.1|AEAL, LOC115257461|XP_029712919.1|AEAL, LOC109403459|XP_019531835.2|AEAL	LOC115771374|XP_030572918.1|DNOV, LOC115771373|XP_030572916.1|DNOV, LOC115771375|XP_030572919.1|DNOV
OG0000072	LOC115268666|XP_029732638.1|AEAL, LOC109421042|XP_019551076.2|AEAL, LOC109429450|XP_019560947.2|AEAL, LOC115266224|XP_029728065.1|AEAL, LOC115260126|XP_029716892.1|AEAL, LOC109430558|XP_019562176.2|AEAL, LOC109429235|XP_019560698.1|AEAL, LOC109429333|XP_029732636.1|AEAL, LOC109421068|XP_019551107.2|AEAL, LOC115258733|XP_029714957.1|AEAL, LOC109429262|XP_019560718.2|AEAL, LOC115255952|XP_029710047.1|AEAL, LOC109421067|XP_019551106.2|AEAL, LOC109429251|XP_019560712.2|AEAL, LOC115258734|XP_029714958.1|AEAL, LOC109429469|XP_029732637.1|AEAL, LOC115258785|XP_029715048.1|AEAL, LOC115258806|XP_029715095.1|AEAL, LOC115268662|XP_029732634.1|AEAL, LOC109421073|XP_019551111.2|AEAL, LOC109428607|XP_019559946.2|AEAL, LOC109421072|XP_019551110.2|AEAL	LOC115762189|XP_030560172.1|DNOV, LOC115760700|XP_030558025.1|DNOV, LOC115760737|XP_030558073.1|DNOV
OG0000073	LOC109413132|XP_019542399.2|AEAL, LOC115257787|XP_029713603.1|AEAL	LOC115757880|XP_030554180.1|DNOV
OG0000073	LOC115257328|XP_029712644.1|AEAL, LOC109428579|XP_029712660.1|AEAL	LOC115765214|XP_030564517.1|DNOV
OG0000074	LOC109432023|XP_019563874.2|AEAL, LOC115265383|XP_029726109.1|AEAL, LOC109409751|XP_019538800.1|AEAL, LOC115265384|XP_029726110.1|AEAL, LOC109409744|XP_019538792.2|AEAL, LOC109432034|XP_019563883.2|AEAL, LOC115265385|XP_029726111.1|AEAL, LOC109409748|XP_019538795.2|AEAL, LOC109409740|XP_019538788.1|AEAL, LOC109431992|XP_019563841.2|AEAL, LOC109432002|XP_019563852.2|AEAL, LOC109409741|XP_019538789.2|AEAL, LOC115265379|XP_029726076.1|AEAL, LOC109409742|XP_019538790.2|AEAL, LOC109432055|XP_019563904.2|AEAL, LOC109409755|XP_019538804.2|AEAL, LOC109432112|XP_019563945.2|AEAL, LOC115265380|XP_029726078.1|AEAL, LOC109409753|XP_019538802.2|AEAL, LOC109432077|XP_019563923.2|AEAL	LOC115767646|XP_030567793.1|DNOV, LOC115767642|XP_030567789.1|DNOV, LOC115771062|XP_030572474.1|DNOV
OG0000076	LOC109407440|XP_029729634.1|AEAL, LOC109416499|XP_029729635.1|AEAL, LOC115263299|XP_029722354.1|AEAL, LOC115263274|XP_029722275.1|AEAL, LOC115263264|XP_029722253.1|AEAL	LOC115766967|XP_030566920.1|DNOV
OG0000076	LOC109419190|XP_019548944.2|AEAL, LOC109407082|XP_029722843.1|AEAL	LOC115766325|XP_030566076.1|DNOV
OG0000077	LOC109621769|XP_019931447.1|AEAL, LOC109422254|XP_019552411.1|AEAL	LOC115765531|XP_030565013.1|DNOV
OG0000077	LOC109414298|XP_019543658.1|AEAL	LOC115761940|XP_030559834.1|DNOV
OG0000077	LOC109621770|XP_019931448.1|AEAL, LOC109422250|XP_029724569.1|AEAL, LOC115264706|XP_029724573.1|AEAL	LOC115757826|XP_030554110.1|DNOV
OG0000077	LOC115264211|XP_029723570.1|AEAL, LOC109414592|XP_029723562.1|AEAL, LOC115264212|XP_029723572.1|AEAL, LOC109424852|XP_019555595.1|AEAL	LOC115759443|XP_030556224.1|DNOV
OG0000078	LOC109410835|XP_019539914.2|AEAL, LOC115256245|XP_029710368.1|AEAL	LOC115767483|XP_030567650.1|DNOV, LOC115767481|XP_030567645.1|DNOV, LOC115767473|XP_030567638.1|DNOV, LOC115770100|XP_030571073.1|DNOV, LOC115761731|XP_030559475.1|DNOV, LOC115764426|XP_030563287.1|DNOV, LOC115767246|XP_030567310.1|DNOV
OG0000080	LOC109423228|XP_019553713.1|AEAL, LOC109397255|XP_019525124.2|AEAL, LOC115263682|XP_029722763.1|AEAL, LOC109412270|XP_019541465.1|AEAL, LOC115260060|XP_029716778.1|AEAL, LOC109423230|XP_019553715.2|AEAL, LOC109397257|XP_019525125.2|AEAL, LOC115253465|XP_029716776.1|AEAL, LOC109397254|XP_019525123.2|AEAL, LOC109423229|XP_019553714.2|AEAL	LOC115762483|XP_030560581.1|DNOV, LOC115766550|XP_030566385.1|DNOV
OG0000082	LOC109409214|XP_019538184.2|AEAL, LOC109421560|XP_019551625.2|AEAL, LOC109409172|XP_019538136.2|AEAL, LOC115259486|XP_029715947.1|AEAL, LOC109406863|XP_019535411.2|AEAL, LOC115256347|XP_029710534.1|AEAL, LOC109402748|XP_019531005.2|AEAL	LOC115760531|XP_030557814.1|DNOV, LOC115771876|XP_030573620.1|DNOV, LOC115764022|XP_030562714.1|DNOV
OG0000083	LOC109621385|XP_029732563.1|AEAL, LOC109622322|XP_029732583.1|AEAL, LOC115268591|XP_029732565.1|AEAL	LOC115771570|XP_030573183.1|DNOV, LOC115763288|XP_030561633.1|DNOV
OG0000084	LOC109426778|XP_019557860.2|AEAL, LOC109426790|XP_019557869.2|AEAL, LOC109623111|XP_019933139.2|AEAL, LOC109623114|XP_019933142.2|AEAL	LOC115759698|XP_030556562.1|DNOV
OG0000084	LOC115269112|XP_029733383.1|AEAL, LOC109404674|XP_019533145.2|AEAL, LOC109410318|XP_019539412.2|AEAL, LOC109410311|XP_019539406.2|AEAL, LOC109404701|XP_029733250.1|AEAL, LOC115258063|XP_029713931.1|AEAL, LOC109404708|XP_019533176.2|AEAL, LOC109410300|XP_029733294.1|AEAL, LOC109413010|XP_029734216.1|AEAL, LOC109413011|XP_029734264.1|AEAL, LOC109413012|XP_029734214.1|AEAL, LOC109398420|XP_019526322.2|AEAL	LOC115760890|XP_030558315.1|DNOV
OG0000085	LOC115265317|XP_029725726.1|AEAL, LOC109417066|XP_029710252.1|AEAL	LOC115764646|XP_030563684.1|DNOV
OG0000086	LOC109423303|XP_019553776.2|AEAL	LOC115761105|XP_030558592.1|DNOV, LOC115761104|XP_030558591.1|DNOV
OG0000087	LOC109425107|XP_019555847.1|AEAL, LOC109400350|XP_019528397.2|AEAL, LOC109425109|XP_019555850.2|AEAL, LOC109400352|XP_019528399.2|AEAL, LOC109400353|XP_029725043.1|AEAL, LOC109425111|XP_019555853.2|AEAL, LOC109425201|XP_019556007.1|AEAL, LOC109425112|XP_019555854.2|AEAL, LOC109425203|XP_019556009.2|AEAL, LOC109400289|XP_019528317.1|AEAL	LOC115759965|XP_030556974.1|DNOV
OG0000088	LOC109422315|XP_019552548.1|AEAL	LOC115758292|XP_030554718.1|DNOV
OG0000089	LOC109418556|XP_019548309.1|AEAL, LOC115257374|XP_029712755.1|AEAL	LOC115759581|XP_030556409.1|DNOV
OG0000089	LOC109402175|XP_029729862.1|AEAL, LOC109413231|XP_029729863.1|AEAL, LOC115267163|XP_029729864.1|AEAL	LOC115760358|XP_030557507.1|DNOV
OG0000089	LOC109403768|XP_019532181.2|AEAL, LOC109416934|XP_019546591.2|AEAL, LOC109416935|XP_019546593.2|AEAL, LOC109403788|XP_019532231.2|AEAL	LOC115769774|XP_030570599.1|DNOV
OG0000090	LOC109420406|XP_019550284.2|AEAL, LOC109420412|XP_019550290.2|AEAL, LOC109420408|XP_029713653.1|AEAL	LOC115758299|XP_030554725.1|DNOV, LOC115758298|XP_030554724.1|DNOV, LOC115765820|XP_030565404.1|DNOV, LOC115766045|XP_030565682.1|DNOV, LOC115769503|XP_030570188.1|DNOV
OG0000091	LOC109398456|XP_029716267.1|AEAL	LOC115757670|XP_030553848.1|DNOV
OG0000091	LOC115266712|XP_029729099.1|AEAL, LOC109417109|XP_019546777.1|AEAL	LOC115759049|XP_030555733.1|DNOV, LOC115761273|XP_030558848.1|DNOV, LOC115761272|XP_030558847.1|DNOV
OG0000093	LOC109429581|XP_029719934.1|AEAL	LOC115758323|XP_030554750.1|DNOV
OG0000094	LOC109419312|XP_029727657.1|AEAL, LOC115253763|XP_029725348.1|AEAL, LOC115265212|XP_029725349.1|AEAL, LOC109419311|XP_019549091.2|AEAL, LOC109399258|XP_029724633.1|AEAL, LOC109419901|XP_019549732.1|AEAL, LOC115260470|XP_029717274.1|AEAL	LOC115770336|XP_030571434.1|DNOV, LOC115761783|XP_030559578.1|DNOV, LOC115759953|XP_030556956.1|DNOV, LOC115759952|XP_030556955.1|DNOV
OG0000099	LOC109422665|XP_019553067.2|AEAL, LOC109401117|XP_019529141.2|AEAL, LOC109401121|XP_029716937.1|AEAL, LOC109422664|XP_029736398.1|AEAL, LOC109422663|XP_019553064.2|AEAL, LOC115271081|XP_029736397.1|AEAL, LOC109422534|XP_029716763.1|AEAL, LOC115271082|XP_029736399.1|AEAL	LOC115768874|XP_030569441.1|DNOV
OG0000101	LOC109412780|XP_029726786.1|AEAL	LOC115769895|XP_030570771.1|DNOV, LOC115769419|XP_030570087.1|DNOV, LOC115769417|XP_030570084.1|DNOV, LOC115769418|XP_030570086.1|DNOV, LOC115769861|XP_030570719.1|DNOV, LOC115769416|XP_030570083.1|DNOV, LOC115769860|XP_030570709.1|DNOV
OG0000102	LOC109398090|XP_029730315.1|AEAL, LOC109431713|XP_019563525.2|AEAL, LOC115267501|XP_029730432.1|AEAL, LOC109431716|XP_019563534.2|AEAL, LOC115267500|XP_029730431.1|AEAL, LOC115267476|XP_029730333.1|AEAL, LOC115260125|XP_029716891.1|AEAL, LOC115270199|XP_029735312.1|AEAL, LOC109408587|XP_019537455.1|AEAL, LOC115269621|XP_029734309.1|AEAL, LOC109423853|XP_019554435.2|AEAL, LOC115270200|XP_029735313.1|AEAL, LOC115269863|XP_029734512.1|AEAL, LOC115269861|XP_029734508.1|AEAL, LOC115270202|XP_029735315.1|AEAL, LOC109408601|XP_029734409.1|AEAL, LOC109423856|XP_019554437.2|AEAL, LOC115253846|XP_029735311.1|AEAL, LOC109423858|XP_019554440.2|AEAL, LOC109423857|XP_019554438.2|AEAL, LOC115270203|XP_029735316.1|AEAL	LOC115764983|XP_030564174.1|DNOV
OG0000102	LOC109622447|XP_019932332.1|AEAL	LOC115760629|XP_030557940.1|DNOV
OG0000103	LOC109430972|XP_019562636.2|AEAL, LOC115263082|XP_029721862.1|AEAL, LOC109430951|XP_019562612.2|AEAL, LOC115263170|XP_029721960.1|AEAL, LOC109430966|XP_019562631.2|AEAL, LOC109405281|XP_029712947.1|AEAL	LOC115771233|XP_030572694.1|DNOV, LOC115771230|XP_030572692.1|DNOV, LOC115771232|XP_030572693.1|DNOV, LOC115762233|XP_030560233.1|DNOV
OG0000104	LOC115253998|XP_029713816.1|AEAL, LOC109412559|XP_029734585.1|AEAL, LOC109420818|XP_029713830.1|AEAL, LOC109412548|XP_029734583.1|AEAL, LOC115257992|XP_029713835.1|AEAL, LOC109420754|XP_029713806.1|AEAL, LOC109420753|XP_019550771.2|AEAL, LOC109412556|XP_029713837.1|AEAL, LOC115257986|XP_029713827.1|AEAL	LOC115763001|XP_030561251.1|DNOV, LOC115762611|XP_030560767.1|DNOV
OG0000105	LOC109405837|XP_029725568.1|AEAL	LOC115763410|XP_030561820.1|DNOV, LOC115766038|XP_030565668.1|DNOV, LOC115766116|XP_030565797.1|DNOV
OG0000109	LOC109406215|XP_029707756.1|AEAL, LOC109412830|XP_029707755.1|AEAL, LOC109422843|XP_019553280.2|AEAL, LOC115267647|XP_029730646.1|AEAL, LOC109407286|XP_019535832.2|AEAL, LOC115267648|XP_029730647.1|AEAL	LOC115758411|XP_030554919.1|DNOV
OG0000110	LOC109408644|XP_019537522.3|AEAL, LOC115270438|XP_029736026.1|AEAL, LOC109622202|XP_019931993.1|AEAL, LOC115270440|XP_029736028.1|AEAL, LOC115270439|XP_029736027.1|AEAL, LOC109622200|XP_019931990.2|AEAL, LOC109408643|XP_019537521.2|AEAL	LOC115771207|XP_030572667.1|DNOV, LOC115771206|XP_030572666.1|DNOV, LOC115771081|XP_030572492.1|DNOV, LOC115771102|XP_030572522.1|DNOV, LOC115771159|XP_030572591.1|DNOV
OG0000111	LOC109403420|XP_019531793.2|AEAL, LOC115257664|XP_029713364.1|AEAL, LOC115257672|XP_029713369.1|AEAL, LOC109416737|XP_019546332.2|AEAL, LOC109418184|XP_019547900.2|AEAL, LOC115254215|XP_029732753.1|AEAL, LOC115257716|XP_029713461.1|AEAL, LOC109416740|XP_019546336.1|AEAL, LOC115257663|XP_029713363.1|AEAL, LOC109403389|XP_019531749.2|AEAL, LOC109416726|XP_019546323.1|AEAL, LOC115257737|XP_029713499.1|AEAL, LOC115257572|XP_029713207.1|AEAL, LOC109403385|XP_019531745.1|AEAL, LOC109403386|XP_019531746.2|AEAL, LOC115253995|XP_029713323.1|AEAL, LOC115257547|XP_029713143.1|AEAL, LOC109416735|XP_019546330.2|AEAL, LOC115257455|XP_029712912.1|AEAL, LOC115257708|XP_029713447.1|AEAL, LOC109416738|XP_019546333.1|AEAL, LOC115257699|XP_029713425.1|AEAL, LOC115257476|XP_029712951.1|AEAL, LOC115257490|XP_029712992.1|AEAL, LOC109403382|XP_019531742.1|AEAL, LOC109416736|XP_019546331.2|AEAL	LOC115767450|XP_030567608.1|DNOV, LOC115767471|XP_030567636.1|DNOV, LOC115766597|XP_030566444.1|DNOV
OG0000112	LOC109431628|XP_029730589.1|AEAL, LOC109398049|XP_019525955.2|AEAL, LOC109431602|XP_019563382.2|AEAL, LOC115267606|XP_029730588.1|AEAL, LOC115267632|XP_029730637.1|AEAL, LOC115267618|XP_029730618.1|AEAL, LOC109398048|XP_019525953.2|AEAL, LOC115267289|XP_029730064.1|AEAL, LOC109426634|XP_019557708.2|AEAL, LOC109410530|XP_019539611.2|AEAL, LOC115264044|XP_029723209.1|AEAL, LOC109426636|XP_019557709.2|AEAL, LOC115264046|XP_029723211.1|AEAL, LOC115265673|XP_029727491.1|AEAL, LOC109410531|XP_019539612.2|AEAL, LOC115265688|XP_029727510.1|AEAL	LOC115766378|XP_030566142.1|DNOV, LOC115766361|XP_030566121.1|DNOV, LOC115764351|XP_030563169.1|DNOV, LOC115764305|XP_030563103.1|DNOV
OG0000113	LOC109413525|XP_019542751.2|AEAL, LOC109406332|XP_019534982.2|AEAL, LOC115261479|XP_029719030.1|AEAL, LOC109404511|XP_019532957.2|AEAL	LOC115761208|XP_030558753.1|DNOV, LOC115768193|XP_030568568.1|DNOV, LOC115768345|XP_030568769.1|DNOV, LOC115766418|XP_030566199.1|DNOV
OG0000117	LOC109403738|XP_029718541.1|AEAL, LOC109398941|XP_019526944.2|AEAL, LOC109403724|XP_029710294.1|AEAL, LOC109398927|XP_019526925.2|AEAL	LOC115769301|XP_030569889.1|DNOV, LOC115769303|XP_030569891.1|DNOV, LOC115769305|XP_030569893.1|DNOV, LOC115769308|XP_030569897.1|DNOV, LOC115769307|XP_030569896.1|DNOV
OG0000118	LOC109429227|XP_029718734.1|AEAL, LOC109398900|XP_019526898.2|AEAL, LOC109414571|XP_019543954.2|AEAL, LOC115260834|XP_029718015.1|AEAL, LOC109398881|XP_029718736.1|AEAL, LOC109429260|XP_019560715.2|AEAL, LOC115260167|XP_029716927.1|AEAL, LOC109398898|XP_019526896.2|AEAL, LOC115260836|XP_029718016.1|AEAL, LOC109429261|XP_019560716.2|AEAL	LOC115758561|XP_030555129.1|DNOV, LOC115768983|XP_030569558.1|DNOV, LOC115764682|XP_030563730.1|DNOV
OG0000119	LOC109420394|XP_019550272.2|AEAL, LOC115257627|XP_029713310.1|AEAL, LOC109402309|XP_019530507.2|AEAL, LOC109402307|XP_019530506.2|AEAL, LOC115257566|XP_029713200.1|AEAL, LOC109420427|XP_019550312.2|AEAL, LOC115257481|XP_029712971.1|AEAL, LOC109402349|XP_019530564.1|AEAL, LOC109420426|XP_019550311.1|AEAL, LOC109402306|XP_019530505.2|AEAL, LOC109420391|XP_019550271.2|AEAL, LOC115257619|XP_029713292.1|AEAL	LOC115761228|XP_030558777.1|DNOV, LOC115761623|XP_030559312.1|DNOV, LOC115761429|XP_030559055.1|DNOV
OG0000120	LOC109432379|XP_029708384.1|AEAL, LOC109423057|XP_019553517.1|AEAL, LOC115260693|XP_029717758.1|AEAL	LOC115768766|XP_030569316.1|DNOV
OG0000121	LOC109412858|XP_029720354.1|AEAL	LOC115764363|XP_030563185.1|DNOV, LOC115771803|XP_030573534.1|DNOV, LOC115771900|XP_030573645.1|DNOV
OG0000122	LOC109402015|XP_029725615.1|AEAL, LOC109411373|XP_029717663.1|AEAL	LOC115763181|XP_030561499.1|DNOV, LOC115767044|XP_030567034.1|DNOV, LOC115762161|XP_030560138.1|DNOV, LOC115759056|XP_030555741.1|DNOV
OG0000123	LOC109399279|XP_019527261.2|AEAL, LOC109424018|XP_019554621.2|AEAL, LOC115267990|XP_029731747.1|AEAL	LOC115759448|XP_030556240.1|DNOV, LOC115763740|XP_030562303.1|DNOV
OG0000124	LOC109418909|XP_019548676.2|AEAL	LOC115758696|XP_030555300.1|DNOV, LOC115758694|XP_030555299.1|DNOV, LOC115758698|XP_030555305.1|DNOV, LOC115758699|XP_030555306.1|DNOV, LOC115758697|XP_030555301.1|DNOV, LOC115758701|XP_030555310.1|DNOV, LOC115758702|XP_030555311.1|DNOV, LOC115759494|XP_030556293.1|DNOV, LOC115764579|XP_030563591.1|DNOV, LOC115763183|XP_030561504.1|DNOV, LOC115758975|XP_030555641.1|DNOV
OG0000125	LOC109424811|XP_029723580.1|AEAL	LOC115771741|XP_030573428.1|DNOV
OG0000125	LOC109400911|XP_029734158.1|AEAL, LOC115260616|XP_029717508.1|AEAL, LOC109422818|XP_029717568.1|AEAL	LOC115761248|XP_030558810.1|DNOV
OG0000125	LOC109424782|XP_019555511.2|AEAL	LOC115761028|XP_030558500.1|DNOV
OG0000127	LOC109426285|XP_019557298.2|AEAL, LOC109407328|XP_029732920.1|AEAL, LOC115258099|XP_029713978.1|AEAL, LOC109406609|XP_019535268.2|AEAL, LOC109426330|XP_019557332.2|AEAL, LOC115254450|XP_029707826.1|AEAL	LOC115761512|XP_030559141.1|DNOV, LOC115761427|XP_030559046.1|DNOV, LOC115761374|XP_030558985.1|DNOV
OG0000128	LOC109429036|XP_029726550.1|AEAL, LOC109429037|XP_019560415.2|AEAL	LOC115763691|XP_030562236.1|DNOV, LOC115764129|XP_030562860.1|DNOV, LOC115771969|XP_030573747.1|DNOV, LOC115763858|XP_030562496.1|DNOV
OG0000129	LOC109405631|XP_029713962.1|AEAL, LOC109426342|XP_029707838.1|AEAL, LOC115253554|XP_029732927.1|AEAL	LOC115768023|XP_030568300.1|DNOV, LOC115769838|XP_030570672.1|DNOV, LOC115769679|XP_030570455.1|DNOV, LOC115768022|XP_030568299.1|DNOV
OG0000130	LOC109413601|XP_019542844.2|AEAL, LOC109401308|XP_019529356.2|AEAL	LOC115769661|XP_030570434.1|DNOV, LOC115769320|XP_030569913.1|DNOV, LOC115769811|XP_030570640.1|DNOV, LOC115769841|XP_030570675.1|DNOV, LOC115769747|XP_030570548.1|DNOV, LOC115769845|XP_030570681.1|DNOV, LOC115769660|XP_030570433.1|DNOV
OG0000132	LOC109420035|XP_019549892.2|AEAL, LOC109420036|XP_019549893.2|AEAL	LOC115760166|XP_030557246.1|DNOV, LOC115759623|XP_030556467.1|DNOV
OG0000134	LOC109432360|XP_029717748.1|AEAL, LOC109423064|XP_029708376.1|AEAL, LOC115260541|XP_029717313.1|AEAL	LOC115757657|XP_030553830.1|DNOV
OG0000134	LOC109416780|XP_029719871.1|AEAL, LOC109429704|XP_019561256.2|AEAL	LOC115759801|XP_030556744.1|DNOV
OG0000136	LOC109398787|XP_019526726.1|AEAL	LOC115757764|XP_030554048.1|DNOV
OG0000137	LOC115263730|XP_029722864.1|AEAL	LOC115768079|XP_030568404.1|DNOV, LOC115764130|XP_030562861.1|DNOV
OG0000137	LOC109431637|XP_019563411.2|AEAL, LOC115267498|XP_029730421.1|AEAL, LOC115270105|XP_029734967.1|AEAL, LOC109404924|XP_029734962.1|AEAL	LOC115771032|XP_030572427.1|DNOV
OG0000140	LOC109419567|XP_029715016.1|AEAL, LOC115258766|XP_029715024.1|AEAL, LOC115260917|XP_029718134.1|AEAL, LOC109409285|XP_019538265.2|AEAL, LOC109419553|XP_029714775.1|AEAL, LOC109409282|XP_029718115.1|AEAL, LOC109409284|XP_029718114.1|AEAL, LOC109419569|XP_019549327.2|AEAL, LOC109409374|XP_029718133.1|AEAL, LOC109416105|XP_029723494.1|AEAL, LOC109402912|XP_029718230.1|AEAL, LOC115264186|XP_029723486.1|AEAL, LOC115264345|XP_029723870.1|AEAL, LOC109402955|XP_019531242.2|AEAL, LOC109416072|XP_029718228.1|AEAL, LOC115253771|XP_029723495.1|AEAL, LOC109402921|XP_019531207.2|AEAL, LOC115264321|XP_029723854.1|AEAL, LOC109416100|XP_029723855.1|AEAL, LOC109416080|XP_029723493.1|AEAL, LOC109416077|XP_029723485.1|AEAL, LOC109402947|XP_019531231.1|AEAL	LOC115771802|XP_030573533.1|DNOV, LOC115760835|XP_030558234.1|DNOV, LOC115760836|XP_030558236.1|DNOV, LOC115758864|XP_030555518.1|DNOV
OG0000141	LOC109410292|XP_029734278.1|AEAL, LOC109426263|XP_029736347.1|AEAL	LOC115769898|XP_030570779.1|DNOV, LOC115769899|XP_030570780.1|DNOV, LOC115769900|XP_030570781.1|DNOV
OG0000142	LOC109403328|XP_029718579.1|AEAL	LOC115770626|XP_030571829.1|DNOV
OG0000142	LOC109427748|XP_029717828.1|AEAL, LOC109431392|XP_029717814.1|AEAL	LOC115767833|XP_030568035.1|DNOV
OG0000143	LOC109407966|XP_029735103.1|AEAL, LOC109403683|XP_019532058.2|AEAL	LOC115769511|XP_030570205.1|DNOV
OG0000143	LOC109623322|XP_019933420.2|AEAL, LOC109426906|XP_029720843.1|AEAL, LOC109426907|XP_029720849.1|AEAL, LOC109414513|XP_019543897.2|AEAL, LOC109404840|XP_029728560.1|AEAL, LOC109404882|XP_019533384.2|AEAL, LOC115266475|XP_029728570.1|AEAL, LOC109429164|XP_019560574.2|AEAL, LOC109429166|XP_019560576.2|AEAL, LOC109429165|XP_019560575.2|AEAL	LOC115769830|XP_030570664.1|DNOV
OG0000144	LOC109403306|XP_029718564.1|AEAL	LOC115764707|XP_030563766.1|DNOV
OG0000144	LOC109426949|XP_029717841.1|AEAL	LOC115765151|XP_030564416.1|DNOV
OG0000144	LOC115254968|XP_029708517.1|AEAL	LOC115759963|XP_030556972.1|DNOV
OG0000145	LOC109621341|XP_019930935.1|AEAL, LOC109621339|XP_019930928.2|AEAL, LOC109421494|XP_019551533.1|AEAL	LOC115765270|XP_030564620.1|DNOV, LOC115760146|XP_030557215.1|DNOV, LOC115760147|XP_030557216.1|DNOV, LOC115760148|XP_030557217.1|DNOV
OG0000147	LOC109407259|XP_019535812.2|AEAL, LOC115258685|XP_029714870.1|AEAL, LOC109414328|XP_019543692.2|AEAL	LOC115765501|XP_030564973.1|DNOV
OG0000147	LOC109408307|XP_019537121.2|AEAL, LOC109408300|XP_019537114.1|AEAL	LOC115763989|XP_030562661.1|DNOV, LOC115763990|XP_030562666.1|DNOV
OG0000148	LOC109405767|XP_029724593.1|AEAL	LOC115759976|XP_030556989.1|DNOV
OG0000148	LOC109412067|XP_019541259.2|AEAL, LOC109433142|XP_019565084.2|AEAL, LOC115264978|XP_029725023.1|AEAL	LOC115763251|XP_030561588.1|DNOV
OG0000149	LOC109400861|XP_019528891.2|AEAL, LOC109415488|XP_019544916.1|AEAL	LOC115758472|XP_030555008.1|DNOV, LOC115768180|XP_030568547.1|DNOV
OG0000152	LOC109409339|XP_029725152.1|AEAL, LOC115266916|XP_029729398.1|AEAL, LOC109419086|XP_029714751.1|AEAL	LOC115764961|XP_030564145.1|DNOV, LOC115764965|XP_030564150.1|DNOV, LOC115765069|XP_030564304.1|DNOV
OG0000153	LOC115268023|XP_029731776.1|AEAL, LOC109426054|XP_019557040.2|AEAL, LOC115268025|XP_029731778.1|AEAL, LOC109426055|XP_029732118.1|AEAL, LOC109425882|XP_029732119.1|AEAL, LOC109426056|XP_019557042.2|AEAL, LOC115268024|XP_029731777.1|AEAL, LOC109425905|XP_029732815.1|AEAL, LOC109415670|XP_029717910.1|AEAL, LOC109425029|XP_019555772.2|AEAL	LOC115764667|XP_030563715.1|DNOV, LOC115764744|XP_030563820.1|DNOV, LOC115764661|XP_030563707.1|DNOV
OG0000154	LOC109401998|XP_029736148.1|AEAL, LOC109402010|XP_019530164.2|AEAL	LOC115768636|XP_030569165.1|DNOV, LOC115770295|XP_030571391.1|DNOV
OG0000155	LOC115267667|XP_029730676.1|AEAL, LOC109396995|XP_019524860.2|AEAL, LOC115268264|XP_029732170.1|AEAL, LOC109432235|XP_019564106.2|AEAL	LOC115770985|XP_030572334.1|DNOV, LOC115771041|XP_030572440.1|DNOV, LOC115771139|XP_030572570.1|DNOV
OG0000157	LOC109425525|XP_019556323.1|AEAL, LOC109421889|XP_019552024.1|AEAL, LOC109425513|XP_019556312.2|AEAL, LOC109421890|XP_019552025.2|AEAL	LOC115760246|XP_030557364.1|DNOV, LOC115761803|XP_030559609.1|DNOV, LOC115758115|XP_030554513.1|DNOV
OG0000158	LOC109399302|XP_019527282.2|AEAL, LOC115256357|XP_029710590.1|AEAL, LOC109407271|XP_029715192.1|AEAL, LOC115253740|XP_029715093.1|AEAL, LOC109405890|XP_019534490.2|AEAL, LOC109407293|XP_019535836.2|AEAL, LOC109402674|XP_019531252.2|AEAL	LOC115766606|XP_030566453.1|DNOV, LOC115770345|XP_030571443.1|DNOV, LOC115770346|XP_030571444.1|DNOV
OG0000159	LOC109401146|XP_029712113.1|AEAL, LOC109401173|XP_029712120.1|AEAL	LOC115771513|XP_030573108.1|DNOV
OG0000159	LOC109623253|XP_029712103.1|AEAL	LOC115769762|XP_030570577.1|DNOV, LOC115770281|XP_030571370.1|DNOV
OG0000160	LOC115254457|XP_029707843.1|AEAL, LOC109426346|XP_019557349.2|AEAL, LOC109405184|XP_029707842.1|AEAL, LOC109405094|XP_029713970.1|AEAL, LOC109405272|XP_019533883.2|AEAL, LOC109426350|XP_019557356.2|AEAL, LOC109404764|XP_019533285.2|AEAL, LOC115258102|XP_029713983.1|AEAL, LOC109402934|XP_019531218.2|AEAL, LOC109399012|XP_019527002.2|AEAL, LOC109402932|XP_019531217.2|AEAL, LOC109416090|XP_019545602.2|AEAL, LOC109402938|XP_019531223.2|AEAL	LOC115771865|XP_030573605.1|DNOV, LOC115772049|XP_030573849.1|DNOV
OG0000162	LOC109621844|XP_029726960.1|AEAL, LOC109421286|XP_029726965.1|AEAL, LOC109621841|XP_029724033.1|AEAL	LOC115763281|XP_030561619.1|DNOV, LOC115763200|XP_030561523.1|DNOV, LOC115763201|XP_030561525.1|DNOV, LOC115765477|XP_030564918.1|DNOV
