Orthogroup	AEAL.longest_only	DERE.longest_only
OG0000074	LOC109432023|XP_019563874.2|AEAL, LOC115265383|XP_029726109.1|AEAL, LOC109409751|XP_019538800.1|AEAL, LOC115265384|XP_029726110.1|AEAL, LOC109409744|XP_019538792.2|AEAL, LOC109432034|XP_019563883.2|AEAL, LOC115265385|XP_029726111.1|AEAL, LOC109409748|XP_019538795.2|AEAL, LOC109409740|XP_019538788.1|AEAL, LOC109431992|XP_019563841.2|AEAL, LOC109432002|XP_019563852.2|AEAL, LOC109409741|XP_019538789.2|AEAL, LOC115265379|XP_029726076.1|AEAL, LOC109409742|XP_019538790.2|AEAL, LOC109432055|XP_019563904.2|AEAL, LOC109409755|XP_019538804.2|AEAL, LOC109432112|XP_019563945.2|AEAL, LOC115265380|XP_029726078.1|AEAL, LOC109409753|XP_019538802.2|AEAL, LOC109432077|XP_019563923.2|AEAL	LOC6545304|XP_001972062.2|DERE, LOC6546439|XP_001972925.1|DERE
OG0000076	LOC109407440|XP_029729634.1|AEAL, LOC109416499|XP_029729635.1|AEAL, LOC115263299|XP_029722354.1|AEAL, LOC115263274|XP_029722275.1|AEAL, LOC115263264|XP_029722253.1|AEAL	LOC6544188|XP_015013837.1|DERE
OG0000076	LOC109419190|XP_019548944.2|AEAL, LOC109407082|XP_029722843.1|AEAL	LOC6550413|XP_001977744.3|DERE
OG0000077	LOC109621769|XP_019931447.1|AEAL, LOC109422254|XP_019552411.1|AEAL	LOC6547656|XP_001974813.2|DERE
OG0000077	LOC109414298|XP_019543658.1|AEAL	LOC6552303|XP_001980828.1|DERE
OG0000077	LOC109621770|XP_019931448.1|AEAL, LOC109422250|XP_029724569.1|AEAL, LOC115264706|XP_029724573.1|AEAL	LOC6548296|XP_001976581.1|DERE
OG0000077	LOC115264211|XP_029723570.1|AEAL, LOC109414592|XP_029723562.1|AEAL, LOC115264212|XP_029723572.1|AEAL, LOC109424852|XP_019555595.1|AEAL	LOC6554318|XP_001981477.2|DERE
OG0000078	LOC109410835|XP_019539914.2|AEAL, LOC115256245|XP_029710368.1|AEAL	LOC6547567|XP_001974844.1|DERE, LOC6543899|XP_001973650.1|DERE, LOC6553294|XP_001979187.1|DERE, LOC6549869|XP_001978650.1|DERE, LOC6550069|XP_001977566.1|DERE
OG0000080	LOC109423228|XP_019553713.1|AEAL, LOC109397255|XP_019525124.2|AEAL, LOC115263682|XP_029722763.1|AEAL, LOC109412270|XP_019541465.1|AEAL, LOC115260060|XP_029716778.1|AEAL, LOC109423230|XP_019553715.2|AEAL, LOC109397257|XP_019525125.2|AEAL, LOC115253465|XP_029716776.1|AEAL, LOC109397254|XP_019525123.2|AEAL, LOC109423229|XP_019553714.2|AEAL	LOC6548270|XP_001975252.1|DERE, LOC6548272|XP_001975254.1|DERE, LOC6548314|XP_001975327.1|DERE
OG0000082	LOC109409214|XP_019538184.2|AEAL, LOC109421560|XP_019551625.2|AEAL, LOC109409172|XP_019538136.2|AEAL, LOC115259486|XP_029715947.1|AEAL, LOC109406863|XP_019535411.2|AEAL, LOC115256347|XP_029710534.1|AEAL, LOC109402748|XP_019531005.2|AEAL	LOC6549322|XP_026837009.1|DERE, LOC6554914|XP_001982236.1|DERE, LOC6552838|XP_001979871.1|DERE
OG0000083	LOC109621385|XP_029732563.1|AEAL, LOC109622322|XP_029732583.1|AEAL, LOC115268591|XP_029732565.1|AEAL	LOC6541689|XP_026834543.1|DERE, LOC6543321|XP_001969237.1|DERE, LOC6543013|XP_001969236.1|DERE, LOC6543404|XP_001969234.1|DERE, LOC6543089|XP_001969235.1|DERE, LOC6542300|XP_001969971.2|DERE
OG0000084	LOC109426778|XP_019557860.2|AEAL, LOC109426790|XP_019557869.2|AEAL, LOC109623111|XP_019933139.2|AEAL, LOC109623114|XP_019933142.2|AEAL	LOC6547297|XP_001974723.1|DERE
OG0000084	LOC115269112|XP_029733383.1|AEAL, LOC109404674|XP_019533145.2|AEAL, LOC109410318|XP_019539412.2|AEAL, LOC109410311|XP_019539406.2|AEAL, LOC109404701|XP_029733250.1|AEAL, LOC115258063|XP_029713931.1|AEAL, LOC109404708|XP_019533176.2|AEAL, LOC109410300|XP_029733294.1|AEAL, LOC109413010|XP_029734216.1|AEAL, LOC109413011|XP_029734264.1|AEAL, LOC109413012|XP_029734214.1|AEAL, LOC109398420|XP_019526322.2|AEAL	LOC6548751|XP_001975436.1|DERE
OG0000085	LOC115265317|XP_029725726.1|AEAL, LOC109417066|XP_029710252.1|AEAL	LOC6541232|XP_001970598.1|DERE
OG0000086	LOC109423303|XP_019553776.2|AEAL	LOC6547336|XP_001974796.1|DERE
OG0000087	LOC109425107|XP_019555847.1|AEAL, LOC109400350|XP_019528397.2|AEAL, LOC109425109|XP_019555850.2|AEAL, LOC109400352|XP_019528399.2|AEAL, LOC109400353|XP_029725043.1|AEAL, LOC109425111|XP_019555853.2|AEAL, LOC109425201|XP_019556007.1|AEAL, LOC109425112|XP_019555854.2|AEAL, LOC109425203|XP_019556009.2|AEAL, LOC109400289|XP_019528317.1|AEAL	LOC6541207|XP_001969370.1|DERE
OG0000088	LOC109422315|XP_019552548.1|AEAL	LOC6543073|XP_015014662.1|DERE
OG0000089	LOC109418556|XP_019548309.1|AEAL, LOC115257374|XP_029712755.1|AEAL	LOC6553054|XP_001979141.1|DERE, LOC6553281|XP_001979199.1|DERE
OG0000089	LOC109402175|XP_029729862.1|AEAL, LOC109413231|XP_029729863.1|AEAL, LOC115267163|XP_029729864.1|AEAL	LOC6552316|XP_001980769.1|DERE
OG0000089	LOC109403768|XP_019532181.2|AEAL, LOC109416934|XP_019546591.2|AEAL, LOC109416935|XP_019546593.2|AEAL, LOC109403788|XP_019532231.2|AEAL	LOC6543975|XP_026832426.1|DERE
OG0000090	LOC109420406|XP_019550284.2|AEAL, LOC109420412|XP_019550290.2|AEAL, LOC109420408|XP_029713653.1|AEAL	LOC6543160|XP_026835138.1|DERE, LOC6542384|XP_026835110.1|DERE, LOC6543999|XP_001971891.1|DERE, LOC6545497|XP_001971099.2|DERE
OG0000091	LOC109398456|XP_029716267.1|AEAL	LOC6555007|XP_015009056.1|DERE
OG0000091	LOC115266712|XP_029729099.1|AEAL, LOC109417109|XP_019546777.1|AEAL	LOC6541159|XP_001969819.1|DERE, LOC113563760|XP_026831978.1|DERE, LOC6551848|XP_026831615.1|DERE
OG0000093	LOC109429581|XP_029719934.1|AEAL	LOC6541764|XP_026834401.1|DERE
OG0000094	LOC109419312|XP_029727657.1|AEAL, LOC115253763|XP_029725348.1|AEAL, LOC115265212|XP_029725349.1|AEAL, LOC109419311|XP_019549091.2|AEAL, LOC109399258|XP_029724633.1|AEAL, LOC109419901|XP_019549732.1|AEAL, LOC115260470|XP_029717274.1|AEAL	LOC6546506|XP_026832953.1|DERE, LOC6552799|XP_001979027.1|DERE
OG0000099	LOC109422665|XP_019553067.2|AEAL, LOC109401117|XP_019529141.2|AEAL, LOC109401121|XP_029716937.1|AEAL, LOC109422664|XP_029736398.1|AEAL, LOC109422663|XP_019553064.2|AEAL, LOC115271081|XP_029736397.1|AEAL, LOC109422534|XP_029716763.1|AEAL, LOC115271082|XP_029736399.1|AEAL	LOC6555581|XP_015008726.1|DERE
OG0000101	LOC109412780|XP_029726786.1|AEAL	LOC113563952|XP_026833685.1|DERE, LOC113563950|XP_026833684.1|DERE, LOC6545510|XP_015012990.1|DERE
OG0000102	LOC109398090|XP_029730315.1|AEAL, LOC109431713|XP_019563525.2|AEAL, LOC115267501|XP_029730432.1|AEAL, LOC109431716|XP_019563534.2|AEAL, LOC115267500|XP_029730431.1|AEAL, LOC115267476|XP_029730333.1|AEAL, LOC115260125|XP_029716891.1|AEAL, LOC115270199|XP_029735312.1|AEAL, LOC109408587|XP_019537455.1|AEAL, LOC115269621|XP_029734309.1|AEAL, LOC109423853|XP_019554435.2|AEAL, LOC115270200|XP_029735313.1|AEAL, LOC115269863|XP_029734512.1|AEAL, LOC115269861|XP_029734508.1|AEAL, LOC115270202|XP_029735315.1|AEAL, LOC109408601|XP_029734409.1|AEAL, LOC109423856|XP_019554437.2|AEAL, LOC115253846|XP_029735311.1|AEAL, LOC109423858|XP_019554440.2|AEAL, LOC109423857|XP_019554438.2|AEAL, LOC115270203|XP_029735316.1|AEAL	LOC6546722|XP_001974594.1|DERE
OG0000102	LOC109622447|XP_019932332.1|AEAL	LOC6540855|XP_001970375.1|DERE, LOC6547312|XP_001976339.1|DERE
OG0000103	LOC109430972|XP_019562636.2|AEAL, LOC115263082|XP_029721862.1|AEAL, LOC109430951|XP_019562612.2|AEAL, LOC115263170|XP_029721960.1|AEAL, LOC109430966|XP_019562631.2|AEAL, LOC109405281|XP_029712947.1|AEAL	LOC6545153|XP_001971583.1|DERE, LOC6546214|XP_001972909.1|DERE, LOC26526609|XP_015014313.1|DERE, LOC6547246|XP_026836375.1|DERE
OG0000104	LOC115253998|XP_029713816.1|AEAL, LOC109412559|XP_029734585.1|AEAL, LOC109420818|XP_029713830.1|AEAL, LOC109412548|XP_029734583.1|AEAL, LOC115257992|XP_029713835.1|AEAL, LOC109420754|XP_029713806.1|AEAL, LOC109420753|XP_019550771.2|AEAL, LOC109412556|XP_029713837.1|AEAL, LOC115257986|XP_029713827.1|AEAL	LOC6541678|XP_001969298.1|DERE, LOC6545266|XP_001973256.1|DERE
OG0000105	LOC109405837|XP_029725568.1|AEAL	LOC6545983|XP_001972191.2|DERE, LOC6552845|XP_001980953.1|DERE, LOC6552850|XP_001980958.2|DERE
OG0000109	LOC109406215|XP_029707756.1|AEAL, LOC109412830|XP_029707755.1|AEAL, LOC109422843|XP_019553280.2|AEAL, LOC115267647|XP_029730646.1|AEAL, LOC109407286|XP_019535832.2|AEAL, LOC115267648|XP_029730647.1|AEAL	LOC6541724|XP_026834322.1|DERE, LOC6541702|XP_026835082.1|DERE
OG0000110	LOC109408644|XP_019537522.3|AEAL, LOC115270438|XP_029736026.1|AEAL, LOC109622202|XP_019931993.1|AEAL, LOC115270440|XP_029736028.1|AEAL, LOC115270439|XP_029736027.1|AEAL, LOC109622200|XP_019931990.2|AEAL, LOC109408643|XP_019537521.2|AEAL	LOC6544572|XP_001971451.2|DERE, LOC6544308|XP_001971450.1|DERE, LOC6544307|XP_001971449.3|DERE, LOC6544306|XP_001971448.1|DERE
OG0000111	LOC109403420|XP_019531793.2|AEAL, LOC115257664|XP_029713364.1|AEAL, LOC115257672|XP_029713369.1|AEAL, LOC109416737|XP_019546332.2|AEAL, LOC109418184|XP_019547900.2|AEAL, LOC115254215|XP_029732753.1|AEAL, LOC115257716|XP_029713461.1|AEAL, LOC109416740|XP_019546336.1|AEAL, LOC115257663|XP_029713363.1|AEAL, LOC109403389|XP_019531749.2|AEAL, LOC109416726|XP_019546323.1|AEAL, LOC115257737|XP_029713499.1|AEAL, LOC115257572|XP_029713207.1|AEAL, LOC109403385|XP_019531745.1|AEAL, LOC109403386|XP_019531746.2|AEAL, LOC115253995|XP_029713323.1|AEAL, LOC115257547|XP_029713143.1|AEAL, LOC109416735|XP_019546330.2|AEAL, LOC115257455|XP_029712912.1|AEAL, LOC115257708|XP_029713447.1|AEAL, LOC109416738|XP_019546333.1|AEAL, LOC115257699|XP_029713425.1|AEAL, LOC115257476|XP_029712951.1|AEAL, LOC115257490|XP_029712992.1|AEAL, LOC109403382|XP_019531742.1|AEAL, LOC109416736|XP_019546331.2|AEAL	LOC6547569|XP_001974846.1|DERE, LOC6547573|XP_001974850.1|DERE, LOC6547572|XP_026836839.1|DERE
OG0000112	LOC109431628|XP_029730589.1|AEAL, LOC109398049|XP_019525955.2|AEAL, LOC109431602|XP_019563382.2|AEAL, LOC115267606|XP_029730588.1|AEAL, LOC115267632|XP_029730637.1|AEAL, LOC115267618|XP_029730618.1|AEAL, LOC109398048|XP_019525953.2|AEAL, LOC115267289|XP_029730064.1|AEAL, LOC109426634|XP_019557708.2|AEAL, LOC109410530|XP_019539611.2|AEAL, LOC115264044|XP_029723209.1|AEAL, LOC109426636|XP_019557709.2|AEAL, LOC115264046|XP_029723211.1|AEAL, LOC115265673|XP_029727491.1|AEAL, LOC109410531|XP_019539612.2|AEAL, LOC115265688|XP_029727510.1|AEAL	LOC6549919|XP_001978671.1|DERE, LOC6550010|XP_001977476.1|DERE, LOC113564579|XP_026838421.1|DERE, LOC6549742|XP_001978647.2|DERE
OG0000113	LOC109413525|XP_019542751.2|AEAL, LOC109406332|XP_019534982.2|AEAL, LOC115261479|XP_029719030.1|AEAL, LOC109404511|XP_019532957.2|AEAL	LOC113564127|XP_026835137.1|DERE, LOC6549603|XP_001975736.1|DERE, LOC6552710|XP_026831517.1|DERE, LOC6549195|XP_026836393.1|DERE
OG0000117	LOC109403738|XP_029718541.1|AEAL, LOC109398941|XP_019526944.2|AEAL, LOC109403724|XP_029710294.1|AEAL, LOC109398927|XP_019526925.2|AEAL	LOC6540738|XP_001969562.1|DERE, LOC6540920|XP_001969563.1|DERE, LOC6540785|XP_001969564.1|DERE, LOC6540760|XP_001969565.1|DERE
OG0000118	LOC109429227|XP_029718734.1|AEAL, LOC109398900|XP_019526898.2|AEAL, LOC109414571|XP_019543954.2|AEAL, LOC115260834|XP_029718015.1|AEAL, LOC109398881|XP_029718736.1|AEAL, LOC109429260|XP_019560715.2|AEAL, LOC115260167|XP_029716927.1|AEAL, LOC109398898|XP_019526896.2|AEAL, LOC115260836|XP_029718016.1|AEAL, LOC109429261|XP_019560716.2|AEAL	LOC6540609|XP_001968779.3|DERE, LOC6540594|XP_001968778.1|DERE, LOC6543468|XP_001969543.1|DERE
OG0000119	LOC109420394|XP_019550272.2|AEAL, LOC115257627|XP_029713310.1|AEAL, LOC109402309|XP_019530507.2|AEAL, LOC109402307|XP_019530506.2|AEAL, LOC115257566|XP_029713200.1|AEAL, LOC109420427|XP_019550312.2|AEAL, LOC115257481|XP_029712971.1|AEAL, LOC109402349|XP_019530564.1|AEAL, LOC109420426|XP_019550311.1|AEAL, LOC109402306|XP_019530505.2|AEAL, LOC109420391|XP_019550271.2|AEAL, LOC115257619|XP_029713292.1|AEAL	LOC6552165|XP_001980717.1|DERE, LOC6552163|XP_001980715.1|DERE, LOC6552164|XP_001980716.1|DERE
OG0000120	LOC109432379|XP_029708384.1|AEAL, LOC109423057|XP_019553517.1|AEAL, LOC115260693|XP_029717758.1|AEAL	LOC6555510|XP_015008783.1|DERE
OG0000121	LOC109412858|XP_029720354.1|AEAL	LOC6549747|XP_001977350.1|DERE, LOC6552855|XP_001979940.1|DERE, LOC6552857|XP_026831855.1|DERE, LOC6552856|XP_001979941.1|DERE
OG0000122	LOC109402015|XP_029725615.1|AEAL, LOC109411373|XP_029717663.1|AEAL	LOC6541936|XP_001968351.2|DERE, LOC6551621|XP_001977124.1|DERE, LOC6543179|XP_001969187.2|DERE, LOC6541798|XP_001968644.1|DERE
OG0000123	LOC109399279|XP_019527261.2|AEAL, LOC109424018|XP_019554621.2|AEAL, LOC115267990|XP_029731747.1|AEAL	LOC6548565|XP_001976637.1|DERE, LOC6553667|XP_026839511.1|DERE, LOC6553075|XP_001979096.1|DERE, LOC6553074|XP_001979095.1|DERE, LOC6553076|XP_001979097.1|DERE
OG0000124	LOC109418909|XP_019548676.2|AEAL	LOC6548499|XP_026835634.1|DERE, LOC113564261|XP_026836019.1|DERE, LOC6541590|XP_001970428.1|DERE, LOC6543273|XP_001970427.1|DERE, LOC6540959|XP_001970425.3|DERE
OG0000125	LOC109424811|XP_029723580.1|AEAL	LOC6554806|XP_015009019.2|DERE
OG0000125	LOC109400911|XP_029734158.1|AEAL, LOC115260616|XP_029717508.1|AEAL, LOC109422818|XP_029717568.1|AEAL	LOC6553712|XP_001980356.1|DERE
OG0000125	LOC109424782|XP_019555511.2|AEAL	LOC6548842|XP_001975356.1|DERE, LOC6548843|XP_001975357.1|DERE
OG0000127	LOC109426285|XP_019557298.2|AEAL, LOC109407328|XP_029732920.1|AEAL, LOC115258099|XP_029713978.1|AEAL, LOC109406609|XP_019535268.2|AEAL, LOC109426330|XP_019557332.2|AEAL, LOC115254450|XP_029707826.1|AEAL	LOC6553214|XP_001979216.1|DERE, LOC6553215|XP_001979217.1|DERE, LOC6553213|XP_001979215.1|DERE, LOC6553212|XP_001979214.2|DERE
OG0000128	LOC109429036|XP_029726550.1|AEAL, LOC109429037|XP_019560415.2|AEAL	LOC6547674|XP_026836856.1|DERE, LOC6547673|XP_026837174.1|DERE, LOC6553622|XP_001979280.3|DERE
OG0000129	LOC109405631|XP_029713962.1|AEAL, LOC109426342|XP_029707838.1|AEAL, LOC115253554|XP_029732927.1|AEAL	LOC6551485|XP_001978469.1|DERE, LOC6544586|XP_001972385.1|DERE, LOC26527022|XP_015015590.1|DERE, LOC6551486|XP_001978470.2|DERE
OG0000130	LOC109413601|XP_019542844.2|AEAL, LOC109401308|XP_019529356.2|AEAL	LOC6545208|XP_001972099.1|DERE, LOC6544918|XP_026833930.1|DERE
OG0000132	LOC109420035|XP_019549892.2|AEAL, LOC109420036|XP_019549893.2|AEAL	LOC6541175|XP_001969759.3|DERE, LOC6541657|XP_001969760.1|DERE, LOC6551904|XP_001979665.1|DERE
OG0000134	LOC115260541|XP_029717313.1|AEAL	LOC6552776|XP_001979961.1|DERE
OG0000134	LOC109416780|XP_029719871.1|AEAL, LOC109429704|XP_019561256.2|AEAL	LOC6542600|XP_001969921.1|DERE
OG0000136	LOC115256994|XP_029712087.1|AEAL, LOC115260050|XP_029716753.1|AEAL	LOC6544066|XP_001973695.2|DERE
OG0000137	LOC115263730|XP_029722864.1|AEAL	LOC6552702|XP_001979021.1|DERE
OG0000137	LOC109431637|XP_019563411.2|AEAL, LOC115267498|XP_029730421.1|AEAL, LOC115270105|XP_029734967.1|AEAL, LOC109404924|XP_029734962.1|AEAL	LOC6544719|XP_001971526.1|DERE
OG0000137	LOC109398020|XP_019525907.2|AEAL, LOC115254004|XP_029714092.1|AEAL, LOC109399484|XP_029714091.1|AEAL	LOC26527006|XP_015011494.1|DERE
OG0000140	LOC109419567|XP_029715016.1|AEAL, LOC115258766|XP_029715024.1|AEAL, LOC115260917|XP_029718134.1|AEAL, LOC109409285|XP_019538265.2|AEAL, LOC109419553|XP_029714775.1|AEAL, LOC109409282|XP_029718115.1|AEAL, LOC109409284|XP_029718114.1|AEAL, LOC109419569|XP_019549327.2|AEAL, LOC109409374|XP_029718133.1|AEAL, LOC109416105|XP_029723494.1|AEAL, LOC109402912|XP_029718230.1|AEAL, LOC115264186|XP_029723486.1|AEAL, LOC115264345|XP_029723870.1|AEAL, LOC109402955|XP_019531242.2|AEAL, LOC109416072|XP_029718228.1|AEAL, LOC115253771|XP_029723495.1|AEAL, LOC109402921|XP_019531207.2|AEAL, LOC115264321|XP_029723854.1|AEAL, LOC109416100|XP_029723855.1|AEAL, LOC109416080|XP_029723493.1|AEAL, LOC109416077|XP_029723485.1|AEAL, LOC109402947|XP_019531231.1|AEAL	LOC6554805|XP_001981583.1|DERE
OG0000141	LOC109410292|XP_029734278.1|AEAL, LOC109426263|XP_029736347.1|AEAL	LOC6545774|XP_001971641.3|DERE, LOC6545776|XP_001971643.2|DERE, LOC6545777|XP_026833843.1|DERE, LOC6545778|XP_001971645.1|DERE
OG0000142	LOC109403328|XP_029718579.1|AEAL	LOC6554784|XP_001981981.3|DERE
OG0000142	LOC109427748|XP_029717828.1|AEAL, LOC109431392|XP_029717814.1|AEAL	LOC6550529|XP_026837492.1|DERE
OG0000143	LOC109407966|XP_029735103.1|AEAL, LOC109403683|XP_019532058.2|AEAL	LOC6546315|XP_001972823.1|DERE
OG0000143	LOC109623322|XP_019933420.2|AEAL, LOC109426906|XP_029720843.1|AEAL, LOC109426907|XP_029720849.1|AEAL, LOC109414513|XP_019543897.2|AEAL, LOC109404840|XP_029728560.1|AEAL, LOC109404882|XP_019533384.2|AEAL, LOC115266475|XP_029728570.1|AEAL, LOC109429164|XP_019560574.2|AEAL, LOC109429166|XP_019560576.2|AEAL, LOC109429165|XP_019560575.2|AEAL	LOC6546316|XP_001972824.2|DERE
OG0000144	LOC109403306|XP_029718564.1|AEAL	LOC6552889|XP_001979989.2|DERE
OG0000144	LOC109426949|XP_029717841.1|AEAL	LOC6550597|XP_001978174.1|DERE
OG0000144	LOC115254968|XP_029708517.1|AEAL	LOC26525957|XP_026838622.1|DERE
OG0000145	LOC109621341|XP_019930935.1|AEAL, LOC109621339|XP_019930928.2|AEAL, LOC109421494|XP_019551533.1|AEAL	LOC6551708|XP_001977287.1|DERE, LOC6547581|XP_001976219.1|DERE, LOC6547583|XP_001976221.2|DERE
OG0000147	LOC109407259|XP_019535812.2|AEAL, LOC115258685|XP_029714870.1|AEAL, LOC109414328|XP_019543692.2|AEAL	LOC6542355|XP_001969708.2|DERE
OG0000147	LOC109408307|XP_019537121.2|AEAL, LOC109408300|XP_019537114.1|AEAL	LOC6553244|XP_001979064.2|DERE, LOC6553243|XP_001979063.1|DERE
OG0000148	LOC109405767|XP_029724593.1|AEAL	LOC6541587|XP_001968573.1|DERE
OG0000148	LOC109412067|XP_019541259.2|AEAL, LOC109433142|XP_019565084.2|AEAL, LOC115264978|XP_029725023.1|AEAL	LOC6541249|XP_001969268.1|DERE
OG0000149	LOC109400861|XP_019528891.2|AEAL, LOC109415488|XP_019544916.1|AEAL	LOC6543066|XP_001970166.1|DERE, LOC6550329|XP_001977887.1|DERE
OG0000152	LOC109409339|XP_029725152.1|AEAL, LOC115266916|XP_029729398.1|AEAL, LOC109419086|XP_029714751.1|AEAL	LOC6555092|XP_001981403.1|DERE, LOC6555310|XP_001982083.2|DERE, LOC6555091|XP_026835783.1|DERE, LOC6555090|XP_001981401.1|DERE, LOC6555089|XP_001981400.1|DERE
OG0000153	LOC115268023|XP_029731776.1|AEAL, LOC109426054|XP_019557040.2|AEAL, LOC115268025|XP_029731778.1|AEAL, LOC109426055|XP_029732118.1|AEAL, LOC109425882|XP_029732119.1|AEAL, LOC109426056|XP_019557042.2|AEAL, LOC115268024|XP_029731777.1|AEAL, LOC109425905|XP_029732815.1|AEAL, LOC109415670|XP_029717910.1|AEAL, LOC109425029|XP_019555772.2|AEAL	LOC6552563|XP_001979901.1|DERE, LOC6552560|XP_001979898.1|DERE, LOC6552561|XP_001979899.1|DERE
OG0000154	LOC109401998|XP_029736148.1|AEAL, LOC109402010|XP_019530164.2|AEAL	LOC6554893|XP_001982204.1|DERE, LOC6554767|XP_001982203.1|DERE, LOC26526154|XP_015014231.1|DERE
OG0000155	LOC115267667|XP_029730676.1|AEAL, LOC109396995|XP_019524860.2|AEAL, LOC115268264|XP_029732170.1|AEAL, LOC109432235|XP_019564106.2|AEAL	LOC6544072|XP_026832725.1|DERE, LOC6544096|XP_026833302.1|DERE, LOC6544095|XP_001971436.1|DERE
OG0000157	LOC109425525|XP_019556323.1|AEAL, LOC109421889|XP_019552024.1|AEAL, LOC109425513|XP_019556312.2|AEAL, LOC109421890|XP_019552025.2|AEAL	LOC6541492|XP_001970424.1|DERE, LOC6541003|XP_001970426.1|DERE, LOC6541745|XP_001970423.1|DERE
OG0000158	LOC109399302|XP_019527282.2|AEAL, LOC115256357|XP_029710590.1|AEAL, LOC109407271|XP_029715192.1|AEAL, LOC115253740|XP_029715093.1|AEAL, LOC109405890|XP_019534490.2|AEAL, LOC109407293|XP_019535836.2|AEAL, LOC109402674|XP_019531252.2|AEAL	LOC6547270|XP_001974875.2|DERE, LOC6544710|XP_001971486.1|DERE, LOC6544709|XP_001971485.1|DERE
OG0000159	LOC109401146|XP_029712113.1|AEAL, LOC109401173|XP_029712120.1|AEAL	LOC6544265|XP_026832803.1|DERE
OG0000159	LOC109623253|XP_029712103.1|AEAL	LOC6546356|XP_001972888.2|DERE, LOC6544310|XP_026833410.1|DERE
OG0000160	LOC115254457|XP_029707843.1|AEAL, LOC109426346|XP_019557349.2|AEAL, LOC109405184|XP_029707842.1|AEAL, LOC109405094|XP_029713970.1|AEAL, LOC109405272|XP_019533883.2|AEAL, LOC109426350|XP_019557356.2|AEAL, LOC109404764|XP_019533285.2|AEAL, LOC115258102|XP_029713983.1|AEAL, LOC109402934|XP_019531218.2|AEAL, LOC109399012|XP_019527002.2|AEAL, LOC109402932|XP_019531217.2|AEAL, LOC109416090|XP_019545602.2|AEAL, LOC109402938|XP_019531223.2|AEAL	LOC6552942|XP_001981019.1|DERE, LOC6552943|XP_001981020.1|DERE
OG0000162	LOC109621844|XP_029726960.1|AEAL, LOC109421286|XP_029726965.1|AEAL, LOC109621841|XP_029724033.1|AEAL	LOC6545016|XP_001972606.2|DERE, LOC6546535|XP_001971269.1|DERE, LOC6548593|XP_001973957.3|DERE, LOC6540758|XP_015015116.1|DERE, LOC113563685|XP_015015117.1|DERE
OG0000163	LOC109402902|XP_029724483.1|AEAL, LOC115264692|XP_029724541.1|AEAL, LOC109401520|XP_019529641.2|AEAL, LOC109408459|XP_019537336.2|AEAL, LOC109419367|XP_019549144.2|AEAL, LOC109420356|XP_019550228.2|AEAL, LOC115264665|XP_029724484.1|AEAL, LOC109402901|XP_019531186.2|AEAL, LOC109401553|XP_019529669.2|AEAL, LOC115264666|XP_029724485.1|AEAL, LOC109402898|XP_019531184.2|AEAL, LOC109401557|XP_019529670.2|AEAL	LOC6546347|XP_001970966.1|DERE, LOC6542489|XP_001968232.1|DERE, LOC6551184|XP_001978367.1|DERE
OG0000165	LOC115256807|XP_029711631.1|AEAL, LOC109405102|XP_019533645.2|AEAL, LOC109428340|XP_029711628.1|AEAL	LOC6549661|XP_001978710.1|DERE, LOC6544503|XP_001971991.1|DERE
OG0000166	LOC109423729|XP_019554264.2|AEAL	LOC6547742|XP_001974996.1|DERE
OG0000166	LOC109414235|XP_019543590.2|AEAL, LOC109416753|XP_029722349.1|AEAL, LOC109407462|XP_029721918.1|AEAL	LOC6547745|XP_001974999.3|DERE, LOC6547744|XP_001974998.1|DERE
OG0000169	LOC115268598|XP_029732574.1|AEAL, LOC109621376|XP_019930964.2|AEAL, LOC109402478|XP_029716952.1|AEAL, LOC109410004|XP_019539084.2|AEAL, LOC109419654|XP_019549426.2|AEAL, LOC115253860|XP_029724716.1|AEAL, LOC115264836|XP_029724711.1|AEAL, LOC109419655|XP_029725852.1|AEAL, LOC109410005|XP_029724705.1|AEAL	LOC6554354|XP_001982052.1|DERE
OG0000169	LOC115253855|XP_029724718.1|AEAL	LOC6545616|XP_001972150.2|DERE, LOC6553714|XP_001980358.1|DERE
OG0000170	LOC109407235|XP_019535776.2|AEAL, LOC109414302|XP_029714896.1|AEAL, LOC109429344|XP_019560793.2|AEAL, LOC109428387|XP_019559658.2|AEAL, LOC109420951|XP_019550971.2|AEAL	LOC6549146|XP_001974399.2|DERE, LOC6549145|XP_001974398.1|DERE
OG0000171	LOC115268599|XP_029732575.1|AEAL, LOC109621746|XP_029732587.1|AEAL	LOC6543431|XP_026834333.1|DERE
OG0000171	LOC109407097|XP_029709913.1|AEAL	LOC6542123|XP_001969351.2|DERE
OG0000171	LOC109424591|XP_029710783.1|AEAL, LOC115268768|XP_029732798.1|AEAL	LOC6550361|XP_001977767.2|DERE
OG0000172	LOC109432183|XP_029726080.1|AEAL, LOC109409765|XP_029726114.1|AEAL	LOC6543644|XP_026832503.1|DERE
OG0000173	LOC115258756|XP_029715000.1|AEAL, LOC115263032|XP_029721828.1|AEAL, LOC109417534|XP_019547154.1|AEAL, LOC115263026|XP_029721817.1|AEAL, LOC109410217|XP_029714990.1|AEAL, LOC115253744|XP_029721818.1|AEAL, LOC109417533|XP_029714862.1|AEAL, LOC115263031|XP_029721827.1|AEAL	LOC6549317|XP_001974488.1|DERE, LOC6549319|XP_001974490.1|DERE
