Orthogroup	AEAL.longest_only	BTRY.longest_only
OG0000057	LOC115255407|XP_029709358.1|AEAL, LOC115254625|XP_029708120.1|AEAL, LOC115255318|XP_029709184.1|AEAL, LOC115261653|XP_029719414.1|AEAL	LOC120781175|XP_039969232.1|BTRY, LOC120780782|XP_039968968.1|BTRY
OG0000058	LOC109413458|XP_019542679.2|AEAL, LOC115265775|XP_029727582.1|AEAL, LOC109623107|XP_019933135.2|AEAL, LOC109405129|XP_019533674.2|AEAL	LOC120778110|XP_039965747.1|BTRY, LOC120778815|XP_039966755.1|BTRY, LOC120777383|XP_039964608.1|BTRY
OG0000060	LOC115253826|XP_029711789.1|AEAL, LOC109415565|XP_019544994.1|AEAL, LOC109431105|XP_029711394.1|AEAL, LOC115256864|XP_029711798.1|AEAL	LOC120775432|XP_039961551.1|BTRY
OG0000060	LOC109421315|XP_029726943.1|AEAL, LOC109621270|XP_029727055.1|AEAL	LOC120768177|XP_039950680.1|BTRY
OG0000061	LOC109412047|XP_019541235.2|AEAL, LOC115259629|XP_029716255.1|AEAL, LOC109398453|XP_029716337.1|AEAL, LOC109424658|XP_019555373.2|AEAL	LOC120768964|XP_039951692.1|BTRY, LOC120768925|XP_039951639.1|BTRY, LOC120769401|XP_039952311.1|BTRY, LOC120767753|XP_039949901.1|BTRY, LOC120768474|XP_039951115.1|BTRY, LOC120768583|XP_039951274.1|BTRY
OG0000064	LOC115267276|XP_029730049.1|AEAL, LOC115262602|XP_029720858.1|AEAL, LOC115266697|XP_029729085.1|AEAL, LOC115257776|XP_029713592.1|AEAL, LOC109432247|XP_019564124.2|AEAL, LOC115267200|XP_029729932.1|AEAL, LOC115266586|XP_029728866.1|AEAL, LOC115258714|XP_029714947.1|AEAL, LOC115256715|XP_029711511.1|AEAL, LOC115256702|XP_029711483.1|AEAL	LOC120773777|XP_039958799.1|BTRY, LOC120779890|XP_039968172.1|BTRY, LOC120773779|XP_039958802.1|BTRY, LOC120779972|XP_039968205.1|BTRY, LOC120768770|XP_039951469.1|BTRY, LOC120770674|XP_039954196.1|BTRY, LOC120781838|XP_039969993.1|BTRY, LOC120774619|XP_039960279.1|BTRY, LOC120773399|XP_039958228.1|BTRY, LOC120766917|XP_039948597.1|BTRY, LOC120780118|XP_039968334.1|BTRY
OG0000064	LOC115264525|XP_029724128.1|AEAL, LOC115264787|XP_029724659.1|AEAL, LOC115266226|XP_029728067.1|AEAL	LOC120780352|XP_039968578.1|BTRY, LOC120780470|XP_039968681.1|BTRY, LOC120780012|XP_039968228.1|BTRY
OG0000064	LOC109414562|XP_029721878.1|AEAL, LOC115262436|XP_029720700.1|AEAL	LOC120781710|XP_039969876.1|BTRY, LOC120775811|XP_039962094.1|BTRY
OG0000064	LOC115260339|XP_029717129.1|AEAL	LOC120780520|XP_039968723.1|BTRY
OG0000064	LOC109430841|XP_029724254.1|AEAL, LOC109621615|XP_029714523.1|AEAL, LOC115253505|XP_029724189.1|AEAL	LOC120780401|XP_039968620.1|BTRY, LOC120775272|XP_039961303.1|BTRY, LOC120780623|XP_039968818.1|BTRY, LOC120779299|XP_039967446.1|BTRY, LOC120780006|XP_039968226.1|BTRY, LOC120780661|XP_039968856.1|BTRY
OG0000064	LOC109409945|XP_029722726.1|AEAL, LOC115255481|XP_029709469.1|AEAL, LOC115257567|XP_029713201.1|AEAL, LOC115256635|XP_029711328.1|AEAL, LOC115256772|XP_029711584.1|AEAL, LOC109432101|XP_019563941.2|AEAL, LOC115259833|XP_029716525.1|AEAL, LOC115261637|XP_029719399.1|AEAL, LOC115268307|XP_029732199.1|AEAL, LOC115255035|XP_029708607.1|AEAL, LOC109417501|XP_029732482.1|AEAL	LOC120781186|XP_039969243.1|BTRY, LOC120780806|XP_039968987.1|BTRY, LOC120780428|XP_039968639.1|BTRY
OG0000068	LOC109417573|XP_029725470.1|AEAL, LOC109417572|XP_029725464.1|AEAL, LOC115265252|XP_029725472.1|AEAL, LOC109417818|XP_029725465.1|AEAL, LOC109431213|XP_019562968.2|AEAL, LOC109420142|XP_029724370.1|AEAL, LOC109420119|XP_019549974.2|AEAL, LOC109412631|XP_029724411.1|AEAL, LOC109426780|XP_019557858.2|AEAL	LOC120776119|XP_039962576.1|BTRY
OG0000069	LOC109621551|XP_029712742.1|AEAL, LOC115269191|XP_029733468.1|AEAL, LOC115257391|XP_029712797.1|AEAL, LOC115266641|XP_029729031.1|AEAL, LOC115268534|XP_029732479.1|AEAL, LOC109422909|XP_029713289.1|AEAL, LOC115268786|XP_029732810.1|AEAL, LOC115270367|XP_029735748.1|AEAL	LOC120780364|XP_039968588.1|BTRY, LOC120782002|XP_039970101.1|BTRY, LOC120781495|XP_039969653.1|BTRY, LOC120781329|XP_039969460.1|BTRY
OG0000069	LOC109398789|XP_019526728.1|AEAL	LOC120781569|XP_039969741.1|BTRY, LOC120781320|XP_039969456.1|BTRY
OG0000069	LOC115265242|XP_029725388.1|AEAL	LOC120769584|XP_039952577.1|BTRY, LOC120778243|XP_039965938.1|BTRY, LOC120781634|XP_039969799.1|BTRY, LOC120779900|XP_039968182.1|BTRY, LOC120781516|XP_039969671.1|BTRY
OG0000071	LOC109431530|XP_019563303.2|AEAL, LOC115263888|XP_029723093.1|AEAL, LOC109422248|XP_019552407.2|AEAL, LOC115257508|XP_029713040.1|AEAL, LOC109403425|XP_029713225.1|AEAL, LOC115257855|XP_029713672.1|AEAL, LOC115257461|XP_029712919.1|AEAL, LOC109403459|XP_019531835.2|AEAL	LOC120778566|XP_039966364.1|BTRY, LOC120778407|XP_039966125.1|BTRY
OG0000072	LOC115268666|XP_029732638.1|AEAL, LOC109421042|XP_019551076.2|AEAL, LOC109429450|XP_019560947.2|AEAL, LOC115266224|XP_029728065.1|AEAL, LOC115260126|XP_029716892.1|AEAL, LOC109430558|XP_019562176.2|AEAL, LOC109429235|XP_019560698.1|AEAL, LOC109429333|XP_029732636.1|AEAL, LOC109421068|XP_019551107.2|AEAL, LOC115258733|XP_029714957.1|AEAL, LOC109429262|XP_019560718.2|AEAL, LOC115255952|XP_029710047.1|AEAL, LOC109421067|XP_019551106.2|AEAL, LOC109429251|XP_019560712.2|AEAL, LOC115258734|XP_029714958.1|AEAL, LOC109429469|XP_029732637.1|AEAL, LOC115258785|XP_029715048.1|AEAL, LOC115258806|XP_029715095.1|AEAL, LOC115268662|XP_029732634.1|AEAL, LOC109421073|XP_019551111.2|AEAL, LOC109428607|XP_019559946.2|AEAL, LOC109421072|XP_019551110.2|AEAL	LOC120771304|XP_039955172.1|BTRY, LOC120772988|XP_039957836.1|BTRY, LOC120771756|XP_039955872.1|BTRY
OG0000073	LOC109413132|XP_019542399.2|AEAL, LOC115257787|XP_029713603.1|AEAL	LOC120770531|XP_039954016.1|BTRY
OG0000073	LOC109416850|XP_029728654.1|AEAL	LOC120773570|XP_039958474.1|BTRY
OG0000073	LOC115260610|XP_029717501.1|AEAL	LOC120781558|XP_039969725.1|BTRY
OG0000074	LOC109432023|XP_019563874.2|AEAL, LOC115265383|XP_029726109.1|AEAL, LOC109409751|XP_019538800.1|AEAL, LOC115265384|XP_029726110.1|AEAL, LOC109409744|XP_019538792.2|AEAL, LOC109432034|XP_019563883.2|AEAL, LOC115265385|XP_029726111.1|AEAL, LOC109409748|XP_019538795.2|AEAL, LOC109409740|XP_019538788.1|AEAL, LOC109431992|XP_019563841.2|AEAL, LOC109432002|XP_019563852.2|AEAL, LOC109409741|XP_019538789.2|AEAL, LOC115265379|XP_029726076.1|AEAL, LOC109409742|XP_019538790.2|AEAL, LOC109432055|XP_019563904.2|AEAL, LOC109409755|XP_019538804.2|AEAL, LOC109432112|XP_019563945.2|AEAL, LOC115265380|XP_029726078.1|AEAL, LOC109409753|XP_019538802.2|AEAL, LOC109432077|XP_019563923.2|AEAL	LOC120778910|XP_039966891.1|BTRY, LOC120776970|XP_039963997.1|BTRY
OG0000076	LOC109407440|XP_029729634.1|AEAL, LOC109416499|XP_029729635.1|AEAL, LOC115263299|XP_029722354.1|AEAL, LOC115263274|XP_029722275.1|AEAL, LOC115263264|XP_029722253.1|AEAL	LOC120778972|XP_039966981.1|BTRY
OG0000076	LOC109419190|XP_019548944.2|AEAL, LOC109407082|XP_029722843.1|AEAL	LOC120773985|XP_039959178.1|BTRY
OG0000077	LOC109621769|XP_019931447.1|AEAL, LOC109422254|XP_019552411.1|AEAL	LOC120770520|XP_039953996.1|BTRY
OG0000077	LOC109414298|XP_019543658.1|AEAL	LOC120766987|XP_039948728.1|BTRY
OG0000077	LOC109621770|XP_019931448.1|AEAL, LOC109422250|XP_029724569.1|AEAL, LOC115264706|XP_029724573.1|AEAL	LOC120771294|XP_039955159.1|BTRY
OG0000077	LOC115264211|XP_029723570.1|AEAL, LOC109414592|XP_029723562.1|AEAL, LOC115264212|XP_029723572.1|AEAL, LOC109424852|XP_019555595.1|AEAL	LOC120767550|XP_039949648.1|BTRY
OG0000078	LOC109410835|XP_019539914.2|AEAL, LOC115256245|XP_029710368.1|AEAL	LOC120776000|XP_039962366.1|BTRY, LOC120775042|XP_039960952.1|BTRY
OG0000080	LOC109423228|XP_019553713.1|AEAL, LOC109397255|XP_019525124.2|AEAL, LOC115263682|XP_029722763.1|AEAL, LOC109412270|XP_019541465.1|AEAL, LOC115260060|XP_029716778.1|AEAL, LOC109423230|XP_019553715.2|AEAL, LOC109397257|XP_019525125.2|AEAL, LOC115253465|XP_029716776.1|AEAL, LOC109397254|XP_019525123.2|AEAL, LOC109423229|XP_019553714.2|AEAL	LOC120770830|XP_039954353.1|BTRY, LOC120772997|XP_039957842.1|BTRY, LOC120772996|XP_039957841.1|BTRY, LOC120772075|XP_039956403.1|BTRY, LOC120772172|XP_039956551.1|BTRY
OG0000081	LOC115254804|XP_029708344.1|AEAL, LOC109401604|XP_029721125.1|AEAL, LOC109410090|XP_019539168.3|AEAL, LOC109622304|XP_019932112.2|AEAL	LOC120769098|XP_039951891.1|BTRY
OG0000082	LOC109409214|XP_019538184.2|AEAL, LOC109421560|XP_019551625.2|AEAL, LOC109409172|XP_019538136.2|AEAL, LOC115259486|XP_029715947.1|AEAL, LOC109406863|XP_019535411.2|AEAL, LOC115256347|XP_029710534.1|AEAL, LOC109402748|XP_019531005.2|AEAL	LOC120782787|XP_039971189.1|BTRY, LOC120766890|XP_039948574.1|BTRY, LOC120766889|XP_039948573.1|BTRY
OG0000083	LOC109621385|XP_029732563.1|AEAL, LOC109622322|XP_029732583.1|AEAL, LOC115268591|XP_029732565.1|AEAL	LOC120768958|XP_039951686.1|BTRY, LOC120767865|XP_039950113.1|BTRY
OG0000084	LOC109403167|XP_019531455.2|AEAL	LOC120774147|XP_039959486.1|BTRY
OG0000084	LOC109426778|XP_019557860.2|AEAL, LOC109426790|XP_019557869.2|AEAL, LOC109623111|XP_019933139.2|AEAL, LOC109623114|XP_019933142.2|AEAL	LOC120781256|XP_039969343.1|BTRY
OG0000084	LOC115269112|XP_029733383.1|AEAL, LOC109404674|XP_019533145.2|AEAL, LOC109410318|XP_019539412.2|AEAL, LOC109410311|XP_019539406.2|AEAL, LOC109404701|XP_029733250.1|AEAL, LOC115258063|XP_029713931.1|AEAL, LOC109404708|XP_019533176.2|AEAL, LOC109410300|XP_029733294.1|AEAL, LOC109413010|XP_029734216.1|AEAL, LOC109413011|XP_029734264.1|AEAL, LOC109413012|XP_029734214.1|AEAL, LOC109398420|XP_019526322.2|AEAL	LOC120770047|XP_039953099.1|BTRY, LOC120768058|XP_039950510.1|BTRY, LOC120771201|XP_039955035.1|BTRY
OG0000085	LOC109423352|XP_029726416.1|AEAL	LOC120772591|XP_039957235.1|BTRY
OG0000085	LOC115265317|XP_029725726.1|AEAL, LOC109417066|XP_029710252.1|AEAL	LOC120770283|XP_039953552.1|BTRY
OG0000086	LOC109423303|XP_019553776.2|AEAL	LOC120771042|XP_039954775.1|BTRY
OG0000087	LOC109425107|XP_019555847.1|AEAL, LOC109400350|XP_019528397.2|AEAL, LOC109425109|XP_019555850.2|AEAL, LOC109400352|XP_019528399.2|AEAL, LOC109400353|XP_029725043.1|AEAL, LOC109425111|XP_019555853.2|AEAL, LOC109425201|XP_019556007.1|AEAL, LOC109425112|XP_019555854.2|AEAL, LOC109425203|XP_019556009.2|AEAL, LOC109400289|XP_019528317.1|AEAL	LOC120768924|XP_039951637.1|BTRY
OG0000088	LOC109422315|XP_019552548.1|AEAL	LOC120773069|XP_039957940.1|BTRY
OG0000089	LOC109418556|XP_019548309.1|AEAL, LOC115257374|XP_029712755.1|AEAL	LOC120766628|XP_039948178.1|BTRY
OG0000089	LOC109403768|XP_019532181.2|AEAL, LOC109416934|XP_019546591.2|AEAL, LOC109416935|XP_019546593.2|AEAL, LOC109403788|XP_019532231.2|AEAL	LOC120778537|XP_039966313.1|BTRY
OG0000090	LOC109420406|XP_019550284.2|AEAL, LOC109420412|XP_019550290.2|AEAL, LOC109420408|XP_029713653.1|AEAL	LOC120771351|XP_039955235.1|BTRY, LOC120771989|XP_039956278.1|BTRY, LOC120772488|XP_039957068.1|BTRY, LOC120771988|XP_039956277.1|BTRY, LOC120771986|XP_039956274.1|BTRY, LOC120771987|XP_039956276.1|BTRY
OG0000091	LOC109398456|XP_029716267.1|AEAL	LOC120780252|XP_039968448.1|BTRY
OG0000091	LOC115266712|XP_029729099.1|AEAL, LOC109417109|XP_019546777.1|AEAL	LOC120769362|XP_039952257.1|BTRY, LOC120773577|XP_039958502.1|BTRY, LOC120777245|XP_039964375.1|BTRY, LOC120766362|XP_039947726.1|BTRY
OG0000092	LOC109422709|XP_029727892.1|AEAL, LOC109412320|XP_019541513.2|AEAL, LOC109412322|XP_029728003.1|AEAL, LOC115264852|XP_029724745.1|AEAL	LOC120766302|XP_039947649.1|BTRY
OG0000093	LOC109429581|XP_029719934.1|AEAL	LOC120768178|XP_039950676.1|BTRY
OG0000094	LOC109419312|XP_029727657.1|AEAL, LOC115253763|XP_029725348.1|AEAL, LOC115265212|XP_029725349.1|AEAL, LOC109419311|XP_019549091.2|AEAL, LOC109399258|XP_029724633.1|AEAL, LOC109419901|XP_019549732.1|AEAL, LOC115260470|XP_029717274.1|AEAL	LOC120772633|XP_039957290.1|BTRY, LOC120772634|XP_039957291.1|BTRY, LOC120781795|XP_039969955.1|BTRY, LOC120781757|XP_039969927.1|BTRY, LOC120781762|XP_039969932.1|BTRY, LOC120781776|XP_039969940.1|BTRY
OG0000099	LOC109422665|XP_019553067.2|AEAL, LOC109401117|XP_019529141.2|AEAL, LOC109401121|XP_029716937.1|AEAL, LOC109422664|XP_029736398.1|AEAL, LOC109422663|XP_019553064.2|AEAL, LOC115271081|XP_029736397.1|AEAL, LOC109422534|XP_029716763.1|AEAL, LOC115271082|XP_029736399.1|AEAL	LOC120773645|XP_039958586.1|BTRY, LOC120773585|XP_039958507.1|BTRY
OG0000101	LOC109412780|XP_029726786.1|AEAL	LOC120776874|XP_039963866.1|BTRY, LOC120776871|XP_039963862.1|BTRY, LOC120776875|XP_039963867.1|BTRY, LOC120776632|XP_039963382.1|BTRY, LOC120776631|XP_039963381.1|BTRY
OG0000102	LOC109398090|XP_029730315.1|AEAL, LOC109431713|XP_019563525.2|AEAL, LOC115267501|XP_029730432.1|AEAL, LOC109431716|XP_019563534.2|AEAL, LOC115267500|XP_029730431.1|AEAL, LOC115267476|XP_029730333.1|AEAL, LOC115260125|XP_029716891.1|AEAL, LOC115270199|XP_029735312.1|AEAL, LOC109408587|XP_019537455.1|AEAL, LOC115269621|XP_029734309.1|AEAL, LOC109423853|XP_019554435.2|AEAL, LOC115270200|XP_029735313.1|AEAL, LOC115269863|XP_029734512.1|AEAL, LOC115269861|XP_029734508.1|AEAL, LOC115270202|XP_029735315.1|AEAL, LOC109408601|XP_029734409.1|AEAL, LOC109423856|XP_019554437.2|AEAL, LOC115253846|XP_029735311.1|AEAL, LOC109423858|XP_019554440.2|AEAL, LOC109423857|XP_019554438.2|AEAL, LOC115270203|XP_029735316.1|AEAL	LOC120770301|XP_039953601.1|BTRY, LOC120770302|XP_039953602.1|BTRY
OG0000102	LOC109622447|XP_019932332.1|AEAL	LOC120768179|XP_039950679.1|BTRY, LOC120768056|XP_039950507.1|BTRY, LOC120771676|XP_039955732.1|BTRY, LOC120777852|XP_039965328.1|BTRY
OG0000103	LOC109430972|XP_019562636.2|AEAL, LOC115263082|XP_029721862.1|AEAL, LOC109430951|XP_019562612.2|AEAL, LOC115263170|XP_029721960.1|AEAL, LOC109430966|XP_019562631.2|AEAL, LOC109405281|XP_029712947.1|AEAL	LOC120777733|XP_039965157.1|BTRY, LOC120776555|XP_039963241.1|BTRY, LOC120771914|XP_039956135.1|BTRY, LOC120772128|XP_039956478.1|BTRY
OG0000104	LOC115253998|XP_029713816.1|AEAL, LOC109412559|XP_029734585.1|AEAL, LOC109420818|XP_029713830.1|AEAL, LOC109412548|XP_029734583.1|AEAL, LOC115257992|XP_029713835.1|AEAL, LOC109420754|XP_029713806.1|AEAL, LOC109420753|XP_019550771.2|AEAL, LOC109412556|XP_029713837.1|AEAL, LOC115257986|XP_029713827.1|AEAL	LOC120769260|XP_039952098.1|BTRY, LOC120766497|XP_039947982.1|BTRY, LOC120766343|XP_039947703.1|BTRY, LOC120778118|XP_039965756.1|BTRY, LOC120778612|XP_039966423.1|BTRY, LOC120778866|XP_039966836.1|BTRY, LOC120779052|XP_039967120.1|BTRY, LOC120778973|XP_039966995.1|BTRY
OG0000105	LOC109405837|XP_029725568.1|AEAL	LOC120782639|XP_039970941.1|BTRY, LOC120767012|XP_039948769.1|BTRY, LOC120782189|XP_039970265.1|BTRY
OG0000108	LOC115267917|XP_029731445.1|AEAL	LOC120779912|XP_039968191.1|BTRY, LOC120779795|XP_039968105.1|BTRY, LOC120779800|XP_039968109.1|BTRY, LOC120779519|XP_039967783.1|BTRY, LOC120767650|XP_039949753.1|BTRY
OG0000110	LOC109408644|XP_019537522.3|AEAL, LOC115270438|XP_029736026.1|AEAL, LOC109622202|XP_019931993.1|AEAL, LOC115270440|XP_029736028.1|AEAL, LOC115270439|XP_029736027.1|AEAL, LOC109622200|XP_019931990.2|AEAL, LOC109408643|XP_019537521.2|AEAL	LOC120777572|XP_039964910.1|BTRY, LOC120778881|XP_039966858.1|BTRY, LOC120778906|XP_039966885.1|BTRY, LOC120777638|XP_039965025.1|BTRY
OG0000111	LOC109403420|XP_019531793.2|AEAL, LOC115257664|XP_029713364.1|AEAL, LOC115257672|XP_029713369.1|AEAL, LOC109416737|XP_019546332.2|AEAL, LOC109418184|XP_019547900.2|AEAL, LOC115254215|XP_029732753.1|AEAL, LOC115257716|XP_029713461.1|AEAL, LOC109416740|XP_019546336.1|AEAL, LOC115257663|XP_029713363.1|AEAL, LOC109403389|XP_019531749.2|AEAL, LOC109416726|XP_019546323.1|AEAL, LOC115257737|XP_029713499.1|AEAL, LOC115257572|XP_029713207.1|AEAL, LOC109403385|XP_019531745.1|AEAL, LOC109403386|XP_019531746.2|AEAL, LOC115253995|XP_029713323.1|AEAL, LOC115257547|XP_029713143.1|AEAL, LOC109416735|XP_019546330.2|AEAL, LOC115257455|XP_029712912.1|AEAL, LOC115257708|XP_029713447.1|AEAL, LOC109416738|XP_019546333.1|AEAL, LOC115257699|XP_029713425.1|AEAL, LOC115257476|XP_029712951.1|AEAL, LOC115257490|XP_029712992.1|AEAL, LOC109403382|XP_019531742.1|AEAL, LOC109416736|XP_019546331.2|AEAL	LOC120771785|XP_039955913.1|BTRY, LOC120771525|XP_039955516.1|BTRY, LOC120771526|XP_039955517.1|BTRY, LOC120771524|XP_039955515.1|BTRY
OG0000112	LOC109431628|XP_029730589.1|AEAL, LOC109398049|XP_019525955.2|AEAL, LOC109431602|XP_019563382.2|AEAL, LOC115267606|XP_029730588.1|AEAL, LOC115267632|XP_029730637.1|AEAL, LOC115267618|XP_029730618.1|AEAL, LOC109398048|XP_019525953.2|AEAL, LOC115267289|XP_029730064.1|AEAL, LOC109426634|XP_019557708.2|AEAL, LOC109410530|XP_019539611.2|AEAL, LOC115264044|XP_029723209.1|AEAL, LOC109426636|XP_019557709.2|AEAL, LOC115264046|XP_029723211.1|AEAL, LOC115265673|XP_029727491.1|AEAL, LOC109410531|XP_019539612.2|AEAL, LOC115265688|XP_029727510.1|AEAL	LOC120776060|XP_039962460.1|BTRY, LOC120773601|XP_039958533.1|BTRY, LOC120773600|XP_039958532.1|BTRY, LOC120773604|XP_039958538.1|BTRY, LOC120773603|XP_039958537.1|BTRY, LOC120773732|XP_039958723.1|BTRY
OG0000113	LOC109413525|XP_019542751.2|AEAL, LOC109406332|XP_019534982.2|AEAL, LOC115261479|XP_029719030.1|AEAL, LOC109404511|XP_019532957.2|AEAL	LOC120771011|XP_039954717.1|BTRY, LOC120782768|XP_039971165.1|BTRY
OG0000117	LOC109403738|XP_029718541.1|AEAL, LOC109398941|XP_019526944.2|AEAL, LOC109403724|XP_029710294.1|AEAL, LOC109398927|XP_019526925.2|AEAL	LOC120769109|XP_039951905.1|BTRY, LOC120769110|XP_039951906.1|BTRY, LOC120769113|XP_039951909.1|BTRY, LOC120769111|XP_039951907.1|BTRY
OG0000118	LOC109429227|XP_029718734.1|AEAL, LOC109398900|XP_019526898.2|AEAL, LOC109414571|XP_019543954.2|AEAL, LOC115260834|XP_029718015.1|AEAL, LOC109398881|XP_029718736.1|AEAL, LOC109429260|XP_019560715.2|AEAL, LOC115260167|XP_029716927.1|AEAL, LOC109398898|XP_019526896.2|AEAL, LOC115260836|XP_029718016.1|AEAL, LOC109429261|XP_019560716.2|AEAL	LOC120777410|XP_039964643.1|BTRY, LOC120774742|XP_039960431.1|BTRY
OG0000119	LOC109420394|XP_019550272.2|AEAL, LOC115257627|XP_029713310.1|AEAL, LOC109402309|XP_019530507.2|AEAL, LOC109402307|XP_019530506.2|AEAL, LOC115257566|XP_029713200.1|AEAL, LOC109420427|XP_019550312.2|AEAL, LOC115257481|XP_029712971.1|AEAL, LOC109402349|XP_019530564.1|AEAL, LOC109420426|XP_019550311.1|AEAL, LOC109402306|XP_019530505.2|AEAL, LOC109420391|XP_019550271.2|AEAL, LOC115257619|XP_029713292.1|AEAL	LOC120781461|XP_039969618.1|BTRY, LOC120779615|XP_039967898.1|BTRY, LOC120782241|XP_039970343.1|BTRY, LOC120772767|XP_039957513.1|BTRY, LOC120766714|XP_039948293.1|BTRY
OG0000120	LOC109432379|XP_029708384.1|AEAL, LOC109423057|XP_019553517.1|AEAL, LOC115260693|XP_029717758.1|AEAL	LOC120775661|XP_039961863.1|BTRY
OG0000121	LOC109412858|XP_029720354.1|AEAL	LOC120780196|XP_039968399.1|BTRY, LOC120780541|XP_039968740.1|BTRY, LOC120777121|XP_039964203.1|BTRY
OG0000122	LOC109402015|XP_029725615.1|AEAL, LOC109411373|XP_029717663.1|AEAL	LOC120768461|XP_039951097.1|BTRY, LOC120771261|XP_039955113.1|BTRY, LOC120767410|XP_039949386.1|BTRY
OG0000123	LOC109399279|XP_019527261.2|AEAL, LOC109424018|XP_019554621.2|AEAL, LOC115267990|XP_029731747.1|AEAL	LOC120779679|XP_039968002.1|BTRY, LOC120779752|XP_039968092.1|BTRY
OG0000125	LOC109424811|XP_029723580.1|AEAL	LOC120779426|XP_039967569.1|BTRY
OG0000125	LOC109400911|XP_029734158.1|AEAL, LOC115260616|XP_029717508.1|AEAL, LOC109422818|XP_029717568.1|AEAL	LOC120770437|XP_039953842.1|BTRY
OG0000127	LOC109426285|XP_019557298.2|AEAL, LOC109407328|XP_029732920.1|AEAL, LOC115258099|XP_029713978.1|AEAL, LOC109406609|XP_019535268.2|AEAL, LOC109426330|XP_019557332.2|AEAL, LOC115254450|XP_029707826.1|AEAL	LOC120779597|XP_039967879.1|BTRY, LOC120779739|XP_039968050.1|BTRY
OG0000128	LOC109429036|XP_029726550.1|AEAL, LOC109429037|XP_019560415.2|AEAL	LOC120772126|XP_039956474.1|BTRY, LOC120771684|XP_039955749.1|BTRY, LOC120770982|XP_039954658.1|BTRY, LOC120770983|XP_039954659.1|BTRY, LOC120770984|XP_039954660.1|BTRY
OG0000129	LOC109405631|XP_029713962.1|AEAL, LOC109426342|XP_029707838.1|AEAL, LOC115253554|XP_029732927.1|AEAL	LOC120775214|XP_039961211.1|BTRY, LOC120767577|XP_039949656.1|BTRY
OG0000130	LOC109413601|XP_019542844.2|AEAL, LOC109401308|XP_019529356.2|AEAL	LOC120777985|XP_039965558.1|BTRY
OG0000131	LOC109402464|XP_019530697.2|AEAL, LOC109423578|XP_019554103.2|AEAL, LOC109622337|XP_019932154.2|AEAL, LOC115262462|XP_029720723.1|AEAL, LOC109621357|XP_019930951.2|AEAL, LOC109622330|XP_029720724.1|AEAL, LOC109622339|XP_019932156.2|AEAL, LOC115268603|XP_029732581.1|AEAL, LOC109623127|XP_029722612.1|AEAL, LOC115265451|XP_029726489.1|AEAL, LOC115254964|XP_029708515.1|AEAL, LOC109416204|XP_019545734.2|AEAL, LOC109432544|XP_019564432.2|AEAL, LOC115265565|XP_029727041.1|AEAL, LOC109432546|XP_029726899.1|AEAL, LOC115265566|XP_029727042.1|AEAL, LOC109431805|XP_029709521.1|AEAL, LOC109416203|XP_019545733.2|AEAL, LOC115255534|XP_029709519.1|AEAL, LOC109416200|XP_019545731.2|AEAL, LOC109622942|XP_029710373.1|AEAL, LOC115265556|XP_029727008.1|AEAL, LOC109421256|XP_019931520.2|AEAL, LOC109412847|XP_029719797.1|AEAL	LOC120777585|XP_039964937.1|BTRY, LOC120774653|XP_039960312.1|BTRY
OG0000132	LOC109420035|XP_019549892.2|AEAL, LOC109420036|XP_019549893.2|AEAL	LOC120767643|XP_039949749.1|BTRY, LOC120767644|XP_039949750.1|BTRY, LOC120768834|XP_039951523.1|BTRY
OG0000133	LOC115260053|XP_029716755.1|AEAL, LOC115267473|XP_029730329.1|AEAL, LOC115255911|XP_029709977.1|AEAL	LOC120768700|XP_039951406.1|BTRY, LOC120774641|XP_039960299.1|BTRY, LOC120781122|XP_039969190.1|BTRY
OG0000133	LOC115256481|XP_029710989.1|AEAL, LOC115267597|XP_029730562.1|AEAL, LOC115269883|XP_029734540.1|AEAL, LOC115257060|XP_029712179.1|AEAL	LOC120780780|XP_039968967.1|BTRY
OG0000134	LOC115260541|XP_029717313.1|AEAL	LOC120774903|XP_039960709.1|BTRY
OG0000134	LOC109416780|XP_029719871.1|AEAL, LOC109429704|XP_019561256.2|AEAL	LOC120768520|XP_039951184.1|BTRY
OG0000136	LOC109398787|XP_019526726.1|AEAL	LOC120779767|XP_039968081.1|BTRY, LOC120782038|XP_039970128.1|BTRY, LOC120780498|XP_039968706.1|BTRY, LOC120781678|XP_039969833.1|BTRY, LOC120781414|XP_039969560.1|BTRY, LOC120768149|XP_039950644.1|BTRY, LOC120768618|XP_039951318.1|BTRY, LOC120768340|XP_039950927.1|BTRY, LOC120768800|XP_039951490.1|BTRY, LOC120768782|XP_039951475.1|BTRY, LOC120778245|XP_039965939.1|BTRY, LOC120780592|XP_039968785.1|BTRY, LOC120781818|XP_039969972.1|BTRY, LOC120781468|XP_039969628.1|BTRY, LOC120780326|XP_039968551.1|BTRY, LOC120781638|XP_039969802.1|BTRY, LOC120781457|XP_039969607.1|BTRY
OG0000136	LOC115256994|XP_029712087.1|AEAL, LOC115260050|XP_029716753.1|AEAL	LOC120780542|XP_039968737.1|BTRY, LOC120780833|XP_039969010.1|BTRY
OG0000136	LOC115254698|XP_029708234.1|AEAL, LOC115264819|XP_029724693.1|AEAL, LOC115257069|XP_029712223.1|AEAL, LOC115269882|XP_029734538.1|AEAL, LOC115256092|XP_029710214.1|AEAL	LOC120781435|XP_039969589.1|BTRY
