Orthogroup	AEAL.longest_only	AALB.longest_only
OG0000041	LOC109422559|XP_029727967.1|AEAL, LOC109422710|XP_029727894.1|AEAL	LOC118457785|XP_035775523.1|AALB
OG0000043	LOC109408672|XP_019537578.2|AEAL	LOC118465605|XP_035789873.1|AALB
OG0000045	LOC109420202|XP_019550070.2|AEAL, LOC109409992|XP_019539065.1|AEAL	LOC118465475|XP_035789666.1|AALB
OG0000045	LOC115265341|XP_029725836.1|AEAL, LOC109420201|XP_019550068.1|AEAL	LOC118464996|XP_035788729.1|AALB
OG0000045	LOC109420161|XP_019550034.2|AEAL, LOC109420162|XP_019550036.2|AEAL, LOC109410052|XP_029718040.1|AEAL, LOC109410051|XP_029718041.1|AEAL, LOC109420181|XP_029725251.1|AEAL, LOC109410030|XP_029718039.1|AEAL, LOC109420163|XP_019550037.2|AEAL, LOC109410049|XP_019539131.2|AEAL	LOC118464285|XP_035787454.1|AALB, LOC118463346|XP_035785752.1|AALB
OG0000045	LOC109410053|XP_019539134.2|AEAL, LOC115260842|XP_029718022.1|AEAL	LOC118463283|XP_035785654.1|AALB
OG0000047	LOC109430117|XP_029718231.1|AEAL	LOC118458488|XP_035776933.1|AALB
OG0000048	LOC109426621|XP_019557695.1|AEAL, LOC115265708|XP_029727528.1|AEAL	LOC118465522|XP_035789739.1|AALB
OG0000048	LOC109426620|XP_019557694.2|AEAL, LOC115265702|XP_029727525.1|AEAL	LOC118465712|XP_035790036.1|AALB
OG0000049	LOC109399452|XP_019527436.2|AEAL	LOC118465006|XP_035788749.1|AALB, LOC118465007|XP_035788750.1|AALB
OG0000049	LOC109399533|XP_019527529.1|AEAL, LOC109398113|XP_019526019.1|AEAL	LOC118463311|XP_035785688.1|AALB
OG0000051	LOC109409607|XP_029718954.1|AEAL, LOC109430439|XP_019562042.2|AEAL, LOC115255265|XP_029709099.1|AEAL, LOC109413830|XP_029709535.1|AEAL, LOC109405777|XP_029730639.1|AEAL, LOC109430435|XP_019562039.2|AEAL, LOC109430411|XP_019562018.2|AEAL, LOC109413821|XP_019543093.2|AEAL, LOC115268580|XP_029732559.1|AEAL, LOC109405721|XP_019534339.2|AEAL, LOC115267635|XP_029730641.1|AEAL	LOC118456657|XP_035773500.1|AALB
OG0000051	LOC115268656|XP_029732628.1|AEAL, LOC109430430|XP_019562033.2|AEAL, LOC109413827|XP_019543098.2|AEAL, LOC109430429|XP_019562032.2|AEAL, LOC109430431|XP_019562034.2|AEAL	LOC118456656|XP_035773499.1|AALB
OG0000053	LOC109399585|XP_019527609.2|AEAL	LOC118467904|XP_035794724.1|AALB
OG0000053	LOC109426036|XP_019557019.2|AEAL	LOC118465671|XP_035789993.1|AALB
OG0000053	LOC109426037|XP_029731825.1|AEAL	LOC118465672|XP_035789994.1|AALB
OG0000053	LOC109426035|XP_019557018.2|AEAL	LOC118465673|XP_035789996.1|AALB
OG0000053	LOC109410996|XP_019540003.2|AEAL, LOC109410901|XP_019539963.2|AEAL	LOC118457028|XP_035774155.1|AALB
OG0000054	LOC109408663|XP_019537561.2|AEAL	LOC118465600|XP_035789868.1|AALB
OG0000054	LOC109403074|XP_019531357.2|AEAL, LOC109408662|XP_019537559.2|AEAL	LOC118464275|XP_035787431.1|AALB
OG0000054	LOC109408659|XP_029735838.1|AEAL	LOC118464535|XP_035787865.1|AALB, LOC118463932|XP_035786785.1|AALB
OG0000054	LOC109408675|XP_029734574.1|AEAL	LOC118465599|XP_035789867.1|AALB
OG0000054	LOC109403053|XP_029735706.1|AEAL, LOC109408692|XP_029734575.1|AEAL, LOC109403004|XP_019531261.2|AEAL, LOC109408694|XP_019537603.2|AEAL	LOC118465601|XP_035789869.1|AALB
OG0000055	LOC115256529|XP_029711077.1|AEAL	LOC118467238|XP_035793395.1|AALB, LOC118456564|XP_035773329.1|AALB, LOC118467239|XP_035793397.1|AALB
OG0000056	LOC115254536|XP_029707956.1|AEAL, LOC109397278|XP_029712433.1|AEAL, LOC109423208|XP_019553687.2|AEAL, LOC115255644|XP_029709605.1|AEAL, LOC109405345|XP_029709588.1|AEAL	LOC118463646|XP_035786286.1|AALB
OG0000057	LOC115258036|XP_029713891.1|AEAL	LOC118462888|XP_035784864.1|AALB
OG0000058	LOC109413458|XP_019542679.2|AEAL	LOC118465012|XP_035788756.1|AALB
OG0000058	LOC115265775|XP_029727582.1|AEAL, LOC109623107|XP_019933135.2|AEAL	LOC118466840|XP_035792555.1|AALB
OG0000060	LOC115253826|XP_029711789.1|AEAL, LOC109415565|XP_019544994.1|AEAL, LOC109431105|XP_029711394.1|AEAL, LOC115256864|XP_029711798.1|AEAL	LOC118462342|XP_035784016.1|AALB
OG0000060	LOC109421315|XP_029726943.1|AEAL, LOC109621270|XP_029727055.1|AEAL	LOC118457079|XP_035774255.1|AALB
OG0000061	LOC109412069|XP_029714346.1|AEAL, LOC109424634|XP_019555343.1|AEAL	LOC118462629|XP_035784366.1|AALB, LOC118462631|XP_035784368.1|AALB
OG0000061	LOC109424660|XP_029720897.1|AEAL, LOC109412073|XP_029720896.1|AEAL, LOC109424630|XP_019555340.2|AEAL	LOC118466082|XP_035790867.1|AALB
OG0000064	LOC115260339|XP_029717129.1|AEAL	LOC118463671|XP_035786321.1|AALB
OG0000067	LOC109411462|XP_019540532.2|AEAL	LOC118463317|XP_035785696.1|AALB
OG0000068	LOC109417573|XP_029725470.1|AEAL, LOC109417572|XP_029725464.1|AEAL, LOC115265252|XP_029725472.1|AEAL	LOC118465636|XP_035789936.1|AALB
OG0000068	LOC109417818|XP_029725465.1|AEAL	LOC118465635|XP_035789931.1|AALB
OG0000068	LOC109431213|XP_019562968.2|AEAL	LOC118466683|XP_035792202.1|AALB
OG0000068	LOC109420142|XP_029724370.1|AEAL	LOC118467770|XP_035794492.1|AALB
OG0000068	LOC109412631|XP_029724411.1|AEAL	LOC118466177|XP_035791057.1|AALB
OG0000069	LOC109621551|XP_029712742.1|AEAL, LOC115269191|XP_029733468.1|AEAL, LOC115257391|XP_029712797.1|AEAL, LOC115266641|XP_029729031.1|AEAL, LOC115268534|XP_029732479.1|AEAL, LOC109422909|XP_029713289.1|AEAL, LOC115268786|XP_029732810.1|AEAL, LOC115270367|XP_029735748.1|AEAL	LOC118467413|XP_035793790.1|AALB, LOC118463230|XP_035785577.1|AALB, LOC118464646|XP_035788004.1|AALB
OG0000071	LOC115257539|XP_029713128.1|AEAL	LOC118464389|XP_035787627.1|AALB
OG0000071	LOC115257416|XP_029712856.1|AEAL	LOC118464383|XP_035787619.1|AALB
OG0000071	LOC109431530|XP_019563303.2|AEAL, LOC115263888|XP_029723093.1|AEAL, LOC109422248|XP_019552407.2|AEAL, LOC115257508|XP_029713040.1|AEAL	LOC118465593|XP_035789852.1|AALB, LOC118464385|XP_035787624.1|AALB, LOC118467940|XP_035794802.1|AALB
OG0000071	LOC109403425|XP_029713225.1|AEAL, LOC115257855|XP_029713672.1|AEAL, LOC115257461|XP_029712919.1|AEAL	LOC118465893|XP_035790437.1|AALB
OG0000072	LOC115260126|XP_029716892.1|AEAL, LOC109430558|XP_019562176.2|AEAL	LOC118465748|XP_035790112.1|AALB
OG0000072	LOC109429235|XP_019560698.1|AEAL, LOC109429333|XP_029732636.1|AEAL, LOC109421068|XP_019551107.2|AEAL, LOC115258733|XP_029714957.1|AEAL, LOC109429262|XP_019560718.2|AEAL, LOC115255952|XP_029710047.1|AEAL, LOC109421067|XP_019551106.2|AEAL, LOC109429251|XP_019560712.2|AEAL, LOC115258734|XP_029714958.1|AEAL, LOC109429469|XP_029732637.1|AEAL, LOC115258785|XP_029715048.1|AEAL, LOC115258806|XP_029715095.1|AEAL, LOC115268662|XP_029732634.1|AEAL, LOC109421073|XP_019551111.2|AEAL, LOC109428607|XP_019559946.2|AEAL, LOC109421072|XP_019551110.2|AEAL	LOC118461286|XP_035782331.1|AALB, LOC118458429|XP_035776779.1|AALB
OG0000073	LOC109413132|XP_019542399.2|AEAL, LOC115257787|XP_029713603.1|AEAL	LOC118466982|XP_035792790.1|AALB
OG0000073	LOC109413013|XP_029734257.1|AEAL, LOC109432985|XP_019564895.2|AEAL	LOC118468531|XP_035795302.1|AALB, LOC118468327|XP_035794968.1|AALB
OG0000073	LOC109416850|XP_029728654.1|AEAL	LOC118461208|XP_035782153.1|AALB
OG0000073	LOC109418326|XP_029721076.1|AEAL, LOC115253474|XP_029721111.1|AEAL, LOC109428106|XP_029720834.1|AEAL	LOC118460487|XP_035780728.1|AALB
OG0000073	LOC115260610|XP_029717501.1|AEAL	LOC118457867|XP_035775664.1|AALB
OG0000073	LOC115257328|XP_029712644.1|AEAL, LOC109428579|XP_029712660.1|AEAL	LOC118468553|XP_035795347.1|AALB
OG0000073	LOC109400905|XP_029717490.1|AEAL, LOC109422828|XP_029717552.1|AEAL	LOC118466170|XP_035791050.1|AALB
OG0000074	LOC109432023|XP_019563874.2|AEAL, LOC115265383|XP_029726109.1|AEAL	LOC118467317|XP_035793548.1|AALB
OG0000074	LOC115265385|XP_029726111.1|AEAL, LOC109409748|XP_019538795.2|AEAL	LOC118464632|XP_035787971.1|AALB
OG0000074	LOC109409740|XP_019538788.1|AEAL, LOC109431992|XP_019563841.2|AEAL, LOC109432002|XP_019563852.2|AEAL, LOC109409741|XP_019538789.2|AEAL, LOC115265379|XP_029726076.1|AEAL, LOC109409742|XP_019538790.2|AEAL, LOC109432055|XP_019563904.2|AEAL, LOC109409755|XP_019538804.2|AEAL	LOC118462489|XP_035784094.1|AALB, LOC118462490|XP_035784095.1|AALB, LOC118462491|XP_035784096.1|AALB, LOC118462492|XP_035784098.1|AALB, LOC118465572|XP_035789827.1|AALB, LOC118465573|XP_035789828.1|AALB, LOC118462925|XP_035784926.1|AALB
OG0000074	LOC109432112|XP_019563945.2|AEAL, LOC115265380|XP_029726078.1|AEAL, LOC109409753|XP_019538802.2|AEAL, LOC109432077|XP_019563923.2|AEAL	LOC118465722|XP_035790060.1|AALB, LOC118463415|XP_035785860.1|AALB, LOC118463299|XP_035785677.1|AALB, LOC118464633|XP_035787972.1|AALB, LOC118465280|XP_035789213.1|AALB, LOC118463180|XP_035785487.1|AALB
OG0000076	LOC109407440|XP_029729634.1|AEAL, LOC109416499|XP_029729635.1|AEAL, LOC115263299|XP_029722354.1|AEAL, LOC115263274|XP_029722275.1|AEAL, LOC115263264|XP_029722253.1|AEAL	LOC118462886|XP_035784863.1|AALB
OG0000076	LOC109419190|XP_019548944.2|AEAL, LOC109407082|XP_029722843.1|AEAL	LOC118456474|XP_035773167.1|AALB
OG0000077	LOC109621769|XP_019931447.1|AEAL, LOC109422254|XP_019552411.1|AEAL	LOC118467920|XP_035794755.1|AALB
OG0000077	LOC109414298|XP_019543658.1|AEAL	LOC118460116|XP_035780047.1|AALB
OG0000077	LOC109621770|XP_019931448.1|AEAL, LOC109422250|XP_029724569.1|AEAL, LOC115264706|XP_029724573.1|AEAL	LOC118463835|XP_035786622.1|AALB
OG0000077	LOC115264211|XP_029723570.1|AEAL, LOC109414592|XP_029723562.1|AEAL, LOC115264212|XP_029723572.1|AEAL, LOC109424852|XP_019555595.1|AEAL	LOC118466147|XP_035791003.1|AALB
OG0000078	LOC109410835|XP_019539914.2|AEAL, LOC115256245|XP_029710368.1|AEAL	LOC118456476|XP_035773179.1|AALB
OG0000080	LOC115270972|XP_029736209.1|AEAL, LOC115262214|XP_029720424.1|AEAL, LOC115262216|XP_029720426.1|AEAL, LOC109425750|XP_019556618.2|AEAL	LOC118463760|XP_035786467.1|AALB
OG0000080	LOC109426588|XP_019557665.2|AEAL	LOC118464111|XP_035787092.1|AALB
OG0000080	LOC109423228|XP_019553713.1|AEAL, LOC109397255|XP_019525124.2|AEAL, LOC115263682|XP_029722763.1|AEAL, LOC109412270|XP_019541465.1|AEAL	LOC118460320|XP_035780425.1|AALB
OG0000081	LOC109422845|XP_019553281.2|AEAL, LOC109399223|XP_019527202.2|AEAL, LOC109402623|XP_019530865.1|AEAL, LOC115259587|XP_029716166.1|AEAL, LOC109400424|XP_019528477.2|AEAL, LOC115259767|XP_029716419.1|AEAL, LOC115259586|XP_029716165.1|AEAL, LOC109420761|XP_019550780.2|AEAL, LOC115264948|XP_029724994.1|AEAL, LOC109410676|XP_019539759.2|AEAL, LOC115258437|XP_029714393.1|AEAL, LOC115267978|XP_029731695.1|AEAL, LOC115267974|XP_029731685.1|AEAL, LOC115258436|XP_029714392.1|AEAL, LOC115267977|XP_029731694.1|AEAL, LOC115258438|XP_029714394.1|AEAL, LOC115267979|XP_029731696.1|AEAL, LOC115267976|XP_029731692.1|AEAL, LOC115267973|XP_029731683.1|AEAL, LOC115258435|XP_029714390.1|AEAL, LOC115268349|XP_029732228.1|AEAL, LOC109410713|XP_019539780.2|AEAL, LOC115258427|XP_029714380.1|AEAL, LOC109622915|XP_019932932.2|AEAL, LOC115269823|XP_029734465.1|AEAL, LOC109426308|XP_019557309.2|AEAL, LOC109411420|XP_029732213.1|AEAL, LOC109402129|XP_019530296.2|AEAL, LOC109426305|XP_019557306.2|AEAL, LOC109402127|XP_019530294.2|AEAL, LOC109420276|XP_019550151.2|AEAL, LOC109397320|XP_029727549.1|AEAL, LOC115254804|XP_029708344.1|AEAL, LOC109401604|XP_029721125.1|AEAL, LOC109410090|XP_019539168.3|AEAL, LOC109622304|XP_019932112.2|AEAL, LOC115268351|XP_029732230.1|AEAL, LOC109621489|XP_019931077.2|AEAL, LOC115268352|XP_029732231.1|AEAL, LOC109621490|XP_019931078.2|AEAL, LOC109621427|XP_019931003.2|AEAL, LOC115268191|XP_029732103.1|AEAL, LOC109621428|XP_029734478.1|AEAL, LOC115257250|XP_029712551.1|AEAL, LOC115259718|XP_029716355.1|AEAL, LOC109622702|XP_019932676.2|AEAL, LOC109622701|XP_019932675.2|AEAL, LOC109412555|XP_019541733.2|AEAL, LOC115258237|XP_029714168.1|AEAL, LOC115256492|XP_029711011.1|AEAL, LOC115258235|XP_029714167.1|AEAL, LOC109400393|XP_019528444.2|AEAL, LOC109420766|XP_019550779.2|AEAL, LOC115257991|XP_029713834.1|AEAL, LOC115269919|XP_029734582.1|AEAL	LOC118467883|XP_035794688.1|AALB, LOC118467885|XP_035794689.1|AALB
OG0000081	LOC109398030|XP_029730572.1|AEAL	LOC118464126|XP_035787112.1|AALB
OG0000082	LOC109409214|XP_019538184.2|AEAL, LOC109421560|XP_019551625.2|AEAL, LOC109409172|XP_019538136.2|AEAL	LOC118461897|XP_035783644.1|AALB, LOC118461898|XP_035783645.1|AALB
OG0000083	LOC109621385|XP_029732563.1|AEAL, LOC109622322|XP_029732583.1|AEAL	LOC118457381|XP_035774809.1|AALB
OG0000083	LOC115268591|XP_029732565.1|AEAL	LOC118457852|XP_035775635.1|AALB, LOC118457853|XP_035775636.1|AALB
OG0000084	LOC109403167|XP_019531455.2|AEAL	LOC118464662|XP_035788063.1|AALB
OG0000084	LOC109426778|XP_019557860.2|AEAL, LOC109426790|XP_019557869.2|AEAL	LOC118460417|XP_035780598.1|AALB
OG0000084	LOC115269112|XP_029733383.1|AEAL, LOC109404674|XP_019533145.2|AEAL, LOC109410318|XP_019539412.2|AEAL, LOC109410311|XP_019539406.2|AEAL, LOC109404701|XP_029733250.1|AEAL, LOC115258063|XP_029713931.1|AEAL, LOC109404708|XP_019533176.2|AEAL, LOC109410300|XP_029733294.1|AEAL, LOC109413010|XP_029734216.1|AEAL, LOC109413011|XP_029734264.1|AEAL, LOC109413012|XP_029734214.1|AEAL, LOC109398420|XP_019526322.2|AEAL	LOC118463937|XP_035786798.1|AALB
OG0000085	LOC109423352|XP_029726416.1|AEAL	LOC118463156|XP_035785432.1|AALB
OG0000085	LOC115265317|XP_029725726.1|AEAL, LOC109417066|XP_029710252.1|AEAL	LOC118467757|XP_035794478.1|AALB
OG0000086	LOC109423303|XP_019553776.2|AEAL	LOC118467052|XP_035792946.1|AALB
OG0000087	LOC109425107|XP_019555847.1|AEAL, LOC109400350|XP_019528397.2|AEAL, LOC109425109|XP_019555850.2|AEAL, LOC109400352|XP_019528399.2|AEAL, LOC109400353|XP_029725043.1|AEAL	LOC118461776|XP_035783398.1|AALB
OG0000087	LOC109425111|XP_019555853.2|AEAL, LOC109425201|XP_019556007.1|AEAL, LOC109425112|XP_019555854.2|AEAL, LOC109425203|XP_019556009.2|AEAL	LOC118461322|XP_035782419.1|AALB
OG0000087	LOC109400289|XP_019528317.1|AEAL	LOC118461763|XP_035783391.1|AALB
OG0000088	LOC109422315|XP_019552548.1|AEAL	LOC118462894|XP_035784880.1|AALB
OG0000089	LOC109418556|XP_019548309.1|AEAL, LOC115257374|XP_029712755.1|AEAL	LOC118464755|XP_035788267.1|AALB, LOC118458513|XP_035776977.1|AALB
OG0000089	LOC109402175|XP_029729862.1|AEAL, LOC109413231|XP_029729863.1|AEAL, LOC115267163|XP_029729864.1|AEAL	LOC118465461|XP_035789653.1|AALB
OG0000089	LOC109403768|XP_019532181.2|AEAL, LOC109416934|XP_019546591.2|AEAL, LOC109416935|XP_019546593.2|AEAL, LOC109403788|XP_019532231.2|AEAL	LOC118462651|XP_035784397.1|AALB, LOC118467873|XP_035794676.1|AALB
OG0000089	LOC109426232|XP_029727715.1|AEAL, LOC109424041|XP_029727689.1|AEAL, LOC115254157|XP_029727714.1|AEAL, LOC115261630|XP_029719397.1|AEAL, LOC115253772|XP_029719343.1|AEAL	LOC118458730|XP_035777392.1|AALB
OG0000090	LOC109420406|XP_019550284.2|AEAL	LOC118465859|XP_035790384.1|AALB
OG0000090	LOC109420412|XP_019550290.2|AEAL, LOC109420408|XP_029713653.1|AEAL	LOC118464436|XP_035787701.1|AALB
OG0000091	LOC109398456|XP_029716267.1|AEAL	LOC118468298|XP_035794920.1|AALB
OG0000091	LOC109402883|XP_019531155.1|AEAL, LOC115264672|XP_029724494.1|AEAL	LOC118461078|XP_035781864.1|AALB
OG0000091	LOC115266712|XP_029729099.1|AEAL, LOC109417109|XP_019546777.1|AEAL	LOC118461077|XP_035781863.1|AALB
OG0000092	LOC109422709|XP_029727892.1|AEAL, LOC109412320|XP_019541513.2|AEAL	LOC118457781|XP_035775518.1|AALB
OG0000092	LOC109422707|XP_029724737.1|AEAL, LOC115266101|XP_029727888.1|AEAL, LOC109422703|XP_019553110.2|AEAL	LOC118457780|XP_035775515.1|AALB
OG0000093	LOC109429581|XP_029719934.1|AEAL	LOC118468732|XP_035795763.1|AALB
OG0000094	LOC109419312|XP_029727657.1|AEAL, LOC115253763|XP_029725348.1|AEAL, LOC115265212|XP_029725349.1|AEAL, LOC109419311|XP_019549091.2|AEAL, LOC109399258|XP_029724633.1|AEAL	LOC118466575|XP_035792014.1|AALB
OG0000094	LOC109419901|XP_019549732.1|AEAL	LOC118460828|XP_035781369.1|AALB
OG0000098	LOC109403786|XP_019532233.2|AEAL	LOC118464703|XP_035788120.1|AALB
OG0000098	LOC115254008|XP_029714339.1|AEAL, LOC109428226|XP_019559485.2|AEAL, LOC115258360|XP_029714308.1|AEAL, LOC109427910|XP_029714302.1|AEAL, LOC109426419|XP_029731422.1|AEAL, LOC109403897|XP_019532346.2|AEAL, LOC109426422|XP_019557480.2|AEAL, LOC109426415|XP_019557472.2|AEAL, LOC109403845|XP_019532288.2|AEAL, LOC109426416|XP_019557474.2|AEAL, LOC109433244|XP_019565200.2|AEAL, LOC115258900|XP_029715219.1|AEAL, LOC109424176|XP_019554817.2|AEAL, LOC109426424|XP_019557481.2|AEAL, LOC109426418|XP_019557476.2|AEAL	LOC118464704|XP_035788121.1|AALB, LOC118464701|XP_035788118.1|AALB, LOC118464705|XP_035788122.1|AALB
OG0000099	LOC109422661|XP_019553061.2|AEAL	LOC118460308|XP_035780403.1|AALB
OG0000099	LOC109422665|XP_019553067.2|AEAL, LOC109401117|XP_019529141.2|AEAL	LOC118460316|XP_035780419.1|AALB
OG0000101	LOC109412780|XP_029726786.1|AEAL	LOC118462817|XP_035784730.1|AALB
OG0000102	LOC109398090|XP_029730315.1|AEAL, LOC109431713|XP_019563525.2|AEAL, LOC115267501|XP_029730432.1|AEAL, LOC109431716|XP_019563534.2|AEAL, LOC115267500|XP_029730431.1|AEAL, LOC115267476|XP_029730333.1|AEAL	LOC118464146|XP_035787145.1|AALB
OG0000102	LOC115270199|XP_029735312.1|AEAL, LOC109408587|XP_019537455.1|AEAL, LOC115269621|XP_029734309.1|AEAL, LOC109423853|XP_019554435.2|AEAL, LOC115270200|XP_029735313.1|AEAL	LOC118465171|XP_035789026.1|AALB
OG0000102	LOC115269863|XP_029734512.1|AEAL, LOC115269861|XP_029734508.1|AEAL	LOC118463048|XP_035785187.1|AALB
OG0000102	LOC109622447|XP_019932332.1|AEAL	LOC118457482|XP_035775000.1|AALB
OG0000103	LOC109405281|XP_029712947.1|AEAL	LOC118467670|XP_035794319.1|AALB
OG0000104	LOC115253998|XP_029713816.1|AEAL, LOC109412559|XP_029734585.1|AEAL, LOC109420818|XP_029713830.1|AEAL, LOC109412548|XP_029734583.1|AEAL, LOC115257992|XP_029713835.1|AEAL, LOC109420754|XP_029713806.1|AEAL, LOC109420753|XP_019550771.2|AEAL, LOC109412556|XP_029713837.1|AEAL, LOC115257986|XP_029713827.1|AEAL	LOC118464278|XP_035787434.1|AALB
OG0000105	LOC109405837|XP_029725568.1|AEAL	LOC118457265|XP_035774549.1|AALB
OG0000109	LOC109406215|XP_029707756.1|AEAL, LOC109412830|XP_029707755.1|AEAL	LOC118467353|XP_035793644.1|AALB
OG0000109	LOC109422843|XP_019553280.2|AEAL, LOC115267647|XP_029730646.1|AEAL, LOC109407286|XP_019535832.2|AEAL, LOC115267648|XP_029730647.1|AEAL	LOC118460030|XP_035779864.1|AALB
OG0000110	LOC109408644|XP_019537522.3|AEAL, LOC115270438|XP_029736026.1|AEAL, LOC109622202|XP_019931993.1|AEAL, LOC115270440|XP_029736028.1|AEAL	LOC118463974|XP_035786869.1|AALB
OG0000110	LOC115270439|XP_029736027.1|AEAL, LOC109622200|XP_019931990.2|AEAL, LOC109408643|XP_019537521.2|AEAL	LOC118463973|XP_035786868.1|AALB
OG0000111	LOC109418184|XP_019547900.2|AEAL, LOC115254215|XP_029732753.1|AEAL	LOC118469050|XP_035796408.1|AALB
OG0000111	LOC115257716|XP_029713461.1|AEAL, LOC109416740|XP_019546336.1|AEAL, LOC115257663|XP_029713363.1|AEAL, LOC109403389|XP_019531749.2|AEAL	LOC118463092|XP_035785265.1|AALB
OG0000111	LOC109416726|XP_019546323.1|AEAL, LOC115257737|XP_029713499.1|AEAL, LOC115257572|XP_029713207.1|AEAL, LOC109403385|XP_019531745.1|AEAL, LOC109403386|XP_019531746.2|AEAL, LOC115253995|XP_029713323.1|AEAL, LOC115257547|XP_029713143.1|AEAL, LOC109416735|XP_019546330.2|AEAL	LOC118463385|XP_035785816.1|AALB
OG0000111	LOC115257455|XP_029712912.1|AEAL, LOC115257708|XP_029713447.1|AEAL, LOC109416738|XP_019546333.1|AEAL, LOC115257699|XP_029713425.1|AEAL	LOC118467776|XP_035794507.1|AALB
OG0000111	LOC115257476|XP_029712951.1|AEAL, LOC115257490|XP_029712992.1|AEAL, LOC109403382|XP_019531742.1|AEAL, LOC109416736|XP_019546331.2|AEAL	LOC118463948|XP_035786818.1|AALB
OG0000112	LOC109431628|XP_029730589.1|AEAL, LOC109398049|XP_019525955.2|AEAL, LOC109431602|XP_019563382.2|AEAL, LOC115267606|XP_029730588.1|AEAL, LOC115267632|XP_029730637.1|AEAL, LOC115267618|XP_029730618.1|AEAL, LOC109398048|XP_019525953.2|AEAL	LOC118467359|XP_035793654.1|AALB
OG0000113	LOC109413525|XP_019542751.2|AEAL, LOC109406332|XP_019534982.2|AEAL, LOC115261479|XP_029719030.1|AEAL, LOC109404511|XP_019532957.2|AEAL	LOC118462848|XP_035784798.1|AALB
OG0000117	LOC109403738|XP_029718541.1|AEAL, LOC109398941|XP_019526944.2|AEAL	LOC118458656|XP_035777238.1|AALB
OG0000117	LOC109403724|XP_029710294.1|AEAL, LOC109398927|XP_019526925.2|AEAL	LOC118457117|XP_035774312.1|AALB, LOC118456329|XP_035772878.1|AALB
OG0000118	LOC109429227|XP_029718734.1|AEAL	LOC118457110|XP_035774302.1|AALB
OG0000120	LOC109432379|XP_029708384.1|AEAL, LOC109423057|XP_019553517.1|AEAL, LOC115260693|XP_029717758.1|AEAL	LOC118463432|XP_035785893.1|AALB
OG0000121	LOC109412858|XP_029720354.1|AEAL	LOC118459567|XP_035778961.1|AALB
OG0000122	LOC109402015|XP_029725615.1|AEAL, LOC109411373|XP_029717663.1|AEAL	LOC118456844|XP_035773833.1|AALB
OG0000123	LOC109399279|XP_019527261.2|AEAL, LOC109424018|XP_019554621.2|AEAL, LOC115267990|XP_029731747.1|AEAL	LOC118461289|XP_035782355.1|AALB
OG0000124	LOC109418909|XP_019548676.2|AEAL	LOC118465756|XP_035790152.1|AALB
OG0000125	LOC109424811|XP_029723580.1|AEAL	LOC118457525|XP_035775063.1|AALB
OG0000125	LOC109400911|XP_029734158.1|AEAL, LOC115260616|XP_029717508.1|AEAL, LOC109422818|XP_029717568.1|AEAL	LOC118463575|XP_035786112.1|AALB
OG0000127	LOC109426285|XP_019557298.2|AEAL, LOC109407328|XP_029732920.1|AEAL, LOC115258099|XP_029713978.1|AEAL, LOC109406609|XP_019535268.2|AEAL, LOC109426330|XP_019557332.2|AEAL, LOC115254450|XP_029707826.1|AEAL	LOC118456552|XP_035773315.1|AALB
OG0000128	LOC109429036|XP_029726550.1|AEAL, LOC109429037|XP_019560415.2|AEAL	LOC118463140|XP_035785395.1|AALB
OG0000129	LOC109405631|XP_029713962.1|AEAL, LOC109426342|XP_029707838.1|AEAL, LOC115253554|XP_029732927.1|AEAL	LOC118456548|XP_035773308.1|AALB
OG0000130	LOC109413601|XP_019542844.2|AEAL, LOC109401308|XP_019529356.2|AEAL	LOC118464719|XP_035788184.1|AALB
OG0000131	LOC109402464|XP_019530697.2|AEAL, LOC109423578|XP_019554103.2|AEAL	LOC118457177|XP_035774401.1|AALB, LOC118459907|XP_035779632.1|AALB
OG0000131	LOC109622337|XP_019932154.2|AEAL, LOC115262462|XP_029720723.1|AEAL, LOC109621357|XP_019930951.2|AEAL, LOC109622330|XP_029720724.1|AEAL, LOC109622339|XP_019932156.2|AEAL, LOC115268603|XP_029732581.1|AEAL, LOC109623127|XP_029722612.1|AEAL, LOC115265451|XP_029726489.1|AEAL, LOC115254964|XP_029708515.1|AEAL, LOC109416204|XP_019545734.2|AEAL, LOC109432544|XP_019564432.2|AEAL, LOC115265565|XP_029727041.1|AEAL, LOC109432546|XP_029726899.1|AEAL, LOC115265566|XP_029727042.1|AEAL, LOC109431805|XP_029709521.1|AEAL, LOC109416203|XP_019545733.2|AEAL, LOC115255534|XP_029709519.1|AEAL, LOC109416200|XP_019545731.2|AEAL, LOC109622942|XP_029710373.1|AEAL, LOC115265556|XP_029727008.1|AEAL, LOC109421256|XP_019931520.2|AEAL	LOC118456281|XP_035772788.1|AALB, LOC118456282|XP_035772790.1|AALB
OG0000131	LOC109412847|XP_029719797.1|AEAL	LOC118459906|XP_035779631.1|AALB
OG0000132	LOC109430115|XP_019561691.2|AEAL, LOC109433548|XP_019565530.2|AEAL, LOC115266796|XP_029729255.1|AEAL, LOC109430135|XP_019561713.2|AEAL, LOC109430134|XP_019561712.2|AEAL, LOC109433562|XP_019565547.2|AEAL	LOC118456327|XP_035772876.1|AALB
