Orthogroup	AEAL.longest_only	DFIC.longest_only
OG0000068	LOC109417573|XP_029725470.1|AEAL, LOC109417572|XP_029725464.1|AEAL, LOC115265252|XP_029725472.1|AEAL, LOC109417818|XP_029725465.1|AEAL, LOC109431213|XP_019562968.2|AEAL, LOC109420142|XP_029724370.1|AEAL, LOC109420119|XP_019549974.2|AEAL, LOC109412631|XP_029724411.1|AEAL, LOC109426780|XP_019557858.2|AEAL	LOC108099862|XP_017058999.1|DFIC, LOC108101069|XP_017060747.1|DFIC, LOC108086952|XP_017039554.1|DFIC, LOC108094867|XP_017051178.1|DFIC, LOC108090543|XP_017044766.1|DFIC, LOC108098038|XP_017056186.1|DFIC
OG0000071	LOC115257416|XP_029712856.1|AEAL	LOC108100141|XP_017059383.1|DFIC
OG0000071	LOC109431530|XP_019563303.2|AEAL, LOC115263888|XP_029723093.1|AEAL, LOC109422248|XP_019552407.2|AEAL, LOC115257508|XP_029713040.1|AEAL, LOC109403425|XP_029713225.1|AEAL, LOC115257855|XP_029713672.1|AEAL, LOC115257461|XP_029712919.1|AEAL, LOC109403459|XP_019531835.2|AEAL	LOC108095396|XP_017051968.1|DFIC, LOC108095397|XP_017051969.1|DFIC, LOC108095466|XP_017052069.1|DFIC
OG0000072	LOC115268666|XP_029732638.1|AEAL, LOC109421042|XP_019551076.2|AEAL, LOC109429450|XP_019560947.2|AEAL, LOC115266224|XP_029728065.1|AEAL, LOC115260126|XP_029716892.1|AEAL, LOC109430558|XP_019562176.2|AEAL, LOC109429235|XP_019560698.1|AEAL, LOC109429333|XP_029732636.1|AEAL, LOC109421068|XP_019551107.2|AEAL, LOC115258733|XP_029714957.1|AEAL, LOC109429262|XP_019560718.2|AEAL, LOC115255952|XP_029710047.1|AEAL, LOC109421067|XP_019551106.2|AEAL, LOC109429251|XP_019560712.2|AEAL, LOC115258734|XP_029714958.1|AEAL, LOC109429469|XP_029732637.1|AEAL, LOC115258785|XP_029715048.1|AEAL, LOC115258806|XP_029715095.1|AEAL, LOC115268662|XP_029732634.1|AEAL, LOC109421073|XP_019551111.2|AEAL, LOC109428607|XP_019559946.2|AEAL, LOC109421072|XP_019551110.2|AEAL	LOC108090389|XP_017044527.1|DFIC, LOC108090306|XP_017044405.1|DFIC, LOC108090388|XP_017044526.1|DFIC
OG0000073	LOC109413132|XP_019542399.2|AEAL, LOC115257787|XP_029713603.1|AEAL	LOC108093786|XP_017049554.1|DFIC
OG0000073	LOC109416850|XP_029728654.1|AEAL	LOC108097185|XP_017054817.1|DFIC
OG0000074	LOC109432023|XP_019563874.2|AEAL, LOC115265383|XP_029726109.1|AEAL, LOC109409751|XP_019538800.1|AEAL, LOC115265384|XP_029726110.1|AEAL, LOC109409744|XP_019538792.2|AEAL, LOC109432034|XP_019563883.2|AEAL, LOC115265385|XP_029726111.1|AEAL, LOC109409748|XP_019538795.2|AEAL, LOC109409740|XP_019538788.1|AEAL, LOC109431992|XP_019563841.2|AEAL, LOC109432002|XP_019563852.2|AEAL, LOC109409741|XP_019538789.2|AEAL, LOC115265379|XP_029726076.1|AEAL, LOC109409742|XP_019538790.2|AEAL, LOC109432055|XP_019563904.2|AEAL, LOC109409755|XP_019538804.2|AEAL, LOC109432112|XP_019563945.2|AEAL, LOC115265380|XP_029726078.1|AEAL, LOC109409753|XP_019538802.2|AEAL, LOC109432077|XP_019563923.2|AEAL	LOC108093150|XP_017048585.1|DFIC, LOC108099854|XP_017058989.1|DFIC
OG0000076	LOC109407440|XP_029729634.1|AEAL, LOC109416499|XP_029729635.1|AEAL, LOC115263299|XP_029722354.1|AEAL, LOC115263274|XP_029722275.1|AEAL, LOC115263264|XP_029722253.1|AEAL	LOC108096321|XP_017053338.1|DFIC
OG0000076	LOC109419190|XP_019548944.2|AEAL, LOC109407082|XP_029722843.1|AEAL	LOC108094504|XP_017050597.1|DFIC
OG0000077	LOC109621769|XP_019931447.1|AEAL, LOC109422254|XP_019552411.1|AEAL	LOC108094895|XP_017051224.1|DFIC
OG0000077	LOC109414298|XP_019543658.1|AEAL	LOC108099491|XP_017058540.1|DFIC
OG0000077	LOC109621770|XP_019931448.1|AEAL, LOC109422250|XP_029724569.1|AEAL, LOC115264706|XP_029724573.1|AEAL	LOC108101896|XP_017061947.1|DFIC
OG0000077	LOC115264211|XP_029723570.1|AEAL, LOC109414592|XP_029723562.1|AEAL, LOC115264212|XP_029723572.1|AEAL, LOC109424852|XP_019555595.1|AEAL	LOC108088470|XP_017041744.1|DFIC
OG0000078	LOC109410835|XP_019539914.2|AEAL, LOC115256245|XP_029710368.1|AEAL	LOC108094965|XP_017051317.1|DFIC, LOC108088926|XP_017042437.1|DFIC, LOC108093529|XP_017049111.1|DFIC, LOC108098116|XP_017056325.1|DFIC, LOC108098159|XP_017056384.1|DFIC
OG0000080	LOC109423228|XP_019553713.1|AEAL, LOC109397255|XP_019525124.2|AEAL, LOC115263682|XP_029722763.1|AEAL, LOC109412270|XP_019541465.1|AEAL, LOC115260060|XP_029716778.1|AEAL, LOC109423230|XP_019553715.2|AEAL, LOC109397257|XP_019525125.2|AEAL, LOC115253465|XP_029716776.1|AEAL, LOC109397254|XP_019525123.2|AEAL, LOC109423229|XP_019553714.2|AEAL	LOC108094031|XP_017049951.1|DFIC, LOC108099995|XP_017059184.1|DFIC, LOC108090461|XP_017044643.1|DFIC
OG0000082	LOC109409214|XP_019538184.2|AEAL, LOC109421560|XP_019551625.2|AEAL, LOC109409172|XP_019538136.2|AEAL, LOC115259486|XP_029715947.1|AEAL, LOC109406863|XP_019535411.2|AEAL, LOC115256347|XP_029710534.1|AEAL, LOC109402748|XP_019531005.2|AEAL	LOC108096757|XP_017054106.1|DFIC, LOC108095665|XP_017052319.1|DFIC, LOC108095966|XP_017052798.1|DFIC, LOC108092010|XP_017046931.1|DFIC
OG0000083	LOC109621385|XP_029732563.1|AEAL, LOC109622322|XP_029732583.1|AEAL, LOC115268591|XP_029732565.1|AEAL	LOC108089266|XP_017042925.1|DFIC, LOC108094480|XP_017050969.1|DFIC, LOC108098733|XP_017057353.1|DFIC, LOC108098736|XP_017057355.1|DFIC, LOC108098735|XP_017057354.1|DFIC, LOC108098717|XP_017057324.1|DFIC, LOC108098712|XP_017057316.1|DFIC, LOC108089245|XP_017042898.1|DFIC
OG0000084	LOC109426778|XP_019557860.2|AEAL, LOC109426790|XP_019557869.2|AEAL, LOC109623111|XP_019933139.2|AEAL, LOC109623114|XP_019933142.2|AEAL	LOC108087862|XP_017040935.1|DFIC
OG0000084	LOC115269112|XP_029733383.1|AEAL, LOC109404674|XP_019533145.2|AEAL, LOC109410318|XP_019539412.2|AEAL, LOC109410311|XP_019539406.2|AEAL, LOC109404701|XP_029733250.1|AEAL, LOC115258063|XP_029713931.1|AEAL, LOC109404708|XP_019533176.2|AEAL, LOC109410300|XP_029733294.1|AEAL, LOC109413010|XP_029734216.1|AEAL, LOC109413011|XP_029734264.1|AEAL, LOC109413012|XP_029734214.1|AEAL, LOC109398420|XP_019526322.2|AEAL	LOC108093919|XP_017049775.1|DFIC
OG0000085	LOC115265317|XP_029725726.1|AEAL, LOC109417066|XP_029710252.1|AEAL	LOC108101594|XP_017061495.1|DFIC
OG0000086	LOC109423303|XP_019553776.2|AEAL	LOC108096752|XP_017054097.1|DFIC
OG0000087	LOC109425107|XP_019555847.1|AEAL, LOC109400350|XP_019528397.2|AEAL, LOC109425109|XP_019555850.2|AEAL, LOC109400352|XP_019528399.2|AEAL, LOC109400353|XP_029725043.1|AEAL, LOC109425111|XP_019555853.2|AEAL, LOC109425201|XP_019556007.1|AEAL, LOC109425112|XP_019555854.2|AEAL, LOC109425203|XP_019556009.2|AEAL, LOC109400289|XP_019528317.1|AEAL	LOC108101150|XP_017060862.1|DFIC
OG0000088	LOC109422315|XP_019552548.1|AEAL	LOC108094304|XP_017050312.1|DFIC
OG0000089	LOC109418556|XP_019548309.1|AEAL, LOC115257374|XP_029712755.1|AEAL	LOC108098591|XP_017057133.1|DFIC
OG0000089	LOC109402175|XP_029729862.1|AEAL, LOC109413231|XP_029729863.1|AEAL, LOC115267163|XP_029729864.1|AEAL	LOC108098939|XP_017057635.1|DFIC
OG0000089	LOC109403768|XP_019532181.2|AEAL, LOC109416934|XP_019546591.2|AEAL, LOC109416935|XP_019546593.2|AEAL, LOC109403788|XP_019532231.2|AEAL	LOC108087422|XP_017040258.1|DFIC
OG0000090	LOC109420406|XP_019550284.2|AEAL, LOC109420412|XP_019550290.2|AEAL, LOC109420408|XP_029713653.1|AEAL	LOC108090757|XP_017045079.1|DFIC, LOC108090961|XP_017045394.1|DFIC, LOC108096450|XP_017053542.1|DFIC, LOC108100299|XP_017059587.1|DFIC
OG0000091	LOC109398456|XP_029716267.1|AEAL	LOC108086553|XP_017038985.1|DFIC
OG0000091	LOC115266712|XP_029729099.1|AEAL, LOC109417109|XP_019546777.1|AEAL	LOC108094894|XP_017051228.1|DFIC, LOC108102111|XP_017062264.1|DFIC, LOC108087170|XP_017039900.1|DFIC, LOC108087365|XP_017040194.1|DFIC
OG0000093	LOC109429581|XP_029719934.1|AEAL	LOC108092694|XP_017047894.1|DFIC
OG0000094	LOC109419312|XP_029727657.1|AEAL, LOC115253763|XP_029725348.1|AEAL, LOC115265212|XP_029725349.1|AEAL, LOC109419311|XP_019549091.2|AEAL, LOC109399258|XP_029724633.1|AEAL, LOC109419901|XP_019549732.1|AEAL, LOC115260470|XP_029717274.1|AEAL	LOC108089688|XP_017043524.1|DFIC, LOC108091775|XP_017046611.1|DFIC
OG0000099	LOC109422665|XP_019553067.2|AEAL, LOC109401117|XP_019529141.2|AEAL, LOC109401121|XP_029716937.1|AEAL, LOC109422664|XP_029736398.1|AEAL, LOC109422663|XP_019553064.2|AEAL, LOC115271081|XP_029736397.1|AEAL, LOC109422534|XP_029716763.1|AEAL, LOC115271082|XP_029736399.1|AEAL	LOC108097065|XP_017054590.1|DFIC
OG0000101	LOC109412780|XP_029726786.1|AEAL	LOC108088290|XP_017041499.1|DFIC, LOC108088258|XP_017041465.1|DFIC, LOC108088292|XP_017041511.1|DFIC
OG0000102	LOC109398090|XP_029730315.1|AEAL, LOC109431713|XP_019563525.2|AEAL, LOC115267501|XP_029730432.1|AEAL, LOC109431716|XP_019563534.2|AEAL, LOC115267500|XP_029730431.1|AEAL, LOC115267476|XP_029730333.1|AEAL, LOC115260125|XP_029716891.1|AEAL, LOC115270199|XP_029735312.1|AEAL, LOC109408587|XP_019537455.1|AEAL, LOC115269621|XP_029734309.1|AEAL, LOC109423853|XP_019554435.2|AEAL, LOC115270200|XP_029735313.1|AEAL, LOC115269863|XP_029734512.1|AEAL, LOC115269861|XP_029734508.1|AEAL, LOC115270202|XP_029735315.1|AEAL, LOC109408601|XP_029734409.1|AEAL, LOC109423856|XP_019554437.2|AEAL, LOC115253846|XP_029735311.1|AEAL, LOC109423858|XP_019554440.2|AEAL, LOC109423857|XP_019554438.2|AEAL, LOC115270203|XP_029735316.1|AEAL	LOC108093909|XP_017049764.1|DFIC
OG0000102	LOC109622447|XP_019932332.1|AEAL	LOC108090478|XP_017044665.1|DFIC
OG0000103	LOC109430972|XP_019562636.2|AEAL, LOC115263082|XP_029721862.1|AEAL, LOC109430951|XP_019562612.2|AEAL, LOC115263170|XP_029721960.1|AEAL, LOC109430966|XP_019562631.2|AEAL, LOC109405281|XP_029712947.1|AEAL	LOC108094023|XP_017049946.1|DFIC, LOC108099866|XP_017059003.1|DFIC, LOC108099867|XP_017059004.1|DFIC, LOC108099865|XP_017059002.1|DFIC, LOC108086454|XP_017038864.1|DFIC
OG0000104	LOC115253998|XP_029713816.1|AEAL, LOC109412559|XP_029734585.1|AEAL, LOC109420818|XP_029713830.1|AEAL, LOC109412548|XP_029734583.1|AEAL, LOC115257992|XP_029713835.1|AEAL, LOC109420754|XP_029713806.1|AEAL, LOC109420753|XP_019550771.2|AEAL, LOC109412556|XP_029713837.1|AEAL, LOC115257986|XP_029713827.1|AEAL	LOC108097716|XP_017055739.1|DFIC, LOC108097823|XP_017055831.1|DFIC, LOC108089503|XP_017043297.1|DFIC
OG0000105	LOC109405837|XP_029725568.1|AEAL	LOC108091851|XP_017046719.1|DFIC, LOC108099251|XP_017058111.1|DFIC, LOC108099504|XP_017058556.1|DFIC, LOC108099252|XP_017058112.1|DFIC, LOC108099253|XP_017058113.1|DFIC
OG0000109	LOC109406215|XP_029707756.1|AEAL, LOC109412830|XP_029707755.1|AEAL, LOC109422843|XP_019553280.2|AEAL, LOC115267647|XP_029730646.1|AEAL, LOC109407286|XP_019535832.2|AEAL, LOC115267648|XP_029730647.1|AEAL	LOC108099999|XP_017059189.1|DFIC, LOC108100065|XP_017059289.1|DFIC, LOC108100095|XP_017059329.1|DFIC, LOC108099998|XP_017059188.1|DFIC
OG0000110	LOC109408644|XP_019537522.3|AEAL, LOC115270438|XP_029736026.1|AEAL, LOC109622202|XP_019931993.1|AEAL, LOC115270440|XP_029736028.1|AEAL, LOC115270439|XP_029736027.1|AEAL, LOC109622200|XP_019931990.2|AEAL, LOC109408643|XP_019537521.2|AEAL	LOC108088246|XP_017041452.1|DFIC, LOC108088248|XP_017041454.1|DFIC, LOC108088255|XP_017041461.1|DFIC, LOC108088254|XP_017041460.1|DFIC, LOC108088256|XP_017041463.1|DFIC
OG0000111	LOC109403420|XP_019531793.2|AEAL, LOC115257664|XP_029713364.1|AEAL, LOC115257672|XP_029713369.1|AEAL, LOC109416737|XP_019546332.2|AEAL, LOC109418184|XP_019547900.2|AEAL, LOC115254215|XP_029732753.1|AEAL, LOC115257716|XP_029713461.1|AEAL, LOC109416740|XP_019546336.1|AEAL, LOC115257663|XP_029713363.1|AEAL, LOC109403389|XP_019531749.2|AEAL, LOC109416726|XP_019546323.1|AEAL, LOC115257737|XP_029713499.1|AEAL, LOC115257572|XP_029713207.1|AEAL, LOC109403385|XP_019531745.1|AEAL, LOC109403386|XP_019531746.2|AEAL, LOC115253995|XP_029713323.1|AEAL, LOC115257547|XP_029713143.1|AEAL, LOC109416735|XP_019546330.2|AEAL, LOC115257455|XP_029712912.1|AEAL, LOC115257708|XP_029713447.1|AEAL, LOC109416738|XP_019546333.1|AEAL, LOC115257699|XP_029713425.1|AEAL, LOC115257476|XP_029712951.1|AEAL, LOC115257490|XP_029712992.1|AEAL, LOC109403382|XP_019531742.1|AEAL, LOC109416736|XP_019546331.2|AEAL	LOC108094777|XP_017051039.1|DFIC, LOC108094927|XP_017051274.1|DFIC, LOC108094929|XP_017051277.1|DFIC
OG0000112	LOC109431628|XP_029730589.1|AEAL, LOC109398049|XP_019525955.2|AEAL, LOC109431602|XP_019563382.2|AEAL, LOC115267606|XP_029730588.1|AEAL, LOC115267632|XP_029730637.1|AEAL, LOC115267618|XP_029730618.1|AEAL, LOC109398048|XP_019525953.2|AEAL, LOC115267289|XP_029730064.1|AEAL, LOC109426634|XP_019557708.2|AEAL, LOC109410530|XP_019539611.2|AEAL, LOC115264044|XP_029723209.1|AEAL, LOC109426636|XP_019557709.2|AEAL, LOC115264046|XP_029723211.1|AEAL, LOC115265673|XP_029727491.1|AEAL, LOC109410531|XP_019539612.2|AEAL, LOC115265688|XP_029727510.1|AEAL	LOC108098021|XP_017056163.1|DFIC, LOC108097867|XP_017055891.1|DFIC, LOC108098130|XP_017056341.1|DFIC
OG0000113	LOC109413525|XP_019542751.2|AEAL, LOC109406332|XP_019534982.2|AEAL, LOC115261479|XP_029719030.1|AEAL, LOC109404511|XP_019532957.2|AEAL	LOC108090099|XP_017044086.1|DFIC, LOC108088714|XP_017042147.1|DFIC, LOC108088715|XP_017042148.1|DFIC, LOC108090089|XP_017044080.1|DFIC, LOC108100512|XP_017059956.1|DFIC
OG0000117	LOC109403738|XP_029718541.1|AEAL, LOC109398941|XP_019526944.2|AEAL, LOC109403724|XP_029710294.1|AEAL, LOC109398927|XP_019526925.2|AEAL	LOC108098321|XP_017056635.1|DFIC, LOC108098322|XP_017056636.1|DFIC, LOC108098323|XP_017056637.1|DFIC, LOC108098326|XP_017056639.1|DFIC
OG0000118	LOC109429227|XP_029718734.1|AEAL, LOC109398900|XP_019526898.2|AEAL, LOC109414571|XP_019543954.2|AEAL, LOC115260834|XP_029718015.1|AEAL, LOC109398881|XP_029718736.1|AEAL, LOC109429260|XP_019560715.2|AEAL, LOC115260167|XP_029716927.1|AEAL, LOC109398898|XP_019526896.2|AEAL, LOC115260836|XP_029718016.1|AEAL, LOC109429261|XP_019560716.2|AEAL	LOC108089816|XP_017043707.1|DFIC, LOC108089784|XP_017043668.1|DFIC, LOC108098379|XP_017056731.1|DFIC
OG0000119	LOC109420394|XP_019550272.2|AEAL, LOC115257627|XP_029713310.1|AEAL, LOC109402309|XP_019530507.2|AEAL, LOC109402307|XP_019530506.2|AEAL, LOC115257566|XP_029713200.1|AEAL, LOC109420427|XP_019550312.2|AEAL, LOC115257481|XP_029712971.1|AEAL, LOC109402349|XP_019530564.1|AEAL, LOC109420426|XP_019550311.1|AEAL, LOC109402306|XP_019530505.2|AEAL, LOC109420391|XP_019550271.2|AEAL, LOC115257619|XP_029713292.1|AEAL	LOC108098930|XP_017057624.1|DFIC, LOC108098763|XP_017057383.1|DFIC, LOC108098929|XP_017057623.1|DFIC
OG0000120	LOC109432379|XP_029708384.1|AEAL, LOC109423057|XP_019553517.1|AEAL, LOC115260693|XP_029717758.1|AEAL	LOC108092896|XP_017048233.1|DFIC
OG0000121	LOC109412858|XP_029720354.1|AEAL	LOC108088578|XP_017041917.1|DFIC, LOC108091875|XP_017046745.1|DFIC, LOC108091877|XP_017046748.1|DFIC, LOC108092221|XP_017047244.1|DFIC, LOC108091878|XP_017046749.1|DFIC, LOC108092222|XP_017047245.1|DFIC
OG0000122	LOC109402015|XP_029725615.1|AEAL, LOC109411373|XP_029717663.1|AEAL	LOC108094131|XP_017050042.1|DFIC, LOC108091045|XP_017045485.1|DFIC, LOC108090686|XP_017044961.1|DFIC, LOC108091442|XP_017046125.1|DFIC
OG0000123	LOC109399279|XP_019527261.2|AEAL, LOC109424018|XP_019554621.2|AEAL, LOC115267990|XP_029731747.1|AEAL	LOC108101851|XP_017061859.1|DFIC, LOC108091750|XP_017046584.1|DFIC, LOC108091747|XP_017046578.1|DFIC, LOC108091756|XP_017046588.1|DFIC
OG0000124	LOC109418909|XP_019548676.2|AEAL	LOC108090422|XP_017044578.1|DFIC, LOC108090270|XP_017044368.1|DFIC, LOC108090304|XP_017044403.1|DFIC, LOC108090548|XP_017044775.1|DFIC
OG0000125	LOC109424811|XP_029723580.1|AEAL	LOC108086573|XP_017039017.1|DFIC
OG0000125	LOC109400911|XP_029734158.1|AEAL, LOC115260616|XP_029717508.1|AEAL, LOC109422818|XP_029717568.1|AEAL	LOC108087297|XP_017040098.1|DFIC
OG0000125	LOC109424782|XP_019555511.2|AEAL	LOC108090386|XP_017044523.1|DFIC, LOC108090387|XP_017044524.1|DFIC
OG0000127	LOC109426285|XP_019557298.2|AEAL, LOC109407328|XP_029732920.1|AEAL, LOC115258099|XP_029713978.1|AEAL, LOC109406609|XP_019535268.2|AEAL, LOC109426330|XP_019557332.2|AEAL, LOC115254450|XP_029707826.1|AEAL	LOC108096135|XP_017053003.1|DFIC, LOC108096137|XP_017053005.1|DFIC, LOC108096133|XP_017053002.1|DFIC, LOC108096108|XP_017052974.1|DFIC
OG0000128	LOC109429036|XP_029726550.1|AEAL, LOC109429037|XP_019560415.2|AEAL	LOC108087875|XP_017040949.1|DFIC, LOC108087809|XP_017040858.1|DFIC, LOC108098476|XP_017056875.1|DFIC
OG0000129	LOC109405631|XP_029713962.1|AEAL, LOC109426342|XP_029707838.1|AEAL, LOC115253554|XP_029732927.1|AEAL	LOC108097083|XP_017054616.1|DFIC, LOC108100730|XP_017060254.1|DFIC, LOC108089225|XP_017042870.1|DFIC, LOC108091818|XP_017046688.1|DFIC, LOC108097085|XP_017054623.1|DFIC
OG0000130	LOC109413601|XP_019542844.2|AEAL, LOC109401308|XP_019529356.2|AEAL	LOC108093214|XP_017048666.1|DFIC, LOC108093192|XP_017048642.1|DFIC, LOC108093226|XP_017048685.1|DFIC, LOC108093201|XP_017048652.1|DFIC
OG0000132	LOC109420035|XP_019549892.2|AEAL, LOC109420036|XP_019549893.2|AEAL	LOC108095112|XP_017051542.1|DFIC, LOC108093471|XP_017049045.1|DFIC, LOC108093470|XP_017049044.1|DFIC, LOC108094878|XP_017051202.1|DFIC, LOC108087282|XP_017040080.1|DFIC
OG0000133	LOC115263146|XP_029721929.1|AEAL	LOC108095638|XP_017052293.1|DFIC
OG0000134	LOC109423064|XP_029708376.1|AEAL, LOC115260541|XP_029717313.1|AEAL	LOC108098811|XP_017057450.1|DFIC
OG0000134	LOC109416780|XP_029719871.1|AEAL, LOC109429704|XP_019561256.2|AEAL	LOC108100052|XP_017059274.1|DFIC
OG0000136	LOC109398787|XP_019526726.1|AEAL	LOC108100472|XP_017059895.1|DFIC, LOC108101353|XP_017061149.1|DFIC, LOC108100508|XP_017059954.1|DFIC
OG0000137	LOC115263730|XP_029722864.1|AEAL	LOC108091792|XP_017046641.1|DFIC
OG0000137	LOC109431637|XP_019563411.2|AEAL, LOC115267498|XP_029730421.1|AEAL, LOC115270105|XP_029734967.1|AEAL, LOC109404924|XP_029734962.1|AEAL	LOC108093076|XP_017048480.1|DFIC
OG0000137	LOC109398020|XP_019525907.2|AEAL, LOC115254004|XP_029714092.1|AEAL, LOC109399484|XP_029714091.1|AEAL	LOC108090588|XP_017044832.1|DFIC
OG0000140	LOC109419567|XP_029715016.1|AEAL, LOC115258766|XP_029715024.1|AEAL, LOC115260917|XP_029718134.1|AEAL, LOC109409285|XP_019538265.2|AEAL, LOC109419553|XP_029714775.1|AEAL, LOC109409282|XP_029718115.1|AEAL, LOC109409284|XP_029718114.1|AEAL, LOC109419569|XP_019549327.2|AEAL, LOC109409374|XP_029718133.1|AEAL, LOC109416105|XP_029723494.1|AEAL, LOC109402912|XP_029718230.1|AEAL, LOC115264186|XP_029723486.1|AEAL, LOC115264345|XP_029723870.1|AEAL, LOC109402955|XP_019531242.2|AEAL, LOC109416072|XP_029718228.1|AEAL, LOC115253771|XP_029723495.1|AEAL, LOC109402921|XP_019531207.2|AEAL, LOC115264321|XP_029723854.1|AEAL, LOC109416100|XP_029723855.1|AEAL, LOC109416080|XP_029723493.1|AEAL, LOC109416077|XP_029723485.1|AEAL, LOC109402947|XP_019531231.1|AEAL	LOC108086574|XP_017039020.1|DFIC
OG0000141	LOC109410292|XP_029734278.1|AEAL, LOC109426263|XP_029736347.1|AEAL	LOC108089010|XP_017042576.1|DFIC, LOC108089011|XP_017042580.1|DFIC, LOC108089012|XP_017042582.1|DFIC, LOC108089013|XP_017042583.1|DFIC, LOC108089031|XP_017042617.1|DFIC
OG0000142	LOC109403328|XP_029718579.1|AEAL	LOC108091976|XP_017046875.1|DFIC
OG0000142	LOC109427748|XP_029717828.1|AEAL, LOC109431392|XP_029717814.1|AEAL	LOC108097971|XP_017056075.1|DFIC
OG0000143	LOC109407966|XP_029735103.1|AEAL, LOC109403683|XP_019532058.2|AEAL	LOC108088343|XP_017041578.1|DFIC
OG0000143	LOC109623322|XP_019933420.2|AEAL, LOC109426906|XP_029720843.1|AEAL, LOC109426907|XP_029720849.1|AEAL, LOC109414513|XP_019543897.2|AEAL, LOC109404840|XP_029728560.1|AEAL, LOC109404882|XP_019533384.2|AEAL, LOC115266475|XP_029728570.1|AEAL, LOC109429164|XP_019560574.2|AEAL, LOC109429166|XP_019560576.2|AEAL, LOC109429165|XP_019560575.2|AEAL	LOC108088315|XP_017041540.1|DFIC
OG0000144	LOC109403306|XP_029718564.1|AEAL	LOC108098954|XP_017057651.1|DFIC
OG0000144	LOC109426949|XP_029717841.1|AEAL	LOC108097630|XP_017055544.1|DFIC
OG0000145	LOC109621341|XP_019930935.1|AEAL, LOC109621339|XP_019930928.2|AEAL, LOC109421494|XP_019551533.1|AEAL	LOC108097738|XP_017055733.1|DFIC, LOC108098277|XP_017056568.1|DFIC, LOC108098241|XP_017056523.1|DFIC, LOC108098240|XP_017056522.1|DFIC
OG0000147	LOC109407259|XP_019535812.2|AEAL, LOC115258685|XP_029714870.1|AEAL, LOC109414328|XP_019543692.2|AEAL	LOC108092267|XP_017047289.1|DFIC
OG0000147	LOC109408307|XP_019537121.2|AEAL, LOC109408300|XP_019537114.1|AEAL	LOC108091820|XP_017046686.1|DFIC, LOC108091738|XP_017046571.1|DFIC
OG0000148	LOC109405767|XP_029724593.1|AEAL	LOC108092306|XP_017047329.1|DFIC
OG0000148	LOC109412067|XP_019541259.2|AEAL, LOC109433142|XP_019565084.2|AEAL, LOC115264978|XP_029725023.1|AEAL	LOC108102132|XP_017062289.1|DFIC
OG0000149	LOC109400861|XP_019528891.2|AEAL, LOC109415488|XP_019544916.1|AEAL	LOC108102208|XP_017062420.1|DFIC, LOC108095597|XP_017052251.1|DFIC
OG0000152	LOC109409339|XP_029725152.1|AEAL, LOC115266916|XP_029729398.1|AEAL, LOC109419086|XP_029714751.1|AEAL	LOC108088533|XP_017041865.1|DFIC, LOC108087214|XP_017039977.1|DFIC, LOC108088371|XP_017041605.1|DFIC, LOC108088376|XP_017041612.1|DFIC
OG0000153	LOC115268023|XP_029731776.1|AEAL, LOC109426054|XP_019557040.2|AEAL, LOC115268025|XP_029731778.1|AEAL, LOC109426055|XP_029732118.1|AEAL, LOC109425882|XP_029732119.1|AEAL, LOC109426056|XP_019557042.2|AEAL, LOC115268024|XP_029731777.1|AEAL, LOC109425905|XP_029732815.1|AEAL, LOC109415670|XP_029717910.1|AEAL, LOC109425029|XP_019555772.2|AEAL	LOC108091883|XP_017046754.1|DFIC, LOC108091863|XP_017046731.1|DFIC, LOC108092225|XP_017047248.1|DFIC
OG0000154	LOC109401998|XP_029736148.1|AEAL, LOC109402010|XP_019530164.2|AEAL	LOC108091707|XP_017046533.1|DFIC, LOC108091705|XP_017046532.1|DFIC, LOC108087467|XP_017040329.1|DFIC
OG0000155	LOC115267667|XP_029730676.1|AEAL, LOC109396995|XP_019524860.2|AEAL, LOC115268264|XP_029732170.1|AEAL, LOC109432235|XP_019564106.2|AEAL	LOC108086969|XP_017039570.1|DFIC, LOC108086971|XP_017039575.1|DFIC, LOC108086972|XP_017039577.1|DFIC
OG0000157	LOC109425525|XP_019556323.1|AEAL, LOC109421889|XP_019552024.1|AEAL, LOC109425513|XP_019556312.2|AEAL, LOC109421890|XP_019552025.2|AEAL	LOC108090549|XP_017044776.1|DFIC, LOC108090550|XP_017044777.1|DFIC, LOC108090277|XP_017044377.1|DFIC
OG0000158	LOC109399302|XP_019527282.2|AEAL, LOC115256357|XP_029710590.1|AEAL, LOC109407271|XP_029715192.1|AEAL, LOC115253740|XP_029715093.1|AEAL, LOC109405890|XP_019534490.2|AEAL, LOC109407293|XP_019535836.2|AEAL, LOC109402674|XP_019531252.2|AEAL	LOC108094932|XP_017051280.1|DFIC, LOC108089352|XP_017043021.1|DFIC, LOC108089361|XP_017043028.1|DFIC
OG0000159	LOC109401146|XP_029712113.1|AEAL, LOC109401173|XP_029712120.1|AEAL	LOC108088773|XP_017042214.1|DFIC
OG0000159	LOC109623253|XP_029712103.1|AEAL	LOC108099885|XP_017059028.1|DFIC, LOC108096406|XP_017053467.1|DFIC
