Orthogroup	ASTE.longest_only	DANA.longest_only
OG0000119	LOC118504397|XP_035894696.1|ASTE, LOC118507360|XP_035901665.1|ASTE, LOC118510253|XP_035907732.1|ASTE, LOC118504396|XP_035894695.1|ASTE	LOC6500638|XP_001953621.1|DANA, LOC6500637|XP_001953620.1|DANA, LOC6500639|XP_001953623.1|DANA, LOC6499924|XP_032307469.1|DANA
OG0000120	LOC118509359|XP_035905774.1|ASTE	LOC6504852|XP_014759830.1|DANA
OG0000120	LOC118512861|XP_035913838.1|ASTE	LOC6502526|XP_001959929.1|DANA
OG0000121	LOC118504430|XP_035894762.1|ASTE	LOC6500257|XP_001952924.1|DANA, LOC6498269|XP_001962431.1|DANA, LOC6500259|XP_001952922.1|DANA, LOC6500258|XP_001952923.2|DANA
OG0000122	LOC118502484|XP_035890608.1|ASTE	LOC6497421|XP_001962120.1|DANA, LOC6505057|XP_032307888.1|DANA, LOC6495324|XP_001958631.1|DANA, LOC6507209|XP_032311380.1|DANA
OG0000123	LOC118506463|XP_035899530.1|ASTE	LOC6494655|XP_001959924.1|DANA, LOC6499709|XP_001954084.1|DANA, LOC6499440|XP_032312082.1|DANA, LOC6499441|XP_001954634.1|DANA, LOC6501146|XP_001954636.1|DANA
OG0000125	LOC118502975|XP_035891640.1|ASTE	LOC6505922|XP_014760838.1|DANA
OG0000125	LOC118511794|XP_035911255.1|ASTE	LOC6500877|XP_014766772.1|DANA
OG0000126	LOC118510666|XP_035908699.1|ASTE	LOC6501441|XP_014767048.1|DANA, LOC26514746|XP_032307471.1|DANA
OG0000127	LOC118506630|XP_035899894.1|ASTE, LOC118506629|XP_035899892.1|ASTE	LOC6500069|XP_001953278.1|DANA, LOC6500068|XP_001953279.1|DANA, LOC6500070|XP_001953277.1|DANA, LOC6500071|XP_001953276.2|DANA
OG0000128	LOC118516915|XP_035918646.1|ASTE, LOC118509094|XP_035905138.1|ASTE	LOC6494973|XP_001959303.1|DANA, LOC6494972|XP_032306981.1|DANA, LOC6494975|XP_001959301.2|DANA, LOC6494974|XP_001959302.2|DANA, LOC6494976|XP_001959299.2|DANA, LOC6494977|XP_014763093.1|DANA, LOC6498353|XP_032311292.1|DANA, LOC6499213|XP_032305663.1|DANA
OG0000129	LOC118506636|XP_035899907.1|ASTE	LOC6504105|XP_014761187.1|DANA, LOC6507784|XP_001956338.1|DANA, LOC26514837|XP_014762380.1|DANA, LOC6504106|XP_001964190.1|DANA
OG0000130	LOC118507218|XP_035901212.1|ASTE	LOC6506173|XP_001958415.1|DANA, LOC6493780|XP_001958418.1|DANA, LOC6493779|XP_001958417.1|DANA, LOC6493778|XP_001958416.1|DANA
OG0000132	LOC118503160|XP_035892014.1|ASTE, LOC118502510|XP_035890646.1|ASTE	LOC6504245|XP_001965101.1|DANA, LOC6504243|XP_001965102.1|DANA, LOC6505793|XP_001964386.1|DANA
OG0000134	LOC118502732|XP_035891190.1|ASTE	LOC6500909|XP_032305809.1|DANA
OG0000134	LOC118514038|XP_035916413.1|ASTE	LOC6496896|XP_014761428.1|DANA
OG0000137	LOC118507552|XP_035902026.1|ASTE	LOC6507381|XP_014765193.1|DANA, LOC6501405|XP_001955183.1|DANA
OG0000137	LOC118511893|XP_035911416.1|ASTE, LOC118512768|XP_035913566.1|ASTE, LOC118516694|XP_035918532.1|ASTE, LOC118516358|XP_035918086.1|ASTE	LOC6493751|XP_014764526.1|DANA
OG0000137	LOC118509389|XP_035905827.1|ASTE	LOC26514920|XP_032309317.1|DANA
OG0000140	LOC118512572|XP_035913082.1|ASTE, LOC118512573|XP_035913084.1|ASTE, LOC118512574|XP_035913086.1|ASTE, LOC118512579|XP_035913100.1|ASTE, LOC118512272|XP_035912354.1|ASTE	LOC6505923|XP_001964627.1|DANA
OG0000141	LOC118513164|XP_035914504.1|ASTE	LOC6493033|XP_001956909.1|DANA, LOC6493035|XP_001956911.2|DANA, LOC6506964|XP_001956912.3|DANA, LOC6506963|XP_001956913.2|DANA
OG0000142	LOC118504509|XP_035894932.1|ASTE	LOC6503405|XP_032312316.1|DANA
OG0000142	LOC118513535|XP_035915303.1|ASTE	LOC6505749|XP_032305662.1|DANA
OG0000142	LOC118517327|XP_035919203.1|ASTE	LOC6505104|XP_032307877.1|DANA
OG0000143	LOC118512636|XP_035913225.1|ASTE	LOC6506275|XP_001958215.1|DANA
OG0000143	LOC118508535|XP_035904305.1|ASTE, LOC118508252|XP_035903758.1|ASTE, LOC118506266|XP_035899062.1|ASTE, LOC118506267|XP_035899063.1|ASTE	LOC6493678|XP_001958216.1|DANA
OG0000144	LOC118504520|XP_035894945.1|ASTE	LOC6499955|XP_014766291.1|DANA
OG0000144	LOC118517574|XP_035919714.1|ASTE	LOC6505218|XP_032307837.1|DANA
OG0000144	LOC118514648|XP_035917567.1|ASTE, LOC118514649|XP_035917570.1|ASTE	LOC26514477|XP_014760209.1|DANA
OG0000145	LOC118513794|XP_035915873.1|ASTE, LOC118513795|XP_035915874.1|ASTE	LOC6501923|XP_001966699.3|DANA, LOC6496821|XP_001963330.1|DANA, LOC6496822|XP_001963329.2|DANA
OG0000147	LOC118509851|XP_035906945.1|ASTE	LOC6497036|XP_001962875.1|DANA
OG0000147	LOC118505553|XP_035897399.1|ASTE, LOC118505551|XP_035897397.1|ASTE	LOC6499192|XP_001955143.1|DANA, LOC6499191|XP_001955144.1|DANA
OG0000148	LOC118503637|XP_035893028.1|ASTE	LOC6497490|XP_001961975.1|DANA
OG0000148	LOC118509198|XP_035905361.1|ASTE, LOC118517263|XP_035919130.1|ASTE, LOC118513557|XP_035915372.1|ASTE	LOC6505350|XP_032311033.1|DANA
OG0000149	LOC118507680|XP_035902367.1|ASTE	LOC6505398|XP_001966896.1|DANA, LOC6502176|XP_032309346.1|DANA
OG0000152	LOC118513581|XP_035915437.1|ASTE, LOC118515234|XP_035917812.1|ASTE	LOC6499069|XP_001955369.1|DANA, LOC6499070|XP_001955368.1|DANA, LOC6499071|XP_001955367.1|DANA
OG0000153	LOC118505122|XP_035896329.1|ASTE	LOC6501547|XP_001955456.1|DANA, LOC26513740|XP_014767205.1|DANA, LOC6501548|XP_001955457.2|DANA
OG0000154	LOC118503656|XP_035893072.1|ASTE, LOC118503653|XP_035893066.1|ASTE	LOC6499512|XP_032309745.1|DANA, LOC6499513|XP_001954469.1|DANA, LOC26514622|XP_014765646.1|DANA
OG0000155	LOC118507321|XP_035901601.1|ASTE	LOC6506421|XP_001957910.1|DANA, LOC6506426|XP_001957904.1|DANA, LOC6493516|XP_032310219.1|DANA
OG0000157	LOC118509510|XP_035906089.1|ASTE, LOC118509511|XP_035906090.1|ASTE	LOC6504315|XP_001967792.1|DANA, LOC6504316|XP_001967794.1|DANA, LOC6502539|XP_001958803.3|DANA
OG0000158	LOC118508367|XP_035903982.1|ASTE, LOC118508366|XP_035903980.1|ASTE, LOC118504516|XP_035894941.1|ASTE, LOC118504508|XP_035894931.1|ASTE	LOC6496001|XP_001960014.2|DANA, LOC6507641|XP_001956059.1|DANA, LOC6507415|XP_001956060.1|DANA
OG0000159	LOC118516537|XP_035918374.1|ASTE, LOC118506076|XP_035898635.1|ASTE, LOC118516538|XP_035918375.1|ASTE, LOC118506072|XP_035898627.1|ASTE	LOC6493872|XP_001958596.1|DANA
OG0000159	LOC118516533|XP_035918367.1|ASTE, LOC118506074|XP_035898629.1|ASTE	LOC6507855|XP_001956475.1|DANA, LOC6506334|XP_032309699.1|DANA
OG0000160	LOC118506638|XP_035899912.1|ASTE, LOC118506639|XP_035899913.1|ASTE, LOC118506173|XP_035898837.1|ASTE, LOC118512315|XP_035912461.1|ASTE, LOC118506878|XP_035900521.1|ASTE, LOC118517712|XP_035920050.1|ASTE	LOC6500815|XP_001953973.1|DANA, LOC6500816|XP_001953974.1|DANA, LOC6500817|XP_001953975.1|DANA
OG0000162	LOC118510542|XP_035908395.1|ASTE, LOC118512639|XP_035913230.1|ASTE	LOC6506389|XP_001957964.1|DANA, LOC6504193|XP_001965167.1|DANA, LOC6504224|XP_001965130.2|DANA
OG0000163	LOC118503426|XP_035892559.1|ASTE, LOC118513177|XP_035914531.1|ASTE, LOC118513178|XP_035914532.1|ASTE, LOC118503428|XP_035892561.1|ASTE, LOC118503427|XP_035892560.1|ASTE	LOC6497190|XP_001962589.1|DANA, LOC6501685|XP_001955757.1|DANA, LOC6498878|XP_001955758.2|DANA
OG0000165	LOC118509479|XP_035906014.1|ASTE, LOC118503125|XP_035891975.1|ASTE	LOC6503622|XP_032308428.1|DANA, LOC6493627|XP_001958126.2|DANA
OG0000166	LOC118516432|XP_035918204.1|ASTE, LOC118509573|XP_035906232.1|ASTE	LOC6494788|XP_001959669.1|DANA
OG0000166	LOC118509377|XP_035905811.1|ASTE, LOC118517322|XP_035919195.1|ASTE, LOC118512273|XP_035912355.1|ASTE	LOC116654746|XP_032306927.1|DANA, LOC6495828|XP_032306926.1|DANA
OG0000169	LOC118512165|XP_035912137.1|ASTE	LOC6499826|XP_001953835.2|DANA
OG0000170	LOC118512459|XP_035912823.1|ASTE, LOC118512461|XP_035912824.1|ASTE, LOC118512457|XP_035912821.1|ASTE, LOC118512458|XP_035912822.1|ASTE	LOC6497315|XP_001962336.2|DANA, LOC6497316|XP_001962335.1|DANA
OG0000171	LOC118512486|XP_035912877.1|ASTE	LOC6497107|XP_032311135.1|DANA
OG0000171	LOC118504537|XP_035895000.1|ASTE	LOC6504542|XP_014760443.1|DANA
OG0000171	LOC118517651|XP_035919876.1|ASTE	LOC6502870|XP_032311863.1|DANA
OG0000172	LOC118513117|XP_035914409.1|ASTE	LOC6493096|XP_032309598.1|DANA
OG0000173	LOC118514581|XP_035917476.1|ASTE, LOC118514578|XP_035917474.1|ASTE	LOC26515599|XP_014764145.1|DANA, LOC6494145|XP_001960871.1|DANA
OG0000174	LOC118510691|XP_035908757.1|ASTE, LOC118510690|XP_035908756.1|ASTE, LOC118510692|XP_035908759.1|ASTE	LOC6495093|XP_001959081.3|DANA, LOC6505362|XP_001964855.1|DANA, LOC6495767|XP_001959531.1|DANA
OG0000175	LOC118505676|XP_035897701.1|ASTE	LOC6500937|XP_001954206.2|DANA
OG0000175	LOC118505455|XP_035897148.1|ASTE, LOC118505454|XP_035897147.1|ASTE, LOC118505456|XP_035897150.1|ASTE, LOC118505453|XP_035897146.1|ASTE	LOC6499579|XP_001954348.3|DANA
OG0000177	LOC118516399|XP_035918158.1|ASTE	LOC6501804|XP_001967174.3|DANA
OG0000177	LOC118504483|XP_035894893.1|ASTE	LOC6501645|XP_001955669.1|DANA
OG0000179	LOC118504068|XP_035894003.1|ASTE, LOC118504072|XP_035894011.1|ASTE	LOC6496228|XP_032306947.1|DANA, LOC6494932|XP_001959377.1|DANA
OG0000179	LOC118504074|XP_035894020.1|ASTE	LOC6497819|XP_001961509.2|DANA
OG0000181	LOC118510422|XP_035908088.1|ASTE, LOC118510423|XP_035908089.1|ASTE, LOC118503395|XP_035892494.1|ASTE	LOC6501483|XP_001955343.1|DANA, LOC6499250|XP_001955024.1|DANA
OG0000182	LOC118507594|XP_035902154.1|ASTE	LOC6501427|XP_001955231.1|DANA
OG0000182	LOC118507593|XP_035902153.1|ASTE	LOC6499135|XP_001955233.1|DANA, LOC6499134|XP_001955234.1|DANA
OG0000183	LOC118510271|XP_035907766.1|ASTE	LOC6504700|XP_014759779.2|DANA, LOC6493761|XP_001958385.1|DANA, LOC6506375|XP_032310821.1|DANA
OG0000184	LOC118514693|XP_035917642.1|ASTE, LOC118514692|XP_035917641.1|ASTE, LOC118514694|XP_035917643.1|ASTE, LOC118514679|XP_035917620.1|ASTE, LOC118507293|XP_035901544.1|ASTE, LOC118507291|XP_035901543.1|ASTE	LOC116655995|XP_032310894.1|DANA, LOC6496842|XP_032310893.1|DANA
OG0000185	LOC118514354|XP_035917069.1|ASTE	LOC6496485|XP_001960995.1|DANA, LOC6499566|XP_001954365.1|DANA
OG0000186	LOC118504849|XP_035895754.1|ASTE	LOC6502971|XP_001963494.2|DANA, LOC6502969|XP_001963496.1|DANA
OG0000188	LOC118502826|XP_035891438.1|ASTE, LOC118510018|XP_035907723.1|ASTE, LOC118515928|XP_035917972.1|ASTE, LOC118507968|XP_035903192.1|ASTE	LOC6499874|XP_014766265.1|DANA, LOC6502883|XP_001963667.2|DANA, LOC26514423|XP_014759128.1|DANA
OG0000189	LOC118512655|XP_035913266.1|ASTE, LOC118517673|XP_035919957.1|ASTE	LOC6497807|XP_001961486.2|DANA
OG0000189	LOC118506640|XP_035899914.1|ASTE	LOC6504888|XP_014759844.1|DANA
OG0000190	LOC118510368|XP_035907979.1|ASTE	LOC6502153|XP_032309341.1|DANA
OG0000190	LOC118504545|XP_035895041.1|ASTE	LOC6494287|XP_001960604.1|DANA
OG0000191	LOC118512001|XP_035911636.1|ASTE	LOC6494624|XP_032306077.1|DANA
OG0000191	LOC118506505|XP_035899612.1|ASTE	LOC6494555|XP_001960110.1|DANA
OG0000192	LOC118507017|XP_035900847.1|ASTE, LOC118507018|XP_035900848.1|ASTE, LOC118502769|XP_035891252.1|ASTE	LOC6501170|XP_001954686.1|DANA, LOC26515342|XP_014765721.1|DANA, LOC6506666|XP_001957449.3|DANA
OG0000193	LOC118503852|XP_035893459.1|ASTE, LOC118508047|XP_035903392.1|ASTE	LOC6498051|XP_001961971.1|DANA, LOC6498050|XP_001961970.1|DANA, LOC6506883|XP_001957065.1|DANA
OG0000196	LOC118514064|XP_035916463.1|ASTE, LOC118514063|XP_035916462.1|ASTE	LOC6497924|XP_014761894.1|DANA
OG0000197	LOC118502626|XP_035890899.1|ASTE	LOC6502181|XP_001966069.1|DANA
OG0000197	LOC118502627|XP_035890901.1|ASTE	LOC6502190|XP_001966060.2|DANA
OG0000197	LOC118502628|XP_035890902.1|ASTE	LOC116654479|XP_032308721.1|DANA
OG0000200	LOC118503806|XP_035893399.1|ASTE	LOC6501604|XP_001955572.2|DANA, LOC6505549|XP_001964720.1|DANA, LOC6505551|XP_014760701.2|DANA, LOC6505550|XP_001964721.2|DANA, LOC6505548|XP_001964722.1|DANA, LOC6505546|XP_001964723.1|DANA
OG0000201	LOC118510098|XP_035907420.1|ASTE, LOC118510099|XP_035907423.1|ASTE, LOC118513874|XP_035916073.1|ASTE, LOC118517092|XP_035918839.1|ASTE	LOC6501050|XP_001954462.1|DANA, LOC6501049|XP_001954459.1|DANA
OG0000202	LOC118506617|XP_035899877.1|ASTE	LOC6505717|XP_001964397.1|DANA
OG0000203	LOC118507050|XP_035900904.1|ASTE	LOC6495972|XP_001959954.1|DANA, LOC6495969|XP_001959951.2|DANA, LOC6495970|XP_001959952.1|DANA, LOC6495968|XP_001959950.1|DANA, LOC6495971|XP_001959953.1|DANA
OG0000205	LOC118508310|XP_035903863.1|ASTE, LOC118517532|XP_035919659.1|ASTE, LOC118517534|XP_035919661.1|ASTE, LOC118517536|XP_035919663.1|ASTE, LOC118517535|XP_035919662.1|ASTE, LOC118517533|XP_035919660.1|ASTE	LOC6501078|XP_001954516.1|DANA, LOC6505863|XP_001964505.1|DANA
OG0000206	LOC118503159|XP_035892013.1|ASTE	LOC6496203|XP_001960440.1|DANA
OG0000206	LOC118517639|XP_035919843.1|ASTE	LOC6494376|XP_001960438.1|DANA
OG0000207	LOC118503769|XP_035893332.1|ASTE	LOC6506650|XP_001957474.2|DANA, LOC6506649|XP_032310004.1|DANA
OG0000210	LOC118510803|XP_035909015.1|ASTE	LOC6494433|XP_001960321.1|DANA, LOC6503682|XP_001963941.2|DANA
OG0000211	LOC118505116|XP_035896320.1|ASTE	LOC6500742|XP_014766694.1|DANA
OG0000212	LOC118514690|XP_035917639.1|ASTE, LOC118514687|XP_035917627.1|ASTE	LOC6498130|XP_001962139.2|DANA, LOC6497412|XP_014761697.1|DANA, LOC6497784|XP_001961445.2|DANA
OG0000213	LOC118506169|XP_035898832.1|ASTE, LOC118502455|XP_035890578.1|ASTE, LOC118510026|XP_035907306.1|ASTE, LOC118507679|XP_035902364.1|ASTE	LOC6506233|XP_032310206.1|DANA, LOC6493890|XP_032311524.1|DANA
OG0000214	LOC118508206|XP_035903670.1|ASTE	LOC6504984|XP_001965688.1|DANA, LOC6495471|XP_001958920.1|DANA, LOC6503420|XP_001967462.2|DANA
OG0000215	LOC118505358|XP_035896927.1|ASTE, LOC118506177|XP_035898842.1|ASTE	LOC6493803|XP_001958471.2|DANA, LOC6493804|XP_001958472.1|DANA, LOC6493801|XP_001958468.1|DANA
OG0000216	LOC118514658|XP_035917584.1|ASTE	LOC6507780|XP_014765471.1|DANA, LOC6503389|XP_001967627.1|DANA
OG0000217	LOC118506853|XP_035900475.1|ASTE	LOC6504938|XP_032309276.1|DANA
OG0000217	LOC118512344|XP_035912523.1|ASTE	LOC6497869|XP_001961608.1|DANA, LOC6504939|XP_001966620.1|DANA
OG0000218	LOC118510059|XP_035907341.1|ASTE	LOC6497007|XP_001962941.2|DANA, LOC6505102|XP_001964794.2|DANA, LOC6497006|XP_001962942.1|DANA
OG0000219	LOC118510240|XP_035907700.1|ASTE, LOC118517267|XP_035919133.1|ASTE	LOC6495528|XP_001959043.1|DANA, LOC6495997|XP_001960008.1|DANA, LOC6495529|XP_001959044.1|DANA
OG0000220	LOC118510365|XP_035907967.1|ASTE, LOC118510359|XP_035907961.1|ASTE	LOC6507007|XP_001956841.1|DANA, LOC6507008|XP_001956838.1|DANA, LOC6493005|XP_001956839.1|DANA
OG0000221	LOC118512893|XP_035913890.1|ASTE, LOC118512894|XP_035913899.1|ASTE	LOC6494857|XP_001959539.2|DANA, LOC6501555|XP_001955466.2|DANA, LOC6494856|XP_032306615.1|DANA
OG0000222	LOC118508815|XP_035904449.1|ASTE	LOC6498414|XP_032311055.1|DANA
OG0000224	LOC118512550|XP_035913028.1|ASTE, LOC118512555|XP_035913034.1|ASTE, LOC118510034|XP_035907315.1|ASTE, LOC118512553|XP_035913032.1|ASTE	LOC6496135|XP_014763639.1|DANA
OG0000225	LOC118502418|XP_035890536.1|ASTE, LOC118504515|XP_035894940.1|ASTE	LOC26515209|XP_014759161.1|DANA, LOC6503410|XP_001967482.2|DANA, LOC6503439|XP_001967481.1|DANA
OG0000226	LOC118506112|XP_035898708.1|ASTE	LOC6507308|XP_001956275.2|DANA, LOC6507752|XP_001956273.1|DANA, LOC6502822|XP_001956270.2|DANA
OG0000228	LOC118507788|XP_035902717.1|ASTE	LOC6503246|XP_001965824.1|DANA, LOC6501698|XP_001955788.1|DANA, LOC6498193|XP_001962273.1|DANA
OG0000229	LOC118505141|XP_035896386.1|ASTE	LOC6501482|XP_032310768.1|DANA, LOC26514110|XP_032309236.1|DANA, LOC6503350|XP_032309234.1|DANA, LOC26514621|XP_032308650.1|DANA
OG0000229	LOC118505366|XP_035896957.1|ASTE	LOC6501300|XP_001954946.1|DANA
OG0000230	LOC118511477|XP_035910508.1|ASTE, LOC118511480|XP_035910510.1|ASTE, LOC118511478|XP_035910509.1|ASTE, LOC118511476|XP_035910504.1|ASTE	LOC6494157|XP_001960853.1|DANA, LOC6494156|XP_001960854.1|DANA
OG0000232	LOC118503459|XP_035892635.1|ASTE	LOC6501260|XP_001954870.1|DANA, LOC6496631|XP_001961295.1|DANA, LOC6496632|XP_001961296.1|DANA
OG0000233	LOC118508457|XP_035904152.1|ASTE	LOC6501440|XP_001955260.1|DANA, LOC6501328|XP_001955003.2|DANA, LOC6501329|XP_001955004.1|DANA
OG0000235	LOC118504927|XP_035895913.1|ASTE	LOC6505892|XP_001964564.2|DANA, LOC26513989|XP_032305503.1|DANA, LOC6505893|XP_001964565.1|DANA, LOC6505895|XP_001964566.1|DANA
OG0000236	LOC118507015|XP_035900844.1|ASTE	LOC6503339|XP_001965381.1|DANA, LOC6498382|XP_001962681.2|DANA, LOC6503005|XP_001963430.3|DANA
OG0000237	LOC118512278|XP_035912368.1|ASTE	LOC6493936|XP_014762468.1|DANA
OG0000237	LOC118511482|XP_035910512.1|ASTE	LOC6505965|XP_001964696.2|DANA
OG0000238	LOC118511649|XP_035910876.1|ASTE, LOC118511652|XP_035910881.1|ASTE	LOC6503621|XP_001965279.2|DANA, LOC6503599|XP_001965281.1|DANA, LOC6503610|XP_001965280.1|DANA
OG0000239	LOC118504709|XP_035895435.1|ASTE	LOC6501609|XP_001955583.1|DANA, LOC6499979|XP_001953498.2|DANA
OG0000240	LOC118507974|XP_035903200.1|ASTE	LOC6500016|XP_032305356.1|DANA, LOC6500527|XP_001953394.1|DANA, LOC6499445|XP_001954628.3|DANA
OG0000241	LOC118503481|XP_035892675.1|ASTE	LOC6492932|XP_001956678.1|DANA
OG0000246	LOC118504838|XP_035895735.1|ASTE	LOC6494300|XP_001960576.2|DANA
OG0000247	LOC118509414|XP_035905879.1|ASTE, LOC118509412|XP_035905877.1|ASTE, LOC118509413|XP_035905878.1|ASTE, LOC118509411|XP_035905875.1|ASTE	LOC6502816|XP_001956016.3|DANA, LOC116654475|XP_032309974.1|DANA, LOC6507440|XP_032309973.1|DANA
OG0000248	LOC118512667|XP_035913313.1|ASTE, LOC118512666|XP_035913311.1|ASTE	LOC6506528|XP_001957707.1|DANA, LOC6506529|XP_001957706.2|DANA, LOC6496362|XP_001960764.1|DANA
OG0000249	LOC118510725|XP_035908828.1|ASTE	LOC6498086|XP_001962052.1|DANA, LOC6498087|XP_001962053.1|DANA, LOC6498088|XP_001962054.1|DANA
OG0000250	LOC118508491|XP_035904202.1|ASTE	LOC6497042|XP_001962865.1|DANA, LOC6498457|XP_001962862.1|DANA, LOC6497043|XP_001962864.1|DANA
OG0000251	LOC118505075|XP_035896254.1|ASTE	LOC6503192|XP_001963614.2|DANA, LOC6496450|XP_001960937.3|DANA, LOC26515073|XP_014765696.1|DANA
OG0000255	LOC118504899|XP_035895857.1|ASTE	LOC6495674|XP_001959361.1|DANA
OG0000256	LOC118509298|XP_035905630.1|ASTE	LOC6496589|XP_001961207.1|DANA, LOC6496587|XP_001961205.1|DANA
OG0000257	LOC118507286|XP_035901529.1|ASTE	LOC6495306|XP_001958659.1|DANA, LOC116655458|XP_032309241.1|DANA, LOC6502260|XP_001966110.1|DANA
OG0000261	LOC118510512|XP_035908317.1|ASTE, LOC118516853|XP_035918607.1|ASTE, LOC118516854|XP_035918608.1|ASTE, LOC118510513|XP_035908318.1|ASTE	LOC6497210|XP_001962551.1|DANA, LOC6497211|XP_001962550.1|DANA
OG0000262	LOC118512787|XP_035913596.1|ASTE	LOC6494852|XP_001959551.1|DANA
OG0000263	LOC118513361|XP_035914886.1|ASTE	LOC6495698|XP_001959397.1|DANA
OG0000263	LOC118513013|XP_035914180.1|ASTE	LOC6506169|XP_001958422.1|DANA
OG0000264	LOC118507130|XP_035901042.1|ASTE	LOC6503486|XP_001964285.1|DANA, LOC6503488|XP_001964283.2|DANA, LOC6505583|XP_032305469.1|DANA
OG0000267	LOC118506887|XP_035900544.1|ASTE, LOC118513471|XP_035915156.1|ASTE	LOC6505552|XP_032305360.1|DANA, LOC116654490|XP_032305361.1|DANA, LOC26514076|XP_014760903.1|DANA, LOC116654565|XP_032305717.1|DANA, LOC6501603|XP_001955571.1|DANA, LOC6501605|XP_001955573.1|DANA
OG0000268	LOC118502745|XP_035891203.1|ASTE	LOC6501406|XP_001955184.1|DANA, LOC6501407|XP_001955185.1|DANA
OG0000269	LOC118507820|XP_035902791.1|ASTE	LOC6499779|XP_001953937.1|DANA
OG0000269	LOC118510294|XP_035907812.1|ASTE	LOC6503419|XP_001967465.3|DANA
OG0000270	LOC118503824|XP_035893419.1|ASTE, LOC118510655|XP_035908672.1|ASTE, LOC118503826|XP_035893421.1|ASTE, LOC118503825|XP_035893420.1|ASTE, LOC118503827|XP_035893423.1|ASTE	LOC6495914|XP_014763533.1|DANA
OG0000271	LOC118513311|XP_035914791.1|ASTE	LOC6498216|XP_001962320.1|DANA, LOC26515253|XP_014764109.1|DANA, LOC6494737|XP_001959757.1|DANA
OG0000272	LOC118509040|XP_035904990.1|ASTE	LOC6506034|XP_032311707.1|DANA
OG0000273	LOC118508518|XP_035904265.1|ASTE	LOC6501314|XP_001954973.2|DANA, LOC6496913|XP_001963157.1|DANA, LOC6499664|XP_001954192.1|DANA
OG0000275	LOC118507752|XP_035902654.1|ASTE	LOC116655470|XP_032309336.1|DANA, LOC116656265|XP_032311606.1|DANA, LOC116654883|XP_032307298.1|DANA, LOC116655215|XP_032308652.1|DANA
OG0000279	LOC118506563|XP_035899778.1|ASTE	LOC6506971|XP_001956898.1|DANA, LOC6506972|XP_001956897.1|DANA
OG0000280	LOC118512959|XP_035914076.1|ASTE	LOC6493622|XP_001958119.1|DANA, LOC6493623|XP_032310371.1|DANA, LOC6493621|XP_001958118.1|DANA
OG0000281	LOC118509940|XP_035907165.1|ASTE	LOC6493762|XP_001958389.2|DANA, LOC6503150|XP_001963526.1|DANA, LOC6498807|XP_001967298.2|DANA
OG0000282	LOC118502391|XP_035890506.1|ASTE	LOC6492964|XP_001956758.1|DANA
OG0000283	LOC118507494|XP_035901916.1|ASTE	LOC6494668|XP_001959902.1|DANA
OG0000283	LOC118502775|XP_035891299.1|ASTE, LOC118517383|XP_035919322.1|ASTE	LOC6505911|XP_032305485.1|DANA
OG0000284	LOC118516654|XP_035918511.1|ASTE, LOC118513197|XP_035914577.1|ASTE, LOC118513227|XP_035914647.1|ASTE	LOC6497781|XP_001961439.1|DANA
OG0000284	LOC118514629|XP_035917520.1|ASTE	LOC6497751|XP_032307627.1|DANA
OG0000285	LOC118510124|XP_035907487.1|ASTE, LOC118510126|XP_035907489.1|ASTE, LOC118510125|XP_035907488.1|ASTE	LOC6496580|XP_001961193.1|DANA
OG0000292	LOC118506849|XP_035900472.1|ASTE	LOC6494452|XP_001960298.3|DANA
OG0000292	LOC118503100|XP_035891919.1|ASTE	LOC6493731|XP_001958325.1|DANA
OG0000293	LOC118505627|XP_035897593.1|ASTE	LOC6501519|XP_001955410.2|DANA, LOC6498632|XP_001963195.1|DANA, LOC6501517|XP_001955408.1|DANA
OG0000294	LOC118510955|XP_035909298.1|ASTE, LOC118510954|XP_035909293.1|ASTE	LOC6497754|XP_032307767.1|DANA
OG0000294	LOC118504855|XP_035895764.1|ASTE	LOC6504257|XP_014759219.1|DANA
OG0000295	LOC118510879|XP_035909139.1|ASTE	LOC6496353|XP_001960750.1|DANA, LOC6499085|XP_001955335.1|DANA, LOC6494103|XP_001960970.1|DANA, LOC26514191|XP_014763988.1|DANA
OG0000296	LOC118517585|XP_035919753.1|ASTE	LOC6506382|XP_001965161.1|DANA, LOC6507672|XP_001956122.1|DANA, LOC6505143|XP_001965431.1|DANA
OG0000299	LOC118505430|XP_035897097.1|ASTE	LOC6500377|XP_001953081.1|DANA, LOC116654477|XP_032306951.1|DANA, LOC6500374|XP_032306948.1|DANA
OG0000301	LOC118511253|XP_035909996.1|ASTE	LOC6495047|XP_001953453.3|DANA
OG0000301	LOC118514291|XP_035916946.1|ASTE	LOC6498131|XP_001962140.2|DANA
OG0000302	LOC118510778|XP_035908953.1|ASTE, LOC118510776|XP_035908938.1|ASTE, LOC118510775|XP_035908937.1|ASTE	LOC6506834|XP_001957147.2|DANA, LOC6493147|XP_001957148.1|DANA
OG0000303	LOC118507766|XP_035902676.1|ASTE	LOC6507146|XP_001956587.1|DANA, LOC26514940|XP_014759706.1|DANA, LOC6504533|XP_001964936.1|DANA
OG0000304	LOC118508384|XP_035904014.1|ASTE	LOC6505620|XP_014760730.1|DANA, LOC6505619|XP_001964587.1|DANA
OG0000305	LOC118507753|XP_035902656.1|ASTE	LOC6507100|XP_032310447.1|DANA
