Orthogroup	ASTE.longest_only	DMAU.longest_only
OG0000123	LOC118506463|XP_035899530.1|ASTE	LOC117136062|XP_033152602.1|DMAU, LOC117143860|XP_033164616.1|DMAU, LOC117143990|XP_033164824.1|DMAU, LOC117144271|XP_033165263.1|DMAU, LOC117144217|XP_033165162.1|DMAU
OG0000125	LOC118502975|XP_035891640.1|ASTE	LOC117143411|XP_033163996.1|DMAU
OG0000125	LOC118511794|XP_035911255.1|ASTE	LOC117143914|XP_033164718.1|DMAU
OG0000126	LOC118510666|XP_035908699.1|ASTE	LOC117143345|XP_033163901.1|DMAU, LOC117143550|XP_033164184.1|DMAU
OG0000127	LOC118506630|XP_035899894.1|ASTE, LOC118506629|XP_035899892.1|ASTE	LOC117145521|XP_033167104.1|DMAU, LOC117144375|XP_033165393.1|DMAU, LOC117145520|XP_033167103.1|DMAU, LOC117143556|XP_033164189.1|DMAU
OG0000128	LOC118516915|XP_035918646.1|ASTE, LOC118509094|XP_035905138.1|ASTE	LOC117137914|XP_033155550.1|DMAU, LOC117135481|XP_033151591.1|DMAU, LOC117145151|XP_033166582.1|DMAU
OG0000129	LOC118506636|XP_035899907.1|ASTE	LOC117148507|XP_033171802.1|DMAU, LOC117141699|XP_033161197.1|DMAU, LOC117150016|XP_033172785.1|DMAU, LOC117148506|XP_033171801.1|DMAU
OG0000130	LOC118507218|XP_035901212.1|ASTE	LOC117141215|XP_033160465.1|DMAU, LOC117139553|XP_033157837.1|DMAU, LOC117139598|XP_033157920.1|DMAU, LOC117139597|XP_033157919.1|DMAU
OG0000132	LOC118503160|XP_035892014.1|ASTE, LOC118502510|XP_035890646.1|ASTE	LOC117150677|XP_033173574.1|DMAU, LOC117150678|XP_033173575.1|DMAU, LOC117143533|XP_033164156.1|DMAU
OG0000134	LOC118502732|XP_035891190.1|ASTE	LOC117142577|XP_033162536.1|DMAU
OG0000134	LOC118514038|XP_035916413.1|ASTE	LOC117136536|XP_033153379.1|DMAU
OG0000136	LOC118508846|XP_035904490.1|ASTE, LOC118504821|XP_035895720.1|ASTE	LOC117146552|XP_033168740.1|DMAU
OG0000137	LOC118507552|XP_035902026.1|ASTE	LOC117142436|XP_033162288.1|DMAU
OG0000137	LOC118511893|XP_035911416.1|ASTE, LOC118512768|XP_035913566.1|ASTE, LOC118516694|XP_035918532.1|ASTE, LOC118516358|XP_035918086.1|ASTE	LOC117141313|XP_033160590.1|DMAU
OG0000137	LOC118509389|XP_035905827.1|ASTE	LOC117148624|XP_033172007.1|DMAU
OG0000140	LOC118512572|XP_035913082.1|ASTE, LOC118512573|XP_035913084.1|ASTE, LOC118512574|XP_035913086.1|ASTE, LOC118512579|XP_035913100.1|ASTE, LOC118512272|XP_035912354.1|ASTE	LOC117143412|XP_033163998.1|DMAU
OG0000141	LOC118513164|XP_035914504.1|ASTE	LOC117141456|XP_033160801.1|DMAU, LOC117142087|XP_033161860.1|DMAU, LOC117142084|XP_033161856.1|DMAU, LOC117142085|XP_033161857.1|DMAU
OG0000142	LOC118504509|XP_035894932.1|ASTE	LOC117144738|XP_033165981.1|DMAU
OG0000142	LOC118513535|XP_035915303.1|ASTE	LOC117141681|XP_033161169.1|DMAU
OG0000142	LOC118517327|XP_035919203.1|ASTE	LOC117147848|XP_033170815.1|DMAU
OG0000143	LOC118512636|XP_035913225.1|ASTE	LOC117139731|XP_033158159.1|DMAU
OG0000143	LOC118508535|XP_035904305.1|ASTE, LOC118508252|XP_035903758.1|ASTE, LOC118506266|XP_035899062.1|ASTE, LOC118506267|XP_035899063.1|ASTE	LOC117139733|XP_033158162.1|DMAU
OG0000144	LOC118504520|XP_035894945.1|ASTE	LOC117144371|XP_033165386.1|DMAU
OG0000144	LOC118517574|XP_035919714.1|ASTE	LOC117147010|XP_033169584.1|DMAU
OG0000144	LOC118514648|XP_035917567.1|ASTE, LOC118514649|XP_035917570.1|ASTE	LOC117135856|XP_033152266.1|DMAU
OG0000145	LOC118513794|XP_035915873.1|ASTE, LOC118513795|XP_035915874.1|ASTE	LOC117147647|XP_033170509.1|DMAU, LOC117150257|XP_033172947.1|DMAU, LOC117135678|XP_033151971.1|DMAU, LOC117135670|XP_033151960.1|DMAU
OG0000147	LOC118509851|XP_035906945.1|ASTE	LOC117151092|XP_033174231.1|DMAU
OG0000147	LOC118505553|XP_035897399.1|ASTE, LOC118505551|XP_035897397.1|ASTE	LOC117143658|XP_033164330.1|DMAU, LOC117143659|XP_033164331.1|DMAU
OG0000148	LOC118503637|XP_035893028.1|ASTE	LOC117139177|XP_033157236.1|DMAU
OG0000148	LOC118509198|XP_035905361.1|ASTE, LOC118517263|XP_035919130.1|ASTE, LOC118513557|XP_035915372.1|ASTE	LOC117150291|XP_033173002.1|DMAU
OG0000149	LOC118507680|XP_035902367.1|ASTE	LOC117135137|XP_033151085.1|DMAU, LOC117146834|XP_033169279.1|DMAU
OG0000152	LOC118513581|XP_035915437.1|ASTE, LOC118515234|XP_035917812.1|ASTE	LOC117144421|XP_033165454.1|DMAU, LOC117142213|XP_033161940.1|DMAU, LOC117144420|XP_033165453.1|DMAU, LOC117143305|XP_033163805.1|DMAU
OG0000153	LOC118505122|XP_035896329.1|ASTE	LOC117145368|XP_033166882.1|DMAU, LOC117143459|XP_033164062.1|DMAU, LOC117145283|XP_033166764.1|DMAU
OG0000154	LOC118503656|XP_035893072.1|ASTE, LOC118503653|XP_035893066.1|ASTE	LOC117144747|XP_033165993.1|DMAU, LOC117144748|XP_033165994.1|DMAU, LOC117142020|XP_033161776.1|DMAU
OG0000155	LOC118507321|XP_035901601.1|ASTE	LOC117140364|XP_033159110.1|DMAU, LOC117139054|XP_033157055.1|DMAU, LOC117139051|XP_033157046.1|DMAU
OG0000157	LOC118509510|XP_035906089.1|ASTE, LOC118509511|XP_035906090.1|ASTE	LOC117137965|XP_033155627.1|DMAU, LOC117136533|XP_033153373.1|DMAU, LOC117136385|XP_033153168.1|DMAU
OG0000158	LOC118508367|XP_035903982.1|ASTE, LOC118508366|XP_035903980.1|ASTE, LOC118504516|XP_035894941.1|ASTE, LOC118504508|XP_035894931.1|ASTE	LOC117136683|XP_033153585.1|DMAU, LOC117141776|XP_033161299.1|DMAU, LOC117142032|XP_033161788.1|DMAU
OG0000159	LOC118516537|XP_035918374.1|ASTE, LOC118506076|XP_035898635.1|ASTE, LOC118516538|XP_035918375.1|ASTE, LOC118506072|XP_035898627.1|ASTE	LOC117140892|XP_033159937.1|DMAU
OG0000159	LOC118516533|XP_035918367.1|ASTE, LOC118506074|XP_035898629.1|ASTE	LOC117140023|XP_033158644.1|DMAU, LOC117140741|XP_033159708.1|DMAU
OG0000160	LOC118506638|XP_035899912.1|ASTE, LOC118506639|XP_035899913.1|ASTE, LOC118506173|XP_035898837.1|ASTE, LOC118512315|XP_035912461.1|ASTE, LOC118506878|XP_035900521.1|ASTE, LOC118517712|XP_035920050.1|ASTE	LOC117144745|XP_033165989.1|DMAU, LOC117145350|XP_033166857.1|DMAU
OG0000162	LOC118510542|XP_035908395.1|ASTE, LOC118512639|XP_035913230.1|ASTE	LOC117141661|XP_033161142.1|DMAU, LOC117140399|XP_033159160.1|DMAU, LOC117150897|XP_033173929.1|DMAU, LOC117137456|XP_033154794.1|DMAU
OG0000163	LOC118503426|XP_035892559.1|ASTE, LOC118513177|XP_035914531.1|ASTE, LOC118513178|XP_035914532.1|ASTE, LOC118503428|XP_035892561.1|ASTE, LOC118503427|XP_035892560.1|ASTE	LOC117139035|XP_033157027.1|DMAU, LOC117148456|XP_033171722.1|DMAU, LOC117148012|XP_033171064.1|DMAU
OG0000165	LOC118509479|XP_035906014.1|ASTE, LOC118503125|XP_035891975.1|ASTE	LOC117147767|XP_033170691.1|DMAU, LOC117147766|XP_033170686.1|DMAU, LOC117146706|XP_033169010.1|DMAU, LOC117147765|XP_033170682.1|DMAU, LOC117147082|XP_033169736.1|DMAU, LOC117140115|XP_033158770.1|DMAU, LOC117138953|XP_033156885.1|DMAU
OG0000166	LOC118516432|XP_035918204.1|ASTE, LOC118509573|XP_035906232.1|ASTE	LOC117136305|XP_033153043.1|DMAU
OG0000166	LOC118509377|XP_035905811.1|ASTE, LOC118517322|XP_035919195.1|ASTE, LOC118512273|XP_035912355.1|ASTE	LOC117137310|XP_033154581.1|DMAU, LOC117136685|XP_033153587.1|DMAU
OG0000169	LOC118512165|XP_035912137.1|ASTE	LOC117142349|XP_033162159.1|DMAU
OG0000170	LOC118512459|XP_035912823.1|ASTE, LOC118512461|XP_035912824.1|ASTE, LOC118512457|XP_035912821.1|ASTE, LOC118512458|XP_035912822.1|ASTE	LOC117146709|XP_033169019.1|DMAU, LOC117146702|XP_033169006.1|DMAU
OG0000171	LOC118512486|XP_035912877.1|ASTE	LOC117147038|XP_033169654.1|DMAU
OG0000171	LOC118504537|XP_035895000.1|ASTE	LOC117145456|XP_033167034.1|DMAU
OG0000171	LOC118517651|XP_035919876.1|ASTE	LOC117147242|XP_033169948.1|DMAU
OG0000172	LOC118513117|XP_035914409.1|ASTE	LOC117139230|XP_033157322.1|DMAU
OG0000173	LOC118514581|XP_035917476.1|ASTE, LOC118514578|XP_035917474.1|ASTE	LOC117136023|XP_033152531.1|DMAU, LOC117136015|XP_033152523.1|DMAU
OG0000174	LOC118510691|XP_035908757.1|ASTE, LOC118510690|XP_035908756.1|ASTE, LOC118510692|XP_035908759.1|ASTE	LOC117136745|XP_033153667.1|DMAU, LOC117150423|XP_033173188.1|DMAU, LOC117136345|XP_033153099.1|DMAU
OG0000175	LOC118505676|XP_035897701.1|ASTE	LOC117142787|XP_033162870.1|DMAU
OG0000175	LOC118505455|XP_035897148.1|ASTE, LOC118505454|XP_035897147.1|ASTE, LOC118505456|XP_035897150.1|ASTE, LOC118505453|XP_035897146.1|ASTE	LOC117144302|XP_033165302.1|DMAU, LOC117144304|XP_033165306.1|DMAU
OG0000177	LOC118516399|XP_035918158.1|ASTE	LOC117147008|XP_033169581.1|DMAU
OG0000177	LOC118504483|XP_035894893.1|ASTE	LOC117142664|XP_033162687.1|DMAU
OG0000179	LOC118504068|XP_035894003.1|ASTE, LOC118504072|XP_035894011.1|ASTE	LOC117137126|XP_033154315.1|DMAU, LOC117137524|XP_033154903.1|DMAU
OG0000179	LOC118504074|XP_035894020.1|ASTE	LOC117150204|XP_033172886.1|DMAU
OG0000181	LOC118510422|XP_035908088.1|ASTE, LOC118510423|XP_035908089.1|ASTE, LOC118503395|XP_035892494.1|ASTE	LOC117143937|XP_033164745.1|DMAU, LOC117143612|XP_033164257.1|DMAU
OG0000182	LOC118507594|XP_035902154.1|ASTE	LOC117144452|XP_033165499.1|DMAU
OG0000182	LOC118507593|XP_035902153.1|ASTE	LOC117144451|XP_033165498.1|DMAU, LOC117144708|XP_033165939.1|DMAU
OG0000183	LOC118510271|XP_035907766.1|ASTE	LOC117146471|XP_033168598.1|DMAU, LOC117146037|XP_033167859.1|DMAU, LOC117140274|XP_033158992.1|DMAU, LOC117139576|XP_033157874.1|DMAU
OG0000184	LOC118514693|XP_035917642.1|ASTE, LOC118514692|XP_035917641.1|ASTE, LOC118514694|XP_035917643.1|ASTE, LOC118514679|XP_035917620.1|ASTE, LOC118507293|XP_035901544.1|ASTE, LOC118507291|XP_035901543.1|ASTE	LOC117140490|XP_033159344.1|DMAU, LOC117140485|XP_033159331.1|DMAU
OG0000185	LOC118514354|XP_035917069.1|ASTE	LOC117150992|XP_033174087.1|DMAU, LOC117138280|XP_033156140.1|DMAU, LOC117145545|XP_033167130.1|DMAU, LOC117138279|XP_033156139.1|DMAU
OG0000186	LOC118504849|XP_035895754.1|ASTE	LOC117146913|XP_033169429.1|DMAU, LOC117147989|XP_033171030.1|DMAU
OG0000188	LOC118502826|XP_035891438.1|ASTE, LOC118510018|XP_035907723.1|ASTE, LOC118515928|XP_035917972.1|ASTE, LOC118507968|XP_035903192.1|ASTE	LOC117145664|XP_033167286.1|DMAU, LOC117147369|XP_033170125.1|DMAU, LOC117148477|XP_033171743.1|DMAU
OG0000189	LOC118512655|XP_035913266.1|ASTE, LOC118517673|XP_035919957.1|ASTE	LOC117139329|XP_033157470.1|DMAU
OG0000189	LOC118506640|XP_035899914.1|ASTE	LOC117148689|XP_033172118.1|DMAU
OG0000190	LOC118510368|XP_035907979.1|ASTE	LOC117147745|XP_033170638.1|DMAU
OG0000190	LOC118504545|XP_035895041.1|ASTE	LOC117137771|XP_033155283.1|DMAU
OG0000191	LOC118512001|XP_035911636.1|ASTE	LOC117137066|XP_033154173.1|DMAU, LOC117137071|XP_033154191.1|DMAU
OG0000191	LOC118506505|XP_035899612.1|ASTE	LOC117137537|XP_033154923.1|DMAU
OG0000192	LOC118507017|XP_035900847.1|ASTE, LOC118507018|XP_035900848.1|ASTE, LOC118502769|XP_035891252.1|ASTE	LOC117146048|XP_033167879.1|DMAU, LOC117141944|XP_033161588.1|DMAU, LOC117140064|XP_033158701.1|DMAU
OG0000193	LOC118503852|XP_035893459.1|ASTE, LOC118508047|XP_035903392.1|ASTE	LOC117150527|XP_033173342.1|DMAU, LOC117150339|XP_033173078.1|DMAU, LOC117140153|XP_033158817.1|DMAU
OG0000196	LOC118514064|XP_035916463.1|ASTE, LOC118514063|XP_035916462.1|ASTE	LOC117144032|XP_033164889.1|DMAU
OG0000197	LOC118502626|XP_035890899.1|ASTE	LOC117146387|XP_033168451.1|DMAU
OG0000197	LOC118502627|XP_035890901.1|ASTE	LOC117146393|XP_033168458.1|DMAU
OG0000197	LOC118502628|XP_035890902.1|ASTE	LOC117146385|XP_033168447.1|DMAU
OG0000200	LOC118503806|XP_035893399.1|ASTE	LOC117145820|XP_033167513.1|DMAU, LOC117145823|XP_033167515.1|DMAU, LOC117145819|XP_033167512.1|DMAU, LOC117145821|XP_033167514.1|DMAU
OG0000201	LOC118510098|XP_035907420.1|ASTE, LOC118510099|XP_035907423.1|ASTE, LOC118513874|XP_035916073.1|ASTE, LOC118517092|XP_035918839.1|ASTE	LOC117143444|XP_033164043.1|DMAU, LOC117144712|XP_033165943.1|DMAU
OG0000202	LOC118506617|XP_035899877.1|ASTE	LOC117144721|XP_033165952.1|DMAU
OG0000203	LOC118507050|XP_035900904.1|ASTE	LOC117138105|XP_033155855.1|DMAU, LOC117137441|XP_033154768.1|DMAU, LOC117137427|XP_033154748.1|DMAU
OG0000205	LOC118508310|XP_035903863.1|ASTE, LOC118517532|XP_035919659.1|ASTE, LOC118517534|XP_035919661.1|ASTE, LOC118517536|XP_035919663.1|ASTE, LOC118517535|XP_035919662.1|ASTE, LOC118517533|XP_035919660.1|ASTE	LOC117145870|XP_033167583.1|DMAU, LOC117143509|XP_033164122.1|DMAU
OG0000206	LOC118503159|XP_035892013.1|ASTE	LOC117137672|XP_033155122.1|DMAU
OG0000206	LOC118517639|XP_035919843.1|ASTE	LOC117137013|XP_033154094.1|DMAU
OG0000207	LOC118503769|XP_035893332.1|ASTE	LOC117139821|XP_033158344.1|DMAU
OG0000210	LOC118510803|XP_035909015.1|ASTE	LOC117148567|XP_033171915.1|DMAU
OG0000211	LOC118505116|XP_035896320.1|ASTE	LOC117145473|XP_033167038.1|DMAU
OG0000212	LOC118514690|XP_035917639.1|ASTE, LOC118514687|XP_035917627.1|ASTE	LOC117140856|XP_033159879.1|DMAU, LOC117138969|XP_033156909.1|DMAU, LOC117149255|XP_033172652.1|DMAU
OG0000213	LOC118506169|XP_035898832.1|ASTE, LOC118502455|XP_035890578.1|ASTE, LOC118510026|XP_035907306.1|ASTE, LOC118507679|XP_035902364.1|ASTE	LOC117139533|XP_033157797.1|DMAU, LOC117136320|XP_033153061.1|DMAU
OG0000214	LOC118508206|XP_035903670.1|ASTE	LOC117147341|XP_033170091.1|DMAU, LOC117138656|XP_033156780.1|DMAU, LOC117143314|XP_033163848.1|DMAU
OG0000215	LOC118505358|XP_035896927.1|ASTE, LOC118506177|XP_035898842.1|ASTE	LOC117142080|XP_033161853.1|DMAU, LOC117141365|XP_033160663.1|DMAU, LOC117142079|XP_033161851.1|DMAU
OG0000216	LOC118514658|XP_035917584.1|ASTE	LOC117141029|XP_033160201.1|DMAU, LOC117147507|XP_033170307.1|DMAU
OG0000217	LOC118506853|XP_035900475.1|ASTE	LOC117147768|XP_033170693.1|DMAU
OG0000217	LOC118512344|XP_035912523.1|ASTE	LOC117148438|XP_033171701.1|DMAU
OG0000218	LOC118510059|XP_035907341.1|ASTE	LOC117141107|XP_033160323.1|DMAU, LOC117138468|XP_033156491.1|DMAU, LOC117138459|XP_033156479.1|DMAU
OG0000219	LOC118510240|XP_035907700.1|ASTE, LOC118517267|XP_035919133.1|ASTE	LOC117138685|XP_033156831.1|DMAU, LOC117138686|XP_033156834.1|DMAU, LOC117138684|XP_033156830.1|DMAU
OG0000220	LOC118510365|XP_035907967.1|ASTE, LOC118510359|XP_035907961.1|ASTE	LOC117141301|XP_033160572.1|DMAU, LOC117141150|XP_033160379.1|DMAU, LOC117140761|XP_033159733.1|DMAU
OG0000221	LOC118512893|XP_035913890.1|ASTE, LOC118512894|XP_035913899.1|ASTE	LOC117135692|XP_033151986.1|DMAU, LOC117145293|XP_033166775.1|DMAU, LOC117135691|XP_033151984.1|DMAU
OG0000222	LOC118508815|XP_035904449.1|ASTE	LOC117135617|XP_033151873.1|DMAU
OG0000224	LOC118512550|XP_035913028.1|ASTE, LOC118512555|XP_035913034.1|ASTE, LOC118510034|XP_035907315.1|ASTE, LOC118512553|XP_035913032.1|ASTE	LOC117135727|XP_033152061.1|DMAU
OG0000225	LOC118502418|XP_035890536.1|ASTE, LOC118504515|XP_035894940.1|ASTE	LOC117145999|XP_033167807.1|DMAU, LOC117145844|XP_033167548.1|DMAU, LOC117145666|XP_033167292.1|DMAU
OG0000226	LOC118506112|XP_035898708.1|ASTE	LOC117140773|XP_033159750.1|DMAU, LOC117140777|XP_033159753.1|DMAU, LOC117140902|XP_033159963.1|DMAU
OG0000228	LOC118507788|XP_035902717.1|ASTE	LOC117143249|XP_033163701.1|DMAU, LOC117143942|XP_033164764.1|DMAU, LOC117147937|XP_033170973.1|DMAU, LOC117143421|XP_033164018.1|DMAU
OG0000229	LOC118505141|XP_035896386.1|ASTE	LOC117145262|XP_033166737.1|DMAU, LOC117149943|XP_033172735.1|DMAU
OG0000229	LOC118505366|XP_035896957.1|ASTE	LOC117142733|XP_033162794.1|DMAU
OG0000230	LOC118511477|XP_035910508.1|ASTE, LOC118511480|XP_035910510.1|ASTE, LOC118511478|XP_035910509.1|ASTE, LOC118511476|XP_035910504.1|ASTE	LOC117135935|XP_033152403.1|DMAU, LOC117135936|XP_033152407.1|DMAU
OG0000232	LOC118503459|XP_035892635.1|ASTE	LOC117145154|XP_033166585.1|DMAU, LOC117136243|XP_033152939.1|DMAU, LOC117137867|XP_033155475.1|DMAU
OG0000233	LOC118508457|XP_035904152.1|ASTE	LOC117143948|XP_033164773.1|DMAU, LOC117144194|XP_033165134.1|DMAU, LOC117146078|XP_033167915.1|DMAU
OG0000235	LOC118504927|XP_035895913.1|ASTE	LOC117144736|XP_033165974.1|DMAU, LOC117144735|XP_033165973.1|DMAU, LOC117146022|XP_033167844.1|DMAU
OG0000236	LOC118507015|XP_035900844.1|ASTE	LOC117150606|XP_033173454.1|DMAU, LOC117150605|XP_033173453.1|DMAU, LOC117148440|XP_033171704.1|DMAU
OG0000237	LOC118512278|XP_035912368.1|ASTE	LOC117138096|XP_033155837.1|DMAU
OG0000237	LOC118511482|XP_035910512.1|ASTE	LOC117140546|XP_033159431.1|DMAU, LOC117141526|XP_033160948.1|DMAU
OG0000238	LOC118511649|XP_035910876.1|ASTE, LOC118511652|XP_035910881.1|ASTE	LOC117144055|XP_033164940.1|DMAU, LOC117150106|XP_033172829.1|DMAU, LOC117150477|XP_033173267.1|DMAU
OG0000239	LOC118504709|XP_035895435.1|ASTE	LOC117144888|XP_033166200.1|DMAU, LOC117144872|XP_033166172.1|DMAU
OG0000240	LOC118507974|XP_035903200.1|ASTE	LOC117144925|XP_033166267.1|DMAU, LOC117145389|XP_033166912.1|DMAU, LOC117144479|XP_033165550.1|DMAU
OG0000241	LOC118503481|XP_035892675.1|ASTE	LOC117142124|XP_033161911.1|DMAU
OG0000246	LOC118504838|XP_035895735.1|ASTE	LOC117138573|XP_033156635.1|DMAU
OG0000247	LOC118509414|XP_035905879.1|ASTE, LOC118509412|XP_035905877.1|ASTE, LOC118509413|XP_035905878.1|ASTE, LOC118509411|XP_035905875.1|ASTE	LOC117140007|XP_033158612.1|DMAU, LOC117140008|XP_033158614.1|DMAU
OG0000248	LOC118512667|XP_035913313.1|ASTE, LOC118512666|XP_035913311.1|ASTE	LOC117139863|XP_033158410.1|DMAU, LOC117140268|XP_033158985.1|DMAU, LOC117138142|XP_033155909.1|DMAU
OG0000249	LOC118510725|XP_035908828.1|ASTE	LOC117150556|XP_033173395.1|DMAU, LOC117150559|XP_033173398.1|DMAU, LOC117150554|XP_033173393.1|DMAU
OG0000250	LOC118508491|XP_035904202.1|ASTE	LOC117139577|XP_033157880.1|DMAU, LOC117148916|XP_033172530.1|DMAU, LOC117139570|XP_033157868.1|DMAU
OG0000251	LOC118505075|XP_035896254.1|ASTE	LOC117146436|XP_033168539.1|DMAU, LOC117136584|XP_033153448.1|DMAU, LOC117139259|XP_033157368.1|DMAU
OG0000255	LOC118504899|XP_035895857.1|ASTE	LOC117137687|XP_033155147.1|DMAU
OG0000256	LOC118509298|XP_035905630.1|ASTE	LOC117135939|XP_033152410.1|DMAU, LOC117137885|XP_033155505.1|DMAU
OG0000257	LOC118507286|XP_035901529.1|ASTE	LOC117137369|XP_033154663.1|DMAU
OG0000261	LOC118510512|XP_035908317.1|ASTE, LOC118516853|XP_035918607.1|ASTE, LOC118516854|XP_035918608.1|ASTE, LOC118510513|XP_035908318.1|ASTE	LOC117150196|XP_033172876.1|DMAU, LOC117150193|XP_033172866.1|DMAU, LOC117150195|XP_033172875.1|DMAU
OG0000262	LOC118512787|XP_035913596.1|ASTE	LOC117136031|XP_033152539.1|DMAU
OG0000263	LOC118513361|XP_035914886.1|ASTE	LOC117137798|XP_033155361.1|DMAU
OG0000263	LOC118513013|XP_035914180.1|ASTE	LOC117140366|XP_033159118.1|DMAU
OG0000264	LOC118507130|XP_035901042.1|ASTE	LOC117146720|XP_033169049.1|DMAU, LOC117147097|XP_033169754.1|DMAU, LOC117142318|XP_033162115.1|DMAU
OG0000267	LOC118506887|XP_035900544.1|ASTE, LOC118513471|XP_035915156.1|ASTE	LOC117145281|XP_033166760.1|DMAU, LOC117143457|XP_033164060.1|DMAU
OG0000268	LOC118502745|XP_035891203.1|ASTE	LOC117143294|XP_033163781.1|DMAU, LOC117143245|XP_033163697.1|DMAU
OG0000269	LOC118507820|XP_035902791.1|ASTE	LOC117143476|XP_033164081.1|DMAU
OG0000269	LOC118510294|XP_035907812.1|ASTE	LOC117144341|XP_033165345.1|DMAU
OG0000270	LOC118503824|XP_035893419.1|ASTE, LOC118510655|XP_035908672.1|ASTE, LOC118503826|XP_035893421.1|ASTE, LOC118503825|XP_035893420.1|ASTE, LOC118503827|XP_035893423.1|ASTE	LOC117138026|XP_033155725.1|DMAU
OG0000271	LOC118513311|XP_035914791.1|ASTE	LOC117135155|XP_033151106.1|DMAU, LOC117138108|XP_033155861.1|DMAU, LOC117135471|XP_033151575.1|DMAU
OG0000272	LOC118509040|XP_035904990.1|ASTE	LOC117146248|XP_033168076.1|DMAU
OG0000273	LOC118508518|XP_035904265.1|ASTE	LOC117145885|XP_033167610.1|DMAU, LOC117141021|XP_033160191.1|DMAU, LOC117145795|XP_033167472.1|DMAU
OG0000279	LOC118506563|XP_035899778.1|ASTE	LOC117140638|XP_033159568.1|DMAU, LOC117139217|XP_033157290.1|DMAU
OG0000280	LOC118512959|XP_035914076.1|ASTE	LOC117139360|XP_033157502.1|DMAU, LOC117139361|XP_033157503.1|DMAU, LOC117139359|XP_033157501.1|DMAU
OG0000281	LOC118509940|XP_035907165.1|ASTE	LOC117140279|XP_033158999.1|DMAU, LOC117147372|XP_033170132.1|DMAU, LOC117148532|XP_033171837.1|DMAU
OG0000282	LOC118502391|XP_035890506.1|ASTE	LOC117139167|XP_033157218.1|DMAU
OG0000283	LOC118507494|XP_035901916.1|ASTE	LOC117136969|XP_033154030.1|DMAU
OG0000283	LOC118502775|XP_035891299.1|ASTE, LOC118517383|XP_035919322.1|ASTE	LOC117143238|XP_033163679.1|DMAU
OG0000284	LOC118516654|XP_035918511.1|ASTE, LOC118513197|XP_035914577.1|ASTE, LOC118513227|XP_035914647.1|ASTE	LOC117144382|XP_033165409.1|DMAU
OG0000284	LOC118514629|XP_035917520.1|ASTE	LOC117140394|XP_033159156.1|DMAU
OG0000285	LOC118510124|XP_035907487.1|ASTE, LOC118510126|XP_035907489.1|ASTE, LOC118510125|XP_035907488.1|ASTE	LOC117136662|XP_033153554.1|DMAU
OG0000292	LOC118506849|XP_035900472.1|ASTE	LOC117137490|XP_033154860.1|DMAU
OG0000292	LOC118503100|XP_035891919.1|ASTE	LOC117141907|XP_033161512.1|DMAU
OG0000293	LOC118505627|XP_035897593.1|ASTE	LOC117144821|XP_033166094.1|DMAU, LOC117138682|XP_033156832.1|DMAU, LOC117144932|XP_033166276.1|DMAU
OG0000294	LOC118510955|XP_035909298.1|ASTE, LOC118510954|XP_035909293.1|ASTE	LOC117143280|XP_033163753.1|DMAU
OG0000294	LOC118504855|XP_035895764.1|ASTE	LOC117146675|XP_033168914.1|DMAU
OG0000295	LOC118510879|XP_035909139.1|ASTE	LOC117137937|XP_033155586.1|DMAU, LOC117136569|XP_033153416.1|DMAU
OG0000296	LOC118517585|XP_035919753.1|ASTE	LOC117143997|XP_033164839.1|DMAU, LOC117141636|XP_033161081.1|DMAU, LOC117146827|XP_033169271.1|DMAU
OG0000299	LOC118505430|XP_035897097.1|ASTE	LOC117142890|XP_033163055.1|DMAU, LOC117144562|XP_033165698.1|DMAU, LOC117144561|XP_033165697.1|DMAU
OG0000301	LOC118511253|XP_035909996.1|ASTE	LOC117146312|XP_033168252.1|DMAU
OG0000301	LOC118514291|XP_035916946.1|ASTE	LOC117140862|XP_033159892.1|DMAU
OG0000302	LOC118510778|XP_035908953.1|ASTE, LOC118510776|XP_035908938.1|ASTE, LOC118510775|XP_035908937.1|ASTE	LOC117139325|XP_033157461.1|DMAU, LOC117139326|XP_033157464.1|DMAU
OG0000303	LOC118507766|XP_035902676.1|ASTE	LOC117139138|XP_033157180.1|DMAU, LOC117147779|XP_033170707.1|DMAU, LOC117145523|XP_033167109.1|DMAU
OG0000304	LOC118508384|XP_035904014.1|ASTE	LOC117146079|XP_033167916.1|DMAU, LOC117146082|XP_033167921.1|DMAU, LOC117146081|XP_033167919.1|DMAU
OG0000305	LOC118507753|XP_035902656.1|ASTE	LOC117141048|XP_033160220.1|DMAU
OG0000306	LOC118512366|XP_035912608.1|ASTE	LOC117138031|XP_033155730.1|DMAU, LOC117137996|XP_033155674.1|DMAU, LOC117146961|XP_033169515.1|DMAU
OG0000307	LOC118510839|XP_035909059.1|ASTE	LOC117144000|XP_033164837.1|DMAU
OG0000307	LOC118502856|XP_035891454.1|ASTE	LOC117145978|XP_033167774.1|DMAU
OG0000310	LOC118513409|XP_035915008.1|ASTE	LOC117146780|XP_033169195.1|DMAU
OG0000311	LOC118504484|XP_035894895.1|ASTE	LOC117143608|XP_033164251.1|DMAU, LOC117144057|XP_033164955.1|DMAU, LOC117146440|XP_033168544.1|DMAU
OG0000312	LOC118517146|XP_035918899.1|ASTE, LOC118517151|XP_035918906.1|ASTE, LOC118513648|XP_035915608.1|ASTE	LOC117143754|XP_033164462.1|DMAU
