Orthogroup	ASTE.longest_only	BTRY.longest_only
OG0000096	LOC118514595|XP_035917485.1|ASTE	LOC120768952|XP_039951675.1|BTRY, LOC120768465|XP_039951102.1|BTRY, LOC120768467|XP_039951105.1|BTRY, LOC120768466|XP_039951104.1|BTRY, LOC120768468|XP_039951106.1|BTRY, LOC120767637|XP_039949738.1|BTRY, LOC120767636|XP_039949737.1|BTRY, LOC120769373|XP_039952272.1|BTRY, LOC120768601|XP_039951297.1|BTRY, LOC120769075|XP_039951869.1|BTRY, LOC120769214|XP_039952041.1|BTRY, LOC120769063|XP_039951852.1|BTRY, LOC120769257|XP_039952092.1|BTRY, LOC120768464|XP_039951101.1|BTRY, LOC120768463|XP_039951100.1|BTRY, LOC120769288|XP_039952142.1|BTRY
OG0000099	LOC118502385|XP_035890500.1|ASTE, LOC118506916|XP_035900604.1|ASTE, LOC118506914|XP_035900601.1|ASTE	LOC120773645|XP_039958586.1|BTRY, LOC120773585|XP_039958507.1|BTRY
OG0000101	LOC118510504|XP_035908303.1|ASTE	LOC120776874|XP_039963866.1|BTRY, LOC120776871|XP_039963862.1|BTRY, LOC120776875|XP_039963867.1|BTRY, LOC120776632|XP_039963382.1|BTRY, LOC120776631|XP_039963381.1|BTRY
OG0000102	LOC118509466|XP_035905987.1|ASTE, LOC118511833|XP_035911269.1|ASTE, LOC118509016|XP_035904927.1|ASTE, LOC118509017|XP_035904928.1|ASTE, LOC118511825|XP_035911262.1|ASTE, LOC118511824|XP_035911261.1|ASTE	LOC120770301|XP_039953601.1|BTRY, LOC120770302|XP_039953602.1|BTRY
OG0000102	LOC118504365|XP_035894655.1|ASTE	LOC120768179|XP_039950679.1|BTRY, LOC120768056|XP_039950507.1|BTRY, LOC120771676|XP_039955732.1|BTRY, LOC120777852|XP_039965328.1|BTRY
OG0000103	LOC118508203|XP_035903666.1|ASTE	LOC120777733|XP_039965157.1|BTRY, LOC120776555|XP_039963241.1|BTRY, LOC120771914|XP_039956135.1|BTRY, LOC120772128|XP_039956478.1|BTRY
OG0000105	LOC118506605|XP_035899865.1|ASTE	LOC120782639|XP_039970941.1|BTRY, LOC120767012|XP_039948769.1|BTRY, LOC120782189|XP_039970265.1|BTRY
OG0000108	LOC118509668|XP_035906547.1|ASTE, LOC118509663|XP_035906533.1|ASTE	LOC120779619|XP_039967901.1|BTRY, LOC120779612|XP_039967894.1|BTRY, LOC120781771|XP_039969936.1|BTRY, LOC120768462|XP_039951098.1|BTRY, LOC120779912|XP_039968191.1|BTRY, LOC120779795|XP_039968105.1|BTRY, LOC120779800|XP_039968109.1|BTRY, LOC120779519|XP_039967783.1|BTRY, LOC120767650|XP_039949753.1|BTRY, LOC120767830|XP_039950052.1|BTRY, LOC120781681|XP_039969836.1|BTRY, LOC120779714|XP_039968013.1|BTRY, LOC120769356|XP_039952251.1|BTRY, LOC120781559|XP_039969731.1|BTRY, LOC120781750|XP_039969915.1|BTRY
OG0000109	LOC118504419|XP_035894746.1|ASTE	LOC120768593|XP_039951288.1|BTRY
OG0000110	LOC118511309|XP_035910114.1|ASTE, LOC118511304|XP_035910107.1|ASTE	LOC120777572|XP_039964910.1|BTRY, LOC120778881|XP_039966858.1|BTRY, LOC120778906|XP_039966885.1|BTRY, LOC120777638|XP_039965025.1|BTRY
OG0000111	LOC118504874|XP_035895818.1|ASTE, LOC118503662|XP_035893080.1|ASTE, LOC118503161|XP_035892015.1|ASTE, LOC118504876|XP_035895821.1|ASTE, LOC118507965|XP_035903187.1|ASTE, LOC118507089|XP_035900970.1|ASTE, LOC118503024|XP_035891741.1|ASTE	LOC120771785|XP_039955913.1|BTRY, LOC120771525|XP_039955516.1|BTRY, LOC120771526|XP_039955517.1|BTRY, LOC120771524|XP_039955515.1|BTRY
OG0000112	LOC118509575|XP_035906237.1|ASTE, LOC118516425|XP_035918189.1|ASTE, LOC118509754|XP_035906778.1|ASTE	LOC120776060|XP_039962460.1|BTRY, LOC120773601|XP_039958533.1|BTRY, LOC120773600|XP_039958532.1|BTRY, LOC120773604|XP_039958538.1|BTRY, LOC120773603|XP_039958537.1|BTRY, LOC120773732|XP_039958723.1|BTRY
OG0000113	LOC118512990|XP_035914139.1|ASTE	LOC120771011|XP_039954717.1|BTRY, LOC120782768|XP_039971165.1|BTRY
OG0000117	LOC118502432|XP_035890553.1|ASTE, LOC118506535|XP_035899700.1|ASTE	LOC120769109|XP_039951905.1|BTRY, LOC120769110|XP_039951906.1|BTRY, LOC120769113|XP_039951909.1|BTRY, LOC120769111|XP_039951907.1|BTRY
OG0000118	LOC118502409|XP_035890526.1|ASTE	LOC120777410|XP_039964643.1|BTRY, LOC120774742|XP_039960431.1|BTRY
OG0000119	LOC118504397|XP_035894696.1|ASTE, LOC118507360|XP_035901665.1|ASTE, LOC118510253|XP_035907732.1|ASTE, LOC118504396|XP_035894695.1|ASTE	LOC120781461|XP_039969618.1|BTRY, LOC120779615|XP_039967898.1|BTRY, LOC120782241|XP_039970343.1|BTRY, LOC120772767|XP_039957513.1|BTRY, LOC120766714|XP_039948293.1|BTRY
OG0000120	LOC118509359|XP_035905774.1|ASTE	LOC120775661|XP_039961863.1|BTRY
OG0000120	LOC118512861|XP_035913838.1|ASTE	LOC120772192|XP_039956592.1|BTRY
OG0000121	LOC118504430|XP_035894762.1|ASTE	LOC120780196|XP_039968399.1|BTRY, LOC120780541|XP_039968740.1|BTRY, LOC120777121|XP_039964203.1|BTRY
OG0000122	LOC118502484|XP_035890608.1|ASTE	LOC120768461|XP_039951097.1|BTRY, LOC120771261|XP_039955113.1|BTRY, LOC120767410|XP_039949386.1|BTRY
OG0000123	LOC118506463|XP_035899530.1|ASTE	LOC120779679|XP_039968002.1|BTRY, LOC120779752|XP_039968092.1|BTRY
OG0000125	LOC118502975|XP_035891640.1|ASTE	LOC120779426|XP_039967569.1|BTRY
OG0000125	LOC118511794|XP_035911255.1|ASTE	LOC120770437|XP_039953842.1|BTRY
OG0000126	LOC118510666|XP_035908699.1|ASTE	LOC120774136|XP_039959456.1|BTRY
OG0000127	LOC118506630|XP_035899894.1|ASTE, LOC118506629|XP_035899892.1|ASTE	LOC120779597|XP_039967879.1|BTRY, LOC120779739|XP_039968050.1|BTRY
OG0000128	LOC118516915|XP_035918646.1|ASTE, LOC118509094|XP_035905138.1|ASTE	LOC120772126|XP_039956474.1|BTRY, LOC120771684|XP_039955749.1|BTRY, LOC120770982|XP_039954658.1|BTRY, LOC120770983|XP_039954659.1|BTRY, LOC120770984|XP_039954660.1|BTRY
OG0000129	LOC118506636|XP_035899907.1|ASTE	LOC120775214|XP_039961211.1|BTRY, LOC120767577|XP_039949656.1|BTRY
OG0000130	LOC118507218|XP_035901212.1|ASTE	LOC120777985|XP_039965558.1|BTRY
OG0000131	LOC118504381|XP_035894684.1|ASTE, LOC118507054|XP_035900909.1|ASTE, LOC118507053|XP_035900908.1|ASTE, LOC118502872|XP_035891473.1|ASTE, LOC118502877|XP_035891487.1|ASTE	LOC120777585|XP_039964937.1|BTRY, LOC120774653|XP_039960312.1|BTRY
OG0000132	LOC118503160|XP_035892014.1|ASTE, LOC118502510|XP_035890646.1|ASTE	LOC120767643|XP_039949749.1|BTRY, LOC120767644|XP_039949750.1|BTRY, LOC120768834|XP_039951523.1|BTRY
OG0000134	LOC118502732|XP_035891190.1|ASTE	LOC120774903|XP_039960709.1|BTRY
OG0000134	LOC118514038|XP_035916413.1|ASTE	LOC120768520|XP_039951184.1|BTRY
OG0000136	LOC118508846|XP_035904490.1|ASTE	LOC120778245|XP_039965939.1|BTRY
OG0000136	LOC118504821|XP_035895720.1|ASTE	LOC120780592|XP_039968785.1|BTRY, LOC120781818|XP_039969972.1|BTRY, LOC120781468|XP_039969628.1|BTRY, LOC120780326|XP_039968551.1|BTRY, LOC120781638|XP_039969802.1|BTRY, LOC120781457|XP_039969607.1|BTRY
OG0000136	LOC118508014|XP_035903292.1|ASTE	LOC120781598|XP_039969769.1|BTRY, LOC120780862|XP_039969031.1|BTRY, LOC120780658|XP_039968853.1|BTRY, LOC120780542|XP_039968737.1|BTRY, LOC120780833|XP_039969010.1|BTRY, LOC120781435|XP_039969589.1|BTRY, LOC120769215|XP_039952044.1|BTRY, LOC120780314|XP_039968541.1|BTRY, LOC120779746|XP_039968061.1|BTRY, LOC120768725|XP_039951432.1|BTRY, LOC120767796|XP_039949995.1|BTRY, LOC120771725|XP_039955814.1|BTRY, LOC120779819|XP_039968125.1|BTRY, LOC120774679|XP_039960344.1|BTRY, LOC120780941|XP_039969105.1|BTRY, LOC120779858|XP_039968149.1|BTRY, LOC120780828|XP_039969006.1|BTRY
OG0000137	LOC118507552|XP_035902026.1|ASTE	LOC120776700|XP_039963518.1|BTRY, LOC120767078|XP_039948875.1|BTRY
OG0000137	LOC118511893|XP_035911416.1|ASTE, LOC118512768|XP_035913566.1|ASTE, LOC118516694|XP_035918532.1|ASTE, LOC118516358|XP_035918086.1|ASTE	LOC120776444|XP_039963035.1|BTRY
OG0000141	LOC118513164|XP_035914504.1|ASTE	LOC120778104|XP_039965740.1|BTRY, LOC120778105|XP_039965741.1|BTRY, LOC120778041|XP_039965650.1|BTRY
OG0000142	LOC118504509|XP_035894932.1|ASTE	LOC120777727|XP_039965152.1|BTRY
OG0000142	LOC118513535|XP_035915303.1|ASTE	LOC120780350|XP_039968576.1|BTRY
OG0000142	LOC118517327|XP_035919203.1|ASTE	LOC120774337|XP_039959830.1|BTRY
OG0000143	LOC118512636|XP_035913225.1|ASTE	LOC120776475|XP_039963084.1|BTRY
OG0000144	LOC118504520|XP_035894945.1|ASTE	LOC120769364|XP_039952263.1|BTRY
OG0000144	LOC118517574|XP_035919714.1|ASTE	LOC120773797|XP_039958834.1|BTRY
OG0000144	LOC118514648|XP_035917567.1|ASTE, LOC118514649|XP_035917570.1|ASTE	LOC120768115|XP_039950597.1|BTRY
OG0000145	LOC118513794|XP_035915873.1|ASTE, LOC118513795|XP_035915874.1|ASTE	LOC120774460|XP_039960049.1|BTRY, LOC120767329|XP_039949207.1|BTRY, LOC120767331|XP_039949208.1|BTRY, LOC120767332|XP_039949209.1|BTRY
OG0000147	LOC118509851|XP_035906945.1|ASTE	LOC120769426|XP_039952342.1|BTRY
OG0000147	LOC118505553|XP_035897399.1|ASTE, LOC118505551|XP_035897397.1|ASTE	LOC120771570|XP_039955573.1|BTRY, LOC120771587|XP_039955596.1|BTRY
OG0000147	LOC118505552|XP_035897398.1|ASTE	LOC120771578|XP_039955585.1|BTRY
OG0000148	LOC118503637|XP_035893028.1|ASTE	LOC120767846|XP_039950077.1|BTRY
OG0000149	LOC118507680|XP_035902367.1|ASTE	LOC120774421|XP_039959984.1|BTRY, LOC120774650|XP_039960308.1|BTRY
OG0000152	LOC118513581|XP_035915437.1|ASTE, LOC118515234|XP_035917812.1|ASTE	LOC120780845|XP_039969021.1|BTRY
OG0000153	LOC118505122|XP_035896329.1|ASTE	LOC120778419|XP_039966138.1|BTRY, LOC120779362|XP_039967493.1|BTRY, LOC120766754|XP_039948361.1|BTRY
OG0000154	LOC118503656|XP_035893072.1|ASTE, LOC118503653|XP_035893066.1|ASTE	LOC120772834|XP_039957574.1|BTRY, LOC120781967|XP_039970078.1|BTRY, LOC120769548|XP_039952531.1|BTRY, LOC120769219|XP_039952049.1|BTRY, LOC120770124|XP_039953238.1|BTRY
OG0000155	LOC118507321|XP_035901601.1|ASTE	LOC120778597|XP_039966404.1|BTRY, LOC120778577|XP_039966374.1|BTRY, LOC120776977|XP_039964008.1|BTRY
OG0000157	LOC118509510|XP_035906089.1|ASTE, LOC118509511|XP_035906090.1|ASTE	LOC120771441|XP_039955380.1|BTRY, LOC120772567|XP_039957188.1|BTRY
OG0000158	LOC118508367|XP_035903982.1|ASTE, LOC118508366|XP_035903980.1|ASTE, LOC118504516|XP_035894941.1|ASTE, LOC118504508|XP_035894931.1|ASTE	LOC120778802|XP_039966738.1|BTRY, LOC120778186|XP_039965856.1|BTRY
OG0000159	LOC118516537|XP_035918374.1|ASTE, LOC118506076|XP_035898635.1|ASTE, LOC118516538|XP_035918375.1|ASTE, LOC118506072|XP_035898627.1|ASTE	LOC120777699|XP_039965108.1|BTRY
OG0000159	LOC118516533|XP_035918367.1|ASTE, LOC118506074|XP_035898629.1|ASTE	LOC120777576|XP_039964918.1|BTRY, LOC120776720|XP_039963559.1|BTRY
OG0000160	LOC118506638|XP_035899912.1|ASTE, LOC118506639|XP_035899913.1|ASTE, LOC118506173|XP_035898837.1|ASTE, LOC118512315|XP_035912461.1|ASTE, LOC118506878|XP_035900521.1|ASTE, LOC118517712|XP_035920050.1|ASTE	LOC120766240|XP_039947556.1|BTRY, LOC120766239|XP_039947555.1|BTRY
OG0000161	LOC118516980|XP_035918698.1|ASTE	LOC120779202|XP_039967408.1|BTRY
OG0000162	LOC118510542|XP_035908395.1|ASTE, LOC118512639|XP_035913230.1|ASTE	LOC120770752|XP_039954273.1|BTRY, LOC120767364|XP_039949270.1|BTRY
OG0000163	LOC118503426|XP_035892559.1|ASTE, LOC118513177|XP_035914531.1|ASTE, LOC118513178|XP_035914532.1|ASTE, LOC118503428|XP_035892561.1|ASTE, LOC118503427|XP_035892560.1|ASTE	LOC120779181|XP_039967359.1|BTRY, LOC120779180|XP_039967358.1|BTRY, LOC120768111|XP_039950592.1|BTRY
OG0000164	LOC118507409|XP_035901763.1|ASTE	LOC120770077|XP_039953153.1|BTRY, LOC120772817|XP_039957542.1|BTRY
OG0000165	LOC118509479|XP_035906014.1|ASTE, LOC118503125|XP_035891975.1|ASTE	LOC120774127|XP_039959433.1|BTRY
OG0000166	LOC118516432|XP_035918204.1|ASTE, LOC118509573|XP_035906232.1|ASTE	LOC120767345|XP_039949237.1|BTRY
OG0000169	LOC118512165|XP_035912137.1|ASTE	LOC120766587|XP_039948125.1|BTRY
OG0000170	LOC118512459|XP_035912823.1|ASTE, LOC118512461|XP_035912824.1|ASTE, LOC118512457|XP_035912821.1|ASTE, LOC118512458|XP_035912822.1|ASTE	LOC120767715|XP_039949846.1|BTRY
OG0000171	LOC118512486|XP_035912877.1|ASTE	LOC120767977|XP_039950322.1|BTRY
OG0000171	LOC118504537|XP_035895000.1|ASTE	LOC120768796|XP_039951486.1|BTRY
OG0000171	LOC118517651|XP_035919876.1|ASTE	LOC120773413|XP_039958216.1|BTRY
OG0000172	LOC118513117|XP_035914409.1|ASTE	LOC120776604|XP_039963324.1|BTRY
OG0000173	LOC118514585|XP_035917481.1|ASTE	LOC120776095|XP_039962512.1|BTRY, LOC120774770|XP_039960477.1|BTRY
OG0000173	LOC118514581|XP_035917476.1|ASTE, LOC118514578|XP_035917474.1|ASTE	LOC120772884|XP_039957670.1|BTRY, LOC120773101|XP_039958006.1|BTRY, LOC120771542|XP_039955532.1|BTRY, LOC120771540|XP_039955529.1|BTRY
OG0000174	LOC118510691|XP_035908757.1|ASTE, LOC118510690|XP_035908756.1|ASTE, LOC118510692|XP_035908759.1|ASTE	LOC120777895|XP_039965400.1|BTRY, LOC120771256|XP_039955107.1|BTRY, LOC120770120|XP_039953233.1|BTRY
OG0000175	LOC118505676|XP_035897701.1|ASTE	LOC120766532|XP_039948037.1|BTRY
OG0000175	LOC118505455|XP_035897148.1|ASTE, LOC118505454|XP_035897147.1|ASTE, LOC118505456|XP_035897150.1|ASTE, LOC118505453|XP_035897146.1|ASTE	LOC120776096|XP_039962518.1|BTRY, LOC120776103|XP_039962530.1|BTRY
OG0000177	LOC118516399|XP_035918158.1|ASTE	LOC120776080|XP_039962483.1|BTRY
OG0000177	LOC118504483|XP_035894893.1|ASTE	LOC120775458|XP_039961580.1|BTRY
OG0000178	LOC118514409|XP_035917182.1|ASTE, LOC118514408|XP_035917181.1|ASTE, LOC118509457|XP_035905970.1|ASTE, LOC118513496|XP_035915234.1|ASTE, LOC118513497|XP_035915235.1|ASTE, LOC118513498|XP_035915236.1|ASTE, LOC118513495|XP_035915232.1|ASTE	LOC120770276|XP_039953524.1|BTRY, LOC120770275|XP_039953523.1|BTRY, LOC120770274|XP_039953522.1|BTRY, LOC120770268|XP_039953516.1|BTRY, LOC120770273|XP_039953520.1|BTRY, LOC120770272|XP_039953519.1|BTRY, LOC120770269|XP_039953517.1|BTRY, LOC120770277|XP_039953525.1|BTRY, LOC120779296|XP_039967443.1|BTRY, LOC120770271|XP_039953518.1|BTRY
OG0000179	LOC118504068|XP_035894003.1|ASTE, LOC118504072|XP_035894011.1|ASTE	LOC120771923|XP_039956148.1|BTRY, LOC120772290|XP_039956734.1|BTRY
OG0000179	LOC118504074|XP_035894020.1|ASTE	LOC120770495|XP_039953948.1|BTRY
OG0000181	LOC118510422|XP_035908088.1|ASTE, LOC118510423|XP_035908089.1|ASTE, LOC118503395|XP_035892494.1|ASTE	LOC120771514|XP_039955506.1|BTRY, LOC120777160|XP_039964241.1|BTRY
OG0000182	LOC118507594|XP_035902154.1|ASTE	LOC120766634|XP_039948186.1|BTRY, LOC120766685|XP_039948264.1|BTRY
OG0000182	LOC118507593|XP_035902153.1|ASTE	LOC120779196|XP_039967400.1|BTRY, LOC120779187|XP_039967387.1|BTRY
OG0000183	LOC118510271|XP_035907766.1|ASTE	LOC120777123|XP_039964200.1|BTRY, LOC120769501|XP_039952467.1|BTRY
OG0000184	LOC118514693|XP_035917642.1|ASTE, LOC118514692|XP_035917641.1|ASTE, LOC118514694|XP_035917643.1|ASTE, LOC118514679|XP_035917620.1|ASTE, LOC118507293|XP_035901544.1|ASTE, LOC118507291|XP_035901543.1|ASTE	LOC120768418|XP_039951033.1|BTRY, LOC120769400|XP_039952310.1|BTRY, LOC120769399|XP_039952309.1|BTRY
OG0000186	LOC118504849|XP_035895754.1|ASTE	LOC120775336|XP_039961412.1|BTRY
OG0000188	LOC118502826|XP_035891438.1|ASTE, LOC118510018|XP_035907723.1|ASTE, LOC118515928|XP_035917972.1|ASTE, LOC118507968|XP_035903192.1|ASTE	LOC120780585|XP_039968777.1|BTRY, LOC120780913|XP_039969078.1|BTRY, LOC120780943|XP_039969107.1|BTRY, LOC120780096|XP_039968307.1|BTRY, LOC120780378|XP_039968601.1|BTRY
OG0000189	LOC118512655|XP_035913266.1|ASTE, LOC118517673|XP_035919957.1|ASTE	LOC120767237|XP_039949011.1|BTRY
OG0000189	LOC118506640|XP_035899914.1|ASTE	LOC120773446|XP_039958265.1|BTRY
OG0000190	LOC118510368|XP_035907979.1|ASTE	LOC120774124|XP_039959427.1|BTRY
OG0000190	LOC118504545|XP_035895041.1|ASTE	LOC120772093|XP_039956433.1|BTRY
OG0000191	LOC118512001|XP_035911636.1|ASTE	LOC120772720|XP_039957402.1|BTRY
OG0000191	LOC118506505|XP_035899612.1|ASTE	LOC120772946|XP_039957783.1|BTRY
OG0000192	LOC118507017|XP_035900847.1|ASTE, LOC118507018|XP_035900848.1|ASTE, LOC118502769|XP_035891252.1|ASTE	LOC120775910|XP_039962236.1|BTRY, LOC120778623|XP_039966441.1|BTRY
OG0000193	LOC118503852|XP_035893459.1|ASTE, LOC118508047|XP_035903392.1|ASTE	LOC120773382|XP_039958146.1|BTRY, LOC120778523|XP_039966292.1|BTRY, LOC120778553|XP_039966338.1|BTRY, LOC120776581|XP_039963282.1|BTRY
OG0000196	LOC118514064|XP_035916463.1|ASTE, LOC118514063|XP_035916462.1|ASTE	LOC120767855|XP_039950093.1|BTRY
OG0000197	LOC118502626|XP_035890899.1|ASTE	LOC120779405|XP_039967537.1|BTRY
OG0000197	LOC118502627|XP_035890901.1|ASTE	LOC120775973|XP_039962330.1|BTRY
OG0000197	LOC118502628|XP_035890902.1|ASTE	LOC120774303|XP_039959768.1|BTRY, LOC120775720|XP_039961965.1|BTRY
OG0000200	LOC118503806|XP_035893399.1|ASTE	LOC120779631|XP_039967916.1|BTRY
OG0000201	LOC118510098|XP_035907420.1|ASTE, LOC118510099|XP_035907423.1|ASTE, LOC118513874|XP_035916073.1|ASTE, LOC118517092|XP_035918839.1|ASTE	LOC120776329|XP_039962793.1|BTRY, LOC120776328|XP_039962792.1|BTRY, LOC120766475|XP_039947951.1|BTRY, LOC120782423|XP_039970609.1|BTRY
OG0000202	LOC118506617|XP_035899877.1|ASTE	LOC120778690|XP_039966574.1|BTRY
OG0000203	LOC118507050|XP_035900904.1|ASTE	LOC120772587|XP_039957228.1|BTRY
OG0000205	LOC118508310|XP_035903863.1|ASTE, LOC118517532|XP_035919659.1|ASTE, LOC118517534|XP_035919661.1|ASTE, LOC118517536|XP_035919663.1|ASTE, LOC118517535|XP_035919662.1|ASTE, LOC118517533|XP_035919660.1|ASTE	LOC120782796|XP_039971206.1|BTRY, LOC120774023|XP_039959249.1|BTRY
OG0000206	LOC118503159|XP_035892013.1|ASTE	LOC120771891|XP_039956094.1|BTRY
OG0000206	LOC118517639|XP_035919843.1|ASTE	LOC120772780|XP_039957492.1|BTRY
OG0000210	LOC118510803|XP_035909015.1|ASTE	LOC120774794|XP_039960515.1|BTRY
OG0000211	LOC118505116|XP_035896320.1|ASTE	LOC120766505|XP_039947996.1|BTRY
OG0000212	LOC118514690|XP_035917639.1|ASTE, LOC118514687|XP_035917627.1|ASTE	LOC120767923|XP_039950216.1|BTRY, LOC120767979|XP_039950325.1|BTRY
OG0000213	LOC118506169|XP_035898832.1|ASTE, LOC118502455|XP_035890578.1|ASTE, LOC118510026|XP_035907306.1|ASTE, LOC118507679|XP_035902364.1|ASTE	LOC120776613|XP_039963337.1|BTRY, LOC120772140|XP_039956500.1|BTRY
OG0000214	LOC118508206|XP_035903670.1|ASTE	LOC120773826|XP_039958873.1|BTRY, LOC120771411|XP_039955323.1|BTRY, LOC120772748|XP_039957444.1|BTRY
OG0000215	LOC118505358|XP_035896927.1|ASTE, LOC118506177|XP_035898842.1|ASTE	LOC120777620|XP_039965003.1|BTRY, LOC120779185|XP_039967381.1|BTRY, LOC120779184|XP_039967377.1|BTRY
OG0000216	LOC118514658|XP_035917584.1|ASTE	LOC120779121|XP_039967248.1|BTRY
OG0000217	LOC118506853|XP_035900475.1|ASTE	LOC120774184|XP_039959539.1|BTRY
OG0000217	LOC118512344|XP_035912523.1|ASTE	LOC120774183|XP_039959537.1|BTRY
OG0000219	LOC118510240|XP_035907700.1|ASTE, LOC118517267|XP_035919133.1|ASTE	LOC120771679|XP_039955736.1|BTRY, LOC120770516|XP_039953988.1|BTRY, LOC120770951|XP_039954598.1|BTRY
OG0000220	LOC118510365|XP_035907967.1|ASTE, LOC118510359|XP_035907961.1|ASTE	LOC120777893|XP_039965397.1|BTRY, LOC120777745|XP_039965172.1|BTRY
OG0000221	LOC118512893|XP_035913890.1|ASTE, LOC118512894|XP_035913899.1|ASTE	LOC120772685|XP_039957356.1|BTRY, LOC120771418|XP_039955333.1|BTRY
OG0000222	LOC118508805|XP_035904419.1|ASTE	LOC120768249|XP_039950775.1|BTRY, LOC120768098|XP_039950574.1|BTRY
OG0000222	LOC118508815|XP_035904449.1|ASTE	LOC120768102|XP_039950581.1|BTRY
OG0000224	LOC118512550|XP_035913028.1|ASTE, LOC118512555|XP_035913034.1|ASTE, LOC118510034|XP_035907315.1|ASTE, LOC118512553|XP_035913032.1|ASTE	LOC120770843|XP_039954373.1|BTRY
OG0000225	LOC118502418|XP_035890536.1|ASTE, LOC118504515|XP_035894940.1|ASTE	LOC120766328|XP_039947686.1|BTRY, LOC120766993|XP_039948731.1|BTRY
OG0000226	LOC118506112|XP_035898708.1|ASTE	LOC120776785|XP_039963705.1|BTRY, LOC120769020|XP_039951796.1|BTRY, LOC120776783|XP_039963703.1|BTRY, LOC120769079|XP_039951872.1|BTRY, LOC120776784|XP_039963704.1|BTRY
OG0000228	LOC118507788|XP_035902717.1|ASTE	LOC120780327|XP_039968554.1|BTRY
OG0000229	LOC118505141|XP_035896386.1|ASTE	LOC120778329|XP_039966059.1|BTRY, LOC120766410|XP_039947795.1|BTRY
OG0000229	LOC118505366|XP_035896957.1|ASTE	LOC120770932|XP_039954575.1|BTRY
OG0000230	LOC118511477|XP_035910508.1|ASTE, LOC118511480|XP_035910510.1|ASTE, LOC118511478|XP_035910509.1|ASTE, LOC118511476|XP_035910504.1|ASTE	LOC120772379|XP_039956903.1|BTRY, LOC120773112|XP_039958040.1|BTRY, LOC120773115|XP_039958041.1|BTRY, LOC120773111|XP_039958039.1|BTRY, LOC120772380|XP_039956905.1|BTRY, LOC120772381|XP_039956906.1|BTRY
OG0000232	LOC118503459|XP_035892635.1|ASTE	LOC120780393|XP_039968613.1|BTRY
OG0000233	LOC118508457|XP_035904152.1|ASTE	LOC120782482|XP_039970713.1|BTRY, LOC120766915|XP_039948595.1|BTRY, LOC120766893|XP_039948577.1|BTRY
OG0000235	LOC118504927|XP_035895913.1|ASTE	LOC120766205|XP_039947506.1|BTRY
OG0000236	LOC118507015|XP_035900844.1|ASTE	LOC120779324|XP_039967460.1|BTRY
OG0000237	LOC118512278|XP_035912368.1|ASTE, LOC118511482|XP_035910512.1|ASTE	LOC120770026|XP_039953060.1|BTRY
OG0000238	LOC118511649|XP_035910876.1|ASTE, LOC118511652|XP_035910881.1|ASTE	LOC120767817|XP_039950032.1|BTRY, LOC120767816|XP_039950029.1|BTRY, LOC120767818|XP_039950033.1|BTRY
OG0000239	LOC118504707|XP_035895433.1|ASTE, LOC118504706|XP_035895432.1|ASTE, LOC118504708|XP_035895434.1|ASTE	LOC120781741|XP_039969908.1|BTRY
OG0000239	LOC118504709|XP_035895435.1|ASTE	LOC120782210|XP_039970302.1|BTRY, LOC120782212|XP_039970305.1|BTRY
OG0000240	LOC118507974|XP_035903200.1|ASTE	LOC120766348|XP_039947708.1|BTRY, LOC120767708|XP_039949841.1|BTRY
OG0000241	LOC118503481|XP_035892675.1|ASTE	LOC120776535|XP_039963203.1|BTRY
OG0000242	LOC118510854|XP_035909081.1|ASTE	LOC120779602|XP_039967884.1|BTRY, LOC120781582|XP_039969749.1|BTRY
OG0000245	LOC118502554|XP_035890743.1|ASTE	LOC120780702|XP_039968896.1|BTRY, LOC120780537|XP_039968733.1|BTRY, LOC120781608|XP_039969778.1|BTRY, LOC120777039|XP_039964089.1|BTRY, LOC120781581|XP_039969752.1|BTRY, LOC120780119|XP_039968335.1|BTRY, LOC120780536|XP_039968730.1|BTRY, LOC120771616|XP_039955639.1|BTRY, LOC120771332|XP_039955211.1|BTRY, LOC120771765|XP_039955882.1|BTRY, LOC120779636|XP_039967919.1|BTRY, LOC120780939|XP_039969103.1|BTRY, LOC120768369|XP_039950969.1|BTRY, LOC120780788|XP_039968971.1|BTRY, LOC120774779|XP_039960486.1|BTRY, LOC120774590|XP_039960255.1|BTRY, LOC120770638|XP_039954172.1|BTRY, LOC120779432|XP_039967599.1|BTRY, LOC120772064|XP_039956423.1|BTRY, LOC120766758|XP_039948366.1|BTRY, LOC120780544|XP_039968739.1|BTRY, LOC120781183|XP_039969240.1|BTRY
OG0000245	LOC118512670|XP_035913321.1|ASTE	LOC120781831|XP_039969986.1|BTRY
OG0000245	LOC118506141|XP_035898785.1|ASTE	LOC120776068|XP_039962466.1|BTRY, LOC120769715|XP_039952788.1|BTRY, LOC120774861|XP_039960623.1|BTRY, LOC120768305|XP_039950874.1|BTRY
OG0000246	LOC118504838|XP_035895735.1|ASTE	LOC120771164|XP_039954981.1|BTRY, LOC120772367|XP_039956870.1|BTRY
OG0000247	LOC118509414|XP_035905879.1|ASTE, LOC118509412|XP_035905877.1|ASTE, LOC118509413|XP_035905878.1|ASTE, LOC118509411|XP_035905875.1|ASTE	LOC120776691|XP_039963508.1|BTRY
OG0000248	LOC118512667|XP_035913313.1|ASTE, LOC118512666|XP_035913311.1|ASTE	LOC120777084|XP_039964150.1|BTRY, LOC120777085|XP_039964152.1|BTRY
