Orthogroup	ASTE.longest_only	DNOV.longest_only
OG0000126	LOC118510666|XP_035908699.1|ASTE	LOC115763320|XP_030561680.1|DNOV, LOC115759005|XP_030555672.1|DNOV, LOC115759108|XP_030555807.1|DNOV
OG0000127	LOC118506630|XP_035899894.1|ASTE, LOC118506629|XP_035899892.1|ASTE	LOC115761512|XP_030559141.1|DNOV, LOC115761427|XP_030559046.1|DNOV, LOC115761374|XP_030558985.1|DNOV
OG0000128	LOC118516915|XP_035918646.1|ASTE, LOC118509094|XP_035905138.1|ASTE	LOC115763691|XP_030562236.1|DNOV, LOC115764129|XP_030562860.1|DNOV, LOC115771969|XP_030573747.1|DNOV, LOC115763858|XP_030562496.1|DNOV
OG0000129	LOC118506636|XP_035899907.1|ASTE	LOC115768023|XP_030568300.1|DNOV, LOC115769838|XP_030570672.1|DNOV, LOC115769679|XP_030570455.1|DNOV, LOC115768022|XP_030568299.1|DNOV
OG0000130	LOC118507218|XP_035901212.1|ASTE	LOC115769661|XP_030570434.1|DNOV, LOC115769320|XP_030569913.1|DNOV, LOC115769811|XP_030570640.1|DNOV, LOC115769841|XP_030570675.1|DNOV, LOC115769747|XP_030570548.1|DNOV, LOC115769845|XP_030570681.1|DNOV, LOC115769660|XP_030570433.1|DNOV
OG0000132	LOC118503160|XP_035892014.1|ASTE, LOC118502510|XP_035890646.1|ASTE	LOC115760166|XP_030557246.1|DNOV, LOC115759623|XP_030556467.1|DNOV
OG0000134	LOC118502732|XP_035891190.1|ASTE	LOC115757657|XP_030553830.1|DNOV
OG0000134	LOC118514038|XP_035916413.1|ASTE	LOC115759801|XP_030556744.1|DNOV
OG0000136	LOC118508846|XP_035904490.1|ASTE, LOC118504821|XP_035895720.1|ASTE	LOC115757764|XP_030554048.1|DNOV
OG0000137	LOC118507552|XP_035902026.1|ASTE	LOC115768079|XP_030568404.1|DNOV, LOC115764130|XP_030562861.1|DNOV
OG0000137	LOC118511893|XP_035911416.1|ASTE, LOC118512768|XP_035913566.1|ASTE, LOC118516694|XP_035918532.1|ASTE, LOC118516358|XP_035918086.1|ASTE	LOC115771032|XP_030572427.1|DNOV
OG0000140	LOC118512572|XP_035913082.1|ASTE, LOC118512573|XP_035913084.1|ASTE, LOC118512574|XP_035913086.1|ASTE, LOC118512579|XP_035913100.1|ASTE, LOC118512272|XP_035912354.1|ASTE	LOC115771802|XP_030573533.1|DNOV, LOC115760835|XP_030558234.1|DNOV, LOC115760836|XP_030558236.1|DNOV, LOC115758864|XP_030555518.1|DNOV
OG0000141	LOC118513164|XP_035914504.1|ASTE	LOC115769898|XP_030570779.1|DNOV, LOC115769899|XP_030570780.1|DNOV, LOC115769900|XP_030570781.1|DNOV
OG0000142	LOC118504509|XP_035894932.1|ASTE	LOC115770626|XP_030571829.1|DNOV
OG0000142	LOC118513535|XP_035915303.1|ASTE	LOC115760359|XP_030557508.1|DNOV, LOC115760416|XP_030557579.1|DNOV
OG0000142	LOC118517327|XP_035919203.1|ASTE	LOC115767833|XP_030568035.1|DNOV
OG0000143	LOC118512636|XP_035913225.1|ASTE	LOC115769511|XP_030570205.1|DNOV
OG0000143	LOC118508535|XP_035904305.1|ASTE, LOC118508252|XP_035903758.1|ASTE, LOC118506266|XP_035899062.1|ASTE, LOC118506267|XP_035899063.1|ASTE	LOC115769830|XP_030570664.1|DNOV
OG0000144	LOC118504520|XP_035894945.1|ASTE	LOC115764707|XP_030563766.1|DNOV
OG0000144	LOC118517574|XP_035919714.1|ASTE	LOC115765151|XP_030564416.1|DNOV
OG0000144	LOC118514648|XP_035917567.1|ASTE, LOC118514649|XP_035917570.1|ASTE	LOC115759963|XP_030556972.1|DNOV
OG0000145	LOC118513794|XP_035915873.1|ASTE, LOC118513795|XP_035915874.1|ASTE	LOC115765270|XP_030564620.1|DNOV, LOC115760146|XP_030557215.1|DNOV, LOC115760147|XP_030557216.1|DNOV, LOC115760148|XP_030557217.1|DNOV
OG0000147	LOC118509851|XP_035906945.1|ASTE	LOC115765501|XP_030564973.1|DNOV
OG0000147	LOC118505553|XP_035897399.1|ASTE, LOC118505551|XP_035897397.1|ASTE	LOC115763989|XP_030562661.1|DNOV, LOC115763990|XP_030562666.1|DNOV
OG0000148	LOC118503637|XP_035893028.1|ASTE	LOC115759976|XP_030556989.1|DNOV
OG0000148	LOC118509198|XP_035905361.1|ASTE, LOC118517263|XP_035919130.1|ASTE, LOC118513557|XP_035915372.1|ASTE	LOC115763251|XP_030561588.1|DNOV
OG0000149	LOC118507680|XP_035902367.1|ASTE	LOC115758472|XP_030555008.1|DNOV, LOC115768180|XP_030568547.1|DNOV
OG0000152	LOC118513581|XP_035915437.1|ASTE, LOC118515234|XP_035917812.1|ASTE	LOC115764961|XP_030564145.1|DNOV, LOC115764965|XP_030564150.1|DNOV, LOC115765069|XP_030564304.1|DNOV
OG0000153	LOC118505122|XP_035896329.1|ASTE	LOC115764667|XP_030563715.1|DNOV, LOC115764744|XP_030563820.1|DNOV, LOC115764661|XP_030563707.1|DNOV
OG0000154	LOC118503656|XP_035893072.1|ASTE, LOC118503653|XP_035893066.1|ASTE	LOC115768636|XP_030569165.1|DNOV, LOC115770295|XP_030571391.1|DNOV
OG0000155	LOC118507321|XP_035901601.1|ASTE	LOC115770985|XP_030572334.1|DNOV, LOC115771041|XP_030572440.1|DNOV, LOC115771139|XP_030572570.1|DNOV
OG0000157	LOC118509510|XP_035906089.1|ASTE, LOC118509511|XP_035906090.1|ASTE	LOC115760246|XP_030557364.1|DNOV, LOC115761803|XP_030559609.1|DNOV, LOC115758115|XP_030554513.1|DNOV
OG0000158	LOC118508367|XP_035903982.1|ASTE, LOC118508366|XP_035903980.1|ASTE, LOC118504516|XP_035894941.1|ASTE, LOC118504508|XP_035894931.1|ASTE	LOC115766606|XP_030566453.1|DNOV, LOC115770345|XP_030571443.1|DNOV, LOC115770346|XP_030571444.1|DNOV
OG0000159	LOC118516537|XP_035918374.1|ASTE, LOC118506076|XP_035898635.1|ASTE, LOC118516538|XP_035918375.1|ASTE, LOC118506072|XP_035898627.1|ASTE	LOC115771513|XP_030573108.1|DNOV
OG0000159	LOC118516533|XP_035918367.1|ASTE, LOC118506074|XP_035898629.1|ASTE	LOC115769762|XP_030570577.1|DNOV, LOC115770281|XP_030571370.1|DNOV
OG0000160	LOC118506638|XP_035899912.1|ASTE, LOC118506639|XP_035899913.1|ASTE, LOC118506173|XP_035898837.1|ASTE, LOC118512315|XP_035912461.1|ASTE, LOC118506878|XP_035900521.1|ASTE, LOC118517712|XP_035920050.1|ASTE	LOC115771865|XP_030573605.1|DNOV, LOC115772049|XP_030573849.1|DNOV
OG0000162	LOC118510542|XP_035908395.1|ASTE, LOC118512639|XP_035913230.1|ASTE	LOC115763281|XP_030561619.1|DNOV, LOC115763200|XP_030561523.1|DNOV, LOC115763201|XP_030561525.1|DNOV, LOC115765477|XP_030564918.1|DNOV
OG0000163	LOC118503426|XP_035892559.1|ASTE, LOC118513177|XP_035914531.1|ASTE, LOC118513178|XP_035914532.1|ASTE, LOC118503428|XP_035892561.1|ASTE, LOC118503427|XP_035892560.1|ASTE	LOC115758981|XP_030555644.1|DNOV, LOC115764662|XP_030563708.1|DNOV
OG0000165	LOC118509479|XP_035906014.1|ASTE, LOC118503125|XP_035891975.1|ASTE	LOC115767822|XP_030568021.1|DNOV, LOC115763724|XP_030562278.1|DNOV
OG0000166	LOC118516432|XP_035918204.1|ASTE, LOC118509573|XP_035906232.1|ASTE	LOC115760996|XP_030558467.1|DNOV
OG0000166	LOC118509377|XP_035905811.1|ASTE, LOC118517322|XP_035919195.1|ASTE, LOC118512273|XP_035912355.1|ASTE	LOC115758455|XP_030554986.1|DNOV, LOC115763053|XP_030561342.1|DNOV
OG0000169	LOC118512165|XP_035912137.1|ASTE	LOC115764089|XP_030562802.1|DNOV
OG0000171	LOC118512486|XP_035912877.1|ASTE	LOC115769196|XP_030569760.1|DNOV
OG0000171	LOC118504537|XP_035895000.1|ASTE	LOC115759362|XP_030556143.1|DNOV
OG0000171	LOC118517651|XP_035919876.1|ASTE	LOC115766344|XP_030566098.1|DNOV
OG0000172	LOC118513117|XP_035914409.1|ASTE	LOC115762740|XP_030560936.1|DNOV, LOC115762637|XP_030560800.1|DNOV, LOC115762990|XP_030561235.1|DNOV, LOC115765997|XP_030565624.1|DNOV, LOC115762752|XP_030560950.1|DNOV, LOC115762683|XP_030560863.1|DNOV
OG0000173	LOC118514581|XP_035917476.1|ASTE, LOC118514578|XP_035917474.1|ASTE	LOC115771883|XP_030573665.1|DNOV, LOC115772024|XP_030573855.1|DNOV, LOC115771789|XP_030573556.1|DNOV, LOC115758462|XP_030554998.1|DNOV
OG0000174	LOC118510691|XP_035908757.1|ASTE, LOC118510690|XP_035908756.1|ASTE, LOC118510692|XP_035908759.1|ASTE	LOC115762367|XP_030560402.1|DNOV, LOC115763275|XP_030561614.1|DNOV, LOC115762182|XP_030560167.1|DNOV
OG0000175	LOC118505676|XP_035897701.1|ASTE	LOC115770630|XP_030571836.1|DNOV
OG0000175	LOC118505455|XP_035897148.1|ASTE, LOC118505454|XP_035897147.1|ASTE, LOC118505456|XP_035897150.1|ASTE, LOC118505453|XP_035897146.1|ASTE	LOC115765636|XP_030565149.1|DNOV, LOC115765633|XP_030565145.1|DNOV, LOC115765599|XP_030565112.1|DNOV
OG0000177	LOC118516399|XP_035918158.1|ASTE	LOC115765143|XP_030564406.1|DNOV
OG0000177	LOC118504483|XP_035894893.1|ASTE	LOC115771616|XP_030573253.1|DNOV
OG0000179	LOC118504068|XP_035894003.1|ASTE, LOC118504072|XP_035894011.1|ASTE	LOC115758200|XP_030554608.1|DNOV, LOC115758073|XP_030554447.1|DNOV
OG0000179	LOC118504074|XP_035894020.1|ASTE	LOC115758572|XP_030555144.1|DNOV
OG0000181	LOC118510422|XP_035908088.1|ASTE, LOC118510423|XP_035908089.1|ASTE, LOC118503395|XP_035892494.1|ASTE	LOC115764814|XP_030563921.1|DNOV
OG0000182	LOC118507594|XP_035902154.1|ASTE	LOC115763761|XP_030562335.1|DNOV, LOC115763722|XP_030562276.1|DNOV
OG0000182	LOC118507593|XP_035902153.1|ASTE	LOC115763760|XP_030562334.1|DNOV, LOC115763721|XP_030562275.1|DNOV, LOC115763888|XP_030562525.1|DNOV
OG0000183	LOC118510271|XP_035907766.1|ASTE	LOC115767097|XP_030567105.1|DNOV, LOC115762807|XP_030561023.1|DNOV, LOC115766461|XP_030566255.1|DNOV, LOC115770443|XP_030571578.1|DNOV
OG0000184	LOC118514693|XP_035917642.1|ASTE, LOC118514692|XP_035917641.1|ASTE, LOC118514694|XP_035917643.1|ASTE, LOC118514679|XP_035917620.1|ASTE, LOC118507293|XP_035901544.1|ASTE, LOC118507291|XP_035901543.1|ASTE	LOC115765555|XP_030565053.1|DNOV, LOC115765562|XP_030565066.1|DNOV
OG0000185	LOC118514354|XP_035917069.1|ASTE	LOC115763118|XP_030561421.1|DNOV, LOC115762248|XP_030560261.1|DNOV, LOC115763829|XP_030562441.1|DNOV, LOC115762247|XP_030560258.1|DNOV
OG0000186	LOC118504849|XP_035895754.1|ASTE	LOC115771352|XP_030572885.1|DNOV, LOC115771350|XP_030572883.1|DNOV
OG0000188	LOC118502826|XP_035891438.1|ASTE, LOC118510018|XP_035907723.1|ASTE, LOC118515928|XP_035917972.1|ASTE, LOC118507968|XP_035903192.1|ASTE	LOC115765011|XP_030564221.1|DNOV, LOC115766334|XP_030566087.1|DNOV, LOC115766341|XP_030566095.1|DNOV
OG0000189	LOC118512655|XP_035913266.1|ASTE, LOC118517673|XP_035919957.1|ASTE	LOC115763061|XP_030561347.1|DNOV
OG0000189	LOC118506640|XP_035899914.1|ASTE	LOC115768341|XP_030568764.1|DNOV
OG0000190	LOC118510368|XP_035907979.1|ASTE	LOC115767359|XP_030567476.1|DNOV
OG0000190	LOC118504545|XP_035895041.1|ASTE	LOC115764465|XP_030563366.1|DNOV
OG0000191	LOC118512001|XP_035911636.1|ASTE	LOC115762518|XP_030560630.1|DNOV, LOC115770788|XP_030572068.1|DNOV
OG0000191	LOC118506505|XP_035899612.1|ASTE	LOC115760541|XP_030557786.1|DNOV
OG0000192	LOC118507017|XP_035900847.1|ASTE, LOC118507018|XP_035900848.1|ASTE, LOC118502769|XP_035891252.1|ASTE	LOC115766027|XP_030565658.1|DNOV, LOC115766144|XP_030565839.1|DNOV, LOC115769442|XP_030570113.1|DNOV, LOC115769443|XP_030570114.1|DNOV
OG0000193	LOC118503852|XP_035893459.1|ASTE, LOC118508047|XP_035903392.1|ASTE	LOC115758500|XP_030555045.1|DNOV, LOC115771464|XP_030573043.1|DNOV
OG0000196	LOC118514064|XP_035916463.1|ASTE, LOC118514063|XP_035916462.1|ASTE	LOC115765549|XP_030565039.1|DNOV
OG0000197	LOC118502626|XP_035890899.1|ASTE	LOC115766890|XP_030566823.1|DNOV
OG0000197	LOC118502627|XP_035890901.1|ASTE	LOC115766896|XP_030566833.1|DNOV
OG0000197	LOC118502628|XP_035890902.1|ASTE	LOC115766812|XP_030566707.1|DNOV
OG0000200	LOC118503806|XP_035893399.1|ASTE	LOC115763818|XP_030562428.1|DNOV, LOC115764172|XP_030562919.1|DNOV
OG0000201	LOC118510098|XP_035907420.1|ASTE, LOC118510099|XP_035907423.1|ASTE, LOC118513874|XP_035916073.1|ASTE, LOC118517092|XP_035918839.1|ASTE	LOC115768645|XP_030569177.1|DNOV, LOC115768631|XP_030569154.1|DNOV
OG0000202	LOC118506617|XP_035899877.1|ASTE	LOC115764630|XP_030563656.1|DNOV
OG0000203	LOC118507050|XP_035900904.1|ASTE	LOC115760547|XP_030557801.1|DNOV, LOC115762507|XP_030560611.1|DNOV, LOC115758278|XP_030554704.1|DNOV, LOC115760553|XP_030557815.1|DNOV, LOC115763779|XP_030562363.1|DNOV
OG0000205	LOC118508310|XP_035903863.1|ASTE, LOC118517532|XP_035919659.1|ASTE, LOC118517534|XP_035919661.1|ASTE, LOC118517536|XP_035919663.1|ASTE, LOC118517535|XP_035919662.1|ASTE, LOC118517533|XP_035919660.1|ASTE	LOC115771878|XP_030573623.1|DNOV, LOC115764149|XP_030562885.1|DNOV
OG0000206	LOC118503159|XP_035892013.1|ASTE	LOC115764558|XP_030563539.1|DNOV
OG0000206	LOC118517639|XP_035919843.1|ASTE	LOC115764557|XP_030563538.1|DNOV
OG0000207	LOC118503769|XP_035893332.1|ASTE	LOC115770396|XP_030571507.1|DNOV
OG0000210	LOC118510803|XP_035909015.1|ASTE	LOC115766612|XP_030566462.1|DNOV, LOC115767384|XP_030567504.1|DNOV
OG0000211	LOC118505116|XP_035896320.1|ASTE	LOC115761588|XP_030559242.1|DNOV
OG0000212	LOC118514690|XP_035917639.1|ASTE, LOC118514687|XP_035917627.1|ASTE	LOC115766005|XP_030565634.1|DNOV, LOC115765561|XP_030565059.1|DNOV
OG0000213	LOC118506169|XP_035898832.1|ASTE, LOC118502455|XP_035890578.1|ASTE, LOC118510026|XP_035907306.1|ASTE, LOC118507679|XP_035902364.1|ASTE	LOC115769189|XP_030569756.1|DNOV, LOC115762095|XP_030560059.1|DNOV
OG0000214	LOC118508206|XP_035903670.1|ASTE	LOC115767835|XP_030568037.1|DNOV, LOC115762255|XP_030560270.1|DNOV, LOC115770556|XP_030571727.1|DNOV, LOC115770555|XP_030571726.1|DNOV
OG0000215	LOC118505358|XP_035896927.1|ASTE, LOC118506177|XP_035898842.1|ASTE	LOC115770381|XP_030571493.1|DNOV, LOC115770372|XP_030571482.1|DNOV, LOC115769657|XP_030570432.1|DNOV
OG0000216	LOC118514658|XP_035917584.1|ASTE	LOC115769611|XP_030570368.1|DNOV, LOC115766998|XP_030566980.1|DNOV, LOC115766800|XP_030566685.1|DNOV, LOC115768322|XP_030568734.1|DNOV, LOC115768323|XP_030568735.1|DNOV
OG0000217	LOC118506853|XP_035900475.1|ASTE	LOC115764267|XP_030563050.1|DNOV
OG0000217	LOC118512344|XP_035912523.1|ASTE	LOC115767722|XP_030567890.1|DNOV, LOC115764266|XP_030563048.1|DNOV
OG0000218	LOC118510059|XP_035907341.1|ASTE	LOC115758410|XP_030554918.1|DNOV, LOC115758798|XP_030555432.1|DNOV, LOC115758408|XP_030554915.1|DNOV, LOC115758409|XP_030554916.1|DNOV, LOC115758407|XP_030554914.1|DNOV
OG0000219	LOC118510240|XP_035907700.1|ASTE, LOC118517267|XP_035919133.1|ASTE	LOC115762121|XP_030560086.1|DNOV, LOC115762203|XP_030560186.1|DNOV, LOC115762120|XP_030560085.1|DNOV
OG0000220	LOC118510365|XP_035907967.1|ASTE, LOC118510359|XP_035907961.1|ASTE	LOC115770317|XP_030571413.1|DNOV, LOC115770253|XP_030571327.1|DNOV, LOC115770333|XP_030571431.1|DNOV
OG0000221	LOC118512893|XP_035913890.1|ASTE, LOC118512894|XP_035913899.1|ASTE	LOC115771690|XP_030573370.1|DNOV, LOC115764659|XP_030563705.1|DNOV, LOC115771672|XP_030573350.1|DNOV
OG0000222	LOC118508815|XP_035904449.1|ASTE	LOC115769217|XP_030569790.1|DNOV
OG0000224	LOC118512550|XP_035913028.1|ASTE, LOC118512555|XP_035913034.1|ASTE, LOC118510034|XP_035907315.1|ASTE, LOC118512553|XP_035913032.1|ASTE	LOC115762094|XP_030560055.1|DNOV
OG0000225	LOC118502418|XP_035890536.1|ASTE, LOC118504515|XP_035894940.1|ASTE	LOC115770866|XP_030572163.1|DNOV, LOC115770867|XP_030572164.1|DNOV, LOC115770869|XP_030572165.1|DNOV
OG0000226	LOC118506112|XP_035898708.1|ASTE	LOC115769786|XP_030570614.1|DNOV, LOC115769759|XP_030570574.1|DNOV
OG0000228	LOC118507788|XP_035902717.1|ASTE	LOC115760396|XP_030557558.1|DNOV, LOC115763668|XP_030562199.1|DNOV, LOC115763230|XP_030561565.1|DNOV
OG0000229	LOC118505141|XP_035896386.1|ASTE	LOC115764843|XP_030563951.1|DNOV, LOC115767635|XP_030567784.1|DNOV, LOC115768126|XP_030568480.1|DNOV
OG0000229	LOC118505366|XP_035896957.1|ASTE	LOC115763791|XP_030562380.1|DNOV
OG0000230	LOC118511477|XP_035910508.1|ASTE, LOC118511480|XP_035910510.1|ASTE, LOC118511478|XP_035910509.1|ASTE, LOC118511476|XP_035910504.1|ASTE	LOC115760667|XP_030557994.1|DNOV, LOC115760666|XP_030557993.1|DNOV
OG0000232	LOC118503459|XP_035892635.1|ASTE	LOC115770685|XP_030571931.1|DNOV, LOC115764124|XP_030562856.1|DNOV, LOC115764118|XP_030562845.1|DNOV
OG0000233	LOC118508457|XP_035904152.1|ASTE	LOC115760824|XP_030558208.1|DNOV, LOC115760586|XP_030557872.1|DNOV, LOC115771661|XP_030573332.1|DNOV, LOC115771660|XP_030573330.1|DNOV
OG0000235	LOC118504927|XP_035895913.1|ASTE	LOC115771605|XP_030573227.1|DNOV, LOC115771667|XP_030573342.1|DNOV, LOC115771850|XP_030573592.1|DNOV
OG0000236	LOC118507015|XP_035900844.1|ASTE	LOC115765920|XP_030565524.1|DNOV, LOC115758742|XP_030555358.1|DNOV, LOC115768207|XP_030568580.1|DNOV
OG0000237	LOC118512278|XP_035912368.1|ASTE	LOC115772106|XP_030573936.1|DNOV
OG0000237	LOC118511482|XP_035910512.1|ASTE	LOC115767597|XP_030567749.1|DNOV
OG0000238	LOC118511649|XP_035910876.1|ASTE, LOC118511652|XP_035910881.1|ASTE	LOC115758580|XP_030555156.1|DNOV, LOC115758581|XP_030555159.1|DNOV
OG0000239	LOC118504709|XP_035895435.1|ASTE	LOC115766203|XP_030565913.1|DNOV, LOC115766204|XP_030565914.1|DNOV
OG0000240	LOC118507974|XP_035903200.1|ASTE	LOC115763880|XP_030562516.1|DNOV, LOC115763842|XP_030562465.1|DNOV, LOC115763789|XP_030562378.1|DNOV
OG0000241	LOC118503481|XP_035892675.1|ASTE	LOC115768092|XP_030568436.1|DNOV
OG0000242	LOC118515214|XP_035917801.1|ASTE, LOC118515179|XP_035917775.1|ASTE, LOC118515192|XP_035917784.1|ASTE, LOC118515160|XP_035917759.1|ASTE, LOC118515194|XP_035917786.1|ASTE, LOC118510854|XP_035909081.1|ASTE, LOC118507510|XP_035901943.1|ASTE	LOC115760387|XP_030557545.1|DNOV
OG0000246	LOC118504838|XP_035895735.1|ASTE	LOC115766563|XP_030566402.1|DNOV, LOC115757874|XP_030554172.1|DNOV
OG0000247	LOC118509414|XP_035905879.1|ASTE, LOC118509412|XP_035905877.1|ASTE, LOC118509413|XP_035905878.1|ASTE, LOC118509411|XP_035905875.1|ASTE	LOC115763844|XP_030562473.1|DNOV, LOC115763843|XP_030562471.1|DNOV, LOC115763845|XP_030562474.1|DNOV, LOC115763846|XP_030562475.1|DNOV
OG0000248	LOC118512667|XP_035913313.1|ASTE, LOC118512666|XP_035913311.1|ASTE	LOC115770791|XP_030572076.1|DNOV, LOC115771228|XP_030572689.1|DNOV, LOC115758267|XP_030554688.1|DNOV
OG0000249	LOC118510725|XP_035908828.1|ASTE	LOC115758326|XP_030554755.1|DNOV, LOC115758325|XP_030554754.1|DNOV, LOC115758522|XP_030555075.1|DNOV
OG0000250	LOC118508491|XP_035904202.1|ASTE	LOC115758358|XP_030554799.1|DNOV, LOC115758860|XP_030555508.1|DNOV, LOC115758813|XP_030555450.1|DNOV
OG0000251	LOC118505075|XP_035896254.1|ASTE	LOC115769125|XP_030569690.1|DNOV, LOC115766390|XP_030566162.1|DNOV, LOC115758102|XP_030554486.1|DNOV, LOC115771270|XP_030572745.1|DNOV
OG0000255	LOC118504899|XP_035895857.1|ASTE	LOC115758069|XP_030554442.1|DNOV, LOC115758002|XP_030554358.1|DNOV
OG0000256	LOC118509298|XP_035905630.1|ASTE	LOC115761342|XP_030558944.1|DNOV, LOC115759637|XP_030556489.1|DNOV, LOC115760658|XP_030557988.1|DNOV, LOC115763754|XP_030562330.1|DNOV, LOC115759032|XP_030555713.1|DNOV
OG0000257	LOC118507286|XP_035901529.1|ASTE	LOC115758253|XP_030554669.1|DNOV
OG0000261	LOC118510512|XP_035908317.1|ASTE, LOC118516853|XP_035918607.1|ASTE, LOC118516854|XP_035918608.1|ASTE, LOC118510513|XP_035908318.1|ASTE	LOC115768952|XP_030569538.1|DNOV
OG0000262	LOC118512787|XP_035913596.1|ASTE	LOC115760522|XP_030557755.1|DNOV
OG0000263	LOC118513361|XP_035914886.1|ASTE	LOC115760684|XP_030558011.1|DNOV
OG0000263	LOC118513013|XP_035914180.1|ASTE	LOC115762658|XP_030560825.1|DNOV
OG0000264	LOC118507130|XP_035901042.1|ASTE	LOC115765334|XP_030564698.1|DNOV, LOC115765409|XP_030564813.1|DNOV, LOC115765005|XP_030564212.1|DNOV
OG0000267	LOC118506887|XP_035900544.1|ASTE, LOC118513471|XP_035915156.1|ASTE	LOC115759634|XP_030556483.1|DNOV, LOC115759633|XP_030556482.1|DNOV
OG0000268	LOC118506477|XP_035899548.1|ASTE, LOC118502746|XP_035891204.1|ASTE	LOC115763997|XP_030562676.1|DNOV
OG0000268	LOC118502745|XP_035891203.1|ASTE	LOC115764019|XP_030562708.1|DNOV
OG0000269	LOC118507820|XP_035902791.1|ASTE	LOC115771698|XP_030573375.1|DNOV, LOC115771697|XP_030573374.1|DNOV
OG0000269	LOC118510294|XP_035907812.1|ASTE	LOC115770872|XP_030572169.1|DNOV
OG0000270	LOC118503824|XP_035893419.1|ASTE, LOC118510655|XP_035908672.1|ASTE, LOC118503826|XP_035893421.1|ASTE, LOC118503825|XP_035893420.1|ASTE, LOC118503827|XP_035893423.1|ASTE	LOC115760807|XP_030558181.1|DNOV
OG0000271	LOC118513311|XP_035914791.1|ASTE	LOC115758899|XP_030555556.1|DNOV, LOC115765551|XP_030565045.1|DNOV, LOC115762481|XP_030560578.1|DNOV
OG0000272	LOC118509040|XP_035904990.1|ASTE	LOC115766733|XP_030566554.1|DNOV
OG0000273	LOC118508518|XP_035904265.1|ASTE	LOC115770941|XP_030572261.1|DNOV, LOC115759279|XP_030556041.1|DNOV, LOC115763863|XP_030562498.1|DNOV
OG0000275	LOC118507752|XP_035902654.1|ASTE	LOC115760421|XP_030557587.1|DNOV
OG0000279	LOC118506563|XP_035899778.1|ASTE	LOC115771201|XP_030572658.1|DNOV, LOC115771199|XP_030572657.1|DNOV
OG0000280	LOC118512959|XP_035914076.1|ASTE	LOC115769339|XP_030569960.1|DNOV, LOC115769338|XP_030569958.1|DNOV, LOC115769337|XP_030569957.1|DNOV
OG0000281	LOC118509940|XP_035907165.1|ASTE	LOC115769639|XP_030570411.1|DNOV, LOC115768773|XP_030569323.1|DNOV, LOC115767096|XP_030567104.1|DNOV
OG0000283	LOC118507494|XP_035901916.1|ASTE	LOC115758273|XP_030554696.1|DNOV
OG0000283	LOC118502775|XP_035891299.1|ASTE, LOC118517383|XP_035919322.1|ASTE	LOC115771892|XP_030573636.1|DNOV
OG0000284	LOC118514629|XP_035917520.1|ASTE	LOC115769254|XP_030569825.1|DNOV
OG0000285	LOC118510124|XP_035907487.1|ASTE, LOC118510126|XP_035907489.1|ASTE, LOC118510125|XP_035907488.1|ASTE	LOC115760631|XP_030557942.1|DNOV
OG0000292	LOC118506849|XP_035900472.1|ASTE	LOC115757856|XP_030554152.1|DNOV, LOC115768581|XP_030569126.1|DNOV, LOC115768426|XP_030568886.1|DNOV, LOC115768517|XP_030568999.1|DNOV
OG0000292	LOC118503100|XP_035891919.1|ASTE	LOC115770574|XP_030571757.1|DNOV
OG0000293	LOC118505627|XP_035897593.1|ASTE	LOC115771826|XP_030573565.1|DNOV, LOC115771827|XP_030573567.1|DNOV, LOC115759755|XP_030556657.1|DNOV
OG0000294	LOC118510955|XP_035909298.1|ASTE, LOC118510954|XP_035909293.1|ASTE	LOC115769275|XP_030569858.1|DNOV
OG0000294	LOC118504855|XP_035895764.1|ASTE	LOC115765434|XP_030564840.1|DNOV
OG0000295	LOC118510879|XP_035909139.1|ASTE	LOC115763523|XP_030561990.1|DNOV, LOC115764799|XP_030563906.1|DNOV, LOC115763336|XP_030561744.1|DNOV
OG0000296	LOC118517585|XP_035919753.1|ASTE	LOC115758886|XP_030555541.1|DNOV, LOC115768096|XP_030568444.1|DNOV, LOC115764439|XP_030563307.1|DNOV
OG0000299	LOC118505430|XP_035897097.1|ASTE	LOC115761762|XP_030559529.1|DNOV, LOC115761468|XP_030559094.1|DNOV
OG0000301	LOC118511253|XP_035909996.1|ASTE	LOC115770453|XP_030571591.1|DNOV
OG0000301	LOC118514291|XP_035916946.1|ASTE	LOC115766007|XP_030565636.1|DNOV
OG0000302	LOC118510778|XP_035908953.1|ASTE, LOC118510776|XP_035908938.1|ASTE, LOC118510775|XP_035908937.1|ASTE	LOC115769819|XP_030570648.1|DNOV, LOC115769626|XP_030570394.1|DNOV
OG0000303	LOC118507766|XP_035902676.1|ASTE	LOC115769717|XP_030570509.1|DNOV, LOC115759046|XP_030555729.1|DNOV
OG0000304	LOC118508384|XP_035904014.1|ASTE	LOC115760104|XP_030557156.1|DNOV, LOC115757775|XP_030554059.1|DNOV, LOC115771805|XP_030573540.1|DNOV
OG0000305	LOC118507753|XP_035902656.1|ASTE	LOC115768605|XP_030569122.1|DNOV
OG0000306	LOC118512366|XP_035912608.1|ASTE	LOC115766583|XP_030566429.1|DNOV, LOC115758861|XP_030555510.1|DNOV, LOC115768471|XP_030568904.1|DNOV
OG0000307	LOC118510839|XP_035909059.1|ASTE	LOC115765647|XP_030565165.1|DNOV
OG0000307	LOC118502856|XP_035891454.1|ASTE	LOC115761546|XP_030559188.1|DNOV
