Orthogroup	ASTE.longest_only	AEAL.longest_only
OG0000039	LOC118504616|XP_035895189.1|ASTE, LOC118504617|XP_035895190.1|ASTE	LOC115262156|XP_029720202.1|AEAL, LOC109419154|XP_029722994.1|AEAL, LOC115264233|XP_029723884.1|AEAL, LOC109419155|XP_019548922.2|AEAL, LOC109419189|XP_029720551.1|AEAL, LOC115263721|XP_029722835.1|AEAL, LOC109419188|XP_029722824.1|AEAL, LOC109407083|XP_029722987.1|AEAL
OG0000041	LOC118502651|XP_035890993.1|ASTE	LOC109422559|XP_029727967.1|AEAL, LOC109422710|XP_029727894.1|AEAL
OG0000043	LOC118514201|XP_035916783.1|ASTE	LOC109408672|XP_019537578.2|AEAL
OG0000045	LOC118514603|XP_035917492.1|ASTE	LOC109420202|XP_019550070.2|AEAL, LOC109409992|XP_019539065.1|AEAL
OG0000045	LOC118511567|XP_035910700.1|ASTE	LOC115265341|XP_029725836.1|AEAL, LOC109420201|XP_019550068.1|AEAL
OG0000045	LOC118513290|XP_035914756.1|ASTE, LOC118514320|XP_035916997.1|ASTE	LOC109420161|XP_019550034.2|AEAL, LOC109420162|XP_019550036.2|AEAL, LOC109410052|XP_029718040.1|AEAL, LOC109410051|XP_029718041.1|AEAL, LOC109420181|XP_029725251.1|AEAL, LOC109410030|XP_029718039.1|AEAL, LOC109420163|XP_019550037.2|AEAL, LOC109410049|XP_019539131.2|AEAL
OG0000045	LOC118509249|XP_035905476.1|ASTE	LOC109410053|XP_019539134.2|AEAL, LOC115260842|XP_029718022.1|AEAL
OG0000047	LOC118514097|XP_035916530.1|ASTE	LOC109430117|XP_029718231.1|AEAL
OG0000048	LOC118510295|XP_035907813.1|ASTE	LOC109426621|XP_019557695.1|AEAL, LOC115265708|XP_029727528.1|AEAL
OG0000049	LOC118510116|XP_035907473.1|ASTE	LOC109399452|XP_019527436.2|AEAL
OG0000049	LOC118516340|XP_035918044.1|ASTE, LOC118511361|XP_035910216.1|ASTE, LOC118511360|XP_035910215.1|ASTE, LOC118516348|XP_035918056.1|ASTE	LOC109399533|XP_019527529.1|AEAL, LOC109398113|XP_019526019.1|AEAL
OG0000051	LOC118504525|XP_035894960.1|ASTE	LOC109430500|XP_029732671.1|AEAL
OG0000051	LOC118504587|XP_035895135.1|ASTE, LOC118504592|XP_035895145.1|ASTE	LOC109409607|XP_029718954.1|AEAL, LOC109430439|XP_019562042.2|AEAL, LOC115255265|XP_029709099.1|AEAL, LOC109413830|XP_029709535.1|AEAL, LOC109405777|XP_029730639.1|AEAL, LOC109430435|XP_019562039.2|AEAL, LOC109430411|XP_019562018.2|AEAL, LOC109413821|XP_019543093.2|AEAL, LOC115268580|XP_029732559.1|AEAL, LOC109405721|XP_019534339.2|AEAL, LOC115267635|XP_029730641.1|AEAL
OG0000051	LOC118504595|XP_035895149.1|ASTE	LOC115268656|XP_029732628.1|AEAL, LOC109430430|XP_019562033.2|AEAL, LOC109413827|XP_019543098.2|AEAL, LOC109430429|XP_019562032.2|AEAL, LOC109430431|XP_019562034.2|AEAL
OG0000053	LOC118503243|XP_035892157.1|ASTE	LOC109399585|XP_019527609.2|AEAL
OG0000053	LOC118503347|XP_035892412.1|ASTE	LOC109426036|XP_019557019.2|AEAL
OG0000053	LOC118503346|XP_035892410.1|ASTE	LOC109426037|XP_029731825.1|AEAL
OG0000053	LOC118503349|XP_035892422.1|ASTE	LOC109426035|XP_019557018.2|AEAL
OG0000053	LOC118504346|XP_035894606.1|ASTE	LOC109410996|XP_019540003.2|AEAL, LOC109410901|XP_019539963.2|AEAL
OG0000053	LOC118509004|XP_035904911.1|ASTE	LOC115258850|XP_029715143.1|AEAL
OG0000054	LOC118511291|XP_035910092.1|ASTE	LOC109408663|XP_019537561.2|AEAL
OG0000054	LOC118511292|XP_035910093.1|ASTE, LOC118511290|XP_035910090.1|ASTE	LOC109403074|XP_019531357.2|AEAL, LOC109408662|XP_019537559.2|AEAL
OG0000054	LOC118511288|XP_035910086.1|ASTE, LOC118511287|XP_035910085.1|ASTE	LOC109408659|XP_029735838.1|AEAL
OG0000054	LOC118512788|XP_035913599.1|ASTE	LOC109408675|XP_029734574.1|AEAL
OG0000054	LOC118512789|XP_035913600.1|ASTE	LOC109403053|XP_029735706.1|AEAL, LOC109408692|XP_029734575.1|AEAL, LOC109403004|XP_019531261.2|AEAL, LOC109408694|XP_019537603.2|AEAL
OG0000055	LOC118508181|XP_035903635.1|ASTE, LOC118509864|XP_035906979.1|ASTE	LOC115256529|XP_029711077.1|AEAL
OG0000056	LOC118507841|XP_035902865.1|ASTE	LOC115254536|XP_029707956.1|AEAL, LOC109397278|XP_029712433.1|AEAL, LOC109423208|XP_019553687.2|AEAL, LOC115255644|XP_029709605.1|AEAL, LOC109405345|XP_029709588.1|AEAL
OG0000057	LOC118514020|XP_035916389.1|ASTE, LOC118506375|XP_035899336.1|ASTE	LOC115258036|XP_029713891.1|AEAL
OG0000057	LOC118502375|XP_035890488.1|ASTE, LOC118505467|XP_035897214.1|ASTE, LOC118505227|XP_035896692.1|ASTE	LOC115259320|XP_029715715.1|AEAL
OG0000057	LOC118509844|XP_035906932.1|ASTE, LOC118514365|XP_035917100.1|ASTE, LOC118512231|XP_035912258.1|ASTE, LOC118516434|XP_035918205.1|ASTE, LOC118511994|XP_035911622.1|ASTE, LOC118506018|XP_035898502.1|ASTE, LOC118512363|XP_035912575.1|ASTE, LOC118510042|XP_035907323.1|ASTE, LOC118502429|XP_035890550.1|ASTE, LOC118502444|XP_035890566.1|ASTE, LOC118516442|XP_035918223.1|ASTE, LOC118507119|XP_035901058.1|ASTE, LOC118517016|XP_035918761.1|ASTE, LOC118517017|XP_035918762.1|ASTE, LOC118506538|XP_035899704.1|ASTE, LOC118515254|XP_035917835.1|ASTE	LOC115255407|XP_029709358.1|AEAL, LOC115254625|XP_029708120.1|AEAL
OG0000058	LOC118513234|XP_035914678.1|ASTE	LOC109413458|XP_019542679.2|AEAL
OG0000058	LOC118509609|XP_035906312.1|ASTE	LOC115265775|XP_029727582.1|AEAL, LOC109623107|XP_019933135.2|AEAL
OG0000060	LOC118506293|XP_035899121.1|ASTE	LOC115253826|XP_029711789.1|AEAL, LOC109415565|XP_019544994.1|AEAL, LOC109431105|XP_029711394.1|AEAL, LOC115256864|XP_029711798.1|AEAL
OG0000060	LOC118514292|XP_035916947.1|ASTE	LOC109421315|XP_029726943.1|AEAL, LOC109621270|XP_029727055.1|AEAL
OG0000061	LOC118507312|XP_035901588.1|ASTE, LOC118507313|XP_035901589.1|ASTE	LOC109412069|XP_029714346.1|AEAL, LOC109424634|XP_019555343.1|AEAL
OG0000061	LOC118508147|XP_035903576.1|ASTE	LOC109424660|XP_029720897.1|AEAL, LOC109412073|XP_029720896.1|AEAL, LOC109424630|XP_019555340.2|AEAL
OG0000064	LOC118516502|XP_035918325.1|ASTE, LOC118516481|XP_035918305.1|ASTE, LOC118516545|XP_035918382.1|ASTE, LOC118516480|XP_035918301.1|ASTE, LOC118516506|XP_035918329.1|ASTE, LOC118516979|XP_035918697.1|ASTE, LOC118515150|XP_035917750.1|ASTE, LOC118506585|XP_035899871.1|ASTE, LOC118517397|XP_035919354.1|ASTE, LOC118516984|XP_035918705.1|ASTE, LOC118517730|XP_035920074.1|ASTE, LOC118506075|XP_035898677.1|ASTE	LOC115264525|XP_029724128.1|AEAL, LOC115264787|XP_029724659.1|AEAL, LOC115266226|XP_029728067.1|AEAL
OG0000064	LOC118507461|XP_035901847.1|ASTE, LOC118516630|XP_035918499.1|ASTE, LOC118516592|XP_035918448.1|ASTE, LOC118516616|XP_035918482.1|ASTE, LOC118516951|XP_035918675.1|ASTE, LOC118516548|XP_035918387.1|ASTE	LOC115260339|XP_029717129.1|AEAL
OG0000067	LOC118509032|XP_035904963.1|ASTE	LOC109411462|XP_019540532.2|AEAL
OG0000068	LOC118509544|XP_035906185.1|ASTE	LOC109417573|XP_029725470.1|AEAL, LOC109417572|XP_029725464.1|AEAL, LOC115265252|XP_029725472.1|AEAL
OG0000068	LOC118509545|XP_035906187.1|ASTE	LOC109417818|XP_029725465.1|AEAL
OG0000068	LOC118512181|XP_035912164.1|ASTE	LOC109431213|XP_019562968.2|AEAL
OG0000068	LOC118504040|XP_035893930.1|ASTE	LOC109420142|XP_029724370.1|AEAL
OG0000068	LOC118504041|XP_035893931.1|ASTE	LOC109420119|XP_019549974.2|AEAL
OG0000068	LOC118505785|XP_035897988.1|ASTE	LOC109412631|XP_029724411.1|AEAL
OG0000069	LOC118514237|XP_035916837.1|ASTE	LOC109621551|XP_029712742.1|AEAL, LOC115269191|XP_029733468.1|AEAL, LOC115257391|XP_029712797.1|AEAL, LOC115266641|XP_029729031.1|AEAL, LOC115268534|XP_029732479.1|AEAL, LOC109422909|XP_029713289.1|AEAL, LOC115268786|XP_029732810.1|AEAL, LOC115270367|XP_029735748.1|AEAL, LOC109398789|XP_019526728.1|AEAL
OG0000069	LOC118508847|XP_035904491.1|ASTE	LOC115265242|XP_029725388.1|AEAL
OG0000071	LOC118508081|XP_035903437.1|ASTE	LOC115257539|XP_029713128.1|AEAL
OG0000071	LOC118507755|XP_035902660.1|ASTE	LOC115257416|XP_029712856.1|AEAL
OG0000071	LOC118508078|XP_035903435.1|ASTE, LOC118512339|XP_035912519.1|ASTE, LOC118508073|XP_035903430.1|ASTE	LOC109431530|XP_019563303.2|AEAL, LOC115263888|XP_029723093.1|AEAL, LOC109422248|XP_019552407.2|AEAL, LOC115257508|XP_029713040.1|AEAL
OG0000071	LOC118508077|XP_035903434.1|ASTE, LOC118508075|XP_035903432.1|ASTE	LOC109403425|XP_029713225.1|AEAL, LOC115257855|XP_029713672.1|AEAL, LOC115257461|XP_029712919.1|AEAL
OG0000071	LOC118508072|XP_035903428.1|ASTE	LOC109403459|XP_019531835.2|AEAL
OG0000072	LOC118515883|XP_035917965.1|ASTE, LOC118514335|XP_035917037.1|ASTE	LOC115260126|XP_029716892.1|AEAL, LOC109430558|XP_019562176.2|AEAL
OG0000072	LOC118511004|XP_035909412.1|ASTE, LOC118509229|XP_035905431.1|ASTE	LOC109429235|XP_019560698.1|AEAL, LOC109429333|XP_029732636.1|AEAL, LOC109421068|XP_019551107.2|AEAL, LOC115258733|XP_029714957.1|AEAL, LOC109429262|XP_019560718.2|AEAL, LOC115255952|XP_029710047.1|AEAL, LOC109421067|XP_019551106.2|AEAL, LOC109429251|XP_019560712.2|AEAL, LOC115258734|XP_029714958.1|AEAL, LOC109429469|XP_029732637.1|AEAL, LOC115258785|XP_029715048.1|AEAL, LOC115258806|XP_029715095.1|AEAL, LOC115268662|XP_029732634.1|AEAL, LOC109421073|XP_019551111.2|AEAL, LOC109428607|XP_019559946.2|AEAL, LOC109421072|XP_019551110.2|AEAL
OG0000073	LOC118508175|XP_035903617.1|ASTE	LOC109413132|XP_019542399.2|AEAL, LOC115257787|XP_029713603.1|AEAL
OG0000073	LOC118505021|XP_035896105.1|ASTE	LOC109413013|XP_029734257.1|AEAL, LOC109432985|XP_019564895.2|AEAL
OG0000073	LOC118504541|XP_035895010.1|ASTE	LOC109416850|XP_029728654.1|AEAL
OG0000073	LOC118504255|XP_035894375.1|ASTE	LOC109418326|XP_029721076.1|AEAL, LOC115253474|XP_029721111.1|AEAL, LOC109428106|XP_029720834.1|AEAL
OG0000073	LOC118508670|XP_035904399.1|ASTE	LOC115257328|XP_029712644.1|AEAL, LOC109428579|XP_029712660.1|AEAL
OG0000073	LOC118509861|XP_035906969.1|ASTE	LOC109400905|XP_029717490.1|AEAL, LOC109422828|XP_029717552.1|AEAL
OG0000074	LOC118516380|XP_035918125.1|ASTE, LOC118512784|XP_035913591.1|ASTE	LOC115265385|XP_029726111.1|AEAL, LOC109409748|XP_019538795.2|AEAL
OG0000074	LOC118512755|XP_035913538.1|ASTE, LOC118516368|XP_035918114.1|ASTE, LOC118512757|XP_035913540.1|ASTE, LOC118512754|XP_035913537.1|ASTE, LOC118516371|XP_035918117.1|ASTE, LOC118516372|XP_035918118.1|ASTE, LOC118516374|XP_035918120.1|ASTE, LOC118512758|XP_035913541.1|ASTE, LOC118516373|XP_035918119.1|ASTE, LOC118512753|XP_035913536.1|ASTE, LOC118512756|XP_035913539.1|ASTE, LOC118516369|XP_035918115.1|ASTE, LOC118512737|XP_035913495.1|ASTE	LOC109409740|XP_019538788.1|AEAL, LOC109431992|XP_019563841.2|AEAL, LOC109432002|XP_019563852.2|AEAL, LOC109409741|XP_019538789.2|AEAL, LOC115265379|XP_029726076.1|AEAL, LOC109409742|XP_019538790.2|AEAL, LOC109432055|XP_019563904.2|AEAL, LOC109409755|XP_019538804.2|AEAL
OG0000074	LOC118513102|XP_035914396.1|ASTE, LOC118513101|XP_035914395.1|ASTE, LOC118513100|XP_035914394.1|ASTE	LOC109432112|XP_019563945.2|AEAL, LOC115265380|XP_029726078.1|AEAL, LOC109409753|XP_019538802.2|AEAL, LOC109432077|XP_019563923.2|AEAL
OG0000076	LOC118512277|XP_035912363.1|ASTE, LOC118517163|XP_035918937.1|ASTE	LOC109407440|XP_029729634.1|AEAL, LOC109416499|XP_029729635.1|AEAL, LOC115263299|XP_029722354.1|AEAL, LOC115263274|XP_029722275.1|AEAL, LOC115263264|XP_029722253.1|AEAL
OG0000076	LOC118504620|XP_035895194.1|ASTE	LOC109419190|XP_019548944.2|AEAL, LOC109407082|XP_029722843.1|AEAL
OG0000077	LOC118507281|XP_035901485.1|ASTE	LOC109621769|XP_019931447.1|AEAL, LOC109422254|XP_019552411.1|AEAL
OG0000077	LOC118512454|XP_035912813.1|ASTE	LOC109414298|XP_019543658.1|AEAL
OG0000077	LOC118506025|XP_035898529.1|ASTE	LOC109621770|XP_019931448.1|AEAL, LOC109422250|XP_029724569.1|AEAL, LOC115264706|XP_029724573.1|AEAL
OG0000077	LOC118511962|XP_035911578.1|ASTE	LOC115264211|XP_029723570.1|AEAL, LOC109414592|XP_029723562.1|AEAL, LOC115264212|XP_029723572.1|AEAL, LOC109424852|XP_019555595.1|AEAL
OG0000078	LOC118506363|XP_035899271.1|ASTE	LOC109410835|XP_019539914.2|AEAL, LOC115256245|XP_029710368.1|AEAL
OG0000080	LOC118508108|XP_035903495.1|ASTE, LOC118508106|XP_035903493.1|ASTE	LOC115270972|XP_029736209.1|AEAL, LOC115262214|XP_029720424.1|AEAL, LOC115262216|XP_029720426.1|AEAL, LOC109425750|XP_019556618.2|AEAL
OG0000080	LOC118509536|XP_035906155.1|ASTE	LOC109426588|XP_019557665.2|AEAL
OG0000080	LOC118508460|XP_035904157.1|ASTE	LOC109423228|XP_019553713.1|AEAL, LOC109397255|XP_019525124.2|AEAL, LOC115263682|XP_029722763.1|AEAL, LOC109412270|XP_019541465.1|AEAL
OG0000081	LOC118512948|XP_035914060.1|ASTE, LOC118512949|XP_035914061.1|ASTE	LOC109422845|XP_019553281.2|AEAL, LOC109399223|XP_019527202.2|AEAL, LOC109402623|XP_019530865.1|AEAL, LOC115259587|XP_029716166.1|AEAL, LOC109400424|XP_019528477.2|AEAL, LOC115259767|XP_029716419.1|AEAL, LOC115259586|XP_029716165.1|AEAL, LOC109420761|XP_019550780.2|AEAL, LOC115264948|XP_029724994.1|AEAL, LOC109410676|XP_019539759.2|AEAL, LOC115258437|XP_029714393.1|AEAL, LOC115267978|XP_029731695.1|AEAL, LOC115267974|XP_029731685.1|AEAL, LOC115258436|XP_029714392.1|AEAL, LOC115267977|XP_029731694.1|AEAL, LOC115258438|XP_029714394.1|AEAL, LOC115267979|XP_029731696.1|AEAL, LOC115267976|XP_029731692.1|AEAL, LOC115267973|XP_029731683.1|AEAL, LOC115258435|XP_029714390.1|AEAL, LOC115268349|XP_029732228.1|AEAL, LOC109410713|XP_019539780.2|AEAL, LOC115258427|XP_029714380.1|AEAL, LOC109622915|XP_019932932.2|AEAL, LOC115269823|XP_029734465.1|AEAL, LOC109426308|XP_019557309.2|AEAL, LOC109411420|XP_029732213.1|AEAL, LOC109402129|XP_019530296.2|AEAL, LOC109426305|XP_019557306.2|AEAL, LOC109402127|XP_019530294.2|AEAL, LOC109420276|XP_019550151.2|AEAL, LOC109397320|XP_029727549.1|AEAL, LOC115254804|XP_029708344.1|AEAL, LOC109401604|XP_029721125.1|AEAL, LOC109410090|XP_019539168.3|AEAL, LOC109622304|XP_019932112.2|AEAL, LOC115268351|XP_029732230.1|AEAL, LOC109621489|XP_019931077.2|AEAL, LOC115268352|XP_029732231.1|AEAL, LOC109621490|XP_019931078.2|AEAL, LOC109621427|XP_019931003.2|AEAL, LOC115268191|XP_029732103.1|AEAL, LOC109621428|XP_029734478.1|AEAL, LOC115257250|XP_029712551.1|AEAL, LOC115259718|XP_029716355.1|AEAL, LOC109622702|XP_019932676.2|AEAL, LOC109622701|XP_019932675.2|AEAL, LOC109412555|XP_019541733.2|AEAL, LOC115258237|XP_029714168.1|AEAL, LOC115256492|XP_029711011.1|AEAL, LOC115258235|XP_029714167.1|AEAL, LOC109400393|XP_019528444.2|AEAL, LOC109420766|XP_019550779.2|AEAL, LOC115257991|XP_029713834.1|AEAL, LOC115269919|XP_029734582.1|AEAL
OG0000081	LOC118517328|XP_035919201.1|ASTE	LOC109398030|XP_029730572.1|AEAL
OG0000082	LOC118507692|XP_035902418.1|ASTE, LOC118513643|XP_035915603.1|ASTE, LOC118517141|XP_035918892.1|ASTE, LOC118513644|XP_035915604.1|ASTE, LOC118513645|XP_035915605.1|ASTE	LOC109409214|XP_019538184.2|AEAL, LOC109421560|XP_019551625.2|AEAL, LOC109409172|XP_019538136.2|AEAL
OG0000083	LOC118512490|XP_035912888.1|ASTE	LOC109621385|XP_029732563.1|AEAL, LOC109622322|XP_029732583.1|AEAL
OG0000083	LOC118512492|XP_035912890.1|ASTE, LOC118512491|XP_035912889.1|ASTE	LOC115268591|XP_029732565.1|AEAL
OG0000084	LOC118507487|XP_035901904.1|ASTE	LOC109426778|XP_019557860.2|AEAL, LOC109426790|XP_019557869.2|AEAL
OG0000084	LOC118513092|XP_035914386.1|ASTE	LOC109623111|XP_019933139.2|AEAL, LOC109623114|XP_019933142.2|AEAL
OG0000084	LOC118503417|XP_035892550.1|ASTE	LOC115269112|XP_029733383.1|AEAL, LOC109404674|XP_019533145.2|AEAL, LOC109410318|XP_019539412.2|AEAL, LOC109410311|XP_019539406.2|AEAL, LOC109404701|XP_029733250.1|AEAL, LOC115258063|XP_029713931.1|AEAL, LOC109404708|XP_019533176.2|AEAL, LOC109410300|XP_029733294.1|AEAL, LOC109413010|XP_029734216.1|AEAL, LOC109413011|XP_029734264.1|AEAL, LOC109413012|XP_029734214.1|AEAL, LOC109398420|XP_019526322.2|AEAL
OG0000085	LOC118512093|XP_035911950.1|ASTE	LOC109423352|XP_029726416.1|AEAL
OG0000085	LOC118513044|XP_035914229.1|ASTE	LOC115265317|XP_029725726.1|AEAL, LOC109417066|XP_029710252.1|AEAL
OG0000086	LOC118508907|XP_035904661.1|ASTE	LOC109423303|XP_019553776.2|AEAL
OG0000087	LOC118511165|XP_035909796.1|ASTE	LOC109425107|XP_019555847.1|AEAL, LOC109400350|XP_019528397.2|AEAL, LOC109425109|XP_019555850.2|AEAL, LOC109400352|XP_019528399.2|AEAL, LOC109400353|XP_029725043.1|AEAL
OG0000087	LOC118511162|XP_035909794.1|ASTE	LOC109425111|XP_019555853.2|AEAL, LOC109425201|XP_019556007.1|AEAL, LOC109425112|XP_019555854.2|AEAL, LOC109425203|XP_019556009.2|AEAL
OG0000088	LOC118503330|XP_035892383.1|ASTE	LOC109422315|XP_019552548.1|AEAL
OG0000089	LOC118505310|XP_035896841.1|ASTE	LOC109418556|XP_019548309.1|AEAL, LOC115257374|XP_029712755.1|AEAL
OG0000089	LOC118507948|XP_035903166.1|ASTE, LOC118507949|XP_035903167.1|ASTE	LOC109422743|XP_029712672.1|AEAL
OG0000089	LOC118511372|XP_035910259.1|ASTE, LOC118511382|XP_035910282.1|ASTE	LOC109403768|XP_019532181.2|AEAL, LOC109416934|XP_019546591.2|AEAL, LOC109416935|XP_019546593.2|AEAL, LOC109403788|XP_019532231.2|AEAL
OG0000089	LOC118506188|XP_035898872.1|ASTE	LOC109426232|XP_029727715.1|AEAL, LOC109424041|XP_029727689.1|AEAL, LOC115254157|XP_029727714.1|AEAL, LOC115261630|XP_029719397.1|AEAL, LOC115253772|XP_029719343.1|AEAL
OG0000090	LOC118506264|XP_035899059.1|ASTE	LOC109420412|XP_019550290.2|AEAL, LOC109420408|XP_029713653.1|AEAL
OG0000091	LOC118507859|XP_035902942.1|ASTE	LOC109398456|XP_029716267.1|AEAL
OG0000091	LOC118505601|XP_035897522.1|ASTE, LOC118516562|XP_035918416.1|ASTE	LOC109402883|XP_019531155.1|AEAL, LOC115264672|XP_029724494.1|AEAL
OG0000091	LOC118505600|XP_035897520.1|ASTE, LOC118516561|XP_035918412.1|ASTE	LOC115266712|XP_029729099.1|AEAL, LOC109417109|XP_019546777.1|AEAL
OG0000092	LOC118502652|XP_035890995.1|ASTE	LOC109422709|XP_029727892.1|AEAL, LOC109412320|XP_019541513.2|AEAL
OG0000092	LOC118502656|XP_035891000.1|ASTE	LOC109422707|XP_029724737.1|AEAL, LOC115266101|XP_029727888.1|AEAL, LOC109422703|XP_019553110.2|AEAL
OG0000093	LOC118510780|XP_035908957.1|ASTE	LOC109429581|XP_029719934.1|AEAL
OG0000094	LOC118502720|XP_035891168.1|ASTE	LOC109419901|XP_019549732.1|AEAL
OG0000094	LOC118506771|XP_035900263.1|ASTE, LOC118514681|XP_035917717.1|ASTE, LOC118516006|XP_035918152.1|ASTE	LOC115260470|XP_029717274.1|AEAL
OG0000095	LOC118504786|XP_035895645.1|ASTE, LOC118509327|XP_035905685.1|ASTE	LOC115261862|XP_029719642.1|AEAL, LOC115268835|XP_029732870.1|AEAL, LOC109422093|XP_029719588.1|AEAL, LOC115262245|XP_029720511.1|AEAL, LOC109422881|XP_029725370.1|AEAL, LOC115261999|XP_029719798.1|AEAL, LOC115259734|XP_029716379.1|AEAL, LOC115261828|XP_029719599.1|AEAL, LOC115270902|XP_029736101.1|AEAL, LOC115260540|XP_029717315.1|AEAL, LOC115254467|XP_029707880.1|AEAL
OG0000095	LOC118507514|XP_035901957.1|ASTE	LOC115260491|XP_029717541.1|AEAL, LOC115259248|XP_029715638.1|AEAL, LOC115257861|XP_029713680.1|AEAL, LOC115260556|XP_029717333.1|AEAL, LOC115267325|XP_029730110.1|AEAL, LOC115262913|XP_029721673.1|AEAL, LOC115263786|XP_029723025.1|AEAL, LOC115265065|XP_029725122.1|AEAL, LOC115265183|XP_029725310.1|AEAL, LOC115256486|XP_029711005.1|AEAL
OG0000098	LOC118503065|XP_035891826.1|ASTE	LOC109426407|XP_019557463.2|AEAL, LOC109403754|XP_019532173.2|AEAL, LOC109426413|XP_019557470.2|AEAL, LOC109426414|XP_029732068.1|AEAL, LOC109426410|XP_019557467.2|AEAL, LOC109426411|XP_029731419.1|AEAL, LOC109426408|XP_029731420.1|AEAL, LOC109426420|XP_019557478.2|AEAL
OG0000098	LOC118503062|XP_035891822.1|ASTE	LOC109403786|XP_019532233.2|AEAL
OG0000098	LOC118503063|XP_035891823.1|ASTE, LOC118503064|XP_035891825.1|ASTE	LOC115254008|XP_029714339.1|AEAL, LOC109428226|XP_019559485.2|AEAL, LOC115258360|XP_029714308.1|AEAL, LOC109427910|XP_029714302.1|AEAL, LOC109426419|XP_029731422.1|AEAL, LOC109403897|XP_019532346.2|AEAL, LOC109426422|XP_019557480.2|AEAL, LOC109426415|XP_019557472.2|AEAL, LOC109403845|XP_019532288.2|AEAL, LOC109426416|XP_019557474.2|AEAL, LOC109433244|XP_019565200.2|AEAL, LOC115258900|XP_029715219.1|AEAL, LOC109424176|XP_019554817.2|AEAL, LOC109426424|XP_019557481.2|AEAL, LOC109426418|XP_019557476.2|AEAL
OG0000099	LOC118506913|XP_035900599.1|ASTE	LOC109422661|XP_019553061.2|AEAL
OG0000099	LOC118506916|XP_035900604.1|ASTE	LOC109422665|XP_019553067.2|AEAL, LOC109401117|XP_019529141.2|AEAL
OG0000099	LOC118506914|XP_035900601.1|ASTE	LOC109401121|XP_029716937.1|AEAL, LOC109422664|XP_029736398.1|AEAL, LOC109422663|XP_019553064.2|AEAL
OG0000101	LOC118510504|XP_035908303.1|ASTE	LOC109412780|XP_029726786.1|AEAL
OG0000102	LOC118509466|XP_035905987.1|ASTE	LOC109398090|XP_029730315.1|AEAL, LOC109431713|XP_019563525.2|AEAL, LOC115267501|XP_029730432.1|AEAL, LOC109431716|XP_019563534.2|AEAL, LOC115267500|XP_029730431.1|AEAL, LOC115267476|XP_029730333.1|AEAL
OG0000102	LOC118511833|XP_035911269.1|ASTE	LOC115270199|XP_029735312.1|AEAL, LOC109408587|XP_019537455.1|AEAL, LOC115269621|XP_029734309.1|AEAL, LOC109423853|XP_019554435.2|AEAL, LOC115270200|XP_029735313.1|AEAL
OG0000102	LOC118509016|XP_035904927.1|ASTE	LOC115269863|XP_029734512.1|AEAL, LOC115269861|XP_029734508.1|AEAL
OG0000102	LOC118511825|XP_035911262.1|ASTE, LOC118511824|XP_035911261.1|ASTE	LOC115270202|XP_029735315.1|AEAL, LOC109408601|XP_029734409.1|AEAL, LOC109423856|XP_019554437.2|AEAL, LOC115253846|XP_029735311.1|AEAL, LOC109423858|XP_019554440.2|AEAL, LOC109423857|XP_019554438.2|AEAL, LOC115270203|XP_029735316.1|AEAL
OG0000102	LOC118504365|XP_035894655.1|ASTE	LOC109622447|XP_019932332.1|AEAL
OG0000103	LOC118508203|XP_035903666.1|ASTE	LOC109405281|XP_029712947.1|AEAL
OG0000105	LOC118506605|XP_035899865.1|ASTE	LOC109405837|XP_029725568.1|AEAL
OG0000108	LOC118509668|XP_035906547.1|ASTE, LOC118509663|XP_035906533.1|ASTE	LOC109417985|XP_029714017.1|AEAL, LOC115267917|XP_029731445.1|AEAL
OG0000109	LOC118505426|XP_035897081.1|ASTE	LOC109406215|XP_029707756.1|AEAL, LOC109412830|XP_029707755.1|AEAL
OG0000109	LOC118502869|XP_035891469.1|ASTE	LOC109422843|XP_019553280.2|AEAL, LOC115267647|XP_029730646.1|AEAL, LOC109407286|XP_019535832.2|AEAL, LOC115267648|XP_029730647.1|AEAL
OG0000110	LOC118511309|XP_035910114.1|ASTE	LOC109408644|XP_019537522.3|AEAL, LOC115270438|XP_029736026.1|AEAL, LOC109622202|XP_019931993.1|AEAL, LOC115270440|XP_029736028.1|AEAL
OG0000110	LOC118511304|XP_035910107.1|ASTE	LOC115270439|XP_029736027.1|AEAL, LOC109622200|XP_019931990.2|AEAL, LOC109408643|XP_019537521.2|AEAL
OG0000111	LOC118503662|XP_035893080.1|ASTE	LOC109403420|XP_019531793.2|AEAL, LOC115257664|XP_029713364.1|AEAL, LOC115257672|XP_029713369.1|AEAL, LOC109416737|XP_019546332.2|AEAL
OG0000111	LOC118503161|XP_035892015.1|ASTE	LOC109418184|XP_019547900.2|AEAL, LOC115254215|XP_029732753.1|AEAL
OG0000111	LOC118504876|XP_035895821.1|ASTE	LOC115257716|XP_029713461.1|AEAL, LOC109416740|XP_019546336.1|AEAL, LOC115257663|XP_029713363.1|AEAL, LOC109403389|XP_019531749.2|AEAL
OG0000111	LOC118507965|XP_035903187.1|ASTE	LOC109416726|XP_019546323.1|AEAL, LOC115257737|XP_029713499.1|AEAL, LOC115257572|XP_029713207.1|AEAL, LOC109403385|XP_019531745.1|AEAL, LOC109403386|XP_019531746.2|AEAL, LOC115253995|XP_029713323.1|AEAL, LOC115257547|XP_029713143.1|AEAL, LOC109416735|XP_019546330.2|AEAL
