Orthogroup	ASTE.longest_only	DVIR.longest_only
OG0000117	LOC118502432|XP_035890553.1|ASTE, LOC118506535|XP_035899700.1|ASTE	LOC6633971|XP_002057479.1|DVIR, LOC6633970|XP_002057478.1|DVIR, LOC6633968|XP_002057476.1|DVIR, LOC6633969|XP_002057477.1|DVIR
OG0000118	LOC118502409|XP_035890526.1|ASTE	LOC6627951|XP_002051424.1|DVIR, LOC6633235|XP_002056774.2|DVIR, LOC6629584|XP_002054876.1|DVIR
OG0000119	LOC118504397|XP_035894696.1|ASTE, LOC118507360|XP_035901665.1|ASTE, LOC118510253|XP_035907732.1|ASTE, LOC118504396|XP_035894695.1|ASTE	LOC6632723|XP_002056046.1|DVIR, LOC6632724|XP_002056047.1|DVIR
OG0000120	LOC118509359|XP_035905774.1|ASTE	LOC6634529|XP_002057958.1|DVIR
OG0000120	LOC118512861|XP_035913838.1|ASTE	LOC6625102|XP_002050121.1|DVIR
OG0000121	LOC118504430|XP_035894762.1|ASTE	LOC6632053|XP_002055250.1|DVIR, LOC6630360|XP_002054040.1|DVIR, LOC6630940|XP_032295844.1|DVIR
OG0000122	LOC118502484|XP_035890608.1|ASTE	LOC6628202|XP_002052211.2|DVIR, LOC6635441|XP_002058981.1|DVIR, LOC116651034|XP_032292531.1|DVIR, LOC6636460|XP_002059819.1|DVIR, LOC6629169|XP_002051908.1|DVIR
OG0000123	LOC118506463|XP_035899530.1|ASTE	LOC6626378|XP_002050355.1|DVIR, LOC6633191|XP_032289496.1|DVIR
OG0000125	LOC118502975|XP_035891640.1|ASTE	LOC6630876|XP_015026944.1|DVIR
OG0000125	LOC118511794|XP_035911255.1|ASTE	LOC6632605|XP_015026066.1|DVIR
OG0000126	LOC118510666|XP_035908699.1|ASTE	LOC6634255|XP_002057641.1|DVIR, LOC6628583|XP_002051517.1|DVIR, LOC6628582|XP_032293597.1|DVIR
OG0000127	LOC118506630|XP_035899894.1|ASTE, LOC118506629|XP_035899892.1|ASTE	LOC6632494|XP_002056447.1|DVIR, LOC6632493|XP_002056446.1|DVIR, LOC6632492|XP_032289615.1|DVIR
OG0000128	LOC118516915|XP_035918646.1|ASTE, LOC118509094|XP_035905138.1|ASTE	LOC6625639|XP_002050309.2|DVIR, LOC6634932|XP_002058443.1|DVIR, LOC6625638|XP_002050308.2|DVIR, LOC6625637|XP_015029249.1|DVIR
OG0000129	LOC118506636|XP_035899907.1|ASTE	LOC6633554|XP_002057251.1|DVIR, LOC6623097|XP_002048662.1|DVIR, LOC6623858|XP_002048663.1|DVIR, LOC6633555|XP_002057252.1|DVIR
OG0000130	LOC118507218|XP_035901212.1|ASTE	LOC6623290|XP_002047305.2|DVIR, LOC6623408|XP_002047299.1|DVIR, LOC6623210|XP_002047302.3|DVIR, LOC6623486|XP_002047301.2|DVIR, LOC6623424|XP_002047300.2|DVIR, LOC6622176|XP_002047304.1|DVIR
OG0000132	LOC118503160|XP_035892014.1|ASTE, LOC118502510|XP_035890646.1|ASTE	LOC6628376|XP_002052628.1|DVIR, LOC6630679|XP_002054612.1|DVIR
OG0000134	LOC118502732|XP_035891190.1|ASTE	LOC6630471|XP_002054107.1|DVIR
OG0000134	LOC118514038|XP_035916413.1|ASTE	LOC6629234|XP_032294008.1|DVIR
OG0000136	LOC118508846|XP_035904490.1|ASTE, LOC118504821|XP_035895720.1|ASTE	LOC6629430|XP_032295424.1|DVIR
OG0000137	LOC118507552|XP_035902026.1|ASTE	LOC6636844|XP_032291502.1|DVIR, LOC6635174|XP_002058578.1|DVIR
OG0000137	LOC118511893|XP_035911416.1|ASTE, LOC118512768|XP_035913566.1|ASTE, LOC118516694|XP_035918532.1|ASTE, LOC118516358|XP_035918086.1|ASTE	LOC6623869|XP_002046853.1|DVIR
OG0000140	LOC118512572|XP_035913082.1|ASTE, LOC118512573|XP_035913084.1|ASTE, LOC118512574|XP_035913086.1|ASTE, LOC118512579|XP_035913100.1|ASTE, LOC118512272|XP_035912354.1|ASTE	LOC6630875|XP_002054323.2|DVIR, LOC6627002|XP_002048744.2|DVIR, LOC6627001|XP_002048743.2|DVIR, LOC6625404|XP_002050145.1|DVIR
OG0000141	LOC118513164|XP_035914504.1|ASTE	LOC6624242|XP_002046959.2|DVIR, LOC6624546|XP_002046960.1|DVIR, LOC6622272|XP_002046961.1|DVIR
OG0000142	LOC118504509|XP_035894932.1|ASTE	LOC6629343|XP_002053320.3|DVIR
OG0000142	LOC118513535|XP_035915303.1|ASTE	LOC6636755|XP_032296696.1|DVIR
OG0000142	LOC118517327|XP_035919203.1|ASTE	LOC6632196|XP_032295221.1|DVIR
OG0000143	LOC118512636|XP_035913225.1|ASTE	LOC116650413|XP_032289924.1|DVIR
OG0000143	LOC118508535|XP_035904305.1|ASTE, LOC118508252|XP_035903758.1|ASTE, LOC118506266|XP_035899062.1|ASTE, LOC118506267|XP_035899063.1|ASTE	LOC6624208|XP_002048674.2|DVIR
OG0000144	LOC118504520|XP_035894945.1|ASTE	LOC6629583|XP_002054875.2|DVIR
OG0000144	LOC118517574|XP_035919714.1|ASTE	LOC26531280|XP_032294839.1|DVIR
OG0000144	LOC118514648|XP_035917567.1|ASTE, LOC118514649|XP_035917570.1|ASTE	LOC6627421|XP_015028685.2|DVIR
OG0000145	LOC118513794|XP_035915873.1|ASTE, LOC118513795|XP_035915874.1|ASTE	LOC6631571|XP_002055558.2|DVIR, LOC6627695|XP_002052255.1|DVIR, LOC6627697|XP_002052257.1|DVIR, LOC6627696|XP_002052256.1|DVIR
OG0000147	LOC118509851|XP_035906945.1|ASTE	LOC6635761|XP_002059227.2|DVIR
OG0000147	LOC118505553|XP_035897399.1|ASTE, LOC118505551|XP_035897397.1|ASTE	LOC6634949|XP_002058537.1|DVIR, LOC6634950|XP_002058538.1|DVIR
OG0000148	LOC118503637|XP_035893028.1|ASTE	LOC6628264|XP_002052544.1|DVIR
OG0000148	LOC118509198|XP_035905361.1|ASTE, LOC118517263|XP_035919130.1|ASTE, LOC118513557|XP_035915372.1|ASTE	LOC6627419|XP_002051092.1|DVIR
OG0000149	LOC118507680|XP_035902367.1|ASTE	LOC6627743|XP_002051297.1|DVIR, LOC6634481|XP_002058158.1|DVIR
OG0000152	LOC118513581|XP_035915437.1|ASTE, LOC118515234|XP_035917812.1|ASTE	LOC6632780|XP_002055862.1|DVIR, LOC6632791|XP_002055861.2|DVIR, LOC6632790|XP_002055860.1|DVIR
OG0000153	LOC118505122|XP_035896329.1|ASTE	LOC6630161|XP_002054781.2|DVIR, LOC6630159|XP_002054779.1|DVIR, LOC6630160|XP_002054780.1|DVIR
OG0000154	LOC118503656|XP_035893072.1|ASTE, LOC118503653|XP_035893066.1|ASTE	LOC6635099|XP_002058361.1|DVIR, LOC26531881|XP_015031806.2|DVIR
OG0000155	LOC118507321|XP_035901601.1|ASTE	LOC6622871|XP_032290541.1|DVIR, LOC6622732|XP_002046664.1|DVIR, LOC6622713|XP_002046665.2|DVIR
OG0000157	LOC118509510|XP_035906089.1|ASTE, LOC118509511|XP_035906090.1|ASTE	LOC6626201|XP_002049879.1|DVIR, LOC6626203|XP_002049881.1|DVIR, LOC6626202|XP_002049880.1|DVIR
OG0000158	LOC118508367|XP_035903982.1|ASTE, LOC118508366|XP_035903980.1|ASTE, LOC118504516|XP_035894941.1|ASTE, LOC118504508|XP_035894931.1|ASTE	LOC6625323|XP_002049089.1|DVIR, LOC6623768|XP_002047813.2|DVIR, LOC6623710|XP_002047812.1|DVIR
OG0000159	LOC118516537|XP_035918374.1|ASTE, LOC118506076|XP_035898635.1|ASTE, LOC118516538|XP_035918375.1|ASTE, LOC118506072|XP_035898627.1|ASTE	LOC6623061|XP_002047662.1|DVIR
OG0000159	LOC118516533|XP_035918367.1|ASTE, LOC118506074|XP_035898629.1|ASTE	LOC26531581|XP_032289971.1|DVIR, LOC6622688|XP_002048229.1|DVIR
OG0000160	LOC118506638|XP_035899912.1|ASTE, LOC118506639|XP_035899913.1|ASTE, LOC118506173|XP_035898837.1|ASTE, LOC118512315|XP_035912461.1|ASTE, LOC118506878|XP_035900521.1|ASTE, LOC118517712|XP_035920050.1|ASTE	LOC6630948|XP_002053938.1|DVIR, LOC6630855|XP_002053937.1|DVIR
OG0000162	LOC118510542|XP_035908395.1|ASTE, LOC118512639|XP_035913230.1|ASTE	LOC6628081|XP_002051165.1|DVIR, LOC26531809|XP_015028988.1|DVIR, LOC6635651|XP_002059197.1|DVIR
OG0000163	LOC118503426|XP_035892559.1|ASTE, LOC118513177|XP_035914531.1|ASTE, LOC118513178|XP_035914532.1|ASTE, LOC118503428|XP_035892561.1|ASTE, LOC118503427|XP_035892560.1|ASTE	LOC6629062|XP_002051606.1|DVIR, LOC6630526|XP_002054803.1|DVIR
OG0000165	LOC118509479|XP_035906014.1|ASTE, LOC118503125|XP_035891975.1|ASTE	LOC6631307|XP_002055050.2|DVIR, LOC6632451|XP_002056513.2|DVIR
OG0000166	LOC118516432|XP_035918204.1|ASTE, LOC118509573|XP_035906232.1|ASTE	LOC6625965|XP_002050959.2|DVIR
OG0000166	LOC118509377|XP_035905811.1|ASTE, LOC118517322|XP_035919195.1|ASTE, LOC118512273|XP_035912355.1|ASTE	LOC6626384|XP_002050058.1|DVIR, LOC6626385|XP_032292428.1|DVIR
OG0000169	LOC118512165|XP_035912137.1|ASTE	LOC6635007|XP_002058651.1|DVIR
OG0000170	LOC118512459|XP_035912823.1|ASTE, LOC118512461|XP_035912824.1|ASTE, LOC118512457|XP_035912821.1|ASTE, LOC118512458|XP_035912822.1|ASTE	LOC6627500|XP_002052783.1|DVIR, LOC6627501|XP_002052784.1|DVIR
OG0000171	LOC118512486|XP_035912877.1|ASTE	LOC6634090|XP_002057510.3|DVIR
OG0000171	LOC118504537|XP_035895000.1|ASTE	LOC6628333|XP_032293686.1|DVIR
OG0000171	LOC118517651|XP_035919876.1|ASTE	LOC6636703|XP_002060176.2|DVIR
OG0000172	LOC118513117|XP_035914409.1|ASTE	LOC26531776|XP_032291441.1|DVIR, LOC6623137|XP_002046100.2|DVIR, LOC6634114|XP_032293821.1|DVIR, LOC26531600|XP_032294232.1|DVIR, LOC26531579|XP_032291437.1|DVIR, LOC6623100|XP_002046099.1|DVIR
OG0000173	LOC118514581|XP_035917476.1|ASTE, LOC118514578|XP_035917474.1|ASTE	LOC6625358|XP_002050230.1|DVIR, LOC6625360|XP_002050232.1|DVIR, LOC26531341|XP_015030314.1|DVIR, LOC6624947|XP_002050227.3|DVIR
OG0000174	LOC118510691|XP_035908757.1|ASTE, LOC118510690|XP_035908756.1|ASTE, LOC118510692|XP_035908759.1|ASTE	LOC6625558|XP_002048894.1|DVIR, LOC6627663|XP_002051103.1|DVIR, LOC6625969|XP_002050500.1|DVIR
OG0000175	LOC118505676|XP_035897701.1|ASTE	LOC6630589|XP_002053280.1|DVIR
OG0000175	LOC118505455|XP_035897148.1|ASTE, LOC118505454|XP_035897147.1|ASTE, LOC118505456|XP_035897150.1|ASTE, LOC118505453|XP_035897146.1|ASTE	LOC6630464|XP_015027450.1|DVIR, LOC6630465|XP_002053462.3|DVIR, LOC116649753|XP_032290680.1|DVIR, LOC116650632|XP_032290685.1|DVIR
OG0000177	LOC118516399|XP_035918158.1|ASTE	LOC6631752|XP_002055002.1|DVIR
OG0000177	LOC118504483|XP_035894893.1|ASTE	LOC6630905|XP_015026920.1|DVIR
OG0000179	LOC118504068|XP_035894003.1|ASTE, LOC118504072|XP_035894011.1|ASTE	LOC6625988|XP_032293143.1|DVIR, LOC6626070|XP_032293124.1|DVIR
OG0000179	LOC118504074|XP_035894020.1|ASTE	LOC6628569|XP_032293612.1|DVIR
OG0000181	LOC118510422|XP_035908088.1|ASTE, LOC118510423|XP_035908089.1|ASTE, LOC118503395|XP_035892494.1|ASTE	LOC6629781|XP_002054743.1|DVIR
OG0000182	LOC118507594|XP_035902154.1|ASTE	LOC6632407|XP_002056622.1|DVIR, LOC6632408|XP_002056623.1|DVIR
OG0000182	LOC118507593|XP_035902153.1|ASTE	LOC6632406|XP_002056621.1|DVIR, LOC6632405|XP_002056620.1|DVIR
OG0000183	LOC118510271|XP_035907766.1|ASTE	LOC6636939|XP_002060388.2|DVIR, LOC6623592|XP_032290877.1|DVIR, LOC6632192|XP_002055647.3|DVIR, LOC6623437|XP_032291055.1|DVIR
OG0000184	LOC118514693|XP_035917642.1|ASTE, LOC118514692|XP_035917641.1|ASTE, LOC118514694|XP_035917643.1|ASTE, LOC118514679|XP_035917620.1|ASTE, LOC118507293|XP_035901544.1|ASTE, LOC118507291|XP_035901543.1|ASTE	LOC6635619|XP_002059138.1|DVIR, LOC6635618|XP_032294720.1|DVIR
OG0000185	LOC118514354|XP_035917069.1|ASTE	LOC6624569|XP_002047651.2|DVIR, LOC6632994|XP_002056495.1|DVIR, LOC6636335|XP_002059934.1|DVIR
OG0000186	LOC118504849|XP_035895754.1|ASTE	LOC6631441|XP_002055679.1|DVIR, LOC6631440|XP_002055678.1|DVIR
OG0000188	LOC118502826|XP_035891438.1|ASTE, LOC118510018|XP_035907723.1|ASTE, LOC118515928|XP_035917972.1|ASTE, LOC118507968|XP_035903192.1|ASTE	LOC6632418|XP_002055799.2|DVIR, LOC6636688|XP_002060166.2|DVIR, LOC6636701|XP_002060174.1|DVIR
OG0000189	LOC118512655|XP_035913266.1|ASTE, LOC118517673|XP_035919957.1|ASTE	LOC6627642|XP_032293499.1|DVIR
OG0000189	LOC118506640|XP_035899914.1|ASTE	LOC6636083|XP_032295503.1|DVIR
OG0000190	LOC118510368|XP_035907979.1|ASTE	LOC6633473|XP_032296536.1|DVIR
OG0000190	LOC118504545|XP_035895041.1|ASTE	LOC6625037|XP_002048985.1|DVIR
OG0000191	LOC118512001|XP_035911636.1|ASTE	LOC6635954|XP_032292237.1|DVIR, LOC6630014|XP_002053407.2|DVIR
OG0000191	LOC118506505|XP_035899612.1|ASTE	LOC6625728|XP_002051049.1|DVIR
OG0000192	LOC118507017|XP_035900847.1|ASTE, LOC118507018|XP_035900848.1|ASTE, LOC118502769|XP_035891252.1|ASTE	LOC6632833|XP_002056341.1|DVIR, LOC6632834|XP_002056342.3|DVIR, LOC26530443|XP_015031598.1|DVIR, LOC6624470|XP_015031333.1|DVIR
OG0000193	LOC118503852|XP_035893459.1|ASTE, LOC118508047|XP_035903392.1|ASTE	LOC6628580|XP_002051514.1|DVIR, LOC6622956|XP_032290772.1|DVIR
OG0000196	LOC118514064|XP_035916463.1|ASTE, LOC118514063|XP_035916462.1|ASTE	LOC6635718|XP_032294682.1|DVIR
OG0000197	LOC118502626|XP_035890899.1|ASTE	LOC6633752|XP_015025605.1|DVIR
OG0000197	LOC118502627|XP_035890901.1|ASTE	LOC6633759|XP_032296617.1|DVIR
OG0000197	LOC118502628|XP_035890902.1|ASTE	LOC6633761|XP_032296607.1|DVIR
OG0000200	LOC118503806|XP_035893399.1|ASTE	LOC6632553|XP_002056536.3|DVIR, LOC6634875|XP_002058604.1|DVIR
OG0000201	LOC118510098|XP_035907420.1|ASTE, LOC118510099|XP_035907423.1|ASTE, LOC118513874|XP_035916073.1|ASTE, LOC118517092|XP_035918839.1|ASTE	LOC6635093|XP_002058355.1|DVIR, LOC6635092|XP_002058354.1|DVIR
OG0000202	LOC118506617|XP_035899877.1|ASTE	LOC6630367|XP_002054903.1|DVIR
OG0000203	LOC118507050|XP_035900904.1|ASTE	LOC6625513|XP_002050095.1|DVIR, LOC6625223|XP_002050103.2|DVIR, LOC6625517|XP_032291583.1|DVIR, LOC6625222|XP_032291581.1|DVIR, LOC6625221|XP_032291580.1|DVIR, LOC6625516|XP_032291579.1|DVIR
OG0000205	LOC118508310|XP_035903863.1|ASTE, LOC118517532|XP_035919659.1|ASTE, LOC118517534|XP_035919661.1|ASTE, LOC118517536|XP_035919663.1|ASTE, LOC118517535|XP_035919662.1|ASTE, LOC118517533|XP_035919660.1|ASTE	LOC6631015|XP_002054291.1|DVIR, LOC6635104|XP_002058664.1|DVIR
OG0000206	LOC118503159|XP_035892013.1|ASTE	LOC6625254|XP_002048974.1|DVIR
OG0000206	LOC118517639|XP_035919843.1|ASTE	LOC6625255|XP_002048975.1|DVIR
OG0000207	LOC118503769|XP_035893332.1|ASTE	LOC6622261|XP_002048176.1|DVIR
OG0000210	LOC118510803|XP_035909015.1|ASTE	LOC6625370|XP_002049066.2|DVIR, LOC6633805|XP_002057094.2|DVIR
OG0000211	LOC118505116|XP_035896320.1|ASTE	LOC6630249|XP_002053763.1|DVIR
OG0000212	LOC118514690|XP_035917639.1|ASTE, LOC118514687|XP_035917627.1|ASTE	LOC6629143|XP_002052891.2|DVIR, LOC6635617|XP_015024480.1|DVIR
OG0000213	LOC118506169|XP_035898832.1|ASTE, LOC118502455|XP_035890578.1|ASTE, LOC118510026|XP_035907306.1|ASTE, LOC118507679|XP_035902364.1|ASTE	LOC6623068|XP_002048502.2|DVIR, LOC6625565|XP_032291620.1|DVIR
OG0000214	LOC118508206|XP_035903670.1|ASTE	LOC6631573|XP_032295286.1|DVIR, LOC6636475|XP_002059924.1|DVIR, LOC6630262|XP_002053421.1|DVIR, LOC6630259|XP_002053418.1|DVIR
OG0000215	LOC118505358|XP_035896927.1|ASTE, LOC118506177|XP_035898842.1|ASTE	LOC6624104|XP_002048315.1|DVIR, LOC6622189|XP_002048316.1|DVIR, LOC26531348|XP_015031731.1|DVIR
OG0000216	LOC118514658|XP_035917584.1|ASTE	LOC116650592|XP_032290561.1|DVIR, LOC6635440|XP_002058980.1|DVIR, LOC6636264|XP_002059733.1|DVIR, LOC6634708|XP_002058265.1|DVIR, LOC6634709|XP_002058266.2|DVIR
OG0000217	LOC118506853|XP_035900475.1|ASTE	LOC6631722|XP_002055164.1|DVIR
OG0000217	LOC118512344|XP_035912523.1|ASTE	LOC6627923|XP_002052798.3|DVIR, LOC6631721|XP_002055163.1|DVIR
OG0000218	LOC118510059|XP_035907341.1|ASTE	LOC6628002|XP_002051791.1|DVIR, LOC6628053|XP_002051795.1|DVIR, LOC6628003|XP_032294096.1|DVIR, LOC6628052|XP_002051794.1|DVIR, LOC116651574|XP_032294095.1|DVIR
OG0000219	LOC118510240|XP_035907700.1|ASTE, LOC118517267|XP_035919133.1|ASTE	LOC6636349|XP_002059948.1|DVIR, LOC6636346|XP_002059945.1|DVIR, LOC6636350|XP_032292022.1|DVIR
OG0000220	LOC118510365|XP_035907967.1|ASTE, LOC118510359|XP_035907961.1|ASTE	LOC6622194|XP_002047863.1|DVIR, LOC6624053|XP_002047860.1|DVIR, LOC116650670|XP_032290905.1|DVIR
OG0000221	LOC118512893|XP_035913890.1|ASTE, LOC118512894|XP_035913899.1|ASTE	LOC6626011|XP_015029932.1|DVIR, LOC6630010|XP_002054772.1|DVIR, LOC6626010|XP_002050155.1|DVIR
OG0000222	LOC118508815|XP_035904449.1|ASTE	LOC6634028|XP_002057492.1|DVIR
OG0000224	LOC118512550|XP_035913028.1|ASTE, LOC118512555|XP_035913034.1|ASTE, LOC118510034|XP_035907315.1|ASTE, LOC118512553|XP_035913032.1|ASTE	LOC6626237|XP_002048861.1|DVIR
OG0000225	LOC118502418|XP_035890536.1|ASTE, LOC118504515|XP_035894940.1|ASTE	LOC6630655|XP_032292178.1|DVIR, LOC26531229|XP_015027874.1|DVIR, LOC6630654|XP_002053310.2|DVIR
OG0000226	LOC118506112|XP_035898708.1|ASTE	LOC116650738|XP_032291156.1|DVIR, LOC6622073|XP_002047064.1|DVIR
OG0000228	LOC118507788|XP_035902717.1|ASTE	LOC6635236|XP_002058764.1|DVIR, LOC6632952|XP_002056569.2|DVIR, LOC6628603|XP_002052164.1|DVIR
OG0000229	LOC118505141|XP_035896386.1|ASTE	LOC6629782|XP_032294976.1|DVIR, LOC26531779|XP_032289324.1|DVIR
OG0000229	LOC118505366|XP_035896957.1|ASTE	LOC6632650|XP_032289576.1|DVIR
OG0000230	LOC118511477|XP_035910508.1|ASTE, LOC118511480|XP_035910510.1|ASTE, LOC118511478|XP_035910509.1|ASTE, LOC118511476|XP_035910504.1|ASTE	LOC116650991|XP_032292345.1|DVIR, LOC6625002|XP_032292342.1|DVIR
OG0000232	LOC118503459|XP_035892635.1|ASTE	LOC6631220|XP_002053140.1|DVIR, LOC6625772|XP_002050474.1|DVIR, LOC6625771|XP_002050473.1|DVIR
OG0000233	LOC118508457|XP_035904152.1|ASTE	LOC6626147|XP_002050902.1|DVIR, LOC6626146|XP_032291909.1|DVIR, LOC6631062|XP_002054228.2|DVIR, LOC6631073|XP_002054229.1|DVIR
OG0000235	LOC118504927|XP_035895913.1|ASTE	LOC6631091|XP_032295419.1|DVIR, LOC6631090|XP_002054050.1|DVIR, LOC6630947|XP_002054049.1|DVIR
OG0000236	LOC118507015|XP_035900844.1|ASTE	LOC6627591|XP_002052822.1|DVIR, LOC6627949|XP_002051422.1|DVIR, LOC6634448|XP_002058167.1|DVIR
OG0000237	LOC118512278|XP_035912368.1|ASTE	LOC6624901|XP_032291939.1|DVIR
OG0000237	LOC118511482|XP_035910512.1|ASTE	LOC6633387|XP_032296418.1|DVIR
OG0000238	LOC118511649|XP_035910876.1|ASTE, LOC118511652|XP_035910881.1|ASTE	LOC6628818|XP_032293952.1|DVIR, LOC6628817|XP_002052067.2|DVIR
OG0000239	LOC118504709|XP_035895435.1|ASTE	LOC6630127|XP_002053679.1|DVIR, LOC6636953|XP_032294281.1|DVIR
OG0000240	LOC118507974|XP_035903200.1|ASTE	LOC6633209|XP_002056696.2|DVIR, LOC6632973|XP_032289819.1|DVIR, LOC6633197|XP_032289814.1|DVIR
OG0000241	LOC118503481|XP_035892675.1|ASTE	LOC6623432|XP_032291133.1|DVIR
OG0000246	LOC118504838|XP_035895735.1|ASTE	LOC26530794|XP_015030247.1|DVIR, LOC6625327|XP_002049054.1|DVIR, LOC6625383|XP_002049493.2|DVIR
OG0000247	LOC118509414|XP_035905879.1|ASTE, LOC118509412|XP_035905877.1|ASTE, LOC118509413|XP_035905878.1|ASTE, LOC118509411|XP_035905875.1|ASTE	LOC6632971|XP_002056702.1|DVIR, LOC6632970|XP_002056701.1|DVIR, LOC6632969|XP_002056700.1|DVIR, LOC6632967|XP_002056698.1|DVIR, LOC6632968|XP_002056699.1|DVIR
OG0000248	LOC118512667|XP_035913313.1|ASTE, LOC118512666|XP_035913311.1|ASTE	LOC6623124|XP_015031180.1|DVIR, LOC6623417|XP_002046805.1|DVIR, LOC6626865|XP_002049256.2|DVIR
OG0000249	LOC118510725|XP_035908828.1|ASTE	LOC6629225|XP_002051945.1|DVIR, LOC6629224|XP_002051944.1|DVIR, LOC6629223|XP_002051943.2|DVIR
OG0000250	LOC118508491|XP_035904202.1|ASTE	LOC6627360|XP_002051667.1|DVIR, LOC6627364|XP_002051671.1|DVIR, LOC116649743|XP_015028230.1|DVIR
OG0000251	LOC118505075|XP_035896254.1|ASTE	LOC6634673|XP_002057989.3|DVIR, LOC6623460|XP_002048637.1|DVIR, LOC6626658|XP_002049469.2|DVIR, LOC26530573|XP_015031625.1|DVIR
OG0000255	LOC118504899|XP_035895857.1|ASTE	LOC6626368|XP_015029462.2|DVIR, LOC6626370|XP_032292972.1|DVIR
OG0000256	LOC118509298|XP_035905630.1|ASTE	LOC6627201|XP_002050273.1|DVIR, LOC116650982|XP_032292277.1|DVIR, LOC6627199|XP_002050271.1|DVIR, LOC6626430|XP_032292278.1|DVIR, LOC6626429|XP_015029965.1|DVIR
OG0000257	LOC118507286|XP_035901529.1|ASTE	LOC6626938|XP_032293079.1|DVIR
OG0000262	LOC118512787|XP_035913596.1|ASTE	LOC6626192|XP_032292618.1|DVIR
OG0000263	LOC118513361|XP_035914886.1|ASTE	LOC6626715|XP_032292118.1|DVIR
OG0000263	LOC118513013|XP_035914180.1|ASTE	LOC6623481|XP_032291452.1|DVIR
OG0000264	LOC118507130|XP_035901042.1|ASTE	LOC116652013|XP_032295547.1|DVIR, LOC6632139|XP_002055391.2|DVIR, LOC6632881|XP_032289574.1|DVIR
OG0000267	LOC118506887|XP_035900544.1|ASTE, LOC118513471|XP_035915156.1|ASTE	LOC6629498|XP_002054518.1|DVIR, LOC6629497|XP_002054517.1|DVIR
OG0000268	LOC118506477|XP_035899548.1|ASTE, LOC118502746|XP_035891204.1|ASTE	LOC6635176|XP_002058580.1|DVIR
OG0000268	LOC118502745|XP_035891203.1|ASTE	LOC6635177|XP_002058581.2|DVIR
OG0000269	LOC118507820|XP_035902791.1|ASTE	LOC6631178|XP_002054308.1|DVIR, LOC6631177|XP_002054307.1|DVIR
OG0000269	LOC118510294|XP_035907812.1|ASTE	LOC6630419|XP_002053294.3|DVIR
OG0000270	LOC118503824|XP_035893419.1|ASTE, LOC118510655|XP_035908672.1|ASTE, LOC118503826|XP_035893421.1|ASTE, LOC118503825|XP_035893420.1|ASTE, LOC118503827|XP_035893423.1|ASTE	LOC6626665|XP_015029075.1|DVIR
OG0000271	LOC118513311|XP_035914791.1|ASTE	LOC6628246|XP_002051457.1|DVIR, LOC26531775|XP_015030365.1|DVIR, LOC6636469|XP_002059918.1|DVIR
OG0000272	LOC118509040|XP_035904990.1|ASTE	LOC6636259|XP_015024101.1|DVIR
OG0000273	LOC118508518|XP_035904265.1|ASTE	LOC6629857|XP_002053180.2|DVIR, LOC6628490|XP_002052037.2|DVIR, LOC6632693|XP_002056664.2|DVIR
OG0000279	LOC118506563|XP_035899778.1|ASTE	LOC6623340|XP_002046755.1|DVIR, LOC6623389|XP_002046756.1|DVIR
OG0000280	LOC118512959|XP_035914076.1|ASTE	LOC6622634|XP_002047527.2|DVIR, LOC6622631|XP_002047526.2|DVIR, LOC6622669|XP_002047528.2|DVIR
OG0000281	LOC118509940|XP_035907165.1|ASTE	LOC6623709|XP_002047338.1|DVIR, LOC6634459|XP_002057947.1|DVIR, LOC6635459|XP_002058967.1|DVIR
OG0000283	LOC118507494|XP_035901916.1|ASTE	LOC6626287|XP_002049224.1|DVIR
OG0000283	LOC118502775|XP_035891299.1|ASTE, LOC118517383|XP_035919322.1|ASTE	LOC6630450|XP_002053911.1|DVIR
OG0000284	LOC118516654|XP_035918511.1|ASTE, LOC118513197|XP_035914577.1|ASTE, LOC118513227|XP_035914647.1|ASTE	LOC6634264|XP_032293579.1|DVIR
OG0000284	LOC118514629|XP_035917520.1|ASTE	LOC6634169|XP_032289004.1|DVIR
OG0000285	LOC118510124|XP_035907487.1|ASTE, LOC118510126|XP_035907489.1|ASTE, LOC118510125|XP_035907488.1|ASTE	LOC6627167|XP_002050952.1|DVIR
OG0000292	LOC118506849|XP_035900472.1|ASTE	LOC6625271|XP_002049362.1|DVIR, LOC6627221|XP_002049850.1|DVIR, LOC6627220|XP_002049849.2|DVIR, LOC6625512|XP_002049848.1|DVIR
OG0000292	LOC118503100|XP_035891919.1|ASTE	LOC6622738|XP_002048459.1|DVIR
OG0000293	LOC118505627|XP_035897593.1|ASTE	LOC6630605|XP_002054480.1|DVIR, LOC6630029|XP_002054479.2|DVIR, LOC6629112|XP_002052606.1|DVIR
OG0000294	LOC118510955|XP_035909298.1|ASTE, LOC118510954|XP_035909293.1|ASTE	LOC6634166|XP_032289001.1|DVIR
OG0000294	LOC118504855|XP_035895764.1|ASTE	LOC6631395|XP_015026374.1|DVIR
OG0000295	LOC118510879|XP_035909139.1|ASTE	LOC6625008|XP_002049758.1|DVIR, LOC6629789|XP_002054751.1|DVIR, LOC6625890|XP_002050361.2|DVIR, LOC116651089|XP_032292733.1|DVIR
OG0000296	LOC118517585|XP_035919753.1|ASTE	LOC6628745|XP_002051561.1|DVIR, LOC6636845|XP_002060317.1|DVIR, LOC6632044|XP_002055241.1|DVIR
