Orthogroup	ASTE.longest_only	DBUS.longest_only
OG0000120	LOC118509359|XP_035905774.1|ASTE	LOC108597208|XP_017839139.1|DBUS, LOC108605238|XP_017850340.1|DBUS
OG0000120	LOC118512861|XP_035913838.1|ASTE	LOC108596912|XP_017838608.1|DBUS
OG0000121	LOC118504430|XP_035894762.1|ASTE	LOC108601261|XP_017844649.1|DBUS, LOC108602587|XP_017846215.1|DBUS, LOC108606058|XP_017851394.1|DBUS, LOC108602647|XP_017846282.1|DBUS
OG0000122	LOC118502484|XP_035890608.1|ASTE	LOC108595833|XP_017836616.1|DBUS, LOC108605338|XP_033150253.1|DBUS, LOC108594762|XP_017835390.1|DBUS, LOC108605067|XP_017850560.1|DBUS
OG0000123	LOC118506463|XP_035899530.1|ASTE	LOC108595656|XP_017836420.1|DBUS, LOC108602509|XP_017846128.1|DBUS
OG0000125	LOC118502975|XP_035891640.1|ASTE	LOC108602946|XP_017846784.1|DBUS
OG0000125	LOC118511794|XP_035911255.1|ASTE	LOC108604285|XP_017849183.1|DBUS
OG0000126	LOC118510666|XP_035908699.1|ASTE	LOC108602652|XP_017846288.1|DBUS, LOC108602032|XP_017845528.2|DBUS
OG0000127	LOC118506630|XP_035899894.1|ASTE, LOC118506629|XP_035899892.1|ASTE	LOC108602433|XP_017846041.1|DBUS, LOC108602111|XP_017845625.1|DBUS, LOC108602067|XP_017845575.1|DBUS
OG0000128	LOC118516915|XP_035918646.1|ASTE, LOC118509094|XP_035905138.1|ASTE	LOC108594863|XP_017835491.2|DBUS, LOC108596258|XP_017837304.2|DBUS, LOC108596561|XP_017837951.1|DBUS
OG0000129	LOC118506636|XP_035899907.1|ASTE	LOC108606979|XP_017853037.1|DBUS, LOC108598557|XP_017840732.2|DBUS, LOC108600868|XP_017844168.1|DBUS, LOC108606980|XP_017853040.1|DBUS
OG0000130	LOC118507218|XP_035901212.1|ASTE	LOC108598755|XP_017840979.2|DBUS, LOC108598612|XP_017840799.1|DBUS, LOC108598191|XP_033149343.1|DBUS, LOC108598190|XP_033149405.1|DBUS, LOC108600450|XP_017843526.1|DBUS, LOC108598634|XP_017840826.2|DBUS, LOC117134616|XP_033149472.1|DBUS, LOC117134652|XP_033149629.1|DBUS
OG0000132	LOC118503160|XP_035892014.1|ASTE, LOC118502510|XP_035890646.1|ASTE	LOC108608030|XP_017854696.1|DBUS, LOC108608029|XP_017854695.2|DBUS, LOC108602868|XP_017846646.1|DBUS
OG0000134	LOC118502732|XP_035891190.1|ASTE	LOC108603028|XP_017846927.1|DBUS
OG0000134	LOC118514038|XP_035916413.1|ASTE	LOC108597009|XP_017838780.1|DBUS
OG0000137	LOC118507552|XP_035902026.1|ASTE	LOC108603879|XP_017848540.1|DBUS
OG0000137	LOC118511893|XP_035911416.1|ASTE, LOC118512768|XP_035913566.1|ASTE, LOC118516694|XP_035918532.1|ASTE, LOC118516358|XP_035918086.1|ASTE	LOC108599893|XP_017842571.1|DBUS
OG0000140	LOC118512572|XP_035913082.1|ASTE, LOC118512573|XP_035913084.1|ASTE, LOC118512574|XP_035913086.1|ASTE, LOC118512579|XP_035913100.1|ASTE, LOC118512272|XP_035912354.1|ASTE	LOC108601804|XP_017845230.1|DBUS, LOC108594824|XP_017835451.2|DBUS, LOC108594828|XP_033149205.1|DBUS, LOC108595108|XP_033148936.1|DBUS, LOC108597603|XP_033149082.1|DBUS, LOC108594825|XP_033149038.1|DBUS, LOC108595109|XP_017835759.1|DBUS, LOC108597602|XP_017839714.1|DBUS
OG0000141	LOC118513164|XP_035914504.1|ASTE	LOC108601014|XP_017844377.1|DBUS, LOC108601015|XP_017844378.1|DBUS, LOC108598911|XP_017841162.1|DBUS
OG0000142	LOC118504509|XP_035894932.1|ASTE	LOC108602123|XP_017845639.1|DBUS
OG0000142	LOC118513535|XP_035915303.1|ASTE	LOC108603285|XP_017847441.1|DBUS
OG0000142	LOC118517327|XP_035919203.1|ASTE	LOC108605452|XP_017850626.2|DBUS
OG0000143	LOC118512636|XP_035913225.1|ASTE	LOC108599728|XP_017842219.1|DBUS
OG0000143	LOC118508535|XP_035904305.1|ASTE, LOC118508252|XP_035903758.1|ASTE, LOC118506266|XP_035899062.1|ASTE, LOC118506267|XP_035899063.1|ASTE	LOC108599729|XP_017842220.1|DBUS
OG0000144	LOC118504520|XP_035894945.1|ASTE	LOC108604352|XP_017849272.1|DBUS
OG0000144	LOC118517574|XP_035919714.1|ASTE	LOC108607001|XP_017853067.1|DBUS
OG0000144	LOC118514648|XP_035917567.1|ASTE, LOC118514649|XP_035917570.1|ASTE	LOC108594255|XP_033150587.1|DBUS
OG0000145	LOC118513794|XP_035915873.1|ASTE, LOC118513795|XP_035915874.1|ASTE	LOC108607135|XP_017853261.1|DBUS, LOC108608037|XP_017854707.2|DBUS
OG0000147	LOC118509851|XP_035906945.1|ASTE	LOC108608365|XP_017855203.2|DBUS
OG0000147	LOC118505553|XP_035897399.1|ASTE, LOC118505551|XP_035897397.1|ASTE	LOC108602069|XP_017845578.1|DBUS, LOC108602063|XP_017845572.1|DBUS
OG0000148	LOC118503637|XP_035893028.1|ASTE	LOC108596445|XP_017837681.1|DBUS
OG0000148	LOC118509198|XP_035905361.1|ASTE, LOC118517263|XP_035919130.1|ASTE, LOC118513557|XP_035915372.1|ASTE	LOC108608076|XP_017854761.1|DBUS
OG0000149	LOC118507680|XP_035902367.1|ASTE	LOC108607653|XP_017854084.1|DBUS, LOC108606918|XP_017852948.1|DBUS
OG0000152	LOC118513581|XP_035915437.1|ASTE, LOC118515234|XP_035917812.1|ASTE	LOC108601725|XP_017845133.1|DBUS, LOC108602388|XP_017845987.1|DBUS, LOC108601385|XP_017844774.1|DBUS, LOC108601817|XP_017845242.1|DBUS, LOC108601386|XP_017844775.1|DBUS, LOC108601816|XP_017845241.1|DBUS, LOC108604169|XP_017848991.1|DBUS, LOC108604171|XP_017848992.1|DBUS
OG0000153	LOC118505122|XP_035896329.1|ASTE	LOC108602243|XP_017845781.1|DBUS, LOC108601757|XP_017845170.1|DBUS, LOC108602141|XP_017845661.1|DBUS
OG0000154	LOC118503656|XP_035893072.1|ASTE, LOC118503653|XP_035893066.1|ASTE	LOC108601228|XP_017844616.2|DBUS
OG0000155	LOC118507321|XP_035901601.1|ASTE	LOC108600838|XP_017844123.1|DBUS, LOC108597991|XP_017840096.1|DBUS
OG0000157	LOC118509510|XP_035906089.1|ASTE, LOC118509511|XP_035906090.1|ASTE	LOC108595635|XP_017836395.1|DBUS, LOC108595680|XP_017836448.1|DBUS, LOC108595632|XP_017836390.1|DBUS, LOC108595528|XP_017836272.1|DBUS
OG0000158	LOC118508367|XP_035903982.1|ASTE, LOC118508366|XP_035903980.1|ASTE, LOC118504516|XP_035894941.1|ASTE, LOC118504508|XP_035894931.1|ASTE	LOC108595174|XP_017835840.1|DBUS, LOC108598137|XP_017840243.2|DBUS, LOC108599375|XP_017841670.2|DBUS
OG0000159	LOC118516537|XP_035918374.1|ASTE, LOC118506076|XP_035898635.1|ASTE, LOC118516538|XP_035918375.1|ASTE, LOC118506072|XP_035898627.1|ASTE	LOC108601113|XP_017844521.2|DBUS
OG0000159	LOC118516533|XP_035918367.1|ASTE, LOC118506074|XP_035898629.1|ASTE	LOC108600352|XP_017843365.1|DBUS, LOC108600784|XP_017844045.2|DBUS
OG0000160	LOC118506638|XP_035899912.1|ASTE, LOC118506639|XP_035899913.1|ASTE, LOC118506173|XP_035898837.1|ASTE, LOC118512315|XP_035912461.1|ASTE, LOC118506878|XP_035900521.1|ASTE, LOC118517712|XP_035920050.1|ASTE	LOC117134623|XP_033150023.1|DBUS, LOC108604426|XP_017849383.1|DBUS
OG0000162	LOC118510542|XP_035908395.1|ASTE, LOC118512639|XP_035913230.1|ASTE	LOC108607969|XP_017854592.1|DBUS, LOC108597784|XP_017839987.1|DBUS, LOC108607792|XP_033150876.1|DBUS
OG0000163	LOC118503426|XP_035892559.1|ASTE, LOC118513177|XP_035914531.1|ASTE, LOC118513178|XP_035914532.1|ASTE, LOC118503428|XP_035892561.1|ASTE, LOC118503427|XP_035892560.1|ASTE	LOC108599070|XP_017841346.2|DBUS, LOC108603638|XP_017848088.1|DBUS
OG0000165	LOC118509479|XP_035906014.1|ASTE, LOC118503125|XP_035891975.1|ASTE	LOC108607067|XP_017853172.1|DBUS
OG0000166	LOC118516432|XP_035918204.1|ASTE, LOC118509573|XP_035906232.1|ASTE	LOC108596342|XP_017837485.1|DBUS
OG0000166	LOC118509377|XP_035905811.1|ASTE, LOC118517322|XP_035919195.1|ASTE, LOC118512273|XP_035912355.1|ASTE	LOC117134998|XP_033150624.1|DBUS
OG0000169	LOC118512165|XP_035912137.1|ASTE	LOC108604060|XP_017848812.1|DBUS
OG0000170	LOC118512459|XP_035912823.1|ASTE, LOC118512461|XP_035912824.1|ASTE, LOC118512457|XP_035912821.1|ASTE, LOC118512458|XP_035912822.1|ASTE	LOC108594386|XP_017835039.1|DBUS
OG0000171	LOC118512486|XP_035912877.1|ASTE	LOC108606868|XP_017852882.2|DBUS
OG0000171	LOC118504537|XP_035895000.1|ASTE	LOC108597130|XP_033150794.1|DBUS
OG0000171	LOC118517651|XP_035919876.1|ASTE	LOC117134931|XP_033150352.1|DBUS
OG0000172	LOC118513117|XP_035914409.1|ASTE	LOC108599907|XP_017842591.2|DBUS, LOC108599906|XP_017842589.1|DBUS, LOC108604850|XP_017849959.1|DBUS, LOC108600470|XP_017843569.2|DBUS
OG0000173	LOC118514581|XP_035917476.1|ASTE, LOC118514578|XP_035917474.1|ASTE	LOC108595966|XP_017836742.1|DBUS, LOC108597066|XP_017838880.1|DBUS, LOC108597068|XP_017838883.1|DBUS, LOC108597067|XP_017838882.1|DBUS
OG0000174	LOC118510691|XP_035908757.1|ASTE, LOC118510690|XP_035908756.1|ASTE, LOC118510692|XP_035908759.1|ASTE	LOC108594728|XP_017835356.1|DBUS, LOC108605156|XP_017850227.1|DBUS, LOC108595968|XP_017836744.1|DBUS
OG0000175	LOC118505676|XP_035897701.1|ASTE	LOC108604206|XP_017849055.1|DBUS
OG0000175	LOC118505455|XP_035897148.1|ASTE, LOC118505454|XP_035897147.1|ASTE, LOC118505456|XP_035897150.1|ASTE, LOC118505453|XP_035897146.1|ASTE	LOC108603647|XP_017848100.1|DBUS, LOC108603650|XP_017848106.1|DBUS
OG0000177	LOC118516399|XP_035918158.1|ASTE	LOC108606425|XP_017852017.1|DBUS, LOC108604536|XP_017849540.1|DBUS
OG0000177	LOC118504483|XP_035894893.1|ASTE	LOC108604406|XP_017849360.1|DBUS
OG0000179	LOC118504068|XP_035894003.1|ASTE, LOC118504072|XP_035894011.1|ASTE	LOC108597113|XP_017838978.1|DBUS, LOC108595307|XP_017836013.1|DBUS
OG0000179	LOC118504074|XP_035894020.1|ASTE	LOC108608474|XP_017855351.2|DBUS
OG0000181	LOC118510422|XP_035908088.1|ASTE, LOC118510423|XP_035908089.1|ASTE, LOC118503395|XP_035892494.1|ASTE	LOC108602410|XP_017846011.1|DBUS
OG0000182	LOC118507594|XP_035902154.1|ASTE	LOC108603930|XP_017848614.1|DBUS
OG0000182	LOC118507593|XP_035902153.1|ASTE	LOC108603929|XP_017848613.1|DBUS, LOC108603928|XP_033149798.1|DBUS, LOC117134833|XP_033149799.1|DBUS
OG0000183	LOC118510271|XP_035907766.1|ASTE	LOC108605805|XP_017851100.1|DBUS, LOC108599037|XP_017841306.1|DBUS, LOC108600857|XP_017844149.1|DBUS
OG0000184	LOC118514693|XP_035917642.1|ASTE, LOC118514692|XP_035917641.1|ASTE, LOC118514694|XP_035917643.1|ASTE, LOC118514679|XP_035917620.1|ASTE, LOC118507293|XP_035901544.1|ASTE, LOC118507291|XP_035901543.1|ASTE	LOC108607593|XP_017853984.2|DBUS, LOC108595343|XP_017836058.2|DBUS, LOC108603832|XP_017848462.1|DBUS, LOC108595353|XP_017836069.2|DBUS
OG0000185	LOC118514354|XP_035917069.1|ASTE	LOC108596311|XP_017837406.1|DBUS, LOC108596312|XP_033149094.1|DBUS, LOC108596356|XP_017837507.1|DBUS, LOC108604263|XP_017849147.1|DBUS
OG0000186	LOC118504849|XP_035895754.1|ASTE	LOC108595504|XP_017836246.1|DBUS, LOC108605031|XP_017850087.1|DBUS, LOC108605659|XP_017850934.1|DBUS
OG0000188	LOC118502826|XP_035891438.1|ASTE, LOC118510018|XP_035907723.1|ASTE, LOC118515928|XP_035917972.1|ASTE, LOC118507968|XP_035903192.1|ASTE	LOC108601996|XP_017845483.1|DBUS, LOC108606976|XP_033150213.1|DBUS, LOC108605872|XP_017851175.1|DBUS
OG0000189	LOC118512655|XP_035913266.1|ASTE, LOC118517673|XP_035919957.1|ASTE	LOC108608399|XP_033149306.1|DBUS
OG0000189	LOC118506640|XP_035899914.1|ASTE	LOC108606397|XP_033150201.1|DBUS
OG0000190	LOC118510368|XP_035907979.1|ASTE	LOC108606651|XP_017852456.1|DBUS
OG0000190	LOC118504545|XP_035895041.1|ASTE	LOC108596652|XP_017838122.1|DBUS
OG0000191	LOC118512001|XP_035911636.1|ASTE	LOC108594796|XP_017835424.2|DBUS, LOC108596680|XP_017838179.1|DBUS, LOC108601802|XP_017845227.1|DBUS
OG0000191	LOC118506505|XP_035899612.1|ASTE	LOC108596473|XP_017837722.1|DBUS, LOC108597225|XP_017839158.2|DBUS
OG0000192	LOC118507017|XP_035900847.1|ASTE, LOC118507018|XP_035900848.1|ASTE, LOC118502769|XP_035891252.1|ASTE	LOC108601595|XP_017844984.1|DBUS, LOC108601596|XP_017844985.1|DBUS, LOC108598210|XP_017840316.1|DBUS, LOC108598209|XP_017840315.1|DBUS
OG0000193	LOC118503852|XP_035893459.1|ASTE, LOC118508047|XP_035903392.1|ASTE	LOC108607929|XP_017854533.2|DBUS, LOC108596787|XP_017838811.2|DBUS, LOC108607928|XP_017854532.2|DBUS, LOC108598244|XP_033149407.1|DBUS, LOC108600071|XP_017842914.1|DBUS
OG0000196	LOC118514064|XP_035916463.1|ASTE, LOC118514063|XP_035916462.1|ASTE	LOC108594562|XP_033149751.1|DBUS
OG0000197	LOC118502626|XP_035890899.1|ASTE	LOC108606246|XP_017851680.1|DBUS
OG0000197	LOC118502627|XP_035890901.1|ASTE	LOC108606249|XP_017851683.1|DBUS
OG0000197	LOC118502628|XP_035890902.1|ASTE	LOC108606244|XP_017851677.1|DBUS
OG0000200	LOC118503806|XP_035893399.1|ASTE	LOC108601533|XP_033150111.1|DBUS, LOC108604445|XP_017849414.1|DBUS
OG0000201	LOC118510098|XP_035907420.1|ASTE, LOC118510099|XP_035907423.1|ASTE, LOC118513874|XP_035916073.1|ASTE, LOC118517092|XP_035918839.1|ASTE	LOC108602544|XP_017846166.1|DBUS, LOC108602234|XP_017845771.1|DBUS
OG0000202	LOC118506617|XP_035899877.1|ASTE	LOC108604363|XP_017849293.1|DBUS
OG0000203	LOC118507050|XP_035900904.1|ASTE	LOC108597598|XP_017839708.1|DBUS, LOC108595249|XP_033148927.1|DBUS, LOC108595388|XP_017836103.1|DBUS, LOC108595150|XP_017835805.1|DBUS
OG0000205	LOC118508310|XP_035903863.1|ASTE, LOC118517532|XP_035919659.1|ASTE, LOC118517534|XP_035919661.1|ASTE, LOC118517536|XP_035919663.1|ASTE, LOC118517535|XP_035919662.1|ASTE, LOC118517533|XP_035919660.1|ASTE	LOC108601640|XP_017845029.1|DBUS, LOC108603112|XP_017847106.1|DBUS
OG0000206	LOC118503159|XP_035892013.1|ASTE	LOC108595407|XP_017836121.1|DBUS
OG0000206	LOC118517639|XP_035919843.1|ASTE	LOC108595462|XP_017836194.1|DBUS
OG0000207	LOC118503769|XP_035893332.1|ASTE	LOC108600523|XP_017843656.1|DBUS
OG0000210	LOC118510803|XP_035909015.1|ASTE	LOC117134660|XP_033148934.1|DBUS, LOC108595224|XP_033148937.1|DBUS, LOC108606329|XP_017851839.1|DBUS
OG0000211	LOC118505116|XP_035896320.1|ASTE	LOC108602628|XP_017846257.1|DBUS
OG0000212	LOC118514690|XP_035917639.1|ASTE, LOC118514687|XP_035917627.1|ASTE	LOC108608485|XP_017855370.2|DBUS, LOC108608403|XP_033150034.1|DBUS
OG0000213	LOC118506169|XP_035898832.1|ASTE, LOC118502455|XP_035890578.1|ASTE, LOC118510026|XP_035907306.1|ASTE, LOC118507679|XP_035902364.1|ASTE	LOC108594606|XP_033149107.1|DBUS
OG0000214	LOC118508206|XP_035903670.1|ASTE	LOC108606975|XP_017853033.1|DBUS, LOC108596628|XP_017838064.1|DBUS, LOC108601296|XP_017844685.1|DBUS, LOC108603573|XP_017847986.1|DBUS, LOC108602101|XP_017845614.1|DBUS
OG0000215	LOC118505358|XP_035896927.1|ASTE, LOC118506177|XP_035898842.1|ASTE	LOC108598282|XP_017840387.2|DBUS, LOC108598738|XP_017840960.2|DBUS, LOC108598613|XP_017840801.2|DBUS
OG0000216	LOC118514658|XP_035917584.1|ASTE	LOC108605339|XP_017850498.1|DBUS, LOC108604923|XP_017849981.1|DBUS
OG0000217	LOC118506853|XP_035900475.1|ASTE	LOC108606945|XP_017852990.1|DBUS
OG0000217	LOC118512344|XP_035912523.1|ASTE	LOC108597764|XP_017839969.1|DBUS, LOC108605537|XP_017850778.1|DBUS
OG0000218	LOC118510059|XP_035907341.1|ASTE	LOC108601093|XP_017844496.1|DBUS, LOC108607617|XP_017854019.1|DBUS, LOC108607951|XP_033149953.1|DBUS, LOC117135054|XP_033150846.1|DBUS
OG0000219	LOC118510240|XP_035907700.1|ASTE, LOC118517267|XP_035919133.1|ASTE	LOC108595679|XP_017836447.1|DBUS, LOC108597630|XP_017839764.1|DBUS, LOC108595034|XP_017835664.1|DBUS
OG0000220	LOC118510365|XP_035907967.1|ASTE, LOC118510359|XP_035907961.1|ASTE	LOC108599185|XP_017841469.1|DBUS, LOC108599087|XP_017841365.1|DBUS, LOC108599184|XP_017841467.2|DBUS
OG0000221	LOC118512893|XP_035913890.1|ASTE, LOC118512894|XP_035913899.1|ASTE	LOC108596710|XP_017838225.1|DBUS, LOC108602360|XP_017845949.1|DBUS, LOC108596708|XP_017838221.1|DBUS
OG0000222	LOC118508815|XP_035904449.1|ASTE	LOC108594413|XP_017853938.2|DBUS
OG0000224	LOC118512550|XP_035913028.1|ASTE, LOC118512555|XP_035913034.1|ASTE, LOC118510034|XP_035907315.1|ASTE, LOC118512553|XP_035913032.1|ASTE	LOC108596248|XP_017837289.1|DBUS
OG0000225	LOC118502418|XP_035890536.1|ASTE, LOC118504515|XP_035894940.1|ASTE	LOC108601520|XP_017844909.1|DBUS, LOC108601519|XP_017844908.1|DBUS, LOC108601518|XP_017844907.1|DBUS
OG0000226	LOC118506112|XP_035898708.1|ASTE	LOC108598133|XP_033149376.1|DBUS, LOC108599636|XP_017842097.1|DBUS
OG0000228	LOC118507788|XP_035902717.1|ASTE	LOC117134692|XP_033149088.1|DBUS, LOC108595683|XP_017836453.1|DBUS, LOC108601711|XP_017845119.2|DBUS
OG0000229	LOC118505141|XP_035896386.1|ASTE	LOC108601281|XP_033149806.1|DBUS
OG0000229	LOC118505366|XP_035896957.1|ASTE	LOC108604396|XP_017849343.1|DBUS
OG0000230	LOC118511477|XP_035910508.1|ASTE, LOC118511480|XP_035910510.1|ASTE, LOC118511478|XP_035910509.1|ASTE, LOC118511476|XP_035910504.1|ASTE	LOC108596665|XP_017838157.1|DBUS
OG0000232	LOC118503459|XP_035892635.1|ASTE	LOC108601850|XP_017845285.1|DBUS, LOC108597675|XP_017839837.1|DBUS
OG0000233	LOC118508457|XP_035904152.1|ASTE	LOC108601436|XP_017844823.1|DBUS, LOC108601608|XP_033150001.1|DBUS, LOC108604757|XP_017849834.1|DBUS
OG0000235	LOC118504927|XP_035895913.1|ASTE	LOC108601263|XP_017844652.1|DBUS, LOC108602008|XP_017845499.1|DBUS, LOC108602142|XP_017845663.1|DBUS
OG0000236	LOC118507015|XP_035900844.1|ASTE	LOC108607959|XP_017854576.1|DBUS, LOC108594464|XP_017835133.1|DBUS, LOC117134921|XP_033150316.1|DBUS
OG0000237	LOC118512278|XP_035912368.1|ASTE	LOC108597399|XP_017839424.1|DBUS
OG0000237	LOC118511482|XP_035910512.1|ASTE	LOC108605806|XP_033150310.1|DBUS, LOC108606551|XP_017852241.1|DBUS
OG0000238	LOC118511649|XP_035910876.1|ASTE, LOC118511652|XP_035910881.1|ASTE	LOC108595906|XP_033151012.1|DBUS, LOC108595855|XP_033150211.1|DBUS
OG0000239	LOC118504709|XP_035895435.1|ASTE	LOC108604157|XP_017848969.1|DBUS
OG0000240	LOC118507974|XP_035903200.1|ASTE	LOC108602004|XP_017845494.1|DBUS, LOC108603890|XP_017848553.1|DBUS, LOC108604460|XP_017849428.1|DBUS
OG0000246	LOC118504838|XP_035895735.1|ASTE	LOC108594741|XP_017835368.1|DBUS, LOC108594884|XP_017835511.1|DBUS, LOC108594698|XP_017835327.1|DBUS
OG0000247	LOC118509414|XP_035905879.1|ASTE, LOC118509412|XP_035905877.1|ASTE, LOC118509413|XP_035905878.1|ASTE, LOC118509411|XP_035905875.1|ASTE	LOC108601322|XP_017844710.1|DBUS, LOC108602035|XP_017845532.1|DBUS, LOC108601647|XP_017845035.1|DBUS, LOC108600390|XP_017843426.1|DBUS, LOC108601321|XP_017844709.1|DBUS
OG0000248	LOC118512667|XP_035913313.1|ASTE, LOC118512666|XP_035913311.1|ASTE	LOC108600497|XP_017843620.2|DBUS, LOC108598837|XP_017841079.2|DBUS, LOC108595382|XP_017836097.1|DBUS
OG0000249	LOC118510725|XP_035908828.1|ASTE	LOC108607548|XP_017853925.1|DBUS, LOC108607547|XP_017853924.1|DBUS, LOC108607544|XP_017853918.1|DBUS
OG0000250	LOC118508491|XP_035904202.1|ASTE	LOC108608188|XP_017854941.2|DBUS, LOC108594214|XP_017834810.2|DBUS, LOC108594449|XP_017835113.1|DBUS
OG0000251	LOC118505075|XP_035896254.1|ASTE	LOC108607126|XP_017853253.1|DBUS, LOC108595567|XP_017836317.1|DBUS, LOC108599778|XP_017842321.2|DBUS
OG0000255	LOC118504899|XP_035895857.1|ASTE	Cyp6g1|NP_001352255.1|DBUS
OG0000256	LOC118509298|XP_035905630.1|ASTE	LOC108596849|XP_017838468.1|DBUS, LOC108595494|XP_017836236.1|DBUS, LOC108595354|XP_017836066.1|DBUS, LOC108595440|XP_017836163.1|DBUS, LOC108597563|XP_017839661.1|DBUS
OG0000257	LOC118507286|XP_035901529.1|ASTE	LOC108595574|XP_017836324.1|DBUS, LOC108606343|XP_017851876.1|DBUS
OG0000262	LOC118512787|XP_035913596.1|ASTE	LOC108596898|XP_017838577.1|DBUS
OG0000263	LOC118513361|XP_035914886.1|ASTE	LOC108595634|XP_017836394.1|DBUS
OG0000263	LOC118513013|XP_035914180.1|ASTE	LOC108598045|XP_017840149.1|DBUS
OG0000264	LOC118507130|XP_035901042.1|ASTE	LOC108606513|XP_017852170.2|DBUS, LOC108607069|XP_017853175.1|DBUS, LOC108604425|XP_017849379.1|DBUS
OG0000267	LOC118506887|XP_035900544.1|ASTE, LOC118513471|XP_035915156.1|ASTE	LOC108604393|XP_017849340.1|DBUS, LOC108602225|XP_017845761.1|DBUS, LOC108601580|XP_017844968.2|DBUS
OG0000268	LOC118506477|XP_035899548.1|ASTE, LOC118502746|XP_035891204.1|ASTE	LOC108603747|XP_033149915.1|DBUS
OG0000268	LOC118502745|XP_035891203.1|ASTE	LOC108603749|XP_017848312.1|DBUS
OG0000269	LOC118507820|XP_035902791.1|ASTE	LOC108601343|XP_017844731.1|DBUS, LOC108604565|XP_017849583.1|DBUS
OG0000269	LOC118510294|XP_035907812.1|ASTE	LOC108604432|XP_017849394.1|DBUS
OG0000271	LOC118513311|XP_035914791.1|ASTE	LOC108608211|XP_017854975.1|DBUS, LOC108597000|XP_033148918.1|DBUS, LOC108596713|XP_017838235.1|DBUS
OG0000272	LOC118509040|XP_035904990.1|ASTE	LOC108607367|XP_017853570.1|DBUS
OG0000273	LOC118508518|XP_035904265.1|ASTE	LOC108603603|XP_017848039.1|DBUS, LOC108603265|XP_017847410.1|DBUS
OG0000279	LOC118506563|XP_035899778.1|ASTE	LOC108599491|XP_017841827.1|DBUS, LOC108599490|XP_017841826.1|DBUS
OG0000280	LOC118512959|XP_035914076.1|ASTE	LOC108599614|XP_017842059.1|DBUS, LOC108599613|XP_017842058.2|DBUS, LOC108599612|XP_017842057.2|DBUS
OG0000281	LOC118509940|XP_035907165.1|ASTE	LOC108600830|XP_017844112.1|DBUS, LOC108605843|XP_017851140.1|DBUS, LOC108605876|XP_017851178.2|DBUS
OG0000283	LOC118507494|XP_035901916.1|ASTE	LOC108595850|XP_017836630.1|DBUS
OG0000283	LOC118502775|XP_035891299.1|ASTE, LOC118517383|XP_035919322.1|ASTE	LOC108602940|XP_017846772.1|DBUS
OG0000284	LOC118516654|XP_035918511.1|ASTE, LOC118513197|XP_035914577.1|ASTE, LOC118513227|XP_035914647.1|ASTE	LOC108608330|XP_033150746.1|DBUS
OG0000284	LOC118514629|XP_035917520.1|ASTE	LOC108601971|XP_017845456.1|DBUS
OG0000285	LOC118510124|XP_035907487.1|ASTE, LOC118510126|XP_035907489.1|ASTE, LOC118510125|XP_035907488.1|ASTE	LOC108594943|XP_033150972.1|DBUS
OG0000292	LOC118506849|XP_035900472.1|ASTE	LOC108597234|XP_017839171.1|DBUS, LOC108595235|XP_017835923.1|DBUS
OG0000292	LOC118503100|XP_035891919.1|ASTE	LOC108600482|XP_017843590.2|DBUS
OG0000293	LOC118505627|XP_035897593.1|ASTE	LOC108602452|XP_017846064.1|DBUS, LOC108602087|XP_017845599.1|DBUS, LOC108608424|XP_017855280.1|DBUS
OG0000294	LOC118510955|XP_035909298.1|ASTE, LOC118510954|XP_035909293.1|ASTE	LOC108607718|XP_033150716.1|DBUS, LOC117134860|XP_033150003.1|DBUS
OG0000294	LOC118504855|XP_035895764.1|ASTE	LOC108606227|XP_033150271.1|DBUS
OG0000295	LOC118510879|XP_035909139.1|ASTE	LOC108595275|XP_017835976.1|DBUS, LOC108602244|XP_017845783.1|DBUS, LOC108596275|XP_017837334.1|DBUS, LOC108604963|XP_017850022.1|DBUS
OG0000296	LOC118517585|XP_035919753.1|ASTE	LOC108603060|XP_017846990.1|DBUS, LOC108598660|XP_017840861.1|DBUS, LOC108605786|XP_017851078.1|DBUS
OG0000299	LOC118505430|XP_035897097.1|ASTE	LOC108604113|XP_017848885.1|DBUS, LOC108601680|XP_017845078.2|DBUS, LOC108603624|XP_033149913.1|DBUS
OG0000301	LOC118511253|XP_035909996.1|ASTE	LOC108607337|XP_017853509.1|DBUS
OG0000301	LOC118514291|XP_035916946.1|ASTE	LOC108608553|XP_033150214.1|DBUS
OG0000302	LOC118510778|XP_035908953.1|ASTE, LOC118510776|XP_035908938.1|ASTE, LOC118510775|XP_035908937.1|ASTE	LOC108598818|XP_017841053.1|DBUS, LOC108598782|XP_017841011.1|DBUS
OG0000303	LOC118507766|XP_035902676.1|ASTE	LOC108599341|XP_017841633.1|DBUS, LOC108600216|XP_017843130.1|DBUS
OG0000304	LOC118508384|XP_035904014.1|ASTE	LOC108606815|XP_017852782.1|DBUS, LOC108601282|XP_017844670.1|DBUS, LOC108602405|XP_033150048.1|DBUS
OG0000305	LOC118507753|XP_035902656.1|ASTE	LOC108598239|XP_033150646.1|DBUS
OG0000306	LOC118512366|XP_035912608.1|ASTE	LOC108595190|XP_017835861.1|DBUS, LOC108594493|XP_017835176.2|DBUS, LOC117134656|XP_033148912.1|DBUS, LOC108606953|XP_017852998.1|DBUS
OG0000307	LOC118510839|XP_035909059.1|ASTE	LOC108603248|XP_017847376.1|DBUS
