Orthogroup	ASTE.longest_only	DGUA.longest_only
OG0000130	LOC118507218|XP_035901212.1|ASTE	LOC117587114|XP_034133499.1|DGUA, LOC117587111|XP_034133495.1|DGUA, LOC117587113|XP_034133498.1|DGUA, LOC117587112|XP_034133496.1|DGUA
OG0000132	LOC118503160|XP_035892014.1|ASTE, LOC118502510|XP_035890646.1|ASTE	LOC117582239|XP_034125741.1|DGUA, LOC117581862|XP_034125215.1|DGUA, LOC117586091|XP_034131838.1|DGUA
OG0000134	LOC118502732|XP_035891190.1|ASTE	LOC117589485|XP_034137338.1|DGUA
OG0000134	LOC118514038|XP_035916413.1|ASTE	LOC117584812|XP_034129823.1|DGUA
OG0000137	LOC118507552|XP_035902026.1|ASTE	LOC117582737|XP_034126559.1|DGUA
OG0000137	LOC118511893|XP_035911416.1|ASTE, LOC118512768|XP_035913566.1|ASTE, LOC118516694|XP_035918532.1|ASTE, LOC118516358|XP_035918086.1|ASTE	LOC117588859|XP_034136252.1|DGUA
OG0000140	LOC118512572|XP_035913082.1|ASTE, LOC118512573|XP_035913084.1|ASTE, LOC118512574|XP_035913086.1|ASTE, LOC118512579|XP_035913100.1|ASTE, LOC118512272|XP_035912354.1|ASTE	LOC117583410|XP_034127589.1|DGUA, LOC117590230|XP_034138594.1|DGUA
OG0000141	LOC118513164|XP_035914504.1|ASTE	LOC117589332|XP_034137073.1|DGUA, LOC117589333|XP_034137075.1|DGUA, LOC117589334|XP_034137077.1|DGUA, LOC117589335|XP_034137078.1|DGUA
OG0000142	LOC118504509|XP_035894932.1|ASTE	LOC117585694|XP_034131199.1|DGUA
OG0000142	LOC118513535|XP_035915303.1|ASTE	LOC117590199|XP_034138533.1|DGUA
OG0000142	LOC118517327|XP_035919203.1|ASTE	LOC117588458|XP_034135635.1|DGUA
OG0000143	LOC118512636|XP_035913225.1|ASTE	LOC117579028|XP_034120604.1|DGUA
OG0000143	LOC118508535|XP_035904305.1|ASTE, LOC118508252|XP_035903758.1|ASTE, LOC118506266|XP_035899062.1|ASTE, LOC118506267|XP_035899063.1|ASTE	LOC117579031|XP_034120607.1|DGUA
OG0000144	LOC118504520|XP_035894945.1|ASTE	LOC117585409|XP_034130768.1|DGUA
OG0000144	LOC118517574|XP_035919714.1|ASTE	LOC117590246|XP_034138608.1|DGUA
OG0000144	LOC118514648|XP_035917567.1|ASTE, LOC118514649|XP_035917570.1|ASTE	LOC117584066|XP_034128699.1|DGUA
OG0000145	LOC118513794|XP_035915873.1|ASTE, LOC118513795|XP_035915874.1|ASTE	LOC117580967|XP_034123648.1|DGUA, LOC117582661|XP_034126465.1|DGUA, LOC117582226|XP_034125724.1|DGUA
OG0000147	LOC118509851|XP_035906945.1|ASTE	LOC117583999|XP_034128619.1|DGUA
OG0000147	LOC118505553|XP_035897399.1|ASTE, LOC118505551|XP_035897397.1|ASTE	LOC117582746|XP_034126577.1|DGUA, LOC117582747|XP_034126578.1|DGUA
OG0000148	LOC118503637|XP_035893028.1|ASTE	LOC117582434|XP_034126028.1|DGUA
OG0000148	LOC118509198|XP_035905361.1|ASTE, LOC118517263|XP_035919130.1|ASTE, LOC118513557|XP_035915372.1|ASTE	LOC117588221|XP_034135257.1|DGUA
OG0000149	LOC118507680|XP_035902367.1|ASTE	LOC117588085|XP_034135045.1|DGUA, LOC117581583|XP_034124825.1|DGUA
OG0000152	LOC118513581|XP_035915437.1|ASTE, LOC118515234|XP_035917812.1|ASTE	LOC117589721|XP_034137781.1|DGUA, LOC117589723|XP_034137784.1|DGUA
OG0000153	LOC118505122|XP_035896329.1|ASTE	LOC117589779|XP_034137867.1|DGUA, LOC117589704|XP_034137758.1|DGUA, LOC117589705|XP_034137759.1|DGUA
OG0000154	LOC118503656|XP_035893072.1|ASTE, LOC118503653|XP_035893066.1|ASTE	LOC117585351|XP_034130686.1|DGUA, LOC117584922|XP_034129963.1|DGUA, LOC117580197|XP_034122464.1|DGUA
OG0000155	LOC118507321|XP_035901601.1|ASTE	LOC117579730|XP_034121618.1|DGUA, LOC117579513|XP_034121310.1|DGUA, LOC117579431|XP_034121204.1|DGUA
OG0000157	LOC118509510|XP_035906089.1|ASTE, LOC118509511|XP_035906090.1|ASTE	LOC117578614|XP_034120104.1|DGUA, LOC117578613|XP_034120103.1|DGUA, LOC117578612|XP_034120100.1|DGUA, LOC117591727|XP_034140934.1|DGUA, LOC117578615|XP_034120105.1|DGUA
OG0000158	LOC118508367|XP_035903982.1|ASTE, LOC118508366|XP_035903980.1|ASTE, LOC118504516|XP_035894941.1|ASTE, LOC118504508|XP_035894931.1|ASTE	LOC117579769|XP_034121719.1|DGUA, LOC117579414|XP_034121184.1|DGUA
OG0000159	LOC118516537|XP_035918374.1|ASTE, LOC118506076|XP_035898635.1|ASTE, LOC118516538|XP_035918375.1|ASTE, LOC118506072|XP_035898627.1|ASTE	LOC117589013|XP_034136524.1|DGUA
OG0000159	LOC118516533|XP_035918367.1|ASTE, LOC118506074|XP_035898629.1|ASTE	LOC117580574|XP_034123068.1|DGUA, LOC117579521|XP_034121320.1|DGUA
OG0000160	LOC118506638|XP_035899912.1|ASTE, LOC118506639|XP_035899913.1|ASTE, LOC118506173|XP_035898837.1|ASTE, LOC118512315|XP_035912461.1|ASTE, LOC118506878|XP_035900521.1|ASTE, LOC118517712|XP_035920050.1|ASTE	LOC117585809|XP_034131420.1|DGUA, LOC117585807|XP_034131416.1|DGUA
OG0000162	LOC118510542|XP_035908395.1|ASTE, LOC118512639|XP_035913230.1|ASTE	LOC117584558|XP_034129407.1|DGUA, LOC117582601|XP_034126355.1|DGUA
OG0000163	LOC118503426|XP_035892559.1|ASTE, LOC118513177|XP_035914531.1|ASTE, LOC118513178|XP_035914532.1|ASTE, LOC118503428|XP_035892561.1|ASTE, LOC118503427|XP_035892560.1|ASTE	LOC117584450|XP_034129258.1|DGUA, LOC117584932|XP_034129982.1|DGUA
OG0000165	LOC118509479|XP_035906014.1|ASTE, LOC118503125|XP_035891975.1|ASTE	LOC117581657|XP_034124927.1|DGUA
OG0000166	LOC118516432|XP_035918204.1|ASTE, LOC118509573|XP_035906232.1|ASTE	LOC117586001|XP_034131724.1|DGUA
OG0000166	LOC118509377|XP_035905811.1|ASTE, LOC118517322|XP_035919195.1|ASTE, LOC118512273|XP_035912355.1|ASTE	LOC117586032|XP_034131768.1|DGUA, LOC117585993|XP_034131712.1|DGUA
OG0000169	LOC118512165|XP_035912137.1|ASTE	LOC117585602|XP_034131042.1|DGUA
OG0000170	LOC118512459|XP_035912823.1|ASTE, LOC118512461|XP_035912824.1|ASTE, LOC118512457|XP_035912821.1|ASTE, LOC118512458|XP_035912822.1|ASTE	LOC117581982|XP_034125365.1|DGUA
OG0000171	LOC118512486|XP_035912877.1|ASTE	LOC117584320|XP_034129040.1|DGUA
OG0000171	LOC118504537|XP_035895000.1|ASTE	LOC117588130|XP_034135110.1|DGUA
OG0000171	LOC118517651|XP_035919876.1|ASTE	LOC117588653|XP_034135980.1|DGUA
OG0000172	LOC118513117|XP_035914409.1|ASTE	LOC117585193|XP_034130433.1|DGUA, LOC117581161|XP_034123994.1|DGUA, LOC117579178|XP_034120833.1|DGUA, LOC117580001|XP_034122088.1|DGUA, LOC117579735|XP_034121634.1|DGUA, LOC117580526|XP_034123010.1|DGUA, LOC117592015|XP_034141360.1|DGUA, LOC117579734|XP_034121623.1|DGUA
OG0000173	LOC118514581|XP_035917476.1|ASTE, LOC118514578|XP_035917474.1|ASTE	LOC117592099|XP_034141507.1|DGUA, LOC117592093|XP_034141500.1|DGUA
OG0000174	LOC118510691|XP_035908757.1|ASTE, LOC118510690|XP_035908756.1|ASTE, LOC118510692|XP_035908759.1|ASTE	LOC117584209|XP_034128872.1|DGUA, LOC117587757|XP_034134579.1|DGUA, LOC117578636|XP_034120137.1|DGUA
OG0000175	LOC118505676|XP_035897701.1|ASTE	LOC117586083|XP_034131830.1|DGUA
OG0000175	LOC118505455|XP_035897148.1|ASTE, LOC118505454|XP_035897147.1|ASTE, LOC118505456|XP_035897150.1|ASTE, LOC118505453|XP_035897146.1|ASTE	LOC117591099|XP_034140091.1|DGUA
OG0000177	LOC118516399|XP_035918158.1|ASTE	LOC117588473|XP_034135656.1|DGUA
OG0000177	LOC118504483|XP_035894893.1|ASTE	LOC117582947|XP_034126947.1|DGUA
OG0000179	LOC118504068|XP_035894003.1|ASTE, LOC118504072|XP_035894011.1|ASTE	LOC117588265|XP_034135297.1|DGUA, LOC117581207|XP_034124110.1|DGUA
OG0000179	LOC118504074|XP_035894020.1|ASTE	LOC117591391|XP_034140528.1|DGUA
OG0000181	LOC118510422|XP_035908088.1|ASTE, LOC118510423|XP_035908089.1|ASTE, LOC118503395|XP_035892494.1|ASTE	LOC117583697|XP_034128068.1|DGUA, LOC117583434|XP_034127624.1|DGUA
OG0000182	LOC118507594|XP_035902154.1|ASTE	LOC117585578|XP_034131006.1|DGUA
OG0000182	LOC118507593|XP_035902153.1|ASTE	LOC117585580|XP_034131008.1|DGUA, LOC117585579|XP_034131007.1|DGUA
OG0000183	LOC118510271|XP_035907766.1|ASTE	LOC117590714|XP_034139505.1|DGUA, LOC117589022|XP_034136541.1|DGUA, LOC117579353|XP_034121073.1|DGUA
OG0000184	LOC118514693|XP_035917642.1|ASTE, LOC118514692|XP_035917641.1|ASTE, LOC118514694|XP_035917643.1|ASTE, LOC118514679|XP_035917620.1|ASTE, LOC118507293|XP_035901544.1|ASTE, LOC118507291|XP_035901543.1|ASTE	LOC117582424|XP_034126019.1|DGUA, LOC117582423|XP_034126018.1|DGUA
OG0000185	LOC118514354|XP_035917069.1|ASTE	LOC117584375|XP_034129112.1|DGUA, LOC117591213|XP_034140249.1|DGUA
OG0000186	LOC118504849|XP_035895754.1|ASTE	LOC117590855|XP_034139743.1|DGUA, LOC117580555|XP_034123046.1|DGUA
OG0000188	LOC118502826|XP_035891438.1|ASTE, LOC118510018|XP_035907723.1|ASTE, LOC118515928|XP_035917972.1|ASTE, LOC118507968|XP_035903192.1|ASTE	LOC117585412|XP_034130776.1|DGUA, LOC117591421|XP_034140568.1|DGUA, LOC117591398|XP_034140534.1|DGUA
OG0000189	LOC118512655|XP_035913266.1|ASTE, LOC118517673|XP_035919957.1|ASTE	LOC117584573|XP_034129434.1|DGUA
OG0000189	LOC118506640|XP_035899914.1|ASTE	LOC117590825|XP_034139686.1|DGUA
OG0000190	LOC118510368|XP_035907979.1|ASTE	LOC117581459|XP_034124563.1|DGUA
OG0000190	LOC118504545|XP_035895041.1|ASTE	LOC117578541|XP_034120000.1|DGUA
OG0000191	LOC118512001|XP_035911636.1|ASTE	LOC117592287|XP_034141839.1|DGUA
OG0000191	LOC118506505|XP_035899612.1|ASTE	LOC117592636|XP_034142470.1|DGUA
OG0000192	LOC118507017|XP_035900847.1|ASTE, LOC118507018|XP_035900848.1|ASTE, LOC118502769|XP_035891252.1|ASTE	LOC117590117|XP_034138358.1|DGUA, LOC117580444|XP_034122892.1|DGUA, LOC117579550|XP_034121359.1|DGUA
OG0000193	LOC118503852|XP_035893459.1|ASTE, LOC118508047|XP_035903392.1|ASTE	LOC117582595|XP_034126345.1|DGUA, LOC117579194|XP_034120854.1|DGUA
OG0000196	LOC118514064|XP_035916463.1|ASTE, LOC118514063|XP_035916462.1|ASTE	LOC117584167|XP_034128822.1|DGUA
OG0000197	LOC118502626|XP_035890899.1|ASTE	LOC117581037|XP_034123757.1|DGUA
OG0000197	LOC118502627|XP_035890901.1|ASTE	LOC117581036|XP_034123756.1|DGUA
OG0000197	LOC118502628|XP_035890902.1|ASTE	LOC117581029|XP_034123750.1|DGUA
OG0000200	LOC118503806|XP_035893399.1|ASTE	LOC117583596|XP_034127880.1|DGUA, LOC117587582|XP_034134307.1|DGUA, LOC117583597|XP_034127881.1|DGUA
OG0000201	LOC118510098|XP_035907420.1|ASTE, LOC118510099|XP_035907423.1|ASTE, LOC118513874|XP_035916073.1|ASTE, LOC118517092|XP_035918839.1|ASTE	LOC117585855|XP_034131496.1|DGUA, LOC117585853|XP_034131492.1|DGUA
OG0000202	LOC118506617|XP_035899877.1|ASTE	LOC117586090|XP_034131837.1|DGUA
OG0000203	LOC118507050|XP_035900904.1|ASTE	LOC117592623|XP_034142448.1|DGUA, LOC117589329|XP_034137072.1|DGUA, LOC117581838|XP_034125179.1|DGUA, LOC117589338|XP_034137085.1|DGUA
OG0000205	LOC118508310|XP_035903863.1|ASTE, LOC118517532|XP_035919659.1|ASTE, LOC118517534|XP_035919661.1|ASTE, LOC118517536|XP_035919663.1|ASTE, LOC118517535|XP_035919662.1|ASTE, LOC118517533|XP_035919660.1|ASTE	LOC117585075|XP_034130230.1|DGUA, LOC117585020|XP_034130152.1|DGUA
OG0000206	LOC118503159|XP_035892013.1|ASTE	LOC117591994|XP_034141330.1|DGUA
OG0000206	LOC118517639|XP_035919843.1|ASTE	LOC117586721|XP_034132908.1|DGUA
OG0000207	LOC118503769|XP_035893332.1|ASTE	LOC117589374|XP_034137176.1|DGUA
OG0000210	LOC118510803|XP_035909015.1|ASTE	LOC117581120|XP_034123935.1|DGUA
OG0000211	LOC118505116|XP_035896320.1|ASTE	LOC117583718|XP_034128116.1|DGUA
OG0000212	LOC118514690|XP_035917639.1|ASTE, LOC118514687|XP_035917627.1|ASTE	LOC117581957|XP_034125330.1|DGUA, LOC117582419|XP_034126011.1|DGUA
OG0000213	LOC118506169|XP_035898832.1|ASTE, LOC118502455|XP_035890578.1|ASTE, LOC118510026|XP_035907306.1|ASTE, LOC118507679|XP_035902364.1|ASTE	LOC117580458|XP_034122921.1|DGUA, LOC117592198|XP_034141698.1|DGUA
OG0000214	LOC118508206|XP_035903670.1|ASTE	LOC117580767|XP_034123352.1|DGUA, LOC117592176|XP_034141667.1|DGUA, LOC117585188|XP_034130427.1|DGUA
OG0000215	LOC118505358|XP_035896927.1|ASTE, LOC118506177|XP_035898842.1|ASTE	LOC117579370|XP_034121128.1|DGUA, LOC117579368|XP_034121126.1|DGUA, LOC117579369|XP_034121127.1|DGUA
OG0000216	LOC118514658|XP_035917584.1|ASTE	LOC117588705|XP_034136044.1|DGUA, LOC117588708|XP_034136048.1|DGUA, LOC117588709|XP_034136049.1|DGUA, LOC117588706|XP_034136045.1|DGUA, LOC117588707|XP_034136047.1|DGUA, LOC117588710|XP_034136050.1|DGUA, LOC117580570|XP_034123064.1|DGUA, LOC117591010|XP_034139986.1|DGUA
OG0000217	LOC118506853|XP_035900475.1|ASTE	LOC117590794|XP_034139640.1|DGUA
OG0000217	LOC118512344|XP_035912523.1|ASTE	LOC117582338|XP_034125881.1|DGUA, LOC117590793|XP_034139639.1|DGUA
OG0000218	LOC118510059|XP_035907341.1|ASTE	LOC117582480|XP_034126124.1|DGUA, LOC117582481|XP_034126125.1|DGUA
OG0000219	LOC118510240|XP_035907700.1|ASTE, LOC118517267|XP_035919133.1|ASTE	LOC117578470|XP_034119893.1|DGUA, LOC117578472|XP_034119895.1|DGUA, LOC117578468|XP_034119891.1|DGUA
OG0000220	LOC118510365|XP_035907967.1|ASTE, LOC118510359|XP_035907961.1|ASTE	LOC117586871|XP_034133059.1|DGUA, LOC117587270|XP_034133741.1|DGUA, LOC117587126|XP_034133516.1|DGUA
OG0000221	LOC118512893|XP_035913890.1|ASTE, LOC118512894|XP_035913899.1|ASTE	LOC117578437|XP_034119832.1|DGUA, LOC117589585|XP_034137540.1|DGUA, LOC117578434|XP_034119795.1|DGUA
OG0000222	LOC118508815|XP_035904449.1|ASTE	LOC117583988|XP_034128585.1|DGUA
OG0000224	LOC118512550|XP_035913028.1|ASTE, LOC118512555|XP_035913034.1|ASTE, LOC118510034|XP_035907315.1|ASTE, LOC118512553|XP_035913032.1|ASTE	LOC117586682|XP_034132828.1|DGUA
OG0000225	LOC118502418|XP_035890536.1|ASTE, LOC118504515|XP_035894940.1|ASTE	LOC117585453|XP_034130827.1|DGUA, LOC117585417|XP_034130781.1|DGUA, LOC117585342|XP_034130674.1|DGUA
OG0000226	LOC118506112|XP_035898708.1|ASTE	LOC117589392|XP_034137199.1|DGUA, LOC117589393|XP_034137200.1|DGUA, LOC117589386|XP_034137192.1|DGUA
OG0000228	LOC118507788|XP_035902717.1|ASTE	LOC117590157|XP_034138434.1|DGUA, LOC117586556|XP_034132610.1|DGUA, LOC117584133|XP_034128778.1|DGUA
OG0000229	LOC118505141|XP_035896386.1|ASTE	LOC117583694|XP_034128063.1|DGUA, LOC117583695|XP_034128064.1|DGUA
OG0000229	LOC118505366|XP_035896957.1|ASTE	LOC117585095|XP_034130254.1|DGUA
OG0000230	LOC118511477|XP_035910508.1|ASTE, LOC118511480|XP_035910510.1|ASTE, LOC118511478|XP_035910509.1|ASTE, LOC118511476|XP_035910504.1|ASTE	LOC117578797|XP_034120414.1|DGUA, LOC117578800|XP_034120420.1|DGUA, LOC117578799|XP_034120418.1|DGUA, LOC117578798|XP_034120416.1|DGUA, LOC117592499|XP_034142236.1|DGUA
OG0000232	LOC118503459|XP_035892635.1|ASTE	LOC117586758|XP_034132958.1|DGUA, LOC117582432|XP_034126030.1|DGUA, LOC117581660|XP_034124937.1|DGUA
OG0000233	LOC118508457|XP_035904152.1|ASTE	LOC117591474|XP_034140648.1|DGUA, LOC117583397|XP_034127572.1|DGUA, LOC117583402|XP_034127576.1|DGUA
OG0000235	LOC118504927|XP_035895913.1|ASTE	LOC117584957|XP_034130045.1|DGUA, LOC117584956|XP_034130044.1|DGUA, LOC117584955|XP_034130043.1|DGUA
OG0000236	LOC118507015|XP_035900844.1|ASTE	LOC117590934|XP_034139866.1|DGUA, LOC117582510|XP_034126196.1|DGUA, LOC117587857|XP_034134714.1|DGUA, LOC117591356|XP_034140480.1|DGUA
OG0000237	LOC118512278|XP_035912368.1|ASTE	LOC117578458|XP_034119873.1|DGUA
OG0000237	LOC118511482|XP_035910512.1|ASTE	LOC117589894|XP_034138055.1|DGUA
OG0000238	LOC118511649|XP_035910876.1|ASTE, LOC118511652|XP_035910881.1|ASTE	LOC117581796|XP_034125127.1|DGUA, LOC117582234|XP_034125736.1|DGUA
OG0000239	LOC118504709|XP_035895435.1|ASTE	LOC117586408|XP_034132335.1|DGUA, LOC117585159|XP_034130386.1|DGUA
OG0000240	LOC118507974|XP_035903200.1|ASTE	LOC117586430|XP_034132358.1|DGUA, LOC117586382|XP_034132303.1|DGUA, LOC117586041|XP_034131777.1|DGUA
OG0000241	LOC118503481|XP_035892675.1|ASTE	LOC117591277|XP_034140368.1|DGUA, LOC117591768|XP_034140971.1|DGUA, LOC117589445|XP_034137280.1|DGUA
OG0000242	LOC118515214|XP_035917801.1|ASTE, LOC118515179|XP_035917775.1|ASTE, LOC118515192|XP_035917784.1|ASTE, LOC118515160|XP_035917759.1|ASTE, LOC118515194|XP_035917786.1|ASTE, LOC118510854|XP_035909081.1|ASTE, LOC118507510|XP_035901943.1|ASTE	LOC117591314|XP_034140412.1|DGUA
OG0000246	LOC118504838|XP_035895735.1|ASTE	LOC117586207|XP_034132039.1|DGUA
OG0000247	LOC118509414|XP_035905879.1|ASTE, LOC118509412|XP_035905877.1|ASTE, LOC118509413|XP_035905878.1|ASTE, LOC118509411|XP_035905875.1|ASTE	LOC117580413|XP_034122852.1|DGUA, LOC117580414|XP_034122853.1|DGUA, LOC117580415|XP_034122854.1|DGUA
OG0000248	LOC118512667|XP_035913313.1|ASTE, LOC118512666|XP_035913311.1|ASTE	LOC117587385|XP_034133929.1|DGUA, LOC117587386|XP_034133931.1|DGUA, LOC117592005|XP_034141344.1|DGUA
OG0000249	LOC118510725|XP_035908828.1|ASTE	LOC117581786|XP_034125106.1|DGUA, LOC117581784|XP_034125104.1|DGUA, LOC117581780|XP_034125094.1|DGUA
OG0000250	LOC118508491|XP_035904202.1|ASTE	LOC117583934|XP_034128507.1|DGUA, LOC117584311|XP_034129028.1|DGUA, LOC117583933|XP_034128506.1|DGUA
OG0000251	LOC118505075|XP_035896254.1|ASTE	LOC117591321|XP_034140419.1|DGUA, LOC117592040|XP_034141402.1|DGUA, LOC117579134|XP_034120766.1|DGUA
OG0000255	LOC118504899|XP_035895857.1|ASTE	LOC117578749|XP_034120326.1|DGUA
OG0000256	LOC118509298|XP_035905630.1|ASTE	LOC117580563|XP_034123060.1|DGUA, LOC117592654|XP_034142489.1|DGUA
OG0000257	LOC118507286|XP_035901529.1|ASTE	LOC117591810|XP_034141011.1|DGUA
OG0000261	LOC118510512|XP_035908317.1|ASTE, LOC118516853|XP_035918607.1|ASTE, LOC118516854|XP_035918608.1|ASTE, LOC118510513|XP_035908318.1|ASTE	LOC117582585|XP_034126323.1|DGUA, LOC117582584|XP_034126322.1|DGUA
OG0000262	LOC118512787|XP_035913596.1|ASTE	LOC117581991|XP_034125381.1|DGUA
OG0000263	LOC118513361|XP_035914886.1|ASTE	LOC117592602|XP_034142375.1|DGUA
OG0000263	LOC118513013|XP_035914180.1|ASTE	LOC117587350|XP_034133881.1|DGUA
OG0000264	LOC118507130|XP_035901042.1|ASTE	LOC117581321|XP_034124317.1|DGUA, LOC117583538|XP_034127782.1|DGUA, LOC117581495|XP_034124635.1|DGUA
OG0000267	LOC118506887|XP_035900544.1|ASTE, LOC118513471|XP_035915156.1|ASTE	LOC117583081|XP_034127149.1|DGUA, LOC117583080|XP_034127148.1|DGUA
OG0000268	LOC118502745|XP_035891203.1|ASTE	LOC117582829|XP_034126772.1|DGUA, LOC117582830|XP_034126773.1|DGUA
OG0000269	LOC118507820|XP_035902791.1|ASTE	LOC117583063|XP_034127126.1|DGUA
OG0000269	LOC118510294|XP_035907812.1|ASTE	LOC117585344|XP_034130679.1|DGUA
OG0000270	LOC118503824|XP_035893419.1|ASTE, LOC118510655|XP_035908672.1|ASTE, LOC118503826|XP_035893421.1|ASTE, LOC118503825|XP_035893420.1|ASTE, LOC118503827|XP_035893423.1|ASTE	LOC117592070|XP_034141469.1|DGUA
OG0000271	LOC118513311|XP_035914791.1|ASTE	LOC117588096|XP_034135058.1|DGUA, LOC117590211|XP_034138598.1|DGUA, LOC117592177|XP_034141668.1|DGUA
OG0000272	LOC118509040|XP_035904990.1|ASTE	LOC117590577|XP_034139209.1|DGUA
OG0000273	LOC118508518|XP_035904265.1|ASTE	LOC117586163|XP_034131954.1|DGUA, LOC117586731|XP_034132917.1|DGUA, LOC117584037|XP_034128664.1|DGUA, LOC117590005|XP_034138182.1|DGUA
OG0000279	LOC118506563|XP_035899778.1|ASTE	LOC117579983|XP_034122053.1|DGUA, LOC117579984|XP_034122054.1|DGUA
OG0000280	LOC118512959|XP_035914076.1|ASTE	LOC117579883|XP_034121910.1|DGUA, LOC117579882|XP_034121909.1|DGUA, LOC117579881|XP_034121908.1|DGUA
OG0000281	LOC118509940|XP_035907165.1|ASTE	LOC117589456|XP_034137299.1|DGUA, LOC117591618|XP_034140821.1|DGUA, LOC117580866|XP_034123506.1|DGUA, LOC117588506|XP_034135719.1|DGUA
OG0000283	LOC118507494|XP_035901916.1|ASTE	LOC117592109|XP_034141521.1|DGUA
OG0000283	LOC118502775|XP_035891299.1|ASTE, LOC118517383|XP_035919322.1|ASTE	LOC117583739|XP_034128146.1|DGUA
OG0000284	LOC118516654|XP_035918511.1|ASTE, LOC118513197|XP_035914577.1|ASTE, LOC118513227|XP_035914647.1|ASTE	LOC117584410|XP_034129165.1|DGUA
OG0000284	LOC118514629|XP_035917520.1|ASTE	LOC117584194|XP_034128853.1|DGUA
OG0000285	LOC118510124|XP_035907487.1|ASTE, LOC118510126|XP_035907489.1|ASTE, LOC118510125|XP_035907488.1|ASTE	LOC117578660|XP_034120591.1|DGUA
OG0000292	LOC118506849|XP_035900472.1|ASTE	LOC117578854|XP_034120534.1|DGUA
OG0000292	LOC118503100|XP_035891919.1|ASTE	LOC117580221|XP_034122517.1|DGUA
OG0000293	LOC118505627|XP_035897593.1|ASTE	LOC117583431|XP_034127621.1|DGUA, LOC117584814|XP_034129826.1|DGUA, LOC117583110|XP_034127182.1|DGUA
OG0000294	LOC118510955|XP_035909298.1|ASTE, LOC118510954|XP_035909293.1|ASTE	LOC117583860|XP_034128371.1|DGUA
OG0000294	LOC118504855|XP_035895764.1|ASTE	LOC117590345|XP_034138735.1|DGUA
OG0000295	LOC118510879|XP_035909139.1|ASTE	LOC117578517|XP_034119953.1|DGUA, LOC117583161|XP_034127247.1|DGUA, LOC117578609|XP_034120094.1|DGUA
OG0000296	LOC118517585|XP_035919753.1|ASTE	LOC117591067|XP_034140059.1|DGUA, LOC117588996|XP_034136494.1|DGUA, LOC117588343|XP_034135444.1|DGUA
OG0000299	LOC118505430|XP_035897097.1|ASTE	LOC117589561|XP_034137487.1|DGUA, LOC117589590|XP_034137547.1|DGUA, LOC117589589|XP_034137546.1|DGUA
OG0000301	LOC118511253|XP_035909996.1|ASTE	LOC117590674|XP_034139441.1|DGUA
OG0000301	LOC118514291|XP_035916946.1|ASTE	LOC117582104|XP_034125560.1|DGUA
OG0000302	LOC118510778|XP_035908953.1|ASTE, LOC118510776|XP_035908938.1|ASTE, LOC118510775|XP_035908937.1|ASTE	LOC117587184|XP_034133594.1|DGUA, LOC117587185|XP_034133595.1|DGUA
OG0000303	LOC118507766|XP_035902676.1|ASTE	LOC117579447|XP_034121227.1|DGUA, LOC117580841|XP_034123472.1|DGUA, LOC117581927|XP_034125296.1|DGUA
OG0000304	LOC118508384|XP_035904014.1|ASTE	LOC117583909|XP_034128478.1|DGUA, LOC117583711|XP_034128093.1|DGUA, LOC117583712|XP_034128094.1|DGUA
OG0000305	LOC118507753|XP_035902656.1|ASTE	LOC117591284|XP_034140373.1|DGUA
OG0000306	LOC118512366|XP_035912608.1|ASTE	LOC117591916|XP_034141199.1|DGUA, LOC117590982|XP_034139948.1|DGUA
OG0000307	LOC118510839|XP_035909059.1|ASTE	LOC117585216|XP_034130494.1|DGUA
OG0000307	LOC118502856|XP_035891454.1|ASTE	LOC117583556|XP_034127810.1|DGUA
OG0000310	LOC118513409|XP_035915008.1|ASTE	LOC117578520|XP_034119955.1|DGUA, LOC117580838|XP_034123468.1|DGUA
OG0000311	LOC118504484|XP_035894895.1|ASTE	LOC117585640|XP_034131116.1|DGUA, LOC117584946|XP_034130029.1|DGUA, LOC117588268|XP_034135313.1|DGUA
OG0000312	LOC118517146|XP_035918899.1|ASTE, LOC118517151|XP_035918906.1|ASTE, LOC118513648|XP_035915608.1|ASTE	LOC117588226|XP_034135263.1|DGUA
OG0000312	LOC118513649|XP_035915610.1|ASTE, LOC118517144|XP_035918895.1|ASTE, LOC118513650|XP_035915617.1|ASTE	LOC117582061|XP_034125504.1|DGUA
OG0000313	LOC118508810|XP_035904444.1|ASTE, LOC118508812|XP_035904446.1|ASTE, LOC118508811|XP_035904445.1|ASTE	LOC117588087|XP_034135047.1|DGUA, LOC117584344|XP_034129067.1|DGUA
OG0000315	LOC118503834|XP_035893436.1|ASTE	LOC117582545|XP_034126245.1|DGUA
OG0000320	LOC118508584|XP_035904382.1|ASTE	LOC117585436|XP_034130802.1|DGUA, LOC117581947|XP_034125320.1|DGUA, LOC117589793|XP_034137884.1|DGUA
OG0000321	LOC118509005|XP_035904912.1|ASTE, LOC118513008|XP_035914171.1|ASTE, LOC118509003|XP_035904910.1|ASTE, LOC118509001|XP_035904907.1|ASTE	LOC117582495|XP_034126166.1|DGUA
OG0000322	LOC118515307|XP_035917877.1|ASTE, LOC118502558|XP_035890757.1|ASTE	LOC117588679|XP_034136018.1|DGUA, LOC117590981|XP_034139947.1|DGUA
OG0000323	LOC118504036|XP_035893917.1|ASTE	LOC117588174|XP_034135179.1|DGUA, LOC117585152|XP_034130374.1|DGUA, LOC117585153|XP_034130375.1|DGUA
