Orthogroup	ASTE.longest_only	DHYD.longest_only
OG0000128	LOC118516915|XP_035918646.1|ASTE, LOC118509094|XP_035905138.1|ASTE	LOC111604073|XP_030081308.1|DHYD, LOC111604098|XP_023177766.2|DHYD, LOC115483459|XP_030081391.1|DHYD, LOC115483450|XP_030081307.1|DHYD
OG0000129	LOC118506636|XP_035899907.1|ASTE	LOC111597362|XP_023167785.1|DHYD, LOC111600994|XP_023173154.2|DHYD, LOC111600993|XP_023173153.1|DHYD, LOC111597361|XP_023167784.1|DHYD
OG0000130	LOC118507218|XP_035901212.1|ASTE	LOC111595665|XP_023165255.2|DHYD, LOC111595642|XP_023165234.2|DHYD, LOC111595647|XP_023165239.2|DHYD, LOC111595659|XP_023165250.1|DHYD, LOC111595648|XP_023165240.2|DHYD, LOC111595664|XP_023165254.2|DHYD
OG0000132	LOC118503160|XP_035892014.1|ASTE, LOC118502510|XP_035890646.1|ASTE	LOC111595014|XP_023164289.2|DHYD, LOC111603549|XP_023176951.2|DHYD
OG0000134	LOC118502732|XP_035891190.1|ASTE	LOC111602019|XP_023174685.1|DHYD
OG0000134	LOC118514038|XP_035916413.1|ASTE	LOC111601548|XP_023173960.1|DHYD
OG0000136	LOC118508846|XP_035904490.1|ASTE, LOC118504821|XP_035895720.1|ASTE	LOC111597401|XP_023167848.2|DHYD
OG0000137	LOC118507552|XP_035902026.1|ASTE	LOC111596505|XP_023166534.1|DHYD, LOC111594447|XP_023163503.2|DHYD
OG0000137	LOC118511893|XP_035911416.1|ASTE, LOC118512768|XP_035913566.1|ASTE, LOC118516694|XP_035918532.1|ASTE, LOC118516358|XP_035918086.1|ASTE	LOC111601021|XP_023173196.2|DHYD
OG0000140	LOC118512572|XP_035913082.1|ASTE, LOC118512573|XP_035913084.1|ASTE, LOC118512574|XP_035913086.1|ASTE, LOC118512579|XP_035913100.1|ASTE, LOC118512272|XP_035912354.1|ASTE	LOC111598783|XP_023169969.2|DHYD, LOC111603316|XP_023176608.2|DHYD, LOC111605422|XP_030082002.1|DHYD
OG0000141	LOC118513164|XP_035914504.1|ASTE	LOC111601723|XP_023174214.2|DHYD, LOC111601724|XP_023174215.1|DHYD, LOC111601725|XP_023174216.2|DHYD
OG0000142	LOC118504509|XP_035894932.1|ASTE	LOC111593371|XP_023161855.1|DHYD
OG0000142	LOC118513535|XP_035915303.1|ASTE	LOC111598639|XP_030081632.1|DHYD
OG0000142	LOC118517327|XP_035919203.1|ASTE	LOC111605339|XP_030080112.1|DHYD
OG0000143	LOC118512636|XP_035913225.1|ASTE	LOC111593521|XP_023162080.2|DHYD
OG0000143	LOC118508535|XP_035904305.1|ASTE, LOC118508252|XP_035903758.1|ASTE, LOC118506266|XP_035899062.1|ASTE, LOC118506267|XP_035899063.1|ASTE	LOC111593524|XP_023162085.1|DHYD, LOC111593522|XP_023162082.1|DHYD
OG0000144	LOC118504520|XP_035894945.1|ASTE	LOC111604227|XP_023177966.2|DHYD
OG0000144	LOC118517574|XP_035919714.1|ASTE	LOC111596455|XP_023166450.1|DHYD
OG0000144	LOC118514648|XP_035917567.1|ASTE, LOC118514649|XP_035917570.1|ASTE	LOC111604000|XP_023177617.1|DHYD
OG0000145	LOC118513794|XP_035915873.1|ASTE, LOC118513795|XP_035915874.1|ASTE	LOC111603372|XP_023176692.1|DHYD, LOC115483294|XP_030080505.1|DHYD, LOC111594181|XP_023163131.1|DHYD, LOC111594179|XP_023163129.2|DHYD, LOC115483303|XP_030080517.1|DHYD, LOC115483293|XP_030080502.1|DHYD, LOC111594177|XP_023163128.2|DHYD
OG0000147	LOC118509851|XP_035906945.1|ASTE	LOC111595831|XP_023165506.1|DHYD
OG0000147	LOC118505553|XP_035897399.1|ASTE, LOC118505551|XP_035897397.1|ASTE	LOC111594434|XP_030080605.1|DHYD, LOC111594518|XP_023163614.1|DHYD
OG0000148	LOC118503637|XP_035893028.1|ASTE	LOC111601105|XP_023173316.2|DHYD
OG0000148	LOC118509198|XP_035905361.1|ASTE, LOC118517263|XP_035919130.1|ASTE, LOC118513557|XP_035915372.1|ASTE	LOC111593768|XP_023162555.2|DHYD
OG0000149	LOC118507680|XP_035902367.1|ASTE	LOC111592069|XP_023159843.2|DHYD, LOC111593628|XP_023162265.1|DHYD
OG0000152	LOC118513581|XP_035915437.1|ASTE, LOC118515234|XP_035917812.1|ASTE	LOC111596245|XP_023166145.2|DHYD, LOC111596244|XP_023166144.1|DHYD, LOC111596246|XP_023166146.2|DHYD
OG0000153	LOC118505122|XP_035896329.1|ASTE	LOC111593253|XP_023161680.1|DHYD, LOC111593270|XP_023161709.2|DHYD, LOC111593271|XP_023161710.2|DHYD
OG0000154	LOC118503656|XP_035893072.1|ASTE, LOC118503653|XP_035893066.1|ASTE	LOC111603479|XP_030081666.1|DHYD, LOC115483717|XP_030081665.1|DHYD, LOC111604282|XP_023178065.2|DHYD
OG0000155	LOC118507321|XP_035901601.1|ASTE	LOC115483421|XP_030081184.1|DHYD, LOC115483481|XP_030081492.1|DHYD, LOC111593220|XP_023161639.2|DHYD, LOC111593221|XP_023161640.2|DHYD, LOC111593218|XP_023161637.2|DHYD
OG0000157	LOC118509510|XP_035906089.1|ASTE, LOC118509511|XP_035906090.1|ASTE	LOC111597018|XP_023167292.1|DHYD, LOC111597019|XP_023167293.1|DHYD, LOC111597008|XP_023167280.2|DHYD, LOC111597009|XP_023167281.2|DHYD
OG0000158	LOC118508367|XP_035903982.1|ASTE, LOC118508366|XP_035903980.1|ASTE, LOC118504516|XP_035894941.1|ASTE, LOC118504508|XP_035894931.1|ASTE	LOC111594715|XP_023163921.2|DHYD, LOC111597574|XP_023168141.2|DHYD, LOC111597584|XP_023168151.2|DHYD
OG0000159	LOC118516537|XP_035918374.1|ASTE, LOC118506076|XP_035898635.1|ASTE, LOC118516538|XP_035918375.1|ASTE, LOC118506072|XP_035898627.1|ASTE	LOC111592870|XP_030079690.1|DHYD
OG0000159	LOC118516533|XP_035918367.1|ASTE, LOC118506074|XP_035898629.1|ASTE	LOC111601281|XP_030081817.1|DHYD, LOC111595118|XP_023164454.2|DHYD
OG0000160	LOC118506638|XP_035899912.1|ASTE, LOC118506639|XP_035899913.1|ASTE, LOC118506173|XP_035898837.1|ASTE, LOC118512315|XP_035912461.1|ASTE, LOC118506878|XP_035900521.1|ASTE, LOC118517712|XP_035920050.1|ASTE	LOC111605455|XP_030080648.1|DHYD, LOC111601382|XP_030080693.1|DHYD
OG0000162	LOC118510542|XP_035908395.1|ASTE, LOC118512639|XP_035913230.1|ASTE	LOC111592657|XP_023160776.2|DHYD, LOC111592641|XP_023160755.2|DHYD, LOC111591954|XP_023159656.2|DHYD
OG0000163	LOC118503426|XP_035892559.1|ASTE, LOC118513177|XP_035914531.1|ASTE, LOC118513178|XP_035914532.1|ASTE, LOC118503428|XP_035892561.1|ASTE, LOC118503427|XP_035892560.1|ASTE	LOC111599502|XP_023170939.2|DHYD, LOC111602700|XP_023175704.2|DHYD
OG0000165	LOC118509479|XP_035906014.1|ASTE, LOC118503125|XP_035891975.1|ASTE	LOC111603343|XP_023176647.1|DHYD
OG0000166	LOC118516432|XP_035918204.1|ASTE, LOC118509573|XP_035906232.1|ASTE	LOC111597953|XP_023168683.2|DHYD
OG0000166	LOC118509377|XP_035905811.1|ASTE, LOC118517322|XP_035919195.1|ASTE, LOC118512273|XP_035912355.1|ASTE	LOC115483428|XP_030081250.1|DHYD, LOC115483425|XP_030081238.1|DHYD, LOC111600135|XP_030081251.1|DHYD
OG0000169	LOC118512165|XP_035912137.1|ASTE	LOC111604198|XP_023177922.2|DHYD
OG0000170	LOC118512459|XP_035912823.1|ASTE, LOC118512461|XP_035912824.1|ASTE, LOC118512457|XP_035912821.1|ASTE, LOC118512458|XP_035912822.1|ASTE	LOC111600553|XP_023172469.2|DHYD, LOC111600538|XP_023172446.2|DHYD
OG0000171	LOC118512486|XP_035912877.1|ASTE	LOC111600441|XP_023172300.2|DHYD
OG0000171	LOC118504537|XP_035895000.1|ASTE	LOC111594697|XP_030079122.1|DHYD
OG0000171	LOC118517651|XP_035919876.1|ASTE	LOC111595959|XP_030079340.1|DHYD
OG0000172	LOC118513117|XP_035914409.1|ASTE	LOC111591913|XP_023159603.2|DHYD, LOC111591928|XP_023159626.2|DHYD, LOC111600357|XP_023172197.2|DHYD, LOC111591917|XP_023159607.2|DHYD, LOC111591914|XP_023159604.2|DHYD
OG0000173	LOC118514581|XP_035917476.1|ASTE, LOC118514578|XP_035917474.1|ASTE	LOC111600648|XP_023172636.1|DHYD, LOC111600746|XP_023172793.1|DHYD, LOC111600693|XP_023172715.1|DHYD, LOC111600694|XP_023172716.1|DHYD, LOC111600707|XP_023172731.1|DHYD
OG0000174	LOC118510691|XP_035908757.1|ASTE, LOC118510690|XP_035908756.1|ASTE, LOC118510692|XP_035908759.1|ASTE	LOC111593858|XP_023162673.2|DHYD, LOC111593780|XP_023162565.1|DHYD, LOC111604747|XP_023178695.2|DHYD
OG0000175	LOC118505676|XP_035897701.1|ASTE	LOC111599419|XP_023170837.1|DHYD
OG0000175	LOC118505455|XP_035897148.1|ASTE, LOC118505454|XP_035897147.1|ASTE, LOC118505456|XP_035897150.1|ASTE, LOC118505453|XP_035897146.1|ASTE	LOC111602969|XP_030078704.1|DHYD
OG0000177	LOC118516399|XP_035918158.1|ASTE	LOC111596824|XP_023166963.1|DHYD
OG0000177	LOC118504483|XP_035894893.1|ASTE	LOC111601457|XP_023173803.2|DHYD
OG0000179	LOC118504068|XP_035894003.1|ASTE, LOC118504072|XP_035894011.1|ASTE	LOC111592177|XP_023160007.2|DHYD, LOC111597965|XP_023168706.2|DHYD
OG0000179	LOC118504074|XP_035894020.1|ASTE	LOC111598963|XP_023170217.2|DHYD
OG0000181	LOC118510422|XP_035908088.1|ASTE, LOC118510423|XP_035908089.1|ASTE, LOC118503395|XP_035892494.1|ASTE	LOC111599600|XP_023171054.1|DHYD
OG0000182	LOC118507594|XP_035902154.1|ASTE	LOC111604812|XP_023178801.1|DHYD
OG0000182	LOC118507593|XP_035902153.1|ASTE	LOC111604811|XP_023178799.1|DHYD, LOC111604848|XP_023178849.2|DHYD
OG0000183	LOC118510271|XP_035907766.1|ASTE	LOC111601893|XP_023174504.1|DHYD, LOC111600481|XP_023172362.1|DHYD, LOC111595132|XP_023164471.1|DHYD
OG0000184	LOC118514693|XP_035917642.1|ASTE, LOC118514692|XP_035917641.1|ASTE, LOC118514694|XP_035917643.1|ASTE, LOC118514679|XP_035917620.1|ASTE, LOC118507293|XP_035901544.1|ASTE, LOC118507291|XP_035901543.1|ASTE	LOC111596233|XP_023166118.1|DHYD, LOC111596234|XP_023166119.2|DHYD
OG0000185	LOC118514354|XP_035917069.1|ASTE	LOC111601170|XP_023173416.1|DHYD, LOC111599927|XP_023171542.1|DHYD, LOC111605000|XP_023179089.1|DHYD, LOC111599928|XP_023171543.1|DHYD
OG0000186	LOC118504849|XP_035895754.1|ASTE	LOC115483113|XP_030080137.1|DHYD, LOC111602809|XP_023175871.2|DHYD
OG0000188	LOC118502826|XP_035891438.1|ASTE, LOC118510018|XP_035907723.1|ASTE, LOC118515928|XP_035917972.1|ASTE, LOC118507968|XP_035903192.1|ASTE	LOC111601317|XP_023173610.1|DHYD, LOC111592712|XP_023160867.1|DHYD, LOC111592714|XP_023160869.1|DHYD
OG0000189	LOC118512655|XP_035913266.1|ASTE, LOC118517673|XP_035919957.1|ASTE	LOC111593147|XP_023161519.2|DHYD
OG0000189	LOC118506640|XP_035899914.1|ASTE	LOC111593008|XP_030079977.1|DHYD
OG0000190	LOC118510368|XP_035907979.1|ASTE	LOC111598818|XP_030078844.1|DHYD
OG0000190	LOC118504545|XP_035895041.1|ASTE	LOC111592669|XP_023160805.1|DHYD
OG0000191	LOC118512001|XP_035911636.1|ASTE	LOC111599919|XP_023171516.2|DHYD, LOC111600300|XP_023172123.2|DHYD, LOC111600299|XP_023172122.2|DHYD
OG0000191	LOC118506505|XP_035899612.1|ASTE	LOC111597655|XP_023168244.1|DHYD, LOC111595824|XP_023165498.1|DHYD
OG0000192	LOC118507017|XP_035900847.1|ASTE, LOC118507018|XP_035900848.1|ASTE, LOC118502769|XP_035891252.1|ASTE	LOC111592040|XP_023159804.1|DHYD, LOC111592039|XP_023159802.2|DHYD, LOC111604539|XP_023178406.2|DHYD, LOC111604538|XP_023178405.2|DHYD
OG0000193	LOC118503852|XP_035893459.1|ASTE, LOC118508047|XP_035903392.1|ASTE	LOC115483067|XP_030079786.1|DHYD, LOC111598955|XP_030080527.1|DHYD, LOC111597488|XP_030080069.1|DHYD
OG0000196	LOC118514064|XP_035916463.1|ASTE, LOC118514063|XP_035916462.1|ASTE	LOC111603524|XP_030079243.1|DHYD
OG0000197	LOC118502626|XP_035890899.1|ASTE	LOC111591883|XP_023159552.2|DHYD
OG0000197	LOC118502627|XP_035890901.1|ASTE	LOC111591903|XP_030079536.1|DHYD
OG0000197	LOC118502628|XP_035890902.1|ASTE	LOC111591902|XP_030079550.1|DHYD
OG0000200	LOC118503806|XP_035893399.1|ASTE	LOC111602046|XP_023174725.2|DHYD, LOC111595233|XP_023164637.2|DHYD
OG0000201	LOC118510098|XP_035907420.1|ASTE, LOC118510099|XP_035907423.1|ASTE, LOC118513874|XP_035916073.1|ASTE, LOC118517092|XP_035918839.1|ASTE	LOC111603493|XP_023176868.2|DHYD, LOC111603486|XP_023176851.2|DHYD
OG0000202	LOC118506617|XP_035899877.1|ASTE	LOC111595356|XP_023164805.1|DHYD
OG0000203	LOC118507050|XP_035900904.1|ASTE	LOC111600548|XP_023172461.2|DHYD, LOC111600550|XP_023172463.2|DHYD, LOC111600535|XP_023172441.2|DHYD, LOC111600539|XP_030082028.1|DHYD, LOC111600586|XP_023172544.2|DHYD
OG0000205	LOC118508310|XP_035903863.1|ASTE, LOC118517532|XP_035919659.1|ASTE, LOC118517534|XP_035919661.1|ASTE, LOC118517536|XP_035919663.1|ASTE, LOC118517535|XP_035919662.1|ASTE, LOC118517533|XP_035919660.1|ASTE	LOC111595222|XP_023164605.2|DHYD, LOC111604220|XP_023177957.2|DHYD
OG0000206	LOC118503159|XP_035892013.1|ASTE	LOC111594133|XP_023163068.2|DHYD
OG0000206	LOC118517639|XP_035919843.1|ASTE	LOC111594161|XP_023163116.1|DHYD
OG0000207	LOC118503769|XP_035893332.1|ASTE	LOC111595047|XP_023164342.1|DHYD
OG0000210	LOC118510803|XP_035909015.1|ASTE	LOC111596398|XP_030078653.1|DHYD, LOC111594271|XP_023163268.1|DHYD
OG0000211	LOC118505116|XP_035896320.1|ASTE	LOC111598335|XP_023169305.1|DHYD
OG0000212	LOC118514690|XP_035917639.1|ASTE, LOC118514687|XP_035917627.1|ASTE	LOC111599117|XP_023170446.2|DHYD, LOC111596241|XP_023166137.2|DHYD
OG0000213	LOC118506169|XP_035898832.1|ASTE, LOC118502455|XP_035890578.1|ASTE, LOC118510026|XP_035907306.1|ASTE, LOC118507679|XP_035902364.1|ASTE	LOC111604466|XP_023178316.2|DHYD, LOC111599994|XP_023171661.2|DHYD
OG0000214	LOC118508206|XP_035903670.1|ASTE	LOC111592364|XP_023160294.1|DHYD, LOC111600883|XP_023172989.1|DHYD, LOC111600284|XP_023172102.2|DHYD, LOC111600255|XP_023172068.1|DHYD, LOC111600285|XP_023172103.2|DHYD
OG0000215	LOC118505358|XP_035896927.1|ASTE, LOC118506177|XP_035898842.1|ASTE	LOC111599231|XP_023170597.2|DHYD, LOC111594911|XP_023164165.2|DHYD
OG0000216	LOC118514658|XP_035917584.1|ASTE	LOC115482791|XP_030078711.1|DHYD, LOC111601435|XP_023173779.2|DHYD, LOC115482827|XP_030078920.1|DHYD, LOC111598185|XP_030078918.1|DHYD
OG0000217	LOC118506853|XP_035900475.1|ASTE	LOC111601818|XP_023174406.2|DHYD
OG0000217	LOC118512344|XP_035912523.1|ASTE	LOC111595442|XP_023164935.2|DHYD, LOC111601820|XP_023174408.2|DHYD
OG0000218	LOC118510059|XP_035907341.1|ASTE	LOC111599335|XP_023170728.2|DHYD, LOC115482945|XP_030079210.1|DHYD, LOC115482944|XP_030079202.1|DHYD, LOC111599304|XP_023170682.2|DHYD, LOC111599337|XP_030079219.1|DHYD, LOC115482947|XP_030079234.1|DHYD, LOC111599391|XP_030079233.1|DHYD
OG0000219	LOC118510240|XP_035907700.1|ASTE, LOC118517267|XP_035919133.1|ASTE	LOC111593976|XP_023162835.1|DHYD, LOC111593824|XP_023162624.1|DHYD, LOC111593969|XP_030080956.1|DHYD
OG0000220	LOC118510365|XP_035907967.1|ASTE, LOC118510359|XP_035907961.1|ASTE	LOC111599800|XP_030078820.1|DHYD, LOC111599816|XP_023171372.2|DHYD, LOC111599792|XP_023171336.2|DHYD
OG0000221	LOC118512893|XP_035913890.1|ASTE, LOC118512894|XP_035913899.1|ASTE	LOC111593336|XP_023161818.1|DHYD, LOC111593259|XP_023161692.2|DHYD, LOC111592893|XP_023161105.1|DHYD
OG0000222	LOC118508815|XP_035904449.1|ASTE	LOC115483398|XP_030081047.1|DHYD, LOC111600315|XP_030079520.1|DHYD
OG0000224	LOC118512550|XP_035913028.1|ASTE, LOC118512555|XP_035913034.1|ASTE, LOC118510034|XP_035907315.1|ASTE, LOC118512553|XP_035913032.1|ASTE	LOC111593788|XP_023162574.2|DHYD
OG0000225	LOC118502418|XP_035890536.1|ASTE, LOC118504515|XP_035894940.1|ASTE	LOC111593383|XP_023161869.2|DHYD, LOC111593384|XP_023161870.2|DHYD, LOC111593370|XP_023161853.1|DHYD
OG0000226	LOC118506112|XP_035898708.1|ASTE	LOC111598695|XP_023169828.1|DHYD, LOC111598708|XP_023169862.1|DHYD, LOC111598755|XP_023169931.2|DHYD
OG0000228	LOC118507788|XP_035902717.1|ASTE	LOC111598560|XP_023169626.1|DHYD, LOC111604929|XP_023178966.1|DHYD, LOC111601165|XP_023173411.1|DHYD
OG0000229	LOC118505141|XP_035896386.1|ASTE	LOC111599581|XP_030080828.1|DHYD, LOC111600798|XP_030080192.1|DHYD, LOC111599880|XP_030080189.1|DHYD
OG0000229	LOC118505366|XP_035896957.1|ASTE	LOC111602031|XP_030078631.1|DHYD
OG0000230	LOC118511477|XP_035910508.1|ASTE, LOC118511480|XP_035910510.1|ASTE, LOC118511478|XP_035910509.1|ASTE, LOC118511476|XP_035910504.1|ASTE	LOC111594015|XP_023162882.2|DHYD, LOC111594041|XP_030081377.1|DHYD
OG0000232	LOC118503459|XP_035892635.1|ASTE	LOC111602971|XP_023176126.2|DHYD, LOC111598210|XP_030078944.1|DHYD, LOC115483372|XP_030080945.1|DHYD, LOC115483374|XP_030080947.1|DHYD, LOC115482846|XP_030078946.1|DHYD, LOC115483373|XP_030080946.1|DHYD, LOC111597726|XP_023168336.2|DHYD, LOC115482844|XP_030078943.1|DHYD, LOC115482845|XP_030078945.1|DHYD
OG0000233	LOC118508457|XP_035904152.1|ASTE	LOC111595254|XP_030081265.1|DHYD, LOC111595245|XP_023164651.2|DHYD, LOC115483436|XP_030081266.1|DHYD, LOC111597154|XP_023167475.2|DHYD, LOC111597888|XP_030080732.1|DHYD
OG0000235	LOC118504927|XP_035895913.1|ASTE	LOC111596872|XP_023167090.2|DHYD, LOC111596977|XP_023167231.2|DHYD, LOC115483328|XP_030080602.1|DHYD, LOC111596903|XP_030080601.1|DHYD
OG0000236	LOC118507015|XP_035900844.1|ASTE	LOC111599100|XP_023170410.1|DHYD, LOC111602312|XP_023175081.2|DHYD, LOC111593637|XP_023162281.1|DHYD
OG0000237	LOC118512278|XP_035912368.1|ASTE	LOC111597822|XP_023168520.1|DHYD
OG0000237	LOC118511482|XP_035910512.1|ASTE	LOC111593656|XP_023162309.1|DHYD
OG0000238	LOC118511649|XP_035910876.1|ASTE, LOC118511652|XP_035910881.1|ASTE	LOC111596068|XP_023165886.2|DHYD, LOC111596101|XP_023165931.2|DHYD
OG0000239	LOC118504709|XP_035895435.1|ASTE	LOC115482805|XP_030078778.1|DHYD, LOC111603006|XP_023176179.2|DHYD
OG0000240	LOC118507974|XP_035903200.1|ASTE	LOC111592394|XP_030078670.1|DHYD, LOC111604583|XP_023178453.2|DHYD, LOC111592389|XP_023160333.2|DHYD
OG0000241	LOC118503481|XP_035892675.1|ASTE	LOC111595130|XP_030081381.1|DHYD
OG0000246	LOC118504838|XP_035895735.1|ASTE	LOC111594888|XP_023164145.2|DHYD, LOC111595406|XP_023164887.2|DHYD, LOC111600134|XP_023171874.2|DHYD
OG0000247	LOC118509414|XP_035905879.1|ASTE, LOC118509412|XP_035905877.1|ASTE, LOC118509413|XP_035905878.1|ASTE, LOC118509411|XP_035905875.1|ASTE	LOC111604555|XP_023178416.2|DHYD, LOC111604589|XP_030078677.1|DHYD, LOC111604556|XP_023178417.2|DHYD, LOC111604571|XP_023178441.2|DHYD, LOC111597943|XP_030078800.1|DHYD, LOC111592380|XP_023160322.2|DHYD, LOC111592381|XP_023160323.2|DHYD
OG0000248	LOC118512667|XP_035913313.1|ASTE, LOC118512666|XP_035913311.1|ASTE	LOC111592730|XP_023160888.2|DHYD, LOC111601109|XP_023173323.2|DHYD
OG0000249	LOC118510725|XP_035908828.1|ASTE	LOC111601943|XP_023174566.1|DHYD, LOC111601941|XP_023174564.2|DHYD, LOC111601877|XP_023174487.1|DHYD
OG0000250	LOC118508491|XP_035904202.1|ASTE	LOC111592899|XP_023161113.1|DHYD, LOC111592910|XP_023161127.1|DHYD, LOC111592909|XP_023161126.2|DHYD
OG0000251	LOC118505075|XP_035896254.1|ASTE	LOC111603491|XP_023177259.1|DHYD, LOC111597448|XP_023167938.2|DHYD, LOC111594315|XP_023163325.2|DHYD, LOC111592744|XP_023160909.1|DHYD
OG0000255	LOC118504899|XP_035895857.1|ASTE	LOC111597927|XP_023168649.2|DHYD
OG0000256	LOC118509298|XP_035905630.1|ASTE	LOC111604065|XP_023177702.2|DHYD, LOC111604056|XP_023177690.2|DHYD, LOC111604147|XP_023177842.2|DHYD, LOC111604088|XP_023177751.2|DHYD, LOC111604116|XP_023177796.2|DHYD
OG0000257	LOC118507286|XP_035901529.1|ASTE	LOC111592123|XP_023159926.1|DHYD
OG0000262	LOC118512787|XP_035913596.1|ASTE	LOC111603344|XP_030080921.1|DHYD
OG0000263	LOC118513361|XP_035914886.1|ASTE	LOC111597901|XP_023168605.1|DHYD
OG0000263	LOC118513013|XP_035914180.1|ASTE	LOC111600521|XP_023172424.2|DHYD
OG0000264	LOC118507130|XP_035901042.1|ASTE	LOC111593005|XP_023161301.1|DHYD, LOC111593079|XP_023161434.2|DHYD, LOC111597827|XP_023168485.2|DHYD
OG0000267	LOC118506887|XP_035900544.1|ASTE, LOC118513471|XP_035915156.1|ASTE	LOC111592476|XP_023160460.2|DHYD, LOC111592465|XP_023160434.2|DHYD
OG0000268	LOC118506477|XP_035899548.1|ASTE, LOC118502746|XP_035891204.1|ASTE	LOC111594504|XP_023163585.1|DHYD
OG0000268	LOC118502745|XP_035891203.1|ASTE	LOC111594503|XP_023163583.1|DHYD
OG0000269	LOC118507820|XP_035902791.1|ASTE	LOC111596605|XP_023166655.1|DHYD, LOC111596597|XP_023166645.1|DHYD
OG0000269	LOC118510294|XP_035907812.1|ASTE	LOC111593606|XP_023162235.2|DHYD
OG0000270	LOC118503824|XP_035893419.1|ASTE, LOC118510655|XP_035908672.1|ASTE, LOC118503826|XP_035893421.1|ASTE, LOC118503825|XP_035893420.1|ASTE, LOC118503827|XP_035893423.1|ASTE	LOC111603817|XP_023177343.2|DHYD
OG0000271	LOC118513311|XP_035914791.1|ASTE	LOC111596347|XP_023166306.1|DHYD, LOC111597032|XP_023167315.2|DHYD
OG0000272	LOC118509040|XP_035904990.1|ASTE	LOC111597407|XP_023167862.2|DHYD
OG0000273	LOC118508518|XP_035904265.1|ASTE	LOC111604793|XP_023178779.2|DHYD, LOC111600678|XP_023172701.1|DHYD
OG0000279	LOC118506563|XP_035899778.1|ASTE	LOC111605167|XP_023179323.1|DHYD, LOC111605166|XP_023179322.1|DHYD
OG0000280	LOC118512959|XP_035914076.1|ASTE	LOC111605078|XP_023179180.2|DHYD, LOC111605084|XP_023179188.2|DHYD, LOC111605081|XP_023179182.1|DHYD
OG0000281	LOC118509940|XP_035907165.1|ASTE	LOC111604787|XP_023178768.1|DHYD, LOC111593449|XP_023161973.1|DHYD, LOC111596039|XP_023165843.2|DHYD
OG0000282	LOC118502391|XP_035890506.1|ASTE	LOC111597475|XP_023167991.1|DHYD
OG0000283	LOC118507494|XP_035901916.1|ASTE	LOC111592198|XP_023160035.2|DHYD
OG0000283	LOC118502775|XP_035891299.1|ASTE, LOC118517383|XP_035919322.1|ASTE	LOC111603274|XP_030080705.1|DHYD
OG0000284	LOC118516654|XP_035918511.1|ASTE, LOC118513197|XP_035914577.1|ASTE, LOC118513227|XP_035914647.1|ASTE	LOC111596199|XP_030080501.1|DHYD
OG0000284	LOC118514629|XP_035917520.1|ASTE	LOC111594148|XP_030080521.1|DHYD
OG0000285	LOC118510124|XP_035907487.1|ASTE, LOC118510126|XP_035907489.1|ASTE, LOC118510125|XP_035907488.1|ASTE	LOC111592411|XP_023160354.1|DHYD
OG0000292	LOC118506849|XP_035900472.1|ASTE	LOC111594984|XP_023164255.1|DHYD, LOC111597033|XP_023167316.2|DHYD
OG0000292	LOC118503100|XP_035891919.1|ASTE	LOC111597249|XP_023167617.2|DHYD
OG0000293	LOC118505627|XP_035897593.1|ASTE	LOC111601509|XP_023173872.1|DHYD, LOC111601510|XP_023173873.1|DHYD, LOC111601273|XP_023173557.1|DHYD
OG0000294	LOC118510955|XP_035909298.1|ASTE, LOC118510954|XP_035909293.1|ASTE	LOC111594149|XP_023163093.2|DHYD
OG0000294	LOC118504855|XP_035895764.1|ASTE	LOC111592349|XP_030081775.1|DHYD
OG0000295	LOC118510879|XP_035909139.1|ASTE	LOC111601203|XP_023173461.2|DHYD, LOC111599577|XP_023171019.2|DHYD, LOC111604124|XP_023177807.2|DHYD
OG0000296	LOC118517585|XP_035919753.1|ASTE	LOC111603703|XP_023177174.2|DHYD, LOC111596506|XP_023166536.1|DHYD, LOC111603089|XP_023176317.1|DHYD
OG0000299	LOC118505430|XP_035897097.1|ASTE	LOC111605539|XP_030079657.1|DHYD, LOC111601613|XP_030079663.1|DHYD, LOC111603243|XP_023176518.2|DHYD
OG0000301	LOC118511253|XP_035909996.1|ASTE	LOC111599784|XP_023171324.2|DHYD
OG0000301	LOC118514291|XP_035916946.1|ASTE	LOC111599140|XP_023170471.1|DHYD
OG0000302	LOC118510778|XP_035908953.1|ASTE, LOC118510776|XP_035908938.1|ASTE, LOC118510775|XP_035908937.1|ASTE	LOC111601700|XP_023174184.1|DHYD, LOC111601699|XP_023174183.1|DHYD
OG0000303	LOC118507766|XP_035902676.1|ASTE	LOC111592808|XP_023160987.1|DHYD, LOC111602461|XP_023175289.1|DHYD
OG0000304	LOC118508384|XP_035904014.1|ASTE	LOC111605026|XP_023179125.2|DHYD, LOC111594571|XP_023163697.2|DHYD, LOC111594524|XP_023163622.1|DHYD
OG0000305	LOC118507753|XP_035902656.1|ASTE	LOC111595038|XP_023164332.2|DHYD
OG0000306	LOC118512366|XP_035912608.1|ASTE	LOC111592694|XP_023160835.2|DHYD, LOC111598995|XP_023170268.1|DHYD, LOC111597371|XP_023167796.1|DHYD
OG0000307	LOC118510839|XP_035909059.1|ASTE	LOC111601299|XP_023173583.2|DHYD
OG0000307	LOC118502856|XP_035891454.1|ASTE	LOC111603477|XP_023176834.1|DHYD
OG0000310	LOC118513409|XP_035915008.1|ASTE	LOC111604130|XP_023177814.2|DHYD, LOC111592288|XP_023160158.1|DHYD
