Orthogroup	ASTE.longest_only	SLEB.longest_only
OG0000113	LOC118512990|XP_035914139.1|ASTE	LOC115628760|XP_030380835.1|SLEB, LOC115634230|XP_030387682.1|SLEB, LOC115625365|XP_030376262.1|SLEB
OG0000115	LOC118507936|XP_035903140.1|ASTE	LOC115629117|XP_030381310.1|SLEB, LOC115628791|XP_030380866.1|SLEB, LOC115630378|XP_030382769.1|SLEB, LOC115631941|XP_030384653.1|SLEB, LOC115631518|XP_030384147.1|SLEB, LOC115627588|XP_030379172.1|SLEB, LOC115633444|XP_030386760.1|SLEB, LOC115623192|XP_030373274.1|SLEB, LOC115630941|XP_030383369.1|SLEB, LOC115630537|XP_030383002.1|SLEB, LOC115624650|XP_030375286.1|SLEB, LOC115633457|XP_030386772.1|SLEB, LOC115633607|XP_030386902.1|SLEB, LOC115620928|XP_030370294.1|SLEB, LOC115628465|XP_030380448.1|SLEB, LOC115626418|XP_030377646.1|SLEB, LOC115623580|XP_030373839.1|SLEB, LOC115620763|XP_030370023.1|SLEB, LOC115632405|XP_030385404.1|SLEB, LOC115628784|XP_030380858.1|SLEB, LOC115628795|XP_030380868.1|SLEB, LOC115624146|XP_030374602.1|SLEB, LOC115634794|XP_030388561.1|SLEB, LOC115625802|XP_030376840.1|SLEB
OG0000117	LOC118502432|XP_035890553.1|ASTE, LOC118506535|XP_035899700.1|ASTE	LOC115626178|XP_030377315.1|SLEB, LOC115626179|XP_030377316.1|SLEB, LOC115626180|XP_030377317.1|SLEB, LOC115626181|XP_030377318.1|SLEB
OG0000118	LOC118502409|XP_035890526.1|ASTE	LOC115634140|XP_030387575.1|SLEB, LOC115626301|XP_030377489.1|SLEB
OG0000119	LOC118504397|XP_035894696.1|ASTE, LOC118507360|XP_035901665.1|ASTE, LOC118510253|XP_035907732.1|ASTE, LOC118504396|XP_035894695.1|ASTE	LOC115625335|XP_030376220.1|SLEB, LOC115625475|XP_030376385.1|SLEB, LOC115625305|XP_030376184.1|SLEB
OG0000120	LOC118509359|XP_035905774.1|ASTE	LOC115627012|XP_030378393.1|SLEB
OG0000120	LOC118512861|XP_035913838.1|ASTE	LOC115620371|XP_030369440.1|SLEB
OG0000121	LOC118504430|XP_035894762.1|ASTE	LOC115625321|XP_030376202.1|SLEB, LOC115625542|XP_030376479.1|SLEB, LOC115625267|XP_030376127.1|SLEB
OG0000122	LOC118502484|XP_035890608.1|ASTE	LOC115630753|XP_030383267.1|SLEB, LOC115628730|XP_030380794.1|SLEB, LOC115634302|XP_030387815.1|SLEB, LOC115631897|XP_030384606.1|SLEB
OG0000123	LOC118506463|XP_035899530.1|ASTE	LOC115634239|XP_030387693.1|SLEB, LOC115624226|XP_030374700.1|SLEB, LOC115621552|XP_030371081.1|SLEB, LOC115624223|XP_030374697.1|SLEB, LOC115624192|XP_030374649.1|SLEB, LOC115624245|XP_030374725.1|SLEB
OG0000125	LOC118502975|XP_035891640.1|ASTE	LOC115620679|XP_030369903.1|SLEB
OG0000125	LOC118511794|XP_035911255.1|ASTE	LOC115622011|XP_030371726.1|SLEB
OG0000126	LOC118510666|XP_035908699.1|ASTE	LOC115626373|XP_030377588.1|SLEB, LOC115633547|XP_030386863.1|SLEB, LOC115621502|XP_030371030.1|SLEB
OG0000127	LOC118506630|XP_035899894.1|ASTE, LOC118506629|XP_035899892.1|ASTE	LOC115624275|XP_030374761.1|SLEB, LOC115624098|XP_030374548.1|SLEB, LOC115624150|XP_030374607.1|SLEB
OG0000128	LOC118516915|XP_035918646.1|ASTE, LOC118509094|XP_035905138.1|ASTE	LOC115627037|XP_030378429.1|SLEB, LOC115634167|XP_030387611.1|SLEB
OG0000129	LOC118506636|XP_035899907.1|ASTE	LOC115633252|XP_030386513.1|SLEB, LOC115632792|XP_030385903.1|SLEB, LOC115632636|XP_030385726.1|SLEB, LOC115632635|XP_030385724.1|SLEB, LOC115633251|XP_030386512.1|SLEB
OG0000130	LOC118507218|XP_035901212.1|ASTE	LOC115632117|XP_030384979.1|SLEB, LOC115632142|XP_030385018.1|SLEB, LOC115632815|XP_030385927.1|SLEB
OG0000132	LOC118503160|XP_035892014.1|ASTE, LOC118502510|XP_035890646.1|ASTE	LOC115631441|XP_030384043.1|SLEB, LOC115624363|XP_030374882.1|SLEB
OG0000134	LOC118502732|XP_035891190.1|ASTE	LOC115621108|XP_030370509.1|SLEB
OG0000134	LOC118514038|XP_035916413.1|ASTE	LOC115631566|XP_030384216.1|SLEB
OG0000137	LOC118507552|XP_035902026.1|ASTE	LOC115632206|XP_030385118.1|SLEB, LOC115621775|XP_030371387.1|SLEB
OG0000137	LOC118511893|XP_035911416.1|ASTE, LOC118512768|XP_035913566.1|ASTE, LOC118516694|XP_035918532.1|ASTE, LOC118516358|XP_035918086.1|ASTE	LOC115623263|XP_030373392.1|SLEB
OG0000137	LOC118509389|XP_035905827.1|ASTE	LOC115633318|XP_030386608.1|SLEB
OG0000140	LOC118512572|XP_035913082.1|ASTE, LOC118512573|XP_035913084.1|ASTE, LOC118512574|XP_035913086.1|ASTE, LOC118512579|XP_035913100.1|ASTE, LOC118512272|XP_035912354.1|ASTE	LOC115621072|XP_030370459.1|SLEB, LOC115631745|XP_030384446.1|SLEB
OG0000141	LOC118513164|XP_035914504.1|ASTE	LOC115632509|XP_030385558.1|SLEB, LOC115632354|XP_030385324.1|SLEB, LOC115632744|XP_030385851.1|SLEB, LOC115632365|XP_030385343.1|SLEB
OG0000142	LOC118504509|XP_035894932.1|ASTE	LOC115625086|XP_030375842.1|SLEB
OG0000142	LOC118513535|XP_035915303.1|ASTE	LOC115628082|XP_030379919.1|SLEB
OG0000142	LOC118517327|XP_035919203.1|ASTE	LOC115627258|XP_030378745.1|SLEB
OG0000143	LOC118512636|XP_035913225.1|ASTE	LOC115625380|XP_030376280.1|SLEB
OG0000143	LOC118508535|XP_035904305.1|ASTE, LOC118508252|XP_035903758.1|ASTE, LOC118506266|XP_035899062.1|ASTE, LOC118506267|XP_035899063.1|ASTE	LOC115625390|XP_030376292.1|SLEB
OG0000144	LOC118504520|XP_035894945.1|ASTE	LOC115623941|XP_030374363.1|SLEB
OG0000144	LOC118517574|XP_035919714.1|ASTE	LOC115629778|XP_030382193.1|SLEB
OG0000144	LOC118514648|XP_035917567.1|ASTE, LOC118514649|XP_035917570.1|ASTE	LOC115631998|XP_030384787.1|SLEB
OG0000145	LOC118513794|XP_035915873.1|ASTE, LOC118513795|XP_035915874.1|ASTE	LOC115627757|XP_030379402.1|SLEB, LOC115631049|XP_030383542.1|SLEB, LOC115632005|XP_030384793.1|SLEB, LOC115632004|XP_030384792.1|SLEB
OG0000147	LOC118509851|XP_035906945.1|ASTE	LOC115630980|XP_030383422.1|SLEB, LOC115630666|XP_030383169.1|SLEB
OG0000147	LOC118505553|XP_035897399.1|ASTE, LOC118505551|XP_035897397.1|ASTE	LOC115621832|XP_030371499.1|SLEB, LOC115621833|XP_030371501.1|SLEB
OG0000148	LOC118503637|XP_035893028.1|ASTE	LOC115630932|XP_030383359.1|SLEB
OG0000148	LOC118509198|XP_035905361.1|ASTE, LOC118517263|XP_035919130.1|ASTE, LOC118513557|XP_035915372.1|ASTE	LOC115626589|XP_030377831.1|SLEB
OG0000149	LOC118507680|XP_035902367.1|ASTE	LOC115626190|XP_030377330.1|SLEB, LOC115629267|XP_030381551.1|SLEB
OG0000152	LOC118513581|XP_035915437.1|ASTE, LOC118515234|XP_035917812.1|ASTE	LOC115620943|XP_030370319.1|SLEB, LOC115620755|XP_030370011.1|SLEB, LOC115621748|XP_030371342.1|SLEB
OG0000153	LOC118505122|XP_035896329.1|ASTE	LOC115621745|XP_030371339.1|SLEB, LOC115620210|XP_030369207.1|SLEB
OG0000154	LOC118503656|XP_035893072.1|ASTE, LOC118503653|XP_035893066.1|ASTE	LOC115621867|XP_030371547.1|SLEB, LOC115621871|XP_030371556.1|SLEB, LOC115632597|XP_030385682.1|SLEB
OG0000155	LOC118507321|XP_035901601.1|ASTE	LOC115628421|XP_030380369.1|SLEB, LOC115628363|XP_030380300.1|SLEB, LOC115628359|XP_030380294.1|SLEB
OG0000157	LOC118509510|XP_035906089.1|ASTE, LOC118509511|XP_035906090.1|ASTE	LOC115629819|XP_030382253.1|SLEB, LOC115626330|XP_030377538.1|SLEB, LOC115633650|XP_030386952.1|SLEB
OG0000158	LOC118508367|XP_035903982.1|ASTE, LOC118508366|XP_035903980.1|ASTE, LOC118504516|XP_035894941.1|ASTE, LOC118504508|XP_035894931.1|ASTE	LOC115633012|XP_030386197.1|SLEB, LOC115632738|XP_030385845.1|SLEB, LOC115632736|XP_030385842.1|SLEB
OG0000159	LOC118516533|XP_035918367.1|ASTE, LOC118506074|XP_035898629.1|ASTE	LOC115622292|XP_030372055.1|SLEB
OG0000160	LOC118506638|XP_035899912.1|ASTE, LOC118506639|XP_035899913.1|ASTE, LOC118506173|XP_035898837.1|ASTE, LOC118512315|XP_035912461.1|ASTE, LOC118506878|XP_035900521.1|ASTE, LOC118517712|XP_035920050.1|ASTE	LOC115621357|XP_030370839.1|SLEB, LOC115621163|XP_030370583.1|SLEB
OG0000162	LOC118510542|XP_035908395.1|ASTE, LOC118512639|XP_035913230.1|ASTE	LOC115628734|XP_030380797.1|SLEB, LOC115630435|XP_030382852.1|SLEB
OG0000163	LOC118503426|XP_035892559.1|ASTE, LOC118513177|XP_035914531.1|ASTE, LOC118513178|XP_035914532.1|ASTE, LOC118503428|XP_035892561.1|ASTE, LOC118503427|XP_035892560.1|ASTE	LOC115628458|XP_030380436.1|SLEB, LOC115623156|XP_030373231.1|SLEB
OG0000165	LOC118509479|XP_035906014.1|ASTE, LOC118503125|XP_035891975.1|ASTE	LOC115626650|XP_030377915.1|SLEB, LOC115633702|XP_030387021.1|SLEB
OG0000166	LOC118516432|XP_035918204.1|ASTE, LOC118509573|XP_035906232.1|ASTE	LOC115634666|XP_030388385.1|SLEB
OG0000166	LOC118509377|XP_035905811.1|ASTE, LOC118517322|XP_035919195.1|ASTE, LOC118512273|XP_035912355.1|ASTE	LOC115619972|XP_030368868.1|SLEB
OG0000169	LOC118512165|XP_035912137.1|ASTE	LOC115621259|XP_030370717.1|SLEB
OG0000170	LOC118512459|XP_035912823.1|ASTE, LOC118512461|XP_035912824.1|ASTE, LOC118512457|XP_035912821.1|ASTE, LOC118512458|XP_035912822.1|ASTE	LOC115631209|XP_030383774.1|SLEB
OG0000171	LOC118512486|XP_035912877.1|ASTE	LOC115626100|XP_030377212.1|SLEB
OG0000171	LOC118504537|XP_035895000.1|ASTE	LOC115625657|XP_030376646.1|SLEB
OG0000171	LOC118517651|XP_035919876.1|ASTE	LOC115629314|XP_030381620.1|SLEB
OG0000172	LOC118513117|XP_035914409.1|ASTE	LOC115632350|XP_030385315.1|SLEB
OG0000173	LOC118514581|XP_035917476.1|ASTE, LOC118514578|XP_035917474.1|ASTE	LOC115634438|XP_030388005.1|SLEB, LOC115634356|XP_030387876.1|SLEB
OG0000174	LOC118510691|XP_035908757.1|ASTE, LOC118510690|XP_035908756.1|ASTE, LOC118510692|XP_035908759.1|ASTE	LOC115628982|XP_030381125.1|SLEB, LOC115626586|XP_030377828.1|SLEB, LOC115625742|XP_030376759.1|SLEB
OG0000175	LOC118505676|XP_035897701.1|ASTE	LOC115623739|XP_030374110.1|SLEB
OG0000175	LOC118505455|XP_035897148.1|ASTE, LOC118505454|XP_035897147.1|ASTE, LOC118505456|XP_035897150.1|ASTE, LOC118505453|XP_035897146.1|ASTE	LOC115623421|XP_030373600.1|SLEB, LOC115623422|XP_030373604.1|SLEB
OG0000177	LOC118516399|XP_035918158.1|ASTE	LOC115628068|XP_030379894.1|SLEB
OG0000177	LOC118504483|XP_035894893.1|ASTE	LOC115620237|XP_030369242.1|SLEB
OG0000178	LOC118509456|XP_035905969.1|ASTE	LOC115634614|XP_030388323.1|SLEB
OG0000179	LOC118504068|XP_035894003.1|ASTE, LOC118504072|XP_035894011.1|ASTE	LOC115622211|XP_030371971.1|SLEB
OG0000179	LOC118504074|XP_035894020.1|ASTE	LOC115626268|XP_030377442.1|SLEB
OG0000181	LOC118510422|XP_035908088.1|ASTE, LOC118510423|XP_035908089.1|ASTE, LOC118503395|XP_035892494.1|ASTE	LOC115621119|XP_030370523.1|SLEB, LOC115621326|XP_030370806.1|SLEB, LOC115625637|XP_030376626.1|SLEB
OG0000182	LOC118507594|XP_035902154.1|ASTE	LOC115624195|XP_030374657.1|SLEB
OG0000182	LOC118507593|XP_035902153.1|ASTE	LOC115623616|XP_030373895.1|SLEB, LOC115623712|XP_030374052.1|SLEB
OG0000183	LOC118510271|XP_035907766.1|ASTE	LOC115627246|XP_030378727.1|SLEB, LOC115632361|XP_030385339.1|SLEB, LOC115622861|XP_030372805.1|SLEB, LOC115622111|XP_030371812.1|SLEB
OG0000184	LOC118514693|XP_035917642.1|ASTE, LOC118514692|XP_035917641.1|ASTE, LOC118514694|XP_035917643.1|ASTE, LOC118514679|XP_035917620.1|ASTE, LOC118507293|XP_035901544.1|ASTE, LOC118507291|XP_035901543.1|ASTE	LOC115630552|XP_030383023.1|SLEB
OG0000185	LOC118514354|XP_035917069.1|ASTE	LOC115634776|XP_030388532.1|SLEB, LOC115634358|XP_030387879.1|SLEB
OG0000186	LOC118504849|XP_035895754.1|ASTE	LOC115627080|XP_030378488.1|SLEB, LOC115627050|XP_030378453.1|SLEB
OG0000188	LOC118502826|XP_035891438.1|ASTE, LOC118510018|XP_035907723.1|ASTE, LOC118515928|XP_035917972.1|ASTE, LOC118507968|XP_035903192.1|ASTE	LOC115629547|XP_030381888.1|SLEB, LOC115627828|XP_030379524.1|SLEB, LOC115627591|XP_030379174.1|SLEB
OG0000189	LOC118512655|XP_035913266.1|ASTE, LOC118517673|XP_035919957.1|ASTE	LOC115626272|XP_030377451.1|SLEB
OG0000189	LOC118506640|XP_035899914.1|ASTE	LOC115626939|XP_030378314.1|SLEB
OG0000190	LOC118510368|XP_035907979.1|ASTE	LOC115629392|XP_030381704.1|SLEB
OG0000190	LOC118504545|XP_035895041.1|ASTE	LOC115626376|XP_030377596.1|SLEB
OG0000191	LOC118512001|XP_035911636.1|ASTE	LOC115634077|XP_030387483.1|SLEB, LOC115634078|XP_030387488.1|SLEB
OG0000191	LOC118506505|XP_035899612.1|ASTE	LOC115624324|XP_030374814.1|SLEB
OG0000192	LOC118507017|XP_035900847.1|ASTE, LOC118507018|XP_035900848.1|ASTE, LOC118502769|XP_035891252.1|ASTE	LOC115623866|XP_030374272.1|SLEB, LOC115634119|XP_030387546.1|SLEB, LOC115634125|XP_030387554.1|SLEB
OG0000193	LOC118503852|XP_035893459.1|ASTE, LOC118508047|XP_035903392.1|ASTE	LOC115631474|XP_030384088.1|SLEB, LOC115622946|XP_030372938.1|SLEB, LOC115622463|XP_030372268.1|SLEB, LOC115622436|XP_030372238.1|SLEB, LOC115623019|XP_030373049.1|SLEB, LOC115634706|XP_030388446.1|SLEB, LOC115623069|XP_030373123.1|SLEB, LOC115628420|XP_030380368.1|SLEB, LOC115628419|XP_030380367.1|SLEB, LOC115628360|XP_030380297.1|SLEB, LOC115628418|XP_030380366.1|SLEB, LOC115628364|XP_030380301.1|SLEB, LOC115622938|XP_030372928.1|SLEB, LOC115622868|XP_030372815.1|SLEB, LOC115622245|XP_030372002.1|SLEB
OG0000196	LOC118514064|XP_035916463.1|ASTE, LOC118514063|XP_035916462.1|ASTE	LOC115630762|XP_030383277.1|SLEB
OG0000197	LOC118502626|XP_035890899.1|ASTE	LOC115626694|XP_030377981.1|SLEB
OG0000197	LOC118502627|XP_035890901.1|ASTE	LOC115626696|XP_030377984.1|SLEB
OG0000197	LOC118502628|XP_035890902.1|ASTE	LOC115626946|XP_030378321.1|SLEB
OG0000200	LOC118503806|XP_035893399.1|ASTE	LOC115623790|XP_030374192.1|SLEB, LOC115621847|XP_030371519.1|SLEB
OG0000201	LOC118510098|XP_035907420.1|ASTE, LOC118510099|XP_035907423.1|ASTE, LOC118513874|XP_035916073.1|ASTE, LOC118517092|XP_035918839.1|ASTE	LOC115621195|XP_030370633.1|SLEB, LOC115621403|XP_030370907.1|SLEB
OG0000202	LOC118506617|XP_035899877.1|ASTE	LOC115623618|XP_030373898.1|SLEB
OG0000203	LOC118507050|XP_035900904.1|ASTE	LOC115621744|XP_030371337.1|SLEB, LOC115628246|XP_030380125.1|SLEB, LOC115629770|XP_030382188.1|SLEB
OG0000205	LOC118508310|XP_035903863.1|ASTE, LOC118517532|XP_035919659.1|ASTE, LOC118517534|XP_035919661.1|ASTE, LOC118517536|XP_035919663.1|ASTE, LOC118517535|XP_035919662.1|ASTE, LOC118517533|XP_035919660.1|ASTE	LOC115621790|XP_030371421.1|SLEB, LOC115620493|XP_030369596.1|SLEB
OG0000206	LOC118503159|XP_035892013.1|ASTE	LOC115624762|XP_030375454.1|SLEB
OG0000206	LOC118517639|XP_035919843.1|ASTE	LOC115624748|XP_030375436.1|SLEB
OG0000207	LOC118503769|XP_035893332.1|ASTE	LOC115632410|XP_030385407.1|SLEB
OG0000210	LOC118510803|XP_035909015.1|ASTE	LOC115626861|XP_030378226.1|SLEB
OG0000211	LOC118505116|XP_035896320.1|ASTE	LOC115621054|XP_030370434.1|SLEB
OG0000212	LOC118514690|XP_035917639.1|ASTE, LOC118514687|XP_035917627.1|ASTE	LOC115630977|XP_030383416.1|SLEB, LOC115631971|XP_030384730.1|SLEB
OG0000213	LOC118506169|XP_035898832.1|ASTE, LOC118502455|XP_035890578.1|ASTE, LOC118510026|XP_035907306.1|ASTE, LOC118507679|XP_035902364.1|ASTE	LOC115622217|XP_030371974.1|SLEB, LOC115634384|XP_030387929.1|SLEB
OG0000214	LOC118508206|XP_035903670.1|ASTE	LOC115629106|XP_030381291.1|SLEB, LOC115620078|XP_030369104.1|SLEB, LOC115625142|XP_030375921.1|SLEB, LOC115625213|XP_030376043.1|SLEB, LOC115625354|XP_030376247.1|SLEB
OG0000215	LOC118505358|XP_035896927.1|ASTE, LOC118506177|XP_035898842.1|ASTE	LOC115630910|XP_030383352.1|SLEB, LOC115623163|XP_030373242.1|SLEB
OG0000216	LOC118514658|XP_035917584.1|ASTE	LOC115629299|XP_030381606.1|SLEB, LOC115629168|XP_030381400.1|SLEB
OG0000217	LOC118506853|XP_035900475.1|ASTE	LOC115628067|XP_030379893.1|SLEB
OG0000217	LOC118512344|XP_035912523.1|ASTE	LOC115632343|XP_030385309.1|SLEB, LOC115627930|XP_030379683.1|SLEB
OG0000218	LOC118510059|XP_035907341.1|ASTE	LOC115631348|XP_030383925.1|SLEB, LOC115631345|XP_030383922.1|SLEB, LOC115631360|XP_030383938.1|SLEB, LOC115631995|XP_030384783.1|SLEB, LOC115631347|XP_030383924.1|SLEB, LOC115634040|XP_030387444.1|SLEB
OG0000219	LOC118510240|XP_035907700.1|ASTE, LOC118517267|XP_035919133.1|ASTE	LOC115634032|XP_030387433.1|SLEB, LOC115624770|XP_030375503.1|SLEB, LOC115624369|XP_030374897.1|SLEB, LOC115625433|XP_030376339.1|SLEB
OG0000220	LOC118510365|XP_035907967.1|ASTE, LOC118510359|XP_035907961.1|ASTE	LOC115622406|XP_030372198.1|SLEB, LOC115622913|XP_030372897.1|SLEB, LOC115622405|XP_030372196.1|SLEB
OG0000221	LOC118512893|XP_035913890.1|ASTE, LOC118512894|XP_035913899.1|ASTE	LOC115632003|XP_030384795.1|SLEB, LOC115634142|XP_030387615.1|SLEB
OG0000222	LOC118508815|XP_035904449.1|ASTE	LOC115626033|XP_030377144.1|SLEB
OG0000224	LOC118512550|XP_035913028.1|ASTE, LOC118512555|XP_035913034.1|ASTE, LOC118510034|XP_035907315.1|ASTE, LOC118512553|XP_035913032.1|ASTE	LOC115626757|XP_030378077.1|SLEB
OG0000225	LOC118502418|XP_035890536.1|ASTE, LOC118504515|XP_035894940.1|ASTE	LOC115625417|XP_030376317.1|SLEB, LOC115625425|XP_030376324.1|SLEB, LOC115625419|XP_030376319.1|SLEB, LOC115625418|XP_030376318.1|SLEB
OG0000226	LOC118506112|XP_035898708.1|ASTE	LOC115622367|XP_030372144.1|SLEB, LOC115623114|XP_030373183.1|SLEB, LOC115623113|XP_030373182.1|SLEB
OG0000228	LOC118507788|XP_035902717.1|ASTE	LOC115628655|XP_030380684.1|SLEB, LOC115623731|XP_030374101.1|SLEB, LOC115631739|XP_030384438.1|SLEB
OG0000229	LOC118505141|XP_035896386.1|ASTE	LOC115620323|XP_030369376.1|SLEB, LOC115621978|XP_030371689.1|SLEB
OG0000229	LOC118505366|XP_035896957.1|ASTE	LOC115624302|XP_030374784.1|SLEB
OG0000230	LOC118511477|XP_035910508.1|ASTE, LOC118511480|XP_035910510.1|ASTE, LOC118511478|XP_035910509.1|ASTE, LOC118511476|XP_035910504.1|ASTE	LOC115620034|XP_030369003.1|SLEB, LOC115628487|XP_030380518.1|SLEB
OG0000232	LOC118503459|XP_035892635.1|ASTE	LOC115622840|XP_030372779.1|SLEB, LOC115633034|XP_030386277.1|SLEB, LOC115632955|XP_030386155.1|SLEB
OG0000233	LOC118508457|XP_035904152.1|ASTE	LOC115620298|XP_030369340.1|SLEB, LOC115621547|XP_030371075.1|SLEB, LOC115621471|XP_030370990.1|SLEB
OG0000235	LOC118504927|XP_035895913.1|ASTE	LOC115620737|XP_030369982.1|SLEB, LOC115628006|XP_030379828.1|SLEB, LOC115628076|XP_030379943.1|SLEB, LOC115620405|XP_030369484.1|SLEB
OG0000236	LOC118507015|XP_035900844.1|ASTE	LOC115631143|XP_030383673.1|SLEB, LOC115622109|XP_030371810.1|SLEB, LOC115626745|XP_030378056.1|SLEB
OG0000237	LOC118512278|XP_035912368.1|ASTE	LOC115620066|XP_030369068.1|SLEB
OG0000237	LOC118511482|XP_035910512.1|ASTE	LOC115629497|XP_030381834.1|SLEB
OG0000238	LOC118511649|XP_035910876.1|ASTE, LOC118511652|XP_035910881.1|ASTE	LOC115631222|XP_030383788.1|SLEB, LOC115630687|XP_030383194.1|SLEB, LOC115630659|XP_030383160.1|SLEB
OG0000239	LOC118504709|XP_035895435.1|ASTE	LOC115625266|XP_030376126.1|SLEB
OG0000240	LOC118507974|XP_035903200.1|ASTE	LOC115623585|XP_030373845.1|SLEB, LOC115623904|XP_030374320.1|SLEB, LOC115623901|XP_030374315.1|SLEB
OG0000241	LOC118503481|XP_035892675.1|ASTE	LOC115624179|XP_030374634.1|SLEB
OG0000246	LOC118504838|XP_035895735.1|ASTE	LOC115629487|XP_030381821.1|SLEB
OG0000247	LOC118509414|XP_035905879.1|ASTE, LOC118509412|XP_035905877.1|ASTE, LOC118509413|XP_035905878.1|ASTE, LOC118509411|XP_035905875.1|ASTE	LOC115632325|XP_030385289.1|SLEB, LOC115632745|XP_030385853.1|SLEB
OG0000248	LOC118512667|XP_035913313.1|ASTE, LOC118512666|XP_035913311.1|ASTE	LOC115632342|XP_030385308.1|SLEB, LOC115632240|XP_030385162.1|SLEB, LOC115633718|XP_030387043.1|SLEB
OG0000249	LOC118510725|XP_035908828.1|ASTE	LOC115631616|XP_030384281.1|SLEB, LOC115631615|XP_030384280.1|SLEB, LOC115631840|XP_030384543.1|SLEB
OG0000250	LOC118508491|XP_035904202.1|ASTE	LOC115630965|XP_030383404.1|SLEB, LOC115631061|XP_030383560.1|SLEB, LOC115630961|XP_030383396.1|SLEB
OG0000251	LOC118505075|XP_035896254.1|ASTE	LOC115629102|XP_030381282.1|SLEB, LOC115634025|XP_030387420.1|SLEB, LOC115632180|XP_030385074.1|SLEB
OG0000255	LOC118504899|XP_035895857.1|ASTE	LOC115626265|XP_030377437.1|SLEB, LOC115626264|XP_030377434.1|SLEB
OG0000256	LOC118509298|XP_035905630.1|ASTE	LOC115625928|XP_030377028.1|SLEB, LOC115626545|XP_030377786.1|SLEB
OG0000257	LOC118507286|XP_035901529.1|ASTE	LOC115628176|XP_030380023.1|SLEB
OG0000261	LOC118510512|XP_035908317.1|ASTE, LOC118516853|XP_035918607.1|ASTE, LOC118516854|XP_035918608.1|ASTE, LOC118510513|XP_035908318.1|ASTE	LOC115630786|XP_030383302.1|SLEB
OG0000262	LOC118512787|XP_035913596.1|ASTE	LOC115634802|XP_030388570.1|SLEB
OG0000263	LOC118513361|XP_035914886.1|ASTE	LOC115634810|XP_030388582.1|SLEB
OG0000263	LOC118513013|XP_035914180.1|ASTE	LOC115632680|XP_030385773.1|SLEB
OG0000264	LOC118507130|XP_035901042.1|ASTE	LOC115627036|XP_030378427.1|SLEB, LOC115626719|XP_030378023.1|SLEB, LOC115620694|XP_030369924.1|SLEB
OG0000267	LOC118506887|XP_035900544.1|ASTE, LOC118513471|XP_035915156.1|ASTE	LOC115621311|XP_030370785.1|SLEB, LOC115620877|XP_030370214.1|SLEB, LOC115620876|XP_030370213.1|SLEB
OG0000268	LOC118506477|XP_035899548.1|ASTE, LOC118502746|XP_035891204.1|ASTE	LOC115621958|XP_030371665.1|SLEB
OG0000268	LOC118502745|XP_035891203.1|ASTE	LOC115621611|XP_030371164.1|SLEB, LOC115621817|XP_030371465.1|SLEB
OG0000269	LOC118507820|XP_035902791.1|ASTE	LOC115622094|XP_030371796.1|SLEB, LOC115622036|XP_030371763.1|SLEB
OG0000269	LOC118510294|XP_035907812.1|ASTE	LOC115625144|XP_030375925.1|SLEB
OG0000270	LOC118503824|XP_035893419.1|ASTE, LOC118510655|XP_035908672.1|ASTE, LOC118503826|XP_035893421.1|ASTE, LOC118503825|XP_035893420.1|ASTE, LOC118503827|XP_035893423.1|ASTE	LOC115633989|XP_030387372.1|SLEB
OG0000271	LOC118513311|XP_035914791.1|ASTE	LOC115626627|XP_030377890.1|SLEB, LOC115626251|XP_030377404.1|SLEB, LOC115631517|XP_030384150.1|SLEB
OG0000272	LOC118509040|XP_035904990.1|ASTE	LOC115628054|XP_030379870.1|SLEB
OG0000273	LOC118508518|XP_035904265.1|ASTE	LOC115625162|XP_030375954.1|SLEB, LOC115630640|XP_030383140.1|SLEB, LOC115623182|XP_030373262.1|SLEB, LOC115624315|XP_030374804.1|SLEB
OG0000279	LOC118506563|XP_035899778.1|ASTE	LOC115632514|XP_030385565.1|SLEB, LOC115632545|XP_030385620.1|SLEB
OG0000280	LOC118512959|XP_035914076.1|ASTE	LOC115634463|XP_030388049.1|SLEB, LOC115634464|XP_030388050.1|SLEB, LOC115634462|XP_030388048.1|SLEB
OG0000281	LOC118509940|XP_035907165.1|ASTE	LOC115622662|XP_030372535.1|SLEB, LOC115627309|XP_030378812.1|SLEB, LOC115633344|XP_030386638.1|SLEB
OG0000282	LOC118502391|XP_035890506.1|ASTE	LOC115622407|XP_030372199.1|SLEB
OG0000283	LOC118505670|XP_035897690.1|ASTE	LOC115624696|XP_030375370.1|SLEB
OG0000283	LOC118502775|XP_035891299.1|ASTE, LOC118517383|XP_035919322.1|ASTE	LOC115621703|XP_030371271.1|SLEB
OG0000284	LOC118516654|XP_035918511.1|ASTE, LOC118513197|XP_035914577.1|ASTE, LOC118513227|XP_035914647.1|ASTE	LOC115624494|XP_030375057.1|SLEB
OG0000284	LOC118514629|XP_035917520.1|ASTE	LOC115626017|XP_030377125.1|SLEB
OG0000285	LOC118510124|XP_035907487.1|ASTE, LOC118510126|XP_035907489.1|ASTE, LOC118510125|XP_035907488.1|ASTE	LOC115634699|XP_030388437.1|SLEB
OG0000292	LOC118506849|XP_035900472.1|ASTE	LOC115629203|XP_030381466.1|SLEB
OG0000292	LOC118503100|XP_035891919.1|ASTE	LOC115622507|XP_030372316.1|SLEB
OG0000293	LOC118505627|XP_035897593.1|ASTE	LOC115621446|XP_030370960.1|SLEB, LOC115629462|XP_030381790.1|SLEB
