Orthogroup	ASTE.longest_only	DSUP.longest_only
OG0000111	LOC118504874|XP_035895818.1|ASTE, LOC118503662|XP_035893080.1|ASTE, LOC118503161|XP_035892015.1|ASTE, LOC118504876|XP_035895821.1|ASTE, LOC118507965|XP_035903187.1|ASTE, LOC118507089|XP_035900970.1|ASTE, LOC118503024|XP_035891741.1|ASTE	LOC119551522|XP_037716837.1|DSUP, LOC119549723|XP_037713889.1|DSUP, LOC119551617|XP_037716958.1|DSUP
OG0000112	LOC118509575|XP_035906237.1|ASTE, LOC118516425|XP_035918189.1|ASTE, LOC118509754|XP_035906778.1|ASTE	LOC119558344|XP_037727750.1|DSUP, LOC119555930|XP_037723558.1|DSUP, LOC119556800|XP_037725166.1|DSUP, LOC119556776|XP_037725132.1|DSUP
OG0000113	LOC118512990|XP_035914139.1|ASTE	LOC119556622|XP_037724870.1|DSUP, LOC119557771|XP_037726597.1|DSUP, LOC119547880|XP_037710844.1|DSUP, LOC119560721|XP_037730266.1|DSUP, LOC119547804|XP_037710747.1|DSUP
OG0000114	LOC118509008|XP_035904916.1|ASTE	LOC119546354|XP_037708510.1|DSUP
OG0000117	LOC118502432|XP_035890553.1|ASTE, LOC118506535|XP_035899700.1|ASTE	LOC119548691|XP_037712083.1|DSUP, LOC119548692|XP_037712084.1|DSUP, LOC119548694|XP_037712085.1|DSUP, LOC119548696|XP_037712087.1|DSUP
OG0000118	LOC118502409|XP_035890526.1|ASTE	LOC119546036|XP_037707984.1|DSUP, LOC119546037|XP_037707985.1|DSUP, LOC119550473|XP_037715089.1|DSUP, LOC119548372|XP_037711518.1|DSUP
OG0000119	LOC118504397|XP_035894696.1|ASTE, LOC118507360|XP_035901665.1|ASTE, LOC118510253|XP_035907732.1|ASTE, LOC118504396|XP_035894695.1|ASTE	LOC119560592|XP_037730045.1|DSUP, LOC119560299|XP_037729598.1|DSUP, LOC119560412|XP_037729775.1|DSUP
OG0000120	LOC118509359|XP_035905774.1|ASTE	LOC119558090|XP_037727226.1|DSUP
OG0000120	LOC118512861|XP_035913838.1|ASTE	LOC119549174|XP_037712903.1|DSUP
OG0000121	LOC118504430|XP_035894762.1|ASTE	LOC119558144|XP_037727305.1|DSUP, LOC119558145|XP_037727306.1|DSUP, LOC119553744|XP_037720273.1|DSUP, LOC119548132|XP_037711160.1|DSUP, LOC119548142|XP_037711171.1|DSUP
OG0000122	LOC118502484|XP_035890608.1|ASTE	LOC119546481|XP_037708701.1|DSUP, LOC119556222|XP_037724134.1|DSUP, LOC119550845|XP_037715740.1|DSUP, LOC119548272|XP_037711351.1|DSUP
OG0000123	LOC118506463|XP_035899530.1|ASTE	LOC119551627|XP_037716977.1|DSUP, LOC119560279|XP_037729580.1|DSUP, LOC119560576|XP_037730025.1|DSUP, LOC119560577|XP_037730026.1|DSUP, LOC119560581|XP_037730032.1|DSUP
OG0000125	LOC118502975|XP_035891640.1|ASTE	LOC119548800|XP_037712309.1|DSUP
OG0000125	LOC118511794|XP_035911255.1|ASTE	LOC119548559|XP_037711792.1|DSUP
OG0000126	LOC118510666|XP_035908699.1|ASTE	LOC119557572|XP_037726295.1|DSUP, LOC119557571|XP_037726294.1|DSUP, LOC119557762|XP_037726586.1|DSUP, LOC119557481|XP_037726178.1|DSUP, LOC119557551|XP_037726261.1|DSUP, LOC119557538|XP_037726238.1|DSUP, LOC119557497|XP_037726196.1|DSUP, LOC119557653|XP_037726435.1|DSUP, LOC119557251|XP_037725864.1|DSUP, LOC119557711|XP_037726520.1|DSUP, LOC119557723|XP_037726533.1|DSUP, LOC119557642|XP_037726420.1|DSUP, LOC119557407|XP_037726082.1|DSUP, LOC119557534|XP_037726234.1|DSUP, LOC119557736|XP_037726549.1|DSUP, LOC119557631|XP_037726389.1|DSUP, LOC119557610|XP_037726344.1|DSUP, LOC119556183|XP_037724053.1|DSUP, LOC119557384|XP_037726057.1|DSUP, LOC119557470|XP_037726165.1|DSUP, LOC119557379|XP_037726051.1|DSUP, LOC119557442|XP_037726132.1|DSUP, LOC119557526|XP_037726228.1|DSUP, LOC119557445|XP_037726134.1|DSUP, LOC119557514|XP_037726215.1|DSUP, LOC119556405|XP_037724516.1|DSUP, LOC119557474|XP_037726170.1|DSUP, LOC119557540|XP_037726239.1|DSUP, LOC119557608|XP_037726341.1|DSUP, LOC119557394|XP_037726067.1|DSUP, LOC119558139|XP_037727303.1|DSUP, LOC119547190|XP_037709853.1|DSUP
OG0000127	LOC118506630|XP_035899894.1|ASTE, LOC118506629|XP_035899892.1|ASTE	LOC119560125|XP_037729404.1|DSUP, LOC119560421|XP_037729786.1|DSUP, LOC119560124|XP_037729403.1|DSUP, LOC119560338|XP_037729658.1|DSUP
OG0000128	LOC118516915|XP_035918646.1|ASTE, LOC118509094|XP_035905138.1|ASTE	LOC119551463|XP_037716744.1|DSUP, LOC119551423|XP_037716694.1|DSUP, LOC119551462|XP_037716742.1|DSUP, LOC119560202|XP_037729493.1|DSUP
OG0000129	LOC118506636|XP_035899907.1|ASTE	LOC119557955|XP_037726918.1|DSUP, LOC119553670|XP_037720111.1|DSUP, LOC119547470|XP_037710284.1|DSUP, LOC119557954|XP_037726917.1|DSUP
OG0000130	LOC118507218|XP_035901212.1|ASTE	LOC119552650|XP_037718275.1|DSUP, LOC119553269|XP_037719488.1|DSUP, LOC119552649|XP_037718274.1|DSUP, LOC119552648|XP_037718273.1|DSUP
OG0000132	LOC118503160|XP_035892014.1|ASTE, LOC118502510|XP_035890646.1|ASTE	LOC119546979|XP_037709556.1|DSUP, LOC119546922|XP_037709481.1|DSUP, LOC119563530|XP_037732929.1|DSUP
OG0000134	LOC118502732|XP_035891190.1|ASTE	LOC119559860|XP_037728894.1|DSUP
OG0000134	LOC118514038|XP_035916413.1|ASTE	LOC119547397|XP_037710175.1|DSUP
OG0000136	LOC118508014|XP_035903292.1|ASTE	LOC119555081|XP_037722223.1|DSUP, LOC119561849|XP_037731259.1|DSUP
OG0000137	LOC118507552|XP_035902026.1|ASTE	LOC119559842|XP_037728864.1|DSUP
OG0000137	LOC118511893|XP_035911416.1|ASTE, LOC118512768|XP_035913566.1|ASTE, LOC118516694|XP_035918532.1|ASTE, LOC118516358|XP_035918086.1|ASTE	LOC119555060|XP_037722187.1|DSUP
OG0000137	LOC118509389|XP_035905827.1|ASTE	LOC119558198|XP_037727413.1|DSUP
OG0000140	LOC118512572|XP_035913082.1|ASTE, LOC118512573|XP_035913084.1|ASTE, LOC118512574|XP_035913086.1|ASTE, LOC118512579|XP_035913100.1|ASTE, LOC118512272|XP_035912354.1|ASTE	LOC119548811|XP_037712332.1|DSUP
OG0000141	LOC118513164|XP_035914504.1|ASTE	LOC119555047|XP_037722164.1|DSUP, LOC119555048|XP_037722168.1|DSUP, LOC119555046|XP_037722161.1|DSUP, LOC119555049|XP_037722169.1|DSUP, LOC119555266|XP_037722499.1|DSUP
OG0000142	LOC118504509|XP_035894932.1|ASTE	LOC119547720|XP_037710630.1|DSUP
OG0000142	LOC118513535|XP_035915303.1|ASTE	LOC119562486|XP_037731616.1|DSUP
OG0000142	LOC118517327|XP_035919203.1|ASTE	LOC119556727|XP_037725053.1|DSUP
OG0000143	LOC118512636|XP_035913225.1|ASTE	LOC119552560|XP_037718109.1|DSUP
OG0000143	LOC118508535|XP_035904305.1|ASTE, LOC118508252|XP_035903758.1|ASTE, LOC118506266|XP_035899062.1|ASTE, LOC118506267|XP_035899063.1|ASTE	LOC119552561|XP_037718110.1|DSUP
OG0000144	LOC118504520|XP_035894945.1|ASTE	LOC119557850|XP_037726766.1|DSUP
OG0000144	LOC118517574|XP_035919714.1|ASTE	LOC119557261|XP_037725874.1|DSUP
OG0000145	LOC118513794|XP_035915873.1|ASTE, LOC118513795|XP_035915874.1|ASTE	LOC119556997|XP_037725455.1|DSUP, LOC119546230|XP_037708302.1|DSUP, LOC119548786|XP_037712280.1|DSUP
OG0000147	LOC118509851|XP_035906945.1|ASTE	LOC119547292|XP_037710007.1|DSUP
OG0000147	LOC118505553|XP_035897399.1|ASTE, LOC118505551|XP_035897397.1|ASTE	LOC119560817|XP_037730390.1|DSUP, LOC119560818|XP_037730391.1|DSUP
OG0000148	LOC118503637|XP_035893028.1|ASTE	LOC119546802|XP_037709309.1|DSUP
OG0000148	LOC118509198|XP_035905361.1|ASTE, LOC118517263|XP_035919130.1|ASTE, LOC118513557|XP_035915372.1|ASTE	LOC119546189|XP_037708243.1|DSUP
OG0000149	LOC118507680|XP_035902367.1|ASTE	LOC119561741|XP_037731150.1|DSUP, LOC119548892|XP_037712478.1|DSUP, LOC119556424|XP_037724568.1|DSUP
OG0000152	LOC118513581|XP_035915437.1|ASTE, LOC118515234|XP_035917812.1|ASTE	LOC119563445|XP_037732767.1|DSUP, LOC119547091|XP_037709723.1|DSUP, LOC119555351|XP_037722620.1|DSUP, LOC119563444|XP_037732766.1|DSUP, LOC119553148|XP_037719296.1|DSUP
OG0000153	LOC118505122|XP_035896329.1|ASTE	LOC119561111|XP_037730948.1|DSUP, LOC119561112|XP_037730951.1|DSUP, LOC119561110|XP_037730947.1|DSUP
OG0000154	LOC118503656|XP_035893072.1|ASTE, LOC118503653|XP_035893066.1|ASTE	LOC119550964|XP_037715928.1|DSUP, LOC119550973|XP_037715939.1|DSUP, LOC119553162|XP_037719324.1|DSUP
OG0000155	LOC118507321|XP_035901601.1|ASTE	LOC119554318|XP_037721108.1|DSUP, LOC119554751|XP_037721707.1|DSUP, LOC119554018|XP_037720662.1|DSUP
OG0000157	LOC118509510|XP_035906089.1|ASTE, LOC118509511|XP_035906090.1|ASTE	LOC119550533|XP_037715181.1|DSUP, LOC119550347|XP_037714894.1|DSUP
OG0000158	LOC118508367|XP_035903982.1|ASTE, LOC118508366|XP_035903980.1|ASTE, LOC118504516|XP_035894941.1|ASTE, LOC118504508|XP_035894931.1|ASTE	LOC119549779|XP_037713969.1|DSUP, LOC119554453|XP_037721293.1|DSUP, LOC119555406|XP_037722691.1|DSUP
OG0000159	LOC118516537|XP_035918374.1|ASTE, LOC118506076|XP_035898635.1|ASTE, LOC118516538|XP_035918375.1|ASTE, LOC118506072|XP_035898627.1|ASTE	LOC119553047|XP_037719082.1|DSUP
OG0000159	LOC118516533|XP_035918367.1|ASTE, LOC118506074|XP_035898629.1|ASTE	LOC119553123|XP_037719240.1|DSUP, LOC119553840|XP_037720408.1|DSUP
OG0000160	LOC118506638|XP_035899912.1|ASTE, LOC118506639|XP_035899913.1|ASTE, LOC118506173|XP_035898837.1|ASTE, LOC118512315|XP_035912461.1|ASTE, LOC118506878|XP_035900521.1|ASTE, LOC118517712|XP_035920050.1|ASTE	LOC119560316|XP_037729622.1|DSUP, LOC119559267|XP_037728264.1|DSUP, LOC119559270|XP_037728268.1|DSUP, LOC119560765|XP_037730315.1|DSUP
OG0000162	LOC118510542|XP_035908395.1|ASTE, LOC118512639|XP_035913230.1|ASTE	LOC119553631|XP_037720030.1|DSUP, LOC119555557|XP_037722930.1|DSUP, LOC119547161|XP_037709815.1|DSUP, LOC119546294|XP_037708403.1|DSUP
OG0000163	LOC118503426|XP_035892559.1|ASTE, LOC118513177|XP_035914531.1|ASTE, LOC118513178|XP_035914532.1|ASTE, LOC118503428|XP_035892561.1|ASTE, LOC118503427|XP_035892560.1|ASTE	LOC119552703|XP_037718372.1|DSUP, LOC119547182|XP_037709845.1|DSUP, LOC119547696|XP_037710596.1|DSUP
OG0000165	LOC118509479|XP_035906014.1|ASTE, LOC118503125|XP_035891975.1|ASTE	LOC119556348|XP_037724378.1|DSUP, LOC119556359|XP_037724449.1|DSUP, LOC119556387|XP_037724490.1|DSUP, LOC119553548|XP_037719914.1|DSUP
OG0000166	LOC118516432|XP_035918204.1|ASTE, LOC118509573|XP_035906232.1|ASTE	LOC119551348|XP_037716594.1|DSUP
OG0000166	LOC118509377|XP_035905811.1|ASTE, LOC118517322|XP_035919195.1|ASTE, LOC118512273|XP_035912355.1|ASTE	LOC119550152|XP_037714591.1|DSUP, LOC119550289|XP_037714808.1|DSUP
OG0000169	LOC118512165|XP_035912137.1|ASTE	LOC119545788|XP_037707588.1|DSUP
OG0000170	LOC118512459|XP_035912823.1|ASTE, LOC118512461|XP_035912824.1|ASTE, LOC118512457|XP_035912821.1|ASTE, LOC118512458|XP_035912822.1|ASTE	LOC119548004|XP_037710994.1|DSUP, LOC119548003|XP_037710993.1|DSUP
OG0000171	LOC118512486|XP_035912877.1|ASTE	LOC119548455|XP_037711647.1|DSUP
OG0000171	LOC118504537|XP_035895000.1|ASTE	LOC119546769|XP_037709248.1|DSUP
OG0000171	LOC118517651|XP_035919876.1|ASTE	LOC119557754|XP_037726569.1|DSUP
OG0000172	LOC118513117|XP_035914409.1|ASTE	LOC119554537|XP_037721420.1|DSUP, LOC119553055|XP_037719095.1|DSUP
OG0000173	LOC118514581|XP_035917476.1|ASTE, LOC118514578|XP_035917474.1|ASTE	LOC119549710|XP_037713870.1|DSUP, LOC119549707|XP_037713862.1|DSUP, LOC119551369|XP_037716619.1|DSUP, LOC119551370|XP_037716620.1|DSUP, LOC119551540|XP_037716857.1|DSUP
OG0000174	LOC118510691|XP_035908757.1|ASTE, LOC118510690|XP_035908756.1|ASTE, LOC118510692|XP_035908759.1|ASTE	LOC119549553|XP_037713631.1|DSUP, LOC119547824|XP_037710774.1|DSUP, LOC119550609|XP_037715361.1|DSUP
OG0000175	LOC118505676|XP_035897701.1|ASTE	LOC119548039|XP_037711047.1|DSUP
OG0000175	LOC118505455|XP_035897148.1|ASTE, LOC118505454|XP_035897147.1|ASTE, LOC118505456|XP_035897150.1|ASTE, LOC118505453|XP_035897146.1|ASTE	LOC119549888|XP_037714127.1|DSUP
OG0000177	LOC118516399|XP_035918158.1|ASTE	LOC119556355|XP_037724390.1|DSUP
OG0000177	LOC118504483|XP_035894893.1|ASTE	LOC119555767|XP_037723351.1|DSUP
OG0000179	LOC118504068|XP_035894003.1|ASTE, LOC118504072|XP_035894011.1|ASTE	LOC119550231|XP_037714726.1|DSUP, LOC119549122|XP_037712813.1|DSUP
OG0000179	LOC118504074|XP_035894020.1|ASTE	LOC119547668|XP_037710551.1|DSUP
OG0000181	LOC118510422|XP_035908088.1|ASTE, LOC118510423|XP_035908089.1|ASTE, LOC118503395|XP_035892494.1|ASTE	LOC119547143|XP_037709789.1|DSUP, LOC119553513|XP_037719867.1|DSUP
OG0000182	LOC118507594|XP_035902154.1|ASTE	LOC119560773|XP_037730326.1|DSUP
OG0000182	LOC118507593|XP_035902153.1|ASTE	LOC119560771|XP_037730323.1|DSUP, LOC119560772|XP_037730324.1|DSUP
OG0000183	LOC118510271|XP_035907766.1|ASTE	LOC119557416|XP_037726091.1|DSUP, LOC119563144|XP_037732329.1|DSUP, LOC119553931|XP_037720548.1|DSUP, LOC119554484|XP_037721339.1|DSUP
OG0000184	LOC118514693|XP_035917642.1|ASTE, LOC118514692|XP_035917641.1|ASTE, LOC118514694|XP_035917643.1|ASTE, LOC118514679|XP_035917620.1|ASTE, LOC118507293|XP_035901544.1|ASTE, LOC118507291|XP_035901543.1|ASTE	LOC119548328|XP_037711445.1|DSUP, LOC119548327|XP_037711444.1|DSUP
OG0000185	LOC118514354|XP_035917069.1|ASTE	LOC119547237|XP_037709944.1|DSUP, LOC119549593|XP_037713680.1|DSUP, LOC119551983|XP_037717633.1|DSUP, LOC119549594|XP_037713682.1|DSUP
OG0000186	LOC118504849|XP_035895754.1|ASTE	LOC119557710|XP_037726519.1|DSUP, LOC119555878|XP_037723461.1|DSUP
OG0000188	LOC118502826|XP_035891438.1|ASTE, LOC118510018|XP_035907723.1|ASTE, LOC118515928|XP_035917972.1|ASTE, LOC118507968|XP_035903192.1|ASTE	LOC119563258|XP_037732500.1|DSUP, LOC119559280|XP_037728276.1|DSUP, LOC119557359|XP_037726024.1|DSUP, LOC119557862|XP_037726788.1|DSUP
OG0000189	LOC118512655|XP_035913266.1|ASTE, LOC118517673|XP_035919957.1|ASTE	LOC119548858|XP_037712412.1|DSUP
OG0000189	LOC118506640|XP_035899914.1|ASTE	LOC119557089|XP_037725572.1|DSUP
OG0000190	LOC118510368|XP_035907979.1|ASTE	LOC119558382|XP_037727832.1|DSUP
OG0000190	LOC118504545|XP_035895041.1|ASTE	LOC119551571|XP_037716899.1|DSUP
OG0000191	LOC118512001|XP_035911636.1|ASTE	LOC119549557|XP_037713634.1|DSUP
OG0000191	LOC118506505|XP_035899612.1|ASTE	LOC119551659|XP_037717025.1|DSUP
OG0000192	LOC118507017|XP_035900847.1|ASTE, LOC118507018|XP_035900848.1|ASTE, LOC118502769|XP_035891252.1|ASTE	LOC119553728|XP_037720248.1|DSUP, LOC119555494|XP_037722835.1|DSUP, LOC119553298|XP_037719543.1|DSUP
OG0000193	LOC118503852|XP_035893459.1|ASTE, LOC118508047|XP_035903392.1|ASTE	LOC119548289|XP_037711383.1|DSUP, LOC119548291|XP_037711384.1|DSUP, LOC119554708|XP_037721647.1|DSUP
OG0000196	LOC118514064|XP_035916463.1|ASTE, LOC118514063|XP_035916462.1|ASTE	LOC119548091|XP_037711106.1|DSUP
OG0000197	LOC118502626|XP_035890899.1|ASTE	LOC119558229|XP_037727476.1|DSUP
OG0000197	LOC118502627|XP_035890901.1|ASTE	LOC119558239|XP_037727491.1|DSUP
OG0000197	LOC118502628|XP_035890902.1|ASTE	LOC119558226|XP_037727472.1|DSUP
OG0000200	LOC118503806|XP_035893399.1|ASTE	LOC119558459|XP_037727912.1|DSUP, LOC119563032|XP_037732160.1|DSUP, LOC119548069|XP_037711087.1|DSUP, LOC119558489|XP_037727925.1|DSUP, LOC119560543|XP_037729977.1|DSUP
OG0000201	LOC118510098|XP_035907420.1|ASTE, LOC118510099|XP_035907423.1|ASTE, LOC118513874|XP_035916073.1|ASTE, LOC118517092|XP_035918839.1|ASTE	LOC119555244|XP_037722459.1|DSUP, LOC119563438|XP_037732757.1|DSUP
OG0000202	LOC118506617|XP_035899877.1|ASTE	LOC119563491|XP_037732854.1|DSUP
OG0000203	LOC118507050|XP_035900904.1|ASTE	LOC119551568|XP_037716893.1|DSUP, LOC119551446|XP_037716716.1|DSUP
OG0000205	LOC118508310|XP_035903863.1|ASTE, LOC118517532|XP_035919659.1|ASTE, LOC118517534|XP_035919661.1|ASTE, LOC118517536|XP_035919663.1|ASTE, LOC118517535|XP_035919662.1|ASTE, LOC118517533|XP_035919660.1|ASTE	LOC119561941|XP_037731294.1|DSUP, LOC119559825|XP_037728843.1|DSUP
OG0000206	LOC118503159|XP_035892013.1|ASTE	LOC119550537|XP_037715187.1|DSUP
OG0000206	LOC118517639|XP_035919843.1|ASTE	LOC119550479|XP_037715095.1|DSUP
OG0000207	LOC118503769|XP_035893332.1|ASTE	LOC119553798|XP_037720337.1|DSUP
OG0000210	LOC118510803|XP_035909015.1|ASTE	LOC119551500|XP_037716793.1|DSUP, LOC119546293|XP_037708402.1|DSUP, LOC119546295|XP_037708407.1|DSUP, LOC119556835|XP_037725228.1|DSUP
OG0000211	LOC118505116|XP_035896320.1|ASTE	LOC119560862|XP_037730458.1|DSUP
OG0000212	LOC118514690|XP_035917639.1|ASTE, LOC118514687|XP_035917627.1|ASTE	LOC119546991|XP_037709580.1|DSUP, LOC119548563|XP_037711797.1|DSUP, LOC119551439|XP_037716710.1|DSUP, LOC119548999|XP_037712534.1|DSUP, LOC119547701|XP_037710603.1|DSUP
OG0000213	LOC118506169|XP_035898832.1|ASTE, LOC118502455|XP_035890578.1|ASTE, LOC118510026|XP_035907306.1|ASTE, LOC118507679|XP_035902364.1|ASTE	LOC119555282|XP_037722513.1|DSUP, LOC119562592|XP_037731743.1|DSUP
OG0000214	LOC118508206|XP_035903670.1|ASTE	LOC119556269|XP_037724247.1|DSUP, LOC119549960|XP_037714278.1|DSUP, LOC119557984|XP_037727004.1|DSUP
OG0000215	LOC118505358|XP_035896927.1|ASTE, LOC118506177|XP_035898842.1|ASTE	LOC119552555|XP_037718103.1|DSUP, LOC119555030|XP_037722103.1|DSUP, LOC119553982|XP_037720616.1|DSUP
OG0000216	LOC118514658|XP_035917584.1|ASTE	LOC119555290|XP_037722534.1|DSUP, LOC119557204|XP_037725788.1|DSUP
OG0000217	LOC118506853|XP_035900475.1|ASTE	LOC119556741|XP_037725080.1|DSUP
OG0000217	LOC118512344|XP_035912523.1|ASTE	LOC119546973|XP_037709549.1|DSUP, LOC119556740|XP_037725079.1|DSUP
OG0000218	LOC118510059|XP_035907341.1|ASTE	LOC119548149|XP_037711177.1|DSUP, LOC119546546|XP_037708826.1|DSUP, LOC119547488|XP_037710305.1|DSUP, LOC119546545|XP_037708825.1|DSUP
OG0000219	LOC118510240|XP_035907700.1|ASTE, LOC118517267|XP_035919133.1|ASTE	LOC119552146|XP_037717871.1|DSUP, LOC119552147|XP_037717872.1|DSUP, LOC119550003|XP_037714357.1|DSUP, LOC119552145|XP_037717870.1|DSUP
OG0000220	LOC118510365|XP_035907967.1|ASTE, LOC118510359|XP_035907961.1|ASTE	LOC119553737|XP_037720259.1|DSUP, LOC119553623|XP_037720020.1|DSUP, LOC119553622|XP_037720018.1|DSUP
OG0000221	LOC118512893|XP_035913890.1|ASTE, LOC118512894|XP_035913899.1|ASTE	LOC119552074|XP_037717776.1|DSUP, LOC119560566|XP_037730012.1|DSUP, LOC119552072|XP_037717772.1|DSUP
OG0000222	LOC118508815|XP_035904449.1|ASTE	LOC119545968|XP_037707863.1|DSUP
OG0000224	LOC118512550|XP_035913028.1|ASTE, LOC118512555|XP_035913034.1|ASTE, LOC118510034|XP_035907315.1|ASTE, LOC118512553|XP_035913032.1|ASTE	LOC119550772|XP_037715629.1|DSUP
OG0000225	LOC118502418|XP_035890536.1|ASTE, LOC118504515|XP_035894940.1|ASTE	LOC119545684|XP_037707351.1|DSUP, LOC119563447|XP_037732769.1|DSUP, LOC119563467|XP_037732805.1|DSUP
OG0000226	LOC118506112|XP_035898708.1|ASTE	LOC119555617|XP_037723064.1|DSUP, LOC119555620|XP_037723066.1|DSUP, LOC119555616|XP_037723063.1|DSUP, LOC119555622|XP_037723069.1|DSUP
OG0000228	LOC118507788|XP_035902717.1|ASTE	LOC119559032|XP_037728089.1|DSUP, LOC119560929|XP_037730592.1|DSUP, LOC119556927|XP_037725343.1|DSUP, LOC119547364|XP_037710108.1|DSUP
OG0000229	LOC118505141|XP_035896386.1|ASTE	LOC119557242|XP_037725858.1|DSUP
OG0000229	LOC118505366|XP_035896957.1|ASTE	LOC119561078|XP_037730862.1|DSUP
OG0000230	LOC118511477|XP_035910508.1|ASTE, LOC118511480|XP_035910510.1|ASTE, LOC118511478|XP_035910509.1|ASTE, LOC118511476|XP_035910504.1|ASTE	LOC119550353|XP_037714903.1|DSUP, LOC119550354|XP_037714906.1|DSUP
OG0000232	LOC118503459|XP_035892635.1|ASTE	LOC119563257|XP_037732499.1|DSUP, LOC119551341|XP_037716586.1|DSUP, LOC119550737|XP_037715581.1|DSUP
OG0000233	LOC118508457|XP_035904152.1|ASTE	LOC119555594|XP_037723017.1|DSUP, LOC119557880|XP_037726811.1|DSUP, LOC119557871|XP_037726800.1|DSUP
OG0000235	LOC118504927|XP_035895913.1|ASTE	LOC119557757|XP_037726581.1|DSUP, LOC119563346|XP_037732621.1|DSUP, LOC119554003|XP_037720642.1|DSUP
OG0000236	LOC118507015|XP_035900844.1|ASTE	LOC119546689|XP_037709094.1|DSUP, LOC119546664|XP_037709051.1|DSUP, LOC119556694|XP_037725018.1|DSUP
OG0000237	LOC118512278|XP_035912368.1|ASTE	LOC119550524|XP_037715161.1|DSUP
OG0000237	LOC118511482|XP_035910512.1|ASTE	LOC119555371|XP_037722640.1|DSUP, LOC119547569|XP_037710397.1|DSUP
OG0000238	LOC118511649|XP_035910876.1|ASTE, LOC118511652|XP_035910881.1|ASTE	LOC119546420|XP_037708614.1|DSUP, LOC119546419|XP_037708612.1|DSUP, LOC119546422|XP_037708615.1|DSUP
OG0000239	LOC118504709|XP_035895435.1|ASTE	LOC119545779|XP_037707577.1|DSUP, LOC119560451|XP_037729828.1|DSUP
OG0000240	LOC118507974|XP_035903200.1|ASTE	LOC119563106|XP_037732276.1|DSUP, LOC119562933|XP_037732013.1|DSUP, LOC119560084|XP_037729329.1|DSUP
OG0000241	LOC118503481|XP_035892675.1|ASTE	LOC119554258|XP_037721025.1|DSUP, LOC119553031|XP_037719022.1|DSUP
OG0000242	LOC118515214|XP_035917801.1|ASTE, LOC118515179|XP_035917775.1|ASTE, LOC118515192|XP_035917784.1|ASTE, LOC118515160|XP_035917759.1|ASTE, LOC118515194|XP_035917786.1|ASTE, LOC118510854|XP_035909081.1|ASTE, LOC118507510|XP_035901943.1|ASTE	LOC119562325|XP_037731410.1|DSUP, LOC119558924|XP_037728053.1|DSUP, LOC119548400|XP_037711556.1|DSUP, LOC119562501|XP_037731639.1|DSUP
OG0000246	LOC118504838|XP_035895735.1|ASTE	LOC119552184|XP_037717957.1|DSUP
OG0000247	LOC118509414|XP_035905879.1|ASTE, LOC118509412|XP_035905877.1|ASTE, LOC118509413|XP_035905878.1|ASTE, LOC118509411|XP_035905875.1|ASTE	LOC119552785|XP_037718538.1|DSUP, LOC119552786|XP_037718539.1|DSUP
OG0000248	LOC118512667|XP_035913313.1|ASTE, LOC118512666|XP_035913311.1|ASTE	LOC119553507|XP_037719858.1|DSUP, LOC119552688|XP_037718341.1|DSUP, LOC119550520|XP_037715158.1|DSUP
OG0000249	LOC118510725|XP_035908828.1|ASTE	LOC119546839|XP_037709360.1|DSUP, LOC119546838|XP_037709359.1|DSUP, LOC119546837|XP_037709358.1|DSUP
OG0000250	LOC118508491|XP_035904202.1|ASTE	LOC119546401|XP_037708584.1|DSUP, LOC119548035|XP_037711039.1|DSUP, LOC119547036|XP_037709638.1|DSUP, LOC119546400|XP_037708583.1|DSUP
OG0000251	LOC118505075|XP_035896254.1|ASTE	LOC119556074|XP_037723824.1|DSUP, LOC119550640|XP_037715406.1|DSUP, LOC119552909|XP_037718763.1|DSUP
OG0000255	LOC118504899|XP_035895857.1|ASTE	LOC119550177|XP_037714640.1|DSUP
OG0000256	LOC118509298|XP_035905630.1|ASTE	LOC119549631|XP_037713745.1|DSUP, LOC119551040|XP_037716079.1|DSUP
OG0000257	LOC118507286|XP_035901529.1|ASTE	LOC119550632|XP_037715395.1|DSUP, LOC119551882|XP_037717405.1|DSUP
OG0000261	LOC118510512|XP_035908317.1|ASTE, LOC118516853|XP_035918607.1|ASTE, LOC118516854|XP_035918608.1|ASTE, LOC118510513|XP_035908318.1|ASTE	LOC119546031|XP_037707977.1|DSUP, LOC119546035|XP_037707983.1|DSUP, LOC119546033|XP_037707978.1|DSUP
OG0000262	LOC118512787|XP_035913596.1|ASTE	LOC119549115|XP_037712796.1|DSUP, LOC119549114|XP_037712795.1|DSUP
OG0000263	LOC118513361|XP_035914886.1|ASTE	LOC119551478|XP_037716769.1|DSUP
OG0000263	LOC118513013|XP_035914180.1|ASTE	LOC119553936|XP_037720554.1|DSUP
OG0000264	LOC118507130|XP_035901042.1|ASTE	LOC119558277|XP_037727580.1|DSUP, LOC119556362|XP_037724452.1|DSUP, LOC119555380|XP_037722655.1|DSUP
OG0000267	LOC118506887|XP_035900544.1|ASTE, LOC118513471|XP_035915156.1|ASTE	LOC119556078|XP_037723854.1|DSUP, LOC119554298|XP_037721090.1|DSUP
OG0000268	LOC118502745|XP_035891203.1|ASTE	LOC119559990|XP_037729182.1|DSUP, LOC119559982|XP_037729168.1|DSUP
OG0000269	LOC118507820|XP_035902791.1|ASTE	LOC119545773|XP_037707551.1|DSUP
