Orthogroup	ASTE.longest_only	CCAP.longest_only
OG0000115	LOC118507936|XP_035903140.1|ASTE	CCAP1982_LOCUS23112|CAD7015162.1|CCAP, CCAP1982_LOCUS22018|CAD7014012.1|CCAP, CCAP1982_LOCUS14578|CAD7006253.1|CCAP, CCAP1982_LOCUS4327|CAD6995621.1|CCAP
OG0000115	LOC118510005|XP_035907283.1|ASTE	CCAP1982_LOCUS4135|CAD6995418.1|CCAP
OG0000117	LOC118502432|XP_035890553.1|ASTE, LOC118506535|XP_035899700.1|ASTE	CCAP1982_LOCUS6010|CAD6997373.1|CCAP, CCAP1982_LOCUS6011|CAD6997374.1|CCAP, CCAP1982_LOCUS6012|CAD6997375.1|CCAP, CCAP1982_LOCUS6013|CAD6997376.1|CCAP
OG0000118	LOC118502409|XP_035890526.1|ASTE	CCAP1982_LOCUS12332|CAD7003903.1|CCAP
OG0000119	LOC118504397|XP_035894696.1|ASTE, LOC118507360|XP_035901665.1|ASTE, LOC118510253|XP_035907732.1|ASTE, LOC118504396|XP_035894695.1|ASTE	CCAP1982_LOCUS3103|CAD6994347.1|CCAP, CCAP1982_LOCUS3098|CAD6994342.1|CCAP, CCAP1982_LOCUS3102|CAD6994346.1|CCAP
OG0000120	LOC118512861|XP_035913838.1|ASTE	CCAP1982_LOCUS23192|CAD7015242.1|CCAP
OG0000121	LOC118504430|XP_035894762.1|ASTE	CCAP1982_LOCUS2051|CAD6993234.1|CCAP, CCAP1982_LOCUS1663|CAD6992825.1|CCAP, CCAP1982_LOCUS1662|CAD6992824.1|CCAP
OG0000122	LOC118502484|XP_035890608.1|ASTE	CCAP1982_LOCUS8593|CAD7000095.1|CCAP, CCAP1982_LOCUS8592|CAD7000094.1|CCAP, CCAP1982_LOCUS21055|CAD7012964.1|CCAP, CCAP1982_LOCUS9176|CAD7000703.1|CCAP
OG0000123	LOC118506463|XP_035899530.1|ASTE	CCAP1982_LOCUS1926|CAD6993101.1|CCAP
OG0000125	LOC118502975|XP_035891640.1|ASTE	CCAP1982_LOCUS3814|CAD6995090.1|CCAP
OG0000125	LOC118511794|XP_035911255.1|ASTE	CCAP1982_LOCUS3392|CAD6994657.1|CCAP
OG0000126	LOC118510666|XP_035908699.1|ASTE	CCAP1982_LOCUS11731|CAD7003269.1|CCAP
OG0000127	LOC118506630|XP_035899894.1|ASTE, LOC118506629|XP_035899892.1|ASTE	CCAP1982_LOCUS4704|CAD6995998.1|CCAP, CCAP1982_LOCUS4705|CAD6995999.1|CCAP
OG0000128	LOC118516915|XP_035918646.1|ASTE, LOC118509094|XP_035905138.1|ASTE	CCAP1982_LOCUS22172|CAD7014166.1|CCAP, CCAP1982_LOCUS22173|CAD7014167.1|CCAP, CCAP1982_LOCUS8671|CAD7000180.1|CCAP
OG0000129	LOC118506636|XP_035899907.1|ASTE	CCAP1982_LOCUS7073|CAD6998479.1|CCAP
OG0000130	LOC118507218|XP_035901212.1|ASTE	CCAP1982_LOCUS13229|CAD7004843.1|CCAP
OG0000132	LOC118503160|XP_035892014.1|ASTE, LOC118502510|XP_035890646.1|ASTE	CCAP1982_LOCUS8509|CAD7000003.1|CCAP, CCAP1982_LOCUS738|CAD6991839.1|CCAP
OG0000134	LOC118502732|XP_035891190.1|ASTE	CCAP1982_LOCUS1778|CAD6992945.1|CCAP
OG0000134	LOC118514038|XP_035916413.1|ASTE	CCAP1982_LOCUS7922|CAD6999396.1|CCAP
OG0000136	LOC118508014|XP_035903292.1|ASTE	CCAP1982_LOCUS19560|CAD7011460.1|CCAP, CCAP1982_LOCUS10452|CAD7001965.1|CCAP, CCAP1982_LOCUS10477|CAD7001990.1|CCAP, CCAP1982_LOCUS10141|CAD7001647.1|CCAP, CCAP1982_LOCUS9317|CAD7000843.1|CCAP
OG0000137	LOC118507552|XP_035902026.1|ASTE	CCAP1982_LOCUS11326|CAD7002858.1|CCAP, CCAP1982_LOCUS3379|CAD6994644.1|CCAP
OG0000137	LOC118511893|XP_035911416.1|ASTE, LOC118512768|XP_035913566.1|ASTE, LOC118516694|XP_035918532.1|ASTE, LOC118516358|XP_035918086.1|ASTE	CCAP1982_LOCUS11874|CAD7003418.1|CCAP
OG0000141	LOC118513164|XP_035914504.1|ASTE	CCAP1982_LOCUS11187|CAD7002710.1|CCAP
OG0000142	LOC118504509|XP_035894932.1|ASTE	CCAP1982_LOCUS416|CAD6991492.1|CCAP
OG0000142	LOC118513535|XP_035915303.1|ASTE	CCAP1982_LOCUS3469|CAD6994736.1|CCAP
OG0000143	LOC118508535|XP_035904305.1|ASTE, LOC118508252|XP_035903758.1|ASTE, LOC118506266|XP_035899062.1|ASTE, LOC118506267|XP_035899063.1|ASTE	CCAP1982_LOCUS14321|CAD7005985.1|CCAP, CCAP1982_LOCUS7309|CAD6998755.1|CCAP
OG0000144	LOC118504520|XP_035894945.1|ASTE	CCAP1982_LOCUS782|CAD6991891.1|CCAP
OG0000144	LOC118514648|XP_035917567.1|ASTE, LOC118514649|XP_035917570.1|ASTE	CCAP1982_LOCUS6460|CAD6997836.1|CCAP
OG0000145	LOC118513794|XP_035915873.1|ASTE, LOC118513795|XP_035915874.1|ASTE	CCAP1982_LOCUS9143|CAD7000669.1|CCAP, CCAP1982_LOCUS9140|CAD7000666.1|CCAP, CCAP1982_LOCUS9142|CAD7000668.1|CCAP
OG0000147	LOC118509851|XP_035906945.1|ASTE	CCAP1982_LOCUS8274|CAD6999751.1|CCAP
OG0000147	LOC118505553|XP_035897399.1|ASTE, LOC118505551|XP_035897397.1|ASTE	CCAP1982_LOCUS2081|CAD6993264.1|CCAP, CCAP1982_LOCUS2080|CAD6993263.1|CCAP
OG0000147	LOC118505552|XP_035897398.1|ASTE	CCAP1982_LOCUS2079|CAD6993262.1|CCAP
OG0000148	LOC118503637|XP_035893028.1|ASTE	CCAP1982_LOCUS9151|CAD7000677.1|CCAP
OG0000152	LOC118513581|XP_035915437.1|ASTE, LOC118515234|XP_035917812.1|ASTE	CCAP1982_LOCUS4908|CAD6996220.1|CCAP
OG0000153	LOC118505122|XP_035896329.1|ASTE	CCAP1982_LOCUS2010|CAD6993188.1|CCAP, CCAP1982_LOCUS2009|CAD6993187.1|CCAP, CCAP1982_LOCUS2011|CAD6993189.1|CCAP
OG0000154	LOC118503656|XP_035893072.1|ASTE, LOC118503653|XP_035893066.1|ASTE	CCAP1982_LOCUS3144|CAD6994392.1|CCAP, CCAP1982_LOCUS3145|CAD6994393.1|CCAP, CCAP1982_LOCUS8911|CAD7000435.1|CCAP, CCAP1982_LOCUS8831|CAD7000349.1|CCAP, CCAP1982_LOCUS22873|CAD7014909.1|CCAP, CCAP1982_LOCUS22876|CAD7014912.1|CCAP
OG0000155	LOC118507321|XP_035901601.1|ASTE	CCAP1982_LOCUS12374|CAD7003952.1|CCAP, CCAP1982_LOCUS12366|CAD7003944.1|CCAP, CCAP1982_LOCUS12365|CAD7003943.1|CCAP
OG0000157	LOC118509510|XP_035906089.1|ASTE, LOC118509511|XP_035906090.1|ASTE	CCAP1982_LOCUS19950|CAD7011840.1|CCAP, CCAP1982_LOCUS19951|CAD7011841.1|CCAP
OG0000158	LOC118508367|XP_035903982.1|ASTE, LOC118508366|XP_035903980.1|ASTE, LOC118504516|XP_035894941.1|ASTE, LOC118504508|XP_035894931.1|ASTE	CCAP1982_LOCUS12092|CAD7003654.1|CCAP
OG0000159	LOC118516537|XP_035918374.1|ASTE, LOC118506076|XP_035898635.1|ASTE, LOC118516538|XP_035918375.1|ASTE, LOC118506072|XP_035898627.1|ASTE	CCAP1982_LOCUS14640|CAD7006318.1|CCAP
OG0000159	LOC118516533|XP_035918367.1|ASTE, LOC118506074|XP_035898629.1|ASTE	CCAP1982_LOCUS13501|CAD7005140.1|CCAP, CCAP1982_LOCUS13500|CAD7005139.1|CCAP
OG0000160	LOC118506638|XP_035899912.1|ASTE, LOC118506639|XP_035899913.1|ASTE, LOC118506173|XP_035898837.1|ASTE, LOC118512315|XP_035912461.1|ASTE, LOC118506878|XP_035900521.1|ASTE, LOC118517712|XP_035920050.1|ASTE	CCAP1982_LOCUS3900|CAD6995179.1|CCAP, CCAP1982_LOCUS3899|CAD6995178.1|CCAP
OG0000161	LOC118516980|XP_035918698.1|ASTE	CCAP1982_LOCUS12569|CAD7004149.1|CCAP
OG0000162	LOC118510542|XP_035908395.1|ASTE, LOC118512639|XP_035913230.1|ASTE	CCAP1982_LOCUS7836|CAD6999308.1|CCAP
OG0000163	LOC118503426|XP_035892559.1|ASTE, LOC118513177|XP_035914531.1|ASTE, LOC118513178|XP_035914532.1|ASTE, LOC118503428|XP_035892561.1|ASTE, LOC118503427|XP_035892560.1|ASTE	CCAP1982_LOCUS14291|CAD7005953.1|CCAP, CCAP1982_LOCUS14290|CAD7005952.1|CCAP, CCAP1982_LOCUS14295|CAD7005957.1|CCAP, CCAP1982_LOCUS14292|CAD7005954.1|CCAP, CCAP1982_LOCUS9112|CAD7000638.1|CCAP
OG0000164	LOC118507409|XP_035901763.1|ASTE	CCAP1982_LOCUS19783|CAD7011699.1|CCAP
OG0000166	LOC118516432|XP_035918204.1|ASTE, LOC118509573|XP_035906232.1|ASTE	CCAP1982_LOCUS6365|CAD6997733.1|CCAP, CCAP1982_LOCUS6366|CAD6997734.1|CCAP, CCAP1982_LOCUS6367|CAD6997735.1|CCAP
OG0000169	LOC118512165|XP_035912137.1|ASTE	CCAP1982_LOCUS2677|CAD6993883.1|CCAP
OG0000170	LOC118512459|XP_035912823.1|ASTE, LOC118512461|XP_035912824.1|ASTE, LOC118512457|XP_035912821.1|ASTE, LOC118512458|XP_035912822.1|ASTE	CCAP1982_LOCUS6773|CAD6998157.1|CCAP, CCAP1982_LOCUS6774|CAD6998158.1|CCAP, CCAP1982_LOCUS6772|CAD6998156.1|CCAP
OG0000171	LOC118512486|XP_035912877.1|ASTE	CCAP1982_LOCUS6079|CAD6997433.1|CCAP
OG0000171	LOC118504537|XP_035895000.1|ASTE	CCAP1982_LOCUS5549|CAD6996876.1|CCAP
OG0000172	LOC118513117|XP_035914409.1|ASTE	CCAP1982_LOCUS12610|CAD7004191.1|CCAP
OG0000173	LOC118514581|XP_035917476.1|ASTE, LOC118514578|XP_035917474.1|ASTE	CCAP1982_LOCUS21538|CAD7013476.1|CCAP, CCAP1982_LOCUS21537|CAD7013475.1|CCAP, CCAP1982_LOCUS21539|CAD7013477.1|CCAP
OG0000174	LOC118510691|XP_035908757.1|ASTE, LOC118510690|XP_035908756.1|ASTE, LOC118510692|XP_035908759.1|ASTE	CCAP1982_LOCUS1980|CAD6993154.1|CCAP, CCAP1982_LOCUS12725|CAD7004305.1|CCAP, CCAP1982_LOCUS21517|CAD7013452.1|CCAP, CCAP1982_LOCUS7088|CAD6998497.1|CCAP
OG0000175	LOC118505676|XP_035897701.1|ASTE	CCAP1982_LOCUS4970|CAD6996286.1|CCAP
OG0000175	LOC118505455|XP_035897148.1|ASTE, LOC118505454|XP_035897147.1|ASTE, LOC118505456|XP_035897150.1|ASTE, LOC118505453|XP_035897146.1|ASTE	CCAP1982_LOCUS785|CAD6991894.1|CCAP
OG0000177	LOC118504483|XP_035894893.1|ASTE	CCAP1982_LOCUS3972|CAD6995251.1|CCAP
OG0000178	LOC118514409|XP_035917182.1|ASTE, LOC118514408|XP_035917181.1|ASTE, LOC118509457|XP_035905970.1|ASTE, LOC118513496|XP_035915234.1|ASTE, LOC118513497|XP_035915235.1|ASTE, LOC118513498|XP_035915236.1|ASTE, LOC118513495|XP_035915232.1|ASTE	CCAP1982_LOCUS22556|CAD7014557.1|CCAP
OG0000179	LOC118504068|XP_035894003.1|ASTE, LOC118504072|XP_035894011.1|ASTE	CCAP1982_LOCUS19655|CAD7011567.1|CCAP, CCAP1982_LOCUS20038|CAD7011926.1|CCAP
OG0000181	LOC118510422|XP_035908088.1|ASTE, LOC118510423|XP_035908089.1|ASTE, LOC118503395|XP_035892494.1|ASTE	CCAP1982_LOCUS2664|CAD6993867.1|CCAP, CCAP1982_LOCUS2967|CAD6994205.1|CCAP
OG0000182	LOC118507594|XP_035902154.1|ASTE	CCAP1982_LOCUS672|CAD6991764.1|CCAP, CCAP1982_LOCUS673|CAD6991765.1|CCAP
OG0000182	LOC118507593|XP_035902153.1|ASTE	CCAP1982_LOCUS669|CAD6991761.1|CCAP, CCAP1982_LOCUS670|CAD6991762.1|CCAP
OG0000183	LOC118510271|XP_035907766.1|ASTE	CCAP1982_LOCUS11927|CAD7003476.1|CCAP
OG0000184	LOC118514693|XP_035917642.1|ASTE, LOC118514692|XP_035917641.1|ASTE, LOC118514694|XP_035917643.1|ASTE, LOC118514679|XP_035917620.1|ASTE, LOC118507293|XP_035901544.1|ASTE, LOC118507291|XP_035901543.1|ASTE	CCAP1982_LOCUS8317|CAD6999801.1|CCAP, CCAP1982_LOCUS8313|CAD6999794.1|CCAP, CCAP1982_LOCUS8316|CAD6999800.1|CCAP
OG0000185	LOC118514354|XP_035917069.1|ASTE	CCAP1982_LOCUS20041|CAD7011929.1|CCAP
OG0000187	LOC118516390|XP_035918149.1|ASTE, LOC118505086|XP_035896270.1|ASTE, LOC118502488|XP_035890613.1|ASTE, LOC118502487|XP_035890612.1|ASTE, LOC118516235|XP_035918007.1|ASTE, LOC118516251|XP_035918008.1|ASTE, LOC118511793|XP_035911641.1|ASTE	CCAP1982_LOCUS11430|CAD7002966.1|CCAP
OG0000188	LOC118502826|XP_035891438.1|ASTE, LOC118510018|XP_035907723.1|ASTE, LOC118515928|XP_035917972.1|ASTE, LOC118507968|XP_035903192.1|ASTE	CCAP1982_LOCUS3513|CAD6994782.1|CCAP, CCAP1982_LOCUS3512|CAD6994781.1|CCAP
OG0000189	LOC118512655|XP_035913266.1|ASTE, LOC118517673|XP_035919957.1|ASTE	CCAP1982_LOCUS5974|CAD6997342.1|CCAP
OG0000190	LOC118504545|XP_035895041.1|ASTE	CCAP1982_LOCUS19909|CAD7011799.1|CCAP
OG0000191	LOC118512001|XP_035911636.1|ASTE	CCAP1982_LOCUS22306|CAD7014304.1|CCAP
OG0000191	LOC118506505|XP_035899612.1|ASTE	CCAP1982_LOCUS20861|CAD7012757.1|CCAP
OG0000192	LOC118507017|XP_035900847.1|ASTE, LOC118507018|XP_035900848.1|ASTE, LOC118502769|XP_035891252.1|ASTE	CCAP1982_LOCUS14387|CAD7006052.1|CCAP
OG0000193	LOC118503852|XP_035893459.1|ASTE, LOC118508047|XP_035903392.1|ASTE	CCAP1982_LOCUS13187|CAD7004797.1|CCAP, CCAP1982_LOCUS13188|CAD7004798.1|CCAP
OG0000196	LOC118514064|XP_035916463.1|ASTE, LOC118514063|XP_035916462.1|ASTE	CCAP1982_LOCUS7517|CAD6998970.1|CCAP
OG0000200	LOC118503806|XP_035893399.1|ASTE	CCAP1982_LOCUS40|CAD6991092.1|CCAP
OG0000201	LOC118510098|XP_035907420.1|ASTE, LOC118510099|XP_035907423.1|ASTE, LOC118513874|XP_035916073.1|ASTE, LOC118517092|XP_035918839.1|ASTE	CCAP1982_LOCUS3128|CAD6994375.1|CCAP, CCAP1982_LOCUS3126|CAD6994373.1|CCAP
OG0000203	LOC118507050|XP_035900904.1|ASTE	CCAP1982_LOCUS21030|CAD7012933.1|CCAP
OG0000205	LOC118508310|XP_035903863.1|ASTE, LOC118517532|XP_035919659.1|ASTE, LOC118517534|XP_035919661.1|ASTE, LOC118517536|XP_035919663.1|ASTE, LOC118517535|XP_035919662.1|ASTE, LOC118517533|XP_035919660.1|ASTE	CCAP1982_LOCUS4928|CAD6996245.1|CCAP, CCAP1982_LOCUS1221|CAD6992357.1|CCAP
OG0000206	LOC118503159|XP_035892013.1|ASTE	CCAP1982_LOCUS20607|CAD7012524.1|CCAP
OG0000206	LOC118517639|XP_035919843.1|ASTE	CCAP1982_LOCUS20605|CAD7012522.1|CCAP
OG0000212	LOC118514690|XP_035917639.1|ASTE, LOC118514687|XP_035917627.1|ASTE	CCAP1982_LOCUS8308|CAD6999787.1|CCAP, CCAP1982_LOCUS8315|CAD6999799.1|CCAP, CCAP1982_LOCUS8311|CAD6999792.1|CCAP, CCAP1982_LOCUS8314|CAD6999796.1|CCAP
OG0000213	LOC118506169|XP_035898832.1|ASTE, LOC118502455|XP_035890578.1|ASTE, LOC118510026|XP_035907306.1|ASTE, LOC118507679|XP_035902364.1|ASTE	CCAP1982_LOCUS13852|CAD7005492.1|CCAP, CCAP1982_LOCUS22186|CAD7014180.1|CCAP, CCAP1982_LOCUS22187|CAD7014181.1|CCAP
OG0000214	LOC118508206|XP_035903670.1|ASTE	CCAP1982_LOCUS21439|CAD7013372.1|CCAP
OG0000215	LOC118505358|XP_035896927.1|ASTE, LOC118506177|XP_035898842.1|ASTE	CCAP1982_LOCUS13801|CAD7005441.1|CCAP, CCAP1982_LOCUS14294|CAD7005956.1|CCAP, CCAP1982_LOCUS14293|CAD7005955.1|CCAP
OG0000216	LOC118514658|XP_035917584.1|ASTE	CCAP1982_LOCUS11821|CAD7003362.1|CCAP
OG0000217	LOC118512344|XP_035912523.1|ASTE	CCAP1982_LOCUS15029|CAD7006730.1|CCAP
OG0000219	LOC118510240|XP_035907700.1|ASTE, LOC118517267|XP_035919133.1|ASTE	CCAP1982_LOCUS23378|CAD7015436.1|CCAP, CCAP1982_LOCUS23381|CAD7015439.1|CCAP, CCAP1982_LOCUS23375|CAD7015433.1|CCAP
OG0000220	LOC118510365|XP_035907967.1|ASTE, LOC118510359|XP_035907961.1|ASTE	CCAP1982_LOCUS13251|CAD7004866.1|CCAP, CCAP1982_LOCUS13260|CAD7004875.1|CCAP, CCAP1982_LOCUS13254|CAD7004869.1|CCAP
OG0000221	LOC118512893|XP_035913890.1|ASTE, LOC118512894|XP_035913899.1|ASTE	CCAP1982_LOCUS23201|CAD7015252.1|CCAP
OG0000222	LOC118508805|XP_035904419.1|ASTE	CCAP1982_LOCUS6053|CAD6997412.1|CCAP, CCAP1982_LOCUS6055|CAD6997414.1|CCAP
OG0000222	LOC118508815|XP_035904449.1|ASTE	CCAP1982_LOCUS6042|CAD6997401.1|CCAP
OG0000224	LOC118512550|XP_035913028.1|ASTE, LOC118512555|XP_035913034.1|ASTE, LOC118510034|XP_035907315.1|ASTE, LOC118512553|XP_035913032.1|ASTE	CCAP1982_LOCUS22834|CAD7014870.1|CCAP
OG0000225	LOC118502418|XP_035890536.1|ASTE, LOC118504515|XP_035894940.1|ASTE	CCAP1982_LOCUS407|CAD6991482.1|CCAP, CCAP1982_LOCUS406|CAD6991481.1|CCAP
OG0000226	LOC118506112|XP_035898708.1|ASTE	CCAP1982_LOCUS12122|CAD7003685.1|CCAP, CCAP1982_LOCUS12123|CAD7003686.1|CCAP, CCAP1982_LOCUS12124|CAD7003687.1|CCAP, CCAP1982_LOCUS12125|CAD7003688.1|CCAP, CCAP1982_LOCUS12126|CAD7003689.1|CCAP, CCAP1982_LOCUS12127|CAD7003690.1|CCAP
OG0000228	LOC118507788|XP_035902717.1|ASTE	CCAP1982_LOCUS4131|CAD6995414.1|CCAP
OG0000229	LOC118505141|XP_035896386.1|ASTE	CCAP1982_LOCUS2662|CAD6993866.1|CCAP, CCAP1982_LOCUS2657|CAD6993861.1|CCAP, CCAP1982_LOCUS2660|CAD6993864.1|CCAP
OG0000229	LOC118505366|XP_035896957.1|ASTE	CCAP1982_LOCUS662|CAD6991751.1|CCAP
OG0000230	LOC118511477|XP_035910508.1|ASTE, LOC118511480|XP_035910510.1|ASTE, LOC118511478|XP_035910509.1|ASTE, LOC118511476|XP_035910504.1|ASTE	CCAP1982_LOCUS22778|CAD7014810.1|CCAP, CCAP1982_LOCUS22773|CAD7014805.1|CCAP, CCAP1982_LOCUS22776|CAD7014808.1|CCAP, CCAP1982_LOCUS22774|CAD7014806.1|CCAP, CCAP1982_LOCUS22775|CAD7014807.1|CCAP
OG0000232	LOC118503459|XP_035892635.1|ASTE	CCAP1982_LOCUS10073|CAD7001579.1|CCAP, CCAP1982_LOCUS10072|CAD7001578.1|CCAP
OG0000233	LOC118508457|XP_035904152.1|ASTE	CCAP1982_LOCUS1537|CAD6992692.1|CCAP, CCAP1982_LOCUS1509|CAD6992664.1|CCAP, CCAP1982_LOCUS1504|CAD6992659.1|CCAP
OG0000235	LOC118504927|XP_035895913.1|ASTE	CCAP1982_LOCUS159|CAD6991221.1|CCAP, CCAP1982_LOCUS158|CAD6991220.1|CCAP
OG0000237	LOC118512278|XP_035912368.1|ASTE, LOC118511482|XP_035910512.1|ASTE	CCAP1982_LOCUS22769|CAD7014801.1|CCAP
OG0000238	LOC118511649|XP_035910876.1|ASTE, LOC118511652|XP_035910881.1|ASTE	CCAP1982_LOCUS8003|CAD6999479.1|CCAP, CCAP1982_LOCUS8002|CAD6999478.1|CCAP, CCAP1982_LOCUS8001|CAD6999477.1|CCAP
OG0000239	LOC118504709|XP_035895435.1|ASTE	CCAP1982_LOCUS4796|CAD6996096.1|CCAP
OG0000240	LOC118507974|XP_035903200.1|ASTE	CCAP1982_LOCUS792|CAD6991902.1|CCAP, CCAP1982_LOCUS799|CAD6991910.1|CCAP, CCAP1982_LOCUS8|CAD6991059.1|CCAP
OG0000241	LOC118503481|XP_035892675.1|ASTE	CCAP1982_LOCUS13490|CAD7005128.1|CCAP
OG0000246	LOC118504838|XP_035895735.1|ASTE	CCAP1982_LOCUS20131|CAD7012025.1|CCAP, CCAP1982_LOCUS20129|CAD7012023.1|CCAP, CCAP1982_LOCUS20130|CAD7012024.1|CCAP
OG0000247	LOC118509414|XP_035905879.1|ASTE, LOC118509412|XP_035905877.1|ASTE, LOC118509413|XP_035905878.1|ASTE, LOC118509411|XP_035905875.1|ASTE	CCAP1982_LOCUS10826|CAD7002340.1|CCAP
OG0000248	LOC118512667|XP_035913313.1|ASTE, LOC118512666|XP_035913311.1|ASTE	CCAP1982_LOCUS12822|CAD7004411.1|CCAP, CCAP1982_LOCUS12823|CAD7004413.1|CCAP
OG0000249	LOC118510725|XP_035908828.1|ASTE	CCAP1982_LOCUS6727|CAD6998115.1|CCAP, CCAP1982_LOCUS6728|CAD6998116.1|CCAP
OG0000250	LOC118508491|XP_035904202.1|ASTE	CCAP1982_LOCUS6732|CAD6998121.1|CCAP, CCAP1982_LOCUS6739|CAD6998128.1|CCAP, CCAP1982_LOCUS6737|CAD6998126.1|CCAP
OG0000255	LOC118504899|XP_035895857.1|ASTE	CCAP1982_LOCUS20060|CAD7011949.1|CCAP, CCAP1982_LOCUS20047|CAD7011935.1|CCAP, CCAP1982_LOCUS20055|CAD7011944.1|CCAP, CCAP1982_LOCUS20051|CAD7011940.1|CCAP
OG0000256	LOC118509298|XP_035905630.1|ASTE	CCAP1982_LOCUS23043|CAD7015089.1|CCAP, CCAP1982_LOCUS23051|CAD7015097.1|CCAP, CCAP1982_LOCUS23049|CAD7015095.1|CCAP, CCAP1982_LOCUS23050|CAD7015096.1|CCAP
OG0000257	LOC118507286|XP_035901529.1|ASTE	CCAP1982_LOCUS20168|CAD7012068.1|CCAP
OG0000261	LOC118510512|XP_035908317.1|ASTE, LOC118516853|XP_035918607.1|ASTE, LOC118516854|XP_035918608.1|ASTE, LOC118510513|XP_035908318.1|ASTE	CCAP1982_LOCUS8079|CAD6999559.1|CCAP
OG0000262	LOC118512787|XP_035913596.1|ASTE	CCAP1982_LOCUS23108|CAD7015158.1|CCAP
OG0000263	LOC118513361|XP_035914886.1|ASTE	CCAP1982_LOCUS21272|CAD7013201.1|CCAP
OG0000263	LOC118513013|XP_035914180.1|ASTE	CCAP1982_LOCUS12530|CAD7004109.1|CCAP
OG0000264	LOC118507130|XP_035901042.1|ASTE	CCAP1982_LOCUS3654|CAD6994921.1|CCAP
OG0000267	LOC118506887|XP_035900544.1|ASTE, LOC118513471|XP_035915156.1|ASTE	CCAP1982_LOCUS1124|CAD6992254.1|CCAP, CCAP1982_LOCUS1123|CAD6992253.1|CCAP
OG0000268	LOC118502745|XP_035891203.1|ASTE	CCAP1982_LOCUS3382|CAD6994647.1|CCAP
OG0000269	LOC118507820|XP_035902791.1|ASTE	CCAP1982_LOCUS4016|CAD6995297.1|CCAP
OG0000269	LOC118510294|XP_035907812.1|ASTE	CCAP1982_LOCUS307|CAD6991379.1|CCAP, CCAP1982_LOCUS308|CAD6991380.1|CCAP
OG0000270	LOC118503824|XP_035893419.1|ASTE, LOC118510655|XP_035908672.1|ASTE, LOC118503826|XP_035893421.1|ASTE, LOC118503825|XP_035893420.1|ASTE, LOC118503827|XP_035893423.1|ASTE	CCAP1982_LOCUS23356|CAD7015413.1|CCAP
OG0000271	LOC118513311|XP_035914791.1|ASTE	CCAP1982_LOCUS6272|CAD6997637.1|CCAP
OG0000272	LOC118506675|XP_035900007.1|ASTE	CCAP1982_LOCUS10299|CAD7001808.1|CCAP
OG0000272	LOC118509040|XP_035904990.1|ASTE	CCAP1982_LOCUS10300|CAD7001809.1|CCAP
OG0000273	LOC118508518|XP_035904265.1|ASTE	CCAP1982_LOCUS5117|CAD6996445.1|CCAP, CCAP1982_LOCUS1020|CAD6992141.1|CCAP
OG0000275	LOC118507752|XP_035902654.1|ASTE	CCAP1982_LOCUS11118|CAD7002634.1|CCAP, CCAP1982_LOCUS2867|CAD6994098.1|CCAP, CCAP1982_LOCUS6310|CAD6997679.1|CCAP, CCAP1982_LOCUS9093|CAD7000619.1|CCAP, CCAP1982_LOCUS5782|CAD6997137.1|CCAP, CCAP1982_LOCUS10523|CAD7002035.1|CCAP, CCAP1982_LOCUS10068|CAD7001574.1|CCAP, CCAP1982_LOCUS10237|CAD7001747.1|CCAP, CCAP1982_LOCUS10090|CAD7001596.1|CCAP, CCAP1982_LOCUS9996|CAD7001499.1|CCAP, CCAP1982_LOCUS9445|CAD7000972.1|CCAP
OG0000279	LOC118506563|XP_035899778.1|ASTE	CCAP1982_LOCUS11229|CAD7002755.1|CCAP, CCAP1982_LOCUS11228|CAD7002754.1|CCAP
OG0000280	LOC118512959|XP_035914076.1|ASTE	CCAP1982_LOCUS12868|CAD7004462.1|CCAP, CCAP1982_LOCUS12865|CAD7004459.1|CCAP
OG0000281	LOC118509940|XP_035907165.1|ASTE	CCAP1982_LOCUS14794|CAD7006477.1|CCAP
OG0000282	LOC118502391|XP_035890506.1|ASTE	CCAP1982_LOCUS12261|CAD7003828.1|CCAP
OG0000283	LOC118507494|XP_035901916.1|ASTE	CCAP1982_LOCUS19441|CAD7011336.1|CCAP
OG0000283	LOC118502775|XP_035891299.1|ASTE, LOC118517383|XP_035919322.1|ASTE	CCAP1982_LOCUS3426|CAD6994691.1|CCAP
OG0000284	LOC118516654|XP_035918511.1|ASTE, LOC118513197|XP_035914577.1|ASTE, LOC118513227|XP_035914647.1|ASTE	CCAP1982_LOCUS5966|CAD6997332.1|CCAP
OG0000284	LOC118514629|XP_035917520.1|ASTE	CCAP1982_LOCUS5995|CAD6997362.1|CCAP, CCAP1982_LOCUS5953|CAD6997319.1|CCAP, CCAP1982_LOCUS5957|CAD6997323.1|CCAP, CCAP1982_LOCUS5956|CAD6997322.1|CCAP, CCAP1982_LOCUS9430|CAD7000957.1|CCAP
OG0000285	LOC118510124|XP_035907487.1|ASTE, LOC118510126|XP_035907489.1|ASTE, LOC118510125|XP_035907488.1|ASTE	CCAP1982_LOCUS21942|CAD7013928.1|CCAP
OG0000292	LOC118506849|XP_035900472.1|ASTE	CCAP1982_LOCUS19738|CAD7011652.1|CCAP
OG0000292	LOC118503100|XP_035891919.1|ASTE	CCAP1982_LOCUS14548|CAD7006222.1|CCAP
OG0000293	LOC118505627|XP_035897593.1|ASTE	CCAP1982_LOCUS1805|CAD6992974.1|CCAP, CCAP1982_LOCUS1818|CAD6992987.1|CCAP
