Orthogroup	ASTE.longest_only	DBIA.longest_only
OG0000121	LOC118504430|XP_035894762.1|ASTE	LOC108023267|XP_016948040.1|DBIA, LOC108023312|XP_016948104.1|DBIA, LOC108024429|XP_016949836.1|DBIA, LOC108024540|XP_016949998.1|DBIA, LOC108032404|XP_016961714.1|DBIA, LOC108024542|XP_016949999.1|DBIA
OG0000122	LOC118502484|XP_035890608.1|ASTE	LOC108032496|XP_016961805.1|DBIA, LOC108023300|XP_016948090.1|DBIA, LOC108036632|XP_016968395.1|DBIA, LOC108029050|XP_016956602.1|DBIA
OG0000123	LOC118506463|XP_035899530.1|ASTE	LOC108022341|XP_016946693.1|DBIA, LOC108023693|XP_016948810.1|DBIA, LOC108027082|XP_016953785.1|DBIA, LOC108027106|XP_016953813.1|DBIA, LOC108027083|XP_016953787.1|DBIA
OG0000125	LOC118502975|XP_035891640.1|ASTE	LOC108025392|XP_016951356.1|DBIA
OG0000125	LOC118511794|XP_035911255.1|ASTE	LOC108024815|XP_016950433.1|DBIA
OG0000126	LOC118510666|XP_035908699.1|ASTE	LOC108021876|XP_016946157.1|DBIA, LOC108021888|XP_016946169.1|DBIA, LOC108021886|XP_016946167.1|DBIA, LOC108025016|XP_016950761.1|DBIA, LOC108028993|XP_016956523.1|DBIA
OG0000127	LOC118506630|XP_035899894.1|ASTE, LOC118506629|XP_035899892.1|ASTE	LOC108027453|XP_016954394.1|DBIA, LOC108027073|XP_016953776.1|DBIA, LOC108027452|XP_016954393.1|DBIA, LOC108027034|XP_016953720.1|DBIA
OG0000128	LOC118516915|XP_035918646.1|ASTE, LOC118509094|XP_035905138.1|ASTE	LOC108026935|XP_016953637.1|DBIA, LOC108026551|XP_016952989.1|DBIA, LOC108026937|XP_016953639.1|DBIA, LOC108027048|XP_016953738.1|DBIA
OG0000129	LOC118506636|XP_035899907.1|ASTE	LOC108023412|XP_016948359.1|DBIA, LOC108028100|XP_016955236.1|DBIA, LOC108034826|XP_016965429.1|DBIA, LOC108023411|XP_016948357.1|DBIA
OG0000130	LOC118507218|XP_035901212.1|ASTE	LOC108028367|XP_016955645.1|DBIA, LOC108028588|XP_016955990.1|DBIA, LOC108028366|XP_016955644.1|DBIA, LOC108028365|XP_016955643.1|DBIA
OG0000132	LOC118503160|XP_035892014.1|ASTE, LOC118502510|XP_035890646.1|ASTE	LOC108034247|XP_016964588.1|DBIA, LOC108034248|XP_016964589.1|DBIA, LOC108025160|XP_016950929.1|DBIA
OG0000134	LOC118502732|XP_035891190.1|ASTE	LOC108031841|XP_016961080.1|DBIA
OG0000134	LOC118514038|XP_035916413.1|ASTE	LOC108034196|XP_016964513.1|DBIA
OG0000136	LOC118508014|XP_035903292.1|ASTE	LOC108030929|XP_016959612.1|DBIA
OG0000137	LOC118507552|XP_035902026.1|ASTE	LOC108027255|XP_016954103.1|DBIA
OG0000137	LOC118511893|XP_035911416.1|ASTE, LOC118512768|XP_035913566.1|ASTE, LOC118516694|XP_035918532.1|ASTE, LOC118516358|XP_035918086.1|ASTE	LOC108028330|XP_016955559.1|DBIA
OG0000137	LOC118509389|XP_035905827.1|ASTE	LOC108021953|XP_016946274.1|DBIA, LOC108023165|XP_016947895.1|DBIA
OG0000140	LOC118512572|XP_035913082.1|ASTE, LOC118512573|XP_035913084.1|ASTE, LOC118512574|XP_035913086.1|ASTE, LOC118512579|XP_035913100.1|ASTE, LOC118512272|XP_035912354.1|ASTE	LOC108025043|XP_016950788.1|DBIA
OG0000141	LOC118513164|XP_035914504.1|ASTE	LOC108034526|XP_016964939.1|DBIA, LOC108034476|XP_016964850.1|DBIA, LOC108034511|XP_016964924.1|DBIA, LOC108035147|XP_016966079.1|DBIA, LOC108035148|XP_016966080.1|DBIA
OG0000142	LOC118504509|XP_035894932.1|ASTE	LOC108026100|XP_016952288.1|DBIA
OG0000142	LOC118513535|XP_035915303.1|ASTE	LOC108032915|XP_016962471.1|DBIA, LOC108022038|XP_016946373.1|DBIA
OG0000142	LOC118517327|XP_035919203.1|ASTE	LOC108033124|XP_016962829.1|DBIA
OG0000143	LOC118512636|XP_035913225.1|ASTE	LOC108028495|XP_016955860.1|DBIA
OG0000143	LOC118508535|XP_035904305.1|ASTE, LOC118508252|XP_035903758.1|ASTE, LOC118506266|XP_035899062.1|ASTE, LOC118506267|XP_035899063.1|ASTE	LOC108028497|XP_016955861.1|DBIA
OG0000144	LOC118504520|XP_035894945.1|ASTE	LOC108031834|XP_016961066.1|DBIA
OG0000144	LOC118517574|XP_035919714.1|ASTE	LOC108025875|XP_016952038.1|DBIA
OG0000145	LOC118513794|XP_035915873.1|ASTE, LOC118513795|XP_035915874.1|ASTE	LOC108027597|XP_016954605.1|DBIA, LOC108034972|XP_016965780.1|DBIA, LOC108034447|XP_016964824.1|DBIA, LOC108034436|XP_016964813.1|DBIA
OG0000147	LOC118509851|XP_035906945.1|ASTE	LOC108034317|XP_016964676.1|DBIA
OG0000147	LOC118505553|XP_035897399.1|ASTE, LOC118505551|XP_035897397.1|ASTE	LOC108027404|XP_016954331.1|DBIA, LOC108027405|XP_016954333.1|DBIA
OG0000148	LOC118503637|XP_035893028.1|ASTE	LOC108028951|XP_016956479.1|DBIA
OG0000148	LOC118509198|XP_035905361.1|ASTE, LOC118517263|XP_035919130.1|ASTE, LOC118513557|XP_035915372.1|ASTE	LOC108032365|XP_016961667.1|DBIA
OG0000149	LOC118507680|XP_035902367.1|ASTE	LOC108032390|XP_016961701.1|DBIA, LOC108025773|XP_016951860.1|DBIA
OG0000152	LOC118513581|XP_035915437.1|ASTE, LOC118515234|XP_035917812.1|ASTE	LOC108026369|XP_016952778.1|DBIA, LOC108024629|XP_016950158.1|DBIA, LOC108026368|XP_016952777.1|DBIA, LOC108026064|XP_016952248.1|DBIA
OG0000153	LOC118505122|XP_035896329.1|ASTE	LOC108031875|XP_016961128.1|DBIA, LOC108032259|XP_016961614.1|DBIA, LOC108031874|XP_016961127.1|DBIA
OG0000154	LOC118503656|XP_035893072.1|ASTE, LOC118503653|XP_035893066.1|ASTE	LOC108031961|XP_016961239.1|DBIA, LOC108031960|XP_016961238.1|DBIA, LOC108034901|XP_016965616.1|DBIA
OG0000155	LOC118507321|XP_035901601.1|ASTE	LOC108028198|XP_016955347.1|DBIA, LOC108028194|XP_016955343.1|DBIA, LOC108028164|XP_016955313.1|DBIA
OG0000157	LOC118509510|XP_035906089.1|ASTE, LOC118509511|XP_035906090.1|ASTE	LOC108029780|XP_016957778.1|DBIA, LOC108029781|XP_016957779.1|DBIA, LOC108029406|XP_016957128.1|DBIA
OG0000158	LOC118508367|XP_035903982.1|ASTE, LOC118508366|XP_035903980.1|ASTE, LOC118504516|XP_035894941.1|ASTE, LOC118504508|XP_035894931.1|ASTE	LOC108029726|XP_016957696.1|DBIA, LOC108028216|XP_016955369.1|DBIA, LOC108028229|XP_016955384.1|DBIA
OG0000159	LOC118516537|XP_035918374.1|ASTE, LOC118506076|XP_035898635.1|ASTE, LOC118516538|XP_035918375.1|ASTE, LOC118506072|XP_035898627.1|ASTE	LOC108030879|XP_016959525.1|DBIA
OG0000159	LOC118516533|XP_035918367.1|ASTE, LOC118506074|XP_035898629.1|ASTE	LOC108028558|XP_016955951.1|DBIA, LOC108030648|XP_016959149.1|DBIA
OG0000160	LOC118506638|XP_035899912.1|ASTE, LOC118506639|XP_035899913.1|ASTE, LOC118506173|XP_035898837.1|ASTE, LOC118512315|XP_035912461.1|ASTE, LOC118506878|XP_035900521.1|ASTE, LOC118517712|XP_035920050.1|ASTE	LOC108031910|XP_016961167.1|DBIA, LOC108031925|XP_016961192.1|DBIA
OG0000162	LOC118510542|XP_035908395.1|ASTE, LOC118512639|XP_035913230.1|ASTE	LOC108028096|XP_016955229.1|DBIA, LOC108034639|XP_016965066.1|DBIA, LOC108033386|XP_016963195.1|DBIA, LOC108027861|XP_016954951.1|DBIA
OG0000163	LOC118503426|XP_035892559.1|ASTE, LOC118513177|XP_035914531.1|ASTE, LOC118513178|XP_035914532.1|ASTE, LOC118503428|XP_035892561.1|ASTE, LOC118503427|XP_035892560.1|ASTE	LOC108027951|XP_016955070.1|DBIA, LOC108029020|XP_016956554.1|DBIA, LOC108028969|XP_016956498.1|DBIA
OG0000165	LOC118509479|XP_035906014.1|ASTE, LOC118503125|XP_035891975.1|ASTE	LOC108033162|XP_016962883.1|DBIA, LOC108034398|XP_016964769.1|DBIA
OG0000166	LOC118516432|XP_035918204.1|ASTE, LOC118509573|XP_035906232.1|ASTE	LOC108022776|XP_016947379.1|DBIA
OG0000166	LOC118509377|XP_035905811.1|ASTE, LOC118517322|XP_035919195.1|ASTE, LOC118512273|XP_035912355.1|ASTE	LOC108022183|XP_016946523.1|DBIA, LOC108022182|XP_016946522.1|DBIA
OG0000169	LOC118512165|XP_035912137.1|ASTE	LOC108026158|XP_016952382.1|DBIA
OG0000170	LOC118512459|XP_035912823.1|ASTE, LOC118512461|XP_035912824.1|ASTE, LOC118512457|XP_035912821.1|ASTE, LOC118512458|XP_035912822.1|ASTE	LOC108034111|XP_016964378.1|DBIA, LOC108034110|XP_016964377.1|DBIA
OG0000171	LOC118512486|XP_035912877.1|ASTE	LOC108033635|XP_016963542.1|DBIA
OG0000171	LOC118504537|XP_035895000.1|ASTE	LOC108032501|XP_016961815.1|DBIA
OG0000171	LOC118517651|XP_035919876.1|ASTE	LOC108024170|XP_016949475.1|DBIA
OG0000172	LOC118513117|XP_035914409.1|ASTE	LOC108034553|XP_016964970.1|DBIA, LOC108035179|XP_016966134.1|DBIA, LOC108030714|XP_016959245.1|DBIA
OG0000173	LOC118514581|XP_035917476.1|ASTE, LOC118514578|XP_035917474.1|ASTE	LOC108022145|XP_016946475.1|DBIA, LOC108026728|XP_016953328.1|DBIA, LOC108026725|XP_016953325.1|DBIA
OG0000174	LOC118510691|XP_035908757.1|ASTE, LOC118510690|XP_035908756.1|ASTE, LOC118510692|XP_035908759.1|ASTE	LOC108029878|XP_016957858.1|DBIA, LOC108032478|XP_016961789.1|DBIA, LOC108026515|XP_016952950.1|DBIA, LOC108029425|XP_016957158.1|DBIA
OG0000175	LOC118505676|XP_035897701.1|ASTE	LOC108024690|XP_016950256.1|DBIA
OG0000175	LOC118505455|XP_035897148.1|ASTE, LOC118505454|XP_035897147.1|ASTE, LOC118505456|XP_035897150.1|ASTE, LOC118505453|XP_035897146.1|ASTE	LOC108025020|XP_016950765.1|DBIA, LOC108025019|XP_016950764.1|DBIA, LOC108025301|XP_016951185.1|DBIA
OG0000177	LOC118516399|XP_035918158.1|ASTE	LOC108025819|XP_016951960.1|DBIA
OG0000177	LOC118504483|XP_035894893.1|ASTE	LOC108024708|XP_016950288.1|DBIA
OG0000179	LOC118504068|XP_035894003.1|ASTE, LOC118504072|XP_035894011.1|ASTE	LOC108036576|XP_016968317.1|DBIA, LOC108022792|XP_016947410.1|DBIA
OG0000179	LOC118504074|XP_035894020.1|ASTE	LOC108029190|XP_016956852.1|DBIA
OG0000181	LOC118510422|XP_035908088.1|ASTE, LOC118510423|XP_035908089.1|ASTE, LOC118503395|XP_035892494.1|ASTE	LOC108024775|XP_016950377.1|DBIA, LOC108025102|XP_016950854.1|DBIA
OG0000182	LOC118507594|XP_035902154.1|ASTE	LOC108027222|XP_016954039.1|DBIA
OG0000182	LOC118507593|XP_035902153.1|ASTE	LOC108027221|XP_016954038.1|DBIA, LOC108027033|XP_016953719.1|DBIA
OG0000183	LOC118510271|XP_035907766.1|ASTE	LOC108024098|XP_016949362.1|DBIA, LOC108024392|XP_016949792.1|DBIA, LOC108028157|XP_016955305.1|DBIA, LOC108030920|XP_016959607.1|DBIA
OG0000184	LOC118514693|XP_035917642.1|ASTE, LOC118514692|XP_035917641.1|ASTE, LOC118514694|XP_035917643.1|ASTE, LOC118514679|XP_035917620.1|ASTE, LOC118507293|XP_035901544.1|ASTE, LOC118507291|XP_035901543.1|ASTE	LOC108033641|XP_016963563.1|DBIA, LOC108033749|XP_016963809.1|DBIA
OG0000185	LOC118514354|XP_035917069.1|ASTE	LOC108029021|XP_016956556.1|DBIA, LOC108029530|XP_016957321.1|DBIA, LOC108026035|XP_016952216.1|DBIA, LOC108029531|XP_016957322.1|DBIA
OG0000186	LOC118504849|XP_035895754.1|ASTE	LOC108025899|XP_016952070.1|DBIA, LOC108025761|XP_016951845.1|DBIA
OG0000188	LOC118502826|XP_035891438.1|ASTE, LOC118510018|XP_035907723.1|ASTE, LOC118515928|XP_035917972.1|ASTE, LOC118507968|XP_035903192.1|ASTE	LOC108031864|XP_016961107.1|DBIA, LOC108025728|XP_016951795.1|DBIA, LOC108025627|XP_016951652.1|DBIA
OG0000189	LOC118512655|XP_035913266.1|ASTE, LOC118517673|XP_035919957.1|ASTE	LOC108027777|XP_016954829.1|DBIA
OG0000189	LOC118506640|XP_035899914.1|ASTE	LOC108023377|XP_016948269.1|DBIA
OG0000190	LOC118510368|XP_035907979.1|ASTE	LOC108024635|XP_016950169.1|DBIA
OG0000190	LOC118504545|XP_035895041.1|ASTE	LOC108036653|XP_016968422.1|DBIA
OG0000191	LOC118512001|XP_035911636.1|ASTE	LOC108030249|XP_016958550.1|DBIA, LOC108029951|XP_016957942.1|DBIA
OG0000191	LOC118506505|XP_035899612.1|ASTE	LOC108022619|XP_016947149.1|DBIA
OG0000192	LOC118507017|XP_035900847.1|ASTE, LOC118507018|XP_035900848.1|ASTE, LOC118502769|XP_035891252.1|ASTE	LOC108025181|XP_016950979.1|DBIA, LOC108028235|XP_016955389.1|DBIA, LOC108027990|XP_016955105.1|DBIA
OG0000193	LOC118503852|XP_035893459.1|ASTE, LOC118508047|XP_035903392.1|ASTE	LOC108029279|XP_016956966.1|DBIA, LOC108028995|XP_016956526.1|DBIA, LOC108034791|XP_016965264.1|DBIA
OG0000196	LOC118514064|XP_035916463.1|ASTE, LOC118514063|XP_035916462.1|ASTE	LOC108034159|XP_016964452.1|DBIA
OG0000197	LOC118502626|XP_035890899.1|ASTE	LOC108025839|XP_016951990.1|DBIA
OG0000197	LOC118502627|XP_035890901.1|ASTE	LOC108025956|XP_016952148.1|DBIA
OG0000197	LOC118502628|XP_035890902.1|ASTE	LOC108025814|XP_016951955.1|DBIA
OG0000200	LOC118503806|XP_035893399.1|ASTE	LOC108026352|XP_016952748.1|DBIA, LOC108026351|XP_016952746.1|DBIA, LOC108026236|XP_016952560.1|DBIA, LOC108026440|XP_016952866.1|DBIA, LOC108026394|XP_016952805.1|DBIA
OG0000201	LOC118510098|XP_035907420.1|ASTE, LOC118510099|XP_035907423.1|ASTE, LOC118513874|XP_035916073.1|ASTE, LOC118517092|XP_035918839.1|ASTE	LOC108031002|XP_016959692.1|DBIA, LOC108032235|XP_016961586.1|DBIA
OG0000202	LOC118506617|XP_035899877.1|ASTE	LOC108025484|XP_016951491.1|DBIA
OG0000203	LOC118507050|XP_035900904.1|ASTE	LOC108022280|XP_016946628.1|DBIA, LOC108022958|XP_016947664.1|DBIA, LOC108023024|XP_016947746.1|DBIA
OG0000205	LOC118508310|XP_035903863.1|ASTE, LOC118517532|XP_035919659.1|ASTE, LOC118517534|XP_035919661.1|ASTE, LOC118517536|XP_035919663.1|ASTE, LOC118517535|XP_035919662.1|ASTE, LOC118517533|XP_035919660.1|ASTE	LOC108026184|XP_016952462.1|DBIA, LOC108031690|XP_016960828.1|DBIA
OG0000206	LOC118503159|XP_035892013.1|ASTE	LOC108022162|XP_016946495.1|DBIA
OG0000206	LOC118517639|XP_035919843.1|ASTE	LOC108023096|XP_016947846.1|DBIA
OG0000207	LOC118503769|XP_035893332.1|ASTE	LOC108030692|XP_016959216.1|DBIA
OG0000210	LOC118510803|XP_035909015.1|ASTE	LOC108023033|XP_016947761.1|DBIA, LOC108032333|XP_016961633.1|DBIA, LOC108028855|XP_016956330.1|DBIA
OG0000211	LOC118505116|XP_035896320.1|ASTE	LOC108027188|XP_016953977.1|DBIA
OG0000212	LOC118514690|XP_035917639.1|ASTE, LOC118514687|XP_035917627.1|ASTE	LOC108033998|XP_016964215.1|DBIA, LOC108033747|XP_016963800.1|DBIA, LOC108022675|XP_016947234.1|DBIA, LOC108032801|XP_016962296.1|DBIA
OG0000213	LOC118506169|XP_035898832.1|ASTE, LOC118502455|XP_035890578.1|ASTE, LOC118510026|XP_035907306.1|ASTE, LOC118507679|XP_035902364.1|ASTE	LOC108028462|XP_016955809.1|DBIA, LOC108021870|XP_016946151.1|DBIA
OG0000214	LOC118508206|XP_035903670.1|ASTE	LOC108023573|XP_016948656.1|DBIA, LOC108026766|XP_016953398.1|DBIA, LOC108025095|XP_016950846.1|DBIA
OG0000215	LOC118505358|XP_035896927.1|ASTE, LOC118506177|XP_035898842.1|ASTE	LOC108030836|XP_016959450.1|DBIA, LOC108030904|XP_016959571.1|DBIA, LOC108030875|XP_016959519.1|DBIA
OG0000216	LOC118514658|XP_035917584.1|ASTE	LOC108034933|XP_016965685.1|DBIA, LOC108025668|XP_016951695.1|DBIA
OG0000217	LOC118506853|XP_035900475.1|ASTE	LOC108021968|XP_016946294.1|DBIA
OG0000217	LOC118512344|XP_035912523.1|ASTE	LOC108033330|XP_016963105.1|DBIA, LOC108021963|XP_016946288.1|DBIA
OG0000218	LOC118510059|XP_035907341.1|ASTE	LOC108033570|XP_016963407.1|DBIA, LOC108034372|XP_016964749.1|DBIA, LOC108034384|XP_016964758.1|DBIA
OG0000219	LOC118510240|XP_035907700.1|ASTE, LOC118517267|XP_035919133.1|ASTE	LOC108030252|XP_016958560.1|DBIA, LOC108030335|XP_016958687.1|DBIA, LOC108030251|XP_016958559.1|DBIA
OG0000220	LOC118510365|XP_035907967.1|ASTE, LOC118510359|XP_035907961.1|ASTE	LOC108028355|XP_016955607.1|DBIA, LOC108028243|XP_016955413.1|DBIA, LOC108031336|XP_016960090.1|DBIA
OG0000221	LOC118512893|XP_035913890.1|ASTE, LOC118512894|XP_035913899.1|ASTE	LOC108029490|XP_016957247.1|DBIA, LOC108030986|XP_016959675.1|DBIA, LOC108029488|XP_016957245.1|DBIA
OG0000222	LOC118508815|XP_035904449.1|ASTE	LOC108033819|XP_016963932.1|DBIA
OG0000224	LOC118512550|XP_035913028.1|ASTE, LOC118512555|XP_035913034.1|ASTE, LOC118510034|XP_035907315.1|ASTE, LOC118512553|XP_035913032.1|ASTE	LOC108022529|XP_016946995.1|DBIA
OG0000225	LOC118502418|XP_035890536.1|ASTE, LOC118504515|XP_035894940.1|ASTE	LOC108026127|XP_016952319.1|DBIA, LOC108026126|XP_016952318.1|DBIA, LOC108026129|XP_016952321.1|DBIA
OG0000226	LOC118506112|XP_035898708.1|ASTE	LOC108035347|XP_016966427.1|DBIA, LOC108035350|XP_016966431.1|DBIA, LOC108034913|XP_016965648.1|DBIA, LOC108034912|XP_016965646.1|DBIA
OG0000228	LOC118507788|XP_035902717.1|ASTE	LOC108027957|XP_016955072.1|DBIA, LOC108032882|XP_016962394.1|DBIA, LOC108027508|XP_016954440.1|DBIA, LOC108028996|XP_016956528.1|DBIA
OG0000229	LOC118505141|XP_035896386.1|ASTE	LOC108024347|XP_016949737.1|DBIA, LOC108025612|XP_016951672.1|DBIA, LOC108027427|XP_016954400.1|DBIA
OG0000229	LOC118505366|XP_035896957.1|ASTE	LOC108027264|XP_016954123.1|DBIA
OG0000230	LOC118511477|XP_035910508.1|ASTE, LOC118511480|XP_035910510.1|ASTE, LOC118511478|XP_035910509.1|ASTE, LOC118511476|XP_035910504.1|ASTE	LOC108036219|XP_016967700.1|DBIA
OG0000232	LOC118503459|XP_035892635.1|ASTE	LOC108030009|XP_016958013.1|DBIA, LOC108029997|XP_016958000.1|DBIA
OG0000233	LOC118508457|XP_035904152.1|ASTE	LOC108025539|XP_016951556.1|DBIA, LOC108025726|XP_016951794.1|DBIA, LOC108023891|XP_016949066.1|DBIA
OG0000235	LOC118504927|XP_035895913.1|ASTE	LOC108023850|XP_016948983.1|DBIA, LOC108024812|XP_016950425.1|DBIA, LOC108023892|XP_016949067.1|DBIA, LOC108023868|XP_016949036.1|DBIA
OG0000236	LOC118507015|XP_035900844.1|ASTE	LOC108028955|XP_016956482.1|DBIA, LOC108033302|XP_016963061.1|DBIA, LOC108025864|XP_016952021.1|DBIA
OG0000237	LOC118512278|XP_035912368.1|ASTE	LOC108030183|XP_016958419.1|DBIA
OG0000237	LOC118511482|XP_035910512.1|ASTE	LOC108035174|XP_016966128.1|DBIA, LOC108028944|XP_016956452.1|DBIA
OG0000238	LOC118511649|XP_035910876.1|ASTE, LOC118511652|XP_035910881.1|ASTE	LOC108033953|XP_016964136.1|DBIA, LOC108033952|XP_016964134.1|DBIA, LOC108033954|XP_016964137.1|DBIA
OG0000239	LOC118504707|XP_035895433.1|ASTE, LOC118504706|XP_035895432.1|ASTE, LOC118504708|XP_035895434.1|ASTE	LOC108036677|XP_016968451.1|DBIA, LOC108036655|XP_016968428.1|DBIA
OG0000239	LOC118504709|XP_035895435.1|ASTE	LOC108024831|XP_016950452.1|DBIA, LOC108027322|XP_016954216.1|DBIA
OG0000240	LOC118507974|XP_035903200.1|ASTE	LOC108032068|XP_016961375.1|DBIA, LOC108032118|XP_016961440.1|DBIA, LOC108027311|XP_016954194.1|DBIA
OG0000241	LOC118503481|XP_035892675.1|ASTE	LOC108030565|XP_016958952.1|DBIA
OG0000246	LOC118504838|XP_035895735.1|ASTE	LOC108022548|XP_016947021.1|DBIA
OG0000247	LOC118509414|XP_035905879.1|ASTE, LOC118509412|XP_035905877.1|ASTE, LOC118509413|XP_035905878.1|ASTE, LOC118509411|XP_035905875.1|ASTE	LOC108035393|XP_016966495.1|DBIA, LOC108035601|XP_016966768.1|DBIA
OG0000248	LOC118512667|XP_035913313.1|ASTE, LOC118512666|XP_035913311.1|ASTE	LOC108028594|XP_016955997.1|DBIA, LOC108028435|XP_016955754.1|DBIA, LOC108022242|XP_016946589.1|DBIA
OG0000249	LOC118510725|XP_035908828.1|ASTE	LOC108036109|XP_016967572.1|DBIA, LOC108036108|XP_016967571.1|DBIA, LOC108036107|XP_016967570.1|DBIA
OG0000250	LOC118508491|XP_035904202.1|ASTE	LOC108036776|XP_016968604.1|DBIA, LOC108036784|XP_016968616.1|DBIA, LOC108036775|XP_016968603.1|DBIA
OG0000251	LOC118505075|XP_035896254.1|ASTE	LOC108024144|XP_016949420.1|DBIA, LOC108022281|XP_016946629.1|DBIA, LOC108029458|XP_016957202.1|DBIA
OG0000255	LOC118504899|XP_035895857.1|ASTE	LOC108023004|XP_016947724.1|DBIA, LOC108022610|XP_016947135.1|DBIA
OG0000256	LOC118509298|XP_035905630.1|ASTE	LOC108030226|XP_016958505.1|DBIA, LOC108030295|XP_016958616.1|DBIA
OG0000257	LOC118507286|XP_035901529.1|ASTE	LOC108026531|XP_016952968.1|DBIA
OG0000261	LOC118510512|XP_035908317.1|ASTE, LOC118516853|XP_035918607.1|ASTE, LOC118516854|XP_035918608.1|ASTE, LOC118510513|XP_035908318.1|ASTE	LOC108029062|XP_016956620.1|DBIA, LOC108029066|XP_016956625.1|DBIA, LOC108029067|XP_016956626.1|DBIA
OG0000262	LOC118512787|XP_035913596.1|ASTE	LOC108030253|XP_016958561.1|DBIA, LOC108030274|XP_016958589.1|DBIA
OG0000263	LOC118513361|XP_035914886.1|ASTE	LOC108022977|XP_016947690.1|DBIA
OG0000263	LOC118513013|XP_035914180.1|ASTE	LOC108028756|XP_016956217.1|DBIA
OG0000264	LOC118507130|XP_035901042.1|ASTE	LOC108032965|XP_016962525.1|DBIA, LOC108032964|XP_016962523.1|DBIA, LOC108025267|XP_016951117.1|DBIA
OG0000267	LOC118506887|XP_035900544.1|ASTE, LOC118513471|XP_035915156.1|ASTE	LOC108025486|XP_016951489.1|DBIA, LOC108025058|XP_016950803.1|DBIA
OG0000268	LOC118502745|XP_035891203.1|ASTE	LOC108027030|XP_016953716.1|DBIA, LOC108027027|XP_016953711.1|DBIA
OG0000269	LOC118507820|XP_035902791.1|ASTE	LOC108024719|XP_016950299.1|DBIA
OG0000269	LOC118510294|XP_035907812.1|ASTE	LOC108026384|XP_016952794.1|DBIA, LOC108025969|XP_016952152.1|DBIA, LOC108026112|XP_016952301.1|DBIA
OG0000270	LOC118503824|XP_035893419.1|ASTE, LOC118510655|XP_035908672.1|ASTE, LOC118503826|XP_035893421.1|ASTE, LOC118503825|XP_035893420.1|ASTE, LOC118503827|XP_035893423.1|ASTE	LOC108022221|XP_016946564.1|DBIA
OG0000271	LOC118513311|XP_035914791.1|ASTE	LOC108027100|XP_016953810.1|DBIA, LOC108022637|XP_016947181.1|DBIA, LOC108026672|XP_016953230.1|DBIA
OG0000272	LOC118509040|XP_035904990.1|ASTE	LOC108024900|XP_016950550.1|DBIA
OG0000273	LOC118508518|XP_035904265.1|ASTE	LOC108026225|XP_016952546.1|DBIA, LOC108033841|XP_016963956.1|DBIA, LOC108031493|XP_016960475.1|DBIA
OG0000279	LOC118506563|XP_035899778.1|ASTE	LOC108034543|XP_016964958.1|DBIA, LOC108035560|XP_016966717.1|DBIA
OG0000280	LOC118512959|XP_035914076.1|ASTE	LOC108024926|XP_016950613.1|DBIA, LOC108024924|XP_016950611.1|DBIA, LOC108024925|XP_016950612.1|DBIA
OG0000281	LOC118509940|XP_035907165.1|ASTE	LOC108028614|XP_016956023.1|DBIA, LOC108025647|XP_016951674.1|DBIA, LOC108027527|XP_016954460.1|DBIA
OG0000282	LOC118502391|XP_035890506.1|ASTE	LOC108034387|XP_016964757.1|DBIA
OG0000283	LOC118507494|XP_035901916.1|ASTE	LOC108029964|XP_016957956.1|DBIA
OG0000283	LOC118502775|XP_035891299.1|ASTE, LOC118517383|XP_035919322.1|ASTE	LOC108025232|XP_016951068.1|DBIA
OG0000284	LOC118516654|XP_035918511.1|ASTE, LOC118513197|XP_035914577.1|ASTE, LOC118513227|XP_035914647.1|ASTE	LOC108032684|XP_016962148.1|DBIA
OG0000284	LOC118514629|XP_035917520.1|ASTE	LOC108032798|XP_016962293.1|DBIA
OG0000285	LOC118510124|XP_035907487.1|ASTE, LOC118510126|XP_035907489.1|ASTE, LOC118510125|XP_035907488.1|ASTE	LOC108030288|XP_016958608.1|DBIA
OG0000292	LOC118506849|XP_035900472.1|ASTE	LOC108036702|XP_016968485.1|DBIA, LOC108024931|XP_016950664.1|DBIA, LOC108023054|XP_016947790.1|DBIA
OG0000292	LOC118503100|XP_035891919.1|ASTE	LOC108035910|XP_016967166.1|DBIA
OG0000293	LOC118505627|XP_035897593.1|ASTE	LOC108024441|XP_016949848.1|DBIA, LOC108034057|XP_016964301.1|DBIA, LOC108024468|XP_016949876.1|DBIA
OG0000294	LOC118510955|XP_035909298.1|ASTE, LOC118510954|XP_035909293.1|ASTE	LOC108032544|XP_016961911.1|DBIA
OG0000294	LOC118504855|XP_035895764.1|ASTE	LOC108025698|XP_016951724.1|DBIA
OG0000295	LOC118510879|XP_035909139.1|ASTE	LOC108022785|XP_016947399.1|DBIA, LOC108024428|XP_016949835.1|DBIA, LOC108022730|XP_016947308.1|DBIA, LOC108029694|XP_016957645.1|DBIA
OG0000296	LOC118517585|XP_035919753.1|ASTE	LOC108033475|XP_016963302.1|DBIA, LOC108028376|XP_016955663.1|DBIA, LOC108025863|XP_016952020.1|DBIA
OG0000299	LOC118505430|XP_035897097.1|ASTE	LOC108024823|XP_016950445.1|DBIA, LOC108023002|XP_016947727.1|DBIA
OG0000301	LOC118511253|XP_035909996.1|ASTE	LOC108036021|XP_016967436.1|DBIA
OG0000301	LOC118514291|XP_035916946.1|ASTE	LOC108033297|XP_016963053.1|DBIA
