Orthogroup	ASTE.longest_only	DSUB.longest_only
OG0000130	LOC118507218|XP_035901212.1|ASTE	LOC117895254|XP_034658662.1|DSUB, LOC117895250|XP_034658656.1|DSUB, LOC117895252|XP_034658658.1|DSUB, LOC117895251|XP_034658657.1|DSUB
OG0000132	LOC118503160|XP_035892014.1|ASTE, LOC118502510|XP_035890646.1|ASTE	LOC117900438|XP_034666699.1|DSUB, LOC117900435|XP_034666695.1|DSUB, LOC117896761|XP_034661126.1|DSUB
OG0000134	LOC118502732|XP_035891190.1|ASTE	LOC117896539|XP_034660813.1|DSUB
OG0000134	LOC118514038|XP_035916413.1|ASTE	LOC117900962|XP_034667428.1|DSUB
OG0000137	LOC118507552|XP_035902026.1|ASTE	LOC117898920|XP_034664521.1|DSUB
OG0000137	LOC118511893|XP_035911416.1|ASTE, LOC118512768|XP_035913566.1|ASTE, LOC118516694|XP_035918532.1|ASTE, LOC118516358|XP_035918086.1|ASTE	LOC117893964|XP_034656656.1|DSUB
OG0000140	LOC118512572|XP_035913082.1|ASTE, LOC118512573|XP_035913084.1|ASTE, LOC118512574|XP_035913086.1|ASTE, LOC118512579|XP_035913100.1|ASTE, LOC118512272|XP_035912354.1|ASTE	LOC117898015|XP_034663034.1|DSUB, LOC117890756|XP_034651707.1|DSUB
OG0000141	LOC118513164|XP_035914504.1|ASTE	LOC117895145|XP_034658465.1|DSUB, LOC117895146|XP_034658469.1|DSUB, LOC117895143|XP_034658460.1|DSUB, LOC117895147|XP_034658471.1|DSUB
OG0000142	LOC118504509|XP_035894932.1|ASTE	LOC117897016|XP_034661478.1|DSUB
OG0000142	LOC118513535|XP_035915303.1|ASTE	LOC117899539|XP_034665507.1|DSUB
OG0000142	LOC118517327|XP_035919203.1|ASTE	LOC117889604|XP_034649912.1|DSUB
OG0000143	LOC118512636|XP_035913225.1|ASTE	LOC117895094|XP_034658382.1|DSUB
OG0000143	LOC118508535|XP_035904305.1|ASTE, LOC118508252|XP_035903758.1|ASTE, LOC118506266|XP_035899062.1|ASTE, LOC118506267|XP_035899063.1|ASTE	LOC117895095|XP_034658383.1|DSUB
OG0000144	LOC118504520|XP_035894945.1|ASTE	LOC117897699|XP_034662611.1|DSUB
OG0000144	LOC118517574|XP_035919714.1|ASTE	LOC117896455|XP_034660679.1|DSUB
OG0000144	LOC118514648|XP_035917567.1|ASTE, LOC118514649|XP_035917570.1|ASTE	LOC117901842|XP_034668675.1|DSUB
OG0000145	LOC118513794|XP_035915873.1|ASTE, LOC118513795|XP_035915874.1|ASTE	LOC117897170|XP_034661747.1|DSUB, LOC117902770|XP_034670254.1|DSUB, LOC117902772|XP_034670256.1|DSUB, LOC117902771|XP_034670255.1|DSUB
OG0000147	LOC118509851|XP_035906945.1|ASTE	LOC117900255|XP_034666445.1|DSUB
OG0000147	LOC118505553|XP_035897399.1|ASTE, LOC118505551|XP_035897397.1|ASTE	LOC117896221|XP_034660245.1|DSUB, LOC117896222|XP_034660247.1|DSUB
OG0000148	LOC118503637|XP_035893028.1|ASTE	LOC117902375|XP_034669584.1|DSUB
OG0000148	LOC118509198|XP_035905361.1|ASTE, LOC118517263|XP_035919130.1|ASTE, LOC118513557|XP_035915372.1|ASTE	LOC117901505|XP_034668166.1|DSUB
OG0000149	LOC118507680|XP_035902367.1|ASTE	LOC117902756|XP_034670237.1|DSUB, LOC117902650|XP_034670071.1|DSUB
OG0000152	LOC118513581|XP_035915437.1|ASTE, LOC118515234|XP_035917812.1|ASTE	LOC117896893|XP_034661316.1|DSUB, LOC117896892|XP_034661315.1|DSUB, LOC117896894|XP_034661318.1|DSUB
OG0000153	LOC118505122|XP_035896329.1|ASTE	LOC117898085|XP_034663155.1|DSUB, LOC117897538|XP_034662350.1|DSUB, LOC117897537|XP_034662349.1|DSUB
OG0000154	LOC118503656|XP_035893072.1|ASTE, LOC118503653|XP_035893066.1|ASTE	LOC117895969|XP_034659819.1|DSUB, LOC117895972|XP_034659823.1|DSUB, LOC117893214|XP_034655639.1|DSUB
OG0000155	LOC118507321|XP_035901601.1|ASTE	LOC117894277|XP_034657124.1|DSUB, LOC117893600|XP_034656166.1|DSUB, LOC117893601|XP_034656167.1|DSUB
OG0000157	LOC118509510|XP_035906089.1|ASTE, LOC118509511|XP_035906090.1|ASTE	LOC117891037|XP_034652096.1|DSUB, LOC117891036|XP_034652094.1|DSUB, LOC117889940|XP_034650366.1|DSUB
OG0000158	LOC118508367|XP_035903982.1|ASTE, LOC118508366|XP_035903980.1|ASTE, LOC118504516|XP_035894941.1|ASTE, LOC118504508|XP_035894931.1|ASTE	LOC117891297|XP_034652594.1|DSUB, LOC117893802|XP_034656437.1|DSUB, LOC117893202|XP_034655608.1|DSUB
OG0000159	LOC118516537|XP_035918374.1|ASTE, LOC118506076|XP_035898635.1|ASTE, LOC118516538|XP_035918375.1|ASTE, LOC118506072|XP_035898627.1|ASTE	LOC117895350|XP_034658822.1|DSUB
OG0000159	LOC118516533|XP_035918367.1|ASTE, LOC118506074|XP_035898629.1|ASTE	LOC117892899|XP_034655089.1|DSUB, LOC117893536|XP_034656071.1|DSUB
OG0000160	LOC118506638|XP_035899912.1|ASTE, LOC118506639|XP_035899913.1|ASTE, LOC118506173|XP_035898837.1|ASTE, LOC118512315|XP_035912461.1|ASTE, LOC118506878|XP_035900521.1|ASTE, LOC118517712|XP_035920050.1|ASTE	LOC117899677|XP_034665757.1|DSUB, LOC117899675|XP_034665754.1|DSUB
OG0000162	LOC118510542|XP_035908395.1|ASTE, LOC118512639|XP_035913230.1|ASTE	LOC117900348|XP_034666584.1|DSUB, LOC117902071|XP_034669047.1|DSUB
OG0000163	LOC118503426|XP_035892559.1|ASTE, LOC118513177|XP_035914531.1|ASTE, LOC118513178|XP_035914532.1|ASTE, LOC118503428|XP_035892561.1|ASTE, LOC118503427|XP_035892560.1|ASTE	LOC117902204|XP_034669314.1|DSUB, LOC117896958|XP_034661394.1|DSUB
OG0000165	LOC118509479|XP_035906014.1|ASTE, LOC118503125|XP_035891975.1|ASTE	LOC117891308|XP_034652606.1|DSUB, LOC117900924|XP_034667381.1|DSUB
OG0000166	LOC118516432|XP_035918204.1|ASTE, LOC118509573|XP_035906232.1|ASTE	LOC117890608|XP_034651437.1|DSUB
OG0000166	LOC118509377|XP_035905811.1|ASTE, LOC118517322|XP_035919195.1|ASTE, LOC118512273|XP_035912355.1|ASTE	LOC117891657|XP_034653102.1|DSUB, LOC117891446|XP_034652817.1|DSUB
OG0000169	LOC118512165|XP_035912137.1|ASTE	LOC117897044|XP_034661518.1|DSUB
OG0000170	LOC118512459|XP_035912823.1|ASTE, LOC118512461|XP_035912824.1|ASTE, LOC118512457|XP_035912821.1|ASTE, LOC118512458|XP_035912822.1|ASTE	LOC117900911|XP_034667363.1|DSUB, LOC117900913|XP_034667365.1|DSUB
OG0000171	LOC118512486|XP_035912877.1|ASTE	LOC117899975|XP_034666025.1|DSUB
OG0000171	LOC118504537|XP_035895000.1|ASTE	LOC117902180|XP_034669242.1|DSUB
OG0000171	LOC118517651|XP_035919876.1|ASTE	LOC117903283|XP_034671094.1|DSUB
OG0000172	LOC118513117|XP_035914409.1|ASTE	LOC117899080|XP_034664740.1|DSUB, LOC117897167|XP_034661728.1|DSUB, LOC117903171|XP_034670907.1|DSUB, LOC117893233|XP_034655681.1|DSUB, LOC117894915|XP_034658102.1|DSUB, LOC117894884|XP_034658056.1|DSUB, LOC117894887|XP_034658060.1|DSUB, LOC117895403|XP_034658923.1|DSUB, LOC117889942|XP_034650369.1|DSUB, LOC117894880|XP_034658039.1|DSUB
OG0000173	LOC118514581|XP_035917476.1|ASTE, LOC118514578|XP_035917474.1|ASTE	LOC117889927|XP_034650344.1|DSUB, LOC117889920|XP_034650337.1|DSUB
OG0000174	LOC118510691|XP_035908757.1|ASTE, LOC118510690|XP_035908756.1|ASTE, LOC118510692|XP_035908759.1|ASTE	LOC117890439|XP_034651160.1|DSUB, LOC117900977|XP_034667461.1|DSUB, LOC117890637|XP_034651479.1|DSUB
OG0000175	LOC118505676|XP_035897701.1|ASTE	LOC117898350|XP_034663574.1|DSUB
OG0000175	LOC118505455|XP_035897148.1|ASTE, LOC118505454|XP_035897147.1|ASTE, LOC118505456|XP_035897150.1|ASTE, LOC118505453|XP_035897146.1|ASTE	LOC117897221|XP_034661827.1|DSUB
OG0000177	LOC118516399|XP_035918158.1|ASTE	LOC117897385|XP_034662088.1|DSUB
OG0000177	LOC118504483|XP_035894893.1|ASTE	LOC117897410|XP_034662127.1|DSUB
OG0000179	LOC118504068|XP_035894003.1|ASTE, LOC118504072|XP_035894011.1|ASTE	LOC117890570|XP_034651393.1|DSUB, LOC117890428|XP_034651139.1|DSUB
OG0000179	LOC118504074|XP_035894020.1|ASTE	LOC117901056|XP_034667559.1|DSUB, LOC117900453|XP_034666716.1|DSUB
OG0000181	LOC118510422|XP_035908088.1|ASTE, LOC118510423|XP_035908089.1|ASTE, LOC118503395|XP_035892494.1|ASTE	LOC117897566|XP_034662398.1|DSUB, LOC117898105|XP_034663178.1|DSUB
OG0000182	LOC118507594|XP_035902154.1|ASTE	LOC117896963|XP_034661399.1|DSUB
OG0000182	LOC118507593|XP_035902153.1|ASTE	LOC117899629|XP_034665675.1|DSUB, LOC117899628|XP_034665674.1|DSUB
OG0000183	LOC118510271|XP_035907766.1|ASTE	LOC117903094|XP_034670793.1|DSUB, LOC117893638|XP_034656216.1|DSUB, LOC117895513|XP_034659103.1|DSUB
OG0000184	LOC118514693|XP_035917642.1|ASTE, LOC118514692|XP_035917641.1|ASTE, LOC118514694|XP_035917643.1|ASTE, LOC118514679|XP_035917620.1|ASTE, LOC118507293|XP_035901544.1|ASTE, LOC118507291|XP_035901543.1|ASTE	LOC117902054|XP_034669016.1|DSUB, LOC117902053|XP_034669015.1|DSUB
OG0000185	LOC118514354|XP_035917069.1|ASTE	LOC117892369|XP_034654470.1|DSUB, LOC117897806|XP_034662746.1|DSUB, LOC117892370|XP_034654471.1|DSUB, LOC117892371|XP_034654472.1|DSUB
OG0000186	LOC118504849|XP_035895754.1|ASTE	LOC117903826|XP_034672167.1|DSUB, LOC117893442|XP_034655952.1|DSUB
OG0000188	LOC118502826|XP_035891438.1|ASTE, LOC118510018|XP_035907723.1|ASTE, LOC118515928|XP_035917972.1|ASTE, LOC118507968|XP_035903192.1|ASTE	LOC117896039|XP_034659939.1|DSUB, LOC117903153|XP_034670880.1|DSUB, LOC117892802|XP_034655080.1|DSUB
OG0000189	LOC118512655|XP_035913266.1|ASTE, LOC118517673|XP_035919957.1|ASTE	LOC117902689|XP_034670122.1|DSUB
OG0000189	LOC118506640|XP_035899914.1|ASTE	LOC117900283|XP_034666524.1|DSUB
OG0000190	LOC118510368|XP_035907979.1|ASTE	LOC117903700|XP_034671934.1|DSUB
OG0000190	LOC118504545|XP_035895041.1|ASTE	LOC117891311|XP_034652612.1|DSUB
OG0000191	LOC118512001|XP_035911636.1|ASTE	LOC117891419|XP_034652776.1|DSUB, LOC117891421|XP_034652782.1|DSUB
OG0000191	LOC118506505|XP_035899612.1|ASTE	LOC117892089|XP_034653972.1|DSUB
OG0000192	LOC118507017|XP_035900847.1|ASTE, LOC118507018|XP_035900848.1|ASTE, LOC118502769|XP_035891252.1|ASTE	LOC117897362|XP_034662037.1|DSUB, LOC117893373|XP_034655858.1|DSUB, LOC117893370|XP_034655854.1|DSUB
OG0000193	LOC118503852|XP_035893459.1|ASTE, LOC118508047|XP_035903392.1|ASTE	LOC117902524|XP_034669842.1|DSUB, LOC117893237|XP_034655685.1|DSUB
OG0000196	LOC118514064|XP_035916463.1|ASTE, LOC118514063|XP_035916462.1|ASTE	LOC117900705|XP_034667050.1|DSUB
OG0000197	LOC118502626|XP_035890899.1|ASTE	LOC117903572|XP_034671683.1|DSUB
OG0000197	LOC118502627|XP_035890901.1|ASTE	LOC117903679|XP_034671912.1|DSUB
OG0000197	LOC118502628|XP_035890902.1|ASTE	LOC117903533|XP_034671607.1|DSUB
OG0000200	LOC118503806|XP_035893399.1|ASTE	LOC117899073|XP_034664733.1|DSUB, LOC117902105|XP_034669101.1|DSUB, LOC117899074|XP_034664734.1|DSUB
OG0000201	LOC118510098|XP_035907420.1|ASTE, LOC118510099|XP_035907423.1|ASTE, LOC118513874|XP_035916073.1|ASTE, LOC118517092|XP_035918839.1|ASTE	LOC117897461|XP_034662199.1|DSUB, LOC117897459|XP_034662196.1|DSUB
OG0000202	LOC118506617|XP_035899877.1|ASTE	LOC117898353|XP_034663577.1|DSUB
OG0000203	LOC118507050|XP_035900904.1|ASTE	LOC117892626|XP_034654869.1|DSUB, LOC117890559|XP_034651381.1|DSUB, LOC117902404|XP_034669634.1|DSUB, LOC117890560|XP_034651383.1|DSUB
OG0000205	LOC118508310|XP_035903863.1|ASTE, LOC118517532|XP_035919659.1|ASTE, LOC118517534|XP_035919661.1|ASTE, LOC118517536|XP_035919663.1|ASTE, LOC118517535|XP_035919662.1|ASTE, LOC118517533|XP_035919660.1|ASTE	LOC117897524|XP_034662333.1|DSUB, LOC117899743|XP_034665878.1|DSUB
OG0000206	LOC118503159|XP_035892013.1|ASTE	LOC117891542|XP_034652943.1|DSUB
OG0000206	LOC118517639|XP_035919843.1|ASTE	LOC117892650|XP_034654900.1|DSUB
OG0000207	LOC118503769|XP_035893332.1|ASTE	LOC117894457|XP_034657448.1|DSUB
OG0000210	LOC118510803|XP_035909015.1|ASTE	LOC117903453|XP_034671383.1|DSUB
OG0000211	LOC118505116|XP_035896320.1|ASTE	LOC117899353|XP_034665213.1|DSUB
OG0000212	LOC118514690|XP_035917639.1|ASTE, LOC118514687|XP_035917627.1|ASTE	LOC117902050|XP_034669007.1|DSUB, LOC117902051|XP_034669009.1|DSUB
OG0000213	LOC118506169|XP_035898832.1|ASTE, LOC118502455|XP_035890578.1|ASTE, LOC118510026|XP_035907306.1|ASTE, LOC118507679|XP_035902364.1|ASTE	LOC117894820|XP_034657957.1|DSUB, LOC117891467|XP_034652841.1|DSUB
OG0000214	LOC118508206|XP_035903670.1|ASTE	LOC117899660|XP_034665738.1|DSUB, LOC117889853|XP_034650243.1|DSUB, LOC117897226|XP_034661836.1|DSUB
OG0000215	LOC118505358|XP_035896927.1|ASTE, LOC118506177|XP_035898842.1|ASTE	LOC117893454|XP_034655963.1|DSUB, LOC117894475|XP_034657467.1|DSUB, LOC117894422|XP_034657356.1|DSUB
OG0000216	LOC118514658|XP_035917584.1|ASTE	LOC117893717|XP_034656300.1|DSUB, LOC117893707|XP_034656288.1|DSUB, LOC117893725|XP_034656330.1|DSUB, LOC117893723|XP_034656314.1|DSUB, LOC117893695|XP_034656278.1|DSUB, LOC117893464|XP_034655973.1|DSUB, LOC117903137|XP_034670864.1|DSUB
OG0000217	LOC118506853|XP_035900475.1|ASTE	LOC117903707|XP_034671944.1|DSUB
OG0000217	LOC118512344|XP_035912523.1|ASTE	LOC117901817|XP_034668626.1|DSUB, LOC117903706|XP_034671943.1|DSUB
OG0000218	LOC118510059|XP_035907341.1|ASTE	LOC117890214|XP_034650838.1|DSUB, LOC117901281|XP_034667866.1|DSUB, LOC117901280|XP_034667865.1|DSUB, LOC117901278|XP_034667863.1|DSUB, LOC117901279|XP_034667864.1|DSUB
OG0000219	LOC118510240|XP_035907700.1|ASTE, LOC118517267|XP_035919133.1|ASTE	LOC117890158|XP_034650742.1|DSUB, LOC117890159|XP_034650743.1|DSUB, LOC117891110|XP_034652196.1|DSUB
OG0000220	LOC118510365|XP_035907967.1|ASTE, LOC118510359|XP_035907961.1|ASTE	LOC117895237|XP_034658637.1|DSUB, LOC117894831|XP_034657969.1|DSUB, LOC117893410|XP_034655912.1|DSUB
OG0000221	LOC118512893|XP_035913890.1|ASTE, LOC118512894|XP_035913899.1|ASTE	LOC117890072|XP_034650606.1|DSUB, LOC117896647|XP_034660985.1|DSUB, LOC117890071|XP_034650602.1|DSUB
OG0000222	LOC118508815|XP_035904449.1|ASTE	LOC117900072|XP_034666167.1|DSUB
OG0000224	LOC118512550|XP_035913028.1|ASTE, LOC118512555|XP_035913034.1|ASTE, LOC118510034|XP_035907315.1|ASTE, LOC118512553|XP_035913032.1|ASTE	LOC117891442|XP_034652809.1|DSUB
OG0000225	LOC118502418|XP_035890536.1|ASTE, LOC118504515|XP_035894940.1|ASTE	LOC117898903|XP_034664476.1|DSUB, LOC117898912|XP_034664492.1|DSUB, LOC117898830|XP_034664388.1|DSUB
OG0000226	LOC118506112|XP_035898708.1|ASTE	LOC117894469|XP_034657462.1|DSUB, LOC117894471|XP_034657463.1|DSUB, LOC117894465|XP_034657457.1|DSUB
OG0000228	LOC118507788|XP_035902717.1|ASTE	LOC117897416|XP_034662134.1|DSUB, LOC117897491|XP_034662273.1|DSUB, LOC117900534|XP_034666824.1|DSUB
OG0000229	LOC118505141|XP_035896386.1|ASTE	LOC117897556|XP_034662377.1|DSUB, LOC117897557|XP_034662378.1|DSUB
OG0000229	LOC118505366|XP_035896957.1|ASTE	LOC117897685|XP_034662587.1|DSUB
OG0000230	LOC118511477|XP_035910508.1|ASTE, LOC118511480|XP_035910510.1|ASTE, LOC118511478|XP_035910509.1|ASTE, LOC118511476|XP_035910504.1|ASTE	LOC117890665|XP_034651529.1|DSUB, LOC117890667|XP_034651534.1|DSUB, LOC117890666|XP_034651533.1|DSUB, LOC117889710|XP_034650021.1|DSUB
OG0000232	LOC118503459|XP_035892635.1|ASTE	LOC117896096|XP_034660038.1|DSUB, LOC117890389|XP_034651084.1|DSUB, LOC117890309|XP_034650979.1|DSUB
OG0000233	LOC118508457|XP_035904152.1|ASTE	LOC117898998|XP_034664634.1|DSUB, LOC117897951|XP_034662941.1|DSUB, LOC117897979|XP_034662982.1|DSUB
OG0000235	LOC118504927|XP_035895913.1|ASTE	LOC117897782|XP_034662722.1|DSUB, LOC117899536|XP_034665501.1|DSUB, LOC117899535|XP_034665500.1|DSUB
OG0000236	LOC118507015|XP_035900844.1|ASTE	LOC117894420|XP_034657334.1|DSUB, LOC117901154|XP_034667695.1|DSUB, LOC117901600|XP_034668303.1|DSUB, LOC117898442|XP_034663742.1|DSUB
OG0000237	LOC118512278|XP_035912368.1|ASTE	LOC117890299|XP_034650958.1|DSUB
OG0000237	LOC118511482|XP_035910512.1|ASTE	LOC117898995|XP_034664629.1|DSUB
OG0000238	LOC118511649|XP_035910876.1|ASTE, LOC118511652|XP_035910881.1|ASTE	LOC117901476|XP_034668131.1|DSUB, LOC117901835|XP_034668659.1|DSUB
OG0000239	LOC118504709|XP_035895435.1|ASTE	LOC117897153|XP_034661716.1|DSUB, LOC117899781|XP_034665945.1|DSUB, LOC117896736|XP_034661093.1|DSUB
OG0000240	LOC118507974|XP_035903200.1|ASTE	LOC117898140|XP_034663227.1|DSUB, LOC117898079|XP_034663148.1|DSUB, LOC117896971|XP_034661411.1|DSUB
OG0000241	LOC118503481|XP_035892675.1|ASTE	LOC117895119|XP_034658415.1|DSUB, LOC117893998|XP_034656704.1|DSUB
OG0000242	LOC118515214|XP_035917801.1|ASTE, LOC118515179|XP_035917775.1|ASTE, LOC118515192|XP_035917784.1|ASTE, LOC118515160|XP_035917759.1|ASTE, LOC118515194|XP_035917786.1|ASTE, LOC118510854|XP_035909081.1|ASTE, LOC118507510|XP_035901943.1|ASTE	LOC117897335|XP_034661996.1|DSUB, LOC117898167|XP_034663267.1|DSUB, LOC117900840|XP_034667243.1|DSUB
OG0000246	LOC118504838|XP_035895735.1|ASTE	LOC117891855|XP_034653504.1|DSUB
OG0000247	LOC118509414|XP_035905879.1|ASTE, LOC118509412|XP_035905877.1|ASTE, LOC118509413|XP_035905878.1|ASTE, LOC118509411|XP_035905875.1|ASTE	LOC117893203|XP_034655609.1|DSUB, LOC117894335|XP_034657211.1|DSUB, LOC117894068|XP_034656812.1|DSUB
OG0000248	LOC118512667|XP_035913313.1|ASTE, LOC118512666|XP_035913311.1|ASTE	LOC117895787|XP_034659578.1|DSUB, LOC117895788|XP_034659581.1|DSUB, LOC117891015|XP_034652064.1|DSUB
OG0000249	LOC118510725|XP_035908828.1|ASTE	LOC117902817|XP_034670334.1|DSUB, LOC117902816|XP_034670333.1|DSUB, LOC117902808|XP_034670321.1|DSUB
OG0000250	LOC118508491|XP_035904202.1|ASTE	LOC117899953|XP_034665998.1|DSUB, LOC117901011|XP_034667501.1|DSUB, LOC117899954|XP_034665999.1|DSUB
OG0000251	LOC118505075|XP_035896254.1|ASTE	LOC117889574|XP_034649867.1|DSUB, LOC117891605|XP_034653029.1|DSUB, LOC117895670|XP_034659382.1|DSUB
OG0000255	LOC118504899|XP_035895857.1|ASTE	LOC117892508|XP_034654680.1|DSUB
OG0000256	LOC118509298|XP_035905630.1|ASTE	LOC117892112|XP_034654018.1|DSUB, LOC117889703|XP_034650012.1|DSUB
OG0000257	LOC118507286|XP_035901529.1|ASTE	LOC117891414|XP_034652753.1|DSUB
OG0000261	LOC118510512|XP_035908317.1|ASTE, LOC118516853|XP_035918607.1|ASTE, LOC118516854|XP_035918608.1|ASTE, LOC118510513|XP_035908318.1|ASTE	LOC117901943|XP_034668806.1|DSUB, LOC117901942|XP_034668804.1|DSUB
OG0000262	LOC118512787|XP_035913596.1|ASTE	LOC117890687|XP_034651565.1|DSUB
OG0000263	LOC118513361|XP_035914886.1|ASTE	LOC117891068|XP_034652133.1|DSUB
OG0000263	LOC118513013|XP_035914180.1|ASTE	LOC117895257|XP_034658669.1|DSUB
OG0000264	LOC118507130|XP_035901042.1|ASTE	LOC117895467|XP_034659036.1|DSUB, LOC117895458|XP_034659025.1|DSUB, LOC117897476|XP_034662222.1|DSUB
OG0000267	LOC118506887|XP_035900544.1|ASTE, LOC118513471|XP_035915156.1|ASTE	LOC117897150|XP_034661713.1|DSUB, LOC117897149|XP_034661712.1|DSUB
OG0000268	LOC118502745|XP_035891203.1|ASTE	LOC117897967|XP_034662968.1|DSUB, LOC117897965|XP_034662964.1|DSUB
OG0000269	LOC118507820|XP_035902791.1|ASTE	LOC117897858|XP_034662822.1|DSUB
OG0000269	LOC118510294|XP_035907812.1|ASTE	LOC117896391|XP_034660587.1|DSUB
OG0000270	LOC118503824|XP_035893419.1|ASTE, LOC118510655|XP_035908672.1|ASTE, LOC118503826|XP_035893421.1|ASTE, LOC118503825|XP_035893420.1|ASTE, LOC118503827|XP_035893423.1|ASTE	LOC117889749|XP_034650086.1|DSUB
OG0000271	LOC118513311|XP_035914791.1|ASTE	LOC117901722|XP_034668491.1|DSUB, LOC117892475|XP_034654618.1|DSUB, LOC117890210|XP_034650833.1|DSUB
OG0000272	LOC118509040|XP_035904990.1|ASTE	LOC117902907|XP_034670356.1|DSUB
OG0000273	LOC118508518|XP_035904265.1|ASTE	LOC117897047|XP_034661520.1|DSUB, LOC117896112|XP_034660057.1|DSUB, LOC117900285|XP_034666487.1|DSUB, LOC117897831|XP_034662784.1|DSUB
OG0000279	LOC118506563|XP_035899778.1|ASTE	LOC117895153|XP_034658481.1|DSUB, LOC117895154|XP_034658482.1|DSUB
OG0000280	LOC118512959|XP_035914076.1|ASTE	LOC117894260|XP_034657106.1|DSUB, LOC117894259|XP_034657105.1|DSUB, LOC117894258|XP_034657103.1|DSUB
OG0000281	LOC118509940|XP_035907165.1|ASTE	LOC117892940|XP_034655154.1|DSUB, LOC117903259|XP_034671053.1|DSUB, LOC117891142|XP_034652252.1|DSUB
OG0000283	LOC118507494|XP_035901916.1|ASTE	LOC117890397|XP_034651092.1|DSUB
OG0000283	LOC118502775|XP_035891299.1|ASTE, LOC118517383|XP_035919322.1|ASTE	LOC117899378|XP_034665251.1|DSUB
OG0000284	LOC118516654|XP_035918511.1|ASTE, LOC118513197|XP_035914577.1|ASTE, LOC118513227|XP_035914647.1|ASTE	LOC117901497|XP_034668157.1|DSUB
OG0000284	LOC118514629|XP_035917520.1|ASTE	LOC117900139|XP_034666258.1|DSUB
OG0000285	LOC118510124|XP_035907487.1|ASTE, LOC118510126|XP_035907489.1|ASTE, LOC118510125|XP_035907488.1|ASTE	LOC117890597|XP_034651425.1|DSUB
OG0000292	LOC118506849|XP_035900472.1|ASTE	LOC117892637|XP_034654883.1|DSUB
OG0000292	LOC118503100|XP_035891919.1|ASTE	LOC117893602|XP_034656168.1|DSUB
OG0000293	LOC118505627|XP_035897593.1|ASTE	LOC117899048|XP_034664699.1|DSUB, LOC117901007|XP_034667495.1|DSUB, LOC117897909|XP_034662878.1|DSUB
OG0000294	LOC118510955|XP_035909298.1|ASTE, LOC118510954|XP_035909293.1|ASTE	LOC117900007|XP_034666081.1|DSUB
OG0000294	LOC118504855|XP_035895764.1|ASTE	LOC117903073|XP_034670731.1|DSUB
OG0000295	LOC118510879|XP_035909139.1|ASTE	LOC117891911|XP_034653625.1|DSUB, LOC117899255|XP_034665033.1|DSUB
OG0000296	LOC118517585|XP_035919753.1|ASTE	LOC117900574|XP_034666875.1|DSUB, LOC117893706|XP_034656284.1|DSUB, LOC117903336|XP_034671174.1|DSUB
OG0000299	LOC118505430|XP_035897097.1|ASTE	LOC117899483|XP_034665406.1|DSUB, LOC117899485|XP_034665414.1|DSUB, LOC117899484|XP_034665411.1|DSUB
OG0000301	LOC118511253|XP_035909996.1|ASTE	LOC117902948|XP_034670460.1|DSUB
OG0000301	LOC118514291|XP_035916946.1|ASTE	LOC117901488|XP_034668147.1|DSUB
OG0000302	LOC118510778|XP_035908953.1|ASTE, LOC118510776|XP_035908938.1|ASTE, LOC118510775|XP_035908937.1|ASTE	LOC117893650|XP_034656231.1|DSUB, LOC117893651|XP_034656232.1|DSUB
OG0000303	LOC118507766|XP_035902676.1|ASTE	LOC117895039|XP_034658304.1|DSUB, LOC117891866|XP_034653524.1|DSUB, LOC117901481|XP_034668141.1|DSUB
OG0000304	LOC118508384|XP_035904014.1|ASTE	LOC117902603|XP_034670006.1|DSUB, LOC117899347|XP_034665190.1|DSUB, LOC117899348|XP_034665191.1|DSUB
OG0000305	LOC118507753|XP_035902656.1|ASTE	LOC117893182|XP_034655566.1|DSUB
OG0000306	LOC118512366|XP_035912608.1|ASTE	LOC117891461|XP_034652835.1|DSUB, LOC117903110|XP_034670827.1|DSUB
OG0000307	LOC118510839|XP_035909059.1|ASTE	LOC117897347|XP_034662011.1|DSUB
OG0000307	LOC118502856|XP_035891454.1|ASTE	LOC117898551|XP_034663922.1|DSUB
OG0000310	LOC118513409|XP_035915008.1|ASTE	LOC117891914|XP_034653628.1|DSUB, LOC117890945|XP_034651974.1|DSUB
OG0000311	LOC118504484|XP_035894895.1|ASTE	LOC117897526|XP_034662335.1|DSUB, LOC117896202|XP_034660220.1|DSUB, LOC117894299|XP_034657159.1|DSUB
OG0000312	LOC118517146|XP_035918899.1|ASTE, LOC118517151|XP_035918906.1|ASTE, LOC118513648|XP_035915608.1|ASTE	LOC117900135|XP_034666252.1|DSUB
OG0000312	LOC118513649|XP_035915610.1|ASTE, LOC118517144|XP_035918895.1|ASTE, LOC118513650|XP_035915617.1|ASTE	LOC117901246|XP_034667813.1|DSUB
OG0000313	LOC118508810|XP_035904444.1|ASTE, LOC118508812|XP_035904446.1|ASTE, LOC118508811|XP_035904445.1|ASTE	LOC117900261|XP_034666457.1|DSUB, LOC117901190|XP_034667733.1|DSUB
OG0000315	LOC118503834|XP_035893436.1|ASTE	LOC117902252|XP_034669401.1|DSUB
OG0000320	LOC118508584|XP_035904382.1|ASTE	LOC117897732|XP_034662652.1|DSUB, LOC117901401|XP_034668026.1|DSUB, LOC117896806|XP_034661201.1|DSUB
