Orthogroup	ASTE.longest_only	DSUZ.longest_only
OG0000102	LOC118509466|XP_035905987.1|ASTE, LOC118511833|XP_035911269.1|ASTE, LOC118509016|XP_035904927.1|ASTE, LOC118509017|XP_035904928.1|ASTE, LOC118511825|XP_035911262.1|ASTE, LOC118511824|XP_035911261.1|ASTE	LOC108009336|XP_016929103.1|DSUZ
OG0000102	LOC118504365|XP_035894655.1|ASTE	LOC108009476|XP_016929345.1|DSUZ, LOC108008646|XP_016928020.1|DSUZ
OG0000103	LOC118508203|XP_035903666.1|ASTE	LOC108012611|XP_016933519.1|DSUZ, LOC108019406|XP_016942716.2|DSUZ, LOC108010501|XP_016930863.2|DSUZ, LOC108009753|XP_016929854.1|DSUZ
OG0000105	LOC118506605|XP_035899865.1|ASTE	LOC108014115|XP_016935629.2|DSUZ, LOC108014116|XP_016935630.2|DSUZ, LOC108018286|XP_016941301.2|DSUZ, LOC108018333|XP_016941363.2|DSUZ, LOC108019558|XP_016942884.1|DSUZ, LOC108019998|XP_036673113.1|DSUZ, LOC118877652|XP_036673146.1|DSUZ, LOC108007058|XP_036673468.1|DSUZ, LOC108007036|XP_016926132.2|DSUZ, LOC108007052|XP_016926148.1|DSUZ
OG0000108	LOC118509668|XP_035906547.1|ASTE, LOC118509663|XP_035906533.1|ASTE	LOC118879591|XP_036678393.1|DSUZ, LOC118879590|XP_036678391.1|DSUZ, LOC108006121|XP_036678395.1|DSUZ, LOC108015860|XP_016937916.2|DSUZ, LOC118878337|XP_036676689.1|DSUZ, LOC118877040|XP_036669721.1|DSUZ, LOC118878771|XP_036677662.1|DSUZ, LOC108020344|XP_016943997.1|DSUZ, LOC118878065|XP_036675154.1|DSUZ, LOC108011187|XP_036678249.1|DSUZ, LOC118879730|XP_036678524.1|DSUZ
OG0000109	LOC118505426|XP_035897081.1|ASTE, LOC118502869|XP_035891469.1|ASTE	LOC108021564|XP_036669705.1|DSUZ, LOC108021565|XP_016945829.1|DSUZ
OG0000109	LOC118504419|XP_035894746.1|ASTE	LOC108005294|XP_016923988.1|DSUZ
OG0000110	LOC118511309|XP_035910114.1|ASTE, LOC118511304|XP_035910107.1|ASTE	LOC118877474|XP_036672419.1|DSUZ, LOC108018764|XP_036672071.1|DSUZ, LOC108005797|XP_016924616.1|DSUZ, LOC108005830|XP_016924657.1|DSUZ
OG0000111	LOC118504874|XP_035895818.1|ASTE, LOC118503662|XP_035893080.1|ASTE, LOC118503161|XP_035892015.1|ASTE, LOC118504876|XP_035895821.1|ASTE, LOC118507965|XP_035903187.1|ASTE, LOC118507089|XP_035900970.1|ASTE, LOC118503024|XP_035891741.1|ASTE	LOC108008514|XP_016927871.1|DSUZ, LOC108008501|XP_016927854.2|DSUZ, LOC108008570|XP_016927933.1|DSUZ
OG0000112	LOC118509575|XP_035906237.1|ASTE, LOC118516425|XP_035918189.1|ASTE, LOC118509754|XP_035906778.1|ASTE	LOC108015224|XP_016937055.1|DSUZ, LOC108005343|XP_016924071.1|DSUZ, LOC108015053|XP_016936781.1|DSUZ, LOC108015052|XP_016936780.2|DSUZ
OG0000113	LOC118512990|XP_035914139.1|ASTE	LOC108005106|XP_016923769.1|DSUZ, LOC108015833|XP_016937890.1|DSUZ, LOC108005109|XP_016923771.2|DSUZ, LOC118878380|XP_036677036.1|DSUZ, LOC108016296|XP_016938420.2|DSUZ, LOC108021605|XP_016945890.2|DSUZ, LOC108014373|XP_016935957.2|DSUZ, LOC108012343|XP_016933176.2|DSUZ
OG0000114	LOC118509008|XP_035904916.1|ASTE	LOC108012462|XP_016933345.1|DSUZ, LOC108011525|XP_016932181.1|DSUZ
OG0000117	LOC118502432|XP_035890553.1|ASTE, LOC118506535|XP_035899700.1|ASTE	LOC108016223|XP_016938342.1|DSUZ, LOC108016234|XP_016938352.1|DSUZ, LOC108016246|XP_016938362.1|DSUZ, LOC108016266|XP_016938383.1|DSUZ
OG0000118	LOC118502409|XP_035890526.1|ASTE	LOC108005242|XP_036668710.1|DSUZ, LOC108017871|XP_016940521.1|DSUZ, LOC108006685|XP_016925716.2|DSUZ, LOC108021821|XP_016946117.1|DSUZ
OG0000119	LOC118504397|XP_035894696.1|ASTE, LOC118507360|XP_035901665.1|ASTE, LOC118510253|XP_035907732.1|ASTE, LOC118504396|XP_035894695.1|ASTE	LOC108013939|XP_016935439.2|DSUZ, LOC108013886|XP_036674104.1|DSUZ, LOC118877873|XP_036674103.1|DSUZ
OG0000120	LOC118509359|XP_035905774.1|ASTE	LOC108016657|XP_016938855.1|DSUZ
OG0000120	LOC118512861|XP_035913838.1|ASTE	LOC108009227|XP_036669490.1|DSUZ
OG0000121	LOC118504430|XP_035894762.1|ASTE	LOC108015022|XP_016936739.1|DSUZ, LOC108015070|XP_016936798.1|DSUZ, LOC118877889|XP_036674201.1|DSUZ, LOC108013784|XP_016935240.2|DSUZ, LOC118877888|XP_036674200.1|DSUZ, LOC108020171|XP_016943763.2|DSUZ, LOC108020172|XP_016943764.1|DSUZ, LOC118877890|XP_036674203.1|DSUZ
OG0000122	LOC118502484|XP_035890608.1|ASTE	LOC108013308|XP_016934591.1|DSUZ, LOC108016559|XP_036676660.1|DSUZ, LOC108008928|XP_016928328.1|DSUZ, LOC108013335|XP_016934628.1|DSUZ
OG0000123	LOC118506463|XP_035899530.1|ASTE	LOC108008818|XP_016928213.1|DSUZ, LOC108011578|XP_016932237.1|DSUZ, LOC108015987|XP_036674987.1|DSUZ, LOC108015985|XP_016938061.1|DSUZ, LOC108015988|XP_036675055.1|DSUZ
OG0000125	LOC118502975|XP_035891640.1|ASTE	LOC108016132|XP_036675271.1|DSUZ
OG0000125	LOC118511794|XP_035911255.1|ASTE	LOC108014689|XP_036677888.1|DSUZ
OG0000126	LOC118510666|XP_035908699.1|ASTE	LOC108005267|XP_036676969.1|DSUZ, LOC108016717|XP_016938933.1|DSUZ, LOC108016711|XP_036676723.1|DSUZ, LOC118878326|XP_036676537.1|DSUZ, LOC108016712|XP_016938928.2|DSUZ, LOC108016722|XP_016938940.1|DSUZ, LOC108016714|XP_036676510.1|DSUZ, LOC108016720|XP_016938936.2|DSUZ, LOC108013699|XP_016935106.2|DSUZ, LOC108013698|XP_036676126.1|DSUZ, LOC108005265|XP_016923944.1|DSUZ, LOC118878363|XP_036676965.1|DSUZ, LOC108005371|XP_016924118.1|DSUZ, LOC108005260|XP_016923938.1|DSUZ, LOC108009171|XP_016928793.1|DSUZ
OG0000127	LOC118506630|XP_035899894.1|ASTE, LOC118506629|XP_035899892.1|ASTE	LOC108007946|XP_016927204.2|DSUZ, LOC108007945|XP_036674902.1|DSUZ, LOC108007944|XP_036674903.1|DSUZ, LOC108013814|XP_016935278.1|DSUZ
OG0000128	LOC118516915|XP_035918646.1|ASTE, LOC118509094|XP_035905138.1|ASTE	LOC108010195|XP_016930528.1|DSUZ, LOC108010196|XP_036669301.1|DSUZ, LOC108008131|XP_036668973.1|DSUZ, LOC108008129|XP_016927408.2|DSUZ, LOC108008357|XP_016927677.1|DSUZ, LOC108013855|XP_036672845.1|DSUZ, LOC118878072|XP_036675185.1|DSUZ, LOC108013857|XP_036675109.1|DSUZ
OG0000129	LOC118506636|XP_035899907.1|ASTE	LOC108015255|XP_016937096.1|DSUZ, LOC108017063|XP_036671380.1|DSUZ, LOC108021458|XP_016945678.1|DSUZ, LOC108015254|XP_036676726.1|DSUZ
OG0000130	LOC118507218|XP_035901212.1|ASTE	LOC108012428|XP_016933280.1|DSUZ, LOC108013549|XP_016934948.1|DSUZ, LOC108012291|XP_016933082.2|DSUZ, LOC108013475|XP_016934846.1|DSUZ
OG0000132	LOC118503160|XP_035892014.1|ASTE, LOC118502510|XP_035890646.1|ASTE	LOC108021171|XP_016945241.2|DSUZ, LOC108021172|XP_016945242.2|DSUZ, LOC108018628|XP_016941683.2|DSUZ, LOC118879035|XP_036677923.1|DSUZ
OG0000133	LOC118506929|XP_035900664.1|ASTE, LOC118515142|XP_035917736.1|ASTE, LOC118515187|XP_035917779.1|ASTE, LOC118511144|XP_035909766.1|ASTE	LOC118879533|XP_036678283.1|DSUZ, LOC118878648|XP_036677585.1|DSUZ
OG0000134	LOC118502732|XP_035891190.1|ASTE	LOC108015612|XP_036674075.1|DSUZ
OG0000134	LOC118514038|XP_035916413.1|ASTE	LOC108021390|XP_016945580.1|DSUZ
OG0000136	LOC118508846|XP_035904490.1|ASTE, LOC118504821|XP_035895720.1|ASTE	LOC118877770|XP_036673688.1|DSUZ
OG0000136	LOC118508014|XP_035903292.1|ASTE	LOC108017626|XP_016940214.2|DSUZ, LOC118877226|XP_036670551.1|DSUZ, LOC118877752|XP_036673664.1|DSUZ
OG0000137	LOC118507552|XP_035902026.1|ASTE	LOC108015817|XP_036674836.1|DSUZ
OG0000137	LOC118511893|XP_035911416.1|ASTE, LOC118512768|XP_035913566.1|ASTE, LOC118516694|XP_035918532.1|ASTE, LOC118516358|XP_035918086.1|ASTE	LOC108013009|XP_016934085.1|DSUZ
OG0000137	LOC118509389|XP_035905827.1|ASTE	LOC108014921|XP_036676193.1|DSUZ
OG0000140	LOC118512572|XP_035913082.1|ASTE, LOC118512573|XP_035913084.1|ASTE, LOC118512574|XP_035913086.1|ASTE, LOC118512579|XP_035913100.1|ASTE, LOC118512272|XP_035912354.1|ASTE	LOC108016159|XP_016938267.2|DSUZ
OG0000141	LOC118513164|XP_035914504.1|ASTE	LOC108012516|XP_016933414.1|DSUZ, LOC108013537|XP_016934921.1|DSUZ, LOC108013534|XP_016934920.2|DSUZ, LOC108012517|XP_016933416.1|DSUZ
OG0000142	LOC118504509|XP_035894932.1|ASTE	LOC108018807|XP_036673232.1|DSUZ
OG0000142	LOC118513535|XP_035915303.1|ASTE	LOC108015869|XP_036678422.1|DSUZ, LOC108014398|XP_036677665.1|DSUZ
OG0000142	LOC118517327|XP_035919203.1|ASTE	LOC108018853|XP_036676512.1|DSUZ
OG0000143	LOC118512636|XP_035913225.1|ASTE	LOC108014745|XP_016936416.2|DSUZ
OG0000143	LOC118508535|XP_035904305.1|ASTE, LOC118508252|XP_035903758.1|ASTE, LOC118506266|XP_035899062.1|ASTE, LOC118506267|XP_035899063.1|ASTE	LOC108014744|XP_016936415.2|DSUZ
OG0000144	LOC118504520|XP_035894945.1|ASTE	LOC108014158|XP_036673976.1|DSUZ
OG0000144	LOC118517574|XP_035919714.1|ASTE	LOC108006566|XP_016925590.1|DSUZ
OG0000144	LOC118514648|XP_035917567.1|ASTE, LOC118514649|XP_035917570.1|ASTE	LOC118879345|XP_036678091.1|DSUZ
OG0000145	LOC118513794|XP_035915873.1|ASTE, LOC118513795|XP_035915874.1|ASTE	LOC108015400|XP_016937309.1|DSUZ, LOC108021509|XP_016945755.2|DSUZ, LOC108020907|XP_016944815.1|DSUZ
OG0000147	LOC118509851|XP_035906945.1|ASTE	LOC108014298|XP_016935854.1|DSUZ
OG0000147	LOC118505553|XP_035897399.1|ASTE, LOC118505551|XP_035897397.1|ASTE	LOC108016003|XP_036674909.1|DSUZ, LOC108016028|XP_016938111.2|DSUZ
OG0000148	LOC118503637|XP_035893028.1|ASTE	LOC108006771|XP_016925814.1|DSUZ
OG0000148	LOC118509198|XP_035905361.1|ASTE, LOC118517263|XP_035919130.1|ASTE, LOC118513557|XP_035915372.1|ASTE	LOC108015949|XP_016938058.2|DSUZ
OG0000149	LOC118507680|XP_035902367.1|ASTE	LOC108017334|XP_016939856.1|DSUZ, LOC108019118|XP_016942332.1|DSUZ
OG0000152	LOC118513581|XP_035915437.1|ASTE, LOC118515234|XP_035917812.1|ASTE	LOC108007217|XP_016926341.2|DSUZ, LOC108011900|XP_016932639.2|DSUZ, LOC108011890|XP_016932625.2|DSUZ, LOC108011677|XP_016932367.1|DSUZ, LOC108007221|XP_036674693.1|DSUZ
OG0000153	LOC118505122|XP_035896329.1|ASTE	LOC108016406|XP_016938544.2|DSUZ, LOC108016404|XP_036674566.1|DSUZ, LOC108016418|XP_016938556.2|DSUZ
OG0000154	LOC118503656|XP_035893072.1|ASTE, LOC118503653|XP_035893066.1|ASTE	LOC108005604|XP_016924396.2|DSUZ, LOC118877636|XP_036673035.1|DSUZ, LOC108012958|XP_036671692.1|DSUZ
OG0000155	LOC118507321|XP_035901601.1|ASTE	LOC108005827|XP_016924653.1|DSUZ, LOC108005836|XP_016924667.1|DSUZ, LOC108005764|XP_016924582.2|DSUZ
OG0000157	LOC118509510|XP_035906089.1|ASTE, LOC118509511|XP_035906090.1|ASTE	LOC108019672|XP_016943052.1|DSUZ, LOC108019660|XP_016943040.1|DSUZ, LOC108019667|XP_016943045.1|DSUZ
OG0000158	LOC118508367|XP_035903982.1|ASTE, LOC118508366|XP_035903980.1|ASTE, LOC118504516|XP_035894941.1|ASTE, LOC118504508|XP_035894931.1|ASTE	LOC108018074|XP_016940965.2|DSUZ, LOC108005818|XP_016924635.1|DSUZ, LOC108005816|XP_016924633.2|DSUZ
OG0000159	LOC118516537|XP_035918374.1|ASTE, LOC118506076|XP_035898635.1|ASTE, LOC118516538|XP_035918375.1|ASTE, LOC118506072|XP_035898627.1|ASTE	LOC118877193|XP_036670343.1|DSUZ, LOC108007702|XP_016926929.1|DSUZ
OG0000159	LOC118516533|XP_035918367.1|ASTE, LOC118506074|XP_035898629.1|ASTE	LOC108008027|XP_036670592.1|DSUZ, LOC108007996|XP_036671360.1|DSUZ
OG0000160	LOC118506638|XP_035899912.1|ASTE, LOC118506639|XP_035899913.1|ASTE, LOC118506173|XP_035898837.1|ASTE, LOC118512315|XP_035912461.1|ASTE, LOC118506878|XP_035900521.1|ASTE, LOC118517712|XP_035920050.1|ASTE	LOC108014395|XP_036673181.1|DSUZ, LOC108014396|XP_036673188.1|DSUZ
OG0000162	LOC118510542|XP_035908395.1|ASTE, LOC118512639|XP_035913230.1|ASTE	LOC108006700|XP_036672275.1|DSUZ, LOC108012730|XP_016933650.1|DSUZ, LOC108008952|XP_016928355.1|DSUZ, LOC108019286|XP_016942594.1|DSUZ
OG0000163	LOC118503426|XP_035892559.1|ASTE, LOC118513177|XP_035914531.1|ASTE, LOC118513178|XP_035914532.1|ASTE, LOC118503428|XP_035892561.1|ASTE, LOC118503427|XP_035892560.1|ASTE	LOC108013614|XP_016935044.1|DSUZ, LOC118879769|XP_036678638.1|DSUZ, LOC108015699|XP_016937719.1|DSUZ
OG0000165	LOC118509479|XP_035906014.1|ASTE, LOC118503125|XP_035891975.1|ASTE	LOC118878272|XP_036676054.1|DSUZ, LOC108013839|XP_016935315.2|DSUZ, LOC108012734|XP_016933655.1|DSUZ
OG0000166	LOC118516432|XP_035918204.1|ASTE, LOC118509573|XP_035906232.1|ASTE	LOC108009767|XP_016929885.1|DSUZ
OG0000166	LOC118509377|XP_035905811.1|ASTE, LOC118517322|XP_035919195.1|ASTE, LOC118512273|XP_035912355.1|ASTE	LOC108008564|XP_016927924.1|DSUZ, LOC108008481|XP_016927826.1|DSUZ, LOC118876761|XP_016927828.2|DSUZ
OG0000169	LOC118512165|XP_035912137.1|ASTE	LOC108015763|XP_016937791.1|DSUZ
OG0000170	LOC118512459|XP_035912823.1|ASTE, LOC118512461|XP_035912824.1|ASTE, LOC118512457|XP_035912821.1|ASTE, LOC118512458|XP_035912822.1|ASTE	LOC108021529|XP_016945780.1|DSUZ, LOC108021528|XP_016945779.1|DSUZ
OG0000171	LOC118512486|XP_035912877.1|ASTE	LOC108018039|XP_036669567.1|DSUZ
OG0000171	LOC118504537|XP_035895000.1|ASTE	LOC108015077|XP_016936845.1|DSUZ
OG0000171	LOC118517651|XP_035919876.1|ASTE	LOC108015189|XP_016936992.1|DSUZ
OG0000172	LOC118513117|XP_035914409.1|ASTE	LOC108012315|XP_016933104.2|DSUZ, LOC108007174|XP_036671023.1|DSUZ
OG0000173	LOC118514581|XP_035917476.1|ASTE, LOC118514578|XP_035917474.1|ASTE	LOC108008393|XP_016927726.1|DSUZ, LOC118876910|XP_036668978.1|DSUZ, LOC108008692|XP_016928077.1|DSUZ
OG0000174	LOC118510691|XP_035908757.1|ASTE, LOC118510690|XP_035908756.1|ASTE, LOC118510692|XP_035908759.1|ASTE	LOC108017714|XP_016940312.1|DSUZ, LOC108013104|XP_016934244.1|DSUZ, LOC108019703|XP_016943087.1|DSUZ
OG0000175	LOC118505676|XP_035897701.1|ASTE	LOC108010642|XP_036674300.1|DSUZ
OG0000175	LOC118505455|XP_035897148.1|ASTE, LOC118505454|XP_035897147.1|ASTE, LOC118505456|XP_035897150.1|ASTE, LOC118505453|XP_035897146.1|ASTE	LOC108016299|XP_036675381.1|DSUZ, LOC108016300|XP_036675386.1|DSUZ
OG0000177	LOC118516399|XP_035918158.1|ASTE	LOC108006325|XP_016925314.1|DSUZ
OG0000177	LOC118504483|XP_035894893.1|ASTE	LOC108014832|XP_036673503.1|DSUZ
OG0000179	LOC118504068|XP_035894003.1|ASTE, LOC118504072|XP_035894011.1|ASTE	LOC108009732|XP_016929805.1|DSUZ, LOC108009802|XP_016929963.1|DSUZ
OG0000179	LOC118504074|XP_035894020.1|ASTE	LOC108021460|XP_016945680.1|DSUZ
OG0000181	LOC118510422|XP_035908088.1|ASTE, LOC118510423|XP_035908089.1|ASTE, LOC118503395|XP_035892494.1|ASTE	LOC108020161|XP_016943752.1|DSUZ, LOC108006366|XP_016925376.2|DSUZ
OG0000182	LOC118507594|XP_035902154.1|ASTE	LOC108006732|XP_016925764.2|DSUZ
OG0000182	LOC118507593|XP_035902153.1|ASTE	LOC108006751|XP_016925792.1|DSUZ, LOC108006750|XP_016925791.1|DSUZ
OG0000183	LOC118510271|XP_035907766.1|ASTE	LOC108014928|XP_016936637.2|DSUZ, LOC108020151|XP_016943741.1|DSUZ, LOC108012673|XP_016933588.1|DSUZ, LOC108012363|XP_016933204.1|DSUZ
OG0000184	LOC118514693|XP_035917642.1|ASTE, LOC118514692|XP_035917641.1|ASTE, LOC118514694|XP_035917643.1|ASTE, LOC118514679|XP_035917620.1|ASTE, LOC118507293|XP_035901544.1|ASTE, LOC118507291|XP_035901543.1|ASTE	LOC108015061|XP_016936793.1|DSUZ, LOC108007776|XP_016927025.1|DSUZ
OG0000185	LOC118514354|XP_035917069.1|ASTE	LOC108011626|XP_016932307.1|DSUZ, LOC108019844|XP_016943367.1|DSUZ, LOC108007566|XP_016926748.1|DSUZ, LOC108019843|XP_016943365.1|DSUZ
OG0000186	LOC118504849|XP_035895754.1|ASTE	LOC108021819|XP_016946112.1|DSUZ, LOC108004679|XP_016923156.1|DSUZ
OG0000188	LOC118502826|XP_035891438.1|ASTE, LOC118510018|XP_035907723.1|ASTE, LOC118515928|XP_035917972.1|ASTE, LOC118507968|XP_035903192.1|ASTE	LOC108018276|XP_036674146.1|DSUZ, LOC108006304|XP_016925280.1|DSUZ, LOC108018996|XP_016942095.1|DSUZ
OG0000189	LOC118512655|XP_035913266.1|ASTE, LOC118517673|XP_035919957.1|ASTE	LOC108019870|XP_036669590.1|DSUZ
OG0000189	LOC118506640|XP_035899914.1|ASTE	LOC108016814|XP_036676083.1|DSUZ
OG0000190	LOC118510368|XP_035907979.1|ASTE	LOC108005376|XP_036677251.1|DSUZ
OG0000190	LOC118504545|XP_035895041.1|ASTE	LOC108008360|XP_016927686.1|DSUZ
OG0000191	LOC118512001|XP_035911636.1|ASTE	LOC108018031|XP_016940891.1|DSUZ, LOC108018034|XP_016940900.1|DSUZ
OG0000191	LOC118506505|XP_035899612.1|ASTE	LOC108009369|XP_016929162.1|DSUZ
OG0000192	LOC118507017|XP_035900847.1|ASTE, LOC118507018|XP_035900848.1|ASTE, LOC118502769|XP_035891252.1|ASTE	LOC108014716|XP_016936373.2|DSUZ, LOC108006707|XP_016925735.2|DSUZ, LOC108011267|XP_016931864.1|DSUZ
OG0000193	LOC118503852|XP_035893459.1|ASTE, LOC118508047|XP_035903392.1|ASTE	LOC108021635|XP_016945931.2|DSUZ, LOC108021636|XP_016945932.1|DSUZ, LOC108012937|XP_016933961.1|DSUZ
OG0000196	LOC118514064|XP_035916463.1|ASTE, LOC118514063|XP_035916462.1|ASTE	LOC108021623|XP_016945918.1|DSUZ
OG0000197	LOC118502626|XP_035890899.1|ASTE	LOC108005276|XP_016923954.1|DSUZ
OG0000197	LOC118502627|XP_035890901.1|ASTE	LOC108005103|XP_016923767.2|DSUZ
OG0000197	LOC118502628|XP_035890902.1|ASTE	LOC108005273|XP_016923951.1|DSUZ
OG0000200	LOC118503806|XP_035893399.1|ASTE	LOC108007234|XP_016926360.2|DSUZ, LOC108007195|XP_036674160.1|DSUZ, LOC108007196|XP_036674166.1|DSUZ, LOC108007235|XP_016926361.2|DSUZ, LOC108020074|XP_036674161.1|DSUZ
OG0000201	LOC118510098|XP_035907420.1|ASTE, LOC118510099|XP_035907423.1|ASTE, LOC118513874|XP_035916073.1|ASTE, LOC118517092|XP_035918839.1|ASTE	LOC108011010|XP_016931525.2|DSUZ, LOC108005595|XP_016924385.1|DSUZ
OG0000202	LOC118506617|XP_035899877.1|ASTE	LOC108018603|XP_016941652.2|DSUZ
OG0000203	LOC118507050|XP_035900904.1|ASTE	LOC108010185|XP_016930517.1|DSUZ, LOC108008429|XP_016927767.2|DSUZ, LOC108010184|XP_016930516.1|DSUZ
OG0000205	LOC118508310|XP_035903863.1|ASTE, LOC118517532|XP_035919659.1|ASTE, LOC118517534|XP_035919661.1|ASTE, LOC118517536|XP_035919663.1|ASTE, LOC118517535|XP_035919662.1|ASTE, LOC118517533|XP_035919660.1|ASTE	LOC108018727|XP_016941789.2|DSUZ, LOC108020110|XP_036672751.1|DSUZ
OG0000206	LOC118503159|XP_035892013.1|ASTE	LOC108008674|XP_016928057.1|DSUZ
OG0000206	LOC118517639|XP_035919843.1|ASTE	LOC108008612|XP_036669564.1|DSUZ
OG0000207	LOC118503769|XP_035893332.1|ASTE	LOC108011740|XP_036670949.1|DSUZ
OG0000210	LOC118510803|XP_035909015.1|ASTE	LOC108008369|XP_016927697.1|DSUZ, LOC108010650|XP_016931075.2|DSUZ, LOC108004653|XP_016923096.1|DSUZ
OG0000211	LOC118505116|XP_035896320.1|ASTE	LOC108018676|XP_016941737.2|DSUZ
OG0000212	LOC118514690|XP_035917639.1|ASTE, LOC118514687|XP_035917627.1|ASTE	LOC108020434|XP_016944246.1|DSUZ, LOC108017530|XP_016940097.1|DSUZ, LOC108008270|XP_016927548.1|DSUZ, LOC108012002|XP_016932801.1|DSUZ
OG0000213	LOC118506169|XP_035898832.1|ASTE, LOC118502455|XP_035890578.1|ASTE, LOC118510026|XP_035907306.1|ASTE, LOC118507679|XP_035902364.1|ASTE	LOC108005868|XP_016924733.1|DSUZ, LOC118878606|XP_036677546.1|DSUZ, LOC108020699|XP_036670238.1|DSUZ
OG0000214	LOC118508206|XP_035903670.1|ASTE	LOC108015366|XP_016937272.1|DSUZ, LOC108017940|XP_016940658.1|DSUZ, LOC108020309|XP_016931377.1|DSUZ
OG0000215	LOC118505358|XP_035896927.1|ASTE, LOC118506177|XP_035898842.1|ASTE	LOC108007767|XP_016927011.2|DSUZ, LOC108007762|XP_016927006.2|DSUZ, LOC108007769|XP_016927015.2|DSUZ
OG0000216	LOC118514658|XP_035917584.1|ASTE	LOC108013096|XP_016934228.1|DSUZ, LOC108006321|XP_016925312.1|DSUZ
OG0000217	LOC118506853|XP_035900475.1|ASTE	LOC108016982|XP_036676430.1|DSUZ
OG0000217	LOC118512344|XP_035912523.1|ASTE	LOC108008850|XP_016928248.1|DSUZ, LOC108016651|XP_016938848.1|DSUZ
OG0000218	LOC118510059|XP_035907341.1|ASTE	LOC108007911|XP_016927172.1|DSUZ, LOC108020832|XP_016944708.1|DSUZ, LOC108020848|XP_016944727.1|DSUZ, LOC108020816|XP_016944687.1|DSUZ
OG0000219	LOC118510240|XP_035907700.1|ASTE, LOC118517267|XP_035919133.1|ASTE	LOC108017755|XP_016940356.1|DSUZ, LOC108017756|XP_016940357.1|DSUZ, LOC108017752|XP_016940354.1|DSUZ
OG0000220	LOC118510365|XP_035907967.1|ASTE, LOC118510359|XP_035907961.1|ASTE	LOC108012668|XP_016933584.2|DSUZ, LOC108012632|XP_016933544.1|DSUZ, LOC108012637|XP_016933549.2|DSUZ
OG0000221	LOC118512893|XP_035913890.1|ASTE, LOC118512894|XP_035913899.1|ASTE	LOC108019787|XP_016943270.1|DSUZ, LOC108017216|XP_016939702.1|DSUZ, LOC108019786|XP_016943267.1|DSUZ
OG0000222	LOC118508815|XP_035904449.1|ASTE	LOC108017632|XP_016940258.2|DSUZ
OG0000224	LOC118512550|XP_035913028.1|ASTE, LOC118512555|XP_035913034.1|ASTE, LOC118510034|XP_035907315.1|ASTE, LOC118512553|XP_035913032.1|ASTE	LOC108009197|XP_016928844.1|DSUZ
OG0000225	LOC118502418|XP_035890536.1|ASTE, LOC118504515|XP_035894940.1|ASTE	LOC108005706|XP_016924522.2|DSUZ, LOC108020651|XP_016944497.2|DSUZ, LOC108020653|XP_016944499.2|DSUZ
OG0000226	LOC118506112|XP_035898708.1|ASTE	LOC108013218|XP_016934433.1|DSUZ, LOC108013220|XP_016934436.1|DSUZ, LOC108012946|XP_016933971.1|DSUZ
OG0000228	LOC118507788|XP_035902717.1|ASTE	LOC108017579|XP_016940156.1|DSUZ, LOC108006945|XP_016926036.2|DSUZ, LOC108015094|XP_016936825.2|DSUZ, LOC108010213|XP_016930549.1|DSUZ
OG0000229	LOC118505141|XP_035896386.1|ASTE	LOC108020148|XP_036673516.1|DSUZ
OG0000229	LOC118505366|XP_035896957.1|ASTE	LOC108018365|XP_036672880.1|DSUZ
OG0000230	LOC118511477|XP_035910508.1|ASTE, LOC118511480|XP_035910510.1|ASTE, LOC118511478|XP_035910509.1|ASTE, LOC118511476|XP_035910504.1|ASTE	LOC108008231|XP_036668929.1|DSUZ
OG0000232	LOC118503459|XP_035892635.1|ASTE	LOC108007357|XP_016926497.2|DSUZ, LOC108017880|XP_016940532.1|DSUZ, LOC108017882|XP_016940534.1|DSUZ
OG0000233	LOC118508457|XP_035904152.1|ASTE	LOC108015510|XP_016937457.1|DSUZ, LOC108010836|XP_016931293.2|DSUZ, LOC108010841|XP_036675358.1|DSUZ
OG0000235	LOC118504927|XP_035895913.1|ASTE	LOC108005194|XP_016923868.2|DSUZ, LOC108005189|XP_016923862.2|DSUZ, LOC108010869|XP_016931337.2|DSUZ, LOC108010856|XP_036675655.1|DSUZ
OG0000236	LOC118507015|XP_035900844.1|ASTE	LOC108006847|XP_016925890.1|DSUZ, LOC108007064|XP_016926161.1|DSUZ, LOC108011204|XP_036676044.1|DSUZ, LOC108004746|XP_016923269.1|DSUZ
OG0000237	LOC118512278|XP_035912368.1|ASTE	LOC108018159|XP_016941119.1|DSUZ
OG0000237	LOC118511482|XP_035910512.1|ASTE	LOC108006856|XP_016925913.1|DSUZ, LOC108007701|XP_016926933.1|DSUZ
OG0000238	LOC118511649|XP_035910876.1|ASTE, LOC118511652|XP_035910881.1|ASTE	LOC108020523|XP_016944361.1|DSUZ, LOC108020500|XP_036671102.1|DSUZ, LOC108020548|XP_016944384.1|DSUZ
OG0000239	LOC118504709|XP_035895435.1|ASTE	LOC108012089|XP_036674188.1|DSUZ, LOC108014112|XP_016935626.1|DSUZ
OG0000240	LOC118507974|XP_035903200.1|ASTE	LOC108019290|XP_016942596.2|DSUZ, LOC108019247|XP_036673832.1|DSUZ, LOC108016052|XP_016938134.1|DSUZ
OG0000241	LOC118503481|XP_035892675.1|ASTE	LOC108011377|XP_036670568.1|DSUZ, LOC108005670|XP_016924480.2|DSUZ
