Orthogroup	ASTE.longest_only	DPER.longest_only
OG0000128	LOC118516915|XP_035918646.1|ASTE, LOC118509094|XP_035905138.1|ASTE	LOC6591138|XP_026841346.1|DPER, LOC6591137|XP_002015931.1|DPER
OG0000129	LOC118506636|XP_035899907.1|ASTE	LOC6600225|XP_026846733.1|DPER, LOC6595739|XP_002021356.1|DPER, LOC113565640|XP_026844003.1|DPER, LOC6604479|XP_026846732.1|DPER
OG0000130	LOC118507218|XP_035901212.1|ASTE	LOC113566721|XP_026849408.1|DPER, LOC6601427|XP_026847802.1|DPER, LOC6601429|XP_002026465.2|DPER, LOC6599462|XP_002024611.2|DPER
OG0000132	LOC118503160|XP_035892014.1|ASTE, LOC118502510|XP_035890646.1|ASTE	LOC6589424|XP_002014544.2|DPER, LOC6591607|XP_002017102.1|DPER
OG0000134	LOC118502732|XP_035891190.1|ASTE	LOC6588294|XP_002012910.1|DPER
OG0000134	LOC118514038|XP_035916413.1|ASTE	LOC6596579|XP_026843085.1|DPER
OG0000136	LOC118508846|XP_035904490.1|ASTE, LOC118504821|XP_035895720.1|ASTE	LOC113565174|XP_026842244.1|DPER, LOC113565244|XP_026842782.1|DPER
OG0000137	LOC118507552|XP_035902026.1|ASTE	LOC6601084|XP_026847344.1|DPER, LOC6587713|XP_026840068.1|DPER
OG0000137	LOC118511893|XP_035911416.1|ASTE, LOC118512768|XP_035913566.1|ASTE, LOC118516694|XP_035918532.1|ASTE, LOC118516358|XP_035918086.1|ASTE	LOC6604534|XP_026847613.1|DPER
OG0000140	LOC118512572|XP_035913082.1|ASTE, LOC118512573|XP_035913084.1|ASTE, LOC118512574|XP_035913086.1|ASTE, LOC118512579|XP_035913100.1|ASTE, LOC118512272|XP_035912354.1|ASTE	LOC6587347|XP_002013026.1|DPER, LOC6600838|XP_026842581.1|DPER
OG0000141	LOC118513164|XP_035914504.1|ASTE	LOC6601432|XP_026847826.1|DPER, LOC6601434|XP_002026469.1|DPER, LOC6601435|XP_002026471.1|DPER, LOC6601436|XP_002026472.1|DPER
OG0000142	LOC118504509|XP_035894932.1|ASTE	LOC6592001|XP_002016826.1|DPER
OG0000142	LOC118513535|XP_035915303.1|ASTE	LOC6591470|XP_026840208.1|DPER
OG0000142	LOC118517327|XP_035919203.1|ASTE	LOC6598595|XP_026846352.1|DPER
OG0000143	LOC118512636|XP_035913225.1|ASTE	LOC6599054|XP_002024170.1|DPER
OG0000143	LOC118508535|XP_035904305.1|ASTE, LOC118508252|XP_035903758.1|ASTE, LOC118506266|XP_035899062.1|ASTE, LOC118506267|XP_035899063.1|ASTE	LOC6599053|XP_002024169.2|DPER
OG0000144	LOC118504520|XP_035894945.1|ASTE	LOC6591617|XP_002017119.2|DPER
OG0000144	LOC118517574|XP_035919714.1|ASTE	LOC6598384|XP_026850061.1|DPER
OG0000144	LOC118514648|XP_035917567.1|ASTE, LOC118514649|XP_035917570.1|ASTE	LOC6589307|XP_026844454.1|DPER
OG0000145	LOC118513794|XP_035915873.1|ASTE, LOC118513795|XP_035915874.1|ASTE	LOC6597884|XP_026846962.1|DPER, LOC6589346|XP_002015321.1|DPER, LOC6589344|XP_002015319.1|DPER, LOC6589345|XP_002015320.1|DPER
OG0000147	LOC118509851|XP_035906945.1|ASTE	LOC6603062|XP_002028055.1|DPER
OG0000147	LOC118505553|XP_035897399.1|ASTE, LOC118505551|XP_035897397.1|ASTE	LOC6588072|XP_002013315.1|DPER
OG0000148	LOC118503637|XP_035893028.1|ASTE	LOC6588718|XP_002014991.1|DPER
OG0000148	LOC118509198|XP_035905361.1|ASTE, LOC118517263|XP_035919130.1|ASTE, LOC118513557|XP_035915372.1|ASTE	LOC6593518|XP_002019209.2|DPER
OG0000149	LOC118507680|XP_035902367.1|ASTE	LOC6593815|XP_002019062.1|DPER, LOC6599925|XP_002025053.1|DPER
OG0000152	LOC118513581|XP_035915437.1|ASTE, LOC118515234|XP_035917812.1|ASTE	LOC6587401|XP_002013652.1|DPER, LOC6587313|XP_002013654.2|DPER
OG0000153	LOC118505122|XP_035896329.1|ASTE	LOC6588597|XP_002013631.1|DPER, LOC6588624|XP_002013628.1|DPER, LOC6588591|XP_002013629.2|DPER
OG0000154	LOC118503656|XP_035893072.1|ASTE, LOC118503653|XP_035893066.1|ASTE	LOC6598833|XP_026849429.1|DPER, LOC6598832|XP_026849435.1|DPER, LOC113566039|XP_026845649.1|DPER
OG0000155	LOC118507321|XP_035901601.1|ASTE	LOC6597170|XP_002022348.1|DPER, LOC6597196|XP_002022341.1|DPER, LOC6597197|XP_002022342.1|DPER
OG0000157	LOC118509510|XP_035906089.1|ASTE, LOC118509511|XP_035906090.1|ASTE	LOC6592443|XP_002017788.1|DPER, LOC6592446|XP_002017791.1|DPER, LOC113565052|XP_026841013.1|DPER
OG0000158	LOC118508367|XP_035903982.1|ASTE, LOC118508366|XP_035903980.1|ASTE, LOC118504516|XP_035894941.1|ASTE, LOC118504508|XP_035894931.1|ASTE	LOC6600977|XP_026841188.1|DPER, LOC113565999|XP_026845403.1|DPER, LOC6596108|XP_002021261.2|DPER
OG0000159	LOC118516537|XP_035918374.1|ASTE, LOC118506076|XP_035898635.1|ASTE, LOC118516538|XP_035918375.1|ASTE, LOC118506072|XP_035898627.1|ASTE	LOC6596168|XP_002021145.2|DPER
OG0000159	LOC118516533|XP_035918367.1|ASTE, LOC118506074|XP_035898629.1|ASTE	LOC6598893|XP_026847869.1|DPER, LOC6597048|XP_026845483.1|DPER
OG0000160	LOC118506638|XP_035899912.1|ASTE, LOC118506639|XP_035899913.1|ASTE, LOC118506173|XP_035898837.1|ASTE, LOC118512315|XP_035912461.1|ASTE, LOC118506878|XP_035900521.1|ASTE, LOC118517712|XP_035920050.1|ASTE	LOC6587958|XP_002012778.1|DPER, LOC6587907|XP_002012779.1|DPER
OG0000162	LOC118510542|XP_035908395.1|ASTE, LOC118512639|XP_035913230.1|ASTE	LOC6603387|XP_002028373.1|DPER, LOC6589167|XP_002015024.2|DPER
OG0000163	LOC118503426|XP_035892559.1|ASTE, LOC118513177|XP_035914531.1|ASTE, LOC118513178|XP_035914532.1|ASTE, LOC118503428|XP_035892561.1|ASTE, LOC118503427|XP_035892560.1|ASTE	LOC6593292|XP_002019185.1|DPER, LOC6587704|XP_026840272.1|DPER
OG0000165	LOC118509479|XP_035906014.1|ASTE, LOC118503125|XP_035891975.1|ASTE	LOC6598661|XP_002023779.2|DPER, LOC6600107|XP_026846681.1|DPER
OG0000166	LOC118516432|XP_035918204.1|ASTE, LOC118509573|XP_035906232.1|ASTE	LOC6600875|XP_002025910.1|DPER
OG0000166	LOC118509377|XP_035905811.1|ASTE, LOC118517322|XP_035919195.1|ASTE, LOC118512273|XP_035912355.1|ASTE	LOC6600870|XP_002025905.1|DPER, LOC6600871|XP_026841757.1|DPER
OG0000169	LOC118512165|XP_035912137.1|ASTE	LOC6588463|XP_002013457.1|DPER
OG0000170	LOC118512459|XP_035912823.1|ASTE, LOC118512461|XP_035912824.1|ASTE, LOC118512457|XP_035912821.1|ASTE, LOC118512458|XP_035912822.1|ASTE	LOC6589767|XP_026844617.1|DPER, LOC6589766|XP_002014925.1|DPER
OG0000171	LOC118512486|XP_035912877.1|ASTE	LOC6598082|XP_026843556.1|DPER
OG0000171	LOC118504537|XP_035895000.1|ASTE	LOC6588676|XP_026844905.1|DPER
OG0000171	LOC118517651|XP_035919876.1|ASTE	LOC6603374|XP_026845885.1|DPER
OG0000172	LOC118513117|XP_035914409.1|ASTE	LOC113566576|XP_026848585.1|DPER, LOC6591490|XP_026849952.1|DPER, LOC6587788|XP_026839976.1|DPER, LOC6588077|XP_026842102.1|DPER, LOC6600615|XP_026847635.1|DPER, LOC6590989|XP_026841961.1|DPER, LOC6590990|XP_026840586.1|DPER, LOC6600602|XP_026847640.1|DPER, LOC6600817|XP_026841451.1|DPER, LOC6590004|XP_002016054.1|DPER, LOC113565146|XP_026842020.1|DPER, LOC6600600|XP_002025590.2|DPER
OG0000173	LOC118514581|XP_035917476.1|ASTE, LOC118514578|XP_035917474.1|ASTE	LOC6590945|XP_002016015.1|DPER, LOC6590933|XP_002016012.1|DPER
OG0000174	LOC118510691|XP_035908757.1|ASTE, LOC118510690|XP_035908756.1|ASTE, LOC118510692|XP_035908759.1|ASTE	LOC6590910|XP_026842071.1|DPER, LOC6593850|XP_002019218.1|DPER, LOC6592364|XP_002017969.1|DPER
OG0000175	LOC118505676|XP_035897701.1|ASTE	LOC6594575|XP_002019826.1|DPER
OG0000175	LOC118505455|XP_035897148.1|ASTE, LOC118505454|XP_035897147.1|ASTE, LOC118505456|XP_035897150.1|ASTE, LOC118505453|XP_035897146.1|ASTE	LOC6592066|XP_026848234.1|DPER
OG0000177	LOC118516399|XP_035918158.1|ASTE	LOC113566297|XP_026847132.1|DPER
OG0000179	LOC118504068|XP_035894003.1|ASTE, LOC118504072|XP_035894011.1|ASTE	LOC6593033|XP_002017710.1|DPER, LOC6591109|XP_026841469.1|DPER
OG0000179	LOC118504074|XP_035894020.1|ASTE	LOC6593359|XP_026843516.1|DPER
OG0000181	LOC118510422|XP_035908088.1|ASTE, LOC118510423|XP_035908089.1|ASTE, LOC118503395|XP_035892494.1|ASTE	LOC6587450|XP_002013053.1|DPER, LOC6598755|XP_026845471.1|DPER
OG0000182	LOC118507594|XP_035902154.1|ASTE	LOC6588239|XP_002014129.1|DPER
OG0000182	LOC118507593|XP_035902153.1|ASTE	LOC6587677|XP_002014128.1|DPER, LOC6588170|XP_002014127.1|DPER
OG0000183	LOC118510271|XP_035907766.1|ASTE	LOC6601664|XP_002026729.1|DPER, LOC6601932|XP_026848776.1|DPER
OG0000184	LOC118514693|XP_035917642.1|ASTE, LOC118514692|XP_035917641.1|ASTE, LOC118514694|XP_035917643.1|ASTE, LOC118514679|XP_035917620.1|ASTE, LOC118507293|XP_035901544.1|ASTE, LOC118507291|XP_035901543.1|ASTE	LOC6588908|XP_026844068.1|DPER, LOC6588910|XP_002014616.1|DPER
OG0000185	LOC118514354|XP_035917069.1|ASTE	LOC6590477|XP_002016663.1|DPER, LOC6591758|XP_002017419.1|DPER, LOC6591757|XP_002017418.1|DPER
OG0000186	LOC118504849|XP_035895754.1|ASTE	LOC6596899|XP_026849895.1|DPER, LOC113566201|XP_026846570.1|DPER, LOC6597208|XP_002022616.1|DPER, LOC6591781|XP_002017142.1|DPER, LOC6591782|XP_002017143.1|DPER, LOC113567328|XP_026850536.1|DPER
OG0000188	LOC118502826|XP_035891438.1|ASTE, LOC118510018|XP_035907723.1|ASTE, LOC118515928|XP_035917972.1|ASTE, LOC118507968|XP_035903192.1|ASTE	LOC6591847|XP_026844373.1|DPER, LOC6599347|XP_026847209.1|DPER, LOC6599448|XP_026847207.1|DPER
OG0000189	LOC118512655|XP_035913266.1|ASTE, LOC118517673|XP_035919957.1|ASTE	LOC6596288|XP_026843746.1|DPER
OG0000189	LOC118506640|XP_035899914.1|ASTE	LOC6598151|XP_026846353.1|DPER
OG0000190	LOC118510368|XP_035907979.1|ASTE	LOC6597034|XP_026845712.1|DPER
OG0000190	LOC118504545|XP_035895041.1|ASTE	LOC6590351|XP_002016420.1|DPER
OG0000191	LOC118512001|XP_035911636.1|ASTE	LOC6590792|XP_002015536.2|DPER
OG0000191	LOC118506505|XP_035899612.1|ASTE	LOC6590807|XP_002016353.1|DPER
OG0000192	LOC118507017|XP_035900847.1|ASTE, LOC118507018|XP_035900848.1|ASTE, LOC118502769|XP_035891252.1|ASTE	LOC113567323|XP_026850501.1|DPER, LOC113565988|XP_026845379.1|DPER, LOC6595906|XP_026845380.1|DPER
OG0000193	LOC118503852|XP_035893459.1|ASTE, LOC118508047|XP_035903392.1|ASTE	LOC6589745|XP_002014996.2|DPER, LOC6599609|XP_002024765.1|DPER
OG0000196	LOC118514064|XP_035916463.1|ASTE, LOC118514063|XP_035916462.1|ASTE	LOC6603537|XP_026843437.1|DPER
OG0000197	LOC118502626|XP_035890899.1|ASTE	LOC6602888|XP_026845135.1|DPER
OG0000197	LOC118502627|XP_035890901.1|ASTE	LOC6602885|XP_026849666.1|DPER
OG0000197	LOC118502628|XP_035890902.1|ASTE	LOC6602886|XP_026849657.1|DPER
OG0000200	LOC118503806|XP_035893399.1|ASTE	LOC6595233|XP_002020255.1|DPER, LOC6597989|XP_026843297.1|DPER, LOC6595234|XP_002020256.2|DPER
OG0000201	LOC118510098|XP_035907420.1|ASTE, LOC118510099|XP_035907423.1|ASTE, LOC118513874|XP_035916073.1|ASTE, LOC118517092|XP_035918839.1|ASTE	LOC6598809|XP_026844368.1|DPER, LOC6598806|XP_002023978.1|DPER
OG0000202	LOC118506617|XP_035899877.1|ASTE	LOC6594185|XP_002019816.1|DPER
OG0000203	LOC118507050|XP_035900904.1|ASTE	LOC6591309|XP_002016132.2|DPER, LOC113565072|XP_026841210.1|DPER, LOC6591307|XP_026842078.1|DPER
OG0000205	LOC118508310|XP_035903863.1|ASTE, LOC118517532|XP_035919659.1|ASTE, LOC118517534|XP_035919661.1|ASTE, LOC118517536|XP_035919663.1|ASTE, LOC118517535|XP_035919662.1|ASTE, LOC118517533|XP_035919660.1|ASTE	LOC6587789|XP_002012764.1|DPER, LOC6588211|XP_002013381.1|DPER
OG0000206	LOC118503159|XP_035892013.1|ASTE	LOC6592540|XP_002018315.1|DPER
OG0000206	LOC118517639|XP_035919843.1|ASTE	LOC6592539|XP_002018314.1|DPER
OG0000207	LOC118503769|XP_035893332.1|ASTE	LOC6596224|XP_026845243.1|DPER
OG0000210	LOC118510803|XP_035909015.1|ASTE	LOC6590462|XP_002015853.1|DPER, LOC6600424|XP_026848404.1|DPER
OG0000211	LOC118505116|XP_035896320.1|ASTE	LOC6598706|XP_002023885.1|DPER
OG0000212	LOC118514690|XP_035917639.1|ASTE, LOC118514687|XP_035917627.1|ASTE	LOC6589194|XP_002014618.1|DPER, LOC6589193|XP_026844063.1|DPER
OG0000213	LOC118506169|XP_035898832.1|ASTE, LOC118502455|XP_035890578.1|ASTE, LOC118510026|XP_035907306.1|ASTE, LOC118507679|XP_035902364.1|ASTE	LOC6602286|XP_026848556.1|DPER, LOC6590765|XP_002015397.2|DPER
OG0000214	LOC118508206|XP_035903670.1|ASTE	LOC6599389|XP_026847075.1|DPER, LOC6591196|XP_002015445.1|DPER, LOC113567353|XP_026850684.1|DPER, LOC6591646|XP_002016859.1|DPER
OG0000215	LOC118505358|XP_035896927.1|ASTE, LOC118506177|XP_035898842.1|ASTE	LOC6602193|XP_026848038.1|DPER, LOC6602192|XP_026848037.1|DPER, LOC6595839|XP_026845456.1|DPER
OG0000216	LOC118514658|XP_035917584.1|ASTE	LOC6598189|XP_002023363.1|DPER, LOC6599178|XP_002024369.1|DPER, LOC6599143|XP_002024377.1|DPER, LOC6599156|XP_002024383.1|DPER, LOC6599145|XP_002024379.2|DPER, LOC6601936|XP_002026978.1|DPER, LOC6603240|XP_002028216.1|DPER
OG0000217	LOC118506853|XP_035900475.1|ASTE	LOC6597347|XP_002022549.1|DPER
OG0000217	LOC118512344|XP_035912523.1|ASTE	LOC6588853|XP_002014908.2|DPER, LOC6597348|XP_002022550.1|DPER
OG0000218	LOC118510059|XP_035907341.1|ASTE	LOC6590871|XP_002016163.1|DPER, LOC6588743|XP_002015090.1|DPER, LOC6588859|XP_002015089.1|DPER, LOC6588857|XP_002015087.1|DPER, LOC6588858|XP_002015088.1|DPER
OG0000219	LOC118510240|XP_035907700.1|ASTE, LOC118517267|XP_035919133.1|ASTE	LOC6590590|XP_026841508.1|DPER, LOC6590884|XP_026841510.1|DPER, LOC6590592|XP_026841509.1|DPER
OG0000220	LOC118510365|XP_035907967.1|ASTE, LOC118510359|XP_035907961.1|ASTE	LOC6603022|XP_002028043.1|DPER, LOC6603020|XP_002028041.1|DPER, LOC6603021|XP_002028042.1|DPER
OG0000221	LOC118512893|XP_035913890.1|ASTE, LOC118512894|XP_035913899.1|ASTE	LOC6592960|XP_002017962.1|DPER, LOC6588577|XP_002013622.2|DPER, LOC6592959|XP_026841017.1|DPER
OG0000222	LOC118508815|XP_035904449.1|ASTE	LOC6598101|XP_002023243.2|DPER
OG0000224	LOC118512550|XP_035913028.1|ASTE, LOC118512555|XP_035913034.1|ASTE, LOC118510034|XP_035907315.1|ASTE, LOC118512553|XP_035913032.1|ASTE	LOC6592353|XP_002018425.1|DPER
OG0000225	LOC118502418|XP_035890536.1|ASTE, LOC118504515|XP_035894940.1|ASTE	LOC113566005|XP_026845454.1|DPER, LOC6592129|XP_026839946.1|DPER, LOC6592112|XP_002016838.2|DPER
OG0000226	LOC118506112|XP_035898708.1|ASTE	LOC6602823|XP_002027825.2|DPER, LOC6602822|XP_002027824.1|DPER, LOC6602817|XP_002027819.2|DPER
OG0000228	LOC118507788|XP_035902717.1|ASTE	LOC6594401|XP_002019347.1|DPER, LOC113564959|XP_026840570.1|DPER, LOC6596405|XP_026843531.1|DPER
OG0000229	LOC118505141|XP_035896386.1|ASTE	LOC6587187|XP_026840041.1|DPER, LOC6587181|XP_002013055.2|DPER
OG0000229	LOC118505366|XP_035896957.1|ASTE	LOC6594363|XP_026850362.1|DPER
OG0000230	LOC118511477|XP_035910508.1|ASTE, LOC118511480|XP_035910510.1|ASTE, LOC118511478|XP_035910509.1|ASTE, LOC118511476|XP_035910504.1|ASTE	LOC6601345|XP_002026389.1|DPER, LOC6601344|XP_002026388.1|DPER, LOC6601343|XP_026841760.1|DPER
OG0000232	LOC118503459|XP_035892635.1|ASTE	LOC6591535|XP_002017319.2|DPER, LOC6590307|XP_002015511.1|DPER, LOC6590306|XP_002015510.2|DPER
OG0000233	LOC118508457|XP_035904152.1|ASTE	LOC6595052|XP_026846751.1|DPER, LOC6598675|XP_002023762.2|DPER, LOC6598677|XP_002023764.1|DPER
OG0000235	LOC118504927|XP_035895913.1|ASTE	LOC6588111|XP_002013388.1|DPER, LOC6587804|XP_002013387.1|DPER, LOC6587986|XP_002013386.1|DPER
OG0000236	LOC118507015|XP_035900844.1|ASTE	LOC6602587|XP_002027611.1|DPER, LOC6589563|XP_026844814.1|DPER, LOC6596549|XP_026843606.1|DPER, LOC113566778|XP_026849659.1|DPER
OG0000237	LOC118512278|XP_035912368.1|ASTE	LOC6590277|XP_026841369.1|DPER
OG0000237	LOC118511482|XP_035910512.1|ASTE	LOC113565387|XP_026842995.1|DPER, LOC6588533|XP_002013838.1|DPER
OG0000238	LOC118511649|XP_035910876.1|ASTE, LOC118511652|XP_035910881.1|ASTE	LOC6589112|XP_026844118.1|DPER, LOC6589111|XP_002015230.2|DPER
OG0000239	LOC118504709|XP_035895435.1|ASTE	LOC6591504|XP_002016954.1|DPER, LOC6594023|XP_026850292.1|DPER, LOC6594138|XP_002019764.1|DPER
OG0000240	LOC118507974|XP_035903200.1|ASTE	LOC6591862|XP_026850168.1|DPER, LOC6591864|XP_002017354.1|DPER, LOC6591667|XP_026850989.1|DPER
OG0000241	LOC118503481|XP_035892675.1|ASTE	LOC6591381|XP_002017245.2|DPER, LOC6597061|XP_002022186.2|DPER, LOC6591451|XP_002017473.1|DPER, LOC6591476|XP_002017467.2|DPER, LOC6591478|XP_002017469.2|DPER, LOC6603977|XP_026845679.1|DPER, LOC113565993|XP_026845389.1|DPER, LOC113565995|XP_026845392.1|DPER, LOC6596896|XP_026845386.1|DPER, LOC113565996|XP_026845393.1|DPER, LOC6604434|XP_026845401.1|DPER, LOC6604635|XP_026850003.1|DPER, LOC6589803|XP_026844797.1|DPER
OG0000242	LOC118515214|XP_035917801.1|ASTE, LOC118515179|XP_035917775.1|ASTE, LOC118515192|XP_035917784.1|ASTE, LOC118515160|XP_035917759.1|ASTE, LOC118515194|XP_035917786.1|ASTE, LOC118510854|XP_035909081.1|ASTE, LOC118507510|XP_035901943.1|ASTE	LOC113567167|XP_026850141.1|DPER, LOC113567102|XP_026850080.1|DPER, LOC113566204|XP_026846611.1|DPER, LOC113566042|XP_026845670.1|DPER, LOC113567206|XP_026850182.1|DPER, LOC113566839|XP_026849809.1|DPER, LOC113566932|XP_026849944.1|DPER, LOC113566125|XP_026846060.1|DPER, LOC113566975|XP_026850016.1|DPER, LOC113567054|XP_026850055.1|DPER, LOC113566863|XP_026849826.1|DPER, LOC113566958|XP_026850002.1|DPER
OG0000246	LOC118504838|XP_035895735.1|ASTE	LOC6589975|XP_002016323.2|DPER
OG0000247	LOC118509414|XP_035905879.1|ASTE, LOC118509412|XP_035905877.1|ASTE, LOC118509413|XP_035905878.1|ASTE, LOC118509411|XP_035905875.1|ASTE	LOC6596135|XP_026845395.1|DPER, LOC6596069|XP_002021100.1|DPER, LOC6596070|XP_002021101.1|DPER
OG0000248	LOC118512667|XP_035913313.1|ASTE, LOC118512666|XP_035913311.1|ASTE	LOC6604155|XP_026845361.1|DPER, LOC6596088|XP_002021241.2|DPER, LOC6590727|XP_002016178.1|DPER
OG0000249	LOC118510725|XP_035908828.1|ASTE	LOC6588766|XP_002014851.1|DPER, LOC6588765|XP_002014850.1|DPER, LOC6588764|XP_002014849.1|DPER
OG0000250	LOC118508491|XP_035904202.1|ASTE	LOC113565518|XP_026843585.1|DPER, LOC6602262|XP_002027292.1|DPER, LOC6602217|XP_026843584.1|DPER
OG0000251	LOC118505075|XP_035896254.1|ASTE	LOC6597681|XP_026848890.1|DPER, LOC6601282|XP_002026354.1|DPER, LOC6604362|XP_002029266.2|DPER
OG0000255	LOC118504899|XP_035895857.1|ASTE	LOC6590197|XP_002015828.1|DPER
OG0000256	LOC118509298|XP_035905630.1|ASTE	LOC6591225|XP_026842138.1|DPER, LOC6590485|XP_026842610.1|DPER
OG0000257	LOC118507286|XP_035901529.1|ASTE	LOC6590918|XP_002015409.1|DPER
OG0000261	LOC118510512|XP_035908317.1|ASTE, LOC118516853|XP_035918607.1|ASTE, LOC118516854|XP_035918608.1|ASTE, LOC118510513|XP_035908318.1|ASTE	LOC6588988|XP_002015170.1|DPER, LOC6588989|XP_002015171.1|DPER
OG0000262	LOC118512787|XP_035913596.1|ASTE	LOC6590715|XP_026841027.1|DPER
OG0000263	LOC118513361|XP_035914886.1|ASTE	LOC6590218|XP_002016531.2|DPER
OG0000263	LOC118513013|XP_035914180.1|ASTE	LOC6601424|XP_002026460.2|DPER
OG0000264	LOC118507130|XP_035901042.1|ASTE	LOC6598542|XP_026846178.1|DPER, LOC6598543|XP_002023739.1|DPER, LOC6594744|XP_002020396.1|DPER
OG0000267	LOC118506887|XP_035900544.1|ASTE, LOC118513471|XP_035915156.1|ASTE	LOC6594786|XP_002020540.1|DPER, LOC6594787|XP_002020541.1|DPER
OG0000268	LOC118502745|XP_035891203.1|ASTE	LOC6587641|XP_002013270.1|DPER, LOC6587284|XP_026846992.1|DPER
OG0000269	LOC118507820|XP_035902791.1|ASTE	LOC6587699|XP_002014102.1|DPER
OG0000269	LOC118510294|XP_035907812.1|ASTE	LOC6591644|XP_002016857.2|DPER
OG0000270	LOC118503824|XP_035893419.1|ASTE, LOC118510655|XP_035908672.1|ASTE, LOC118503826|XP_035893421.1|ASTE, LOC118503825|XP_035893420.1|ASTE, LOC118503827|XP_035893423.1|ASTE	LOC6592525|XP_026841241.1|DPER
OG0000271	LOC118513311|XP_035914791.1|ASTE	LOC6589230|XP_002014219.1|DPER, LOC113565883|XP_026845045.1|DPER, LOC113565230|XP_026842688.1|DPER, LOC6591252|XP_026841574.1|DPER
OG0000272	LOC118509040|XP_035904990.1|ASTE	LOC6602554|XP_026846824.1|DPER
OG0000273	LOC118508518|XP_035904265.1|ASTE	LOC6592110|XP_002017293.1|DPER, LOC6596627|XP_002021635.2|DPER, LOC6592070|XP_002017519.1|DPER
OG0000279	LOC118506563|XP_035899778.1|ASTE	LOC6602488|XP_002027516.2|DPER, LOC6604048|XP_026850085.1|DPER, LOC113567217|XP_026850194.1|DPER, LOC113567089|XP_026850070.1|DPER, LOC113567006|XP_026850030.1|DPER, LOC113567305|XP_026850440.1|DPER, LOC113566814|XP_026849776.1|DPER, LOC6604133|XP_002029070.2|DPER, LOC6604081|XP_026850054.1|DPER, LOC113567150|XP_026850126.1|DPER, LOC113567007|XP_026850032.1|DPER, LOC113567008|XP_026850033.1|DPER, LOC113566957|XP_026850001.1|DPER, LOC113566956|XP_026849999.1|DPER, LOC6603644|XP_002028618.2|DPER, LOC6604045|XP_002028988.1|DPER, LOC113567004|XP_026850028.1|DPER, LOC113566955|XP_026849998.1|DPER, LOC113567005|XP_026850029.1|DPER
OG0000280	LOC118512959|XP_035914076.1|ASTE	LOC6602407|XP_002027412.2|DPER, LOC6602406|XP_002027411.2|DPER, LOC113566561|XP_026848456.1|DPER
OG0000281	LOC118509940|XP_035907165.1|ASTE	LOC6601691|XP_002026725.1|DPER, LOC6597239|XP_002022534.2|DPER, LOC6597493|XP_002022641.2|DPER
OG0000282	LOC118502391|XP_035890506.1|ASTE	LOC6603290|XP_026849866.1|DPER
OG0000283	LOC118505670|XP_035897690.1|ASTE	LOC6600926|XP_026842279.1|DPER
OG0000283	LOC118502775|XP_035891299.1|ASTE, LOC118517383|XP_035919322.1|ASTE	LOC6587294|XP_026840078.1|DPER
OG0000284	LOC118516654|XP_035918511.1|ASTE, LOC118513197|XP_035914577.1|ASTE, LOC118513227|XP_035914647.1|ASTE	LOC6602437|XP_002027472.1|DPER
OG0000284	LOC118514629|XP_035917520.1|ASTE	LOC6598132|XP_026843255.1|DPER
OG0000285	LOC118510124|XP_035907487.1|ASTE, LOC118510126|XP_035907489.1|ASTE, LOC118510125|XP_035907488.1|ASTE	LOC6591167|XP_002016270.1|DPER
OG0000292	LOC118506849|XP_035900472.1|ASTE	LOC6592284|XP_002018403.1|DPER
OG0000292	LOC118503100|XP_035891919.1|ASTE	LOC6599069|XP_026848974.1|DPER
OG0000293	LOC118505627|XP_035897593.1|ASTE	LOC6594994|XP_002020160.1|DPER, LOC6596583|XP_002021670.2|DPER, LOC6594991|XP_002020157.2|DPER
OG0000294	LOC118510955|XP_035909298.1|ASTE, LOC118510954|XP_035909293.1|ASTE	LOC6598125|XP_002023281.2|DPER
OG0000294	LOC118504855|XP_035895764.1|ASTE	LOC6599410|XP_026847073.1|DPER
OG0000295	LOC118510879|XP_035909139.1|ASTE	LOC6591206|XP_002016196.2|DPER, LOC6587493|XP_002013063.1|DPER
OG0000296	LOC118517585|XP_035919753.1|ASTE	LOC6593738|XP_002018996.1|DPER, LOC6601085|XP_026847350.1|DPER, LOC6598402|XP_026846284.1|DPER
OG0000299	LOC118505430|XP_035897097.1|ASTE	LOC6587398|XP_026841615.1|DPER, LOC6587438|XP_002014037.1|DPER, LOC6587353|XP_002014036.1|DPER
OG0000301	LOC118511253|XP_035909996.1|ASTE	LOC6601991|XP_002027068.1|DPER
OG0000301	LOC118514291|XP_035916946.1|ASTE	LOC6589195|XP_002014619.1|DPER
OG0000302	LOC118510778|XP_035908953.1|ASTE, LOC118510776|XP_035908938.1|ASTE, LOC118510775|XP_035908937.1|ASTE	LOC6601148|XP_002026280.2|DPER, LOC6601149|XP_002026281.1|DPER
OG0000303	LOC118507766|XP_035902676.1|ASTE	LOC6600655|XP_002025664.1|DPER, LOC113566276|XP_026847029.1|DPER, LOC6589431|XP_002015008.2|DPER
OG0000304	LOC118508384|XP_035904014.1|ASTE	LOC6593549|XP_026843855.1|DPER, LOC6593545|XP_002019135.1|DPER, LOC6588546|XP_002012984.1|DPER, LOC6588542|XP_026851023.1|DPER
OG0000305	LOC118507753|XP_035902656.1|ASTE	LOC6597067|XP_026845430.1|DPER
OG0000306	LOC118512366|XP_035912608.1|ASTE	LOC6589931|XP_002015882.2|DPER, LOC6598282|XP_026846345.1|DPER
OG0000307	LOC118510839|XP_035909059.1|ASTE	LOC6594303|XP_026850365.1|DPER
