Orthogroup	BTRY.longest_only	DYAK.longest_only
OG0000047	LOC120775795|XP_039962073.1|BTRY	LOC6531393|XP_002092196.1|DYAK, LOC6531396|XP_002092199.1|DYAK, LOC6529920|XP_002090877.1|DYAK, LOC6533594|XP_002094302.1|DYAK, LOC6529913|XP_002090870.1|DYAK, LOC6533595|XP_002094303.1|DYAK
OG0000048	LOC120778037|XP_039965645.1|BTRY, LOC120778038|XP_039965646.1|BTRY	LOC6539501|XP_002086390.1|DYAK, LOC26534611|XP_015045057.1|DYAK
OG0000048	LOC120770488|XP_039953937.1|BTRY, LOC120782877|XP_039971357.1|BTRY, LOC120777798|XP_039965264.1|BTRY, LOC120778212|XP_039965903.1|BTRY, LOC120777799|XP_039965266.1|BTRY, LOC120778322|XP_039966052.1|BTRY, LOC120778227|XP_039965918.1|BTRY, LOC120778460|XP_039966194.1|BTRY	LOC6539643|XP_002086528.1|DYAK, LOC6539644|XP_002086526.2|DYAK
OG0000048	LOC120770486|XP_039953934.1|BTRY	LOC6539640|XP_002086529.1|DYAK
OG0000049	LOC120782870|XP_039971347.1|BTRY	LOC6536652|XP_002097224.1|DYAK
OG0000049	LOC120782209|XP_039970301.1|BTRY	LOC6537437|XP_002097993.1|DYAK
OG0000049	LOC120781673|XP_039969832.1|BTRY	LOC6536653|XP_002097225.1|DYAK
OG0000049	LOC120782186|XP_039970263.1|BTRY, LOC120782627|XP_039970929.1|BTRY	LOC6536655|XP_002097227.1|DYAK, LOC6536654|XP_002097226.1|DYAK
OG0000049	LOC120772847|XP_039957638.1|BTRY	LOC6537438|XP_002097994.1|DYAK
OG0000050	LOC120776369|XP_039962882.1|BTRY	LOC6530239|XP_002091176.2|DYAK
OG0000050	LOC120778411|XP_039966128.1|BTRY	LOC6535160|XP_039230152.1|DYAK, LOC6535164|XP_002095826.2|DYAK, LOC6535163|XP_002095825.2|DYAK, LOC120320448|XP_039230150.1|DYAK, LOC6535165|XP_002095827.2|DYAK, LOC6535162|XP_002095824.2|DYAK
OG0000051	LOC120776450|XP_039963045.1|BTRY	LOC6536236|XP_002096825.1|DYAK
OG0000051	LOC120782523|XP_039970766.1|BTRY, LOC120766330|XP_039947687.1|BTRY	LOC6536859|XP_002097428.1|DYAK
OG0000051	LOC120774683|XP_039960350.1|BTRY, LOC120766819|XP_039948463.1|BTRY, LOC120766441|XP_039947883.1|BTRY	LOC6536777|XP_002097348.1|DYAK, LOC6537302|XP_002097860.1|DYAK, LOC6536778|XP_002097349.1|DYAK, LOC6536779|XP_002097350.1|DYAK
OG0000052	LOC120771792|XP_039955923.1|BTRY, LOC120772636|XP_039957293.1|BTRY, LOC120772635|XP_039957292.1|BTRY, LOC120772637|XP_039957294.1|BTRY	LOC6536447|XP_002097028.1|DYAK, LOC6537955|XP_002098492.1|DYAK, LOC6536445|XP_002097026.2|DYAK, LOC6536449|XP_002097030.1|DYAK, LOC6536448|XP_002097029.1|DYAK, LOC6531034|XP_002091870.1|DYAK, LOC6531035|XP_002091871.1|DYAK
OG0000053	LOC120770153|XP_039953281.1|BTRY	LOC6528601|XP_002089644.1|DYAK, LOC6528600|XP_002089643.1|DYAK
OG0000053	LOC120770564|XP_039954076.1|BTRY	LOC6528599|XP_002089642.1|DYAK
OG0000053	LOC120770562|XP_039954075.1|BTRY	LOC6528598|XP_002089641.2|DYAK
OG0000053	LOC120771115|XP_039954899.1|BTRY, LOC120772335|XP_039956813.1|BTRY, LOC120771116|XP_039954900.1|BTRY	LOC6528594|XP_002089637.3|DYAK
OG0000054	LOC120766688|XP_039948268.1|BTRY, LOC120773479|XP_039958337.1|BTRY	LOC6537158|XP_002097719.1|DYAK
OG0000054	LOC120766314|XP_039947666.1|BTRY, LOC120771817|XP_039955972.1|BTRY, LOC120766166|XP_039947447.1|BTRY	LOC6537157|XP_002097718.1|DYAK, LOC6537155|XP_002097716.1|DYAK, LOC6537156|XP_002097717.1|DYAK
OG0000055	LOC120782330|XP_039970490.1|BTRY	LOC6538867|XP_039231804.1|DYAK
OG0000056	LOC120773463|XP_039958298.1|BTRY, LOC120773462|XP_039958296.1|BTRY, LOC120773461|XP_039958295.1|BTRY	LOC6537842|XP_002098383.1|DYAK, LOC6537843|XP_002098384.1|DYAK, LOC6537844|XP_002098385.1|DYAK, LOC6537846|XP_002098387.1|DYAK, LOC6537845|XP_002098386.1|DYAK
OG0000056	LOC120775660|XP_039961862.1|BTRY	LOC6536528|XP_002097104.1|DYAK, LOC6536529|XP_002097105.1|DYAK
OG0000058	LOC120778110|XP_039965747.1|BTRY, LOC120778815|XP_039966755.1|BTRY, LOC120777383|XP_039964608.1|BTRY	LOC6530969|XP_002091807.2|DYAK, LOC6529786|XP_002090770.1|DYAK, LOC6530971|XP_002091809.1|DYAK, LOC6527116|XP_002088209.1|DYAK, LOC6524094|XP_002099958.2|DYAK
OG0000059	LOC120780097|XP_039968312.1|BTRY, LOC120780106|XP_039968325.1|BTRY, LOC120775512|XP_039961658.1|BTRY, LOC120778400|XP_039966151.1|BTRY, LOC120781731|XP_039969904.1|BTRY, LOC120782205|XP_039970291.1|BTRY, LOC120766699|XP_039948281.1|BTRY, LOC120782168|XP_039970239.1|BTRY, LOC120775546|XP_039961709.1|BTRY	LOC6538372|XP_002098896.1|DYAK, LOC6538374|XP_002098898.1|DYAK, LOC6538375|XP_002098899.1|DYAK, LOC6538373|XP_002098897.1|DYAK, LOC6538380|XP_002098904.1|DYAK
OG0000060	LOC120775432|XP_039961551.1|BTRY	LOC6524523|XP_002100380.1|DYAK
OG0000060	LOC120768177|XP_039950680.1|BTRY	LOC6538963|XP_002099466.1|DYAK
OG0000061	LOC120768964|XP_039951692.1|BTRY	LOC6528992|XP_002090024.1|DYAK
OG0000061	LOC120768474|XP_039951115.1|BTRY, LOC120768583|XP_039951274.1|BTRY	LOC6528990|XP_002090022.1|DYAK, LOC6528989|XP_002090021.1|DYAK
OG0000062	LOC120769500|XP_039952465.1|BTRY, LOC120766206|XP_039947509.1|BTRY, LOC120779328|XP_039967463.1|BTRY, LOC120775291|XP_039961384.1|BTRY, LOC120771826|XP_039955989.1|BTRY, LOC120769103|XP_039951898.1|BTRY, LOC120767422|XP_039949399.1|BTRY, LOC120767417|XP_039949393.1|BTRY, LOC120767416|XP_039949392.1|BTRY, LOC120767418|XP_039949395.1|BTRY, LOC120767419|XP_039949396.1|BTRY, LOC120767415|XP_039949390.1|BTRY, LOC120767420|XP_039949397.1|BTRY, LOC120767414|XP_039949389.1|BTRY, LOC120767411|XP_039949387.1|BTRY, LOC120776617|XP_039963346.1|BTRY	LOC6525291|XP_002101127.1|DYAK, LOC6529702|XP_002090695.1|DYAK, LOC6529703|XP_002090696.1|DYAK, LOC26534489|XP_015054512.1|DYAK, LOC26536280|XP_015054717.1|DYAK
OG0000063	LOC120774802|XP_039960529.1|BTRY, LOC120775030|XP_039960920.1|BTRY, LOC120776056|XP_039962449.1|BTRY	LOC6537057|XP_002097622.1|DYAK, LOC6537058|XP_015048091.1|DYAK, LOC6537056|XP_002097621.1|DYAK
OG0000063	LOC120782455|XP_039970679.1|BTRY, LOC120777941|XP_039965477.1|BTRY	LOC26535015|XP_015050152.1|DYAK, LOC6533568|XP_039229911.1|DYAK, LOC6533569|XP_002094279.1|DYAK, LOC6533570|XP_002094280.2|DYAK
OG0000065	LOC120779665|XP_039967959.1|BTRY, LOC120779680|XP_039967975.1|BTRY, LOC120782495|XP_039970733.1|BTRY	LOC6536808|XP_002097378.1|DYAK, LOC6527757|XP_002088837.1|DYAK, LOC6536809|XP_002097379.1|DYAK, LOC6536708|XP_002097280.1|DYAK, LOC6536710|XP_015047907.1|DYAK, LOC6536709|XP_002097281.1|DYAK
OG0000066	LOC120773490|XP_039958365.1|BTRY	LOC6524569|XP_002100426.1|DYAK, LOC6537626|XP_002098171.1|DYAK, LOC6538183|XP_002098711.2|DYAK, LOC6529191|XP_002090198.1|DYAK, LOC6537142|XP_002097703.1|DYAK, LOC6526033|XP_002101850.1|DYAK, LOC6531786|XP_002092573.1|DYAK
OG0000067	LOC120778614|XP_039966425.1|BTRY	LOC6533078|XP_002093810.1|DYAK
OG0000067	LOC120772621|XP_039957270.1|BTRY	LOC6528771|XP_039227562.1|DYAK
OG0000067	LOC120778613|XP_039966424.1|BTRY	LOC6533077|XP_002093809.1|DYAK
OG0000068	LOC120776119|XP_039962576.1|BTRY	LOC6526162|XP_039231832.1|DYAK
OG0000069	LOC120769525|XP_039952497.1|BTRY	LOC6532175|XP_002092948.2|DYAK
OG0000070	LOC120775533|XP_039961688.1|BTRY, LOC120776028|XP_039962406.1|BTRY, LOC120774314|XP_039959783.1|BTRY, LOC120774316|XP_039959788.1|BTRY, LOC120774315|XP_039959784.1|BTRY	LOC6527107|XP_002088200.1|DYAK
OG0000070	LOC120775922|XP_039962258.1|BTRY	LOC6523840|XP_002099713.1|DYAK
OG0000070	LOC120774551|XP_039960215.1|BTRY	LOC6527108|XP_002088201.1|DYAK, LOC6525751|XP_002101573.1|DYAK
OG0000071	LOC120778566|XP_039966364.1|BTRY, LOC120778407|XP_039966125.1|BTRY	LOC6534017|XP_002094704.2|DYAK, LOC6534016|XP_002094703.3|DYAK, LOC6534018|XP_002094705.1|DYAK
OG0000072	LOC120771304|XP_039955172.1|BTRY	LOC6531405|XP_002092208.1|DYAK
OG0000072	LOC120772988|XP_039957836.1|BTRY	LOC6531398|XP_002092201.1|DYAK
OG0000072	LOC120771756|XP_039955872.1|BTRY	LOC6531403|XP_002092206.1|DYAK
OG0000073	LOC120770531|XP_039954016.1|BTRY	LOC6531137|XP_002091971.1|DYAK
OG0000073	LOC120773570|XP_039958474.1|BTRY	LOC6523936|XP_039227706.1|DYAK
OG0000073	LOC120766419|XP_039947816.1|BTRY	LOC6535942|XP_039231524.1|DYAK
OG0000074	LOC120778910|XP_039966891.1|BTRY	LOC6533148|XP_002093874.3|DYAK
OG0000074	LOC120776970|XP_039963997.1|BTRY	LOC6534311|XP_002094991.1|DYAK
OG0000075	LOC120776593|XP_039963300.1|BTRY	LOC6532578|XP_002093322.1|DYAK
OG0000075	LOC120776389|XP_039962933.1|BTRY, LOC120778794|XP_039966728.1|BTRY, LOC120778726|XP_039966624.1|BTRY, LOC120778602|XP_039966409.1|BTRY, LOC120778440|XP_039966162.1|BTRY	LOC6532579|XP_002093323.1|DYAK
OG0000075	LOC120776388|XP_039962932.1|BTRY	LOC6532581|XP_002093325.1|DYAK
OG0000076	LOC120778972|XP_039966981.1|BTRY	LOC6532992|XP_002093727.1|DYAK
OG0000076	LOC120773465|XP_039958303.1|BTRY, LOC120773464|XP_039958300.1|BTRY	LOC6536752|XP_002097324.1|DYAK, LOC6536754|XP_002097326.3|DYAK
OG0000076	LOC120773985|XP_039959178.1|BTRY	LOC6525884|XP_002101704.3|DYAK
OG0000077	LOC120770520|XP_039953996.1|BTRY	LOC6530939|XP_002091781.1|DYAK
OG0000077	LOC120766987|XP_039948728.1|BTRY	LOC6536356|XP_002096938.1|DYAK
OG0000077	LOC120771294|XP_039955159.1|BTRY	LOC6532023|XP_002092801.1|DYAK
OG0000077	LOC120767550|XP_039949648.1|BTRY	LOC6538194|XP_002098722.2|DYAK
OG0000078	LOC120776000|XP_039962366.1|BTRY, LOC120775042|XP_039960952.1|BTRY	LOC6530900|XP_002091752.1|DYAK, LOC6539800|XP_002086683.2|DYAK, LOC6536046|XP_015047532.1|DYAK, LOC6526129|XP_002101946.1|DYAK, LOC6525682|XP_002101504.1|DYAK
OG0000079	LOC120769799|XP_039952920.1|BTRY	LOC26535989|XP_015054680.1|DYAK, LOC26535629|XP_015054648.1|DYAK, LOC26536219|XP_015054707.1|DYAK, LOC26534965|XP_015054567.1|DYAK, LOC6526756|XP_002087859.1|DYAK, LOC6526757|XP_002087860.1|DYAK
OG0000080	LOC120770830|XP_039954353.1|BTRY, LOC120772997|XP_039957842.1|BTRY, LOC120772996|XP_039957841.1|BTRY	LOC6531683|XP_039228129.1|DYAK, LOC6531681|XP_002092472.1|DYAK
OG0000080	LOC120772075|XP_039956403.1|BTRY, LOC120772172|XP_039956551.1|BTRY	LOC6531377|XP_002092180.1|DYAK
OG0000081	LOC120778160|XP_039965820.1|BTRY	LOC6532337|XP_002093097.1|DYAK
OG0000082	LOC120782787|XP_039971189.1|BTRY	LOC6531302|XP_002092106.3|DYAK, LOC6537790|XP_002098331.1|DYAK
OG0000082	LOC120766890|XP_039948574.1|BTRY, LOC120766889|XP_039948573.1|BTRY	LOC6537368|XP_002097924.1|DYAK
OG0000083	LOC120768958|XP_039951686.1|BTRY	LOC6527136|XP_002088230.2|DYAK, LOC6527785|XP_002088858.1|DYAK, LOC6527784|XP_002088857.1|DYAK, LOC6527782|XP_002088855.1|DYAK, LOC6527783|XP_002088856.1|DYAK
OG0000083	LOC120767865|XP_039950113.1|BTRY	LOC26535515|XP_015054631.2|DYAK
OG0000084	LOC120781256|XP_039969343.1|BTRY	LOC6531040|XP_002091876.1|DYAK
OG0000084	LOC120770047|XP_039953099.1|BTRY, LOC120768058|XP_039950510.1|BTRY, LOC120771201|XP_039955035.1|BTRY	LOC6531494|XP_002092293.1|DYAK
OG0000085	LOC120770283|XP_039953552.1|BTRY	LOC6528455|XP_039227178.1|DYAK
OG0000087	LOC120768924|XP_039951637.1|BTRY	LOC6527930|XP_002088998.1|DYAK
OG0000087	LOC120772709|XP_039957394.1|BTRY, LOC120772832|XP_039957572.1|BTRY, LOC120772784|XP_039957501.1|BTRY, LOC120770617|XP_039954153.1|BTRY, LOC120770000|XP_039953024.1|BTRY, LOC120772666|XP_039957334.1|BTRY, LOC120770619|XP_039954154.1|BTRY, LOC120769645|XP_039952684.1|BTRY, LOC120769435|XP_039952350.1|BTRY	LOC6528232|XP_002089294.1|DYAK
OG0000087	LOC120769086|XP_039951880.1|BTRY	LOC6527955|XP_002089022.1|DYAK
OG0000088	LOC120773069|XP_039957940.1|BTRY	LOC6528290|XP_002089343.1|DYAK
OG0000089	LOC120766628|XP_039948178.1|BTRY	LOC6536099|XP_002096707.1|DYAK, LOC6536028|XP_002096643.1|DYAK
OG0000089	LOC120778537|XP_039966313.1|BTRY	LOC6532521|XP_002093267.1|DYAK
OG0000090	LOC120771351|XP_039955235.1|BTRY	LOC6528787|XP_002089821.1|DYAK
OG0000090	LOC120771989|XP_039956278.1|BTRY	LOC6528791|XP_002089825.1|DYAK
OG0000090	LOC120772488|XP_039957068.1|BTRY, LOC120771988|XP_039956277.1|BTRY	LOC6532959|XP_002093694.1|DYAK
OG0000091	LOC120780252|XP_039968448.1|BTRY	LOC6538091|XP_015048654.1|DYAK
OG0000091	LOC120769362|XP_039952257.1|BTRY	LOC6527294|XP_002088388.1|DYAK
OG0000091	LOC120773577|XP_039958502.1|BTRY	LOC6535563|XP_015047216.1|DYAK
OG0000091	LOC120777245|XP_039964375.1|BTRY, LOC120766362|XP_039947726.1|BTRY	LOC6535562|XP_002096191.1|DYAK
OG0000092	LOC120782357|XP_039970530.1|BTRY	LOC6538546|XP_002099068.1|DYAK
OG0000092	LOC120782888|XP_039971370.1|BTRY	LOC26535729|XP_015048909.1|DYAK
OG0000092	LOC120782541|XP_039970806.1|BTRY	LOC6538467|XP_002098991.1|DYAK, LOC6538545|XP_002099067.1|DYAK
OG0000093	LOC120768178|XP_039950676.1|BTRY	LOC6527671|XP_002088757.1|DYAK
OG0000093	LOC120774454|XP_039960036.1|BTRY	LOC6525246|XP_002101083.1|DYAK
OG0000094	LOC120781795|XP_039969955.1|BTRY, LOC120781757|XP_039969927.1|BTRY, LOC120781762|XP_039969932.1|BTRY, LOC120781776|XP_039969940.1|BTRY	LOC6537561|XP_002098107.2|DYAK
OG0000096	LOC120768952|XP_039951675.1|BTRY	LOC6529683|XP_002090676.1|DYAK, LOC6528976|XP_002090008.1|DYAK, LOC6536489|XP_002097067.1|DYAK
OG0000096	LOC120768465|XP_039951102.1|BTRY, LOC120768467|XP_039951105.1|BTRY, LOC120768466|XP_039951104.1|BTRY, LOC120768468|XP_039951106.1|BTRY, LOC120767637|XP_039949738.1|BTRY, LOC120767636|XP_039949737.1|BTRY, LOC120769373|XP_039952272.1|BTRY, LOC120768601|XP_039951297.1|BTRY, LOC120769075|XP_039951869.1|BTRY, LOC120769214|XP_039952041.1|BTRY, LOC120769063|XP_039951852.1|BTRY, LOC120769257|XP_039952092.1|BTRY, LOC120768464|XP_039951101.1|BTRY, LOC120768463|XP_039951100.1|BTRY	LOC6529746|XP_002090736.1|DYAK
OG0000099	LOC120777511|XP_039964811.1|BTRY	LOC6524441|XP_002100299.2|DYAK
OG0000099	LOC120773643|XP_039958585.1|BTRY	LOC6524440|XP_002100298.3|DYAK
OG0000099	LOC120773585|XP_039958507.1|BTRY	LOC6524444|XP_002100302.2|DYAK
OG0000101	LOC120776874|XP_039963866.1|BTRY	LOC6534957|XP_015050955.2|DYAK
OG0000101	LOC120776875|XP_039963867.1|BTRY	LOC6534953|XP_039230714.1|DYAK
OG0000101	LOC120776632|XP_039963382.1|BTRY	LOC26534783|XP_015050956.2|DYAK, LOC26535813|XP_015050952.1|DYAK
OG0000101	LOC120776631|XP_039963381.1|BTRY	LOC6539441|XP_039230706.1|DYAK
OG0000102	LOC120770301|XP_039953601.1|BTRY, LOC120770302|XP_039953602.1|BTRY	LOC6531176|XP_002092005.1|DYAK
OG0000102	LOC120768179|XP_039950679.1|BTRY, LOC120768056|XP_039950507.1|BTRY, LOC120771676|XP_039955732.1|BTRY, LOC120777852|XP_039965328.1|BTRY	LOC6528685|XP_002089727.1|DYAK
OG0000103	LOC120777733|XP_039965157.1|BTRY, LOC120776555|XP_039963241.1|BTRY	LOC6532637|XP_002093381.1|DYAK, LOC6534296|XP_002094977.1|DYAK, LOC26534987|XP_015050551.1|DYAK
OG0000103	LOC120771914|XP_039956135.1|BTRY, LOC120772128|XP_039956478.1|BTRY	LOC6529323|XP_015052185.1|DYAK
OG0000104	LOC120778142|XP_039965799.1|BTRY, LOC120778141|XP_039965798.1|BTRY	LOC6539474|XP_002086359.2|DYAK
OG0000104	LOC120766497|XP_039947982.1|BTRY, LOC120766343|XP_039947703.1|BTRY, LOC120778118|XP_039965756.1|BTRY	LOC6527852|XP_002088924.1|DYAK
OG0000104	LOC120778612|XP_039966423.1|BTRY, LOC120778866|XP_039966836.1|BTRY, LOC120779052|XP_039967120.1|BTRY, LOC120778973|XP_039966995.1|BTRY	LOC6539476|XP_002086365.3|DYAK, LOC6539477|XP_002086366.2|DYAK
OG0000105	LOC120782639|XP_039970941.1|BTRY, LOC120767012|XP_039948769.1|BTRY	LOC6536226|XP_002096817.1|DYAK
OG0000105	LOC120782189|XP_039970265.1|BTRY	LOC6536221|XP_002096812.1|DYAK, LOC6536220|XP_002096811.1|DYAK
OG0000107	LOC120770816|XP_039954328.1|BTRY	LOC6531775|XP_002092562.1|DYAK, LOC6529480|XP_002090482.1|DYAK, LOC6529479|XP_002090481.3|DYAK, LOC6531776|XP_002092563.1|DYAK
OG0000108	LOC120779619|XP_039967901.1|BTRY	LOC120321803|XP_039231670.1|DYAK
OG0000109	LOC120768593|XP_039951288.1|BTRY	LOC6527148|XP_002088242.1|DYAK
OG0000110	LOC120777572|XP_039964910.1|BTRY, LOC120778881|XP_039966858.1|BTRY	LOC6533316|XP_002094042.1|DYAK, LOC6533317|XP_002094043.1|DYAK
OG0000110	LOC120778906|XP_039966885.1|BTRY, LOC120777638|XP_039965025.1|BTRY	LOC6533318|XP_002094044.1|DYAK
OG0000111	LOC120771785|XP_039955913.1|BTRY, LOC120771525|XP_039955516.1|BTRY, LOC120771526|XP_039955517.1|BTRY, LOC120771524|XP_039955515.1|BTRY	LOC6530898|XP_002091750.1|DYAK, LOC6530894|XP_002091746.1|DYAK, LOC6530895|XP_002091747.2|DYAK
OG0000112	LOC120776060|XP_039962460.1|BTRY	LOC6526156|XP_002101970.1|DYAK, LOC6525567|XP_002101402.1|DYAK
OG0000112	LOC120773601|XP_039958533.1|BTRY, LOC120773600|XP_039958532.1|BTRY, LOC120773604|XP_039958538.1|BTRY, LOC120773603|XP_039958537.1|BTRY, LOC120773732|XP_039958723.1|BTRY	LOC6526126|XP_002101943.1|DYAK, LOC6526125|XP_002101942.1|DYAK
OG0000113	LOC120771011|XP_039954717.1|BTRY, LOC120782768|XP_039971165.1|BTRY	LOC6527037|XP_002088131.1|DYAK, LOC26535914|XP_015052937.1|DYAK, LOC6537541|XP_039232498.1|DYAK, LOC6529429|XP_015052342.1|DYAK
OG0000114	LOC120767657|XP_039949763.1|BTRY, LOC120774073|XP_039959325.1|BTRY, LOC120767655|XP_039949762.1|BTRY	LOC6527308|XP_002088401.1|DYAK
OG0000114	LOC120767658|XP_039949764.1|BTRY	LOC26535341|XP_039226967.1|DYAK
OG0000116	LOC120782355|XP_039970525.1|BTRY	LOC6538538|XP_002099060.2|DYAK
OG0000117	LOC120769109|XP_039951905.1|BTRY	LOC6527566|XP_002088656.1|DYAK
OG0000117	LOC120769110|XP_039951906.1|BTRY	LOC6527565|XP_002088655.1|DYAK
OG0000117	LOC120769113|XP_039951909.1|BTRY	LOC6527564|XP_002088654.1|DYAK
OG0000117	LOC120769111|XP_039951907.1|BTRY	LOC6527563|XP_002088653.1|DYAK
OG0000118	LOC120777410|XP_039964643.1|BTRY	LOC6528177|XP_039227738.1|DYAK, LOC6527573|XP_002088663.1|DYAK
OG0000118	LOC120774742|XP_039960431.1|BTRY	LOC6528194|XP_002089257.1|DYAK
OG0000119	LOC120781461|XP_039969618.1|BTRY, LOC120779615|XP_039967898.1|BTRY, LOC120782241|XP_039970343.1|BTRY, LOC120772767|XP_039957513.1|BTRY	LOC6536469|XP_002097050.2|DYAK, LOC6536471|XP_002097052.3|DYAK
OG0000119	LOC120766714|XP_039948293.1|BTRY	LOC6536470|XP_002097051.3|DYAK
OG0000120	LOC120775661|XP_039961863.1|BTRY	LOC6523825|XP_002099700.1|DYAK
OG0000120	LOC120772192|XP_039956592.1|BTRY	LOC6530249|XP_002091186.1|DYAK
OG0000120	LOC120775789|XP_039962063.1|BTRY	LOC6532230|XP_002093003.1|DYAK, LOC6525583|XP_002101418.1|DYAK
OG0000122	LOC120768461|XP_039951097.1|BTRY	LOC6526500|XP_039226456.1|DYAK
OG0000122	LOC120771261|XP_039955113.1|BTRY	LOC6525028|XP_039226839.1|DYAK
OG0000122	LOC120767410|XP_039949386.1|BTRY	LOC6528770|XP_002089804.1|DYAK, LOC6526797|XP_002087899.1|DYAK
OG0000123	LOC120779679|XP_039968002.1|BTRY, LOC120779752|XP_039968092.1|BTRY	LOC6532082|XP_002092859.1|DYAK, LOC6536879|XP_002097448.1|DYAK, LOC6537633|XP_002098178.1|DYAK, LOC6537632|XP_002098177.2|DYAK, LOC6537634|XP_002098179.1|DYAK
OG0000125	LOC120779426|XP_039967569.1|BTRY	LOC6538299|XP_015048763.1|DYAK
OG0000125	LOC120770437|XP_039953842.1|BTRY	LOC6536869|XP_015047972.1|DYAK
OG0000126	LOC120774136|XP_039959456.1|BTRY	LOC6528273|XP_002089326.1|DYAK
OG0000127	LOC120779597|XP_039967879.1|BTRY	LOC6536014|XP_002096629.2|DYAK, LOC6536013|XP_002096628.1|DYAK, LOC6536015|XP_002096630.1|DYAK
OG0000127	LOC120779739|XP_039968050.1|BTRY	LOC6536016|XP_002096631.1|DYAK
OG0000128	LOC120772126|XP_039956474.1|BTRY, LOC120771684|XP_039955749.1|BTRY, LOC120770982|XP_039954658.1|BTRY, LOC120770983|XP_039954659.1|BTRY, LOC120770984|XP_039954660.1|BTRY	LOC6530664|XP_002091562.1|DYAK
OG0000129	LOC120775214|XP_039961211.1|BTRY	LOC6524054|XP_002099923.3|DYAK
OG0000129	LOC120767577|XP_039949656.1|BTRY	LOC6533708|XP_002094413.1|DYAK, LOC26535465|XP_015054626.1|DYAK, LOC6524055|XP_002099924.1|DYAK
OG0000130	LOC120777985|XP_039965558.1|BTRY	LOC6533183|XP_002093909.1|DYAK, LOC6533179|XP_002093905.1|DYAK, LOC6533180|XP_002093906.1|DYAK, LOC6533182|XP_002093908.1|DYAK
OG0000131	LOC120782179|XP_039970256.1|BTRY	LOC6536904|XP_039232407.1|DYAK
OG0000132	LOC120767643|XP_039949749.1|BTRY, LOC120767644|XP_039949750.1|BTRY	LOC6527359|XP_002088451.1|DYAK, LOC6527358|XP_002088450.1|DYAK
OG0000132	LOC120768834|XP_039951523.1|BTRY	LOC6535540|XP_002096169.1|DYAK
OG0000134	LOC120774903|XP_039960709.1|BTRY	LOC6537276|XP_002097834.1|DYAK
OG0000134	LOC120768520|XP_039951184.1|BTRY	LOC6524495|XP_002100352.1|DYAK, LOC6526413|XP_002087532.2|DYAK, LOC6527184|XP_002088278.1|DYAK
OG0000137	LOC120767078|XP_039948875.1|BTRY	LOC6537555|XP_002098101.1|DYAK
OG0000137	LOC120776444|XP_039963035.1|BTRY	LOC6533242|XP_002093968.1|DYAK
OG0000141	LOC120778104|XP_039965740.1|BTRY, LOC120778105|XP_039965741.1|BTRY, LOC120778041|XP_039965650.1|BTRY	LOC6532702|XP_002093444.2|DYAK
OG0000142	LOC120777727|XP_039965152.1|BTRY	LOC6538713|XP_002099228.3|DYAK
OG0000142	LOC120774337|XP_039959830.1|BTRY	LOC6525320|XP_002101156.1|DYAK
OG0000143	LOC120776475|XP_039963084.1|BTRY	LOC6534200|XP_002094883.1|DYAK
OG0000144	LOC120769364|XP_039952263.1|BTRY	LOC6537248|XP_039232329.1|DYAK
OG0000144	LOC120773797|XP_039958834.1|BTRY	LOC6524725|XP_039231928.1|DYAK
OG0000144	LOC120768115|XP_039950597.1|BTRY	LOC26536134|XP_039226772.1|DYAK
OG0000145	LOC120774460|XP_039960049.1|BTRY	LOC6525961|XP_002101781.1|DYAK
OG0000145	LOC120767329|XP_039949207.1|BTRY	LOC6529417|XP_002090421.1|DYAK
OG0000145	LOC120767331|XP_039949208.1|BTRY	LOC6529415|XP_002090419.1|DYAK
OG0000145	LOC120767332|XP_039949209.1|BTRY	LOC6529416|XP_002090420.1|DYAK
OG0000147	LOC120769426|XP_039952342.1|BTRY	LOC6527414|XP_002088506.2|DYAK
OG0000147	LOC120771570|XP_039955573.1|BTRY	LOC6537601|XP_002098147.1|DYAK
OG0000147	LOC120771587|XP_039955596.1|BTRY	LOC6537600|XP_002098146.1|DYAK
OG0000148	LOC120767846|XP_039950077.1|BTRY	LOC6526734|XP_002087837.1|DYAK
OG0000149	LOC120774421|XP_039959984.1|BTRY	LOC6526936|XP_002088034.1|DYAK
OG0000149	LOC120774650|XP_039960308.1|BTRY	LOC6526086|XP_002101903.1|DYAK
OG0000150	LOC120767670|XP_039949776.1|BTRY	LOC6526459|XP_002087578.1|DYAK, LOC6526452|XP_002087571.1|DYAK, LOC6526457|XP_002087576.1|DYAK, LOC6526458|XP_002087577.1|DYAK, LOC6526456|XP_002087575.1|DYAK, LOC6526455|XP_002087574.1|DYAK
OG0000151	LOC120776428|XP_039963015.1|BTRY	LOC6534838|XP_002095510.1|DYAK
OG0000151	LOC120776430|XP_039963017.1|BTRY	LOC26535091|XP_015044736.2|DYAK
OG0000151	LOC120776426|XP_039963012.1|BTRY	LOC6533814|XP_002094515.2|DYAK
OG0000152	LOC120780845|XP_039969021.1|BTRY	LOC6538105|XP_002098639.1|DYAK, LOC6538104|XP_002098638.1|DYAK, LOC6538103|XP_039232422.1|DYAK, LOC6538102|XP_002098636.1|DYAK
OG0000153	LOC120778419|XP_039966138.1|BTRY, LOC120779362|XP_039967493.1|BTRY	LOC6537338|XP_002097895.1|DYAK
OG0000153	LOC120766754|XP_039948361.1|BTRY	LOC6537341|XP_002097898.2|DYAK, LOC6537340|XP_002097897.1|DYAK
