Orthogroup	BTRY.longest_only	BCOP.longest_only
OG0000056	LOC120773463|XP_039958298.1|BTRY, LOC120773462|XP_039958296.1|BTRY, LOC120773461|XP_039958295.1|BTRY, LOC120775660|XP_039961862.1|BTRY	LOC119075842|XP_037038285.1|BCOP, LOC119069079|XP_037028851.1|BCOP, LOC119070819|XP_037031210.1|BCOP, LOC119077330|XP_037040408.1|BCOP, LOC119083576|XP_037049217.1|BCOP, LOC119072255|XP_037033333.1|BCOP, LOC119080728|XP_037045140.1|BCOP, LOC119073796|XP_037035427.1|BCOP, LOC119076770|XP_037039620.1|BCOP, LOC119078571|XP_037042041.1|BCOP, LOC119080735|XP_037045174.1|BCOP, LOC119084316|XP_037050135.1|BCOP
OG0000057	LOC120781175|XP_039969232.1|BTRY, LOC120780782|XP_039968968.1|BTRY	LOC119073087|XP_037034294.1|BCOP, LOC119079795|XP_037043751.1|BCOP, LOC119068952|XP_037028712.1|BCOP, LOC119066033|XP_037024146.1|BCOP, LOC119074187|XP_037036075.1|BCOP, LOC119078385|XP_037041781.1|BCOP, LOC119078383|XP_037041779.1|BCOP, LOC119077205|XP_037040283.1|BCOP
OG0000058	LOC120778110|XP_039965747.1|BTRY, LOC120778815|XP_039966755.1|BTRY, LOC120777383|XP_039964608.1|BTRY	LOC119080858|XP_037045328.1|BCOP
OG0000060	LOC120775432|XP_039961551.1|BTRY	LOC119068417|XP_037027881.1|BCOP
OG0000060	LOC120768177|XP_039950680.1|BTRY	LOC119069761|XP_037029789.1|BCOP
OG0000064	LOC120768799|XP_039951489.1|BTRY, LOC120780425|XP_039968636.1|BTRY, LOC120779607|XP_039967889.1|BTRY, LOC120775991|XP_039962355.1|BTRY, LOC120780414|XP_039968628.1|BTRY	LOC119070738|XP_037031093.1|BCOP, LOC119084748|XP_037050713.1|BCOP, LOC119079227|XP_037042913.1|BCOP
OG0000064	LOC120780520|XP_039968723.1|BTRY, LOC120780940|XP_039969104.1|BTRY, LOC120780401|XP_039968620.1|BTRY, LOC120775272|XP_039961303.1|BTRY, LOC120780623|XP_039968818.1|BTRY, LOC120779299|XP_039967446.1|BTRY, LOC120780006|XP_039968226.1|BTRY, LOC120780661|XP_039968856.1|BTRY, LOC120781186|XP_039969243.1|BTRY, LOC120780806|XP_039968987.1|BTRY, LOC120780428|XP_039968639.1|BTRY, LOC120781595|XP_039969764.1|BTRY, LOC120779526|XP_039967790.1|BTRY, LOC120779632|XP_039967913.1|BTRY, LOC120778493|XP_039966253.1|BTRY, LOC120769160|XP_039951977.1|BTRY	LOC119072676|XP_037033846.1|BCOP, LOC119084722|XP_037050692.1|BCOP, LOC119081134|XP_037045774.1|BCOP, LOC119085665|XP_037052008.1|BCOP
OG0000067	LOC120771541|XP_039955568.1|BTRY, LOC120766666|XP_039948233.1|BTRY, LOC120778614|XP_039966425.1|BTRY	LOC119084735|XP_037050703.1|BCOP, LOC119072217|XP_037033292.1|BCOP, LOC119085607|XP_037051925.1|BCOP
OG0000067	LOC120772621|XP_039957270.1|BTRY, LOC120778613|XP_039966424.1|BTRY	LOC119085608|XP_037051927.1|BCOP
OG0000068	LOC120776119|XP_039962576.1|BTRY	LOC119084165|XP_037049915.1|BCOP, LOC119072059|XP_037033087.1|BCOP, LOC119067027|XP_037025654.1|BCOP, LOC119070188|XP_037030388.1|BCOP, LOC119079055|XP_037042758.1|BCOP, LOC119072981|XP_037034196.1|BCOP
OG0000069	LOC120781634|XP_039969799.1|BTRY	LOC119078630|XP_037042121.1|BCOP, LOC119074566|XP_037036687.1|BCOP
OG0000069	LOC120779900|XP_039968182.1|BTRY	LOC119083287|XP_037048871.1|BCOP
OG0000070	LOC120775533|XP_039961688.1|BTRY, LOC120776028|XP_039962406.1|BTRY, LOC120774314|XP_039959783.1|BTRY, LOC120774316|XP_039959788.1|BTRY, LOC120774315|XP_039959784.1|BTRY, LOC120775922|XP_039962258.1|BTRY, LOC120774551|XP_039960215.1|BTRY	LOC119071237|XP_037031965.1|BCOP
OG0000071	LOC120778566|XP_039966364.1|BTRY, LOC120778407|XP_039966125.1|BTRY	LOC119077499|XP_037040619.1|BCOP, LOC119080663|XP_037044988.1|BCOP, LOC119072693|XP_037033860.1|BCOP, LOC119072013|XP_037033026.1|BCOP, LOC119071783|XP_037032737.1|BCOP, LOC119082689|XP_037048157.1|BCOP, LOC119071788|XP_037032744.1|BCOP, LOC119066595|XP_037025045.1|BCOP, LOC119082472|XP_037047886.1|BCOP, LOC119079098|XP_037042811.1|BCOP
OG0000073	LOC120770531|XP_039954016.1|BTRY	LOC119072039|XP_037033052.1|BCOP
OG0000073	LOC120773570|XP_039958474.1|BTRY	LOC119067527|XP_037026453.1|BCOP
OG0000073	LOC120766419|XP_039947816.1|BTRY	LOC119069220|XP_037029092.1|BCOP
OG0000074	LOC120778910|XP_039966891.1|BTRY, LOC120776970|XP_039963997.1|BTRY	LOC119079099|XP_037042812.1|BCOP, LOC119067307|XP_037026110.1|BCOP, LOC119080892|XP_037045367.1|BCOP
OG0000075	LOC120776593|XP_039963300.1|BTRY, LOC120776385|XP_039962930.1|BTRY, LOC120776389|XP_039962933.1|BTRY, LOC120778794|XP_039966728.1|BTRY, LOC120778726|XP_039966624.1|BTRY, LOC120778602|XP_039966409.1|BTRY, LOC120778440|XP_039966162.1|BTRY, LOC120776388|XP_039962932.1|BTRY	LOC119080898|XP_037045374.1|BCOP, LOC119080899|XP_037045375.1|BCOP, LOC119080897|XP_037045372.1|BCOP
OG0000076	LOC120778972|XP_039966981.1|BTRY	LOC119071813|XP_037032779.1|BCOP
OG0000076	LOC120773985|XP_039959178.1|BTRY	LOC119068533|XP_037028044.1|BCOP
OG0000077	LOC120770520|XP_039953996.1|BTRY	LOC119082353|XP_037047765.1|BCOP, LOC119082354|XP_037047766.1|BCOP
OG0000077	LOC120766987|XP_039948728.1|BTRY	LOC119076378|XP_037038990.1|BCOP
OG0000077	LOC120771294|XP_039955159.1|BTRY	LOC119071068|XP_037031598.1|BCOP
OG0000077	LOC120767550|XP_039949648.1|BTRY	LOC119069760|XP_037029786.1|BCOP
OG0000078	LOC120776000|XP_039962366.1|BTRY, LOC120775042|XP_039960952.1|BTRY	LOC119072413|XP_037033522.1|BCOP
OG0000079	LOC120769799|XP_039952920.1|BTRY	LOC119073294|XP_037034574.1|BCOP
OG0000080	LOC120770830|XP_039954353.1|BTRY, LOC120772997|XP_039957842.1|BTRY, LOC120772996|XP_039957841.1|BTRY, LOC120772075|XP_039956403.1|BTRY, LOC120772172|XP_039956551.1|BTRY	LOC119071115|XP_037031659.1|BCOP, LOC119071116|XP_037031660.1|BCOP
OG0000081	LOC120769098|XP_039951891.1|BTRY	LOC119066627|XP_037025085.1|BCOP, LOC119075064|XP_037037353.1|BCOP
OG0000081	LOC120778160|XP_039965820.1|BTRY	LOC119072492|XP_037033632.1|BCOP
OG0000082	LOC120782787|XP_039971189.1|BTRY, LOC120766890|XP_039948574.1|BTRY, LOC120766889|XP_039948573.1|BTRY	LOC119077224|XP_037040299.1|BCOP, LOC119077326|XP_037040404.1|BCOP, LOC119077878|XP_037041127.1|BCOP, LOC119069214|XP_037029085.1|BCOP, LOC119080439|XP_037044697.1|BCOP, LOC119067719|XP_037026731.1|BCOP, LOC119067656|XP_037026651.1|BCOP, LOC119067657|XP_037026652.1|BCOP, LOC119067658|XP_037026653.1|BCOP, LOC119075075|XP_037037362.1|BCOP, LOC119084030|XP_037049750.1|BCOP, LOC119079425|XP_037043226.1|BCOP, LOC119083787|XP_037049484.1|BCOP
OG0000083	LOC120768958|XP_039951686.1|BTRY	LOC119071144|XP_037031768.1|BCOP, LOC119066519|XP_037024932.1|BCOP, LOC119084806|XP_037050772.1|BCOP
OG0000083	LOC120767865|XP_039950113.1|BTRY	LOC119077030|XP_037040043.1|BCOP
OG0000084	LOC120774147|XP_039959486.1|BTRY	LOC119085264|XP_037051509.1|BCOP
OG0000084	LOC120781256|XP_039969343.1|BTRY	LOC119071066|XP_037031596.1|BCOP, LOC119071181|XP_037031846.1|BCOP
OG0000085	LOC120772591|XP_039957235.1|BTRY	LOC119078404|XP_037041802.1|BCOP, LOC119075491|XP_037037853.1|BCOP, LOC119078406|XP_037041805.1|BCOP, LOC119075492|XP_037037854.1|BCOP, LOC119082788|XP_037048277.1|BCOP, LOC119079916|XP_037043902.1|BCOP, LOC119073099|XP_037034308.1|BCOP, LOC119077221|XP_037040300.1|BCOP
OG0000085	LOC120770283|XP_039953552.1|BTRY	LOC119077040|XP_037040059.1|BCOP
OG0000086	LOC120771042|XP_039954775.1|BTRY	LOC119080738|XP_037045178.1|BCOP, LOC119067907|XP_037027094.1|BCOP, LOC119080632|XP_037044934.1|BCOP, LOC119068130|XP_037027486.1|BCOP
OG0000087	LOC120768924|XP_039951637.1|BTRY	LOC119084681|XP_037050656.1|BCOP
OG0000087	LOC120772709|XP_039957394.1|BTRY, LOC120772832|XP_039957572.1|BTRY, LOC120772784|XP_039957501.1|BTRY, LOC120770617|XP_039954153.1|BTRY, LOC120770000|XP_039953024.1|BTRY, LOC120772666|XP_039957334.1|BTRY, LOC120770619|XP_039954154.1|BTRY, LOC120769645|XP_039952684.1|BTRY, LOC120769435|XP_039952350.1|BTRY, LOC120769086|XP_039951880.1|BTRY	LOC119075761|XP_037038197.1|BCOP
OG0000088	LOC120773069|XP_039957940.1|BTRY	LOC119079125|XP_037042849.1|BCOP
OG0000089	LOC120766628|XP_039948178.1|BTRY	LOC119082274|XP_037047643.1|BCOP
OG0000089	LOC120778537|XP_039966313.1|BTRY	LOC119081420|XP_037046225.1|BCOP, LOC119081121|XP_037045760.1|BCOP, LOC119081493|XP_037046395.1|BCOP
OG0000090	LOC120771351|XP_039955235.1|BTRY, LOC120771989|XP_039956278.1|BTRY, LOC120772488|XP_039957068.1|BTRY, LOC120771988|XP_039956277.1|BTRY, LOC120771986|XP_039956274.1|BTRY, LOC120771987|XP_039956276.1|BTRY	LOC119078560|XP_037042023.1|BCOP, LOC119072351|XP_037033434.1|BCOP, LOC119085017|XP_037051089.1|BCOP, LOC119071272|XP_037032032.1|BCOP, LOC119081800|XP_037046914.1|BCOP
OG0000091	LOC120780252|XP_039968448.1|BTRY	LOC119067519|XP_037026434.1|BCOP
OG0000091	LOC120769362|XP_039952257.1|BTRY, LOC120773577|XP_039958502.1|BTRY, LOC120777245|XP_039964375.1|BTRY, LOC120766362|XP_039947726.1|BTRY	LOC119085240|XP_037051459.1|BCOP
OG0000092	LOC120766302|XP_039947649.1|BTRY	LOC119079604|XP_037043490.1|BCOP, LOC119071531|XP_037032313.1|BCOP
OG0000092	LOC120782357|XP_039970530.1|BTRY, LOC120782888|XP_039971370.1|BTRY, LOC120782541|XP_039970806.1|BTRY	LOC119083172|XP_037048727.1|BCOP, LOC119078526|XP_037041987.1|BCOP, LOC119074994|XP_037037291.1|BCOP
OG0000093	LOC120768178|XP_039950676.1|BTRY	LOC119085908|XP_037052349.1|BCOP, LOC119078154|XP_037041523.1|BCOP
OG0000093	LOC120774454|XP_039960036.1|BTRY	LOC119074158|XP_037036056.1|BCOP
OG0000094	LOC120772633|XP_039957290.1|BTRY, LOC120772634|XP_039957291.1|BTRY, LOC120781795|XP_039969955.1|BTRY, LOC120781757|XP_039969927.1|BTRY, LOC120781762|XP_039969932.1|BTRY, LOC120781776|XP_039969940.1|BTRY	LOC119072953|XP_037034173.1|BCOP, LOC119072965|XP_037034181.1|BCOP, LOC119082341|XP_037047786.1|BCOP, LOC119072977|XP_037034192.1|BCOP, LOC119071131|XP_037031708.1|BCOP, LOC119076455|XP_037039116.1|BCOP, LOC119081968|XP_037047175.1|BCOP
OG0000095	LOC120770609|XP_039954145.1|BTRY	LOC119081601|XP_037046531.1|BCOP
OG0000096	LOC120768952|XP_039951675.1|BTRY, LOC120768465|XP_039951102.1|BTRY, LOC120768467|XP_039951105.1|BTRY, LOC120768466|XP_039951104.1|BTRY, LOC120768468|XP_039951106.1|BTRY, LOC120767637|XP_039949738.1|BTRY, LOC120767636|XP_039949737.1|BTRY, LOC120769373|XP_039952272.1|BTRY, LOC120768601|XP_039951297.1|BTRY, LOC120769075|XP_039951869.1|BTRY, LOC120769214|XP_039952041.1|BTRY, LOC120769063|XP_039951852.1|BTRY, LOC120769257|XP_039952092.1|BTRY, LOC120768464|XP_039951101.1|BTRY, LOC120768463|XP_039951100.1|BTRY, LOC120769288|XP_039952142.1|BTRY	LOC119071730|XP_037032649.1|BCOP
OG0000099	LOC120777511|XP_039964811.1|BTRY, LOC120773643|XP_039958585.1|BTRY	LOC119069058|XP_037028826.1|BCOP, LOC119078025|XP_037041330.1|BCOP
OG0000099	LOC120773645|XP_039958586.1|BTRY, LOC120773585|XP_039958507.1|BTRY	LOC119077680|XP_037040831.1|BCOP, LOC119076063|XP_037038600.1|BCOP, LOC119085712|XP_037052057.1|BCOP, LOC119085711|XP_037052055.1|BCOP, LOC119076768|XP_037039615.1|BCOP, LOC119078073|XP_037041423.1|BCOP, LOC119069637|XP_037029638.1|BCOP
OG0000101	LOC120776874|XP_039963866.1|BTRY, LOC120776871|XP_039963862.1|BTRY, LOC120776875|XP_039963867.1|BTRY, LOC120776632|XP_039963382.1|BTRY, LOC120776631|XP_039963381.1|BTRY	LOC119077397|XP_037040498.1|BCOP, LOC119082930|XP_037048481.1|BCOP
OG0000102	LOC120770301|XP_039953601.1|BTRY, LOC120770302|XP_039953602.1|BTRY	LOC119083655|XP_037049326.1|BCOP, LOC119081277|XP_037045928.1|BCOP, LOC119075318|XP_037037633.1|BCOP, LOC119066132|XP_037024317.1|BCOP
OG0000103	LOC120777733|XP_039965157.1|BTRY, LOC120776555|XP_039963241.1|BTRY, LOC120771914|XP_039956135.1|BTRY, LOC120772128|XP_039956478.1|BTRY	LOC119074607|XP_037036759.1|BCOP
OG0000104	LOC120778142|XP_039965799.1|BTRY, LOC120778141|XP_039965798.1|BTRY	LOC119081062|XP_037045672.1|BCOP, LOC119074803|XP_037036982.1|BCOP
OG0000104	LOC120769260|XP_039952098.1|BTRY, LOC120766497|XP_039947982.1|BTRY, LOC120766343|XP_039947703.1|BTRY, LOC120778118|XP_039965756.1|BTRY, LOC120778612|XP_039966423.1|BTRY, LOC120778866|XP_039966836.1|BTRY, LOC120779052|XP_039967120.1|BTRY, LOC120778973|XP_039966995.1|BTRY	LOC119080513|XP_037044818.1|BCOP
OG0000105	LOC120782639|XP_039970941.1|BTRY, LOC120767012|XP_039948769.1|BTRY, LOC120782189|XP_039970265.1|BTRY	LOC119080671|XP_037045000.1|BCOP
OG0000109	LOC120768593|XP_039951288.1|BTRY	LOC119066520|XP_037024933.1|BCOP, LOC119068303|XP_037027739.1|BCOP, LOC119078821|XP_037042421.1|BCOP
OG0000110	LOC120777572|XP_039964910.1|BTRY, LOC120778881|XP_039966858.1|BTRY, LOC120778906|XP_039966885.1|BTRY, LOC120777638|XP_039965025.1|BTRY	LOC119073251|XP_037034515.1|BCOP
OG0000111	LOC120771785|XP_039955913.1|BTRY, LOC120771525|XP_039955516.1|BTRY, LOC120771526|XP_039955517.1|BTRY, LOC120771524|XP_039955515.1|BTRY	LOC119083195|XP_037048752.1|BCOP
OG0000113	LOC120771011|XP_039954717.1|BTRY, LOC120782768|XP_039971165.1|BTRY	LOC119081195|XP_037045806.1|BCOP, LOC119076161|XP_037038741.1|BCOP, LOC119076122|XP_037038686.1|BCOP
OG0000115	LOC120782843|XP_039971303.1|BTRY	LOC119069032|XP_037028796.1|BCOP
OG0000117	LOC120769109|XP_039951905.1|BTRY, LOC120769110|XP_039951906.1|BTRY, LOC120769113|XP_039951909.1|BTRY, LOC120769111|XP_039951907.1|BTRY	LOC119075248|XP_037037542.1|BCOP, LOC119077509|XP_037040636.1|BCOP
OG0000118	LOC120777410|XP_039964643.1|BTRY, LOC120774742|XP_039960431.1|BTRY	LOC119080287|XP_037044455.1|BCOP, LOC119076832|XP_037039727.1|BCOP, LOC119085695|XP_037052038.1|BCOP, LOC119085696|XP_037052040.1|BCOP, LOC119073481|XP_037034921.1|BCOP, LOC119076573|XP_037039263.1|BCOP
OG0000119	LOC120781461|XP_039969618.1|BTRY, LOC120779615|XP_039967898.1|BTRY, LOC120782241|XP_039970343.1|BTRY, LOC120772767|XP_039957513.1|BTRY, LOC120766714|XP_039948293.1|BTRY	LOC119077086|XP_037040141.1|BCOP, LOC119077085|XP_037040140.1|BCOP
OG0000120	LOC120775661|XP_039961863.1|BTRY	LOC119080998|XP_037045563.1|BCOP
OG0000120	LOC120772192|XP_039956592.1|BTRY	LOC119078165|XP_037041538.1|BCOP
OG0000122	LOC120768461|XP_039951097.1|BTRY, LOC120771261|XP_039955113.1|BTRY, LOC120767410|XP_039949386.1|BTRY	LOC119084912|XP_037050963.1|BCOP, LOC119077176|XP_037040252.1|BCOP, LOC119075959|XP_037038431.1|BCOP
OG0000123	LOC120779679|XP_039968002.1|BTRY, LOC120779752|XP_039968092.1|BTRY	LOC119084065|XP_037049800.1|BCOP
OG0000125	LOC120779426|XP_039967569.1|BTRY	LOC119067921|XP_037027119.1|BCOP
OG0000125	LOC120770437|XP_039953842.1|BTRY	LOC119081947|XP_037047122.1|BCOP
OG0000126	LOC120774136|XP_039959456.1|BTRY	LOC119077979|XP_037041260.1|BCOP
OG0000127	LOC120779597|XP_039967879.1|BTRY, LOC120779739|XP_039968050.1|BTRY	LOC119076071|XP_037038610.1|BCOP, LOC119079079|XP_037042783.1|BCOP
OG0000129	LOC120775214|XP_039961211.1|BTRY, LOC120767577|XP_039949656.1|BTRY	LOC119074452|XP_037036480.1|BCOP
OG0000131	LOC120777585|XP_039964937.1|BTRY, LOC120774653|XP_039960312.1|BTRY	LOC119069243|XP_037029191.1|BCOP, LOC119073673|XP_037035178.1|BCOP
OG0000131	LOC120782179|XP_039970256.1|BTRY	LOC119069789|XP_037029826.1|BCOP, LOC119083693|XP_037049377.1|BCOP, LOC119068661|XP_037028233.1|BCOP
OG0000132	LOC120767643|XP_039949749.1|BTRY, LOC120767644|XP_039949750.1|BTRY, LOC120768834|XP_039951523.1|BTRY	LOC119070931|XP_037031370.1|BCOP, LOC119083625|XP_037049255.1|BCOP, LOC119083840|XP_037049540.1|BCOP, LOC119076124|XP_037038688.1|BCOP, LOC119076130|XP_037038697.1|BCOP
OG0000133	LOC120780780|XP_039968967.1|BTRY	LOC119083867|XP_037049571.1|BCOP
OG0000134	LOC120774903|XP_039960709.1|BTRY	LOC119084917|XP_037050964.1|BCOP
OG0000134	LOC120768520|XP_039951184.1|BTRY	LOC119077122|XP_037040188.1|BCOP
OG0000136	LOC120780542|XP_039968737.1|BTRY, LOC120780833|XP_039969010.1|BTRY, LOC120781435|XP_039969589.1|BTRY	LOC119080269|XP_037044424.1|BCOP
OG0000136	LOC120769215|XP_039952044.1|BTRY	LOC119085163|XP_037051356.1|BCOP, LOC119071495|XP_037032253.1|BCOP, LOC119076697|XP_037039503.1|BCOP, LOC119080078|XP_037044197.1|BCOP, LOC119082929|XP_037048480.1|BCOP, LOC119072010|XP_037033022.1|BCOP, LOC119078473|XP_037041922.1|BCOP, LOC119082464|XP_037047877.1|BCOP
OG0000136	LOC120780314|XP_039968541.1|BTRY, LOC120779746|XP_039968061.1|BTRY, LOC120768725|XP_039951432.1|BTRY, LOC120767796|XP_039949995.1|BTRY	LOC119080853|XP_037045322.1|BCOP
OG0000137	LOC120776700|XP_039963518.1|BTRY, LOC120767078|XP_039948875.1|BTRY	LOC119076570|XP_037039260.1|BCOP
OG0000137	LOC120776444|XP_039963035.1|BTRY	LOC119075970|XP_037038454.1|BCOP
OG0000142	LOC120777727|XP_039965152.1|BTRY	LOC119069777|XP_037029851.1|BCOP
OG0000142	LOC120774337|XP_039959830.1|BTRY	LOC119068456|XP_037027931.1|BCOP
OG0000143	LOC120776475|XP_039963084.1|BTRY	LOC119079862|XP_037043834.1|BCOP
OG0000144	LOC120769364|XP_039952263.1|BTRY	LOC119076752|XP_037039594.1|BCOP
OG0000144	LOC120773797|XP_039958834.1|BTRY	LOC119077624|XP_037040733.1|BCOP
OG0000144	LOC120768115|XP_039950597.1|BTRY	LOC119084638|XP_037050601.1|BCOP
OG0000145	LOC120774460|XP_039960049.1|BTRY, LOC120767329|XP_039949207.1|BTRY, LOC120767331|XP_039949208.1|BTRY, LOC120767332|XP_039949209.1|BTRY	LOC119066144|XP_037024335.1|BCOP
OG0000147	LOC120769426|XP_039952342.1|BTRY	LOC119077121|XP_037040187.1|BCOP
OG0000147	LOC120771570|XP_039955573.1|BTRY, LOC120771587|XP_039955596.1|BTRY	LOC119083723|XP_037049415.1|BCOP
OG0000147	LOC120771578|XP_039955585.1|BTRY	LOC119069330|XP_037029290.1|BCOP
OG0000148	LOC120767846|XP_039950077.1|BTRY	LOC119072936|XP_037034156.1|BCOP
OG0000149	LOC120774421|XP_039959984.1|BTRY, LOC120774650|XP_039960308.1|BTRY	LOC119081141|XP_037045781.1|BCOP, LOC119078064|XP_037041400.1|BCOP, LOC119074697|XP_037036878.1|BCOP, LOC119074699|XP_037036882.1|BCOP, LOC119074696|XP_037036877.1|BCOP, LOC119067511|XP_037026418.1|BCOP, LOC119069831|XP_037029894.1|BCOP, LOC119079233|XP_037042919.1|BCOP, LOC119076031|XP_037038586.1|BCOP, LOC119074704|XP_037036887.1|BCOP, LOC119078972|XP_037042619.1|BCOP, LOC119066652|XP_037025122.1|BCOP, LOC119078268|XP_037041662.1|BCOP, LOC119078270|XP_037041663.1|BCOP, LOC119072648|XP_037033800.1|BCOP, LOC119084968|XP_037051016.1|BCOP
OG0000152	LOC120780845|XP_039969021.1|BTRY	LOC119069768|XP_037029799.1|BCOP, LOC119083779|XP_037049473.1|BCOP
OG0000154	LOC120772834|XP_039957574.1|BTRY, LOC120781967|XP_039970078.1|BTRY, LOC120769548|XP_039952531.1|BTRY, LOC120769219|XP_039952049.1|BTRY, LOC120770124|XP_039953238.1|BTRY	LOC119066036|XP_037024149.1|BCOP, LOC119080323|XP_037044538.1|BCOP, LOC119078752|XP_037042348.1|BCOP, LOC119077199|XP_037040275.1|BCOP, LOC119077198|XP_037040273.1|BCOP, LOC119077197|XP_037040272.1|BCOP, LOC119078144|XP_037041514.1|BCOP, LOC119078143|XP_037041513.1|BCOP, LOC119082885|XP_037048439.1|BCOP, LOC119078535|XP_037041997.1|BCOP, LOC119068873|XP_037028607.1|BCOP, LOC119073600|XP_037035068.1|BCOP, LOC119076693|XP_037039497.1|BCOP, LOC119078164|XP_037041534.1|BCOP
OG0000155	LOC120778597|XP_039966404.1|BTRY, LOC120778577|XP_039966374.1|BTRY, LOC120776977|XP_039964008.1|BTRY	LOC119070504|XP_037030760.1|BCOP
OG0000157	LOC120771441|XP_039955380.1|BTRY, LOC120772567|XP_039957188.1|BTRY	LOC119081533|XP_037046430.1|BCOP
OG0000158	LOC120778802|XP_039966738.1|BTRY, LOC120778186|XP_039965856.1|BTRY	LOC119066838|XP_037025433.1|BCOP
OG0000159	LOC120777699|XP_039965108.1|BTRY	LOC119071737|XP_037032662.1|BCOP
OG0000159	LOC120777576|XP_039964918.1|BTRY	LOC119070684|XP_037031027.1|BCOP
OG0000160	LOC120766240|XP_039947556.1|BTRY, LOC120766239|XP_039947555.1|BTRY	LOC119074814|XP_037036998.1|BCOP, LOC119073756|XP_037035310.1|BCOP, LOC119084177|XP_037049932.1|BCOP, LOC119070694|XP_037031041.1|BCOP, LOC119070394|XP_037030608.1|BCOP, LOC119080673|XP_037044998.1|BCOP, LOC119075752|XP_037038189.1|BCOP
OG0000162	LOC120770752|XP_039954273.1|BTRY, LOC120767364|XP_039949270.1|BTRY	LOC119072713|XP_037033879.1|BCOP, LOC119078856|XP_037042461.1|BCOP, LOC119068500|XP_037028039.1|BCOP, LOC119067739|XP_037026798.1|BCOP
OG0000164	LOC120770077|XP_039953153.1|BTRY, LOC120772817|XP_039957542.1|BTRY	LOC119068878|XP_037028612.1|BCOP, LOC119072994|XP_037034213.1|BCOP, LOC119066041|XP_037024160.1|BCOP, LOC119071258|XP_037031999.1|BCOP
OG0000165	LOC120774127|XP_039959433.1|BTRY	LOC119068607|XP_037028159.1|BCOP
OG0000166	LOC120767345|XP_039949237.1|BTRY	LOC119073858|XP_037035618.1|BCOP
OG0000167	LOC120777096|XP_039964164.1|BTRY, LOC120777607|XP_039964990.1|BTRY	LOC119083207|XP_037048770.1|BCOP, LOC119077362|XP_037040434.1|BCOP, LOC119080181|XP_037044302.1|BCOP
OG0000169	LOC120766587|XP_039948125.1|BTRY	LOC119078686|XP_037042236.1|BCOP
OG0000169	LOC120769318|XP_039952204.1|BTRY	LOC119070541|XP_037030812.1|BCOP
OG0000170	LOC120767715|XP_039949846.1|BTRY	LOC119068257|XP_037027690.1|BCOP
OG0000171	LOC120767977|XP_039950322.1|BTRY	LOC119077027|XP_037040036.1|BCOP
OG0000171	LOC120768796|XP_039951486.1|BTRY	LOC119078436|XP_037041851.1|BCOP
OG0000171	LOC120773413|XP_039958216.1|BTRY	LOC119069385|XP_037029335.1|BCOP
OG0000172	LOC120776604|XP_039963324.1|BTRY	LOC119080398|XP_037044615.1|BCOP
OG0000173	LOC120776095|XP_039962512.1|BTRY, LOC120774770|XP_039960477.1|BTRY	LOC119081516|XP_037046421.1|BCOP
OG0000173	LOC120772884|XP_039957670.1|BTRY, LOC120773101|XP_039958006.1|BTRY, LOC120771542|XP_039955532.1|BTRY, LOC120771540|XP_039955529.1|BTRY	LOC119081507|XP_037046410.1|BCOP
OG0000175	LOC120766532|XP_039948037.1|BTRY	LOC119085626|XP_037051954.1|BCOP
OG0000175	LOC120776096|XP_039962518.1|BTRY, LOC120776103|XP_039962530.1|BTRY	LOC119085691|XP_037052033.1|BCOP, LOC119085693|XP_037052034.1|BCOP, LOC119085697|XP_037052041.1|BCOP, LOC119080410|XP_037044644.1|BCOP, LOC119080343|XP_037044539.1|BCOP, LOC119085694|XP_037052035.1|BCOP
OG0000177	LOC120776080|XP_039962483.1|BTRY	LOC119070258|XP_037030426.1|BCOP
OG0000177	LOC120775458|XP_039961580.1|BTRY	LOC119067483|XP_037026379.1|BCOP
OG0000178	LOC120770276|XP_039953524.1|BTRY, LOC120770275|XP_039953523.1|BTRY, LOC120770274|XP_039953522.1|BTRY, LOC120770268|XP_039953516.1|BTRY, LOC120770273|XP_039953520.1|BTRY, LOC120770272|XP_039953519.1|BTRY, LOC120770269|XP_039953517.1|BTRY, LOC120770277|XP_039953525.1|BTRY, LOC120779296|XP_039967443.1|BTRY, LOC120770271|XP_039953518.1|BTRY	LOC119078124|XP_037041478.1|BCOP
OG0000179	LOC120771923|XP_039956148.1|BTRY, LOC120772290|XP_039956734.1|BTRY	LOC119081914|XP_037047044.1|BCOP, LOC119079040|XP_037042722.1|BCOP
OG0000179	LOC120770495|XP_039953948.1|BTRY	LOC119071177|XP_037031839.1|BCOP
OG0000181	LOC120777751|XP_039965223.1|BTRY, LOC120781391|XP_039969537.1|BTRY	LOC119080812|XP_037045279.1|BCOP
OG0000182	LOC120766634|XP_039948186.1|BTRY, LOC120766685|XP_039948264.1|BTRY	LOC119074666|XP_037036843.1|BCOP
OG0000182	LOC120779196|XP_039967400.1|BTRY, LOC120779187|XP_039967387.1|BTRY	LOC119072417|XP_037033532.1|BCOP
OG0000183	LOC120777123|XP_039964200.1|BTRY, LOC120769501|XP_039952467.1|BTRY	LOC119083232|XP_037048788.1|BCOP, LOC119079322|XP_037043012.1|BCOP, LOC119082279|XP_037047650.1|BCOP, LOC119079306|XP_037042991.1|BCOP, LOC119074141|XP_037036033.1|BCOP
