Orthogroup	BTRY.longest_only	DSUB.longest_only
OG0000056	LOC120775660|XP_039961862.1|BTRY	LOC117897244|XP_034661856.1|DSUB, LOC117897243|XP_034661853.1|DSUB
OG0000058	LOC120778110|XP_039965747.1|BTRY, LOC120778815|XP_039966755.1|BTRY, LOC120777383|XP_039964608.1|BTRY	LOC117902360|XP_034669563.1|DSUB, LOC117902358|XP_034669561.1|DSUB, LOC117890151|XP_034650732.1|DSUB, LOC117902359|XP_034669562.1|DSUB, LOC117894861|XP_034658013.1|DSUB
OG0000059	LOC120780097|XP_039968312.1|BTRY, LOC120780106|XP_039968325.1|BTRY, LOC120775512|XP_039961658.1|BTRY, LOC120778400|XP_039966151.1|BTRY, LOC120781731|XP_039969904.1|BTRY, LOC120782205|XP_039970291.1|BTRY, LOC120766699|XP_039948281.1|BTRY, LOC120782168|XP_039970239.1|BTRY, LOC120775546|XP_039961709.1|BTRY	LOC117897005|XP_034661462.1|DSUB, LOC117896653|XP_034660990.1|DSUB, LOC117899423|XP_034665309.1|DSUB, LOC117896652|XP_034660989.1|DSUB, LOC117896800|XP_034661190.1|DSUB, LOC117896540|XP_034660815.1|DSUB, LOC117896696|XP_034661039.1|DSUB
OG0000060	LOC120775432|XP_039961551.1|BTRY	LOC117903129|XP_034670852.1|DSUB
OG0000060	LOC120768177|XP_039950680.1|BTRY	LOC117896503|XP_034660743.1|DSUB
OG0000061	LOC120768964|XP_039951692.1|BTRY	LOC117901880|XP_034668728.1|DSUB
OG0000061	LOC120768474|XP_039951115.1|BTRY, LOC120768583|XP_039951274.1|BTRY	LOC117901832|XP_034668656.1|DSUB
OG0000062	LOC120769500|XP_039952465.1|BTRY, LOC120766206|XP_039947509.1|BTRY, LOC120779328|XP_039967463.1|BTRY, LOC120775291|XP_039961384.1|BTRY, LOC120771826|XP_039955989.1|BTRY, LOC120769103|XP_039951898.1|BTRY, LOC120767422|XP_039949399.1|BTRY, LOC120767417|XP_039949393.1|BTRY, LOC120767416|XP_039949392.1|BTRY, LOC120767418|XP_039949395.1|BTRY, LOC120767419|XP_039949396.1|BTRY, LOC120767415|XP_039949390.1|BTRY, LOC120767420|XP_039949397.1|BTRY, LOC120767414|XP_039949389.1|BTRY, LOC120767411|XP_039949387.1|BTRY, LOC120776617|XP_039963346.1|BTRY	LOC117903497|XP_034671468.1|DSUB, LOC117901308|XP_034667909.1|DSUB, LOC117902037|XP_034668991.1|DSUB, LOC117901870|XP_034668718.1|DSUB
OG0000063	LOC120774802|XP_039960529.1|BTRY, LOC120775030|XP_039960920.1|BTRY, LOC120776056|XP_039962449.1|BTRY	LOC117896095|XP_034660037.1|DSUB, LOC117896094|XP_034660036.1|DSUB
OG0000063	LOC120782455|XP_039970679.1|BTRY, LOC120777941|XP_039965477.1|BTRY	LOC117893344|XP_034655825.1|DSUB, LOC117894179|XP_034656976.1|DSUB, LOC117894178|XP_034656974.1|DSUB
OG0000064	LOC120766943|XP_039948626.1|BTRY	LOC117897877|XP_034662844.1|DSUB
OG0000064	LOC120773777|XP_039958799.1|BTRY, LOC120779890|XP_039968172.1|BTRY, LOC120773779|XP_039958802.1|BTRY, LOC120779972|XP_039968205.1|BTRY, LOC120768770|XP_039951469.1|BTRY, LOC120770674|XP_039954196.1|BTRY, LOC120781838|XP_039969993.1|BTRY, LOC120774619|XP_039960279.1|BTRY, LOC120773399|XP_039958228.1|BTRY, LOC120766917|XP_039948597.1|BTRY, LOC120780118|XP_039968334.1|BTRY	LOC117900495|XP_034666775.1|DSUB
OG0000064	LOC120781710|XP_039969876.1|BTRY, LOC120775811|XP_039962094.1|BTRY	LOC117902340|XP_034669530.1|DSUB, LOC117901890|XP_034668743.1|DSUB
OG0000065	LOC120779665|XP_039967959.1|BTRY, LOC120779680|XP_039967975.1|BTRY, LOC120782495|XP_039970733.1|BTRY	LOC117898583|XP_034664016.1|DSUB, LOC117899737|XP_034665873.1|DSUB, LOC117899738|XP_034665874.1|DSUB, LOC117899736|XP_034665872.1|DSUB, LOC117897956|XP_034662949.1|DSUB
OG0000066	LOC120773490|XP_039958365.1|BTRY	LOC117903671|XP_034671892.1|DSUB, LOC117896596|XP_034660913.1|DSUB, LOC117896671|XP_034661009.1|DSUB, LOC117901021|XP_034667513.1|DSUB, LOC117897646|XP_034662513.1|DSUB, LOC117893060|XP_034655357.1|DSUB, LOC117902112|XP_034669115.1|DSUB
OG0000067	LOC120778614|XP_039966425.1|BTRY	LOC117895462|XP_034659028.1|DSUB
OG0000067	LOC120772621|XP_039957270.1|BTRY	LOC117890918|XP_034651937.1|DSUB
OG0000067	LOC120778613|XP_039966424.1|BTRY	LOC117895461|XP_034659026.1|DSUB
OG0000068	LOC120776119|XP_039962576.1|BTRY	LOC117902385|XP_034669640.1|DSUB
OG0000069	LOC120769525|XP_039952497.1|BTRY	LOC117891341|XP_034652652.1|DSUB
OG0000070	LOC120775533|XP_039961688.1|BTRY, LOC120776028|XP_039962406.1|BTRY, LOC120774314|XP_039959783.1|BTRY, LOC120774316|XP_039959788.1|BTRY, LOC120774315|XP_039959784.1|BTRY	LOC117900906|XP_034667357.1|DSUB
OG0000070	LOC120775922|XP_039962258.1|BTRY	LOC117896707|XP_034661058.1|DSUB
OG0000070	LOC120774551|XP_039960215.1|BTRY	LOC117901077|XP_034667580.1|DSUB, LOC117900908|XP_034667359.1|DSUB, LOC117900907|XP_034667358.1|DSUB
OG0000071	LOC120778566|XP_039966364.1|BTRY, LOC120778407|XP_039966125.1|BTRY	LOC117895747|XP_034659509.1|DSUB, LOC117895750|XP_034659511.1|DSUB, LOC117895746|XP_034659508.1|DSUB
OG0000072	LOC120771304|XP_039955172.1|BTRY	LOC117891009|XP_034652056.1|DSUB
OG0000072	LOC120772988|XP_039957836.1|BTRY	LOC117889765|XP_034650103.1|DSUB
OG0000072	LOC120771756|XP_039955872.1|BTRY	LOC117891008|XP_034652055.1|DSUB
OG0000073	LOC120770531|XP_039954016.1|BTRY	LOC117890320|XP_034650999.1|DSUB
OG0000073	LOC120773570|XP_039958474.1|BTRY	LOC117901954|XP_034668826.1|DSUB
OG0000073	LOC120766419|XP_039947816.1|BTRY	LOC117897070|XP_034661568.1|DSUB
OG0000074	LOC120778910|XP_039966891.1|BTRY	LOC117893667|XP_034656248.1|DSUB, LOC117894584|XP_034657620.1|DSUB
OG0000074	LOC120776970|XP_039963997.1|BTRY	LOC117894701|XP_034657775.1|DSUB
OG0000075	LOC120776593|XP_039963300.1|BTRY	LOC117895520|XP_034659115.1|DSUB
OG0000075	LOC120776389|XP_039962933.1|BTRY, LOC120778794|XP_039966728.1|BTRY, LOC120778726|XP_039966624.1|BTRY, LOC120778602|XP_039966409.1|BTRY, LOC120778440|XP_039966162.1|BTRY	LOC117895524|XP_034659120.1|DSUB
OG0000075	LOC120776388|XP_039962932.1|BTRY	LOC117895522|XP_034659118.1|DSUB
OG0000076	LOC120778972|XP_039966981.1|BTRY	LOC117895853|XP_034659710.1|DSUB
OG0000076	LOC120773465|XP_039958303.1|BTRY, LOC120773464|XP_039958300.1|BTRY	LOC117896566|XP_034660858.1|DSUB, LOC117898174|XP_034663274.1|DSUB
OG0000076	LOC120773985|XP_039959178.1|BTRY	LOC117898747|XP_034664263.1|DSUB
OG0000077	LOC120770520|XP_039953996.1|BTRY	LOC117891833|XP_034653474.1|DSUB
OG0000077	LOC120766987|XP_039948728.1|BTRY	LOC117897634|XP_034662499.1|DSUB
OG0000077	LOC120771294|XP_039955159.1|BTRY	LOC117890642|XP_034651485.1|DSUB
OG0000077	LOC120767550|XP_039949648.1|BTRY	LOC117897194|XP_034661786.1|DSUB
OG0000078	LOC120776000|XP_039962366.1|BTRY, LOC120775042|XP_039960952.1|BTRY	LOC117890243|XP_034650880.1|DSUB, LOC117895683|XP_034659401.1|DSUB, LOC117895684|XP_034659403.1|DSUB, LOC117897889|XP_034662857.1|DSUB, LOC117892312|XP_034654358.1|DSUB, LOC117899598|XP_034665610.1|DSUB
OG0000079	LOC120769799|XP_039952920.1|BTRY	LOC117900595|XP_034666896.1|DSUB, LOC117901221|XP_034667782.1|DSUB, LOC117900594|XP_034666895.1|DSUB
OG0000080	LOC120770830|XP_039954353.1|BTRY, LOC120772997|XP_039957842.1|BTRY, LOC120772996|XP_039957841.1|BTRY	LOC117892139|XP_034654068.1|DSUB, LOC117890994|XP_034652034.1|DSUB
OG0000080	LOC120772075|XP_039956403.1|BTRY, LOC120772172|XP_039956551.1|BTRY	LOC117892007|XP_034653785.1|DSUB
OG0000081	LOC120778160|XP_039965820.1|BTRY	LOC117895630|XP_034659277.1|DSUB
OG0000082	LOC120782787|XP_039971189.1|BTRY	LOC117890838|XP_034651812.1|DSUB, LOC117897518|XP_034662325.1|DSUB
OG0000082	LOC120766890|XP_039948574.1|BTRY, LOC120766889|XP_039948573.1|BTRY	LOC117898678|XP_034664152.1|DSUB
OG0000083	LOC120768958|XP_039951686.1|BTRY	LOC117900198|XP_034666350.1|DSUB, LOC117902537|XP_034669857.1|DSUB, LOC117902534|XP_034669852.1|DSUB, LOC117902535|XP_034669856.1|DSUB
OG0000083	LOC120767865|XP_039950113.1|BTRY	LOC117900197|XP_034666347.1|DSUB
OG0000084	LOC120781256|XP_039969343.1|BTRY	LOC117892465|XP_034654607.1|DSUB
OG0000084	LOC120770047|XP_039953099.1|BTRY, LOC120768058|XP_039950510.1|BTRY, LOC120771201|XP_039955035.1|BTRY	LOC117890458|XP_034651195.1|DSUB
OG0000085	LOC120770283|XP_039953552.1|BTRY	LOC117892532|XP_034654727.1|DSUB
OG0000087	LOC120768924|XP_039951637.1|BTRY	LOC117900830|XP_034667229.1|DSUB
OG0000087	LOC120769645|XP_039952684.1|BTRY, LOC120769435|XP_039952350.1|BTRY	LOC117901046|XP_034667544.1|DSUB
OG0000087	LOC120769086|XP_039951880.1|BTRY	LOC117900544|XP_034666835.1|DSUB
OG0000088	LOC120773069|XP_039957940.1|BTRY	LOC117890038|XP_034650547.1|DSUB
OG0000089	LOC120766628|XP_039948178.1|BTRY	LOC117897397|XP_034662107.1|DSUB
OG0000089	LOC120778537|XP_039966313.1|BTRY	LOC117894210|XP_034657016.1|DSUB
OG0000090	LOC120771351|XP_039955235.1|BTRY	LOC117891387|XP_034652719.1|DSUB
OG0000090	LOC120771989|XP_039956278.1|BTRY	LOC117891384|XP_034652714.1|DSUB
OG0000090	LOC120772488|XP_039957068.1|BTRY, LOC120771988|XP_039956277.1|BTRY	LOC117894963|XP_034658187.1|DSUB
OG0000091	LOC120780252|XP_039968448.1|BTRY	LOC117896287|XP_034660384.1|DSUB
OG0000091	LOC120769362|XP_039952257.1|BTRY	LOC117901338|XP_034667939.1|DSUB
OG0000091	LOC120773577|XP_039958502.1|BTRY	LOC117897051|XP_034661532.1|DSUB
OG0000091	LOC120777245|XP_039964375.1|BTRY, LOC120766362|XP_039947726.1|BTRY	LOC117897050|XP_034661529.1|DSUB
OG0000092	LOC120782357|XP_039970530.1|BTRY	LOC117897269|XP_034661886.1|DSUB
OG0000092	LOC120782888|XP_039971370.1|BTRY	LOC117897821|XP_034662765.1|DSUB
OG0000092	LOC120782541|XP_039970806.1|BTRY	LOC117898608|XP_034664049.1|DSUB, LOC117897864|XP_034662828.1|DSUB
OG0000093	LOC120768178|XP_039950676.1|BTRY	LOC117902810|XP_034670324.1|DSUB
OG0000093	LOC120774454|XP_039960036.1|BTRY	LOC117898813|XP_034664362.1|DSUB
OG0000094	LOC120781795|XP_039969955.1|BTRY, LOC120781757|XP_039969927.1|BTRY, LOC120781762|XP_039969932.1|BTRY, LOC120781776|XP_039969940.1|BTRY	LOC117896040|XP_034659940.1|DSUB
OG0000096	LOC120768952|XP_039951675.1|BTRY	LOC117898392|XP_034663640.1|DSUB, LOC117898393|XP_034663641.1|DSUB, LOC117898696|XP_034664202.1|DSUB
OG0000096	LOC120768465|XP_039951102.1|BTRY, LOC120768467|XP_039951105.1|BTRY, LOC120768466|XP_039951104.1|BTRY, LOC120768468|XP_039951106.1|BTRY, LOC120767637|XP_039949738.1|BTRY, LOC120767636|XP_039949737.1|BTRY, LOC120769373|XP_039952272.1|BTRY, LOC120768601|XP_039951297.1|BTRY, LOC120769075|XP_039951869.1|BTRY, LOC120769214|XP_039952041.1|BTRY, LOC120769063|XP_039951852.1|BTRY, LOC120769257|XP_039952092.1|BTRY, LOC120768464|XP_039951101.1|BTRY, LOC120768463|XP_039951100.1|BTRY	LOC117900262|XP_034666462.1|DSUB
OG0000099	LOC120777511|XP_039964811.1|BTRY	LOC117903172|XP_034670908.1|DSUB
OG0000099	LOC120773643|XP_039958585.1|BTRY	LOC117896382|XP_034660577.1|DSUB
OG0000099	LOC120773645|XP_039958586.1|BTRY, LOC120773585|XP_039958507.1|BTRY	LOC117891933|XP_034653664.1|DSUB
OG0000101	LOC120776874|XP_039963866.1|BTRY	LOC117895432|XP_034658973.1|DSUB
OG0000101	LOC120776871|XP_039963862.1|BTRY	LOC117893149|XP_034655501.1|DSUB, LOC117893148|XP_034655500.1|DSUB
OG0000102	LOC120770301|XP_039953601.1|BTRY, LOC120770302|XP_039953602.1|BTRY	LOC117891856|XP_034653505.1|DSUB
OG0000102	LOC120768179|XP_039950679.1|BTRY, LOC120768056|XP_039950507.1|BTRY, LOC120771676|XP_039955732.1|BTRY, LOC120777852|XP_039965328.1|BTRY	LOC117890056|XP_034650578.1|DSUB
OG0000103	LOC120777733|XP_039965157.1|BTRY, LOC120776555|XP_039963241.1|BTRY	LOC117894294|XP_034657145.1|DSUB, LOC117893174|XP_034655541.1|DSUB, LOC117895790|XP_034659583.1|DSUB
OG0000103	LOC120771914|XP_039956135.1|BTRY, LOC120772128|XP_039956478.1|BTRY	LOC117891545|XP_034652951.1|DSUB
OG0000104	LOC120778142|XP_039965799.1|BTRY, LOC120778141|XP_039965798.1|BTRY	LOC117894807|XP_034657931.1|DSUB
OG0000104	LOC120766497|XP_039947982.1|BTRY, LOC120766343|XP_039947703.1|BTRY, LOC120778118|XP_039965756.1|BTRY	LOC117901076|XP_034667579.1|DSUB
OG0000104	LOC120778612|XP_039966423.1|BTRY, LOC120778866|XP_039966836.1|BTRY, LOC120779052|XP_039967120.1|BTRY, LOC120778973|XP_039966995.1|BTRY	LOC117894809|XP_034657935.1|DSUB
OG0000105	LOC120782639|XP_039970941.1|BTRY, LOC120767012|XP_039948769.1|BTRY	LOC117898760|XP_034664276.1|DSUB
OG0000105	LOC120782189|XP_039970265.1|BTRY	LOC117898251|XP_034663389.1|DSUB, LOC117898250|XP_034663388.1|DSUB
OG0000107	LOC120770816|XP_039954328.1|BTRY	LOC117889797|XP_034650164.1|DSUB, LOC117901630|XP_034668350.1|DSUB, LOC117901201|XP_034667746.1|DSUB, LOC117891678|XP_034653144.1|DSUB
OG0000109	LOC120768593|XP_039951288.1|BTRY	LOC117901646|XP_034668372.1|DSUB
OG0000110	LOC120777572|XP_039964910.1|BTRY, LOC120778881|XP_039966858.1|BTRY	LOC117895606|XP_034659245.1|DSUB, LOC117895605|XP_034659244.1|DSUB
OG0000110	LOC120778906|XP_039966885.1|BTRY, LOC120777638|XP_039965025.1|BTRY	LOC117895607|XP_034659246.1|DSUB
OG0000111	LOC120771785|XP_039955913.1|BTRY, LOC120771525|XP_039955516.1|BTRY, LOC120771526|XP_039955517.1|BTRY, LOC120771524|XP_039955515.1|BTRY	LOC117890933|XP_034651959.1|DSUB, LOC117890150|XP_034650731.1|DSUB, LOC117890935|XP_034651960.1|DSUB
OG0000112	LOC120776060|XP_039962460.1|BTRY	LOC117903430|XP_034671344.1|DSUB
OG0000112	LOC120773601|XP_039958533.1|BTRY, LOC120773600|XP_039958532.1|BTRY, LOC120773604|XP_039958538.1|BTRY, LOC120773603|XP_039958537.1|BTRY, LOC120773732|XP_039958723.1|BTRY	LOC117902763|XP_034670250.1|DSUB
OG0000113	LOC120771011|XP_039954717.1|BTRY, LOC120782768|XP_039971165.1|BTRY	LOC117897174|XP_034661763.1|DSUB, LOC117897177|XP_034661767.1|DSUB
OG0000114	LOC120767657|XP_039949763.1|BTRY, LOC120774073|XP_039959325.1|BTRY, LOC120767655|XP_039949762.1|BTRY	LOC117902139|XP_034669166.1|DSUB
OG0000114	LOC120767658|XP_039949764.1|BTRY	LOC117902140|XP_034669167.1|DSUB
OG0000116	LOC120782355|XP_039970525.1|BTRY	LOC117898981|XP_034664612.1|DSUB
OG0000117	LOC120769109|XP_039951905.1|BTRY	LOC117902128|XP_034669147.1|DSUB
OG0000117	LOC120769110|XP_039951906.1|BTRY	LOC117902129|XP_034669148.1|DSUB
OG0000117	LOC120769113|XP_039951909.1|BTRY	LOC117902130|XP_034669149.1|DSUB
OG0000117	LOC120769111|XP_039951907.1|BTRY	LOC117902132|XP_034669152.1|DSUB
OG0000118	LOC120777410|XP_039964643.1|BTRY	LOC117901945|XP_034668808.1|DSUB
OG0000118	LOC120774742|XP_039960431.1|BTRY	LOC117903909|XP_034672306.1|DSUB
OG0000119	LOC120781461|XP_039969618.1|BTRY, LOC120779615|XP_039967898.1|BTRY, LOC120782241|XP_039970343.1|BTRY, LOC120772767|XP_039957513.1|BTRY	LOC117897103|XP_034661639.1|DSUB, LOC117896957|XP_034661393.1|DSUB
OG0000119	LOC120766714|XP_039948293.1|BTRY	LOC117896767|XP_034661133.1|DSUB
OG0000120	LOC120775661|XP_039961863.1|BTRY	LOC117889781|XP_034650140.1|DSUB
OG0000120	LOC120772192|XP_039956592.1|BTRY	LOC117890793|XP_034651759.1|DSUB
OG0000120	LOC120775789|XP_039962063.1|BTRY	LOC117893084|XP_034655396.1|DSUB
OG0000121	LOC120780196|XP_039968399.1|BTRY, LOC120780541|XP_039968740.1|BTRY, LOC120777121|XP_039964203.1|BTRY	LOC117897123|XP_034661670.1|DSUB
OG0000122	LOC120768461|XP_039951097.1|BTRY	LOC117901107|XP_034667631.1|DSUB
OG0000122	LOC120771261|XP_039955113.1|BTRY	LOC117903442|XP_034671364.1|DSUB
OG0000122	LOC120767410|XP_039949386.1|BTRY	LOC117890920|XP_034651941.1|DSUB, LOC117900850|XP_034667261.1|DSUB
OG0000123	LOC120779679|XP_039968002.1|BTRY, LOC120779752|XP_039968092.1|BTRY	LOC117898288|XP_034663435.1|DSUB, LOC117898289|XP_034663436.1|DSUB
OG0000125	LOC120779426|XP_039967569.1|BTRY	LOC117896898|XP_034661322.1|DSUB
OG0000125	LOC120770437|XP_039953842.1|BTRY	LOC117897758|XP_034662692.1|DSUB
OG0000127	LOC120779597|XP_039967879.1|BTRY	LOC117899404|XP_034665281.1|DSUB, LOC117899406|XP_034665283.1|DSUB, LOC117899403|XP_034665280.1|DSUB
OG0000127	LOC120779739|XP_039968050.1|BTRY	LOC117898149|XP_034663239.1|DSUB
OG0000128	LOC120772126|XP_039956474.1|BTRY, LOC120771684|XP_039955749.1|BTRY, LOC120770982|XP_039954658.1|BTRY, LOC120770983|XP_039954659.1|BTRY, LOC120770984|XP_039954660.1|BTRY	LOC117892245|XP_034654249.1|DSUB
OG0000129	LOC120775214|XP_039961211.1|BTRY	LOC117893897|XP_034656603.1|DSUB
OG0000129	LOC120767577|XP_039949656.1|BTRY	LOC117893675|XP_034656254.1|DSUB, LOC117901205|XP_034667750.1|DSUB
OG0000130	LOC120777985|XP_039965558.1|BTRY	LOC117895254|XP_034658662.1|DSUB, LOC117895250|XP_034658656.1|DSUB, LOC117895252|XP_034658658.1|DSUB, LOC117895251|XP_034658657.1|DSUB
OG0000131	LOC120782179|XP_039970256.1|BTRY	LOC117898539|XP_034663904.1|DSUB
OG0000132	LOC120767643|XP_039949749.1|BTRY, LOC120767644|XP_039949750.1|BTRY	LOC117900438|XP_034666699.1|DSUB, LOC117900435|XP_034666695.1|DSUB
OG0000132	LOC120768834|XP_039951523.1|BTRY	LOC117896761|XP_034661126.1|DSUB
OG0000134	LOC120774903|XP_039960709.1|BTRY	LOC117896539|XP_034660813.1|DSUB
OG0000134	LOC120768520|XP_039951184.1|BTRY	LOC117891342|XP_034652657.1|DSUB, LOC117900962|XP_034667428.1|DSUB
OG0000137	LOC120767078|XP_039948875.1|BTRY	LOC117898920|XP_034664521.1|DSUB
OG0000137	LOC120776444|XP_039963035.1|BTRY	LOC117893964|XP_034656656.1|DSUB
OG0000141	LOC120778104|XP_039965740.1|BTRY, LOC120778105|XP_039965741.1|BTRY, LOC120778041|XP_039965650.1|BTRY	LOC117895146|XP_034658469.1|DSUB
OG0000142	LOC120777727|XP_039965152.1|BTRY	LOC117897016|XP_034661478.1|DSUB
OG0000142	LOC120774337|XP_039959830.1|BTRY	LOC117889604|XP_034649912.1|DSUB
OG0000143	LOC120776475|XP_039963084.1|BTRY	LOC117895094|XP_034658382.1|DSUB
OG0000144	LOC120769364|XP_039952263.1|BTRY	LOC117897699|XP_034662611.1|DSUB
OG0000144	LOC120773797|XP_039958834.1|BTRY	LOC117896455|XP_034660679.1|DSUB
OG0000144	LOC120768115|XP_039950597.1|BTRY	LOC117901842|XP_034668675.1|DSUB
OG0000145	LOC120774460|XP_039960049.1|BTRY	LOC117897170|XP_034661747.1|DSUB
OG0000145	LOC120767329|XP_039949207.1|BTRY	LOC117902770|XP_034670254.1|DSUB
OG0000145	LOC120767331|XP_039949208.1|BTRY	LOC117902772|XP_034670256.1|DSUB
OG0000145	LOC120767332|XP_039949209.1|BTRY	LOC117902771|XP_034670255.1|DSUB
OG0000147	LOC120769426|XP_039952342.1|BTRY	LOC117900255|XP_034666445.1|DSUB
OG0000147	LOC120771570|XP_039955573.1|BTRY	LOC117896221|XP_034660245.1|DSUB
OG0000147	LOC120771587|XP_039955596.1|BTRY	LOC117896222|XP_034660247.1|DSUB
OG0000148	LOC120767846|XP_039950077.1|BTRY	LOC117902375|XP_034669584.1|DSUB
OG0000149	LOC120774421|XP_039959984.1|BTRY	LOC117902756|XP_034670237.1|DSUB
OG0000149	LOC120774650|XP_039960308.1|BTRY	LOC117902650|XP_034670071.1|DSUB
OG0000150	LOC120767670|XP_039949776.1|BTRY	LOC117901373|XP_034667974.1|DSUB, LOC117901370|XP_034667971.1|DSUB, LOC117900981|XP_034667465.1|DSUB, LOC117901369|XP_034667970.1|DSUB
OG0000151	LOC120776428|XP_039963015.1|BTRY	LOC117894759|XP_034657867.1|DSUB
OG0000151	LOC120776430|XP_039963017.1|BTRY	LOC117894764|XP_034657872.1|DSUB
OG0000151	LOC120776426|XP_039963012.1|BTRY	LOC117894890|XP_034658063.1|DSUB
OG0000152	LOC120780845|XP_039969021.1|BTRY	LOC117896893|XP_034661316.1|DSUB, LOC117896892|XP_034661315.1|DSUB, LOC117896894|XP_034661318.1|DSUB
OG0000153	LOC120778419|XP_039966138.1|BTRY, LOC120779362|XP_039967493.1|BTRY	LOC117898085|XP_034663155.1|DSUB
OG0000153	LOC120766754|XP_039948361.1|BTRY	LOC117897538|XP_034662350.1|DSUB, LOC117897537|XP_034662349.1|DSUB
OG0000154	LOC120781967|XP_039970078.1|BTRY	LOC117895969|XP_034659819.1|DSUB, LOC117895972|XP_034659823.1|DSUB
OG0000154	LOC120769548|XP_039952531.1|BTRY, LOC120769219|XP_039952049.1|BTRY	LOC117893214|XP_034655639.1|DSUB
OG0000155	LOC120778597|XP_039966404.1|BTRY, LOC120778577|XP_039966374.1|BTRY, LOC120776977|XP_039964008.1|BTRY	LOC117894277|XP_034657124.1|DSUB, LOC117893600|XP_034656166.1|DSUB, LOC117893601|XP_034656167.1|DSUB
OG0000157	LOC120771441|XP_039955380.1|BTRY, LOC120772567|XP_039957188.1|BTRY	LOC117891037|XP_034652096.1|DSUB, LOC117891036|XP_034652094.1|DSUB, LOC117889940|XP_034650366.1|DSUB
OG0000158	LOC120778802|XP_039966738.1|BTRY, LOC120778186|XP_039965856.1|BTRY	LOC117893802|XP_034656437.1|DSUB, LOC117893202|XP_034655608.1|DSUB
OG0000159	LOC120777699|XP_039965108.1|BTRY	LOC117895350|XP_034658822.1|DSUB
OG0000159	LOC120777576|XP_039964918.1|BTRY	LOC117892899|XP_034655089.1|DSUB
OG0000159	LOC120776720|XP_039963559.1|BTRY	LOC117893536|XP_034656071.1|DSUB
OG0000160	LOC120766240|XP_039947556.1|BTRY, LOC120766239|XP_039947555.1|BTRY	LOC117899677|XP_034665757.1|DSUB, LOC117899675|XP_034665754.1|DSUB
OG0000161	LOC120776653|XP_039963438.1|BTRY	LOC117893282|XP_034655736.1|DSUB
OG0000161	LOC120780872|XP_039969040.1|BTRY, LOC120775992|XP_039962356.1|BTRY, LOC120779575|XP_039967852.1|BTRY, LOC120777388|XP_039964615.1|BTRY	LOC117901892|XP_034668744.1|DSUB
OG0000161	LOC120776673|XP_039963480.1|BTRY	LOC117903116|XP_034670832.1|DSUB
OG0000162	LOC120770752|XP_039954273.1|BTRY	LOC117900348|XP_034666584.1|DSUB
OG0000162	LOC120767364|XP_039949270.1|BTRY	LOC117902071|XP_034669047.1|DSUB
OG0000163	LOC120779181|XP_039967359.1|BTRY, LOC120779180|XP_039967358.1|BTRY	LOC117902204|XP_034669314.1|DSUB
OG0000163	LOC120768111|XP_039950592.1|BTRY	LOC117896958|XP_034661394.1|DSUB
OG0000164	LOC120770077|XP_039953153.1|BTRY, LOC120772817|XP_039957542.1|BTRY	LOC117890440|XP_034651161.1|DSUB
OG0000165	LOC120774127|XP_039959433.1|BTRY	LOC117891308|XP_034652606.1|DSUB, LOC117900924|XP_034667381.1|DSUB
OG0000166	LOC120767345|XP_039949237.1|BTRY	LOC117890608|XP_034651437.1|DSUB
OG0000167	LOC120777096|XP_039964164.1|BTRY, LOC120777607|XP_039964990.1|BTRY	LOC117894729|XP_034657814.1|DSUB, LOC117893548|XP_034656090.1|DSUB
OG0000169	LOC120766587|XP_039948125.1|BTRY	LOC117897044|XP_034661518.1|DSUB
OG0000169	LOC120769318|XP_039952204.1|BTRY	LOC117895530|XP_034659127.1|DSUB, LOC117898312|XP_034663487.1|DSUB
OG0000170	LOC120767715|XP_039949846.1|BTRY	LOC117900911|XP_034667363.1|DSUB, LOC117900913|XP_034667365.1|DSUB
OG0000170	LOC120769504|XP_039952470.1|BTRY	LOC117900912|XP_034667364.1|DSUB
OG0000171	LOC120767977|XP_039950322.1|BTRY	LOC117899975|XP_034666025.1|DSUB
OG0000171	LOC120768796|XP_039951486.1|BTRY	LOC117902180|XP_034669242.1|DSUB
OG0000171	LOC120773413|XP_039958216.1|BTRY	LOC117903283|XP_034671094.1|DSUB
OG0000172	LOC120776604|XP_039963324.1|BTRY	LOC117899080|XP_034664740.1|DSUB, LOC117897167|XP_034661728.1|DSUB, LOC117903171|XP_034670907.1|DSUB, LOC117893233|XP_034655681.1|DSUB, LOC117894915|XP_034658102.1|DSUB, LOC117894884|XP_034658056.1|DSUB, LOC117894887|XP_034658060.1|DSUB, LOC117895403|XP_034658923.1|DSUB, LOC117889942|XP_034650369.1|DSUB, LOC117894880|XP_034658039.1|DSUB
OG0000173	LOC120772884|XP_039957670.1|BTRY	LOC117889927|XP_034650344.1|DSUB
OG0000173	LOC120771542|XP_039955532.1|BTRY, LOC120771540|XP_039955529.1|BTRY	LOC117889920|XP_034650337.1|DSUB
OG0000174	LOC120777895|XP_039965400.1|BTRY, LOC120771256|XP_039955107.1|BTRY	LOC117890439|XP_034651160.1|DSUB
OG0000174	LOC120770120|XP_039953233.1|BTRY	LOC117900977|XP_034667461.1|DSUB, LOC117890637|XP_034651479.1|DSUB
OG0000175	LOC120766532|XP_039948037.1|BTRY	LOC117898350|XP_034663574.1|DSUB
OG0000175	LOC120776096|XP_039962518.1|BTRY, LOC120776103|XP_039962530.1|BTRY	LOC117897221|XP_034661827.1|DSUB
