Orthogroup	BTRY.longest_only	DALB.longest_only
OG0000044	LOC120777147|XP_039964227.1|BTRY, LOC120772935|XP_039957773.1|BTRY, LOC120772936|XP_039957774.1|BTRY, LOC120772094|XP_039956434.1|BTRY, LOC120772937|XP_039957775.1|BTRY	LOC117576553|XP_034117282.1|DALB, LOC117576562|XP_034117292.1|DALB, LOC117576555|XP_034117284.1|DALB, LOC117576559|XP_034117287.1|DALB, LOC117576556|XP_034117285.1|DALB, LOC117576558|XP_034117286.1|DALB, LOC117576554|XP_034117283.1|DALB, LOC117576551|XP_034117281.1|DALB, LOC117576550|XP_034117280.1|DALB, LOC117576560|XP_034117290.1|DALB, LOC117576979|XP_034118049.1|DALB
OG0000044	LOC120782367|XP_039970539.1|BTRY	LOC117574699|XP_034114502.1|DALB
OG0000045	LOC120777594|XP_039964965.1|BTRY, LOC120778683|XP_039966553.1|BTRY, LOC120778456|XP_039966187.1|BTRY, LOC120777163|XP_039964247.1|BTRY	LOC117568925|XP_034105726.1|DALB
OG0000045	LOC120778581|XP_039966382.1|BTRY	LOC117566426|XP_034101847.1|DALB
OG0000045	LOC120778222|XP_039965914.1|BTRY	LOC117566425|XP_034101846.1|DALB
OG0000045	LOC120777964|XP_039965517.1|BTRY	LOC117572554|XP_034111317.1|DALB
OG0000047	LOC120775795|XP_039962073.1|BTRY	LOC117570271|XP_034107678.1|DALB, LOC117570312|XP_034107745.1|DALB, LOC117567370|XP_034103204.1|DALB, LOC117567748|XP_034103827.1|DALB, LOC117570179|XP_034107548.1|DALB, LOC117570238|XP_034107631.1|DALB
OG0000048	LOC120778037|XP_039965645.1|BTRY, LOC120778038|XP_039965646.1|BTRY	LOC117570722|XP_034108424.1|DALB, LOC117570720|XP_034108423.1|DALB
OG0000048	LOC120770488|XP_039953937.1|BTRY, LOC120782877|XP_039971357.1|BTRY, LOC120777798|XP_039965264.1|BTRY, LOC120778212|XP_039965903.1|BTRY, LOC120777799|XP_039965266.1|BTRY, LOC120778322|XP_039966052.1|BTRY, LOC120778227|XP_039965918.1|BTRY, LOC120778460|XP_039966194.1|BTRY	LOC117571564|XP_034109658.1|DALB, LOC117572034|XP_034110480.1|DALB
OG0000048	LOC120770486|XP_039953934.1|BTRY	LOC117569405|XP_034106432.1|DALB
OG0000049	LOC120782870|XP_039971347.1|BTRY	LOC117574804|XP_034114660.1|DALB
OG0000049	LOC120782209|XP_039970301.1|BTRY	LOC117574253|XP_034113873.1|DALB
OG0000049	LOC120781673|XP_039969832.1|BTRY	LOC117574270|XP_034113907.1|DALB
OG0000049	LOC120782186|XP_039970263.1|BTRY, LOC120782627|XP_039970929.1|BTRY	LOC117576198|XP_034116681.1|DALB
OG0000049	LOC120772847|XP_039957638.1|BTRY	LOC117574439|XP_034114168.1|DALB
OG0000050	LOC120776369|XP_039962882.1|BTRY	LOC117567964|XP_034104164.1|DALB
OG0000050	LOC120778411|XP_039966128.1|BTRY	LOC117566525|XP_034101957.1|DALB, LOC117566526|XP_034101958.1|DALB, LOC117570483|XP_034108058.1|DALB, LOC117569367|XP_034106390.1|DALB
OG0000051	LOC120776450|XP_039963045.1|BTRY	LOC117576304|XP_034116849.1|DALB
OG0000051	LOC120782523|XP_039970766.1|BTRY, LOC120766330|XP_039947687.1|BTRY	LOC117576889|XP_034117914.1|DALB, LOC117573460|XP_034112573.1|DALB, LOC117574315|XP_034114017.1|DALB, LOC117574240|XP_034113845.1|DALB, LOC117574314|XP_034114015.1|DALB, LOC117574786|XP_034114633.1|DALB
OG0000051	LOC120774683|XP_039960350.1|BTRY, LOC120766819|XP_039948463.1|BTRY, LOC120766441|XP_039947883.1|BTRY	LOC117576902|XP_034117931.1|DALB
OG0000052	LOC120771792|XP_039955923.1|BTRY, LOC120772636|XP_039957293.1|BTRY, LOC120772635|XP_039957292.1|BTRY, LOC120772637|XP_039957294.1|BTRY	LOC117576244|XP_034116756.1|DALB, LOC117576245|XP_034116757.1|DALB, LOC117576070|XP_034116497.1|DALB, LOC117576071|XP_034116498.1|DALB, LOC117576069|XP_034116496.1|DALB, LOC117575219|XP_034115236.1|DALB, LOC117576928|XP_034117962.1|DALB, LOC117568864|XP_034105642.1|DALB, LOC117571307|XP_034109272.1|DALB, LOC117566592|XP_034102025.1|DALB, LOC117569133|XP_034106052.1|DALB, LOC117566590|XP_034102023.1|DALB, LOC117566591|XP_034102024.1|DALB, LOC117572296|XP_034110899.1|DALB, LOC117572297|XP_034110900.1|DALB, LOC117566593|XP_034102026.1|DALB
OG0000053	LOC120770153|XP_039953281.1|BTRY	LOC117569597|XP_034106723.1|DALB, LOC117569598|XP_034106724.1|DALB
OG0000053	LOC120770564|XP_039954076.1|BTRY	LOC117569609|XP_034106736.1|DALB
OG0000053	LOC120770562|XP_039954075.1|BTRY	LOC117569596|XP_034106722.1|DALB
OG0000053	LOC120771115|XP_039954899.1|BTRY, LOC120772335|XP_039956813.1|BTRY, LOC120771116|XP_039954900.1|BTRY	LOC117569600|XP_034106726.1|DALB
OG0000054	LOC120766688|XP_039948268.1|BTRY, LOC120773479|XP_039958337.1|BTRY	LOC117575896|XP_034116230.1|DALB
OG0000054	LOC120766314|XP_039947666.1|BTRY, LOC120771817|XP_039955972.1|BTRY, LOC120766166|XP_039947447.1|BTRY	LOC117575899|XP_034116231.1|DALB
OG0000056	LOC120773463|XP_039958298.1|BTRY, LOC120773462|XP_039958296.1|BTRY, LOC120773461|XP_039958295.1|BTRY	LOC117573873|XP_034113241.1|DALB, LOC117573870|XP_034113237.1|DALB, LOC117573868|XP_034113236.1|DALB, LOC117573871|XP_034113238.1|DALB, LOC117576772|XP_034117714.1|DALB, LOC117573872|XP_034113239.1|DALB
OG0000056	LOC120775660|XP_039961862.1|BTRY	LOC117565555|XP_034100612.1|DALB
OG0000058	LOC120778110|XP_039965747.1|BTRY, LOC120778815|XP_039966755.1|BTRY, LOC120777383|XP_039964608.1|BTRY	LOC117563763|XP_034098158.1|DALB, LOC117564238|XP_034098822.1|DALB, LOC117564239|XP_034098823.1|DALB, LOC117563762|XP_034098157.1|DALB, LOC117563768|XP_034098166.1|DALB, LOC117563764|XP_034098159.1|DALB, LOC117563767|XP_034098165.1|DALB, LOC117563761|XP_034098156.1|DALB, LOC117563760|XP_034098154.1|DALB, LOC117570528|XP_034108128.1|DALB
OG0000059	LOC120780097|XP_039968312.1|BTRY, LOC120780106|XP_039968325.1|BTRY, LOC120775512|XP_039961658.1|BTRY, LOC120778400|XP_039966151.1|BTRY, LOC120781731|XP_039969904.1|BTRY, LOC120782205|XP_039970291.1|BTRY, LOC120766699|XP_039948281.1|BTRY, LOC120782168|XP_039970239.1|BTRY, LOC120775546|XP_039961709.1|BTRY	LOC117573843|XP_034113202.1|DALB, LOC117573838|XP_034113195.1|DALB, LOC117573507|XP_034112627.1|DALB, LOC117573842|XP_034113201.1|DALB, LOC117573841|XP_034113200.1|DALB, LOC117573840|XP_034113199.1|DALB, LOC117573839|XP_034113196.1|DALB
OG0000060	LOC120775432|XP_039961551.1|BTRY	LOC117568914|XP_034105715.1|DALB
OG0000060	LOC120768177|XP_039950680.1|BTRY	LOC117574003|XP_034113462.1|DALB
OG0000061	LOC120768964|XP_039951692.1|BTRY	LOC117564862|XP_034099701.1|DALB
OG0000061	LOC120768474|XP_039951115.1|BTRY, LOC120768583|XP_039951274.1|BTRY	LOC117564867|XP_034099707.1|DALB, LOC117564866|XP_034099705.1|DALB
OG0000062	LOC120769500|XP_039952465.1|BTRY, LOC120766206|XP_039947509.1|BTRY, LOC120779328|XP_039967463.1|BTRY, LOC120775291|XP_039961384.1|BTRY, LOC120771826|XP_039955989.1|BTRY, LOC120769103|XP_039951898.1|BTRY, LOC120767422|XP_039949399.1|BTRY, LOC120767417|XP_039949393.1|BTRY, LOC120767416|XP_039949392.1|BTRY, LOC120767418|XP_039949395.1|BTRY, LOC120767419|XP_039949396.1|BTRY, LOC120767415|XP_039949390.1|BTRY, LOC120767420|XP_039949397.1|BTRY, LOC120767414|XP_039949389.1|BTRY, LOC120767411|XP_039949387.1|BTRY, LOC120776617|XP_039963346.1|BTRY	LOC117574091|XP_034113617.1|DALB, LOC117578033|XP_034119036.1|DALB, LOC117578240|XP_034119548.1|DALB, LOC117564777|XP_034099566.1|DALB
OG0000063	LOC120774802|XP_039960529.1|BTRY, LOC120775030|XP_039960920.1|BTRY, LOC120776056|XP_039962449.1|BTRY	LOC117576847|XP_034117829.1|DALB, LOC117576848|XP_034117831.1|DALB, LOC117576846|XP_034117828.1|DALB
OG0000063	LOC120782455|XP_039970679.1|BTRY, LOC120777941|XP_039965477.1|BTRY	LOC117569666|XP_034106803.1|DALB, LOC117568515|XP_034105107.1|DALB, LOC117569663|XP_034106801.1|DALB, LOC117570642|XP_034108303.1|DALB
OG0000065	LOC120779665|XP_039967959.1|BTRY, LOC120779680|XP_039967975.1|BTRY, LOC120782495|XP_039970733.1|BTRY	LOC117573742|XP_034113011.1|DALB, LOC117576240|XP_034116748.1|DALB, LOC117574829|XP_034114692.1|DALB, LOC117567609|XP_034103589.1|DALB, LOC117573376|XP_034112404.1|DALB, LOC117572676|XP_034111597.1|DALB, LOC117567608|XP_034103588.1|DALB
OG0000066	LOC120773490|XP_039958365.1|BTRY	LOC117567134|XP_034102839.1|DALB, LOC117563421|XP_034097647.1|DALB, LOC117576204|XP_034116688.1|DALB, LOC117567332|XP_034103141.1|DALB, LOC117570386|XP_034107886.1|DALB
OG0000067	LOC120778614|XP_039966425.1|BTRY	LOC117569520|XP_034106607.1|DALB
OG0000067	LOC120772621|XP_039957270.1|BTRY	LOC117570140|XP_034107497.1|DALB
OG0000067	LOC120778613|XP_039966424.1|BTRY	LOC117569519|XP_034106606.1|DALB
OG0000068	LOC120776119|XP_039962576.1|BTRY	LOC117563644|XP_034097948.1|DALB
OG0000069	LOC120769525|XP_039952497.1|BTRY	LOC117568075|XP_034104335.1|DALB
OG0000069	LOC120779684|XP_039967976.1|BTRY, LOC120780768|XP_039968955.1|BTRY, LOC120768676|XP_039951388.1|BTRY, LOC120782061|XP_039970152.1|BTRY, LOC120779525|XP_039967789.1|BTRY, LOC120768824|XP_039951511.1|BTRY, LOC120781112|XP_039969185.1|BTRY, LOC120768341|XP_039950928.1|BTRY, LOC120779618|XP_039967900.1|BTRY, LOC120768781|XP_039951474.1|BTRY, LOC120779500|XP_039967726.1|BTRY, LOC120779818|XP_039968124.1|BTRY, LOC120781302|XP_039969436.1|BTRY, LOC120775495|XP_039961636.1|BTRY, LOC120780820|XP_039969000.1|BTRY, LOC120781397|XP_039969540.1|BTRY, LOC120779769|XP_039968082.1|BTRY, LOC120781496|XP_039969655.1|BTRY, LOC120781281|XP_039969411.1|BTRY, LOC120781543|XP_039969709.1|BTRY, LOC120780171|XP_039968382.1|BTRY, LOC120780163|XP_039968376.1|BTRY, LOC120768649|XP_039951354.1|BTRY, LOC120780276|XP_039968475.1|BTRY	LOC117577235|XP_034118115.1|DALB, LOC117577412|XP_034118212.1|DALB
OG0000070	LOC120775533|XP_039961688.1|BTRY, LOC120776028|XP_039962406.1|BTRY, LOC120774314|XP_039959783.1|BTRY, LOC120774316|XP_039959788.1|BTRY, LOC120774315|XP_039959784.1|BTRY	LOC117564516|XP_034099227.1|DALB, LOC117564519|XP_034099229.1|DALB
OG0000070	LOC120775922|XP_039962258.1|BTRY	LOC117575370|XP_034115434.1|DALB
OG0000070	LOC120774551|XP_039960215.1|BTRY	LOC117564518|XP_034099228.1|DALB, LOC117564520|XP_034099230.1|DALB
OG0000071	LOC120778566|XP_039966364.1|BTRY, LOC120778407|XP_039966125.1|BTRY	LOC117570623|XP_034108276.1|DALB, LOC117566528|XP_034101960.1|DALB
OG0000072	LOC120771304|XP_039955172.1|BTRY	LOC117566569|XP_034102002.1|DALB, LOC117567900|XP_034104064.1|DALB
OG0000072	LOC120771756|XP_039955872.1|BTRY	LOC117570917|XP_034108716.1|DALB
OG0000073	LOC120770531|XP_039954016.1|BTRY	LOC117572206|XP_034110763.1|DALB
OG0000073	LOC120773570|XP_039958474.1|BTRY	LOC117576610|XP_034117406.1|DALB
OG0000073	LOC120766419|XP_039947816.1|BTRY	LOC117575585|XP_034115743.1|DALB
OG0000074	LOC120778910|XP_039966891.1|BTRY	LOC117570160|XP_034107519.1|DALB, LOC117571484|XP_034109540.1|DALB, LOC117571440|XP_034109474.1|DALB
OG0000074	LOC120776970|XP_039963997.1|BTRY	LOC117570586|XP_034108221.1|DALB
OG0000075	LOC120776593|XP_039963300.1|BTRY	LOC117568439|XP_034104998.1|DALB
OG0000075	LOC120776389|XP_039962933.1|BTRY, LOC120778794|XP_039966728.1|BTRY, LOC120778726|XP_039966624.1|BTRY, LOC120778602|XP_039966409.1|BTRY, LOC120778440|XP_039966162.1|BTRY	LOC117568441|XP_034105000.1|DALB
OG0000075	LOC120776388|XP_039962932.1|BTRY	LOC117568440|XP_034104999.1|DALB, LOC117568217|XP_034104582.1|DALB
OG0000076	LOC120778972|XP_039966981.1|BTRY	LOC117567636|XP_034103628.1|DALB
OG0000076	LOC120773985|XP_039959178.1|BTRY	LOC117577756|XP_034118557.1|DALB
OG0000077	LOC120770520|XP_039953996.1|BTRY	LOC117569813|XP_034107023.1|DALB
OG0000077	LOC120766987|XP_039948728.1|BTRY	LOC117576948|XP_034117997.1|DALB
OG0000077	LOC120771294|XP_039955159.1|BTRY	LOC117567769|XP_034103852.1|DALB
OG0000077	LOC120767550|XP_039949648.1|BTRY	LOC117573885|XP_034113262.1|DALB
OG0000078	LOC120776000|XP_039962366.1|BTRY, LOC120775042|XP_039960952.1|BTRY	LOC117570798|XP_034108545.1|DALB, LOC117567009|XP_034102585.1|DALB, LOC117571141|XP_034109034.1|DALB, LOC117570994|XP_034108834.1|DALB, LOC117567346|XP_034103163.1|DALB, LOC117575907|XP_034116242.1|DALB, LOC117577833|XP_034118665.1|DALB, LOC117578297|XP_034119631.1|DALB
OG0000079	LOC120769799|XP_039952920.1|BTRY	LOC117564795|XP_034099607.1|DALB, LOC117565282|XP_034100202.1|DALB
OG0000080	LOC120770830|XP_039954353.1|BTRY, LOC120772997|XP_039957842.1|BTRY, LOC120772996|XP_039957841.1|BTRY	LOC117571068|XP_034108929.1|DALB
OG0000080	LOC120772075|XP_039956403.1|BTRY, LOC120772172|XP_039956551.1|BTRY	LOC117568685|XP_034105383.1|DALB
OG0000081	LOC120778160|XP_039965820.1|BTRY	LOC117570943|XP_034108767.1|DALB
OG0000082	LOC120782787|XP_039971189.1|BTRY	LOC117570745|XP_034108457.1|DALB, LOC117570413|XP_034107930.1|DALB, LOC117573753|XP_034113028.1|DALB, LOC117573752|XP_034113027.1|DALB
OG0000082	LOC120766890|XP_039948574.1|BTRY, LOC120766889|XP_039948573.1|BTRY	LOC117575543|XP_034115688.1|DALB
OG0000083	LOC120768958|XP_039951686.1|BTRY	LOC117570126|XP_034107481.1|DALB
OG0000084	LOC120781256|XP_039969343.1|BTRY	LOC117569126|XP_034106037.1|DALB
OG0000084	LOC120770047|XP_039953099.1|BTRY, LOC120768058|XP_039950510.1|BTRY, LOC120771201|XP_039955035.1|BTRY	LOC117571981|XP_034110380.1|DALB
OG0000087	LOC120768924|XP_039951637.1|BTRY	LOC117565926|XP_034101191.1|DALB
OG0000087	LOC120769645|XP_039952684.1|BTRY, LOC120769435|XP_039952350.1|BTRY	LOC117563519|XP_034097786.1|DALB
OG0000087	LOC120769086|XP_039951880.1|BTRY	LOC117564649|XP_034099401.1|DALB
OG0000088	LOC120773069|XP_039957940.1|BTRY	LOC117568126|XP_034104421.1|DALB
OG0000089	LOC120766628|XP_039948178.1|BTRY	LOC117573667|XP_034112886.1|DALB
OG0000089	LOC120778537|XP_039966313.1|BTRY	LOC117570605|XP_034108240.1|DALB
OG0000090	LOC120771351|XP_039955235.1|BTRY	LOC117570152|XP_034107510.1|DALB
OG0000090	LOC120771989|XP_039956278.1|BTRY	LOC117570045|XP_034107362.1|DALB
OG0000090	LOC120772488|XP_039957068.1|BTRY, LOC120771988|XP_039956277.1|BTRY	LOC117571453|XP_034109491.1|DALB
OG0000090	LOC120771986|XP_039956274.1|BTRY, LOC120771987|XP_039956276.1|BTRY	LOC117568592|XP_034105231.1|DALB
OG0000091	LOC120780252|XP_039968448.1|BTRY	LOC117575848|XP_034116149.1|DALB
OG0000091	LOC120769362|XP_039952257.1|BTRY	LOC117564850|XP_034099676.1|DALB
OG0000091	LOC120773577|XP_039958502.1|BTRY	LOC117576271|XP_034116807.1|DALB
OG0000091	LOC120777245|XP_039964375.1|BTRY, LOC120766362|XP_039947726.1|BTRY	LOC117576270|XP_034116806.1|DALB
OG0000092	LOC120782357|XP_039970530.1|BTRY	LOC117573726|XP_034112987.1|DALB, LOC117573725|XP_034112986.1|DALB
OG0000092	LOC120782888|XP_039971370.1|BTRY	LOC117573342|XP_034112343.1|DALB
OG0000092	LOC120782541|XP_039970806.1|BTRY	LOC117573728|XP_034112989.1|DALB
OG0000093	LOC120768178|XP_039950676.1|BTRY	LOC117566120|XP_034101486.1|DALB
OG0000093	LOC120774454|XP_039960036.1|BTRY	LOC117568850|XP_034105618.1|DALB, LOC117571868|XP_034110194.1|DALB
OG0000094	LOC120772633|XP_039957290.1|BTRY, LOC120772634|XP_039957291.1|BTRY	LOC117566609|XP_034102040.1|DALB, LOC117574461|XP_034114190.1|DALB, LOC117574464|XP_034114191.1|DALB
OG0000094	LOC120781795|XP_039969955.1|BTRY, LOC120781757|XP_039969927.1|BTRY, LOC120781762|XP_039969932.1|BTRY, LOC120781776|XP_039969940.1|BTRY	LOC117573441|XP_034112552.1|DALB
OG0000096	LOC120768952|XP_039951675.1|BTRY	LOC117576098|XP_034116547.1|DALB, LOC117576097|XP_034116544.1|DALB, LOC117576096|XP_034116543.1|DALB
OG0000096	LOC120768465|XP_039951102.1|BTRY, LOC120768467|XP_039951105.1|BTRY, LOC120768466|XP_039951104.1|BTRY, LOC120768468|XP_039951106.1|BTRY, LOC120767637|XP_039949738.1|BTRY, LOC120767636|XP_039949737.1|BTRY, LOC120769373|XP_039952272.1|BTRY, LOC120768601|XP_039951297.1|BTRY, LOC120769075|XP_039951869.1|BTRY, LOC120769214|XP_039952041.1|BTRY, LOC120769063|XP_039951852.1|BTRY, LOC120769257|XP_039952092.1|BTRY, LOC120768464|XP_039951101.1|BTRY, LOC120768463|XP_039951100.1|BTRY	LOC117564095|XP_034098634.1|DALB
OG0000099	LOC120777511|XP_039964811.1|BTRY	LOC117570575|XP_034108208.1|DALB, LOC117570574|XP_034108207.1|DALB
OG0000099	LOC120773643|XP_039958585.1|BTRY	LOC117567580|XP_034103552.1|DALB
OG0000099	LOC120773645|XP_039958586.1|BTRY, LOC120773585|XP_039958507.1|BTRY	LOC117577441|XP_034118229.1|DALB
OG0000101	LOC120776875|XP_039963867.1|BTRY	LOC117569034|XP_034105922.1|DALB
OG0000101	LOC120776632|XP_039963382.1|BTRY	LOC117569035|XP_034105923.1|DALB
OG0000101	LOC120776631|XP_039963381.1|BTRY	LOC117569031|XP_034105916.1|DALB
OG0000102	LOC120770301|XP_039953601.1|BTRY, LOC120770302|XP_039953602.1|BTRY	LOC117567444|XP_034103343.1|DALB
OG0000102	LOC120768179|XP_039950679.1|BTRY, LOC120768056|XP_039950507.1|BTRY, LOC120771676|XP_039955732.1|BTRY, LOC120777852|XP_039965328.1|BTRY	LOC117567714|XP_034103765.1|DALB
OG0000103	LOC120777733|XP_039965157.1|BTRY, LOC120776555|XP_039963241.1|BTRY	LOC117571101|XP_034108974.1|DALB, LOC117572314|XP_034110936.1|DALB, LOC117572313|XP_034110935.1|DALB
OG0000103	LOC120771914|XP_039956135.1|BTRY, LOC120772128|XP_039956478.1|BTRY	LOC117567293|XP_034103057.1|DALB
OG0000104	LOC120778142|XP_039965799.1|BTRY, LOC120778141|XP_039965798.1|BTRY	LOC117567936|XP_034104117.1|DALB
OG0000104	LOC120766497|XP_039947982.1|BTRY, LOC120766343|XP_039947703.1|BTRY, LOC120778118|XP_039965756.1|BTRY	LOC117565234|XP_034100132.1|DALB
OG0000104	LOC120778612|XP_039966423.1|BTRY, LOC120778866|XP_039966836.1|BTRY, LOC120779052|XP_039967120.1|BTRY, LOC120778973|XP_039966995.1|BTRY	LOC117572065|XP_034110536.1|DALB
OG0000105	LOC120782639|XP_039970941.1|BTRY, LOC120767012|XP_039948769.1|BTRY	LOC117576159|XP_034116625.1|DALB
OG0000105	LOC120782189|XP_039970265.1|BTRY	LOC117576833|XP_034117801.1|DALB
OG0000107	LOC120770816|XP_039954328.1|BTRY	LOC117566487|XP_034101911.1|DALB, LOC117566791|XP_034102225.1|DALB, LOC117566790|XP_034102224.1|DALB
OG0000108	LOC120779612|XP_039967894.1|BTRY, LOC120781771|XP_039969936.1|BTRY, LOC120768462|XP_039951098.1|BTRY	LOC117577267|XP_034118143.1|DALB
OG0000109	LOC120768593|XP_039951288.1|BTRY	LOC117564341|XP_034098942.1|DALB, LOC117564337|XP_034098933.1|DALB
OG0000110	LOC120777572|XP_039964910.1|BTRY, LOC120778881|XP_039966858.1|BTRY	LOC117572446|XP_034111168.1|DALB, LOC117571419|XP_034109450.1|DALB
OG0000110	LOC120778906|XP_039966885.1|BTRY, LOC120777638|XP_039965025.1|BTRY	LOC117571412|XP_034109441.1|DALB
OG0000111	LOC120771785|XP_039955913.1|BTRY, LOC120771525|XP_039955516.1|BTRY, LOC120771526|XP_039955517.1|BTRY, LOC120771524|XP_039955515.1|BTRY	LOC117568704|XP_034105408.1|DALB, LOC117570221|XP_034107611.1|DALB, LOC117568500|XP_034105083.1|DALB
OG0000112	LOC120776060|XP_039962460.1|BTRY	LOC117565393|XP_034100371.1|DALB
OG0000112	LOC120773601|XP_039958533.1|BTRY, LOC120773600|XP_039958532.1|BTRY, LOC120773604|XP_039958538.1|BTRY, LOC120773603|XP_039958537.1|BTRY, LOC120773732|XP_039958723.1|BTRY	LOC117571340|XP_034109338.1|DALB, LOC117571347|XP_034109350.1|DALB, LOC117567726|XP_034103783.1|DALB, LOC117567886|XP_034104052.1|DALB, LOC117564399|XP_034099017.1|DALB
OG0000113	LOC120771011|XP_039954717.1|BTRY, LOC120782768|XP_039971165.1|BTRY	LOC117573440|XP_034112551.1|DALB, LOC117573521|XP_034112646.1|DALB, LOC117564780|XP_034099573.1|DALB, LOC117568015|XP_034104233.1|DALB
OG0000114	LOC120767657|XP_039949763.1|BTRY, LOC120774073|XP_039959325.1|BTRY, LOC120767655|XP_039949762.1|BTRY	LOC117563969|XP_034098448.1|DALB
OG0000116	LOC120782355|XP_039970525.1|BTRY	LOC117574278|XP_034113920.1|DALB
OG0000117	LOC120769109|XP_039951905.1|BTRY	LOC117565743|XP_034100882.1|DALB
OG0000117	LOC120769110|XP_039951906.1|BTRY	LOC117565744|XP_034100883.1|DALB
OG0000117	LOC120769113|XP_039951909.1|BTRY	LOC117565747|XP_034100885.1|DALB
OG0000117	LOC120769111|XP_039951907.1|BTRY	LOC117565748|XP_034100886.1|DALB
OG0000118	LOC120777410|XP_039964643.1|BTRY	LOC117564579|XP_034099312.1|DALB, LOC117564581|XP_034099313.1|DALB
OG0000118	LOC120774742|XP_039960431.1|BTRY	LOC117564803|XP_034099613.1|DALB, LOC117564802|XP_034099612.1|DALB, LOC117564804|XP_034099615.1|DALB, LOC117575968|XP_034116338.1|DALB
OG0000119	LOC120781461|XP_039969618.1|BTRY, LOC120779615|XP_039967898.1|BTRY, LOC120782241|XP_039970343.1|BTRY, LOC120772767|XP_039957513.1|BTRY	LOC117573918|XP_034113322.1|DALB, LOC117575301|XP_034115342.1|DALB
OG0000119	LOC120766714|XP_039948293.1|BTRY	LOC117574706|XP_034114510.1|DALB
OG0000120	LOC120775661|XP_039961863.1|BTRY	LOC117578153|XP_034119263.1|DALB
OG0000120	LOC120772192|XP_039956592.1|BTRY	LOC117565680|XP_034100808.1|DALB, LOC117567543|XP_034103482.1|DALB
OG0000120	LOC120775789|XP_039962063.1|BTRY	LOC117565294|XP_034100219.1|DALB, LOC117569372|XP_034106394.1|DALB
OG0000121	LOC120780196|XP_039968399.1|BTRY, LOC120780541|XP_039968740.1|BTRY, LOC120777121|XP_039964203.1|BTRY	LOC117576151|XP_034116610.1|DALB
OG0000122	LOC120768461|XP_039951097.1|BTRY	LOC117563285|XP_034097414.1|DALB
OG0000122	LOC120771261|XP_039955113.1|BTRY	LOC117573903|XP_034113305.1|DALB
OG0000122	LOC120767410|XP_039949386.1|BTRY	LOC117570141|XP_034107498.1|DALB, LOC117565066|XP_034099905.1|DALB
OG0000123	LOC120779679|XP_039968002.1|BTRY, LOC120779752|XP_039968092.1|BTRY	LOC117571190|XP_034109119.1|DALB, LOC117568483|XP_034105060.1|DALB, LOC117574507|XP_034114251.1|DALB
OG0000125	LOC120779426|XP_039967569.1|BTRY	LOC117574624|XP_034114404.1|DALB
OG0000125	LOC120770437|XP_039953842.1|BTRY	LOC117573946|XP_034113364.1|DALB
OG0000126	LOC120774136|XP_039959456.1|BTRY	LOC117563733|XP_034098105.1|DALB
OG0000127	LOC120779597|XP_039967879.1|BTRY	LOC117574862|XP_034114769.1|DALB, LOC117575877|XP_034116206.1|DALB
OG0000127	LOC120779739|XP_039968050.1|BTRY	LOC117575878|XP_034116207.1|DALB
OG0000128	LOC120772126|XP_039956474.1|BTRY, LOC120771684|XP_039955749.1|BTRY, LOC120770982|XP_039954658.1|BTRY, LOC120770983|XP_039954659.1|BTRY, LOC120770984|XP_039954660.1|BTRY	LOC117571995|XP_034110397.1|DALB
OG0000129	LOC120775214|XP_039961211.1|BTRY	LOC117577997|XP_034118986.1|DALB
OG0000129	LOC120767577|XP_039949656.1|BTRY	LOC117571227|XP_034109165.1|DALB, LOC117571277|XP_034109231.1|DALB, LOC117577996|XP_034118985.1|DALB
OG0000130	LOC120777985|XP_039965558.1|BTRY	LOC117569356|XP_034106380.1|DALB, LOC117572760|XP_034111736.1|DALB, LOC117569424|XP_034106474.1|DALB, LOC117569353|XP_034106376.1|DALB, LOC117569355|XP_034106379.1|DALB, LOC117569354|XP_034106378.1|DALB, LOC117569352|XP_034106375.1|DALB
OG0000131	LOC120782179|XP_039970256.1|BTRY	LOC117573955|XP_034113385.1|DALB
OG0000132	LOC120767643|XP_039949749.1|BTRY, LOC120767644|XP_039949750.1|BTRY	LOC117564930|XP_034099775.1|DALB, LOC117564210|XP_034098785.1|DALB
OG0000132	LOC120768834|XP_039951523.1|BTRY	LOC117576685|XP_034117572.1|DALB
OG0000134	LOC120774903|XP_039960709.1|BTRY	LOC117574228|XP_034113828.1|DALB
OG0000134	LOC120768520|XP_039951184.1|BTRY	LOC117570061|XP_034107390.1|DALB, LOC117564459|XP_034099134.1|DALB
OG0000136	LOC120779767|XP_039968081.1|BTRY, LOC120782038|XP_039970128.1|BTRY, LOC120780498|XP_039968706.1|BTRY, LOC120781678|XP_039969833.1|BTRY, LOC120781414|XP_039969560.1|BTRY, LOC120768149|XP_039950644.1|BTRY, LOC120768618|XP_039951318.1|BTRY, LOC120768340|XP_039950927.1|BTRY, LOC120768800|XP_039951490.1|BTRY, LOC120768782|XP_039951475.1|BTRY, LOC120778245|XP_039965939.1|BTRY, LOC120780592|XP_039968785.1|BTRY, LOC120781818|XP_039969972.1|BTRY, LOC120781468|XP_039969628.1|BTRY, LOC120780326|XP_039968551.1|BTRY, LOC120781638|XP_039969802.1|BTRY, LOC120781457|XP_039969607.1|BTRY	LOC117577272|XP_034118147.1|DALB, LOC117577273|XP_034118148.1|DALB, LOC117577411|XP_034118211.1|DALB
