Orthogroup	BTRY.longest_only	DANA.longest_only
OG0000050	LOC120778411|XP_039966128.1|BTRY	LOC6502855|XP_001958555.2|DANA, LOC6493851|XP_001958559.1|DANA, LOC6493850|XP_001958558.2|DANA, LOC6502856|XP_032309510.1|DANA, LOC6493852|XP_001958560.2|DANA, LOC6502857|XP_001958557.2|DANA
OG0000051	LOC120776450|XP_039963045.1|BTRY	LOC6499129|XP_001955245.1|DANA
OG0000051	LOC120782523|XP_039970766.1|BTRY, LOC120766330|XP_039947687.1|BTRY	LOC6500659|XP_001953666.2|DANA
OG0000051	LOC120774683|XP_039960350.1|BTRY, LOC120766819|XP_039948463.1|BTRY, LOC120766441|XP_039947883.1|BTRY	LOC26513640|XP_032305475.1|DANA, LOC26515388|XP_014767422.1|DANA, LOC116654744|XP_032306925.1|DANA, LOC6500518|XP_032306907.1|DANA, LOC6500517|XP_032306874.1|DANA, LOC6500516|XP_014766594.2|DANA
OG0000052	LOC120771792|XP_039955923.1|BTRY, LOC120772636|XP_039957293.1|BTRY, LOC120772635|XP_039957292.1|BTRY, LOC120772637|XP_039957294.1|BTRY	LOC6505124|XP_001964791.1|DANA, LOC6496824|XP_001963326.1|DANA, LOC6498306|XP_001962504.1|DANA, LOC6498305|XP_001962503.1|DANA, LOC6498307|XP_001962505.3|DANA, LOC6499936|XP_001953600.1|DANA, LOC6496593|XP_001961216.2|DANA, LOC6496594|XP_001961217.1|DANA
OG0000053	LOC120770153|XP_039953281.1|BTRY	LOC6495215|XP_001958835.1|DANA, LOC6495434|XP_001958836.2|DANA
OG0000053	LOC120770564|XP_039954076.1|BTRY	LOC6495214|XP_001958837.1|DANA
OG0000053	LOC120770562|XP_039954075.1|BTRY	LOC6495213|XP_001958838.1|DANA
OG0000053	LOC120771115|XP_039954899.1|BTRY, LOC120772335|XP_039956813.1|BTRY, LOC120771116|XP_039954900.1|BTRY	LOC6495436|XP_001958842.1|DANA
OG0000054	LOC120766688|XP_039948268.1|BTRY, LOC120773479|XP_039958337.1|BTRY	LOC6499283|XP_001954953.1|DANA
OG0000054	LOC120766314|XP_039947666.1|BTRY, LOC120771817|XP_039955972.1|BTRY, LOC120766166|XP_039947447.1|BTRY	LOC6499280|XP_032305658.1|DANA, LOC6499281|XP_001954955.1|DANA, LOC6499278|XP_001954958.1|DANA, LOC6499282|XP_032305401.1|DANA, LOC6499279|XP_001954957.1|DANA
OG0000055	LOC120767407|XP_039949383.1|BTRY, LOC120767396|XP_039949357.1|BTRY, LOC120779292|XP_039967439.1|BTRY, LOC120779293|XP_039967441.1|BTRY, LOC120767398|XP_039949371.1|BTRY, LOC120767423|XP_039949402.1|BTRY, LOC120767442|XP_039949442.1|BTRY, LOC120767412|XP_039949391.1|BTRY, LOC120767431|XP_039949416.1|BTRY, LOC120767391|XP_039949342.1|BTRY, LOC120767434|XP_039949431.1|BTRY, LOC120778647|XP_039966497.1|BTRY, LOC120767385|XP_039949328.1|BTRY	LOC6501597|XP_001955556.1|DANA
OG0000056	LOC120773463|XP_039958298.1|BTRY, LOC120773462|XP_039958296.1|BTRY, LOC120773461|XP_039958295.1|BTRY	LOC6499765|XP_001953966.1|DANA, LOC6499766|XP_001953965.2|DANA, LOC6499767|XP_001953964.1|DANA, LOC6499768|XP_001953963.1|DANA, LOC6499769|XP_001953962.1|DANA
OG0000056	LOC120775660|XP_039961862.1|BTRY	LOC6500303|XP_001952932.1|DANA, LOC6500302|XP_001952931.2|DANA
OG0000058	LOC120778110|XP_039965747.1|BTRY, LOC120778815|XP_039966755.1|BTRY, LOC120777383|XP_039964608.1|BTRY	LOC6493582|XP_001958038.2|DANA, LOC6507265|XP_001956364.1|DANA, LOC6502760|XP_001964984.2|DANA, LOC6497335|XP_001962298.1|DANA, LOC6503754|XP_001963803.1|DANA
OG0000059	LOC120780097|XP_039968312.1|BTRY, LOC120780106|XP_039968325.1|BTRY, LOC120775512|XP_039961658.1|BTRY, LOC120778400|XP_039966151.1|BTRY, LOC120781731|XP_039969904.1|BTRY, LOC120782205|XP_039970291.1|BTRY, LOC120766699|XP_039948281.1|BTRY, LOC120782168|XP_039970239.1|BTRY, LOC120775546|XP_039961709.1|BTRY	LOC6499242|XP_001955037.1|DANA, LOC6499240|XP_001955039.1|DANA, LOC6501345|XP_001955040.1|DANA, LOC6499241|XP_001955038.1|DANA, LOC6499239|XP_001955045.1|DANA
OG0000060	LOC120775432|XP_039961551.1|BTRY	LOC6504067|XP_001964111.1|DANA
OG0000060	LOC120768177|XP_039950680.1|BTRY	LOC6505935|XP_001964647.1|DANA
OG0000061	LOC120768964|XP_039951692.1|BTRY	LOC6496734|XP_001967353.1|DANA
OG0000061	LOC120768474|XP_039951115.1|BTRY, LOC120768583|XP_039951274.1|BTRY	LOC6496732|XP_001967351.1|DANA
OG0000062	LOC120769500|XP_039952465.1|BTRY, LOC120766206|XP_039947509.1|BTRY, LOC120779328|XP_039967463.1|BTRY, LOC120775291|XP_039961384.1|BTRY, LOC120771826|XP_039955989.1|BTRY, LOC120769103|XP_039951898.1|BTRY, LOC120767422|XP_039949399.1|BTRY, LOC120767417|XP_039949393.1|BTRY, LOC120767416|XP_039949392.1|BTRY, LOC120767418|XP_039949395.1|BTRY, LOC120767419|XP_039949396.1|BTRY, LOC120767415|XP_039949390.1|BTRY, LOC120767420|XP_039949397.1|BTRY, LOC120767414|XP_039949389.1|BTRY, LOC120767411|XP_039949387.1|BTRY, LOC120776617|XP_039963346.1|BTRY	LOC6504406|XP_001967034.1|DANA, LOC116656058|XP_032311281.1|DANA, LOC26513968|XP_014760632.2|DANA, LOC26514771|XP_014760656.1|DANA, LOC6497538|XP_001961881.1|DANA, LOC26515327|XP_014762422.1|DANA, LOC6496869|XP_001963239.2|DANA, LOC116656013|XP_032311002.1|DANA, LOC116656063|XP_032311298.1|DANA, LOC6504653|XP_001964881.1|DANA, LOC26515349|XP_014760676.1|DANA, LOC26514282|XP_014760647.1|DANA
OG0000063	LOC120774802|XP_039960529.1|BTRY, LOC120775030|XP_039960920.1|BTRY, LOC120776056|XP_039962449.1|BTRY	LOC6501263|XP_001954874.3|DANA, LOC6501262|XP_001954873.1|DANA, LOC6501264|XP_001954875.1|DANA
OG0000063	LOC120782455|XP_039970679.1|BTRY, LOC120777941|XP_039965477.1|BTRY	LOC6506480|XP_001957794.2|DANA, LOC6506483|XP_001957791.1|DANA, LOC6506482|XP_001957792.1|DANA, LOC6506481|XP_001957793.1|DANA
OG0000064	LOC120773777|XP_039958799.1|BTRY, LOC120779890|XP_039968172.1|BTRY, LOC120773779|XP_039958802.1|BTRY, LOC120779972|XP_039968205.1|BTRY, LOC120768770|XP_039951469.1|BTRY, LOC120770674|XP_039954196.1|BTRY, LOC120781838|XP_039969993.1|BTRY, LOC120774619|XP_039960279.1|BTRY, LOC120773399|XP_039958228.1|BTRY, LOC120766917|XP_039948597.1|BTRY, LOC120780118|XP_039968334.1|BTRY	LOC6505404|XP_001964880.1|DANA
OG0000065	LOC120779665|XP_039967959.1|BTRY, LOC120779680|XP_039967975.1|BTRY, LOC120782495|XP_039970733.1|BTRY	LOC6499838|XP_001953807.1|DANA, LOC6499850|XP_001953772.1|DANA, LOC6499849|XP_001953773.1|DANA, LOC6499852|XP_001953771.2|DANA, LOC6499848|XP_001953774.1|DANA, LOC6499853|XP_001953770.1|DANA
OG0000066	LOC120773490|XP_039958365.1|BTRY	LOC6504003|XP_001963990.1|DANA, LOC6501144|XP_001954630.1|DANA, LOC6498927|XP_001955666.2|DANA, LOC6504182|XP_001965172.1|DANA, LOC6499276|XP_001954968.1|DANA, LOC6504117|XP_001964219.1|DANA, LOC6502602|XP_001965886.1|DANA
OG0000067	LOC120778614|XP_039966425.1|BTRY	LOC6506620|XP_001957527.1|DANA
OG0000067	LOC120772621|XP_039957270.1|BTRY	LOC6495325|XP_001958630.1|DANA
OG0000067	LOC120778613|XP_039966424.1|BTRY	LOC6493325|XP_001957528.1|DANA
OG0000068	LOC120776119|XP_039962576.1|BTRY	LOC6504517|XP_032308101.1|DANA
OG0000069	LOC120769525|XP_039952497.1|BTRY	LOC6496205|XP_014763669.1|DANA
OG0000070	LOC120775533|XP_039961688.1|BTRY, LOC120776028|XP_039962406.1|BTRY, LOC120774314|XP_039959783.1|BTRY, LOC120774316|XP_039959788.1|BTRY, LOC120774315|XP_039959784.1|BTRY	LOC6503961|XP_001965215.1|DANA
OG0000070	LOC120775922|XP_039962258.1|BTRY	LOC6503769|XP_001963776.1|DANA
OG0000070	LOC120774551|XP_039960215.1|BTRY	LOC6498205|XP_001962291.1|DANA, LOC6498204|XP_001962290.1|DANA
OG0000071	LOC120778566|XP_039966364.1|BTRY, LOC120778407|XP_039966125.1|BTRY	LOC6506125|XP_001958498.2|DANA, LOC6493818|XP_001958499.2|DANA, LOC6493817|XP_001958497.2|DANA
OG0000072	LOC120771304|XP_039955172.1|BTRY	LOC6496435|XP_001960911.2|DANA
OG0000072	LOC120772988|XP_039957836.1|BTRY	LOC6494126|XP_001960916.1|DANA
OG0000072	LOC120771756|XP_039955872.1|BTRY	LOC6496437|XP_001960913.2|DANA
OG0000073	LOC120770531|XP_039954016.1|BTRY	LOC6495130|XP_032306843.1|DANA
OG0000073	LOC120773570|XP_039958474.1|BTRY	LOC6504831|XP_032309092.1|DANA
OG0000073	LOC120766419|XP_039947816.1|BTRY	LOC6501709|XP_014767186.1|DANA
OG0000074	LOC120778910|XP_039966891.1|BTRY	LOC6506390|XP_001957961.1|DANA
OG0000074	LOC120776970|XP_039963997.1|BTRY	LOC6493409|XP_001957690.2|DANA
OG0000075	LOC120776593|XP_039963300.1|BTRY	LOC6493560|XP_001957997.1|DANA
OG0000075	LOC120776389|XP_039962933.1|BTRY, LOC120778794|XP_039966728.1|BTRY, LOC120778726|XP_039966624.1|BTRY, LOC120778602|XP_039966409.1|BTRY, LOC120778440|XP_039966162.1|BTRY	LOC6493559|XP_001957996.1|DANA
OG0000075	LOC120776388|XP_039962932.1|BTRY	LOC6506378|XP_001957994.1|DANA
OG0000076	LOC120778972|XP_039966981.1|BTRY	LOC6507708|XP_032310567.1|DANA
OG0000076	LOC120773465|XP_039958303.1|BTRY, LOC120773464|XP_039958300.1|BTRY	LOC6500532|XP_001953403.2|DANA, LOC6500015|XP_001953401.2|DANA
OG0000076	LOC120773985|XP_039959178.1|BTRY	LOC6498742|XP_001967290.3|DANA
OG0000077	LOC120770520|XP_039953996.1|BTRY	LOC6495454|XP_001958879.1|DANA
OG0000077	LOC120766987|XP_039948728.1|BTRY	LOC6500548|XP_001953433.1|DANA
OG0000077	LOC120771294|XP_039955159.1|BTRY	LOC6494255|XP_001960658.2|DANA
OG0000077	LOC120767550|XP_039949648.1|BTRY	LOC6498930|XP_001955657.2|DANA
OG0000078	LOC120776000|XP_039962366.1|BTRY, LOC120775042|XP_039960952.1|BTRY	LOC6496013|XP_001960040.1|DANA, LOC6506366|XP_001958015.1|DANA, LOC6500459|XP_001953252.2|DANA, LOC6504531|XP_014759488.1|DANA
OG0000079	LOC120769799|XP_039952920.1|BTRY	LOC116654890|XP_032307325.1|DANA, LOC26515455|XP_014762435.1|DANA, LOC6497477|XP_001961997.1|DANA, LOC26514625|XP_014762351.1|DANA
OG0000080	LOC120770830|XP_039954353.1|BTRY, LOC120772997|XP_039957842.1|BTRY, LOC120772996|XP_039957841.1|BTRY	LOC6492911|XP_032306632.1|DANA, LOC6492910|XP_001955590.1|DANA, LOC6501610|XP_001955588.1|DANA, LOC116656055|XP_032311275.1|DANA, LOC26515084|XP_014764086.1|DANA, LOC116656191|XP_032311532.1|DANA, LOC116656193|XP_032311533.1|DANA, LOC6505843|XP_032311161.1|DANA
OG0000080	LOC120772075|XP_039956403.1|BTRY, LOC120772172|XP_039956551.1|BTRY	LOC6492912|XP_001960641.1|DANA
OG0000081	LOC120778160|XP_039965820.1|BTRY	LOC6507078|XP_001956706.2|DANA
OG0000082	LOC120782787|XP_039971189.1|BTRY	LOC6496417|XP_001960874.1|DANA, LOC6501080|XP_032305850.1|DANA, LOC6501083|XP_001954522.1|DANA
OG0000082	LOC120766890|XP_039948574.1|BTRY, LOC120766889|XP_039948573.1|BTRY	LOC6499028|XP_001955484.1|DANA, LOC6499027|XP_032311475.1|DANA
OG0000083	LOC120768958|XP_039951686.1|BTRY	LOC6496922|XP_001963135.1|DANA, LOC6497178|XP_001962608.1|DANA, LOC6497179|XP_001962607.1|DANA, LOC6497181|XP_001962605.1|DANA, LOC6497182|XP_001962604.2|DANA, LOC6497183|XP_001962603.1|DANA, LOC6497180|XP_001962606.1|DANA
OG0000083	LOC120767865|XP_039950113.1|BTRY	LOC6498600|XP_014762200.1|DANA
OG0000084	LOC120781256|XP_039969343.1|BTRY	LOC6493976|XP_001961222.1|DANA
OG0000084	LOC120770047|XP_039953099.1|BTRY, LOC120768058|XP_039950510.1|BTRY, LOC120771201|XP_039955035.1|BTRY	LOC6496169|XP_001960366.1|DANA
OG0000085	LOC120770283|XP_039953552.1|BTRY	LOC6496031|XP_001960084.1|DANA
OG0000087	LOC120768924|XP_039951637.1|BTRY	LOC6496978|XP_001963012.1|DANA
OG0000087	LOC120769645|XP_039952684.1|BTRY, LOC120769435|XP_039952350.1|BTRY	LOC6497827|XP_032307448.1|DANA
OG0000087	LOC120769086|XP_039951880.1|BTRY	LOC6498545|XP_001963033.1|DANA
OG0000088	LOC120773069|XP_039957940.1|BTRY	LOC6496644|XP_001961321.1|DANA
OG0000089	LOC120766628|XP_039948178.1|BTRY	LOC6500432|XP_001953205.1|DANA
OG0000089	LOC120778537|XP_039966313.1|BTRY	LOC6507779|XP_001956330.2|DANA
OG0000090	LOC120771351|XP_039955235.1|BTRY	LOC6495340|XP_001958614.1|DANA
OG0000090	LOC120771989|XP_039956278.1|BTRY	LOC6495339|XP_032306761.1|DANA
OG0000090	LOC120772488|XP_039957068.1|BTRY, LOC120771988|XP_039956277.1|BTRY	LOC6507692|XP_014765406.1|DANA
OG0000091	LOC120780252|XP_039968448.1|BTRY	LOC6505932|XP_001964640.2|DANA
OG0000091	LOC120769362|XP_039952257.1|BTRY	LOC6497391|XP_001962180.1|DANA
OG0000091	LOC120773577|XP_039958502.1|BTRY	LOC6500890|XP_001954116.1|DANA
OG0000091	LOC120777245|XP_039964375.1|BTRY, LOC120766362|XP_039947726.1|BTRY	LOC6500891|XP_001954117.1|DANA
OG0000092	LOC120782357|XP_039970530.1|BTRY	LOC6500214|XP_001953014.1|DANA
OG0000092	LOC120782888|XP_039971370.1|BTRY	LOC6500347|XP_001953016.1|DANA
OG0000092	LOC120782541|XP_039970806.1|BTRY	LOC6501008|XP_001954370.1|DANA, LOC6500213|XP_001953015.1|DANA
OG0000093	LOC120768178|XP_039950676.1|BTRY	LOC6498089|XP_001962057.1|DANA
OG0000093	LOC120774454|XP_039960036.1|BTRY	LOC6501951|XP_001966753.1|DANA
OG0000094	LOC120781795|XP_039969955.1|BTRY, LOC120781757|XP_039969927.1|BTRY, LOC120781762|XP_039969932.1|BTRY, LOC120781776|XP_039969940.1|BTRY	LOC6501401|XP_001955180.1|DANA
OG0000096	LOC120768952|XP_039951675.1|BTRY	LOC26515135|XP_032306053.1|DANA, LOC26513823|XP_032305336.1|DANA, LOC6500320|XP_001952965.1|DANA
OG0000096	LOC120768465|XP_039951102.1|BTRY, LOC120768467|XP_039951105.1|BTRY, LOC120768466|XP_039951104.1|BTRY, LOC120768468|XP_039951106.1|BTRY, LOC120767637|XP_039949738.1|BTRY, LOC120767636|XP_039949737.1|BTRY, LOC120769373|XP_039952272.1|BTRY, LOC120768601|XP_039951297.1|BTRY, LOC120769075|XP_039951869.1|BTRY, LOC120769214|XP_039952041.1|BTRY, LOC120769063|XP_039951852.1|BTRY, LOC120769257|XP_039952092.1|BTRY, LOC120768464|XP_039951101.1|BTRY, LOC120768463|XP_039951100.1|BTRY	LOC6497252|XP_001962468.1|DANA
OG0000099	LOC120777511|XP_039964811.1|BTRY	LOC6504649|XP_001966471.1|DANA
OG0000099	LOC120773643|XP_039958585.1|BTRY	LOC6504861|XP_001966472.1|DANA
OG0000099	LOC120773585|XP_039958507.1|BTRY	LOC6503889|XP_001963789.1|DANA
OG0000101	LOC120776874|XP_039963866.1|BTRY	LOC6493631|XP_032309640.1|DANA
OG0000101	LOC120776875|XP_039963867.1|BTRY	LOC6493632|XP_001958135.2|DANA
OG0000101	LOC120776632|XP_039963382.1|BTRY	LOC116655752|XP_032309646.1|DANA
OG0000102	LOC120770301|XP_039953601.1|BTRY, LOC120770302|XP_039953602.1|BTRY	LOC6496059|XP_001960131.2|DANA
OG0000102	LOC120768179|XP_039950679.1|BTRY, LOC120768056|XP_039950507.1|BTRY, LOC120771676|XP_039955732.1|BTRY, LOC120777852|XP_039965328.1|BTRY	LOC6495563|XP_001959110.1|DANA
OG0000103	LOC120777733|XP_039965157.1|BTRY, LOC120776555|XP_039963241.1|BTRY	LOC6493013|XP_001956853.1|DANA, LOC6506530|XP_001957705.2|DANA, LOC26514817|XP_014765666.1|DANA
OG0000103	LOC120771914|XP_039956135.1|BTRY, LOC120772128|XP_039956478.1|BTRY	LOC6495378|XP_001958702.1|DANA
OG0000104	LOC120778142|XP_039965799.1|BTRY, LOC120778141|XP_039965798.1|BTRY	LOC6507022|XP_001956806.1|DANA
OG0000104	LOC120778612|XP_039966423.1|BTRY, LOC120778866|XP_039966836.1|BTRY, LOC120779052|XP_039967120.1|BTRY, LOC120778973|XP_039966995.1|BTRY	LOC6492993|XP_001956811.1|DANA
OG0000105	LOC120782639|XP_039970941.1|BTRY, LOC120767012|XP_039948769.1|BTRY	LOC6500031|XP_001953356.1|DANA
OG0000105	LOC120782189|XP_039970265.1|BTRY	LOC6500504|XP_032307642.1|DANA, LOC6500505|XP_001953361.1|DANA
OG0000107	LOC120770816|XP_039954328.1|BTRY	LOC6496163|XP_001960354.1|DANA, LOC6497607|XP_001961724.3|DANA, LOC6500335|XP_032305359.1|DANA, LOC6497608|XP_032307443.1|DANA, LOC116654916|XP_032307444.1|DANA, LOC6497610|XP_001961722.1|DANA, LOC6496162|XP_032306051.1|DANA, LOC6496160|XP_032306054.1|DANA, LOC6496161|XP_032306052.1|DANA
OG0000108	LOC120779619|XP_039967901.1|BTRY	LOC26513828|XP_014760352.2|DANA
OG0000108	LOC120779612|XP_039967894.1|BTRY, LOC120781771|XP_039969936.1|BTRY, LOC120768462|XP_039951098.1|BTRY	LOC26514542|XP_032307979.1|DANA
OG0000108	LOC120779714|XP_039968013.1|BTRY, LOC120769356|XP_039952251.1|BTRY	LOC116655419|XP_032309203.1|DANA
OG0000109	LOC120768593|XP_039951288.1|BTRY	LOC6498607|XP_001963150.1|DANA, LOC6498606|XP_001963149.2|DANA
OG0000110	LOC120777572|XP_039964910.1|BTRY, LOC120778881|XP_039966858.1|BTRY	LOC6493510|XP_001957896.1|DANA, LOC6493511|XP_001957897.1|DANA
OG0000110	LOC120778906|XP_039966885.1|BTRY, LOC120777638|XP_039965025.1|BTRY	LOC6506428|XP_001957898.1|DANA
OG0000111	LOC120771785|XP_039955913.1|BTRY, LOC120771525|XP_039955516.1|BTRY, LOC120771526|XP_039955517.1|BTRY, LOC120771524|XP_039955515.1|BTRY	LOC6494597|XP_001960038.1|DANA, LOC6494598|XP_001960034.3|DANA, LOC6496010|XP_001960035.1|DANA
OG0000112	LOC120776060|XP_039962460.1|BTRY	LOC6504959|XP_001965732.1|DANA
OG0000112	LOC120773601|XP_039958533.1|BTRY, LOC120773600|XP_039958532.1|BTRY, LOC120773604|XP_039958538.1|BTRY, LOC120773603|XP_039958537.1|BTRY, LOC120773732|XP_039958723.1|BTRY	LOC6504534|XP_001967086.1|DANA
OG0000113	LOC120771011|XP_039954717.1|BTRY, LOC120782768|XP_039971165.1|BTRY	LOC26514615|XP_014759306.1|DANA, LOC6499153|XP_001955201.2|DANA, LOC6497498|XP_014761715.2|DANA, LOC26514152|XP_014765581.1|DANA
OG0000114	LOC120767657|XP_039949763.1|BTRY, LOC120774073|XP_039959325.1|BTRY	LOC6506027|XP_001965082.1|DANA
OG0000114	LOC120767658|XP_039949764.1|BTRY	LOC6504280|XP_001965081.1|DANA
OG0000116	LOC120782355|XP_039970525.1|BTRY	LOC6500211|XP_001953022.2|DANA
OG0000117	LOC120769109|XP_039951905.1|BTRY	LOC6497093|XP_001962768.1|DANA
OG0000117	LOC120769110|XP_039951906.1|BTRY	LOC6497092|XP_001962769.1|DANA
OG0000117	LOC120769113|XP_039951909.1|BTRY	LOC116654468|XP_032311254.1|DANA
OG0000117	LOC120769111|XP_039951907.1|BTRY	LOC6498420|XP_032311255.1|DANA
OG0000118	LOC120777410|XP_039964643.1|BTRY	LOC6497208|XP_001962556.2|DANA, LOC6505594|XP_001964630.1|DANA
OG0000118	LOC120774742|XP_039960431.1|BTRY	LOC6503719|XP_001965264.1|DANA, LOC6503708|XP_032311143.1|DANA
OG0000119	LOC120781461|XP_039969618.1|BTRY, LOC120779615|XP_039967898.1|BTRY, LOC120782241|XP_039970343.1|BTRY, LOC120772767|XP_039957513.1|BTRY	LOC6500638|XP_001953621.1|DANA, LOC6500637|XP_001953620.1|DANA, LOC6500639|XP_001953623.1|DANA
OG0000119	LOC120766714|XP_039948293.1|BTRY	LOC6499924|XP_032307469.1|DANA
OG0000120	LOC120775661|XP_039961863.1|BTRY	LOC6504852|XP_014759830.1|DANA
OG0000120	LOC120772192|XP_039956592.1|BTRY	LOC6502526|XP_001959929.1|DANA
OG0000120	LOC120775789|XP_039962063.1|BTRY	LOC6503198|XP_001963626.1|DANA
OG0000121	LOC120780196|XP_039968399.1|BTRY, LOC120780541|XP_039968740.1|BTRY, LOC120777121|XP_039964203.1|BTRY	LOC6498269|XP_001962431.1|DANA
OG0000122	LOC120768461|XP_039951097.1|BTRY	LOC6497421|XP_001962120.1|DANA
OG0000122	LOC120771261|XP_039955113.1|BTRY	LOC6505057|XP_032307888.1|DANA
OG0000122	LOC120767410|XP_039949386.1|BTRY	LOC6495324|XP_001958631.1|DANA, LOC6507209|XP_032311380.1|DANA
OG0000123	LOC120779679|XP_039968002.1|BTRY, LOC120779752|XP_039968092.1|BTRY	LOC6494655|XP_001959924.1|DANA, LOC6499709|XP_001954084.1|DANA, LOC6499440|XP_032312082.1|DANA, LOC6499441|XP_001954634.1|DANA, LOC6501146|XP_001954636.1|DANA
OG0000125	LOC120779426|XP_039967569.1|BTRY	LOC6505922|XP_014760838.1|DANA
OG0000125	LOC120770437|XP_039953842.1|BTRY	LOC6500877|XP_014766772.1|DANA
OG0000126	LOC120774136|XP_039959456.1|BTRY	LOC26514746|XP_032307471.1|DANA
OG0000127	LOC120779597|XP_039967879.1|BTRY	LOC6500069|XP_001953278.1|DANA, LOC6500068|XP_001953279.1|DANA, LOC6500070|XP_001953277.1|DANA
OG0000127	LOC120779739|XP_039968050.1|BTRY	LOC6500071|XP_001953276.2|DANA
OG0000128	LOC120772126|XP_039956474.1|BTRY, LOC120771684|XP_039955749.1|BTRY, LOC120770982|XP_039954658.1|BTRY, LOC120770983|XP_039954659.1|BTRY, LOC120770984|XP_039954660.1|BTRY	LOC6494973|XP_001959303.1|DANA, LOC6494972|XP_032306981.1|DANA
OG0000129	LOC120775214|XP_039961211.1|BTRY	LOC6504105|XP_014761187.1|DANA
OG0000129	LOC120767577|XP_039949656.1|BTRY	LOC6507784|XP_001956338.1|DANA, LOC26514837|XP_014762380.1|DANA, LOC6504106|XP_001964190.1|DANA
OG0000130	LOC120777985|XP_039965558.1|BTRY	LOC6506173|XP_001958415.1|DANA, LOC6493780|XP_001958418.1|DANA, LOC6493779|XP_001958417.1|DANA, LOC6493778|XP_001958416.1|DANA
OG0000131	LOC120782179|XP_039970256.1|BTRY	LOC6500194|XP_001953040.2|DANA
OG0000132	LOC120767643|XP_039949749.1|BTRY, LOC120767644|XP_039949750.1|BTRY	LOC6504245|XP_001965101.1|DANA, LOC6504243|XP_001965102.1|DANA
OG0000132	LOC120768834|XP_039951523.1|BTRY	LOC6505793|XP_001964386.1|DANA
OG0000134	LOC120774903|XP_039960709.1|BTRY	LOC6500909|XP_032305809.1|DANA
OG0000134	LOC120768520|XP_039951184.1|BTRY	LOC6502152|XP_001966115.1|DANA, LOC6496896|XP_014761428.1|DANA
OG0000137	LOC120776700|XP_039963518.1|BTRY	LOC6507381|XP_014765193.1|DANA
OG0000137	LOC120767078|XP_039948875.1|BTRY	LOC6501405|XP_001955183.1|DANA
OG0000137	LOC120776444|XP_039963035.1|BTRY	LOC6493751|XP_014764526.1|DANA
OG0000141	LOC120778104|XP_039965740.1|BTRY, LOC120778105|XP_039965741.1|BTRY, LOC120778041|XP_039965650.1|BTRY	LOC6493035|XP_001956911.2|DANA
OG0000142	LOC120777727|XP_039965152.1|BTRY	LOC6503405|XP_032312316.1|DANA
OG0000142	LOC120774337|XP_039959830.1|BTRY	LOC6505104|XP_032307877.1|DANA
OG0000143	LOC120776475|XP_039963084.1|BTRY	LOC6506275|XP_001958215.1|DANA
OG0000144	LOC120769364|XP_039952263.1|BTRY	LOC6499955|XP_014766291.1|DANA
OG0000144	LOC120773797|XP_039958834.1|BTRY	LOC6505218|XP_032307837.1|DANA
OG0000144	LOC120768115|XP_039950597.1|BTRY	LOC26514477|XP_014760209.1|DANA
OG0000145	LOC120774460|XP_039960049.1|BTRY	LOC6501923|XP_001966699.3|DANA
OG0000145	LOC120767331|XP_039949208.1|BTRY	LOC6496821|XP_001963330.1|DANA
OG0000145	LOC120767332|XP_039949209.1|BTRY	LOC6496822|XP_001963329.2|DANA
OG0000147	LOC120769426|XP_039952342.1|BTRY	LOC6497036|XP_001962875.1|DANA
OG0000147	LOC120771570|XP_039955573.1|BTRY	LOC6499192|XP_001955143.1|DANA
OG0000147	LOC120771587|XP_039955596.1|BTRY	LOC6499191|XP_001955144.1|DANA
OG0000148	LOC120767846|XP_039950077.1|BTRY	LOC6497490|XP_001961975.1|DANA
OG0000149	LOC120774421|XP_039959984.1|BTRY	LOC6505398|XP_001966896.1|DANA
OG0000149	LOC120774650|XP_039960308.1|BTRY	LOC6502176|XP_032309346.1|DANA
OG0000150	LOC120767670|XP_039949776.1|BTRY	LOC6502400|XP_001963304.2|DANA, LOC6502401|XP_001963303.2|DANA, LOC6498676|XP_001963302.1|DANA
OG0000151	LOC120776428|XP_039963015.1|BTRY	LOC6507935|XP_001956644.1|DANA
OG0000151	LOC120776430|XP_039963017.1|BTRY	LOC6507937|XP_001956648.1|DANA
OG0000151	LOC120776426|XP_039963012.1|BTRY	LOC6507130|XP_001956617.2|DANA
OG0000152	LOC120780845|XP_039969021.1|BTRY	LOC6499069|XP_001955369.1|DANA, LOC6499070|XP_001955368.1|DANA, LOC6499071|XP_001955367.1|DANA
OG0000153	LOC120778419|XP_039966138.1|BTRY, LOC120779362|XP_039967493.1|BTRY	LOC6501547|XP_001955456.1|DANA
OG0000153	LOC120766754|XP_039948361.1|BTRY	LOC26513740|XP_014767205.1|DANA, LOC6501548|XP_001955457.2|DANA
OG0000154	LOC120781967|XP_039970078.1|BTRY	LOC6499512|XP_032309745.1|DANA, LOC6499513|XP_001954469.1|DANA
OG0000154	LOC120769548|XP_039952531.1|BTRY, LOC120769219|XP_039952049.1|BTRY	LOC26514622|XP_014765646.1|DANA
OG0000155	LOC120778597|XP_039966404.1|BTRY, LOC120778577|XP_039966374.1|BTRY, LOC120776977|XP_039964008.1|BTRY	LOC6506421|XP_001957910.1|DANA, LOC6506426|XP_001957904.1|DANA, LOC6493516|XP_032310219.1|DANA
