Orthogroup	BTRY.longest_only	DSUP.longest_only
OG0000034	LOC120768067|XP_039950521.1|BTRY, LOC120774324|XP_039959801.1|BTRY, LOC120774325|XP_039959802.1|BTRY, LOC120775804|XP_039962086.1|BTRY	LOC119548454|XP_037711646.1|DSUP, LOC119547534|XP_037710356.1|DSUP, LOC119546306|XP_037708427.1|DSUP, LOC119563012|XP_037732131.1|DSUP, LOC119552157|XP_037717904.1|DSUP, LOC119563011|XP_037732130.1|DSUP, LOC119546951|XP_037709518.1|DSUP
OG0000035	LOC120769276|XP_039952126.1|BTRY, LOC120780160|XP_039968373.1|BTRY, LOC120780561|XP_039968752.1|BTRY	LOC119562531|XP_037731651.1|DSUP
OG0000036	LOC120776996|XP_039964035.1|BTRY	LOC119560416|XP_037729780.1|DSUP
OG0000036	LOC120778788|XP_039966724.1|BTRY	LOC119555899|XP_037723507.1|DSUP
OG0000036	LOC120782503|XP_039970745.1|BTRY	LOC119560377|XP_037729713.1|DSUP
OG0000036	LOC120766491|XP_039947977.1|BTRY, LOC120766392|XP_039947768.1|BTRY	LOC119545810|XP_037707622.1|DSUP
OG0000037	LOC120770870|XP_039954430.1|BTRY	LOC119549907|XP_037714155.1|DSUP
OG0000038	LOC120782799|XP_039971210.1|BTRY, LOC120778801|XP_039966740.1|BTRY, LOC120778809|XP_039966751.1|BTRY, LOC120776437|XP_039963024.1|BTRY	LOC119555136|XP_037722291.1|DSUP
OG0000039	LOC120775164|XP_039961145.1|BTRY, LOC120775260|XP_039961275.1|BTRY, LOC120775925|XP_039962264.1|BTRY, LOC120774821|XP_039960561.1|BTRY, LOC120774830|XP_039960575.1|BTRY, LOC120774822|XP_039960562.1|BTRY	LOC119556467|XP_037724643.1|DSUP
OG0000040	LOC120782054|XP_039970140.1|BTRY, LOC120780117|XP_039968332.1|BTRY	LOC119556456|XP_037724634.1|DSUP, LOC119563112|XP_037732283.1|DSUP, LOC119563113|XP_037732284.1|DSUP, LOC119556472|XP_037724654.1|DSUP, LOC119556489|XP_037724679.1|DSUP, LOC119556482|XP_037724666.1|DSUP, LOC119555315|XP_037722571.1|DSUP, LOC119552243|XP_037717993.1|DSUP, LOC119546490|XP_037708720.1|DSUP
OG0000041	LOC120768580|XP_039951273.1|BTRY, LOC120768566|XP_039951251.1|BTRY, LOC120768557|XP_039951240.1|BTRY, LOC120770588|XP_039954108.1|BTRY, LOC120768406|XP_039951020.1|BTRY, LOC120771594|XP_039955600.1|BTRY, LOC120769143|XP_039951952.1|BTRY, LOC120782690|XP_039971019.1|BTRY, LOC120766331|XP_039947690.1|BTRY, LOC120780438|XP_039968650.1|BTRY, LOC120782600|XP_039970890.1|BTRY, LOC120768545|XP_039951225.1|BTRY	LOC119554437|XP_037721279.1|DSUP, LOC119554447|XP_037721290.1|DSUP, LOC119562401|XP_037731528.1|DSUP, LOC119550675|XP_037715466.1|DSUP, LOC119550683|XP_037715478.1|DSUP
OG0000043	LOC120768156|XP_039950653.1|BTRY, LOC120768140|XP_039950635.1|BTRY	LOC119563116|XP_037732288.1|DSUP, LOC119562926|XP_037732005.1|DSUP, LOC119563115|XP_037732286.1|DSUP
OG0000043	LOC120766218|XP_039947526.1|BTRY, LOC120782788|XP_039971191.1|BTRY, LOC120782185|XP_039970262.1|BTRY, LOC120782790|XP_039971196.1|BTRY, LOC120782789|XP_039971192.1|BTRY	LOC119556175|XP_037724028.1|DSUP, LOC119563048|XP_037732184.1|DSUP, LOC119556257|XP_037724233.1|DSUP, LOC119556250|XP_037724220.1|DSUP, LOC119554418|XP_037721239.1|DSUP, LOC119556264|XP_037724244.1|DSUP
OG0000044	LOC120772588|XP_039957233.1|BTRY	LOC119558156|XP_037727329.1|DSUP
OG0000044	LOC120777147|XP_039964227.1|BTRY, LOC120772935|XP_039957773.1|BTRY, LOC120772936|XP_039957774.1|BTRY, LOC120772094|XP_039956434.1|BTRY, LOC120772937|XP_039957775.1|BTRY	LOC119555966|XP_037723621.1|DSUP, LOC119555955|XP_037723600.1|DSUP, LOC119563136|XP_037732321.1|DSUP, LOC119555649|XP_037723141.1|DSUP, LOC119563137|XP_037732322.1|DSUP
OG0000044	LOC120782367|XP_039970539.1|BTRY	LOC119548482|XP_037711687.1|DSUP
OG0000045	LOC120777594|XP_039964965.1|BTRY, LOC120778683|XP_039966553.1|BTRY, LOC120778456|XP_039966187.1|BTRY, LOC120777163|XP_039964247.1|BTRY	LOC119553763|XP_037720298.1|DSUP
OG0000045	LOC120778581|XP_039966382.1|BTRY	LOC119552534|XP_037718081.1|DSUP, LOC119554143|XP_037720848.1|DSUP
OG0000045	LOC120778222|XP_039965914.1|BTRY	LOC119554102|XP_037720779.1|DSUP
OG0000045	LOC120777964|XP_039965517.1|BTRY	LOC119553760|XP_037720293.1|DSUP
OG0000047	LOC120775795|XP_039962073.1|BTRY	LOC119550226|XP_037714721.1|DSUP, LOC119550295|XP_037714817.1|DSUP, LOC119559372|XP_037728340.1|DSUP, LOC119553262|XP_037719480.1|DSUP, LOC119559393|XP_037728384.1|DSUP, LOC119553673|XP_037720144.1|DSUP
OG0000048	LOC120778037|XP_039965645.1|BTRY, LOC120778038|XP_039965646.1|BTRY	LOC119553985|XP_037720620.1|DSUP, LOC119553987|XP_037720622.1|DSUP
OG0000048	LOC120770488|XP_039953937.1|BTRY, LOC120782877|XP_039971357.1|BTRY, LOC120777798|XP_039965264.1|BTRY, LOC120778212|XP_039965903.1|BTRY, LOC120777799|XP_039965266.1|BTRY, LOC120778322|XP_039966052.1|BTRY, LOC120778227|XP_039965918.1|BTRY, LOC120778460|XP_039966194.1|BTRY	LOC119553986|XP_037720621.1|DSUP, LOC119553984|XP_037720618.1|DSUP
OG0000048	LOC120770486|XP_039953934.1|BTRY	LOC119555323|XP_037722579.1|DSUP
OG0000049	LOC120782870|XP_039971347.1|BTRY	LOC119563293|XP_037732549.1|DSUP
OG0000049	LOC120782209|XP_039970301.1|BTRY	LOC119563399|XP_037732686.1|DSUP
OG0000049	LOC120781673|XP_039969832.1|BTRY	LOC119553498|XP_037719841.1|DSUP
OG0000049	LOC120782186|XP_039970263.1|BTRY, LOC120782627|XP_039970929.1|BTRY	LOC119555362|XP_037722631.1|DSUP, LOC119555370|XP_037722644.1|DSUP
OG0000049	LOC120772847|XP_039957638.1|BTRY	LOC119558111|XP_037727267.1|DSUP
OG0000050	LOC120776369|XP_039962882.1|BTRY	LOC119549468|XP_037713498.1|DSUP
OG0000050	LOC120778411|XP_039966128.1|BTRY	LOC119555005|XP_037722074.1|DSUP, LOC119554439|XP_037721277.1|DSUP, LOC119554992|XP_037722058.1|DSUP, LOC119555302|XP_037722547.1|DSUP, LOC119554440|XP_037721278.1|DSUP, LOC119554997|XP_037722064.1|DSUP
OG0000051	LOC120776450|XP_039963045.1|BTRY	LOC119560029|XP_037729252.1|DSUP
OG0000051	LOC120774683|XP_039960350.1|BTRY, LOC120766819|XP_039948463.1|BTRY, LOC120766441|XP_039947883.1|BTRY	LOC119551943|XP_037717559.1|DSUP, LOC119546183|XP_037708239.1|DSUP, LOC119556804|XP_037725175.1|DSUP, LOC119556794|XP_037725162.1|DSUP
OG0000052	LOC120771792|XP_039955923.1|BTRY, LOC120772636|XP_039957293.1|BTRY, LOC120772635|XP_039957292.1|BTRY, LOC120772637|XP_039957294.1|BTRY	LOC119560909|XP_037730537.1|DSUP, LOC119562894|XP_037731939.1|DSUP, LOC119560209|XP_037729495.1|DSUP, LOC119560185|XP_037729475.1|DSUP, LOC119560154|XP_037729437.1|DSUP, LOC119549090|XP_037712749.1|DSUP, LOC119549091|XP_037712751.1|DSUP
OG0000053	LOC120770153|XP_039953281.1|BTRY	LOC119549495|XP_037713527.1|DSUP, LOC119551763|XP_037717217.1|DSUP
OG0000053	LOC120770562|XP_039954075.1|BTRY	LOC119551749|XP_037717203.1|DSUP
OG0000053	LOC120771115|XP_039954899.1|BTRY, LOC120772335|XP_039956813.1|BTRY, LOC120771116|XP_039954900.1|BTRY	LOC119551753|XP_037717206.1|DSUP
OG0000054	LOC120766688|XP_039948268.1|BTRY, LOC120773479|XP_039958337.1|BTRY	LOC119556528|XP_037724737.1|DSUP
OG0000054	LOC120766314|XP_039947666.1|BTRY, LOC120771817|XP_039955972.1|BTRY, LOC120766166|XP_039947447.1|BTRY	LOC119563344|XP_037732619.1|DSUP, LOC119563343|XP_037732618.1|DSUP, LOC119552964|XP_037718891.1|DSUP, LOC119555707|XP_037723302.1|DSUP
OG0000055	LOC120767407|XP_039949383.1|BTRY, LOC120767396|XP_039949357.1|BTRY, LOC120779292|XP_039967439.1|BTRY, LOC120779293|XP_039967441.1|BTRY, LOC120767398|XP_039949371.1|BTRY, LOC120767423|XP_039949402.1|BTRY, LOC120767442|XP_039949442.1|BTRY, LOC120767412|XP_039949391.1|BTRY, LOC120767431|XP_039949416.1|BTRY, LOC120767391|XP_039949342.1|BTRY, LOC120767434|XP_039949431.1|BTRY, LOC120778647|XP_039966497.1|BTRY, LOC120767385|XP_039949328.1|BTRY	LOC119545654|XP_037707308.1|DSUP, LOC119545656|XP_037707310.1|DSUP, LOC119545655|XP_037707309.1|DSUP
OG0000056	LOC120773463|XP_039958298.1|BTRY, LOC120773462|XP_039958296.1|BTRY, LOC120773461|XP_039958295.1|BTRY	LOC119563020|XP_037732144.1|DSUP, LOC119563019|XP_037732142.1|DSUP, LOC119563022|XP_037732148.1|DSUP, LOC119563021|XP_037732147.1|DSUP
OG0000056	LOC120775660|XP_039961862.1|BTRY	LOC119556291|XP_037724281.1|DSUP, LOC119553956|XP_037720582.1|DSUP
OG0000058	LOC120778110|XP_039965747.1|BTRY, LOC120778815|XP_039966755.1|BTRY, LOC120777383|XP_039964608.1|BTRY	LOC119551503|XP_037716797.1|DSUP, LOC119546999|XP_037709593.1|DSUP, LOC119546998|XP_037709592.1|DSUP, LOC119548424|XP_037711591.1|DSUP, LOC119551928|XP_037717493.1|DSUP, LOC119546720|XP_037709134.1|DSUP, LOC119556721|XP_037725047.1|DSUP
OG0000059	LOC120780097|XP_039968312.1|BTRY, LOC120780106|XP_039968325.1|BTRY, LOC120775512|XP_039961658.1|BTRY, LOC120778400|XP_039966151.1|BTRY, LOC120781731|XP_039969904.1|BTRY, LOC120782205|XP_039970291.1|BTRY, LOC120766699|XP_039948281.1|BTRY, LOC120782168|XP_039970239.1|BTRY, LOC120775546|XP_039961709.1|BTRY	LOC119559409|XP_037728412.1|DSUP, LOC119560931|XP_037730598.1|DSUP, LOC119560508|XP_037729914.1|DSUP, LOC119556499|XP_037724690.1|DSUP, LOC119556077|XP_037723838.1|DSUP, LOC119556689|XP_037725016.1|DSUP, LOC119556184|XP_037724057.1|DSUP
OG0000060	LOC120775432|XP_039961551.1|BTRY	LOC119556360|XP_037724450.1|DSUP
OG0000060	LOC120768177|XP_039950680.1|BTRY	LOC119550934|XP_037715889.1|DSUP
OG0000061	LOC120768964|XP_039951692.1|BTRY	LOC119547297|XP_037710014.1|DSUP
OG0000061	LOC120768474|XP_039951115.1|BTRY, LOC120768583|XP_039951274.1|BTRY	LOC119547153|XP_037709799.1|DSUP, LOC119547482|XP_037710295.1|DSUP
OG0000062	LOC120769500|XP_039952465.1|BTRY, LOC120766206|XP_039947509.1|BTRY, LOC120779328|XP_039967463.1|BTRY, LOC120775291|XP_039961384.1|BTRY, LOC120771826|XP_039955989.1|BTRY, LOC120769103|XP_039951898.1|BTRY, LOC120767422|XP_039949399.1|BTRY, LOC120767417|XP_039949393.1|BTRY, LOC120767416|XP_039949392.1|BTRY, LOC120767418|XP_039949395.1|BTRY, LOC120767419|XP_039949396.1|BTRY, LOC120767415|XP_039949390.1|BTRY, LOC120767420|XP_039949397.1|BTRY, LOC120767414|XP_039949389.1|BTRY, LOC120767411|XP_039949387.1|BTRY, LOC120776617|XP_039963346.1|BTRY	LOC119557553|XP_037726263.1|DSUP, LOC119548633|XP_037711950.1|DSUP, LOC119548634|XP_037711951.1|DSUP, LOC119555156|XP_037722312.1|DSUP, LOC119546355|XP_037708511.1|DSUP, LOC119551049|XP_037716093.1|DSUP, LOC119545959|XP_037707853.1|DSUP, LOC119547494|XP_037710312.1|DSUP, LOC119546282|XP_037708390.1|DSUP
OG0000063	LOC120774802|XP_039960529.1|BTRY, LOC120775030|XP_039960920.1|BTRY, LOC120776056|XP_039962449.1|BTRY	LOC119547939|XP_037710918.1|DSUP, LOC119551968|XP_037717607.1|DSUP, LOC119547960|XP_037710940.1|DSUP, LOC119547949|XP_037710930.1|DSUP, LOC119547929|XP_037710907.1|DSUP
OG0000063	LOC120782455|XP_039970679.1|BTRY, LOC120777941|XP_039965477.1|BTRY	LOC119554636|XP_037721561.1|DSUP, LOC119553691|XP_037720174.1|DSUP, LOC119553169|XP_037719333.1|DSUP, LOC119553170|XP_037719334.1|DSUP
OG0000064	LOC120781710|XP_039969876.1|BTRY, LOC120775811|XP_039962094.1|BTRY	LOC119553545|XP_037719912.1|DSUP
OG0000065	LOC120779665|XP_039967959.1|BTRY, LOC120779680|XP_039967975.1|BTRY, LOC120782495|XP_039970733.1|BTRY	LOC119561052|XP_037730812.1|DSUP, LOC119561057|XP_037730820.1|DSUP, LOC119561058|XP_037730822.1|DSUP, LOC119561047|XP_037730805.1|DSUP, LOC119551150|XP_037716270.1|DSUP, LOC119561050|XP_037730810.1|DSUP, LOC119561049|XP_037730809.1|DSUP, LOC119561048|XP_037730807.1|DSUP, LOC119559981|XP_037729166.1|DSUP, LOC119555273|XP_037722507.1|DSUP, LOC119563411|XP_037732707.1|DSUP
OG0000066	LOC120773490|XP_039958365.1|BTRY	LOC119557286|XP_037725904.1|DSUP, LOC119560085|XP_037729330.1|DSUP, LOC119560534|XP_037729953.1|DSUP, LOC119547346|XP_037710087.1|DSUP, LOC119560140|XP_037729424.1|DSUP, LOC119558417|XP_037727894.1|DSUP, LOC119550852|XP_037715749.1|DSUP
OG0000067	LOC120778614|XP_039966425.1|BTRY	LOC119553386|XP_037719671.1|DSUP
OG0000067	LOC120772621|XP_039957270.1|BTRY	LOC119550078|XP_037714475.1|DSUP
OG0000067	LOC120778613|XP_039966424.1|BTRY	LOC119553465|XP_037719795.1|DSUP
OG0000068	LOC120776119|XP_039962576.1|BTRY	LOC119555964|XP_037723613.1|DSUP
OG0000069	LOC120769525|XP_039952497.1|BTRY	LOC119550426|XP_037715021.1|DSUP
OG0000070	LOC120775533|XP_039961688.1|BTRY, LOC120776028|XP_039962406.1|BTRY, LOC120774314|XP_039959783.1|BTRY, LOC120774316|XP_039959788.1|BTRY, LOC120774315|XP_039959784.1|BTRY	LOC119547175|XP_037709836.1|DSUP, LOC119546702|XP_037709110.1|DSUP
OG0000070	LOC120775922|XP_039962258.1|BTRY	LOC119553795|XP_037720335.1|DSUP
OG0000070	LOC120774551|XP_039960215.1|BTRY	LOC119546705|XP_037709112.1|DSUP, LOC119556647|XP_037724907.1|DSUP
OG0000071	LOC120778566|XP_039966364.1|BTRY, LOC120778407|XP_039966125.1|BTRY	LOC119552553|XP_037718101.1|DSUP, LOC119552552|XP_037718100.1|DSUP, LOC119554936|XP_037721974.1|DSUP
OG0000072	LOC120771304|XP_039955172.1|BTRY	LOC119551080|XP_037716171.1|DSUP
OG0000072	LOC120772988|XP_039957836.1|BTRY	LOC119550992|XP_037715966.1|DSUP
OG0000072	LOC120771756|XP_039955872.1|BTRY	LOC119551079|XP_037716170.1|DSUP
OG0000073	LOC120770531|XP_039954016.1|BTRY	LOC119549420|XP_037713422.1|DSUP
OG0000073	LOC120773570|XP_039958474.1|BTRY	LOC119557222|XP_037725820.1|DSUP
OG0000073	LOC120766419|XP_039947816.1|BTRY	LOC119559869|XP_037728906.1|DSUP
OG0000074	LOC120778910|XP_039966891.1|BTRY	LOC119555627|XP_037723076.1|DSUP
OG0000074	LOC120776970|XP_039963997.1|BTRY	LOC119553528|XP_037719882.1|DSUP
OG0000075	LOC120776593|XP_039963300.1|BTRY	LOC119553014|XP_037718987.1|DSUP
OG0000075	LOC120776389|XP_039962933.1|BTRY, LOC120778794|XP_039966728.1|BTRY, LOC120778726|XP_039966624.1|BTRY, LOC120778602|XP_039966409.1|BTRY, LOC120778440|XP_039966162.1|BTRY	LOC119553016|XP_037718989.1|DSUP, LOC119553015|XP_037718988.1|DSUP
OG0000075	LOC120776388|XP_039962932.1|BTRY	LOC119552996|XP_037718943.1|DSUP
OG0000076	LOC120778972|XP_039966981.1|BTRY	LOC119555219|XP_037722410.1|DSUP
OG0000076	LOC120773465|XP_039958303.1|BTRY, LOC120773464|XP_039958300.1|BTRY	LOC119558162|XP_037727356.1|DSUP, LOC119556941|XP_037725365.1|DSUP
OG0000076	LOC120773985|XP_039959178.1|BTRY	LOC119556781|XP_037725143.1|DSUP
OG0000077	LOC120770520|XP_039953996.1|BTRY	LOC119549138|XP_037712837.1|DSUP
OG0000077	LOC120766987|XP_039948728.1|BTRY	LOC119560232|XP_037729526.1|DSUP
OG0000077	LOC120771294|XP_039955159.1|BTRY	LOC119549259|XP_037713095.1|DSUP
OG0000077	LOC120767550|XP_039949648.1|BTRY	LOC119548360|XP_037711506.1|DSUP
OG0000078	LOC120776000|XP_039962366.1|BTRY, LOC120775042|XP_039960952.1|BTRY	LOC119550532|XP_037715180.1|DSUP, LOC119553881|XP_037720469.1|DSUP, LOC119560420|XP_037729785.1|DSUP, LOC119556490|XP_037724675.1|DSUP, LOC119557021|XP_037725486.1|DSUP
OG0000079	LOC120769799|XP_039952920.1|BTRY	LOC119547250|XP_037709958.1|DSUP, LOC119547246|XP_037709953.1|DSUP, LOC119547249|XP_037709956.1|DSUP
OG0000080	LOC120770830|XP_039954353.1|BTRY, LOC120772997|XP_039957842.1|BTRY, LOC120772996|XP_039957841.1|BTRY	LOC119551310|XP_037716532.1|DSUP, LOC119550287|XP_037714805.1|DSUP
OG0000080	LOC120772075|XP_039956403.1|BTRY, LOC120772172|XP_039956551.1|BTRY	LOC119549434|XP_037713451.1|DSUP
OG0000081	LOC120778160|XP_039965820.1|BTRY	LOC119554911|XP_037721941.1|DSUP
OG0000082	LOC120782787|XP_039971189.1|BTRY	LOC119551581|XP_037716911.1|DSUP, LOC119556198|XP_037724083.1|DSUP
OG0000082	LOC120766890|XP_039948574.1|BTRY, LOC120766889|XP_039948573.1|BTRY	LOC119560897|XP_037730522.1|DSUP, LOC119560898|XP_037730523.1|DSUP
OG0000083	LOC120768958|XP_039951686.1|BTRY	LOC119548097|XP_037711114.1|DSUP, LOC119546591|XP_037708932.1|DSUP, LOC119546708|XP_037709117.1|DSUP, LOC119547690|XP_037710586.1|DSUP
OG0000083	LOC120767865|XP_039950113.1|BTRY	LOC119547461|XP_037710270.1|DSUP
OG0000084	LOC120781256|XP_039969343.1|BTRY	LOC119550924|XP_037715869.1|DSUP
OG0000084	LOC120770047|XP_039953099.1|BTRY, LOC120768058|XP_039950510.1|BTRY, LOC120771201|XP_039955035.1|BTRY	LOC119551740|XP_037717169.1|DSUP
OG0000085	LOC120770283|XP_039953552.1|BTRY	LOC119549284|XP_037713160.1|DSUP
OG0000087	LOC120768924|XP_039951637.1|BTRY	LOC119546360|XP_037708515.1|DSUP
OG0000087	LOC120769645|XP_039952684.1|BTRY, LOC120769435|XP_039952350.1|BTRY	LOC119547736|XP_037710650.1|DSUP
OG0000087	LOC120769086|XP_039951880.1|BTRY	LOC119547060|XP_037709670.1|DSUP
OG0000088	LOC120773069|XP_039957940.1|BTRY	LOC119549208|XP_037712982.1|DSUP
OG0000089	LOC120766628|XP_039948178.1|BTRY	LOC119559948|XP_037729105.1|DSUP, LOC119559790|XP_037728799.1|DSUP
OG0000089	LOC120778537|XP_039966313.1|BTRY	LOC119554444|XP_037721284.1|DSUP
OG0000090	LOC120771351|XP_039955235.1|BTRY	LOC119551577|XP_037716907.1|DSUP
OG0000090	LOC120771989|XP_039956278.1|BTRY	LOC119551295|XP_037716502.1|DSUP
OG0000090	LOC120772488|XP_039957068.1|BTRY, LOC120771988|XP_039956277.1|BTRY	LOC119552801|XP_037718566.1|DSUP
OG0000091	LOC120780252|XP_039968448.1|BTRY	LOC119550132|XP_037714564.1|DSUP
OG0000091	LOC120769362|XP_039952257.1|BTRY	LOC119548319|XP_037711427.1|DSUP
OG0000091	LOC120773577|XP_039958502.1|BTRY	LOC119545780|XP_037707573.1|DSUP
OG0000091	LOC120777245|XP_039964375.1|BTRY, LOC120766362|XP_039947726.1|BTRY	LOC119563325|XP_037732595.1|DSUP
OG0000092	LOC120782357|XP_039970530.1|BTRY	LOC119555984|XP_037723644.1|DSUP
OG0000092	LOC120782888|XP_039971370.1|BTRY	LOC119554434|XP_037721266.1|DSUP
OG0000092	LOC120782541|XP_039970806.1|BTRY	LOC119563440|XP_037732759.1|DSUP, LOC119563381|XP_037732661.1|DSUP
OG0000093	LOC120768178|XP_039950676.1|BTRY	LOC119548851|XP_037712400.1|DSUP
OG0000093	LOC120774454|XP_039960036.1|BTRY	LOC119547033|XP_037709635.1|DSUP, LOC119559303|XP_037728310.1|DSUP, LOC119557146|XP_037725658.1|DSUP
OG0000094	LOC120781795|XP_039969955.1|BTRY, LOC120781757|XP_039969927.1|BTRY, LOC120781762|XP_039969932.1|BTRY, LOC120781776|XP_039969940.1|BTRY	LOC119560272|XP_037729566.1|DSUP
OG0000095	LOC120781826|XP_039969980.1|BTRY	LOC119562591|XP_037731742.1|DSUP
OG0000096	LOC120768952|XP_039951675.1|BTRY	LOC119548522|XP_037711741.1|DSUP, LOC119547864|XP_037710825.1|DSUP, LOC119548857|XP_037712415.1|DSUP
OG0000096	LOC120768465|XP_039951102.1|BTRY, LOC120768467|XP_039951105.1|BTRY, LOC120768466|XP_039951104.1|BTRY, LOC120768468|XP_039951106.1|BTRY, LOC120767637|XP_039949738.1|BTRY, LOC120767636|XP_039949737.1|BTRY, LOC120769373|XP_039952272.1|BTRY, LOC120768601|XP_039951297.1|BTRY, LOC120769075|XP_039951869.1|BTRY, LOC120769214|XP_039952041.1|BTRY, LOC120769063|XP_039951852.1|BTRY, LOC120769257|XP_039952092.1|BTRY, LOC120768464|XP_039951101.1|BTRY, LOC120768463|XP_039951100.1|BTRY	LOC119548361|XP_037711504.1|DSUP
OG0000099	LOC120777511|XP_039964811.1|BTRY	LOC119558177|XP_037727371.1|DSUP
OG0000099	LOC120773585|XP_039958507.1|BTRY	LOC119558261|XP_037727536.1|DSUP
OG0000101	LOC120776874|XP_039963866.1|BTRY	LOC119552818|XP_037718594.1|DSUP
OG0000101	LOC120776871|XP_039963862.1|BTRY	LOC119554657|XP_037721586.1|DSUP
OG0000102	LOC120770301|XP_039953601.1|BTRY, LOC120770302|XP_039953602.1|BTRY	LOC119549166|XP_037712887.1|DSUP
OG0000102	LOC120768179|XP_039950679.1|BTRY, LOC120768056|XP_039950507.1|BTRY, LOC120771676|XP_039955732.1|BTRY, LOC120777852|XP_039965328.1|BTRY	LOC119552089|XP_037717794.1|DSUP
OG0000103	LOC120777733|XP_039965157.1|BTRY, LOC120776555|XP_039963241.1|BTRY	LOC119553070|XP_037719123.1|DSUP, LOC119552691|XP_037718344.1|DSUP, LOC119552690|XP_037718343.1|DSUP
OG0000103	LOC120771914|XP_039956135.1|BTRY, LOC120772128|XP_039956478.1|BTRY	LOC119549539|XP_037713615.1|DSUP
OG0000104	LOC120778142|XP_039965799.1|BTRY, LOC120778141|XP_039965798.1|BTRY	LOC119552682|XP_037718328.1|DSUP
OG0000104	LOC120766497|XP_039947982.1|BTRY, LOC120766343|XP_039947703.1|BTRY, LOC120778118|XP_039965756.1|BTRY	LOC119547526|XP_037710347.1|DSUP
OG0000104	LOC120778612|XP_039966423.1|BTRY, LOC120778866|XP_039966836.1|BTRY, LOC120779052|XP_039967120.1|BTRY, LOC120778973|XP_039966995.1|BTRY	LOC119552753|XP_037718469.1|DSUP
OG0000105	LOC120782639|XP_039970941.1|BTRY, LOC120767012|XP_039948769.1|BTRY	LOC119561103|XP_037730925.1|DSUP
OG0000105	LOC120782189|XP_039970265.1|BTRY	LOC119559579|XP_037728528.1|DSUP, LOC119559963|XP_037729124.1|DSUP, LOC119559962|XP_037729123.1|DSUP, LOC119559578|XP_037728527.1|DSUP
OG0000107	LOC120770816|XP_039954328.1|BTRY	LOC119551428|XP_037716699.1|DSUP, LOC119551427|XP_037716698.1|DSUP, LOC119546334|XP_037708462.1|DSUP, LOC119546335|XP_037708463.1|DSUP, LOC119548582|XP_037711828.1|DSUP, LOC119546337|XP_037708466.1|DSUP, LOC119548571|XP_037711817.1|DSUP, LOC119551957|XP_037717579.1|DSUP, LOC119547555|XP_037710383.1|DSUP, LOC119549865|XP_037714088.1|DSUP, LOC119551429|XP_037716700.1|DSUP
OG0000108	LOC120779619|XP_039967901.1|BTRY	LOC119559036|XP_037728091.1|DSUP, LOC119562368|XP_037731460.1|DSUP, LOC119554925|XP_037721959.1|DSUP
OG0000108	LOC120767830|XP_039950052.1|BTRY, LOC120781681|XP_039969836.1|BTRY	LOC119562366|XP_037731458.1|DSUP, LOC119560193|XP_037729485.1|DSUP, LOC119562757|XP_037731886.1|DSUP
OG0000109	LOC120768593|XP_039951288.1|BTRY	LOC119548267|XP_037711341.1|DSUP
OG0000110	LOC120777572|XP_039964910.1|BTRY, LOC120778881|XP_039966858.1|BTRY	LOC119553324|XP_037719581.1|DSUP, LOC119553439|XP_037719757.1|DSUP
OG0000110	LOC120778906|XP_039966885.1|BTRY, LOC120777638|XP_039965025.1|BTRY	LOC119554910|XP_037721940.1|DSUP
OG0000111	LOC120771785|XP_039955913.1|BTRY, LOC120771525|XP_039955516.1|BTRY, LOC120771526|XP_039955517.1|BTRY, LOC120771524|XP_039955515.1|BTRY	LOC119551522|XP_037716837.1|DSUP, LOC119549723|XP_037713889.1|DSUP, LOC119551617|XP_037716958.1|DSUP
OG0000112	LOC120776060|XP_039962460.1|BTRY	LOC119558344|XP_037727750.1|DSUP, LOC119555930|XP_037723558.1|DSUP
OG0000112	LOC120773601|XP_039958533.1|BTRY, LOC120773600|XP_039958532.1|BTRY, LOC120773604|XP_039958538.1|BTRY, LOC120773603|XP_039958537.1|BTRY, LOC120773732|XP_039958723.1|BTRY	LOC119556800|XP_037725166.1|DSUP, LOC119556776|XP_037725132.1|DSUP
OG0000113	LOC120771011|XP_039954717.1|BTRY, LOC120782768|XP_039971165.1|BTRY	LOC119556622|XP_037724870.1|DSUP, LOC119557771|XP_037726597.1|DSUP, LOC119547880|XP_037710844.1|DSUP, LOC119560721|XP_037730266.1|DSUP, LOC119547804|XP_037710747.1|DSUP
OG0000114	LOC120767657|XP_039949763.1|BTRY, LOC120774073|XP_039959325.1|BTRY, LOC120767655|XP_039949762.1|BTRY	LOC119548737|XP_037712180.1|DSUP
OG0000114	LOC120767658|XP_039949764.1|BTRY	LOC119548739|XP_037712182.1|DSUP
OG0000116	LOC120782355|XP_039970525.1|BTRY	LOC119552744|XP_037718442.1|DSUP
OG0000117	LOC120769109|XP_039951905.1|BTRY	LOC119548691|XP_037712083.1|DSUP
OG0000117	LOC120769110|XP_039951906.1|BTRY	LOC119548692|XP_037712084.1|DSUP
OG0000117	LOC120769113|XP_039951909.1|BTRY	LOC119548694|XP_037712085.1|DSUP
OG0000117	LOC120769111|XP_039951907.1|BTRY	LOC119548696|XP_037712087.1|DSUP
OG0000118	LOC120777410|XP_039964643.1|BTRY	LOC119546036|XP_037707984.1|DSUP, LOC119546037|XP_037707985.1|DSUP
OG0000118	LOC120774742|XP_039960431.1|BTRY	LOC119550473|XP_037715089.1|DSUP, LOC119548372|XP_037711518.1|DSUP
