Orthogroup	BTRY.longest_only	DMEL.longest_only
OG0000051	LOC120774683|XP_039960350.1|BTRY, LOC120766819|XP_039948463.1|BTRY, LOC120766441|XP_039947883.1|BTRY	Cyp313a5|NP_650168.1|DMEL, Cyp313a1|NP_650368.1|DMEL, Cyp313a2|NP_650169.3|DMEL, Cyp313a3|NP_650170.2|DMEL
OG0000052	LOC120771792|XP_039955923.1|BTRY, LOC120772636|XP_039957293.1|BTRY, LOC120772635|XP_039957292.1|BTRY, LOC120772637|XP_039957294.1|BTRY	CG16904|NP_649957.1|DMEL, CG31141|NP_732912.2|DMEL, eloF|NP_649956.1|DMEL, CG8534|NP_649955.1|DMEL, CG9458|NP_731419.1|DMEL, CG9459|NP_649958.2|DMEL, CG17821|NP_725820.2|DMEL, CG18609|NP_611365.2|DMEL
OG0000053	LOC120770153|XP_039953281.1|BTRY	Mal-A8|NP_610384.1|DMEL, Mal-A7|NP_610383.1|DMEL
OG0000053	LOC120770564|XP_039954076.1|BTRY	Mal-A6|NP_995779.2|DMEL
OG0000053	LOC120770562|XP_039954075.1|BTRY	Mal-A5|NP_610382.2|DMEL
OG0000053	LOC120771115|XP_039954899.1|BTRY, LOC120772335|XP_039956813.1|BTRY, LOC120771116|XP_039954900.1|BTRY	Mal-A1|NP_476627.3|DMEL
OG0000054	LOC120766688|XP_039948268.1|BTRY, LOC120773479|XP_039958337.1|BTRY	AOX1|NP_650475.1|DMEL
OG0000054	LOC120766314|XP_039947666.1|BTRY, LOC120771817|XP_039955972.1|BTRY, LOC120766166|XP_039947447.1|BTRY	AOX2|NP_732047.2|DMEL, AOX4|NP_650478.1|DMEL, AOX3|NP_650477.1|DMEL
OG0000056	LOC120773463|XP_039958298.1|BTRY, LOC120773462|XP_039958296.1|BTRY, LOC120773461|XP_039958295.1|BTRY	CG6726|NP_651120.1|DMEL, CG17110|NP_651121.1|DMEL, CG17109|NP_651122.2|DMEL, CG6738|NP_651124.1|DMEL, CG6733|NP_651123.1|DMEL
OG0000056	LOC120775660|XP_039961862.1|BTRY	CG6465|NP_650004.1|DMEL
OG0000058	LOC120778110|XP_039965747.1|BTRY, LOC120778815|XP_039966755.1|BTRY, LOC120777383|XP_039964608.1|BTRY	AANATL4|NP_611406.1|DMEL, AANATL3|NP_610018.1|DMEL, AANATL6|NP_611405.2|DMEL, AANATL5|NP_611403.1|DMEL, AANATL2|NP_609005.1|DMEL, AgmNAT|NP_572268.1|DMEL
OG0000059	LOC120780097|XP_039968312.1|BTRY, LOC120780106|XP_039968325.1|BTRY, LOC120775512|XP_039961658.1|BTRY, LOC120778400|XP_039966151.1|BTRY, LOC120781731|XP_039969904.1|BTRY, LOC120782205|XP_039970291.1|BTRY, LOC120766699|XP_039948281.1|BTRY, LOC120782168|XP_039970239.1|BTRY, LOC120775546|XP_039961709.1|BTRY	TwdlH|NP_651490.1|DMEL, TwdlJ|NP_651489.2|DMEL, TwdlK|NP_651488.1|DMEL, TwdlN|NP_733160.1|DMEL, TwdlB|NP_651486.1|DMEL, TwdlL|NP_733158.1|DMEL, TwdlM|NP_651484.1|DMEL
OG0000060	LOC120775432|XP_039961551.1|BTRY	CkIalpha|NP_511140.1|DMEL
OG0000060	LOC120768177|XP_039950680.1|BTRY	dco|NP_001356928.1|DMEL
OG0000061	LOC120768964|XP_039951692.1|BTRY	CG15255|NP_609755.1|DMEL
OG0000061	LOC120768474|XP_039951115.1|BTRY, LOC120768583|XP_039951274.1|BTRY	CG15254|NP_609757.1|DMEL, CG15253|NP_609758.1|DMEL
OG0000062	LOC120769500|XP_039952465.1|BTRY, LOC120766206|XP_039947509.1|BTRY, LOC120779328|XP_039967463.1|BTRY, LOC120775291|XP_039961384.1|BTRY, LOC120771826|XP_039955989.1|BTRY, LOC120769103|XP_039951898.1|BTRY, LOC120767422|XP_039949399.1|BTRY, LOC120767417|XP_039949393.1|BTRY, LOC120767416|XP_039949392.1|BTRY, LOC120767418|XP_039949395.1|BTRY, LOC120767419|XP_039949396.1|BTRY, LOC120767415|XP_039949390.1|BTRY, LOC120767420|XP_039949397.1|BTRY, LOC120767414|XP_039949389.1|BTRY, LOC120767411|XP_039949387.1|BTRY, LOC120776617|XP_039963346.1|BTRY	CG12111|NP_572491.1|DMEL, Lectin-galC1|NP_477200.1|DMEL, lectin-37Da|NP_001188846.1|DMEL, Sfp24F|NP_001162870.1|DMEL, CG43055|NP_001245867.1|DMEL
OG0000063	LOC120774802|XP_039960529.1|BTRY, LOC120775030|XP_039960920.1|BTRY, LOC120776056|XP_039962449.1|BTRY	CG17929|NP_650532.2|DMEL, CG6901|NP_650531.1|DMEL, CG17930|NP_650533.1|DMEL
OG0000063	LOC120782455|XP_039970679.1|BTRY, LOC120777941|XP_039965477.1|BTRY	CG42826|NP_001189079.1|DMEL, CG32053|NP_729587.1|DMEL, CG32054|NP_729588.1|DMEL, CG42825|NP_729590.1|DMEL
OG0000065	LOC120779665|XP_039967959.1|BTRY, LOC120779680|XP_039967975.1|BTRY, LOC120782495|XP_039970733.1|BTRY	CG10096|NP_001027183.1|DMEL, Sgp|NP_609241.1|DMEL, CG10097|NP_731699.2|DMEL, CG14893|NP_650568.2|DMEL, CG17562|NP_650566.1|DMEL, CG17560|NP_650567.1|DMEL
OG0000066	LOC120773490|XP_039958365.1|BTRY	CG15717|NP_572856.1|DMEL, CG2336|NP_731094.3|DMEL, CG12516|NP_651615.2|DMEL, CG11634|NP_610128.2|DMEL, CG5623|NP_650485.1|DMEL, CG12637|NP_572645.1|DMEL, CG13539|NP_611768.1|DMEL
OG0000067	LOC120778614|XP_039966425.1|BTRY	Alp9|NP_647977.1|DMEL
OG0000067	LOC120772621|XP_039957270.1|BTRY	Alp6|NP_610496.1|DMEL
OG0000067	LOC120778613|XP_039966424.1|BTRY	Alp10|NP_647976.1|DMEL
OG0000068	LOC120776119|XP_039962576.1|BTRY	ABCA|NP_608445.2|DMEL
OG0000069	LOC120769525|XP_039952497.1|BTRY	CG30428|NP_726513.1|DMEL
OG0000070	LOC120775533|XP_039961688.1|BTRY, LOC120776028|XP_039962406.1|BTRY, LOC120774314|XP_039959783.1|BTRY, LOC120774316|XP_039959788.1|BTRY, LOC120774315|XP_039959784.1|BTRY	CG9498|NP_609015.2|DMEL
OG0000070	LOC120775922|XP_039962258.1|BTRY	CG13360|NP_569859.1|DMEL
OG0000070	LOC120774551|XP_039960215.1|BTRY	CG9497|NP_609014.3|DMEL, CG7135|NP_573269.1|DMEL
OG0000071	LOC120778566|XP_039966364.1|BTRY, LOC120778407|XP_039966125.1|BTRY	CG10725|NP_648647.1|DMEL, CG10154|NP_001189089.1|DMEL, CG10140|NP_648648.2|DMEL
OG0000072	LOC120771304|XP_039955172.1|BTRY	jtb|NP_611126.1|DMEL
OG0000072	LOC120772988|XP_039957836.1|BTRY	CG15712|NP_611131.2|DMEL
OG0000072	LOC120771756|XP_039955872.1|BTRY	CG4409|NP_001097337.1|DMEL
OG0000073	LOC120770531|XP_039954016.1|BTRY	lolal|NP_524778.1|DMEL
OG0000073	LOC120773570|XP_039958474.1|BTRY	br|NP_001162638.2|DMEL
OG0000073	LOC120766419|XP_039947816.1|BTRY	pre-mod_mdg4_-E|NP_001287451.1|DMEL
OG0000073	LOC120781558|XP_039969725.1|BTRY	pre-mod_mdg4_-L|NP_001287445.1|DMEL, pre-mod_mdg4_-N|NP_001303532.1|DMEL, mod_mdg4_|NP_732636.1|DMEL
OG0000074	LOC120778910|XP_039966891.1|BTRY	CG10472|NP_648017.1|DMEL
OG0000074	LOC120776970|XP_039963997.1|BTRY	CG7542|NP_648995.3|DMEL
OG0000075	LOC120776593|XP_039963300.1|BTRY	Hsp27|NP_524000.1|DMEL
OG0000075	LOC120776389|XP_039962933.1|BTRY, LOC120778794|XP_039966728.1|BTRY, LOC120778726|XP_039966624.1|BTRY, LOC120778602|XP_039966409.1|BTRY, LOC120778440|XP_039966162.1|BTRY	Hsp23|NP_523999.1|DMEL
OG0000075	LOC120776388|XP_039962932.1|BTRY	Hsp26|NP_523997.1|DMEL
OG0000076	LOC120778972|XP_039966981.1|BTRY	CG42540|NP_001246627.1|DMEL
OG0000076	LOC120773465|XP_039958303.1|BTRY, LOC120773464|XP_039958300.1|BTRY	CG31358|NP_650147.1|DMEL, CG14736|NP_731666.2|DMEL
OG0000076	LOC120773985|XP_039959178.1|BTRY	CG33253|NP_001259699.1|DMEL
OG0000077	LOC120770520|XP_039953996.1|BTRY	betaTub56D|NP_725896.1|DMEL
OG0000077	LOC120766987|XP_039948728.1|BTRY	betaTub85D|NP_524290.2|DMEL
OG0000077	LOC120771294|XP_039955159.1|BTRY	betaTub60D|NP_523842.2|DMEL
OG0000077	LOC120767550|XP_039949648.1|BTRY	betaTub97EF|NP_651606.2|DMEL
OG0000078	LOC120776000|XP_039962366.1|BTRY, LOC120775042|XP_039960952.1|BTRY	CG15128|NP_611441.1|DMEL, CG7634|NP_649332.1|DMEL, wa-cup|NP_649721.2|DMEL, r-cup|NP_608419.1|DMEL, p-cup|NP_573216.1|DMEL
OG0000079	LOC120769799|XP_039952920.1|BTRY	Acp24A4|NP_001036330.1|DMEL, CG16713|NP_608799.1|DMEL
OG0000080	LOC120770830|XP_039954353.1|BTRY, LOC120772997|XP_039957842.1|BTRY, LOC120772996|XP_039957841.1|BTRY	Amy-d|NP_523768.1|DMEL, Amy-p|NP_536346.1|DMEL
OG0000080	LOC120772075|XP_039956403.1|BTRY, LOC120772172|XP_039956551.1|BTRY	Amyrel|NP_477262.1|DMEL
OG0000081	LOC120778160|XP_039965820.1|BTRY	tfc|NP_612091.1|DMEL
OG0000082	LOC120782787|XP_039971189.1|BTRY	Cyp6d2|NP_611698.1|DMEL, Cyp6d4|NP_651082.1|DMEL
OG0000082	LOC120766890|XP_039948574.1|BTRY, LOC120766889|XP_039948573.1|BTRY	Cyp6d5|NP_650327.1|DMEL
OG0000083	LOC120768958|XP_039951686.1|BTRY	LManI|NP_609407.1|DMEL, LManVI|NP_609253.1|DMEL, LManV|NP_609252.1|DMEL, LManIII|NP_609250.2|DMEL, LManIV|NP_609251.2|DMEL
OG0000083	LOC120767865|XP_039950113.1|BTRY	LManII|NP_609408.1|DMEL
OG0000084	LOC120781256|XP_039969343.1|BTRY	CG15073|NP_611362.2|DMEL
OG0000084	LOC120770047|XP_039953099.1|BTRY, LOC120768058|XP_039950510.1|BTRY, LOC120771201|XP_039955035.1|BTRY	CG8388|NP_611075.1|DMEL
OG0000085	LOC120770283|XP_039953552.1|BTRY	CG30491|NP_610306.1|DMEL
OG0000087	LOC120768924|XP_039951637.1|BTRY	Cpr30F|NP_723504.1|DMEL
OG0000087	LOC120772709|XP_039957394.1|BTRY, LOC120772832|XP_039957572.1|BTRY, LOC120772784|XP_039957501.1|BTRY, LOC120770617|XP_039954153.1|BTRY, LOC120770000|XP_039953024.1|BTRY, LOC120772666|XP_039957334.1|BTRY, LOC120770619|XP_039954154.1|BTRY, LOC120769645|XP_039952684.1|BTRY, LOC120769435|XP_039952350.1|BTRY	Cpr35B|NP_609713.1|DMEL
OG0000087	LOC120769086|XP_039951880.1|BTRY	Cpr31A|NP_995678.1|DMEL
OG0000088	LOC120773069|XP_039957940.1|BTRY	Vha16-1|NP_476801.1|DMEL
OG0000089	LOC120766628|XP_039948178.1|BTRY	alphaTub84B|NP_476772.1|DMEL, alphaTub84D|NP_524264.1|DMEL
OG0000089	LOC120778537|XP_039966313.1|BTRY	alphaTub67C|NP_524009.2|DMEL
OG0000090	LOC120771351|XP_039955235.1|BTRY	CG30339|NP_724813.1|DMEL
OG0000090	LOC120771989|XP_039956278.1|BTRY	CG12926|NP_610510.2|DMEL
OG0000090	LOC120772488|XP_039957068.1|BTRY, LOC120771988|XP_039956277.1|BTRY	CG33514|NP_001014558.1|DMEL
OG0000091	LOC120780252|XP_039968448.1|BTRY	Vha100-1|NP_651672.1|DMEL
OG0000091	LOC120769362|XP_039952257.1|BTRY	Vha100-5|NP_609515.1|DMEL
OG0000091	LOC120773577|XP_039958502.1|BTRY	Vha100-2|NP_650722.1|DMEL
OG0000091	LOC120777245|XP_039964375.1|BTRY, LOC120766362|XP_039947726.1|BTRY	Vha100-4|NP_650720.1|DMEL
OG0000092	LOC120782357|XP_039970530.1|BTRY	CG10513|NP_651370.2|DMEL
OG0000092	LOC120782888|XP_039971370.1|BTRY	CG11892|NP_651372.1|DMEL
OG0000092	LOC120782541|XP_039970806.1|BTRY	CG31380|NP_733121.1|DMEL, CG10514|NP_651371.1|DMEL
OG0000093	LOC120768178|XP_039950676.1|BTRY	Su_var_205|NP_476755.1|DMEL
OG0000093	LOC120774454|XP_039960036.1|BTRY	HP1b|NP_572521.2|DMEL
OG0000094	LOC120781795|XP_039969955.1|BTRY, LOC120781757|XP_039969927.1|BTRY, LOC120781762|XP_039969932.1|BTRY, LOC120781776|XP_039969940.1|BTRY	Or83c|NP_524244.2|DMEL
OG0000096	LOC120768952|XP_039951675.1|BTRY	CG17568|NP_609951.2|DMEL, wek|NP_524930.1|DMEL, CG6254|NP_649983.2|DMEL
OG0000096	LOC120768465|XP_039951102.1|BTRY, LOC120768467|XP_039951105.1|BTRY, LOC120768466|XP_039951104.1|BTRY, LOC120768468|XP_039951106.1|BTRY, LOC120767637|XP_039949738.1|BTRY, LOC120767636|XP_039949737.1|BTRY, LOC120769373|XP_039952272.1|BTRY, LOC120768601|XP_039951297.1|BTRY, LOC120769075|XP_039951869.1|BTRY, LOC120769214|XP_039952041.1|BTRY, LOC120769063|XP_039951852.1|BTRY, LOC120769257|XP_039952092.1|BTRY, LOC120768464|XP_039951101.1|BTRY, LOC120768463|XP_039951100.1|BTRY	CG10366|NP_609995.1|DMEL
OG0000099	LOC120777511|XP_039964811.1|BTRY	Cyp4d14|NP_001259179.1|DMEL
OG0000099	LOC120773643|XP_039958585.1|BTRY	Cyp4d2|NP_525043.1|DMEL
OG0000099	LOC120773585|XP_039958507.1|BTRY	Cyp4d1|NP_476907.2|DMEL
OG0000101	LOC120776875|XP_039963867.1|BTRY	pip|NP_788536.1|DMEL
OG0000102	LOC120770301|XP_039953601.1|BTRY, LOC120770302|XP_039953602.1|BTRY	PPO1|NP_476812.1|DMEL
OG0000102	LOC120768179|XP_039950679.1|BTRY, LOC120768056|XP_039950507.1|BTRY, LOC120771676|XP_039955732.1|BTRY, LOC120777852|XP_039965328.1|BTRY	PPO2|NP_610443.1|DMEL
OG0000103	LOC120777733|XP_039965157.1|BTRY, LOC120776555|XP_039963241.1|BTRY	CG5653|NP_648269.1|DMEL, CG6034|NP_649005.1|DMEL, CG7460|NP_649004.1|DMEL
OG0000103	LOC120771914|XP_039956135.1|BTRY, LOC120772128|XP_039956478.1|BTRY	CG7737|NP_001286308.1|DMEL
OG0000104	LOC120778142|XP_039965799.1|BTRY, LOC120778141|XP_039965798.1|BTRY	Pdh|NP_524105.2|DMEL
OG0000104	LOC120766497|XP_039947982.1|BTRY, LOC120766343|XP_039947703.1|BTRY, LOC120778118|XP_039965756.1|BTRY	Fbp2|NP_523522.1|DMEL
OG0000104	LOC120778612|XP_039966423.1|BTRY, LOC120778866|XP_039966836.1|BTRY, LOC120779052|XP_039967120.1|BTRY, LOC120778973|XP_039966995.1|BTRY	CG18814|NP_652673.2|DMEL, CG4842|NP_648885.1|DMEL
OG0000105	LOC120782639|XP_039970941.1|BTRY, LOC120767012|XP_039948769.1|BTRY	Or85d|NP_524281.1|DMEL
OG0000105	LOC120782189|XP_039970265.1|BTRY	Or85c|NP_524280.2|DMEL, Or85b|NP_524279.2|DMEL
OG0000107	LOC120770816|XP_039954328.1|BTRY	Gr59c|NP_726292.1|DMEL, Gr36b|NP_724039.1|DMEL, Gr36c|NP_724040.1|DMEL, Gr36a|NP_724038.2|DMEL, Gr59d|NP_611758.2|DMEL
OG0000109	LOC120768593|XP_039951288.1|BTRY	CG18301|NP_609419.1|DMEL, Lip4|NP_001260356.1|DMEL
OG0000110	LOC120777572|XP_039964910.1|BTRY, LOC120778881|XP_039966858.1|BTRY	CG8562|NP_648118.1|DMEL, CG18417|NP_648119.1|DMEL
OG0000110	LOC120778906|XP_039966885.1|BTRY, LOC120777638|XP_039965025.1|BTRY	CG8560|NP_648120.3|DMEL
OG0000111	LOC120771785|XP_039955913.1|BTRY, LOC120771525|XP_039955516.1|BTRY, LOC120771526|XP_039955517.1|BTRY, LOC120771524|XP_039955515.1|BTRY	Obp56a|NP_611442.1|DMEL, Obp56e|NP_611445.1|DMEL, Obp56d|NP_611444.2|DMEL
OG0000112	LOC120776060|XP_039962460.1|BTRY	CG32523|NP_728401.1|DMEL, CG9676|NP_728008.1|DMEL
OG0000112	LOC120773601|XP_039958533.1|BTRY, LOC120773600|XP_039958532.1|BTRY, LOC120773604|XP_039958538.1|BTRY, LOC120773603|XP_039958537.1|BTRY, LOC120773732|XP_039958723.1|BTRY	CG1304|NP_608418.1|DMEL, Ser6|NP_523426.1|DMEL
OG0000113	LOC120771011|XP_039954717.1|BTRY, LOC120782768|XP_039971165.1|BTRY	CG44271|NP_001285689.1|DMEL, CG43058|NP_001246302.1|DMEL, dgrn|NP_649596.1|DMEL, elfless|NP_001163003.1|DMEL
OG0000114	LOC120767657|XP_039949763.1|BTRY, LOC120774073|XP_039959325.1|BTRY, LOC120767655|XP_039949762.1|BTRY	CG44008|NP_001260398.1|DMEL
OG0000114	LOC120767658|XP_039949764.1|BTRY	CG14933|NP_652566.1|DMEL
OG0000116	LOC120782355|XP_039970525.1|BTRY	CG31102|NP_001262951.1|DMEL
OG0000117	LOC120769109|XP_039951905.1|BTRY	CG7953|NP_609683.1|DMEL
OG0000117	LOC120769110|XP_039951906.1|BTRY	CG7916|NP_609682.1|DMEL
OG0000117	LOC120769113|XP_039951909.1|BTRY	CG8997|NP_609681.1|DMEL
OG0000117	LOC120769111|XP_039951907.1|BTRY	CG33306|NP_995706.1|DMEL
OG0000118	LOC120777410|XP_039964643.1|BTRY	Cyp28d1|NP_608912.1|DMEL, Cyp28d2|NP_608911.1|DMEL
OG0000118	LOC120774742|XP_039960431.1|BTRY	Cyp28a5|NP_609694.1|DMEL
OG0000119	LOC120781461|XP_039969618.1|BTRY, LOC120779615|XP_039967898.1|BTRY, LOC120782241|XP_039970343.1|BTRY, LOC120772767|XP_039957513.1|BTRY	Npc2e|NP_731439.2|DMEL, Npc2c|NP_649976.1|DMEL
OG0000119	LOC120766714|XP_039948293.1|BTRY	Npc2d|NP_649975.1|DMEL
OG0000120	LOC120775661|XP_039961863.1|BTRY	Roc1a|NP_001138143.2|DMEL
OG0000120	LOC120772192|XP_039956592.1|BTRY	Roc2|NP_610691.1|DMEL
OG0000120	LOC120775789|XP_039962063.1|BTRY	Roc1b|NP_652613.1|DMEL
OG0000121	LOC120780196|XP_039968399.1|BTRY, LOC120780541|XP_039968740.1|BTRY, LOC120777121|XP_039964203.1|BTRY	CG15369|NP_572542.1|DMEL
OG0000122	LOC120768461|XP_039951097.1|BTRY	Or22c|NP_523454.2|DMEL
OG0000122	LOC120771261|XP_039955113.1|BTRY	Or10a|NP_511122.1|DMEL
OG0000122	LOC120767410|XP_039949386.1|BTRY	Or45b|NP_523667.1|DMEL, Or24a|NP_523470.3|DMEL
OG0000123	LOC120779679|XP_039968002.1|BTRY, LOC120779752|XP_039968092.1|BTRY	CG3565|NP_611942.1|DMEL, d-cup|NP_650235.1|DMEL, CG15177|NP_649672.1|DMEL, sowi|NP_649671.2|DMEL, sunz|NP_649673.1|DMEL
OG0000125	LOC120779426|XP_039967569.1|BTRY	Men-b|NP_001163750.1|DMEL
OG0000125	LOC120770437|XP_039953842.1|BTRY	Men|NP_524880.2|DMEL
OG0000126	LOC120774136|XP_039959456.1|BTRY	ProtA|NP_477050.1|DMEL, ProtB|NP_477051.1|DMEL, CG46191|NP_001303590.1|DMEL, CG46192|NP_001303591.1|DMEL, CG46193|NP_001303592.1|DMEL
OG0000127	LOC120779597|XP_039967879.1|BTRY	CG18748|NP_001097703.1|DMEL, CG18746|NP_652649.1|DMEL, CG18745|NP_652648.1|DMEL
OG0000127	LOC120779739|XP_039968050.1|BTRY	CG18747|NP_652650.2|DMEL
OG0000128	LOC120772126|XP_039956474.1|BTRY, LOC120771684|XP_039955749.1|BTRY, LOC120770982|XP_039954658.1|BTRY, LOC120770983|XP_039954659.1|BTRY, LOC120770984|XP_039954660.1|BTRY	Ugt49C1|NP_001036565.1|DMEL
OG0000129	LOC120775214|XP_039961211.1|BTRY	Fum1|NP_572339.1|DMEL
OG0000129	LOC120767577|XP_039949656.1|BTRY	Fum3|NP_648467.1|DMEL, Fum4|NP_723527.1|DMEL, Fum2|NP_727109.2|DMEL
OG0000130	LOC120777985|XP_039965558.1|BTRY	CG7386|NP_648036.1|DMEL, CG10274|NP_001097525.1|DMEL, D19B|NP_477297.1|DMEL, D19A|NP_477304.1|DMEL
OG0000131	LOC120782179|XP_039970256.1|BTRY	snk|NP_001097766.1|DMEL
OG0000132	LOC120767643|XP_039949749.1|BTRY, LOC120767644|XP_039949750.1|BTRY	Phae2|NP_609551.2|DMEL, Phae1|NP_609550.1|DMEL
OG0000132	LOC120768834|XP_039951523.1|BTRY	CG7142|NP_650703.1|DMEL
OG0000134	LOC120774903|XP_039960709.1|BTRY	eff|NP_731941.1|DMEL
OG0000134	LOC120768520|XP_039951184.1|BTRY	CG2574|NP_572796.1|DMEL, CG5440|NP_608594.2|DMEL, Ubc2|NP_477137.1|DMEL
OG0000136	LOC120779767|XP_039968081.1|BTRY, LOC120782038|XP_039970128.1|BTRY, LOC120780498|XP_039968706.1|BTRY, LOC120781678|XP_039969833.1|BTRY, LOC120781414|XP_039969560.1|BTRY, LOC120768149|XP_039950644.1|BTRY, LOC120768618|XP_039951318.1|BTRY, LOC120768340|XP_039950927.1|BTRY, LOC120768800|XP_039951490.1|BTRY, LOC120768782|XP_039951475.1|BTRY, LOC120778245|XP_039965939.1|BTRY, LOC120780592|XP_039968785.1|BTRY, LOC120781818|XP_039969972.1|BTRY, LOC120781468|XP_039969628.1|BTRY, LOC120780326|XP_039968551.1|BTRY, LOC120781638|XP_039969802.1|BTRY, LOC120781457|XP_039969607.1|BTRY	CG43088|NP_001245670.1|DMEL
OG0000137	LOC120767078|XP_039948875.1|BTRY	Rm62|NP_524243.2|DMEL
OG0000137	LOC120776444|XP_039963035.1|BTRY	CG10077|NP_648062.2|DMEL
OG0000141	LOC120778104|XP_039965740.1|BTRY, LOC120778105|XP_039965741.1|BTRY, LOC120778041|XP_039965650.1|BTRY	GstO2|NP_729388.1|DMEL
OG0000142	LOC120777727|XP_039965152.1|BTRY	nAChRalpha1|NP_001262916.1|DMEL
OG0000142	LOC120774337|XP_039959830.1|BTRY	nAChRalpha3|NP_525079.3|DMEL
OG0000143	LOC120776475|XP_039963084.1|BTRY	GNBP1|NP_524142.2|DMEL
OG0000144	LOC120769364|XP_039952263.1|BTRY	dpr9|NP_996215.1|DMEL
OG0000144	LOC120773797|XP_039958834.1|BTRY	dpr8|NP_727781.1|DMEL
OG0000144	LOC120768115|XP_039950597.1|BTRY	dpr21|NP_001163838.2|DMEL
OG0000145	LOC120774460|XP_039960049.1|BTRY	Idgf4|NP_511101.2|DMEL
OG0000145	LOC120767329|XP_039949207.1|BTRY	Idgf3|NP_477256.1|DMEL
OG0000145	LOC120767331|XP_039949208.1|BTRY	Idgf1|NP_477258.1|DMEL
OG0000145	LOC120767332|XP_039949209.1|BTRY	Idgf2|NP_477257.2|DMEL
OG0000147	LOC120769426|XP_039952342.1|BTRY	CG6180|NP_609588.1|DMEL
OG0000147	LOC120771570|XP_039955573.1|BTRY	CG17919|NP_649644.1|DMEL
OG0000147	LOC120771587|XP_039955596.1|BTRY	CG10298|NP_649643.1|DMEL
OG0000148	LOC120767846|XP_039950077.1|BTRY	CG31954|NP_722915.1|DMEL
OG0000149	LOC120774421|XP_039959984.1|BTRY	Obp28a|NP_523505.1|DMEL
OG0000149	LOC120774650|XP_039960308.1|BTRY	Obp19d|NP_523421.2|DMEL
OG0000150	LOC120767670|XP_039949776.1|BTRY	Gr22a|NP_722733.1|DMEL, Gr22f|NP_722729.2|DMEL, Gr22c|NP_722732.2|DMEL, Gr22b|NP_001014456.1|DMEL, Gr22e|NP_722731.1|DMEL
OG0000151	LOC120776428|XP_039963015.1|BTRY	CG6996|NP_649189.2|DMEL
OG0000151	LOC120776430|XP_039963017.1|BTRY	CG17147|NP_001262099.1|DMEL
OG0000151	LOC120776426|XP_039963012.1|BTRY	CG5883|NP_648526.2|DMEL
OG0000152	LOC120780845|XP_039969021.1|BTRY	CG11841|NP_651661.1|DMEL, CG11842|NP_651662.1|DMEL, CG11843|NP_651663.1|DMEL
OG0000153	LOC120778419|XP_039966138.1|BTRY, LOC120779362|XP_039967493.1|BTRY	Sp212|NP_996209.2|DMEL
OG0000153	LOC120766754|XP_039948361.1|BTRY	CG9649|NP_650343.1|DMEL, CG31326|NP_650344.2|DMEL
OG0000154	LOC120781967|XP_039970078.1|BTRY	Or94a|NP_524455.1|DMEL, Or94b|NP_524456.1|DMEL
OG0000154	LOC120769548|XP_039952531.1|BTRY, LOC120769219|XP_039952049.1|BTRY	Or71a|NP_524078.2|DMEL
OG0000155	LOC120778597|XP_039966404.1|BTRY, LOC120778577|XP_039966374.1|BTRY, LOC120776977|XP_039964008.1|BTRY	CG7548|NP_648131.1|DMEL, CG8543|NP_648126.1|DMEL, CG8541|NP_648127.1|DMEL
OG0000157	LOC120771441|XP_039955380.1|BTRY, LOC120772567|XP_039957188.1|BTRY	PGRP-SC1b|NP_610409.1|DMEL, PGRP-SC1a|NP_610407.1|DMEL, PGRP-SC2|NP_610410.1|DMEL
OG0000158	LOC120778802|XP_039966738.1|BTRY, LOC120778186|XP_039965856.1|BTRY	CG14826|NP_648088.1|DMEL, CG14829|NP_648089.2|DMEL
OG0000159	LOC120777699|XP_039965108.1|BTRY	slif|NP_649428.1|DMEL
OG0000159	LOC120777576|XP_039964918.1|BTRY	CG5535|NP_649019.2|DMEL
OG0000159	LOC120776720|XP_039963559.1|BTRY	CG7255|NP_001036607.1|DMEL
OG0000160	LOC120766240|XP_039947556.1|BTRY, LOC120766239|XP_039947555.1|BTRY	CG31343|NP_732652.1|DMEL, CG31233|NP_732653.2|DMEL
OG0000161	LOC120776653|XP_039963438.1|BTRY	CG3386|NP_612049.1|DMEL
OG0000161	LOC120776673|XP_039963480.1|BTRY	CG4004|NP_727638.2|DMEL
OG0000162	LOC120770752|XP_039954273.1|BTRY	CG11262|NP_648617.2|DMEL, CG13801|NP_647714.1|DMEL, CG31693|NP_724369.2|DMEL
OG0000162	LOC120767364|XP_039949270.1|BTRY	hoe1|NP_608876.1|DMEL
OG0000163	LOC120779181|XP_039967359.1|BTRY, LOC120779180|XP_039967358.1|BTRY	Lsp1gamma|NP_523868.1|DMEL
OG0000163	LOC120768111|XP_039950592.1|BTRY	Lsp1beta|NP_476624.1|DMEL, Lsp1alpha|NP_511138.2|DMEL
OG0000164	LOC120770077|XP_039953153.1|BTRY, LOC120772817|XP_039957542.1|BTRY	Cp1|NP_523735.2|DMEL
OG0000165	LOC120774127|XP_039959433.1|BTRY	DIP1|NP_728449.1|DMEL
OG0000166	LOC120767345|XP_039949237.1|BTRY	Cht8|NP_611542.2|DMEL
OG0000167	LOC120777096|XP_039964164.1|BTRY, LOC120777607|XP_039964990.1|BTRY	CG13308|NP_648261.2|DMEL, CG13312|NP_648260.1|DMEL
OG0000169	LOC120766587|XP_039948125.1|BTRY	CG6000|NP_651210.3|DMEL
OG0000169	LOC120769318|XP_039952204.1|BTRY	CG4456|NP_001189076.1|DMEL, CG12279|NP_650227.1|DMEL
