Orthogroup	BTRY.longest_only	DERE.longest_only
OG0000053	LOC120770562|XP_039954075.1|BTRY	LOC6542254|XP_001970457.1|DERE
OG0000053	LOC120771115|XP_039954899.1|BTRY, LOC120772335|XP_039956813.1|BTRY, LOC120771116|XP_039954900.1|BTRY	LOC6542856|XP_001970461.3|DERE
OG0000054	LOC120766688|XP_039948268.1|BTRY, LOC120773479|XP_039958337.1|BTRY	LOC6553130|XP_001980075.1|DERE
OG0000054	LOC120766314|XP_039947666.1|BTRY, LOC120771817|XP_039955972.1|BTRY, LOC120766166|XP_039947447.1|BTRY	LOC6553131|XP_001980076.1|DERE, LOC6553059|XP_001980078.1|DERE, LOC6553132|XP_026836543.1|DERE
OG0000056	LOC120773463|XP_039958298.1|BTRY, LOC120773462|XP_039958296.1|BTRY, LOC120773461|XP_039958295.1|BTRY	LOC6554751|XP_001982187.1|DERE, LOC6554750|XP_001982186.1|DERE, LOC6554782|XP_001982185.1|DERE, LOC6554781|XP_001982184.3|DERE
OG0000056	LOC120775660|XP_039961862.1|BTRY	LOC6551980|XP_001980665.2|DERE
OG0000058	LOC120778110|XP_039965747.1|BTRY, LOC120778815|XP_039966755.1|BTRY, LOC120777383|XP_039964608.1|BTRY	LOC6548959|XP_001974191.1|DERE, LOC6548960|XP_001974192.1|DERE, LOC6543269|XP_001969993.1|DERE
OG0000059	LOC120780097|XP_039968312.1|BTRY, LOC120780106|XP_039968325.1|BTRY, LOC120775512|XP_039961658.1|BTRY, LOC120778400|XP_039966151.1|BTRY, LOC120781731|XP_039969904.1|BTRY, LOC120782205|XP_039970291.1|BTRY, LOC120766699|XP_039948281.1|BTRY, LOC120782168|XP_039970239.1|BTRY, LOC120775546|XP_039961709.1|BTRY	LOC6555431|XP_001981657.1|DERE, LOC6555433|XP_001981659.1|DERE, LOC6555434|XP_001981660.1|DERE, LOC6555432|XP_001981658.1|DERE, LOC6555436|XP_001981662.1|DERE, LOC6555437|XP_001981663.1|DERE, LOC6555439|XP_001981665.1|DERE
OG0000060	LOC120775432|XP_039961551.1|BTRY	LOC6551123|XP_026838344.1|DERE
OG0000060	LOC120768177|XP_039950680.1|BTRY	LOC6554918|XP_026832695.1|DERE
OG0000061	LOC120768964|XP_039951692.1|BTRY	LOC6541628|XP_001968975.1|DERE
OG0000061	LOC120768474|XP_039951115.1|BTRY, LOC120768583|XP_039951274.1|BTRY	LOC6541823|XP_001968977.1|DERE, LOC6542105|XP_001968978.2|DERE
OG0000062	LOC120769500|XP_039952465.1|BTRY, LOC120766206|XP_039947509.1|BTRY, LOC120779328|XP_039967463.1|BTRY, LOC120775291|XP_039961384.1|BTRY, LOC120771826|XP_039955989.1|BTRY, LOC120769103|XP_039951898.1|BTRY, LOC120767422|XP_039949399.1|BTRY, LOC120767417|XP_039949393.1|BTRY, LOC120767416|XP_039949392.1|BTRY, LOC120767418|XP_039949395.1|BTRY, LOC120767419|XP_039949396.1|BTRY, LOC120767415|XP_039949390.1|BTRY, LOC120767420|XP_039949397.1|BTRY, LOC120767414|XP_039949389.1|BTRY, LOC120767411|XP_039949387.1|BTRY, LOC120776617|XP_039963346.1|BTRY	LOC6549684|XP_001977426.1|DERE, LOC6549489|XP_001974263.1|DERE, LOC6549488|XP_001974262.1|DERE, LOC113564055|XP_026834234.1|DERE
OG0000063	LOC120774802|XP_039960529.1|BTRY, LOC120775030|XP_039960920.1|BTRY, LOC120776056|XP_039962449.1|BTRY	LOC6553303|XP_001980169.2|DERE, LOC6553302|XP_001980168.1|DERE, LOC6553304|XP_001980170.1|DERE
OG0000063	LOC120782455|XP_039970679.1|BTRY, LOC120777941|XP_039965477.1|BTRY	LOC6546128|XP_001972262.1|DERE, LOC6546125|XP_001972259.1|DERE, LOC6546126|XP_026832754.1|DERE, LOC6546127|XP_001972261.2|DERE
OG0000065	LOC120779665|XP_039967959.1|BTRY, LOC120779680|XP_039967975.1|BTRY, LOC120782495|XP_039970733.1|BTRY	LOC6553678|XP_001980420.1|DERE, LOC6542088|XP_001969217.1|DERE, LOC6553677|XP_026832116.1|DERE, LOC6552530|XP_001979844.1|DERE, LOC6552533|XP_001979847.1|DERE, LOC6552532|XP_001979846.1|DERE
OG0000066	LOC120773490|XP_039958365.1|BTRY	LOC6551042|XP_001978309.1|DERE, LOC6553068|XP_026839624.1|DERE, LOC6554272|XP_001981468.2|DERE, LOC6548358|XP_001973961.1|DERE, LOC6553030|XP_001980092.1|DERE, LOC6551730|XP_001977216.1|DERE, LOC6547937|XP_026836122.1|DERE
OG0000067	LOC120778614|XP_039966425.1|BTRY	LOC6544666|XP_001972003.3|DERE
OG0000067	LOC120772621|XP_039957270.1|BTRY	LOC6543302|XP_001969186.1|DERE
OG0000067	LOC120778613|XP_039966424.1|BTRY	LOC6544665|XP_001972002.1|DERE
OG0000068	LOC120776119|XP_039962576.1|BTRY	LOC6549927|XP_026837643.1|DERE
OG0000069	LOC120769525|XP_039952497.1|BTRY	LOC6548333|XP_026835742.1|DERE
OG0000070	LOC120775533|XP_039961688.1|BTRY, LOC120776028|XP_039962406.1|BTRY, LOC120774314|XP_039959783.1|BTRY, LOC120774316|XP_039959788.1|BTRY, LOC120774315|XP_039959784.1|BTRY	LOC6541526|XP_001970002.1|DERE
OG0000070	LOC120775922|XP_039962258.1|BTRY	LOC6555523|XP_001982429.1|DERE
OG0000070	LOC120774551|XP_039960215.1|BTRY	LOC6542508|XP_001970001.1|DERE, LOC6550273|XP_001977632.1|DERE
OG0000071	LOC120778566|XP_039966364.1|BTRY, LOC120778407|XP_039966125.1|BTRY	LOC6544819|XP_026832512.1|DERE, LOC6544818|XP_026832511.1|DERE, LOC6544820|XP_001972656.1|DERE
OG0000072	LOC120771304|XP_039955172.1|BTRY	LOC6548840|XP_001975354.1|DERE
OG0000072	LOC120772988|XP_039957836.1|BTRY	LOC6548921|XP_001975349.1|DERE
OG0000072	LOC120771756|XP_039955872.1|BTRY	LOC6548838|XP_001975352.2|DERE
OG0000073	LOC120770531|XP_039954016.1|BTRY	LOC6547037|XP_026835680.1|DERE
OG0000073	LOC120773570|XP_039958474.1|BTRY	LOC6555769|XP_026837941.1|DERE
OG0000073	LOC120766419|XP_039947816.1|BTRY	LOC6553627|XP_015009630.1|DERE
OG0000074	LOC120778910|XP_039966891.1|BTRY	LOC6545304|XP_001972062.2|DERE
OG0000074	LOC120776970|XP_039963997.1|BTRY	LOC6546439|XP_001972925.1|DERE
OG0000075	LOC120776593|XP_039963300.1|BTRY	LOC6545622|XP_001972156.1|DERE
OG0000075	LOC120776389|XP_039962933.1|BTRY, LOC120778794|XP_039966728.1|BTRY, LOC120778726|XP_039966624.1|BTRY, LOC120778602|XP_039966409.1|BTRY, LOC120778440|XP_039966162.1|BTRY	LOC6545621|XP_001972155.1|DERE
OG0000075	LOC120776388|XP_039962932.1|BTRY	LOC6545619|XP_026832620.1|DERE
OG0000076	LOC120778972|XP_039966981.1|BTRY	LOC6544188|XP_015013837.1|DERE
OG0000076	LOC120773465|XP_039958303.1|BTRY, LOC120773464|XP_039958300.1|BTRY	LOC6553873|XP_001980472.1|DERE, LOC6553871|XP_001980470.2|DERE
OG0000076	LOC120773985|XP_039959178.1|BTRY	LOC6550413|XP_001977744.3|DERE
OG0000077	LOC120770520|XP_039953996.1|BTRY	LOC6547656|XP_001974813.2|DERE
OG0000077	LOC120766987|XP_039948728.1|BTRY	LOC6552303|XP_001980828.1|DERE
OG0000077	LOC120771294|XP_039955159.1|BTRY	LOC6548296|XP_001976581.1|DERE
OG0000077	LOC120767550|XP_039949648.1|BTRY	LOC6554318|XP_001981477.2|DERE
OG0000078	LOC120776000|XP_039962366.1|BTRY, LOC120775042|XP_039960952.1|BTRY	LOC6547567|XP_001974844.1|DERE, LOC6543899|XP_001973650.1|DERE, LOC6553294|XP_001979187.1|DERE, LOC6549869|XP_001978650.1|DERE, LOC6550069|XP_001977566.1|DERE
OG0000079	LOC120769799|XP_039952920.1|BTRY	LOC6543392|XP_001968596.1|DERE, LOC6541779|XP_001968603.1|DERE, LOC26526742|XP_015015558.1|DERE, LOC6542476|XP_001968597.1|DERE, LOC6541720|XP_001968600.3|DERE, LOC6542307|XP_001968601.1|DERE
OG0000080	LOC120770830|XP_039954353.1|BTRY, LOC120772997|XP_039957842.1|BTRY, LOC120772996|XP_039957841.1|BTRY	LOC6548270|XP_001975252.1|DERE, LOC6548272|XP_001975254.1|DERE
OG0000080	LOC120772075|XP_039956403.1|BTRY, LOC120772172|XP_039956551.1|BTRY	LOC6548314|XP_001975327.1|DERE
OG0000081	LOC120778160|XP_039965820.1|BTRY	LOC6545544|XP_001971109.1|DERE
OG0000082	LOC120782787|XP_039971189.1|BTRY	LOC6549322|XP_026837009.1|DERE, LOC6554914|XP_001982236.1|DERE
OG0000082	LOC120766890|XP_039948574.1|BTRY, LOC120766889|XP_039948573.1|BTRY	LOC6552838|XP_001979871.1|DERE
OG0000083	LOC120768958|XP_039951686.1|BTRY	LOC6541689|XP_026834543.1|DERE, LOC6543321|XP_001969237.1|DERE, LOC6543013|XP_001969236.1|DERE, LOC6543404|XP_001969234.1|DERE, LOC6543089|XP_001969235.1|DERE
OG0000083	LOC120767865|XP_039950113.1|BTRY	LOC6542300|XP_001969971.2|DERE
OG0000084	LOC120781256|XP_039969343.1|BTRY	LOC6547297|XP_001974723.1|DERE
OG0000084	LOC120770047|XP_039953099.1|BTRY, LOC120768058|XP_039950510.1|BTRY, LOC120771201|XP_039955035.1|BTRY	LOC6548751|XP_001975436.1|DERE
OG0000085	LOC120770283|XP_039953552.1|BTRY	LOC6541232|XP_001970598.1|DERE
OG0000087	LOC120768924|XP_039951637.1|BTRY	LOC6541207|XP_001969370.1|DERE
OG0000087	LOC120772709|XP_039957394.1|BTRY, LOC120772832|XP_039957572.1|BTRY, LOC120772784|XP_039957501.1|BTRY, LOC120770617|XP_039954153.1|BTRY, LOC120770000|XP_039953024.1|BTRY, LOC120772666|XP_039957334.1|BTRY, LOC120770619|XP_039954154.1|BTRY, LOC120769645|XP_039952684.1|BTRY, LOC120769435|XP_039952350.1|BTRY	LOC6540621|XP_001968888.1|DERE
OG0000087	LOC120769086|XP_039951880.1|BTRY	LOC6541897|XP_001969393.1|DERE
OG0000088	LOC120773069|XP_039957940.1|BTRY	LOC6543073|XP_015014662.1|DERE
OG0000089	LOC120766628|XP_039948178.1|BTRY	LOC6553054|XP_001979141.1|DERE, LOC6553281|XP_001979199.1|DERE
OG0000089	LOC120778537|XP_039966313.1|BTRY	LOC6543975|XP_026832426.1|DERE
OG0000090	LOC120771351|XP_039955235.1|BTRY	LOC6543160|XP_026835138.1|DERE
OG0000090	LOC120771989|XP_039956278.1|BTRY	LOC6542384|XP_026835110.1|DERE
OG0000090	LOC120772488|XP_039957068.1|BTRY, LOC120771988|XP_039956277.1|BTRY	LOC6543999|XP_001971891.1|DERE
OG0000091	LOC120780252|XP_039968448.1|BTRY	LOC6555007|XP_015009056.1|DERE
OG0000091	LOC120769362|XP_039952257.1|BTRY	LOC6541159|XP_001969819.1|DERE
OG0000091	LOC120773577|XP_039958502.1|BTRY	LOC113563760|XP_026831978.1|DERE
OG0000091	LOC120777245|XP_039964375.1|BTRY, LOC120766362|XP_039947726.1|BTRY	LOC6551848|XP_026831615.1|DERE
OG0000092	LOC120782357|XP_039970530.1|BTRY	LOC6554984|XP_001981827.3|DERE
OG0000092	LOC120782888|XP_039971370.1|BTRY	LOC6554982|XP_001981825.1|DERE
OG0000092	LOC120782541|XP_039970806.1|BTRY	LOC6554283|XP_001981751.1|DERE, LOC6554983|XP_001981826.1|DERE
OG0000093	LOC120768178|XP_039950676.1|BTRY	LOC6541764|XP_026834401.1|DERE
OG0000093	LOC120774454|XP_039960036.1|BTRY	LOC6549902|XP_001977378.1|DERE
OG0000094	LOC120781795|XP_039969955.1|BTRY, LOC120781757|XP_039969927.1|BTRY, LOC120781762|XP_039969932.1|BTRY, LOC120781776|XP_039969940.1|BTRY	LOC6552799|XP_001979027.1|DERE
OG0000096	LOC120768952|XP_039951675.1|BTRY	LOC6549153|XP_001974282.1|DERE, LOC6541172|XP_026834907.1|DERE, LOC6552105|XP_001980699.1|DERE
OG0000096	LOC120768465|XP_039951102.1|BTRY, LOC120768467|XP_039951105.1|BTRY, LOC120768466|XP_039951104.1|BTRY, LOC120768468|XP_039951106.1|BTRY, LOC120767637|XP_039949738.1|BTRY, LOC120767636|XP_039949737.1|BTRY, LOC120769373|XP_039952272.1|BTRY, LOC120768601|XP_039951297.1|BTRY, LOC120769075|XP_039951869.1|BTRY, LOC120769214|XP_039952041.1|BTRY, LOC120769063|XP_039951852.1|BTRY, LOC120769257|XP_039952092.1|BTRY, LOC120768464|XP_039951101.1|BTRY, LOC120768463|XP_039951100.1|BTRY	LOC6549084|XP_001974223.1|DERE
OG0000099	LOC120777511|XP_039964811.1|BTRY	LOC6555585|XP_001982610.1|DERE
OG0000099	LOC120773643|XP_039958585.1|BTRY	LOC6555586|XP_001982611.2|DERE
OG0000099	LOC120773585|XP_039958507.1|BTRY	LOC6555581|XP_015008726.1|DERE
OG0000101	LOC120776871|XP_039963862.1|BTRY	LOC113563950|XP_026833684.1|DERE
OG0000101	LOC120776875|XP_039963867.1|BTRY	LOC6545510|XP_015012990.1|DERE
OG0000102	LOC120770301|XP_039953601.1|BTRY, LOC120770302|XP_039953602.1|BTRY	LOC6546722|XP_001974594.1|DERE
OG0000102	LOC120768179|XP_039950679.1|BTRY, LOC120768056|XP_039950507.1|BTRY, LOC120771676|XP_039955732.1|BTRY, LOC120777852|XP_039965328.1|BTRY	LOC6540855|XP_001970375.1|DERE
OG0000103	LOC120777733|XP_039965157.1|BTRY, LOC120776555|XP_039963241.1|BTRY	LOC6545153|XP_001971583.1|DERE, LOC6546214|XP_001972909.1|DERE, LOC26526609|XP_015014313.1|DERE
OG0000103	LOC120771914|XP_039956135.1|BTRY, LOC120772128|XP_039956478.1|BTRY	LOC6547246|XP_026836375.1|DERE
OG0000104	LOC120778142|XP_039965799.1|BTRY, LOC120778141|XP_039965798.1|BTRY	LOC6545260|XP_001973250.2|DERE
OG0000104	LOC120766497|XP_039947982.1|BTRY, LOC120766343|XP_039947703.1|BTRY, LOC120778118|XP_039965756.1|BTRY	LOC6541678|XP_001969298.1|DERE
OG0000104	LOC120778612|XP_039966423.1|BTRY, LOC120778866|XP_039966836.1|BTRY, LOC120779052|XP_039967120.1|BTRY, LOC120778973|XP_039966995.1|BTRY	LOC6545266|XP_001973256.1|DERE
OG0000105	LOC120782639|XP_039970941.1|BTRY, LOC120767012|XP_039948769.1|BTRY	LOC6552845|XP_001980953.1|DERE
OG0000105	LOC120782189|XP_039970265.1|BTRY	LOC6552850|XP_001980958.2|DERE
OG0000107	LOC120770816|XP_039954328.1|BTRY	LOC6547875|XP_001976351.1|DERE, LOC6549578|XP_001974463.3|DERE, LOC6549577|XP_001974462.2|DERE, LOC6547876|XP_001976352.1|DERE
OG0000109	LOC120768593|XP_039951288.1|BTRY	LOC6542019|XP_001969959.1|DERE
OG0000110	LOC120777572|XP_039964910.1|BTRY, LOC120778881|XP_039966858.1|BTRY	LOC6544308|XP_001971450.1|DERE, LOC6544307|XP_001971449.3|DERE
OG0000110	LOC120778906|XP_039966885.1|BTRY, LOC120777638|XP_039965025.1|BTRY	LOC6544306|XP_001971448.1|DERE
OG0000111	LOC120771785|XP_039955913.1|BTRY, LOC120771525|XP_039955516.1|BTRY, LOC120771526|XP_039955517.1|BTRY, LOC120771524|XP_039955515.1|BTRY	LOC6547569|XP_001974846.1|DERE, LOC6547573|XP_001974850.1|DERE, LOC6547572|XP_026836839.1|DERE
OG0000112	LOC120776060|XP_039962460.1|BTRY	LOC6549919|XP_001978671.1|DERE, LOC6550010|XP_001977476.1|DERE
OG0000112	LOC120773601|XP_039958533.1|BTRY, LOC120773600|XP_039958532.1|BTRY, LOC120773604|XP_039958538.1|BTRY, LOC120773603|XP_039958537.1|BTRY, LOC120773732|XP_039958723.1|BTRY	LOC113564579|XP_026838421.1|DERE, LOC6549742|XP_001978647.2|DERE
OG0000113	LOC120771011|XP_039954717.1|BTRY, LOC120782768|XP_039971165.1|BTRY	LOC113564127|XP_026835137.1|DERE, LOC6549603|XP_001975736.1|DERE, LOC6552710|XP_026831517.1|DERE, LOC6549195|XP_026836393.1|DERE
OG0000114	LOC120767657|XP_039949763.1|BTRY, LOC120774073|XP_039959325.1|BTRY, LOC120767655|XP_039949762.1|BTRY	LOC6542271|XP_001969808.1|DERE
OG0000114	LOC120767658|XP_039949764.1|BTRY	LOC6542543|XP_001969807.3|DERE
OG0000116	LOC120782355|XP_039970525.1|BTRY	LOC6554995|XP_001981820.2|DERE
OG0000117	LOC120769109|XP_039951905.1|BTRY	LOC6540738|XP_001969562.1|DERE
OG0000117	LOC120769110|XP_039951906.1|BTRY	LOC6540920|XP_001969563.1|DERE
OG0000117	LOC120769113|XP_039951909.1|BTRY	LOC6540785|XP_001969564.1|DERE
OG0000117	LOC120769111|XP_039951907.1|BTRY	LOC6540760|XP_001969565.1|DERE
OG0000118	LOC120777410|XP_039964643.1|BTRY	LOC6540609|XP_001968779.3|DERE, LOC6540594|XP_001968778.1|DERE
OG0000118	LOC120774742|XP_039960431.1|BTRY	LOC6543468|XP_001969543.1|DERE
OG0000119	LOC120781461|XP_039969618.1|BTRY, LOC120779615|XP_039967898.1|BTRY, LOC120782241|XP_039970343.1|BTRY, LOC120772767|XP_039957513.1|BTRY	LOC6552165|XP_001980717.1|DERE, LOC6552163|XP_001980715.1|DERE
OG0000119	LOC120766714|XP_039948293.1|BTRY	LOC6552164|XP_001980716.1|DERE
OG0000120	LOC120775661|XP_039961863.1|BTRY	LOC6555510|XP_015008783.1|DERE
OG0000120	LOC120772192|XP_039956592.1|BTRY	LOC6546603|XP_001976042.1|DERE
OG0000120	LOC120775789|XP_039962063.1|BTRY	LOC6545155|XP_001971017.1|DERE
OG0000121	LOC120780196|XP_039968399.1|BTRY, LOC120780541|XP_039968740.1|BTRY, LOC120777121|XP_039964203.1|BTRY	LOC6549747|XP_001977350.1|DERE
OG0000122	LOC120768461|XP_039951097.1|BTRY	LOC6541936|XP_001968351.2|DERE
OG0000122	LOC120771261|XP_039955113.1|BTRY	LOC6551621|XP_001977124.1|DERE
OG0000122	LOC120767410|XP_039949386.1|BTRY	LOC6543179|XP_001969187.2|DERE, LOC6541798|XP_001968644.1|DERE
OG0000123	LOC120779679|XP_039968002.1|BTRY, LOC120779752|XP_039968092.1|BTRY	LOC6548565|XP_001976637.1|DERE, LOC6553667|XP_026839511.1|DERE, LOC6553075|XP_001979096.1|DERE, LOC6553074|XP_001979095.1|DERE, LOC6553076|XP_001979097.1|DERE
OG0000125	LOC120779426|XP_039967569.1|BTRY	LOC6554806|XP_015009019.2|DERE
OG0000125	LOC120770437|XP_039953842.1|BTRY	LOC6553712|XP_001980356.1|DERE
OG0000126	LOC120774136|XP_039959456.1|BTRY	LOC6543059|XP_001968919.2|DERE
OG0000127	LOC120779597|XP_039967879.1|BTRY	LOC6553214|XP_001979216.1|DERE, LOC6553215|XP_001979217.1|DERE, LOC6553213|XP_001979215.1|DERE
OG0000127	LOC120779739|XP_039968050.1|BTRY	LOC6553212|XP_001979214.2|DERE
OG0000128	LOC120772126|XP_039956474.1|BTRY, LOC120771684|XP_039955749.1|BTRY, LOC120770982|XP_039954658.1|BTRY, LOC120770983|XP_039954659.1|BTRY, LOC120770984|XP_039954660.1|BTRY	LOC6547674|XP_026836856.1|DERE
OG0000129	LOC120775214|XP_039961211.1|BTRY	LOC6551485|XP_001978469.1|DERE
OG0000129	LOC120767577|XP_039949656.1|BTRY	LOC6544586|XP_001972385.1|DERE, LOC26527022|XP_015015590.1|DERE, LOC6551486|XP_001978470.2|DERE
OG0000130	LOC120777985|XP_039965558.1|BTRY	LOC6545208|XP_001972099.1|DERE, LOC6544918|XP_026833930.1|DERE
OG0000131	LOC120782179|XP_039970256.1|BTRY	LOC6553736|XP_026832080.1|DERE
OG0000132	LOC120767643|XP_039949749.1|BTRY, LOC120767644|XP_039949750.1|BTRY	LOC6541175|XP_001969759.3|DERE, LOC6541657|XP_001969760.1|DERE
OG0000132	LOC120768834|XP_039951523.1|BTRY	LOC6551904|XP_001979665.1|DERE
OG0000134	LOC120774903|XP_039960709.1|BTRY	LOC6552776|XP_001979961.1|DERE
OG0000134	LOC120768520|XP_039951184.1|BTRY	LOC6551363|XP_001978376.3|DERE, LOC6543339|XP_001968275.1|DERE, LOC6542600|XP_001969921.1|DERE
OG0000136	LOC120780542|XP_039968737.1|BTRY, LOC120780833|XP_039969010.1|BTRY	LOC6544066|XP_001973695.2|DERE
OG0000137	LOC120767078|XP_039948875.1|BTRY	LOC6552702|XP_001979021.1|DERE
OG0000137	LOC120776444|XP_039963035.1|BTRY	LOC6544719|XP_001971526.1|DERE
OG0000141	LOC120778104|XP_039965740.1|BTRY, LOC120778105|XP_039965741.1|BTRY, LOC120778041|XP_039965650.1|BTRY	LOC6545776|XP_001971643.2|DERE
OG0000142	LOC120777727|XP_039965152.1|BTRY	LOC6554784|XP_001981981.3|DERE
OG0000142	LOC120774337|XP_039959830.1|BTRY	LOC6550529|XP_026837492.1|DERE
OG0000143	LOC120776475|XP_039963084.1|BTRY	LOC6546315|XP_001972823.1|DERE
OG0000144	LOC120769364|XP_039952263.1|BTRY	LOC6552889|XP_001979989.2|DERE
OG0000144	LOC120773797|XP_039958834.1|BTRY	LOC6550597|XP_001978174.1|DERE
OG0000144	LOC120768115|XP_039950597.1|BTRY	LOC26525957|XP_026838622.1|DERE
OG0000145	LOC120774460|XP_039960049.1|BTRY	LOC6551708|XP_001977287.1|DERE
OG0000145	LOC120767331|XP_039949208.1|BTRY	LOC6547581|XP_001976219.1|DERE
OG0000145	LOC120767332|XP_039949209.1|BTRY	LOC6547583|XP_001976221.2|DERE
OG0000147	LOC120769426|XP_039952342.1|BTRY	LOC6542355|XP_001969708.2|DERE
OG0000147	LOC120771570|XP_039955573.1|BTRY	LOC6553244|XP_001979064.2|DERE
OG0000147	LOC120771587|XP_039955596.1|BTRY	LOC6553243|XP_001979063.1|DERE
OG0000148	LOC120767846|XP_039950077.1|BTRY	LOC6541587|XP_001968573.1|DERE
OG0000149	LOC120774421|XP_039959984.1|BTRY	LOC6543066|XP_001970166.1|DERE
OG0000149	LOC120774650|XP_039960308.1|BTRY	LOC6550329|XP_001977887.1|DERE
OG0000150	LOC120767670|XP_039949776.1|BTRY	LOC6542719|XP_001968321.1|DERE, LOC6542102|XP_001968319.1|DERE, LOC6541669|XP_001968322.1|DERE, LOC6541161|XP_001968323.1|DERE, LOC6541440|XP_001968324.1|DERE
OG0000151	LOC120776428|XP_039963015.1|BTRY	LOC6545794|XP_001973444.1|DERE
OG0000151	LOC120776430|XP_039963017.1|BTRY	LOC6545750|XP_001973448.2|DERE
OG0000151	LOC120776426|XP_039963012.1|BTRY	LOC6544375|XP_015013186.1|DERE
OG0000152	LOC120780845|XP_039969021.1|BTRY	LOC6555092|XP_001981403.1|DERE, LOC6555310|XP_001982083.2|DERE, LOC6555091|XP_026835783.1|DERE, LOC6555090|XP_001981401.1|DERE, LOC6555089|XP_001981400.1|DERE
OG0000153	LOC120778419|XP_039966138.1|BTRY, LOC120779362|XP_039967493.1|BTRY	LOC6552563|XP_001979901.1|DERE
OG0000153	LOC120766754|XP_039948361.1|BTRY	LOC6552560|XP_001979898.1|DERE, LOC6552561|XP_001979899.1|DERE
OG0000154	LOC120781967|XP_039970078.1|BTRY	LOC6554893|XP_001982204.1|DERE, LOC6554767|XP_001982203.1|DERE
OG0000154	LOC120769548|XP_039952531.1|BTRY, LOC120769219|XP_039952049.1|BTRY	LOC26526154|XP_015014231.1|DERE
OG0000155	LOC120778597|XP_039966404.1|BTRY, LOC120778577|XP_039966374.1|BTRY, LOC120776977|XP_039964008.1|BTRY	LOC6544072|XP_026832725.1|DERE, LOC6544096|XP_026833302.1|DERE, LOC6544095|XP_001971436.1|DERE
OG0000157	LOC120771441|XP_039955380.1|BTRY, LOC120772567|XP_039957188.1|BTRY	LOC6541492|XP_001970424.1|DERE, LOC6541003|XP_001970426.1|DERE, LOC6541745|XP_001970423.1|DERE
OG0000158	LOC120778802|XP_039966738.1|BTRY, LOC120778186|XP_039965856.1|BTRY	LOC6544710|XP_001971486.1|DERE, LOC6544709|XP_001971485.1|DERE
OG0000159	LOC120777699|XP_039965108.1|BTRY	LOC6544265|XP_026832803.1|DERE
OG0000159	LOC120777576|XP_039964918.1|BTRY	LOC6546356|XP_001972888.2|DERE
OG0000159	LOC120776720|XP_039963559.1|BTRY	LOC6544310|XP_026833410.1|DERE
OG0000160	LOC120766240|XP_039947556.1|BTRY, LOC120766239|XP_039947555.1|BTRY	LOC6552942|XP_001981019.1|DERE, LOC6552943|XP_001981020.1|DERE
OG0000161	LOC120776653|XP_039963438.1|BTRY	LOC6545063|XP_001971041.2|DERE
OG0000161	LOC120776673|XP_039963480.1|BTRY	LOC6551234|XP_001978346.3|DERE
OG0000162	LOC120770752|XP_039954273.1|BTRY	LOC6545016|XP_001972606.2|DERE, LOC6546535|XP_001971269.1|DERE, LOC6548593|XP_001973957.3|DERE
OG0000162	LOC120767364|XP_039949270.1|BTRY	LOC6540758|XP_015015116.1|DERE, LOC113563685|XP_015015117.1|DERE
OG0000163	LOC120779181|XP_039967359.1|BTRY, LOC120779180|XP_039967358.1|BTRY	LOC6546347|XP_001970966.1|DERE
OG0000163	LOC120768111|XP_039950592.1|BTRY	LOC6542489|XP_001968232.1|DERE, LOC6551184|XP_001978367.1|DERE
OG0000164	LOC120770077|XP_039953153.1|BTRY, LOC120772817|XP_039957542.1|BTRY	LOC6549422|XP_001975702.1|DERE
OG0000165	LOC120774127|XP_039959433.1|BTRY	LOC6549661|XP_001978710.1|DERE
OG0000166	LOC120767345|XP_039949237.1|BTRY	LOC6547742|XP_001974996.1|DERE
OG0000167	LOC120777096|XP_039964164.1|BTRY, LOC120777607|XP_039964990.1|BTRY	LOC6545520|XP_001971597.2|DERE, LOC6544779|XP_001971599.1|DERE
OG0000169	LOC120766587|XP_039948125.1|BTRY	LOC6554354|XP_001982052.1|DERE
OG0000169	LOC120769318|XP_039952204.1|BTRY	LOC6545616|XP_001972150.2|DERE, LOC6553714|XP_001980358.1|DERE
OG0000170	LOC120767715|XP_039949846.1|BTRY	LOC6549146|XP_001974399.2|DERE, LOC6549145|XP_001974398.1|DERE
OG0000170	LOC120769504|XP_039952470.1|BTRY	LOC6549429|XP_026836425.1|DERE
OG0000171	LOC120767977|XP_039950322.1|BTRY	LOC6543431|XP_026834333.1|DERE
OG0000171	LOC120768796|XP_039951486.1|BTRY	LOC6542123|XP_001969351.2|DERE
OG0000171	LOC120773413|XP_039958216.1|BTRY	LOC6550361|XP_001977767.2|DERE
OG0000172	LOC120776604|XP_039963324.1|BTRY	LOC6543644|XP_026832503.1|DERE
OG0000173	LOC120772884|XP_039957670.1|BTRY	LOC6549317|XP_001974488.1|DERE
OG0000173	LOC120771542|XP_039955532.1|BTRY, LOC120771540|XP_039955529.1|BTRY	LOC6549319|XP_001974490.1|DERE
OG0000174	LOC120777895|XP_039965400.1|BTRY, LOC120771256|XP_039955107.1|BTRY	LOC6543205|XP_001970653.1|DERE
OG0000174	LOC120770120|XP_039953233.1|BTRY	LOC6541195|XP_026834803.1|DERE, LOC6546634|XP_001975850.1|DERE
OG0000175	LOC120766532|XP_039948037.1|BTRY	LOC6553921|XP_001980568.1|DERE
OG0000175	LOC120776096|XP_039962518.1|BTRY	LOC6554498|XP_001981732.3|DERE
