Orthogroup	BTRY.longest_only	DVIR.longest_only
OG0000045	LOC120778581|XP_039966382.1|BTRY	LOC6622199|XP_002046894.1|DVIR
OG0000045	LOC120778222|XP_039965914.1|BTRY	LOC6624099|XP_002046893.1|DVIR
OG0000045	LOC120777964|XP_039965517.1|BTRY	LOC6623107|XP_002046892.1|DVIR
OG0000047	LOC120775795|XP_039962073.1|BTRY	LOC6624851|XP_002050852.1|DVIR, LOC6624848|XP_002050849.2|DVIR, LOC6626318|XP_002049525.1|DVIR, LOC6623898|XP_015031386.1|DVIR, LOC6624041|XP_002047846.1|DVIR, LOC6626924|XP_002049538.1|DVIR
OG0000048	LOC120778037|XP_039965645.1|BTRY, LOC120778038|XP_039965646.1|BTRY	LOC6623128|XP_002046219.1|DVIR
OG0000048	LOC120778039|XP_039965648.1|BTRY, LOC120777177|XP_039964270.1|BTRY, LOC120778034|XP_039965642.1|BTRY, LOC120778035|XP_039965643.1|BTRY, LOC120778036|XP_039965644.1|BTRY, LOC120777178|XP_039964271.1|BTRY	LOC6623818|XP_002046218.1|DVIR
OG0000048	LOC120770488|XP_039953937.1|BTRY, LOC120782877|XP_039971357.1|BTRY, LOC120777798|XP_039965264.1|BTRY, LOC120778212|XP_039965903.1|BTRY, LOC120777799|XP_039965266.1|BTRY, LOC120778322|XP_039966052.1|BTRY, LOC120778227|XP_039965918.1|BTRY, LOC120778460|XP_039966194.1|BTRY	LOC6623801|XP_002046214.1|DVIR, LOC6623780|XP_002046212.1|DVIR
OG0000048	LOC120770486|XP_039953934.1|BTRY	LOC6623749|XP_002046215.1|DVIR
OG0000049	LOC120782870|XP_039971347.1|BTRY	LOC6632699|XP_002056032.2|DVIR
OG0000049	LOC120782209|XP_039970301.1|BTRY	LOC6632702|XP_002056035.3|DVIR
OG0000049	LOC120781673|XP_039969832.1|BTRY	LOC6632698|XP_002056031.1|DVIR
OG0000049	LOC120782186|XP_039970263.1|BTRY, LOC120782627|XP_039970929.1|BTRY	LOC116650324|XP_032289598.1|DVIR
OG0000049	LOC120772847|XP_039957638.1|BTRY	LOC6632703|XP_002056036.2|DVIR
OG0000050	LOC120776369|XP_039962882.1|BTRY	LOC116651245|XP_032293110.1|DVIR
OG0000050	LOC120778411|XP_039966128.1|BTRY	LOC116650744|XP_032291206.1|DVIR, LOC6622355|XP_002047925.1|DVIR, LOC6622345|XP_002047924.2|DVIR, LOC6622312|XP_002047926.2|DVIR, LOC6622403|XP_002047934.2|DVIR
OG0000051	LOC120776450|XP_039963045.1|BTRY	LOC6633160|XP_002056609.1|DVIR
OG0000051	LOC120782523|XP_039970766.1|BTRY, LOC120766330|XP_039947687.1|BTRY	LOC6632364|XP_002056725.1|DVIR, LOC6630427|XP_002053739.1|DVIR
OG0000052	LOC120771792|XP_039955923.1|BTRY, LOC120772636|XP_039957293.1|BTRY, LOC120772635|XP_039957292.1|BTRY, LOC120772637|XP_039957294.1|BTRY	LOC6633117|XP_002056591.1|DVIR, LOC6633119|XP_002056593.1|DVIR, LOC6633120|XP_032289606.1|DVIR, LOC6633118|XP_002056592.2|DVIR, LOC6626909|XP_002050284.2|DVIR, LOC6626910|XP_002050285.2|DVIR, LOC6626911|XP_002050286.2|DVIR
OG0000053	LOC120770153|XP_039953281.1|BTRY	LOC6625282|XP_002049664.3|DVIR, LOC6624847|XP_002049663.1|DVIR
OG0000053	LOC120770564|XP_039954076.1|BTRY	LOC6624846|XP_002049662.1|DVIR
OG0000053	LOC120770562|XP_039954075.1|BTRY	LOC6624845|XP_002049661.1|DVIR
OG0000053	LOC120771115|XP_039954899.1|BTRY, LOC120772335|XP_039956813.1|BTRY, LOC120771116|XP_039954900.1|BTRY	LOC6624806|XP_002049656.1|DVIR
OG0000054	LOC120766688|XP_039948268.1|BTRY, LOC120773479|XP_039958337.1|BTRY	LOC6633223|XP_002056282.1|DVIR
OG0000054	LOC120766314|XP_039947666.1|BTRY, LOC120771817|XP_039955972.1|BTRY, LOC120766166|XP_039947447.1|BTRY	LOC6629800|XP_002053376.1|DVIR, LOC6633224|XP_002056283.1|DVIR, LOC116650298|XP_032289550.1|DVIR
OG0000056	LOC120773463|XP_039958298.1|BTRY, LOC120773462|XP_039958296.1|BTRY, LOC120773461|XP_039958295.1|BTRY	LOC6630825|XP_002054732.1|DVIR, LOC6630824|XP_002054731.1|DVIR, LOC26531774|XP_032295287.1|DVIR, LOC6630956|XP_002054733.1|DVIR
OG0000056	LOC120775660|XP_039961862.1|BTRY	LOC6627508|XP_002052791.1|DVIR
OG0000058	LOC120778110|XP_039965747.1|BTRY, LOC120778815|XP_039966755.1|BTRY, LOC120777383|XP_039964608.1|BTRY	LOC6628288|XP_002051345.2|DVIR, LOC6628289|XP_032293797.1|DVIR, LOC6637243|XP_002060538.2|DVIR, LOC6628292|XP_002051349.1|DVIR, LOC6628291|XP_002051348.1|DVIR, LOC6628290|XP_002051347.1|DVIR, LOC6633609|XP_002056917.1|DVIR
OG0000059	LOC120780097|XP_039968312.1|BTRY, LOC120780106|XP_039968325.1|BTRY, LOC120775512|XP_039961658.1|BTRY, LOC120778400|XP_039966151.1|BTRY, LOC120781731|XP_039969904.1|BTRY, LOC120782205|XP_039970291.1|BTRY, LOC120766699|XP_039948281.1|BTRY, LOC120782168|XP_039970239.1|BTRY, LOC120775546|XP_039961709.1|BTRY	LOC6635045|XP_002058688.1|DVIR, LOC6635047|XP_002058690.1|DVIR, LOC6635046|XP_032295222.1|DVIR, LOC6635049|XP_002058692.2|DVIR, LOC6635050|XP_002058693.1|DVIR, LOC6634861|XP_002058696.1|DVIR
OG0000060	LOC120775432|XP_039961551.1|BTRY	LOC6634792|XP_002058128.1|DVIR, LOC6634791|XP_002058127.1|DVIR
OG0000060	LOC120768177|XP_039950680.1|BTRY	LOC6632878|XP_032289764.1|DVIR
OG0000061	LOC120768964|XP_039951692.1|BTRY	LOC6628610|XP_002052171.1|DVIR
OG0000061	LOC120768474|XP_039951115.1|BTRY, LOC120768583|XP_039951274.1|BTRY	LOC6628612|XP_002052173.2|DVIR, LOC6628611|XP_002052172.1|DVIR
OG0000062	LOC120769500|XP_039952465.1|BTRY, LOC120766206|XP_039947509.1|BTRY, LOC120779328|XP_039967463.1|BTRY, LOC120775291|XP_039961384.1|BTRY, LOC120771826|XP_039955989.1|BTRY, LOC120769103|XP_039951898.1|BTRY, LOC120767422|XP_039949399.1|BTRY, LOC120767417|XP_039949393.1|BTRY, LOC120767416|XP_039949392.1|BTRY, LOC120767418|XP_039949395.1|BTRY, LOC120767419|XP_039949396.1|BTRY, LOC120767415|XP_039949390.1|BTRY, LOC120767420|XP_039949397.1|BTRY, LOC120767414|XP_039949389.1|BTRY, LOC120767411|XP_039949387.1|BTRY, LOC120776617|XP_039963346.1|BTRY	LOC6630621|XP_002053750.1|DVIR, LOC6632062|XP_002055617.1|DVIR, LOC6634206|XP_002057799.2|DVIR
OG0000063	LOC120774802|XP_039960529.1|BTRY, LOC120775030|XP_039960920.1|BTRY, LOC120776056|XP_039962449.1|BTRY	LOC6631225|XP_002053143.1|DVIR, LOC6631224|XP_002053142.2|DVIR
OG0000063	LOC120782455|XP_039970679.1|BTRY, LOC120777941|XP_039965477.1|BTRY	LOC6623822|XP_002047823.1|DVIR, LOC26531302|XP_015031723.1|DVIR, LOC6623725|XP_002047822.1|DVIR, LOC6623782|XP_015030590.1|DVIR
OG0000065	LOC120779665|XP_039967959.1|BTRY, LOC120779680|XP_039967975.1|BTRY, LOC120782495|XP_039970733.1|BTRY	LOC6629926|XP_002054327.2|DVIR, LOC26531282|XP_032295178.1|DVIR, LOC6629266|XP_002054683.1|DVIR, LOC6629265|XP_002054682.2|DVIR, LOC6630377|XP_002054352.2|DVIR, LOC6625225|XP_002050105.1|DVIR, LOC6624840|XP_032293153.1|DVIR, LOC6624839|XP_002049183.2|DVIR
OG0000066	LOC120773490|XP_039958365.1|BTRY	LOC6622764|XP_032291360.1|DVIR, LOC6633501|XP_002056825.1|DVIR, LOC6629133|XP_002051575.1|DVIR, LOC6632483|XP_002056296.1|DVIR, LOC6631952|XP_002055404.1|DVIR, LOC6636077|XP_002059608.1|DVIR
OG0000067	LOC120778614|XP_039966425.1|BTRY	LOC6623824|XP_002047391.1|DVIR
OG0000067	LOC120772621|XP_039957270.1|BTRY	LOC116650975|XP_032292230.1|DVIR, LOC6636461|XP_002059820.1|DVIR
OG0000067	LOC120778613|XP_039966424.1|BTRY	LOC6623938|XP_002047390.1|DVIR
OG0000068	LOC120776119|XP_039962576.1|BTRY	LOC6631686|XP_032295536.1|DVIR
OG0000069	LOC120769525|XP_039952497.1|BTRY	LOC6627146|XP_002048958.2|DVIR
OG0000070	LOC120775533|XP_039961688.1|BTRY, LOC120776028|XP_039962406.1|BTRY, LOC120774314|XP_039959783.1|BTRY, LOC120774316|XP_039959788.1|BTRY, LOC120774315|XP_039959784.1|BTRY	LOC6628714|XP_002051332.1|DVIR
OG0000070	LOC120775922|XP_039962258.1|BTRY	LOC6631435|XP_002054957.2|DVIR
OG0000070	LOC120774551|XP_039960215.1|BTRY	LOC6628614|XP_002051334.1|DVIR, LOC6628613|XP_002051333.1|DVIR
OG0000071	LOC120778566|XP_039966364.1|BTRY, LOC120778407|XP_039966125.1|BTRY	LOC6622067|XP_002047717.2|DVIR, LOC6622389|XP_032290781.1|DVIR, LOC116650646|XP_032290782.1|DVIR
OG0000072	LOC120771304|XP_039955172.1|BTRY	LOC6635857|XP_002059479.1|DVIR
OG0000072	LOC120772988|XP_039957836.1|BTRY	LOC6627108|XP_002050848.2|DVIR
OG0000072	LOC120771756|XP_039955872.1|BTRY	LOC6627106|XP_002050846.1|DVIR
OG0000073	LOC120770531|XP_039954016.1|BTRY	LOC6625785|XP_002049583.1|DVIR
OG0000073	LOC120773570|XP_039958474.1|BTRY	LOC6634684|XP_032289237.1|DVIR
OG0000073	LOC120766419|XP_039947816.1|BTRY	LOC6635019|XP_015024910.1|DVIR
OG0000074	LOC120778910|XP_039966891.1|BTRY	LOC116650728|XP_032291099.1|DVIR, LOC6624120|XP_002046531.3|DVIR
OG0000074	LOC120776970|XP_039963997.1|BTRY	LOC6623893|XP_002046826.2|DVIR
OG0000075	LOC120776593|XP_039963300.1|BTRY	LOC6623521|XP_002048202.1|DVIR
OG0000075	LOC120776389|XP_039962933.1|BTRY, LOC120778794|XP_039966728.1|BTRY, LOC120778726|XP_039966624.1|BTRY, LOC120778602|XP_039966409.1|BTRY, LOC120778440|XP_039966162.1|BTRY	LOC6622654|XP_002048201.1|DVIR
OG0000075	LOC120776388|XP_039962932.1|BTRY	LOC6622714|XP_002048203.1|DVIR, LOC6622627|XP_002048199.1|DVIR
OG0000076	LOC120778972|XP_039966981.1|BTRY	LOC6636598|XP_015023834.1|DVIR
OG0000076	LOC120773465|XP_039958303.1|BTRY, LOC120773464|XP_039958300.1|BTRY	LOC6633207|XP_015026204.1|DVIR, LOC6633206|XP_032289829.1|DVIR
OG0000076	LOC120773985|XP_039959178.1|BTRY	LOC6632148|XP_002055757.3|DVIR
OG0000077	LOC120770520|XP_039953996.1|BTRY	LOC6627101|XP_002049944.1|DVIR
OG0000077	LOC120766987|XP_039948728.1|BTRY	LOC6629945|XP_002053003.1|DVIR
OG0000077	LOC120771294|XP_039955159.1|BTRY	LOC6624992|XP_002049450.1|DVIR
OG0000077	LOC120767550|XP_039949648.1|BTRY	LOC6631157|XP_002054511.2|DVIR
OG0000078	LOC120776000|XP_039962366.1|BTRY, LOC120775042|XP_039960952.1|BTRY	LOC6625190|XP_002049123.3|DVIR, LOC26531397|XP_015030323.1|DVIR, LOC6625191|XP_002049124.2|DVIR, LOC6622767|XP_002048006.1|DVIR, LOC6632525|XP_002056424.2|DVIR, LOC6632017|XP_002055232.3|DVIR, LOC6631517|XP_002055314.1|DVIR
OG0000079	LOC120769799|XP_039952920.1|BTRY	LOC26531450|XP_015028936.1|DVIR, LOC116651562|XP_032294074.1|DVIR, LOC26531196|XP_015028898.1|DVIR, LOC6628024|XP_002052524.2|DVIR, LOC6628022|XP_002052522.2|DVIR
OG0000080	LOC120770830|XP_039954353.1|BTRY, LOC120772997|XP_039957842.1|BTRY, LOC120772996|XP_039957841.1|BTRY	LOC6635875|XP_002059348.1|DVIR
OG0000080	LOC120772075|XP_039956403.1|BTRY, LOC120772172|XP_039956551.1|BTRY	LOC6625499|XP_002049016.1|DVIR
OG0000081	LOC120778160|XP_039965820.1|BTRY	LOC6622786|XP_002047047.2|DVIR
OG0000082	LOC120782787|XP_039971189.1|BTRY	LOC6624944|XP_002050224.1|DVIR, LOC6631012|XP_032295246.1|DVIR
OG0000082	LOC120766890|XP_039948574.1|BTRY, LOC120766889|XP_039948573.1|BTRY	LOC6634864|XP_002058699.1|DVIR
OG0000083	LOC120768958|XP_039951686.1|BTRY	LOC6624533|XP_002047646.1|DVIR
OG0000083	LOC120767865|XP_039950113.1|BTRY	LOC6627816|XP_002051141.2|DVIR
OG0000084	LOC120781256|XP_039969343.1|BTRY	LOC6625031|XP_002050290.1|DVIR
OG0000084	LOC120770047|XP_039953099.1|BTRY, LOC120768058|XP_039950510.1|BTRY, LOC120771201|XP_039955035.1|BTRY	LOC6627277|XP_002050654.1|DVIR
OG0000085	LOC120770283|XP_039953552.1|BTRY	LOC6625945|XP_015029990.1|DVIR
OG0000087	LOC120768924|XP_039951637.1|BTRY	LOC6627342|XP_002052453.1|DVIR
OG0000087	LOC120769645|XP_039952684.1|BTRY, LOC120769435|XP_039952350.1|BTRY	LOC6633896|XP_002057589.1|DVIR
OG0000087	LOC120769086|XP_039951880.1|BTRY	LOC6634233|XP_032293774.1|DVIR
OG0000088	LOC120773069|XP_039957940.1|BTRY	LOC6624854|XP_002049202.1|DVIR
OG0000089	LOC120766628|XP_039948178.1|BTRY	LOC6630704|XP_002054644.1|DVIR
OG0000089	LOC120778537|XP_039966313.1|BTRY	LOC6623346|XP_002047269.1|DVIR
OG0000090	LOC120771351|XP_039955235.1|BTRY	LOC6625113|XP_002049287.1|DVIR
OG0000090	LOC120771989|XP_039956278.1|BTRY	LOC6625413|XP_002049290.1|DVIR
OG0000090	LOC120772488|XP_039957068.1|BTRY, LOC120771988|XP_039956277.1|BTRY	LOC6622878|XP_002046497.1|DVIR
OG0000090	LOC120771986|XP_039956274.1|BTRY, LOC120771987|XP_039956276.1|BTRY	LOC6623278|XP_002048567.1|DVIR
OG0000091	LOC120780252|XP_039968448.1|BTRY	LOC6630750|XP_032294848.1|DVIR
OG0000091	LOC120769362|XP_039952257.1|BTRY	LOC6627714|XP_002051636.1|DVIR
OG0000091	LOC120773577|XP_039958502.1|BTRY	LOC6632846|XP_002056244.1|DVIR
OG0000091	LOC120777245|XP_039964375.1|BTRY, LOC120766362|XP_039947726.1|BTRY	LOC6632847|XP_002056245.1|DVIR
OG0000092	LOC120782357|XP_039970530.1|BTRY	LOC6630632|XP_002053630.3|DVIR
OG0000092	LOC120782888|XP_039971370.1|BTRY	LOC6630635|XP_002053633.1|DVIR
OG0000092	LOC120782541|XP_039970806.1|BTRY	LOC6630634|XP_002053632.1|DVIR
OG0000093	LOC120768178|XP_039950676.1|BTRY	LOC6627672|XP_002051948.1|DVIR
OG0000093	LOC120774454|XP_039960036.1|BTRY	LOC6627066|XP_002050185.1|DVIR, LOC6631541|XP_002055065.2|DVIR
OG0000094	LOC120781795|XP_039969955.1|BTRY, LOC120781757|XP_039969927.1|BTRY, LOC120781762|XP_039969932.1|BTRY, LOC120781776|XP_039969940.1|BTRY	LOC116651603|XP_032294227.1|DVIR, LOC6628121|XP_032296013.1|DVIR
OG0000096	LOC120768952|XP_039951675.1|BTRY	LOC6633088|XP_002056271.1|DVIR, LOC6633047|XP_002056270.1|DVIR, LOC6633089|XP_002056272.1|DVIR
OG0000096	LOC120768465|XP_039951102.1|BTRY, LOC120768467|XP_039951105.1|BTRY, LOC120768466|XP_039951104.1|BTRY, LOC120768468|XP_039951106.1|BTRY, LOC120767637|XP_039949738.1|BTRY, LOC120767636|XP_039949737.1|BTRY, LOC120769373|XP_039952272.1|BTRY, LOC120768601|XP_039951297.1|BTRY, LOC120769075|XP_039951869.1|BTRY, LOC120769214|XP_039952041.1|BTRY, LOC120769063|XP_039951852.1|BTRY, LOC120769257|XP_039952092.1|BTRY, LOC120768464|XP_039951101.1|BTRY, LOC120768463|XP_039951100.1|BTRY	LOC6628330|XP_002051202.1|DVIR
OG0000099	LOC120777511|XP_039964811.1|BTRY	LOC6626032|XP_002049608.1|DVIR
OG0000099	LOC120773643|XP_039958585.1|BTRY	LOC6633367|XP_032296645.1|DVIR
OG0000099	LOC120773645|XP_039958586.1|BTRY, LOC120773585|XP_039958507.1|BTRY	LOC6633490|XP_015025434.1|DVIR
OG0000101	LOC120776875|XP_039963867.1|BTRY	LOC6622530|XP_015030654.1|DVIR
OG0000101	LOC120776632|XP_039963382.1|BTRY	LOC26531878|XP_032290505.1|DVIR, LOC116650581|XP_032290504.1|DVIR, LOC6622479|XP_015030655.1|DVIR
OG0000101	LOC120776631|XP_039963381.1|BTRY	LOC6622519|XP_015030651.1|DVIR
OG0000102	LOC120770301|XP_039953601.1|BTRY, LOC120770302|XP_039953602.1|BTRY	LOC6626051|XP_002050456.1|DVIR
OG0000102	LOC120768179|XP_039950679.1|BTRY, LOC120768056|XP_039950507.1|BTRY, LOC120771676|XP_039955732.1|BTRY, LOC120777852|XP_039965328.1|BTRY	LOC6627172|XP_002048695.1|DVIR
OG0000103	LOC120777733|XP_039965157.1|BTRY, LOC120776555|XP_039963241.1|BTRY	LOC6623591|XP_002046807.1|DVIR, LOC6623698|XP_002046808.1|DVIR, LOC6623703|XP_002046809.1|DVIR
OG0000103	LOC120771914|XP_039956135.1|BTRY, LOC120772128|XP_039956478.1|BTRY	LOC6636437|XP_032291286.1|DVIR, LOC116649737|XP_032291663.1|DVIR
OG0000104	LOC120778142|XP_039965799.1|BTRY, LOC120778141|XP_039965798.1|BTRY	LOC6623499|XP_002046233.3|DVIR
OG0000104	LOC120766497|XP_039947982.1|BTRY, LOC120766343|XP_039947703.1|BTRY, LOC120778118|XP_039965756.1|BTRY	LOC6634072|XP_002057874.1|DVIR
OG0000104	LOC120778612|XP_039966423.1|BTRY, LOC120778866|XP_039966836.1|BTRY, LOC120779052|XP_039967120.1|BTRY, LOC120778973|XP_039966995.1|BTRY	LOC6623916|XP_002046238.1|DVIR
OG0000105	LOC120782639|XP_039970941.1|BTRY, LOC120767012|XP_039948769.1|BTRY	LOC6631244|XP_002053645.1|DVIR
OG0000105	LOC120782189|XP_039970265.1|BTRY	LOC6631241|XP_032293557.1|DVIR
OG0000107	LOC120770816|XP_039954328.1|BTRY	LOC6626882|XP_002049719.3|DVIR, LOC6624939|XP_002049038.3|DVIR, LOC6624938|XP_032293158.1|DVIR, LOC26530451|XP_015030202.1|DVIR
OG0000109	LOC120768593|XP_039951288.1|BTRY	LOC6628432|XP_002052040.2|DVIR, LOC6628433|XP_032294226.1|DVIR
OG0000110	LOC120777572|XP_039964910.1|BTRY, LOC120778881|XP_039966858.1|BTRY	LOC6622336|XP_032291383.1|DVIR, LOC6622410|XP_002046655.1|DVIR, LOC6622454|XP_002046656.2|DVIR
OG0000110	LOC120778906|XP_039966885.1|BTRY, LOC120777638|XP_039965025.1|BTRY	LOC6622494|XP_002046657.1|DVIR
OG0000111	LOC120771785|XP_039955913.1|BTRY, LOC120771525|XP_039955516.1|BTRY, LOC120771526|XP_039955517.1|BTRY, LOC120771524|XP_039955515.1|BTRY	LOC6625186|XP_002049119.1|DVIR, LOC6624898|XP_002049116.1|DVIR, LOC6624897|XP_002049115.1|DVIR
OG0000112	LOC120776060|XP_039962460.1|BTRY	LOC6631730|XP_002055577.1|DVIR
OG0000112	LOC120773601|XP_039958533.1|BTRY, LOC120773600|XP_039958532.1|BTRY, LOC120773604|XP_039958538.1|BTRY, LOC120773603|XP_039958537.1|BTRY, LOC120773732|XP_039958723.1|BTRY	LOC6631731|XP_002055578.1|DVIR, LOC6632015|XP_002055230.1|DVIR, LOC6632116|XP_002055254.1|DVIR
OG0000113	LOC120771011|XP_039954717.1|BTRY, LOC120782768|XP_039971165.1|BTRY	LOC26530946|XP_015024980.1|DVIR, LOC6622156|XP_002048476.2|DVIR, LOC6631790|XP_002055369.2|DVIR, LOC6633853|XP_002057376.2|DVIR
OG0000114	LOC120767657|XP_039949763.1|BTRY, LOC120774073|XP_039959325.1|BTRY, LOC120767655|XP_039949762.1|BTRY	LOC6627889|XP_002052295.1|DVIR
OG0000114	LOC120767658|XP_039949764.1|BTRY	LOC6627888|XP_002052294.1|DVIR
OG0000116	LOC120782355|XP_039970525.1|BTRY	LOC6630742|XP_002053203.1|DVIR
OG0000117	LOC120769110|XP_039951906.1|BTRY	LOC6633971|XP_002057479.1|DVIR
OG0000117	LOC120769113|XP_039951909.1|BTRY	LOC6633970|XP_002057478.1|DVIR
OG0000117	LOC120769111|XP_039951907.1|BTRY	LOC6633968|XP_002057476.1|DVIR, LOC6633969|XP_002057477.1|DVIR
OG0000118	LOC120774742|XP_039960431.1|BTRY	LOC6627951|XP_002051424.1|DVIR, LOC6633235|XP_002056774.2|DVIR, LOC6629584|XP_002054876.1|DVIR
OG0000119	LOC120781461|XP_039969618.1|BTRY, LOC120779615|XP_039967898.1|BTRY, LOC120782241|XP_039970343.1|BTRY, LOC120772767|XP_039957513.1|BTRY	LOC6632723|XP_002056046.1|DVIR
OG0000119	LOC120766714|XP_039948293.1|BTRY	LOC6632724|XP_002056047.1|DVIR
OG0000120	LOC120775661|XP_039961863.1|BTRY	LOC6634529|XP_002057958.1|DVIR
OG0000120	LOC120772192|XP_039956592.1|BTRY	LOC6625102|XP_002050121.1|DVIR
OG0000120	LOC120775789|XP_039962063.1|BTRY	LOC6635721|XP_002059158.1|DVIR, LOC6622041|XP_002046464.1|DVIR
OG0000121	LOC120780196|XP_039968399.1|BTRY, LOC120780541|XP_039968740.1|BTRY, LOC120777121|XP_039964203.1|BTRY	LOC6632053|XP_002055250.1|DVIR
OG0000122	LOC120768461|XP_039951097.1|BTRY	LOC6628202|XP_002052211.2|DVIR
OG0000122	LOC120771261|XP_039955113.1|BTRY	LOC6635441|XP_002058981.1|DVIR
OG0000122	LOC120767410|XP_039949386.1|BTRY	LOC116651034|XP_032292531.1|DVIR, LOC6636460|XP_002059819.1|DVIR, LOC6629169|XP_002051908.1|DVIR
OG0000123	LOC120779679|XP_039968002.1|BTRY, LOC120779752|XP_039968092.1|BTRY	LOC6626378|XP_002050355.1|DVIR, LOC6633191|XP_032289496.1|DVIR
OG0000125	LOC120779426|XP_039967569.1|BTRY	LOC6630876|XP_015026944.1|DVIR
OG0000125	LOC120770437|XP_039953842.1|BTRY	LOC6632605|XP_015026066.1|DVIR
OG0000126	LOC120774136|XP_039959456.1|BTRY	LOC6634255|XP_002057641.1|DVIR, LOC6628583|XP_002051517.1|DVIR, LOC6628582|XP_032293597.1|DVIR
OG0000127	LOC120779597|XP_039967879.1|BTRY	LOC6632494|XP_002056447.1|DVIR, LOC6632493|XP_002056446.1|DVIR
OG0000127	LOC120779739|XP_039968050.1|BTRY	LOC6632492|XP_032289615.1|DVIR
OG0000128	LOC120772126|XP_039956474.1|BTRY, LOC120771684|XP_039955749.1|BTRY, LOC120770982|XP_039954658.1|BTRY, LOC120770983|XP_039954659.1|BTRY, LOC120770984|XP_039954660.1|BTRY	LOC6625639|XP_002050309.2|DVIR
OG0000129	LOC120775214|XP_039961211.1|BTRY	LOC6633554|XP_002057251.1|DVIR
OG0000129	LOC120767577|XP_039949656.1|BTRY	LOC6623097|XP_002048662.1|DVIR, LOC6623858|XP_002048663.1|DVIR, LOC6633555|XP_002057252.1|DVIR
OG0000130	LOC120777985|XP_039965558.1|BTRY	LOC6623290|XP_002047305.2|DVIR, LOC6623408|XP_002047299.1|DVIR, LOC6623210|XP_002047302.3|DVIR, LOC6623486|XP_002047301.2|DVIR, LOC6623424|XP_002047300.2|DVIR, LOC6622176|XP_002047304.1|DVIR
OG0000131	LOC120782179|XP_039970256.1|BTRY	LOC6632894|XP_015026057.1|DVIR
OG0000132	LOC120767643|XP_039949749.1|BTRY, LOC120767644|XP_039949750.1|BTRY	LOC6628376|XP_002052628.1|DVIR
OG0000132	LOC120768834|XP_039951523.1|BTRY	LOC6630679|XP_002054612.1|DVIR
OG0000133	LOC120781791|XP_039969949.1|BTRY	LOC116650093|XP_032289325.1|DVIR
OG0000134	LOC120774903|XP_039960709.1|BTRY	LOC6630471|XP_002054107.1|DVIR
OG0000134	LOC120768520|XP_039951184.1|BTRY	LOC6633468|XP_002057059.1|DVIR, LOC6629234|XP_032294008.1|DVIR
OG0000136	LOC120779767|XP_039968081.1|BTRY, LOC120782038|XP_039970128.1|BTRY, LOC120780498|XP_039968706.1|BTRY, LOC120781678|XP_039969833.1|BTRY, LOC120781414|XP_039969560.1|BTRY, LOC120768149|XP_039950644.1|BTRY, LOC120768618|XP_039951318.1|BTRY, LOC120768340|XP_039950927.1|BTRY, LOC120768800|XP_039951490.1|BTRY, LOC120768782|XP_039951475.1|BTRY, LOC120778245|XP_039965939.1|BTRY, LOC120780592|XP_039968785.1|BTRY, LOC120781818|XP_039969972.1|BTRY, LOC120781468|XP_039969628.1|BTRY, LOC120780326|XP_039968551.1|BTRY, LOC120781638|XP_039969802.1|BTRY, LOC120781457|XP_039969607.1|BTRY	LOC6629430|XP_032295424.1|DVIR
OG0000137	LOC120776700|XP_039963518.1|BTRY	LOC6636844|XP_032291502.1|DVIR
OG0000137	LOC120767078|XP_039948875.1|BTRY	LOC6635174|XP_002058578.1|DVIR
OG0000137	LOC120776444|XP_039963035.1|BTRY	LOC6623869|XP_002046853.1|DVIR
OG0000141	LOC120778104|XP_039965740.1|BTRY, LOC120778105|XP_039965741.1|BTRY, LOC120778041|XP_039965650.1|BTRY	LOC6624242|XP_002046959.2|DVIR
OG0000142	LOC120777727|XP_039965152.1|BTRY	LOC6629343|XP_002053320.3|DVIR
OG0000142	LOC120774337|XP_039959830.1|BTRY	LOC6632196|XP_032295221.1|DVIR
OG0000143	LOC120776475|XP_039963084.1|BTRY	LOC116650413|XP_032289924.1|DVIR
OG0000144	LOC120769364|XP_039952263.1|BTRY	LOC6629583|XP_002054875.2|DVIR
OG0000144	LOC120773797|XP_039958834.1|BTRY	LOC26531280|XP_032294839.1|DVIR
OG0000144	LOC120768115|XP_039950597.1|BTRY	LOC6627421|XP_015028685.2|DVIR
OG0000145	LOC120774460|XP_039960049.1|BTRY	LOC6631571|XP_002055558.2|DVIR
OG0000145	LOC120767329|XP_039949207.1|BTRY	LOC6627695|XP_002052255.1|DVIR
OG0000145	LOC120767331|XP_039949208.1|BTRY	LOC6627697|XP_002052257.1|DVIR
OG0000145	LOC120767332|XP_039949209.1|BTRY	LOC6627696|XP_002052256.1|DVIR
OG0000147	LOC120769426|XP_039952342.1|BTRY	LOC6635761|XP_002059227.2|DVIR
OG0000147	LOC120771570|XP_039955573.1|BTRY	LOC6634949|XP_002058537.1|DVIR
OG0000147	LOC120771587|XP_039955596.1|BTRY	LOC6634950|XP_002058538.1|DVIR
OG0000148	LOC120767846|XP_039950077.1|BTRY	LOC6628264|XP_002052544.1|DVIR
OG0000149	LOC120774421|XP_039959984.1|BTRY	LOC6627743|XP_002051297.1|DVIR
OG0000149	LOC120774650|XP_039960308.1|BTRY	LOC6634481|XP_002058158.1|DVIR
OG0000150	LOC120767670|XP_039949776.1|BTRY	LOC6627333|XP_032293973.1|DVIR
OG0000151	LOC120776428|XP_039963015.1|BTRY	LOC6624491|XP_032290429.1|DVIR
OG0000151	LOC120776430|XP_039963017.1|BTRY	LOC6624600|XP_015030529.1|DVIR
