Orthogroup	BTRY.longest_only	DSUZ.longest_only
OG0000039	LOC120775164|XP_039961145.1|BTRY, LOC120775260|XP_039961275.1|BTRY, LOC120775925|XP_039962264.1|BTRY, LOC120774821|XP_039960561.1|BTRY, LOC120774830|XP_039960575.1|BTRY, LOC120774822|XP_039960562.1|BTRY	LOC108006280|XP_016925226.1|DSUZ
OG0000040	LOC120782054|XP_039970140.1|BTRY, LOC120780117|XP_039968332.1|BTRY	LOC118878097|XP_036675322.1|DSUZ, LOC108016198|XP_036675321.1|DSUZ, LOC108006036|XP_036674433.1|DSUZ, LOC108006007|XP_036674432.1|DSUZ, LOC108011397|XP_016932008.2|DSUZ, LOC108011398|XP_036675473.1|DSUZ, LOC108007390|XP_036675323.1|DSUZ, LOC108007385|XP_016926531.2|DSUZ, LOC108007382|XP_016926528.2|DSUZ, LOC108010783|XP_016931200.1|DSUZ
OG0000041	LOC120768580|XP_039951273.1|BTRY, LOC120768566|XP_039951251.1|BTRY, LOC120768557|XP_039951240.1|BTRY, LOC120770588|XP_039954108.1|BTRY, LOC120768406|XP_039951020.1|BTRY, LOC120771594|XP_039955600.1|BTRY, LOC120769143|XP_039951952.1|BTRY, LOC120782690|XP_039971019.1|BTRY, LOC120766331|XP_039947690.1|BTRY, LOC120780438|XP_039968650.1|BTRY, LOC120782600|XP_039970890.1|BTRY, LOC120768545|XP_039951225.1|BTRY	LOC108012086|XP_016932852.2|DSUZ, LOC108007903|XP_036674596.1|DSUZ, LOC108007889|XP_036674680.1|DSUZ, LOC108007905|XP_016927163.2|DSUZ, LOC108007918|XP_016927178.2|DSUZ
OG0000043	LOC120768156|XP_039950653.1|BTRY, LOC120768140|XP_039950635.1|BTRY	LOC108006018|XP_016924950.2|DSUZ, LOC108006051|XP_036674427.1|DSUZ, LOC108006016|XP_036674672.1|DSUZ
OG0000043	LOC120766218|XP_039947526.1|BTRY, LOC120782788|XP_039971191.1|BTRY, LOC120782185|XP_039970262.1|BTRY, LOC120782790|XP_039971196.1|BTRY, LOC120782789|XP_039971192.1|BTRY	LOC118878135|XP_036675630.1|DSUZ, LOC108006062|XP_016924995.2|DSUZ, LOC108010802|XP_016931225.2|DSUZ, LOC108006056|XP_016924989.2|DSUZ
OG0000044	LOC120772588|XP_039957233.1|BTRY	LOC108012094|XP_016932860.2|DSUZ
OG0000044	LOC120777147|XP_039964227.1|BTRY, LOC120772935|XP_039957773.1|BTRY, LOC120772936|XP_039957774.1|BTRY, LOC120772094|XP_039956434.1|BTRY, LOC120772937|XP_039957775.1|BTRY	LOC108007932|XP_036674251.1|DSUZ, LOC108007930|XP_036674252.1|DSUZ, LOC108007915|XP_016927173.2|DSUZ, LOC108007906|XP_016927164.2|DSUZ, LOC108007917|XP_036674250.1|DSUZ
OG0000044	LOC120782367|XP_039970539.1|BTRY	LOC108011721|XP_016932432.2|DSUZ
OG0000045	LOC120777594|XP_039964965.1|BTRY, LOC120778683|XP_039966553.1|BTRY, LOC120778456|XP_039966187.1|BTRY, LOC120777163|XP_039964247.1|BTRY	LOC108004812|XP_036670921.1|DSUZ
OG0000045	LOC120778581|XP_039966382.1|BTRY	LOC108012264|XP_016933053.1|DSUZ, LOC108012265|XP_016933055.1|DSUZ
OG0000045	LOC120778222|XP_039965914.1|BTRY	LOC108005813|XP_016924631.1|DSUZ
OG0000045	LOC120777964|XP_039965517.1|BTRY	LOC108005814|XP_016924632.1|DSUZ
OG0000047	LOC120775795|XP_039962073.1|BTRY	LOC108008533|XP_016927892.1|DSUZ, LOC108008555|XP_016927914.1|DSUZ, LOC108019650|XP_016943022.1|DSUZ, LOC108013633|XP_016935067.1|DSUZ, LOC108019638|XP_016943010.1|DSUZ, LOC108012941|XP_016933968.1|DSUZ
OG0000048	LOC120778037|XP_039965645.1|BTRY, LOC120778038|XP_039965646.1|BTRY	LOC108011323|XP_016931922.2|DSUZ, LOC108011315|XP_016931911.1|DSUZ
OG0000048	LOC120770488|XP_039953937.1|BTRY, LOC120782877|XP_039971357.1|BTRY, LOC120777798|XP_039965264.1|BTRY, LOC120778212|XP_039965903.1|BTRY, LOC120777799|XP_039965266.1|BTRY, LOC120778322|XP_039966052.1|BTRY, LOC120778227|XP_039965918.1|BTRY, LOC120778460|XP_039966194.1|BTRY	LOC108007323|XP_016926460.1|DSUZ, LOC108007321|XP_016926458.2|DSUZ
OG0000048	LOC120770486|XP_039953934.1|BTRY	LOC108019378|XP_016942690.1|DSUZ
OG0000049	LOC120782870|XP_039971347.1|BTRY	LOC108020793|XP_016944660.2|DSUZ
OG0000049	LOC120782209|XP_039970301.1|BTRY	LOC108020795|XP_016944662.2|DSUZ
OG0000049	LOC120781673|XP_039969832.1|BTRY	LOC108019317|XP_016942627.2|DSUZ
OG0000049	LOC120782186|XP_039970263.1|BTRY, LOC120782627|XP_039970929.1|BTRY	LOC118877929|XP_036674430.1|DSUZ, LOC108019319|XP_016942628.2|DSUZ
OG0000049	LOC120772847|XP_039957638.1|BTRY	LOC108020803|XP_016944672.2|DSUZ
OG0000050	LOC120776369|XP_039962882.1|BTRY	LOC108009777|XP_016929902.1|DSUZ
OG0000050	LOC120778411|XP_039966128.1|BTRY	LOC118878833|XP_036677754.1|DSUZ, LOC108007679|XP_036672301.1|DSUZ, LOC108007666|XP_016926877.2|DSUZ, LOC118878835|XP_036677757.1|DSUZ, LOC108007675|XP_016926887.1|DSUZ, LOC118878829|XP_036677750.1|DSUZ, LOC108007678|XP_016926890.1|DSUZ, LOC118878832|XP_036677753.1|DSUZ, LOC108007676|XP_016926888.1|DSUZ, LOC118878830|XP_036677751.1|DSUZ, LOC118878828|XP_036677749.1|DSUZ, LOC108007665|XP_016926876.1|DSUZ, LOC108007667|XP_016926878.2|DSUZ, LOC118878834|XP_036677756.1|DSUZ, LOC108007677|XP_016926889.1|DSUZ, LOC118878831|XP_036677752.1|DSUZ
OG0000051	LOC120776450|XP_039963045.1|BTRY	LOC108007968|XP_016927228.1|DSUZ
OG0000051	LOC120782523|XP_039970766.1|BTRY, LOC120766330|XP_039947687.1|BTRY	LOC108008061|XP_016927332.1|DSUZ
OG0000051	LOC120774683|XP_039960350.1|BTRY, LOC120766819|XP_039948463.1|BTRY, LOC120766441|XP_039947883.1|BTRY	LOC108019243|XP_016942528.2|DSUZ, LOC108010880|XP_036675361.1|DSUZ, LOC118877892|XP_036674208.1|DSUZ, LOC108017397|XP_036673834.1|DSUZ, LOC108019259|XP_016942548.2|DSUZ
OG0000052	LOC120771792|XP_039955923.1|BTRY, LOC120772636|XP_039957293.1|BTRY, LOC120772635|XP_039957292.1|BTRY, LOC120772637|XP_039957294.1|BTRY	LOC108016209|XP_016938326.2|DSUZ, LOC108017445|XP_036674526.1|DSUZ, LOC108016205|XP_016938321.2|DSUZ, LOC108016212|XP_016938330.1|DSUZ, LOC108016207|XP_016938323.1|DSUZ, LOC108018024|XP_016940878.1|DSUZ, LOC108018025|XP_016940880.1|DSUZ
OG0000053	LOC120770153|XP_039953281.1|BTRY	LOC108019583|XP_016942913.1|DSUZ, LOC108019582|XP_016942912.1|DSUZ
OG0000053	LOC120770564|XP_039954076.1|BTRY	LOC108019581|XP_016942910.1|DSUZ
OG0000053	LOC120770562|XP_039954075.1|BTRY	LOC108019580|XP_016942908.1|DSUZ
OG0000053	LOC120771115|XP_039954899.1|BTRY, LOC120772335|XP_039956813.1|BTRY, LOC120771116|XP_039954900.1|BTRY	LOC108019595|XP_016942926.1|DSUZ
OG0000054	LOC120766688|XP_039948268.1|BTRY, LOC120773479|XP_039958337.1|BTRY	LOC108007018|XP_016926113.2|DSUZ
OG0000054	LOC120766314|XP_039947666.1|BTRY, LOC120771817|XP_039955972.1|BTRY, LOC120766166|XP_039947447.1|BTRY	LOC108007014|XP_016926109.2|DSUZ, LOC108007012|XP_016926106.2|DSUZ, LOC108007023|XP_016926117.2|DSUZ, LOC108007019|XP_016926114.2|DSUZ
OG0000055	LOC120767407|XP_039949383.1|BTRY, LOC120767396|XP_039949357.1|BTRY, LOC120779292|XP_039967439.1|BTRY, LOC120779293|XP_039967441.1|BTRY, LOC120767398|XP_039949371.1|BTRY, LOC120767423|XP_039949402.1|BTRY, LOC120767442|XP_039949442.1|BTRY, LOC120767412|XP_039949391.1|BTRY, LOC120767431|XP_039949416.1|BTRY, LOC120767391|XP_039949342.1|BTRY, LOC120767434|XP_039949431.1|BTRY, LOC120778647|XP_039966497.1|BTRY, LOC120767385|XP_039949328.1|BTRY	LOC108016465|XP_016938609.1|DSUZ
OG0000056	LOC120773463|XP_039958298.1|BTRY, LOC120773462|XP_039958296.1|BTRY, LOC120773461|XP_039958295.1|BTRY	LOC108011021|XP_036674004.1|DSUZ, LOC108011020|XP_036674003.1|DSUZ, LOC108011024|XP_016931542.2|DSUZ, LOC108011023|XP_016931541.2|DSUZ, LOC108011022|XP_016931540.2|DSUZ
OG0000056	LOC120775660|XP_039961862.1|BTRY	LOC108018752|XP_016941818.1|DSUZ, LOC108018751|XP_016941817.2|DSUZ
OG0000058	LOC120778110|XP_039965747.1|BTRY, LOC120778815|XP_039966755.1|BTRY, LOC120777383|XP_039964608.1|BTRY	LOC108008838|XP_016928233.1|DSUZ, LOC108008882|XP_016928279.1|DSUZ, LOC108004630|XP_016923063.1|DSUZ, LOC108008875|XP_016928269.1|DSUZ, LOC108010497|XP_016930860.1|DSUZ, LOC108011123|XP_016931684.1|DSUZ
OG0000059	LOC120780097|XP_039968312.1|BTRY, LOC120780106|XP_039968325.1|BTRY, LOC120775512|XP_039961658.1|BTRY, LOC120778400|XP_039966151.1|BTRY, LOC120781731|XP_039969904.1|BTRY, LOC120782205|XP_039970291.1|BTRY, LOC120766699|XP_039948281.1|BTRY, LOC120782168|XP_039970239.1|BTRY, LOC120775546|XP_039961709.1|BTRY	LOC108010906|XP_016931395.2|DSUZ, LOC108004991|XP_016923598.2|DSUZ, LOC108004995|XP_036675477.1|DSUZ, LOC108010901|XP_016931379.2|DSUZ, LOC108010897|XP_016931376.2|DSUZ, LOC108010892|XP_036675426.1|DSUZ, LOC108010889|XP_016931367.2|DSUZ
OG0000060	LOC120775432|XP_039961551.1|BTRY	LOC108005298|XP_016923997.1|DSUZ
OG0000060	LOC120768177|XP_039950680.1|BTRY	LOC108012147|XP_016932927.2|DSUZ
OG0000061	LOC120768964|XP_039951692.1|BTRY	LOC108008066|XP_016927350.1|DSUZ
OG0000061	LOC120768474|XP_039951115.1|BTRY, LOC120768583|XP_039951274.1|BTRY	LOC108009548|XP_016929484.1|DSUZ, LOC108010573|XP_036676705.1|DSUZ
OG0000062	LOC120769500|XP_039952465.1|BTRY, LOC120766206|XP_039947509.1|BTRY, LOC120779328|XP_039967463.1|BTRY, LOC120775291|XP_039961384.1|BTRY, LOC120771826|XP_039955989.1|BTRY, LOC120769103|XP_039951898.1|BTRY, LOC120767422|XP_039949399.1|BTRY, LOC120767417|XP_039949393.1|BTRY, LOC120767416|XP_039949392.1|BTRY, LOC120767418|XP_039949395.1|BTRY, LOC120767419|XP_039949396.1|BTRY, LOC120767415|XP_039949390.1|BTRY, LOC120767420|XP_039949397.1|BTRY, LOC120767414|XP_039949389.1|BTRY, LOC120767411|XP_039949387.1|BTRY, LOC120776617|XP_039963346.1|BTRY	LOC108015083|XP_016936812.1|DSUZ, LOC108016949|XP_016939375.1|DSUZ, LOC108016941|XP_016939363.1|DSUZ, LOC108014192|XP_016935747.1|DSUZ, LOC108008804|XP_016928198.1|DSUZ, LOC108011049|XP_016931601.1|DSUZ, LOC108019095|XP_016942282.1|DSUZ, LOC108019076|XP_016942230.1|DSUZ, LOC108019103|XP_036676902.1|DSUZ
OG0000063	LOC120774802|XP_039960529.1|BTRY, LOC120775030|XP_039960920.1|BTRY, LOC120776056|XP_039962449.1|BTRY	LOC108007361|XP_036673723.1|DSUZ, LOC108007341|XP_036673724.1|DSUZ, LOC108007360|XP_016926501.1|DSUZ
OG0000063	LOC120782455|XP_039970679.1|BTRY, LOC120777941|XP_039965477.1|BTRY	LOC108012795|XP_016933718.1|DSUZ, LOC108012616|XP_016933525.2|DSUZ, LOC108012576|XP_016933479.1|DSUZ, LOC108012502|XP_016933399.1|DSUZ
OG0000064	LOC120766943|XP_039948626.1|BTRY, LOC120773777|XP_039958799.1|BTRY, LOC120779890|XP_039968172.1|BTRY, LOC120773779|XP_039958802.1|BTRY, LOC120779972|XP_039968205.1|BTRY, LOC120768770|XP_039951469.1|BTRY, LOC120770674|XP_039954196.1|BTRY, LOC120781838|XP_039969993.1|BTRY, LOC120774619|XP_039960279.1|BTRY, LOC120773399|XP_039958228.1|BTRY, LOC120766917|XP_039948597.1|BTRY, LOC120780118|XP_039968334.1|BTRY, LOC120779645|XP_039967931.1|BTRY, LOC120780352|XP_039968578.1|BTRY, LOC120780470|XP_039968681.1|BTRY, LOC120780012|XP_039968228.1|BTRY	LOC118878837|XP_036677759.1|DSUZ, LOC118876785|XP_036678236.1|DSUZ
OG0000064	LOC120781710|XP_039969876.1|BTRY, LOC120775811|XP_039962094.1|BTRY	LOC108012433|XP_016933287.1|DSUZ
OG0000065	LOC120779665|XP_039967959.1|BTRY, LOC120779680|XP_039967975.1|BTRY, LOC120782495|XP_039970733.1|BTRY	LOC108018380|XP_036672586.1|DSUZ, LOC108019746|XP_016943174.1|DSUZ, LOC118877555|XP_036672587.1|DSUZ, LOC108018714|XP_036672583.1|DSUZ, LOC108018713|XP_016941774.2|DSUZ, LOC108015662|XP_016937647.2|DSUZ, LOC108015669|XP_036673839.1|DSUZ, LOC108015657|XP_036673844.1|DSUZ
OG0000066	LOC120773490|XP_039958365.1|BTRY	LOC108005211|XP_016923889.1|DSUZ, LOC108016054|XP_016938136.1|DSUZ, LOC108014819|XP_016936505.2|DSUZ, LOC108009663|XP_016929682.1|DSUZ, LOC108007006|XP_016926101.2|DSUZ, LOC108019078|XP_016942229.1|DSUZ, LOC108009981|XP_016930245.1|DSUZ
OG0000067	LOC120778614|XP_039966425.1|BTRY	LOC108011429|XP_016932047.1|DSUZ
OG0000067	LOC120772621|XP_039957270.1|BTRY	LOC108008496|XP_016927850.1|DSUZ
OG0000067	LOC120778613|XP_039966424.1|BTRY	LOC108011430|XP_036670601.1|DSUZ
OG0000068	LOC120776119|XP_039962576.1|BTRY	LOC108015246|XP_016937086.1|DSUZ
OG0000069	LOC120769525|XP_039952497.1|BTRY	LOC108008583|XP_016927949.1|DSUZ, LOC108005056|XP_016923688.1|DSUZ
OG0000070	LOC120775533|XP_039961688.1|BTRY, LOC120776028|XP_039962406.1|BTRY, LOC120774314|XP_039959783.1|BTRY, LOC120774316|XP_039959788.1|BTRY, LOC120774315|XP_039959784.1|BTRY	LOC108010939|XP_016931440.1|DSUZ, LOC108008584|XP_016927954.1|DSUZ
OG0000070	LOC120775922|XP_039962258.1|BTRY	LOC108014746|XP_036671592.1|DSUZ
OG0000070	LOC120774551|XP_039960215.1|BTRY	LOC108008382|XP_016927718.1|DSUZ, LOC108016673|XP_016938880.1|DSUZ
OG0000071	LOC120778566|XP_039966364.1|BTRY, LOC120778407|XP_039966125.1|BTRY	LOC118877301|XP_036671340.1|DSUZ, LOC108013781|XP_016935236.2|DSUZ
OG0000072	LOC120772988|XP_039957836.1|BTRY	LOC108008238|XP_016927518.1|DSUZ
OG0000072	LOC120771756|XP_039955872.1|BTRY	LOC108010178|XP_016930510.2|DSUZ
OG0000073	LOC120770531|XP_039954016.1|BTRY	LOC108006185|XP_016925109.1|DSUZ
OG0000073	LOC120773570|XP_039958474.1|BTRY	LOC108016759|XP_036676337.1|DSUZ
OG0000073	LOC120766419|XP_039947816.1|BTRY	LOC108013859|XP_036672571.1|DSUZ, LOC108017156|XP_036675209.1|DSUZ
OG0000074	LOC120778910|XP_039966891.1|BTRY	LOC108012499|XP_036670611.1|DSUZ, LOC108012409|XP_016933258.1|DSUZ
OG0000074	LOC120776970|XP_039963997.1|BTRY	LOC108004794|XP_016923335.2|DSUZ
OG0000075	LOC120776593|XP_039963300.1|BTRY	LOC108013578|XP_016934994.1|DSUZ
OG0000075	LOC120776389|XP_039962933.1|BTRY, LOC120778794|XP_039966728.1|BTRY, LOC120778726|XP_039966624.1|BTRY, LOC120778602|XP_039966409.1|BTRY, LOC120778440|XP_039966162.1|BTRY	LOC108012554|XP_016933456.2|DSUZ, LOC108013579|XP_016934995.1|DSUZ
OG0000075	LOC120776388|XP_039962932.1|BTRY	LOC108013329|XP_016934617.1|DSUZ
OG0000076	LOC120778972|XP_039966981.1|BTRY	LOC108005825|XP_036670890.1|DSUZ
OG0000076	LOC120773465|XP_039958303.1|BTRY, LOC120773464|XP_039958300.1|BTRY	LOC108014332|XP_036673815.1|DSUZ, LOC108019254|XP_036673770.1|DSUZ
OG0000076	LOC120773985|XP_039959178.1|BTRY	LOC108015039|XP_016936760.1|DSUZ
OG0000077	LOC120770520|XP_039953996.1|BTRY	LOC108009747|XP_016929834.1|DSUZ
OG0000077	LOC120766987|XP_039948728.1|BTRY	LOC108015852|XP_016937909.1|DSUZ
OG0000077	LOC120771294|XP_039955159.1|BTRY	LOC108010141|XP_016930463.1|DSUZ
OG0000077	LOC120767550|XP_039949648.1|BTRY	LOC108014833|XP_016936524.2|DSUZ
OG0000078	LOC120776000|XP_039962366.1|BTRY, LOC120775042|XP_039960952.1|BTRY	LOC108008657|XP_016928031.1|DSUZ, LOC108006897|XP_016925974.2|DSUZ, LOC108011262|XP_036675195.1|DSUZ, LOC108015391|XP_016937300.1|DSUZ, LOC108016956|XP_016939380.1|DSUZ
OG0000079	LOC120769799|XP_039952920.1|BTRY	LOC108008363|XP_016927693.1|DSUZ, LOC108008373|XP_016927706.1|DSUZ
OG0000080	LOC120770830|XP_039954353.1|BTRY, LOC120772997|XP_039957842.1|BTRY, LOC120772996|XP_039957841.1|BTRY	LOC108008669|XP_016928052.2|DSUZ, LOC108018488|XP_016941536.1|DSUZ
OG0000080	LOC120772075|XP_039956403.1|BTRY, LOC120772172|XP_039956551.1|BTRY	LOC108009443|XP_016929282.1|DSUZ
OG0000081	LOC120778160|XP_039965820.1|BTRY	LOC108012473|XP_016933353.1|DSUZ
OG0000082	LOC120782787|XP_039971189.1|BTRY	LOC108005981|XP_016924910.2|DSUZ
OG0000082	LOC120766890|XP_039948574.1|BTRY, LOC120766889|XP_039948573.1|BTRY	LOC108006237|XP_016925166.2|DSUZ, LOC108020861|XP_036674571.1|DSUZ, LOC118877946|XP_036674572.1|DSUZ, LOC108006234|XP_036672863.1|DSUZ
OG0000083	LOC120768958|XP_039951686.1|BTRY	LOC108021699|XP_016946017.1|DSUZ, LOC108019227|XP_016942512.1|DSUZ, LOC108018957|XP_016942050.1|DSUZ, LOC108019013|XP_016942116.1|DSUZ
OG0000083	LOC120767865|XP_039950113.1|BTRY	LOC108021302|XP_016945444.1|DSUZ
OG0000084	LOC120781256|XP_039969343.1|BTRY	LOC108019885|XP_016943446.1|DSUZ
OG0000084	LOC120770047|XP_039953099.1|BTRY, LOC120768058|XP_039950510.1|BTRY, LOC120771201|XP_039955035.1|BTRY	LOC108017776|XP_016940388.1|DSUZ
OG0000085	LOC120770283|XP_039953552.1|BTRY	LOC108017928|XP_036669794.1|DSUZ
OG0000087	LOC120768924|XP_039951637.1|BTRY	LOC108006715|XP_016925785.1|DSUZ
OG0000087	LOC120769645|XP_039952684.1|BTRY, LOC120769435|XP_039952350.1|BTRY	LOC108013454|XP_016934823.1|DSUZ
OG0000087	LOC120769086|XP_039951880.1|BTRY	LOC108010645|XP_016931036.1|DSUZ
OG0000088	LOC120773069|XP_039957940.1|BTRY	LOC108018081|XP_016940973.1|DSUZ
OG0000089	LOC120766628|XP_039948178.1|BTRY	LOC108017134|XP_016939601.1|DSUZ, LOC108013957|XP_016935459.1|DSUZ
OG0000089	LOC120778537|XP_039966313.1|BTRY	LOC108012396|XP_016933244.1|DSUZ
OG0000090	LOC120771351|XP_039955235.1|BTRY	LOC108009148|XP_016928740.1|DSUZ
OG0000090	LOC120771989|XP_039956278.1|BTRY	LOC108008436|XP_016927775.1|DSUZ
OG0000090	LOC120772488|XP_039957068.1|BTRY, LOC120771988|XP_039956277.1|BTRY	LOC108020200|XP_016943797.1|DSUZ
OG0000091	LOC120780252|XP_039968448.1|BTRY	LOC108007205|XP_036674733.1|DSUZ
OG0000091	LOC120769362|XP_039952257.1|BTRY	LOC108021626|XP_016945921.1|DSUZ
OG0000091	LOC120773577|XP_039958502.1|BTRY	LOC108017510|XP_036673504.1|DSUZ, LOC108020281|XP_036677911.1|DSUZ
OG0000091	LOC120777245|XP_039964375.1|BTRY, LOC120766362|XP_039947726.1|BTRY	LOC108017517|XP_016940076.2|DSUZ, LOC118879030|XP_036677910.1|DSUZ
OG0000092	LOC120782357|XP_039970530.1|BTRY	LOC108007922|XP_016927181.2|DSUZ
OG0000092	LOC120782888|XP_039971370.1|BTRY	LOC108007901|XP_016927158.2|DSUZ
OG0000092	LOC120782541|XP_039970806.1|BTRY	LOC108007563|XP_016926745.2|DSUZ, LOC108007927|XP_016927187.2|DSUZ
OG0000093	LOC120768178|XP_039950676.1|BTRY	LOC108017965|XP_016940733.1|DSUZ
OG0000093	LOC120774454|XP_039960036.1|BTRY	LOC108010353|XP_036675496.1|DSUZ, LOC108015362|XP_016937266.1|DSUZ
OG0000094	LOC120781795|XP_039969955.1|BTRY, LOC120781757|XP_039969927.1|BTRY, LOC120781762|XP_039969932.1|BTRY, LOC120781776|XP_039969940.1|BTRY	LOC108014341|XP_016935913.1|DSUZ
OG0000095	LOC120774625|XP_039960283.1|BTRY	LOC118879701|XP_036678492.1|DSUZ
OG0000096	LOC120768952|XP_039951675.1|BTRY	LOC108005944|XP_016924862.1|DSUZ, LOC108021485|XP_016945715.1|DSUZ, LOC108006768|XP_036674772.1|DSUZ, LOC118878143|XP_036675694.1|DSUZ
OG0000096	LOC120768465|XP_039951102.1|BTRY, LOC120768467|XP_039951105.1|BTRY, LOC120768466|XP_039951104.1|BTRY, LOC120768468|XP_039951106.1|BTRY, LOC120767637|XP_039949738.1|BTRY, LOC120767636|XP_039949737.1|BTRY, LOC120769373|XP_039952272.1|BTRY, LOC120768601|XP_039951297.1|BTRY, LOC120769075|XP_039951869.1|BTRY, LOC120769214|XP_039952041.1|BTRY, LOC120769063|XP_039951852.1|BTRY, LOC120769257|XP_039952092.1|BTRY, LOC120768464|XP_039951101.1|BTRY, LOC120768463|XP_039951100.1|BTRY	LOC108005977|XP_016924907.1|DSUZ
OG0000099	LOC120777511|XP_039964811.1|BTRY	LOC108016827|XP_016939133.1|DSUZ
OG0000099	LOC120773585|XP_039958507.1|BTRY	LOC108016981|XP_016939415.1|DSUZ
OG0000101	LOC120776871|XP_039963862.1|BTRY	LOC108020440|XP_036670524.1|DSUZ, LOC118877222|XP_036670523.1|DSUZ
OG0000101	LOC120776875|XP_039963867.1|BTRY	LOC108017021|XP_036671509.1|DSUZ, LOC108020448|XP_036672450.1|DSUZ
OG0000101	LOC120776632|XP_039963382.1|BTRY	LOC118877521|XP_036672462.1|DSUZ, LOC118877329|XP_036671513.1|DSUZ, LOC118877522|XP_036672463.1|DSUZ
OG0000101	LOC120776631|XP_039963381.1|BTRY	LOC118877220|XP_036670518.1|DSUZ
OG0000102	LOC120770301|XP_039953601.1|BTRY, LOC120770302|XP_039953602.1|BTRY	LOC108009336|XP_016929103.1|DSUZ
OG0000102	LOC120768179|XP_039950679.1|BTRY, LOC120768056|XP_039950507.1|BTRY, LOC120771676|XP_039955732.1|BTRY, LOC120777852|XP_039965328.1|BTRY	LOC108009476|XP_016929345.1|DSUZ
OG0000103	LOC120777733|XP_039965157.1|BTRY, LOC120776555|XP_039963241.1|BTRY	LOC108012611|XP_016933519.1|DSUZ, LOC108019406|XP_016942716.2|DSUZ, LOC108010501|XP_016930863.2|DSUZ
OG0000103	LOC120771914|XP_039956135.1|BTRY, LOC120772128|XP_039956478.1|BTRY	LOC108009753|XP_016929854.1|DSUZ
OG0000104	LOC120778142|XP_039965799.1|BTRY, LOC120778141|XP_039965798.1|BTRY	LOC108018816|XP_036670778.1|DSUZ
OG0000104	LOC120766497|XP_039947982.1|BTRY, LOC120766343|XP_039947703.1|BTRY, LOC120778118|XP_039965756.1|BTRY	LOC108008643|XP_016928021.1|DSUZ
OG0000104	LOC120778612|XP_039966423.1|BTRY, LOC120778866|XP_039966836.1|BTRY, LOC120779052|XP_039967120.1|BTRY, LOC120778973|XP_039966995.1|BTRY	LOC108018835|XP_036671763.1|DSUZ
OG0000105	LOC120782639|XP_039970941.1|BTRY, LOC120767012|XP_039948769.1|BTRY	LOC108019998|XP_036673113.1|DSUZ
OG0000105	LOC120782189|XP_039970265.1|BTRY	LOC118877652|XP_036673146.1|DSUZ, LOC108007058|XP_036673468.1|DSUZ, LOC108007036|XP_016926132.2|DSUZ, LOC108007052|XP_016926148.1|DSUZ
OG0000107	LOC120770816|XP_039954328.1|BTRY	LOC108008259|XP_016927537.1|DSUZ, LOC108012670|XP_016933589.1|DSUZ, LOC108012988|XP_016934089.1|DSUZ, LOC108013596|XP_016935022.1|DSUZ, LOC108018663|XP_016941724.2|DSUZ, LOC108010416|XP_016930765.2|DSUZ, LOC108008260|XP_016927538.1|DSUZ, LOC108018456|XP_036668919.1|DSUZ
OG0000108	LOC120779619|XP_039967901.1|BTRY	LOC118879591|XP_036678393.1|DSUZ, LOC118879590|XP_036678391.1|DSUZ
OG0000108	LOC120779612|XP_039967894.1|BTRY, LOC120781771|XP_039969936.1|BTRY, LOC120768462|XP_039951098.1|BTRY	LOC108006121|XP_036678395.1|DSUZ
OG0000108	LOC120767830|XP_039950052.1|BTRY, LOC120781681|XP_039969836.1|BTRY	LOC118878065|XP_036675154.1|DSUZ, LOC108011187|XP_036678249.1|DSUZ, LOC118879730|XP_036678524.1|DSUZ
OG0000109	LOC120768593|XP_039951288.1|BTRY	LOC108005294|XP_016923988.1|DSUZ
OG0000110	LOC120777572|XP_039964910.1|BTRY, LOC120778881|XP_039966858.1|BTRY	LOC108018764|XP_036672071.1|DSUZ, LOC108005797|XP_016924616.1|DSUZ
OG0000110	LOC120778906|XP_039966885.1|BTRY, LOC120777638|XP_039965025.1|BTRY	LOC108005830|XP_016924657.1|DSUZ
OG0000111	LOC120771785|XP_039955913.1|BTRY, LOC120771525|XP_039955516.1|BTRY, LOC120771526|XP_039955517.1|BTRY, LOC120771524|XP_039955515.1|BTRY	LOC108008514|XP_016927871.1|DSUZ, LOC108008501|XP_016927854.2|DSUZ, LOC108008570|XP_016927933.1|DSUZ
OG0000112	LOC120776060|XP_039962460.1|BTRY	LOC108015224|XP_016937055.1|DSUZ, LOC108005343|XP_016924071.1|DSUZ
OG0000112	LOC120773601|XP_039958533.1|BTRY, LOC120773600|XP_039958532.1|BTRY, LOC120773604|XP_039958538.1|BTRY, LOC120773603|XP_039958537.1|BTRY, LOC120773732|XP_039958723.1|BTRY	LOC108015053|XP_016936781.1|DSUZ, LOC108015052|XP_016936780.2|DSUZ
OG0000113	LOC120771011|XP_039954717.1|BTRY, LOC120782768|XP_039971165.1|BTRY	LOC108005106|XP_016923769.1|DSUZ, LOC108015833|XP_016937890.1|DSUZ, LOC108005109|XP_016923771.2|DSUZ, LOC118878380|XP_036677036.1|DSUZ, LOC108016296|XP_016938420.2|DSUZ, LOC108021605|XP_016945890.2|DSUZ, LOC108014373|XP_016935957.2|DSUZ, LOC108012343|XP_016933176.2|DSUZ
OG0000114	LOC120767657|XP_039949763.1|BTRY, LOC120774073|XP_039959325.1|BTRY, LOC120767655|XP_039949762.1|BTRY	LOC108011501|XP_016932144.1|DSUZ
OG0000114	LOC120767658|XP_039949764.1|BTRY	LOC108011519|XP_016932168.1|DSUZ
