Orthogroup	BTRY.longest_only	DGUA.longest_only
OG0000059	LOC120780097|XP_039968312.1|BTRY, LOC120780106|XP_039968325.1|BTRY, LOC120775512|XP_039961658.1|BTRY, LOC120778400|XP_039966151.1|BTRY, LOC120781731|XP_039969904.1|BTRY, LOC120782205|XP_039970291.1|BTRY, LOC120766699|XP_039948281.1|BTRY, LOC120782168|XP_039970239.1|BTRY, LOC120775546|XP_039961709.1|BTRY	LOC117582883|XP_034126847.1|DGUA, LOC117583116|XP_034127192.1|DGUA, LOC117583225|XP_034127335.1|DGUA, LOC117582882|XP_034126846.1|DGUA, LOC117582940|XP_034126935.1|DGUA
OG0000060	LOC120775432|XP_039961551.1|BTRY	LOC117591001|XP_034139974.1|DGUA
OG0000060	LOC120768177|XP_039950680.1|BTRY	LOC117583542|XP_034127790.1|DGUA
OG0000061	LOC120768964|XP_039951692.1|BTRY	LOC117584177|XP_034128835.1|DGUA
OG0000061	LOC120768474|XP_039951115.1|BTRY, LOC120768583|XP_039951274.1|BTRY	LOC117584180|XP_034128838.1|DGUA
OG0000062	LOC120769500|XP_039952465.1|BTRY, LOC120766206|XP_039947509.1|BTRY, LOC120779328|XP_039967463.1|BTRY, LOC120775291|XP_039961384.1|BTRY, LOC120771826|XP_039955989.1|BTRY, LOC120769103|XP_039951898.1|BTRY, LOC120767422|XP_039949399.1|BTRY, LOC120767417|XP_039949393.1|BTRY, LOC120767416|XP_039949392.1|BTRY, LOC120767418|XP_039949395.1|BTRY, LOC120767419|XP_039949396.1|BTRY, LOC120767415|XP_039949390.1|BTRY, LOC120767420|XP_039949397.1|BTRY, LOC120767414|XP_039949389.1|BTRY, LOC120767411|XP_039949387.1|BTRY, LOC120776617|XP_039963346.1|BTRY	LOC117590396|XP_034138880.1|DGUA, LOC117587653|XP_034134434.1|DGUA, LOC117587755|XP_034134570.1|DGUA
OG0000063	LOC120774802|XP_039960529.1|BTRY, LOC120775030|XP_039960920.1|BTRY, LOC120776056|XP_039962449.1|BTRY	LOC117586757|XP_034132957.1|DGUA, LOC117586756|XP_034132956.1|DGUA
OG0000063	LOC120782455|XP_039970679.1|BTRY, LOC120777941|XP_039965477.1|BTRY	LOC117580520|XP_034123004.1|DGUA, LOC117579292|XP_034120988.1|DGUA, LOC117579291|XP_034120986.1|DGUA
OG0000064	LOC120766943|XP_039948626.1|BTRY	LOC117585466|XP_034130848.1|DGUA
OG0000064	LOC120781710|XP_039969876.1|BTRY, LOC120775811|XP_039962094.1|BTRY	LOC117587642|XP_034134418.1|DGUA
OG0000065	LOC120779665|XP_039967959.1|BTRY, LOC120779680|XP_039967975.1|BTRY, LOC120782495|XP_039970733.1|BTRY	LOC117583018|XP_034127060.1|DGUA, LOC117582935|XP_034126927.1|DGUA, LOC117582936|XP_034126928.1|DGUA, LOC117582933|XP_034126925.1|DGUA, LOC117582934|XP_034126926.1|DGUA
OG0000066	LOC120773490|XP_039958365.1|BTRY	LOC117581501|XP_034124644.1|DGUA, LOC117586042|XP_034131778.1|DGUA, LOC117582974|XP_034126986.1|DGUA, LOC117591066|XP_034140058.1|DGUA, LOC117585048|XP_034130198.1|DGUA, LOC117587600|XP_034134341.1|DGUA
OG0000067	LOC120778614|XP_039966425.1|BTRY	LOC117579493|XP_034121284.1|DGUA
OG0000067	LOC120772621|XP_039957270.1|BTRY	LOC117591024|XP_034140007.1|DGUA
OG0000067	LOC120778613|XP_039966424.1|BTRY	LOC117579492|XP_034121282.1|DGUA
OG0000068	LOC120776119|XP_039962576.1|BTRY	LOC117581342|XP_034124357.1|DGUA
OG0000069	LOC120769525|XP_039952497.1|BTRY	LOC117592210|XP_034141713.1|DGUA
OG0000070	LOC120775533|XP_039961688.1|BTRY, LOC120776028|XP_039962406.1|BTRY, LOC120774314|XP_039959783.1|BTRY, LOC120774316|XP_039959788.1|BTRY, LOC120774315|XP_039959784.1|BTRY	LOC117587796|XP_034134632.1|DGUA
OG0000070	LOC120775922|XP_039962258.1|BTRY	LOC117581211|XP_034124075.1|DGUA
OG0000070	LOC120774551|XP_039960215.1|BTRY	LOC117587545|XP_034134242.1|DGUA, LOC117587797|XP_034134633.1|DGUA
OG0000071	LOC120778566|XP_039966364.1|BTRY, LOC120778407|XP_039966125.1|BTRY	LOC117579680|XP_034121559.1|DGUA, LOC117579679|XP_034121558.1|DGUA, LOC117579678|XP_034121557.1|DGUA
OG0000072	LOC120771304|XP_039955172.1|BTRY	LOC117592297|XP_034141858.1|DGUA
OG0000072	LOC120772988|XP_039957836.1|BTRY	LOC117592384|XP_034141985.1|DGUA
OG0000072	LOC120771756|XP_039955872.1|BTRY	LOC117592296|XP_034141857.1|DGUA
OG0000073	LOC120770531|XP_039954016.1|BTRY	LOC117578569|XP_034120037.1|DGUA
OG0000073	LOC120773570|XP_039958474.1|BTRY	LOC117588625|XP_034135936.1|DGUA
OG0000073	LOC120766419|XP_039947816.1|BTRY	LOC117589637|XP_034137623.1|DGUA
OG0000074	LOC120778910|XP_039966891.1|BTRY	LOC117587150|XP_034133548.1|DGUA, LOC117587426|XP_034133988.1|DGUA
OG0000074	LOC120776970|XP_039963997.1|BTRY	LOC117586962|XP_034133225.1|DGUA
OG0000075	LOC120776593|XP_039963300.1|BTRY	LOC117579268|XP_034120955.1|DGUA
OG0000075	LOC120776389|XP_039962933.1|BTRY, LOC120778794|XP_039966728.1|BTRY, LOC120778726|XP_039966624.1|BTRY, LOC120778602|XP_039966409.1|BTRY, LOC120778440|XP_039966162.1|BTRY	LOC117579272|XP_034120958.1|DGUA
OG0000075	LOC120776388|XP_039962932.1|BTRY	LOC117579269|XP_034120956.1|DGUA
OG0000076	LOC120778972|XP_039966981.1|BTRY	LOC117579058|XP_034120653.1|DGUA
OG0000076	LOC120773465|XP_039958303.1|BTRY, LOC120773464|XP_039958300.1|BTRY	LOC117586443|XP_034132372.1|DGUA, LOC117586418|XP_034132346.1|DGUA
OG0000076	LOC120773985|XP_039959178.1|BTRY	LOC117590327|XP_034138711.1|DGUA
OG0000077	LOC120766987|XP_039948728.1|BTRY	LOC117583765|XP_034128208.1|DGUA
OG0000077	LOC120771294|XP_039955159.1|BTRY	LOC117578654|XP_034120163.1|DGUA
OG0000077	LOC120767550|XP_039949648.1|BTRY	LOC117583686|XP_034128052.1|DGUA
OG0000078	LOC120776000|XP_039962366.1|BTRY, LOC120775042|XP_039960952.1|BTRY	LOC117581097|XP_034123881.1|DGUA, LOC117588902|XP_034136350.1|DGUA, LOC117586436|XP_034132364.1|DGUA, LOC117588496|XP_034135697.1|DGUA, LOC117581264|XP_034124165.1|DGUA
OG0000079	LOC120769799|XP_039952920.1|BTRY	LOC117582617|XP_034126382.1|DGUA, LOC117582071|XP_034125519.1|DGUA, LOC117584146|XP_034128797.1|DGUA, LOC117582616|XP_034126381.1|DGUA
OG0000080	LOC120770830|XP_039954353.1|BTRY, LOC120772997|XP_039957842.1|BTRY, LOC120772996|XP_039957841.1|BTRY	LOC117592694|XP_034142549.1|DGUA, LOC117584421|XP_034129184.1|DGUA, LOC117580573|XP_034123072.1|DGUA
OG0000080	LOC120772075|XP_039956403.1|BTRY, LOC120772172|XP_039956551.1|BTRY	LOC117586467|XP_034132445.1|DGUA
OG0000081	LOC120778160|XP_039965820.1|BTRY	LOC117586955|XP_034133218.1|DGUA
OG0000082	LOC120782787|XP_039971189.1|BTRY	LOC117582225|XP_034125728.1|DGUA, LOC117584905|XP_034129938.1|DGUA
OG0000082	LOC120766890|XP_039948574.1|BTRY, LOC120766889|XP_039948573.1|BTRY	LOC117589906|XP_034138069.1|DGUA
OG0000083	LOC120768958|XP_039951686.1|BTRY	LOC117584370|XP_034129100.1|DGUA, LOC117591765|XP_034140968.1|DGUA, LOC117584781|XP_034129778.1|DGUA
OG0000083	LOC120767865|XP_039950113.1|BTRY	LOC117584140|XP_034128787.1|DGUA
OG0000084	LOC120781256|XP_039969343.1|BTRY	LOC117584511|XP_034129342.1|DGUA
OG0000084	LOC120770047|XP_039953099.1|BTRY, LOC120768058|XP_039950510.1|BTRY, LOC120771201|XP_039955035.1|BTRY	LOC117587100|XP_034133482.1|DGUA
OG0000085	LOC120770283|XP_039953552.1|BTRY	LOC117584775|XP_034129774.1|DGUA
OG0000087	LOC120768924|XP_039951637.1|BTRY	LOC117587854|XP_034134711.1|DGUA
OG0000087	LOC120769645|XP_039952684.1|BTRY, LOC120769435|XP_039952350.1|BTRY	LOC117590892|XP_034139815.1|DGUA
OG0000087	LOC120769086|XP_039951880.1|BTRY	LOC117587527|XP_034134219.1|DGUA
OG0000088	LOC120773069|XP_039957940.1|BTRY	LOC117591442|XP_034140602.1|DGUA
OG0000089	LOC120766628|XP_039948178.1|BTRY	LOC117586065|XP_034131804.1|DGUA
OG0000089	LOC120778537|XP_039966313.1|BTRY	LOC117580023|XP_034122138.1|DGUA
OG0000090	LOC120771351|XP_039955235.1|BTRY	LOC117592026|XP_034141376.1|DGUA
OG0000090	LOC120771989|XP_039956278.1|BTRY	LOC117592024|XP_034141370.1|DGUA
OG0000090	LOC120772488|XP_039957068.1|BTRY, LOC120771988|XP_039956277.1|BTRY	LOC117579331|XP_034121048.1|DGUA
OG0000091	LOC120780252|XP_039968448.1|BTRY	LOC117582702|XP_034126503.1|DGUA
OG0000091	LOC120769362|XP_039952257.1|BTRY	LOC117584351|XP_034129075.1|DGUA
OG0000091	LOC120773577|XP_039958502.1|BTRY	LOC117589947|XP_034138129.1|DGUA
OG0000091	LOC120777245|XP_039964375.1|BTRY, LOC120766362|XP_039947726.1|BTRY	LOC117589742|XP_034137813.1|DGUA
OG0000092	LOC120782357|XP_039970530.1|BTRY	LOC117585928|XP_034131585.1|DGUA
OG0000092	LOC120782888|XP_039971370.1|BTRY	LOC117585910|XP_034131563.1|DGUA
OG0000092	LOC120782541|XP_039970806.1|BTRY	LOC117585924|XP_034131582.1|DGUA
OG0000093	LOC120768178|XP_039950676.1|BTRY	LOC117581781|XP_034125096.1|DGUA
OG0000093	LOC120774454|XP_039960036.1|BTRY	LOC117590334|XP_034138719.1|DGUA
OG0000094	LOC120781795|XP_039969955.1|BTRY, LOC120781757|XP_039969927.1|BTRY, LOC120781762|XP_039969932.1|BTRY, LOC120781776|XP_039969940.1|BTRY	LOC117583138|XP_034127220.1|DGUA
OG0000095	LOC120781826|XP_039969980.1|BTRY	LOC117591564|XP_034140767.1|DGUA
OG0000096	LOC120768952|XP_039951675.1|BTRY	LOC117583520|XP_034127757.1|DGUA, LOC117583521|XP_034127758.1|DGUA, LOC117589840|XP_034137983.1|DGUA
OG0000096	LOC120768465|XP_039951102.1|BTRY, LOC120768467|XP_039951105.1|BTRY, LOC120768466|XP_039951104.1|BTRY, LOC120768468|XP_039951106.1|BTRY, LOC120767637|XP_039949738.1|BTRY, LOC120767636|XP_039949737.1|BTRY, LOC120769373|XP_039952272.1|BTRY, LOC120768601|XP_039951297.1|BTRY, LOC120769075|XP_039951869.1|BTRY, LOC120769214|XP_039952041.1|BTRY, LOC120769063|XP_039951852.1|BTRY, LOC120769257|XP_039952092.1|BTRY, LOC120768464|XP_039951101.1|BTRY, LOC120768463|XP_039951100.1|BTRY	LOC117587944|XP_034134834.1|DGUA
OG0000099	LOC120777511|XP_039964811.1|BTRY	LOC117581162|XP_034123995.1|DGUA
OG0000099	LOC120773643|XP_039958585.1|BTRY	LOC117580852|XP_034123490.1|DGUA
OG0000099	LOC120773585|XP_039958507.1|BTRY	LOC117580660|XP_034123163.1|DGUA
OG0000101	LOC120776871|XP_039963862.1|BTRY	LOC117580405|XP_034122843.1|DGUA, LOC117580404|XP_034122842.1|DGUA
OG0000101	LOC120776632|XP_039963382.1|BTRY	LOC117580403|XP_034122841.1|DGUA
OG0000102	LOC120770301|XP_039953601.1|BTRY, LOC120770302|XP_039953602.1|BTRY	LOC117586238|XP_034132070.1|DGUA
OG0000102	LOC120768179|XP_039950679.1|BTRY, LOC120768056|XP_039950507.1|BTRY, LOC120771676|XP_039955732.1|BTRY, LOC120777852|XP_039965328.1|BTRY	LOC117578519|XP_034119958.1|DGUA
OG0000103	LOC120777733|XP_039965157.1|BTRY, LOC120776555|XP_039963241.1|BTRY	LOC117579797|XP_034121756.1|DGUA, LOC117587389|XP_034133934.1|DGUA, LOC117587388|XP_034133933.1|DGUA
OG0000103	LOC120771914|XP_039956135.1|BTRY, LOC120772128|XP_039956478.1|BTRY	LOC117583109|XP_034127185.1|DGUA
OG0000104	LOC120766497|XP_039947982.1|BTRY, LOC120766343|XP_039947703.1|BTRY, LOC120778118|XP_039965756.1|BTRY	LOC117588188|XP_034135199.1|DGUA
OG0000104	LOC120778612|XP_039966423.1|BTRY, LOC120778866|XP_039966836.1|BTRY, LOC120779052|XP_039967120.1|BTRY, LOC120778973|XP_039966995.1|BTRY	LOC117589106|XP_034136649.1|DGUA
OG0000105	LOC120782639|XP_039970941.1|BTRY, LOC120767012|XP_039948769.1|BTRY	LOC117586422|XP_034132350.1|DGUA
OG0000105	LOC120782189|XP_039970265.1|BTRY	LOC117586439|XP_034132368.1|DGUA, LOC117586438|XP_034132367.1|DGUA
OG0000107	LOC120770816|XP_039954328.1|BTRY	LOC117592386|XP_034141988.1|DGUA, LOC117584664|XP_034129583.1|DGUA, LOC117592533|XP_034142284.1|DGUA
OG0000109	LOC120768593|XP_039951288.1|BTRY	LOC117584465|XP_034129274.1|DGUA
OG0000110	LOC120777572|XP_039964910.1|BTRY, LOC120778881|XP_039966858.1|BTRY	LOC117579140|XP_034120771.1|DGUA, LOC117579139|XP_034120770.1|DGUA
OG0000110	LOC120778906|XP_039966885.1|BTRY, LOC120777638|XP_039965025.1|BTRY	LOC117579141|XP_034120772.1|DGUA
OG0000111	LOC120771785|XP_039955913.1|BTRY, LOC120771525|XP_039955516.1|BTRY, LOC120771526|XP_039955517.1|BTRY, LOC120771524|XP_039955515.1|BTRY	LOC117590789|XP_034139634.1|DGUA, LOC117580091|XP_034122239.1|DGUA, LOC117591842|XP_034141099.1|DGUA
OG0000112	LOC120776060|XP_039962460.1|BTRY	LOC117590951|XP_034139890.1|DGUA
OG0000112	LOC120773601|XP_039958533.1|BTRY, LOC120773600|XP_039958532.1|BTRY, LOC120773604|XP_039958538.1|BTRY, LOC120773603|XP_039958537.1|BTRY, LOC120773732|XP_039958723.1|BTRY	LOC117588589|XP_034135884.1|DGUA
OG0000113	LOC120771011|XP_039954717.1|BTRY, LOC120782768|XP_039971165.1|BTRY	LOC117580661|XP_034123164.1|DGUA, LOC117581224|XP_034124094.1|DGUA, LOC117585197|XP_034130465.1|DGUA, LOC117585201|XP_034130470.1|DGUA
OG0000114	LOC120767657|XP_039949763.1|BTRY, LOC120774073|XP_039959325.1|BTRY, LOC120767655|XP_039949762.1|BTRY	LOC117582498|XP_034126173.1|DGUA
OG0000114	LOC120767658|XP_039949764.1|BTRY	LOC117582497|XP_034126172.1|DGUA
OG0000116	LOC120782355|XP_039970525.1|BTRY	LOC117585921|XP_034131577.1|DGUA
OG0000117	LOC120769109|XP_039951905.1|BTRY	LOC117584691|XP_034129616.1|DGUA
OG0000117	LOC120769110|XP_039951906.1|BTRY	LOC117584692|XP_034129617.1|DGUA
OG0000117	LOC120769113|XP_039951909.1|BTRY	LOC117584694|XP_034129618.1|DGUA
OG0000117	LOC120769111|XP_039951907.1|BTRY	LOC117584696|XP_034129620.1|DGUA
OG0000118	LOC120777410|XP_039964643.1|BTRY	LOC117582588|XP_034126325.1|DGUA
OG0000118	LOC120774742|XP_039960431.1|BTRY	LOC117590401|XP_034138890.1|DGUA
OG0000119	LOC120781461|XP_039969618.1|BTRY, LOC120779615|XP_039967898.1|BTRY, LOC120782241|XP_039970343.1|BTRY, LOC120772767|XP_039957513.1|BTRY	LOC117583187|XP_034127279.1|DGUA, LOC117583191|XP_034127285.1|DGUA
OG0000119	LOC120766714|XP_039948293.1|BTRY	LOC117583192|XP_034127286.1|DGUA
OG0000120	LOC120775661|XP_039961863.1|BTRY	LOC117588310|XP_034135390.1|DGUA
OG0000120	LOC120772192|XP_039956592.1|BTRY	LOC117591909|XP_034141191.1|DGUA
OG0000120	LOC120775789|XP_039962063.1|BTRY	LOC117586967|XP_034133233.1|DGUA
OG0000121	LOC120780196|XP_039968399.1|BTRY, LOC120780541|XP_039968740.1|BTRY, LOC120777121|XP_039964203.1|BTRY	LOC117590268|XP_034138644.1|DGUA
OG0000122	LOC120768461|XP_039951097.1|BTRY	LOC117582102|XP_034125557.1|DGUA
OG0000122	LOC120771261|XP_039955113.1|BTRY	LOC117588393|XP_034135538.1|DGUA
OG0000122	LOC120767410|XP_039949386.1|BTRY	LOC117585356|XP_034130696.1|DGUA, LOC117581989|XP_034125375.1|DGUA
OG0000123	LOC120779679|XP_039968002.1|BTRY, LOC120779752|XP_039968092.1|BTRY	LOC117586147|XP_034131933.1|DGUA, LOC117586116|XP_034131868.1|DGUA
OG0000125	LOC120779426|XP_039967569.1|BTRY	LOC117583753|XP_034128164.1|DGUA
OG0000125	LOC120770437|XP_039953842.1|BTRY	LOC117589767|XP_034137851.1|DGUA
OG0000127	LOC120779597|XP_039967879.1|BTRY	LOC117586302|XP_034132151.1|DGUA, LOC117586442|XP_034132370.1|DGUA, LOC117586301|XP_034132149.1|DGUA
OG0000127	LOC120779739|XP_039968050.1|BTRY	LOC117586433|XP_034132360.1|DGUA
OG0000128	LOC120772126|XP_039956474.1|BTRY, LOC120771684|XP_039955749.1|BTRY, LOC120770982|XP_039954658.1|BTRY, LOC120770983|XP_039954659.1|BTRY, LOC120770984|XP_039954660.1|BTRY	LOC117581834|XP_034125176.1|DGUA
OG0000129	LOC120775214|XP_039961211.1|BTRY	LOC117580643|XP_034123127.1|DGUA
OG0000129	LOC120767577|XP_039949656.1|BTRY	LOC117579252|XP_034120930.1|DGUA, LOC117587783|XP_034134618.1|DGUA
OG0000130	LOC120777985|XP_039965558.1|BTRY	LOC117587114|XP_034133499.1|DGUA, LOC117587111|XP_034133495.1|DGUA, LOC117587113|XP_034133498.1|DGUA, LOC117587112|XP_034133496.1|DGUA
OG0000131	LOC120782179|XP_039970256.1|BTRY	LOC117589815|XP_034137935.1|DGUA
OG0000132	LOC120767643|XP_039949749.1|BTRY, LOC120767644|XP_039949750.1|BTRY	LOC117582239|XP_034125741.1|DGUA, LOC117581862|XP_034125215.1|DGUA
OG0000132	LOC120768834|XP_039951523.1|BTRY	LOC117586091|XP_034131838.1|DGUA
OG0000134	LOC120774903|XP_039960709.1|BTRY	LOC117589485|XP_034137338.1|DGUA
OG0000134	LOC120768520|XP_039951184.1|BTRY	LOC117580864|XP_034123504.1|DGUA, LOC117584812|XP_034129823.1|DGUA
OG0000137	LOC120767078|XP_039948875.1|BTRY	LOC117582737|XP_034126559.1|DGUA
OG0000137	LOC120776444|XP_039963035.1|BTRY	LOC117588859|XP_034136252.1|DGUA
OG0000141	LOC120778104|XP_039965740.1|BTRY, LOC120778105|XP_039965741.1|BTRY, LOC120778041|XP_039965650.1|BTRY	LOC117589333|XP_034137075.1|DGUA
OG0000142	LOC120777727|XP_039965152.1|BTRY	LOC117585694|XP_034131199.1|DGUA
OG0000142	LOC120774337|XP_039959830.1|BTRY	LOC117588458|XP_034135635.1|DGUA
OG0000143	LOC120776475|XP_039963084.1|BTRY	LOC117579028|XP_034120604.1|DGUA
OG0000144	LOC120769364|XP_039952263.1|BTRY	LOC117585409|XP_034130768.1|DGUA
OG0000144	LOC120773797|XP_039958834.1|BTRY	LOC117590246|XP_034138608.1|DGUA
OG0000144	LOC120768115|XP_039950597.1|BTRY	LOC117584066|XP_034128699.1|DGUA
OG0000145	LOC120774460|XP_039960049.1|BTRY	LOC117580967|XP_034123648.1|DGUA
OG0000145	LOC120767331|XP_039949208.1|BTRY	LOC117582661|XP_034126465.1|DGUA
OG0000145	LOC120767332|XP_039949209.1|BTRY	LOC117582226|XP_034125724.1|DGUA
OG0000147	LOC120769426|XP_039952342.1|BTRY	LOC117583999|XP_034128619.1|DGUA
OG0000147	LOC120771570|XP_039955573.1|BTRY	LOC117582746|XP_034126577.1|DGUA
OG0000147	LOC120771587|XP_039955596.1|BTRY	LOC117582747|XP_034126578.1|DGUA
OG0000148	LOC120767846|XP_039950077.1|BTRY	LOC117582434|XP_034126028.1|DGUA
OG0000149	LOC120774421|XP_039959984.1|BTRY	LOC117588085|XP_034135045.1|DGUA
OG0000149	LOC120774650|XP_039960308.1|BTRY	LOC117581583|XP_034124825.1|DGUA
OG0000150	LOC120767670|XP_039949776.1|BTRY	LOC117582222|XP_034125721.1|DGUA, LOC117582223|XP_034125722.1|DGUA, LOC117582224|XP_034125723.1|DGUA, LOC117582365|XP_034125914.1|DGUA
OG0000151	LOC120776428|XP_039963015.1|BTRY	LOC117587222|XP_034133673.1|DGUA
OG0000151	LOC120776430|XP_039963017.1|BTRY	LOC117587226|XP_034133679.1|DGUA
OG0000151	LOC120776426|XP_039963012.1|BTRY	LOC117586870|XP_034133058.1|DGUA
OG0000152	LOC120780845|XP_039969021.1|BTRY	LOC117589721|XP_034137781.1|DGUA, LOC117589723|XP_034137784.1|DGUA
OG0000153	LOC120778419|XP_039966138.1|BTRY, LOC120779362|XP_039967493.1|BTRY	LOC117589779|XP_034137867.1|DGUA
OG0000153	LOC120766754|XP_039948361.1|BTRY	LOC117589704|XP_034137758.1|DGUA, LOC117589705|XP_034137759.1|DGUA
OG0000154	LOC120781967|XP_039970078.1|BTRY	LOC117585351|XP_034130686.1|DGUA, LOC117584922|XP_034129963.1|DGUA
OG0000154	LOC120769548|XP_039952531.1|BTRY, LOC120769219|XP_039952049.1|BTRY	LOC117580197|XP_034122464.1|DGUA
OG0000155	LOC120778597|XP_039966404.1|BTRY, LOC120778577|XP_039966374.1|BTRY, LOC120776977|XP_039964008.1|BTRY	LOC117579730|XP_034121618.1|DGUA, LOC117579513|XP_034121310.1|DGUA, LOC117579431|XP_034121204.1|DGUA
OG0000157	LOC120771441|XP_039955380.1|BTRY, LOC120772567|XP_039957188.1|BTRY	LOC117578614|XP_034120104.1|DGUA, LOC117578613|XP_034120103.1|DGUA, LOC117578612|XP_034120100.1|DGUA, LOC117591727|XP_034140934.1|DGUA, LOC117578615|XP_034120105.1|DGUA
OG0000158	LOC120778802|XP_039966738.1|BTRY, LOC120778186|XP_039965856.1|BTRY	LOC117579414|XP_034121184.1|DGUA
OG0000159	LOC120777699|XP_039965108.1|BTRY	LOC117589013|XP_034136524.1|DGUA
OG0000159	LOC120777576|XP_039964918.1|BTRY	LOC117580574|XP_034123068.1|DGUA
OG0000159	LOC120776720|XP_039963559.1|BTRY	LOC117579521|XP_034121320.1|DGUA
OG0000160	LOC120766240|XP_039947556.1|BTRY, LOC120766239|XP_039947555.1|BTRY	LOC117585809|XP_034131420.1|DGUA, LOC117585807|XP_034131416.1|DGUA
OG0000161	LOC120776653|XP_039963438.1|BTRY	LOC117588975|XP_034136453.1|DGUA
OG0000161	LOC120776673|XP_039963480.1|BTRY	LOC117590986|XP_034139952.1|DGUA
OG0000162	LOC120770752|XP_039954273.1|BTRY	LOC117584558|XP_034129407.1|DGUA
OG0000162	LOC120767364|XP_039949270.1|BTRY	LOC117582601|XP_034126355.1|DGUA
OG0000163	LOC120779181|XP_039967359.1|BTRY, LOC120779180|XP_039967358.1|BTRY	LOC117584450|XP_034129258.1|DGUA
OG0000163	LOC120768111|XP_039950592.1|BTRY	LOC117584932|XP_034129982.1|DGUA
OG0000164	LOC120770077|XP_039953153.1|BTRY, LOC120772817|XP_039957542.1|BTRY	LOC117582026|XP_034125446.1|DGUA
OG0000165	LOC120774127|XP_039959433.1|BTRY	LOC117581657|XP_034124927.1|DGUA
OG0000166	LOC120767345|XP_039949237.1|BTRY	LOC117586001|XP_034131724.1|DGUA
OG0000167	LOC120777096|XP_039964164.1|BTRY, LOC120777607|XP_039964990.1|BTRY	LOC117579746|XP_034121655.1|DGUA, LOC117579278|XP_034120965.1|DGUA
OG0000169	LOC120766587|XP_039948125.1|BTRY	LOC117585602|XP_034131042.1|DGUA
OG0000169	LOC120769318|XP_039952204.1|BTRY	LOC117579276|XP_034120963.1|DGUA, LOC117583003|XP_034127045.1|DGUA
OG0000170	LOC120767715|XP_039949846.1|BTRY	LOC117581982|XP_034125365.1|DGUA
OG0000170	LOC120769504|XP_039952470.1|BTRY	LOC117581984|XP_034125366.1|DGUA
OG0000171	LOC120767977|XP_039950322.1|BTRY	LOC117584320|XP_034129040.1|DGUA
OG0000171	LOC120768796|XP_039951486.1|BTRY	LOC117588130|XP_034135110.1|DGUA
OG0000171	LOC120773413|XP_039958216.1|BTRY	LOC117588653|XP_034135980.1|DGUA
OG0000172	LOC120776604|XP_039963324.1|BTRY	LOC117585193|XP_034130433.1|DGUA, LOC117581161|XP_034123994.1|DGUA, LOC117579178|XP_034120833.1|DGUA, LOC117580001|XP_034122088.1|DGUA, LOC117579735|XP_034121634.1|DGUA, LOC117580526|XP_034123010.1|DGUA, LOC117592015|XP_034141360.1|DGUA, LOC117579734|XP_034121623.1|DGUA
OG0000173	LOC120772884|XP_039957670.1|BTRY	LOC117592099|XP_034141507.1|DGUA
OG0000173	LOC120771542|XP_039955532.1|BTRY, LOC120771540|XP_039955529.1|BTRY	LOC117592093|XP_034141500.1|DGUA
OG0000174	LOC120777895|XP_039965400.1|BTRY, LOC120771256|XP_039955107.1|BTRY	LOC117584209|XP_034128872.1|DGUA
OG0000174	LOC120770120|XP_039953233.1|BTRY	LOC117587757|XP_034134579.1|DGUA, LOC117578636|XP_034120137.1|DGUA
OG0000175	LOC120766532|XP_039948037.1|BTRY	LOC117586083|XP_034131830.1|DGUA
OG0000175	LOC120776096|XP_039962518.1|BTRY, LOC120776103|XP_039962530.1|BTRY	LOC117591099|XP_034140091.1|DGUA
OG0000176	LOC120777600|XP_039964972.1|BTRY, LOC120777156|XP_039964234.1|BTRY	LOC117579066|XP_034120663.1|DGUA, LOC117579069|XP_034120666.1|DGUA, LOC117579065|XP_034120662.1|DGUA, LOC117579068|XP_034120665.1|DGUA
OG0000177	LOC120776080|XP_039962483.1|BTRY	LOC117588473|XP_034135656.1|DGUA
OG0000177	LOC120775458|XP_039961580.1|BTRY	LOC117582947|XP_034126947.1|DGUA
OG0000178	LOC120775217|XP_039961219.1|BTRY	LOC117590738|XP_034139538.1|DGUA
OG0000179	LOC120771923|XP_039956148.1|BTRY	LOC117588265|XP_034135297.1|DGUA
OG0000179	LOC120772290|XP_039956734.1|BTRY	LOC117581207|XP_034124110.1|DGUA
OG0000179	LOC120770495|XP_039953948.1|BTRY	LOC117591391|XP_034140528.1|DGUA
OG0000180	LOC120780120|XP_039968337.1|BTRY, LOC120771159|XP_039954972.1|BTRY	LOC117585920|XP_034131580.1|DGUA
OG0000181	LOC120777751|XP_039965223.1|BTRY, LOC120781391|XP_039969537.1|BTRY	LOC117590078|XP_034138307.1|DGUA
OG0000181	LOC120771514|XP_039955506.1|BTRY	LOC117583697|XP_034128068.1|DGUA
OG0000181	LOC120777160|XP_039964241.1|BTRY	LOC117583434|XP_034127624.1|DGUA
OG0000182	LOC120766634|XP_039948186.1|BTRY, LOC120766685|XP_039948264.1|BTRY	LOC117585578|XP_034131006.1|DGUA
OG0000182	LOC120779196|XP_039967400.1|BTRY, LOC120779187|XP_039967387.1|BTRY	LOC117585580|XP_034131008.1|DGUA, LOC117585579|XP_034131007.1|DGUA
OG0000183	LOC120777123|XP_039964200.1|BTRY, LOC120769501|XP_039952467.1|BTRY	LOC117590714|XP_034139505.1|DGUA, LOC117589022|XP_034136541.1|DGUA, LOC117579353|XP_034121073.1|DGUA
