Orthogroup	BTRY.longest_only	DHYD.longest_only
OG0000052	LOC120771792|XP_039955923.1|BTRY, LOC120772636|XP_039957293.1|BTRY, LOC120772635|XP_039957292.1|BTRY, LOC120772637|XP_039957294.1|BTRY	LOC111604961|XP_023179009.1|DHYD, LOC111604963|XP_023179011.2|DHYD, LOC111604962|XP_023179010.1|DHYD, LOC111604228|XP_023177970.1|DHYD, LOC111604271|XP_023178041.2|DHYD, LOC111604241|XP_023177996.1|DHYD, LOC111604278|XP_023178055.1|DHYD, LOC111604234|XP_023177982.1|DHYD
OG0000053	LOC120770153|XP_039953281.1|BTRY	LOC111602599|XP_023175526.2|DHYD, LOC111602600|XP_023175527.2|DHYD
OG0000053	LOC120770564|XP_039954076.1|BTRY	LOC111596382|XP_023166356.2|DHYD
OG0000053	LOC120770562|XP_039954075.1|BTRY	LOC111596381|XP_023166355.2|DHYD
OG0000053	LOC120771115|XP_039954899.1|BTRY, LOC120772335|XP_039956813.1|BTRY, LOC120771116|XP_039954900.1|BTRY	LOC111596379|XP_023166352.2|DHYD
OG0000054	LOC120766688|XP_039948268.1|BTRY, LOC120773479|XP_039958337.1|BTRY	LOC111604826|XP_023178817.2|DHYD
OG0000054	LOC120766314|XP_039947666.1|BTRY, LOC120771817|XP_039955972.1|BTRY, LOC120766166|XP_039947447.1|BTRY	LOC111593322|XP_023161796.2|DHYD, LOC111604856|XP_023178857.2|DHYD
OG0000056	LOC120773463|XP_039958298.1|BTRY, LOC120773462|XP_039958296.1|BTRY, LOC120773461|XP_039958295.1|BTRY	LOC111599614|XP_023171073.2|DHYD, LOC111599611|XP_023171068.2|DHYD, LOC111599619|XP_023171079.2|DHYD, LOC111599613|XP_023171070.2|DHYD
OG0000056	LOC120775660|XP_039961862.1|BTRY	LOC111600558|XP_023172478.1|DHYD
OG0000058	LOC120778110|XP_039965747.1|BTRY, LOC120778815|XP_039966755.1|BTRY, LOC120777383|XP_039964608.1|BTRY	LOC111602372|XP_023175155.1|DHYD, LOC111602373|XP_023175156.2|DHYD, LOC111602375|XP_023175159.2|DHYD, LOC111602371|XP_023175154.1|DHYD, LOC111602374|XP_023175158.2|DHYD, LOC111591894|XP_023159568.1|DHYD
OG0000059	LOC120780097|XP_039968312.1|BTRY, LOC120780106|XP_039968325.1|BTRY, LOC120775512|XP_039961658.1|BTRY, LOC120778400|XP_039966151.1|BTRY, LOC120781731|XP_039969904.1|BTRY, LOC120782205|XP_039970291.1|BTRY, LOC120766699|XP_039948281.1|BTRY, LOC120782168|XP_039970239.1|BTRY, LOC120775546|XP_039961709.1|BTRY	LOC111595783|XP_030078737.1|DHYD, LOC111595875|XP_023165572.2|DHYD, LOC111595256|XP_023164673.2|DHYD, LOC111595830|XP_030078745.1|DHYD, LOC111595757|XP_023165402.2|DHYD, LOC111595792|XP_023165450.1|DHYD
OG0000060	LOC120775432|XP_039961551.1|BTRY	LOC111605127|XP_023179254.1|DHYD, LOC111605118|XP_023179239.1|DHYD
OG0000060	LOC120768177|XP_039950680.1|BTRY	LOC111597837|XP_023168500.1|DHYD
OG0000061	LOC120768964|XP_039951692.1|BTRY	LOC111601172|XP_023173419.2|DHYD
OG0000061	LOC120768474|XP_039951115.1|BTRY, LOC120768583|XP_039951274.1|BTRY	LOC111601143|XP_023173378.2|DHYD, LOC111601144|XP_023173379.1|DHYD
OG0000062	LOC120769500|XP_039952465.1|BTRY, LOC120766206|XP_039947509.1|BTRY, LOC120779328|XP_039967463.1|BTRY, LOC120775291|XP_039961384.1|BTRY, LOC120771826|XP_039955989.1|BTRY, LOC120769103|XP_039951898.1|BTRY, LOC120767422|XP_039949399.1|BTRY, LOC120767417|XP_039949393.1|BTRY, LOC120767416|XP_039949392.1|BTRY, LOC120767418|XP_039949395.1|BTRY, LOC120767419|XP_039949396.1|BTRY, LOC120767415|XP_039949390.1|BTRY, LOC120767420|XP_039949397.1|BTRY, LOC120767414|XP_039949389.1|BTRY, LOC120767411|XP_039949387.1|BTRY, LOC120776617|XP_039963346.1|BTRY	LOC111598288|XP_023169239.1|DHYD, LOC111600181|XP_023171951.1|DHYD, LOC111596290|XP_030080523.1|DHYD
OG0000063	LOC120774802|XP_039960529.1|BTRY, LOC120775030|XP_039960920.1|BTRY, LOC120776056|XP_039962449.1|BTRY	LOC111602944|XP_023176073.2|DHYD, LOC111602943|XP_023176072.2|DHYD, LOC111602946|XP_023176074.2|DHYD
OG0000063	LOC120782455|XP_039970679.1|BTRY, LOC120777941|XP_039965477.1|BTRY	LOC111597578|XP_023168144.2|DHYD, LOC111597466|XP_023167982.2|DHYD, LOC111597464|XP_023167980.2|DHYD
OG0000065	LOC120779665|XP_039967959.1|BTRY, LOC120779680|XP_039967975.1|BTRY, LOC120782495|XP_039970733.1|BTRY	LOC111598539|XP_023169599.2|DHYD, LOC111599010|XP_023170294.2|DHYD, LOC111604341|XP_023178171.2|DHYD
OG0000066	LOC120773490|XP_039958365.1|BTRY	LOC111596465|XP_023166485.1|DHYD, LOC111603713|XP_023177187.1|DHYD, LOC111604865|XP_023178868.2|DHYD, LOC111595983|XP_023165737.1|DHYD, LOC111603187|XP_023176438.2|DHYD
OG0000067	LOC120778614|XP_039966425.1|BTRY	LOC111593087|XP_023161450.1|DHYD
OG0000067	LOC120772621|XP_039957270.1|BTRY	LOC111604531|XP_023178401.2|DHYD
OG0000067	LOC120778613|XP_039966424.1|BTRY	LOC111593109|XP_023161477.2|DHYD
OG0000068	LOC120776119|XP_039962576.1|BTRY	LOC111598177|XP_023169045.2|DHYD
OG0000069	LOC120769525|XP_039952497.1|BTRY	LOC111593948|XP_023162811.1|DHYD
OG0000070	LOC120775533|XP_039961688.1|BTRY, LOC120776028|XP_039962406.1|BTRY, LOC120774314|XP_039959783.1|BTRY, LOC120774316|XP_039959788.1|BTRY, LOC120774315|XP_039959784.1|BTRY	LOC111602191|XP_023174921.2|DHYD
OG0000070	LOC120775922|XP_039962258.1|BTRY	LOC111591972|XP_023159687.1|DHYD
OG0000070	LOC120774551|XP_039960215.1|BTRY	LOC111602192|XP_023174922.2|DHYD, LOC111602194|XP_023174924.2|DHYD
OG0000071	LOC120778566|XP_039966364.1|BTRY, LOC120778407|XP_039966125.1|BTRY	LOC111599791|XP_030081795.1|DHYD
OG0000072	LOC120771304|XP_039955172.1|BTRY	LOC111604605|XP_023178486.1|DHYD
OG0000072	LOC120772988|XP_039957836.1|BTRY	LOC111594128|XP_023163054.2|DHYD
OG0000072	LOC120771756|XP_039955872.1|BTRY	LOC111594127|XP_023163053.2|DHYD
OG0000073	LOC120770531|XP_039954016.1|BTRY	LOC111595450|XP_023164945.1|DHYD
OG0000073	LOC120773570|XP_039958474.1|BTRY	LOC111597481|XP_023168396.1|DHYD
OG0000073	LOC120766419|XP_039947816.1|BTRY	LOC111602674|XP_023175635.2|DHYD
OG0000074	LOC120778910|XP_039966891.1|BTRY	LOC111596936|XP_023167155.1|DHYD, LOC111596937|XP_023167156.2|DHYD
OG0000074	LOC120776970|XP_039963997.1|BTRY	LOC111601089|XP_023173284.2|DHYD
OG0000075	LOC120776593|XP_039963300.1|BTRY	LOC111595078|XP_023164402.1|DHYD
OG0000075	LOC120776389|XP_039962933.1|BTRY, LOC120778794|XP_039966728.1|BTRY, LOC120778726|XP_039966624.1|BTRY, LOC120778602|XP_039966409.1|BTRY, LOC120778440|XP_039966162.1|BTRY	LOC111595081|XP_023164405.1|DHYD
OG0000075	LOC120776388|XP_039962932.1|BTRY	LOC111595077|XP_023164401.1|DHYD, LOC111595142|XP_023164483.1|DHYD
OG0000076	LOC120778972|XP_039966981.1|BTRY	LOC111599682|XP_023171158.1|DHYD
OG0000076	LOC120773465|XP_039958303.1|BTRY, LOC120773464|XP_039958300.1|BTRY	LOC111592395|XP_023160339.2|DHYD, LOC111592398|XP_023160342.2|DHYD
OG0000076	LOC120773985|XP_039959178.1|BTRY	LOC111600172|XP_023171933.1|DHYD
OG0000077	LOC120770520|XP_039953996.1|BTRY	LOC111599997|XP_023171665.1|DHYD
OG0000077	LOC120766987|XP_039948728.1|BTRY	LOC111595708|XP_023165321.1|DHYD
OG0000077	LOC120771294|XP_039955159.1|BTRY	LOC111599697|XP_023171187.1|DHYD
OG0000077	LOC120767550|XP_039949648.1|BTRY	LOC111592482|XP_023160465.1|DHYD
OG0000078	LOC120776000|XP_039962366.1|BTRY, LOC120775042|XP_039960952.1|BTRY	LOC111593533|XP_023162105.1|DHYD, LOC111593319|XP_023161795.1|DHYD, LOC111604289|XP_023178073.2|DHYD, LOC111603428|XP_023176780.2|DHYD, LOC111603133|XP_023176376.1|DHYD, LOC111596540|XP_023166579.2|DHYD
OG0000079	LOC120769799|XP_039952920.1|BTRY	LOC111601195|XP_023173453.2|DHYD, LOC111601222|XP_023173489.2|DHYD
OG0000080	LOC120770830|XP_039954353.1|BTRY, LOC120772997|XP_039957842.1|BTRY, LOC120772996|XP_039957841.1|BTRY	LOC111600911|XP_023173040.2|DHYD
OG0000080	LOC120772075|XP_039956403.1|BTRY, LOC120772172|XP_039956551.1|BTRY	LOC111592557|XP_023160621.1|DHYD
OG0000081	LOC120778160|XP_039965820.1|BTRY	LOC111595375|XP_023164839.2|DHYD
OG0000082	LOC120782787|XP_039971189.1|BTRY	LOC111600682|XP_023172704.2|DHYD, LOC111595221|XP_023164604.2|DHYD
OG0000082	LOC120766890|XP_039948574.1|BTRY, LOC120766889|XP_039948573.1|BTRY	LOC111595651|XP_023165246.2|DHYD
OG0000083	LOC120768958|XP_039951686.1|BTRY	LOC111605744|XP_023180216.2|DHYD
OG0000083	LOC120767865|XP_039950113.1|BTRY	LOC111592658|XP_030079136.1|DHYD
OG0000084	LOC120781256|XP_039969343.1|BTRY	LOC111604038|XP_023177666.2|DHYD
OG0000084	LOC120770047|XP_039953099.1|BTRY, LOC120768058|XP_039950510.1|BTRY, LOC120771201|XP_039955035.1|BTRY	LOC111594007|XP_023162872.2|DHYD
OG0000085	LOC120770283|XP_039953552.1|BTRY	LOC111604178|XP_023177892.1|DHYD
OG0000087	LOC120768924|XP_039951637.1|BTRY	LOC111598477|XP_023169504.1|DHYD
OG0000087	LOC120769645|XP_039952684.1|BTRY, LOC120769435|XP_039952350.1|BTRY	LOC115482921|XP_030079086.1|DHYD, LOC115482922|XP_030079087.1|DHYD, LOC115482931|XP_030079123.1|DHYD
OG0000087	LOC120769086|XP_039951880.1|BTRY	LOC111604004|XP_023177629.2|DHYD
OG0000088	LOC120773069|XP_039957940.1|BTRY	LOC111592149|XP_023159964.1|DHYD
OG0000089	LOC120766628|XP_039948178.1|BTRY	LOC111603588|XP_023177012.1|DHYD
OG0000089	LOC120778537|XP_039966313.1|BTRY	LOC111603721|XP_023177200.1|DHYD
OG0000090	LOC120771351|XP_039955235.1|BTRY	LOC111592171|XP_023159993.2|DHYD
OG0000090	LOC120771989|XP_039956278.1|BTRY	LOC111592119|XP_023159918.2|DHYD
OG0000090	LOC120772488|XP_039957068.1|BTRY, LOC120771988|XP_039956277.1|BTRY	LOC111592435|XP_023160386.1|DHYD
OG0000090	LOC120771986|XP_039956274.1|BTRY, LOC120771987|XP_039956276.1|BTRY	LOC111593119|XP_030080405.1|DHYD
OG0000091	LOC120780252|XP_039968448.1|BTRY	LOC111601403|XP_023173720.2|DHYD
OG0000091	LOC120769362|XP_039952257.1|BTRY	LOC111599470|XP_023170907.2|DHYD
OG0000091	LOC120773577|XP_039958502.1|BTRY	LOC111592942|XP_023161174.1|DHYD
OG0000091	LOC120777245|XP_039964375.1|BTRY, LOC120766362|XP_039947726.1|BTRY	LOC111592941|XP_023161173.1|DHYD
OG0000092	LOC120782357|XP_039970530.1|BTRY	LOC111599699|XP_023171192.2|DHYD
OG0000092	LOC120782888|XP_039971370.1|BTRY	LOC111597499|XP_023168028.2|DHYD
OG0000092	LOC120782541|XP_039970806.1|BTRY	LOC111597484|XP_023168003.2|DHYD
OG0000093	LOC120768178|XP_039950676.1|BTRY	LOC111601939|XP_023174562.2|DHYD
OG0000093	LOC120774454|XP_039960036.1|BTRY	LOC111593071|XP_023161417.1|DHYD
OG0000094	LOC120781795|XP_039969955.1|BTRY, LOC120781757|XP_039969927.1|BTRY, LOC120781762|XP_039969932.1|BTRY, LOC120781776|XP_039969940.1|BTRY	LOC111599491|XP_023170925.1|DHYD
OG0000096	LOC120768952|XP_039951675.1|BTRY	LOC111595909|XP_023165620.2|DHYD, LOC111595917|XP_023165636.1|DHYD, LOC111595908|XP_023165619.2|DHYD
OG0000096	LOC120768465|XP_039951102.1|BTRY, LOC120768467|XP_039951105.1|BTRY, LOC120768466|XP_039951104.1|BTRY, LOC120768468|XP_039951106.1|BTRY, LOC120767637|XP_039949738.1|BTRY, LOC120767636|XP_039949737.1|BTRY, LOC120769373|XP_039952272.1|BTRY, LOC120768601|XP_039951297.1|BTRY, LOC120769075|XP_039951869.1|BTRY, LOC120769214|XP_039952041.1|BTRY, LOC120769063|XP_039951852.1|BTRY, LOC120769257|XP_039952092.1|BTRY, LOC120768464|XP_039951101.1|BTRY, LOC120768463|XP_039951100.1|BTRY	LOC111594349|XP_023163377.2|DHYD
OG0000099	LOC120777511|XP_039964811.1|BTRY	LOC111595394|XP_023164864.2|DHYD
OG0000099	LOC120773585|XP_039958507.1|BTRY	LOC115483034|XP_030079680.1|DHYD, LOC111605619|XP_030079681.1|DHYD, LOC111596155|XP_023166055.2|DHYD
OG0000101	LOC120776874|XP_039963866.1|BTRY	LOC111605102|XP_023179212.1|DHYD
OG0000101	LOC120776875|XP_039963867.1|BTRY	LOC115483448|XP_030081298.1|DHYD
OG0000101	LOC120776631|XP_039963381.1|BTRY	LOC111605109|XP_030081823.1|DHYD
OG0000102	LOC120770301|XP_039953601.1|BTRY, LOC120770302|XP_039953602.1|BTRY	LOC111597672|XP_023168266.1|DHYD
OG0000102	LOC120768179|XP_039950679.1|BTRY, LOC120768056|XP_039950507.1|BTRY, LOC120771676|XP_039955732.1|BTRY, LOC120777852|XP_039965328.1|BTRY	LOC111597731|XP_023168344.2|DHYD
OG0000103	LOC120777733|XP_039965157.1|BTRY, LOC120776555|XP_039963241.1|BTRY	LOC111601118|XP_023173340.1|DHYD, LOC111601119|XP_023173341.2|DHYD, LOC111601117|XP_023173339.2|DHYD
OG0000103	LOC120771914|XP_039956135.1|BTRY, LOC120772128|XP_039956478.1|BTRY	LOC111605234|XP_023179437.1|DHYD
OG0000104	LOC120778142|XP_039965799.1|BTRY, LOC120778141|XP_039965798.1|BTRY	LOC111604659|XP_023178583.1|DHYD
OG0000104	LOC120766497|XP_039947982.1|BTRY, LOC120766343|XP_039947703.1|BTRY, LOC120778118|XP_039965756.1|BTRY	LOC111600397|XP_023172245.2|DHYD, LOC115483402|XP_030081053.1|DHYD
OG0000104	LOC120778612|XP_039966423.1|BTRY, LOC120778866|XP_039966836.1|BTRY, LOC120779052|XP_039967120.1|BTRY, LOC120778973|XP_039966995.1|BTRY	LOC111604693|XP_023178632.2|DHYD
OG0000105	LOC120782639|XP_039970941.1|BTRY, LOC120767012|XP_039948769.1|BTRY	LOC111597551|XP_023168115.2|DHYD, LOC111598625|XP_023169726.2|DHYD
OG0000105	LOC120782189|XP_039970265.1|BTRY	LOC111597554|XP_023168119.2|DHYD
OG0000107	LOC120770816|XP_039954328.1|BTRY	LOC111601231|XP_023173496.2|DHYD, LOC111594919|XP_023164178.2|DHYD, LOC111594909|XP_023164167.2|DHYD
OG0000109	LOC120768593|XP_039951288.1|BTRY	LOC111601162|XP_023173410.2|DHYD, LOC111601018|XP_023173193.2|DHYD
OG0000110	LOC120777572|XP_039964910.1|BTRY, LOC120778881|XP_039966858.1|BTRY	LOC111602896|XP_023176001.2|DHYD, LOC111602908|XP_030081181.1|DHYD
OG0000110	LOC120778906|XP_039966885.1|BTRY, LOC120777638|XP_039965025.1|BTRY	LOC111602891|XP_023175994.1|DHYD
OG0000111	LOC120771785|XP_039955913.1|BTRY, LOC120771525|XP_039955516.1|BTRY, LOC120771526|XP_039955517.1|BTRY, LOC120771524|XP_039955515.1|BTRY	LOC111593853|XP_023162670.1|DHYD, LOC111592679|XP_023160814.1|DHYD, LOC111594826|XP_023164062.1|DHYD
OG0000112	LOC120776060|XP_039962460.1|BTRY	LOC111605329|XP_023179566.2|DHYD
OG0000112	LOC120773601|XP_039958533.1|BTRY, LOC120773600|XP_039958532.1|BTRY, LOC120773604|XP_039958538.1|BTRY, LOC120773603|XP_039958537.1|BTRY, LOC120773732|XP_039958723.1|BTRY	LOC111605332|XP_023179568.2|DHYD, LOC111603144|XP_023176388.1|DHYD, LOC111603201|XP_023176458.2|DHYD
OG0000113	LOC120771011|XP_039954717.1|BTRY, LOC120782768|XP_039971165.1|BTRY	LOC111599912|XP_023171509.1|DHYD, LOC111604401|XP_023178220.2|DHYD, LOC111603366|XP_023176683.2|DHYD, LOC111604045|XP_023177669.1|DHYD
OG0000114	LOC120767657|XP_039949763.1|BTRY, LOC120774073|XP_039959325.1|BTRY, LOC120767655|XP_039949762.1|BTRY	LOC111603782|XP_023177292.2|DHYD
OG0000114	LOC120767658|XP_039949764.1|BTRY	LOC111603784|XP_023177293.1|DHYD
OG0000116	LOC120782355|XP_039970525.1|BTRY	LOC111604852|XP_023178853.1|DHYD
OG0000117	LOC120769109|XP_039951905.1|BTRY	LOC111600402|XP_023172250.2|DHYD
OG0000117	LOC120769110|XP_039951906.1|BTRY	LOC111600404|XP_023172253.2|DHYD
OG0000117	LOC120769113|XP_039951909.1|BTRY	LOC111600405|XP_023172254.1|DHYD
OG0000117	LOC120769111|XP_039951907.1|BTRY	LOC111600409|XP_023172258.2|DHYD
OG0000118	LOC120774742|XP_039960431.1|BTRY	LOC111602186|XP_023174913.2|DHYD, LOC111602185|XP_023174912.2|DHYD, LOC111602611|XP_023175538.2|DHYD
OG0000119	LOC120781461|XP_039969618.1|BTRY, LOC120779615|XP_039967898.1|BTRY, LOC120782241|XP_039970343.1|BTRY, LOC120772767|XP_039957513.1|BTRY	LOC111594626|XP_023163785.1|DHYD, LOC111594598|XP_023163731.1|DHYD
OG0000119	LOC120766714|XP_039948293.1|BTRY	LOC111594582|XP_023163708.1|DHYD
OG0000120	LOC120775661|XP_039961863.1|BTRY	LOC111604779|XP_023178762.1|DHYD
OG0000120	LOC120772192|XP_039956592.1|BTRY	LOC111600604|XP_023172567.2|DHYD
OG0000120	LOC120775789|XP_039962063.1|BTRY	LOC111603518|XP_023176910.1|DHYD, LOC111601088|XP_023173283.1|DHYD
OG0000121	LOC120780196|XP_039968399.1|BTRY, LOC120780541|XP_039968740.1|BTRY, LOC120777121|XP_039964203.1|BTRY	LOC111596987|XP_023167243.2|DHYD, LOC111596993|XP_023167257.2|DHYD, LOC111603179|XP_023176430.1|DHYD
OG0000122	LOC120768461|XP_039951097.1|BTRY	LOC111594761|XP_023163978.2|DHYD
OG0000122	LOC120771261|XP_039955113.1|BTRY	LOC111601844|XP_023174446.2|DHYD
OG0000122	LOC120767410|XP_039949386.1|BTRY	LOC111604606|XP_023178487.1|DHYD, LOC111602177|XP_030079238.1|DHYD
OG0000123	LOC120779679|XP_039968002.1|BTRY, LOC120779752|XP_039968092.1|BTRY	LOC111604152|XP_023177844.1|DHYD, LOC111604143|XP_023177833.1|DHYD, LOC115482780|XP_030078625.1|DHYD, LOC111592387|XP_023160330.2|DHYD
OG0000125	LOC120779426|XP_039967569.1|BTRY	LOC111598816|XP_023170014.1|DHYD
OG0000125	LOC120770437|XP_039953842.1|BTRY	LOC111596553|XP_023166598.2|DHYD
OG0000126	LOC120774136|XP_039959456.1|BTRY	LOC111600358|XP_023172204.2|DHYD, LOC111598993|XP_023170265.1|DHYD
OG0000127	LOC120779597|XP_039967879.1|BTRY	LOC111602713|XP_023175721.1|DHYD, LOC111602743|XP_023175763.2|DHYD
OG0000127	LOC120779739|XP_039968050.1|BTRY	LOC111602747|XP_023175766.2|DHYD
OG0000128	LOC120772126|XP_039956474.1|BTRY, LOC120771684|XP_039955749.1|BTRY, LOC120770982|XP_039954658.1|BTRY, LOC120770983|XP_039954659.1|BTRY, LOC120770984|XP_039954660.1|BTRY	LOC111604073|XP_030081308.1|DHYD
OG0000129	LOC120775214|XP_039961211.1|BTRY	LOC111597362|XP_023167785.1|DHYD
OG0000129	LOC120767577|XP_039949656.1|BTRY	LOC111600994|XP_023173154.2|DHYD, LOC111600993|XP_023173153.1|DHYD, LOC111597361|XP_023167784.1|DHYD
OG0000130	LOC120777985|XP_039965558.1|BTRY	LOC111595665|XP_023165255.2|DHYD, LOC111595642|XP_023165234.2|DHYD, LOC111595647|XP_023165239.2|DHYD, LOC111595659|XP_023165250.1|DHYD, LOC111595648|XP_023165240.2|DHYD, LOC111595664|XP_023165254.2|DHYD
OG0000131	LOC120782179|XP_039970256.1|BTRY	LOC111594556|XP_023163679.2|DHYD
OG0000132	LOC120767643|XP_039949749.1|BTRY, LOC120767644|XP_039949750.1|BTRY	LOC111595014|XP_023164289.2|DHYD
OG0000132	LOC120768834|XP_039951523.1|BTRY	LOC111603549|XP_023176951.2|DHYD
OG0000134	LOC120774903|XP_039960709.1|BTRY	LOC111602019|XP_023174685.1|DHYD
OG0000134	LOC120768520|XP_039951184.1|BTRY	LOC111598831|XP_030078873.1|DHYD, LOC111601548|XP_023173960.1|DHYD
OG0000136	LOC120779767|XP_039968081.1|BTRY, LOC120782038|XP_039970128.1|BTRY, LOC120780498|XP_039968706.1|BTRY, LOC120781678|XP_039969833.1|BTRY, LOC120781414|XP_039969560.1|BTRY, LOC120768149|XP_039950644.1|BTRY, LOC120768618|XP_039951318.1|BTRY, LOC120768340|XP_039950927.1|BTRY, LOC120768800|XP_039951490.1|BTRY, LOC120768782|XP_039951475.1|BTRY, LOC120778245|XP_039965939.1|BTRY, LOC120780592|XP_039968785.1|BTRY, LOC120781818|XP_039969972.1|BTRY, LOC120781468|XP_039969628.1|BTRY, LOC120780326|XP_039968551.1|BTRY, LOC120781638|XP_039969802.1|BTRY, LOC120781457|XP_039969607.1|BTRY	LOC111597401|XP_023167848.2|DHYD
OG0000137	LOC120776700|XP_039963518.1|BTRY	LOC111596505|XP_023166534.1|DHYD
OG0000137	LOC120767078|XP_039948875.1|BTRY	LOC111594447|XP_023163503.2|DHYD
OG0000137	LOC120776444|XP_039963035.1|BTRY	LOC111601021|XP_023173196.2|DHYD
OG0000141	LOC120778104|XP_039965740.1|BTRY, LOC120778105|XP_039965741.1|BTRY, LOC120778041|XP_039965650.1|BTRY	LOC111601723|XP_023174214.2|DHYD
OG0000142	LOC120777727|XP_039965152.1|BTRY	LOC111593371|XP_023161855.1|DHYD
OG0000142	LOC120774337|XP_039959830.1|BTRY	LOC111605339|XP_030080112.1|DHYD
OG0000143	LOC120776475|XP_039963084.1|BTRY	LOC111593521|XP_023162080.2|DHYD
OG0000144	LOC120769364|XP_039952263.1|BTRY	LOC111604227|XP_023177966.2|DHYD
OG0000144	LOC120773797|XP_039958834.1|BTRY	LOC111596455|XP_023166450.1|DHYD
OG0000144	LOC120768115|XP_039950597.1|BTRY	LOC111604000|XP_023177617.1|DHYD
OG0000145	LOC120774460|XP_039960049.1|BTRY	LOC111603372|XP_023176692.1|DHYD
OG0000145	LOC120767329|XP_039949207.1|BTRY	LOC115483294|XP_030080505.1|DHYD, LOC111594181|XP_023163131.1|DHYD
OG0000145	LOC120767331|XP_039949208.1|BTRY	LOC111594179|XP_023163129.2|DHYD, LOC115483303|XP_030080517.1|DHYD
OG0000145	LOC120767332|XP_039949209.1|BTRY	LOC115483293|XP_030080502.1|DHYD, LOC111594177|XP_023163128.2|DHYD
OG0000147	LOC120769426|XP_039952342.1|BTRY	LOC111595831|XP_023165506.1|DHYD
OG0000147	LOC120771570|XP_039955573.1|BTRY	LOC111594434|XP_030080605.1|DHYD
OG0000147	LOC120771587|XP_039955596.1|BTRY	LOC111594518|XP_023163614.1|DHYD
OG0000148	LOC120767846|XP_039950077.1|BTRY	LOC111601105|XP_023173316.2|DHYD
OG0000149	LOC120774421|XP_039959984.1|BTRY	LOC111592069|XP_023159843.2|DHYD
OG0000149	LOC120774650|XP_039960308.1|BTRY	LOC111593628|XP_023162265.1|DHYD
OG0000150	LOC120767670|XP_039949776.1|BTRY	LOC111596269|XP_023166174.2|DHYD
OG0000151	LOC120776428|XP_039963015.1|BTRY	LOC111600942|XP_023173081.2|DHYD
OG0000151	LOC120776430|XP_039963017.1|BTRY	LOC115483388|XP_030081010.1|DHYD
OG0000151	LOC120776426|XP_039963012.1|BTRY	LOC111599240|XP_023170605.2|DHYD
OG0000152	LOC120780845|XP_039969021.1|BTRY	LOC111596245|XP_023166145.2|DHYD, LOC111596244|XP_023166144.1|DHYD, LOC111596246|XP_023166146.2|DHYD
OG0000153	LOC120778419|XP_039966138.1|BTRY, LOC120779362|XP_039967493.1|BTRY	LOC111593253|XP_023161680.1|DHYD
OG0000153	LOC120766754|XP_039948361.1|BTRY	LOC111593270|XP_023161709.2|DHYD, LOC111593271|XP_023161710.2|DHYD
OG0000154	LOC120781967|XP_039970078.1|BTRY	LOC111603479|XP_030081666.1|DHYD, LOC115483717|XP_030081665.1|DHYD
OG0000154	LOC120769548|XP_039952531.1|BTRY, LOC120769219|XP_039952049.1|BTRY	LOC111604282|XP_023178065.2|DHYD
OG0000155	LOC120778597|XP_039966404.1|BTRY, LOC120778577|XP_039966374.1|BTRY, LOC120776977|XP_039964008.1|BTRY	LOC115483421|XP_030081184.1|DHYD, LOC115483481|XP_030081492.1|DHYD, LOC111593220|XP_023161639.2|DHYD, LOC111593221|XP_023161640.2|DHYD, LOC111593218|XP_023161637.2|DHYD
OG0000157	LOC120771441|XP_039955380.1|BTRY, LOC120772567|XP_039957188.1|BTRY	LOC111597018|XP_023167292.1|DHYD, LOC111597019|XP_023167293.1|DHYD, LOC111597008|XP_023167280.2|DHYD, LOC111597009|XP_023167281.2|DHYD
OG0000158	LOC120778802|XP_039966738.1|BTRY, LOC120778186|XP_039965856.1|BTRY	LOC111597574|XP_023168141.2|DHYD, LOC111597584|XP_023168151.2|DHYD
OG0000159	LOC120777699|XP_039965108.1|BTRY	LOC111592870|XP_030079690.1|DHYD
OG0000159	LOC120777576|XP_039964918.1|BTRY	LOC111601281|XP_030081817.1|DHYD
OG0000159	LOC120776720|XP_039963559.1|BTRY	LOC111595118|XP_023164454.2|DHYD
OG0000160	LOC120766240|XP_039947556.1|BTRY, LOC120766239|XP_039947555.1|BTRY	LOC111605455|XP_030080648.1|DHYD, LOC111601382|XP_030080693.1|DHYD
OG0000161	LOC120776653|XP_039963438.1|BTRY	LOC111598769|XP_023169951.1|DHYD
OG0000161	LOC120776673|XP_039963480.1|BTRY	LOC111602406|XP_023175200.1|DHYD
OG0000162	LOC120770752|XP_039954273.1|BTRY	LOC111592657|XP_023160776.2|DHYD, LOC111592641|XP_023160755.2|DHYD
OG0000162	LOC120767364|XP_039949270.1|BTRY	LOC111591954|XP_023159656.2|DHYD
OG0000163	LOC120779181|XP_039967359.1|BTRY, LOC120779180|XP_039967358.1|BTRY	LOC111599502|XP_023170939.2|DHYD
OG0000163	LOC120768111|XP_039950592.1|BTRY	LOC111602700|XP_023175704.2|DHYD
OG0000164	LOC120770077|XP_039953153.1|BTRY, LOC120772817|XP_039957542.1|BTRY	LOC111592230|XP_023160082.2|DHYD, LOC111605745|XP_030081570.1|DHYD, LOC111591855|XP_023159505.2|DHYD, LOC115483755|XP_030081862.1|DHYD, LOC111604445|XP_023178283.2|DHYD, LOC111604444|XP_023178282.2|DHYD, LOC111601271|XP_023173550.2|DHYD
OG0000165	LOC120774127|XP_039959433.1|BTRY	LOC111603343|XP_023176647.1|DHYD
