Orthogroup	BTRY.longest_only	DNOV.longest_only
OG0000049	LOC120782870|XP_039971347.1|BTRY	LOC115761547|XP_030559189.1|DNOV
OG0000049	LOC120782209|XP_039970301.1|BTRY	LOC115761542|XP_030559185.1|DNOV
OG0000049	LOC120781673|XP_039969832.1|BTRY	LOC115761399|XP_030559017.1|DNOV
OG0000049	LOC120782186|XP_039970263.1|BTRY, LOC120782627|XP_039970929.1|BTRY	LOC115761457|XP_030559084.1|DNOV
OG0000049	LOC120772847|XP_039957638.1|BTRY	LOC115761552|XP_030559195.1|DNOV
OG0000050	LOC120776369|XP_039962882.1|BTRY	LOC115758280|XP_030554702.1|DNOV
OG0000050	LOC120778411|XP_039966128.1|BTRY	LOC115770327|XP_030571425.1|DNOV, LOC115770328|XP_030571426.1|DNOV, LOC115770326|XP_030571424.1|DNOV, LOC115770322|XP_030571419.1|DNOV
OG0000051	LOC120776450|XP_039963045.1|BTRY	LOC115763752|XP_030562324.1|DNOV
OG0000051	LOC120782523|XP_039970766.1|BTRY, LOC120766330|XP_039947687.1|BTRY	LOC115767886|XP_030568111.1|DNOV, LOC115761373|XP_030558983.1|DNOV
OG0000052	LOC120771792|XP_039955923.1|BTRY, LOC120772636|XP_039957293.1|BTRY, LOC120772635|XP_039957292.1|BTRY, LOC120772637|XP_039957294.1|BTRY	LOC115763778|XP_030562359.1|DNOV, LOC115763892|XP_030562530.1|DNOV, LOC115763891|XP_030562528.1|DNOV, LOC115763777|XP_030562358.1|DNOV, LOC115771518|XP_030573117.1|DNOV, LOC115771510|XP_030573105.1|DNOV
OG0000053	LOC120770153|XP_039953281.1|BTRY	LOC115771927|XP_030573689.1|DNOV, LOC115771866|XP_030573609.1|DNOV
OG0000053	LOC120770564|XP_039954076.1|BTRY	LOC115771921|XP_030573679.1|DNOV
OG0000053	LOC120770562|XP_039954075.1|BTRY	LOC115771855|XP_030573599.1|DNOV
OG0000053	LOC120771115|XP_039954899.1|BTRY, LOC120772335|XP_039956813.1|BTRY, LOC120771116|XP_039954900.1|BTRY	LOC115771936|XP_030573699.1|DNOV
OG0000054	LOC120766688|XP_039948268.1|BTRY, LOC120773479|XP_039958337.1|BTRY	LOC115766043|XP_030565674.1|DNOV
OG0000054	LOC120766314|XP_039947666.1|BTRY, LOC120771817|XP_039955972.1|BTRY, LOC120766166|XP_039947447.1|BTRY	LOC115770765|XP_030572036.1|DNOV, LOC115766097|XP_030565772.1|DNOV
OG0000056	LOC120773463|XP_039958298.1|BTRY, LOC120773462|XP_039958296.1|BTRY, LOC120773461|XP_039958295.1|BTRY	LOC115764822|XP_030563931.1|DNOV, LOC115764820|XP_030563929.1|DNOV, LOC115764821|XP_030563930.1|DNOV
OG0000058	LOC120778110|XP_039965747.1|BTRY, LOC120778815|XP_039966755.1|BTRY, LOC120777383|XP_039964608.1|BTRY	LOC115758934|XP_030555595.1|DNOV, LOC115758936|XP_030555597.1|DNOV, LOC115758933|XP_030555594.1|DNOV, LOC115758935|XP_030555596.1|DNOV, LOC115766835|XP_030566732.1|DNOV
OG0000059	LOC120780097|XP_039968312.1|BTRY, LOC120780106|XP_039968325.1|BTRY, LOC120775512|XP_039961658.1|BTRY, LOC120778400|XP_039966151.1|BTRY, LOC120781731|XP_039969904.1|BTRY, LOC120782205|XP_039970291.1|BTRY, LOC120766699|XP_039948281.1|BTRY, LOC120782168|XP_039970239.1|BTRY, LOC120775546|XP_039961709.1|BTRY	LOC115764095|XP_030562808.1|DNOV, LOC115764107|XP_030562822.1|DNOV, LOC115764042|XP_030562742.1|DNOV, LOC115764028|XP_030562719.1|DNOV, LOC115764210|XP_030562960.1|DNOV, LOC115764024|XP_030562715.1|DNOV
OG0000060	LOC120775432|XP_039961551.1|BTRY	LOC115768497|XP_030568943.1|DNOV, LOC115768521|XP_030568971.1|DNOV
OG0000060	LOC120768177|XP_039950680.1|BTRY	LOC115765029|XP_030564252.1|DNOV
OG0000061	LOC120768964|XP_039951692.1|BTRY	LOC115763134|XP_030561437.1|DNOV
OG0000061	LOC120768474|XP_039951115.1|BTRY, LOC120768583|XP_039951274.1|BTRY	LOC115763160|XP_030561472.1|DNOV, LOC115763156|XP_030561467.1|DNOV
OG0000062	LOC120769500|XP_039952465.1|BTRY, LOC120766206|XP_039947509.1|BTRY, LOC120779328|XP_039967463.1|BTRY, LOC120775291|XP_039961384.1|BTRY, LOC120771826|XP_039955989.1|BTRY, LOC120769103|XP_039951898.1|BTRY, LOC120767422|XP_039949399.1|BTRY, LOC120767417|XP_039949393.1|BTRY, LOC120767416|XP_039949392.1|BTRY, LOC120767418|XP_039949395.1|BTRY, LOC120767419|XP_039949396.1|BTRY, LOC120767415|XP_039949390.1|BTRY, LOC120767420|XP_039949397.1|BTRY, LOC120767414|XP_039949389.1|BTRY, LOC120767411|XP_039949387.1|BTRY, LOC120776617|XP_039963346.1|BTRY	LOC115766456|XP_030566248.1|DNOV, LOC115763354|XP_030561739.1|DNOV
OG0000063	LOC120774802|XP_039960529.1|BTRY, LOC120775030|XP_039960920.1|BTRY, LOC120776056|XP_039962449.1|BTRY	LOC115770680|XP_030571925.1|DNOV, LOC115770681|XP_030571926.1|DNOV
OG0000063	LOC120782455|XP_039970679.1|BTRY, LOC120777941|XP_039965477.1|BTRY	LOC115770341|XP_030571439.1|DNOV, LOC115770262|XP_030571339.1|DNOV, LOC115770409|XP_030571530.1|DNOV, LOC115770342|XP_030571440.1|DNOV
OG0000065	LOC120779665|XP_039967959.1|BTRY, LOC120779680|XP_039967975.1|BTRY, LOC120782495|XP_039970733.1|BTRY	LOC115771835|XP_030573576.1|DNOV, LOC115759592|XP_030556422.1|DNOV, LOC115759591|XP_030556420.1|DNOV, LOC115759590|XP_030556419.1|DNOV, LOC115759594|XP_030556423.1|DNOV, LOC115772094|XP_030573915.1|DNOV, LOC115763851|XP_030562484.1|DNOV, LOC115767459|XP_030567624.1|DNOV, LOC115767413|XP_030567549.1|DNOV
OG0000066	LOC120773490|XP_039958365.1|BTRY	LOC115769505|XP_030570196.1|DNOV, LOC115767618|XP_030567778.1|DNOV, LOC115759113|XP_030555815.1|DNOV, LOC115766084|XP_030565752.1|DNOV, LOC115765364|XP_030564745.1|DNOV, LOC115768347|XP_030568771.1|DNOV
OG0000067	LOC120778614|XP_039966425.1|BTRY	LOC115769783|XP_030570610.1|DNOV
OG0000067	LOC120772621|XP_039957270.1|BTRY	LOC115762160|XP_030560137.1|DNOV
OG0000067	LOC120778613|XP_039966424.1|BTRY	LOC115769836|XP_030570670.1|DNOV
OG0000068	LOC120776119|XP_039962576.1|BTRY	LOC115765365|XP_030564748.1|DNOV
OG0000069	LOC120769525|XP_039952497.1|BTRY	LOC115764506|XP_030563456.1|DNOV
OG0000070	LOC120775533|XP_039961688.1|BTRY, LOC120776028|XP_039962406.1|BTRY, LOC120774314|XP_039959783.1|BTRY, LOC120774316|XP_039959788.1|BTRY, LOC120774315|XP_039959784.1|BTRY	LOC115758973|XP_030555636.1|DNOV
OG0000070	LOC120775922|XP_039962258.1|BTRY	LOC115765204|XP_030564504.1|DNOV
OG0000070	LOC120774551|XP_039960215.1|BTRY	LOC115759073|XP_030555762.1|DNOV, LOC115758728|XP_030555341.1|DNOV
OG0000071	LOC120778566|XP_039966364.1|BTRY, LOC120778407|XP_039966125.1|BTRY	LOC115771374|XP_030572918.1|DNOV, LOC115771373|XP_030572916.1|DNOV, LOC115771375|XP_030572919.1|DNOV
OG0000072	LOC120771304|XP_039955172.1|BTRY	LOC115762189|XP_030560172.1|DNOV
OG0000072	LOC120772988|XP_039957836.1|BTRY	LOC115760700|XP_030558025.1|DNOV
OG0000072	LOC120771756|XP_039955872.1|BTRY	LOC115760737|XP_030558073.1|DNOV
OG0000073	LOC120770531|XP_039954016.1|BTRY	LOC115757880|XP_030554180.1|DNOV
OG0000073	LOC120766419|XP_039947816.1|BTRY	LOC115764211|XP_030562961.1|DNOV
OG0000074	LOC120778910|XP_039966891.1|BTRY	LOC115767646|XP_030567793.1|DNOV, LOC115767642|XP_030567789.1|DNOV
OG0000074	LOC120776970|XP_039963997.1|BTRY	LOC115771062|XP_030572474.1|DNOV
OG0000075	LOC120776593|XP_039963300.1|BTRY	LOC115770426|XP_030571554.1|DNOV
OG0000075	LOC120776389|XP_039962933.1|BTRY, LOC120778794|XP_039966728.1|BTRY, LOC120778726|XP_039966624.1|BTRY, LOC120778602|XP_039966409.1|BTRY, LOC120778440|XP_039966162.1|BTRY	LOC115770110|XP_030571087.1|DNOV
OG0000075	LOC120776388|XP_039962932.1|BTRY	LOC115770275|XP_030571359.1|DNOV, LOC115770445|XP_030571581.1|DNOV
OG0000076	LOC120778972|XP_039966981.1|BTRY	LOC115766967|XP_030566920.1|DNOV
OG0000076	LOC120773465|XP_039958303.1|BTRY, LOC120773464|XP_039958300.1|BTRY	LOC115763785|XP_030562365.1|DNOV, LOC115763786|XP_030562373.1|DNOV
OG0000076	LOC120773985|XP_039959178.1|BTRY	LOC115766325|XP_030566076.1|DNOV
OG0000077	LOC120770520|XP_039953996.1|BTRY	LOC115765531|XP_030565013.1|DNOV
OG0000077	LOC120766987|XP_039948728.1|BTRY	LOC115761940|XP_030559834.1|DNOV
OG0000077	LOC120771294|XP_039955159.1|BTRY	LOC115757826|XP_030554110.1|DNOV
OG0000077	LOC120767550|XP_039949648.1|BTRY	LOC115759443|XP_030556224.1|DNOV
OG0000078	LOC120776000|XP_039962366.1|BTRY, LOC120775042|XP_039960952.1|BTRY	LOC115767483|XP_030567650.1|DNOV, LOC115767481|XP_030567645.1|DNOV, LOC115767473|XP_030567638.1|DNOV, LOC115770100|XP_030571073.1|DNOV, LOC115761731|XP_030559475.1|DNOV, LOC115764426|XP_030563287.1|DNOV, LOC115767246|XP_030567310.1|DNOV
OG0000079	LOC120769799|XP_039952920.1|BTRY	LOC115760029|XP_030557056.1|DNOV, LOC115760320|XP_030557468.1|DNOV, LOC115760319|XP_030557467.1|DNOV, LOC115760318|XP_030557466.1|DNOV, LOC115759928|XP_030556925.1|DNOV
OG0000080	LOC120770830|XP_039954353.1|BTRY, LOC120772997|XP_039957842.1|BTRY, LOC120772996|XP_039957841.1|BTRY	LOC115762483|XP_030560581.1|DNOV
OG0000080	LOC120772075|XP_039956403.1|BTRY, LOC120772172|XP_039956551.1|BTRY	LOC115766550|XP_030566385.1|DNOV
OG0000081	LOC120778160|XP_039965820.1|BTRY	LOC115769469|XP_030570143.1|DNOV
OG0000082	LOC120782787|XP_039971189.1|BTRY	LOC115760531|XP_030557814.1|DNOV, LOC115771876|XP_030573620.1|DNOV
OG0000082	LOC120766890|XP_039948574.1|BTRY, LOC120766889|XP_039948573.1|BTRY	LOC115764022|XP_030562714.1|DNOV
OG0000083	LOC120768958|XP_039951686.1|BTRY	LOC115771570|XP_030573183.1|DNOV
OG0000083	LOC120767865|XP_039950113.1|BTRY	LOC115763288|XP_030561633.1|DNOV
OG0000084	LOC120781256|XP_039969343.1|BTRY	LOC115759698|XP_030556562.1|DNOV
OG0000084	LOC120770047|XP_039953099.1|BTRY, LOC120768058|XP_039950510.1|BTRY, LOC120771201|XP_039955035.1|BTRY	LOC115760890|XP_030558315.1|DNOV
OG0000085	LOC120770283|XP_039953552.1|BTRY	LOC115764646|XP_030563684.1|DNOV
OG0000087	LOC120768924|XP_039951637.1|BTRY	LOC115759965|XP_030556974.1|DNOV
OG0000087	LOC120769645|XP_039952684.1|BTRY, LOC120769435|XP_039952350.1|BTRY	LOC115763574|XP_030562052.1|DNOV
OG0000087	LOC120769086|XP_039951880.1|BTRY	LOC115763556|XP_030562035.1|DNOV
OG0000088	LOC120773069|XP_039957940.1|BTRY	LOC115758292|XP_030554718.1|DNOV
OG0000089	LOC120766628|XP_039948178.1|BTRY	LOC115759581|XP_030556409.1|DNOV
OG0000089	LOC120778537|XP_039966313.1|BTRY	LOC115769774|XP_030570599.1|DNOV
OG0000090	LOC120771351|XP_039955235.1|BTRY	LOC115758299|XP_030554725.1|DNOV
OG0000090	LOC120771989|XP_039956278.1|BTRY	LOC115758298|XP_030554724.1|DNOV
OG0000090	LOC120772488|XP_039957068.1|BTRY, LOC120771988|XP_039956277.1|BTRY	LOC115765820|XP_030565404.1|DNOV
OG0000090	LOC120771986|XP_039956274.1|BTRY, LOC120771987|XP_039956276.1|BTRY	LOC115766045|XP_030565682.1|DNOV
OG0000091	LOC120780252|XP_039968448.1|BTRY	LOC115757670|XP_030553848.1|DNOV
OG0000091	LOC120769362|XP_039952257.1|BTRY	LOC115759049|XP_030555733.1|DNOV
OG0000091	LOC120773577|XP_039958502.1|BTRY	LOC115761273|XP_030558848.1|DNOV
OG0000091	LOC120777245|XP_039964375.1|BTRY, LOC120766362|XP_039947726.1|BTRY	LOC115761272|XP_030558847.1|DNOV
OG0000092	LOC120782357|XP_039970530.1|BTRY	LOC115766069|XP_030565732.1|DNOV
OG0000092	LOC120782888|XP_039971370.1|BTRY	LOC115766167|XP_030565870.1|DNOV
OG0000092	LOC120782541|XP_039970806.1|BTRY	LOC115766082|XP_030565748.1|DNOV
OG0000093	LOC120768178|XP_039950676.1|BTRY	LOC115758323|XP_030554750.1|DNOV
OG0000093	LOC120774454|XP_039960036.1|BTRY	LOC115767804|XP_030567996.1|DNOV
OG0000094	LOC120772633|XP_039957290.1|BTRY, LOC120772634|XP_039957291.1|BTRY	LOC115761783|XP_030559578.1|DNOV
OG0000094	LOC120781795|XP_039969955.1|BTRY, LOC120781757|XP_039969927.1|BTRY, LOC120781762|XP_039969932.1|BTRY, LOC120781776|XP_039969940.1|BTRY	LOC115759953|XP_030556956.1|DNOV, LOC115759952|XP_030556955.1|DNOV
OG0000096	LOC120768952|XP_039951675.1|BTRY	LOC115761336|XP_030558933.1|DNOV, LOC115761351|XP_030558956.1|DNOV, LOC115761323|XP_030558916.1|DNOV
OG0000096	LOC120768465|XP_039951102.1|BTRY, LOC120768467|XP_039951105.1|BTRY, LOC120768466|XP_039951104.1|BTRY, LOC120768468|XP_039951106.1|BTRY, LOC120767637|XP_039949738.1|BTRY, LOC120767636|XP_039949737.1|BTRY, LOC120769373|XP_039952272.1|BTRY, LOC120768601|XP_039951297.1|BTRY, LOC120769075|XP_039951869.1|BTRY, LOC120769214|XP_039952041.1|BTRY, LOC120769063|XP_039951852.1|BTRY, LOC120769257|XP_039952092.1|BTRY, LOC120768464|XP_039951101.1|BTRY, LOC120768463|XP_039951100.1|BTRY	LOC115759222|XP_030555977.1|DNOV
OG0000099	LOC120777511|XP_039964811.1|BTRY	LOC115758025|XP_030554389.1|DNOV
OG0000099	LOC120773645|XP_039958586.1|BTRY, LOC120773585|XP_039958507.1|BTRY	LOC115768874|XP_030569441.1|DNOV
OG0000101	LOC120776871|XP_039963862.1|BTRY	LOC115769417|XP_030570084.1|DNOV, LOC115769418|XP_030570086.1|DNOV
OG0000101	LOC120776875|XP_039963867.1|BTRY	LOC115769861|XP_030570719.1|DNOV
OG0000101	LOC120776632|XP_039963382.1|BTRY	LOC115769416|XP_030570083.1|DNOV
OG0000101	LOC120776631|XP_039963381.1|BTRY	LOC115769860|XP_030570709.1|DNOV
OG0000102	LOC120770301|XP_039953601.1|BTRY, LOC120770302|XP_039953602.1|BTRY	LOC115764983|XP_030564174.1|DNOV
OG0000102	LOC120768179|XP_039950679.1|BTRY, LOC120768056|XP_039950507.1|BTRY, LOC120771676|XP_039955732.1|BTRY, LOC120777852|XP_039965328.1|BTRY	LOC115760629|XP_030557940.1|DNOV
OG0000103	LOC120777733|XP_039965157.1|BTRY, LOC120776555|XP_039963241.1|BTRY	LOC115771233|XP_030572694.1|DNOV, LOC115771230|XP_030572692.1|DNOV, LOC115771232|XP_030572693.1|DNOV
OG0000103	LOC120771914|XP_039956135.1|BTRY, LOC120772128|XP_039956478.1|BTRY	LOC115762233|XP_030560233.1|DNOV
OG0000104	LOC120778142|XP_039965799.1|BTRY, LOC120778141|XP_039965798.1|BTRY	LOC115762610|XP_030560765.1|DNOV
OG0000104	LOC120766497|XP_039947982.1|BTRY, LOC120766343|XP_039947703.1|BTRY, LOC120778118|XP_039965756.1|BTRY	LOC115763001|XP_030561251.1|DNOV
OG0000104	LOC120778612|XP_039966423.1|BTRY, LOC120778866|XP_039966836.1|BTRY, LOC120779052|XP_039967120.1|BTRY, LOC120778973|XP_039966995.1|BTRY	LOC115762611|XP_030560767.1|DNOV
OG0000105	LOC120782639|XP_039970941.1|BTRY, LOC120767012|XP_039948769.1|BTRY	LOC115766038|XP_030565668.1|DNOV
OG0000105	LOC120782189|XP_039970265.1|BTRY	LOC115766116|XP_030565797.1|DNOV
OG0000107	LOC120770816|XP_039954328.1|BTRY	LOC115762473|XP_030560555.1|DNOV, LOC115766524|XP_030566351.1|DNOV, LOC115766525|XP_030566352.1|DNOV, LOC115766523|XP_030566350.1|DNOV
OG0000109	LOC120768593|XP_039951288.1|BTRY	LOC115758763|XP_030555384.1|DNOV, LOC115759000|XP_030555661.1|DNOV
OG0000110	LOC120777572|XP_039964910.1|BTRY, LOC120778881|XP_039966858.1|BTRY	LOC115771206|XP_030572666.1|DNOV, LOC115771081|XP_030572492.1|DNOV, LOC115771102|XP_030572522.1|DNOV
OG0000110	LOC120778906|XP_039966885.1|BTRY, LOC120777638|XP_039965025.1|BTRY	LOC115771159|XP_030572591.1|DNOV
OG0000111	LOC120771785|XP_039955913.1|BTRY, LOC120771525|XP_039955516.1|BTRY, LOC120771526|XP_039955517.1|BTRY, LOC120771524|XP_039955515.1|BTRY	LOC115767450|XP_030567608.1|DNOV, LOC115767471|XP_030567636.1|DNOV, LOC115766597|XP_030566444.1|DNOV
OG0000112	LOC120776060|XP_039962460.1|BTRY	LOC115766378|XP_030566142.1|DNOV
OG0000112	LOC120773601|XP_039958533.1|BTRY, LOC120773600|XP_039958532.1|BTRY, LOC120773604|XP_039958538.1|BTRY, LOC120773603|XP_039958537.1|BTRY, LOC120773732|XP_039958723.1|BTRY	LOC115766361|XP_030566121.1|DNOV, LOC115764351|XP_030563169.1|DNOV, LOC115764305|XP_030563103.1|DNOV
OG0000113	LOC120771011|XP_039954717.1|BTRY, LOC120782768|XP_039971165.1|BTRY	LOC115761208|XP_030558753.1|DNOV, LOC115768193|XP_030568568.1|DNOV, LOC115768345|XP_030568769.1|DNOV, LOC115766418|XP_030566199.1|DNOV
OG0000114	LOC120767657|XP_039949763.1|BTRY, LOC120774073|XP_039959325.1|BTRY, LOC120767655|XP_039949762.1|BTRY	LOC115759688|XP_030556541.1|DNOV
OG0000114	LOC120767658|XP_039949764.1|BTRY	LOC115759689|XP_030556542.1|DNOV
OG0000116	LOC120782355|XP_039970525.1|BTRY	LOC115770882|XP_030572176.1|DNOV
OG0000117	LOC120769109|XP_039951905.1|BTRY	LOC115769301|XP_030569889.1|DNOV
OG0000117	LOC120769110|XP_039951906.1|BTRY	LOC115769303|XP_030569891.1|DNOV
OG0000117	LOC120769113|XP_039951909.1|BTRY	LOC115769305|XP_030569893.1|DNOV
OG0000117	LOC120769111|XP_039951907.1|BTRY	LOC115769308|XP_030569897.1|DNOV, LOC115769307|XP_030569896.1|DNOV
OG0000118	LOC120774742|XP_039960431.1|BTRY	LOC115758561|XP_030555129.1|DNOV, LOC115768983|XP_030569558.1|DNOV, LOC115764682|XP_030563730.1|DNOV
OG0000119	LOC120781461|XP_039969618.1|BTRY, LOC120779615|XP_039967898.1|BTRY, LOC120782241|XP_039970343.1|BTRY, LOC120772767|XP_039957513.1|BTRY	LOC115761228|XP_030558777.1|DNOV, LOC115761623|XP_030559312.1|DNOV
OG0000119	LOC120766714|XP_039948293.1|BTRY	LOC115761429|XP_030559055.1|DNOV
OG0000120	LOC120775661|XP_039961863.1|BTRY	LOC115768766|XP_030569316.1|DNOV
OG0000120	LOC120772192|XP_039956592.1|BTRY	LOC115765330|XP_030564696.1|DNOV
OG0000120	LOC120775789|XP_039962063.1|BTRY	LOC115765552|XP_030565044.1|DNOV, LOC115762695|XP_030560877.1|DNOV
OG0000121	LOC120780196|XP_039968399.1|BTRY, LOC120780541|XP_039968740.1|BTRY, LOC120777121|XP_039964203.1|BTRY	LOC115764363|XP_030563185.1|DNOV
OG0000122	LOC120768461|XP_039951097.1|BTRY	LOC115763181|XP_030561499.1|DNOV
OG0000122	LOC120771261|XP_039955113.1|BTRY	LOC115767044|XP_030567034.1|DNOV
OG0000122	LOC120767410|XP_039949386.1|BTRY	LOC115762161|XP_030560138.1|DNOV, LOC115759056|XP_030555741.1|DNOV
OG0000123	LOC120779679|XP_039968002.1|BTRY, LOC120779752|XP_039968092.1|BTRY	LOC115759448|XP_030556240.1|DNOV, LOC115763740|XP_030562303.1|DNOV
OG0000125	LOC120779426|XP_039967569.1|BTRY	LOC115771741|XP_030573428.1|DNOV
OG0000125	LOC120770437|XP_039953842.1|BTRY	LOC115761248|XP_030558810.1|DNOV
OG0000126	LOC120774136|XP_039959456.1|BTRY	LOC115763320|XP_030561680.1|DNOV, LOC115759005|XP_030555672.1|DNOV, LOC115759108|XP_030555807.1|DNOV
OG0000127	LOC120779597|XP_039967879.1|BTRY	LOC115761512|XP_030559141.1|DNOV, LOC115761427|XP_030559046.1|DNOV
OG0000127	LOC120779739|XP_039968050.1|BTRY	LOC115761374|XP_030558985.1|DNOV
OG0000128	LOC120772126|XP_039956474.1|BTRY, LOC120771684|XP_039955749.1|BTRY, LOC120770982|XP_039954658.1|BTRY, LOC120770983|XP_039954659.1|BTRY, LOC120770984|XP_039954660.1|BTRY	LOC115763691|XP_030562236.1|DNOV
OG0000129	LOC120775214|XP_039961211.1|BTRY	LOC115768023|XP_030568300.1|DNOV
OG0000129	LOC120767577|XP_039949656.1|BTRY	LOC115769838|XP_030570672.1|DNOV, LOC115769679|XP_030570455.1|DNOV, LOC115768022|XP_030568299.1|DNOV
OG0000130	LOC120777985|XP_039965558.1|BTRY	LOC115769661|XP_030570434.1|DNOV, LOC115769320|XP_030569913.1|DNOV, LOC115769811|XP_030570640.1|DNOV, LOC115769841|XP_030570675.1|DNOV, LOC115769747|XP_030570548.1|DNOV, LOC115769845|XP_030570681.1|DNOV, LOC115769660|XP_030570433.1|DNOV
OG0000131	LOC120782179|XP_039970256.1|BTRY	LOC115761671|XP_030559382.1|DNOV
OG0000132	LOC120767643|XP_039949749.1|BTRY, LOC120767644|XP_039949750.1|BTRY	LOC115760166|XP_030557246.1|DNOV
OG0000132	LOC120768834|XP_039951523.1|BTRY	LOC115759623|XP_030556467.1|DNOV
OG0000133	LOC120781791|XP_039969949.1|BTRY	LOC115767636|XP_030567786.1|DNOV, LOC115768242|XP_030568628.1|DNOV, LOC115769034|XP_030569597.1|DNOV
OG0000134	LOC120774903|XP_039960709.1|BTRY	LOC115757657|XP_030553830.1|DNOV
OG0000134	LOC120768520|XP_039951184.1|BTRY	LOC115767392|XP_030567515.1|DNOV, LOC115759801|XP_030556744.1|DNOV
OG0000136	LOC120779767|XP_039968081.1|BTRY, LOC120782038|XP_039970128.1|BTRY, LOC120780498|XP_039968706.1|BTRY, LOC120781678|XP_039969833.1|BTRY, LOC120781414|XP_039969560.1|BTRY, LOC120768149|XP_039950644.1|BTRY, LOC120768618|XP_039951318.1|BTRY, LOC120768340|XP_039950927.1|BTRY, LOC120768800|XP_039951490.1|BTRY, LOC120768782|XP_039951475.1|BTRY, LOC120778245|XP_039965939.1|BTRY, LOC120780592|XP_039968785.1|BTRY, LOC120781818|XP_039969972.1|BTRY, LOC120781468|XP_039969628.1|BTRY, LOC120780326|XP_039968551.1|BTRY, LOC120781638|XP_039969802.1|BTRY, LOC120781457|XP_039969607.1|BTRY	LOC115757764|XP_030554048.1|DNOV
OG0000137	LOC120776700|XP_039963518.1|BTRY	LOC115768079|XP_030568404.1|DNOV
OG0000137	LOC120767078|XP_039948875.1|BTRY	LOC115764130|XP_030562861.1|DNOV
OG0000137	LOC120776444|XP_039963035.1|BTRY	LOC115771032|XP_030572427.1|DNOV
OG0000141	LOC120778104|XP_039965740.1|BTRY, LOC120778105|XP_039965741.1|BTRY, LOC120778041|XP_039965650.1|BTRY	LOC115769898|XP_030570779.1|DNOV
OG0000142	LOC120777727|XP_039965152.1|BTRY	LOC115770626|XP_030571829.1|DNOV
OG0000142	LOC120774337|XP_039959830.1|BTRY	LOC115767833|XP_030568035.1|DNOV
OG0000143	LOC120776475|XP_039963084.1|BTRY	LOC115769511|XP_030570205.1|DNOV
OG0000144	LOC120769364|XP_039952263.1|BTRY	LOC115764707|XP_030563766.1|DNOV
OG0000144	LOC120773797|XP_039958834.1|BTRY	LOC115765151|XP_030564416.1|DNOV
OG0000144	LOC120768115|XP_039950597.1|BTRY	LOC115759963|XP_030556972.1|DNOV
OG0000145	LOC120774460|XP_039960049.1|BTRY	LOC115765270|XP_030564620.1|DNOV
OG0000145	LOC120767329|XP_039949207.1|BTRY	LOC115760146|XP_030557215.1|DNOV
OG0000145	LOC120767331|XP_039949208.1|BTRY	LOC115760147|XP_030557216.1|DNOV
OG0000145	LOC120767332|XP_039949209.1|BTRY	LOC115760148|XP_030557217.1|DNOV
OG0000147	LOC120769426|XP_039952342.1|BTRY	LOC115765501|XP_030564973.1|DNOV
OG0000147	LOC120771570|XP_039955573.1|BTRY	LOC115763989|XP_030562661.1|DNOV
OG0000147	LOC120771587|XP_039955596.1|BTRY	LOC115763990|XP_030562666.1|DNOV
OG0000148	LOC120767846|XP_039950077.1|BTRY	LOC115759976|XP_030556989.1|DNOV
OG0000149	LOC120774421|XP_039959984.1|BTRY	LOC115758472|XP_030555008.1|DNOV
OG0000149	LOC120774650|XP_039960308.1|BTRY	LOC115768180|XP_030568547.1|DNOV
OG0000150	LOC120767670|XP_039949776.1|BTRY	LOC115759941|XP_030556940.1|DNOV
OG0000151	LOC120776428|XP_039963015.1|BTRY	LOC115770071|XP_030571032.1|DNOV
OG0000151	LOC120776430|XP_039963017.1|BTRY	LOC115770072|XP_030571033.1|DNOV
OG0000151	LOC120776426|XP_039963012.1|BTRY	LOC115766062|XP_030565723.1|DNOV
OG0000152	LOC120780845|XP_039969021.1|BTRY	LOC115764961|XP_030564145.1|DNOV, LOC115764965|XP_030564150.1|DNOV, LOC115765069|XP_030564304.1|DNOV
OG0000153	LOC120778419|XP_039966138.1|BTRY, LOC120779362|XP_039967493.1|BTRY	LOC115764667|XP_030563715.1|DNOV
OG0000153	LOC120766754|XP_039948361.1|BTRY	LOC115764744|XP_030563820.1|DNOV, LOC115764661|XP_030563707.1|DNOV
OG0000154	LOC120781967|XP_039970078.1|BTRY	LOC115768636|XP_030569165.1|DNOV
OG0000154	LOC120769548|XP_039952531.1|BTRY, LOC120769219|XP_039952049.1|BTRY	LOC115770295|XP_030571391.1|DNOV
OG0000155	LOC120778597|XP_039966404.1|BTRY, LOC120778577|XP_039966374.1|BTRY, LOC120776977|XP_039964008.1|BTRY	LOC115770985|XP_030572334.1|DNOV, LOC115771041|XP_030572440.1|DNOV, LOC115771139|XP_030572570.1|DNOV
OG0000157	LOC120771441|XP_039955380.1|BTRY, LOC120772567|XP_039957188.1|BTRY	LOC115760246|XP_030557364.1|DNOV, LOC115761803|XP_030559609.1|DNOV, LOC115758115|XP_030554513.1|DNOV
OG0000158	LOC120778802|XP_039966738.1|BTRY, LOC120778186|XP_039965856.1|BTRY	LOC115770345|XP_030571443.1|DNOV, LOC115770346|XP_030571444.1|DNOV
OG0000159	LOC120777699|XP_039965108.1|BTRY	LOC115771513|XP_030573108.1|DNOV
OG0000159	LOC120777576|XP_039964918.1|BTRY	LOC115769762|XP_030570577.1|DNOV
OG0000159	LOC120776720|XP_039963559.1|BTRY	LOC115770281|XP_030571370.1|DNOV
