Orthogroup	BTRY.longest_only	DEUG.longest_only
OG0000045	LOC120777594|XP_039964965.1|BTRY, LOC120778683|XP_039966553.1|BTRY, LOC120778456|XP_039966187.1|BTRY, LOC120777163|XP_039964247.1|BTRY	LOC108114047|XP_017080284.1|DEUG
OG0000045	LOC120778581|XP_039966382.1|BTRY	LOC108114051|XP_017080293.1|DEUG, LOC108113998|XP_017080232.1|DEUG
OG0000045	LOC120778222|XP_039965914.1|BTRY	LOC108107675|XP_017070752.1|DEUG
OG0000045	LOC120777964|XP_039965517.1|BTRY	LOC108107619|XP_017070678.1|DEUG
OG0000047	LOC120775795|XP_039962073.1|BTRY	LOC108112199|XP_017077502.1|DEUG, LOC108113383|XP_017079444.1|DEUG, LOC108106728|XP_017069453.1|DEUG, LOC108114731|XP_017081330.1|DEUG, LOC108106783|XP_017069514.1|DEUG, LOC108113976|XP_017080206.1|DEUG
OG0000048	LOC120778037|XP_039965645.1|BTRY, LOC120778038|XP_039965646.1|BTRY	LOC108114267|XP_017080653.1|DEUG, LOC108114271|XP_017080657.1|DEUG
OG0000048	LOC120770488|XP_039953937.1|BTRY, LOC120782877|XP_039971357.1|BTRY, LOC120777798|XP_039965264.1|BTRY, LOC120778212|XP_039965903.1|BTRY, LOC120777799|XP_039965266.1|BTRY, LOC120778322|XP_039966052.1|BTRY, LOC120778227|XP_039965918.1|BTRY, LOC120778460|XP_039966194.1|BTRY	LOC108114269|XP_017080655.1|DEUG, LOC108113900|XP_017080095.1|DEUG
OG0000048	LOC120770486|XP_039953934.1|BTRY	LOC108114275|XP_017080660.1|DEUG
OG0000049	LOC120782870|XP_039971347.1|BTRY	LOC108117079|XP_017084741.1|DEUG
OG0000049	LOC120782209|XP_039970301.1|BTRY	LOC108117054|XP_017084715.1|DEUG
OG0000049	LOC120781673|XP_039969832.1|BTRY	LOC108117035|XP_017084693.1|DEUG
OG0000049	LOC120782186|XP_039970263.1|BTRY, LOC120782627|XP_039970929.1|BTRY	LOC108117069|XP_017084731.1|DEUG, LOC108117036|XP_017084694.1|DEUG
OG0000049	LOC120772847|XP_039957638.1|BTRY	LOC108117318|XP_017085175.1|DEUG
OG0000050	LOC120776369|XP_039962882.1|BTRY	LOC108106209|XP_017068623.1|DEUG
OG0000050	LOC120778411|XP_039966128.1|BTRY	LOC108116755|XP_017084263.1|DEUG, LOC108116756|XP_017084264.1|DEUG, LOC108116757|XP_017084265.1|DEUG, LOC108116725|XP_017084231.1|DEUG, LOC108116727|XP_017084233.1|DEUG, LOC108116726|XP_017084232.1|DEUG
OG0000051	LOC120776450|XP_039963045.1|BTRY	LOC108109429|XP_017073417.1|DEUG
OG0000051	LOC120782523|XP_039970766.1|BTRY, LOC120766330|XP_039947687.1|BTRY	LOC108117064|XP_017084724.1|DEUG
OG0000051	LOC120774683|XP_039960350.1|BTRY, LOC120766819|XP_039948463.1|BTRY, LOC120766441|XP_039947883.1|BTRY	LOC108111707|XP_017076746.1|DEUG, LOC108111705|XP_017076743.1|DEUG, LOC108111631|XP_017076651.1|DEUG, LOC108111676|XP_017076702.1|DEUG, LOC108111706|XP_017076744.1|DEUG, LOC108111732|XP_017076775.1|DEUG
OG0000052	LOC120771792|XP_039955923.1|BTRY, LOC120772636|XP_039957293.1|BTRY, LOC120772635|XP_039957292.1|BTRY, LOC120772637|XP_039957294.1|BTRY	LOC108109404|XP_017073394.1|DEUG, LOC108116631|XP_017084099.1|DEUG, LOC108109394|XP_017073383.1|DEUG, LOC108110610|XP_017075201.1|DEUG, LOC108110028|XP_017074367.1|DEUG, LOC108110036|XP_017074380.1|DEUG, LOC108111978|XP_017077180.1|DEUG, LOC108111977|XP_017077179.1|DEUG
OG0000053	LOC120770153|XP_039953281.1|BTRY	LOC108104547|XP_017066177.1|DEUG, LOC108104546|XP_017066176.1|DEUG
OG0000053	LOC120770564|XP_039954076.1|BTRY	LOC108104610|XP_017066273.1|DEUG
OG0000053	LOC120770562|XP_039954075.1|BTRY	LOC108104585|XP_017066235.1|DEUG
OG0000053	LOC120771115|XP_039954899.1|BTRY, LOC120772335|XP_039956813.1|BTRY, LOC120771116|XP_039954900.1|BTRY	LOC108113522|XP_017079606.1|DEUG
OG0000054	LOC120766688|XP_039948268.1|BTRY, LOC120773479|XP_039958337.1|BTRY	LOC108116465|XP_017083884.1|DEUG
OG0000054	LOC120766314|XP_039947666.1|BTRY, LOC120771817|XP_039955972.1|BTRY, LOC120766166|XP_039947447.1|BTRY	LOC108116310|XP_017083589.1|DEUG, LOC108116309|XP_017083588.1|DEUG, LOC108116517|XP_017083943.1|DEUG, LOC108116481|XP_017083903.1|DEUG
OG0000056	LOC120773463|XP_039958298.1|BTRY, LOC120773462|XP_039958296.1|BTRY, LOC120773461|XP_039958295.1|BTRY	LOC108115632|XP_017082673.1|DEUG, LOC108115630|XP_017082671.1|DEUG, LOC108115634|XP_017082675.1|DEUG, LOC108115633|XP_017082674.1|DEUG
OG0000056	LOC120775660|XP_039961862.1|BTRY	LOC108116242|XP_017083521.1|DEUG, LOC108116270|XP_017083548.1|DEUG
OG0000058	LOC120778110|XP_039965747.1|BTRY, LOC120778815|XP_039966755.1|BTRY, LOC120777383|XP_039964608.1|BTRY	LOC108111899|XP_017077025.1|DEUG, LOC108114779|XP_017081378.1|DEUG, LOC108114875|XP_017081520.1|DEUG, LOC108111925|XP_017077056.1|DEUG, LOC108113468|XP_017079539.1|DEUG, LOC108103231|XP_017064121.1|DEUG
OG0000059	LOC120780097|XP_039968312.1|BTRY, LOC120780106|XP_039968325.1|BTRY, LOC120775512|XP_039961658.1|BTRY, LOC120778400|XP_039966151.1|BTRY, LOC120781731|XP_039969904.1|BTRY, LOC120782205|XP_039970291.1|BTRY, LOC120766699|XP_039948281.1|BTRY, LOC120782168|XP_039970239.1|BTRY, LOC120775546|XP_039961709.1|BTRY	LOC108113647|XP_017079807.1|DEUG, LOC108113544|XP_017079627.1|DEUG, LOC108113548|XP_017079631.1|DEUG, LOC108113646|XP_017079806.1|DEUG, LOC108113519|XP_017079600.1|DEUG, LOC108117030|XP_017084687.1|DEUG, LOC108117052|XP_017084713.1|DEUG, LOC108113524|XP_017079604.1|DEUG
OG0000060	LOC120775432|XP_039961551.1|BTRY	LOC108103845|XP_017065030.1|DEUG
OG0000060	LOC120768177|XP_039950680.1|BTRY	LOC108104222|XP_017065654.1|DEUG
OG0000061	LOC120768964|XP_039951692.1|BTRY	LOC108105141|XP_017067063.1|DEUG
OG0000061	LOC120768474|XP_039951115.1|BTRY, LOC120768583|XP_039951274.1|BTRY	LOC108105132|XP_017067054.1|DEUG, LOC108105140|XP_017067062.1|DEUG
OG0000062	LOC120769500|XP_039952465.1|BTRY, LOC120766206|XP_039947509.1|BTRY, LOC120779328|XP_039967463.1|BTRY, LOC120775291|XP_039961384.1|BTRY, LOC120771826|XP_039955989.1|BTRY, LOC120769103|XP_039951898.1|BTRY, LOC120767422|XP_039949399.1|BTRY, LOC120767417|XP_039949393.1|BTRY, LOC120767416|XP_039949392.1|BTRY, LOC120767418|XP_039949395.1|BTRY, LOC120767419|XP_039949396.1|BTRY, LOC120767415|XP_039949390.1|BTRY, LOC120767420|XP_039949397.1|BTRY, LOC120767414|XP_039949389.1|BTRY, LOC120767411|XP_039949387.1|BTRY, LOC120776617|XP_039963346.1|BTRY	LOC108118092|XP_017086134.1|DEUG, LOC108106953|XP_017069718.1|DEUG, LOC108106952|XP_017069717.1|DEUG, LOC108115227|XP_017082074.1|DEUG, LOC108106954|XP_017069720.1|DEUG, LOC108109225|XP_017073184.1|DEUG, LOC108102612|XP_017063205.1|DEUG
OG0000063	LOC120774802|XP_039960529.1|BTRY, LOC120775030|XP_039960920.1|BTRY, LOC120776056|XP_039962449.1|BTRY	LOC108111516|XP_017076523.1|DEUG, LOC108111518|XP_017076525.1|DEUG, LOC108111515|XP_017076522.1|DEUG, LOC108104887|XP_017066708.1|DEUG
OG0000063	LOC120782455|XP_039970679.1|BTRY, LOC120777941|XP_039965477.1|BTRY	LOC108114063|XP_017080306.1|DEUG, LOC108113978|XP_017080208.1|DEUG, LOC108113990|XP_017080222.1|DEUG, LOC108113962|XP_017080165.1|DEUG
OG0000065	LOC120779665|XP_039967959.1|BTRY, LOC120779680|XP_039967975.1|BTRY, LOC120782495|XP_039970733.1|BTRY	LOC108111470|XP_017076430.1|DEUG, LOC108112617|XP_017078241.1|DEUG, LOC108111755|XP_017076801.1|DEUG, LOC108111216|XP_017076106.1|DEUG, LOC108111756|XP_017076802.1|DEUG, LOC108111472|XP_017076433.1|DEUG, LOC108111537|XP_017076550.1|DEUG, LOC108111531|XP_017076543.1|DEUG
OG0000066	LOC120773490|XP_039958365.1|BTRY	LOC108103887|XP_017065107.1|DEUG, LOC108116142|XP_017083360.1|DEUG, LOC108115952|XP_017083078.1|DEUG, LOC108114786|XP_017081387.1|DEUG, LOC108116291|XP_017083569.1|DEUG, LOC108110127|XP_017074522.1|DEUG, LOC108112986|XP_017078881.1|DEUG
OG0000067	LOC120778614|XP_039966425.1|BTRY	LOC108108193|XP_017071634.1|DEUG
OG0000067	LOC120772621|XP_039957270.1|BTRY	LOC108104759|XP_017066483.1|DEUG
OG0000067	LOC120778613|XP_039966424.1|BTRY	LOC108107601|XP_017070655.1|DEUG
OG0000068	LOC120776119|XP_039962576.1|BTRY	LOC108117707|XP_017085744.1|DEUG
OG0000069	LOC120769525|XP_039952497.1|BTRY	LOC108107209|XP_017070114.1|DEUG
OG0000070	LOC120775533|XP_039961688.1|BTRY, LOC120776028|XP_039962406.1|BTRY, LOC120774314|XP_039959783.1|BTRY, LOC120774316|XP_039959788.1|BTRY, LOC120774315|XP_039959784.1|BTRY	LOC108113477|XP_017079549.1|DEUG
OG0000070	LOC120775922|XP_039962258.1|BTRY	LOC108105517|XP_017067632.1|DEUG
OG0000070	LOC120774551|XP_039960215.1|BTRY	LOC108113476|XP_017079548.1|DEUG, LOC108117153|XP_017084908.1|DEUG
OG0000071	LOC120778566|XP_039966364.1|BTRY, LOC120778407|XP_039966125.1|BTRY	LOC108113853|XP_017080051.1|DEUG, LOC108113829|XP_017080027.1|DEUG, LOC108113830|XP_017080028.1|DEUG
OG0000072	LOC120772988|XP_039957836.1|BTRY	LOC108112416|XP_017077748.1|DEUG
OG0000072	LOC120771756|XP_039955872.1|BTRY	LOC108112101|XP_017077339.1|DEUG
OG0000073	LOC120770531|XP_039954016.1|BTRY	LOC108112923|XP_017078801.1|DEUG
OG0000073	LOC120773570|XP_039958474.1|BTRY	LOC108102436|XP_017062902.1|DEUG
OG0000073	LOC120766419|XP_039947816.1|BTRY	LOC108115124|XP_017081864.1|DEUG
OG0000074	LOC120778910|XP_039966891.1|BTRY	LOC108107571|XP_017070620.1|DEUG
OG0000074	LOC120776970|XP_039963997.1|BTRY	LOC108108501|XP_017072057.1|DEUG
OG0000075	LOC120776593|XP_039963300.1|BTRY	LOC108117379|XP_017085261.1|DEUG
OG0000075	LOC120776389|XP_039962933.1|BTRY, LOC120778794|XP_039966728.1|BTRY, LOC120778726|XP_039966624.1|BTRY, LOC120778602|XP_039966409.1|BTRY, LOC120778440|XP_039966162.1|BTRY	LOC108117401|XP_017085297.1|DEUG
OG0000075	LOC120776388|XP_039962932.1|BTRY	LOC108117381|XP_017085265.1|DEUG
OG0000076	LOC120778972|XP_039966981.1|BTRY	LOC108107737|XP_017070877.1|DEUG
OG0000076	LOC120773465|XP_039958303.1|BTRY, LOC120773464|XP_039958300.1|BTRY	LOC108111743|XP_017076786.1|DEUG, LOC108112539|XP_017077961.1|DEUG, LOC108111731|XP_017076774.1|DEUG
OG0000076	LOC120773985|XP_039959178.1|BTRY	LOC108103550|XP_017064568.1|DEUG
OG0000077	LOC120770520|XP_039953996.1|BTRY	LOC108109158|XP_017073068.1|DEUG
OG0000077	LOC120766987|XP_039948728.1|BTRY	LOC108109792|XP_017073986.1|DEUG
OG0000077	LOC120771294|XP_039955159.1|BTRY	LOC108107356|XP_017070344.1|DEUG
OG0000077	LOC120767550|XP_039949648.1|BTRY	LOC108116009|XP_017083176.1|DEUG
OG0000078	LOC120776000|XP_039962366.1|BTRY, LOC120775042|XP_039960952.1|BTRY	LOC108108942|XP_017072686.1|DEUG, LOC108108692|XP_017072286.1|DEUG, LOC108115080|XP_017081817.1|DEUG, LOC108115236|XP_017082120.1|DEUG, LOC108105339|XP_017067321.1|DEUG
OG0000079	LOC120769799|XP_039952920.1|BTRY	LOC108110990|XP_017075788.1|DEUG, LOC108110575|XP_017075161.1|DEUG
OG0000080	LOC120770830|XP_039954353.1|BTRY, LOC120772997|XP_039957842.1|BTRY, LOC120772996|XP_039957841.1|BTRY	LOC108112927|XP_017078808.1|DEUG, LOC108112926|XP_017078807.1|DEUG
OG0000080	LOC120772075|XP_039956403.1|BTRY, LOC120772172|XP_039956551.1|BTRY	LOC108112904|XP_017078751.1|DEUG
OG0000081	LOC120778160|XP_039965820.1|BTRY	LOC108102865|XP_017063558.1|DEUG
OG0000082	LOC120782787|XP_039971189.1|BTRY	LOC108112180|XP_017077478.1|DEUG, LOC108115688|XP_017082745.1|DEUG, LOC108115689|XP_017082747.1|DEUG, LOC108115722|XP_017082784.1|DEUG
OG0000082	LOC120766890|XP_039948574.1|BTRY, LOC120766889|XP_039948573.1|BTRY	LOC108116863|XP_017084418.1|DEUG, LOC108116862|XP_017084417.1|DEUG
OG0000083	LOC120768958|XP_039951686.1|BTRY	LOC108111226|XP_017076117.1|DEUG, LOC108111194|XP_017076078.1|DEUG, LOC108110427|XP_017074983.1|DEUG, LOC108111109|XP_017075947.1|DEUG, LOC108110531|XP_017075102.1|DEUG, LOC108110509|XP_017075078.1|DEUG
OG0000083	LOC120767865|XP_039950113.1|BTRY	LOC108111080|XP_017075904.1|DEUG
OG0000084	LOC120781256|XP_039969343.1|BTRY	LOC108112025|XP_017077258.1|DEUG
OG0000084	LOC120770047|XP_039953099.1|BTRY, LOC120768058|XP_039950510.1|BTRY, LOC120771201|XP_039955035.1|BTRY	LOC108112786|XP_017078554.1|DEUG
OG0000085	LOC120770283|XP_039953552.1|BTRY	LOC108112567|XP_017078019.1|DEUG
OG0000087	LOC120768924|XP_039951637.1|BTRY	LOC108110461|XP_017075018.1|DEUG
OG0000087	LOC120769645|XP_039952684.1|BTRY, LOC120769435|XP_039952350.1|BTRY	LOC108105764|XP_017067973.1|DEUG
OG0000087	LOC120769086|XP_039951880.1|BTRY	LOC108110497|XP_017075066.1|DEUG
OG0000088	LOC120773069|XP_039957940.1|BTRY	LOC108114909|XP_017081575.1|DEUG
OG0000089	LOC120766628|XP_039948178.1|BTRY	LOC108116217|XP_017083494.1|DEUG, LOC108115116|XP_017081857.1|DEUG
OG0000089	LOC120778537|XP_039966313.1|BTRY	LOC108114313|XP_017080713.1|DEUG
OG0000090	LOC120771351|XP_039955235.1|BTRY	LOC108104816|XP_017066589.1|DEUG
OG0000090	LOC120771989|XP_039956278.1|BTRY	LOC108104868|XP_017066681.1|DEUG
OG0000090	LOC120772488|XP_039957068.1|BTRY, LOC120771988|XP_039956277.1|BTRY	LOC108107791|XP_017070990.1|DEUG
OG0000091	LOC120780252|XP_039968448.1|BTRY	LOC108116035|XP_017083214.1|DEUG
OG0000091	LOC120769362|XP_039952257.1|BTRY	LOC108104140|XP_017065530.1|DEUG
OG0000091	LOC120773577|XP_039958502.1|BTRY	LOC108116874|XP_017084454.1|DEUG
OG0000091	LOC120777245|XP_039964375.1|BTRY, LOC120766362|XP_039947726.1|BTRY	LOC108117005|XP_017084662.1|DEUG
OG0000092	LOC120782357|XP_039970530.1|BTRY	LOC108113681|XP_017079847.1|DEUG
OG0000092	LOC120782888|XP_039971370.1|BTRY	LOC108113814|XP_017080011.1|DEUG
OG0000092	LOC120782541|XP_039970806.1|BTRY	LOC108113547|XP_017079630.1|DEUG, LOC108113683|XP_017079849.1|DEUG
OG0000093	LOC120768178|XP_039950676.1|BTRY	LOC108106152|XP_017068542.1|DEUG
OG0000093	LOC120774454|XP_039960036.1|BTRY	LOC108117628|XP_017085645.1|DEUG
OG0000094	LOC120781795|XP_039969955.1|BTRY, LOC120781757|XP_039969927.1|BTRY, LOC120781762|XP_039969932.1|BTRY, LOC120781776|XP_039969940.1|BTRY	LOC108115240|XP_017082086.1|DEUG
OG0000096	LOC120768952|XP_039951675.1|BTRY	LOC108107140|XP_017070033.1|DEUG, LOC108105161|XP_017067089.1|DEUG, LOC108105237|XP_017067197.1|DEUG
OG0000096	LOC120768465|XP_039951102.1|BTRY, LOC120768467|XP_039951105.1|BTRY, LOC120768466|XP_039951104.1|BTRY, LOC120768468|XP_039951106.1|BTRY, LOC120767637|XP_039949738.1|BTRY, LOC120767636|XP_039949737.1|BTRY, LOC120769373|XP_039952272.1|BTRY, LOC120768601|XP_039951297.1|BTRY, LOC120769075|XP_039951869.1|BTRY, LOC120769214|XP_039952041.1|BTRY, LOC120769063|XP_039951852.1|BTRY, LOC120769257|XP_039952092.1|BTRY, LOC120768464|XP_039951101.1|BTRY, LOC120768463|XP_039951100.1|BTRY	LOC108114809|XP_017081419.1|DEUG
OG0000099	LOC120777511|XP_039964811.1|BTRY	LOC108103640|XP_017064680.1|DEUG
OG0000099	LOC120773643|XP_039958585.1|BTRY	LOC108103641|XP_017064681.1|DEUG
OG0000099	LOC120773585|XP_039958507.1|BTRY	LOC108103645|XP_017064690.1|DEUG
OG0000101	LOC120776871|XP_039963862.1|BTRY	LOC108108398|XP_017071939.1|DEUG
OG0000101	LOC120776875|XP_039963867.1|BTRY	LOC108108525|XP_017072086.1|DEUG
OG0000101	LOC120776632|XP_039963382.1|BTRY	LOC108108529|XP_017072089.1|DEUG
OG0000101	LOC120776631|XP_039963381.1|BTRY	LOC108108526|XP_017072087.1|DEUG
OG0000102	LOC120770301|XP_039953601.1|BTRY, LOC120770302|XP_039953602.1|BTRY	LOC108112823|XP_017078615.1|DEUG
OG0000102	LOC120768179|XP_039950679.1|BTRY, LOC120768056|XP_039950507.1|BTRY, LOC120771676|XP_039955732.1|BTRY, LOC120777852|XP_039965328.1|BTRY	LOC108104532|XP_017066151.1|DEUG
OG0000103	LOC120777733|XP_039965157.1|BTRY, LOC120776555|XP_039963241.1|BTRY	LOC108108264|XP_017071711.1|DEUG, LOC108108575|XP_017072156.1|DEUG, LOC108108573|XP_017072153.1|DEUG
OG0000103	LOC120771914|XP_039956135.1|BTRY, LOC120772128|XP_039956478.1|BTRY	LOC108106655|XP_017069366.1|DEUG
OG0000104	LOC120778142|XP_039965799.1|BTRY, LOC120778141|XP_039965798.1|BTRY	LOC108114702|XP_017081288.1|DEUG
OG0000104	LOC120766497|XP_039947982.1|BTRY, LOC120766343|XP_039947703.1|BTRY, LOC120778118|XP_039965756.1|BTRY	LOC108108275|XP_017071764.1|DEUG
OG0000104	LOC120778612|XP_039966423.1|BTRY, LOC120778866|XP_039966836.1|BTRY, LOC120779052|XP_039967120.1|BTRY, LOC120778973|XP_039966995.1|BTRY	LOC108114429|XP_017080906.1|DEUG
OG0000105	LOC120782639|XP_039970941.1|BTRY, LOC120767012|XP_039948769.1|BTRY	LOC108109406|XP_017073392.1|DEUG
OG0000105	LOC120782189|XP_039970265.1|BTRY	LOC108109430|XP_017073419.1|DEUG, LOC108109438|XP_017073428.1|DEUG
OG0000107	LOC120770816|XP_039954328.1|BTRY	LOC108112143|XP_017077380.1|DEUG, LOC108118400|XP_017086565.1|DEUG, LOC108118402|XP_017086567.1|DEUG, LOC108118430|XP_017086601.1|DEUG, LOC108118401|XP_017086566.1|DEUG, LOC108118431|XP_017086602.1|DEUG, LOC108112145|XP_017077381.1|DEUG, LOC108112146|XP_017077382.1|DEUG
OG0000109	LOC120768593|XP_039951288.1|BTRY	LOC108110528|XP_017075098.1|DEUG, LOC108111190|XP_017076066.1|DEUG
OG0000110	LOC120777572|XP_039964910.1|BTRY, LOC120778881|XP_039966858.1|BTRY	LOC108102709|XP_017063339.1|DEUG, LOC108102713|XP_017063342.1|DEUG
OG0000110	LOC120778906|XP_039966885.1|BTRY, LOC120777638|XP_039965025.1|BTRY	LOC108102757|XP_017063405.1|DEUG
OG0000111	LOC120771785|XP_039955913.1|BTRY, LOC120771525|XP_039955516.1|BTRY, LOC120771526|XP_039955517.1|BTRY, LOC120771524|XP_039955515.1|BTRY	LOC108108929|XP_017072669.1|DEUG, LOC108108945|XP_017072689.1|DEUG, LOC108108912|XP_017072651.1|DEUG, LOC108108887|XP_017072593.1|DEUG
OG0000112	LOC120776060|XP_039962460.1|BTRY	LOC108117698|XP_017085724.1|DEUG, LOC108103986|XP_017065262.1|DEUG
OG0000112	LOC120773601|XP_039958533.1|BTRY, LOC120773600|XP_039958532.1|BTRY, LOC120773604|XP_039958538.1|BTRY, LOC120773603|XP_039958537.1|BTRY, LOC120773732|XP_039958723.1|BTRY	LOC108109712|XP_017073832.1|DEUG, LOC108109713|XP_017073833.1|DEUG
OG0000113	LOC120771011|XP_039954717.1|BTRY, LOC120782768|XP_039971165.1|BTRY	LOC108115278|XP_017082125.1|DEUG, LOC108106859|XP_017069592.1|DEUG, LOC108115254|XP_017082100.1|DEUG, LOC108103515|XP_017064515.1|DEUG
OG0000114	LOC120767657|XP_039949763.1|BTRY, LOC120774073|XP_039959325.1|BTRY, LOC120767655|XP_039949762.1|BTRY	LOC108104063|XP_017065414.1|DEUG
OG0000114	LOC120767658|XP_039949764.1|BTRY	LOC108104065|XP_017065416.1|DEUG
OG0000116	LOC120782355|XP_039970525.1|BTRY	LOC108113693|XP_017079859.1|DEUG
OG0000117	LOC120769109|XP_039951905.1|BTRY	LOC108105784|XP_017067999.1|DEUG
OG0000117	LOC120769110|XP_039951906.1|BTRY	LOC108105785|XP_017068000.1|DEUG
OG0000117	LOC120769113|XP_039951909.1|BTRY	LOC108105786|XP_017068001.1|DEUG
OG0000117	LOC120769111|XP_039951907.1|BTRY	LOC108105788|XP_017068004.1|DEUG
OG0000118	LOC120777410|XP_039964643.1|BTRY	LOC108102545|XP_017063093.1|DEUG, LOC108102520|XP_017063045.1|DEUG
OG0000118	LOC120774742|XP_039960431.1|BTRY	LOC108105815|XP_017068045.1|DEUG
OG0000119	LOC120781461|XP_039969618.1|BTRY, LOC120779615|XP_039967898.1|BTRY, LOC120782241|XP_039970343.1|BTRY, LOC120772767|XP_039957513.1|BTRY	LOC108108384|XP_017071922.1|DEUG, LOC108108359|XP_017071890.1|DEUG
OG0000119	LOC120766714|XP_039948293.1|BTRY	LOC108108370|XP_017071907.1|DEUG
OG0000120	LOC120775661|XP_039961863.1|BTRY	LOC108105484|XP_017067590.1|DEUG
OG0000120	LOC120772192|XP_039956592.1|BTRY	LOC108106341|XP_017068810.1|DEUG
OG0000120	LOC120775789|XP_039962063.1|BTRY	LOC108104718|XP_017066428.1|DEUG
OG0000121	LOC120780196|XP_039968399.1|BTRY, LOC120780541|XP_039968740.1|BTRY, LOC120777121|XP_039964203.1|BTRY	LOC108103118|XP_017063973.1|DEUG, LOC108103117|XP_017063972.1|DEUG
OG0000122	LOC120768461|XP_039951097.1|BTRY	LOC108111528|XP_017076541.1|DEUG
OG0000122	LOC120771261|XP_039955113.1|BTRY	LOC108117063|XP_017084727.1|DEUG
OG0000122	LOC120767410|XP_039949386.1|BTRY	LOC108104772|XP_017066497.1|DEUG, LOC108110643|XP_017075233.1|DEUG
OG0000123	LOC120779679|XP_039968002.1|BTRY, LOC120779752|XP_039968092.1|BTRY	LOC108107365|XP_017070356.1|DEUG, LOC108116839|XP_017084384.1|DEUG, LOC108116125|XP_017083337.1|DEUG, LOC108116124|XP_017083336.1|DEUG, LOC108116127|XP_017083340.1|DEUG
OG0000125	LOC120779426|XP_039967569.1|BTRY	LOC108115856|XP_017082970.1|DEUG
OG0000125	LOC120770437|XP_039953842.1|BTRY	LOC108116946|XP_017084583.1|DEUG
OG0000126	LOC120774136|XP_039959456.1|BTRY	LOC108105748|XP_017067954.1|DEUG
OG0000127	LOC120779597|XP_039967879.1|BTRY	LOC108115091|XP_017081827.1|DEUG, LOC108115096|XP_017081833.1|DEUG, LOC108115084|XP_017081821.1|DEUG
OG0000127	LOC120779739|XP_039968050.1|BTRY	LOC108115089|XP_017081825.1|DEUG
OG0000128	LOC120772126|XP_039956474.1|BTRY, LOC120771684|XP_039955749.1|BTRY, LOC120770982|XP_039954658.1|BTRY, LOC120770983|XP_039954659.1|BTRY, LOC120770984|XP_039954660.1|BTRY	LOC108109273|XP_017073251.1|DEUG
OG0000129	LOC120775214|XP_039961211.1|BTRY	LOC108109745|XP_017073897.1|DEUG
OG0000129	LOC120767577|XP_039949656.1|BTRY	LOC108114735|XP_017081334.1|DEUG, LOC108111075|XP_017075896.1|DEUG, LOC108106618|XP_017069311.1|DEUG, LOC108109744|XP_017073896.1|DEUG
OG0000130	LOC120777985|XP_039965558.1|BTRY	LOC108107960|XP_017071288.1|DEUG, LOC108107809|XP_017071029.1|DEUG, LOC108108154|XP_017071576.1|DEUG, LOC108108122|XP_017071527.1|DEUG
OG0000131	LOC120782179|XP_039970256.1|BTRY	LOC108116900|XP_017084499.1|DEUG
OG0000132	LOC120767643|XP_039949749.1|BTRY, LOC120767644|XP_039949750.1|BTRY	LOC108104035|XP_017065359.1|DEUG, LOC108104026|XP_017065347.1|DEUG
OG0000132	LOC120768834|XP_039951523.1|BTRY	LOC108105278|XP_017067256.1|DEUG
OG0000134	LOC120774903|XP_039960709.1|BTRY	LOC108109201|XP_017073131.1|DEUG
OG0000134	LOC120768520|XP_039951184.1|BTRY	LOC108103949|XP_017065202.1|DEUG, LOC108110777|XP_017075488.1|DEUG, LOC108110874|XP_017075610.1|DEUG
OG0000137	LOC120767078|XP_039948875.1|BTRY	LOC108115329|XP_017082228.1|DEUG
OG0000137	LOC120776444|XP_039963035.1|BTRY	LOC108114102|XP_017080350.1|DEUG
OG0000141	LOC120778104|XP_039965740.1|BTRY, LOC120778105|XP_039965741.1|BTRY, LOC120778041|XP_039965650.1|BTRY	LOC108109891|XP_017074182.1|DEUG
OG0000142	LOC120777727|XP_039965152.1|BTRY	LOC108116624|XP_017084090.1|DEUG
OG0000142	LOC120774337|XP_039959830.1|BTRY	LOC108103419|XP_017064365.1|DEUG
OG0000143	LOC120776475|XP_039963084.1|BTRY	LOC108108638|XP_017072228.1|DEUG
OG0000144	LOC120769364|XP_039952263.1|BTRY	LOC108116153|XP_017083378.1|DEUG
OG0000144	LOC120773797|XP_039958834.1|BTRY	LOC108102991|XP_017063793.1|DEUG
OG0000145	LOC120774460|XP_039960049.1|BTRY	LOC108103172|XP_017064046.1|DEUG
OG0000145	LOC120767332|XP_039949209.1|BTRY	LOC108118396|XP_017086561.1|DEUG, LOC108118475|XP_017086691.1|DEUG
OG0000147	LOC120769426|XP_039952342.1|BTRY	LOC108104138|XP_017065528.1|DEUG
OG0000147	LOC120771570|XP_039955573.1|BTRY	LOC108113204|XP_017079230.1|DEUG
OG0000147	LOC120771587|XP_039955596.1|BTRY	LOC108113214|XP_017079257.1|DEUG
OG0000148	LOC120767846|XP_039950077.1|BTRY	LOC108110466|XP_017075022.1|DEUG
OG0000149	LOC120774421|XP_039959984.1|BTRY	LOC108112239|XP_017077549.1|DEUG
OG0000149	LOC120774650|XP_039960308.1|BTRY	LOC108105100|XP_017067024.1|DEUG
OG0000150	LOC120767670|XP_039949776.1|BTRY	LOC108115738|XP_017082797.1|DEUG, LOC108110730|XP_017075413.1|DEUG, LOC108115786|XP_017082848.1|DEUG, LOC108115789|XP_017082850.1|DEUG, LOC108115788|XP_017082849.1|DEUG
OG0000151	LOC120776428|XP_039963015.1|BTRY	LOC108114033|XP_017080269.1|DEUG
