Orthogroup	BTRY.longest_only	DSAN.longest_only
OG0000049	LOC120782209|XP_039970301.1|BTRY	LOC120454479|XP_039495747.1|DSAN
OG0000049	LOC120781673|XP_039969832.1|BTRY	LOC120451908|XP_039491850.1|DSAN
OG0000049	LOC120782186|XP_039970263.1|BTRY, LOC120782627|XP_039970929.1|BTRY	LOC120451909|XP_039491851.1|DSAN, LOC120451911|XP_039491854.1|DSAN
OG0000049	LOC120772847|XP_039957638.1|BTRY	LOC120454478|XP_039495745.1|DSAN
OG0000050	LOC120776369|XP_039962882.1|BTRY	LOC120444560|XP_039480251.1|DSAN
OG0000050	LOC120778411|XP_039966128.1|BTRY	LOC120450200|XP_039489002.1|DSAN, LOC120450145|XP_039488909.1|DSAN, LOC120450199|XP_039489001.1|DSAN, LOC120449121|XP_039487366.1|DSAN, LOC120450198|XP_039489000.1|DSAN, LOC120449122|XP_039487368.1|DSAN
OG0000051	LOC120776450|XP_039963045.1|BTRY	LOC120454079|XP_039495023.1|DSAN
OG0000051	LOC120782523|XP_039970766.1|BTRY, LOC120766330|XP_039947687.1|BTRY	LOC120450805|XP_039489908.1|DSAN
OG0000051	LOC120774683|XP_039960350.1|BTRY, LOC120766819|XP_039948463.1|BTRY, LOC120766441|XP_039947883.1|BTRY	LOC120453085|XP_039493545.1|DSAN, LOC120452423|XP_039492584.1|DSAN, LOC120454116|XP_039495080.1|DSAN
OG0000052	LOC120771792|XP_039955923.1|BTRY, LOC120772636|XP_039957293.1|BTRY, LOC120772635|XP_039957292.1|BTRY, LOC120772637|XP_039957294.1|BTRY	LOC120451899|XP_039491841.1|DSAN, LOC120452530|XP_039492728.1|DSAN, LOC120451902|XP_039491845.1|DSAN, LOC120451901|XP_039491844.1|DSAN, LOC120451898|XP_039491840.1|DSAN, LOC120451896|XP_039491839.1|DSAN, LOC120446961|XP_039484150.1|DSAN, LOC120446960|XP_039484149.1|DSAN
OG0000053	LOC120770153|XP_039953281.1|BTRY	LOC120458373|XP_039501926.1|DSAN, LOC120458372|XP_039501925.1|DSAN
OG0000053	LOC120770564|XP_039954076.1|BTRY	LOC120458371|XP_039501924.1|DSAN
OG0000053	LOC120770562|XP_039954075.1|BTRY	LOC120458368|XP_039501922.1|DSAN
OG0000053	LOC120771115|XP_039954899.1|BTRY, LOC120772335|XP_039956813.1|BTRY, LOC120771116|XP_039954900.1|BTRY	LOC120458380|XP_039501934.1|DSAN
OG0000054	LOC120766688|XP_039948268.1|BTRY, LOC120773479|XP_039958337.1|BTRY	LOC120451731|XP_039491574.1|DSAN
OG0000054	LOC120766314|XP_039947666.1|BTRY, LOC120771817|XP_039955972.1|BTRY, LOC120766166|XP_039947447.1|BTRY	LOC120451217|XP_039490630.1|DSAN, LOC120451218|XP_039490631.1|DSAN, LOC120451219|XP_039490632.1|DSAN
OG0000055	LOC120782330|XP_039970490.1|BTRY	LOC120454320|XP_039495456.1|DSAN
OG0000056	LOC120773463|XP_039958298.1|BTRY, LOC120773462|XP_039958296.1|BTRY, LOC120773461|XP_039958295.1|BTRY	LOC120454503|XP_039495790.1|DSAN, LOC120454502|XP_039495789.1|DSAN, LOC120454505|XP_039495792.1|DSAN, LOC120454507|XP_039495793.1|DSAN, LOC120454504|XP_039495791.1|DSAN
OG0000056	LOC120775660|XP_039961862.1|BTRY	LOC120450990|XP_039490227.1|DSAN
OG0000058	LOC120778110|XP_039965747.1|BTRY, LOC120778815|XP_039966755.1|BTRY, LOC120777383|XP_039964608.1|BTRY	LOC120446054|XP_039482765.1|DSAN, LOC120446683|XP_039483696.1|DSAN, LOC120446675|XP_039483682.1|DSAN, LOC120456673|XP_039499561.1|DSAN, LOC120456892|XP_039499925.1|DSAN
OG0000059	LOC120780097|XP_039968312.1|BTRY, LOC120780106|XP_039968325.1|BTRY, LOC120775512|XP_039961658.1|BTRY, LOC120778400|XP_039966151.1|BTRY, LOC120781731|XP_039969904.1|BTRY, LOC120782205|XP_039970291.1|BTRY, LOC120766699|XP_039948281.1|BTRY, LOC120782168|XP_039970239.1|BTRY, LOC120775546|XP_039961709.1|BTRY	LOC120452711|XP_039493009.1|DSAN, LOC120452562|XP_039492776.1|DSAN, LOC120451718|XP_039491555.1|DSAN, LOC120452007|XP_039491978.1|DSAN, LOC120451721|XP_039491557.1|DSAN, LOC120451717|XP_039491554.1|DSAN, LOC120451854|XP_039491780.1|DSAN
OG0000060	LOC120775432|XP_039961551.1|BTRY	LOC120457148|XP_039500354.1|DSAN
OG0000060	LOC120768177|XP_039950680.1|BTRY	LOC120453827|XP_039494650.1|DSAN
OG0000061	LOC120768964|XP_039951692.1|BTRY	LOC120458680|XP_039502351.1|DSAN
OG0000061	LOC120768474|XP_039951115.1|BTRY, LOC120768583|XP_039951274.1|BTRY	LOC120456052|XP_039498568.1|DSAN, LOC120458126|XP_039501597.1|DSAN
OG0000062	LOC120769500|XP_039952465.1|BTRY, LOC120766206|XP_039947509.1|BTRY, LOC120779328|XP_039967463.1|BTRY, LOC120775291|XP_039961384.1|BTRY, LOC120771826|XP_039955989.1|BTRY, LOC120769103|XP_039951898.1|BTRY, LOC120767422|XP_039949399.1|BTRY, LOC120767417|XP_039949393.1|BTRY, LOC120767416|XP_039949392.1|BTRY, LOC120767418|XP_039949395.1|BTRY, LOC120767419|XP_039949396.1|BTRY, LOC120767415|XP_039949390.1|BTRY, LOC120767420|XP_039949397.1|BTRY, LOC120767414|XP_039949389.1|BTRY, LOC120767411|XP_039949387.1|BTRY, LOC120776617|XP_039963346.1|BTRY	LOC120455285|XP_039497254.1|DSAN, LOC120446988|XP_039484222.1|DSAN, LOC120446986|XP_039484220.1|DSAN, LOC120450287|XP_039489141.1|DSAN, LOC120450290|XP_039489156.1|DSAN
OG0000063	LOC120774802|XP_039960529.1|BTRY, LOC120775030|XP_039960920.1|BTRY, LOC120776056|XP_039962449.1|BTRY	LOC120450857|XP_039490003.1|DSAN, LOC120450858|XP_039490005.1|DSAN, LOC120450856|XP_039490002.1|DSAN
OG0000063	LOC120782455|XP_039970679.1|BTRY, LOC120777941|XP_039965477.1|BTRY	LOC120450067|XP_039488773.1|DSAN, LOC120449163|XP_039487439.1|DSAN, LOC120449162|XP_039487438.1|DSAN, LOC120449422|XP_039487815.1|DSAN
OG0000065	LOC120779665|XP_039967959.1|BTRY, LOC120779680|XP_039967975.1|BTRY, LOC120782495|XP_039970733.1|BTRY	LOC120451401|XP_039491003.1|DSAN, LOC120458451|XP_039502031.1|DSAN, LOC120451402|XP_039491004.1|DSAN, LOC120452063|XP_039492060.1|DSAN, LOC120452751|XP_039493060.1|DSAN, LOC120453642|XP_039494370.1|DSAN
OG0000066	LOC120773490|XP_039958365.1|BTRY	LOC120455809|XP_039498204.1|DSAN, LOC120451709|XP_039491544.1|DSAN, LOC120454150|XP_039495143.1|DSAN, LOC120445314|XP_039481559.1|DSAN, LOC120451920|XP_039491867.1|DSAN, LOC120455475|XP_039497642.1|DSAN, LOC120445397|XP_039481742.1|DSAN
OG0000067	LOC120778614|XP_039966425.1|BTRY	LOC120450458|XP_039489412.1|DSAN
OG0000067	LOC120772621|XP_039957270.1|BTRY	LOC120458360|XP_039501908.1|DSAN
OG0000067	LOC120778613|XP_039966424.1|BTRY	LOC120450457|XP_039489411.1|DSAN
OG0000068	LOC120776119|XP_039962576.1|BTRY	LOC120454977|XP_039496696.1|DSAN
OG0000069	LOC120769525|XP_039952497.1|BTRY	LOC120446588|XP_039483542.1|DSAN
OG0000070	LOC120775533|XP_039961688.1|BTRY, LOC120776028|XP_039962406.1|BTRY, LOC120774314|XP_039959783.1|BTRY, LOC120774316|XP_039959788.1|BTRY, LOC120774315|XP_039959784.1|BTRY	LOC120458437|XP_039502014.1|DSAN
OG0000070	LOC120775922|XP_039962258.1|BTRY	LOC120456297|XP_039498979.1|DSAN
OG0000070	LOC120774551|XP_039960215.1|BTRY	LOC120449441|XP_039488053.1|DSAN, LOC120456697|XP_039499596.1|DSAN
OG0000071	LOC120778566|XP_039966364.1|BTRY, LOC120778407|XP_039966125.1|BTRY	LOC120449503|XP_039487937.1|DSAN, LOC120449500|XP_039487934.1|DSAN, LOC120449502|XP_039487935.1|DSAN
OG0000072	LOC120771304|XP_039955172.1|BTRY	LOC120446358|XP_039483223.1|DSAN
OG0000072	LOC120772988|XP_039957836.1|BTRY	LOC120446143|XP_039482904.1|DSAN
OG0000072	LOC120771756|XP_039955872.1|BTRY	LOC120445202|XP_039481371.1|DSAN
OG0000073	LOC120770531|XP_039954016.1|BTRY	LOC120444353|XP_039479869.1|DSAN
OG0000073	LOC120773570|XP_039958474.1|BTRY	LOC120456580|XP_039499414.1|DSAN
OG0000073	LOC120766419|XP_039947816.1|BTRY	LOC120454001|XP_039494904.1|DSAN
OG0000074	LOC120778910|XP_039966891.1|BTRY	LOC120449385|XP_039487757.1|DSAN
OG0000074	LOC120776970|XP_039963997.1|BTRY	LOC120450528|XP_039489549.1|DSAN
OG0000075	LOC120776593|XP_039963300.1|BTRY	LOC120449479|XP_039487889.1|DSAN
OG0000075	LOC120776389|XP_039962933.1|BTRY, LOC120778794|XP_039966728.1|BTRY, LOC120778726|XP_039966624.1|BTRY, LOC120778602|XP_039966409.1|BTRY, LOC120778440|XP_039966162.1|BTRY	LOC120447493|XP_039484823.1|DSAN
OG0000075	LOC120776388|XP_039962932.1|BTRY	LOC120447489|XP_039484820.1|DSAN
OG0000076	LOC120778972|XP_039966981.1|BTRY	LOC120447668|XP_039485120.1|DSAN
OG0000076	LOC120773465|XP_039958303.1|BTRY, LOC120773464|XP_039958300.1|BTRY	LOC120453726|XP_039494487.1|DSAN, LOC120454050|XP_039494988.1|DSAN
OG0000076	LOC120773985|XP_039959178.1|BTRY	LOC120455415|XP_039497494.1|DSAN
OG0000077	LOC120770520|XP_039953996.1|BTRY	LOC120444282|XP_039479731.1|DSAN
OG0000077	LOC120766987|XP_039948728.1|BTRY	LOC120452789|XP_039493115.1|DSAN
OG0000077	LOC120771294|XP_039955159.1|BTRY	LOC120445437|XP_039481803.1|DSAN
OG0000077	LOC120767550|XP_039949648.1|BTRY	LOC120451310|XP_039490813.1|DSAN
OG0000078	LOC120776000|XP_039962366.1|BTRY, LOC120775042|XP_039960952.1|BTRY	LOC120446615|XP_039483594.1|DSAN, LOC120449498|XP_039487932.1|DSAN, LOC120454154|XP_039495149.1|DSAN, LOC120455667|XP_039497996.1|DSAN, LOC120457056|XP_039500165.1|DSAN
OG0000079	LOC120769799|XP_039952920.1|BTRY	LOC120458928|XP_039502714.1|DSAN, LOC120458927|XP_039502713.1|DSAN, LOC120456240|XP_039498869.1|DSAN
OG0000080	LOC120770830|XP_039954353.1|BTRY, LOC120772997|XP_039957842.1|BTRY, LOC120772996|XP_039957841.1|BTRY	LOC120445807|XP_039482353.1|DSAN, LOC120446014|XP_039482702.1|DSAN
OG0000080	LOC120772075|XP_039956403.1|BTRY, LOC120772172|XP_039956551.1|BTRY	LOC120445200|XP_039481358.1|DSAN
OG0000081	LOC120778160|XP_039965820.1|BTRY	LOC120449798|XP_039488374.1|DSAN
OG0000082	LOC120782787|XP_039971189.1|BTRY	LOC120444539|XP_039480221.1|DSAN, LOC120453176|XP_039493670.1|DSAN
OG0000082	LOC120766890|XP_039948574.1|BTRY, LOC120766889|XP_039948573.1|BTRY	LOC120454374|XP_039495543.1|DSAN
OG0000083	LOC120768958|XP_039951686.1|BTRY	LOC120458313|XP_039501854.1|DSAN, LOC120455686|XP_039498031.1|DSAN, LOC120456937|XP_039500014.1|DSAN, LOC120455860|XP_039498269.1|DSAN, LOC120455849|XP_039498257.1|DSAN
OG0000083	LOC120767865|XP_039950113.1|BTRY	LOC120450759|XP_039489843.1|DSAN
OG0000084	LOC120781256|XP_039969343.1|BTRY	LOC120446957|XP_039484147.1|DSAN
OG0000084	LOC120770047|XP_039953099.1|BTRY, LOC120768058|XP_039950510.1|BTRY, LOC120771201|XP_039955035.1|BTRY	LOC120444572|XP_039480266.1|DSAN
OG0000085	LOC120770283|XP_039953552.1|BTRY	LOC120448625|XP_039486680.1|DSAN
OG0000087	LOC120768924|XP_039951637.1|BTRY	LOC120458014|XP_039501448.1|DSAN
OG0000087	LOC120772709|XP_039957394.1|BTRY, LOC120772832|XP_039957572.1|BTRY, LOC120772784|XP_039957501.1|BTRY, LOC120770617|XP_039954153.1|BTRY, LOC120770000|XP_039953024.1|BTRY, LOC120772666|XP_039957334.1|BTRY, LOC120770619|XP_039954154.1|BTRY, LOC120769645|XP_039952684.1|BTRY, LOC120769435|XP_039952350.1|BTRY	LOC120452956|XP_039493382.1|DSAN
OG0000087	LOC120769086|XP_039951880.1|BTRY	LOC120451745|XP_039491597.1|DSAN
OG0000088	LOC120773069|XP_039957940.1|BTRY	LOC120445629|XP_039482091.1|DSAN
OG0000089	LOC120766628|XP_039948178.1|BTRY	LOC120454625|XP_039496027.1|DSAN, LOC120454392|XP_039495577.1|DSAN
OG0000089	LOC120778537|XP_039966313.1|BTRY	LOC120447506|XP_039484850.1|DSAN
OG0000090	LOC120771351|XP_039955235.1|BTRY	LOC120448309|XP_039486192.1|DSAN
OG0000090	LOC120771989|XP_039956278.1|BTRY	LOC120448284|XP_039486150.1|DSAN
OG0000090	LOC120772488|XP_039957068.1|BTRY, LOC120771988|XP_039956277.1|BTRY	LOC120447536|XP_039484914.1|DSAN
OG0000091	LOC120780252|XP_039968448.1|BTRY	LOC120454553|XP_039495874.1|DSAN
OG0000091	LOC120769362|XP_039952257.1|BTRY	LOC120458039|XP_039501482.1|DSAN
OG0000091	LOC120773577|XP_039958502.1|BTRY	LOC120454568|XP_039495897.1|DSAN
OG0000091	LOC120777245|XP_039964375.1|BTRY, LOC120766362|XP_039947726.1|BTRY	LOC120452896|XP_039493288.1|DSAN
OG0000092	LOC120782357|XP_039970530.1|BTRY	LOC120452494|XP_039492677.1|DSAN
OG0000092	LOC120782888|XP_039971370.1|BTRY	LOC120453296|XP_039493860.1|DSAN
OG0000092	LOC120782541|XP_039970806.1|BTRY	LOC120454055|XP_039494995.1|DSAN, LOC120453475|XP_039494142.1|DSAN
OG0000093	LOC120768178|XP_039950676.1|BTRY	LOC120445748|XP_039482264.1|DSAN
OG0000093	LOC120774454|XP_039960036.1|BTRY	LOC120455113|XP_039496936.1|DSAN
OG0000094	LOC120781795|XP_039969955.1|BTRY, LOC120781757|XP_039969927.1|BTRY, LOC120781762|XP_039969932.1|BTRY, LOC120781776|XP_039969940.1|BTRY	LOC120452712|XP_039493010.1|DSAN
OG0000096	LOC120768952|XP_039951675.1|BTRY	LOC120446709|XP_039483748.1|DSAN, LOC120456060|XP_039498581.1|DSAN, LOC120451499|XP_039491185.1|DSAN
OG0000096	LOC120768465|XP_039951102.1|BTRY, LOC120768467|XP_039951105.1|BTRY, LOC120768466|XP_039951104.1|BTRY, LOC120768468|XP_039951106.1|BTRY, LOC120767637|XP_039949738.1|BTRY, LOC120767636|XP_039949737.1|BTRY, LOC120769373|XP_039952272.1|BTRY, LOC120768601|XP_039951297.1|BTRY, LOC120769075|XP_039951869.1|BTRY, LOC120769214|XP_039952041.1|BTRY, LOC120769063|XP_039951852.1|BTRY, LOC120769257|XP_039952092.1|BTRY, LOC120768464|XP_039951101.1|BTRY, LOC120768463|XP_039951100.1|BTRY	LOC120445403|XP_039481752.1|DSAN
OG0000099	LOC120777511|XP_039964811.1|BTRY	LOC120455657|XP_039497983.1|DSAN
OG0000099	LOC120773643|XP_039958585.1|BTRY	LOC120455658|XP_039497984.1|DSAN
OG0000099	LOC120773585|XP_039958507.1|BTRY	LOC120455656|XP_039497981.1|DSAN
OG0000101	LOC120776874|XP_039963866.1|BTRY	LOC120447595|XP_039484997.1|DSAN
OG0000101	LOC120776875|XP_039963867.1|BTRY	LOC120448473|XP_039486431.1|DSAN
OG0000101	LOC120776632|XP_039963382.1|BTRY	LOC120448472|XP_039486430.1|DSAN, LOC120448474|XP_039486432.1|DSAN
OG0000101	LOC120776631|XP_039963381.1|BTRY	LOC120448469|XP_039486421.1|DSAN
OG0000102	LOC120770301|XP_039953601.1|BTRY, LOC120770302|XP_039953602.1|BTRY	LOC120444369|XP_039479910.1|DSAN
OG0000102	LOC120768179|XP_039950679.1|BTRY, LOC120768056|XP_039950507.1|BTRY, LOC120771676|XP_039955732.1|BTRY, LOC120777852|XP_039965328.1|BTRY	LOC120444543|XP_039480230.1|DSAN
OG0000103	LOC120777733|XP_039965157.1|BTRY, LOC120776555|XP_039963241.1|BTRY	LOC120450316|XP_039489203.1|DSAN, LOC120450315|XP_039489202.1|DSAN, LOC120447694|XP_039485157.1|DSAN, LOC120447692|XP_039485155.1|DSAN
OG0000103	LOC120771914|XP_039956135.1|BTRY, LOC120772128|XP_039956478.1|BTRY	LOC120457733|XP_039501166.1|DSAN
OG0000104	LOC120778142|XP_039965799.1|BTRY, LOC120778141|XP_039965798.1|BTRY	LOC120447890|XP_039485434.1|DSAN
OG0000104	LOC120766497|XP_039947982.1|BTRY, LOC120766343|XP_039947703.1|BTRY, LOC120778118|XP_039965756.1|BTRY	LOC120457816|XP_039501251.1|DSAN
OG0000104	LOC120778612|XP_039966423.1|BTRY, LOC120778866|XP_039966836.1|BTRY, LOC120779052|XP_039967120.1|BTRY, LOC120778973|XP_039966995.1|BTRY	LOC120447814|XP_039485323.1|DSAN, LOC120449889|XP_039488502.1|DSAN
OG0000105	LOC120782639|XP_039970941.1|BTRY, LOC120767012|XP_039948769.1|BTRY	LOC120451809|XP_039491700.1|DSAN
OG0000105	LOC120782189|XP_039970265.1|BTRY	LOC120451665|XP_039491473.1|DSAN, LOC120453920|XP_039494789.1|DSAN
OG0000107	LOC120770816|XP_039954328.1|BTRY	LOC120446363|XP_039483229.1|DSAN, LOC120446737|XP_039483794.1|DSAN, LOC120445808|XP_039482354.1|DSAN, LOC120444935|XP_039480870.1|DSAN
OG0000108	LOC120779619|XP_039967901.1|BTRY	LOC120457836|XP_039501271.1|DSAN, LOC120457827|XP_039501258.1|DSAN
OG0000109	LOC120768593|XP_039951288.1|BTRY	LOC120458470|XP_039502057.1|DSAN
OG0000110	LOC120777572|XP_039964910.1|BTRY, LOC120778881|XP_039966858.1|BTRY	LOC120449757|XP_039488327.1|DSAN, LOC120449997|XP_039488641.1|DSAN
OG0000110	LOC120778906|XP_039966885.1|BTRY, LOC120777638|XP_039965025.1|BTRY	LOC120449458|XP_039487864.1|DSAN
OG0000111	LOC120771785|XP_039955913.1|BTRY, LOC120771525|XP_039955516.1|BTRY, LOC120771526|XP_039955517.1|BTRY, LOC120771524|XP_039955515.1|BTRY	LOC120446698|XP_039483730.1|DSAN, LOC120446242|XP_039483047.1|DSAN, LOC120446620|XP_039483600.1|DSAN
OG0000112	LOC120776060|XP_039962460.1|BTRY	LOC120455254|XP_039497187.1|DSAN, LOC120455231|XP_039497141.1|DSAN
OG0000112	LOC120773601|XP_039958533.1|BTRY, LOC120773600|XP_039958532.1|BTRY, LOC120773604|XP_039958538.1|BTRY, LOC120773603|XP_039958537.1|BTRY, LOC120773732|XP_039958723.1|BTRY	LOC120456987|XP_039500070.1|DSAN, LOC120456973|XP_039500054.1|DSAN
OG0000113	LOC120771011|XP_039954717.1|BTRY, LOC120782768|XP_039971165.1|BTRY	LOC120458260|XP_039501783.1|DSAN, LOC120445859|XP_039482434.1|DSAN, LOC120451060|XP_039490352.1|DSAN, LOC120447236|XP_039484695.1|DSAN
OG0000114	LOC120767657|XP_039949763.1|BTRY, LOC120774073|XP_039959325.1|BTRY, LOC120767655|XP_039949762.1|BTRY	LOC120447466|XP_039484788.1|DSAN
OG0000114	LOC120767658|XP_039949764.1|BTRY	LOC120447460|XP_039484780.1|DSAN
OG0000116	LOC120782355|XP_039970525.1|BTRY	LOC120451581|XP_039491325.1|DSAN
OG0000117	LOC120769109|XP_039951905.1|BTRY	LOC120444154|XP_039479666.1|DSAN
OG0000117	LOC120769110|XP_039951906.1|BTRY	LOC120444155|XP_039479668.1|DSAN
OG0000117	LOC120769113|XP_039951909.1|BTRY	LOC120444156|XP_039479669.1|DSAN
OG0000117	LOC120769111|XP_039951907.1|BTRY	LOC120444158|XP_039479671.1|DSAN
OG0000118	LOC120777410|XP_039964643.1|BTRY	LOC120458714|XP_039502396.1|DSAN, LOC120458071|XP_039501517.1|DSAN, LOC120458653|XP_039502317.1|DSAN
OG0000118	LOC120774742|XP_039960431.1|BTRY	LOC120458057|XP_039501500.1|DSAN
OG0000119	LOC120781461|XP_039969618.1|BTRY, LOC120779615|XP_039967898.1|BTRY, LOC120782241|XP_039970343.1|BTRY, LOC120772767|XP_039957513.1|BTRY	LOC120454455|XP_039495701.1|DSAN, LOC120452109|XP_039492121.1|DSAN
OG0000119	LOC120766714|XP_039948293.1|BTRY	LOC120451917|XP_039491863.1|DSAN
OG0000120	LOC120775661|XP_039961863.1|BTRY	LOC120457201|XP_039500489.1|DSAN
OG0000120	LOC120772192|XP_039956592.1|BTRY	LOC120446605|XP_039483576.1|DSAN
OG0000120	LOC120775789|XP_039962063.1|BTRY	LOC120450151|XP_039488921.1|DSAN, LOC120456622|XP_039499479.1|DSAN
OG0000122	LOC120768461|XP_039951097.1|BTRY	LOC120446930|XP_039484118.1|DSAN
OG0000122	LOC120771261|XP_039955113.1|BTRY	LOC120455728|XP_039498076.1|DSAN
OG0000122	LOC120767410|XP_039949386.1|BTRY	LOC120455178|XP_039497050.1|DSAN, LOC120453978|XP_039494868.1|DSAN
OG0000123	LOC120779679|XP_039968002.1|BTRY, LOC120779752|XP_039968092.1|BTRY	LOC120444507|XP_039480157.1|DSAN, LOC120452058|XP_039492054.1|DSAN, LOC120452255|XP_039492317.1|DSAN, LOC120452134|XP_039492154.1|DSAN, LOC120452662|XP_039492932.1|DSAN
OG0000125	LOC120779426|XP_039967569.1|BTRY	LOC120451421|XP_039491027.1|DSAN
OG0000125	LOC120770437|XP_039953842.1|BTRY	LOC120451369|XP_039490949.1|DSAN
OG0000126	LOC120774136|XP_039959456.1|BTRY	LOC120458709|XP_039502389.1|DSAN
OG0000127	LOC120779597|XP_039967879.1|BTRY	LOC120453359|XP_039493965.1|DSAN, LOC120452170|XP_039492209.1|DSAN, LOC120453357|XP_039493964.1|DSAN
OG0000127	LOC120779739|XP_039968050.1|BTRY	LOC120451773|XP_039491637.1|DSAN
OG0000128	LOC120772126|XP_039956474.1|BTRY, LOC120771684|XP_039955749.1|BTRY, LOC120770982|XP_039954658.1|BTRY, LOC120770983|XP_039954659.1|BTRY, LOC120770984|XP_039954660.1|BTRY	LOC120445036|XP_039481059.1|DSAN
OG0000129	LOC120775214|XP_039961211.1|BTRY	LOC120455629|XP_039497949.1|DSAN
OG0000129	LOC120767577|XP_039949656.1|BTRY	LOC120449827|XP_039488407.1|DSAN, LOC120456992|XP_039500082.1|DSAN, LOC120455630|XP_039497951.1|DSAN
OG0000130	LOC120777985|XP_039965558.1|BTRY	LOC120450387|XP_039489313.1|DSAN, LOC120449269|XP_039487586.1|DSAN, LOC120448089|XP_039485815.1|DSAN, LOC120448088|XP_039485814.1|DSAN
OG0000131	LOC120782179|XP_039970256.1|BTRY	LOC120450809|XP_039489913.1|DSAN
OG0000132	LOC120767643|XP_039949749.1|BTRY, LOC120767644|XP_039949750.1|BTRY	LOC120450846|XP_039489975.1|DSAN, LOC120450849|XP_039489991.1|DSAN
OG0000132	LOC120768834|XP_039951523.1|BTRY	LOC120452537|XP_039492737.1|DSAN
OG0000134	LOC120774903|XP_039960709.1|BTRY	LOC120451359|XP_039490929.1|DSAN
OG0000134	LOC120768520|XP_039951184.1|BTRY	LOC120456506|XP_039499308.1|DSAN, LOC120451626|XP_039491416.1|DSAN, LOC120453306|XP_039493897.1|DSAN
OG0000136	LOC120779767|XP_039968081.1|BTRY, LOC120782038|XP_039970128.1|BTRY, LOC120780498|XP_039968706.1|BTRY, LOC120781678|XP_039969833.1|BTRY, LOC120781414|XP_039969560.1|BTRY, LOC120768149|XP_039950644.1|BTRY, LOC120768618|XP_039951318.1|BTRY, LOC120768340|XP_039950927.1|BTRY, LOC120768800|XP_039951490.1|BTRY, LOC120768782|XP_039951475.1|BTRY, LOC120778245|XP_039965939.1|BTRY, LOC120780592|XP_039968785.1|BTRY, LOC120781818|XP_039969972.1|BTRY, LOC120781468|XP_039969628.1|BTRY, LOC120780326|XP_039968551.1|BTRY, LOC120781638|XP_039969802.1|BTRY, LOC120781457|XP_039969607.1|BTRY	LOC120457646|XP_039501078.1|DSAN
OG0000137	LOC120767078|XP_039948875.1|BTRY	LOC120451005|XP_039490252.1|DSAN
OG0000137	LOC120776444|XP_039963035.1|BTRY	LOC120450371|XP_039489288.1|DSAN
OG0000141	LOC120778104|XP_039965740.1|BTRY, LOC120778105|XP_039965741.1|BTRY, LOC120778041|XP_039965650.1|BTRY	LOC120448452|XP_039486403.1|DSAN
OG0000142	LOC120777727|XP_039965152.1|BTRY	LOC120451264|XP_039490727.1|DSAN
OG0000142	LOC120774337|XP_039959830.1|BTRY	LOC120457117|XP_039500268.1|DSAN
OG0000143	LOC120776475|XP_039963084.1|BTRY	LOC120450562|XP_039489605.1|DSAN
OG0000144	LOC120769364|XP_039952263.1|BTRY	LOC120452659|XP_039492916.1|DSAN
OG0000144	LOC120773797|XP_039958834.1|BTRY	LOC120457308|XP_039500730.1|DSAN
OG0000144	LOC120768115|XP_039950597.1|BTRY	LOC120457482|XP_039500967.1|DSAN
OG0000145	LOC120774460|XP_039960049.1|BTRY	LOC120456131|XP_039498694.1|DSAN
OG0000145	LOC120767332|XP_039949209.1|BTRY	LOC120444793|XP_039480676.1|DSAN
OG0000147	LOC120769426|XP_039952342.1|BTRY	LOC120451646|XP_039491487.1|DSAN
OG0000147	LOC120771570|XP_039955573.1|BTRY	LOC120452393|XP_039492541.1|DSAN
OG0000147	LOC120771587|XP_039955596.1|BTRY	LOC120454057|XP_039494997.1|DSAN
OG0000148	LOC120767846|XP_039950077.1|BTRY	LOC120449015|XP_039487230.1|DSAN
OG0000149	LOC120774421|XP_039959984.1|BTRY	LOC120450388|XP_039489317.1|DSAN
OG0000149	LOC120774650|XP_039960308.1|BTRY	LOC120455384|XP_039497444.1|DSAN
OG0000150	LOC120767670|XP_039949776.1|BTRY	LOC120443958|XP_039479348.1|DSAN, LOC120458690|XP_039502361.1|DSAN, LOC120458857|XP_039502618.1|DSAN, LOC120458903|XP_039502683.1|DSAN, LOC120458905|XP_039502685.1|DSAN, LOC120458904|XP_039502684.1|DSAN
OG0000151	LOC120776428|XP_039963015.1|BTRY	LOC120448719|XP_039486823.1|DSAN
OG0000151	LOC120776430|XP_039963017.1|BTRY	LOC120448648|XP_039486710.1|DSAN
OG0000152	LOC120780845|XP_039969021.1|BTRY	LOC120452528|XP_039492725.1|DSAN, LOC120454263|XP_039495344.1|DSAN, LOC120452388|XP_039492536.1|DSAN, LOC120452037|XP_039492023.1|DSAN
OG0000153	LOC120778419|XP_039966138.1|BTRY, LOC120779362|XP_039967493.1|BTRY	LOC120451577|XP_039491320.1|DSAN
OG0000153	LOC120766754|XP_039948361.1|BTRY	LOC120453833|XP_039494660.1|DSAN, LOC120451576|XP_039491319.1|DSAN
OG0000154	LOC120781967|XP_039970078.1|BTRY	LOC120452631|XP_039492875.1|DSAN, LOC120452632|XP_039492876.1|DSAN
OG0000154	LOC120769548|XP_039952531.1|BTRY, LOC120769219|XP_039952049.1|BTRY	LOC120449197|XP_039487492.1|DSAN
OG0000155	LOC120778597|XP_039966404.1|BTRY, LOC120778577|XP_039966374.1|BTRY, LOC120776977|XP_039964008.1|BTRY	LOC120449186|XP_039487468.1|DSAN, LOC120449265|XP_039487581.1|DSAN, LOC120448978|XP_039487172.1|DSAN
