Orthogroup	DGUA.longest_only	DALB.longest_only
OG0000051	LOC117586424|XP_034132352.1|DGUA, LOC117586281|XP_034132126.1|DGUA	LOC117576902|XP_034117931.1|DALB
OG0000052	LOC117585521|XP_034130918.1|DGUA	LOC117576244|XP_034116756.1|DALB, LOC117576245|XP_034116757.1|DALB, LOC117576070|XP_034116497.1|DALB, LOC117576071|XP_034116498.1|DALB, LOC117576069|XP_034116496.1|DALB, LOC117575219|XP_034115236.1|DALB, LOC117576928|XP_034117962.1|DALB
OG0000052	LOC117579366|XP_034121106.1|DGUA	LOC117568864|XP_034105642.1|DALB, LOC117571307|XP_034109272.1|DALB, LOC117566592|XP_034102025.1|DALB, LOC117569133|XP_034106052.1|DALB, LOC117566590|XP_034102023.1|DALB, LOC117566591|XP_034102024.1|DALB, LOC117572296|XP_034110899.1|DALB
OG0000052	LOC117579361|XP_034121090.1|DGUA	LOC117572297|XP_034110900.1|DALB, LOC117566593|XP_034102026.1|DALB
OG0000053	LOC117591851|XP_034141110.1|DGUA	LOC117569598|XP_034106724.1|DALB
OG0000053	LOC117591850|XP_034141108.1|DGUA	LOC117569609|XP_034106736.1|DALB
OG0000053	LOC117591849|XP_034141106.1|DGUA	LOC117569596|XP_034106722.1|DALB
OG0000053	LOC117589695|XP_034137786.1|DGUA	LOC117569600|XP_034106726.1|DALB
OG0000054	LOC117591710|XP_034140920.1|DGUA, LOC117585614|XP_034131065.1|DGUA, LOC117585423|XP_034130788.1|DGUA	LOC117575896|XP_034116230.1|DALB
OG0000054	LOC117585615|XP_034131067.1|DGUA	LOC117575899|XP_034116231.1|DALB
OG0000055	LOC117586370|XP_034132288.1|DGUA, LOC117586371|XP_034132289.1|DGUA, LOC117591731|XP_034140936.1|DGUA, LOC117585073|XP_034130229.1|DGUA, LOC117586372|XP_034132290.1|DGUA, LOC117591775|XP_034140976.1|DGUA, LOC117586558|XP_034132612.1|DGUA	LOC117575962|XP_034116331.1|DALB, LOC117575960|XP_034116330.1|DALB
OG0000055	LOC117583475|XP_034127675.1|DGUA	LOC117574528|XP_034114281.1|DALB, LOC117574682|XP_034114479.1|DALB, LOC117575963|XP_034116332.1|DALB
OG0000056	LOC117582718|XP_034126532.1|DGUA	LOC117573870|XP_034113237.1|DALB
OG0000056	LOC117582719|XP_034126535.1|DGUA	LOC117573868|XP_034113236.1|DALB, LOC117573871|XP_034113238.1|DALB, LOC117576772|XP_034117714.1|DALB, LOC117573872|XP_034113239.1|DALB
OG0000056	LOC117589786|XP_034137875.1|DGUA, LOC117589687|XP_034137734.1|DGUA	LOC117565555|XP_034100612.1|DALB
OG0000058	LOC117588076|XP_034135032.1|DGUA, LOC117588074|XP_034135030.1|DGUA, LOC117581983|XP_034125368.1|DGUA	LOC117563763|XP_034098158.1|DALB, LOC117564238|XP_034098822.1|DALB, LOC117564239|XP_034098823.1|DALB, LOC117563762|XP_034098157.1|DALB, LOC117563768|XP_034098166.1|DALB, LOC117563764|XP_034098159.1|DALB, LOC117563767|XP_034098165.1|DALB
OG0000058	LOC117588075|XP_034135031.1|DGUA	LOC117563761|XP_034098156.1|DALB, LOC117563760|XP_034098154.1|DALB
OG0000058	LOC117580786|XP_034123373.1|DGUA	LOC117570528|XP_034108128.1|DALB
OG0000059	LOC117582883|XP_034126847.1|DGUA	LOC117573843|XP_034113202.1|DALB
OG0000059	LOC117583116|XP_034127192.1|DGUA, LOC117583225|XP_034127335.1|DGUA	LOC117573838|XP_034113195.1|DALB
OG0000059	LOC117582882|XP_034126846.1|DGUA	LOC117573842|XP_034113201.1|DALB
OG0000059	LOC117582940|XP_034126935.1|DGUA	LOC117573841|XP_034113200.1|DALB, LOC117573840|XP_034113199.1|DALB, LOC117573839|XP_034113196.1|DALB
OG0000060	LOC117591001|XP_034139974.1|DGUA	LOC117568914|XP_034105715.1|DALB
OG0000060	LOC117582364|XP_034125913.1|DGUA	LOC117565380|XP_034100344.1|DALB
OG0000060	LOC117586071|XP_034131812.1|DGUA	LOC117576937|XP_034117973.1|DALB
OG0000060	LOC117583542|XP_034127790.1|DGUA	LOC117574003|XP_034113462.1|DALB
OG0000060	LOC117580826|XP_034123438.1|DGUA	LOC117577733|XP_034118527.1|DALB
OG0000061	LOC117584177|XP_034128835.1|DGUA	LOC117564862|XP_034099701.1|DALB
OG0000061	LOC117583930|XP_034128502.1|DGUA	LOC117564863|XP_034099702.1|DALB, LOC117564865|XP_034099704.1|DALB
OG0000061	LOC117584180|XP_034128838.1|DGUA	LOC117564867|XP_034099707.1|DALB
OG0000062	LOC117590396|XP_034138880.1|DGUA	LOC117578033|XP_034119036.1|DALB
OG0000062	LOC117587653|XP_034134434.1|DGUA, LOC117587755|XP_034134570.1|DGUA	LOC117578240|XP_034119548.1|DALB
OG0000063	LOC117586757|XP_034132957.1|DGUA, LOC117586756|XP_034132956.1|DGUA	LOC117576847|XP_034117829.1|DALB, LOC117576848|XP_034117831.1|DALB, LOC117576846|XP_034117828.1|DALB
OG0000063	LOC117580520|XP_034123004.1|DGUA	LOC117569666|XP_034106803.1|DALB
OG0000063	LOC117579292|XP_034120988.1|DGUA	LOC117568515|XP_034105107.1|DALB
OG0000063	LOC117579291|XP_034120986.1|DGUA	LOC117569663|XP_034106801.1|DALB, LOC117570642|XP_034108303.1|DALB
OG0000065	LOC117583018|XP_034127060.1|DGUA	LOC117573742|XP_034113011.1|DALB, LOC117576240|XP_034116748.1|DALB
OG0000065	LOC117582935|XP_034126927.1|DGUA, LOC117582936|XP_034126928.1|DGUA, LOC117582933|XP_034126925.1|DGUA, LOC117582934|XP_034126926.1|DGUA	LOC117574829|XP_034114692.1|DALB, LOC117567609|XP_034103589.1|DALB, LOC117573376|XP_034112404.1|DALB, LOC117572676|XP_034111597.1|DALB, LOC117567608|XP_034103588.1|DALB
OG0000066	LOC117586042|XP_034131778.1|DGUA, LOC117582974|XP_034126986.1|DGUA	LOC117567134|XP_034102839.1|DALB
OG0000066	LOC117591066|XP_034140058.1|DGUA	LOC117563421|XP_034097647.1|DALB
OG0000066	LOC117585048|XP_034130198.1|DGUA	LOC117576204|XP_034116688.1|DALB
OG0000066	LOC117587600|XP_034134341.1|DGUA	LOC117570386|XP_034107886.1|DALB
OG0000067	LOC117589502|XP_034137375.1|DGUA	LOC117576940|XP_034117988.1|DALB
OG0000067	LOC117579493|XP_034121284.1|DGUA	LOC117569520|XP_034106607.1|DALB
OG0000067	LOC117591024|XP_034140007.1|DGUA	LOC117570140|XP_034107497.1|DALB
OG0000067	LOC117579492|XP_034121282.1|DGUA	LOC117569519|XP_034106606.1|DALB
OG0000067	LOC117589212|XP_034136847.1|DGUA	LOC117570707|XP_034108403.1|DALB
OG0000068	LOC117580519|XP_034123003.1|DGUA	LOC117575545|XP_034115693.1|DALB
OG0000068	LOC117579302|XP_034121001.1|DGUA, LOC117581720|XP_034124991.1|DGUA	LOC117566789|XP_034102222.1|DALB
OG0000068	LOC117581342|XP_034124357.1|DGUA	LOC117563644|XP_034097948.1|DALB
OG0000069	LOC117592210|XP_034141713.1|DGUA	LOC117568075|XP_034104335.1|DALB
OG0000070	LOC117587796|XP_034134632.1|DGUA	LOC117564516|XP_034099227.1|DALB, LOC117564519|XP_034099229.1|DALB
OG0000070	LOC117581211|XP_034124075.1|DGUA	LOC117575370|XP_034115434.1|DALB
OG0000070	LOC117587545|XP_034134242.1|DGUA	LOC117564518|XP_034099228.1|DALB
OG0000070	LOC117587797|XP_034134633.1|DGUA	LOC117564520|XP_034099230.1|DALB
OG0000071	LOC117580534|XP_034123019.1|DGUA	LOC117572590|XP_034111368.1|DALB
OG0000071	LOC117579680|XP_034121559.1|DGUA	LOC117570623|XP_034108276.1|DALB
OG0000071	LOC117579678|XP_034121557.1|DGUA	LOC117566528|XP_034101960.1|DALB
OG0000072	LOC117592297|XP_034141858.1|DGUA	LOC117566569|XP_034102002.1|DALB, LOC117567900|XP_034104064.1|DALB
OG0000072	LOC117592296|XP_034141857.1|DGUA	LOC117570917|XP_034108716.1|DALB
OG0000073	LOC117578569|XP_034120037.1|DGUA	LOC117572206|XP_034110763.1|DALB
OG0000073	LOC117588625|XP_034135936.1|DGUA	LOC117576610|XP_034117406.1|DALB
OG0000073	LOC117589637|XP_034137623.1|DGUA	LOC117575585|XP_034115743.1|DALB
OG0000074	LOC117587150|XP_034133548.1|DGUA, LOC117587426|XP_034133988.1|DGUA	LOC117570160|XP_034107519.1|DALB, LOC117571484|XP_034109540.1|DALB, LOC117571440|XP_034109474.1|DALB
OG0000074	LOC117586962|XP_034133225.1|DGUA	LOC117570586|XP_034108221.1|DALB
OG0000075	LOC117579262|XP_034120946.1|DGUA	LOC117568212|XP_034104575.1|DALB
OG0000075	LOC117579268|XP_034120955.1|DGUA	LOC117568439|XP_034104998.1|DALB
OG0000075	LOC117579272|XP_034120958.1|DGUA	LOC117568441|XP_034105000.1|DALB
OG0000075	LOC117579269|XP_034120956.1|DGUA	LOC117568217|XP_034104582.1|DALB
OG0000076	LOC117579058|XP_034120653.1|DGUA	LOC117567636|XP_034103628.1|DALB
OG0000076	LOC117590327|XP_034138711.1|DGUA	LOC117577756|XP_034118557.1|DALB
OG0000076	LOC117590326|XP_034138710.1|DGUA	LOC117577826|XP_034118655.1|DALB
OG0000077	LOC117583765|XP_034128208.1|DGUA	LOC117576948|XP_034117997.1|DALB
OG0000077	LOC117578654|XP_034120163.1|DGUA	LOC117567769|XP_034103852.1|DALB
OG0000077	LOC117583686|XP_034128052.1|DGUA	LOC117573885|XP_034113262.1|DALB
OG0000078	LOC117581097|XP_034123881.1|DGUA	LOC117570798|XP_034108545.1|DALB, LOC117567009|XP_034102585.1|DALB, LOC117571141|XP_034109034.1|DALB, LOC117570994|XP_034108834.1|DALB
OG0000078	LOC117588902|XP_034136350.1|DGUA	LOC117567346|XP_034103163.1|DALB
OG0000078	LOC117586436|XP_034132364.1|DGUA	LOC117575907|XP_034116242.1|DALB
OG0000078	LOC117588496|XP_034135697.1|DGUA	LOC117577833|XP_034118665.1|DALB
OG0000078	LOC117581264|XP_034124165.1|DGUA	LOC117578297|XP_034119631.1|DALB
OG0000079	LOC117584146|XP_034128797.1|DGUA	LOC117564795|XP_034099607.1|DALB
OG0000079	LOC117582616|XP_034126381.1|DGUA	LOC117565282|XP_034100202.1|DALB
OG0000079	LOC117582615|XP_034126380.1|DGUA	LOC117564408|XP_034099031.1|DALB
OG0000080	LOC117592694|XP_034142549.1|DGUA, LOC117584421|XP_034129184.1|DGUA, LOC117580573|XP_034123072.1|DGUA	LOC117571068|XP_034108929.1|DALB
OG0000080	LOC117586467|XP_034132445.1|DGUA	LOC117568685|XP_034105383.1|DALB
OG0000081	LOC117586955|XP_034133218.1|DGUA	LOC117570943|XP_034108767.1|DALB
OG0000082	LOC117582225|XP_034125728.1|DGUA	LOC117570745|XP_034108457.1|DALB, LOC117570413|XP_034107930.1|DALB
OG0000082	LOC117584905|XP_034129938.1|DGUA	LOC117573753|XP_034113028.1|DALB, LOC117573752|XP_034113027.1|DALB
OG0000082	LOC117589906|XP_034138069.1|DGUA	LOC117575543|XP_034115688.1|DALB
OG0000083	LOC117584370|XP_034129100.1|DGUA, LOC117591765|XP_034140968.1|DGUA, LOC117584781|XP_034129778.1|DGUA	LOC117570126|XP_034107481.1|DALB
OG0000084	LOC117584511|XP_034129342.1|DGUA	LOC117569126|XP_034106037.1|DALB
OG0000084	LOC117587100|XP_034133482.1|DGUA	LOC117571981|XP_034110380.1|DALB
OG0000085	LOC117592682|XP_034142535.1|DGUA	LOC117570372|XP_034107857.1|DALB, LOC117566598|XP_034102030.1|DALB, LOC117566599|XP_034102031.1|DALB
OG0000086	LOC117591981|XP_034141311.1|DGUA	LOC117571181|XP_034109101.1|DALB, LOC117571177|XP_034109095.1|DALB
OG0000087	LOC117587854|XP_034134711.1|DGUA	LOC117565926|XP_034101191.1|DALB
OG0000087	LOC117590892|XP_034139815.1|DGUA	LOC117563519|XP_034097786.1|DALB
OG0000087	LOC117587527|XP_034134219.1|DGUA	LOC117564649|XP_034099401.1|DALB
OG0000088	LOC117591442|XP_034140602.1|DGUA	LOC117568126|XP_034104421.1|DALB
OG0000088	LOC117591452|XP_034140612.1|DGUA	LOC117563949|XP_034098412.1|DALB
OG0000088	LOC117579316|XP_034121020.1|DGUA	LOC117568293|XP_034104704.1|DALB
OG0000088	LOC117578545|XP_034120007.1|DGUA	LOC117571658|XP_034109787.1|DALB, LOC117571657|XP_034109785.1|DALB
OG0000088	LOC117579295|XP_034120991.1|DGUA	LOC117568558|XP_034105177.1|DALB
OG0000089	LOC117586065|XP_034131804.1|DGUA	LOC117573667|XP_034112886.1|DALB
OG0000089	LOC117580023|XP_034122138.1|DGUA	LOC117570605|XP_034108240.1|DALB
OG0000090	LOC117592026|XP_034141376.1|DGUA	LOC117570152|XP_034107510.1|DALB
OG0000090	LOC117592024|XP_034141370.1|DGUA	LOC117570045|XP_034107362.1|DALB
OG0000090	LOC117579331|XP_034121048.1|DGUA	LOC117571453|XP_034109491.1|DALB
OG0000090	LOC117587279|XP_034133756.1|DGUA	LOC117571773|XP_034110022.1|DALB
OG0000091	LOC117582702|XP_034126503.1|DGUA	LOC117575848|XP_034116149.1|DALB
OG0000091	LOC117584351|XP_034129075.1|DGUA	LOC117564850|XP_034099676.1|DALB
OG0000091	LOC117589947|XP_034138129.1|DGUA	LOC117576271|XP_034116807.1|DALB
OG0000091	LOC117589742|XP_034137813.1|DGUA	LOC117576270|XP_034116806.1|DALB
OG0000092	LOC117585928|XP_034131585.1|DGUA	LOC117573726|XP_034112987.1|DALB, LOC117573725|XP_034112986.1|DALB
OG0000092	LOC117585910|XP_034131563.1|DGUA	LOC117573342|XP_034112343.1|DALB
OG0000092	LOC117585924|XP_034131582.1|DGUA	LOC117573728|XP_034112989.1|DALB
OG0000093	LOC117581781|XP_034125096.1|DGUA	LOC117566120|XP_034101486.1|DALB
OG0000093	LOC117591822|XP_034141050.1|DGUA	LOC117572473|XP_034111211.1|DALB
OG0000093	LOC117590334|XP_034138719.1|DGUA	LOC117571868|XP_034110194.1|DALB
OG0000094	LOC117579446|XP_034121226.1|DGUA	LOC117569967|XP_034107235.1|DALB
OG0000094	LOC117583138|XP_034127220.1|DGUA	LOC117573441|XP_034112552.1|DALB
OG0000096	LOC117583520|XP_034127757.1|DGUA	LOC117576098|XP_034116547.1|DALB
OG0000096	LOC117583521|XP_034127758.1|DGUA	LOC117576097|XP_034116544.1|DALB
OG0000096	LOC117589840|XP_034137983.1|DGUA	LOC117576096|XP_034116543.1|DALB
OG0000096	LOC117587944|XP_034134834.1|DGUA	LOC117564095|XP_034098634.1|DALB
OG0000097	LOC117579609|XP_034121434.1|DGUA, LOC117580541|XP_034123026.1|DGUA, LOC117579468|XP_034121248.1|DGUA, LOC117580542|XP_034123027.1|DGUA, LOC117579460|XP_034121239.1|DGUA, LOC117579430|XP_034121203.1|DGUA, LOC117579584|XP_034121402.1|DGUA, LOC117579564|XP_034121377.1|DGUA, LOC117579537|XP_034121348.1|DGUA, LOC117579547|XP_034121356.1|DGUA, LOC117579612|XP_034121438.1|DGUA, LOC117579579|XP_034121397.1|DGUA	LOC117571330|XP_034109312.1|DALB
OG0000098	LOC117583017|XP_034127059.1|DGUA	LOC117573741|XP_034113010.1|DALB, LOC117570996|XP_034108836.1|DALB, LOC117574633|XP_034114420.1|DALB, LOC117574635|XP_034114423.1|DALB
OG0000099	LOC117581162|XP_034123995.1|DGUA	LOC117570575|XP_034108208.1|DALB, LOC117570574|XP_034108207.1|DALB
OG0000099	LOC117580852|XP_034123490.1|DGUA	LOC117567580|XP_034103552.1|DALB
OG0000099	LOC117580660|XP_034123163.1|DGUA	LOC117577441|XP_034118229.1|DALB
OG0000100	LOC117584649|XP_034129959.1|DGUA	LOC117569898|XP_034107130.1|DALB
OG0000100	LOC117585068|XP_034130221.1|DGUA	LOC117576656|XP_034117500.1|DALB
OG0000100	LOC117589869|XP_034138028.1|DGUA	LOC117575927|XP_034116277.1|DALB
OG0000100	LOC117589620|XP_034137598.1|DGUA	LOC117575924|XP_034116273.1|DALB
OG0000101	LOC117580403|XP_034122841.1|DGUA	LOC117569035|XP_034105923.1|DALB
OG0000102	LOC117586238|XP_034132070.1|DGUA	LOC117567444|XP_034103343.1|DALB
OG0000102	LOC117578519|XP_034119958.1|DGUA	LOC117567714|XP_034103765.1|DALB
OG0000103	LOC117579797|XP_034121756.1|DGUA, LOC117587389|XP_034133934.1|DGUA	LOC117571101|XP_034108974.1|DALB, LOC117572314|XP_034110936.1|DALB
OG0000103	LOC117587388|XP_034133933.1|DGUA	LOC117572313|XP_034110935.1|DALB
OG0000103	LOC117583109|XP_034127185.1|DGUA	LOC117567293|XP_034103057.1|DALB
OG0000104	LOC117588188|XP_034135199.1|DGUA	LOC117565234|XP_034100132.1|DALB
OG0000104	LOC117589106|XP_034136649.1|DGUA	LOC117572065|XP_034110536.1|DALB
OG0000105	LOC117589745|XP_034137817.1|DGUA	LOC117564701|XP_034099470.1|DALB, LOC117563408|XP_034097631.1|DALB
OG0000105	LOC117586422|XP_034132350.1|DGUA	LOC117576159|XP_034116625.1|DALB
OG0000105	LOC117586439|XP_034132368.1|DGUA, LOC117586438|XP_034132367.1|DGUA	LOC117576833|XP_034117801.1|DALB
OG0000107	LOC117592386|XP_034141988.1|DGUA, LOC117584664|XP_034129583.1|DGUA, LOC117592533|XP_034142284.1|DGUA	LOC117566487|XP_034101911.1|DALB, LOC117566791|XP_034102225.1|DALB, LOC117566790|XP_034102224.1|DALB
OG0000109	LOC117585354|XP_034130689.1|DGUA	LOC117564878|XP_034099716.1|DALB
OG0000109	LOC117584465|XP_034129274.1|DGUA	LOC117564337|XP_034098933.1|DALB
OG0000110	LOC117579137|XP_034120769.1|DGUA	LOC117571418|XP_034109449.1|DALB
OG0000110	LOC117579140|XP_034120771.1|DGUA	LOC117572446|XP_034111168.1|DALB
OG0000110	LOC117579139|XP_034120770.1|DGUA	LOC117571419|XP_034109450.1|DALB
OG0000110	LOC117579141|XP_034120772.1|DGUA	LOC117571412|XP_034109441.1|DALB
OG0000111	LOC117590789|XP_034139634.1|DGUA	LOC117568704|XP_034105408.1|DALB
OG0000111	LOC117580091|XP_034122239.1|DGUA, LOC117591842|XP_034141099.1|DGUA	LOC117570221|XP_034107611.1|DALB, LOC117568500|XP_034105083.1|DALB
OG0000112	LOC117590951|XP_034139890.1|DGUA	LOC117565393|XP_034100371.1|DALB
OG0000112	LOC117588589|XP_034135884.1|DGUA	LOC117571340|XP_034109338.1|DALB, LOC117571347|XP_034109350.1|DALB, LOC117567726|XP_034103783.1|DALB, LOC117567886|XP_034104052.1|DALB, LOC117564399|XP_034099017.1|DALB
OG0000113	LOC117580661|XP_034123164.1|DGUA, LOC117581224|XP_034124094.1|DGUA	LOC117573440|XP_034112551.1|DALB, LOC117573521|XP_034112646.1|DALB, LOC117564780|XP_034099573.1|DALB
OG0000114	LOC117582499|XP_034126174.1|DGUA	LOC117563970|XP_034098449.1|DALB
OG0000114	LOC117582498|XP_034126173.1|DGUA	LOC117563969|XP_034098448.1|DALB
OG0000116	LOC117585921|XP_034131577.1|DGUA	LOC117574278|XP_034113920.1|DALB
OG0000116	LOC117585923|XP_034131581.1|DGUA, LOC117585908|XP_034131558.1|DGUA	LOC117575289|XP_034115324.1|DALB, LOC117575290|XP_034115326.1|DALB
OG0000116	LOC117585918|XP_034131576.1|DGUA	LOC117576082|XP_034116520.1|DALB
OG0000116	LOC117585911|XP_034131564.1|DGUA	LOC117574279|XP_034113921.1|DALB
OG0000117	LOC117584691|XP_034129616.1|DGUA	LOC117565743|XP_034100882.1|DALB
OG0000117	LOC117584692|XP_034129617.1|DGUA	LOC117565744|XP_034100883.1|DALB
OG0000117	LOC117584694|XP_034129618.1|DGUA	LOC117565747|XP_034100885.1|DALB
OG0000117	LOC117584696|XP_034129620.1|DGUA	LOC117565748|XP_034100886.1|DALB
OG0000118	LOC117582588|XP_034126325.1|DGUA	LOC117564579|XP_034099312.1|DALB, LOC117564581|XP_034099313.1|DALB
OG0000118	LOC117590401|XP_034138890.1|DGUA	LOC117564803|XP_034099613.1|DALB, LOC117564802|XP_034099612.1|DALB, LOC117564804|XP_034099615.1|DALB
OG0000119	LOC117583187|XP_034127279.1|DGUA	LOC117573918|XP_034113322.1|DALB
OG0000119	LOC117583191|XP_034127285.1|DGUA	LOC117575301|XP_034115342.1|DALB
OG0000119	LOC117583192|XP_034127286.1|DGUA	LOC117574706|XP_034114510.1|DALB
OG0000120	LOC117588310|XP_034135390.1|DGUA	LOC117578153|XP_034119263.1|DALB
OG0000120	LOC117591909|XP_034141191.1|DGUA	LOC117567543|XP_034103482.1|DALB
OG0000120	LOC117586967|XP_034133233.1|DGUA	LOC117569372|XP_034106394.1|DALB
OG0000121	LOC117584909|XP_034129943.1|DGUA	LOC117573851|XP_034113211.1|DALB, LOC117573857|XP_034113221.1|DALB
OG0000121	LOC117584907|XP_034129942.1|DGUA	LOC117576173|XP_034116649.1|DALB
OG0000122	LOC117582102|XP_034125557.1|DGUA	LOC117563285|XP_034097414.1|DALB
OG0000122	LOC117588393|XP_034135538.1|DGUA	LOC117573903|XP_034113305.1|DALB
OG0000122	LOC117585356|XP_034130696.1|DGUA	LOC117570141|XP_034107498.1|DALB
OG0000122	LOC117581989|XP_034125375.1|DGUA	LOC117565066|XP_034099905.1|DALB
OG0000123	LOC117586116|XP_034131868.1|DGUA	LOC117574507|XP_034114251.1|DALB
OG0000124	LOC117578607|XP_034120092.1|DGUA, LOC117578608|XP_034120093.1|DGUA	LOC117571381|XP_034109386.1|DALB, LOC117568503|XP_034105088.1|DALB
OG0000124	LOC117592510|XP_034142245.1|DGUA	LOC117568479|XP_034105057.1|DALB
OG0000125	LOC117583753|XP_034128164.1|DGUA	LOC117574624|XP_034114404.1|DALB
OG0000125	LOC117589767|XP_034137851.1|DGUA	LOC117573946|XP_034113364.1|DALB
OG0000125	LOC117592294|XP_034141852.1|DGUA	LOC117567335|XP_034103145.1|DALB
OG0000127	LOC117586302|XP_034132151.1|DGUA, LOC117586442|XP_034132370.1|DGUA	LOC117574862|XP_034114769.1|DALB
OG0000127	LOC117586301|XP_034132149.1|DGUA	LOC117575877|XP_034116206.1|DALB
OG0000127	LOC117586433|XP_034132360.1|DGUA	LOC117575878|XP_034116207.1|DALB
OG0000128	LOC117581834|XP_034125176.1|DGUA	LOC117571995|XP_034110397.1|DALB
OG0000129	LOC117580643|XP_034123127.1|DGUA	LOC117577997|XP_034118986.1|DALB
OG0000129	LOC117579252|XP_034120930.1|DGUA	LOC117571227|XP_034109165.1|DALB
OG0000129	LOC117587783|XP_034134618.1|DGUA	LOC117571277|XP_034109231.1|DALB
OG0000130	LOC117587114|XP_034133499.1|DGUA	LOC117569356|XP_034106380.1|DALB
OG0000130	LOC117587111|XP_034133495.1|DGUA	LOC117572760|XP_034111736.1|DALB
OG0000130	LOC117587113|XP_034133498.1|DGUA, LOC117587112|XP_034133496.1|DGUA	LOC117569352|XP_034106375.1|DALB
OG0000131	LOC117589815|XP_034137935.1|DGUA	LOC117573955|XP_034113385.1|DALB
OG0000132	LOC117582239|XP_034125741.1|DGUA, LOC117581862|XP_034125215.1|DGUA	LOC117564930|XP_034099775.1|DALB
OG0000132	LOC117586091|XP_034131838.1|DGUA	LOC117576685|XP_034117572.1|DALB
OG0000134	LOC117589485|XP_034137338.1|DGUA	LOC117574228|XP_034113828.1|DALB
OG0000134	LOC117580864|XP_034123504.1|DGUA	LOC117570061|XP_034107390.1|DALB
OG0000134	LOC117584812|XP_034129823.1|DGUA	LOC117564459|XP_034099134.1|DALB
OG0000137	LOC117582737|XP_034126559.1|DGUA	LOC117573629|XP_034112821.1|DALB
OG0000137	LOC117588859|XP_034136252.1|DGUA	LOC117566965|XP_034102511.1|DALB
OG0000138	LOC117586698|XP_034132856.1|DGUA, LOC117586699|XP_034132858.1|DGUA	LOC117573291|XP_034112285.1|DALB
OG0000138	LOC117586696|XP_034132854.1|DGUA	LOC117574048|XP_034113540.1|DALB
OG0000139	LOC117581998|XP_034125385.1|DGUA, LOC117582245|XP_034125747.1|DGUA, LOC117582244|XP_034125745.1|DGUA	LOC117571323|XP_034109301.1|DALB
OG0000140	LOC117583410|XP_034127589.1|DGUA	LOC117576114|XP_034116562.1|DALB
OG0000140	LOC117590230|XP_034138594.1|DGUA	LOC117570186|XP_034107560.1|DALB, LOC117572475|XP_034111213.1|DALB, LOC117568044|XP_034104281.1|DALB, LOC117568045|XP_034104282.1|DALB, LOC117568046|XP_034104283.1|DALB, LOC117572477|XP_034111218.1|DALB, LOC117572476|XP_034111215.1|DALB
OG0000141	LOC117589333|XP_034137075.1|DGUA	LOC117568469|XP_034105045.1|DALB
OG0000141	LOC117589334|XP_034137077.1|DGUA	LOC117568470|XP_034105047.1|DALB
OG0000141	LOC117589335|XP_034137078.1|DGUA	LOC117568472|XP_034105048.1|DALB, LOC117568504|XP_034105090.1|DALB, LOC117569109|XP_034106018.1|DALB
OG0000142	LOC117585694|XP_034131199.1|DGUA	LOC117573688|XP_034112934.1|DALB
OG0000142	LOC117590199|XP_034138533.1|DGUA	LOC117573203|XP_034112086.1|DALB
OG0000142	LOC117588458|XP_034135635.1|DGUA	LOC117577839|XP_034118671.1|DALB
OG0000143	LOC117579028|XP_034120604.1|DGUA	LOC117572619|XP_034111465.1|DALB
OG0000143	LOC117579031|XP_034120607.1|DGUA	LOC117570901|XP_034108697.1|DALB
OG0000144	LOC117585409|XP_034130768.1|DGUA	LOC117574830|XP_034114694.1|DALB
OG0000144	LOC117590246|XP_034138608.1|DGUA	LOC117575624|XP_034115793.1|DALB
OG0000144	LOC117584066|XP_034128699.1|DGUA	LOC117564386|XP_034098997.1|DALB
OG0000145	LOC117580967|XP_034123648.1|DGUA	LOC117573665|XP_034112888.1|DALB
OG0000145	LOC117582661|XP_034126465.1|DGUA	LOC117564784|XP_034099582.1|DALB
OG0000145	LOC117582226|XP_034125724.1|DGUA	LOC117563990|XP_034098470.1|DALB
OG0000147	LOC117583999|XP_034128619.1|DGUA	LOC117563867|XP_034098313.1|DALB
OG0000147	LOC117582746|XP_034126577.1|DGUA	LOC117573367|XP_034112387.1|DALB
OG0000147	LOC117582747|XP_034126578.1|DGUA	LOC117573368|XP_034112388.1|DALB
OG0000148	LOC117582434|XP_034126028.1|DGUA	LOC117563553|XP_034097824.1|DALB
OG0000148	LOC117588221|XP_034135257.1|DGUA	LOC117563206|XP_034097284.1|DALB
OG0000149	LOC117588085|XP_034135045.1|DGUA	LOC117565727|XP_034100866.1|DALB
OG0000149	LOC117581583|XP_034124825.1|DGUA	LOC117569224|XP_034106193.1|DALB
OG0000150	LOC117582222|XP_034125721.1|DGUA, LOC117582223|XP_034125722.1|DGUA, LOC117582224|XP_034125723.1|DGUA, LOC117582365|XP_034125914.1|DGUA	LOC117564957|XP_034099803.1|DALB
OG0000151	LOC117587222|XP_034133673.1|DGUA	LOC117568976|XP_034105827.1|DALB, LOC117569351|XP_034106374.1|DALB
