Orthogroup	DGUA.longest_only	DSUP.longest_only
OG0000044	LOC117586414|XP_034132341.1|DGUA, LOC117591704|XP_034140916.1|DGUA, LOC117586325|XP_034132207.1|DGUA	LOC119563136|XP_037732321.1|DSUP, LOC119555649|XP_037723141.1|DSUP, LOC119563137|XP_037732322.1|DSUP
OG0000044	LOC117590011|XP_034138189.1|DGUA	LOC119548482|XP_037711687.1|DSUP
OG0000045	LOC117586936|XP_034133192.1|DGUA	LOC119553763|XP_037720298.1|DSUP
OG0000045	LOC117587010|XP_034133310.1|DGUA	LOC119552534|XP_037718081.1|DSUP, LOC119554143|XP_037720848.1|DSUP
OG0000045	LOC117579473|XP_034121255.1|DGUA	LOC119554102|XP_037720779.1|DSUP
OG0000045	LOC117579463|XP_034121242.1|DGUA	LOC119553760|XP_037720293.1|DSUP
OG0000046	LOC117589785|XP_034137874.1|DGUA	LOC119560295|XP_037729593.1|DSUP
OG0000046	LOC117591350|XP_034140469.1|DGUA	LOC119555986|XP_037723641.1|DSUP, LOC119555989|XP_037723648.1|DSUP
OG0000046	LOC117592033|XP_034141382.1|DGUA	LOC119556096|XP_037723888.1|DSUP
OG0000046	LOC117583276|XP_034127392.1|DGUA	LOC119556859|XP_037725261.1|DSUP, LOC119553613|XP_037720003.1|DSUP, LOC119549774|XP_037713961.1|DSUP, LOC119558359|XP_037727794.1|DSUP, LOC119556004|XP_037723685.1|DSUP
OG0000047	LOC117591384|XP_034140523.1|DGUA	LOC119550226|XP_037714721.1|DSUP
OG0000047	LOC117592295|XP_034141855.1|DGUA	LOC119550295|XP_037714817.1|DSUP
OG0000047	LOC117582832|XP_034126782.1|DGUA	LOC119559372|XP_037728340.1|DSUP
OG0000047	LOC117579417|XP_034121187.1|DGUA, LOC117580177|XP_034122427.1|DGUA	LOC119553262|XP_037719480.1|DSUP
OG0000047	LOC117591732|XP_034140939.1|DGUA	LOC119559393|XP_037728384.1|DSUP
OG0000047	LOC117580178|XP_034122428.1|DGUA	LOC119553673|XP_037720144.1|DSUP
OG0000048	LOC117588952|XP_034136425.1|DGUA, LOC117588948|XP_034136419.1|DGUA	LOC119553985|XP_037720620.1|DSUP, LOC119553987|XP_037720622.1|DSUP
OG0000048	LOC117589276|XP_034136957.1|DGUA	LOC119553984|XP_037720618.1|DSUP
OG0000048	LOC117588957|XP_034136435.1|DGUA	LOC119555323|XP_037722579.1|DSUP
OG0000049	LOC117583088|XP_034127157.1|DGUA	LOC119563293|XP_037732549.1|DSUP
OG0000049	LOC117583087|XP_034127156.1|DGUA	LOC119563399|XP_037732686.1|DSUP
OG0000049	LOC117583320|XP_034127470.1|DGUA	LOC119553498|XP_037719841.1|DSUP
OG0000049	LOC117583322|XP_034127471.1|DGUA	LOC119555362|XP_037722631.1|DSUP
OG0000049	LOC117583323|XP_034127472.1|DGUA	LOC119555370|XP_037722644.1|DSUP
OG0000049	LOC117583085|XP_034127153.1|DGUA	LOC119558111|XP_037727267.1|DSUP
OG0000050	LOC117592164|XP_034141627.1|DGUA	LOC119549468|XP_037713498.1|DSUP
OG0000050	LOC117580439|XP_034122886.1|DGUA	LOC119555005|XP_037722074.1|DSUP
OG0000050	LOC117580435|XP_034122881.1|DGUA	LOC119554439|XP_037721277.1|DSUP
OG0000050	LOC117580059|XP_034122189.1|DGUA	LOC119554992|XP_037722058.1|DSUP
OG0000050	LOC117580437|XP_034122884.1|DGUA, LOC117580438|XP_034122885.1|DGUA	LOC119555302|XP_037722547.1|DSUP
OG0000050	LOC117580434|XP_034122880.1|DGUA	LOC119554440|XP_037721278.1|DSUP
OG0000050	LOC117580436|XP_034122883.1|DGUA	LOC119554997|XP_037722064.1|DSUP
OG0000051	LOC117584976|XP_034130071.1|DGUA	LOC119560029|XP_037729252.1|DSUP
OG0000051	LOC117586424|XP_034132352.1|DGUA, LOC117586281|XP_034132126.1|DGUA	LOC119551943|XP_037717559.1|DSUP, LOC119546183|XP_037708239.1|DSUP, LOC119556804|XP_037725175.1|DSUP, LOC119556794|XP_037725162.1|DSUP
OG0000052	LOC117585521|XP_034130918.1|DGUA	LOC119560209|XP_037729495.1|DSUP, LOC119560185|XP_037729475.1|DSUP, LOC119560154|XP_037729437.1|DSUP
OG0000052	LOC117579366|XP_034121106.1|DGUA	LOC119549090|XP_037712749.1|DSUP
OG0000052	LOC117579361|XP_034121090.1|DGUA	LOC119549091|XP_037712751.1|DSUP
OG0000053	LOC117591851|XP_034141110.1|DGUA	LOC119551763|XP_037717217.1|DSUP
OG0000053	LOC117591849|XP_034141106.1|DGUA	LOC119551749|XP_037717203.1|DSUP
OG0000053	LOC117589695|XP_034137786.1|DGUA	LOC119551753|XP_037717206.1|DSUP
OG0000054	LOC117591710|XP_034140920.1|DGUA, LOC117585614|XP_034131065.1|DGUA, LOC117585423|XP_034130788.1|DGUA	LOC119556528|XP_037724737.1|DSUP
OG0000054	LOC117585613|XP_034131060.1|DGUA	LOC119563344|XP_037732619.1|DSUP, LOC119563343|XP_037732618.1|DSUP
OG0000054	LOC117585615|XP_034131067.1|DGUA	LOC119552964|XP_037718891.1|DSUP
OG0000056	LOC117582718|XP_034126532.1|DGUA	LOC119563020|XP_037732144.1|DSUP
OG0000056	LOC117582720|XP_034126536.1|DGUA	LOC119563019|XP_037732142.1|DSUP
OG0000056	LOC117582719|XP_034126535.1|DGUA	LOC119563022|XP_037732148.1|DSUP, LOC119563021|XP_037732147.1|DSUP
OG0000056	LOC117589786|XP_034137875.1|DGUA	LOC119556291|XP_037724281.1|DSUP
OG0000056	LOC117589687|XP_034137734.1|DGUA	LOC119553956|XP_037720582.1|DSUP
OG0000058	LOC117581983|XP_034125368.1|DGUA	LOC119546999|XP_037709593.1|DSUP, LOC119546998|XP_037709592.1|DSUP, LOC119548424|XP_037711591.1|DSUP
OG0000058	LOC117588075|XP_034135031.1|DGUA	LOC119546720|XP_037709134.1|DSUP
OG0000058	LOC117580786|XP_034123373.1|DGUA	LOC119556721|XP_037725047.1|DSUP
OG0000059	LOC117582883|XP_034126847.1|DGUA	LOC119559409|XP_037728412.1|DSUP
OG0000059	LOC117583116|XP_034127192.1|DGUA	LOC119560931|XP_037730598.1|DSUP
OG0000059	LOC117583225|XP_034127335.1|DGUA	LOC119560508|XP_037729914.1|DSUP
OG0000059	LOC117582882|XP_034126846.1|DGUA	LOC119556499|XP_037724690.1|DSUP
OG0000059	LOC117582940|XP_034126935.1|DGUA	LOC119556184|XP_037724057.1|DSUP
OG0000060	LOC117591001|XP_034139974.1|DGUA	LOC119556360|XP_037724450.1|DSUP
OG0000060	LOC117582364|XP_034125913.1|DGUA	LOC119547032|XP_037709634.1|DSUP
OG0000060	LOC117586071|XP_034131812.1|DGUA	LOC119561007|XP_037730755.1|DSUP
OG0000060	LOC117583542|XP_034127790.1|DGUA	LOC119550934|XP_037715889.1|DSUP
OG0000060	LOC117580826|XP_034123438.1|DGUA	LOC119556787|XP_037725149.1|DSUP
OG0000061	LOC117584177|XP_034128835.1|DGUA	LOC119547297|XP_037710014.1|DSUP
OG0000061	LOC117583930|XP_034128502.1|DGUA	LOC119547411|XP_037710188.1|DSUP
OG0000061	LOC117584180|XP_034128838.1|DGUA	LOC119547153|XP_037709799.1|DSUP
OG0000062	LOC117590396|XP_034138880.1|DGUA	LOC119557553|XP_037726263.1|DSUP
OG0000062	LOC117587653|XP_034134434.1|DGUA	LOC119548633|XP_037711950.1|DSUP
OG0000063	LOC117586757|XP_034132957.1|DGUA	LOC119547939|XP_037710918.1|DSUP, LOC119551968|XP_037717607.1|DSUP, LOC119547960|XP_037710940.1|DSUP
OG0000063	LOC117586756|XP_034132956.1|DGUA	LOC119547949|XP_037710930.1|DSUP, LOC119547929|XP_037710907.1|DSUP
OG0000063	LOC117580520|XP_034123004.1|DGUA	LOC119554636|XP_037721561.1|DSUP
OG0000063	LOC117579292|XP_034120988.1|DGUA	LOC119553691|XP_037720174.1|DSUP
OG0000063	LOC117579291|XP_034120986.1|DGUA	LOC119553169|XP_037719333.1|DSUP, LOC119553170|XP_037719334.1|DSUP
OG0000064	LOC117587642|XP_034134418.1|DGUA	LOC119553545|XP_037719912.1|DSUP
OG0000065	LOC117583018|XP_034127060.1|DGUA	LOC119561047|XP_037730805.1|DSUP
OG0000065	LOC117582935|XP_034126927.1|DGUA	LOC119559981|XP_037729166.1|DSUP
OG0000065	LOC117582936|XP_034126928.1|DGUA	LOC119555273|XP_037722507.1|DSUP
OG0000065	LOC117582933|XP_034126925.1|DGUA	LOC119563411|XP_037732707.1|DSUP
OG0000066	LOC117581501|XP_034124644.1|DGUA	LOC119557286|XP_037725904.1|DSUP
OG0000066	LOC117586042|XP_034131778.1|DGUA	LOC119560085|XP_037729330.1|DSUP
OG0000066	LOC117582974|XP_034126986.1|DGUA	LOC119560534|XP_037729953.1|DSUP
OG0000066	LOC117591066|XP_034140058.1|DGUA	LOC119547346|XP_037710087.1|DSUP
OG0000066	LOC117585048|XP_034130198.1|DGUA	LOC119560140|XP_037729424.1|DSUP
OG0000066	LOC117587600|XP_034134341.1|DGUA	LOC119550852|XP_037715749.1|DSUP
OG0000067	LOC117589502|XP_034137375.1|DGUA	LOC119560888|XP_037730510.1|DSUP
OG0000067	LOC117579493|XP_034121284.1|DGUA	LOC119553386|XP_037719671.1|DSUP
OG0000067	LOC117591024|XP_034140007.1|DGUA	LOC119550078|XP_037714475.1|DSUP
OG0000067	LOC117579492|XP_034121282.1|DGUA	LOC119553465|XP_037719795.1|DSUP
OG0000067	LOC117589212|XP_034136847.1|DGUA	LOC119553512|XP_037719863.1|DSUP
OG0000068	LOC117580519|XP_034123003.1|DGUA	LOC119552687|XP_037718340.1|DSUP
OG0000068	LOC117579302|XP_034121001.1|DGUA, LOC117581720|XP_034124991.1|DGUA	LOC119559817|XP_037728832.1|DSUP, LOC119555070|XP_037722207.1|DSUP, LOC119550979|XP_037715942.1|DSUP
OG0000068	LOC117581342|XP_034124357.1|DGUA	LOC119555964|XP_037723613.1|DSUP
OG0000069	LOC117592210|XP_034141713.1|DGUA	LOC119550426|XP_037715021.1|DSUP
OG0000070	LOC117587796|XP_034134632.1|DGUA	LOC119547175|XP_037709836.1|DSUP, LOC119546702|XP_037709110.1|DSUP
OG0000070	LOC117581211|XP_034124075.1|DGUA	LOC119553795|XP_037720335.1|DSUP
OG0000070	LOC117587545|XP_034134242.1|DGUA	LOC119546705|XP_037709112.1|DSUP
OG0000070	LOC117587797|XP_034134633.1|DGUA	LOC119556647|XP_037724907.1|DSUP
OG0000071	LOC117580534|XP_034123019.1|DGUA	LOC119555204|XP_037722387.1|DSUP
OG0000071	LOC117579680|XP_034121559.1|DGUA	LOC119552553|XP_037718101.1|DSUP
OG0000071	LOC117579679|XP_034121558.1|DGUA	LOC119552552|XP_037718100.1|DSUP
OG0000071	LOC117579678|XP_034121557.1|DGUA	LOC119554936|XP_037721974.1|DSUP
OG0000072	LOC117592297|XP_034141858.1|DGUA	LOC119551080|XP_037716171.1|DSUP
OG0000072	LOC117592384|XP_034141985.1|DGUA	LOC119550992|XP_037715966.1|DSUP
OG0000072	LOC117592296|XP_034141857.1|DGUA	LOC119551079|XP_037716170.1|DSUP
OG0000073	LOC117578569|XP_034120037.1|DGUA	LOC119549420|XP_037713422.1|DSUP
OG0000073	LOC117588625|XP_034135936.1|DGUA	LOC119557222|XP_037725820.1|DSUP
OG0000073	LOC117589637|XP_034137623.1|DGUA	LOC119559869|XP_037728906.1|DSUP
OG0000074	LOC117587150|XP_034133548.1|DGUA, LOC117587426|XP_034133988.1|DGUA	LOC119555627|XP_037723076.1|DSUP
OG0000074	LOC117586962|XP_034133225.1|DGUA	LOC119553528|XP_037719882.1|DSUP
OG0000075	LOC117579262|XP_034120946.1|DGUA	LOC119552995|XP_037718942.1|DSUP
OG0000075	LOC117579268|XP_034120955.1|DGUA	LOC119553014|XP_037718987.1|DSUP
OG0000075	LOC117579272|XP_034120958.1|DGUA	LOC119553016|XP_037718989.1|DSUP, LOC119553015|XP_037718988.1|DSUP
OG0000075	LOC117579269|XP_034120956.1|DGUA	LOC119552996|XP_037718943.1|DSUP
OG0000076	LOC117579058|XP_034120653.1|DGUA	LOC119555219|XP_037722410.1|DSUP
OG0000076	LOC117586443|XP_034132372.1|DGUA, LOC117586418|XP_034132346.1|DGUA	LOC119558162|XP_037727356.1|DSUP, LOC119556941|XP_037725365.1|DSUP
OG0000076	LOC117590327|XP_034138711.1|DGUA	LOC119556781|XP_037725143.1|DSUP
OG0000076	LOC117590326|XP_034138710.1|DGUA	LOC119556782|XP_037725144.1|DSUP
OG0000077	LOC117583765|XP_034128208.1|DGUA	LOC119560232|XP_037729526.1|DSUP
OG0000077	LOC117578654|XP_034120163.1|DGUA	LOC119549259|XP_037713095.1|DSUP
OG0000077	LOC117583686|XP_034128052.1|DGUA	LOC119548360|XP_037711506.1|DSUP
OG0000078	LOC117581097|XP_034123881.1|DGUA	LOC119550532|XP_037715180.1|DSUP
OG0000078	LOC117588902|XP_034136350.1|DGUA	LOC119553881|XP_037720469.1|DSUP
OG0000078	LOC117586436|XP_034132364.1|DGUA	LOC119560420|XP_037729785.1|DSUP
OG0000078	LOC117588496|XP_034135697.1|DGUA	LOC119556490|XP_037724675.1|DSUP
OG0000078	LOC117581264|XP_034124165.1|DGUA	LOC119557021|XP_037725486.1|DSUP
OG0000079	LOC117582617|XP_034126382.1|DGUA, LOC117582071|XP_034125519.1|DGUA	LOC119547250|XP_037709958.1|DSUP
OG0000079	LOC117582616|XP_034126381.1|DGUA	LOC119547246|XP_037709953.1|DSUP, LOC119547249|XP_037709956.1|DSUP
OG0000079	LOC117582615|XP_034126380.1|DGUA	LOC119547248|XP_037709955.1|DSUP
OG0000080	LOC117592694|XP_034142549.1|DGUA, LOC117584421|XP_034129184.1|DGUA, LOC117580573|XP_034123072.1|DGUA	LOC119551310|XP_037716532.1|DSUP, LOC119550287|XP_037714805.1|DSUP
OG0000080	LOC117586467|XP_034132445.1|DGUA	LOC119549434|XP_037713451.1|DSUP
OG0000081	LOC117586955|XP_034133218.1|DGUA	LOC119554911|XP_037721941.1|DSUP
OG0000082	LOC117582225|XP_034125728.1|DGUA	LOC119551581|XP_037716911.1|DSUP
OG0000082	LOC117584905|XP_034129938.1|DGUA	LOC119556198|XP_037724083.1|DSUP
OG0000082	LOC117589906|XP_034138069.1|DGUA	LOC119560897|XP_037730522.1|DSUP, LOC119560898|XP_037730523.1|DSUP
OG0000083	LOC117584370|XP_034129100.1|DGUA	LOC119548097|XP_037711114.1|DSUP
OG0000083	LOC117591765|XP_034140968.1|DGUA, LOC117584781|XP_034129778.1|DGUA	LOC119546591|XP_037708932.1|DSUP, LOC119546708|XP_037709117.1|DSUP
OG0000083	LOC117584140|XP_034128787.1|DGUA	LOC119547461|XP_037710270.1|DSUP
OG0000084	LOC117584511|XP_034129342.1|DGUA	LOC119550924|XP_037715869.1|DSUP
OG0000084	LOC117587100|XP_034133482.1|DGUA	LOC119551740|XP_037717169.1|DSUP
OG0000085	LOC117584787|XP_034129794.1|DGUA	LOC119549285|XP_037713161.1|DSUP
OG0000085	LOC117592638|XP_034142472.1|DGUA	LOC119551142|XP_037716260.1|DSUP
OG0000085	LOC117584775|XP_034129774.1|DGUA	LOC119549284|XP_037713160.1|DSUP
OG0000086	LOC117591981|XP_034141311.1|DGUA	LOC119549877|XP_037714110.1|DSUP
OG0000087	LOC117587854|XP_034134711.1|DGUA	LOC119546360|XP_037708515.1|DSUP
OG0000087	LOC117590892|XP_034139815.1|DGUA	LOC119547736|XP_037710650.1|DSUP
OG0000087	LOC117587527|XP_034134219.1|DGUA	LOC119547060|XP_037709670.1|DSUP
OG0000088	LOC117591442|XP_034140602.1|DGUA	LOC119549208|XP_037712982.1|DSUP
OG0000088	LOC117591452|XP_034140612.1|DGUA	LOC119547300|XP_037710018.1|DSUP
OG0000088	LOC117579316|XP_034121020.1|DGUA	LOC119553792|XP_037720331.1|DSUP
OG0000088	LOC117578545|XP_034120007.1|DGUA	LOC119549647|XP_037713759.1|DSUP
OG0000088	LOC117579295|XP_034120991.1|DGUA	LOC119553816|XP_037720365.1|DSUP
OG0000089	LOC117586065|XP_034131804.1|DGUA	LOC119559948|XP_037729105.1|DSUP
OG0000089	LOC117580023|XP_034122138.1|DGUA	LOC119554444|XP_037721284.1|DSUP
OG0000090	LOC117592026|XP_034141376.1|DGUA	LOC119551577|XP_037716907.1|DSUP
OG0000090	LOC117592024|XP_034141370.1|DGUA	LOC119551295|XP_037716502.1|DSUP
OG0000090	LOC117579331|XP_034121048.1|DGUA	LOC119552801|XP_037718566.1|DSUP
OG0000090	LOC117587279|XP_034133756.1|DGUA	LOC119555352|XP_037722617.1|DSUP
OG0000091	LOC117582702|XP_034126503.1|DGUA	LOC119550132|XP_037714564.1|DSUP
OG0000091	LOC117584351|XP_034129075.1|DGUA	LOC119548319|XP_037711427.1|DSUP
OG0000091	LOC117589947|XP_034138129.1|DGUA	LOC119545780|XP_037707573.1|DSUP
OG0000091	LOC117589742|XP_034137813.1|DGUA	LOC119563325|XP_037732595.1|DSUP
OG0000092	LOC117585928|XP_034131585.1|DGUA	LOC119555984|XP_037723644.1|DSUP
OG0000092	LOC117585910|XP_034131563.1|DGUA	LOC119554434|XP_037721266.1|DSUP
OG0000092	LOC117585924|XP_034131582.1|DGUA	LOC119563381|XP_037732661.1|DSUP
OG0000093	LOC117581781|XP_034125096.1|DGUA	LOC119548851|XP_037712400.1|DSUP
OG0000093	LOC117591822|XP_034141050.1|DGUA	LOC119555990|XP_037723649.1|DSUP, LOC119549355|XP_037713272.1|DSUP
OG0000093	LOC117590334|XP_034138719.1|DGUA	LOC119559303|XP_037728310.1|DSUP, LOC119557146|XP_037725658.1|DSUP
OG0000094	LOC117579446|XP_034121226.1|DGUA	LOC119553732|XP_037720249.1|DSUP
OG0000094	LOC117583138|XP_034127220.1|DGUA	LOC119560272|XP_037729566.1|DSUP
OG0000095	LOC117591564|XP_034140767.1|DGUA	LOC119562591|XP_037731742.1|DSUP
OG0000096	LOC117583520|XP_034127757.1|DGUA	LOC119548522|XP_037711741.1|DSUP
OG0000096	LOC117583521|XP_034127758.1|DGUA	LOC119547864|XP_037710825.1|DSUP
OG0000096	LOC117589840|XP_034137983.1|DGUA	LOC119548857|XP_037712415.1|DSUP
OG0000096	LOC117587944|XP_034134834.1|DGUA	LOC119548361|XP_037711504.1|DSUP
OG0000097	LOC117579609|XP_034121434.1|DGUA	LOC119554569|XP_037721469.1|DSUP, LOC119554443|XP_037721283.1|DSUP, LOC119547844|XP_037710802.1|DSUP, LOC119555186|XP_037722366.1|DSUP
OG0000097	LOC117580541|XP_034123026.1|DGUA, LOC117579468|XP_034121248.1|DGUA	LOC119554186|XP_037720908.1|DSUP
OG0000097	LOC117579430|XP_034121203.1|DGUA	LOC119554179|XP_037720899.1|DSUP, LOC119553943|XP_037720563.1|DSUP, LOC119553415|XP_037719720.1|DSUP
OG0000098	LOC117583017|XP_034127059.1|DGUA	LOC119561054|XP_037730815.1|DSUP, LOC119561045|XP_037730804.1|DSUP
OG0000099	LOC117581162|XP_034123995.1|DGUA	LOC119558177|XP_037727371.1|DSUP
OG0000099	LOC117580660|XP_034123163.1|DGUA	LOC119558261|XP_037727536.1|DSUP
OG0000100	LOC117584649|XP_034129959.1|DGUA	LOC119550809|XP_037715676.1|DSUP
OG0000100	LOC117585068|XP_034130221.1|DGUA, LOC117589869|XP_034138028.1|DGUA	LOC119560440|XP_037729811.1|DSUP
OG0000101	LOC117579631|XP_034121489.1|DGUA	LOC119552822|XP_037718602.1|DSUP
OG0000101	LOC117580405|XP_034122843.1|DGUA	LOC119554657|XP_037721586.1|DSUP
OG0000102	LOC117586238|XP_034132070.1|DGUA	LOC119549166|XP_037712887.1|DSUP
OG0000102	LOC117578519|XP_034119958.1|DGUA	LOC119552089|XP_037717794.1|DSUP
OG0000103	LOC117579797|XP_034121756.1|DGUA	LOC119553070|XP_037719123.1|DSUP
OG0000103	LOC117587389|XP_034133934.1|DGUA	LOC119552691|XP_037718344.1|DSUP
OG0000103	LOC117587388|XP_034133933.1|DGUA	LOC119552690|XP_037718343.1|DSUP
OG0000103	LOC117583109|XP_034127185.1|DGUA	LOC119549539|XP_037713615.1|DSUP
OG0000104	LOC117588188|XP_034135199.1|DGUA	LOC119547526|XP_037710347.1|DSUP
OG0000104	LOC117589106|XP_034136649.1|DGUA	LOC119552753|XP_037718469.1|DSUP
OG0000105	LOC117589745|XP_034137817.1|DGUA	LOC119552073|XP_037717779.1|DSUP, LOC119551771|XP_037717229.1|DSUP, LOC119546005|XP_037707934.1|DSUP, LOC119559423|XP_037728445.1|DSUP
OG0000105	LOC117586422|XP_034132350.1|DGUA	LOC119561103|XP_037730925.1|DSUP
OG0000105	LOC117586439|XP_034132368.1|DGUA	LOC119559579|XP_037728528.1|DSUP, LOC119559963|XP_037729124.1|DSUP
OG0000105	LOC117586438|XP_034132367.1|DGUA	LOC119559962|XP_037729123.1|DSUP, LOC119559578|XP_037728527.1|DSUP
OG0000107	LOC117592386|XP_034141988.1|DGUA	LOC119551428|XP_037716699.1|DSUP, LOC119551427|XP_037716698.1|DSUP
OG0000107	LOC117584664|XP_034129583.1|DGUA	LOC119546334|XP_037708462.1|DSUP, LOC119546335|XP_037708463.1|DSUP, LOC119548582|XP_037711828.1|DSUP, LOC119546337|XP_037708466.1|DSUP, LOC119548571|XP_037711817.1|DSUP
OG0000107	LOC117592533|XP_034142284.1|DGUA	LOC119551957|XP_037717579.1|DSUP, LOC119547555|XP_037710383.1|DSUP, LOC119549865|XP_037714088.1|DSUP, LOC119551429|XP_037716700.1|DSUP
OG0000109	LOC117584465|XP_034129274.1|DGUA	LOC119548267|XP_037711341.1|DSUP
OG0000110	LOC117579140|XP_034120771.1|DGUA	LOC119553324|XP_037719581.1|DSUP
OG0000110	LOC117579139|XP_034120770.1|DGUA	LOC119553439|XP_037719757.1|DSUP
OG0000110	LOC117579141|XP_034120772.1|DGUA	LOC119554910|XP_037721940.1|DSUP
OG0000111	LOC117590789|XP_034139634.1|DGUA	LOC119551522|XP_037716837.1|DSUP
OG0000111	LOC117580091|XP_034122239.1|DGUA	LOC119549723|XP_037713889.1|DSUP
OG0000111	LOC117591842|XP_034141099.1|DGUA	LOC119551617|XP_037716958.1|DSUP
OG0000112	LOC117590951|XP_034139890.1|DGUA	LOC119558344|XP_037727750.1|DSUP, LOC119555930|XP_037723558.1|DSUP
OG0000112	LOC117588589|XP_034135884.1|DGUA	LOC119556800|XP_037725166.1|DSUP, LOC119556776|XP_037725132.1|DSUP
OG0000113	LOC117585197|XP_034130465.1|DGUA	LOC119560721|XP_037730266.1|DSUP
OG0000114	LOC117582499|XP_034126174.1|DGUA	LOC119546354|XP_037708510.1|DSUP
OG0000114	LOC117582498|XP_034126173.1|DGUA	LOC119548737|XP_037712180.1|DSUP
OG0000114	LOC117582497|XP_034126172.1|DGUA	LOC119548739|XP_037712182.1|DSUP
OG0000116	LOC117585921|XP_034131577.1|DGUA	LOC119552744|XP_037718442.1|DSUP
OG0000116	LOC117585923|XP_034131581.1|DGUA	LOC119550666|XP_037715443.1|DSUP
OG0000116	LOC117585913|XP_034131567.1|DGUA	LOC119552982|XP_037718931.1|DSUP
OG0000116	LOC117585918|XP_034131576.1|DGUA	LOC119550655|XP_037715432.1|DSUP
OG0000116	LOC117585911|XP_034131564.1|DGUA	LOC119563353|XP_037732631.1|DSUP
OG0000117	LOC117584691|XP_034129616.1|DGUA	LOC119548691|XP_037712083.1|DSUP
OG0000117	LOC117584692|XP_034129617.1|DGUA	LOC119548692|XP_037712084.1|DSUP
OG0000117	LOC117584694|XP_034129618.1|DGUA	LOC119548694|XP_037712085.1|DSUP
OG0000117	LOC117584696|XP_034129620.1|DGUA	LOC119548696|XP_037712087.1|DSUP
OG0000118	LOC117582588|XP_034126325.1|DGUA	LOC119546036|XP_037707984.1|DSUP, LOC119546037|XP_037707985.1|DSUP
OG0000118	LOC117590401|XP_034138890.1|DGUA	LOC119550473|XP_037715089.1|DSUP, LOC119548372|XP_037711518.1|DSUP
OG0000119	LOC117583187|XP_034127279.1|DGUA	LOC119560592|XP_037730045.1|DSUP
OG0000119	LOC117583191|XP_034127285.1|DGUA	LOC119560299|XP_037729598.1|DSUP
OG0000119	LOC117583192|XP_034127286.1|DGUA	LOC119560412|XP_037729775.1|DSUP
OG0000120	LOC117588310|XP_034135390.1|DGUA	LOC119558090|XP_037727226.1|DSUP
OG0000120	LOC117591909|XP_034141191.1|DGUA	LOC119549174|XP_037712903.1|DSUP
OG0000120	LOC117586967|XP_034133233.1|DGUA	LOC119552716|XP_037718394.1|DSUP
OG0000121	LOC117590268|XP_034138644.1|DGUA	LOC119558144|XP_037727305.1|DSUP, LOC119558145|XP_037727306.1|DSUP
OG0000121	LOC117584909|XP_034129943.1|DGUA	LOC119553744|XP_037720273.1|DSUP
OG0000121	LOC117584907|XP_034129942.1|DGUA	LOC119548132|XP_037711160.1|DSUP
OG0000122	LOC117582102|XP_034125557.1|DGUA	LOC119546481|XP_037708701.1|DSUP
OG0000122	LOC117588393|XP_034135538.1|DGUA	LOC119556222|XP_037724134.1|DSUP
OG0000122	LOC117585356|XP_034130696.1|DGUA	LOC119550845|XP_037715740.1|DSUP
OG0000122	LOC117581989|XP_034125375.1|DGUA	LOC119548272|XP_037711351.1|DSUP
OG0000123	LOC117586147|XP_034131933.1|DGUA	LOC119560576|XP_037730025.1|DSUP, LOC119560577|XP_037730026.1|DSUP
OG0000123	LOC117586116|XP_034131868.1|DGUA	LOC119560581|XP_037730032.1|DSUP
OG0000124	LOC117592304|XP_034141869.1|DGUA	LOC119552138|XP_037717860.1|DSUP, LOC119550293|XP_037714813.1|DSUP
OG0000124	LOC117578607|XP_034120092.1|DGUA	LOC119550930|XP_037715876.1|DSUP
OG0000124	LOC117578608|XP_034120093.1|DGUA	LOC119549499|XP_037713538.1|DSUP
OG0000125	LOC117583753|XP_034128164.1|DGUA	LOC119548800|XP_037712309.1|DSUP
OG0000125	LOC117589767|XP_034137851.1|DGUA	LOC119548559|XP_037711792.1|DSUP
OG0000125	LOC117592294|XP_034141852.1|DGUA	LOC119550272|XP_037714779.1|DSUP
OG0000126	LOC117579486|XP_034121276.1|DGUA, LOC117582140|XP_034125615.1|DGUA	LOC119557572|XP_037726295.1|DSUP, LOC119557571|XP_037726294.1|DSUP, LOC119557762|XP_037726586.1|DSUP, LOC119557481|XP_037726178.1|DSUP, LOC119557551|XP_037726261.1|DSUP, LOC119557538|XP_037726238.1|DSUP, LOC119557497|XP_037726196.1|DSUP, LOC119557653|XP_037726435.1|DSUP, LOC119557251|XP_037725864.1|DSUP, LOC119557711|XP_037726520.1|DSUP, LOC119557723|XP_037726533.1|DSUP, LOC119557642|XP_037726420.1|DSUP, LOC119557407|XP_037726082.1|DSUP, LOC119557534|XP_037726234.1|DSUP, LOC119557736|XP_037726549.1|DSUP, LOC119557631|XP_037726389.1|DSUP, LOC119557610|XP_037726344.1|DSUP, LOC119556183|XP_037724053.1|DSUP, LOC119557384|XP_037726057.1|DSUP, LOC119557470|XP_037726165.1|DSUP, LOC119557379|XP_037726051.1|DSUP, LOC119557442|XP_037726132.1|DSUP, LOC119557526|XP_037726228.1|DSUP, LOC119557445|XP_037726134.1|DSUP, LOC119557514|XP_037726215.1|DSUP, LOC119556405|XP_037724516.1|DSUP, LOC119557474|XP_037726170.1|DSUP, LOC119557540|XP_037726239.1|DSUP, LOC119557608|XP_037726341.1|DSUP, LOC119557394|XP_037726067.1|DSUP, LOC119558139|XP_037727303.1|DSUP
OG0000127	LOC117586302|XP_034132151.1|DGUA	LOC119560125|XP_037729404.1|DSUP
