Orthogroup	DGUA.longest_only	CCAP.longest_only
OG0000067	LOC117591024|XP_034140007.1|DGUA	CCAP1982_LOCUS21530|CAD7013467.1|CCAP
OG0000067	LOC117579492|XP_034121282.1|DGUA	CCAP1982_LOCUS14064|CAD7005712.1|CCAP
OG0000069	LOC117592210|XP_034141713.1|DGUA	CCAP1982_LOCUS8182|CAD6999652.1|CCAP
OG0000071	LOC117579680|XP_034121559.1|DGUA, LOC117579679|XP_034121558.1|DGUA, LOC117579678|XP_034121557.1|DGUA	CCAP1982_LOCUS13882|CAD7005522.1|CCAP, CCAP1982_LOCUS13883|CAD7005523.1|CCAP
OG0000072	LOC117592297|XP_034141858.1|DGUA	CCAP1982_LOCUS22450|CAD7014454.1|CCAP
OG0000072	LOC117592384|XP_034141985.1|DGUA	CCAP1982_LOCUS22440|CAD7014444.1|CCAP
OG0000072	LOC117592296|XP_034141857.1|DGUA	CCAP1982_LOCUS22446|CAD7014450.1|CCAP
OG0000073	LOC117578569|XP_034120037.1|DGUA	CCAP1982_LOCUS19678|CAD7011589.1|CCAP
OG0000073	LOC117589637|XP_034137623.1|DGUA	CCAP1982_LOCUS2823|CAD6994046.1|CCAP
OG0000074	LOC117587150|XP_034133548.1|DGUA, LOC117587426|XP_034133988.1|DGUA	CCAP1982_LOCUS12639|CAD7004220.1|CCAP
OG0000075	LOC117579268|XP_034120955.1|DGUA	CCAP1982_LOCUS12981|CAD7004586.1|CCAP
OG0000075	LOC117579272|XP_034120958.1|DGUA	CCAP1982_LOCUS12988|CAD7004593.1|CCAP, CCAP1982_LOCUS12982|CAD7004587.1|CCAP, CCAP1982_LOCUS12983|CAD7004588.1|CCAP, CCAP1982_LOCUS12984|CAD7004589.1|CCAP
OG0000075	LOC117579269|XP_034120956.1|DGUA	CCAP1982_LOCUS12987|CAD7004592.1|CCAP
OG0000076	LOC117579058|XP_034120653.1|DGUA	CCAP1982_LOCUS11742|CAD7003280.1|CCAP
OG0000077	LOC117583765|XP_034128208.1|DGUA	CCAP1982_LOCUS1052|CAD6992178.1|CCAP
OG0000077	LOC117578654|XP_034120163.1|DGUA	CCAP1982_LOCUS19492|CAD7011392.1|CCAP
OG0000077	LOC117583686|XP_034128052.1|DGUA	CCAP1982_LOCUS3920|CAD6995201.1|CCAP
OG0000079	LOC117582617|XP_034126382.1|DGUA, LOC117582071|XP_034125519.1|DGUA, LOC117584146|XP_034128797.1|DGUA, LOC117582616|XP_034126381.1|DGUA	CCAP1982_LOCUS8747|CAD7000257.1|CCAP
OG0000080	LOC117592694|XP_034142549.1|DGUA, LOC117584421|XP_034129184.1|DGUA, LOC117580573|XP_034123072.1|DGUA	CCAP1982_LOCUS19396|CAD7011289.1|CCAP
OG0000081	LOC117586955|XP_034133218.1|DGUA	CCAP1982_LOCUS10921|CAD7002430.1|CCAP
OG0000082	LOC117582225|XP_034125728.1|DGUA, LOC117584905|XP_034129938.1|DGUA	CCAP1982_LOCUS774|CAD6991883.1|CCAP
OG0000082	LOC117589906|XP_034138069.1|DGUA	CCAP1982_LOCUS8015|CAD6999491.1|CCAP, CCAP1982_LOCUS52|CAD6991105.1|CCAP
OG0000083	LOC117584370|XP_034129100.1|DGUA, LOC117591765|XP_034140968.1|DGUA, LOC117584781|XP_034129778.1|DGUA	CCAP1982_LOCUS6083|CAD6997437.1|CCAP
OG0000083	LOC117584140|XP_034128787.1|DGUA	CCAP1982_LOCUS6084|CAD6997438.1|CCAP
OG0000084	LOC117584511|XP_034129342.1|DGUA	CCAP1982_LOCUS21786|CAD7013760.1|CCAP
OG0000084	LOC117587100|XP_034133482.1|DGUA	CCAP1982_LOCUS21697|CAD7013654.1|CCAP, CCAP1982_LOCUS21696|CAD7013653.1|CCAP, CCAP1982_LOCUS21698|CAD7013655.1|CCAP, CCAP1982_LOCUS21699|CAD7013657.1|CCAP, CCAP1982_LOCUS21700|CAD7013658.1|CCAP, CCAP1982_LOCUS21695|CAD7013652.1|CCAP, CCAP1982_LOCUS21694|CAD7013651.1|CCAP
OG0000085	LOC117592682|XP_034142535.1|DGUA	CCAP1982_LOCUS21882|CAD7013864.1|CCAP
OG0000087	LOC117587854|XP_034134711.1|DGUA	CCAP1982_LOCUS5747|CAD6997095.1|CCAP
OG0000087	LOC117590892|XP_034139815.1|DGUA	CCAP1982_LOCUS5317|CAD6996633.1|CCAP, CCAP1982_LOCUS5318|CAD6996634.1|CCAP, CCAP1982_LOCUS5294|CAD6996620.1|CCAP, CCAP1982_LOCUS5258|CAD6996589.1|CCAP
OG0000088	LOC117591442|XP_034140602.1|DGUA	CCAP1982_LOCUS20832|CAD7012728.1|CCAP
OG0000089	LOC117586065|XP_034131804.1|DGUA	CCAP1982_LOCUS487|CAD6991569.1|CCAP
OG0000089	LOC117580023|XP_034122138.1|DGUA	CCAP1982_LOCUS12882|CAD7004477.1|CCAP
OG0000090	LOC117592026|XP_034141376.1|DGUA	CCAP1982_LOCUS20695|CAD7012611.1|CCAP
OG0000090	LOC117592024|XP_034141370.1|DGUA	CCAP1982_LOCUS20698|CAD7012614.1|CCAP
OG0000090	LOC117579331|XP_034121048.1|DGUA	CCAP1982_LOCUS20704|CAD7012620.1|CCAP, CCAP1982_LOCUS20703|CAD7012619.1|CCAP
OG0000091	LOC117582702|XP_034126503.1|DGUA	CCAP1982_LOCUS2528|CAD6993730.1|CCAP
OG0000091	LOC117584351|XP_034129075.1|DGUA	CCAP1982_LOCUS1153|CAD6992285.1|CCAP
OG0000091	LOC117589947|XP_034138129.1|DGUA	CCAP1982_LOCUS1156|CAD6992288.1|CCAP
OG0000091	LOC117589742|XP_034137813.1|DGUA	CCAP1982_LOCUS1155|CAD6992287.1|CCAP, CCAP1982_LOCUS1154|CAD6992286.1|CCAP
OG0000092	LOC117585928|XP_034131585.1|DGUA	CCAP1982_LOCUS831|CAD6991943.1|CCAP, CCAP1982_LOCUS832|CAD6991944.1|CCAP, CCAP1982_LOCUS830|CAD6991942.1|CCAP
OG0000092	LOC117585910|XP_034131563.1|DGUA	CCAP1982_LOCUS835|CAD6991947.1|CCAP
OG0000092	LOC117585924|XP_034131582.1|DGUA	CCAP1982_LOCUS834|CAD6991946.1|CCAP
OG0000093	LOC117581781|XP_034125096.1|DGUA	CCAP1982_LOCUS8218|CAD6999691.1|CCAP
OG0000094	LOC117583138|XP_034127220.1|DGUA	CCAP1982_LOCUS3416|CAD6994681.1|CCAP, CCAP1982_LOCUS3417|CAD6994682.1|CCAP
OG0000096	LOC117583520|XP_034127757.1|DGUA, LOC117583521|XP_034127758.1|DGUA, LOC117589840|XP_034137983.1|DGUA	CCAP1982_LOCUS8438|CAD6999925.1|CCAP
OG0000096	LOC117587944|XP_034134834.1|DGUA	CCAP1982_LOCUS5468|CAD6996795.1|CCAP, CCAP1982_LOCUS5460|CAD6996785.1|CCAP, CCAP1982_LOCUS5463|CAD6996789.1|CCAP, CCAP1982_LOCUS5462|CAD6996788.1|CCAP, CCAP1982_LOCUS5464|CAD6996791.1|CCAP, CCAP1982_LOCUS5467|CAD6996794.1|CCAP, CCAP1982_LOCUS5465|CAD6996792.1|CCAP, CCAP1982_LOCUS5466|CAD6996793.1|CCAP, CCAP1982_LOCUS6165|CAD6997525.1|CCAP, CCAP1982_LOCUS7697|CAD6999159.1|CCAP, CCAP1982_LOCUS8044|CAD6999519.1|CCAP, CCAP1982_LOCUS8045|CAD6999521.1|CCAP, CCAP1982_LOCUS8046|CAD6999522.1|CCAP, CCAP1982_LOCUS5461|CAD6996787.1|CCAP
OG0000098	LOC117583017|XP_034127059.1|DGUA	CCAP1982_LOCUS3817|CAD6995094.1|CCAP
OG0000101	LOC117580405|XP_034122843.1|DGUA, LOC117580404|XP_034122842.1|DGUA	CCAP1982_LOCUS12873|CAD7004467.1|CCAP
OG0000101	LOC117580403|XP_034122841.1|DGUA	CCAP1982_LOCUS12875|CAD7004469.1|CCAP
OG0000102	LOC117578519|XP_034119958.1|DGUA	CCAP1982_LOCUS7221|CAD6998654.1|CCAP, CCAP1982_LOCUS5355|CAD6996671.1|CCAP, CCAP1982_LOCUS13057|CAD7004662.1|CCAP
OG0000103	LOC117579797|XP_034121756.1|DGUA, LOC117587389|XP_034133934.1|DGUA, LOC117587388|XP_034133933.1|DGUA	CCAP1982_LOCUS12819|CAD7004408.1|CCAP, CCAP1982_LOCUS12815|CAD7004405.1|CCAP, CCAP1982_LOCUS13027|CAD7004632.1|CCAP
OG0000103	LOC117583109|XP_034127185.1|DGUA	CCAP1982_LOCUS21308|CAD7013237.1|CCAP, CCAP1982_LOCUS21309|CAD7013238.1|CCAP
OG0000104	LOC117588188|XP_034135199.1|DGUA	CCAP1982_LOCUS1505|CAD6992660.1|CCAP, CCAP1982_LOCUS1506|CAD6992661.1|CCAP, CCAP1982_LOCUS12239|CAD7003806.1|CCAP
OG0000104	LOC117589106|XP_034136649.1|DGUA	CCAP1982_LOCUS12238|CAD7003805.1|CCAP, CCAP1982_LOCUS12237|CAD7003804.1|CCAP
OG0000105	LOC117586422|XP_034132350.1|DGUA	CCAP1982_LOCUS4847|CAD6996155.1|CCAP
OG0000105	LOC117586439|XP_034132368.1|DGUA, LOC117586438|XP_034132367.1|DGUA	CCAP1982_LOCUS4851|CAD6996159.1|CCAP, CCAP1982_LOCUS4850|CAD6996158.1|CCAP
OG0000107	LOC117592386|XP_034141988.1|DGUA, LOC117584664|XP_034129583.1|DGUA, LOC117592533|XP_034142284.1|DGUA	CCAP1982_LOCUS21062|CAD7012971.1|CCAP, CCAP1982_LOCUS21057|CAD7012966.1|CCAP
OG0000109	LOC117584465|XP_034129274.1|DGUA	CCAP1982_LOCUS7956|CAD6999432.1|CCAP
OG0000110	LOC117579140|XP_034120771.1|DGUA, LOC117579139|XP_034120770.1|DGUA	CCAP1982_LOCUS12357|CAD7003935.1|CCAP
OG0000110	LOC117579141|XP_034120772.1|DGUA	CCAP1982_LOCUS12358|CAD7003936.1|CCAP
OG0000111	LOC117590789|XP_034139634.1|DGUA, LOC117580091|XP_034122239.1|DGUA, LOC117591842|XP_034141099.1|DGUA	CCAP1982_LOCUS20745|CAD7012644.1|CCAP, CCAP1982_LOCUS20746|CAD7012645.1|CCAP
OG0000113	LOC117580661|XP_034123164.1|DGUA, LOC117581224|XP_034124094.1|DGUA, LOC117585197|XP_034130465.1|DGUA, LOC117585201|XP_034130470.1|DGUA	CCAP1982_LOCUS2584|CAD6993786.1|CCAP
OG0000114	LOC117582498|XP_034126173.1|DGUA	CCAP1982_LOCUS6785|CAD6998169.1|CCAP
OG0000114	LOC117582497|XP_034126172.1|DGUA	CCAP1982_LOCUS6786|CAD6998170.1|CCAP
OG0000116	LOC117585921|XP_034131577.1|DGUA	CCAP1982_LOCUS837|CAD6991949.1|CCAP
OG0000116	LOC117585923|XP_034131581.1|DGUA, LOC117585908|XP_034131558.1|DGUA	CCAP1982_LOCUS839|CAD6991951.1|CCAP
OG0000116	LOC117585913|XP_034131567.1|DGUA, LOC117585918|XP_034131576.1|DGUA, LOC117585911|XP_034131564.1|DGUA	CCAP1982_LOCUS838|CAD6991950.1|CCAP
OG0000117	LOC117584691|XP_034129616.1|DGUA	CCAP1982_LOCUS6010|CAD6997373.1|CCAP
OG0000117	LOC117584692|XP_034129617.1|DGUA	CCAP1982_LOCUS6011|CAD6997374.1|CCAP
OG0000117	LOC117584694|XP_034129618.1|DGUA	CCAP1982_LOCUS6012|CAD6997375.1|CCAP
OG0000117	LOC117584696|XP_034129620.1|DGUA	CCAP1982_LOCUS6013|CAD6997376.1|CCAP
OG0000118	LOC117582588|XP_034126325.1|DGUA	CCAP1982_LOCUS12332|CAD7003903.1|CCAP
OG0000119	LOC117583187|XP_034127279.1|DGUA, LOC117583191|XP_034127285.1|DGUA	CCAP1982_LOCUS3103|CAD6994347.1|CCAP, CCAP1982_LOCUS3098|CAD6994342.1|CCAP
OG0000119	LOC117583192|XP_034127286.1|DGUA	CCAP1982_LOCUS3102|CAD6994346.1|CCAP
OG0000120	LOC117591909|XP_034141191.1|DGUA	CCAP1982_LOCUS23192|CAD7015242.1|CCAP
OG0000121	LOC117590268|XP_034138644.1|DGUA	CCAP1982_LOCUS2051|CAD6993234.1|CCAP, CCAP1982_LOCUS1663|CAD6992825.1|CCAP, CCAP1982_LOCUS1662|CAD6992824.1|CCAP
OG0000122	LOC117582102|XP_034125557.1|DGUA	CCAP1982_LOCUS8593|CAD7000095.1|CCAP
OG0000122	LOC117588393|XP_034135538.1|DGUA	CCAP1982_LOCUS21055|CAD7012964.1|CCAP
OG0000122	LOC117585356|XP_034130696.1|DGUA, LOC117581989|XP_034125375.1|DGUA	CCAP1982_LOCUS9176|CAD7000703.1|CCAP
OG0000123	LOC117586147|XP_034131933.1|DGUA, LOC117586116|XP_034131868.1|DGUA	CCAP1982_LOCUS1926|CAD6993101.1|CCAP
OG0000125	LOC117583753|XP_034128164.1|DGUA	CCAP1982_LOCUS3814|CAD6995090.1|CCAP
OG0000125	LOC117589767|XP_034137851.1|DGUA	CCAP1982_LOCUS3392|CAD6994657.1|CCAP
OG0000126	LOC117579486|XP_034121276.1|DGUA, LOC117582140|XP_034125615.1|DGUA	CCAP1982_LOCUS11731|CAD7003269.1|CCAP
OG0000127	LOC117586302|XP_034132151.1|DGUA, LOC117586442|XP_034132370.1|DGUA, LOC117586301|XP_034132149.1|DGUA	CCAP1982_LOCUS4704|CAD6995998.1|CCAP
OG0000127	LOC117586433|XP_034132360.1|DGUA	CCAP1982_LOCUS4705|CAD6995999.1|CCAP
OG0000128	LOC117581834|XP_034125176.1|DGUA	CCAP1982_LOCUS22172|CAD7014166.1|CCAP, CCAP1982_LOCUS22173|CAD7014167.1|CCAP
OG0000129	LOC117579252|XP_034120930.1|DGUA, LOC117587783|XP_034134618.1|DGUA	CCAP1982_LOCUS7073|CAD6998479.1|CCAP
OG0000130	LOC117587114|XP_034133499.1|DGUA, LOC117587111|XP_034133495.1|DGUA, LOC117587113|XP_034133498.1|DGUA, LOC117587112|XP_034133496.1|DGUA	CCAP1982_LOCUS13229|CAD7004843.1|CCAP
OG0000131	LOC117589815|XP_034137935.1|DGUA	CCAP1982_LOCUS3123|CAD6994370.1|CCAP
OG0000132	LOC117582239|XP_034125741.1|DGUA, LOC117581862|XP_034125215.1|DGUA	CCAP1982_LOCUS8509|CAD7000003.1|CCAP
OG0000132	LOC117586091|XP_034131838.1|DGUA	CCAP1982_LOCUS738|CAD6991839.1|CCAP
OG0000134	LOC117589485|XP_034137338.1|DGUA	CCAP1982_LOCUS1778|CAD6992945.1|CCAP
OG0000134	LOC117584812|XP_034129823.1|DGUA	CCAP1982_LOCUS7922|CAD6999396.1|CCAP
OG0000137	LOC117582737|XP_034126559.1|DGUA	CCAP1982_LOCUS3379|CAD6994644.1|CCAP
OG0000137	LOC117588859|XP_034136252.1|DGUA	CCAP1982_LOCUS11874|CAD7003418.1|CCAP
OG0000138	LOC117586701|XP_034132859.1|DGUA, LOC117586698|XP_034132856.1|DGUA, LOC117586699|XP_034132858.1|DGUA, LOC117586696|XP_034132854.1|DGUA	CCAP1982_LOCUS121|CAD6991184.1|CCAP
OG0000141	LOC117589333|XP_034137075.1|DGUA	CCAP1982_LOCUS11187|CAD7002710.1|CCAP
OG0000142	LOC117585694|XP_034131199.1|DGUA	CCAP1982_LOCUS416|CAD6991492.1|CCAP
OG0000143	LOC117579031|XP_034120607.1|DGUA	CCAP1982_LOCUS14321|CAD7005985.1|CCAP, CCAP1982_LOCUS7309|CAD6998755.1|CCAP
OG0000144	LOC117585409|XP_034130768.1|DGUA	CCAP1982_LOCUS782|CAD6991891.1|CCAP
OG0000144	LOC117584066|XP_034128699.1|DGUA	CCAP1982_LOCUS6460|CAD6997836.1|CCAP
OG0000145	LOC117582661|XP_034126465.1|DGUA	CCAP1982_LOCUS9140|CAD7000666.1|CCAP
OG0000145	LOC117582226|XP_034125724.1|DGUA	CCAP1982_LOCUS9142|CAD7000668.1|CCAP
OG0000147	LOC117583999|XP_034128619.1|DGUA	CCAP1982_LOCUS8274|CAD6999751.1|CCAP
OG0000147	LOC117582746|XP_034126577.1|DGUA	CCAP1982_LOCUS2081|CAD6993264.1|CCAP
OG0000147	LOC117582747|XP_034126578.1|DGUA	CCAP1982_LOCUS2080|CAD6993263.1|CCAP
OG0000148	LOC117582434|XP_034126028.1|DGUA	CCAP1982_LOCUS9151|CAD7000677.1|CCAP
OG0000150	LOC117582222|XP_034125721.1|DGUA, LOC117582223|XP_034125722.1|DGUA, LOC117582224|XP_034125723.1|DGUA, LOC117582365|XP_034125914.1|DGUA	CCAP1982_LOCUS8395|CAD6999884.1|CCAP, CCAP1982_LOCUS8394|CAD6999883.1|CCAP, CCAP1982_LOCUS8366|CAD6999854.1|CCAP
OG0000151	LOC117587222|XP_034133673.1|DGUA	CCAP1982_LOCUS13475|CAD7005113.1|CCAP
OG0000151	LOC117587226|XP_034133679.1|DGUA	CCAP1982_LOCUS13481|CAD7005119.1|CCAP
OG0000151	LOC117587225|XP_034133678.1|DGUA	CCAP1982_LOCUS13480|CAD7005118.1|CCAP
OG0000151	LOC117586870|XP_034133058.1|DGUA	CCAP1982_LOCUS13479|CAD7005117.1|CCAP
OG0000152	LOC117589721|XP_034137781.1|DGUA, LOC117589723|XP_034137784.1|DGUA	CCAP1982_LOCUS4908|CAD6996220.1|CCAP
OG0000153	LOC117589779|XP_034137867.1|DGUA	CCAP1982_LOCUS2010|CAD6993188.1|CCAP, CCAP1982_LOCUS2009|CAD6993187.1|CCAP
OG0000153	LOC117589704|XP_034137758.1|DGUA, LOC117589705|XP_034137759.1|DGUA	CCAP1982_LOCUS2011|CAD6993189.1|CCAP
OG0000154	LOC117585351|XP_034130686.1|DGUA, LOC117584922|XP_034129963.1|DGUA	CCAP1982_LOCUS3144|CAD6994392.1|CCAP
OG0000154	LOC117580197|XP_034122464.1|DGUA	CCAP1982_LOCUS3145|CAD6994393.1|CCAP, CCAP1982_LOCUS8911|CAD7000435.1|CCAP, CCAP1982_LOCUS8831|CAD7000349.1|CCAP
OG0000155	LOC117579730|XP_034121618.1|DGUA, LOC117579513|XP_034121310.1|DGUA, LOC117579431|XP_034121204.1|DGUA	CCAP1982_LOCUS12374|CAD7003952.1|CCAP, CCAP1982_LOCUS12366|CAD7003944.1|CCAP, CCAP1982_LOCUS12365|CAD7003943.1|CCAP
OG0000157	LOC117578614|XP_034120104.1|DGUA, LOC117578613|XP_034120103.1|DGUA, LOC117578612|XP_034120100.1|DGUA, LOC117591727|XP_034140934.1|DGUA, LOC117578615|XP_034120105.1|DGUA	CCAP1982_LOCUS19950|CAD7011840.1|CCAP, CCAP1982_LOCUS19951|CAD7011841.1|CCAP
OG0000158	LOC117579414|XP_034121184.1|DGUA	CCAP1982_LOCUS12092|CAD7003654.1|CCAP
OG0000159	LOC117589013|XP_034136524.1|DGUA	CCAP1982_LOCUS14640|CAD7006318.1|CCAP
OG0000159	LOC117580574|XP_034123068.1|DGUA	CCAP1982_LOCUS13501|CAD7005140.1|CCAP
OG0000159	LOC117579521|XP_034121320.1|DGUA	CCAP1982_LOCUS13500|CAD7005139.1|CCAP
OG0000160	LOC117585809|XP_034131420.1|DGUA, LOC117585807|XP_034131416.1|DGUA	CCAP1982_LOCUS3900|CAD6995179.1|CCAP, CCAP1982_LOCUS3899|CAD6995178.1|CCAP
OG0000161	LOC117588975|XP_034136453.1|DGUA	CCAP1982_LOCUS14750|CAD7006430.1|CCAP
OG0000161	LOC117590986|XP_034139952.1|DGUA	CCAP1982_LOCUS13663|CAD7005305.1|CCAP
OG0000162	LOC117582601|XP_034126355.1|DGUA	CCAP1982_LOCUS7836|CAD6999308.1|CCAP
OG0000163	LOC117584450|XP_034129258.1|DGUA	CCAP1982_LOCUS14291|CAD7005953.1|CCAP, CCAP1982_LOCUS14290|CAD7005952.1|CCAP, CCAP1982_LOCUS14295|CAD7005957.1|CCAP, CCAP1982_LOCUS14292|CAD7005954.1|CCAP
OG0000163	LOC117584932|XP_034129982.1|DGUA	CCAP1982_LOCUS9112|CAD7000638.1|CCAP
OG0000164	LOC117582026|XP_034125446.1|DGUA	CCAP1982_LOCUS19783|CAD7011699.1|CCAP
OG0000166	LOC117586001|XP_034131724.1|DGUA	CCAP1982_LOCUS6365|CAD6997733.1|CCAP, CCAP1982_LOCUS6366|CAD6997734.1|CCAP, CCAP1982_LOCUS6367|CAD6997735.1|CCAP
OG0000167	LOC117579746|XP_034121655.1|DGUA, LOC117579278|XP_034120965.1|DGUA	CCAP1982_LOCUS11080|CAD7002594.1|CCAP
OG0000167	LOC117579748|XP_034121657.1|DGUA	CCAP1982_LOCUS14885|CAD7006571.1|CCAP
OG0000169	LOC117585602|XP_034131042.1|DGUA	CCAP1982_LOCUS2677|CAD6993883.1|CCAP
OG0000169	LOC117579276|XP_034120963.1|DGUA, LOC117583003|XP_034127045.1|DGUA	CCAP1982_LOCUS1231|CAD6992367.1|CCAP
OG0000170	LOC117581982|XP_034125365.1|DGUA	CCAP1982_LOCUS6773|CAD6998157.1|CCAP, CCAP1982_LOCUS6774|CAD6998158.1|CCAP, CCAP1982_LOCUS6772|CAD6998156.1|CCAP
OG0000170	LOC117581984|XP_034125366.1|DGUA	CCAP1982_LOCUS6771|CAD6998155.1|CCAP
OG0000171	LOC117584320|XP_034129040.1|DGUA	CCAP1982_LOCUS6079|CAD6997433.1|CCAP
OG0000171	LOC117588130|XP_034135110.1|DGUA	CCAP1982_LOCUS5549|CAD6996876.1|CCAP
OG0000172	LOC117585193|XP_034130433.1|DGUA, LOC117581161|XP_034123994.1|DGUA, LOC117579178|XP_034120833.1|DGUA, LOC117580001|XP_034122088.1|DGUA, LOC117579735|XP_034121634.1|DGUA, LOC117580526|XP_034123010.1|DGUA, LOC117592015|XP_034141360.1|DGUA, LOC117579734|XP_034121623.1|DGUA	CCAP1982_LOCUS12610|CAD7004191.1|CCAP
OG0000173	LOC117592099|XP_034141507.1|DGUA	CCAP1982_LOCUS21538|CAD7013476.1|CCAP
OG0000173	LOC117592093|XP_034141500.1|DGUA	CCAP1982_LOCUS21539|CAD7013477.1|CCAP
OG0000174	LOC117584209|XP_034128872.1|DGUA	CCAP1982_LOCUS1980|CAD6993154.1|CCAP, CCAP1982_LOCUS12725|CAD7004305.1|CCAP, CCAP1982_LOCUS21517|CAD7013452.1|CCAP
OG0000174	LOC117587757|XP_034134579.1|DGUA, LOC117578636|XP_034120137.1|DGUA	CCAP1982_LOCUS7088|CAD6998497.1|CCAP
OG0000175	LOC117586083|XP_034131830.1|DGUA	CCAP1982_LOCUS4970|CAD6996286.1|CCAP
OG0000175	LOC117591099|XP_034140091.1|DGUA	CCAP1982_LOCUS785|CAD6991894.1|CCAP
OG0000176	LOC117579066|XP_034120663.1|DGUA, LOC117579069|XP_034120666.1|DGUA, LOC117579065|XP_034120662.1|DGUA, LOC117579068|XP_034120665.1|DGUA	CCAP1982_LOCUS11594|CAD7003132.1|CCAP
OG0000177	LOC117582947|XP_034126947.1|DGUA	CCAP1982_LOCUS3972|CAD6995251.1|CCAP
OG0000179	LOC117588265|XP_034135297.1|DGUA	CCAP1982_LOCUS19655|CAD7011567.1|CCAP
OG0000179	LOC117581207|XP_034124110.1|DGUA	CCAP1982_LOCUS20038|CAD7011926.1|CCAP
OG0000180	LOC117585920|XP_034131580.1|DGUA	CCAP1982_LOCUS23260|CAD7015315.1|CCAP
OG0000181	LOC117590078|XP_034138307.1|DGUA	CCAP1982_LOCUS2966|CAD6994204.1|CCAP, CCAP1982_LOCUS1186|CAD6992318.1|CCAP
OG0000181	LOC117583697|XP_034128068.1|DGUA	CCAP1982_LOCUS2664|CAD6993867.1|CCAP
OG0000181	LOC117583434|XP_034127624.1|DGUA	CCAP1982_LOCUS2967|CAD6994205.1|CCAP
OG0000182	LOC117585578|XP_034131006.1|DGUA	CCAP1982_LOCUS672|CAD6991764.1|CCAP, CCAP1982_LOCUS673|CAD6991765.1|CCAP
OG0000182	LOC117585580|XP_034131008.1|DGUA, LOC117585579|XP_034131007.1|DGUA	CCAP1982_LOCUS669|CAD6991761.1|CCAP, CCAP1982_LOCUS670|CAD6991762.1|CCAP
OG0000183	LOC117590714|XP_034139505.1|DGUA, LOC117589022|XP_034136541.1|DGUA, LOC117579353|XP_034121073.1|DGUA	CCAP1982_LOCUS11927|CAD7003476.1|CCAP
OG0000184	LOC117582424|XP_034126019.1|DGUA, LOC117582423|XP_034126018.1|DGUA	CCAP1982_LOCUS8317|CAD6999801.1|CCAP, CCAP1982_LOCUS8313|CAD6999794.1|CCAP, CCAP1982_LOCUS8316|CAD6999800.1|CCAP
OG0000185	LOC117584375|XP_034129112.1|DGUA, LOC117591213|XP_034140249.1|DGUA	CCAP1982_LOCUS20041|CAD7011929.1|CCAP
OG0000189	LOC117584573|XP_034129434.1|DGUA	CCAP1982_LOCUS5974|CAD6997342.1|CCAP
OG0000190	LOC117578542|XP_034120001.1|DGUA	CCAP1982_LOCUS19905|CAD7011795.1|CCAP, CCAP1982_LOCUS19906|CAD7011796.1|CCAP
OG0000190	LOC117578541|XP_034120000.1|DGUA	CCAP1982_LOCUS19909|CAD7011799.1|CCAP
OG0000191	LOC117592287|XP_034141839.1|DGUA	CCAP1982_LOCUS22306|CAD7014304.1|CCAP
OG0000191	LOC117592636|XP_034142470.1|DGUA	CCAP1982_LOCUS20861|CAD7012757.1|CCAP
OG0000192	LOC117580444|XP_034122892.1|DGUA, LOC117579550|XP_034121359.1|DGUA	CCAP1982_LOCUS14387|CAD7006052.1|CCAP
OG0000193	LOC117579194|XP_034120854.1|DGUA	CCAP1982_LOCUS13187|CAD7004797.1|CCAP, CCAP1982_LOCUS13188|CAD7004798.1|CCAP
OG0000196	LOC117584532|XP_034129373.1|DGUA	CCAP1982_LOCUS7525|CAD6998978.1|CCAP, CCAP1982_LOCUS7518|CAD6998971.1|CCAP
OG0000196	LOC117584467|XP_034129279.1|DGUA	CCAP1982_LOCUS7526|CAD6998979.1|CCAP
OG0000196	LOC117584167|XP_034128822.1|DGUA	CCAP1982_LOCUS7517|CAD6998970.1|CCAP
OG0000198	LOC117592257|XP_034141793.1|DGUA, LOC117582819|XP_034126756.1|DGUA, LOC117592346|XP_034141930.1|DGUA, LOC117592251|XP_034141779.1|DGUA	CCAP1982_LOCUS6820|CAD6998205.1|CCAP
OG0000199	LOC117582758|XP_034126612.1|DGUA, LOC117582756|XP_034126596.1|DGUA, LOC117585233|XP_034130521.1|DGUA, LOC117587832|XP_034134688.1|DGUA	CCAP1982_LOCUS23457|CAD7015518.1|CCAP, CCAP1982_LOCUS10693|CAD7002205.1|CCAP, CCAP1982_LOCUS10694|CAD7002206.1|CCAP, CCAP1982_LOCUS23455|CAD7015516.1|CCAP, CCAP1982_LOCUS10695|CAD7002207.1|CCAP, CCAP1982_LOCUS23456|CAD7015517.1|CCAP
OG0000200	LOC117583596|XP_034127880.1|DGUA, LOC117587582|XP_034134307.1|DGUA, LOC117583597|XP_034127881.1|DGUA	CCAP1982_LOCUS40|CAD6991092.1|CCAP
OG0000201	LOC117585855|XP_034131496.1|DGUA	CCAP1982_LOCUS3128|CAD6994375.1|CCAP
OG0000201	LOC117585853|XP_034131492.1|DGUA	CCAP1982_LOCUS3126|CAD6994373.1|CCAP
OG0000202	LOC117591304|XP_034140402.1|DGUA, LOC117579256|XP_034120934.1|DGUA, LOC117581481|XP_034124614.1|DGUA, LOC117588425|XP_034135596.1|DGUA	CCAP1982_LOCUS8517|CAD7000012.1|CCAP
