Orthogroup	DGUA.longest_only	CPIP.longest_only
OG0000090	LOC117592026|XP_034141376.1|DGUA, LOC117592024|XP_034141370.1|DGUA, LOC117579331|XP_034121048.1|DGUA, LOC117587279|XP_034133756.1|DGUA	LOC120421682|XP_039440847.1|CPIP, LOC120421690|XP_039440861.1|CPIP, LOC120426406|XP_039447096.1|CPIP, LOC120421699|XP_039440871.1|CPIP
OG0000091	LOC117582702|XP_034126503.1|DGUA	LOC120425404|XP_039445863.1|CPIP
OG0000091	LOC117584351|XP_034129075.1|DGUA, LOC117589947|XP_034138129.1|DGUA, LOC117589742|XP_034137813.1|DGUA	LOC120424933|XP_039445164.1|CPIP
OG0000093	LOC117581781|XP_034125096.1|DGUA	LOC120423404|XP_039443137.1|CPIP
OG0000094	LOC117579446|XP_034121226.1|DGUA, LOC117583138|XP_034127220.1|DGUA	LOC120425648|XP_039446167.1|CPIP, LOC120425708|XP_039446241.1|CPIP, LOC120431494|XP_039452533.1|CPIP, LOC120425701|XP_039446230.1|CPIP, LOC120421037|XP_039440109.1|CPIP, LOC120421043|XP_039440120.1|CPIP, LOC120413857|XP_039430748.1|CPIP, LOC120421039|XP_039440116.1|CPIP, LOC120412371|XP_039428726.1|CPIP, LOC120412378|XP_039428738.1|CPIP, LOC120430436|XP_039451481.1|CPIP, LOC120423072|XP_039442676.1|CPIP, LOC120430435|XP_039451480.1|CPIP, LOC120430433|XP_039451478.1|CPIP, LOC120430651|XP_039451691.1|CPIP, LOC120421704|XP_039441223.1|CPIP, LOC120420801|XP_039440192.1|CPIP, LOC120424242|XP_039444239.1|CPIP
OG0000098	LOC117583017|XP_034127059.1|DGUA	LOC120423046|XP_039442653.1|CPIP, LOC120423055|XP_039442660.1|CPIP
OG0000099	LOC117580660|XP_034123163.1|DGUA	LOC120414418|XP_039431532.1|CPIP, LOC120414383|XP_039431492.1|CPIP, LOC120414382|XP_039431487.1|CPIP
OG0000101	LOC117579631|XP_034121489.1|DGUA, LOC117580405|XP_034122843.1|DGUA, LOC117580404|XP_034122842.1|DGUA, LOC117580403|XP_034122841.1|DGUA	LOC120427216|XP_039448015.1|CPIP
OG0000102	LOC117586238|XP_034132070.1|DGUA	LOC120413414|XP_039430153.1|CPIP, LOC120413405|XP_039430144.1|CPIP, LOC120412910|XP_039429479.1|CPIP, LOC120413423|XP_039430169.1|CPIP, LOC120417857|XP_039436011.1|CPIP, LOC120413400|XP_039430134.1|CPIP, LOC120413398|XP_039430131.1|CPIP
OG0000102	LOC117578519|XP_034119958.1|DGUA	LOC120432492|XP_039453640.1|CPIP
OG0000103	LOC117579797|XP_034121756.1|DGUA, LOC117587389|XP_034133934.1|DGUA, LOC117587388|XP_034133933.1|DGUA, LOC117583109|XP_034127185.1|DGUA	LOC120416536|XP_039434185.1|CPIP, LOC120417606|XP_039435649.1|CPIP, LOC120417607|XP_039435650.1|CPIP, LOC120417608|XP_039435652.1|CPIP, LOC120423255|XP_039442909.1|CPIP
OG0000104	LOC117588188|XP_034135199.1|DGUA, LOC117589106|XP_034136649.1|DGUA	LOC120412621|XP_039429106.1|CPIP, LOC120412646|XP_039429134.1|CPIP, LOC120412612|XP_039429095.1|CPIP
OG0000105	LOC117589745|XP_034137817.1|DGUA, LOC117586422|XP_034132350.1|DGUA, LOC117586439|XP_034132368.1|DGUA, LOC117586438|XP_034132367.1|DGUA	LOC120425216|XP_039445581.1|CPIP
OG0000109	LOC117585354|XP_034130689.1|DGUA	LOC120423583|XP_039443376.1|CPIP, LOC120420353|XP_039439283.1|CPIP, LOC120420541|XP_039439548.1|CPIP, LOC120423553|XP_039443331.1|CPIP
OG0000109	LOC117584465|XP_034129274.1|DGUA	LOC120423573|XP_039443364.1|CPIP, LOC120423521|XP_039443303.1|CPIP
OG0000110	LOC117579137|XP_034120769.1|DGUA, LOC117579140|XP_034120771.1|DGUA, LOC117579139|XP_034120770.1|DGUA, LOC117579141|XP_034120772.1|DGUA	LOC120432096|XP_039453165.1|CPIP
OG0000111	LOC117590789|XP_034139634.1|DGUA, LOC117580091|XP_034122239.1|DGUA, LOC117591842|XP_034141099.1|DGUA	LOC120423942|XP_039443860.1|CPIP, LOC120415255|XP_039432655.1|CPIP, LOC120415261|XP_039432663.1|CPIP, LOC120415259|XP_039432661.1|CPIP, LOC120415241|XP_039432639.1|CPIP
OG0000112	LOC117590951|XP_034139890.1|DGUA, LOC117588589|XP_034135884.1|DGUA	LOC120420031|XP_039438866.1|CPIP, LOC120420702|XP_039439734.1|CPIP, LOC120420699|XP_039439730.1|CPIP
OG0000113	LOC117580661|XP_034123164.1|DGUA, LOC117581224|XP_034124094.1|DGUA, LOC117585197|XP_034130465.1|DGUA, LOC117585201|XP_034130470.1|DGUA	LOC120426589|XP_039447314.1|CPIP, LOC120417349|XP_039435285.1|CPIP
OG0000114	LOC117582498|XP_034126173.1|DGUA	LOC120417802|XP_039435938.1|CPIP
OG0000114	LOC117582497|XP_034126172.1|DGUA	LOC120420276|XP_039439211.1|CPIP
OG0000117	LOC117584691|XP_034129616.1|DGUA, LOC117584692|XP_034129617.1|DGUA, LOC117584694|XP_034129618.1|DGUA, LOC117584696|XP_034129620.1|DGUA	LOC120413999|XP_039430942.1|CPIP, LOC120414022|XP_039430973.1|CPIP
OG0000118	LOC117582588|XP_034126325.1|DGUA, LOC117590401|XP_034138890.1|DGUA	LOC120423433|XP_039443178.1|CPIP, LOC120423454|XP_039443210.1|CPIP, LOC120423455|XP_039443211.1|CPIP, LOC120432382|XP_039453509.1|CPIP
OG0000119	LOC117583187|XP_034127279.1|DGUA, LOC117583191|XP_034127285.1|DGUA, LOC117583192|XP_034127286.1|DGUA	LOC120420559|XP_039439559.1|CPIP, LOC120426420|XP_039447112.1|CPIP, LOC120428772|XP_039449790.1|CPIP, LOC120420257|XP_039439187.1|CPIP, LOC120431980|XP_039453050.1|CPIP, LOC120423540|XP_039443321.1|CPIP
OG0000120	LOC117588310|XP_034135390.1|DGUA	LOC120417029|XP_039434907.1|CPIP
OG0000120	LOC117591909|XP_034141191.1|DGUA	LOC120419990|XP_039438806.1|CPIP
OG0000121	LOC117590268|XP_034138644.1|DGUA, LOC117584909|XP_034129943.1|DGUA, LOC117584907|XP_034129942.1|DGUA	LOC120425384|XP_039445833.1|CPIP
OG0000122	LOC117582102|XP_034125557.1|DGUA, LOC117588393|XP_034135538.1|DGUA, LOC117585356|XP_034130696.1|DGUA, LOC117581989|XP_034125375.1|DGUA	LOC120432386|XP_039453515.1|CPIP, LOC120432365|XP_039453491.1|CPIP
OG0000123	LOC117586147|XP_034131933.1|DGUA, LOC117586116|XP_034131868.1|DGUA	LOC120414202|XP_039431221.1|CPIP, LOC120425309|XP_039445711.1|CPIP
OG0000124	LOC117592304|XP_034141869.1|DGUA, LOC117578607|XP_034120092.1|DGUA, LOC117578608|XP_034120093.1|DGUA, LOC117592510|XP_034142245.1|DGUA	LOC120432594|XP_039453766.1|CPIP
OG0000125	LOC117583753|XP_034128164.1|DGUA	LOC120423344|XP_039443047.1|CPIP
OG0000125	LOC117589767|XP_034137851.1|DGUA	LOC120424516|XP_039444604.1|CPIP
OG0000125	LOC117592294|XP_034141852.1|DGUA	LOC120423353|XP_039443062.1|CPIP
OG0000126	LOC117579486|XP_034121276.1|DGUA, LOC117582140|XP_034125615.1|DGUA	LOC120415876|XP_039433448.1|CPIP, LOC120415877|XP_039433449.1|CPIP, LOC120429787|XP_039450781.1|CPIP, LOC120412720|XP_039429241.1|CPIP
OG0000127	LOC117586302|XP_034132151.1|DGUA, LOC117586442|XP_034132370.1|DGUA, LOC117586301|XP_034132149.1|DGUA, LOC117586433|XP_034132360.1|DGUA	LOC120415380|XP_039432838.1|CPIP
OG0000128	LOC117581834|XP_034125176.1|DGUA, LOC117581848|XP_034125197.1|DGUA	LOC120422626|XP_039442054.1|CPIP
OG0000129	LOC117580643|XP_034123127.1|DGUA, LOC117579252|XP_034120930.1|DGUA, LOC117587783|XP_034134618.1|DGUA	LOC120414363|XP_039431459.1|CPIP
OG0000131	LOC117589815|XP_034137935.1|DGUA	LOC120421833|XP_039441048.1|CPIP
OG0000132	LOC117582239|XP_034125741.1|DGUA, LOC117581862|XP_034125215.1|DGUA, LOC117586091|XP_034131838.1|DGUA	LOC120429178|XP_039450325.1|CPIP, LOC120413573|XP_039430393.1|CPIP, LOC120423930|XP_039443846.1|CPIP, LOC120423949|XP_039443868.1|CPIP
OG0000134	LOC117589485|XP_034137338.1|DGUA	LOC120419432|XP_039438078.1|CPIP
OG0000137	LOC117582737|XP_034126559.1|DGUA	LOC120418758|XP_039437164.1|CPIP
OG0000137	LOC117588859|XP_034136252.1|DGUA	LOC120413389|XP_039430119.1|CPIP, LOC120418020|XP_039436197.1|CPIP
OG0000139	LOC117581998|XP_034125385.1|DGUA, LOC117582245|XP_034125747.1|DGUA, LOC117582244|XP_034125745.1|DGUA	LOC120416811|XP_039434620.1|CPIP
OG0000140	LOC117583410|XP_034127589.1|DGUA, LOC117590230|XP_034138594.1|DGUA	LOC120428692|XP_039449698.1|CPIP, LOC120428177|XP_039449092.1|CPIP, LOC120428415|XP_039449365.1|CPIP, LOC120428612|XP_039449580.1|CPIP, LOC120419315|XP_039437920.1|CPIP, LOC120422117|XP_039441420.1|CPIP, LOC120424472|XP_039444544.1|CPIP, LOC120425058|XP_039445365.1|CPIP, LOC120425057|XP_039445364.1|CPIP, LOC120425056|XP_039445362.1|CPIP, LOC120425070|XP_039445380.1|CPIP
OG0000141	LOC117589332|XP_034137073.1|DGUA, LOC117589333|XP_034137075.1|DGUA, LOC117589334|XP_034137077.1|DGUA, LOC117589335|XP_034137078.1|DGUA	LOC120421894|XP_039441123.1|CPIP
OG0000142	LOC117585694|XP_034131199.1|DGUA	LOC120425952|XP_039446526.1|CPIP
OG0000142	LOC117590199|XP_034138533.1|DGUA	LOC120415036|XP_039432338.1|CPIP
OG0000142	LOC117588458|XP_034135635.1|DGUA	LOC120418059|XP_039436247.1|CPIP, LOC120419876|XP_039438671.1|CPIP
OG0000143	LOC117579028|XP_034120604.1|DGUA	LOC120418513|XP_039436884.1|CPIP
OG0000143	LOC117579031|XP_034120607.1|DGUA	LOC120426869|XP_039447607.1|CPIP, LOC120426880|XP_039447616.1|CPIP, LOC120415275|XP_039432682.1|CPIP, LOC120415068|XP_039432401.1|CPIP, LOC120422209|XP_039441530.1|CPIP, LOC120421102|XP_039440186.1|CPIP, LOC120421998|XP_039441246.1|CPIP, LOC120421075|XP_039440158.1|CPIP
OG0000144	LOC117585409|XP_034130768.1|DGUA	LOC120426607|XP_039447334.1|CPIP
OG0000144	LOC117590246|XP_034138608.1|DGUA	LOC120421600|XP_039440761.1|CPIP
OG0000144	LOC117584066|XP_034128699.1|DGUA	LOC120430358|XP_039451394.1|CPIP, LOC120430767|XP_039451811.1|CPIP
OG0000145	LOC117580967|XP_034123648.1|DGUA, LOC117582661|XP_034126465.1|DGUA, LOC117582226|XP_034125724.1|DGUA	LOC120427052|XP_039447817.1|CPIP, LOC120427063|XP_039447836.1|CPIP, LOC120427054|XP_039447818.1|CPIP
OG0000147	LOC117583999|XP_034128619.1|DGUA	LOC120428306|XP_039449243.1|CPIP
OG0000147	LOC117582746|XP_034126577.1|DGUA, LOC117582747|XP_034126578.1|DGUA	LOC120422585|XP_039442007.1|CPIP, LOC120422553|XP_039441962.1|CPIP
OG0000148	LOC117582434|XP_034126028.1|DGUA	LOC120416624|XP_039434363.1|CPIP, LOC120416616|XP_039434347.1|CPIP
OG0000148	LOC117588221|XP_034135257.1|DGUA	LOC120415212|XP_039432602.1|CPIP
OG0000149	LOC117588085|XP_034135045.1|DGUA, LOC117581583|XP_034124825.1|DGUA	LOC120421800|XP_039441012.1|CPIP, LOC120421801|XP_039441013.1|CPIP, LOC120429303|XP_039450464.1|CPIP, LOC120419117|XP_039437646.1|CPIP, LOC120419086|XP_039437605.1|CPIP, LOC120429297|XP_039450460.1|CPIP, LOC120429300|XP_039450462.1|CPIP, LOC120429299|XP_039450461.1|CPIP, LOC120419092|XP_039437613.1|CPIP, LOC120419091|XP_039437612.1|CPIP, LOC120417152|XP_039435070.1|CPIP, LOC120415888|XP_039433463.1|CPIP, LOC120415961|XP_039433538.1|CPIP, LOC120417162|XP_039435077.1|CPIP, LOC120415958|XP_039433534.1|CPIP, LOC120417161|XP_039435076.1|CPIP
OG0000152	LOC117589721|XP_034137781.1|DGUA, LOC117589723|XP_034137784.1|DGUA	LOC120418953|XP_039437425.1|CPIP
OG0000153	LOC117589779|XP_034137867.1|DGUA, LOC117589704|XP_034137758.1|DGUA, LOC117589705|XP_034137759.1|DGUA	LOC120423729|XP_039443572.1|CPIP, LOC120423703|XP_039443543.1|CPIP, LOC120423687|XP_039443517.1|CPIP, LOC120423696|XP_039443530.1|CPIP, LOC120423677|XP_039443507.1|CPIP
OG0000154	LOC117585351|XP_034130686.1|DGUA, LOC117584922|XP_034129963.1|DGUA, LOC117580197|XP_034122464.1|DGUA	LOC120432363|XP_039453490.1|CPIP, LOC120432399|XP_039453529.1|CPIP, LOC120432395|XP_039453526.1|CPIP
OG0000155	LOC117579730|XP_034121618.1|DGUA, LOC117579513|XP_034121310.1|DGUA, LOC117579431|XP_034121204.1|DGUA	LOC120429351|XP_039450478.1|CPIP, LOC120429288|XP_039450453.1|CPIP, LOC120429304|XP_039450466.1|CPIP, LOC120429335|XP_039450477.1|CPIP
OG0000157	LOC117578614|XP_034120104.1|DGUA, LOC117578613|XP_034120103.1|DGUA, LOC117578612|XP_034120100.1|DGUA, LOC117591727|XP_034140934.1|DGUA, LOC117578615|XP_034120105.1|DGUA	LOC120431753|XP_039452809.1|CPIP, LOC120431754|XP_039452810.1|CPIP, LOC120427391|XP_039448174.1|CPIP, LOC120427392|XP_039448175.1|CPIP, LOC120431755|XP_039452811.1|CPIP
OG0000158	LOC117579769|XP_034121719.1|DGUA, LOC117579414|XP_034121184.1|DGUA	LOC120421218|XP_039440354.1|CPIP, LOC120421229|XP_039440362.1|CPIP, LOC120421222|XP_039440357.1|CPIP, LOC120421217|XP_039440353.1|CPIP, LOC120420298|XP_039439233.1|CPIP
OG0000159	LOC117589013|XP_034136524.1|DGUA	LOC120426870|XP_039447608.1|CPIP, LOC120426857|XP_039447594.1|CPIP
OG0000159	LOC117580574|XP_034123068.1|DGUA, LOC117579521|XP_034121320.1|DGUA	LOC120427346|XP_039448136.1|CPIP, LOC120426856|XP_039447592.1|CPIP
OG0000160	LOC117585809|XP_034131420.1|DGUA, LOC117585807|XP_034131416.1|DGUA	LOC120414356|XP_039431452.1|CPIP, LOC120414349|XP_039431440.1|CPIP, LOC120423419|XP_039443156.1|CPIP, LOC120425039|XP_039445343.1|CPIP
OG0000162	LOC117584558|XP_034129407.1|DGUA, LOC117582601|XP_034126355.1|DGUA	LOC120415578|XP_039433095.1|CPIP, LOC120415543|XP_039433044.1|CPIP
OG0000163	LOC117584450|XP_034129258.1|DGUA, LOC117584932|XP_034129982.1|DGUA	LOC120420834|XP_039439890.1|CPIP, LOC120430635|XP_039451664.1|CPIP, LOC120426085|XP_039446729.1|CPIP, LOC120426198|XP_039446839.1|CPIP, LOC120426197|XP_039446838.1|CPIP, LOC120425227|XP_039445594.1|CPIP, LOC120425228|XP_039445595.1|CPIP
OG0000165	LOC117581657|XP_034124927.1|DGUA	LOC120432214|XP_039453308.1|CPIP
OG0000166	LOC117586001|XP_034131724.1|DGUA	LOC120421911|XP_039441147.1|CPIP
OG0000166	LOC117586032|XP_034131768.1|DGUA, LOC117585993|XP_034131712.1|DGUA	LOC120421910|XP_039441146.1|CPIP, LOC120421920|XP_039441154.1|CPIP, LOC120429810|XP_039450794.1|CPIP, LOC120429811|XP_039450795.1|CPIP
OG0000169	LOC117585602|XP_034131042.1|DGUA	LOC120422343|XP_039441670.1|CPIP, LOC120422344|XP_039441671.1|CPIP
OG0000169	LOC117579276|XP_034120963.1|DGUA, LOC117583003|XP_034127045.1|DGUA	LOC120422340|XP_039441668.1|CPIP
OG0000170	LOC117581982|XP_034125365.1|DGUA	LOC120420663|XP_039439696.1|CPIP, LOC120419668|XP_039438366.1|CPIP, LOC120421939|XP_039441181.1|CPIP, LOC120421941|XP_039441183.1|CPIP
OG0000171	LOC117584320|XP_034129040.1|DGUA	LOC120420966|XP_039440032.1|CPIP
OG0000171	LOC117588653|XP_034135980.1|DGUA	LOC120431005|XP_039452098.1|CPIP
OG0000172	LOC117585193|XP_034130433.1|DGUA, LOC117581161|XP_034123994.1|DGUA, LOC117579178|XP_034120833.1|DGUA, LOC117580001|XP_034122088.1|DGUA, LOC117579735|XP_034121634.1|DGUA, LOC117580526|XP_034123010.1|DGUA, LOC117592015|XP_034141360.1|DGUA, LOC117579734|XP_034121623.1|DGUA	LOC120428396|XP_039449341.1|CPIP
OG0000173	LOC117592099|XP_034141507.1|DGUA, LOC117592093|XP_034141500.1|DGUA	LOC120423136|XP_039442749.1|CPIP, LOC120423124|XP_039442737.1|CPIP
OG0000174	LOC117584209|XP_034128872.1|DGUA, LOC117587757|XP_034134579.1|DGUA, LOC117578636|XP_034120137.1|DGUA	LOC120419058|XP_039437565.1|CPIP, LOC120419067|XP_039437579.1|CPIP, LOC120419032|XP_039437525.1|CPIP
OG0000175	LOC117586083|XP_034131830.1|DGUA	LOC120424126|XP_039444103.1|CPIP
OG0000175	LOC117591099|XP_034140091.1|DGUA	LOC120423445|XP_039443196.1|CPIP, LOC120423450|XP_039443204.1|CPIP
OG0000177	LOC117588473|XP_034135656.1|DGUA	LOC120425631|XP_039446148.1|CPIP
OG0000177	LOC117582947|XP_034126947.1|DGUA	LOC120428667|XP_039449649.1|CPIP
OG0000178	LOC117590738|XP_034139538.1|DGUA	LOC120420001|XP_039438828.1|CPIP
OG0000179	LOC117588265|XP_034135297.1|DGUA, LOC117581207|XP_034124110.1|DGUA	LOC120428603|XP_039449560.1|CPIP, LOC120428602|XP_039449559.1|CPIP, LOC120428601|XP_039449558.1|CPIP, LOC120422930|XP_039442442.1|CPIP
OG0000179	LOC117591391|XP_034140528.1|DGUA	LOC120422941|XP_039442456.1|CPIP
OG0000181	LOC117583697|XP_034128068.1|DGUA, LOC117583434|XP_034127624.1|DGUA	LOC120417331|XP_039435251.1|CPIP, LOC120419696|XP_039438417.1|CPIP, LOC120419694|XP_039438416.1|CPIP, LOC120419693|XP_039438415.1|CPIP
OG0000182	LOC117585578|XP_034131006.1|DGUA	LOC120416502|XP_039434153.1|CPIP
OG0000182	LOC117585580|XP_034131008.1|DGUA, LOC117585579|XP_034131007.1|DGUA	LOC120422607|XP_039442031.1|CPIP
OG0000183	LOC117590714|XP_034139505.1|DGUA, LOC117589022|XP_034136541.1|DGUA, LOC117579353|XP_034121073.1|DGUA	LOC120413491|XP_039430281.1|CPIP
OG0000184	LOC117582424|XP_034126019.1|DGUA, LOC117582423|XP_034126018.1|DGUA	LOC120427957|XP_039448845.1|CPIP, LOC120427965|XP_039448854.1|CPIP, LOC120427966|XP_039448855.1|CPIP, LOC120416862|XP_039434693.1|CPIP, LOC120416861|XP_039434691.1|CPIP
OG0000185	LOC117584375|XP_034129112.1|DGUA, LOC117591213|XP_034140249.1|DGUA	LOC120414876|XP_039432133.1|CPIP
OG0000186	LOC117590855|XP_034139743.1|DGUA, LOC117580555|XP_034123046.1|DGUA	LOC120425279|XP_039445664.1|CPIP
OG0000188	LOC117585412|XP_034130776.1|DGUA, LOC117591421|XP_034140568.1|DGUA, LOC117591398|XP_034140534.1|DGUA	LOC120414292|XP_039431393.1|CPIP, LOC120412485|XP_039428915.1|CPIP
OG0000189	LOC117584573|XP_034129434.1|DGUA	LOC120420553|XP_039439557.1|CPIP, LOC120431379|XP_039452446.1|CPIP
OG0000189	LOC117590825|XP_034139686.1|DGUA	LOC120414346|XP_039431435.1|CPIP
OG0000190	LOC117578542|XP_034120001.1|DGUA	LOC120431901|XP_039452967.1|CPIP
OG0000190	LOC117581459|XP_034124563.1|DGUA	LOC120422439|XP_039441807.1|CPIP
OG0000191	LOC117592287|XP_034141839.1|DGUA	LOC120413860|XP_039430755.1|CPIP, LOC120413849|XP_039430739.1|CPIP
OG0000192	LOC117590117|XP_034138358.1|DGUA, LOC117580444|XP_034122892.1|DGUA, LOC117579550|XP_034121359.1|DGUA	LOC120428211|XP_039449122.1|CPIP, LOC120428210|XP_039449120.1|CPIP
OG0000193	LOC117582595|XP_034126345.1|DGUA, LOC117579194|XP_034120854.1|DGUA	LOC120416368|XP_039434037.1|CPIP, LOC120422237|XP_039441561.1|CPIP, LOC120431659|XP_039452698.1|CPIP
OG0000195	LOC117583735|XP_034128143.1|DGUA, LOC117588799|XP_034136204.1|DGUA, LOC117578713|XP_034120254.1|DGUA	LOC120424550|XP_039444650.1|CPIP
OG0000196	LOC117584532|XP_034129373.1|DGUA, LOC117584467|XP_034129279.1|DGUA	LOC120412488|XP_039428916.1|CPIP
OG0000196	LOC117584167|XP_034128822.1|DGUA	LOC120412489|XP_039428918.1|CPIP
OG0000197	LOC117581037|XP_034123757.1|DGUA	LOC120425939|XP_039446504.1|CPIP
OG0000197	LOC117581036|XP_034123756.1|DGUA	LOC120425935|XP_039446496.1|CPIP, LOC120425663|XP_039446178.1|CPIP
OG0000197	LOC117581029|XP_034123750.1|DGUA	LOC120425664|XP_039446183.1|CPIP
OG0000200	LOC117583596|XP_034127880.1|DGUA, LOC117587582|XP_034134307.1|DGUA, LOC117583597|XP_034127881.1|DGUA	LOC120432531|XP_039453692.1|CPIP
OG0000201	LOC117585855|XP_034131496.1|DGUA, LOC117585853|XP_034131492.1|DGUA	LOC120429145|XP_039450277.1|CPIP, LOC120431974|XP_039453046.1|CPIP, LOC120428824|XP_039449865.1|CPIP, LOC120428826|XP_039449867.1|CPIP, LOC120428823|XP_039449864.1|CPIP, LOC120428822|XP_039449863.1|CPIP, LOC120431975|XP_039453048.1|CPIP, LOC120413140|XP_039429781.1|CPIP
OG0000202	LOC117586090|XP_034131837.1|DGUA	LOC120414329|XP_039431403.1|CPIP
OG0000203	LOC117592623|XP_034142448.1|DGUA, LOC117589329|XP_034137072.1|DGUA, LOC117581838|XP_034125179.1|DGUA, LOC117589338|XP_034137085.1|DGUA	LOC120427917|XP_039448789.1|CPIP
OG0000205	LOC117585075|XP_034130230.1|DGUA, LOC117585020|XP_034130152.1|DGUA	LOC120416995|XP_039434868.1|CPIP, LOC120416164|XP_039433779.1|CPIP, LOC120416145|XP_039433756.1|CPIP, LOC120420158|XP_039439058.1|CPIP, LOC120419369|XP_039437972.1|CPIP, LOC120421438|XP_039440579.1|CPIP, LOC120423935|XP_039443853.1|CPIP, LOC120416166|XP_039433780.1|CPIP
OG0000206	LOC117591994|XP_034141330.1|DGUA	LOC120417260|XP_039435150.1|CPIP
OG0000206	LOC117586721|XP_034132908.1|DGUA	LOC120417248|XP_039435140.1|CPIP
OG0000207	LOC117589374|XP_034137176.1|DGUA	LOC120428922|XP_039449997.1|CPIP, LOC120428923|XP_039449998.1|CPIP, LOC120431321|XP_039452389.1|CPIP, LOC120428927|XP_039450002.1|CPIP, LOC120427684|XP_039448503.1|CPIP
OG0000210	LOC117581120|XP_034123935.1|DGUA	LOC120419272|XP_039437866.1|CPIP, LOC120419258|XP_039437847.1|CPIP, LOC120419290|XP_039437890.1|CPIP, LOC120419287|XP_039437888.1|CPIP
OG0000211	LOC117583718|XP_034128116.1|DGUA	LOC120423846|XP_039443727.1|CPIP
OG0000212	LOC117581957|XP_034125330.1|DGUA, LOC117582419|XP_034126011.1|DGUA	LOC120430516|XP_039451550.1|CPIP
OG0000213	LOC117580458|XP_034122921.1|DGUA, LOC117592198|XP_034141698.1|DGUA	LOC120417134|XP_039435048.1|CPIP, LOC120417135|XP_039435049.1|CPIP, LOC120417136|XP_039435050.1|CPIP, LOC120417137|XP_039435051.1|CPIP, LOC120417140|XP_039435053.1|CPIP, LOC120417138|XP_039435052.1|CPIP, LOC120415938|XP_039433516.1|CPIP, LOC120417142|XP_039435055.1|CPIP
OG0000214	LOC117580767|XP_034123352.1|DGUA, LOC117592176|XP_034141667.1|DGUA, LOC117585188|XP_034130427.1|DGUA	LOC120423256|XP_039442910.1|CPIP
OG0000215	LOC117579370|XP_034121128.1|DGUA, LOC117579368|XP_034121126.1|DGUA, LOC117579369|XP_034121127.1|DGUA	LOC120423731|XP_039443571.1|CPIP, LOC120423730|XP_039443570.1|CPIP, LOC120423739|XP_039443584.1|CPIP
OG0000216	LOC117588705|XP_034136044.1|DGUA, LOC117588708|XP_034136048.1|DGUA, LOC117588709|XP_034136049.1|DGUA, LOC117588706|XP_034136045.1|DGUA, LOC117588707|XP_034136047.1|DGUA, LOC117588710|XP_034136050.1|DGUA, LOC117580570|XP_034123064.1|DGUA, LOC117591010|XP_034139986.1|DGUA	LOC120420802|XP_039439858.1|CPIP
OG0000217	LOC117590794|XP_034139640.1|DGUA	LOC120428308|XP_039449241.1|CPIP
OG0000217	LOC117582338|XP_034125881.1|DGUA, LOC117590793|XP_034139639.1|DGUA	LOC120424465|XP_039444531.1|CPIP
OG0000220	LOC117586871|XP_034133059.1|DGUA, LOC117587270|XP_034133741.1|DGUA, LOC117587126|XP_034133516.1|DGUA	LOC120416584|XP_039434254.1|CPIP, LOC120416577|XP_039434247.1|CPIP
OG0000221	LOC117578437|XP_034119832.1|DGUA, LOC117589585|XP_034137540.1|DGUA, LOC117578434|XP_034119795.1|DGUA	LOC120423140|XP_039442757.1|CPIP, LOC120430848|XP_039451908.1|CPIP, LOC120414118|XP_039431079.1|CPIP
OG0000222	LOC117583988|XP_034128585.1|DGUA	LOC120415515|XP_039433006.1|CPIP
OG0000224	LOC117586682|XP_034132828.1|DGUA	LOC120422440|XP_039441819.1|CPIP, LOC120422449|XP_039441830.1|CPIP, LOC120422434|XP_039441790.1|CPIP, LOC120422437|XP_039441805.1|CPIP
OG0000225	LOC117585453|XP_034130827.1|DGUA, LOC117585417|XP_034130781.1|DGUA, LOC117585342|XP_034130674.1|DGUA	LOC120425954|XP_039446528.1|CPIP
OG0000226	LOC117589392|XP_034137199.1|DGUA, LOC117589393|XP_034137200.1|DGUA, LOC117589386|XP_034137192.1|DGUA	LOC120421843|XP_039441063.1|CPIP
OG0000228	LOC117590157|XP_034138434.1|DGUA, LOC117586556|XP_034132610.1|DGUA, LOC117584133|XP_034128778.1|DGUA	LOC120428998|XP_039450071.1|CPIP
OG0000229	LOC117583694|XP_034128063.1|DGUA, LOC117583695|XP_034128064.1|DGUA	LOC120414275|XP_039431334.1|CPIP
OG0000229	LOC117585095|XP_034130254.1|DGUA	LOC120425261|XP_039445636.1|CPIP
OG0000230	LOC117578797|XP_034120414.1|DGUA, LOC117578800|XP_034120420.1|DGUA, LOC117578799|XP_034120418.1|DGUA, LOC117578798|XP_034120416.1|DGUA, LOC117592499|XP_034142236.1|DGUA	LOC120430980|XP_039452052.1|CPIP, LOC120424083|XP_039444031.1|CPIP, LOC120424078|XP_039444027.1|CPIP, LOC120421623|XP_039440785.1|CPIP, LOC120428686|XP_039449690.1|CPIP, LOC120428123|XP_039449043.1|CPIP, LOC120430983|XP_039452079.1|CPIP
OG0000232	LOC117586758|XP_034132958.1|DGUA, LOC117582432|XP_034126030.1|DGUA, LOC117581660|XP_034124937.1|DGUA	LOC120419875|XP_039438670.1|CPIP
OG0000233	LOC117591474|XP_034140648.1|DGUA, LOC117583397|XP_034127572.1|DGUA, LOC117583402|XP_034127576.1|DGUA	LOC120431567|XP_039452612.1|CPIP
OG0000234	LOC117583611|XP_034127944.1|DGUA, LOC117583555|XP_034127812.1|DGUA	LOC120428222|XP_039449134.1|CPIP
