Orthogroup	CPIP.longest_only	DSUZ.longest_only
OG0000074	LOC120428393|XP_039449334.1|CPIP, LOC120428412|XP_039449359.1|CPIP, LOC120428418|XP_039449364.1|CPIP, LOC120428413|XP_039449360.1|CPIP, LOC120423023|XP_039442600.1|CPIP, LOC120423018|XP_039442593.1|CPIP, LOC120423020|XP_039442594.1|CPIP, LOC120423021|XP_039442595.1|CPIP, LOC120423005|XP_039442562.1|CPIP, LOC120423030|XP_039442605.1|CPIP, LOC120428411|XP_039449358.1|CPIP, LOC120420019|XP_039438857.1|CPIP, LOC120428388|XP_039449320.1|CPIP, LOC120428410|XP_039449357.1|CPIP, LOC120428409|XP_039449356.1|CPIP, LOC120427610|XP_039448425.1|CPIP	LOC108012499|XP_036670611.1|DSUZ, LOC108012409|XP_016933258.1|DSUZ, LOC108004794|XP_016923335.2|DSUZ
OG0000076	LOC120414119|XP_039431083.1|CPIP	LOC108005825|XP_036670890.1|DSUZ
OG0000076	LOC120419152|XP_039437732.1|CPIP	LOC108015039|XP_016936760.1|DSUZ
OG0000077	LOC120428195|XP_039449110.1|CPIP	LOC108009747|XP_016929834.1|DSUZ
OG0000077	LOC120425394|XP_039445844.1|CPIP	LOC108010141|XP_016930463.1|DSUZ
OG0000077	LOC120420744|XP_039439774.1|CPIP	LOC108014833|XP_016936524.2|DSUZ
OG0000078	LOC120426652|XP_039447380.1|CPIP, LOC120417056|XP_039434945.1|CPIP	LOC108008657|XP_016928031.1|DSUZ, LOC108006897|XP_016925974.2|DSUZ, LOC108011262|XP_036675195.1|DSUZ, LOC108015391|XP_016937300.1|DSUZ, LOC108016956|XP_016939380.1|DSUZ
OG0000080	LOC120419665|XP_039438362.1|CPIP, LOC120432076|XP_039453147.1|CPIP, LOC120431515|XP_039452549.1|CPIP, LOC120432086|XP_039453158.1|CPIP, LOC120431996|XP_039453065.1|CPIP	LOC108008669|XP_016928052.2|DSUZ, LOC108018488|XP_016941536.1|DSUZ, LOC108009443|XP_016929282.1|DSUZ
OG0000082	LOC120417717|XP_039435802.1|CPIP, LOC120412752|XP_039429279.1|CPIP, LOC120412753|XP_039429280.1|CPIP, LOC120419465|XP_039438084.1|CPIP, LOC120419907|XP_039438710.1|CPIP, LOC120417732|XP_039435823.1|CPIP, LOC120413477|XP_039430262.1|CPIP, LOC120430123|XP_039451143.1|CPIP, LOC120414610|XP_039431767.1|CPIP	LOC108005981|XP_016924910.2|DSUZ, LOC108006237|XP_016925166.2|DSUZ, LOC108020861|XP_036674571.1|DSUZ, LOC118877946|XP_036674572.1|DSUZ, LOC108006234|XP_036672863.1|DSUZ
OG0000083	LOC120420972|XP_039440038.1|CPIP, LOC120420970|XP_039440036.1|CPIP	LOC108021699|XP_016946017.1|DSUZ, LOC108019227|XP_016942512.1|DSUZ, LOC108018957|XP_016942050.1|DSUZ, LOC108019013|XP_016942116.1|DSUZ, LOC108021302|XP_016945444.1|DSUZ
OG0000084	LOC120417385|XP_039435338.1|CPIP, LOC120417417|XP_039435394.1|CPIP, LOC120417391|XP_039435346.1|CPIP, LOC120421339|XP_039440455.1|CPIP, LOC120416554|XP_039434220.1|CPIP	LOC108019885|XP_016943446.1|DSUZ
OG0000084	LOC120424545|XP_039444643.1|CPIP, LOC120424544|XP_039444642.1|CPIP, LOC120422454|XP_039441832.1|CPIP, LOC120424528|XP_039444621.1|CPIP, LOC120424522|XP_039444615.1|CPIP, LOC120426597|XP_039447322.1|CPIP, LOC120424525|XP_039444619.1|CPIP, LOC120424523|XP_039444617.1|CPIP, LOC120424526|XP_039444620.1|CPIP, LOC120424524|XP_039444618.1|CPIP, LOC120423778|XP_039443631.1|CPIP	LOC108017776|XP_016940388.1|DSUZ
OG0000085	LOC120418894|XP_039437359.1|CPIP	LOC108017928|XP_036669794.1|DSUZ
OG0000086	LOC120419495|XP_039438120.1|CPIP	LOC108009612|XP_016929587.1|DSUZ
OG0000087	LOC120431959|XP_039453027.1|CPIP, LOC120424926|XP_039445151.1|CPIP, LOC120424893|XP_039445115.1|CPIP, LOC120431961|XP_039453029.1|CPIP, LOC120431960|XP_039453028.1|CPIP, LOC120424925|XP_039445150.1|CPIP, LOC120424892|XP_039445113.1|CPIP, LOC120424924|XP_039445149.1|CPIP, LOC120424889|XP_039445110.1|CPIP, LOC120425288|XP_039445674.1|CPIP	LOC108006715|XP_016925785.1|DSUZ
OG0000087	LOC120424910|XP_039445137.1|CPIP, LOC120424913|XP_039445140.1|CPIP	LOC108013454|XP_016934823.1|DSUZ, LOC108010645|XP_016931036.1|DSUZ
OG0000088	LOC120424171|XP_039444162.1|CPIP	LOC108018081|XP_016940973.1|DSUZ
OG0000089	LOC120414898|XP_039432159.1|CPIP	LOC108017134|XP_016939601.1|DSUZ, LOC108013957|XP_016935459.1|DSUZ
OG0000089	LOC120415074|XP_039432408.1|CPIP	LOC108010600|XP_016930978.1|DSUZ
OG0000089	LOC120419960|XP_039438755.1|CPIP, LOC120419983|XP_039438795.1|CPIP	LOC108012396|XP_016933244.1|DSUZ
OG0000090	LOC120421682|XP_039440847.1|CPIP, LOC120421690|XP_039440861.1|CPIP, LOC120426406|XP_039447096.1|CPIP, LOC120421699|XP_039440871.1|CPIP	LOC108009148|XP_016928740.1|DSUZ, LOC108008436|XP_016927775.1|DSUZ, LOC108020200|XP_016943797.1|DSUZ, LOC108013274|XP_016934533.1|DSUZ
OG0000091	LOC120425404|XP_039445863.1|CPIP	LOC108007205|XP_036674733.1|DSUZ
OG0000091	LOC120424933|XP_039445164.1|CPIP	LOC108021626|XP_016945921.1|DSUZ, LOC108017510|XP_036673504.1|DSUZ, LOC108020281|XP_036677911.1|DSUZ, LOC108017517|XP_016940076.2|DSUZ, LOC118879030|XP_036677910.1|DSUZ
OG0000093	LOC120423404|XP_039443137.1|CPIP	LOC108017965|XP_016940733.1|DSUZ
OG0000094	LOC120425648|XP_039446167.1|CPIP, LOC120425708|XP_039446241.1|CPIP, LOC120431494|XP_039452533.1|CPIP, LOC120425701|XP_039446230.1|CPIP, LOC120421037|XP_039440109.1|CPIP, LOC120421043|XP_039440120.1|CPIP, LOC120413857|XP_039430748.1|CPIP, LOC120421039|XP_039440116.1|CPIP, LOC120412371|XP_039428726.1|CPIP, LOC120412378|XP_039428738.1|CPIP, LOC120430436|XP_039451481.1|CPIP, LOC120423072|XP_039442676.1|CPIP, LOC120430435|XP_039451480.1|CPIP, LOC120430433|XP_039451478.1|CPIP, LOC120430651|XP_039451691.1|CPIP, LOC120421704|XP_039441223.1|CPIP, LOC120420801|XP_039440192.1|CPIP, LOC120424242|XP_039444239.1|CPIP	LOC108012257|XP_016933045.2|DSUZ, LOC108014341|XP_016935913.1|DSUZ
OG0000095	LOC120423839|XP_039443721.1|CPIP, LOC120431546|XP_039452589.1|CPIP, LOC120417379|XP_039435333.1|CPIP, LOC120423970|XP_039443896.1|CPIP	LOC108006352|XP_036677367.1|DSUZ
OG0000095	LOC120418486|XP_039436859.1|CPIP, LOC120413017|XP_039429610.1|CPIP	LOC118879618|XP_036678414.1|DSUZ
OG0000098	LOC120423046|XP_039442653.1|CPIP, LOC120423055|XP_039442660.1|CPIP	LOC108018693|XP_036672581.1|DSUZ
OG0000099	LOC120414418|XP_039431532.1|CPIP, LOC120414383|XP_039431492.1|CPIP, LOC120414382|XP_039431487.1|CPIP	LOC108016981|XP_016939415.1|DSUZ
OG0000101	LOC120427216|XP_039448015.1|CPIP	LOC118877221|XP_036670519.1|DSUZ, LOC108020440|XP_036670524.1|DSUZ, LOC118877222|XP_036670523.1|DSUZ, LOC108017021|XP_036671509.1|DSUZ, LOC108020448|XP_036672450.1|DSUZ, LOC118877521|XP_036672462.1|DSUZ, LOC118877329|XP_036671513.1|DSUZ, LOC118877522|XP_036672463.1|DSUZ, LOC118877220|XP_036670518.1|DSUZ
OG0000102	LOC120413414|XP_039430153.1|CPIP, LOC120413405|XP_039430144.1|CPIP, LOC120412910|XP_039429479.1|CPIP, LOC120413423|XP_039430169.1|CPIP, LOC120417857|XP_039436011.1|CPIP, LOC120413400|XP_039430134.1|CPIP, LOC120413398|XP_039430131.1|CPIP	LOC108009336|XP_016929103.1|DSUZ
OG0000102	LOC120432492|XP_039453640.1|CPIP	LOC108009476|XP_016929345.1|DSUZ, LOC108008646|XP_016928020.1|DSUZ
OG0000103	LOC120416536|XP_039434185.1|CPIP, LOC120417606|XP_039435649.1|CPIP, LOC120417607|XP_039435650.1|CPIP, LOC120417608|XP_039435652.1|CPIP, LOC120423255|XP_039442909.1|CPIP	LOC108012611|XP_016933519.1|DSUZ, LOC108019406|XP_016942716.2|DSUZ, LOC108010501|XP_016930863.2|DSUZ, LOC108009753|XP_016929854.1|DSUZ
OG0000104	LOC120412621|XP_039429106.1|CPIP, LOC120412646|XP_039429134.1|CPIP, LOC120412612|XP_039429095.1|CPIP	LOC108008643|XP_016928021.1|DSUZ, LOC108018835|XP_036671763.1|DSUZ
OG0000105	LOC120425216|XP_039445581.1|CPIP	LOC108014115|XP_016935629.2|DSUZ, LOC108014116|XP_016935630.2|DSUZ, LOC108018286|XP_016941301.2|DSUZ, LOC108018333|XP_016941363.2|DSUZ, LOC108019558|XP_016942884.1|DSUZ, LOC108019998|XP_036673113.1|DSUZ, LOC118877652|XP_036673146.1|DSUZ, LOC108007058|XP_036673468.1|DSUZ, LOC108007036|XP_016926132.2|DSUZ, LOC108007052|XP_016926148.1|DSUZ
OG0000109	LOC120423583|XP_039443376.1|CPIP, LOC120420353|XP_039439283.1|CPIP, LOC120420541|XP_039439548.1|CPIP, LOC120423553|XP_039443331.1|CPIP	LOC108021564|XP_036669705.1|DSUZ, LOC108021565|XP_016945829.1|DSUZ
OG0000109	LOC120423573|XP_039443364.1|CPIP, LOC120423521|XP_039443303.1|CPIP	LOC108005294|XP_016923988.1|DSUZ
OG0000110	LOC120432096|XP_039453165.1|CPIP	LOC118877474|XP_036672419.1|DSUZ, LOC108018764|XP_036672071.1|DSUZ, LOC108005797|XP_016924616.1|DSUZ, LOC108005830|XP_016924657.1|DSUZ
OG0000111	LOC120423942|XP_039443860.1|CPIP, LOC120415255|XP_039432655.1|CPIP, LOC120415261|XP_039432663.1|CPIP, LOC120415259|XP_039432661.1|CPIP, LOC120415241|XP_039432639.1|CPIP	LOC108008514|XP_016927871.1|DSUZ, LOC108008501|XP_016927854.2|DSUZ, LOC108008570|XP_016927933.1|DSUZ
OG0000112	LOC120420031|XP_039438866.1|CPIP, LOC120420702|XP_039439734.1|CPIP, LOC120420699|XP_039439730.1|CPIP	LOC108015224|XP_016937055.1|DSUZ, LOC108005343|XP_016924071.1|DSUZ, LOC108015053|XP_016936781.1|DSUZ, LOC108015052|XP_016936780.2|DSUZ
OG0000113	LOC120426589|XP_039447314.1|CPIP, LOC120417349|XP_039435285.1|CPIP	LOC108005106|XP_016923769.1|DSUZ, LOC108015833|XP_016937890.1|DSUZ, LOC108005109|XP_016923771.2|DSUZ, LOC118878380|XP_036677036.1|DSUZ, LOC108016296|XP_016938420.2|DSUZ, LOC108021605|XP_016945890.2|DSUZ, LOC108014373|XP_016935957.2|DSUZ, LOC108012343|XP_016933176.2|DSUZ
OG0000114	LOC120417802|XP_039435938.1|CPIP	LOC108011501|XP_016932144.1|DSUZ
OG0000114	LOC120420276|XP_039439211.1|CPIP	LOC108011519|XP_016932168.1|DSUZ, LOC108011510|XP_016932156.1|DSUZ
OG0000117	LOC120413999|XP_039430942.1|CPIP, LOC120414022|XP_039430973.1|CPIP	LOC108016223|XP_016938342.1|DSUZ, LOC108016234|XP_016938352.1|DSUZ, LOC108016246|XP_016938362.1|DSUZ, LOC108016266|XP_016938383.1|DSUZ
OG0000118	LOC120423433|XP_039443178.1|CPIP, LOC120423454|XP_039443210.1|CPIP, LOC120423455|XP_039443211.1|CPIP, LOC120432382|XP_039453509.1|CPIP	LOC108005242|XP_036668710.1|DSUZ, LOC108017871|XP_016940521.1|DSUZ, LOC108006685|XP_016925716.2|DSUZ, LOC108021821|XP_016946117.1|DSUZ
OG0000119	LOC120420559|XP_039439559.1|CPIP, LOC120426420|XP_039447112.1|CPIP, LOC120428772|XP_039449790.1|CPIP, LOC120420257|XP_039439187.1|CPIP, LOC120431980|XP_039453050.1|CPIP, LOC120423540|XP_039443321.1|CPIP	LOC108013939|XP_016935439.2|DSUZ, LOC108013886|XP_036674104.1|DSUZ, LOC118877873|XP_036674103.1|DSUZ
OG0000120	LOC120417029|XP_039434907.1|CPIP	LOC108016657|XP_016938855.1|DSUZ
OG0000120	LOC120419990|XP_039438806.1|CPIP	LOC108009227|XP_036669490.1|DSUZ
OG0000121	LOC120425384|XP_039445833.1|CPIP	LOC108015022|XP_016936739.1|DSUZ, LOC108015070|XP_016936798.1|DSUZ, LOC118877889|XP_036674201.1|DSUZ, LOC108013784|XP_016935240.2|DSUZ, LOC118877888|XP_036674200.1|DSUZ, LOC108020171|XP_016943763.2|DSUZ, LOC108020172|XP_016943764.1|DSUZ, LOC118877890|XP_036674203.1|DSUZ
OG0000122	LOC120432386|XP_039453515.1|CPIP, LOC120432365|XP_039453491.1|CPIP	LOC108013308|XP_016934591.1|DSUZ, LOC108016559|XP_036676660.1|DSUZ, LOC108008928|XP_016928328.1|DSUZ, LOC108013335|XP_016934628.1|DSUZ
OG0000123	LOC120414202|XP_039431221.1|CPIP, LOC120425309|XP_039445711.1|CPIP	LOC108008818|XP_016928213.1|DSUZ, LOC108011578|XP_016932237.1|DSUZ, LOC108015987|XP_036674987.1|DSUZ, LOC108015985|XP_016938061.1|DSUZ, LOC108015988|XP_036675055.1|DSUZ
OG0000124	LOC120432594|XP_039453766.1|CPIP	LOC108009296|XP_016929025.1|DSUZ, LOC108019931|XP_016943529.1|DSUZ, LOC108019575|XP_016942900.2|DSUZ, LOC108019576|XP_016942901.1|DSUZ
OG0000125	LOC120423344|XP_039443047.1|CPIP	LOC108016132|XP_036675271.1|DSUZ
OG0000125	LOC120424516|XP_039444604.1|CPIP	LOC108014689|XP_036677888.1|DSUZ
OG0000125	LOC120423353|XP_039443062.1|CPIP	LOC108009622|XP_016929599.1|DSUZ, LOC108009624|XP_016929600.1|DSUZ
OG0000126	LOC120415876|XP_039433448.1|CPIP, LOC120415877|XP_039433449.1|CPIP, LOC120429787|XP_039450781.1|CPIP, LOC120412720|XP_039429241.1|CPIP	LOC108005267|XP_036676969.1|DSUZ, LOC108016717|XP_016938933.1|DSUZ, LOC108016711|XP_036676723.1|DSUZ, LOC118878326|XP_036676537.1|DSUZ, LOC108016712|XP_016938928.2|DSUZ, LOC108016722|XP_016938940.1|DSUZ, LOC108016714|XP_036676510.1|DSUZ, LOC108016720|XP_016938936.2|DSUZ, LOC108013699|XP_016935106.2|DSUZ, LOC108013698|XP_036676126.1|DSUZ, LOC108005265|XP_016923944.1|DSUZ, LOC118878363|XP_036676965.1|DSUZ, LOC108005371|XP_016924118.1|DSUZ, LOC108005260|XP_016923938.1|DSUZ, LOC108009171|XP_016928793.1|DSUZ
OG0000127	LOC120415380|XP_039432838.1|CPIP	LOC108007946|XP_016927204.2|DSUZ, LOC108007945|XP_036674902.1|DSUZ, LOC108007944|XP_036674903.1|DSUZ, LOC108013814|XP_016935278.1|DSUZ
OG0000128	LOC120422626|XP_039442054.1|CPIP	LOC108010195|XP_016930528.1|DSUZ, LOC108010196|XP_036669301.1|DSUZ, LOC108008131|XP_036668973.1|DSUZ, LOC108008129|XP_016927408.2|DSUZ, LOC108008357|XP_016927677.1|DSUZ, LOC108013855|XP_036672845.1|DSUZ, LOC118878072|XP_036675185.1|DSUZ, LOC108013857|XP_036675109.1|DSUZ
OG0000129	LOC120414363|XP_039431459.1|CPIP	LOC108015255|XP_016937096.1|DSUZ, LOC108017063|XP_036671380.1|DSUZ, LOC108021458|XP_016945678.1|DSUZ, LOC108015254|XP_036676726.1|DSUZ
OG0000131	LOC120421833|XP_039441048.1|CPIP	LOC108014126|XP_016935641.2|DSUZ
OG0000132	LOC120429178|XP_039450325.1|CPIP, LOC120413573|XP_039430393.1|CPIP, LOC120423930|XP_039443846.1|CPIP, LOC120423949|XP_039443868.1|CPIP	LOC108021171|XP_016945241.2|DSUZ, LOC108021172|XP_016945242.2|DSUZ, LOC108018628|XP_016941683.2|DSUZ, LOC118879035|XP_036677923.1|DSUZ
OG0000133	LOC120422020|XP_039441278.1|CPIP	LOC118879533|XP_036678283.1|DSUZ, LOC118878648|XP_036677585.1|DSUZ
OG0000133	LOC120430562|XP_039451609.1|CPIP	LOC118878761|XP_036677654.1|DSUZ
OG0000134	LOC120419432|XP_039438078.1|CPIP	LOC108015612|XP_036674075.1|DSUZ
OG0000136	LOC120422506|XP_039441895.1|CPIP	LOC118877752|XP_036673664.1|DSUZ
OG0000137	LOC120418758|XP_039437164.1|CPIP	LOC108015817|XP_036674836.1|DSUZ
OG0000137	LOC120413389|XP_039430119.1|CPIP, LOC120418020|XP_039436197.1|CPIP	LOC108013009|XP_016934085.1|DSUZ
OG0000137	LOC120423772|XP_039443625.1|CPIP	LOC108014921|XP_036676193.1|DSUZ
OG0000139	LOC120416811|XP_039434620.1|CPIP	LOC108019730|XP_016943147.1|DSUZ, LOC108016725|XP_016938943.1|DSUZ, LOC118877470|XP_036672413.1|DSUZ, LOC108012681|XP_016933600.1|DSUZ, LOC108012740|XP_016933662.1|DSUZ, LOC108009189|XP_016928829.1|DSUZ, LOC108005023|XP_016923646.2|DSUZ, LOC118877581|XP_036672735.1|DSUZ, LOC118878255|XP_036676024.1|DSUZ, LOC118878254|XP_036676023.1|DSUZ, LOC118878224|XP_036675959.1|DSUZ, LOC108010429|XP_016930781.1|DSUZ, LOC108020145|XP_016943738.1|DSUZ, LOC108007384|XP_016926561.1|DSUZ
OG0000140	LOC120428692|XP_039449698.1|CPIP, LOC120428177|XP_039449092.1|CPIP, LOC120428415|XP_039449365.1|CPIP, LOC120428612|XP_039449580.1|CPIP, LOC120419315|XP_039437920.1|CPIP, LOC120422117|XP_039441420.1|CPIP, LOC120424472|XP_039444544.1|CPIP, LOC120425058|XP_039445365.1|CPIP, LOC120425057|XP_039445364.1|CPIP, LOC120425056|XP_039445362.1|CPIP, LOC120425070|XP_039445380.1|CPIP	LOC108016159|XP_016938267.2|DSUZ
OG0000141	LOC120421894|XP_039441123.1|CPIP	LOC108012516|XP_016933414.1|DSUZ, LOC108013537|XP_016934921.1|DSUZ, LOC108013534|XP_016934920.2|DSUZ, LOC108012517|XP_016933416.1|DSUZ
OG0000142	LOC120425952|XP_039446526.1|CPIP	LOC108018807|XP_036673232.1|DSUZ
OG0000142	LOC120415036|XP_039432338.1|CPIP	LOC108015869|XP_036678422.1|DSUZ, LOC108014398|XP_036677665.1|DSUZ
OG0000142	LOC120418059|XP_039436247.1|CPIP, LOC120419876|XP_039438671.1|CPIP	LOC108018853|XP_036676512.1|DSUZ
OG0000143	LOC120418513|XP_039436884.1|CPIP	LOC108014745|XP_016936416.2|DSUZ
OG0000143	LOC120426869|XP_039447607.1|CPIP, LOC120426880|XP_039447616.1|CPIP, LOC120415275|XP_039432682.1|CPIP, LOC120415068|XP_039432401.1|CPIP, LOC120422209|XP_039441530.1|CPIP, LOC120421102|XP_039440186.1|CPIP, LOC120421998|XP_039441246.1|CPIP, LOC120421075|XP_039440158.1|CPIP	LOC108014744|XP_016936415.2|DSUZ
OG0000144	LOC120426607|XP_039447334.1|CPIP	LOC108014158|XP_036673976.1|DSUZ
OG0000144	LOC120421600|XP_039440761.1|CPIP	LOC108006566|XP_016925590.1|DSUZ
OG0000144	LOC120430358|XP_039451394.1|CPIP, LOC120430767|XP_039451811.1|CPIP	LOC118879345|XP_036678091.1|DSUZ
OG0000145	LOC120427052|XP_039447817.1|CPIP, LOC120427063|XP_039447836.1|CPIP, LOC120427054|XP_039447818.1|CPIP	LOC108015400|XP_016937309.1|DSUZ, LOC108021509|XP_016945755.2|DSUZ, LOC108020907|XP_016944815.1|DSUZ
OG0000147	LOC120428306|XP_039449243.1|CPIP	LOC108014298|XP_016935854.1|DSUZ
OG0000147	LOC120422585|XP_039442007.1|CPIP, LOC120422553|XP_039441962.1|CPIP	LOC108016003|XP_036674909.1|DSUZ, LOC108016028|XP_016938111.2|DSUZ
OG0000148	LOC120416624|XP_039434363.1|CPIP, LOC120416616|XP_039434347.1|CPIP	LOC108006771|XP_016925814.1|DSUZ
OG0000148	LOC120415212|XP_039432602.1|CPIP	LOC108015949|XP_016938058.2|DSUZ
OG0000149	LOC120421800|XP_039441012.1|CPIP, LOC120421801|XP_039441013.1|CPIP, LOC120429303|XP_039450464.1|CPIP, LOC120419117|XP_039437646.1|CPIP, LOC120419086|XP_039437605.1|CPIP, LOC120429297|XP_039450460.1|CPIP, LOC120429300|XP_039450462.1|CPIP, LOC120429299|XP_039450461.1|CPIP, LOC120419092|XP_039437613.1|CPIP, LOC120419091|XP_039437612.1|CPIP, LOC120417152|XP_039435070.1|CPIP, LOC120415888|XP_039433463.1|CPIP, LOC120415961|XP_039433538.1|CPIP, LOC120417162|XP_039435077.1|CPIP, LOC120415958|XP_039433534.1|CPIP, LOC120417161|XP_039435076.1|CPIP	LOC108017334|XP_016939856.1|DSUZ, LOC108019118|XP_016942332.1|DSUZ
OG0000152	LOC120418953|XP_039437425.1|CPIP	LOC108007217|XP_016926341.2|DSUZ, LOC108011900|XP_016932639.2|DSUZ, LOC108011890|XP_016932625.2|DSUZ, LOC108011677|XP_016932367.1|DSUZ, LOC108007221|XP_036674693.1|DSUZ
OG0000153	LOC120423729|XP_039443572.1|CPIP, LOC120423703|XP_039443543.1|CPIP, LOC120423687|XP_039443517.1|CPIP, LOC120423696|XP_039443530.1|CPIP, LOC120423677|XP_039443507.1|CPIP	LOC108016406|XP_016938544.2|DSUZ, LOC108016404|XP_036674566.1|DSUZ, LOC108016418|XP_016938556.2|DSUZ
OG0000154	LOC120432363|XP_039453490.1|CPIP, LOC120432399|XP_039453529.1|CPIP, LOC120432395|XP_039453526.1|CPIP	LOC108005604|XP_016924396.2|DSUZ, LOC118877636|XP_036673035.1|DSUZ, LOC108012958|XP_036671692.1|DSUZ
OG0000155	LOC120429351|XP_039450478.1|CPIP, LOC120429288|XP_039450453.1|CPIP, LOC120429304|XP_039450466.1|CPIP, LOC120429335|XP_039450477.1|CPIP	LOC108005827|XP_016924653.1|DSUZ, LOC108005836|XP_016924667.1|DSUZ, LOC108005764|XP_016924582.2|DSUZ
OG0000156	LOC120422101|XP_039441388.1|CPIP	LOC108020465|XP_036677558.1|DSUZ, LOC118878667|XP_036677606.1|DSUZ, LOC118876921|XP_036669113.1|DSUZ, LOC118878469|XP_036677360.1|DSUZ, LOC118879528|XP_036678275.1|DSUZ, LOC118879546|XP_036678316.1|DSUZ, LOC118879545|XP_036678315.1|DSUZ
OG0000157	LOC120431753|XP_039452809.1|CPIP, LOC120431754|XP_039452810.1|CPIP, LOC120427391|XP_039448174.1|CPIP, LOC120427392|XP_039448175.1|CPIP, LOC120431755|XP_039452811.1|CPIP	LOC108019672|XP_016943052.1|DSUZ, LOC108019660|XP_016943040.1|DSUZ, LOC108019667|XP_016943045.1|DSUZ
OG0000158	LOC120421218|XP_039440354.1|CPIP, LOC120421229|XP_039440362.1|CPIP, LOC120421222|XP_039440357.1|CPIP, LOC120421217|XP_039440353.1|CPIP, LOC120420298|XP_039439233.1|CPIP	LOC108018074|XP_016940965.2|DSUZ, LOC108005818|XP_016924635.1|DSUZ, LOC108005816|XP_016924633.2|DSUZ
OG0000159	LOC120426870|XP_039447608.1|CPIP, LOC120426857|XP_039447594.1|CPIP	LOC118877193|XP_036670343.1|DSUZ, LOC108007702|XP_016926929.1|DSUZ
OG0000159	LOC120427346|XP_039448136.1|CPIP, LOC120426856|XP_039447592.1|CPIP	LOC108008027|XP_036670592.1|DSUZ, LOC108007996|XP_036671360.1|DSUZ
OG0000160	LOC120414356|XP_039431452.1|CPIP, LOC120414349|XP_039431440.1|CPIP, LOC120423419|XP_039443156.1|CPIP, LOC120425039|XP_039445343.1|CPIP	LOC108014395|XP_036673181.1|DSUZ, LOC108014396|XP_036673188.1|DSUZ
OG0000162	LOC120415578|XP_039433095.1|CPIP, LOC120415543|XP_039433044.1|CPIP	LOC108006700|XP_036672275.1|DSUZ, LOC108012730|XP_016933650.1|DSUZ, LOC108008952|XP_016928355.1|DSUZ, LOC108019286|XP_016942594.1|DSUZ
OG0000163	LOC120420834|XP_039439890.1|CPIP, LOC120430635|XP_039451664.1|CPIP, LOC120426085|XP_039446729.1|CPIP, LOC120426198|XP_039446839.1|CPIP, LOC120426197|XP_039446838.1|CPIP, LOC120425227|XP_039445594.1|CPIP, LOC120425228|XP_039445595.1|CPIP	LOC108013614|XP_016935044.1|DSUZ, LOC118879769|XP_036678638.1|DSUZ, LOC108015699|XP_016937719.1|DSUZ
OG0000165	LOC120432214|XP_039453308.1|CPIP	LOC118878272|XP_036676054.1|DSUZ, LOC108013839|XP_016935315.2|DSUZ, LOC108012734|XP_016933655.1|DSUZ
OG0000166	LOC120421911|XP_039441147.1|CPIP	LOC108009767|XP_016929885.1|DSUZ
OG0000166	LOC120421910|XP_039441146.1|CPIP, LOC120421920|XP_039441154.1|CPIP, LOC120429810|XP_039450794.1|CPIP, LOC120429811|XP_039450795.1|CPIP	LOC108008564|XP_016927924.1|DSUZ, LOC108008481|XP_016927826.1|DSUZ, LOC118876761|XP_016927828.2|DSUZ
OG0000169	LOC120422343|XP_039441670.1|CPIP, LOC120422344|XP_039441671.1|CPIP	LOC108015763|XP_016937791.1|DSUZ
OG0000169	LOC120422340|XP_039441668.1|CPIP	LOC108012719|XP_016933637.1|DSUZ, LOC108014890|XP_016936597.1|DSUZ
OG0000170	LOC120420663|XP_039439696.1|CPIP, LOC120419668|XP_039438366.1|CPIP, LOC120421939|XP_039441181.1|CPIP, LOC120421941|XP_039441183.1|CPIP	LOC108021529|XP_016945780.1|DSUZ, LOC108021528|XP_016945779.1|DSUZ
OG0000171	LOC120420966|XP_039440032.1|CPIP	LOC108018039|XP_036669567.1|DSUZ
OG0000171	LOC120431005|XP_039452098.1|CPIP	LOC108015189|XP_016936992.1|DSUZ
OG0000172	LOC120428396|XP_039449341.1|CPIP	LOC108012315|XP_016933104.2|DSUZ, LOC108007174|XP_036671023.1|DSUZ
OG0000173	LOC120423136|XP_039442749.1|CPIP, LOC120423124|XP_039442737.1|CPIP	LOC108008393|XP_016927726.1|DSUZ, LOC118876910|XP_036668978.1|DSUZ, LOC108008692|XP_016928077.1|DSUZ
OG0000174	LOC120419058|XP_039437565.1|CPIP, LOC120419067|XP_039437579.1|CPIP, LOC120419032|XP_039437525.1|CPIP	LOC108017714|XP_016940312.1|DSUZ, LOC108013104|XP_016934244.1|DSUZ, LOC108019703|XP_016943087.1|DSUZ
OG0000175	LOC120424126|XP_039444103.1|CPIP	LOC108010642|XP_036674300.1|DSUZ
OG0000175	LOC120423445|XP_039443196.1|CPIP, LOC120423450|XP_039443204.1|CPIP	LOC108016299|XP_036675381.1|DSUZ, LOC108016300|XP_036675386.1|DSUZ
OG0000177	LOC120425631|XP_039446148.1|CPIP	LOC108006325|XP_016925314.1|DSUZ
OG0000177	LOC120428667|XP_039449649.1|CPIP	LOC108014832|XP_036673503.1|DSUZ
OG0000178	LOC120420001|XP_039438828.1|CPIP	LOC108015200|XP_016937015.1|DSUZ
OG0000179	LOC120428603|XP_039449560.1|CPIP, LOC120428602|XP_039449559.1|CPIP, LOC120428601|XP_039449558.1|CPIP, LOC120422930|XP_039442442.1|CPIP	LOC108009732|XP_016929805.1|DSUZ, LOC108009802|XP_016929963.1|DSUZ
OG0000179	LOC120422941|XP_039442456.1|CPIP	LOC108021460|XP_016945680.1|DSUZ
