Orthogroup	CPIP.longest_only	DMIR.longest_only
OG0000058	LOC120416511|XP_039434162.1|CPIP, LOC120416581|XP_039434249.1|CPIP, LOC120416580|XP_039434248.1|CPIP, LOC120416567|XP_039434234.1|CPIP, LOC120416513|XP_039434165.1|CPIP, LOC120416512|XP_039434163.1|CPIP	LOC108162138|XP_017152209.1|DMIR, LOC108158257|XP_017145983.1|DMIR, LOC108162139|XP_017152210.1|DMIR, LOC108165551|XP_017157117.1|DMIR
OG0000060	LOC120420228|XP_039439150.1|CPIP	LOC108152548|XP_017137449.1|DMIR
OG0000060	LOC120426886|XP_039447624.1|CPIP	LOC108156375|XP_017143272.1|DMIR
OG0000061	LOC120415159|XP_039432529.1|CPIP	LOC108161397|XP_017151135.2|DMIR, LOC108161521|XP_017151288.2|DMIR, LOC108161432|XP_017151184.1|DMIR, LOC108164261|XP_017155390.2|DMIR
OG0000064	LOC120418388|XP_039436700.1|CPIP	LOC108161739|XP_017151552.1|DMIR
OG0000064	LOC120420822|XP_039439877.1|CPIP, LOC120426967|XP_039447720.1|CPIP	LOC117186615|XP_033243512.1|DMIR
OG0000067	LOC120432580|XP_039453749.1|CPIP, LOC120432652|XP_039453830.1|CPIP, LOC120432654|XP_039453831.1|CPIP	LOC108156681|XP_017143806.1|DMIR, LOC108150910|XP_017134723.1|DMIR
OG0000067	LOC120432651|XP_039453829.1|CPIP	LOC108160959|XP_017150741.1|DMIR, LOC108150909|XP_017134722.1|DMIR
OG0000067	LOC120427625|XP_039448443.1|CPIP	LOC108153593|XP_017139164.1|DMIR
OG0000068	LOC120412403|XP_039428799.1|CPIP, LOC120412410|XP_039428807.1|CPIP, LOC120412405|XP_039428802.1|CPIP, LOC120412404|XP_039428800.1|CPIP, LOC120417591|XP_039435637.1|CPIP, LOC120417584|XP_039435629.1|CPIP, LOC120417585|XP_039435630.1|CPIP, LOC120412539|XP_039428969.1|CPIP	LOC108152679|XP_033242710.1|DMIR, LOC108157726|XP_033245682.1|DMIR, LOC108157807|XP_017145490.2|DMIR, LOC108161223|XP_033249489.1|DMIR, LOC108163289|XP_017153992.1|DMIR
OG0000070	LOC120414155|XP_039431129.1|CPIP	LOC108161360|XP_017151091.1|DMIR, LOC108164841|XP_017156256.1|DMIR, LOC108161362|XP_017151093.1|DMIR, LOC108161363|XP_017151095.1|DMIR
OG0000071	LOC120417372|XP_039435321.1|CPIP, LOC120425799|XP_039446344.1|CPIP	LOC108165608|XP_017157174.1|DMIR, LOC108150751|XP_017134533.1|DMIR, LOC108153450|XP_017138959.1|DMIR
OG0000072	LOC120420739|XP_039439769.1|CPIP, LOC120412899|XP_039429465.1|CPIP, LOC120412897|XP_039429462.1|CPIP, LOC120419603|XP_039438279.1|CPIP, LOC120420422|XP_039439378.1|CPIP, LOC120420470|XP_039439437.1|CPIP, LOC120419611|XP_039438287.1|CPIP	LOC108160257|XP_017149612.1|DMIR, LOC108159396|XP_017148120.1|DMIR, LOC108160256|XP_017149611.1|DMIR
OG0000073	LOC120414900|XP_039432160.1|CPIP	LOC117189979|XP_033250952.1|DMIR, LOC108159670|XP_017148639.1|DMIR
OG0000073	LOC120424938|XP_039445177.1|CPIP, LOC120424929|XP_039445153.1|CPIP	LOC108150973|XP_017134799.1|DMIR
OG0000073	LOC120418372|XP_039436675.1|CPIP	LOC108154478|XP_017140245.1|DMIR
OG0000074	LOC120428393|XP_039449334.1|CPIP, LOC120428412|XP_039449359.1|CPIP, LOC120428418|XP_039449364.1|CPIP, LOC120428413|XP_039449360.1|CPIP, LOC120423023|XP_039442600.1|CPIP, LOC120423018|XP_039442593.1|CPIP, LOC120423020|XP_039442594.1|CPIP, LOC120423021|XP_039442595.1|CPIP, LOC120423005|XP_039442562.1|CPIP, LOC120423030|XP_039442605.1|CPIP, LOC120428411|XP_039449358.1|CPIP, LOC120420019|XP_039438857.1|CPIP, LOC120428388|XP_039449320.1|CPIP, LOC120428410|XP_039449357.1|CPIP, LOC120428409|XP_039449356.1|CPIP, LOC120427610|XP_039448425.1|CPIP	LOC108152480|XP_017137342.1|DMIR, LOC108153512|XP_017139057.1|DMIR
OG0000076	LOC120414119|XP_039431083.1|CPIP	LOC108153442|XP_033243040.1|DMIR
OG0000076	LOC120419152|XP_039437732.1|CPIP	LOC108164834|XP_017156246.1|DMIR
OG0000077	LOC120428195|XP_039449110.1|CPIP	LOC108160223|XP_017149562.1|DMIR, LOC117192706|XP_033253334.1|DMIR
OG0000077	LOC120425394|XP_039445844.1|CPIP	LOC117188092|XP_033247312.1|DMIR, LOC108160444|XP_017149943.2|DMIR
OG0000077	LOC120420744|XP_039439774.1|CPIP	LOC108154903|XP_017140844.1|DMIR
OG0000078	LOC120426652|XP_039447380.1|CPIP, LOC120417056|XP_039434945.1|CPIP	LOC117194045|XP_033254578.1|DMIR, LOC108160985|XP_017150777.1|DMIR, LOC108164311|XP_017155449.1|DMIR, LOC108154102|XP_017139713.1|DMIR, LOC108153359|XP_017138814.1|DMIR, LOC108157815|XP_017145503.1|DMIR, LOC108164827|XP_033245184.1|DMIR, LOC108165160|XP_017156716.1|DMIR
OG0000080	LOC120419665|XP_039438362.1|CPIP, LOC120432076|XP_039453147.1|CPIP, LOC120431515|XP_039452549.1|CPIP, LOC120432086|XP_039453158.1|CPIP, LOC120431996|XP_039453065.1|CPIP	LOC108158041|XP_033248348.1|DMIR, LOC108159968|XP_017149140.2|DMIR, LOC108160659|XP_017150285.1|DMIR
OG0000082	LOC120417717|XP_039435802.1|CPIP, LOC120412752|XP_039429279.1|CPIP, LOC120412753|XP_039429280.1|CPIP, LOC120419465|XP_039438084.1|CPIP, LOC120419907|XP_039438710.1|CPIP, LOC120417732|XP_039435823.1|CPIP, LOC120413477|XP_039430262.1|CPIP, LOC120430123|XP_039451143.1|CPIP, LOC120414610|XP_039431767.1|CPIP	LOC108160171|XP_017149484.1|DMIR, LOC108156489|XP_017143463.1|DMIR, LOC108154939|XP_017140918.1|DMIR
OG0000083	LOC120420972|XP_039440038.1|CPIP, LOC120420970|XP_039440036.1|CPIP	LOC108164109|XP_033249545.1|DMIR, LOC108164041|XP_017155108.2|DMIR, LOC108161224|XP_017150937.2|DMIR, LOC108164025|XP_017155088.2|DMIR, LOC108164026|XP_017155091.1|DMIR, LOC108162999|XP_017153506.2|DMIR
OG0000084	LOC120417385|XP_039435338.1|CPIP, LOC120417417|XP_039435394.1|CPIP, LOC120417391|XP_039435346.1|CPIP, LOC120421339|XP_039440455.1|CPIP, LOC120416554|XP_039434220.1|CPIP	LOC108159903|XP_017149014.2|DMIR, LOC117188199|XP_033247571.1|DMIR
OG0000084	LOC120424545|XP_039444643.1|CPIP, LOC120424544|XP_039444642.1|CPIP, LOC120422454|XP_039441832.1|CPIP, LOC120424528|XP_039444621.1|CPIP, LOC120424522|XP_039444615.1|CPIP, LOC120426597|XP_039447322.1|CPIP, LOC120424525|XP_039444619.1|CPIP, LOC120424523|XP_039444617.1|CPIP, LOC120424526|XP_039444620.1|CPIP, LOC120424524|XP_039444618.1|CPIP, LOC120423778|XP_039443631.1|CPIP	LOC108158575|XP_017146505.1|DMIR, LOC117194181|XP_033254729.1|DMIR
OG0000085	LOC120418894|XP_039437359.1|CPIP	LOC108158119|XP_017145785.1|DMIR, LOC117185844|XP_033253177.1|DMIR
OG0000086	LOC120419495|XP_039438120.1|CPIP	LOC117194445|XP_033254904.1|DMIR, LOC117194667|XP_033255069.1|DMIR, LOC117194617|XP_033255036.1|DMIR, LOC117194856|XP_033255214.1|DMIR, LOC117195097|XP_033255643.1|DMIR, LOC117194899|XP_033255253.1|DMIR, LOC117187923|XP_033246769.1|DMIR, LOC117187905|XP_033246736.1|DMIR, LOC117187907|XP_033246740.1|DMIR, LOC117187906|XP_033246738.1|DMIR, LOC117194342|XP_033254802.1|DMIR, LOC117194780|XP_033255164.1|DMIR, LOC117194896|XP_033255250.1|DMIR, LOC117191823|XP_033252479.1|DMIR, LOC117194813|XP_033255187.1|DMIR, LOC117191469|XP_033252217.1|DMIR, LOC117194900|XP_033255255.1|DMIR, LOC117194917|XP_033255273.1|DMIR, LOC117194804|XP_033255178.1|DMIR, LOC117191393|XP_033252168.1|DMIR, LOC117191470|XP_033252218.1|DMIR, LOC117194618|XP_033255037.1|DMIR, LOC117194784|XP_033255169.1|DMIR, LOC117194908|XP_033255265.1|DMIR, LOC117190777|XP_033251731.1|DMIR, LOC117194945|XP_033255305.1|DMIR, LOC117194943|XP_033255304.1|DMIR, LOC117194341|XP_033254800.1|DMIR, LOC117194471|XP_033254927.1|DMIR, LOC117194810|XP_033255184.1|DMIR, LOC117194782|XP_033255167.1|DMIR, LOC117194805|XP_033255179.1|DMIR, LOC117191824|XP_033252480.1|DMIR, LOC117194375|XP_033254839.1|DMIR, LOC117191827|XP_033252483.1|DMIR, LOC117194913|XP_033255269.1|DMIR, LOC117190006|XP_033250989.1|DMIR, LOC117194641|XP_033255048.1|DMIR, LOC117194469|XP_033254922.1|DMIR, LOC117192088|XP_033252680.1|DMIR, LOC117194921|XP_033255277.1|DMIR, LOC117191851|XP_033252507.1|DMIR, LOC117194940|XP_033255295.1|DMIR, LOC117194746|XP_033255133.1|DMIR, LOC117194906|XP_033255262.1|DMIR, LOC117194783|XP_033255168.1|DMIR, LOC117194910|XP_033255266.1|DMIR, LOC117194394|XP_033254864.1|DMIR, LOC117194347|XP_033254807.1|DMIR, LOC117194393|XP_033254861.1|DMIR, LOC117194897|XP_033255251.1|DMIR, LOC117191471|XP_033252219.1|DMIR, LOC117194616|XP_033255035.1|DMIR, LOC117194809|XP_033255183.1|DMIR, LOC117194339|XP_033254796.1|DMIR, LOC117194332|XP_033254794.1|DMIR, LOC117194907|XP_033255263.1|DMIR, LOC117191829|XP_033252486.1|DMIR, LOC117191034|XP_033251895.1|DMIR, LOC117191830|XP_033252488.1|DMIR, LOC117191825|XP_033252482.1|DMIR, LOC117194696|XP_033255097.1|DMIR, LOC117194358|XP_033254814.1|DMIR, LOC117194392|XP_033254860.1|DMIR, LOC117194905|XP_033255261.1|DMIR, LOC117194939|XP_033255294.1|DMIR, LOC117194937|XP_033255290.1|DMIR, LOC117194666|XP_033255068.1|DMIR, LOC117194651|XP_033255058.1|DMIR, LOC117194685|XP_033255086.1|DMIR, LOC117194759|XP_033255149.1|DMIR, LOC117194898|XP_033255252.1|DMIR, LOC117194316|XP_033254777.1|DMIR, LOC117194374|XP_033254836.1|DMIR, LOC117194387|XP_033254852.1|DMIR, LOC117194444|XP_033254903.1|DMIR, LOC117194949|XP_033255311.1|DMIR, LOC117194936|XP_033255287.1|DMIR, LOC117194373|XP_033254834.1|DMIR, LOC117194388|XP_033254855.1|DMIR, LOC117185894|XP_033255094.1|DMIR, LOC117194811|XP_033255185.1|DMIR, LOC117194468|XP_033254920.1|DMIR, LOC117194924|XP_033255279.1|DMIR, LOC117194920|XP_033255276.1|DMIR, LOC117192028|XP_033252640.1|DMIR, LOC117194808|XP_033255182.1|DMIR, LOC117194372|XP_033254832.1|DMIR, LOC117194779|XP_033255161.1|DMIR, LOC117191059|XP_033251918.1|DMIR, LOC117194748|XP_033255137.1|DMIR, LOC117194812|XP_033255186.1|DMIR, LOC117194343|XP_033254803.1|DMIR, LOC117194389|XP_033254857.1|DMIR, LOC117194359|XP_033254821.1|DMIR, LOC117194778|XP_033255159.1|DMIR, LOC117194371|XP_033254831.1|DMIR, LOC117190382|XP_033251354.1|DMIR, LOC117194918|XP_033255274.1|DMIR, LOC117194579|XP_033255010.1|DMIR, LOC117194815|XP_033255189.1|DMIR, LOC117194925|XP_033255280.1|DMIR, LOC117194928|XP_033255282.1|DMIR, LOC117191822|XP_033252478.1|DMIR, LOC117194619|XP_033255038.1|DMIR, LOC108159200|XP_033255292.1|DMIR, LOC117194652|XP_033255059.1|DMIR, LOC117194930|XP_033255284.1|DMIR, LOC117194814|XP_033255188.1|DMIR, LOC117194642|XP_033255050.1|DMIR, LOC117194938|XP_033255293.1|DMIR, LOC117194653|XP_033255060.1|DMIR, LOC117194766|XP_033255154.1|DMIR, LOC117194691|XP_033255092.1|DMIR
OG0000087	LOC120431959|XP_039453027.1|CPIP, LOC120424926|XP_039445151.1|CPIP, LOC120424893|XP_039445115.1|CPIP, LOC120431961|XP_039453029.1|CPIP, LOC120431960|XP_039453028.1|CPIP, LOC120424925|XP_039445150.1|CPIP, LOC120424892|XP_039445113.1|CPIP, LOC120424924|XP_039445149.1|CPIP, LOC120424889|XP_039445110.1|CPIP, LOC120425288|XP_039445674.1|CPIP	LOC108161399|XP_017151137.1|DMIR
OG0000087	LOC120424910|XP_039445137.1|CPIP, LOC120424913|XP_039445140.1|CPIP	LOC108162440|XP_017152666.1|DMIR, LOC108161407|XP_017151147.1|DMIR
OG0000088	LOC120424171|XP_039444162.1|CPIP	LOC108159653|XP_017148610.1|DMIR, LOC117187979|XP_033246931.1|DMIR
OG0000089	LOC120414898|XP_039432159.1|CPIP	LOC108155180|XP_017141339.1|DMIR
OG0000089	LOC120419960|XP_039438755.1|CPIP, LOC120419983|XP_039438795.1|CPIP	LOC108152982|XP_017138197.1|DMIR
OG0000090	LOC120421682|XP_039440847.1|CPIP, LOC120421690|XP_039440861.1|CPIP, LOC120426406|XP_039447096.1|CPIP, LOC120421699|XP_039440871.1|CPIP	LOC108158810|XP_017146987.1|DMIR, LOC117193654|XP_033254284.1|DMIR, LOC108158808|XP_017146985.1|DMIR, LOC108153204|XP_017138513.1|DMIR, LOC108165393|XP_017156920.1|DMIR
OG0000091	LOC120425404|XP_039445863.1|CPIP	LOC108154728|XP_033244852.1|DMIR
OG0000091	LOC120424933|XP_039445164.1|CPIP	LOC108162520|XP_017152790.1|DMIR, LOC108156561|XP_017143573.1|DMIR, LOC108154383|XP_017140136.2|DMIR, LOC108155576|XP_017141967.1|DMIR
OG0000093	LOC120423404|XP_039443137.1|CPIP	LOC108162786|XP_017153175.1|DMIR
OG0000094	LOC120425648|XP_039446167.1|CPIP, LOC120425708|XP_039446241.1|CPIP, LOC120431494|XP_039452533.1|CPIP, LOC120425701|XP_039446230.1|CPIP, LOC120421037|XP_039440109.1|CPIP, LOC120421043|XP_039440120.1|CPIP, LOC120413857|XP_039430748.1|CPIP, LOC120421039|XP_039440116.1|CPIP, LOC120412371|XP_039428726.1|CPIP, LOC120412378|XP_039428738.1|CPIP, LOC120430436|XP_039451481.1|CPIP, LOC120423072|XP_039442676.1|CPIP, LOC120430435|XP_039451480.1|CPIP, LOC120430433|XP_039451478.1|CPIP, LOC120430651|XP_039451691.1|CPIP, LOC120421704|XP_039441223.1|CPIP, LOC120420801|XP_039440192.1|CPIP, LOC120424242|XP_039444239.1|CPIP	LOC108152816|XP_017137892.1|DMIR, LOC108153924|XP_017139508.1|DMIR
OG0000098	LOC120423046|XP_039442653.1|CPIP, LOC120423055|XP_039442660.1|CPIP	LOC108154822|XP_017140713.1|DMIR
OG0000099	LOC120414418|XP_039431532.1|CPIP, LOC120414383|XP_039431492.1|CPIP, LOC120414382|XP_039431487.1|CPIP	LOC108164818|XP_017156227.1|DMIR
OG0000101	LOC120427216|XP_039448015.1|CPIP	LOC108165233|XP_033242797.1|DMIR, LOC108152627|XP_017137590.1|DMIR, LOC108152630|XP_017137599.1|DMIR, LOC108152633|XP_017137601.1|DMIR
OG0000102	LOC120413414|XP_039430153.1|CPIP, LOC120413405|XP_039430144.1|CPIP, LOC120412910|XP_039429479.1|CPIP, LOC120413423|XP_039430169.1|CPIP, LOC120417857|XP_039436011.1|CPIP, LOC120413400|XP_039430134.1|CPIP, LOC120413398|XP_039430131.1|CPIP	LOC108160538|XP_017150092.1|DMIR
OG0000102	LOC120432492|XP_039453640.1|CPIP	LOC108160481|XP_017149990.1|DMIR
OG0000103	LOC120416536|XP_039434185.1|CPIP, LOC120417606|XP_039435649.1|CPIP, LOC120417607|XP_039435650.1|CPIP, LOC120417608|XP_039435652.1|CPIP, LOC120423255|XP_039442909.1|CPIP	LOC108151915|XP_017136317.1|DMIR, LOC108152405|XP_017137197.1|DMIR, LOC108152404|XP_017137196.1|DMIR, LOC117193096|XP_033253709.1|DMIR, LOC108159675|XP_017148654.1|DMIR
OG0000104	LOC120412621|XP_039429106.1|CPIP, LOC120412646|XP_039429134.1|CPIP, LOC120412612|XP_039429095.1|CPIP	LOC108163569|XP_017154425.1|DMIR, LOC108153719|XP_017139336.1|DMIR
OG0000105	LOC120425216|XP_039445581.1|CPIP	LOC108154606|XP_017140412.2|DMIR, LOC108153878|XP_033245780.1|DMIR, LOC108154531|XP_017140324.1|DMIR, LOC108157829|XP_033245806.1|DMIR
OG0000109	LOC120423583|XP_039443376.1|CPIP, LOC120420353|XP_039439283.1|CPIP, LOC120420541|XP_039439548.1|CPIP, LOC120423553|XP_039443331.1|CPIP	LOC117188856|XP_033249259.1|DMIR, LOC117188857|XP_033249260.1|DMIR, LOC108164128|XP_017155216.2|DMIR, LOC108154865|XP_017140783.1|DMIR
OG0000109	LOC120423573|XP_039443364.1|CPIP, LOC120423521|XP_039443303.1|CPIP	LOC108164043|XP_017155110.2|DMIR
OG0000110	LOC120432096|XP_039453165.1|CPIP	LOC108165577|XP_017157139.1|DMIR, LOC108165536|XP_017157099.1|DMIR, LOC108153747|XP_017139366.1|DMIR, LOC108153676|XP_017139281.1|DMIR
OG0000111	LOC120423942|XP_039443860.1|CPIP, LOC120415255|XP_039432655.1|CPIP, LOC120415261|XP_039432663.1|CPIP, LOC120415259|XP_039432661.1|CPIP, LOC120415241|XP_039432639.1|CPIP	LOC108160984|XP_017150776.1|DMIR, LOC117193485|XP_033254126.1|DMIR, LOC108158177|XP_017145883.1|DMIR
OG0000112	LOC120420031|XP_039438866.1|CPIP, LOC120420702|XP_039439734.1|CPIP, LOC120420699|XP_039439730.1|CPIP	LOC108164775|XP_017156184.1|DMIR, LOC108165219|XP_017156755.1|DMIR
OG0000113	LOC120426589|XP_039447314.1|CPIP, LOC120417349|XP_039435285.1|CPIP	LOC108161198|XP_017150908.1|DMIR, LOC108157232|XP_017144677.1|DMIR, LOC108157362|XP_017144874.1|DMIR, LOC108151824|XP_017136184.1|DMIR, LOC108164821|XP_017156232.1|DMIR
OG0000114	LOC120417802|XP_039435938.1|CPIP	LOC108162507|XP_017152772.1|DMIR
OG0000114	LOC120420276|XP_039439211.1|CPIP	LOC108162508|XP_017152773.1|DMIR
OG0000117	LOC120413999|XP_039430942.1|CPIP, LOC120414022|XP_039430973.1|CPIP	LOC108162627|XP_017152939.2|DMIR, LOC108162628|XP_017152940.2|DMIR, LOC108161119|XP_033248742.1|DMIR
OG0000118	LOC120423433|XP_039443178.1|CPIP, LOC120423454|XP_039443210.1|CPIP, LOC120423455|XP_039443211.1|CPIP, LOC120432382|XP_039453509.1|CPIP	LOC108162472|XP_017152711.1|DMIR, LOC108165023|XP_017156548.1|DMIR
OG0000119	LOC120420559|XP_039439559.1|CPIP, LOC120426420|XP_039447112.1|CPIP, LOC120428772|XP_039449790.1|CPIP, LOC120420257|XP_039439187.1|CPIP, LOC120431980|XP_039453050.1|CPIP, LOC120423540|XP_039443321.1|CPIP	LOC108156728|XP_017143872.1|DMIR, LOC108154494|XP_017140284.1|DMIR, LOC108154395|XP_017140149.1|DMIR
OG0000120	LOC120417029|XP_039434907.1|CPIP	LOC108164784|XP_017156196.1|DMIR
OG0000120	LOC120419990|XP_039438806.1|CPIP	LOC117185973|XP_033251039.1|DMIR, LOC108160032|XP_017149260.1|DMIR
OG0000121	LOC120425384|XP_039445833.1|CPIP	LOC108153203|XP_017138517.1|DMIR, LOC108156155|XP_017142969.1|DMIR, LOC108156154|XP_017142967.1|DMIR
OG0000122	LOC120432386|XP_039453515.1|CPIP, LOC120432365|XP_039453491.1|CPIP	LOC108161700|XP_017151502.1|DMIR, LOC108164727|XP_017156108.1|DMIR, LOC108158443|XP_017146214.1|DMIR, LOC108163637|XP_017154537.1|DMIR
OG0000123	LOC120414202|XP_039431221.1|CPIP, LOC120425309|XP_039445711.1|CPIP	LOC108159114|XP_017147585.2|DMIR, LOC117188072|XP_033247262.1|DMIR, LOC108157055|XP_017144373.1|DMIR, LOC108157056|XP_033245914.1|DMIR
OG0000124	LOC120432594|XP_039453766.1|CPIP	LOC108160897|XP_017150658.1|DMIR, LOC108158305|XP_033247655.1|DMIR, LOC108160961|XP_017150744.1|DMIR, LOC108158221|XP_017145941.1|DMIR, LOC117194038|XP_033254570.1|DMIR
OG0000125	LOC120423344|XP_039443047.1|CPIP	LOC108157049|XP_017144355.1|DMIR
OG0000125	LOC120424516|XP_039444604.1|CPIP	LOC108156792|XP_017143958.1|DMIR
OG0000125	LOC120423353|XP_039443062.1|CPIP	LOC108160259|XP_017149617.2|DMIR, LOC108160261|XP_017149618.1|DMIR
OG0000126	LOC120415876|XP_039433448.1|CPIP, LOC120415877|XP_039433449.1|CPIP, LOC120429787|XP_039450781.1|CPIP, LOC120412720|XP_039429241.1|CPIP	LOC108163762|XP_017154724.1|DMIR, LOC108163331|XP_017154055.1|DMIR
OG0000127	LOC120415380|XP_039432838.1|CPIP	LOC108157811|XP_017145497.1|DMIR, LOC108154327|XP_017140076.1|DMIR, LOC108157782|XP_017145460.1|DMIR, LOC108157767|XP_017145439.1|DMIR
OG0000128	LOC120422626|XP_039442054.1|CPIP	LOC117191333|XP_033252127.1|DMIR, LOC108158481|XP_017146277.1|DMIR, LOC108158482|XP_017146278.1|DMIR
OG0000129	LOC120414363|XP_039431459.1|CPIP	LOC108154788|XP_017140666.1|DMIR, LOC108153744|XP_017139362.1|DMIR, LOC108162038|XP_017152050.2|DMIR, LOC108154778|XP_033246692.1|DMIR
OG0000131	LOC120421833|XP_039441048.1|CPIP	LOC108156674|XP_017143786.1|DMIR
OG0000132	LOC120429178|XP_039450325.1|CPIP, LOC120413573|XP_039430393.1|CPIP, LOC120423930|XP_039443846.1|CPIP, LOC120423949|XP_039443868.1|CPIP	LOC108161809|XP_017151658.1|DMIR, LOC108156801|XP_017143973.1|DMIR
OG0000134	LOC120419432|XP_039438078.1|CPIP	LOC108154929|XP_033244994.1|DMIR
OG0000137	LOC120418758|XP_039437164.1|CPIP	LOC108152098|XP_017136638.1|DMIR, LOC108156126|XP_017142929.1|DMIR
OG0000137	LOC120413389|XP_039430119.1|CPIP, LOC120418020|XP_039436197.1|CPIP	LOC108152216|XP_017136881.1|DMIR
OG0000139	LOC120416811|XP_039434620.1|CPIP	LOC108161347|XP_017151074.1|DMIR, LOC108161442|XP_017151193.1|DMIR, LOC108161598|XP_017151375.1|DMIR, LOC108162662|XP_017152991.1|DMIR
OG0000140	LOC120428692|XP_039449698.1|CPIP, LOC120428177|XP_039449092.1|CPIP, LOC120428415|XP_039449365.1|CPIP, LOC120428612|XP_039449580.1|CPIP, LOC120419315|XP_039437920.1|CPIP, LOC120422117|XP_039441420.1|CPIP, LOC120424472|XP_039444544.1|CPIP, LOC120425058|XP_039445365.1|CPIP, LOC120425057|XP_039445364.1|CPIP, LOC120425056|XP_039445362.1|CPIP, LOC120425070|XP_039445380.1|CPIP	LOC108157051|XP_017144359.1|DMIR, LOC108158358|XP_033248266.1|DMIR, LOC117192427|XP_033252990.1|DMIR
OG0000141	LOC120421894|XP_039441123.1|CPIP	LOC108151106|XP_017134993.1|DMIR, LOC108151107|XP_017134995.1|DMIR, LOC108151105|XP_017134992.1|DMIR, LOC108151108|XP_017134997.1|DMIR
OG0000142	LOC120425952|XP_039446526.1|CPIP	LOC108156058|XP_017142830.1|DMIR
OG0000142	LOC120415036|XP_039432338.1|CPIP	LOC108156055|XP_017142820.1|DMIR
OG0000142	LOC120418059|XP_039436247.1|CPIP, LOC120419876|XP_039438671.1|CPIP	LOC108159083|XP_017147530.1|DMIR
OG0000143	LOC120418513|XP_039436884.1|CPIP	LOC117185781|XP_033243143.1|DMIR
OG0000143	LOC120426869|XP_039447607.1|CPIP, LOC120426880|XP_039447616.1|CPIP, LOC120415275|XP_039432682.1|CPIP, LOC120415068|XP_039432401.1|CPIP, LOC120422209|XP_039441530.1|CPIP, LOC120421102|XP_039440186.1|CPIP, LOC120421998|XP_039441246.1|CPIP, LOC120421075|XP_039440158.1|CPIP	LOC108151637|XP_017135832.1|DMIR
OG0000144	LOC120426607|XP_039447334.1|CPIP	LOC108157589|XP_033245539.1|DMIR
OG0000144	LOC120421600|XP_039440761.1|CPIP	LOC108164714|XP_017156081.1|DMIR
OG0000144	LOC120430358|XP_039451394.1|CPIP, LOC120430767|XP_039451811.1|CPIP	LOC108161611|XP_017151399.1|DMIR
OG0000145	LOC120427052|XP_039447817.1|CPIP, LOC120427063|XP_039447836.1|CPIP, LOC120427054|XP_039447818.1|CPIP	LOC108164718|XP_017156091.1|DMIR, LOC108163255|XP_017153915.1|DMIR, LOC108163257|XP_017153917.1|DMIR, LOC108163256|XP_017153916.1|DMIR
OG0000147	LOC120428306|XP_039449243.1|CPIP	LOC108161567|XP_017151345.2|DMIR
OG0000147	LOC120422585|XP_039442007.1|CPIP, LOC120422553|XP_039441962.1|CPIP	LOC108157240|XP_017144699.1|DMIR
OG0000148	LOC120416624|XP_039434363.1|CPIP, LOC120416616|XP_039434347.1|CPIP	LOC108162821|XP_017153226.1|DMIR
OG0000148	LOC120415212|XP_039432602.1|CPIP	LOC108163790|XP_017154763.1|DMIR
OG0000149	LOC120421800|XP_039441012.1|CPIP, LOC120421801|XP_039441013.1|CPIP, LOC120429303|XP_039450464.1|CPIP, LOC120419117|XP_039437646.1|CPIP, LOC120419086|XP_039437605.1|CPIP, LOC120429297|XP_039450460.1|CPIP, LOC120429300|XP_039450462.1|CPIP, LOC120429299|XP_039450461.1|CPIP, LOC120419092|XP_039437613.1|CPIP, LOC120419091|XP_039437612.1|CPIP, LOC120417152|XP_039435070.1|CPIP, LOC120415888|XP_039433463.1|CPIP, LOC120415961|XP_039433538.1|CPIP, LOC120417162|XP_039435077.1|CPIP, LOC120415958|XP_039433534.1|CPIP, LOC120417161|XP_039435076.1|CPIP	LOC108162083|XP_017152126.1|DMIR, LOC108153187|XP_017138492.1|DMIR
OG0000152	LOC120418953|XP_039437425.1|CPIP	LOC108156314|XP_017143193.1|DMIR, LOC108156315|XP_033244062.1|DMIR
OG0000153	LOC120423729|XP_039443572.1|CPIP, LOC120423703|XP_039443543.1|CPIP, LOC120423687|XP_039443517.1|CPIP, LOC120423696|XP_039443530.1|CPIP, LOC120423677|XP_039443507.1|CPIP	LOC108157603|XP_017145221.2|DMIR, LOC108157524|XP_017145117.1|DMIR, LOC108157525|XP_017145118.2|DMIR
OG0000154	LOC120432363|XP_039453490.1|CPIP, LOC120432399|XP_039453529.1|CPIP, LOC120432395|XP_039453526.1|CPIP	LOC108157566|XP_017145174.2|DMIR, LOC108157565|XP_017145173.2|DMIR, LOC108151226|XP_017135212.1|DMIR
OG0000155	LOC120429351|XP_039450478.1|CPIP, LOC120429288|XP_039450453.1|CPIP, LOC120429304|XP_039450466.1|CPIP, LOC120429335|XP_039450477.1|CPIP	LOC108151607|XP_017135782.1|DMIR, LOC108150933|XP_017134752.1|DMIR, LOC108150902|XP_017134700.1|DMIR
OG0000156	LOC120418449|XP_039436805.1|CPIP	LOC108154836|XP_017140741.1|DMIR
OG0000156	LOC120422101|XP_039441388.1|CPIP	LOC108153647|XP_017139241.1|DMIR
