Orthogroup	CPIP.longest_only	DVIR.longest_only
OG0000082	LOC120417717|XP_039435802.1|CPIP, LOC120412752|XP_039429279.1|CPIP, LOC120412753|XP_039429280.1|CPIP, LOC120419465|XP_039438084.1|CPIP, LOC120419907|XP_039438710.1|CPIP, LOC120417732|XP_039435823.1|CPIP, LOC120413477|XP_039430262.1|CPIP, LOC120430123|XP_039451143.1|CPIP, LOC120414610|XP_039431767.1|CPIP	LOC6624944|XP_002050224.1|DVIR, LOC6631012|XP_032295246.1|DVIR, LOC6634864|XP_002058699.1|DVIR
OG0000083	LOC120420972|XP_039440038.1|CPIP, LOC120420970|XP_039440036.1|CPIP	LOC6624533|XP_002047646.1|DVIR, LOC6627816|XP_002051141.2|DVIR
OG0000084	LOC120417385|XP_039435338.1|CPIP, LOC120417417|XP_039435394.1|CPIP, LOC120417391|XP_039435346.1|CPIP, LOC120421339|XP_039440455.1|CPIP, LOC120416554|XP_039434220.1|CPIP	LOC6625031|XP_002050290.1|DVIR
OG0000084	LOC120424545|XP_039444643.1|CPIP, LOC120424544|XP_039444642.1|CPIP, LOC120422454|XP_039441832.1|CPIP, LOC120424528|XP_039444621.1|CPIP, LOC120424522|XP_039444615.1|CPIP, LOC120426597|XP_039447322.1|CPIP, LOC120424525|XP_039444619.1|CPIP, LOC120424523|XP_039444617.1|CPIP, LOC120424526|XP_039444620.1|CPIP, LOC120424524|XP_039444618.1|CPIP, LOC120423778|XP_039443631.1|CPIP	LOC6627277|XP_002050654.1|DVIR
OG0000085	LOC120418894|XP_039437359.1|CPIP	LOC6625945|XP_015029990.1|DVIR
OG0000086	LOC120419495|XP_039438120.1|CPIP	LOC6625022|XP_002050781.1|DVIR, LOC6637034|XP_032292292.1|DVIR
OG0000087	LOC120431959|XP_039453027.1|CPIP, LOC120424926|XP_039445151.1|CPIP, LOC120424893|XP_039445115.1|CPIP, LOC120431961|XP_039453029.1|CPIP, LOC120431960|XP_039453028.1|CPIP, LOC120424925|XP_039445150.1|CPIP, LOC120424892|XP_039445113.1|CPIP, LOC120424924|XP_039445149.1|CPIP, LOC120424889|XP_039445110.1|CPIP, LOC120425288|XP_039445674.1|CPIP	LOC6627342|XP_002052453.1|DVIR
OG0000087	LOC120424910|XP_039445137.1|CPIP, LOC120424913|XP_039445140.1|CPIP	LOC6633896|XP_002057589.1|DVIR, LOC6634233|XP_032293774.1|DVIR
OG0000088	LOC120424171|XP_039444162.1|CPIP	LOC6624854|XP_002049202.1|DVIR
OG0000089	LOC120414898|XP_039432159.1|CPIP	LOC6630704|XP_002054644.1|DVIR
OG0000089	LOC120415074|XP_039432408.1|CPIP	LOC6635266|XP_002058736.2|DVIR
OG0000089	LOC120419960|XP_039438755.1|CPIP, LOC120419983|XP_039438795.1|CPIP	LOC6623346|XP_002047269.1|DVIR
OG0000090	LOC120421682|XP_039440847.1|CPIP, LOC120421690|XP_039440861.1|CPIP, LOC120426406|XP_039447096.1|CPIP, LOC120421699|XP_039440871.1|CPIP	LOC6625113|XP_002049287.1|DVIR, LOC6625413|XP_002049290.1|DVIR, LOC6622878|XP_002046497.1|DVIR, LOC6623278|XP_002048567.1|DVIR, LOC6622829|XP_002047055.2|DVIR
OG0000091	LOC120425404|XP_039445863.1|CPIP	LOC6630750|XP_032294848.1|DVIR
OG0000091	LOC120424933|XP_039445164.1|CPIP	LOC6627714|XP_002051636.1|DVIR, LOC6632846|XP_002056244.1|DVIR, LOC6632847|XP_002056245.1|DVIR
OG0000093	LOC120423404|XP_039443137.1|CPIP	LOC6627672|XP_002051948.1|DVIR
OG0000094	LOC120425648|XP_039446167.1|CPIP, LOC120425708|XP_039446241.1|CPIP, LOC120431494|XP_039452533.1|CPIP, LOC120425701|XP_039446230.1|CPIP, LOC120421037|XP_039440109.1|CPIP, LOC120421043|XP_039440120.1|CPIP, LOC120413857|XP_039430748.1|CPIP, LOC120421039|XP_039440116.1|CPIP, LOC120412371|XP_039428726.1|CPIP, LOC120412378|XP_039428738.1|CPIP, LOC120430436|XP_039451481.1|CPIP, LOC120423072|XP_039442676.1|CPIP, LOC120430435|XP_039451480.1|CPIP, LOC120430433|XP_039451478.1|CPIP, LOC120430651|XP_039451691.1|CPIP, LOC120421704|XP_039441223.1|CPIP, LOC120420801|XP_039440192.1|CPIP, LOC120424242|XP_039444239.1|CPIP	LOC6623745|XP_002047834.1|DVIR, LOC116651603|XP_032294227.1|DVIR, LOC6628121|XP_032296013.1|DVIR
OG0000098	LOC120423046|XP_039442653.1|CPIP, LOC120423055|XP_039442660.1|CPIP	LOC6632457|XP_002056303.1|DVIR, LOC6634916|XP_002058676.1|DVIR
OG0000099	LOC120414418|XP_039431532.1|CPIP, LOC120414383|XP_039431492.1|CPIP, LOC120414382|XP_039431487.1|CPIP	LOC6633490|XP_015025434.1|DVIR
OG0000101	LOC120427216|XP_039448015.1|CPIP	LOC6622499|XP_032291169.1|DVIR, LOC6622530|XP_015030654.1|DVIR, LOC26531878|XP_032290505.1|DVIR, LOC116650581|XP_032290504.1|DVIR, LOC6622479|XP_015030655.1|DVIR, LOC6622519|XP_015030651.1|DVIR
OG0000102	LOC120413414|XP_039430153.1|CPIP, LOC120413405|XP_039430144.1|CPIP, LOC120412910|XP_039429479.1|CPIP, LOC120413423|XP_039430169.1|CPIP, LOC120417857|XP_039436011.1|CPIP, LOC120413400|XP_039430134.1|CPIP, LOC120413398|XP_039430131.1|CPIP	LOC6626051|XP_002050456.1|DVIR
OG0000102	LOC120432492|XP_039453640.1|CPIP	LOC6627172|XP_002048695.1|DVIR
OG0000103	LOC120416536|XP_039434185.1|CPIP, LOC120417606|XP_039435649.1|CPIP, LOC120417607|XP_039435650.1|CPIP, LOC120417608|XP_039435652.1|CPIP, LOC120423255|XP_039442909.1|CPIP	LOC6623591|XP_002046807.1|DVIR, LOC6623698|XP_002046808.1|DVIR, LOC6623703|XP_002046809.1|DVIR, LOC6636437|XP_032291286.1|DVIR, LOC116649737|XP_032291663.1|DVIR
OG0000104	LOC120412621|XP_039429106.1|CPIP, LOC120412646|XP_039429134.1|CPIP, LOC120412612|XP_039429095.1|CPIP	LOC6634072|XP_002057874.1|DVIR, LOC6623916|XP_002046238.1|DVIR
OG0000105	LOC120425216|XP_039445581.1|CPIP	LOC6634229|XP_002057740.1|DVIR, LOC6631244|XP_002053645.1|DVIR, LOC6631241|XP_032293557.1|DVIR
OG0000109	LOC120423583|XP_039443376.1|CPIP, LOC120420353|XP_039439283.1|CPIP, LOC120420541|XP_039439548.1|CPIP, LOC120423553|XP_039443331.1|CPIP	LOC6628484|XP_002052031.2|DVIR
OG0000109	LOC120423573|XP_039443364.1|CPIP, LOC120423521|XP_039443303.1|CPIP	LOC6628432|XP_002052040.2|DVIR, LOC6628433|XP_032294226.1|DVIR
OG0000110	LOC120432096|XP_039453165.1|CPIP	LOC6622405|XP_002046654.1|DVIR, LOC6622336|XP_032291383.1|DVIR, LOC6622410|XP_002046655.1|DVIR, LOC6622454|XP_002046656.2|DVIR, LOC6622494|XP_002046657.1|DVIR
OG0000111	LOC120423942|XP_039443860.1|CPIP, LOC120415255|XP_039432655.1|CPIP, LOC120415261|XP_039432663.1|CPIP, LOC120415259|XP_039432661.1|CPIP, LOC120415241|XP_039432639.1|CPIP	LOC6625186|XP_002049119.1|DVIR, LOC6624898|XP_002049116.1|DVIR, LOC6624897|XP_002049115.1|DVIR
OG0000112	LOC120420031|XP_039438866.1|CPIP, LOC120420702|XP_039439734.1|CPIP, LOC120420699|XP_039439730.1|CPIP	LOC6631730|XP_002055577.1|DVIR, LOC6631731|XP_002055578.1|DVIR, LOC6632015|XP_002055230.1|DVIR, LOC6632116|XP_002055254.1|DVIR
OG0000113	LOC120426589|XP_039447314.1|CPIP, LOC120417349|XP_039435285.1|CPIP	LOC26530946|XP_015024980.1|DVIR, LOC6622156|XP_002048476.2|DVIR, LOC6631790|XP_002055369.2|DVIR, LOC6633853|XP_002057376.2|DVIR
OG0000114	LOC120417802|XP_039435938.1|CPIP	LOC6627889|XP_002052295.1|DVIR
OG0000114	LOC120420276|XP_039439211.1|CPIP	LOC6627888|XP_002052294.1|DVIR
OG0000117	LOC120413999|XP_039430942.1|CPIP, LOC120414022|XP_039430973.1|CPIP	LOC6633971|XP_002057479.1|DVIR, LOC6633970|XP_002057478.1|DVIR, LOC6633968|XP_002057476.1|DVIR, LOC6633969|XP_002057477.1|DVIR
OG0000118	LOC120423433|XP_039443178.1|CPIP, LOC120423454|XP_039443210.1|CPIP, LOC120423455|XP_039443211.1|CPIP, LOC120432382|XP_039453509.1|CPIP	LOC6627951|XP_002051424.1|DVIR, LOC6633235|XP_002056774.2|DVIR, LOC6629584|XP_002054876.1|DVIR
OG0000119	LOC120420559|XP_039439559.1|CPIP, LOC120426420|XP_039447112.1|CPIP, LOC120428772|XP_039449790.1|CPIP, LOC120420257|XP_039439187.1|CPIP, LOC120431980|XP_039453050.1|CPIP, LOC120423540|XP_039443321.1|CPIP	LOC6632723|XP_002056046.1|DVIR, LOC6632724|XP_002056047.1|DVIR
OG0000120	LOC120417029|XP_039434907.1|CPIP	LOC6634529|XP_002057958.1|DVIR
OG0000120	LOC120419990|XP_039438806.1|CPIP	LOC6625102|XP_002050121.1|DVIR
OG0000121	LOC120425384|XP_039445833.1|CPIP	LOC6632053|XP_002055250.1|DVIR, LOC6630360|XP_002054040.1|DVIR, LOC6630940|XP_032295844.1|DVIR
OG0000122	LOC120432386|XP_039453515.1|CPIP, LOC120432365|XP_039453491.1|CPIP	LOC6628202|XP_002052211.2|DVIR, LOC6635441|XP_002058981.1|DVIR, LOC116651034|XP_032292531.1|DVIR, LOC6636460|XP_002059819.1|DVIR, LOC6629169|XP_002051908.1|DVIR
OG0000123	LOC120414202|XP_039431221.1|CPIP, LOC120425309|XP_039445711.1|CPIP	LOC6626378|XP_002050355.1|DVIR, LOC6633191|XP_032289496.1|DVIR
OG0000124	LOC120432594|XP_039453766.1|CPIP	LOC116649740|XP_015028914.1|DVIR, LOC26531268|XP_015028913.1|DVIR, LOC26531789|XP_015028987.1|DVIR, LOC26531912|XP_015027957.1|DVIR, LOC6630342|XP_002054591.2|DVIR, LOC6625762|XP_002049873.1|DVIR, LOC26530619|XP_015030228.1|DVIR, LOC6626200|XP_015029349.1|DVIR
OG0000125	LOC120423344|XP_039443047.1|CPIP	LOC6630876|XP_015026944.1|DVIR
OG0000125	LOC120424516|XP_039444604.1|CPIP	LOC6632605|XP_015026066.1|DVIR
OG0000125	LOC120423353|XP_039443062.1|CPIP	LOC6627104|XP_002050844.2|DVIR
OG0000126	LOC120415876|XP_039433448.1|CPIP, LOC120415877|XP_039433449.1|CPIP, LOC120429787|XP_039450781.1|CPIP, LOC120412720|XP_039429241.1|CPIP	LOC6634255|XP_002057641.1|DVIR, LOC6628583|XP_002051517.1|DVIR, LOC6628582|XP_032293597.1|DVIR
OG0000127	LOC120415380|XP_039432838.1|CPIP	LOC6632494|XP_002056447.1|DVIR, LOC6632493|XP_002056446.1|DVIR, LOC6632492|XP_032289615.1|DVIR
OG0000128	LOC120422626|XP_039442054.1|CPIP	LOC6625639|XP_002050309.2|DVIR, LOC6634932|XP_002058443.1|DVIR, LOC6625638|XP_002050308.2|DVIR, LOC6625637|XP_015029249.1|DVIR
OG0000129	LOC120414363|XP_039431459.1|CPIP	LOC6633554|XP_002057251.1|DVIR, LOC6623097|XP_002048662.1|DVIR, LOC6623858|XP_002048663.1|DVIR, LOC6633555|XP_002057252.1|DVIR
OG0000131	LOC120421833|XP_039441048.1|CPIP	LOC6632894|XP_015026057.1|DVIR
OG0000132	LOC120429178|XP_039450325.1|CPIP, LOC120413573|XP_039430393.1|CPIP, LOC120423930|XP_039443846.1|CPIP, LOC120423949|XP_039443868.1|CPIP	LOC6628376|XP_002052628.1|DVIR, LOC6630679|XP_002054612.1|DVIR
OG0000134	LOC120419432|XP_039438078.1|CPIP	LOC6630471|XP_002054107.1|DVIR
OG0000137	LOC120418758|XP_039437164.1|CPIP	LOC6636844|XP_032291502.1|DVIR, LOC6635174|XP_002058578.1|DVIR
OG0000137	LOC120413389|XP_039430119.1|CPIP, LOC120418020|XP_039436197.1|CPIP	LOC6623869|XP_002046853.1|DVIR
OG0000139	LOC120416811|XP_039434620.1|CPIP	LOC6623530|XP_002047325.1|DVIR, LOC116650758|XP_032291326.1|DVIR, LOC6623382|XP_032290418.1|DVIR
OG0000140	LOC120428692|XP_039449698.1|CPIP, LOC120428177|XP_039449092.1|CPIP, LOC120428415|XP_039449365.1|CPIP, LOC120428612|XP_039449580.1|CPIP, LOC120419315|XP_039437920.1|CPIP, LOC120422117|XP_039441420.1|CPIP, LOC120424472|XP_039444544.1|CPIP, LOC120425058|XP_039445365.1|CPIP, LOC120425057|XP_039445364.1|CPIP, LOC120425056|XP_039445362.1|CPIP, LOC120425070|XP_039445380.1|CPIP	LOC6630875|XP_002054323.2|DVIR, LOC6627002|XP_002048744.2|DVIR, LOC6627001|XP_002048743.2|DVIR, LOC6625404|XP_002050145.1|DVIR
OG0000141	LOC120421894|XP_039441123.1|CPIP	LOC6624242|XP_002046959.2|DVIR, LOC6624546|XP_002046960.1|DVIR, LOC6622272|XP_002046961.1|DVIR
OG0000142	LOC120425952|XP_039446526.1|CPIP	LOC6629343|XP_002053320.3|DVIR
OG0000142	LOC120415036|XP_039432338.1|CPIP	LOC6636755|XP_032296696.1|DVIR
OG0000142	LOC120418059|XP_039436247.1|CPIP, LOC120419876|XP_039438671.1|CPIP	LOC6632196|XP_032295221.1|DVIR
OG0000143	LOC120418513|XP_039436884.1|CPIP	LOC116650413|XP_032289924.1|DVIR
OG0000143	LOC120426869|XP_039447607.1|CPIP, LOC120426880|XP_039447616.1|CPIP, LOC120415275|XP_039432682.1|CPIP, LOC120415068|XP_039432401.1|CPIP, LOC120422209|XP_039441530.1|CPIP, LOC120421102|XP_039440186.1|CPIP, LOC120421998|XP_039441246.1|CPIP, LOC120421075|XP_039440158.1|CPIP	LOC6624208|XP_002048674.2|DVIR
OG0000144	LOC120426607|XP_039447334.1|CPIP	LOC6629583|XP_002054875.2|DVIR
OG0000144	LOC120421600|XP_039440761.1|CPIP	LOC26531280|XP_032294839.1|DVIR
OG0000144	LOC120430358|XP_039451394.1|CPIP, LOC120430767|XP_039451811.1|CPIP	LOC6627421|XP_015028685.2|DVIR
OG0000145	LOC120427052|XP_039447817.1|CPIP, LOC120427063|XP_039447836.1|CPIP, LOC120427054|XP_039447818.1|CPIP	LOC6631571|XP_002055558.2|DVIR, LOC6627695|XP_002052255.1|DVIR, LOC6627697|XP_002052257.1|DVIR, LOC6627696|XP_002052256.1|DVIR
OG0000147	LOC120428306|XP_039449243.1|CPIP	LOC6635761|XP_002059227.2|DVIR
OG0000147	LOC120422585|XP_039442007.1|CPIP, LOC120422553|XP_039441962.1|CPIP	LOC6634949|XP_002058537.1|DVIR, LOC6634950|XP_002058538.1|DVIR
OG0000148	LOC120416624|XP_039434363.1|CPIP, LOC120416616|XP_039434347.1|CPIP	LOC6628264|XP_002052544.1|DVIR
OG0000148	LOC120415212|XP_039432602.1|CPIP	LOC6627419|XP_002051092.1|DVIR
OG0000149	LOC120421800|XP_039441012.1|CPIP, LOC120421801|XP_039441013.1|CPIP, LOC120429303|XP_039450464.1|CPIP, LOC120419117|XP_039437646.1|CPIP, LOC120419086|XP_039437605.1|CPIP, LOC120429297|XP_039450460.1|CPIP, LOC120429300|XP_039450462.1|CPIP, LOC120429299|XP_039450461.1|CPIP, LOC120419092|XP_039437613.1|CPIP, LOC120419091|XP_039437612.1|CPIP, LOC120417152|XP_039435070.1|CPIP, LOC120415888|XP_039433463.1|CPIP, LOC120415961|XP_039433538.1|CPIP, LOC120417162|XP_039435077.1|CPIP, LOC120415958|XP_039433534.1|CPIP, LOC120417161|XP_039435076.1|CPIP	LOC6627743|XP_002051297.1|DVIR, LOC6634481|XP_002058158.1|DVIR
OG0000152	LOC120418953|XP_039437425.1|CPIP	LOC6632780|XP_002055862.1|DVIR, LOC6632791|XP_002055861.2|DVIR, LOC6632790|XP_002055860.1|DVIR
OG0000153	LOC120423729|XP_039443572.1|CPIP, LOC120423703|XP_039443543.1|CPIP, LOC120423687|XP_039443517.1|CPIP, LOC120423696|XP_039443530.1|CPIP, LOC120423677|XP_039443507.1|CPIP	LOC6630161|XP_002054781.2|DVIR, LOC6630159|XP_002054779.1|DVIR, LOC6630160|XP_002054780.1|DVIR
OG0000154	LOC120432363|XP_039453490.1|CPIP, LOC120432399|XP_039453529.1|CPIP, LOC120432395|XP_039453526.1|CPIP	LOC6635099|XP_002058361.1|DVIR, LOC26531881|XP_015031806.2|DVIR
OG0000155	LOC120429351|XP_039450478.1|CPIP, LOC120429288|XP_039450453.1|CPIP, LOC120429304|XP_039450466.1|CPIP, LOC120429335|XP_039450477.1|CPIP	LOC6622871|XP_032290541.1|DVIR, LOC6622732|XP_002046664.1|DVIR, LOC6622713|XP_002046665.2|DVIR
OG0000157	LOC120431753|XP_039452809.1|CPIP, LOC120431754|XP_039452810.1|CPIP, LOC120427391|XP_039448174.1|CPIP, LOC120427392|XP_039448175.1|CPIP, LOC120431755|XP_039452811.1|CPIP	LOC6626201|XP_002049879.1|DVIR, LOC6626203|XP_002049881.1|DVIR, LOC6626202|XP_002049880.1|DVIR
OG0000158	LOC120421218|XP_039440354.1|CPIP, LOC120421229|XP_039440362.1|CPIP, LOC120421222|XP_039440357.1|CPIP, LOC120421217|XP_039440353.1|CPIP, LOC120420298|XP_039439233.1|CPIP	LOC6625323|XP_002049089.1|DVIR, LOC6623768|XP_002047813.2|DVIR, LOC6623710|XP_002047812.1|DVIR
OG0000159	LOC120426870|XP_039447608.1|CPIP, LOC120426857|XP_039447594.1|CPIP	LOC6623061|XP_002047662.1|DVIR
OG0000159	LOC120427346|XP_039448136.1|CPIP, LOC120426856|XP_039447592.1|CPIP	LOC26531581|XP_032289971.1|DVIR, LOC6622688|XP_002048229.1|DVIR
OG0000160	LOC120414356|XP_039431452.1|CPIP, LOC120414349|XP_039431440.1|CPIP, LOC120423419|XP_039443156.1|CPIP, LOC120425039|XP_039445343.1|CPIP	LOC6630948|XP_002053938.1|DVIR, LOC6630855|XP_002053937.1|DVIR
OG0000162	LOC120415578|XP_039433095.1|CPIP, LOC120415543|XP_039433044.1|CPIP	LOC6628081|XP_002051165.1|DVIR, LOC26531809|XP_015028988.1|DVIR, LOC6635651|XP_002059197.1|DVIR
OG0000163	LOC120420834|XP_039439890.1|CPIP, LOC120430635|XP_039451664.1|CPIP, LOC120426085|XP_039446729.1|CPIP, LOC120426198|XP_039446839.1|CPIP, LOC120426197|XP_039446838.1|CPIP, LOC120425227|XP_039445594.1|CPIP, LOC120425228|XP_039445595.1|CPIP	LOC6629062|XP_002051606.1|DVIR, LOC6630526|XP_002054803.1|DVIR
OG0000165	LOC120432214|XP_039453308.1|CPIP	LOC6631307|XP_002055050.2|DVIR, LOC6632451|XP_002056513.2|DVIR
OG0000166	LOC120421911|XP_039441147.1|CPIP	LOC6625965|XP_002050959.2|DVIR
OG0000166	LOC120421910|XP_039441146.1|CPIP, LOC120421920|XP_039441154.1|CPIP, LOC120429810|XP_039450794.1|CPIP, LOC120429811|XP_039450795.1|CPIP	LOC6626384|XP_002050058.1|DVIR, LOC6626385|XP_032292428.1|DVIR
OG0000169	LOC120422343|XP_039441670.1|CPIP, LOC120422344|XP_039441671.1|CPIP	LOC6635007|XP_002058651.1|DVIR
OG0000169	LOC120422340|XP_039441668.1|CPIP	LOC6623321|XP_002048206.3|DVIR, LOC6635089|XP_002058419.1|DVIR
OG0000170	LOC120420663|XP_039439696.1|CPIP, LOC120419668|XP_039438366.1|CPIP, LOC120421939|XP_039441181.1|CPIP, LOC120421941|XP_039441183.1|CPIP	LOC6627500|XP_002052783.1|DVIR, LOC6627501|XP_002052784.1|DVIR
OG0000171	LOC120420966|XP_039440032.1|CPIP	LOC6634090|XP_002057510.3|DVIR
OG0000171	LOC120431005|XP_039452098.1|CPIP	LOC6636703|XP_002060176.2|DVIR
OG0000172	LOC120428396|XP_039449341.1|CPIP	LOC26531776|XP_032291441.1|DVIR, LOC6623137|XP_002046100.2|DVIR, LOC6634114|XP_032293821.1|DVIR, LOC26531600|XP_032294232.1|DVIR, LOC26531579|XP_032291437.1|DVIR, LOC6623100|XP_002046099.1|DVIR
OG0000173	LOC120423136|XP_039442749.1|CPIP, LOC120423124|XP_039442737.1|CPIP	LOC6625358|XP_002050230.1|DVIR, LOC6625360|XP_002050232.1|DVIR, LOC26531341|XP_015030314.1|DVIR, LOC6624947|XP_002050227.3|DVIR
OG0000174	LOC120419058|XP_039437565.1|CPIP, LOC120419067|XP_039437579.1|CPIP, LOC120419032|XP_039437525.1|CPIP	LOC6625558|XP_002048894.1|DVIR, LOC6627663|XP_002051103.1|DVIR, LOC6625969|XP_002050500.1|DVIR
OG0000175	LOC120424126|XP_039444103.1|CPIP	LOC6630589|XP_002053280.1|DVIR
OG0000175	LOC120423445|XP_039443196.1|CPIP, LOC120423450|XP_039443204.1|CPIP	LOC6630464|XP_015027450.1|DVIR, LOC6630465|XP_002053462.3|DVIR, LOC116649753|XP_032290680.1|DVIR, LOC116650632|XP_032290685.1|DVIR
OG0000177	LOC120425631|XP_039446148.1|CPIP	LOC6631752|XP_002055002.1|DVIR
OG0000177	LOC120428667|XP_039449649.1|CPIP	LOC6630905|XP_015026920.1|DVIR
OG0000178	LOC120420001|XP_039438828.1|CPIP	LOC6635592|XP_002059017.1|DVIR
OG0000179	LOC120428603|XP_039449560.1|CPIP, LOC120428602|XP_039449559.1|CPIP, LOC120428601|XP_039449558.1|CPIP, LOC120422930|XP_039442442.1|CPIP	LOC6625988|XP_032293143.1|DVIR, LOC6626070|XP_032293124.1|DVIR
OG0000179	LOC120422941|XP_039442456.1|CPIP	LOC6628569|XP_032293612.1|DVIR
OG0000181	LOC120417331|XP_039435251.1|CPIP, LOC120419696|XP_039438417.1|CPIP, LOC120419694|XP_039438416.1|CPIP, LOC120419693|XP_039438415.1|CPIP	LOC6629781|XP_002054743.1|DVIR
OG0000182	LOC120416502|XP_039434153.1|CPIP	LOC6632407|XP_002056622.1|DVIR, LOC6632408|XP_002056623.1|DVIR
OG0000182	LOC120422607|XP_039442031.1|CPIP	LOC6632406|XP_002056621.1|DVIR, LOC6632405|XP_002056620.1|DVIR
OG0000183	LOC120413491|XP_039430281.1|CPIP	LOC6636939|XP_002060388.2|DVIR, LOC6623592|XP_032290877.1|DVIR, LOC6632192|XP_002055647.3|DVIR, LOC6623437|XP_032291055.1|DVIR
OG0000184	LOC120427957|XP_039448845.1|CPIP, LOC120427965|XP_039448854.1|CPIP, LOC120427966|XP_039448855.1|CPIP, LOC120416862|XP_039434693.1|CPIP, LOC120416861|XP_039434691.1|CPIP	LOC6635619|XP_002059138.1|DVIR, LOC6635618|XP_032294720.1|DVIR
OG0000185	LOC120414876|XP_039432133.1|CPIP	LOC6624569|XP_002047651.2|DVIR, LOC6632994|XP_002056495.1|DVIR, LOC6636335|XP_002059934.1|DVIR
OG0000186	LOC120425279|XP_039445664.1|CPIP	LOC6631441|XP_002055679.1|DVIR, LOC6631440|XP_002055678.1|DVIR
OG0000188	LOC120414292|XP_039431393.1|CPIP, LOC120412485|XP_039428915.1|CPIP	LOC6632418|XP_002055799.2|DVIR, LOC6636688|XP_002060166.2|DVIR, LOC6636701|XP_002060174.1|DVIR
OG0000189	LOC120420553|XP_039439557.1|CPIP, LOC120431379|XP_039452446.1|CPIP	LOC6627642|XP_032293499.1|DVIR
OG0000189	LOC120414346|XP_039431435.1|CPIP	LOC6636083|XP_032295503.1|DVIR
OG0000190	LOC120431901|XP_039452967.1|CPIP	LOC6625036|XP_032293131.1|DVIR
OG0000190	LOC120422439|XP_039441807.1|CPIP	LOC6633473|XP_032296536.1|DVIR
OG0000191	LOC120413860|XP_039430755.1|CPIP, LOC120413849|XP_039430739.1|CPIP	LOC6635954|XP_032292237.1|DVIR, LOC6630014|XP_002053407.2|DVIR
OG0000192	LOC120428211|XP_039449122.1|CPIP, LOC120428210|XP_039449120.1|CPIP	LOC6632833|XP_002056341.1|DVIR, LOC6632834|XP_002056342.3|DVIR, LOC26530443|XP_015031598.1|DVIR, LOC6624470|XP_015031333.1|DVIR
OG0000193	LOC120416368|XP_039434037.1|CPIP, LOC120422237|XP_039441561.1|CPIP, LOC120431659|XP_039452698.1|CPIP	LOC6628580|XP_002051514.1|DVIR, LOC6622956|XP_032290772.1|DVIR
OG0000195	LOC120424550|XP_039444650.1|CPIP	LOC6632120|XP_002055258.2|DVIR, LOC6625148|XP_002049557.1|DVIR
OG0000196	LOC120412488|XP_039428916.1|CPIP	LOC6635719|XP_032294685.1|DVIR, LOC6635725|XP_002059162.2|DVIR
OG0000196	LOC120412489|XP_039428918.1|CPIP	LOC6635718|XP_032294682.1|DVIR
OG0000197	LOC120425939|XP_039446504.1|CPIP	LOC6633752|XP_015025605.1|DVIR
OG0000197	LOC120425935|XP_039446496.1|CPIP, LOC120425663|XP_039446178.1|CPIP	LOC6633759|XP_032296617.1|DVIR
OG0000197	LOC120425664|XP_039446183.1|CPIP	LOC6633761|XP_032296607.1|DVIR
OG0000200	LOC120432531|XP_039453692.1|CPIP	LOC6632553|XP_002056536.3|DVIR, LOC6634875|XP_002058604.1|DVIR
OG0000201	LOC120429145|XP_039450277.1|CPIP, LOC120431974|XP_039453046.1|CPIP, LOC120428824|XP_039449865.1|CPIP, LOC120428826|XP_039449867.1|CPIP, LOC120428823|XP_039449864.1|CPIP, LOC120428822|XP_039449863.1|CPIP, LOC120431975|XP_039453048.1|CPIP, LOC120413140|XP_039429781.1|CPIP	LOC6635093|XP_002058355.1|DVIR, LOC6635092|XP_002058354.1|DVIR
OG0000202	LOC120414329|XP_039431403.1|CPIP	LOC6630367|XP_002054903.1|DVIR
OG0000203	LOC120427917|XP_039448789.1|CPIP	LOC6625513|XP_002050095.1|DVIR, LOC6625223|XP_002050103.2|DVIR, LOC6625517|XP_032291583.1|DVIR, LOC6625222|XP_032291581.1|DVIR, LOC6625221|XP_032291580.1|DVIR, LOC6625516|XP_032291579.1|DVIR
OG0000205	LOC120416995|XP_039434868.1|CPIP, LOC120416164|XP_039433779.1|CPIP, LOC120416145|XP_039433756.1|CPIP, LOC120420158|XP_039439058.1|CPIP, LOC120419369|XP_039437972.1|CPIP, LOC120421438|XP_039440579.1|CPIP, LOC120423935|XP_039443853.1|CPIP, LOC120416166|XP_039433780.1|CPIP	LOC6631015|XP_002054291.1|DVIR, LOC6635104|XP_002058664.1|DVIR
OG0000206	LOC120417260|XP_039435150.1|CPIP	LOC6625254|XP_002048974.1|DVIR
OG0000206	LOC120417248|XP_039435140.1|CPIP	LOC6625255|XP_002048975.1|DVIR
OG0000207	LOC120428922|XP_039449997.1|CPIP, LOC120428923|XP_039449998.1|CPIP, LOC120431321|XP_039452389.1|CPIP, LOC120428927|XP_039450002.1|CPIP, LOC120427684|XP_039448503.1|CPIP	LOC6622261|XP_002048176.1|DVIR
OG0000210	LOC120419272|XP_039437866.1|CPIP, LOC120419258|XP_039437847.1|CPIP, LOC120419290|XP_039437890.1|CPIP, LOC120419287|XP_039437888.1|CPIP	LOC6625370|XP_002049066.2|DVIR, LOC6633805|XP_002057094.2|DVIR
OG0000211	LOC120423846|XP_039443727.1|CPIP	LOC6630249|XP_002053763.1|DVIR
OG0000212	LOC120430516|XP_039451550.1|CPIP	LOC6629143|XP_002052891.2|DVIR, LOC6635617|XP_015024480.1|DVIR
