Orthogroup	CPIP.longest_only	DSER.longest_only
OG0000082	LOC120417717|XP_039435802.1|CPIP, LOC120412752|XP_039429279.1|CPIP, LOC120412753|XP_039429280.1|CPIP, LOC120419465|XP_039438084.1|CPIP, LOC120419907|XP_039438710.1|CPIP, LOC120417732|XP_039435823.1|CPIP, LOC120413477|XP_039430262.1|CPIP, LOC120430123|XP_039451143.1|CPIP, LOC120414610|XP_039431767.1|CPIP	LOC110191132|XP_020817548.1|DSER, LOC110177382|XP_020799743.1|DSER, LOC110187734|XP_020812849.1|DSER, LOC110191363|XP_020817871.1|DSER
OG0000083	LOC120420972|XP_039440038.1|CPIP, LOC120420970|XP_039440036.1|CPIP	LOC110183381|XP_020807303.1|DSER, LOC110183898|XP_020807898.1|DSER, LOC110183901|XP_020807903.1|DSER, LOC110183902|XP_020807904.1|DSER, LOC110183364|XP_020807285.1|DSER
OG0000084	LOC120417385|XP_039435338.1|CPIP, LOC120417417|XP_039435394.1|CPIP, LOC120417391|XP_039435346.1|CPIP, LOC120421339|XP_039440455.1|CPIP, LOC120416554|XP_039434220.1|CPIP	LOC110178501|XP_020801310.1|DSER
OG0000084	LOC120424545|XP_039444643.1|CPIP, LOC120424544|XP_039444642.1|CPIP, LOC120422454|XP_039441832.1|CPIP, LOC120424528|XP_039444621.1|CPIP, LOC120424522|XP_039444615.1|CPIP, LOC120426597|XP_039447322.1|CPIP, LOC120424525|XP_039444619.1|CPIP, LOC120424523|XP_039444617.1|CPIP, LOC120424526|XP_039444620.1|CPIP, LOC120424524|XP_039444618.1|CPIP, LOC120423778|XP_039443631.1|CPIP	LOC110178514|XP_020801324.1|DSER
OG0000085	LOC120418894|XP_039437359.1|CPIP	LOC110182637|XP_020806367.1|DSER
OG0000086	LOC120419495|XP_039438120.1|CPIP	LOC110182850|XP_020806645.1|DSER
OG0000087	LOC120431959|XP_039453027.1|CPIP, LOC120424926|XP_039445151.1|CPIP, LOC120424893|XP_039445115.1|CPIP, LOC120431961|XP_039453029.1|CPIP, LOC120431960|XP_039453028.1|CPIP, LOC120424925|XP_039445150.1|CPIP, LOC120424892|XP_039445113.1|CPIP, LOC120424924|XP_039445149.1|CPIP, LOC120424889|XP_039445110.1|CPIP, LOC120425288|XP_039445674.1|CPIP	LOC110183207|XP_020807079.1|DSER
OG0000087	LOC120424910|XP_039445137.1|CPIP, LOC120424913|XP_039445140.1|CPIP	LOC110185908|XP_020810581.1|DSER, LOC110187344|XP_020812391.1|DSER
OG0000088	LOC120424171|XP_039444162.1|CPIP	LOC110189420|XP_020815137.1|DSER
OG0000089	LOC120414898|XP_039432159.1|CPIP	LOC110177136|XP_020799368.1|DSER
OG0000089	LOC120415074|XP_039432408.1|CPIP	LOC110188209|XP_020813497.1|DSER
OG0000089	LOC120419960|XP_039438755.1|CPIP, LOC120419983|XP_039438795.1|CPIP	LOC110190534|XP_020816740.1|DSER
OG0000090	LOC120421682|XP_039440847.1|CPIP, LOC120421690|XP_039440861.1|CPIP, LOC120426406|XP_039447096.1|CPIP, LOC120421699|XP_039440871.1|CPIP	LOC110191832|XP_020818460.1|DSER, LOC110190013|XP_020816009.1|DSER, LOC110189985|XP_020815933.1|DSER, LOC110178630|XP_020801475.1|DSER
OG0000091	LOC120425404|XP_039445863.1|CPIP	LOC110186300|XP_020811077.1|DSER
OG0000091	LOC120424933|XP_039445164.1|CPIP	LOC110183974|XP_020807988.1|DSER, LOC110187866|XP_020813010.1|DSER, LOC110187865|XP_020813009.1|DSER
OG0000093	LOC120423404|XP_039443137.1|CPIP	LOC110177009|XP_020799178.1|DSER
OG0000094	LOC120425648|XP_039446167.1|CPIP, LOC120425708|XP_039446241.1|CPIP, LOC120431494|XP_039452533.1|CPIP, LOC120425701|XP_039446230.1|CPIP, LOC120421037|XP_039440109.1|CPIP, LOC120421043|XP_039440120.1|CPIP, LOC120413857|XP_039430748.1|CPIP, LOC120421039|XP_039440116.1|CPIP, LOC120412371|XP_039428726.1|CPIP, LOC120412378|XP_039428738.1|CPIP, LOC120430436|XP_039451481.1|CPIP, LOC120423072|XP_039442676.1|CPIP, LOC120430435|XP_039451480.1|CPIP, LOC120430433|XP_039451478.1|CPIP, LOC120430651|XP_039451691.1|CPIP, LOC120421704|XP_039441223.1|CPIP, LOC120420801|XP_039440192.1|CPIP, LOC120424242|XP_039444239.1|CPIP	LOC110184690|XP_020808961.1|DSER, LOC110191394|XP_020817911.1|DSER, LOC110191395|XP_020817912.1|DSER
OG0000098	LOC120423046|XP_039442653.1|CPIP, LOC120423055|XP_039442660.1|CPIP	LOC110191273|XP_020817727.1|DSER
OG0000099	LOC120414418|XP_039431532.1|CPIP, LOC120414383|XP_039431492.1|CPIP, LOC120414382|XP_039431487.1|CPIP	LOC110180130|XP_020803432.1|DSER
OG0000101	LOC120427216|XP_039448015.1|CPIP	LOC110190009|XP_020815966.1|DSER, LOC110190010|XP_020815968.1|DSER, LOC110190014|XP_020815971.1|DSER, LOC110190012|XP_020815970.1|DSER, LOC110190011|XP_020815969.1|DSER, LOC110190008|XP_020815965.1|DSER, LOC110190179|XP_020816186.1|DSER
OG0000102	LOC120413414|XP_039430153.1|CPIP, LOC120413405|XP_039430144.1|CPIP, LOC120412910|XP_039429479.1|CPIP, LOC120413423|XP_039430169.1|CPIP, LOC120417857|XP_039436011.1|CPIP, LOC120413400|XP_039430134.1|CPIP, LOC120413398|XP_039430131.1|CPIP	LOC110177925|XP_020800564.1|DSER
OG0000102	LOC120432492|XP_039453640.1|CPIP	LOC110188958|XP_020814556.1|DSER
OG0000103	LOC120416536|XP_039434185.1|CPIP, LOC120417606|XP_039435649.1|CPIP, LOC120417607|XP_039435650.1|CPIP, LOC120417608|XP_039435652.1|CPIP, LOC120423255|XP_039442909.1|CPIP	LOC110190577|XP_020816824.1|DSER, LOC110185270|XP_020809675.1|DSER, LOC110185268|XP_020809674.1|DSER, LOC110191485|XP_020818009.1|DSER
OG0000104	LOC120412621|XP_039429106.1|CPIP, LOC120412646|XP_039429134.1|CPIP, LOC120412612|XP_039429095.1|CPIP	LOC110183736|XP_020807742.1|DSER, LOC110187637|XP_020812707.1|DSER, LOC110188277|XP_020813630.1|DSER
OG0000105	LOC120425216|XP_039445581.1|CPIP	LOC110185918|XP_020810590.1|DSER, LOC110177255|XP_020799565.1|DSER, LOC110177186|XP_020799440.1|DSER, LOC110177224|XP_020799504.1|DSER
OG0000109	LOC120423583|XP_039443376.1|CPIP, LOC120420353|XP_039439283.1|CPIP, LOC120420541|XP_039439548.1|CPIP, LOC120423553|XP_039443331.1|CPIP	LOC110183425|XP_020807363.1|DSER, LOC110183475|XP_020807414.1|DSER
OG0000109	LOC120423573|XP_039443364.1|CPIP, LOC120423521|XP_039443303.1|CPIP	LOC110183319|XP_020807224.1|DSER
OG0000110	LOC120432096|XP_039453165.1|CPIP	LOC110176728|XP_020798829.1|DSER, LOC110176727|XP_020798828.1|DSER, LOC110176715|XP_020798814.1|DSER, LOC110176729|XP_020798830.1|DSER
OG0000111	LOC120423942|XP_039443860.1|CPIP, LOC120415255|XP_039432655.1|CPIP, LOC120415261|XP_039432663.1|CPIP, LOC120415259|XP_039432661.1|CPIP, LOC120415241|XP_039432639.1|CPIP	LOC110180114|XP_020803416.1|DSER, LOC110176534|XP_020798578.1|DSER
OG0000112	LOC120420031|XP_039438866.1|CPIP, LOC120420702|XP_039439734.1|CPIP, LOC120420699|XP_039439730.1|CPIP	LOC110176021|XP_020797891.1|DSER, LOC110175993|XP_020797847.1|DSER
OG0000113	LOC120426589|XP_039447314.1|CPIP, LOC120417349|XP_039435285.1|CPIP	LOC110188760|XP_020814262.1|DSER
OG0000114	LOC120417802|XP_039435938.1|CPIP	LOC110183969|XP_020807983.1|DSER, LOC110179937|XP_020803194.1|DSER
OG0000114	LOC120420276|XP_039439211.1|CPIP	LOC110179936|XP_020803192.1|DSER, LOC110183970|XP_020807984.1|DSER
OG0000115	LOC120418432|XP_039436748.1|CPIP, LOC120413856|XP_039430747.1|CPIP, LOC120420195|XP_039439116.1|CPIP, LOC120417432|XP_039435407.1|CPIP, LOC120420918|XP_039439979.1|CPIP, LOC120425177|XP_039445545.1|CPIP, LOC120429183|XP_039450364.1|CPIP, LOC120420463|XP_039439420.1|CPIP, LOC120414256|XP_039431303.1|CPIP, LOC120414200|XP_039431218.1|CPIP, LOC120428063|XP_039448956.1|CPIP, LOC120430477|XP_039451508.1|CPIP, LOC120428760|XP_039449776.1|CPIP, LOC120428028|XP_039448933.1|CPIP, LOC120426210|XP_039446850.1|CPIP, LOC120420346|XP_039439274.1|CPIP, LOC120415113|XP_039432465.1|CPIP, LOC120423931|XP_039443847.1|CPIP, LOC120414755|XP_039432005.1|CPIP, LOC120414401|XP_039431512.1|CPIP, LOC120431575|XP_039452620.1|CPIP, LOC120428380|XP_039449313.1|CPIP, LOC120418427|XP_039436739.1|CPIP, LOC120413758|XP_039430627.1|CPIP, LOC120427286|XP_039448071.1|CPIP, LOC120417770|XP_039435862.1|CPIP, LOC120420418|XP_039439371.1|CPIP, LOC120431811|XP_039452865.1|CPIP, LOC120429605|XP_039450571.1|CPIP, LOC120428522|XP_039449485.1|CPIP, LOC120412872|XP_039429437.1|CPIP, LOC120422797|XP_039442272.1|CPIP, LOC120416572|XP_039434240.1|CPIP, LOC120431812|XP_039452866.1|CPIP, LOC120430478|XP_039451510.1|CPIP, LOC120428761|XP_039449777.1|CPIP, LOC120432361|XP_039453489.1|CPIP, LOC120431597|XP_039452638.1|CPIP, LOC120429079|XP_039450171.1|CPIP, LOC120428428|XP_039449371.1|CPIP, LOC120421400|XP_039440536.1|CPIP, LOC120419688|XP_039438408.1|CPIP, LOC120423147|XP_039442762.1|CPIP, LOC120428700|XP_039449707.1|CPIP	LOC110182509|XP_020806218.1|DSER
OG0000117	LOC120413999|XP_039430942.1|CPIP, LOC120414022|XP_039430973.1|CPIP	LOC110186010|XP_020810704.1|DSER, LOC110186011|XP_020810706.1|DSER, LOC110186013|XP_020810708.1|DSER, LOC110186015|XP_020810710.1|DSER
OG0000118	LOC120423433|XP_039443178.1|CPIP, LOC120423454|XP_039443210.1|CPIP, LOC120423455|XP_039443211.1|CPIP, LOC120432382|XP_039453509.1|CPIP	LOC110187377|XP_020812426.1|DSER, LOC110187376|XP_020812425.1|DSER, LOC110176919|XP_020799074.1|DSER, LOC110177243|XP_020799549.1|DSER, LOC110191782|XP_020818388.1|DSER, LOC110191765|XP_020818363.1|DSER
OG0000119	LOC120420559|XP_039439559.1|CPIP, LOC120426420|XP_039447112.1|CPIP, LOC120428772|XP_039449790.1|CPIP, LOC120420257|XP_039439187.1|CPIP, LOC120431980|XP_039453050.1|CPIP, LOC120423540|XP_039443321.1|CPIP	LOC110188592|XP_020814014.1|DSER, LOC110188608|XP_020814031.1|DSER, LOC110188489|XP_020813877.1|DSER, LOC110188600|XP_020814022.1|DSER
OG0000120	LOC120417029|XP_039434907.1|CPIP	LOC110178156|XP_020800849.1|DSER
OG0000120	LOC120419990|XP_039438806.1|CPIP	LOC110180259|XP_020803574.1|DSER
OG0000121	LOC120425384|XP_039445833.1|CPIP	LOC110176475|XP_020798493.1|DSER, LOC110184196|XP_020808286.1|DSER, LOC110176499|XP_020798532.1|DSER, LOC110176466|XP_020798484.1|DSER
OG0000122	LOC120432386|XP_039453515.1|CPIP, LOC120432365|XP_039453491.1|CPIP	LOC110182279|XP_020805957.1|DSER, LOC110176072|XP_020797952.1|DSER, LOC110180765|XP_020804107.1|DSER, LOC110179899|XP_020803155.1|DSER, LOC110187522|XP_020812577.1|DSER
OG0000123	LOC120414202|XP_039431221.1|CPIP, LOC120425309|XP_039445711.1|CPIP	LOC110176794|XP_020798893.1|DSER, LOC110187886|XP_020813030.1|DSER, LOC110191836|XP_020818461.1|DSER, LOC110191837|XP_020818462.1|DSER
OG0000124	LOC120432594|XP_039453766.1|CPIP	LOC110182095|XP_020805741.1|DSER, LOC110189631|XP_020815432.1|DSER, LOC110189563|XP_020815351.1|DSER, LOC110189632|XP_020815434.1|DSER
OG0000125	LOC120423344|XP_039443047.1|CPIP	LOC110178940|XP_020801897.1|DSER, LOC110186550|XP_020811413.1|DSER
OG0000125	LOC120424516|XP_039444604.1|CPIP	LOC110187741|XP_020812858.1|DSER
OG0000125	LOC120423353|XP_039443062.1|CPIP	LOC110181483|XP_020804899.1|DSER, LOC110181496|XP_020804927.1|DSER
OG0000126	LOC120415876|XP_039433448.1|CPIP, LOC120415877|XP_039433449.1|CPIP, LOC120429787|XP_039450781.1|CPIP, LOC120412720|XP_039429241.1|CPIP	LOC110176345|XP_020798336.1|DSER, LOC110178520|XP_020801338.1|DSER
OG0000127	LOC120415380|XP_039432838.1|CPIP	LOC110188545|XP_020813961.1|DSER, LOC110188623|XP_020814048.1|DSER, LOC110188540|XP_020813949.1|DSER, LOC110188560|XP_020813977.1|DSER
OG0000128	LOC120422626|XP_039442054.1|CPIP	LOC110179318|XP_020802466.1|DSER, LOC110181136|XP_020804467.1|DSER, LOC110180382|XP_020803708.1|DSER, LOC110181119|XP_020804449.1|DSER, LOC110181123|XP_020804454.1|DSER, LOC110181138|XP_020804468.1|DSER, LOC110181122|XP_020804453.1|DSER, LOC110181100|XP_020804430.1|DSER, LOC110181113|XP_020804443.1|DSER, LOC110181121|XP_020804452.1|DSER, LOC110181120|XP_020804450.1|DSER, LOC110181135|XP_020804466.1|DSER, LOC110188473|XP_020813862.1|DSER
OG0000129	LOC120414363|XP_039431459.1|CPIP	LOC110183494|XP_020807436.1|DSER, LOC110179824|XP_020803088.1|DSER, LOC110177643|XP_020800117.1|DSER, LOC110180998|XP_020804332.1|DSER, LOC110183493|XP_020807435.1|DSER
OG0000131	LOC120421833|XP_039441048.1|CPIP	LOC110187779|XP_020812906.1|DSER
OG0000132	LOC120429178|XP_039450325.1|CPIP, LOC120413573|XP_039430393.1|CPIP, LOC120423930|XP_039443846.1|CPIP, LOC120423949|XP_039443868.1|CPIP	LOC110187316|XP_020812364.1|DSER, LOC110187301|XP_020812347.1|DSER, LOC110188245|XP_020813568.1|DSER
OG0000134	LOC120419432|XP_039438078.1|CPIP	LOC110187719|XP_020812822.1|DSER
OG0000137	LOC120418758|XP_039437164.1|CPIP	LOC110178781|XP_020801686.1|DSER, LOC110191367|XP_020817876.1|DSER
OG0000137	LOC120413389|XP_039430119.1|CPIP, LOC120418020|XP_039436197.1|CPIP	LOC110178723|XP_020801587.1|DSER
OG0000139	LOC120416811|XP_039434620.1|CPIP	LOC110186087|XP_020810783.1|DSER, LOC110179173|XP_020802233.1|DSER, LOC110191620|XP_020818171.1|DSER, LOC110179769|XP_020803045.1|DSER
OG0000140	LOC120428692|XP_039449698.1|CPIP, LOC120428177|XP_039449092.1|CPIP, LOC120428415|XP_039449365.1|CPIP, LOC120428612|XP_039449580.1|CPIP, LOC120419315|XP_039437920.1|CPIP, LOC120422117|XP_039441420.1|CPIP, LOC120424472|XP_039444544.1|CPIP, LOC120425058|XP_039445365.1|CPIP, LOC120425057|XP_039445364.1|CPIP, LOC120425056|XP_039445362.1|CPIP, LOC120425070|XP_039445380.1|CPIP	LOC110186511|XP_020811367.1|DSER
OG0000141	LOC120421894|XP_039441123.1|CPIP	LOC110189919|XP_020815852.1|DSER, LOC110189883|XP_020815786.1|DSER, LOC110189884|XP_020815789.1|DSER, LOC110190145|XP_020816133.1|DSER
OG0000142	LOC120425952|XP_039446526.1|CPIP	LOC110186134|XP_020810839.1|DSER
OG0000142	LOC120415036|XP_039432338.1|CPIP	LOC110182175|XP_020805834.1|DSER
OG0000142	LOC120418059|XP_039436247.1|CPIP, LOC120419876|XP_039438671.1|CPIP	LOC110179073|XP_020802111.1|DSER
OG0000143	LOC120418513|XP_039436884.1|CPIP	LOC110185184|XP_020809560.1|DSER
OG0000143	LOC120426869|XP_039447607.1|CPIP, LOC120426880|XP_039447616.1|CPIP, LOC120415275|XP_039432682.1|CPIP, LOC120415068|XP_039432401.1|CPIP, LOC120422209|XP_039441530.1|CPIP, LOC120421102|XP_039440186.1|CPIP, LOC120421998|XP_039441246.1|CPIP, LOC120421075|XP_039440158.1|CPIP	LOC110185174|XP_020809551.1|DSER
OG0000144	LOC120426607|XP_039447334.1|CPIP	LOC110188342|XP_020813709.1|DSER
OG0000144	LOC120421600|XP_039440761.1|CPIP	LOC110191988|XP_020818678.1|DSER
OG0000144	LOC120430358|XP_039451394.1|CPIP, LOC120430767|XP_039451811.1|CPIP	LOC110182224|XP_020805911.1|DSER
OG0000145	LOC120427052|XP_039447817.1|CPIP, LOC120427063|XP_039447836.1|CPIP, LOC120427054|XP_039447818.1|CPIP	LOC110179043|XP_020802056.1|DSER, LOC110181169|XP_020804501.1|DSER, LOC110181174|XP_020804510.1|DSER
OG0000147	LOC120428306|XP_039449243.1|CPIP	LOC110183933|XP_020807956.1|DSER
OG0000147	LOC120422585|XP_039442007.1|CPIP, LOC120422553|XP_039441962.1|CPIP	LOC110176636|XP_020798723.1|DSER, LOC110176639|XP_020798725.1|DSER
OG0000148	LOC120416624|XP_039434363.1|CPIP, LOC120416616|XP_039434347.1|CPIP	LOC110176893|XP_020799037.1|DSER
OG0000148	LOC120415212|XP_039432602.1|CPIP	LOC110179865|XP_020803124.1|DSER, LOC110181419|XP_020804819.1|DSER
OG0000149	LOC120421800|XP_039441012.1|CPIP, LOC120421801|XP_039441013.1|CPIP, LOC120429303|XP_039450464.1|CPIP, LOC120419117|XP_039437646.1|CPIP, LOC120419086|XP_039437605.1|CPIP, LOC120429297|XP_039450460.1|CPIP, LOC120429300|XP_039450462.1|CPIP, LOC120429299|XP_039450461.1|CPIP, LOC120419092|XP_039437613.1|CPIP, LOC120419091|XP_039437612.1|CPIP, LOC120417152|XP_039435070.1|CPIP, LOC120415888|XP_039433463.1|CPIP, LOC120415961|XP_039433538.1|CPIP, LOC120417162|XP_039435077.1|CPIP, LOC120415958|XP_039433534.1|CPIP, LOC120417161|XP_039435076.1|CPIP	LOC110185060|XP_020809396.1|DSER, LOC110185012|XP_020809323.1|DSER, LOC110185018|XP_020809329.1|DSER, LOC110181929|XP_020805524.1|DSER
OG0000152	LOC120418953|XP_039437425.1|CPIP	LOC110177308|XP_020799632.1|DSER, LOC110188065|XP_020813274.1|DSER, LOC110177320|XP_020799653.1|DSER, LOC110177321|XP_020799654.1|DSER
OG0000153	LOC120423729|XP_039443572.1|CPIP, LOC120423703|XP_039443543.1|CPIP, LOC120423687|XP_039443517.1|CPIP, LOC120423696|XP_039443530.1|CPIP, LOC120423677|XP_039443507.1|CPIP	LOC110186807|XP_020811748.1|DSER, LOC110186339|XP_020811146.1|DSER, LOC110186409|XP_020811239.1|DSER, LOC110186408|XP_020811237.1|DSER, LOC110186574|XP_020811444.1|DSER
OG0000154	LOC120432363|XP_039453490.1|CPIP, LOC120432399|XP_039453529.1|CPIP, LOC120432395|XP_039453526.1|CPIP	LOC110190348|XP_020816412.1|DSER, LOC110190356|XP_020816425.1|DSER, LOC110176214|XP_020798148.1|DSER
OG0000155	LOC120429351|XP_039450478.1|CPIP, LOC120429288|XP_039450453.1|CPIP, LOC120429304|XP_039450466.1|CPIP, LOC120429335|XP_039450477.1|CPIP	LOC110176748|XP_020798855.1|DSER, LOC110176756|XP_020798866.1|DSER, LOC110176749|XP_020798856.1|DSER, LOC110176745|XP_020798847.1|DSER, LOC110176754|XP_020798859.1|DSER
OG0000156	LOC120418449|XP_039436805.1|CPIP	LOC110188057|XP_020813268.1|DSER
OG0000157	LOC120431753|XP_039452809.1|CPIP, LOC120431754|XP_039452810.1|CPIP, LOC120427391|XP_039448174.1|CPIP, LOC120427392|XP_039448175.1|CPIP, LOC120431755|XP_039452811.1|CPIP	LOC110189543|XP_020815334.1|DSER, LOC110189633|XP_020815436.1|DSER, LOC110189502|XP_020815266.1|DSER
OG0000158	LOC120421218|XP_039440354.1|CPIP, LOC120421229|XP_039440362.1|CPIP, LOC120421222|XP_039440357.1|CPIP, LOC120421217|XP_039440353.1|CPIP, LOC120420298|XP_039439233.1|CPIP	LOC110183284|XP_020807214.1|DSER, LOC110186831|XP_020811782.1|DSER, LOC110187526|XP_020812584.1|DSER
OG0000159	LOC120426870|XP_039447608.1|CPIP, LOC120426857|XP_039447594.1|CPIP	LOC110190352|XP_020816415.1|DSER
OG0000159	LOC120427346|XP_039448136.1|CPIP, LOC120426856|XP_039447592.1|CPIP	LOC110178894|XP_020801829.1|DSER, LOC110176281|XP_020798256.1|DSER
OG0000160	LOC120414356|XP_039431452.1|CPIP, LOC120414349|XP_039431440.1|CPIP, LOC120423419|XP_039443156.1|CPIP, LOC120425039|XP_039445343.1|CPIP	LOC110191143|XP_020817557.1|DSER, LOC110191151|XP_020817567.1|DSER
OG0000162	LOC120415578|XP_039433095.1|CPIP, LOC120415543|XP_039433044.1|CPIP	LOC110177490|XP_020799901.1|DSER, LOC110177487|XP_020799898.1|DSER, LOC110188832|XP_020814382.1|DSER, LOC110185099|XP_020809448.1|DSER, LOC110182360|XP_020806059.1|DSER
OG0000163	LOC120420834|XP_039439890.1|CPIP, LOC120430635|XP_039451664.1|CPIP, LOC120426085|XP_039446729.1|CPIP, LOC120426198|XP_039446839.1|CPIP, LOC120426197|XP_039446838.1|CPIP, LOC120425227|XP_039445594.1|CPIP, LOC120425228|XP_039445595.1|CPIP	LOC110185806|XP_020810470.1|DSER, LOC110184491|XP_020808704.1|DSER, LOC110181240|XP_020804604.1|DSER
OG0000165	LOC120432214|XP_039453308.1|CPIP	LOC110181676|XP_020805169.1|DSER
OG0000166	LOC120421911|XP_039441147.1|CPIP	LOC110179192|XP_020802264.1|DSER
OG0000166	LOC120421910|XP_039441146.1|CPIP, LOC120421920|XP_039441154.1|CPIP, LOC120429810|XP_039450794.1|CPIP, LOC120429811|XP_039450795.1|CPIP	LOC110179223|XP_020802319.1|DSER, LOC110179251|XP_020802368.1|DSER
OG0000169	LOC120422343|XP_039441670.1|CPIP, LOC120422344|XP_039441671.1|CPIP	LOC110191428|XP_020817946.1|DSER, LOC110191427|XP_020817945.1|DSER
OG0000169	LOC120422340|XP_039441668.1|CPIP	LOC110190646|XP_020816904.1|DSER, LOC110186514|XP_020811370.1|DSER
OG0000170	LOC120420663|XP_039439696.1|CPIP, LOC120419668|XP_039438366.1|CPIP, LOC120421939|XP_039441181.1|CPIP, LOC120421941|XP_039441183.1|CPIP	LOC110177068|XP_020799245.1|DSER, LOC110176923|XP_020799076.1|DSER, LOC110177035|XP_020799211.1|DSER
OG0000171	LOC120420966|XP_039440032.1|CPIP	LOC110186117|XP_020810825.1|DSER
OG0000171	LOC120431005|XP_039452098.1|CPIP	LOC110180113|XP_020803407.1|DSER
OG0000172	LOC120428396|XP_039449341.1|CPIP	LOC110182791|XP_020806578.1|DSER
OG0000173	LOC120423136|XP_039442749.1|CPIP, LOC120423124|XP_039442737.1|CPIP	LOC110178552|XP_020801382.1|DSER, LOC110177851|XP_020800459.1|DSER
OG0000174	LOC120419058|XP_039437565.1|CPIP, LOC120419067|XP_039437579.1|CPIP, LOC120419032|XP_039437525.1|CPIP	LOC110189591|XP_020815382.1|DSER, LOC110183803|XP_020807815.1|DSER, LOC110179236|XP_020802349.1|DSER
OG0000175	LOC120424126|XP_039444103.1|CPIP	LOC110191000|XP_020817373.1|DSER
OG0000175	LOC120423445|XP_039443196.1|CPIP, LOC120423450|XP_039443204.1|CPIP	LOC110176535|XP_020798575.1|DSER
OG0000177	LOC120425631|XP_039446148.1|CPIP	LOC110184247|XP_020808363.1|DSER
OG0000177	LOC120428667|XP_039449649.1|CPIP	LOC110176443|XP_020798451.1|DSER
OG0000178	LOC120420001|XP_039438828.1|CPIP	LOC110179635|XP_020802907.1|DSER
OG0000179	LOC120428603|XP_039449560.1|CPIP, LOC120428602|XP_039449559.1|CPIP, LOC120428601|XP_039449558.1|CPIP, LOC120422930|XP_039442442.1|CPIP	LOC110178294|XP_020801039.1|DSER, LOC110178325|XP_020801094.1|DSER
OG0000179	LOC120422941|XP_039442456.1|CPIP	LOC110185995|XP_020810682.1|DSER
OG0000181	LOC120417331|XP_039435251.1|CPIP, LOC120419696|XP_039438417.1|CPIP, LOC120419694|XP_039438416.1|CPIP, LOC120419693|XP_039438415.1|CPIP	LOC110177360|XP_020799712.1|DSER, LOC110186704|XP_020811636.1|DSER
OG0000182	LOC120416502|XP_039434153.1|CPIP	LOC110187646|XP_020812714.1|DSER
OG0000182	LOC120422607|XP_039442031.1|CPIP	LOC110187645|XP_020812713.1|DSER, LOC110187684|XP_020812774.1|DSER
OG0000183	LOC120413491|XP_039430281.1|CPIP	LOC110180536|XP_020803884.1|DSER, LOC110178778|XP_020801683.1|DSER, LOC110190803|XP_020817105.1|DSER
OG0000184	LOC120427957|XP_039448845.1|CPIP, LOC120427965|XP_039448854.1|CPIP, LOC120427966|XP_039448855.1|CPIP, LOC120416862|XP_039434693.1|CPIP, LOC120416861|XP_039434691.1|CPIP	LOC110182699|XP_020806454.1|DSER, LOC110182716|XP_020806474.1|DSER, LOC110182704|XP_020806459.1|DSER
OG0000185	LOC120414876|XP_039432133.1|CPIP	LOC110182950|XP_020806800.1|DSER, LOC110186903|XP_020811881.1|DSER, LOC110182951|XP_020806801.1|DSER
OG0000186	LOC120425279|XP_039445664.1|CPIP	LOC110185712|XP_020810389.1|DSER, LOC110181907|XP_020805500.1|DSER, LOC110185647|XP_020810264.1|DSER, LOC110181797|XP_020805338.1|DSER
OG0000188	LOC120414292|XP_039431393.1|CPIP, LOC120412485|XP_039428915.1|CPIP	LOC110191135|XP_020817546.1|DSER, LOC110190049|XP_020816013.1|DSER, LOC110179507|XP_020802743.1|DSER
OG0000189	LOC120420553|XP_039439557.1|CPIP, LOC120431379|XP_039452446.1|CPIP	LOC110185585|XP_020810176.1|DSER
OG0000189	LOC120414346|XP_039431435.1|CPIP	LOC110183080|XP_020806925.1|DSER
OG0000190	LOC120431901|XP_039452967.1|CPIP, LOC120423697|XP_039443526.1|CPIP	LOC110191400|XP_020817920.1|DSER
OG0000190	LOC120422439|XP_039441807.1|CPIP	LOC110182494|XP_020806199.1|DSER
OG0000191	LOC120413860|XP_039430755.1|CPIP, LOC120413849|XP_039430739.1|CPIP	LOC110189394|XP_020815103.1|DSER, LOC110189717|XP_020815566.1|DSER
OG0000192	LOC120428211|XP_039449122.1|CPIP, LOC120428210|XP_039449120.1|CPIP	LOC110186295|XP_020811069.1|DSER, LOC110191396|XP_020817913.1|DSER, LOC110191254|XP_020817693.1|DSER
OG0000193	LOC120416368|XP_039434037.1|CPIP, LOC120422237|XP_039441561.1|CPIP, LOC120431659|XP_039452698.1|CPIP	LOC110176928|XP_020799083.1|DSER, LOC110177045|XP_020799221.1|DSER, LOC110185338|XP_020809775.1|DSER
OG0000195	LOC120422322|XP_039441648.1|CPIP	LOC110178452|XP_020801245.1|DSER
OG0000195	LOC120424550|XP_039444650.1|CPIP	LOC110178201|XP_020800894.1|DSER, LOC110177859|XP_020800465.1|DSER
OG0000196	LOC120412488|XP_039428916.1|CPIP	LOC110184858|XP_020809158.1|DSER, LOC110184866|XP_020809171.1|DSER
OG0000196	LOC120412489|XP_039428918.1|CPIP	LOC110184873|XP_020809178.1|DSER
