Orthogroup	CPIP.longest_only	BTRY.longest_only
OG0000067	LOC120432651|XP_039453829.1|CPIP	LOC120772621|XP_039957270.1|BTRY, LOC120778613|XP_039966424.1|BTRY
OG0000068	LOC120412403|XP_039428799.1|CPIP, LOC120412410|XP_039428807.1|CPIP, LOC120412405|XP_039428802.1|CPIP, LOC120412404|XP_039428800.1|CPIP, LOC120417591|XP_039435637.1|CPIP, LOC120417584|XP_039435629.1|CPIP, LOC120417585|XP_039435630.1|CPIP, LOC120412539|XP_039428969.1|CPIP	LOC120776119|XP_039962576.1|BTRY
OG0000070	LOC120414155|XP_039431129.1|CPIP	LOC120775533|XP_039961688.1|BTRY, LOC120776028|XP_039962406.1|BTRY, LOC120774314|XP_039959783.1|BTRY, LOC120774316|XP_039959788.1|BTRY, LOC120774315|XP_039959784.1|BTRY, LOC120775922|XP_039962258.1|BTRY, LOC120774551|XP_039960215.1|BTRY
OG0000071	LOC120417372|XP_039435321.1|CPIP, LOC120425799|XP_039446344.1|CPIP	LOC120778566|XP_039966364.1|BTRY, LOC120778407|XP_039966125.1|BTRY
OG0000072	LOC120420739|XP_039439769.1|CPIP, LOC120412899|XP_039429465.1|CPIP, LOC120412897|XP_039429462.1|CPIP, LOC120419603|XP_039438279.1|CPIP, LOC120420422|XP_039439378.1|CPIP, LOC120420470|XP_039439437.1|CPIP, LOC120419611|XP_039438287.1|CPIP	LOC120771304|XP_039955172.1|BTRY, LOC120772988|XP_039957836.1|BTRY, LOC120771756|XP_039955872.1|BTRY
OG0000073	LOC120414900|XP_039432160.1|CPIP	LOC120770531|XP_039954016.1|BTRY
OG0000073	LOC120424938|XP_039445177.1|CPIP, LOC120424929|XP_039445153.1|CPIP	LOC120773570|XP_039958474.1|BTRY
OG0000073	LOC120418372|XP_039436675.1|CPIP	LOC120766419|XP_039947816.1|BTRY
OG0000074	LOC120428393|XP_039449334.1|CPIP, LOC120428412|XP_039449359.1|CPIP, LOC120428418|XP_039449364.1|CPIP, LOC120428413|XP_039449360.1|CPIP, LOC120423023|XP_039442600.1|CPIP, LOC120423018|XP_039442593.1|CPIP, LOC120423020|XP_039442594.1|CPIP, LOC120423021|XP_039442595.1|CPIP, LOC120423005|XP_039442562.1|CPIP, LOC120423030|XP_039442605.1|CPIP, LOC120428411|XP_039449358.1|CPIP, LOC120420019|XP_039438857.1|CPIP, LOC120428388|XP_039449320.1|CPIP, LOC120428410|XP_039449357.1|CPIP, LOC120428409|XP_039449356.1|CPIP, LOC120427610|XP_039448425.1|CPIP	LOC120778910|XP_039966891.1|BTRY, LOC120776970|XP_039963997.1|BTRY
OG0000076	LOC120414119|XP_039431083.1|CPIP	LOC120778972|XP_039966981.1|BTRY
OG0000076	LOC120419152|XP_039437732.1|CPIP	LOC120773985|XP_039959178.1|BTRY
OG0000077	LOC120428195|XP_039449110.1|CPIP	LOC120770520|XP_039953996.1|BTRY
OG0000077	LOC120425394|XP_039445844.1|CPIP	LOC120771294|XP_039955159.1|BTRY
OG0000077	LOC120420744|XP_039439774.1|CPIP	LOC120767550|XP_039949648.1|BTRY
OG0000078	LOC120426652|XP_039447380.1|CPIP, LOC120417056|XP_039434945.1|CPIP	LOC120776000|XP_039962366.1|BTRY, LOC120775042|XP_039960952.1|BTRY
OG0000080	LOC120419665|XP_039438362.1|CPIP, LOC120432076|XP_039453147.1|CPIP, LOC120431515|XP_039452549.1|CPIP, LOC120432086|XP_039453158.1|CPIP, LOC120431996|XP_039453065.1|CPIP	LOC120770830|XP_039954353.1|BTRY, LOC120772997|XP_039957842.1|BTRY, LOC120772996|XP_039957841.1|BTRY, LOC120772075|XP_039956403.1|BTRY, LOC120772172|XP_039956551.1|BTRY
OG0000081	LOC120416569|XP_039434237.1|CPIP, LOC120432552|XP_039453714.1|CPIP, LOC120432553|XP_039453716.1|CPIP	LOC120769098|XP_039951891.1|BTRY
OG0000082	LOC120417717|XP_039435802.1|CPIP, LOC120412752|XP_039429279.1|CPIP, LOC120412753|XP_039429280.1|CPIP, LOC120419465|XP_039438084.1|CPIP, LOC120419907|XP_039438710.1|CPIP, LOC120417732|XP_039435823.1|CPIP, LOC120413477|XP_039430262.1|CPIP, LOC120430123|XP_039451143.1|CPIP, LOC120414610|XP_039431767.1|CPIP	LOC120782787|XP_039971189.1|BTRY, LOC120766890|XP_039948574.1|BTRY, LOC120766889|XP_039948573.1|BTRY
OG0000083	LOC120420972|XP_039440038.1|CPIP, LOC120420970|XP_039440036.1|CPIP	LOC120768958|XP_039951686.1|BTRY, LOC120767865|XP_039950113.1|BTRY
OG0000084	LOC120431045|XP_039452131.1|CPIP	LOC120774147|XP_039959486.1|BTRY
OG0000084	LOC120417385|XP_039435338.1|CPIP, LOC120417417|XP_039435394.1|CPIP, LOC120417391|XP_039435346.1|CPIP, LOC120421339|XP_039440455.1|CPIP, LOC120416554|XP_039434220.1|CPIP	LOC120781256|XP_039969343.1|BTRY
OG0000084	LOC120424545|XP_039444643.1|CPIP, LOC120424544|XP_039444642.1|CPIP, LOC120422454|XP_039441832.1|CPIP, LOC120424528|XP_039444621.1|CPIP, LOC120424522|XP_039444615.1|CPIP, LOC120426597|XP_039447322.1|CPIP, LOC120424525|XP_039444619.1|CPIP, LOC120424523|XP_039444617.1|CPIP, LOC120424526|XP_039444620.1|CPIP, LOC120424524|XP_039444618.1|CPIP, LOC120423778|XP_039443631.1|CPIP	LOC120770047|XP_039953099.1|BTRY, LOC120768058|XP_039950510.1|BTRY, LOC120771201|XP_039955035.1|BTRY
OG0000085	LOC120419755|XP_039438513.1|CPIP	LOC120772591|XP_039957235.1|BTRY
OG0000085	LOC120418894|XP_039437359.1|CPIP	LOC120770283|XP_039953552.1|BTRY
OG0000086	LOC120419495|XP_039438120.1|CPIP	LOC120771042|XP_039954775.1|BTRY
OG0000087	LOC120431959|XP_039453027.1|CPIP, LOC120424926|XP_039445151.1|CPIP, LOC120424893|XP_039445115.1|CPIP, LOC120431961|XP_039453029.1|CPIP, LOC120431960|XP_039453028.1|CPIP, LOC120424925|XP_039445150.1|CPIP, LOC120424892|XP_039445113.1|CPIP, LOC120424924|XP_039445149.1|CPIP, LOC120424889|XP_039445110.1|CPIP, LOC120425288|XP_039445674.1|CPIP	LOC120768924|XP_039951637.1|BTRY
OG0000087	LOC120424910|XP_039445137.1|CPIP, LOC120424913|XP_039445140.1|CPIP	LOC120772709|XP_039957394.1|BTRY, LOC120772832|XP_039957572.1|BTRY, LOC120772784|XP_039957501.1|BTRY, LOC120770617|XP_039954153.1|BTRY, LOC120770000|XP_039953024.1|BTRY, LOC120772666|XP_039957334.1|BTRY, LOC120770619|XP_039954154.1|BTRY, LOC120769645|XP_039952684.1|BTRY, LOC120769435|XP_039952350.1|BTRY, LOC120769086|XP_039951880.1|BTRY
OG0000088	LOC120424171|XP_039444162.1|CPIP	LOC120773069|XP_039957940.1|BTRY
OG0000089	LOC120414898|XP_039432159.1|CPIP	LOC120766628|XP_039948178.1|BTRY
OG0000089	LOC120419960|XP_039438755.1|CPIP, LOC120419983|XP_039438795.1|CPIP	LOC120778537|XP_039966313.1|BTRY
OG0000090	LOC120421682|XP_039440847.1|CPIP, LOC120421690|XP_039440861.1|CPIP, LOC120426406|XP_039447096.1|CPIP, LOC120421699|XP_039440871.1|CPIP	LOC120771351|XP_039955235.1|BTRY, LOC120771989|XP_039956278.1|BTRY, LOC120772488|XP_039957068.1|BTRY, LOC120771988|XP_039956277.1|BTRY, LOC120771986|XP_039956274.1|BTRY, LOC120771987|XP_039956276.1|BTRY
OG0000091	LOC120425404|XP_039445863.1|CPIP	LOC120780252|XP_039968448.1|BTRY
OG0000091	LOC120424933|XP_039445164.1|CPIP	LOC120769362|XP_039952257.1|BTRY, LOC120773577|XP_039958502.1|BTRY, LOC120777245|XP_039964375.1|BTRY, LOC120766362|XP_039947726.1|BTRY
OG0000092	LOC120413009|XP_039429594.1|CPIP, LOC120413008|XP_039429592.1|CPIP	LOC120766302|XP_039947649.1|BTRY
OG0000093	LOC120423404|XP_039443137.1|CPIP	LOC120768178|XP_039950676.1|BTRY
OG0000094	LOC120425648|XP_039446167.1|CPIP, LOC120425708|XP_039446241.1|CPIP, LOC120431494|XP_039452533.1|CPIP, LOC120425701|XP_039446230.1|CPIP, LOC120421037|XP_039440109.1|CPIP, LOC120421043|XP_039440120.1|CPIP, LOC120413857|XP_039430748.1|CPIP, LOC120421039|XP_039440116.1|CPIP, LOC120412371|XP_039428726.1|CPIP, LOC120412378|XP_039428738.1|CPIP, LOC120430436|XP_039451481.1|CPIP, LOC120423072|XP_039442676.1|CPIP, LOC120430435|XP_039451480.1|CPIP, LOC120430433|XP_039451478.1|CPIP, LOC120430651|XP_039451691.1|CPIP, LOC120421704|XP_039441223.1|CPIP, LOC120420801|XP_039440192.1|CPIP, LOC120424242|XP_039444239.1|CPIP	LOC120772633|XP_039957290.1|BTRY, LOC120772634|XP_039957291.1|BTRY, LOC120781795|XP_039969955.1|BTRY, LOC120781757|XP_039969927.1|BTRY, LOC120781762|XP_039969932.1|BTRY, LOC120781776|XP_039969940.1|BTRY
OG0000099	LOC120414418|XP_039431532.1|CPIP, LOC120414383|XP_039431492.1|CPIP, LOC120414382|XP_039431487.1|CPIP	LOC120773645|XP_039958586.1|BTRY, LOC120773585|XP_039958507.1|BTRY
OG0000101	LOC120427216|XP_039448015.1|CPIP	LOC120776874|XP_039963866.1|BTRY, LOC120776871|XP_039963862.1|BTRY, LOC120776875|XP_039963867.1|BTRY, LOC120776632|XP_039963382.1|BTRY, LOC120776631|XP_039963381.1|BTRY
OG0000102	LOC120413414|XP_039430153.1|CPIP, LOC120413405|XP_039430144.1|CPIP, LOC120412910|XP_039429479.1|CPIP, LOC120413423|XP_039430169.1|CPIP, LOC120417857|XP_039436011.1|CPIP, LOC120413400|XP_039430134.1|CPIP, LOC120413398|XP_039430131.1|CPIP	LOC120770301|XP_039953601.1|BTRY, LOC120770302|XP_039953602.1|BTRY
OG0000102	LOC120432492|XP_039453640.1|CPIP	LOC120768179|XP_039950679.1|BTRY, LOC120768056|XP_039950507.1|BTRY, LOC120771676|XP_039955732.1|BTRY, LOC120777852|XP_039965328.1|BTRY
OG0000103	LOC120416536|XP_039434185.1|CPIP, LOC120417606|XP_039435649.1|CPIP, LOC120417607|XP_039435650.1|CPIP, LOC120417608|XP_039435652.1|CPIP, LOC120423255|XP_039442909.1|CPIP	LOC120777733|XP_039965157.1|BTRY, LOC120776555|XP_039963241.1|BTRY, LOC120771914|XP_039956135.1|BTRY, LOC120772128|XP_039956478.1|BTRY
OG0000104	LOC120412621|XP_039429106.1|CPIP, LOC120412646|XP_039429134.1|CPIP, LOC120412612|XP_039429095.1|CPIP	LOC120769260|XP_039952098.1|BTRY, LOC120766497|XP_039947982.1|BTRY, LOC120766343|XP_039947703.1|BTRY, LOC120778118|XP_039965756.1|BTRY, LOC120778612|XP_039966423.1|BTRY, LOC120778866|XP_039966836.1|BTRY, LOC120779052|XP_039967120.1|BTRY, LOC120778973|XP_039966995.1|BTRY
OG0000105	LOC120425216|XP_039445581.1|CPIP	LOC120782639|XP_039970941.1|BTRY, LOC120767012|XP_039948769.1|BTRY, LOC120782189|XP_039970265.1|BTRY
OG0000109	LOC120423573|XP_039443364.1|CPIP, LOC120423521|XP_039443303.1|CPIP	LOC120768593|XP_039951288.1|BTRY
OG0000110	LOC120432096|XP_039453165.1|CPIP	LOC120777572|XP_039964910.1|BTRY, LOC120778881|XP_039966858.1|BTRY, LOC120778906|XP_039966885.1|BTRY, LOC120777638|XP_039965025.1|BTRY
OG0000111	LOC120423942|XP_039443860.1|CPIP, LOC120415255|XP_039432655.1|CPIP, LOC120415261|XP_039432663.1|CPIP, LOC120415259|XP_039432661.1|CPIP, LOC120415241|XP_039432639.1|CPIP	LOC120771785|XP_039955913.1|BTRY, LOC120771525|XP_039955516.1|BTRY, LOC120771526|XP_039955517.1|BTRY, LOC120771524|XP_039955515.1|BTRY
OG0000112	LOC120420031|XP_039438866.1|CPIP, LOC120420702|XP_039439734.1|CPIP, LOC120420699|XP_039439730.1|CPIP	LOC120776060|XP_039962460.1|BTRY, LOC120773601|XP_039958533.1|BTRY, LOC120773600|XP_039958532.1|BTRY, LOC120773604|XP_039958538.1|BTRY, LOC120773603|XP_039958537.1|BTRY, LOC120773732|XP_039958723.1|BTRY
OG0000113	LOC120426589|XP_039447314.1|CPIP, LOC120417349|XP_039435285.1|CPIP	LOC120771011|XP_039954717.1|BTRY, LOC120782768|XP_039971165.1|BTRY
OG0000114	LOC120417802|XP_039435938.1|CPIP	LOC120767657|XP_039949763.1|BTRY, LOC120774073|XP_039959325.1|BTRY, LOC120767655|XP_039949762.1|BTRY
OG0000114	LOC120420276|XP_039439211.1|CPIP	LOC120767658|XP_039949764.1|BTRY
OG0000117	LOC120413999|XP_039430942.1|CPIP, LOC120414022|XP_039430973.1|CPIP	LOC120769109|XP_039951905.1|BTRY, LOC120769110|XP_039951906.1|BTRY, LOC120769113|XP_039951909.1|BTRY, LOC120769111|XP_039951907.1|BTRY
OG0000118	LOC120423433|XP_039443178.1|CPIP, LOC120423454|XP_039443210.1|CPIP, LOC120423455|XP_039443211.1|CPIP, LOC120432382|XP_039453509.1|CPIP	LOC120777410|XP_039964643.1|BTRY, LOC120774742|XP_039960431.1|BTRY
OG0000119	LOC120420559|XP_039439559.1|CPIP, LOC120426420|XP_039447112.1|CPIP, LOC120428772|XP_039449790.1|CPIP, LOC120420257|XP_039439187.1|CPIP, LOC120431980|XP_039453050.1|CPIP, LOC120423540|XP_039443321.1|CPIP	LOC120781461|XP_039969618.1|BTRY, LOC120779615|XP_039967898.1|BTRY, LOC120782241|XP_039970343.1|BTRY, LOC120772767|XP_039957513.1|BTRY, LOC120766714|XP_039948293.1|BTRY
OG0000120	LOC120417029|XP_039434907.1|CPIP	LOC120775661|XP_039961863.1|BTRY
OG0000120	LOC120419990|XP_039438806.1|CPIP	LOC120772192|XP_039956592.1|BTRY
OG0000121	LOC120425384|XP_039445833.1|CPIP	LOC120780196|XP_039968399.1|BTRY, LOC120780541|XP_039968740.1|BTRY, LOC120777121|XP_039964203.1|BTRY
OG0000122	LOC120432386|XP_039453515.1|CPIP, LOC120432365|XP_039453491.1|CPIP	LOC120768461|XP_039951097.1|BTRY, LOC120771261|XP_039955113.1|BTRY, LOC120767410|XP_039949386.1|BTRY
OG0000123	LOC120414202|XP_039431221.1|CPIP, LOC120425309|XP_039445711.1|CPIP	LOC120779679|XP_039968002.1|BTRY, LOC120779752|XP_039968092.1|BTRY
OG0000125	LOC120423344|XP_039443047.1|CPIP	LOC120779426|XP_039967569.1|BTRY
OG0000125	LOC120424516|XP_039444604.1|CPIP	LOC120770437|XP_039953842.1|BTRY
OG0000126	LOC120415876|XP_039433448.1|CPIP, LOC120415877|XP_039433449.1|CPIP, LOC120429787|XP_039450781.1|CPIP, LOC120412720|XP_039429241.1|CPIP	LOC120774136|XP_039959456.1|BTRY
OG0000127	LOC120415380|XP_039432838.1|CPIP	LOC120779597|XP_039967879.1|BTRY, LOC120779739|XP_039968050.1|BTRY
OG0000128	LOC120422626|XP_039442054.1|CPIP	LOC120772126|XP_039956474.1|BTRY, LOC120771684|XP_039955749.1|BTRY, LOC120770982|XP_039954658.1|BTRY, LOC120770983|XP_039954659.1|BTRY, LOC120770984|XP_039954660.1|BTRY
OG0000129	LOC120414363|XP_039431459.1|CPIP	LOC120775214|XP_039961211.1|BTRY, LOC120767577|XP_039949656.1|BTRY
OG0000131	LOC120430693|XP_039451736.1|CPIP, LOC120430355|XP_039451389.1|CPIP, LOC120420977|XP_039440043.1|CPIP, LOC120421283|XP_039440410.1|CPIP, LOC120420974|XP_039440041.1|CPIP, LOC120421282|XP_039440409.1|CPIP, LOC120420973|XP_039440040.1|CPIP, LOC120415516|XP_039433007.1|CPIP, LOC120427467|XP_039448271.1|CPIP, LOC120416286|XP_039433933.1|CPIP, LOC120430742|XP_039451783.1|CPIP, LOC120416278|XP_039433925.1|CPIP, LOC120417853|XP_039436006.1|CPIP, LOC120417864|XP_039436017.1|CPIP, LOC120416270|XP_039433907.1|CPIP, LOC120416269|XP_039433906.1|CPIP, LOC120430741|XP_039451782.1|CPIP, LOC120430743|XP_039451784.1|CPIP, LOC120416277|XP_039433924.1|CPIP, LOC120430746|XP_039451785.1|CPIP, LOC120430747|XP_039451786.1|CPIP, LOC120416283|XP_039433931.1|CPIP, LOC120415514|XP_039433005.1|CPIP, LOC120423581|XP_039443374.1|CPIP, LOC120423563|XP_039443347.1|CPIP, LOC120423564|XP_039443348.1|CPIP	LOC120777585|XP_039964937.1|BTRY, LOC120774653|XP_039960312.1|BTRY
OG0000131	LOC120421833|XP_039441048.1|CPIP	LOC120782179|XP_039970256.1|BTRY
OG0000132	LOC120429178|XP_039450325.1|CPIP, LOC120413573|XP_039430393.1|CPIP, LOC120423930|XP_039443846.1|CPIP, LOC120423949|XP_039443868.1|CPIP	LOC120767643|XP_039949749.1|BTRY, LOC120767644|XP_039949750.1|BTRY, LOC120768834|XP_039951523.1|BTRY
OG0000134	LOC120419432|XP_039438078.1|CPIP	LOC120774903|XP_039960709.1|BTRY
OG0000136	LOC120422506|XP_039441895.1|CPIP	LOC120781435|XP_039969589.1|BTRY
OG0000137	LOC120418758|XP_039437164.1|CPIP	LOC120776700|XP_039963518.1|BTRY, LOC120767078|XP_039948875.1|BTRY
OG0000137	LOC120413389|XP_039430119.1|CPIP, LOC120418020|XP_039436197.1|CPIP	LOC120776444|XP_039963035.1|BTRY
OG0000141	LOC120421894|XP_039441123.1|CPIP	LOC120778104|XP_039965740.1|BTRY, LOC120778105|XP_039965741.1|BTRY, LOC120778041|XP_039965650.1|BTRY
OG0000142	LOC120425952|XP_039446526.1|CPIP	LOC120777727|XP_039965152.1|BTRY
OG0000142	LOC120415036|XP_039432338.1|CPIP	LOC120780350|XP_039968576.1|BTRY
OG0000142	LOC120418059|XP_039436247.1|CPIP, LOC120419876|XP_039438671.1|CPIP	LOC120774337|XP_039959830.1|BTRY
OG0000143	LOC120418513|XP_039436884.1|CPIP	LOC120776475|XP_039963084.1|BTRY
OG0000144	LOC120426607|XP_039447334.1|CPIP	LOC120769364|XP_039952263.1|BTRY
OG0000144	LOC120421600|XP_039440761.1|CPIP	LOC120773797|XP_039958834.1|BTRY
OG0000144	LOC120430358|XP_039451394.1|CPIP, LOC120430767|XP_039451811.1|CPIP	LOC120768115|XP_039950597.1|BTRY
OG0000145	LOC120427052|XP_039447817.1|CPIP, LOC120427063|XP_039447836.1|CPIP, LOC120427054|XP_039447818.1|CPIP	LOC120774460|XP_039960049.1|BTRY, LOC120767329|XP_039949207.1|BTRY, LOC120767331|XP_039949208.1|BTRY, LOC120767332|XP_039949209.1|BTRY
OG0000147	LOC120428306|XP_039449243.1|CPIP	LOC120769426|XP_039952342.1|BTRY
OG0000147	LOC120422585|XP_039442007.1|CPIP, LOC120422553|XP_039441962.1|CPIP	LOC120771570|XP_039955573.1|BTRY, LOC120771587|XP_039955596.1|BTRY
OG0000147	LOC120422539|XP_039441937.1|CPIP	LOC120771578|XP_039955585.1|BTRY
OG0000148	LOC120416624|XP_039434363.1|CPIP, LOC120416616|XP_039434347.1|CPIP	LOC120767846|XP_039950077.1|BTRY
OG0000149	LOC120421800|XP_039441012.1|CPIP, LOC120421801|XP_039441013.1|CPIP, LOC120429303|XP_039450464.1|CPIP, LOC120419117|XP_039437646.1|CPIP, LOC120419086|XP_039437605.1|CPIP, LOC120429297|XP_039450460.1|CPIP, LOC120429300|XP_039450462.1|CPIP, LOC120429299|XP_039450461.1|CPIP, LOC120419092|XP_039437613.1|CPIP, LOC120419091|XP_039437612.1|CPIP, LOC120417152|XP_039435070.1|CPIP, LOC120415888|XP_039433463.1|CPIP, LOC120415961|XP_039433538.1|CPIP, LOC120417162|XP_039435077.1|CPIP, LOC120415958|XP_039433534.1|CPIP, LOC120417161|XP_039435076.1|CPIP	LOC120774421|XP_039959984.1|BTRY, LOC120774650|XP_039960308.1|BTRY
OG0000152	LOC120418953|XP_039437425.1|CPIP	LOC120780845|XP_039969021.1|BTRY
OG0000153	LOC120423729|XP_039443572.1|CPIP, LOC120423703|XP_039443543.1|CPIP, LOC120423687|XP_039443517.1|CPIP, LOC120423696|XP_039443530.1|CPIP, LOC120423677|XP_039443507.1|CPIP	LOC120778419|XP_039966138.1|BTRY, LOC120779362|XP_039967493.1|BTRY, LOC120766754|XP_039948361.1|BTRY
OG0000154	LOC120432363|XP_039453490.1|CPIP, LOC120432399|XP_039453529.1|CPIP, LOC120432395|XP_039453526.1|CPIP	LOC120772834|XP_039957574.1|BTRY, LOC120781967|XP_039970078.1|BTRY, LOC120769548|XP_039952531.1|BTRY, LOC120769219|XP_039952049.1|BTRY, LOC120770124|XP_039953238.1|BTRY
OG0000155	LOC120429351|XP_039450478.1|CPIP, LOC120429288|XP_039450453.1|CPIP, LOC120429304|XP_039450466.1|CPIP, LOC120429335|XP_039450477.1|CPIP	LOC120778597|XP_039966404.1|BTRY, LOC120778577|XP_039966374.1|BTRY, LOC120776977|XP_039964008.1|BTRY
OG0000156	LOC120418449|XP_039436805.1|CPIP	LOC120781740|XP_039969907.1|BTRY
OG0000156	LOC120413387|XP_039430118.1|CPIP, LOC120421917|XP_039441152.1|CPIP, LOC120428559|XP_039449521.1|CPIP	LOC120780005|XP_039968224.1|BTRY
OG0000156	LOC120422101|XP_039441388.1|CPIP	LOC120776770|XP_039963670.1|BTRY
OG0000156	LOC120429218|XP_039450370.1|CPIP	LOC120769572|XP_039952562.1|BTRY
OG0000157	LOC120431753|XP_039452809.1|CPIP, LOC120431754|XP_039452810.1|CPIP, LOC120427391|XP_039448174.1|CPIP, LOC120427392|XP_039448175.1|CPIP, LOC120431755|XP_039452811.1|CPIP	LOC120771441|XP_039955380.1|BTRY, LOC120772567|XP_039957188.1|BTRY
OG0000158	LOC120421218|XP_039440354.1|CPIP, LOC120421229|XP_039440362.1|CPIP, LOC120421222|XP_039440357.1|CPIP, LOC120421217|XP_039440353.1|CPIP, LOC120420298|XP_039439233.1|CPIP	LOC120778802|XP_039966738.1|BTRY, LOC120778186|XP_039965856.1|BTRY
OG0000159	LOC120426870|XP_039447608.1|CPIP, LOC120426857|XP_039447594.1|CPIP	LOC120777699|XP_039965108.1|BTRY
OG0000159	LOC120427346|XP_039448136.1|CPIP, LOC120426856|XP_039447592.1|CPIP	LOC120777576|XP_039964918.1|BTRY, LOC120776720|XP_039963559.1|BTRY
OG0000160	LOC120414356|XP_039431452.1|CPIP, LOC120414349|XP_039431440.1|CPIP, LOC120423419|XP_039443156.1|CPIP, LOC120425039|XP_039445343.1|CPIP	LOC120766240|XP_039947556.1|BTRY, LOC120766239|XP_039947555.1|BTRY
OG0000161	LOC120423394|XP_039443117.1|CPIP	LOC120779202|XP_039967408.1|BTRY
OG0000162	LOC120415578|XP_039433095.1|CPIP, LOC120415543|XP_039433044.1|CPIP	LOC120770752|XP_039954273.1|BTRY, LOC120767364|XP_039949270.1|BTRY
OG0000163	LOC120420834|XP_039439890.1|CPIP, LOC120430635|XP_039451664.1|CPIP, LOC120426085|XP_039446729.1|CPIP, LOC120426198|XP_039446839.1|CPIP, LOC120426197|XP_039446838.1|CPIP, LOC120425227|XP_039445594.1|CPIP, LOC120425228|XP_039445595.1|CPIP	LOC120779181|XP_039967359.1|BTRY, LOC120779180|XP_039967358.1|BTRY, LOC120768111|XP_039950592.1|BTRY
OG0000164	LOC120416759|XP_039434526.1|CPIP	LOC120770077|XP_039953153.1|BTRY, LOC120772817|XP_039957542.1|BTRY
OG0000165	LOC120432214|XP_039453308.1|CPIP	LOC120774127|XP_039959433.1|BTRY
OG0000166	LOC120421911|XP_039441147.1|CPIP	LOC120767345|XP_039949237.1|BTRY
OG0000169	LOC120422343|XP_039441670.1|CPIP, LOC120422344|XP_039441671.1|CPIP	LOC120766587|XP_039948125.1|BTRY
OG0000169	LOC120422340|XP_039441668.1|CPIP	LOC120769318|XP_039952204.1|BTRY
OG0000170	LOC120420663|XP_039439696.1|CPIP, LOC120419668|XP_039438366.1|CPIP, LOC120421939|XP_039441181.1|CPIP, LOC120421941|XP_039441183.1|CPIP	LOC120767715|XP_039949846.1|BTRY
OG0000171	LOC120420966|XP_039440032.1|CPIP	LOC120767977|XP_039950322.1|BTRY
OG0000171	LOC120431005|XP_039452098.1|CPIP	LOC120773413|XP_039958216.1|BTRY
OG0000172	LOC120428396|XP_039449341.1|CPIP	LOC120776604|XP_039963324.1|BTRY
OG0000173	LOC120423141|XP_039442758.1|CPIP	LOC120776095|XP_039962512.1|BTRY, LOC120774770|XP_039960477.1|BTRY
OG0000173	LOC120423136|XP_039442749.1|CPIP, LOC120423124|XP_039442737.1|CPIP	LOC120772884|XP_039957670.1|BTRY, LOC120773101|XP_039958006.1|BTRY, LOC120771542|XP_039955532.1|BTRY, LOC120771540|XP_039955529.1|BTRY
OG0000174	LOC120419058|XP_039437565.1|CPIP, LOC120419067|XP_039437579.1|CPIP, LOC120419032|XP_039437525.1|CPIP	LOC120777895|XP_039965400.1|BTRY, LOC120771256|XP_039955107.1|BTRY, LOC120770120|XP_039953233.1|BTRY
OG0000175	LOC120424126|XP_039444103.1|CPIP	LOC120766532|XP_039948037.1|BTRY
OG0000175	LOC120423445|XP_039443196.1|CPIP, LOC120423450|XP_039443204.1|CPIP	LOC120776096|XP_039962518.1|BTRY, LOC120776103|XP_039962530.1|BTRY
OG0000177	LOC120425631|XP_039446148.1|CPIP	LOC120776080|XP_039962483.1|BTRY
OG0000177	LOC120428667|XP_039449649.1|CPIP	LOC120775458|XP_039961580.1|BTRY
OG0000178	LOC120420001|XP_039438828.1|CPIP	LOC120775217|XP_039961219.1|BTRY
OG0000178	LOC120420675|XP_039439707.1|CPIP, LOC120420677|XP_039439709.1|CPIP, LOC120420654|XP_039439672.1|CPIP, LOC120420660|XP_039439688.1|CPIP, LOC120420659|XP_039439687.1|CPIP	LOC120770276|XP_039953524.1|BTRY, LOC120770275|XP_039953523.1|BTRY, LOC120770274|XP_039953522.1|BTRY, LOC120770268|XP_039953516.1|BTRY, LOC120770273|XP_039953520.1|BTRY, LOC120770272|XP_039953519.1|BTRY, LOC120770269|XP_039953517.1|BTRY, LOC120770277|XP_039953525.1|BTRY, LOC120779296|XP_039967443.1|BTRY, LOC120770271|XP_039953518.1|BTRY
OG0000179	LOC120428603|XP_039449560.1|CPIP, LOC120428602|XP_039449559.1|CPIP, LOC120428601|XP_039449558.1|CPIP, LOC120422930|XP_039442442.1|CPIP	LOC120771923|XP_039956148.1|BTRY, LOC120772290|XP_039956734.1|BTRY
OG0000179	LOC120422941|XP_039442456.1|CPIP	LOC120770495|XP_039953948.1|BTRY
OG0000181	LOC120417331|XP_039435251.1|CPIP, LOC120419696|XP_039438417.1|CPIP, LOC120419694|XP_039438416.1|CPIP, LOC120419693|XP_039438415.1|CPIP	LOC120771514|XP_039955506.1|BTRY, LOC120777160|XP_039964241.1|BTRY
OG0000182	LOC120416502|XP_039434153.1|CPIP	LOC120766634|XP_039948186.1|BTRY, LOC120766685|XP_039948264.1|BTRY
OG0000182	LOC120422607|XP_039442031.1|CPIP	LOC120779196|XP_039967400.1|BTRY, LOC120779187|XP_039967387.1|BTRY
OG0000183	LOC120413491|XP_039430281.1|CPIP	LOC120777123|XP_039964200.1|BTRY, LOC120769501|XP_039952467.1|BTRY
