Orthogroup	CPIP.longest_only	DSUB.longest_only
OG0000094	LOC120425648|XP_039446167.1|CPIP, LOC120425708|XP_039446241.1|CPIP, LOC120431494|XP_039452533.1|CPIP, LOC120425701|XP_039446230.1|CPIP, LOC120421037|XP_039440109.1|CPIP, LOC120421043|XP_039440120.1|CPIP, LOC120413857|XP_039430748.1|CPIP, LOC120421039|XP_039440116.1|CPIP, LOC120412371|XP_039428726.1|CPIP, LOC120412378|XP_039428738.1|CPIP, LOC120430436|XP_039451481.1|CPIP, LOC120423072|XP_039442676.1|CPIP, LOC120430435|XP_039451480.1|CPIP, LOC120430433|XP_039451478.1|CPIP, LOC120430651|XP_039451691.1|CPIP, LOC120421704|XP_039441223.1|CPIP, LOC120420801|XP_039440192.1|CPIP, LOC120424242|XP_039444239.1|CPIP	LOC117893841|XP_034656498.1|DSUB, LOC117896040|XP_034659940.1|DSUB
OG0000098	LOC120423046|XP_039442653.1|CPIP, LOC120423055|XP_039442660.1|CPIP	LOC117898582|XP_034664015.1|DSUB
OG0000099	LOC120414418|XP_039431532.1|CPIP, LOC120414383|XP_039431492.1|CPIP, LOC120414382|XP_039431487.1|CPIP	LOC117891933|XP_034653664.1|DSUB
OG0000101	LOC120427216|XP_039448015.1|CPIP	LOC117895429|XP_034658961.1|DSUB, LOC117895432|XP_034658973.1|DSUB, LOC117895188|XP_034658556.1|DSUB, LOC117893149|XP_034655501.1|DSUB, LOC117893148|XP_034655500.1|DSUB
OG0000102	LOC120413414|XP_039430153.1|CPIP, LOC120413405|XP_039430144.1|CPIP, LOC120412910|XP_039429479.1|CPIP, LOC120413423|XP_039430169.1|CPIP, LOC120417857|XP_039436011.1|CPIP, LOC120413400|XP_039430134.1|CPIP, LOC120413398|XP_039430131.1|CPIP	LOC117891856|XP_034653505.1|DSUB
OG0000102	LOC120432492|XP_039453640.1|CPIP	LOC117890056|XP_034650578.1|DSUB
OG0000103	LOC120416536|XP_039434185.1|CPIP, LOC120417606|XP_039435649.1|CPIP, LOC120417607|XP_039435650.1|CPIP, LOC120417608|XP_039435652.1|CPIP, LOC120423255|XP_039442909.1|CPIP	LOC117894294|XP_034657145.1|DSUB, LOC117893174|XP_034655541.1|DSUB, LOC117895790|XP_034659583.1|DSUB, LOC117891545|XP_034652951.1|DSUB
OG0000104	LOC120412621|XP_039429106.1|CPIP, LOC120412646|XP_039429134.1|CPIP, LOC120412612|XP_039429095.1|CPIP	LOC117901076|XP_034667579.1|DSUB, LOC117894809|XP_034657935.1|DSUB
OG0000105	LOC120425216|XP_039445581.1|CPIP	LOC117898284|XP_034663430.1|DSUB, LOC117898760|XP_034664276.1|DSUB, LOC117898251|XP_034663389.1|DSUB, LOC117898250|XP_034663388.1|DSUB
OG0000109	LOC120423583|XP_039443376.1|CPIP, LOC120420353|XP_039439283.1|CPIP, LOC120420541|XP_039439548.1|CPIP, LOC120423553|XP_039443331.1|CPIP	LOC117897295|XP_034661930.1|DSUB
OG0000109	LOC120423573|XP_039443364.1|CPIP, LOC120423521|XP_039443303.1|CPIP	LOC117901646|XP_034668372.1|DSUB
OG0000110	LOC120432096|XP_039453165.1|CPIP	LOC117895604|XP_034659243.1|DSUB, LOC117895606|XP_034659245.1|DSUB, LOC117895605|XP_034659244.1|DSUB, LOC117895607|XP_034659246.1|DSUB
OG0000111	LOC120423942|XP_039443860.1|CPIP, LOC120415255|XP_039432655.1|CPIP, LOC120415261|XP_039432663.1|CPIP, LOC120415259|XP_039432661.1|CPIP, LOC120415241|XP_039432639.1|CPIP	LOC117890933|XP_034651959.1|DSUB, LOC117890150|XP_034650731.1|DSUB, LOC117890935|XP_034651960.1|DSUB
OG0000112	LOC120420031|XP_039438866.1|CPIP, LOC120420702|XP_039439734.1|CPIP, LOC120420699|XP_039439730.1|CPIP	LOC117903430|XP_034671344.1|DSUB, LOC117902763|XP_034670250.1|DSUB
OG0000113	LOC120426589|XP_039447314.1|CPIP, LOC120417349|XP_039435285.1|CPIP	LOC117897174|XP_034661763.1|DSUB, LOC117897177|XP_034661767.1|DSUB
OG0000114	LOC120417802|XP_039435938.1|CPIP	LOC117902139|XP_034669166.1|DSUB
OG0000114	LOC120420276|XP_039439211.1|CPIP	LOC117902140|XP_034669167.1|DSUB
OG0000117	LOC120413999|XP_039430942.1|CPIP, LOC120414022|XP_039430973.1|CPIP	LOC117902128|XP_034669147.1|DSUB, LOC117902129|XP_034669148.1|DSUB, LOC117902130|XP_034669149.1|DSUB, LOC117902132|XP_034669152.1|DSUB
OG0000118	LOC120423433|XP_039443178.1|CPIP, LOC120423454|XP_039443210.1|CPIP, LOC120423455|XP_039443211.1|CPIP, LOC120432382|XP_039453509.1|CPIP	LOC117901945|XP_034668808.1|DSUB, LOC117903909|XP_034672306.1|DSUB
OG0000119	LOC120420559|XP_039439559.1|CPIP, LOC120426420|XP_039447112.1|CPIP, LOC120428772|XP_039449790.1|CPIP, LOC120420257|XP_039439187.1|CPIP, LOC120431980|XP_039453050.1|CPIP, LOC120423540|XP_039443321.1|CPIP	LOC117897103|XP_034661639.1|DSUB, LOC117896957|XP_034661393.1|DSUB, LOC117896767|XP_034661133.1|DSUB
OG0000120	LOC120417029|XP_039434907.1|CPIP	LOC117889781|XP_034650140.1|DSUB
OG0000120	LOC120419990|XP_039438806.1|CPIP	LOC117890793|XP_034651759.1|DSUB
OG0000121	LOC120425384|XP_039445833.1|CPIP	LOC117899076|XP_034664737.1|DSUB, LOC117899077|XP_034664738.1|DSUB, LOC117897123|XP_034661670.1|DSUB, LOC117897204|XP_034661798.1|DSUB, LOC117897203|XP_034661797.1|DSUB
OG0000122	LOC120432386|XP_039453515.1|CPIP, LOC120432365|XP_039453491.1|CPIP	LOC117901107|XP_034667631.1|DSUB, LOC117903442|XP_034671364.1|DSUB, LOC117890920|XP_034651941.1|DSUB, LOC117900850|XP_034667261.1|DSUB
OG0000123	LOC120414202|XP_039431221.1|CPIP, LOC120425309|XP_039445711.1|CPIP	LOC117898288|XP_034663435.1|DSUB, LOC117898289|XP_034663436.1|DSUB
OG0000124	LOC120432594|XP_039453766.1|CPIP	LOC117891609|XP_034653033.1|DSUB, LOC117891035|XP_034652093.1|DSUB, LOC117891034|XP_034652092.1|DSUB, LOC117892669|XP_034654949.1|DSUB
OG0000125	LOC120423344|XP_039443047.1|CPIP	LOC117896898|XP_034661322.1|DSUB
OG0000125	LOC120424516|XP_039444604.1|CPIP	LOC117897758|XP_034662692.1|DSUB
OG0000125	LOC120423353|XP_039443062.1|CPIP	LOC117889864|XP_034650261.1|DSUB
OG0000127	LOC120415380|XP_039432838.1|CPIP	LOC117899404|XP_034665281.1|DSUB, LOC117899406|XP_034665283.1|DSUB, LOC117899403|XP_034665280.1|DSUB, LOC117898149|XP_034663239.1|DSUB
OG0000128	LOC120422626|XP_039442054.1|CPIP	LOC117892245|XP_034654249.1|DSUB, LOC117892247|XP_034654250.1|DSUB
OG0000129	LOC120414363|XP_039431459.1|CPIP	LOC117893897|XP_034656603.1|DSUB, LOC117893675|XP_034656254.1|DSUB, LOC117901205|XP_034667750.1|DSUB
OG0000131	LOC120421833|XP_039441048.1|CPIP	LOC117898539|XP_034663904.1|DSUB
OG0000132	LOC120429178|XP_039450325.1|CPIP, LOC120413573|XP_039430393.1|CPIP, LOC120423930|XP_039443846.1|CPIP, LOC120423949|XP_039443868.1|CPIP	LOC117900438|XP_034666699.1|DSUB, LOC117900435|XP_034666695.1|DSUB, LOC117896761|XP_034661126.1|DSUB
OG0000134	LOC120419432|XP_039438078.1|CPIP	LOC117896539|XP_034660813.1|DSUB
OG0000137	LOC120418758|XP_039437164.1|CPIP	LOC117898920|XP_034664521.1|DSUB
OG0000137	LOC120413389|XP_039430119.1|CPIP, LOC120418020|XP_039436197.1|CPIP	LOC117893964|XP_034656656.1|DSUB
OG0000139	LOC120416811|XP_039434620.1|CPIP	LOC117900774|XP_034667146.1|DSUB, LOC117901330|XP_034667930.1|DSUB, LOC117902366|XP_034669572.1|DSUB
OG0000140	LOC120428692|XP_039449698.1|CPIP, LOC120428177|XP_039449092.1|CPIP, LOC120428415|XP_039449365.1|CPIP, LOC120428612|XP_039449580.1|CPIP, LOC120419315|XP_039437920.1|CPIP, LOC120422117|XP_039441420.1|CPIP, LOC120424472|XP_039444544.1|CPIP, LOC120425058|XP_039445365.1|CPIP, LOC120425057|XP_039445364.1|CPIP, LOC120425056|XP_039445362.1|CPIP, LOC120425070|XP_039445380.1|CPIP	LOC117898015|XP_034663034.1|DSUB, LOC117890756|XP_034651707.1|DSUB
OG0000141	LOC120421894|XP_039441123.1|CPIP	LOC117895145|XP_034658465.1|DSUB, LOC117895146|XP_034658469.1|DSUB, LOC117895143|XP_034658460.1|DSUB, LOC117895147|XP_034658471.1|DSUB
OG0000142	LOC120425952|XP_039446526.1|CPIP	LOC117897016|XP_034661478.1|DSUB
OG0000142	LOC120415036|XP_039432338.1|CPIP	LOC117899539|XP_034665507.1|DSUB
OG0000142	LOC120418059|XP_039436247.1|CPIP, LOC120419876|XP_039438671.1|CPIP	LOC117889604|XP_034649912.1|DSUB
OG0000143	LOC120418513|XP_039436884.1|CPIP	LOC117895094|XP_034658382.1|DSUB
OG0000143	LOC120426869|XP_039447607.1|CPIP, LOC120426880|XP_039447616.1|CPIP, LOC120415275|XP_039432682.1|CPIP, LOC120415068|XP_039432401.1|CPIP, LOC120422209|XP_039441530.1|CPIP, LOC120421102|XP_039440186.1|CPIP, LOC120421998|XP_039441246.1|CPIP, LOC120421075|XP_039440158.1|CPIP	LOC117895095|XP_034658383.1|DSUB
OG0000144	LOC120426607|XP_039447334.1|CPIP	LOC117897699|XP_034662611.1|DSUB
OG0000144	LOC120421600|XP_039440761.1|CPIP	LOC117896455|XP_034660679.1|DSUB
OG0000144	LOC120430358|XP_039451394.1|CPIP, LOC120430767|XP_039451811.1|CPIP	LOC117901842|XP_034668675.1|DSUB
OG0000145	LOC120427052|XP_039447817.1|CPIP, LOC120427063|XP_039447836.1|CPIP, LOC120427054|XP_039447818.1|CPIP	LOC117897170|XP_034661747.1|DSUB, LOC117902770|XP_034670254.1|DSUB, LOC117902772|XP_034670256.1|DSUB, LOC117902771|XP_034670255.1|DSUB
OG0000147	LOC120428306|XP_039449243.1|CPIP	LOC117900255|XP_034666445.1|DSUB
OG0000147	LOC120422585|XP_039442007.1|CPIP, LOC120422553|XP_039441962.1|CPIP	LOC117896221|XP_034660245.1|DSUB, LOC117896222|XP_034660247.1|DSUB
OG0000148	LOC120416624|XP_039434363.1|CPIP, LOC120416616|XP_039434347.1|CPIP	LOC117902375|XP_034669584.1|DSUB
OG0000148	LOC120415212|XP_039432602.1|CPIP	LOC117901505|XP_034668166.1|DSUB
OG0000149	LOC120421800|XP_039441012.1|CPIP, LOC120421801|XP_039441013.1|CPIP, LOC120429303|XP_039450464.1|CPIP, LOC120419117|XP_039437646.1|CPIP, LOC120419086|XP_039437605.1|CPIP, LOC120429297|XP_039450460.1|CPIP, LOC120429300|XP_039450462.1|CPIP, LOC120429299|XP_039450461.1|CPIP, LOC120419092|XP_039437613.1|CPIP, LOC120419091|XP_039437612.1|CPIP, LOC120417152|XP_039435070.1|CPIP, LOC120415888|XP_039433463.1|CPIP, LOC120415961|XP_039433538.1|CPIP, LOC120417162|XP_039435077.1|CPIP, LOC120415958|XP_039433534.1|CPIP, LOC120417161|XP_039435076.1|CPIP	LOC117902756|XP_034670237.1|DSUB, LOC117902650|XP_034670071.1|DSUB
OG0000152	LOC120418953|XP_039437425.1|CPIP	LOC117896893|XP_034661316.1|DSUB, LOC117896892|XP_034661315.1|DSUB, LOC117896894|XP_034661318.1|DSUB
OG0000153	LOC120423729|XP_039443572.1|CPIP, LOC120423703|XP_039443543.1|CPIP, LOC120423687|XP_039443517.1|CPIP, LOC120423696|XP_039443530.1|CPIP, LOC120423677|XP_039443507.1|CPIP	LOC117898085|XP_034663155.1|DSUB, LOC117897538|XP_034662350.1|DSUB, LOC117897537|XP_034662349.1|DSUB
OG0000154	LOC120432363|XP_039453490.1|CPIP, LOC120432399|XP_039453529.1|CPIP, LOC120432395|XP_039453526.1|CPIP	LOC117895969|XP_034659819.1|DSUB, LOC117895972|XP_034659823.1|DSUB, LOC117893214|XP_034655639.1|DSUB
OG0000155	LOC120429351|XP_039450478.1|CPIP, LOC120429288|XP_039450453.1|CPIP, LOC120429304|XP_039450466.1|CPIP, LOC120429335|XP_039450477.1|CPIP	LOC117894277|XP_034657124.1|DSUB, LOC117893600|XP_034656166.1|DSUB, LOC117893601|XP_034656167.1|DSUB
OG0000157	LOC120431753|XP_039452809.1|CPIP, LOC120431754|XP_039452810.1|CPIP, LOC120427391|XP_039448174.1|CPIP, LOC120427392|XP_039448175.1|CPIP, LOC120431755|XP_039452811.1|CPIP	LOC117891037|XP_034652096.1|DSUB, LOC117891036|XP_034652094.1|DSUB, LOC117889940|XP_034650366.1|DSUB
OG0000158	LOC120421218|XP_039440354.1|CPIP, LOC120421229|XP_039440362.1|CPIP, LOC120421222|XP_039440357.1|CPIP, LOC120421217|XP_039440353.1|CPIP, LOC120420298|XP_039439233.1|CPIP	LOC117891297|XP_034652594.1|DSUB, LOC117893802|XP_034656437.1|DSUB, LOC117893202|XP_034655608.1|DSUB
OG0000159	LOC120426870|XP_039447608.1|CPIP, LOC120426857|XP_039447594.1|CPIP	LOC117895350|XP_034658822.1|DSUB
OG0000159	LOC120427346|XP_039448136.1|CPIP, LOC120426856|XP_039447592.1|CPIP	LOC117892899|XP_034655089.1|DSUB, LOC117893536|XP_034656071.1|DSUB
OG0000160	LOC120414356|XP_039431452.1|CPIP, LOC120414349|XP_039431440.1|CPIP, LOC120423419|XP_039443156.1|CPIP, LOC120425039|XP_039445343.1|CPIP	LOC117899677|XP_034665757.1|DSUB, LOC117899675|XP_034665754.1|DSUB
OG0000162	LOC120415578|XP_039433095.1|CPIP, LOC120415543|XP_039433044.1|CPIP	LOC117900348|XP_034666584.1|DSUB, LOC117902071|XP_034669047.1|DSUB
OG0000163	LOC120420834|XP_039439890.1|CPIP, LOC120430635|XP_039451664.1|CPIP, LOC120426085|XP_039446729.1|CPIP, LOC120426198|XP_039446839.1|CPIP, LOC120426197|XP_039446838.1|CPIP, LOC120425227|XP_039445594.1|CPIP, LOC120425228|XP_039445595.1|CPIP	LOC117902204|XP_034669314.1|DSUB, LOC117896958|XP_034661394.1|DSUB
OG0000165	LOC120432214|XP_039453308.1|CPIP	LOC117891308|XP_034652606.1|DSUB, LOC117900924|XP_034667381.1|DSUB
OG0000166	LOC120421911|XP_039441147.1|CPIP	LOC117890608|XP_034651437.1|DSUB
OG0000166	LOC120421910|XP_039441146.1|CPIP, LOC120421920|XP_039441154.1|CPIP, LOC120429810|XP_039450794.1|CPIP, LOC120429811|XP_039450795.1|CPIP	LOC117891657|XP_034653102.1|DSUB, LOC117891446|XP_034652817.1|DSUB
OG0000169	LOC120422343|XP_039441670.1|CPIP, LOC120422344|XP_039441671.1|CPIP	LOC117897044|XP_034661518.1|DSUB
OG0000169	LOC120422340|XP_039441668.1|CPIP	LOC117895530|XP_034659127.1|DSUB, LOC117898312|XP_034663487.1|DSUB
OG0000170	LOC120420663|XP_039439696.1|CPIP, LOC120419668|XP_039438366.1|CPIP, LOC120421939|XP_039441181.1|CPIP, LOC120421941|XP_039441183.1|CPIP	LOC117900911|XP_034667363.1|DSUB, LOC117900913|XP_034667365.1|DSUB
OG0000171	LOC120420966|XP_039440032.1|CPIP	LOC117899975|XP_034666025.1|DSUB
OG0000171	LOC120431005|XP_039452098.1|CPIP	LOC117903283|XP_034671094.1|DSUB
OG0000172	LOC120428396|XP_039449341.1|CPIP	LOC117899080|XP_034664740.1|DSUB, LOC117897167|XP_034661728.1|DSUB, LOC117903171|XP_034670907.1|DSUB, LOC117893233|XP_034655681.1|DSUB, LOC117894915|XP_034658102.1|DSUB, LOC117894884|XP_034658056.1|DSUB, LOC117894887|XP_034658060.1|DSUB, LOC117895403|XP_034658923.1|DSUB, LOC117889942|XP_034650369.1|DSUB, LOC117894880|XP_034658039.1|DSUB
OG0000173	LOC120423136|XP_039442749.1|CPIP, LOC120423124|XP_039442737.1|CPIP	LOC117889927|XP_034650344.1|DSUB, LOC117889920|XP_034650337.1|DSUB
OG0000174	LOC120419058|XP_039437565.1|CPIP, LOC120419067|XP_039437579.1|CPIP, LOC120419032|XP_039437525.1|CPIP	LOC117890439|XP_034651160.1|DSUB, LOC117900977|XP_034667461.1|DSUB, LOC117890637|XP_034651479.1|DSUB
OG0000175	LOC120424126|XP_039444103.1|CPIP	LOC117898350|XP_034663574.1|DSUB
OG0000175	LOC120423445|XP_039443196.1|CPIP, LOC120423450|XP_039443204.1|CPIP	LOC117897221|XP_034661827.1|DSUB
OG0000177	LOC120425631|XP_039446148.1|CPIP	LOC117897385|XP_034662088.1|DSUB
OG0000177	LOC120428667|XP_039449649.1|CPIP	LOC117897410|XP_034662127.1|DSUB
OG0000178	LOC120420001|XP_039438828.1|CPIP	LOC117903623|XP_034671772.1|DSUB
OG0000179	LOC120428603|XP_039449560.1|CPIP, LOC120428602|XP_039449559.1|CPIP, LOC120428601|XP_039449558.1|CPIP, LOC120422930|XP_039442442.1|CPIP	LOC117890570|XP_034651393.1|DSUB, LOC117890428|XP_034651139.1|DSUB
OG0000179	LOC120422941|XP_039442456.1|CPIP	LOC117901056|XP_034667559.1|DSUB, LOC117900453|XP_034666716.1|DSUB
OG0000181	LOC120417331|XP_039435251.1|CPIP, LOC120419696|XP_039438417.1|CPIP, LOC120419694|XP_039438416.1|CPIP, LOC120419693|XP_039438415.1|CPIP	LOC117897566|XP_034662398.1|DSUB, LOC117898105|XP_034663178.1|DSUB
OG0000182	LOC120416502|XP_039434153.1|CPIP	LOC117896963|XP_034661399.1|DSUB
OG0000182	LOC120422607|XP_039442031.1|CPIP	LOC117899629|XP_034665675.1|DSUB, LOC117899628|XP_034665674.1|DSUB
OG0000183	LOC120413491|XP_039430281.1|CPIP	LOC117903094|XP_034670793.1|DSUB, LOC117893638|XP_034656216.1|DSUB, LOC117895513|XP_034659103.1|DSUB
OG0000184	LOC120427957|XP_039448845.1|CPIP, LOC120427965|XP_039448854.1|CPIP, LOC120427966|XP_039448855.1|CPIP, LOC120416862|XP_039434693.1|CPIP, LOC120416861|XP_039434691.1|CPIP	LOC117902054|XP_034669016.1|DSUB, LOC117902053|XP_034669015.1|DSUB
OG0000185	LOC120414876|XP_039432133.1|CPIP	LOC117892369|XP_034654470.1|DSUB, LOC117897806|XP_034662746.1|DSUB, LOC117892370|XP_034654471.1|DSUB, LOC117892371|XP_034654472.1|DSUB
OG0000186	LOC120425279|XP_039445664.1|CPIP	LOC117903826|XP_034672167.1|DSUB, LOC117893442|XP_034655952.1|DSUB
OG0000188	LOC120414292|XP_039431393.1|CPIP, LOC120412485|XP_039428915.1|CPIP	LOC117896039|XP_034659939.1|DSUB, LOC117903153|XP_034670880.1|DSUB, LOC117892802|XP_034655080.1|DSUB
OG0000189	LOC120420553|XP_039439557.1|CPIP, LOC120431379|XP_039452446.1|CPIP	LOC117902689|XP_034670122.1|DSUB
OG0000189	LOC120414346|XP_039431435.1|CPIP	LOC117900283|XP_034666524.1|DSUB
OG0000190	LOC120431901|XP_039452967.1|CPIP	LOC117890305|XP_034650970.1|DSUB
OG0000190	LOC120422439|XP_039441807.1|CPIP	LOC117903700|XP_034671934.1|DSUB
OG0000191	LOC120413860|XP_039430755.1|CPIP, LOC120413849|XP_039430739.1|CPIP	LOC117891419|XP_034652776.1|DSUB, LOC117891421|XP_034652782.1|DSUB
OG0000192	LOC120428211|XP_039449122.1|CPIP, LOC120428210|XP_039449120.1|CPIP	LOC117897362|XP_034662037.1|DSUB, LOC117893373|XP_034655858.1|DSUB, LOC117893370|XP_034655854.1|DSUB
OG0000193	LOC120416368|XP_039434037.1|CPIP, LOC120422237|XP_039441561.1|CPIP, LOC120431659|XP_039452698.1|CPIP	LOC117902524|XP_034669842.1|DSUB, LOC117893237|XP_034655685.1|DSUB
OG0000195	LOC120424550|XP_039444650.1|CPIP	LOC117899374|XP_034665245.1|DSUB, LOC117889636|XP_034649986.1|DSUB, LOC117891519|XP_034652907.1|DSUB
OG0000196	LOC120412488|XP_039428916.1|CPIP	LOC117901631|XP_034668352.1|DSUB, LOC117901458|XP_034668103.1|DSUB
OG0000196	LOC120412489|XP_039428918.1|CPIP	LOC117900705|XP_034667050.1|DSUB
OG0000197	LOC120425939|XP_039446504.1|CPIP	LOC117903572|XP_034671683.1|DSUB
OG0000197	LOC120425935|XP_039446496.1|CPIP, LOC120425663|XP_039446178.1|CPIP	LOC117903679|XP_034671912.1|DSUB
OG0000197	LOC120425664|XP_039446183.1|CPIP	LOC117903533|XP_034671607.1|DSUB
OG0000200	LOC120432531|XP_039453692.1|CPIP	LOC117899073|XP_034664733.1|DSUB, LOC117902105|XP_034669101.1|DSUB, LOC117899074|XP_034664734.1|DSUB
OG0000201	LOC120429145|XP_039450277.1|CPIP, LOC120431974|XP_039453046.1|CPIP, LOC120428824|XP_039449865.1|CPIP, LOC120428826|XP_039449867.1|CPIP, LOC120428823|XP_039449864.1|CPIP, LOC120428822|XP_039449863.1|CPIP, LOC120431975|XP_039453048.1|CPIP, LOC120413140|XP_039429781.1|CPIP	LOC117897461|XP_034662199.1|DSUB, LOC117897459|XP_034662196.1|DSUB
OG0000202	LOC120414329|XP_039431403.1|CPIP	LOC117898353|XP_034663577.1|DSUB
OG0000203	LOC120427917|XP_039448789.1|CPIP	LOC117892626|XP_034654869.1|DSUB, LOC117890559|XP_034651381.1|DSUB, LOC117902404|XP_034669634.1|DSUB, LOC117890560|XP_034651383.1|DSUB
OG0000205	LOC120416995|XP_039434868.1|CPIP, LOC120416164|XP_039433779.1|CPIP, LOC120416145|XP_039433756.1|CPIP, LOC120420158|XP_039439058.1|CPIP, LOC120419369|XP_039437972.1|CPIP, LOC120421438|XP_039440579.1|CPIP, LOC120423935|XP_039443853.1|CPIP, LOC120416166|XP_039433780.1|CPIP	LOC117897524|XP_034662333.1|DSUB, LOC117899743|XP_034665878.1|DSUB
OG0000206	LOC120417260|XP_039435150.1|CPIP	LOC117891542|XP_034652943.1|DSUB
OG0000206	LOC120417248|XP_039435140.1|CPIP	LOC117892650|XP_034654900.1|DSUB
OG0000207	LOC120428922|XP_039449997.1|CPIP, LOC120428923|XP_039449998.1|CPIP, LOC120431321|XP_039452389.1|CPIP, LOC120428927|XP_039450002.1|CPIP, LOC120427684|XP_039448503.1|CPIP	LOC117894457|XP_034657448.1|DSUB
OG0000210	LOC120419272|XP_039437866.1|CPIP, LOC120419258|XP_039437847.1|CPIP, LOC120419290|XP_039437890.1|CPIP, LOC120419287|XP_039437888.1|CPIP	LOC117903453|XP_034671383.1|DSUB
OG0000211	LOC120423846|XP_039443727.1|CPIP	LOC117899353|XP_034665213.1|DSUB
OG0000212	LOC120430516|XP_039451550.1|CPIP	LOC117902050|XP_034669007.1|DSUB, LOC117902051|XP_034669009.1|DSUB
OG0000213	LOC120417134|XP_039435048.1|CPIP, LOC120417135|XP_039435049.1|CPIP, LOC120417136|XP_039435050.1|CPIP, LOC120417137|XP_039435051.1|CPIP, LOC120417140|XP_039435053.1|CPIP, LOC120417138|XP_039435052.1|CPIP, LOC120415938|XP_039433516.1|CPIP, LOC120417142|XP_039435055.1|CPIP	LOC117894820|XP_034657957.1|DSUB, LOC117891467|XP_034652841.1|DSUB
OG0000214	LOC120423256|XP_039442910.1|CPIP	LOC117899660|XP_034665738.1|DSUB, LOC117889853|XP_034650243.1|DSUB, LOC117897226|XP_034661836.1|DSUB
OG0000215	LOC120423731|XP_039443571.1|CPIP, LOC120423730|XP_039443570.1|CPIP, LOC120423739|XP_039443584.1|CPIP	LOC117893454|XP_034655963.1|DSUB, LOC117894475|XP_034657467.1|DSUB, LOC117894422|XP_034657356.1|DSUB
OG0000216	LOC120420802|XP_039439858.1|CPIP	LOC117893717|XP_034656300.1|DSUB, LOC117893707|XP_034656288.1|DSUB, LOC117893725|XP_034656330.1|DSUB, LOC117893723|XP_034656314.1|DSUB, LOC117893695|XP_034656278.1|DSUB, LOC117893464|XP_034655973.1|DSUB, LOC117903137|XP_034670864.1|DSUB
OG0000217	LOC120428308|XP_039449241.1|CPIP	LOC117903707|XP_034671944.1|DSUB
OG0000217	LOC120424465|XP_039444531.1|CPIP	LOC117901817|XP_034668626.1|DSUB, LOC117903706|XP_034671943.1|DSUB
OG0000220	LOC120416584|XP_039434254.1|CPIP, LOC120416577|XP_039434247.1|CPIP	LOC117895237|XP_034658637.1|DSUB, LOC117894831|XP_034657969.1|DSUB, LOC117893410|XP_034655912.1|DSUB
OG0000221	LOC120423140|XP_039442757.1|CPIP, LOC120430848|XP_039451908.1|CPIP, LOC120414118|XP_039431079.1|CPIP	LOC117890072|XP_034650606.1|DSUB, LOC117896647|XP_034660985.1|DSUB, LOC117890071|XP_034650602.1|DSUB
OG0000222	LOC120415515|XP_039433006.1|CPIP	LOC117900072|XP_034666167.1|DSUB
OG0000224	LOC120422440|XP_039441819.1|CPIP, LOC120422449|XP_039441830.1|CPIP, LOC120422434|XP_039441790.1|CPIP, LOC120422437|XP_039441805.1|CPIP	LOC117891442|XP_034652809.1|DSUB
OG0000225	LOC120425954|XP_039446528.1|CPIP	LOC117898903|XP_034664476.1|DSUB, LOC117898912|XP_034664492.1|DSUB, LOC117898830|XP_034664388.1|DSUB
OG0000226	LOC120421843|XP_039441063.1|CPIP	LOC117894469|XP_034657462.1|DSUB, LOC117894471|XP_034657463.1|DSUB, LOC117894465|XP_034657457.1|DSUB
OG0000228	LOC120428998|XP_039450071.1|CPIP	LOC117897416|XP_034662134.1|DSUB, LOC117897491|XP_034662273.1|DSUB, LOC117900534|XP_034666824.1|DSUB
OG0000229	LOC120414275|XP_039431334.1|CPIP	LOC117897556|XP_034662377.1|DSUB, LOC117897557|XP_034662378.1|DSUB
OG0000229	LOC120425261|XP_039445636.1|CPIP	LOC117897685|XP_034662587.1|DSUB
OG0000230	LOC120430980|XP_039452052.1|CPIP, LOC120424083|XP_039444031.1|CPIP, LOC120424078|XP_039444027.1|CPIP, LOC120421623|XP_039440785.1|CPIP, LOC120428686|XP_039449690.1|CPIP, LOC120428123|XP_039449043.1|CPIP, LOC120430983|XP_039452079.1|CPIP	LOC117890665|XP_034651529.1|DSUB, LOC117890667|XP_034651534.1|DSUB, LOC117890666|XP_034651533.1|DSUB, LOC117889710|XP_034650021.1|DSUB
OG0000232	LOC120419875|XP_039438670.1|CPIP	LOC117896096|XP_034660038.1|DSUB, LOC117890389|XP_034651084.1|DSUB, LOC117890309|XP_034650979.1|DSUB
OG0000233	LOC120431567|XP_039452612.1|CPIP	LOC117898998|XP_034664634.1|DSUB, LOC117897951|XP_034662941.1|DSUB, LOC117897979|XP_034662982.1|DSUB
OG0000234	LOC120428222|XP_039449134.1|CPIP	LOC117891584|XP_034653003.1|DSUB, LOC117891586|XP_034653005.1|DSUB
OG0000235	LOC120415083|XP_039432425.1|CPIP	LOC117897782|XP_034662722.1|DSUB, LOC117899536|XP_034665501.1|DSUB, LOC117899535|XP_034665500.1|DSUB
OG0000236	LOC120428214|XP_039449125.1|CPIP	LOC117894420|XP_034657334.1|DSUB, LOC117901154|XP_034667695.1|DSUB, LOC117901600|XP_034668303.1|DSUB, LOC117898442|XP_034663742.1|DSUB
OG0000237	LOC120419961|XP_039438756.1|CPIP	LOC117890299|XP_034650958.1|DSUB
OG0000237	LOC120428683|XP_039449675.1|CPIP	LOC117898995|XP_034664629.1|DSUB
