Orthogroup	CPIP.longest_only	DBIA.longest_only
OG0000087	LOC120431959|XP_039453027.1|CPIP, LOC120424926|XP_039445151.1|CPIP, LOC120424893|XP_039445115.1|CPIP, LOC120431961|XP_039453029.1|CPIP, LOC120431960|XP_039453028.1|CPIP, LOC120424925|XP_039445150.1|CPIP, LOC120424892|XP_039445113.1|CPIP, LOC120424924|XP_039445149.1|CPIP, LOC120424889|XP_039445110.1|CPIP, LOC120425288|XP_039445674.1|CPIP	LOC108033838|XP_016963957.1|DBIA
OG0000087	LOC120424910|XP_039445137.1|CPIP, LOC120424913|XP_039445140.1|CPIP	LOC108032464|XP_016961778.1|DBIA, LOC108033704|XP_016963704.1|DBIA
OG0000088	LOC120424171|XP_039444162.1|CPIP	LOC108030164|XP_016958382.1|DBIA
OG0000089	LOC120414898|XP_039432159.1|CPIP	LOC108027303|XP_016954184.1|DBIA, LOC108027149|XP_016953860.1|DBIA
OG0000089	LOC120415074|XP_039432408.1|CPIP	LOC108031913|XP_016961170.1|DBIA
OG0000089	LOC120419960|XP_039438755.1|CPIP, LOC120419983|XP_039438795.1|CPIP	LOC108034931|XP_016965678.1|DBIA
OG0000090	LOC120421682|XP_039440847.1|CPIP, LOC120421690|XP_039440861.1|CPIP, LOC120426406|XP_039447096.1|CPIP, LOC120421699|XP_039440871.1|CPIP	LOC108036323|XP_016967826.1|DBIA, LOC108036321|XP_016967823.1|DBIA, LOC108035651|XP_016966846.1|DBIA, LOC108029154|XP_016956781.1|DBIA
OG0000091	LOC120425404|XP_039445863.1|CPIP	LOC108026296|XP_016952657.1|DBIA
OG0000091	LOC120424933|XP_039445164.1|CPIP	LOC108034140|XP_016964423.1|DBIA, LOC108024396|XP_016949800.1|DBIA, LOC108025529|XP_016951546.1|DBIA
OG0000093	LOC120423404|XP_039443137.1|CPIP	LOC108036087|XP_016967526.1|DBIA
OG0000094	LOC120425648|XP_039446167.1|CPIP, LOC120425708|XP_039446241.1|CPIP, LOC120431494|XP_039452533.1|CPIP, LOC120425701|XP_039446230.1|CPIP, LOC120421037|XP_039440109.1|CPIP, LOC120421043|XP_039440120.1|CPIP, LOC120413857|XP_039430748.1|CPIP, LOC120421039|XP_039440116.1|CPIP, LOC120412371|XP_039428726.1|CPIP, LOC120412378|XP_039428738.1|CPIP, LOC120430436|XP_039451481.1|CPIP, LOC120423072|XP_039442676.1|CPIP, LOC120430435|XP_039451480.1|CPIP, LOC120430433|XP_039451478.1|CPIP, LOC120430651|XP_039451691.1|CPIP, LOC120421704|XP_039441223.1|CPIP, LOC120420801|XP_039440192.1|CPIP, LOC120424242|XP_039444239.1|CPIP	LOC108034459|XP_016964832.1|DBIA, LOC108027023|XP_016953706.1|DBIA
OG0000098	LOC120423046|XP_039442653.1|CPIP, LOC120423055|XP_039442660.1|CPIP	LOC108027233|XP_016954056.1|DBIA
OG0000099	LOC120414418|XP_039431532.1|CPIP, LOC120414383|XP_039431492.1|CPIP, LOC120414382|XP_039431487.1|CPIP	LOC108023711|XP_016948830.1|DBIA
OG0000101	LOC120427216|XP_039448015.1|CPIP	LOC108035923|XP_016967190.1|DBIA, LOC108035925|XP_016967202.1|DBIA
OG0000102	LOC120413414|XP_039430153.1|CPIP, LOC120413405|XP_039430144.1|CPIP, LOC120412910|XP_039429479.1|CPIP, LOC120413423|XP_039430169.1|CPIP, LOC120417857|XP_039436011.1|CPIP, LOC120413400|XP_039430134.1|CPIP, LOC120413398|XP_039430131.1|CPIP	LOC108022873|XP_016947552.1|DBIA
OG0000102	LOC120432492|XP_039453640.1|CPIP	LOC108036452|XP_016968100.1|DBIA, LOC108026512|XP_016952947.1|DBIA
OG0000103	LOC120416536|XP_039434185.1|CPIP, LOC120417606|XP_039435649.1|CPIP, LOC120417607|XP_039435650.1|CPIP, LOC120417608|XP_039435652.1|CPIP, LOC120423255|XP_039442909.1|CPIP	LOC108028249|XP_016955425.1|DBIA, LOC108028438|XP_016955757.1|DBIA, LOC108028436|XP_016955755.1|DBIA, LOC108022796|XP_016947418.1|DBIA
OG0000104	LOC120412621|XP_039429106.1|CPIP, LOC120412646|XP_039429134.1|CPIP, LOC120412612|XP_039429095.1|CPIP	LOC108032687|XP_016962152.1|DBIA, LOC108034535|XP_016964949.1|DBIA, LOC108034533|XP_016964948.1|DBIA
OG0000105	LOC120425216|XP_039445581.1|CPIP	LOC108023041|XP_016947774.1|DBIA, LOC108031043|XP_016959733.1|DBIA, LOC108033270|XP_016963024.1|DBIA, LOC108029331|XP_016957015.1|DBIA, LOC108031026|XP_016959715.1|DBIA, LOC108031245|XP_016959970.1|DBIA, LOC108031263|XP_016959991.1|DBIA
OG0000109	LOC120423583|XP_039443376.1|CPIP, LOC120420353|XP_039439283.1|CPIP, LOC120420541|XP_039439548.1|CPIP, LOC120423553|XP_039443331.1|CPIP	LOC108033292|XP_016963047.1|DBIA, LOC108034197|XP_016964514.1|DBIA
OG0000109	LOC120423573|XP_039443364.1|CPIP, LOC120423521|XP_039443303.1|CPIP	LOC108033291|XP_016963046.1|DBIA, LOC108034262|XP_016964608.1|DBIA
OG0000110	LOC120432096|XP_039453165.1|CPIP	LOC108028113|XP_016955251.1|DBIA, LOC108028807|XP_016956281.1|DBIA, LOC108028040|XP_016955167.1|DBIA, LOC108028752|XP_016956212.1|DBIA
OG0000111	LOC120423942|XP_039443860.1|CPIP, LOC120415255|XP_039432655.1|CPIP, LOC120415261|XP_039432663.1|CPIP, LOC120415259|XP_039432661.1|CPIP, LOC120415241|XP_039432639.1|CPIP	LOC108026543|XP_016952982.1|DBIA, LOC108026931|XP_016953634.1|DBIA
OG0000112	LOC120420031|XP_039438866.1|CPIP, LOC120420702|XP_039439734.1|CPIP, LOC120420699|XP_039439730.1|CPIP	LOC108027552|XP_016954506.1|DBIA, LOC108023986|XP_016949205.1|DBIA, LOC108027490|XP_016954423.1|DBIA, LOC108027493|XP_016954426.1|DBIA
OG0000113	LOC120426589|XP_039447314.1|CPIP, LOC120417349|XP_039435285.1|CPIP	LOC108033114|XP_016962807.1|DBIA, LOC108023899|XP_016949074.1|DBIA, LOC108034036|XP_016964270.1|DBIA, LOC108027444|XP_016954385.1|DBIA, LOC108033272|XP_016963026.1|DBIA
OG0000114	LOC120417802|XP_039435938.1|CPIP	LOC108033611|XP_016963463.1|DBIA
OG0000114	LOC120420276|XP_039439211.1|CPIP	LOC108033613|XP_016963465.1|DBIA, LOC108033612|XP_016963464.1|DBIA
OG0000117	LOC120413999|XP_039430942.1|CPIP, LOC120414022|XP_039430973.1|CPIP	LOC108032547|XP_016961914.1|DBIA, LOC108032549|XP_016961915.1|DBIA, LOC108032550|XP_016961916.1|DBIA, LOC108032552|XP_016961919.1|DBIA
OG0000118	LOC120423433|XP_039443178.1|CPIP, LOC120423454|XP_039443210.1|CPIP, LOC120423455|XP_039443211.1|CPIP, LOC120432382|XP_039453509.1|CPIP	LOC108029064|XP_016956623.1|DBIA, LOC108028954|XP_016956481.1|DBIA, LOC108029375|XP_016957092.1|DBIA, LOC108032392|XP_016961702.1|DBIA, LOC108034188|XP_016964499.1|DBIA
OG0000119	LOC120420559|XP_039439559.1|CPIP, LOC120426420|XP_039447112.1|CPIP, LOC120428772|XP_039449790.1|CPIP, LOC120420257|XP_039439187.1|CPIP, LOC120431980|XP_039453050.1|CPIP, LOC120423540|XP_039443321.1|CPIP	LOC108031872|XP_016961119.1|DBIA, LOC108026922|XP_016953622.1|DBIA, LOC108031272|XP_016960002.1|DBIA, LOC108031192|XP_016959902.1|DBIA
OG0000120	LOC120417029|XP_039434907.1|CPIP	LOC108023244|XP_016948011.1|DBIA
OG0000120	LOC120419990|XP_039438806.1|CPIP	LOC108030087|XP_016958214.1|DBIA
OG0000121	LOC120425384|XP_039445833.1|CPIP	LOC108023267|XP_016948040.1|DBIA, LOC108023312|XP_016948104.1|DBIA, LOC108024429|XP_016949836.1|DBIA, LOC108024540|XP_016949998.1|DBIA, LOC108032404|XP_016961714.1|DBIA, LOC108024542|XP_016949999.1|DBIA
OG0000122	LOC120432386|XP_039453515.1|CPIP, LOC120432365|XP_039453491.1|CPIP	LOC108032496|XP_016961805.1|DBIA, LOC108023300|XP_016948090.1|DBIA, LOC108036632|XP_016968395.1|DBIA, LOC108029050|XP_016956602.1|DBIA
OG0000123	LOC120414202|XP_039431221.1|CPIP, LOC120425309|XP_039445711.1|CPIP	LOC108022341|XP_016946693.1|DBIA, LOC108023693|XP_016948810.1|DBIA, LOC108027082|XP_016953785.1|DBIA, LOC108027106|XP_016953813.1|DBIA, LOC108027083|XP_016953787.1|DBIA
OG0000124	LOC120432594|XP_039453766.1|CPIP	LOC108036376|XP_016967964.1|DBIA, LOC108029804|XP_016957808.1|DBIA, LOC108029444|XP_016957182.1|DBIA, LOC108029778|XP_016957777.1|DBIA
OG0000125	LOC120423344|XP_039443047.1|CPIP	LOC108025392|XP_016951356.1|DBIA
OG0000125	LOC120424516|XP_039444604.1|CPIP	LOC108024815|XP_016950433.1|DBIA
OG0000125	LOC120423353|XP_039443062.1|CPIP	LOC108036489|XP_016968169.1|DBIA, LOC108036490|XP_016968171.1|DBIA
OG0000126	LOC120415876|XP_039433448.1|CPIP, LOC120415877|XP_039433449.1|CPIP, LOC120429787|XP_039450781.1|CPIP, LOC120412720|XP_039429241.1|CPIP	LOC108021876|XP_016946157.1|DBIA, LOC108021888|XP_016946169.1|DBIA, LOC108021886|XP_016946167.1|DBIA, LOC108025016|XP_016950761.1|DBIA, LOC108028993|XP_016956523.1|DBIA
OG0000127	LOC120415380|XP_039432838.1|CPIP	LOC108027453|XP_016954394.1|DBIA, LOC108027073|XP_016953776.1|DBIA, LOC108027452|XP_016954393.1|DBIA, LOC108027034|XP_016953720.1|DBIA
OG0000128	LOC120422626|XP_039442054.1|CPIP	LOC108026935|XP_016953637.1|DBIA, LOC108026551|XP_016952989.1|DBIA, LOC108026937|XP_016953639.1|DBIA, LOC108027048|XP_016953738.1|DBIA
OG0000129	LOC120414363|XP_039431459.1|CPIP	LOC108023412|XP_016948359.1|DBIA, LOC108028100|XP_016955236.1|DBIA, LOC108034826|XP_016965429.1|DBIA, LOC108023411|XP_016948357.1|DBIA
OG0000131	LOC120421833|XP_039441048.1|CPIP	LOC108024454|XP_016949864.1|DBIA
OG0000132	LOC120429178|XP_039450325.1|CPIP, LOC120413573|XP_039430393.1|CPIP, LOC120423930|XP_039443846.1|CPIP, LOC120423949|XP_039443868.1|CPIP	LOC108034247|XP_016964588.1|DBIA, LOC108034248|XP_016964589.1|DBIA, LOC108025160|XP_016950929.1|DBIA
OG0000134	LOC120419432|XP_039438078.1|CPIP	LOC108031841|XP_016961080.1|DBIA
OG0000137	LOC120418758|XP_039437164.1|CPIP	LOC108027255|XP_016954103.1|DBIA
OG0000137	LOC120413389|XP_039430119.1|CPIP, LOC120418020|XP_039436197.1|CPIP	LOC108028330|XP_016955559.1|DBIA
OG0000137	LOC120423772|XP_039443625.1|CPIP	LOC108021953|XP_016946274.1|DBIA, LOC108023165|XP_016947895.1|DBIA
OG0000139	LOC120416811|XP_039434620.1|CPIP	LOC108027713|XP_016954752.1|DBIA, LOC108034383|XP_016964756.1|DBIA, LOC108033530|XP_016963364.1|DBIA, LOC108034682|XP_016965112.1|DBIA, LOC108022694|XP_016947256.1|DBIA, LOC108030965|XP_016959654.1|DBIA, LOC108027645|XP_016954650.1|DBIA, LOC108033681|XP_016963634.1|DBIA
OG0000140	LOC120428692|XP_039449698.1|CPIP, LOC120428177|XP_039449092.1|CPIP, LOC120428415|XP_039449365.1|CPIP, LOC120428612|XP_039449580.1|CPIP, LOC120419315|XP_039437920.1|CPIP, LOC120422117|XP_039441420.1|CPIP, LOC120424472|XP_039444544.1|CPIP, LOC120425058|XP_039445365.1|CPIP, LOC120425057|XP_039445364.1|CPIP, LOC120425056|XP_039445362.1|CPIP, LOC120425070|XP_039445380.1|CPIP	LOC108025043|XP_016950788.1|DBIA
OG0000141	LOC120421894|XP_039441123.1|CPIP	LOC108034526|XP_016964939.1|DBIA, LOC108034476|XP_016964850.1|DBIA, LOC108034511|XP_016964924.1|DBIA, LOC108035147|XP_016966079.1|DBIA, LOC108035148|XP_016966080.1|DBIA
OG0000142	LOC120425952|XP_039446526.1|CPIP	LOC108026100|XP_016952288.1|DBIA
OG0000142	LOC120415036|XP_039432338.1|CPIP	LOC108032915|XP_016962471.1|DBIA, LOC108022038|XP_016946373.1|DBIA
OG0000142	LOC120427905|XP_039448779.1|CPIP	LOC108035863|XP_016967098.1|DBIA
OG0000142	LOC120418059|XP_039436247.1|CPIP, LOC120419876|XP_039438671.1|CPIP	LOC108033124|XP_016962829.1|DBIA
OG0000143	LOC120418513|XP_039436884.1|CPIP	LOC108028495|XP_016955860.1|DBIA
OG0000143	LOC120426869|XP_039447607.1|CPIP, LOC120426880|XP_039447616.1|CPIP, LOC120415275|XP_039432682.1|CPIP, LOC120415068|XP_039432401.1|CPIP, LOC120422209|XP_039441530.1|CPIP, LOC120421102|XP_039440186.1|CPIP, LOC120421998|XP_039441246.1|CPIP, LOC120421075|XP_039440158.1|CPIP	LOC108028497|XP_016955861.1|DBIA
OG0000144	LOC120426607|XP_039447334.1|CPIP	LOC108031834|XP_016961066.1|DBIA
OG0000144	LOC120421600|XP_039440761.1|CPIP	LOC108025875|XP_016952038.1|DBIA
OG0000145	LOC120427052|XP_039447817.1|CPIP, LOC120427063|XP_039447836.1|CPIP, LOC120427054|XP_039447818.1|CPIP	LOC108027597|XP_016954605.1|DBIA, LOC108034972|XP_016965780.1|DBIA, LOC108034447|XP_016964824.1|DBIA, LOC108034436|XP_016964813.1|DBIA
OG0000147	LOC120428306|XP_039449243.1|CPIP	LOC108034317|XP_016964676.1|DBIA
OG0000147	LOC120422585|XP_039442007.1|CPIP, LOC120422553|XP_039441962.1|CPIP	LOC108027404|XP_016954331.1|DBIA, LOC108027405|XP_016954333.1|DBIA
OG0000148	LOC120416624|XP_039434363.1|CPIP, LOC120416616|XP_039434347.1|CPIP	LOC108028951|XP_016956479.1|DBIA
OG0000148	LOC120415212|XP_039432602.1|CPIP	LOC108032365|XP_016961667.1|DBIA
OG0000149	LOC120421800|XP_039441012.1|CPIP, LOC120421801|XP_039441013.1|CPIP, LOC120429303|XP_039450464.1|CPIP, LOC120419117|XP_039437646.1|CPIP, LOC120419086|XP_039437605.1|CPIP, LOC120429297|XP_039450460.1|CPIP, LOC120429300|XP_039450462.1|CPIP, LOC120429299|XP_039450461.1|CPIP, LOC120419092|XP_039437613.1|CPIP, LOC120419091|XP_039437612.1|CPIP, LOC120417152|XP_039435070.1|CPIP, LOC120415888|XP_039433463.1|CPIP, LOC120415961|XP_039433538.1|CPIP, LOC120417162|XP_039435077.1|CPIP, LOC120415958|XP_039433534.1|CPIP, LOC120417161|XP_039435076.1|CPIP	LOC108032390|XP_016961701.1|DBIA, LOC108025773|XP_016951860.1|DBIA
OG0000152	LOC120418953|XP_039437425.1|CPIP	LOC108026369|XP_016952778.1|DBIA, LOC108024629|XP_016950158.1|DBIA, LOC108026368|XP_016952777.1|DBIA, LOC108026064|XP_016952248.1|DBIA
OG0000153	LOC120423729|XP_039443572.1|CPIP, LOC120423703|XP_039443543.1|CPIP, LOC120423687|XP_039443517.1|CPIP, LOC120423696|XP_039443530.1|CPIP, LOC120423677|XP_039443507.1|CPIP	LOC108031875|XP_016961128.1|DBIA, LOC108032259|XP_016961614.1|DBIA, LOC108031874|XP_016961127.1|DBIA
OG0000154	LOC120432363|XP_039453490.1|CPIP, LOC120432399|XP_039453529.1|CPIP, LOC120432395|XP_039453526.1|CPIP	LOC108031961|XP_016961239.1|DBIA, LOC108031960|XP_016961238.1|DBIA, LOC108034901|XP_016965616.1|DBIA
OG0000155	LOC120429351|XP_039450478.1|CPIP, LOC120429288|XP_039450453.1|CPIP, LOC120429304|XP_039450466.1|CPIP, LOC120429335|XP_039450477.1|CPIP	LOC108028198|XP_016955347.1|DBIA, LOC108028194|XP_016955343.1|DBIA, LOC108028164|XP_016955313.1|DBIA
OG0000157	LOC120431753|XP_039452809.1|CPIP, LOC120431754|XP_039452810.1|CPIP, LOC120427391|XP_039448174.1|CPIP, LOC120427392|XP_039448175.1|CPIP, LOC120431755|XP_039452811.1|CPIP	LOC108029780|XP_016957778.1|DBIA, LOC108029781|XP_016957779.1|DBIA, LOC108029406|XP_016957128.1|DBIA
OG0000158	LOC120421218|XP_039440354.1|CPIP, LOC120421229|XP_039440362.1|CPIP, LOC120421222|XP_039440357.1|CPIP, LOC120421217|XP_039440353.1|CPIP, LOC120420298|XP_039439233.1|CPIP	LOC108029726|XP_016957696.1|DBIA, LOC108028216|XP_016955369.1|DBIA, LOC108028229|XP_016955384.1|DBIA
OG0000159	LOC120426870|XP_039447608.1|CPIP, LOC120426857|XP_039447594.1|CPIP	LOC108030879|XP_016959525.1|DBIA
OG0000159	LOC120427346|XP_039448136.1|CPIP, LOC120426856|XP_039447592.1|CPIP	LOC108028558|XP_016955951.1|DBIA, LOC108030648|XP_016959149.1|DBIA
OG0000160	LOC120414356|XP_039431452.1|CPIP, LOC120414349|XP_039431440.1|CPIP, LOC120423419|XP_039443156.1|CPIP, LOC120425039|XP_039445343.1|CPIP	LOC108031910|XP_016961167.1|DBIA, LOC108031925|XP_016961192.1|DBIA
OG0000162	LOC120415578|XP_039433095.1|CPIP, LOC120415543|XP_039433044.1|CPIP	LOC108028096|XP_016955229.1|DBIA, LOC108034639|XP_016965066.1|DBIA, LOC108033386|XP_016963195.1|DBIA, LOC108027861|XP_016954951.1|DBIA
OG0000163	LOC120420834|XP_039439890.1|CPIP, LOC120430635|XP_039451664.1|CPIP, LOC120426085|XP_039446729.1|CPIP, LOC120426198|XP_039446839.1|CPIP, LOC120426197|XP_039446838.1|CPIP, LOC120425227|XP_039445594.1|CPIP, LOC120425228|XP_039445595.1|CPIP	LOC108027951|XP_016955070.1|DBIA, LOC108029020|XP_016956554.1|DBIA, LOC108028969|XP_016956498.1|DBIA
OG0000165	LOC120432214|XP_039453308.1|CPIP	LOC108033162|XP_016962883.1|DBIA, LOC108034398|XP_016964769.1|DBIA
OG0000166	LOC120421911|XP_039441147.1|CPIP	LOC108022776|XP_016947379.1|DBIA
OG0000166	LOC120421910|XP_039441146.1|CPIP, LOC120421920|XP_039441154.1|CPIP, LOC120429810|XP_039450794.1|CPIP, LOC120429811|XP_039450795.1|CPIP	LOC108022183|XP_016946523.1|DBIA, LOC108022182|XP_016946522.1|DBIA
OG0000169	LOC120422343|XP_039441670.1|CPIP, LOC120422344|XP_039441671.1|CPIP	LOC108026158|XP_016952382.1|DBIA
OG0000169	LOC120422340|XP_039441668.1|CPIP	LOC108028466|XP_016955816.1|DBIA, LOC108032033|XP_016961334.1|DBIA
OG0000170	LOC120420663|XP_039439696.1|CPIP, LOC120419668|XP_039438366.1|CPIP, LOC120421939|XP_039441181.1|CPIP, LOC120421941|XP_039441183.1|CPIP	LOC108034111|XP_016964378.1|DBIA, LOC108034110|XP_016964377.1|DBIA
OG0000171	LOC120420966|XP_039440032.1|CPIP	LOC108033635|XP_016963542.1|DBIA
OG0000171	LOC120431005|XP_039452098.1|CPIP	LOC108024170|XP_016949475.1|DBIA
OG0000172	LOC120428396|XP_039449341.1|CPIP	LOC108034553|XP_016964970.1|DBIA, LOC108035179|XP_016966134.1|DBIA, LOC108030714|XP_016959245.1|DBIA
OG0000173	LOC120423136|XP_039442749.1|CPIP, LOC120423124|XP_039442737.1|CPIP	LOC108022145|XP_016946475.1|DBIA, LOC108026728|XP_016953328.1|DBIA, LOC108026725|XP_016953325.1|DBIA
OG0000174	LOC120419058|XP_039437565.1|CPIP, LOC120419067|XP_039437579.1|CPIP, LOC120419032|XP_039437525.1|CPIP	LOC108029878|XP_016957858.1|DBIA, LOC108032478|XP_016961789.1|DBIA, LOC108026515|XP_016952950.1|DBIA, LOC108029425|XP_016957158.1|DBIA
OG0000175	LOC120424126|XP_039444103.1|CPIP	LOC108024690|XP_016950256.1|DBIA
OG0000175	LOC120423445|XP_039443196.1|CPIP, LOC120423450|XP_039443204.1|CPIP	LOC108025020|XP_016950765.1|DBIA, LOC108025019|XP_016950764.1|DBIA, LOC108025301|XP_016951185.1|DBIA
OG0000177	LOC120425631|XP_039446148.1|CPIP	LOC108025819|XP_016951960.1|DBIA
OG0000177	LOC120428667|XP_039449649.1|CPIP	LOC108024708|XP_016950288.1|DBIA
OG0000178	LOC120420001|XP_039438828.1|CPIP	LOC108024177|XP_016949490.1|DBIA
OG0000179	LOC120428603|XP_039449560.1|CPIP, LOC120428602|XP_039449559.1|CPIP, LOC120428601|XP_039449558.1|CPIP, LOC120422930|XP_039442442.1|CPIP	LOC108036576|XP_016968317.1|DBIA, LOC108022792|XP_016947410.1|DBIA
OG0000179	LOC120422941|XP_039442456.1|CPIP	LOC108029190|XP_016956852.1|DBIA
OG0000181	LOC120417331|XP_039435251.1|CPIP, LOC120419696|XP_039438417.1|CPIP, LOC120419694|XP_039438416.1|CPIP, LOC120419693|XP_039438415.1|CPIP	LOC108024775|XP_016950377.1|DBIA, LOC108025102|XP_016950854.1|DBIA
OG0000182	LOC120416502|XP_039434153.1|CPIP	LOC108027222|XP_016954039.1|DBIA
OG0000182	LOC120422607|XP_039442031.1|CPIP	LOC108027221|XP_016954038.1|DBIA, LOC108027033|XP_016953719.1|DBIA
OG0000183	LOC120413491|XP_039430281.1|CPIP	LOC108024098|XP_016949362.1|DBIA, LOC108024392|XP_016949792.1|DBIA, LOC108028157|XP_016955305.1|DBIA, LOC108030920|XP_016959607.1|DBIA
OG0000184	LOC120427957|XP_039448845.1|CPIP, LOC120427965|XP_039448854.1|CPIP, LOC120427966|XP_039448855.1|CPIP, LOC120416862|XP_039434693.1|CPIP, LOC120416861|XP_039434691.1|CPIP	LOC108033641|XP_016963563.1|DBIA, LOC108033749|XP_016963809.1|DBIA
OG0000185	LOC120414876|XP_039432133.1|CPIP	LOC108029021|XP_016956556.1|DBIA, LOC108029530|XP_016957321.1|DBIA, LOC108026035|XP_016952216.1|DBIA, LOC108029531|XP_016957322.1|DBIA
OG0000186	LOC120425279|XP_039445664.1|CPIP	LOC108025899|XP_016952070.1|DBIA, LOC108025761|XP_016951845.1|DBIA
OG0000188	LOC120414292|XP_039431393.1|CPIP, LOC120412485|XP_039428915.1|CPIP	LOC108031864|XP_016961107.1|DBIA, LOC108025728|XP_016951795.1|DBIA, LOC108025627|XP_016951652.1|DBIA
OG0000189	LOC120420553|XP_039439557.1|CPIP, LOC120431379|XP_039452446.1|CPIP	LOC108027777|XP_016954829.1|DBIA
OG0000189	LOC120414346|XP_039431435.1|CPIP	LOC108023377|XP_016948269.1|DBIA
OG0000190	LOC120431901|XP_039452967.1|CPIP	LOC108036401|XP_016968008.1|DBIA
OG0000190	LOC120422439|XP_039441807.1|CPIP	LOC108024635|XP_016950169.1|DBIA
OG0000191	LOC120413860|XP_039430755.1|CPIP, LOC120413849|XP_039430739.1|CPIP	LOC108030249|XP_016958550.1|DBIA, LOC108029951|XP_016957942.1|DBIA
OG0000192	LOC120428211|XP_039449122.1|CPIP, LOC120428210|XP_039449120.1|CPIP	LOC108025181|XP_016950979.1|DBIA, LOC108028235|XP_016955389.1|DBIA, LOC108027990|XP_016955105.1|DBIA
OG0000193	LOC120416368|XP_039434037.1|CPIP, LOC120422237|XP_039441561.1|CPIP, LOC120431659|XP_039452698.1|CPIP	LOC108029279|XP_016956966.1|DBIA, LOC108028995|XP_016956526.1|DBIA, LOC108034791|XP_016965264.1|DBIA
OG0000195	LOC120422322|XP_039441648.1|CPIP	LOC108022956|XP_016947662.1|DBIA
OG0000195	LOC120424550|XP_039444650.1|CPIP	LOC108023462|XP_016948466.1|DBIA, LOC108029939|XP_016957924.1|DBIA
OG0000196	LOC120412488|XP_039428916.1|CPIP	LOC108034102|XP_016964365.1|DBIA, LOC108034093|XP_016964349.1|DBIA
OG0000196	LOC120412489|XP_039428918.1|CPIP	LOC108034159|XP_016964452.1|DBIA
OG0000197	LOC120425939|XP_039446504.1|CPIP	LOC108025839|XP_016951990.1|DBIA
OG0000197	LOC120425935|XP_039446496.1|CPIP, LOC120425663|XP_039446178.1|CPIP	LOC108025956|XP_016952148.1|DBIA
OG0000197	LOC120425664|XP_039446183.1|CPIP	LOC108025814|XP_016951955.1|DBIA
OG0000200	LOC120432531|XP_039453692.1|CPIP	LOC108026352|XP_016952748.1|DBIA, LOC108026351|XP_016952746.1|DBIA, LOC108026236|XP_016952560.1|DBIA, LOC108026440|XP_016952866.1|DBIA, LOC108026394|XP_016952805.1|DBIA
OG0000201	LOC120429145|XP_039450277.1|CPIP, LOC120431974|XP_039453046.1|CPIP, LOC120428824|XP_039449865.1|CPIP, LOC120428826|XP_039449867.1|CPIP, LOC120428823|XP_039449864.1|CPIP, LOC120428822|XP_039449863.1|CPIP, LOC120431975|XP_039453048.1|CPIP, LOC120413140|XP_039429781.1|CPIP	LOC108031002|XP_016959692.1|DBIA, LOC108032235|XP_016961586.1|DBIA
OG0000202	LOC120414329|XP_039431403.1|CPIP	LOC108025484|XP_016951491.1|DBIA
OG0000203	LOC120427917|XP_039448789.1|CPIP	LOC108022280|XP_016946628.1|DBIA, LOC108022958|XP_016947664.1|DBIA, LOC108023024|XP_016947746.1|DBIA
OG0000205	LOC120416995|XP_039434868.1|CPIP, LOC120416164|XP_039433779.1|CPIP, LOC120416145|XP_039433756.1|CPIP, LOC120420158|XP_039439058.1|CPIP, LOC120419369|XP_039437972.1|CPIP, LOC120421438|XP_039440579.1|CPIP, LOC120423935|XP_039443853.1|CPIP, LOC120416166|XP_039433780.1|CPIP	LOC108026184|XP_016952462.1|DBIA, LOC108031690|XP_016960828.1|DBIA
OG0000206	LOC120417260|XP_039435150.1|CPIP	LOC108022162|XP_016946495.1|DBIA
OG0000206	LOC120417248|XP_039435140.1|CPIP	LOC108023096|XP_016947846.1|DBIA
OG0000207	LOC120428922|XP_039449997.1|CPIP, LOC120428923|XP_039449998.1|CPIP, LOC120431321|XP_039452389.1|CPIP, LOC120428927|XP_039450002.1|CPIP, LOC120427684|XP_039448503.1|CPIP	LOC108030692|XP_016959216.1|DBIA
OG0000210	LOC120419272|XP_039437866.1|CPIP, LOC120419258|XP_039437847.1|CPIP, LOC120419290|XP_039437890.1|CPIP, LOC120419287|XP_039437888.1|CPIP	LOC108023033|XP_016947761.1|DBIA, LOC108032333|XP_016961633.1|DBIA, LOC108028855|XP_016956330.1|DBIA
OG0000211	LOC120423846|XP_039443727.1|CPIP	LOC108027188|XP_016953977.1|DBIA
OG0000212	LOC120430516|XP_039451550.1|CPIP	LOC108033998|XP_016964215.1|DBIA, LOC108033747|XP_016963800.1|DBIA, LOC108022675|XP_016947234.1|DBIA, LOC108032801|XP_016962296.1|DBIA
OG0000213	LOC120417134|XP_039435048.1|CPIP, LOC120417135|XP_039435049.1|CPIP, LOC120417136|XP_039435050.1|CPIP, LOC120417137|XP_039435051.1|CPIP, LOC120417140|XP_039435053.1|CPIP, LOC120417138|XP_039435052.1|CPIP, LOC120415938|XP_039433516.1|CPIP, LOC120417142|XP_039435055.1|CPIP	LOC108028462|XP_016955809.1|DBIA, LOC108021870|XP_016946151.1|DBIA
OG0000214	LOC120423256|XP_039442910.1|CPIP	LOC108023573|XP_016948656.1|DBIA, LOC108026766|XP_016953398.1|DBIA, LOC108025095|XP_016950846.1|DBIA
OG0000215	LOC120423731|XP_039443571.1|CPIP, LOC120423730|XP_039443570.1|CPIP, LOC120423739|XP_039443584.1|CPIP	LOC108030836|XP_016959450.1|DBIA, LOC108030904|XP_016959571.1|DBIA, LOC108030875|XP_016959519.1|DBIA
