Orthogroup	CPIP.longest_only	BCOP.longest_only
OG0000056	LOC120426017|XP_039446626.1|CPIP, LOC120426019|XP_039446628.1|CPIP, LOC120426018|XP_039446627.1|CPIP, LOC120421076|XP_039440155.1|CPIP	LOC119075842|XP_037038285.1|BCOP, LOC119069079|XP_037028851.1|BCOP, LOC119070819|XP_037031210.1|BCOP, LOC119077330|XP_037040408.1|BCOP, LOC119083576|XP_037049217.1|BCOP, LOC119072255|XP_037033333.1|BCOP, LOC119080728|XP_037045140.1|BCOP, LOC119073796|XP_037035427.1|BCOP, LOC119076770|XP_037039620.1|BCOP, LOC119078571|XP_037042041.1|BCOP, LOC119080735|XP_037045174.1|BCOP, LOC119084316|XP_037050135.1|BCOP
OG0000057	LOC120421556|XP_039440720.1|CPIP	LOC119077205|XP_037040283.1|BCOP
OG0000057	LOC120427248|XP_039448038.1|CPIP, LOC120423998|XP_039443941.1|CPIP	LOC119075090|XP_037037375.1|BCOP, LOC119082294|XP_037047663.1|BCOP
OG0000058	LOC120416511|XP_039434162.1|CPIP, LOC120416581|XP_039434249.1|CPIP, LOC120416580|XP_039434248.1|CPIP, LOC120416567|XP_039434234.1|CPIP, LOC120416513|XP_039434165.1|CPIP, LOC120416512|XP_039434163.1|CPIP	LOC119080858|XP_037045328.1|BCOP
OG0000060	LOC120420228|XP_039439150.1|CPIP	LOC119068417|XP_037027881.1|BCOP
OG0000060	LOC120426886|XP_039447624.1|CPIP	LOC119069761|XP_037029789.1|BCOP
OG0000061	LOC120415141|XP_039432502.1|CPIP, LOC120415138|XP_039432499.1|CPIP	LOC119067640|XP_037026635.1|BCOP, LOC119079107|XP_037042821.1|BCOP, LOC119078167|XP_037041537.1|BCOP, LOC119076906|XP_037039818.1|BCOP, LOC119085000|XP_037051067.1|BCOP
OG0000064	LOC120419805|XP_039438575.1|CPIP, LOC120420822|XP_039439877.1|CPIP, LOC120426967|XP_039447720.1|CPIP	LOC119072676|XP_037033846.1|BCOP, LOC119084722|XP_037050692.1|BCOP, LOC119081134|XP_037045774.1|BCOP, LOC119085665|XP_037052008.1|BCOP
OG0000067	LOC120432580|XP_039453749.1|CPIP, LOC120432652|XP_039453830.1|CPIP, LOC120432654|XP_039453831.1|CPIP	LOC119084735|XP_037050703.1|BCOP, LOC119072217|XP_037033292.1|BCOP, LOC119085607|XP_037051925.1|BCOP
OG0000067	LOC120432651|XP_039453829.1|CPIP	LOC119085608|XP_037051927.1|BCOP
OG0000067	LOC120427625|XP_039448443.1|CPIP	LOC119076438|XP_037039101.1|BCOP
OG0000068	LOC120412403|XP_039428799.1|CPIP, LOC120412410|XP_039428807.1|CPIP, LOC120412405|XP_039428802.1|CPIP, LOC120412404|XP_039428800.1|CPIP, LOC120417591|XP_039435637.1|CPIP, LOC120417584|XP_039435629.1|CPIP, LOC120417585|XP_039435630.1|CPIP	LOC119084165|XP_037049915.1|BCOP
OG0000068	LOC120412539|XP_039428969.1|CPIP	LOC119072059|XP_037033087.1|BCOP, LOC119067027|XP_037025654.1|BCOP
OG0000070	LOC120414155|XP_039431129.1|CPIP	LOC119071237|XP_037031965.1|BCOP
OG0000071	LOC120417372|XP_039435321.1|CPIP	LOC119077499|XP_037040619.1|BCOP, LOC119080663|XP_037044988.1|BCOP, LOC119072693|XP_037033860.1|BCOP
OG0000071	LOC120425799|XP_039446344.1|CPIP	LOC119072013|XP_037033026.1|BCOP, LOC119071783|XP_037032737.1|BCOP, LOC119082689|XP_037048157.1|BCOP, LOC119071788|XP_037032744.1|BCOP
OG0000073	LOC120414900|XP_039432160.1|CPIP	LOC119072039|XP_037033052.1|BCOP
OG0000073	LOC120426588|XP_039447309.1|CPIP	LOC119070609|XP_037030924.1|BCOP
OG0000073	LOC120424938|XP_039445177.1|CPIP, LOC120424929|XP_039445153.1|CPIP	LOC119067527|XP_037026453.1|BCOP
OG0000073	LOC120418372|XP_039436675.1|CPIP	LOC119069220|XP_037029092.1|BCOP
OG0000073	LOC120419640|XP_039438328.1|CPIP	LOC119085615|XP_037051934.1|BCOP
OG0000073	LOC120416924|XP_039434768.1|CPIP	LOC119069895|XP_037029990.1|BCOP
OG0000074	LOC120428393|XP_039449334.1|CPIP, LOC120428412|XP_039449359.1|CPIP, LOC120428418|XP_039449364.1|CPIP, LOC120428413|XP_039449360.1|CPIP, LOC120423023|XP_039442600.1|CPIP, LOC120423018|XP_039442593.1|CPIP, LOC120423020|XP_039442594.1|CPIP, LOC120423021|XP_039442595.1|CPIP, LOC120423005|XP_039442562.1|CPIP, LOC120423030|XP_039442605.1|CPIP, LOC120428411|XP_039449358.1|CPIP, LOC120420019|XP_039438857.1|CPIP, LOC120428388|XP_039449320.1|CPIP, LOC120428410|XP_039449357.1|CPIP, LOC120428409|XP_039449356.1|CPIP, LOC120427610|XP_039448425.1|CPIP	LOC119079099|XP_037042812.1|BCOP, LOC119067307|XP_037026110.1|BCOP, LOC119080892|XP_037045367.1|BCOP
OG0000075	LOC120429129|XP_039450258.1|CPIP, LOC120429128|XP_039450256.1|CPIP, LOC120429138|XP_039450269.1|CPIP, LOC120424855|XP_039445041.1|CPIP, LOC120429139|XP_039450271.1|CPIP	LOC119066796|XP_037025355.1|BCOP
OG0000076	LOC120414119|XP_039431083.1|CPIP	LOC119071813|XP_037032779.1|BCOP
OG0000076	LOC120419152|XP_039437732.1|CPIP	LOC119068533|XP_037028044.1|BCOP
OG0000077	LOC120428195|XP_039449110.1|CPIP	LOC119082353|XP_037047765.1|BCOP, LOC119082354|XP_037047766.1|BCOP
OG0000077	LOC120425394|XP_039445844.1|CPIP	LOC119071068|XP_037031598.1|BCOP
OG0000077	LOC120420744|XP_039439774.1|CPIP	LOC119069760|XP_037029786.1|BCOP
OG0000078	LOC120426652|XP_039447380.1|CPIP, LOC120417056|XP_039434945.1|CPIP	LOC119072413|XP_037033522.1|BCOP
OG0000080	LOC120423909|XP_039443823.1|CPIP, LOC120417736|XP_039435828.1|CPIP, LOC120419918|XP_039438719.1|CPIP, LOC120428681|XP_039449670.1|CPIP	LOC119082209|XP_037047551.1|BCOP, LOC119080227|XP_037044368.1|BCOP
OG0000080	LOC120423702|XP_039443538.1|CPIP	LOC119071114|XP_037031655.1|BCOP
OG0000080	LOC120429653|XP_039450613.1|CPIP	LOC119071117|XP_037031661.1|BCOP
OG0000080	LOC120419665|XP_039438362.1|CPIP, LOC120432076|XP_039453147.1|CPIP, LOC120431515|XP_039452549.1|CPIP, LOC120432086|XP_039453158.1|CPIP, LOC120431996|XP_039453065.1|CPIP	LOC119071115|XP_037031659.1|BCOP, LOC119071116|XP_037031660.1|BCOP
OG0000081	LOC120416569|XP_039434237.1|CPIP, LOC120432552|XP_039453714.1|CPIP, LOC120432553|XP_039453716.1|CPIP	LOC119066627|XP_037025085.1|BCOP, LOC119075064|XP_037037353.1|BCOP
OG0000081	LOC120425827|XP_039446379.1|CPIP, LOC120416714|XP_039434471.1|CPIP, LOC120425835|XP_039446389.1|CPIP, LOC120416684|XP_039434436.1|CPIP, LOC120426653|XP_039447381.1|CPIP, LOC120412647|XP_039429135.1|CPIP, LOC120432551|XP_039453713.1|CPIP	LOC119080801|XP_037045266.1|BCOP
OG0000081	LOC120430206|XP_039451218.1|CPIP, LOC120427780|XP_039448635.1|CPIP	LOC119077978|XP_037041256.1|BCOP, LOC119079546|XP_037043429.1|BCOP, LOC119082960|XP_037048502.1|BCOP, LOC119082961|XP_037048503.1|BCOP, LOC119082962|XP_037048504.1|BCOP, LOC119066874|XP_037025443.1|BCOP, LOC119066603|XP_037025061.1|BCOP, LOC119083562|XP_037049185.1|BCOP, LOC119069899|XP_037030006.1|BCOP, LOC119080371|XP_037044567.1|BCOP
OG0000082	LOC120413477|XP_039430262.1|CPIP, LOC120430123|XP_039451143.1|CPIP, LOC120414610|XP_039431767.1|CPIP	LOC119077326|XP_037040404.1|BCOP, LOC119077878|XP_037041127.1|BCOP, LOC119069214|XP_037029085.1|BCOP, LOC119080439|XP_037044697.1|BCOP, LOC119067719|XP_037026731.1|BCOP, LOC119067656|XP_037026651.1|BCOP, LOC119067657|XP_037026652.1|BCOP, LOC119067658|XP_037026653.1|BCOP, LOC119075075|XP_037037362.1|BCOP, LOC119084030|XP_037049750.1|BCOP, LOC119079425|XP_037043226.1|BCOP, LOC119083787|XP_037049484.1|BCOP
OG0000083	LOC120420972|XP_039440038.1|CPIP, LOC120420970|XP_039440036.1|CPIP	LOC119071144|XP_037031768.1|BCOP, LOC119066519|XP_037024932.1|BCOP, LOC119084806|XP_037050772.1|BCOP, LOC119077030|XP_037040043.1|BCOP
OG0000084	LOC120431045|XP_039452131.1|CPIP	LOC119085264|XP_037051509.1|BCOP
OG0000084	LOC120417385|XP_039435338.1|CPIP, LOC120417417|XP_039435394.1|CPIP, LOC120417391|XP_039435346.1|CPIP, LOC120421339|XP_039440455.1|CPIP, LOC120416554|XP_039434220.1|CPIP	LOC119071066|XP_037031596.1|BCOP, LOC119071181|XP_037031846.1|BCOP
OG0000085	LOC120419755|XP_039438513.1|CPIP	LOC119078404|XP_037041802.1|BCOP, LOC119075491|XP_037037853.1|BCOP, LOC119078406|XP_037041805.1|BCOP, LOC119075492|XP_037037854.1|BCOP, LOC119082788|XP_037048277.1|BCOP, LOC119079916|XP_037043902.1|BCOP, LOC119073099|XP_037034308.1|BCOP, LOC119077221|XP_037040300.1|BCOP
OG0000085	LOC120418894|XP_039437359.1|CPIP	LOC119077040|XP_037040059.1|BCOP
OG0000086	LOC120419495|XP_039438120.1|CPIP	LOC119080738|XP_037045178.1|BCOP, LOC119067907|XP_037027094.1|BCOP, LOC119080632|XP_037044934.1|BCOP, LOC119068130|XP_037027486.1|BCOP
OG0000087	LOC120431959|XP_039453027.1|CPIP, LOC120424926|XP_039445151.1|CPIP, LOC120424893|XP_039445115.1|CPIP, LOC120431961|XP_039453029.1|CPIP, LOC120431960|XP_039453028.1|CPIP, LOC120424925|XP_039445150.1|CPIP, LOC120424892|XP_039445113.1|CPIP, LOC120424924|XP_039445149.1|CPIP, LOC120424889|XP_039445110.1|CPIP, LOC120425288|XP_039445674.1|CPIP	LOC119084681|XP_037050656.1|BCOP
OG0000087	LOC120424910|XP_039445137.1|CPIP, LOC120424913|XP_039445140.1|CPIP	LOC119075763|XP_037038198.1|BCOP, LOC119075761|XP_037038197.1|BCOP
OG0000088	LOC120424171|XP_039444162.1|CPIP	LOC119079125|XP_037042849.1|BCOP
OG0000089	LOC120414898|XP_039432159.1|CPIP	LOC119082274|XP_037047643.1|BCOP
OG0000089	LOC120415074|XP_039432408.1|CPIP	LOC119068248|XP_037027675.1|BCOP
OG0000089	LOC120419960|XP_039438755.1|CPIP, LOC120419983|XP_039438795.1|CPIP	LOC119081420|XP_037046225.1|BCOP, LOC119081121|XP_037045760.1|BCOP, LOC119081493|XP_037046395.1|BCOP
OG0000089	LOC120427020|XP_039447813.1|CPIP, LOC120422490|XP_039441881.1|CPIP	LOC119085328|XP_037051605.1|BCOP
OG0000090	LOC120421682|XP_039440847.1|CPIP	LOC119078560|XP_037042023.1|BCOP
OG0000090	LOC120421690|XP_039440861.1|CPIP, LOC120426406|XP_039447096.1|CPIP, LOC120421699|XP_039440871.1|CPIP	LOC119072351|XP_037033434.1|BCOP, LOC119085017|XP_037051089.1|BCOP, LOC119071272|XP_037032032.1|BCOP, LOC119081800|XP_037046914.1|BCOP
OG0000091	LOC120425404|XP_039445863.1|CPIP	LOC119067519|XP_037026434.1|BCOP
OG0000091	LOC120424933|XP_039445164.1|CPIP	LOC119085240|XP_037051459.1|BCOP
OG0000092	LOC120413009|XP_039429594.1|CPIP, LOC120413008|XP_039429592.1|CPIP	LOC119079604|XP_037043490.1|BCOP, LOC119071531|XP_037032313.1|BCOP
OG0000093	LOC120423404|XP_039443137.1|CPIP	LOC119085908|XP_037052349.1|BCOP, LOC119078154|XP_037041523.1|BCOP
OG0000093	LOC120419578|XP_039438236.1|CPIP	LOC119070006|XP_037030164.1|BCOP
OG0000094	LOC120425648|XP_039446167.1|CPIP, LOC120425708|XP_039446241.1|CPIP, LOC120431494|XP_039452533.1|CPIP, LOC120425701|XP_039446230.1|CPIP, LOC120421037|XP_039440109.1|CPIP, LOC120421043|XP_039440120.1|CPIP, LOC120413857|XP_039430748.1|CPIP, LOC120421039|XP_039440116.1|CPIP, LOC120412371|XP_039428726.1|CPIP, LOC120412378|XP_039428738.1|CPIP, LOC120430436|XP_039451481.1|CPIP, LOC120423072|XP_039442676.1|CPIP, LOC120430435|XP_039451480.1|CPIP, LOC120430433|XP_039451478.1|CPIP, LOC120430651|XP_039451691.1|CPIP	LOC119072953|XP_037034173.1|BCOP, LOC119072965|XP_037034181.1|BCOP, LOC119082341|XP_037047786.1|BCOP, LOC119072977|XP_037034192.1|BCOP, LOC119071131|XP_037031708.1|BCOP, LOC119076455|XP_037039116.1|BCOP
OG0000094	LOC120421704|XP_039441223.1|CPIP, LOC120420801|XP_039440192.1|CPIP, LOC120424242|XP_039444239.1|CPIP	LOC119081968|XP_037047175.1|BCOP
OG0000095	LOC120430414|XP_039451449.1|CPIP, LOC120422374|XP_039441717.1|CPIP, LOC120432357|XP_039453480.1|CPIP, LOC120429647|XP_039450607.1|CPIP, LOC120431380|XP_039452443.1|CPIP, LOC120420133|XP_039439018.1|CPIP, LOC120424440|XP_039444507.1|CPIP, LOC120417195|XP_039435096.1|CPIP, LOC120431133|XP_039452217.1|CPIP, LOC120430588|XP_039451629.1|CPIP, LOC120425854|XP_039446409.1|CPIP, LOC120430761|XP_039451808.1|CPIP, LOC120428539|XP_039449504.1|CPIP, LOC120417637|XP_039435683.1|CPIP, LOC120417384|XP_039435336.1|CPIP, LOC120418753|XP_039437162.1|CPIP, LOC120414985|XP_039432272.1|CPIP, LOC120427308|XP_039448095.1|CPIP, LOC120432467|XP_039453653.1|CPIP, LOC120425688|XP_039446206.1|CPIP, LOC120430063|XP_039451089.1|CPIP, LOC120424823|XP_039444976.1|CPIP, LOC120429559|XP_039450546.1|CPIP, LOC120415373|XP_039432830.1|CPIP, LOC120419510|XP_039438143.1|CPIP, LOC120422006|XP_039441258.1|CPIP	LOC119068814|XP_037028486.1|BCOP
OG0000098	LOC120426501|XP_039447206.1|CPIP, LOC120426505|XP_039447210.1|CPIP, LOC120426500|XP_039447205.1|CPIP, LOC120426502|XP_039447207.1|CPIP, LOC120426504|XP_039447208.1|CPIP, LOC120426506|XP_039447211.1|CPIP, LOC120426499|XP_039447204.1|CPIP, LOC120426507|XP_039447212.1|CPIP, LOC120414944|XP_039432210.1|CPIP, LOC120426495|XP_039447198.1|CPIP, LOC120414945|XP_039432211.1|CPIP, LOC120426509|XP_039447214.1|CPIP, LOC120426494|XP_039447197.1|CPIP, LOC120426508|XP_039447213.1|CPIP	LOC119076678|XP_037039470.1|BCOP, LOC119078741|XP_037042332.1|BCOP
OG0000099	LOC120414384|XP_039431493.1|CPIP, LOC120414385|XP_039431494.1|CPIP, LOC120418641|XP_039437021.1|CPIP	LOC119079068|XP_037042772.1|BCOP, LOC119080441|XP_037044699.1|BCOP
OG0000099	LOC120414418|XP_039431532.1|CPIP, LOC120414383|XP_039431492.1|CPIP, LOC120414382|XP_039431487.1|CPIP	LOC119077680|XP_037040831.1|BCOP, LOC119076063|XP_037038600.1|BCOP, LOC119085712|XP_037052057.1|BCOP, LOC119085711|XP_037052055.1|BCOP, LOC119076768|XP_037039615.1|BCOP, LOC119078073|XP_037041423.1|BCOP, LOC119069637|XP_037029638.1|BCOP
OG0000101	LOC120427216|XP_039448015.1|CPIP	LOC119077397|XP_037040498.1|BCOP, LOC119082930|XP_037048481.1|BCOP
OG0000102	LOC120413414|XP_039430153.1|CPIP, LOC120413405|XP_039430144.1|CPIP, LOC120412910|XP_039429479.1|CPIP, LOC120413423|XP_039430169.1|CPIP, LOC120417857|XP_039436011.1|CPIP, LOC120413400|XP_039430134.1|CPIP, LOC120413398|XP_039430131.1|CPIP	LOC119083655|XP_037049326.1|BCOP, LOC119081277|XP_037045928.1|BCOP, LOC119075318|XP_037037633.1|BCOP, LOC119066132|XP_037024317.1|BCOP
OG0000102	LOC120432492|XP_039453640.1|CPIP	LOC119069719|XP_037029740.1|BCOP
OG0000103	LOC120416536|XP_039434185.1|CPIP, LOC120417606|XP_039435649.1|CPIP, LOC120417607|XP_039435650.1|CPIP, LOC120417608|XP_039435652.1|CPIP	LOC119074607|XP_037036759.1|BCOP
OG0000104	LOC120426949|XP_039447708.1|CPIP	LOC119069509|XP_037029482.1|BCOP, LOC119078961|XP_037042605.1|BCOP
OG0000104	LOC120412621|XP_039429106.1|CPIP, LOC120412646|XP_039429134.1|CPIP, LOC120412612|XP_039429095.1|CPIP	LOC119080513|XP_037044818.1|BCOP
OG0000105	LOC120425216|XP_039445581.1|CPIP	LOC119080671|XP_037045000.1|BCOP
OG0000109	LOC120423573|XP_039443364.1|CPIP, LOC120423521|XP_039443303.1|CPIP	LOC119066520|XP_037024933.1|BCOP, LOC119068303|XP_037027739.1|BCOP, LOC119078821|XP_037042421.1|BCOP
OG0000110	LOC120432096|XP_039453165.1|CPIP	LOC119073251|XP_037034515.1|BCOP
OG0000111	LOC120423942|XP_039443860.1|CPIP, LOC120415255|XP_039432655.1|CPIP, LOC120415261|XP_039432663.1|CPIP, LOC120415259|XP_039432661.1|CPIP, LOC120415241|XP_039432639.1|CPIP	LOC119083195|XP_037048752.1|BCOP
OG0000113	LOC120426589|XP_039447314.1|CPIP, LOC120417349|XP_039435285.1|CPIP	LOC119081195|XP_037045806.1|BCOP, LOC119076161|XP_037038741.1|BCOP, LOC119076122|XP_037038686.1|BCOP
OG0000115	LOC120418432|XP_039436748.1|CPIP, LOC120413856|XP_039430747.1|CPIP, LOC120420195|XP_039439116.1|CPIP, LOC120417432|XP_039435407.1|CPIP, LOC120420918|XP_039439979.1|CPIP, LOC120425177|XP_039445545.1|CPIP, LOC120429183|XP_039450364.1|CPIP, LOC120420463|XP_039439420.1|CPIP, LOC120414256|XP_039431303.1|CPIP, LOC120414200|XP_039431218.1|CPIP, LOC120428063|XP_039448956.1|CPIP, LOC120430477|XP_039451508.1|CPIP, LOC120428760|XP_039449776.1|CPIP, LOC120428028|XP_039448933.1|CPIP, LOC120426210|XP_039446850.1|CPIP, LOC120420346|XP_039439274.1|CPIP, LOC120415113|XP_039432465.1|CPIP, LOC120423931|XP_039443847.1|CPIP, LOC120414755|XP_039432005.1|CPIP, LOC120414401|XP_039431512.1|CPIP, LOC120431575|XP_039452620.1|CPIP, LOC120428380|XP_039449313.1|CPIP, LOC120418427|XP_039436739.1|CPIP, LOC120413758|XP_039430627.1|CPIP, LOC120427286|XP_039448071.1|CPIP, LOC120417770|XP_039435862.1|CPIP, LOC120420418|XP_039439371.1|CPIP, LOC120431811|XP_039452865.1|CPIP, LOC120429605|XP_039450571.1|CPIP, LOC120428522|XP_039449485.1|CPIP, LOC120412872|XP_039429437.1|CPIP, LOC120422797|XP_039442272.1|CPIP, LOC120416572|XP_039434240.1|CPIP, LOC120431812|XP_039452866.1|CPIP, LOC120430478|XP_039451510.1|CPIP, LOC120428761|XP_039449777.1|CPIP, LOC120432361|XP_039453489.1|CPIP, LOC120431597|XP_039452638.1|CPIP, LOC120429079|XP_039450171.1|CPIP, LOC120428428|XP_039449371.1|CPIP, LOC120421400|XP_039440536.1|CPIP, LOC120419688|XP_039438408.1|CPIP, LOC120423147|XP_039442762.1|CPIP, LOC120428700|XP_039449707.1|CPIP	LOC119072021|XP_037033034.1|BCOP
OG0000117	LOC120413999|XP_039430942.1|CPIP	LOC119075248|XP_037037542.1|BCOP
OG0000117	LOC120414022|XP_039430973.1|CPIP	LOC119077509|XP_037040636.1|BCOP
OG0000118	LOC120423433|XP_039443178.1|CPIP, LOC120423454|XP_039443210.1|CPIP, LOC120423455|XP_039443211.1|CPIP, LOC120432382|XP_039453509.1|CPIP	LOC119085695|XP_037052038.1|BCOP, LOC119085696|XP_037052040.1|BCOP, LOC119073481|XP_037034921.1|BCOP, LOC119076573|XP_037039263.1|BCOP
OG0000119	LOC120420559|XP_039439559.1|CPIP, LOC120426420|XP_039447112.1|CPIP, LOC120428772|XP_039449790.1|CPIP, LOC120420257|XP_039439187.1|CPIP, LOC120431980|XP_039453050.1|CPIP, LOC120423540|XP_039443321.1|CPIP	LOC119077086|XP_037040141.1|BCOP, LOC119077085|XP_037040140.1|BCOP
OG0000120	LOC120417029|XP_039434907.1|CPIP	LOC119080998|XP_037045563.1|BCOP
OG0000120	LOC120419990|XP_039438806.1|CPIP	LOC119078165|XP_037041538.1|BCOP
OG0000122	LOC120432386|XP_039453515.1|CPIP, LOC120432365|XP_039453491.1|CPIP	LOC119084912|XP_037050963.1|BCOP, LOC119077176|XP_037040252.1|BCOP, LOC119075959|XP_037038431.1|BCOP
OG0000123	LOC120414202|XP_039431221.1|CPIP, LOC120425309|XP_039445711.1|CPIP	LOC119084065|XP_037049800.1|BCOP
OG0000125	LOC120423344|XP_039443047.1|CPIP	LOC119067921|XP_037027119.1|BCOP
OG0000125	LOC120424516|XP_039444604.1|CPIP	LOC119081947|XP_037047122.1|BCOP
OG0000126	LOC120415876|XP_039433448.1|CPIP, LOC120415877|XP_039433449.1|CPIP, LOC120429787|XP_039450781.1|CPIP, LOC120412720|XP_039429241.1|CPIP	LOC119077979|XP_037041260.1|BCOP
OG0000127	LOC120415380|XP_039432838.1|CPIP	LOC119076071|XP_037038610.1|BCOP, LOC119079079|XP_037042783.1|BCOP
OG0000129	LOC120414363|XP_039431459.1|CPIP	LOC119074452|XP_037036480.1|BCOP
OG0000131	LOC120430693|XP_039451736.1|CPIP, LOC120430355|XP_039451389.1|CPIP, LOC120420977|XP_039440043.1|CPIP, LOC120421283|XP_039440410.1|CPIP, LOC120420974|XP_039440041.1|CPIP, LOC120421282|XP_039440409.1|CPIP, LOC120420973|XP_039440040.1|CPIP, LOC120415516|XP_039433007.1|CPIP, LOC120427467|XP_039448271.1|CPIP, LOC120416286|XP_039433933.1|CPIP, LOC120430742|XP_039451783.1|CPIP, LOC120416278|XP_039433925.1|CPIP, LOC120417853|XP_039436006.1|CPIP, LOC120417864|XP_039436017.1|CPIP, LOC120416270|XP_039433907.1|CPIP, LOC120416269|XP_039433906.1|CPIP, LOC120430741|XP_039451782.1|CPIP, LOC120430743|XP_039451784.1|CPIP, LOC120416277|XP_039433924.1|CPIP, LOC120430746|XP_039451785.1|CPIP, LOC120430747|XP_039451786.1|CPIP, LOC120416283|XP_039433931.1|CPIP, LOC120415514|XP_039433005.1|CPIP, LOC120423581|XP_039443374.1|CPIP, LOC120423563|XP_039443347.1|CPIP, LOC120423564|XP_039443348.1|CPIP	LOC119069243|XP_037029191.1|BCOP, LOC119073673|XP_037035178.1|BCOP
OG0000131	LOC120421833|XP_039441048.1|CPIP	LOC119069789|XP_037029826.1|BCOP
OG0000132	LOC120429178|XP_039450325.1|CPIP, LOC120413573|XP_039430393.1|CPIP, LOC120423930|XP_039443846.1|CPIP, LOC120423949|XP_039443868.1|CPIP	LOC119070931|XP_037031370.1|BCOP, LOC119083625|XP_037049255.1|BCOP, LOC119083840|XP_037049540.1|BCOP, LOC119076124|XP_037038688.1|BCOP, LOC119076130|XP_037038697.1|BCOP
OG0000133	LOC120422020|XP_039441278.1|CPIP, LOC120430562|XP_039451609.1|CPIP	LOC119078344|XP_037041742.1|BCOP
OG0000134	LOC120419432|XP_039438078.1|CPIP	LOC119084917|XP_037050964.1|BCOP
OG0000135	LOC120417523|XP_039435540.1|CPIP, LOC120417527|XP_039435543.1|CPIP	LOC119083265|XP_037048841.1|BCOP, LOC119078024|XP_037041326.1|BCOP, LOC119078036|XP_037041342.1|BCOP, LOC119078035|XP_037041341.1|BCOP, LOC119078026|XP_037041331.1|BCOP
OG0000135	LOC120417528|XP_039435544.1|CPIP, LOC120415480|XP_039432978.1|CPIP, LOC120431314|XP_039452381.1|CPIP, LOC120431316|XP_039452383.1|CPIP, LOC120415492|XP_039432994.1|CPIP, LOC120431725|XP_039452786.1|CPIP, LOC120431726|XP_039452787.1|CPIP, LOC120431722|XP_039452783.1|CPIP, LOC120413957|XP_039430897.1|CPIP, LOC120431723|XP_039452785.1|CPIP, LOC120432204|XP_039453296.1|CPIP, LOC120432206|XP_039453297.1|CPIP, LOC120421237|XP_039440370.1|CPIP, LOC120423427|XP_039443169.1|CPIP, LOC120421239|XP_039440372.1|CPIP, LOC120428312|XP_039449247.1|CPIP, LOC120421611|XP_039440770.1|CPIP, LOC120431553|XP_039452593.1|CPIP, LOC120421615|XP_039440779.1|CPIP, LOC120421612|XP_039440771.1|CPIP, LOC120424837|XP_039445001.1|CPIP, LOC120431555|XP_039452596.1|CPIP, LOC120421620|XP_039440782.1|CPIP, LOC120417545|XP_039435561.1|CPIP, LOC120421223|XP_039440358.1|CPIP	LOC119073097|XP_037034306.1|BCOP
OG0000136	LOC120422506|XP_039441895.1|CPIP	LOC119080269|XP_037044424.1|BCOP
OG0000137	LOC120418758|XP_039437164.1|CPIP	LOC119076570|XP_037039260.1|BCOP
OG0000137	LOC120413389|XP_039430119.1|CPIP, LOC120418020|XP_039436197.1|CPIP	LOC119075970|XP_037038454.1|BCOP
OG0000137	LOC120423772|XP_039443625.1|CPIP	LOC119072476|XP_037033597.1|BCOP, LOC119072474|XP_037033594.1|BCOP, LOC119072472|XP_037033590.1|BCOP
OG0000140	LOC120428692|XP_039449698.1|CPIP, LOC120428177|XP_039449092.1|CPIP, LOC120428415|XP_039449365.1|CPIP, LOC120428612|XP_039449580.1|CPIP, LOC120419315|XP_039437920.1|CPIP, LOC120422117|XP_039441420.1|CPIP, LOC120424472|XP_039444544.1|CPIP, LOC120425058|XP_039445365.1|CPIP, LOC120425057|XP_039445364.1|CPIP, LOC120425056|XP_039445362.1|CPIP, LOC120425070|XP_039445380.1|CPIP	LOC119069608|XP_037029594.1|BCOP
OG0000141	LOC120421894|XP_039441123.1|CPIP	LOC119081636|XP_037046587.1|BCOP, LOC119080767|XP_037045226.1|BCOP
OG0000142	LOC120425952|XP_039446526.1|CPIP	LOC119069777|XP_037029851.1|BCOP
OG0000142	LOC120415036|XP_039432338.1|CPIP	LOC119069688|XP_037029708.1|BCOP
OG0000142	LOC120418059|XP_039436247.1|CPIP, LOC120419876|XP_039438671.1|CPIP	LOC119068456|XP_037027931.1|BCOP
OG0000143	LOC120418513|XP_039436884.1|CPIP	LOC119079862|XP_037043834.1|BCOP
OG0000143	LOC120415275|XP_039432682.1|CPIP	LOC119071652|XP_037032507.1|BCOP
OG0000143	LOC120415068|XP_039432401.1|CPIP, LOC120422209|XP_039441530.1|CPIP, LOC120421102|XP_039440186.1|CPIP, LOC120421998|XP_039441246.1|CPIP, LOC120421075|XP_039440158.1|CPIP	LOC119078755|XP_037042355.1|BCOP
OG0000144	LOC120426607|XP_039447334.1|CPIP	LOC119076752|XP_037039594.1|BCOP
OG0000144	LOC120421600|XP_039440761.1|CPIP	LOC119077624|XP_037040733.1|BCOP
OG0000144	LOC120430358|XP_039451394.1|CPIP, LOC120430767|XP_039451811.1|CPIP	LOC119084638|XP_037050601.1|BCOP
OG0000144	LOC120418621|XP_039436998.1|CPIP, LOC120429735|XP_039450721.1|CPIP	LOC119084631|XP_037050594.1|BCOP
OG0000145	LOC120427052|XP_039447817.1|CPIP, LOC120427063|XP_039447836.1|CPIP, LOC120427054|XP_039447818.1|CPIP	LOC119066144|XP_037024335.1|BCOP
