Orthogroup	CPIP.longest_only	ASTE.longest_only
OG0000057	LOC120428776|XP_039449794.1|CPIP	LOC118506538|XP_035899704.1|ASTE, LOC118515254|XP_035917835.1|ASTE
OG0000057	LOC120431484|XP_039452532.1|CPIP, LOC120413508|XP_039430301.1|CPIP, LOC120430733|XP_039451777.1|CPIP, LOC120430810|XP_039451866.1|CPIP, LOC120417862|XP_039436019.1|CPIP, LOC120421112|XP_039440205.1|CPIP, LOC120429688|XP_039450654.1|CPIP, LOC120412431|XP_039428824.1|CPIP, LOC120431763|XP_039452817.1|CPIP	LOC118508925|XP_035904701.1|ASTE, LOC118502372|XP_035890485.1|ASTE, LOC118509992|XP_035907268.1|ASTE, LOC118506863|XP_035900492.1|ASTE
OG0000057	LOC120427248|XP_039448038.1|CPIP, LOC120423998|XP_039443941.1|CPIP	LOC118511538|XP_035910630.1|ASTE
OG0000058	LOC120416511|XP_039434162.1|CPIP	LOC118513234|XP_035914678.1|ASTE
OG0000058	LOC120416581|XP_039434249.1|CPIP, LOC120416580|XP_039434248.1|CPIP, LOC120416567|XP_039434234.1|CPIP	LOC118509609|XP_035906312.1|ASTE
OG0000060	LOC120420228|XP_039439150.1|CPIP	LOC118506293|XP_035899121.1|ASTE
OG0000060	LOC120426886|XP_039447624.1|CPIP	LOC118514292|XP_035916947.1|ASTE
OG0000061	LOC120415141|XP_039432502.1|CPIP, LOC120415138|XP_039432499.1|CPIP	LOC118507312|XP_035901588.1|ASTE, LOC118507313|XP_035901589.1|ASTE
OG0000061	LOC120415136|XP_039432496.1|CPIP, LOC120415158|XP_039432528.1|CPIP	LOC118508145|XP_035903575.1|ASTE
OG0000061	LOC120415137|XP_039432497.1|CPIP	LOC118508147|XP_035903576.1|ASTE
OG0000061	LOC120415149|XP_039432517.1|CPIP	LOC118508152|XP_035903582.1|ASTE
OG0000064	LOC120418388|XP_039436700.1|CPIP	LOC118503143|XP_035892009.1|ASTE
OG0000064	LOC120420822|XP_039439877.1|CPIP, LOC120426967|XP_039447720.1|CPIP	LOC118507461|XP_035901847.1|ASTE, LOC118516630|XP_035918499.1|ASTE, LOC118516592|XP_035918448.1|ASTE, LOC118516616|XP_035918482.1|ASTE, LOC118516951|XP_035918675.1|ASTE, LOC118516548|XP_035918387.1|ASTE
OG0000067	LOC120432580|XP_039453749.1|CPIP, LOC120432652|XP_039453830.1|CPIP, LOC120432654|XP_039453831.1|CPIP	LOC118517599|XP_035919781.1|ASTE, LOC118517600|XP_035919782.1|ASTE, LOC118517598|XP_035919779.1|ASTE
OG0000067	LOC120427625|XP_039448443.1|CPIP	LOC118509032|XP_035904963.1|ASTE
OG0000068	LOC120412403|XP_039428799.1|CPIP, LOC120412410|XP_039428807.1|CPIP, LOC120412405|XP_039428802.1|CPIP	LOC118509544|XP_035906185.1|ASTE
OG0000068	LOC120412404|XP_039428800.1|CPIP	LOC118509545|XP_035906187.1|ASTE
OG0000068	LOC120417591|XP_039435637.1|CPIP	LOC118512181|XP_035912164.1|ASTE
OG0000068	LOC120417584|XP_039435629.1|CPIP	LOC118504040|XP_035893930.1|ASTE
OG0000068	LOC120417585|XP_039435630.1|CPIP	LOC118504041|XP_035893931.1|ASTE
OG0000068	LOC120412539|XP_039428969.1|CPIP	LOC118505785|XP_035897988.1|ASTE
OG0000070	LOC120414155|XP_039431129.1|CPIP	LOC118514552|XP_035917436.1|ASTE, LOC118514553|XP_035917437.1|ASTE
OG0000071	LOC120415433|XP_039432915.1|CPIP	LOC118508137|XP_035903544.1|ASTE
OG0000071	LOC120417372|XP_039435321.1|CPIP	LOC118508078|XP_035903435.1|ASTE, LOC118512339|XP_035912519.1|ASTE, LOC118508073|XP_035903430.1|ASTE
OG0000071	LOC120425799|XP_039446344.1|CPIP	LOC118508077|XP_035903434.1|ASTE, LOC118508075|XP_035903432.1|ASTE
OG0000072	LOC120412897|XP_039429462.1|CPIP	LOC118515883|XP_035917965.1|ASTE, LOC118514335|XP_035917037.1|ASTE
OG0000072	LOC120419603|XP_039438279.1|CPIP, LOC120420422|XP_039439378.1|CPIP, LOC120420470|XP_039439437.1|CPIP, LOC120419611|XP_039438287.1|CPIP	LOC118511004|XP_035909412.1|ASTE, LOC118509229|XP_035905431.1|ASTE
OG0000073	LOC120414900|XP_039432160.1|CPIP	LOC118508175|XP_035903617.1|ASTE
OG0000073	LOC120426588|XP_039447309.1|CPIP	LOC118505021|XP_035896105.1|ASTE
OG0000073	LOC120424938|XP_039445177.1|CPIP	LOC118504541|XP_035895010.1|ASTE
OG0000073	LOC120424929|XP_039445153.1|CPIP	LOC118504546|XP_035895042.1|ASTE
OG0000073	LOC120413783|XP_039430665.1|CPIP	LOC118504255|XP_035894375.1|ASTE
OG0000073	LOC120418372|XP_039436675.1|CPIP	LOC118506813|XP_035900364.1|ASTE
OG0000073	LOC120419640|XP_039438328.1|CPIP	LOC118508670|XP_035904399.1|ASTE
OG0000073	LOC120416924|XP_039434768.1|CPIP	LOC118509861|XP_035906969.1|ASTE
OG0000074	LOC120428418|XP_039449364.1|CPIP	LOC118516380|XP_035918125.1|ASTE, LOC118512784|XP_035913591.1|ASTE
OG0000074	LOC120428413|XP_039449360.1|CPIP	LOC118510203|XP_035907633.1|ASTE
OG0000074	LOC120423023|XP_039442600.1|CPIP, LOC120423018|XP_039442593.1|CPIP, LOC120423020|XP_039442594.1|CPIP, LOC120423021|XP_039442595.1|CPIP, LOC120423005|XP_039442562.1|CPIP, LOC120423030|XP_039442605.1|CPIP, LOC120428411|XP_039449358.1|CPIP, LOC120420019|XP_039438857.1|CPIP	LOC118512755|XP_035913538.1|ASTE, LOC118516368|XP_035918114.1|ASTE, LOC118512757|XP_035913540.1|ASTE, LOC118512754|XP_035913537.1|ASTE, LOC118516371|XP_035918117.1|ASTE, LOC118516372|XP_035918118.1|ASTE, LOC118516374|XP_035918120.1|ASTE, LOC118512758|XP_035913541.1|ASTE, LOC118516373|XP_035918119.1|ASTE, LOC118512753|XP_035913536.1|ASTE, LOC118512756|XP_035913539.1|ASTE, LOC118516369|XP_035918115.1|ASTE, LOC118512737|XP_035913495.1|ASTE
OG0000074	LOC120428388|XP_039449320.1|CPIP, LOC120428410|XP_039449357.1|CPIP, LOC120428409|XP_039449356.1|CPIP, LOC120427610|XP_039448425.1|CPIP	LOC118513102|XP_035914396.1|ASTE, LOC118513101|XP_035914395.1|ASTE, LOC118513100|XP_035914394.1|ASTE
OG0000076	LOC120414119|XP_039431083.1|CPIP	LOC118512277|XP_035912363.1|ASTE, LOC118517163|XP_035918937.1|ASTE
OG0000076	LOC120419152|XP_039437732.1|CPIP	LOC118504620|XP_035895194.1|ASTE
OG0000077	LOC120428195|XP_039449110.1|CPIP	LOC118507281|XP_035901485.1|ASTE
OG0000077	LOC120425394|XP_039445844.1|CPIP	LOC118506025|XP_035898529.1|ASTE
OG0000077	LOC120420744|XP_039439774.1|CPIP	LOC118511962|XP_035911578.1|ASTE
OG0000077	LOC120418321|XP_039436585.1|CPIP	LOC118511892|XP_035911415.1|ASTE
OG0000078	LOC120426652|XP_039447380.1|CPIP, LOC120417056|XP_039434945.1|CPIP	LOC118506363|XP_035899271.1|ASTE
OG0000080	LOC120423909|XP_039443823.1|CPIP, LOC120417736|XP_039435828.1|CPIP, LOC120419918|XP_039438719.1|CPIP, LOC120428681|XP_039449670.1|CPIP	LOC118508108|XP_035903495.1|ASTE, LOC118508106|XP_035903493.1|ASTE
OG0000080	LOC120423702|XP_039443538.1|CPIP	LOC118503106|XP_035891931.1|ASTE
OG0000080	LOC120429653|XP_039450613.1|CPIP	LOC118509536|XP_035906155.1|ASTE
OG0000080	LOC120419665|XP_039438362.1|CPIP, LOC120432076|XP_039453147.1|CPIP	LOC118508460|XP_035904157.1|ASTE
OG0000080	LOC120431515|XP_039452549.1|CPIP	LOC118508462|XP_035904160.1|ASTE
OG0000081	LOC120420364|XP_039439300.1|CPIP, LOC120413921|XP_039430834.1|CPIP, LOC120419484|XP_039438103.1|CPIP, LOC120419509|XP_039438142.1|CPIP, LOC120417402|XP_039435375.1|CPIP, LOC120416569|XP_039434237.1|CPIP, LOC120432552|XP_039453714.1|CPIP, LOC120432553|XP_039453716.1|CPIP, LOC120425827|XP_039446379.1|CPIP, LOC120416714|XP_039434471.1|CPIP, LOC120425835|XP_039446389.1|CPIP, LOC120416684|XP_039434436.1|CPIP, LOC120426653|XP_039447381.1|CPIP, LOC120412647|XP_039429135.1|CPIP, LOC120432551|XP_039453713.1|CPIP	LOC118512948|XP_035914060.1|ASTE, LOC118512949|XP_035914061.1|ASTE
OG0000081	LOC120430206|XP_039451218.1|CPIP, LOC120427780|XP_039448635.1|CPIP	LOC118517328|XP_035919201.1|ASTE
OG0000082	LOC120417717|XP_039435802.1|CPIP	LOC118507692|XP_035902418.1|ASTE, LOC118513643|XP_035915603.1|ASTE, LOC118517141|XP_035918892.1|ASTE, LOC118513644|XP_035915604.1|ASTE, LOC118513645|XP_035915605.1|ASTE
OG0000083	LOC120420972|XP_039440038.1|CPIP	LOC118512490|XP_035912888.1|ASTE
OG0000083	LOC120420970|XP_039440036.1|CPIP	LOC118512492|XP_035912890.1|ASTE, LOC118512491|XP_035912889.1|ASTE
OG0000084	LOC120417385|XP_039435338.1|CPIP, LOC120417417|XP_039435394.1|CPIP	LOC118507487|XP_035901904.1|ASTE
OG0000084	LOC120417391|XP_039435346.1|CPIP	LOC118509025|XP_035904952.1|ASTE, LOC118504703|XP_035895429.1|ASTE, LOC118508829|XP_035904468.1|ASTE, LOC118509024|XP_035904951.1|ASTE, LOC118509023|XP_035904949.1|ASTE
OG0000084	LOC120421339|XP_039440455.1|CPIP	LOC118513092|XP_035914386.1|ASTE
OG0000084	LOC120424545|XP_039444643.1|CPIP, LOC120424544|XP_039444642.1|CPIP, LOC120422454|XP_039441832.1|CPIP, LOC120424528|XP_039444621.1|CPIP, LOC120424522|XP_039444615.1|CPIP, LOC120426597|XP_039447322.1|CPIP, LOC120424525|XP_039444619.1|CPIP, LOC120424523|XP_039444617.1|CPIP, LOC120424526|XP_039444620.1|CPIP, LOC120424524|XP_039444618.1|CPIP	LOC118503417|XP_035892550.1|ASTE
OG0000085	LOC120419755|XP_039438513.1|CPIP	LOC118512093|XP_035911950.1|ASTE
OG0000085	LOC120418894|XP_039437359.1|CPIP	LOC118513044|XP_035914229.1|ASTE
OG0000086	LOC120419495|XP_039438120.1|CPIP	LOC118508907|XP_035904661.1|ASTE
OG0000087	LOC120431959|XP_039453027.1|CPIP, LOC120424926|XP_039445151.1|CPIP, LOC120424893|XP_039445115.1|CPIP, LOC120431961|XP_039453029.1|CPIP, LOC120431960|XP_039453028.1|CPIP, LOC120424925|XP_039445150.1|CPIP, LOC120424892|XP_039445113.1|CPIP	LOC118511165|XP_035909796.1|ASTE
OG0000087	LOC120424924|XP_039445149.1|CPIP	LOC118511162|XP_035909794.1|ASTE
OG0000087	LOC120424889|XP_039445110.1|CPIP, LOC120425288|XP_039445674.1|CPIP	LOC118511161|XP_035909793.1|ASTE
OG0000088	LOC120424171|XP_039444162.1|CPIP	LOC118503330|XP_035892383.1|ASTE
OG0000089	LOC120414898|XP_039432159.1|CPIP	LOC118505310|XP_035896841.1|ASTE
OG0000089	LOC120419960|XP_039438755.1|CPIP, LOC120419983|XP_039438795.1|CPIP	LOC118511372|XP_035910259.1|ASTE, LOC118511382|XP_035910282.1|ASTE
OG0000089	LOC120427020|XP_039447813.1|CPIP, LOC120422490|XP_039441881.1|CPIP	LOC118506188|XP_035898872.1|ASTE
OG0000090	LOC120421690|XP_039440861.1|CPIP, LOC120426406|XP_039447096.1|CPIP	LOC118506264|XP_035899059.1|ASTE
OG0000091	LOC120425404|XP_039445863.1|CPIP	LOC118507859|XP_035902942.1|ASTE
OG0000091	LOC120420850|XP_039439900.1|CPIP	LOC118505601|XP_035897522.1|ASTE, LOC118516562|XP_035918416.1|ASTE
OG0000091	LOC120424933|XP_039445164.1|CPIP	LOC118505600|XP_035897520.1|ASTE, LOC118516561|XP_035918412.1|ASTE
OG0000092	LOC120413009|XP_039429594.1|CPIP	LOC118502652|XP_035890995.1|ASTE
OG0000092	LOC120412967|XP_039429549.1|CPIP	LOC118502656|XP_035891000.1|ASTE
OG0000093	LOC120423404|XP_039443137.1|CPIP	LOC118510780|XP_035908957.1|ASTE
OG0000093	LOC120419578|XP_039438236.1|CPIP	LOC118512414|XP_035912706.1|ASTE
OG0000094	LOC120430651|XP_039451691.1|CPIP	LOC118502720|XP_035891168.1|ASTE
OG0000094	LOC120421704|XP_039441223.1|CPIP, LOC120420801|XP_039440192.1|CPIP, LOC120424242|XP_039444239.1|CPIP	LOC118506771|XP_035900263.1|ASTE, LOC118514681|XP_035917717.1|ASTE, LOC118516006|XP_035918152.1|ASTE
OG0000095	LOC120430414|XP_039451449.1|CPIP, LOC120422374|XP_039441717.1|CPIP, LOC120432357|XP_039453480.1|CPIP, LOC120429647|XP_039450607.1|CPIP, LOC120431380|XP_039452443.1|CPIP, LOC120420133|XP_039439018.1|CPIP, LOC120424440|XP_039444507.1|CPIP, LOC120417195|XP_039435096.1|CPIP, LOC120431133|XP_039452217.1|CPIP, LOC120430588|XP_039451629.1|CPIP, LOC120425854|XP_039446409.1|CPIP, LOC120430761|XP_039451808.1|CPIP, LOC120428539|XP_039449504.1|CPIP, LOC120417637|XP_039435683.1|CPIP, LOC120417384|XP_039435336.1|CPIP, LOC120418753|XP_039437162.1|CPIP, LOC120414985|XP_039432272.1|CPIP, LOC120427308|XP_039448095.1|CPIP, LOC120432467|XP_039453653.1|CPIP, LOC120425688|XP_039446206.1|CPIP, LOC120430063|XP_039451089.1|CPIP, LOC120424823|XP_039444976.1|CPIP, LOC120429559|XP_039450546.1|CPIP, LOC120415373|XP_039432830.1|CPIP, LOC120419510|XP_039438143.1|CPIP, LOC120422006|XP_039441258.1|CPIP	LOC118507514|XP_035901957.1|ASTE
OG0000095	LOC120412705|XP_039429254.1|CPIP	LOC118515076|XP_035917701.1|ASTE, LOC118504363|XP_035894651.1|ASTE, LOC118511614|XP_035910801.1|ASTE, LOC118515153|XP_035917755.1|ASTE
OG0000095	LOC120426066|XP_039446685.1|CPIP, LOC120426700|XP_039447413.1|CPIP, LOC120426043|XP_039446659.1|CPIP, LOC120423388|XP_039443104.1|CPIP	LOC118513342|XP_035914863.1|ASTE
OG0000098	LOC120423046|XP_039442653.1|CPIP, LOC120423055|XP_039442660.1|CPIP	LOC118506462|XP_035899533.1|ASTE
OG0000098	LOC120426501|XP_039447206.1|CPIP, LOC120426505|XP_039447210.1|CPIP, LOC120426500|XP_039447205.1|CPIP, LOC120426502|XP_039447207.1|CPIP, LOC120426504|XP_039447208.1|CPIP, LOC120426506|XP_039447211.1|CPIP	LOC118503065|XP_035891826.1|ASTE
OG0000098	LOC120426499|XP_039447204.1|CPIP	LOC118503062|XP_035891822.1|ASTE
OG0000098	LOC120426507|XP_039447212.1|CPIP, LOC120414944|XP_039432210.1|CPIP, LOC120426495|XP_039447198.1|CPIP, LOC120414945|XP_039432211.1|CPIP, LOC120426509|XP_039447214.1|CPIP, LOC120426494|XP_039447197.1|CPIP, LOC120426508|XP_039447213.1|CPIP	LOC118503063|XP_035891823.1|ASTE, LOC118503064|XP_035891825.1|ASTE
OG0000099	LOC120414384|XP_039431493.1|CPIP, LOC120414385|XP_039431494.1|CPIP	LOC118506913|XP_035900599.1|ASTE
OG0000099	LOC120414418|XP_039431532.1|CPIP	LOC118506916|XP_035900604.1|ASTE
OG0000099	LOC120414383|XP_039431492.1|CPIP	LOC118506914|XP_035900601.1|ASTE
OG0000101	LOC120427216|XP_039448015.1|CPIP	LOC118510504|XP_035908303.1|ASTE
OG0000102	LOC120413414|XP_039430153.1|CPIP, LOC120413405|XP_039430144.1|CPIP	LOC118509466|XP_035905987.1|ASTE
OG0000102	LOC120413423|XP_039430169.1|CPIP, LOC120417857|XP_039436011.1|CPIP	LOC118511833|XP_035911269.1|ASTE
OG0000102	LOC120413400|XP_039430134.1|CPIP, LOC120413398|XP_039430131.1|CPIP	LOC118511825|XP_035911262.1|ASTE, LOC118511824|XP_035911261.1|ASTE
OG0000102	LOC120432492|XP_039453640.1|CPIP	LOC118504365|XP_035894655.1|ASTE
OG0000103	LOC120423255|XP_039442909.1|CPIP	LOC118508203|XP_035903666.1|ASTE
OG0000104	LOC120426949|XP_039447708.1|CPIP	LOC118507638|XP_035902290.1|ASTE
OG0000105	LOC120425216|XP_039445581.1|CPIP	LOC118506605|XP_035899865.1|ASTE
OG0000109	LOC120423583|XP_039443376.1|CPIP	LOC118505426|XP_035897081.1|ASTE
OG0000109	LOC120420353|XP_039439283.1|CPIP, LOC120420541|XP_039439548.1|CPIP, LOC120423553|XP_039443331.1|CPIP	LOC118502869|XP_035891469.1|ASTE
OG0000109	LOC120423573|XP_039443364.1|CPIP, LOC120423521|XP_039443303.1|CPIP	LOC118504419|XP_035894746.1|ASTE
OG0000110	LOC120432096|XP_039453165.1|CPIP	LOC118511309|XP_035910114.1|ASTE
OG0000111	LOC120423942|XP_039443860.1|CPIP	LOC118503662|XP_035893080.1|ASTE, LOC118503161|XP_035892015.1|ASTE
OG0000111	LOC120415255|XP_039432655.1|CPIP	LOC118504876|XP_035895821.1|ASTE
OG0000111	LOC120415261|XP_039432663.1|CPIP	LOC118507965|XP_035903187.1|ASTE
OG0000111	LOC120415259|XP_039432661.1|CPIP	LOC118507089|XP_035900970.1|ASTE
OG0000111	LOC120415241|XP_039432639.1|CPIP	LOC118503024|XP_035891741.1|ASTE
OG0000112	LOC120420031|XP_039438866.1|CPIP	LOC118509575|XP_035906237.1|ASTE, LOC118516425|XP_035918189.1|ASTE
OG0000112	LOC120420702|XP_039439734.1|CPIP, LOC120420699|XP_039439730.1|CPIP	LOC118509754|XP_035906778.1|ASTE
OG0000113	LOC120426589|XP_039447314.1|CPIP, LOC120417349|XP_039435285.1|CPIP	LOC118512990|XP_035914139.1|ASTE
OG0000114	LOC120419074|XP_039437592.1|CPIP, LOC120419075|XP_039437593.1|CPIP	LOC118514102|XP_035916561.1|ASTE, LOC118510681|XP_035908737.1|ASTE, LOC118503529|XP_035892807.1|ASTE
OG0000115	LOC120418432|XP_039436748.1|CPIP, LOC120413856|XP_039430747.1|CPIP, LOC120420195|XP_039439116.1|CPIP, LOC120417432|XP_039435407.1|CPIP, LOC120420918|XP_039439979.1|CPIP, LOC120425177|XP_039445545.1|CPIP, LOC120429183|XP_039450364.1|CPIP, LOC120420463|XP_039439420.1|CPIP, LOC120414256|XP_039431303.1|CPIP, LOC120414200|XP_039431218.1|CPIP, LOC120428063|XP_039448956.1|CPIP, LOC120430477|XP_039451508.1|CPIP, LOC120428760|XP_039449776.1|CPIP, LOC120428028|XP_039448933.1|CPIP, LOC120426210|XP_039446850.1|CPIP, LOC120420346|XP_039439274.1|CPIP, LOC120415113|XP_039432465.1|CPIP, LOC120423931|XP_039443847.1|CPIP, LOC120414755|XP_039432005.1|CPIP, LOC120414401|XP_039431512.1|CPIP, LOC120431575|XP_039452620.1|CPIP, LOC120428380|XP_039449313.1|CPIP, LOC120418427|XP_039436739.1|CPIP, LOC120413758|XP_039430627.1|CPIP, LOC120427286|XP_039448071.1|CPIP, LOC120417770|XP_039435862.1|CPIP, LOC120420418|XP_039439371.1|CPIP, LOC120431811|XP_039452865.1|CPIP, LOC120429605|XP_039450571.1|CPIP, LOC120428522|XP_039449485.1|CPIP, LOC120412872|XP_039429437.1|CPIP, LOC120422797|XP_039442272.1|CPIP, LOC120416572|XP_039434240.1|CPIP, LOC120431812|XP_039452866.1|CPIP, LOC120430478|XP_039451510.1|CPIP, LOC120428761|XP_039449777.1|CPIP, LOC120432361|XP_039453489.1|CPIP, LOC120431597|XP_039452638.1|CPIP, LOC120429079|XP_039450171.1|CPIP, LOC120428428|XP_039449371.1|CPIP, LOC120421400|XP_039440536.1|CPIP, LOC120419688|XP_039438408.1|CPIP, LOC120423147|XP_039442762.1|CPIP, LOC120428700|XP_039449707.1|CPIP	LOC118507936|XP_035903140.1|ASTE
OG0000117	LOC120414022|XP_039430973.1|CPIP	LOC118502432|XP_035890553.1|ASTE, LOC118506535|XP_035899700.1|ASTE
OG0000118	LOC120423433|XP_039443178.1|CPIP	LOC118502409|XP_035890526.1|ASTE
OG0000119	LOC120420559|XP_039439559.1|CPIP, LOC120426420|XP_039447112.1|CPIP, LOC120428772|XP_039449790.1|CPIP, LOC120420257|XP_039439187.1|CPIP, LOC120431980|XP_039453050.1|CPIP	LOC118510253|XP_035907732.1|ASTE
OG0000119	LOC120423540|XP_039443321.1|CPIP	LOC118504396|XP_035894695.1|ASTE
OG0000120	LOC120417029|XP_039434907.1|CPIP	LOC118509359|XP_035905774.1|ASTE
OG0000120	LOC120419990|XP_039438806.1|CPIP	LOC118512861|XP_035913838.1|ASTE
OG0000121	LOC120425384|XP_039445833.1|CPIP	LOC118504430|XP_035894762.1|ASTE
OG0000122	LOC120432386|XP_039453515.1|CPIP, LOC120432365|XP_039453491.1|CPIP	LOC118502484|XP_035890608.1|ASTE
OG0000123	LOC120414202|XP_039431221.1|CPIP, LOC120425309|XP_039445711.1|CPIP	LOC118506463|XP_035899530.1|ASTE
OG0000125	LOC120423344|XP_039443047.1|CPIP	LOC118502975|XP_035891640.1|ASTE
OG0000125	LOC120424516|XP_039444604.1|CPIP	LOC118511794|XP_035911255.1|ASTE
OG0000126	LOC120415876|XP_039433448.1|CPIP, LOC120415877|XP_039433449.1|CPIP, LOC120429787|XP_039450781.1|CPIP, LOC120412720|XP_039429241.1|CPIP	LOC118510666|XP_035908699.1|ASTE
OG0000127	LOC120415380|XP_039432838.1|CPIP	LOC118506630|XP_035899894.1|ASTE
OG0000128	LOC120422626|XP_039442054.1|CPIP	LOC118516915|XP_035918646.1|ASTE, LOC118509094|XP_035905138.1|ASTE
OG0000129	LOC120414363|XP_039431459.1|CPIP	LOC118506636|XP_035899907.1|ASTE
OG0000131	LOC120430693|XP_039451736.1|CPIP, LOC120430355|XP_039451389.1|CPIP	LOC118504381|XP_035894684.1|ASTE
OG0000131	LOC120420977|XP_039440043.1|CPIP, LOC120421283|XP_039440410.1|CPIP, LOC120420974|XP_039440041.1|CPIP, LOC120421282|XP_039440409.1|CPIP, LOC120420973|XP_039440040.1|CPIP, LOC120415516|XP_039433007.1|CPIP, LOC120427467|XP_039448271.1|CPIP, LOC120416286|XP_039433933.1|CPIP, LOC120430742|XP_039451783.1|CPIP, LOC120416278|XP_039433925.1|CPIP, LOC120417853|XP_039436006.1|CPIP, LOC120417864|XP_039436017.1|CPIP, LOC120416270|XP_039433907.1|CPIP, LOC120416269|XP_039433906.1|CPIP, LOC120430741|XP_039451782.1|CPIP, LOC120430743|XP_039451784.1|CPIP, LOC120416277|XP_039433924.1|CPIP, LOC120430746|XP_039451785.1|CPIP, LOC120430747|XP_039451786.1|CPIP, LOC120416283|XP_039433931.1|CPIP, LOC120415514|XP_039433005.1|CPIP	LOC118507054|XP_035900909.1|ASTE, LOC118507053|XP_035900908.1|ASTE
OG0000131	LOC120423581|XP_039443374.1|CPIP	LOC118502872|XP_035891473.1|ASTE
OG0000131	LOC120423563|XP_039443347.1|CPIP	LOC118502877|XP_035891487.1|ASTE
OG0000132	LOC120427818|XP_039448676.1|CPIP, LOC120427811|XP_039448666.1|CPIP	LOC118509218|XP_035905394.1|ASTE
OG0000132	LOC120429178|XP_039450325.1|CPIP, LOC120413573|XP_039430393.1|CPIP, LOC120423930|XP_039443846.1|CPIP	LOC118503160|XP_035892014.1|ASTE
OG0000132	LOC120423949|XP_039443868.1|CPIP	LOC118502510|XP_035890646.1|ASTE
OG0000133	LOC120422020|XP_039441278.1|CPIP	LOC118506929|XP_035900664.1|ASTE, LOC118515142|XP_035917736.1|ASTE, LOC118515187|XP_035917779.1|ASTE, LOC118511144|XP_035909766.1|ASTE
OG0000134	LOC120419432|XP_039438078.1|CPIP	LOC118502732|XP_035891190.1|ASTE
OG0000135	LOC120415480|XP_039432978.1|CPIP, LOC120431314|XP_039452381.1|CPIP, LOC120431316|XP_039452383.1|CPIP, LOC120415492|XP_039432994.1|CPIP, LOC120431725|XP_039452786.1|CPIP	LOC118504599|XP_035895157.1|ASTE, LOC118502450|XP_035890572.1|ASTE
OG0000135	LOC120417545|XP_039435561.1|CPIP	LOC118504593|XP_035895148.1|ASTE
OG0000135	LOC120421223|XP_039440358.1|CPIP	LOC118515262|XP_035917840.1|ASTE, LOC118508259|XP_035903777.1|ASTE
OG0000136	LOC120422506|XP_039441895.1|CPIP	LOC118508014|XP_035903292.1|ASTE
OG0000137	LOC120418758|XP_039437164.1|CPIP	LOC118507552|XP_035902026.1|ASTE
OG0000137	LOC120413389|XP_039430119.1|CPIP	LOC118511893|XP_035911416.1|ASTE
OG0000137	LOC120418020|XP_039436197.1|CPIP	LOC118512768|XP_035913566.1|ASTE, LOC118516694|XP_035918532.1|ASTE, LOC118516358|XP_035918086.1|ASTE
OG0000137	LOC120423772|XP_039443625.1|CPIP	LOC118509389|XP_035905827.1|ASTE
OG0000140	LOC120428692|XP_039449698.1|CPIP, LOC120428177|XP_039449092.1|CPIP, LOC120428415|XP_039449365.1|CPIP	LOC118512572|XP_035913082.1|ASTE
OG0000140	LOC120428612|XP_039449580.1|CPIP	LOC118512573|XP_035913084.1|ASTE, LOC118512574|XP_035913086.1|ASTE, LOC118512579|XP_035913100.1|ASTE
OG0000140	LOC120419315|XP_039437920.1|CPIP, LOC120422117|XP_039441420.1|CPIP, LOC120424472|XP_039444544.1|CPIP, LOC120425058|XP_039445365.1|CPIP, LOC120425057|XP_039445364.1|CPIP, LOC120425056|XP_039445362.1|CPIP, LOC120425070|XP_039445380.1|CPIP	LOC118512272|XP_035912354.1|ASTE
OG0000141	LOC120421894|XP_039441123.1|CPIP	LOC118513164|XP_035914504.1|ASTE
OG0000142	LOC120425952|XP_039446526.1|CPIP	LOC118504509|XP_035894932.1|ASTE
OG0000142	LOC120415036|XP_039432338.1|CPIP	LOC118513535|XP_035915303.1|ASTE
OG0000142	LOC120418059|XP_039436247.1|CPIP, LOC120419876|XP_039438671.1|CPIP	LOC118517327|XP_035919203.1|ASTE
OG0000143	LOC120418513|XP_039436884.1|CPIP	LOC118512636|XP_035913225.1|ASTE
OG0000143	LOC120415275|XP_039432682.1|CPIP	LOC118508535|XP_035904305.1|ASTE
OG0000143	LOC120415068|XP_039432401.1|CPIP	LOC118508252|XP_035903758.1|ASTE
OG0000143	LOC120422209|XP_039441530.1|CPIP	LOC118506266|XP_035899062.1|ASTE, LOC118506267|XP_035899063.1|ASTE
OG0000144	LOC120426607|XP_039447334.1|CPIP	LOC118504520|XP_035894945.1|ASTE
OG0000144	LOC120421600|XP_039440761.1|CPIP	LOC118517574|XP_035919714.1|ASTE
OG0000144	LOC120430358|XP_039451394.1|CPIP, LOC120430767|XP_039451811.1|CPIP	LOC118514648|XP_035917567.1|ASTE
OG0000144	LOC120418621|XP_039436998.1|CPIP, LOC120429735|XP_039450721.1|CPIP	LOC118514646|XP_035917563.1|ASTE
OG0000145	LOC120427063|XP_039447836.1|CPIP	LOC118513794|XP_035915873.1|ASTE
OG0000145	LOC120427054|XP_039447818.1|CPIP	LOC118513795|XP_035915874.1|ASTE
OG0000146	LOC120417267|XP_039435156.1|CPIP, LOC120417276|XP_039435162.1|CPIP, LOC120417277|XP_039435163.1|CPIP, LOC120417269|XP_039435157.1|CPIP, LOC120417270|XP_039435158.1|CPIP, LOC120414960|XP_039432226.1|CPIP, LOC120423234|XP_039442877.1|CPIP, LOC120417266|XP_039435155.1|CPIP, LOC120414933|XP_039432197.1|CPIP, LOC120414978|XP_039432246.1|CPIP	LOC118508422|XP_035904084.1|ASTE
