Orthogroup	CPIP.longest_only	DEUG.longest_only
OG0000084	LOC120424545|XP_039444643.1|CPIP, LOC120424544|XP_039444642.1|CPIP, LOC120422454|XP_039441832.1|CPIP, LOC120424528|XP_039444621.1|CPIP, LOC120424522|XP_039444615.1|CPIP, LOC120426597|XP_039447322.1|CPIP, LOC120424525|XP_039444619.1|CPIP, LOC120424523|XP_039444617.1|CPIP, LOC120424526|XP_039444620.1|CPIP, LOC120424524|XP_039444618.1|CPIP, LOC120423778|XP_039443631.1|CPIP	LOC108112786|XP_017078554.1|DEUG
OG0000085	LOC120418894|XP_039437359.1|CPIP	LOC108112567|XP_017078019.1|DEUG
OG0000086	LOC120419495|XP_039438120.1|CPIP	LOC108112934|XP_017078816.1|DEUG
OG0000087	LOC120431959|XP_039453027.1|CPIP, LOC120424926|XP_039445151.1|CPIP, LOC120424893|XP_039445115.1|CPIP, LOC120431961|XP_039453029.1|CPIP, LOC120431960|XP_039453028.1|CPIP, LOC120424925|XP_039445150.1|CPIP, LOC120424892|XP_039445113.1|CPIP, LOC120424924|XP_039445149.1|CPIP, LOC120424889|XP_039445110.1|CPIP, LOC120425288|XP_039445674.1|CPIP	LOC108110461|XP_017075018.1|DEUG
OG0000087	LOC120424910|XP_039445137.1|CPIP, LOC120424913|XP_039445140.1|CPIP	LOC108105764|XP_017067973.1|DEUG, LOC108110497|XP_017075066.1|DEUG
OG0000088	LOC120424171|XP_039444162.1|CPIP	LOC108114909|XP_017081575.1|DEUG
OG0000089	LOC120414898|XP_039432159.1|CPIP	LOC108116217|XP_017083494.1|DEUG, LOC108115116|XP_017081857.1|DEUG
OG0000089	LOC120415074|XP_039432408.1|CPIP	LOC108110281|XP_017074767.1|DEUG
OG0000089	LOC120419960|XP_039438755.1|CPIP, LOC120419983|XP_039438795.1|CPIP	LOC108114313|XP_017080713.1|DEUG
OG0000090	LOC120421682|XP_039440847.1|CPIP, LOC120421690|XP_039440861.1|CPIP, LOC120426406|XP_039447096.1|CPIP, LOC120421699|XP_039440871.1|CPIP	LOC108104816|XP_017066589.1|DEUG, LOC108104868|XP_017066681.1|DEUG, LOC108107791|XP_017070990.1|DEUG, LOC108102781|XP_017063431.1|DEUG
OG0000091	LOC120425404|XP_039445863.1|CPIP	LOC108116035|XP_017083214.1|DEUG
OG0000091	LOC120424933|XP_039445164.1|CPIP	LOC108104140|XP_017065530.1|DEUG, LOC108116874|XP_017084454.1|DEUG, LOC108117005|XP_017084662.1|DEUG
OG0000093	LOC120423404|XP_039443137.1|CPIP	LOC108106152|XP_017068542.1|DEUG
OG0000094	LOC120425648|XP_039446167.1|CPIP, LOC120425708|XP_039446241.1|CPIP, LOC120431494|XP_039452533.1|CPIP, LOC120425701|XP_039446230.1|CPIP, LOC120421037|XP_039440109.1|CPIP, LOC120421043|XP_039440120.1|CPIP, LOC120413857|XP_039430748.1|CPIP, LOC120421039|XP_039440116.1|CPIP, LOC120412371|XP_039428726.1|CPIP, LOC120412378|XP_039428738.1|CPIP, LOC120430436|XP_039451481.1|CPIP, LOC120423072|XP_039442676.1|CPIP, LOC120430435|XP_039451480.1|CPIP, LOC120430433|XP_039451478.1|CPIP, LOC120430651|XP_039451691.1|CPIP, LOC120421704|XP_039441223.1|CPIP, LOC120420801|XP_039440192.1|CPIP, LOC120424242|XP_039444239.1|CPIP	LOC108113907|XP_017080103.1|DEUG, LOC108115240|XP_017082086.1|DEUG
OG0000098	LOC120423046|XP_039442653.1|CPIP, LOC120423055|XP_039442660.1|CPIP	LOC108111754|XP_017076799.1|DEUG
OG0000099	LOC120414418|XP_039431532.1|CPIP, LOC120414383|XP_039431492.1|CPIP, LOC120414382|XP_039431487.1|CPIP	LOC108103645|XP_017064690.1|DEUG
OG0000101	LOC120427216|XP_039448015.1|CPIP	LOC108108528|XP_017072088.1|DEUG, LOC108108399|XP_017071941.1|DEUG, LOC108108398|XP_017071939.1|DEUG, LOC108108525|XP_017072086.1|DEUG, LOC108108529|XP_017072089.1|DEUG, LOC108108526|XP_017072087.1|DEUG
OG0000102	LOC120413414|XP_039430153.1|CPIP, LOC120413405|XP_039430144.1|CPIP, LOC120412910|XP_039429479.1|CPIP, LOC120413423|XP_039430169.1|CPIP, LOC120417857|XP_039436011.1|CPIP, LOC120413400|XP_039430134.1|CPIP, LOC120413398|XP_039430131.1|CPIP	LOC108112823|XP_017078615.1|DEUG
OG0000102	LOC120432492|XP_039453640.1|CPIP	LOC108104532|XP_017066151.1|DEUG, LOC108113630|XP_017079787.1|DEUG, LOC108112196|XP_017077498.1|DEUG, LOC108112194|XP_017077494.1|DEUG
OG0000103	LOC120416536|XP_039434185.1|CPIP, LOC120417606|XP_039435649.1|CPIP, LOC120417607|XP_039435650.1|CPIP, LOC120417608|XP_039435652.1|CPIP, LOC120423255|XP_039442909.1|CPIP	LOC108108264|XP_017071711.1|DEUG, LOC108108575|XP_017072156.1|DEUG, LOC108108573|XP_017072153.1|DEUG, LOC108106655|XP_017069366.1|DEUG
OG0000104	LOC120412621|XP_039429106.1|CPIP, LOC120412646|XP_039429134.1|CPIP, LOC120412612|XP_039429095.1|CPIP	LOC108108275|XP_017071764.1|DEUG, LOC108114429|XP_017080906.1|DEUG
OG0000105	LOC120425216|XP_039445581.1|CPIP	LOC108116860|XP_017084411.1|DEUG, LOC108116802|XP_017084339.1|DEUG, LOC108113904|XP_017080100.1|DEUG, LOC108109406|XP_017073392.1|DEUG, LOC108109430|XP_017073419.1|DEUG, LOC108109438|XP_017073428.1|DEUG
OG0000109	LOC120423583|XP_039443376.1|CPIP, LOC120420353|XP_039439283.1|CPIP, LOC120420541|XP_039439548.1|CPIP, LOC120423553|XP_039443331.1|CPIP	LOC108110457|XP_017075013.1|DEUG, LOC108110593|XP_017075180.1|DEUG
OG0000109	LOC120423573|XP_039443364.1|CPIP, LOC120423521|XP_039443303.1|CPIP	LOC108110528|XP_017075098.1|DEUG, LOC108111190|XP_017076066.1|DEUG
OG0000110	LOC120432096|XP_039453165.1|CPIP	LOC108102707|XP_017063338.1|DEUG, LOC108102709|XP_017063339.1|DEUG, LOC108102713|XP_017063342.1|DEUG, LOC108102757|XP_017063405.1|DEUG
OG0000111	LOC120423942|XP_039443860.1|CPIP, LOC120415255|XP_039432655.1|CPIP, LOC120415261|XP_039432663.1|CPIP, LOC120415259|XP_039432661.1|CPIP, LOC120415241|XP_039432639.1|CPIP	LOC108108929|XP_017072669.1|DEUG, LOC108108945|XP_017072689.1|DEUG, LOC108108912|XP_017072651.1|DEUG, LOC108108887|XP_017072593.1|DEUG
OG0000112	LOC120420031|XP_039438866.1|CPIP, LOC120420702|XP_039439734.1|CPIP, LOC120420699|XP_039439730.1|CPIP	LOC108117698|XP_017085724.1|DEUG, LOC108103986|XP_017065262.1|DEUG, LOC108109712|XP_017073832.1|DEUG, LOC108109713|XP_017073833.1|DEUG
OG0000113	LOC120426589|XP_039447314.1|CPIP, LOC120417349|XP_039435285.1|CPIP	LOC108115278|XP_017082125.1|DEUG, LOC108106859|XP_017069592.1|DEUG, LOC108115254|XP_017082100.1|DEUG, LOC108103515|XP_017064515.1|DEUG
OG0000114	LOC120417802|XP_039435938.1|CPIP	LOC108104063|XP_017065414.1|DEUG
OG0000114	LOC120420276|XP_039439211.1|CPIP	LOC108104065|XP_017065416.1|DEUG, LOC108104064|XP_017065415.1|DEUG
OG0000117	LOC120413999|XP_039430942.1|CPIP, LOC120414022|XP_039430973.1|CPIP	LOC108105784|XP_017067999.1|DEUG, LOC108105785|XP_017068000.1|DEUG, LOC108105786|XP_017068001.1|DEUG, LOC108105788|XP_017068004.1|DEUG
OG0000118	LOC120423433|XP_039443178.1|CPIP, LOC120423454|XP_039443210.1|CPIP, LOC120423455|XP_039443211.1|CPIP, LOC120432382|XP_039453509.1|CPIP	LOC108102545|XP_017063093.1|DEUG, LOC108102520|XP_017063045.1|DEUG, LOC108105815|XP_017068045.1|DEUG
OG0000119	LOC120420559|XP_039439559.1|CPIP, LOC120426420|XP_039447112.1|CPIP, LOC120428772|XP_039449790.1|CPIP, LOC120420257|XP_039439187.1|CPIP, LOC120431980|XP_039453050.1|CPIP, LOC120423540|XP_039443321.1|CPIP	LOC108108384|XP_017071922.1|DEUG, LOC108108359|XP_017071890.1|DEUG, LOC108108370|XP_017071907.1|DEUG
OG0000120	LOC120417029|XP_039434907.1|CPIP	LOC108105484|XP_017067590.1|DEUG
OG0000120	LOC120419990|XP_039438806.1|CPIP	LOC108106341|XP_017068810.1|DEUG
OG0000121	LOC120425384|XP_039445833.1|CPIP	LOC108103118|XP_017063973.1|DEUG, LOC108103117|XP_017063972.1|DEUG, LOC108105232|XP_017067189.1|DEUG, LOC108105221|XP_017067172.1|DEUG, LOC108105223|XP_017067174.1|DEUG, LOC108114347|XP_017080817.1|DEUG, LOC108105242|XP_017067206.1|DEUG, LOC108111651|XP_017076671.1|DEUG
OG0000122	LOC120432386|XP_039453515.1|CPIP, LOC120432365|XP_039453491.1|CPIP	LOC108111528|XP_017076541.1|DEUG, LOC108117063|XP_017084727.1|DEUG, LOC108104772|XP_017066497.1|DEUG, LOC108110643|XP_017075233.1|DEUG
OG0000123	LOC120414202|XP_039431221.1|CPIP, LOC120425309|XP_039445711.1|CPIP	LOC108107365|XP_017070356.1|DEUG, LOC108116839|XP_017084384.1|DEUG, LOC108116125|XP_017083337.1|DEUG, LOC108116124|XP_017083336.1|DEUG, LOC108116127|XP_017083340.1|DEUG
OG0000124	LOC120432594|XP_039453766.1|CPIP	LOC108112716|XP_017078437.1|DEUG, LOC108104451|XP_017066003.1|DEUG, LOC108104471|XP_017066025.1|DEUG, LOC108104442|XP_017065992.1|DEUG
OG0000125	LOC120423344|XP_039443047.1|CPIP	LOC108115856|XP_017082970.1|DEUG
OG0000125	LOC120424516|XP_039444604.1|CPIP	LOC108116946|XP_017084583.1|DEUG
OG0000125	LOC120423353|XP_039443062.1|CPIP	LOC108112733|XP_017078459.1|DEUG, LOC108112731|XP_017078458.1|DEUG
OG0000126	LOC120415876|XP_039433448.1|CPIP, LOC120415877|XP_039433449.1|CPIP, LOC120429787|XP_039450781.1|CPIP, LOC120412720|XP_039429241.1|CPIP	LOC108111313|XP_017076197.1|DEUG, LOC108105748|XP_017067954.1|DEUG
OG0000127	LOC120415380|XP_039432838.1|CPIP	LOC108115091|XP_017081827.1|DEUG, LOC108115096|XP_017081833.1|DEUG, LOC108115084|XP_017081821.1|DEUG, LOC108115089|XP_017081825.1|DEUG
OG0000128	LOC120422626|XP_039442054.1|CPIP	LOC108109273|XP_017073251.1|DEUG, LOC108109071|XP_017072912.1|DEUG, LOC108115073|XP_017081810.1|DEUG
OG0000129	LOC120414363|XP_039431459.1|CPIP	LOC108109745|XP_017073897.1|DEUG, LOC108114735|XP_017081334.1|DEUG, LOC108111075|XP_017075896.1|DEUG, LOC108106618|XP_017069311.1|DEUG, LOC108109744|XP_017073896.1|DEUG
OG0000131	LOC120421833|XP_039441048.1|CPIP	LOC108116900|XP_017084499.1|DEUG
OG0000132	LOC120429178|XP_039450325.1|CPIP, LOC120413573|XP_039430393.1|CPIP, LOC120423930|XP_039443846.1|CPIP, LOC120423949|XP_039443868.1|CPIP	LOC108104035|XP_017065359.1|DEUG, LOC108104026|XP_017065347.1|DEUG, LOC108105278|XP_017067256.1|DEUG
OG0000133	LOC120422020|XP_039441278.1|CPIP	LOC108109610|XP_017073662.1|DEUG
OG0000134	LOC120419432|XP_039438078.1|CPIP	LOC108109201|XP_017073131.1|DEUG
OG0000137	LOC120418758|XP_039437164.1|CPIP	LOC108115329|XP_017082228.1|DEUG
OG0000137	LOC120413389|XP_039430119.1|CPIP, LOC120418020|XP_039436197.1|CPIP	LOC108114102|XP_017080350.1|DEUG
OG0000137	LOC120423772|XP_039443625.1|CPIP	LOC108109729|XP_017073863.1|DEUG
OG0000139	LOC120416811|XP_039434620.1|CPIP	LOC108107704|XP_017070799.1|DEUG, LOC108105947|XP_017068232.1|DEUG, LOC108113052|XP_017078971.1|DEUG, LOC108102538|XP_017063082.1|DEUG, LOC108117685|XP_017085701.1|DEUG
OG0000140	LOC120428692|XP_039449698.1|CPIP, LOC120428177|XP_039449092.1|CPIP, LOC120428415|XP_039449365.1|CPIP, LOC120428612|XP_039449580.1|CPIP, LOC120419315|XP_039437920.1|CPIP, LOC120422117|XP_039441420.1|CPIP, LOC120424472|XP_039444544.1|CPIP, LOC120425058|XP_039445365.1|CPIP, LOC120425057|XP_039445364.1|CPIP, LOC120425056|XP_039445362.1|CPIP, LOC120425070|XP_039445380.1|CPIP	LOC108115857|XP_017082972.1|DEUG
OG0000141	LOC120421894|XP_039441123.1|CPIP	LOC108109843|XP_017074085.1|DEUG, LOC108109891|XP_017074182.1|DEUG, LOC108109892|XP_017074185.1|DEUG, LOC108109767|XP_017073929.1|DEUG
OG0000142	LOC120425952|XP_039446526.1|CPIP	LOC108116624|XP_017084090.1|DEUG
OG0000142	LOC120427905|XP_039448779.1|CPIP	LOC108103981|XP_017065248.1|DEUG, LOC108110183|XP_017074653.1|DEUG
OG0000142	LOC120418059|XP_039436247.1|CPIP, LOC120419876|XP_039438671.1|CPIP	LOC108103419|XP_017064365.1|DEUG
OG0000143	LOC120418513|XP_039436884.1|CPIP	LOC108108638|XP_017072228.1|DEUG
OG0000143	LOC120426869|XP_039447607.1|CPIP, LOC120426880|XP_039447616.1|CPIP, LOC120415275|XP_039432682.1|CPIP, LOC120415068|XP_039432401.1|CPIP, LOC120422209|XP_039441530.1|CPIP, LOC120421102|XP_039440186.1|CPIP, LOC120421998|XP_039441246.1|CPIP, LOC120421075|XP_039440158.1|CPIP	LOC108108427|XP_017071968.1|DEUG
OG0000144	LOC120426607|XP_039447334.1|CPIP	LOC108116153|XP_017083378.1|DEUG
OG0000144	LOC120421600|XP_039440761.1|CPIP	LOC108102991|XP_017063793.1|DEUG
OG0000145	LOC120427052|XP_039447817.1|CPIP, LOC120427063|XP_039447836.1|CPIP, LOC120427054|XP_039447818.1|CPIP	LOC108103172|XP_017064046.1|DEUG, LOC108118396|XP_017086561.1|DEUG, LOC108118475|XP_017086691.1|DEUG
OG0000147	LOC120428306|XP_039449243.1|CPIP	LOC108104138|XP_017065528.1|DEUG
OG0000147	LOC120422585|XP_039442007.1|CPIP, LOC120422553|XP_039441962.1|CPIP	LOC108113204|XP_017079230.1|DEUG, LOC108113214|XP_017079257.1|DEUG
OG0000148	LOC120416624|XP_039434363.1|CPIP, LOC120416616|XP_039434347.1|CPIP	LOC108110466|XP_017075022.1|DEUG
OG0000148	LOC120415212|XP_039432602.1|CPIP	LOC108110421|XP_017074977.1|DEUG
OG0000149	LOC120421800|XP_039441012.1|CPIP, LOC120421801|XP_039441013.1|CPIP, LOC120429303|XP_039450464.1|CPIP, LOC120419117|XP_039437646.1|CPIP, LOC120419086|XP_039437605.1|CPIP, LOC120429297|XP_039450460.1|CPIP, LOC120429300|XP_039450462.1|CPIP, LOC120429299|XP_039450461.1|CPIP, LOC120419092|XP_039437613.1|CPIP, LOC120419091|XP_039437612.1|CPIP, LOC120417152|XP_039435070.1|CPIP, LOC120415888|XP_039433463.1|CPIP, LOC120415961|XP_039433538.1|CPIP, LOC120417162|XP_039435077.1|CPIP, LOC120415958|XP_039433534.1|CPIP, LOC120417161|XP_039435076.1|CPIP	LOC108112239|XP_017077549.1|DEUG, LOC108105100|XP_017067024.1|DEUG
OG0000152	LOC120418953|XP_039437425.1|CPIP	LOC108115981|XP_017083130.1|DEUG, LOC108116629|XP_017084097.1|DEUG, LOC108115980|XP_017083128.1|DEUG, LOC108115979|XP_017083126.1|DEUG
OG0000153	LOC120423729|XP_039443572.1|CPIP, LOC120423703|XP_039443543.1|CPIP, LOC120423687|XP_039443517.1|CPIP, LOC120423696|XP_039443530.1|CPIP, LOC120423677|XP_039443507.1|CPIP	LOC108111678|XP_017076704.1|DEUG, LOC108111649|XP_017076669.1|DEUG, LOC108111679|XP_017076705.1|DEUG, LOC108111639|XP_017076659.1|DEUG, LOC108111677|XP_017076703.1|DEUG
OG0000154	LOC120432363|XP_039453490.1|CPIP, LOC120432399|XP_039453529.1|CPIP, LOC120432395|XP_039453526.1|CPIP	LOC108115705|XP_017082765.1|DEUG, LOC108115703|XP_017082764.1|DEUG, LOC108104278|XP_017065729.1|DEUG
OG0000155	LOC120429351|XP_039450478.1|CPIP, LOC120429288|XP_039450453.1|CPIP, LOC120429304|XP_039450466.1|CPIP, LOC120429335|XP_039450477.1|CPIP	LOC108104904|XP_017066726.1|DEUG, LOC108102721|XP_017063350.1|DEUG, LOC108102717|XP_017063345.1|DEUG
OG0000156	LOC120422101|XP_039441388.1|CPIP	LOC108117563|XP_017085560.1|DEUG
OG0000157	LOC120431753|XP_039452809.1|CPIP, LOC120431754|XP_039452810.1|CPIP, LOC120427391|XP_039448174.1|CPIP, LOC120427392|XP_039448175.1|CPIP, LOC120431755|XP_039452811.1|CPIP	LOC108104466|XP_017066019.1|DEUG, LOC108104463|XP_017066016.1|DEUG, LOC108104458|XP_017066010.1|DEUG
OG0000158	LOC120421218|XP_039440354.1|CPIP, LOC120421229|XP_039440362.1|CPIP, LOC120421222|XP_039440357.1|CPIP, LOC120421217|XP_039440353.1|CPIP, LOC120420298|XP_039439233.1|CPIP	LOC108109175|XP_017073090.1|DEUG, LOC108102719|XP_017063348.1|DEUG, LOC108102720|XP_017063349.1|DEUG
OG0000159	LOC120426870|XP_039447608.1|CPIP, LOC120426857|XP_039447594.1|CPIP	LOC108116759|XP_017084269.1|DEUG
OG0000159	LOC120427346|XP_039448136.1|CPIP, LOC120426856|XP_039447592.1|CPIP	LOC108108590|XP_017072173.1|DEUG, LOC108118237|XP_017086310.1|DEUG
OG0000160	LOC120414356|XP_039431452.1|CPIP, LOC120414349|XP_039431440.1|CPIP, LOC120423419|XP_039443156.1|CPIP, LOC120425039|XP_039445343.1|CPIP	LOC108109583|XP_017073648.1|DEUG, LOC108109571|XP_017073636.1|DEUG
OG0000162	LOC120415578|XP_039433095.1|CPIP, LOC120415543|XP_039433044.1|CPIP	LOC108113963|XP_017080166.1|DEUG, LOC108107506|XP_017070537.1|DEUG, LOC108114776|XP_017081375.1|DEUG, LOC108102623|XP_017063221.1|DEUG
OG0000163	LOC120420834|XP_039439890.1|CPIP, LOC120430635|XP_039451664.1|CPIP, LOC120426085|XP_039446729.1|CPIP, LOC120426198|XP_039446839.1|CPIP, LOC120426197|XP_039446838.1|CPIP, LOC120425227|XP_039445594.1|CPIP, LOC120425228|XP_039445595.1|CPIP	LOC108104731|XP_017066457.1|DEUG, LOC108111189|XP_017076065.1|DEUG, LOC108103939|XP_017065186.1|DEUG
OG0000165	LOC120432214|XP_039453308.1|CPIP	LOC108116818|XP_017084356.1|DEUG, LOC108105911|XP_017068174.1|DEUG, LOC108114219|XP_017080545.1|DEUG, LOC108105909|XP_017068171.1|DEUG, LOC108114424|XP_017080940.1|DEUG, LOC108107519|XP_017070549.1|DEUG
OG0000166	LOC120421911|XP_039441147.1|CPIP	LOC108108883|XP_017072590.1|DEUG
OG0000166	LOC120421910|XP_039441146.1|CPIP, LOC120421920|XP_039441154.1|CPIP, LOC120429810|XP_039450794.1|CPIP, LOC120429811|XP_039450795.1|CPIP	LOC108108864|XP_017072570.1|DEUG
OG0000169	LOC120422343|XP_039441670.1|CPIP, LOC120422344|XP_039441671.1|CPIP	LOC108116623|XP_017084089.1|DEUG
OG0000169	LOC120422340|XP_039441668.1|CPIP	LOC108117387|XP_017085271.1|DEUG, LOC108117167|XP_017084933.1|DEUG
OG0000170	LOC120420663|XP_039439696.1|CPIP, LOC120419668|XP_039438366.1|CPIP, LOC120421939|XP_039441181.1|CPIP, LOC120421941|XP_039441183.1|CPIP	LOC108105702|XP_017067901.1|DEUG, LOC108105704|XP_017067904.1|DEUG
OG0000171	LOC120420966|XP_039440032.1|CPIP	LOC108105797|XP_017068018.1|DEUG
OG0000171	LOC120431005|XP_039452098.1|CPIP	LOC108103764|XP_017064873.1|DEUG
OG0000172	LOC120428396|XP_039449341.1|CPIP	LOC108108020|XP_017071368.1|DEUG
OG0000173	LOC120423136|XP_039442749.1|CPIP, LOC120423124|XP_039442737.1|CPIP	LOC108112315|XP_017077631.1|DEUG, LOC108112309|XP_017077623.1|DEUG
OG0000174	LOC120419058|XP_039437565.1|CPIP, LOC120419067|XP_039437579.1|CPIP, LOC120419032|XP_039437525.1|CPIP	LOC108112284|XP_017077595.1|DEUG, LOC108110626|XP_017075214.1|DEUG, LOC108112428|XP_017077760.1|DEUG
OG0000175	LOC120424126|XP_039444103.1|CPIP	LOC108116431|XP_017083815.1|DEUG
OG0000175	LOC120423445|XP_039443196.1|CPIP, LOC120423450|XP_039443204.1|CPIP	LOC108113595|XP_017079737.1|DEUG, LOC108113596|XP_017079739.1|DEUG, LOC108113597|XP_017079740.1|DEUG
OG0000177	LOC120425631|XP_039446148.1|CPIP	LOC108103001|XP_017063808.1|DEUG, LOC108114838|XP_017081474.1|DEUG
OG0000177	LOC120428667|XP_039449649.1|CPIP	LOC108116050|XP_017083238.1|DEUG
OG0000178	LOC120420001|XP_039438828.1|CPIP	LOC108105487|XP_017067596.1|DEUG
OG0000179	LOC120428603|XP_039449560.1|CPIP, LOC120428602|XP_039449559.1|CPIP, LOC120428601|XP_039449558.1|CPIP, LOC120422930|XP_039442442.1|CPIP	LOC108104857|XP_017066666.1|DEUG, LOC108106368|XP_017068841.1|DEUG
OG0000179	LOC120422941|XP_039442456.1|CPIP	LOC108105864|XP_017068126.1|DEUG
OG0000181	LOC120417331|XP_039435251.1|CPIP, LOC120419696|XP_039438417.1|CPIP, LOC120419694|XP_039438416.1|CPIP, LOC120419693|XP_039438415.1|CPIP	LOC108115873|XP_017082993.1|DEUG, LOC108113546|XP_017079629.1|DEUG
OG0000182	LOC120416502|XP_039434153.1|CPIP	LOC108115246|XP_017082091.1|DEUG
OG0000182	LOC120422607|XP_039442031.1|CPIP	LOC108115346|XP_017082257.1|DEUG, LOC108115347|XP_017082258.1|DEUG
OG0000183	LOC120413491|XP_039430281.1|CPIP	LOC108118505|XP_017086733.1|DEUG, LOC108115940|XP_017083066.1|DEUG, LOC108114022|XP_017080258.1|DEUG, LOC108117378|XP_017085255.1|DEUG
OG0000184	LOC120427957|XP_039448845.1|CPIP, LOC120427965|XP_039448854.1|CPIP, LOC120427966|XP_039448855.1|CPIP, LOC120416862|XP_039434693.1|CPIP, LOC120416861|XP_039434691.1|CPIP	LOC108118335|XP_017086459.1|DEUG, LOC108118334|XP_017086458.1|DEUG
OG0000185	LOC120414876|XP_039432133.1|CPIP	LOC108110586|XP_017075172.1|DEUG, LOC108113011|XP_017078918.1|DEUG, LOC108113655|XP_017079815.1|DEUG, LOC108113012|XP_017078920.1|DEUG
OG0000186	LOC120425279|XP_039445664.1|CPIP	LOC108117608|XP_017085621.1|DEUG, LOC108117612|XP_017085627.1|DEUG
OG0000188	LOC120414292|XP_039431393.1|CPIP, LOC120412485|XP_039428915.1|CPIP	LOC108116245|XP_017083525.1|DEUG, LOC108116287|XP_017083563.1|DEUG, LOC108103618|XP_017064651.1|DEUG, LOC108104933|XP_017066776.1|DEUG
OG0000189	LOC120420553|XP_039439557.1|CPIP, LOC120431379|XP_039452446.1|CPIP	LOC108110808|XP_017075528.1|DEUG
OG0000189	LOC120414346|XP_039431435.1|CPIP	LOC108105434|XP_017067507.1|DEUG
OG0000190	LOC120431901|XP_039452967.1|CPIP	LOC108112697|XP_017078397.1|DEUG
OG0000190	LOC120422439|XP_039441807.1|CPIP	LOC108103891|XP_017065116.1|DEUG
OG0000191	LOC120413860|XP_039430755.1|CPIP, LOC120413849|XP_039430739.1|CPIP	LOC108113132|XP_017079125.1|DEUG, LOC108112125|XP_017077364.1|DEUG
OG0000192	LOC120428211|XP_039449122.1|CPIP, LOC120428210|XP_039449120.1|CPIP	LOC108116312|XP_017083591.1|DEUG, LOC108114095|XP_017080343.1|DEUG, LOC108114035|XP_017080270.1|DEUG
OG0000193	LOC120416368|XP_039434037.1|CPIP, LOC120422237|XP_039441561.1|CPIP, LOC120431659|XP_039452698.1|CPIP	LOC108111230|XP_017076121.1|DEUG, LOC108110615|XP_017075203.1|DEUG, LOC108107714|XP_017070812.1|DEUG
OG0000195	LOC120422322|XP_039441648.1|CPIP	LOC108109234|XP_017073195.1|DEUG
OG0000195	LOC120424550|XP_039444650.1|CPIP	LOC108105410|XP_017067446.1|DEUG, LOC108106786|XP_017069519.1|DEUG
OG0000196	LOC120412488|XP_039428916.1|CPIP	LOC108118482|XP_017086703.1|DEUG, LOC108118491|XP_017086714.1|DEUG
OG0000196	LOC120412489|XP_039428918.1|CPIP	LOC108118467|XP_017086678.1|DEUG
OG0000197	LOC120425939|XP_039446504.1|CPIP	LOC108104331|XP_017065807.1|DEUG
OG0000197	LOC120425935|XP_039446496.1|CPIP, LOC120425663|XP_039446178.1|CPIP	LOC108104340|XP_017065823.1|DEUG
OG0000197	LOC120425664|XP_039446183.1|CPIP	LOC108104326|XP_017065800.1|DEUG
OG0000200	LOC120432531|XP_039453692.1|CPIP	LOC108116098|XP_017083305.1|DEUG, LOC108116028|XP_017083204.1|DEUG, LOC108116073|XP_017083277.1|DEUG
OG0000201	LOC120429145|XP_039450277.1|CPIP, LOC120431974|XP_039453046.1|CPIP, LOC120428824|XP_039449865.1|CPIP, LOC120428826|XP_039449867.1|CPIP, LOC120428823|XP_039449864.1|CPIP, LOC120428822|XP_039449863.1|CPIP, LOC120431975|XP_039453048.1|CPIP, LOC120413140|XP_039429781.1|CPIP	LOC108115578|XP_017082578.1|DEUG, LOC108115723|XP_017082785.1|DEUG
OG0000202	LOC120414329|XP_039431403.1|CPIP	LOC108105297|XP_017067280.1|DEUG
OG0000203	LOC120427917|XP_039448789.1|CPIP	LOC108112094|XP_017077332.1|DEUG, LOC108113373|XP_017079430.1|DEUG, LOC108112195|XP_017077496.1|DEUG
OG0000205	LOC120416995|XP_039434868.1|CPIP, LOC120416164|XP_039433779.1|CPIP, LOC120416145|XP_039433756.1|CPIP, LOC120420158|XP_039439058.1|CPIP, LOC120419369|XP_039437972.1|CPIP, LOC120421438|XP_039440579.1|CPIP, LOC120423935|XP_039443853.1|CPIP, LOC120416166|XP_039433780.1|CPIP	LOC108105553|XP_017067681.1|DEUG, LOC108117189|XP_017084979.1|DEUG
OG0000206	LOC120417260|XP_039435150.1|CPIP	LOC108107208|XP_017070113.1|DEUG
OG0000206	LOC120417248|XP_039435140.1|CPIP	LOC108107200|XP_017070106.1|DEUG
OG0000207	LOC120428922|XP_039449997.1|CPIP, LOC120428923|XP_039449998.1|CPIP, LOC120431321|XP_039452389.1|CPIP, LOC120428927|XP_039450002.1|CPIP, LOC120427684|XP_039448503.1|CPIP	LOC108108188|XP_017071623.1|DEUG
OG0000210	LOC120419272|XP_039437866.1|CPIP, LOC120419258|XP_039437847.1|CPIP, LOC120419290|XP_039437890.1|CPIP, LOC120419287|XP_039437888.1|CPIP	LOC108113372|XP_017079429.1|DEUG, LOC108110735|XP_017075428.1|DEUG, LOC108111250|XP_017076137.1|DEUG, LOC108117417|XP_017085315.1|DEUG
OG0000211	LOC120423846|XP_039443727.1|CPIP	LOC108111762|XP_017076813.1|DEUG
OG0000212	LOC120430516|XP_039451550.1|CPIP	LOC108118340|XP_017086463.1|DEUG, LOC108118330|XP_017086447.1|DEUG, LOC108112702|XP_017078412.1|DEUG, LOC108105192|XP_017067132.1|DEUG
