Orthogroup	DSEC.longest_only	BTRY.longest_only
OG0000059	LOC6617066|XP_002041394.1|DSEC, LOC6617064|XP_002041392.1|DSEC, LOC6617063|XP_002041391.1|DSEC, LOC6617065|XP_002041393.1|DSEC, LOC6617058|XP_002041386.1|DSEC	LOC120780097|XP_039968312.1|BTRY, LOC120780106|XP_039968325.1|BTRY, LOC120775512|XP_039961658.1|BTRY, LOC120778400|XP_039966151.1|BTRY, LOC120781731|XP_039969904.1|BTRY, LOC120782205|XP_039970291.1|BTRY, LOC120766699|XP_039948281.1|BTRY, LOC120782168|XP_039970239.1|BTRY, LOC120775546|XP_039961709.1|BTRY
OG0000060	LOC6618583|XP_002042842.1|DSEC	LOC120775432|XP_039961551.1|BTRY
OG0000060	LOC6612941|XP_032579191.1|DSEC	LOC120768177|XP_039950680.1|BTRY
OG0000061	LOC6611375|XP_002035920.1|DSEC	LOC120768964|XP_039951692.1|BTRY
OG0000061	LOC6611377|XP_032583318.1|DSEC, LOC6611378|XP_002035923.2|DSEC	LOC120768474|XP_039951115.1|BTRY, LOC120768583|XP_039951274.1|BTRY
OG0000062	LOC6619830|XP_032581369.1|DSEC, LOC6614677|XP_002039104.1|DSEC, LOC6613921|XP_002038386.1|DSEC, LOC6614678|XP_002039105.1|DSEC, LOC116803533|XP_032583118.1|DSEC, LOC116801522|XP_032577635.1|DSEC	LOC120769500|XP_039952465.1|BTRY, LOC120766206|XP_039947509.1|BTRY, LOC120779328|XP_039967463.1|BTRY, LOC120775291|XP_039961384.1|BTRY, LOC120771826|XP_039955989.1|BTRY, LOC120769103|XP_039951898.1|BTRY, LOC120767422|XP_039949399.1|BTRY, LOC120767417|XP_039949393.1|BTRY, LOC120767416|XP_039949392.1|BTRY, LOC120767418|XP_039949395.1|BTRY, LOC120767419|XP_039949396.1|BTRY, LOC120767415|XP_039949390.1|BTRY, LOC120767420|XP_039949397.1|BTRY, LOC120767414|XP_039949389.1|BTRY, LOC120767411|XP_039949387.1|BTRY, LOC120776617|XP_039963346.1|BTRY
OG0000063	LOC6616903|XP_002041237.1|DSEC, LOC6616904|XP_032577925.1|DSEC, LOC6616902|XP_002041236.1|DSEC	LOC120774802|XP_039960529.1|BTRY, LOC120775030|XP_039960920.1|BTRY, LOC120776056|XP_039962449.1|BTRY
OG0000063	LOC116800923|XP_032573468.1|DSEC, LOC6605135|XP_002029976.1|DSEC, LOC6605136|XP_002029977.1|DSEC, LOC6605137|XP_032573466.1|DSEC	LOC120782455|XP_039970679.1|BTRY, LOC120777941|XP_039965477.1|BTRY
OG0000065	LOC6620871|XP_032577187.1|DSEC, LOC6611715|XP_032583141.1|DSEC, LOC116801475|XP_032577197.1|DSEC, LOC6606677|XP_032577192.1|DSEC, LOC6616851|XP_002041187.2|DSEC, LOC6616853|XP_002041189.1|DSEC, LOC6616852|XP_002041188.1|DSEC	LOC120779665|XP_039967959.1|BTRY, LOC120779680|XP_039967975.1|BTRY, LOC120782495|XP_039970733.1|BTRY
OG0000066	LOC6618629|XP_002042888.1|DSEC, LOC6614127|XP_002038580.2|DSEC, LOC6618754|XP_002043012.2|DSEC, LOC6619319|XP_002043536.1|DSEC, LOC6606217|XP_002031025.1|DSEC, LOC6617577|XP_002041890.1|DSEC, LOC6615669|XP_002040040.1|DSEC	LOC120773490|XP_039958365.1|BTRY
OG0000067	LOC6610892|XP_002035455.1|DSEC	LOC120778614|XP_039966425.1|BTRY
OG0000067	LOC6608367|XP_002033103.1|DSEC	LOC120772621|XP_039957270.1|BTRY
OG0000067	LOC6610891|XP_002035454.1|DSEC	LOC120778613|XP_039966424.1|BTRY
OG0000068	LOC6615215|XP_032581888.1|DSEC	LOC120776119|XP_039962576.1|BTRY
OG0000069	LOC6618939|XP_002043184.2|DSEC	LOC120769525|XP_039952497.1|BTRY
OG0000070	LOC6613612|XP_002038082.1|DSEC	LOC120775533|XP_039961688.1|BTRY, LOC120776028|XP_039962406.1|BTRY, LOC120774314|XP_039959783.1|BTRY, LOC120774316|XP_039959788.1|BTRY, LOC120774315|XP_039959784.1|BTRY
OG0000070	LOC6615903|XP_002040271.1|DSEC	LOC120775922|XP_039962258.1|BTRY
OG0000070	LOC6613611|XP_002038081.1|DSEC, LOC6614825|XP_002039244.1|DSEC	LOC120774551|XP_039960215.1|BTRY
OG0000071	LOC6605584|XP_032575054.1|DSEC, LOC6605583|XP_002030402.2|DSEC, LOC6605585|XP_002030404.1|DSEC	LOC120778566|XP_039966364.1|BTRY, LOC120778407|XP_039966125.1|BTRY
OG0000072	LOC6609446|XP_002034131.1|DSEC	LOC120771304|XP_039955172.1|BTRY
OG0000072	LOC6609453|XP_002034138.1|DSEC	LOC120772988|XP_039957836.1|BTRY
OG0000072	LOC6609448|XP_032571731.1|DSEC	LOC120771756|XP_039955872.1|BTRY
OG0000073	LOC6609744|XP_002034398.2|DSEC	LOC120770531|XP_039954016.1|BTRY
OG0000073	LOC6616009|XP_032581764.1|DSEC	LOC120773570|XP_039958474.1|BTRY
OG0000073	LOC6614351|XP_032576696.1|DSEC	LOC120766419|XP_039947816.1|BTRY
OG0000074	LOC6610960|XP_002035517.1|DSEC	LOC120778910|XP_039966891.1|BTRY
OG0000074	LOC6606103|XP_002030912.1|DSEC	LOC120776970|XP_039963997.1|BTRY
OG0000075	LOC6605018|XP_002029861.1|DSEC	LOC120776593|XP_039963300.1|BTRY
OG0000075	LOC6605017|XP_002029860.1|DSEC	LOC120776389|XP_039962933.1|BTRY, LOC120778794|XP_039966728.1|BTRY, LOC120778726|XP_039966624.1|BTRY, LOC120778602|XP_039966409.1|BTRY, LOC120778440|XP_039966162.1|BTRY
OG0000075	LOC6605015|XP_002029858.1|DSEC	LOC120776388|XP_039962932.1|BTRY
OG0000076	LOC6610804|XP_032574471.1|DSEC	LOC120778972|XP_039966981.1|BTRY
OG0000076	LOC6606736|XP_032578748.1|DSEC, LOC6606734|XP_032578866.1|DSEC	LOC120773465|XP_039958303.1|BTRY, LOC120773464|XP_039958300.1|BTRY
OG0000076	LOC6614957|XP_002039374.1|DSEC	LOC120773985|XP_039959178.1|BTRY
OG0000077	LOC6609946|XP_002034592.1|DSEC	LOC120770520|XP_039953996.1|BTRY
OG0000077	LOC6607116|XP_002031904.1|DSEC	LOC120766987|XP_039948728.1|BTRY
OG0000077	LOC6618789|XP_002043039.2|DSEC	LOC120771294|XP_039955159.1|BTRY
OG0000077	LOC6618743|XP_032576637.1|DSEC	LOC120767550|XP_039949648.1|BTRY
OG0000078	LOC6609985|XP_032572329.1|DSEC, LOC6616471|XP_032574945.1|DSEC, LOC6614250|XP_032578587.1|DSEC, LOC6615175|XP_002039591.1|DSEC, LOC6618086|XP_002042384.1|DSEC	LOC120776000|XP_039962366.1|BTRY, LOC120775042|XP_039960952.1|BTRY
OG0000079	LOC116801784|XP_032579181.1|DSEC, LOC6613269|XP_032579200.1|DSEC, LOC6613270|XP_032579159.1|DSEC	LOC120769799|XP_039952920.1|BTRY
OG0000080	LOC6609553|XP_032570859.1|DSEC	LOC120770830|XP_039954353.1|BTRY, LOC120772997|XP_039957842.1|BTRY, LOC120772996|XP_039957841.1|BTRY
OG0000080	LOC6609476|XP_002034161.1|DSEC	LOC120772075|XP_039956403.1|BTRY, LOC120772172|XP_039956551.1|BTRY
OG0000081	LOC6610291|XP_002034886.1|DSEC	LOC120778160|XP_039965820.1|BTRY
OG0000082	LOC6615566|XP_002039940.2|DSEC	LOC120782787|XP_039971189.1|BTRY
OG0000082	LOC6606452|XP_002031255.1|DSEC	LOC120766890|XP_039948574.1|BTRY, LOC120766889|XP_039948573.1|BTRY
OG0000083	LOC116800215|XP_032569927.1|DSEC, LOC6611746|XP_002036269.1|DSEC, LOC6611745|XP_032583492.1|DSEC, LOC6611743|XP_032583597.1|DSEC, LOC6611744|XP_032583168.1|DSEC	LOC120768958|XP_039951686.1|BTRY
OG0000083	LOC6612009|XP_032569925.1|DSEC	LOC120767865|XP_039950113.1|BTRY
OG0000084	LOC6609841|XP_002034493.1|DSEC	LOC120781256|XP_039969343.1|BTRY
OG0000084	LOC6609358|XP_002034047.1|DSEC	LOC120770047|XP_039953099.1|BTRY, LOC120768058|XP_039950510.1|BTRY, LOC120771201|XP_039955035.1|BTRY
OG0000085	LOC6608029|XP_032572862.1|DSEC	LOC120770283|XP_039953552.1|BTRY
OG0000087	LOC6611885|XP_002036403.2|DSEC	LOC120768924|XP_039951637.1|BTRY
OG0000087	LOC6611274|XP_002035829.1|DSEC	LOC120772709|XP_039957394.1|BTRY, LOC120772832|XP_039957572.1|BTRY, LOC120772784|XP_039957501.1|BTRY, LOC120770617|XP_039954153.1|BTRY, LOC120770000|XP_039953024.1|BTRY, LOC120772666|XP_039957334.1|BTRY, LOC120770619|XP_039954154.1|BTRY, LOC120769645|XP_039952684.1|BTRY, LOC120769435|XP_039952350.1|BTRY
OG0000087	LOC6611909|XP_002036426.1|DSEC	LOC120769086|XP_039951880.1|BTRY
OG0000088	LOC6607857|XP_032572237.1|DSEC	LOC120773069|XP_039957940.1|BTRY
OG0000089	LOC6614195|XP_002038642.1|DSEC, LOC6614269|XP_002038709.1|DSEC	LOC120766628|XP_039948178.1|BTRY
OG0000089	LOC6605081|XP_002029922.1|DSEC	LOC120778537|XP_039966313.1|BTRY
OG0000090	LOC6608382|XP_002033118.1|DSEC	LOC120771351|XP_039955235.1|BTRY
OG0000090	LOC6608386|XP_032571023.1|DSEC	LOC120771989|XP_039956278.1|BTRY
OG0000090	LOC6610773|XP_002035339.1|DSEC	LOC120772488|XP_039957068.1|BTRY, LOC120771988|XP_039956277.1|BTRY
OG0000091	LOC6612658|XP_032576233.1|DSEC	LOC120780252|XP_039968448.1|BTRY
OG0000091	LOC6612181|XP_032580799.1|DSEC	LOC120769362|XP_039952257.1|BTRY
OG0000091	LOC6613760|XP_032578418.1|DSEC	LOC120773577|XP_039958502.1|BTRY
OG0000091	LOC116801651|XP_032578417.1|DSEC	LOC120777245|XP_039964375.1|BTRY, LOC120766362|XP_039947726.1|BTRY
OG0000092	LOC6619698|XP_032579430.1|DSEC	LOC120782357|XP_039970530.1|BTRY
OG0000092	LOC6619700|XP_002043915.1|DSEC	LOC120782888|XP_039971370.1|BTRY
OG0000092	LOC6616968|XP_002041296.1|DSEC, LOC6619699|XP_002043914.1|DSEC	LOC120782541|XP_039970806.1|BTRY
OG0000093	LOC6611634|XP_002036170.1|DSEC	LOC120768178|XP_039950676.1|BTRY
OG0000093	LOC6619757|XP_002043971.1|DSEC	LOC120774454|XP_039960036.1|BTRY
OG0000094	LOC6614059|XP_002038513.1|DSEC	LOC120781795|XP_039969955.1|BTRY, LOC120781757|XP_039969927.1|BTRY, LOC120781762|XP_039969932.1|BTRY, LOC120781776|XP_039969940.1|BTRY
OG0000096	LOC6614658|XP_002039085.1|DSEC, LOC6611394|XP_002035938.1|DSEC, LOC6606981|XP_032576845.1|DSEC	LOC120768952|XP_039951675.1|BTRY
OG0000096	LOC6614724|XP_032569761.1|DSEC	LOC120768465|XP_039951102.1|BTRY, LOC120768467|XP_039951105.1|BTRY, LOC120768466|XP_039951104.1|BTRY, LOC120768468|XP_039951106.1|BTRY, LOC120767637|XP_039949738.1|BTRY, LOC120767636|XP_039949737.1|BTRY, LOC120769373|XP_039952272.1|BTRY, LOC120768601|XP_039951297.1|BTRY, LOC120769075|XP_039951869.1|BTRY, LOC120769214|XP_039952041.1|BTRY, LOC120769063|XP_039951852.1|BTRY, LOC120769257|XP_039952092.1|BTRY, LOC120768464|XP_039951101.1|BTRY, LOC120768463|XP_039951100.1|BTRY
OG0000099	LOC6616102|XP_002040467.1|DSEC	LOC120777511|XP_039964811.1|BTRY
OG0000099	LOC6616103|XP_002040468.1|DSEC	LOC120773643|XP_039958585.1|BTRY
OG0000099	LOC6616099|XP_032580297.1|DSEC	LOC120773585|XP_039958507.1|BTRY
OG0000101	LOC6619343|XP_032573862.1|DSEC	LOC120776875|XP_039963867.1|BTRY
OG0000101	LOC6618409|XP_032573873.1|DSEC, LOC6618414|XP_032573872.1|DSEC	LOC120776632|XP_039963382.1|BTRY
OG0000102	LOC6609708|XP_032571910.1|DSEC	LOC120770301|XP_039953601.1|BTRY, LOC120770302|XP_039953602.1|BTRY
OG0000102	LOC6608277|XP_002033021.1|DSEC	LOC120768179|XP_039950679.1|BTRY, LOC120768056|XP_039950507.1|BTRY, LOC120771676|XP_039955732.1|BTRY, LOC120777852|XP_039965328.1|BTRY
OG0000103	LOC6604961|XP_002029804.1|DSEC, LOC6606121|XP_002030929.1|DSEC, LOC116801298|XP_032575929.1|DSEC	LOC120777733|XP_039965157.1|BTRY, LOC120776555|XP_039963241.1|BTRY
OG0000103	LOC6608599|XP_002033333.1|DSEC	LOC120771914|XP_039956135.1|BTRY, LOC120772128|XP_039956478.1|BTRY
OG0000104	LOC6605945|XP_002030757.2|DSEC	LOC120778142|XP_039965799.1|BTRY, LOC120778141|XP_039965798.1|BTRY
OG0000104	LOC6611808|XP_002036330.1|DSEC	LOC120766497|XP_039947982.1|BTRY, LOC120766343|XP_039947703.1|BTRY, LOC120778118|XP_039965756.1|BTRY
OG0000104	LOC6605951|XP_002030763.2|DSEC, LOC6605950|XP_002030762.1|DSEC	LOC120778612|XP_039966423.1|BTRY, LOC120778866|XP_039966836.1|BTRY, LOC120779052|XP_039967120.1|BTRY, LOC120778973|XP_039966995.1|BTRY
OG0000105	LOC6607252|XP_002032031.1|DSEC	LOC120782639|XP_039970941.1|BTRY, LOC120767012|XP_039948769.1|BTRY
OG0000105	LOC6607258|XP_002032037.1|DSEC, LOC6607259|XP_002032038.1|DSEC	LOC120782189|XP_039970265.1|BTRY
OG0000107	LOC6615659|XP_002040030.1|DSEC, LOC116800201|XP_032569810.1|DSEC, LOC6614463|XP_002038896.1|DSEC, LOC6614462|XP_032583400.1|DSEC, LOC6615660|XP_002040031.1|DSEC	LOC120770816|XP_039954328.1|BTRY
OG0000108	LOC116801453|XP_032577030.1|DSEC	LOC120767830|XP_039950052.1|BTRY, LOC120781681|XP_039969836.1|BTRY, LOC120779714|XP_039968013.1|BTRY, LOC120769356|XP_039952251.1|BTRY, LOC120781559|XP_039969731.1|BTRY
OG0000108	LOC116801232|XP_032575346.1|DSEC, LOC116800975|XP_032573847.1|DSEC, LOC116801174|XP_032575118.1|DSEC, LOC116801909|XP_032579675.1|DSEC, LOC116803623|XP_032583595.1|DSEC, LOC116801230|XP_032575340.1|DSEC, LOC116800610|XP_032572382.1|DSEC, LOC116800937|XP_032573567.1|DSEC, LOC116801133|XP_032574824.1|DSEC, LOC116802181|XP_032581561.1|DSEC	LOC120781750|XP_039969915.1|BTRY
OG0000109	LOC6612023|XP_002036540.1|DSEC, LOC6612022|XP_002036539.1|DSEC	LOC120768593|XP_039951288.1|BTRY
OG0000110	LOC6620844|XP_032573645.1|DSEC, LOC6611144|XP_002035701.2|DSEC	LOC120777572|XP_039964910.1|BTRY, LOC120778881|XP_039966858.1|BTRY
OG0000110	LOC6611145|XP_002035702.1|DSEC	LOC120778906|XP_039966885.1|BTRY, LOC120777638|XP_039965025.1|BTRY
OG0000111	LOC6609987|XP_002034623.1|DSEC, LOC6620815|XP_032571778.1|DSEC, LOC6620816|XP_002045014.1|DSEC	LOC120771785|XP_039955913.1|BTRY, LOC120771525|XP_039955516.1|BTRY, LOC120771526|XP_039955517.1|BTRY, LOC120771524|XP_039955515.1|BTRY
OG0000112	LOC6615207|XP_002039617.1|DSEC, LOC6617976|XP_002042284.1|DSEC	LOC120776060|XP_039962460.1|BTRY
OG0000112	LOC6615171|XP_002039587.1|DSEC, LOC6615170|XP_002039586.1|DSEC	LOC120773601|XP_039958533.1|BTRY, LOC120773600|XP_039958532.1|BTRY, LOC120773604|XP_039958538.1|BTRY, LOC120773603|XP_039958537.1|BTRY, LOC120773732|XP_039958723.1|BTRY
OG0000113	LOC6611439|XP_002035982.2|DSEC, LOC6609037|XP_032571701.1|DSEC, LOC6614036|XP_002038490.1|DSEC, LOC6614519|XP_002038950.2|DSEC	LOC120771011|XP_039954717.1|BTRY, LOC120782768|XP_039971165.1|BTRY
OG0000114	LOC116803551|XP_032583232.1|DSEC	LOC120767657|XP_039949763.1|BTRY, LOC120774073|XP_039959325.1|BTRY, LOC120767655|XP_039949762.1|BTRY
OG0000114	LOC6617668|XP_032583231.1|DSEC	LOC120767658|XP_039949764.1|BTRY
OG0000116	LOC6619705|XP_032579540.1|DSEC	LOC120782355|XP_039970525.1|BTRY
OG0000117	LOC6611215|XP_002035771.1|DSEC	LOC120769109|XP_039951905.1|BTRY
OG0000117	LOC6611214|XP_002035770.2|DSEC	LOC120769110|XP_039951906.1|BTRY
OG0000117	LOC6611213|XP_002035769.1|DSEC	LOC120769113|XP_039951909.1|BTRY
OG0000117	LOC6611212|XP_002035768.1|DSEC	LOC120769111|XP_039951907.1|BTRY
OG0000118	LOC6613457|XP_002037929.1|DSEC, LOC6613456|XP_002037928.1|DSEC	LOC120777410|XP_039964643.1|BTRY
OG0000118	LOC6611235|XP_002035791.1|DSEC	LOC120774742|XP_039960431.1|BTRY
OG0000119	LOC6607002|XP_002031791.1|DSEC, LOC6621198|XP_002045377.1|DSEC	LOC120781461|XP_039969618.1|BTRY, LOC120779615|XP_039967898.1|BTRY, LOC120782241|XP_039970343.1|BTRY, LOC120772767|XP_039957513.1|BTRY
OG0000119	LOC6607001|XP_002031790.1|DSEC	LOC120766714|XP_039948293.1|BTRY
OG0000120	LOC6615886|XP_002040256.1|DSEC	LOC120775661|XP_039961863.1|BTRY
OG0000120	LOC6608695|XP_032572430.1|DSEC	LOC120772192|XP_039956592.1|BTRY
OG0000120	LOC6610179|XP_002034787.1|DSEC	LOC120775789|XP_039962063.1|BTRY
OG0000121	LOC6621159|XP_002045338.1|DSEC	LOC120780196|XP_039968399.1|BTRY, LOC120780541|XP_039968740.1|BTRY, LOC120777121|XP_039964203.1|BTRY
OG0000122	LOC6617448|XP_032583537.1|DSEC	LOC120768461|XP_039951097.1|BTRY
OG0000122	LOC6619859|XP_002044072.2|DSEC	LOC120771261|XP_039955113.1|BTRY
OG0000122	LOC6608366|XP_032570800.1|DSEC, LOC6613313|XP_002037789.1|DSEC	LOC120767410|XP_039949386.1|BTRY
OG0000123	LOC6618845|XP_002043094.1|DSEC, LOC6606606|XP_002031407.1|DSEC, LOC6614134|XP_002038587.1|DSEC, LOC6614133|XP_002038586.1|DSEC, LOC6614135|XP_002038588.1|DSEC	LOC120779679|XP_039968002.1|BTRY, LOC120779752|XP_039968092.1|BTRY
OG0000125	LOC6617143|XP_032576639.1|DSEC	LOC120779426|XP_039967569.1|BTRY
OG0000125	LOC6606616|XP_002031417.2|DSEC	LOC120770437|XP_039953842.1|BTRY
OG0000126	LOC6611315|XP_002035862.1|DSEC	LOC120774136|XP_039959456.1|BTRY
OG0000127	LOC6614284|XP_002038724.1|DSEC, LOC6614285|XP_002038725.1|DSEC, LOC6614283|XP_002038723.1|DSEC	LOC120779597|XP_039967879.1|BTRY
OG0000127	LOC6614282|XP_032579442.1|DSEC	LOC120779739|XP_039968050.1|BTRY
OG0000128	LOC6615333|XP_032571841.1|DSEC	LOC120772126|XP_039956474.1|BTRY, LOC120771684|XP_039955749.1|BTRY, LOC120770982|XP_039954658.1|BTRY, LOC120770983|XP_039954659.1|BTRY, LOC120770984|XP_039954660.1|BTRY
OG0000129	LOC6612241|XP_002036753.1|DSEC	LOC120775214|XP_039961211.1|BTRY
OG0000129	LOC6605270|XP_032575245.1|DSEC, LOC116800634|XP_032572551.1|DSEC, LOC116802521|XP_032582873.1|DSEC, LOC6612240|XP_032581536.1|DSEC	LOC120767577|XP_039949656.1|BTRY
OG0000130	LOC6611001|XP_002035558.2|DSEC, LOC6610996|XP_002035553.1|DSEC, LOC6610997|XP_002035554.2|DSEC, LOC6611000|XP_032574071.1|DSEC	LOC120777985|XP_039965558.1|BTRY
OG0000131	LOC6606580|XP_002031381.1|DSEC	LOC120782179|XP_039970256.1|BTRY
OG0000132	LOC6617718|XP_002042030.1|DSEC, LOC6617717|XP_032583024.1|DSEC	LOC120767643|XP_039949749.1|BTRY, LOC120767644|XP_039949750.1|BTRY
OG0000132	LOC6616627|XP_002040984.1|DSEC	LOC120768834|XP_039951523.1|BTRY
OG0000134	LOC6606359|XP_002031164.1|DSEC	LOC120774903|XP_039960709.1|BTRY
OG0000134	LOC6618549|XP_002042812.1|DSEC, LOC6617368|XP_002041693.2|DSEC, LOC6612060|XP_002036577.1|DSEC	LOC120768520|XP_039951184.1|BTRY
OG0000136	LOC116802024|XP_032580777.1|DSEC	LOC120779767|XP_039968081.1|BTRY, LOC120782038|XP_039970128.1|BTRY, LOC120780498|XP_039968706.1|BTRY, LOC120781678|XP_039969833.1|BTRY, LOC120781414|XP_039969560.1|BTRY, LOC120768149|XP_039950644.1|BTRY, LOC120768618|XP_039951318.1|BTRY, LOC120768340|XP_039950927.1|BTRY, LOC120768800|XP_039951490.1|BTRY, LOC120768782|XP_039951475.1|BTRY, LOC120778245|XP_039965939.1|BTRY, LOC120780592|XP_039968785.1|BTRY, LOC120781818|XP_039969972.1|BTRY, LOC120781468|XP_039969628.1|BTRY, LOC120780326|XP_039968551.1|BTRY, LOC120781638|XP_039969802.1|BTRY, LOC120781457|XP_039969607.1|BTRY
OG0000137	LOC6614052|XP_002038506.1|DSEC	LOC120767078|XP_039948875.1|BTRY
OG0000137	LOC6611072|XP_032575266.1|DSEC	LOC120776444|XP_039963035.1|BTRY
OG0000141	LOC6604891|XP_002029736.2|DSEC	LOC120778104|XP_039965740.1|BTRY, LOC120778105|XP_039965741.1|BTRY, LOC120778041|XP_039965650.1|BTRY
OG0000142	LOC6607750|XP_002032513.1|DSEC	LOC120777727|XP_039965152.1|BTRY
OG0000142	LOC6619853|XP_032582718.1|DSEC	LOC120774337|XP_039959830.1|BTRY
OG0000143	LOC6618331|XP_002042603.1|DSEC	LOC120776475|XP_039963084.1|BTRY
OG0000144	LOC6606328|XP_032577860.1|DSEC	LOC120769364|XP_039952263.1|BTRY
OG0000144	LOC6618538|XP_032581282.1|DSEC	LOC120773797|XP_039958834.1|BTRY
OG0000144	LOC116801758|XP_032578980.1|DSEC	LOC120768115|XP_039950597.1|BTRY
OG0000145	LOC6617502|XP_002041819.1|DSEC	LOC120774460|XP_039960049.1|BTRY
OG0000145	LOC6614379|XP_002038818.2|DSEC, LOC6614378|XP_002038817.1|DSEC	LOC120767332|XP_039949209.1|BTRY
OG0000147	LOC6617770|XP_002042082.2|DSEC	LOC120769426|XP_039952342.1|BTRY
OG0000147	LOC6614099|XP_002038553.1|DSEC	LOC120771570|XP_039955573.1|BTRY
OG0000147	LOC6614098|XP_002038552.1|DSEC	LOC120771587|XP_039955596.1|BTRY
OG0000148	LOC6613247|XP_002037724.1|DSEC	LOC120767846|XP_039950077.1|BTRY
OG0000149	LOC6611540|XP_002036079.1|DSEC	LOC120774421|XP_039959984.1|BTRY
OG0000149	LOC6615127|XP_002039543.1|DSEC	LOC120774650|XP_039960308.1|BTRY
OG0000150	LOC6617413|XP_032569960.1|DSEC, LOC6617406|XP_032582457.1|DSEC, LOC6617411|XP_002041736.2|DSEC, LOC6617412|XP_002041737.2|DSEC, LOC6617409|XP_002041734.2|DSEC, LOC6617408|XP_002041733.1|DSEC	LOC120767670|XP_039949776.1|BTRY
OG0000151	LOC6616252|XP_002040616.1|DSEC	LOC120776428|XP_039963015.1|BTRY
OG0000151	LOC6616256|XP_002040620.1|DSEC	LOC120776430|XP_039963017.1|BTRY
OG0000151	LOC6605370|XP_002030204.1|DSEC	LOC120776426|XP_039963012.1|BTRY
OG0000152	LOC6612643|XP_002037147.1|DSEC, LOC6607640|XP_002032405.2|DSEC, LOC6612646|XP_032578929.1|DSEC, LOC6612644|XP_002037148.1|DSEC	LOC120780845|XP_039969021.1|BTRY
OG0000153	LOC6606423|XP_002031227.2|DSEC	LOC120778419|XP_039966138.1|BTRY, LOC120779362|XP_039967493.1|BTRY
OG0000153	LOC6606426|XP_002031230.1|DSEC, LOC6606425|XP_002031229.1|DSEC	LOC120766754|XP_039948361.1|BTRY
OG0000154	LOC6607513|XP_002032282.1|DSEC, LOC6607514|XP_002032283.1|DSEC	LOC120781967|XP_039970078.1|BTRY
OG0000154	LOC116801047|XP_032574342.1|DSEC	LOC120769548|XP_039952531.1|BTRY, LOC120769219|XP_039952049.1|BTRY
OG0000155	LOC6611161|XP_002035718.2|DSEC, LOC6611155|XP_002035712.1|DSEC, LOC6611156|XP_002035713.1|DSEC	LOC120778597|XP_039966404.1|BTRY, LOC120778577|XP_039966374.1|BTRY, LOC120776977|XP_039964008.1|BTRY
OG0000157	LOC6608223|XP_002032967.1|DSEC, LOC6608221|XP_002032965.1|DSEC, LOC6608224|XP_002032968.1|DSEC	LOC120771441|XP_039955380.1|BTRY, LOC120772567|XP_039957188.1|BTRY
OG0000158	LOC6611107|XP_002035664.1|DSEC, LOC6611108|XP_002035665.1|DSEC	LOC120778802|XP_039966738.1|BTRY, LOC120778186|XP_039965856.1|BTRY
OG0000159	LOC6616610|XP_032574184.1|DSEC	LOC120777699|XP_039965108.1|BTRY
OG0000159	LOC6606142|XP_002030950.2|DSEC	LOC120777576|XP_039964918.1|BTRY
OG0000159	LOC6605765|XP_032574363.1|DSEC	LOC120776720|XP_039963559.1|BTRY
OG0000160	LOC6607326|XP_002032099.2|DSEC, LOC116801556|XP_032577818.1|DSEC, LOC6607327|XP_002032100.1|DSEC	LOC120766240|XP_039947556.1|BTRY, LOC120766239|XP_039947555.1|BTRY
OG0000161	LOC6610206|XP_002034813.1|DSEC	LOC120776653|XP_039963438.1|BTRY
OG0000161	LOC6618590|XP_032581459.1|DSEC	LOC120776673|XP_039963480.1|BTRY
OG0000162	LOC6605516|XP_002030349.2|DSEC, LOC6610476|XP_002035056.1|DSEC, LOC6619323|XP_032583608.1|DSEC	LOC120770752|XP_039954273.1|BTRY
OG0000162	LOC6613397|XP_032571753.1|DSEC	LOC120767364|XP_039949270.1|BTRY
OG0000163	LOC6610128|XP_002034738.1|DSEC	LOC120779181|XP_039967359.1|BTRY, LOC120779180|XP_039967358.1|BTRY
OG0000163	LOC6617317|XP_002041643.1|DSEC, LOC6618563|XP_032581479.1|DSEC	LOC120768111|XP_039950592.1|BTRY
OG0000164	LOC6609071|XP_032570894.1|DSEC	LOC120770077|XP_039953153.1|BTRY, LOC120772817|XP_039957542.1|BTRY
OG0000165	LOC6620714|XP_032582343.1|DSEC, LOC116802276|XP_032582094.1|DSEC, LOC6620713|XP_032582090.1|DSEC, LOC6620671|XP_032582971.1|DSEC, LOC6621242|XP_032582978.1|DSEC, LOC116802010|XP_032580739.1|DSEC, LOC116802278|XP_032582104.1|DSEC, LOC116802277|XP_032582101.1|DSEC, LOC116802311|XP_032582334.1|DSEC, LOC6620673|XP_032580743.1|DSEC, LOC116803148|XP_032582983.1|DSEC, LOC6620679|XP_032582967.1|DSEC, LOC6620675|XP_032582975.1|DSEC, LOC116802310|XP_032582330.1|DSEC, LOC6621252|XP_032582098.1|DSEC, LOC116803228|XP_032582996.1|DSEC, LOC116802085|XP_032581076.1|DSEC, LOC116802086|XP_032581079.1|DSEC, LOC116802089|XP_032581083.1|DSEC, LOC116803145|XP_032582964.1|DSEC, LOC116802083|XP_032581073.1|DSEC, LOC6620677|XP_032580749.1|DSEC, LOC116802088|XP_032581081.1|DSEC, LOC6621196|XP_032582327.1|DSEC, LOC6620668|XP_032582339.1|DSEC, LOC116802312|XP_032582346.1|DSEC, LOC116803153|XP_032582989.1|DSEC, LOC116802012|XP_032580746.1|DSEC, LOC6620712|XP_032582747.1|DSEC, LOC116802279|XP_032582108.1|DSEC	LOC120774127|XP_039959433.1|BTRY
