Orthogroup	DSEC.longest_only	DBUS.longest_only
OG0000060	LOC6613126|XP_002037607.1|DSEC	LOC108594930|XP_033150017.1|DBUS
OG0000061	LOC6611375|XP_002035920.1|DSEC	LOC108602145|XP_017845670.1|DBUS
OG0000061	LOC6611382|XP_002035927.1|DSEC	LOC108594753|XP_017835384.1|DBUS
OG0000061	LOC6611378|XP_002035923.2|DSEC	LOC108603702|XP_017848228.1|DBUS, LOC108599637|XP_017842101.2|DBUS
OG0000062	LOC6619830|XP_032581369.1|DSEC	LOC108606274|XP_017851741.1|DBUS
OG0000062	LOC6614677|XP_002039104.1|DSEC, LOC6613921|XP_002038386.1|DSEC, LOC6614678|XP_002039105.1|DSEC	LOC108607908|XP_017854511.1|DBUS
OG0000063	LOC116800923|XP_032573468.1|DSEC	LOC108598139|XP_033149614.1|DBUS
OG0000063	LOC6605135|XP_002029976.1|DSEC	LOC108598875|XP_017841124.1|DBUS
OG0000063	LOC6605136|XP_002029977.1|DSEC, LOC6605137|XP_032573466.1|DSEC	LOC108598617|XP_017840805.2|DBUS, LOC108598825|XP_017841064.2|DBUS
OG0000065	LOC6620871|XP_032577187.1|DSEC	LOC108602948|XP_017846787.1|DBUS
OG0000065	LOC6611715|XP_032583141.1|DSEC, LOC116801475|XP_032577197.1|DSEC, LOC6606677|XP_032577192.1|DSEC, LOC6616851|XP_002041187.2|DSEC, LOC6616853|XP_002041189.1|DSEC, LOC6616852|XP_002041188.1|DSEC	LOC108604232|XP_017849089.1|DBUS, LOC108597099|XP_017838955.1|DBUS
OG0000066	LOC6614127|XP_002038580.2|DSEC, LOC6618754|XP_002043012.2|DSEC	LOC108605823|XP_017851118.1|DBUS
OG0000066	LOC6619319|XP_002043536.1|DSEC	LOC108596039|XP_017836905.1|DBUS
OG0000066	LOC6606217|XP_002031025.1|DSEC	LOC108602400|XP_017846000.1|DBUS
OG0000066	LOC6617577|XP_002041890.1|DSEC	LOC108606855|XP_017852841.1|DBUS
OG0000066	LOC6615669|XP_002040040.1|DSEC	LOC108606023|XP_017851338.1|DBUS
OG0000067	LOC6620079|XP_002044291.1|DSEC	LOC108603517|XP_017847897.1|DBUS
OG0000067	LOC6610892|XP_002035455.1|DSEC	LOC108598960|XP_017841219.2|DBUS
OG0000067	LOC6608367|XP_002033103.1|DSEC	LOC108596347|XP_017837491.1|DBUS
OG0000067	LOC6610891|XP_002035454.1|DSEC	LOC108600356|XP_017843371.2|DBUS
OG0000067	LOC6616446|XP_002040807.1|DSEC	LOC108598075|XP_017840177.1|DBUS
OG0000068	LOC6610046|XP_002034662.2|DSEC	LOC108596576|XP_017837985.1|DBUS
OG0000068	LOC6615215|XP_032581888.1|DSEC	LOC108604996|XP_017850051.2|DBUS
OG0000069	LOC6618939|XP_002043184.2|DSEC	LOC108597146|XP_017839029.1|DBUS
OG0000070	LOC6613612|XP_002038082.1|DSEC	LOC108601128|XP_017844545.1|DBUS, LOC108603861|XP_033149223.1|DBUS
OG0000070	LOC6615903|XP_002040271.1|DSEC	LOC108606170|XP_017851511.2|DBUS
OG0000070	LOC6613611|XP_002038081.1|DSEC	LOC108600264|XP_017843206.1|DBUS
OG0000070	LOC6614825|XP_002039244.1|DSEC	LOC108601682|XP_017845084.1|DBUS
OG0000071	LOC6605331|XP_002030168.2|DSEC	LOC108600865|XP_017844159.2|DBUS
OG0000071	LOC6605584|XP_032575054.1|DSEC	LOC108599237|XP_017841523.1|DBUS
OG0000071	LOC6605583|XP_002030402.2|DSEC	LOC108599153|XP_017841429.1|DBUS
OG0000071	LOC6605585|XP_002030404.1|DSEC	LOC108599099|XP_017841377.1|DBUS
OG0000072	LOC6609446|XP_002034131.1|DSEC	LOC108595719|XP_017836490.1|DBUS
OG0000072	LOC6609453|XP_002034138.1|DSEC	LOC108594812|XP_017835440.1|DBUS
OG0000072	LOC6609448|XP_032571731.1|DSEC	LOC108595671|XP_017836439.1|DBUS
OG0000073	LOC6609744|XP_002034398.2|DSEC	LOC108596382|XP_017837542.1|DBUS
OG0000073	LOC6616009|XP_032581764.1|DSEC	LOC108606257|XP_017851695.1|DBUS
OG0000073	LOC6614351|XP_032576696.1|DSEC	LOC108602957|XP_017846798.1|DBUS
OG0000074	LOC6610960|XP_002035517.1|DSEC	LOC108600842|XP_033149439.1|DBUS, LOC108600601|XP_017843769.2|DBUS
OG0000075	LOC6605016|XP_002029859.2|DSEC	LOC108598567|XP_017840740.2|DBUS
OG0000075	LOC6605018|XP_002029861.1|DSEC	LOC108598547|XP_017840720.1|DBUS
OG0000075	LOC6605017|XP_002029860.1|DSEC	LOC108598795|XP_017841028.2|DBUS
OG0000075	LOC6605015|XP_002029858.1|DSEC	LOC108598386|XP_017840493.1|DBUS
OG0000076	LOC6610804|XP_032574471.1|DSEC	LOC108600032|XP_017842842.1|DBUS
OG0000076	LOC6606736|XP_032578748.1|DSEC, LOC6606734|XP_032578866.1|DSEC	LOC108602295|XP_017845864.1|DBUS
OG0000076	LOC6614957|XP_002039374.1|DSEC	LOC108607277|XP_017853461.1|DBUS
OG0000076	LOC6614944|XP_032581504.1|DSEC, LOC6614958|XP_032581514.1|DSEC	LOC108606263|XP_017851709.1|DBUS
OG0000077	LOC6609946|XP_002034592.1|DSEC	LOC108596705|XP_017838216.1|DBUS
OG0000077	LOC6607116|XP_002031904.1|DSEC	LOC108603705|XP_017848234.1|DBUS
OG0000077	LOC6618789|XP_002043039.2|DSEC	LOC108597238|XP_017839176.1|DBUS
OG0000077	LOC6618743|XP_032576637.1|DSEC	LOC108603566|XP_017847972.1|DBUS
OG0000078	LOC6609985|XP_032572329.1|DSEC	LOC108595297|XP_017835998.1|DBUS, LOC108595427|XP_017836144.1|DBUS, LOC108595437|XP_017836156.1|DBUS
OG0000078	LOC6616471|XP_032574945.1|DSEC	LOC108598842|XP_017841085.1|DBUS
OG0000078	LOC6614250|XP_032578587.1|DSEC	LOC108602138|XP_017845655.1|DBUS
OG0000078	LOC6615175|XP_002039591.1|DSEC	LOC108607118|XP_017853240.1|DBUS
OG0000078	LOC6618086|XP_002042384.1|DSEC	LOC108607224|XP_017853386.1|DBUS
OG0000079	LOC116801784|XP_032579181.1|DSEC, LOC6613269|XP_032579200.1|DSEC, LOC6613270|XP_032579159.1|DSEC	LOC108605780|XP_033150835.1|DBUS
OG0000079	LOC6613271|XP_002037748.1|DSEC	LOC108604682|XP_017849730.1|DBUS
OG0000080	LOC6609553|XP_032570859.1|DSEC	LOC108597403|XP_017839438.1|DBUS
OG0000080	LOC6609476|XP_002034161.1|DSEC	LOC108596751|XP_017838316.1|DBUS
OG0000081	LOC6610291|XP_002034886.1|DSEC	LOC108598616|XP_017840803.1|DBUS
OG0000082	LOC6615566|XP_002039940.2|DSEC	LOC108594984|XP_017835606.1|DBUS
OG0000082	LOC6606452|XP_002031255.1|DSEC	LOC108602837|XP_017846578.1|DBUS
OG0000083	LOC116800215|XP_032569927.1|DSEC, LOC6611746|XP_002036269.1|DSEC, LOC6611745|XP_032583492.1|DSEC, LOC6611743|XP_032583597.1|DSEC, LOC6611744|XP_032583168.1|DSEC	LOC108598442|XP_017840564.2|DBUS
OG0000083	LOC6612009|XP_032569925.1|DSEC	LOC108608236|XP_017855013.1|DBUS
OG0000084	LOC6609841|XP_002034493.1|DSEC	LOC108596367|XP_017837520.1|DBUS
OG0000084	LOC6609358|XP_002034047.1|DSEC	LOC108596833|XP_017838444.1|DBUS
OG0000085	LOC6608029|XP_032572862.1|DSEC	LOC108597194|XP_017839111.1|DBUS
OG0000086	LOC6609922|XP_002034572.1|DSEC	LOC108595905|XP_017836685.1|DBUS, LOC108595913|XP_033149146.1|DBUS
OG0000087	LOC6611885|XP_002036403.2|DSEC	LOC108602830|XP_017846606.2|DBUS
OG0000087	LOC6611274|XP_002035829.1|DSEC	LOC108594397|XP_017835055.2|DBUS
OG0000087	LOC6611909|XP_002036426.1|DSEC	LOC108594213|XP_017834809.1|DBUS
OG0000088	LOC6607857|XP_032572237.1|DSEC	LOC108596419|XP_017837625.1|DBUS
OG0000088	LOC6612055|XP_002036572.1|DSEC	LOC108600586|XP_017843752.1|DBUS
OG0000088	LOC6605272|XP_002030110.1|DSEC	LOC108598974|XP_017841236.1|DBUS
OG0000088	LOC6609520|XP_002034204.1|DSEC	LOC108600741|XP_017843975.1|DBUS
OG0000088	LOC6605273|XP_002030111.1|DSEC	LOC108599008|XP_017841274.1|DBUS
OG0000089	LOC6614195|XP_002038642.1|DSEC	LOC108603673|XP_017848160.1|DBUS
OG0000089	LOC6607057|XP_002031845.1|DSEC	LOC108602744|XP_033149214.1|DBUS
OG0000089	LOC6605081|XP_002029922.1|DSEC	LOC108599916|XP_017842604.1|DBUS
OG0000090	LOC6608382|XP_002033118.1|DSEC	LOC108596533|XP_017837911.1|DBUS
OG0000090	LOC6608386|XP_032571023.1|DSEC	LOC108595000|XP_017835621.1|DBUS
OG0000090	LOC6610773|XP_002035339.1|DSEC	LOC108598990|XP_017841255.1|DBUS
OG0000090	LOC6610282|XP_032573795.1|DSEC	LOC108598575|XP_017840751.1|DBUS
OG0000091	LOC6612658|XP_032576233.1|DSEC	LOC108603501|XP_017847855.1|DBUS
OG0000091	LOC6612181|XP_032580799.1|DSEC	LOC108594365|XP_017835015.1|DBUS
OG0000091	LOC6613760|XP_032578418.1|DSEC	LOC108603403|XP_017847679.1|DBUS
OG0000091	LOC116801651|XP_032578417.1|DSEC	LOC108603402|XP_017847678.1|DBUS
OG0000092	LOC6619698|XP_032579430.1|DSEC	LOC108603711|XP_017848239.1|DBUS
OG0000092	LOC6619700|XP_002043915.1|DSEC	LOC108603710|XP_017848238.1|DBUS
OG0000092	LOC6616968|XP_002041296.1|DSEC, LOC6619699|XP_002043914.1|DSEC	LOC108603712|XP_017848241.1|DBUS
OG0000093	LOC6611634|XP_002036170.1|DSEC	LOC108607545|XP_017853920.1|DBUS, LOC108603101|XP_033150841.1|DBUS
OG0000093	LOC6619757|XP_002043971.1|DSEC	LOC108606302|XP_017851781.1|DBUS
OG0000094	LOC6614059|XP_002038513.1|DSEC	LOC108601416|XP_017844804.1|DBUS
OG0000096	LOC6614658|XP_002039085.1|DSEC	LOC108604818|XP_017849916.1|DBUS
OG0000096	LOC6606981|XP_032576845.1|DSEC	LOC108604817|XP_017849915.2|DBUS
OG0000096	LOC6614724|XP_032569761.1|DSEC	LOC108598852|XP_017841102.2|DBUS
OG0000098	LOC6606676|XP_002031476.1|DSEC, LOC6621482|XP_032577186.1|DSEC	LOC108602947|XP_017846786.1|DBUS
OG0000099	LOC6616102|XP_002040467.1|DSEC	LOC108594985|XP_017835607.1|DBUS
OG0000099	LOC6616103|XP_002040468.1|DSEC	LOC108606769|XP_017852670.1|DBUS
OG0000099	LOC6616099|XP_032580297.1|DSEC	LOC108606666|XP_017852484.1|DBUS
OG0000100	LOC116800385|XP_032570900.1|DSEC	LOC108595699|XP_017836470.2|DBUS
OG0000100	LOC6616973|XP_002041301.1|DSEC	LOC108601485|XP_017844872.2|DBUS
OG0000100	LOC6606416|XP_002031220.1|DSEC	LOC108602051|XP_017845552.1|DBUS
OG0000100	LOC6606417|XP_002031221.2|DSEC	LOC108602577|XP_017846204.1|DBUS
OG0000101	LOC6618410|XP_002042680.2|DSEC	LOC108600820|XP_017844099.2|DBUS
OG0000101	LOC6619343|XP_032573862.1|DSEC	LOC117134769|XP_033149322.1|DBUS
OG0000101	LOC6618409|XP_032573873.1|DSEC, LOC6618414|XP_032573872.1|DSEC	LOC108597899|XP_017840007.1|DBUS
OG0000102	LOC6609708|XP_032571910.1|DSEC	LOC108596624|XP_017838058.1|DBUS
OG0000102	LOC6608277|XP_002033021.1|DSEC	LOC108594981|XP_017835603.1|DBUS
OG0000103	LOC6604961|XP_002029804.1|DSEC, LOC6606121|XP_002030929.1|DSEC	LOC108598786|XP_017841018.2|DBUS
OG0000103	LOC116801298|XP_032575929.1|DSEC	LOC108598520|XP_017840689.2|DBUS
OG0000103	LOC6608599|XP_002033333.1|DSEC	LOC108596814|XP_017838418.1|DBUS
OG0000104	LOC6605945|XP_002030757.2|DSEC	LOC108600928|XP_017844252.1|DBUS
OG0000104	LOC6611808|XP_002036330.1|DSEC	LOC108600531|XP_017843673.2|DBUS
OG0000104	LOC6605951|XP_002030763.2|DSEC, LOC6605950|XP_002030762.1|DSEC	LOC108599046|XP_017841315.1|DBUS
OG0000105	LOC6619284|XP_032579009.1|DSEC, LOC6605055|XP_002029896.2|DSEC	LOC117134791|XP_033149540.1|DBUS
OG0000105	LOC6607252|XP_002032031.1|DSEC	LOC108601437|XP_017844824.1|DBUS
OG0000107	LOC6615659|XP_002040030.1|DSEC, LOC116800201|XP_032569810.1|DSEC, LOC6614463|XP_002038896.1|DSEC, LOC6614462|XP_032583400.1|DSEC, LOC6615660|XP_002040031.1|DSEC	LOC108594739|XP_017835366.1|DBUS
OG0000108	LOC116801453|XP_032577030.1|DSEC	LOC108595519|XP_017836262.1|DBUS
OG0000109	LOC6612035|XP_002036552.2|DSEC, LOC6612033|XP_032579423.1|DSEC, LOC6612032|XP_032583488.1|DSEC	LOC108594532|XP_017835224.1|DBUS
OG0000109	LOC6612022|XP_002036539.1|DSEC	LOC108598653|XP_033149257.1|DBUS
OG0000110	LOC6620844|XP_032573645.1|DSEC	LOC108598723|XP_017840942.1|DBUS, LOC108597993|XP_017840098.1|DBUS
OG0000110	LOC6611144|XP_002035701.2|DSEC	LOC108597995|XP_033149356.1|DBUS
OG0000110	LOC6611145|XP_002035702.1|DSEC	LOC108598479|XP_017840618.1|DBUS
OG0000111	LOC6620815|XP_032571778.1|DSEC, LOC6620816|XP_002045014.1|DSEC	LOC108595291|XP_017835993.1|DBUS, LOC108595741|XP_017836516.1|DBUS
OG0000112	LOC6615207|XP_002039617.1|DSEC, LOC6617976|XP_002042284.1|DSEC	LOC108605061|XP_017850117.1|DBUS
OG0000112	LOC6615171|XP_002039587.1|DSEC, LOC6615170|XP_002039586.1|DSEC	LOC108605050|XP_017850107.1|DBUS, LOC108606017|XP_017851332.1|DBUS, LOC108605875|XP_017851177.1|DBUS, LOC108606748|XP_017852636.1|DBUS
OG0000113	LOC6609037|XP_032571701.1|DSEC	LOC108600652|XP_017843838.2|DBUS
OG0000114	LOC116803555|XP_032583237.1|DSEC, LOC116803553|XP_032583234.1|DSEC, LOC116803554|XP_032583235.1|DSEC	LOC108607383|XP_017853614.2|DBUS
OG0000114	LOC116803551|XP_032583232.1|DSEC	LOC117134785|XP_033149477.1|DBUS
OG0000114	LOC6617668|XP_032583231.1|DSEC	LOC108607386|XP_017853628.1|DBUS
OG0000116	LOC6619705|XP_032579540.1|DSEC	LOC108602168|XP_017845690.1|DBUS
OG0000116	LOC6619707|XP_002043922.1|DSEC	LOC108602362|XP_017845952.1|DBUS
OG0000117	LOC6611215|XP_002035771.1|DSEC	LOC108602137|XP_017845657.1|DBUS
OG0000117	LOC6611214|XP_002035770.2|DSEC	LOC108603069|XP_017847020.1|DBUS
OG0000117	LOC6611213|XP_002035769.1|DSEC	LOC108603222|XP_017845754.1|DBUS
OG0000117	LOC6611212|XP_002035768.1|DSEC	LOC108603273|XP_033150795.1|DBUS
OG0000118	LOC6613457|XP_002037929.1|DSEC, LOC6613456|XP_002037928.1|DSEC	LOC108606418|XP_017852007.1|DBUS
OG0000118	LOC6611235|XP_002035791.1|DSEC	LOC108606874|XP_017852886.1|DBUS
OG0000119	LOC6607002|XP_002031791.1|DSEC	LOC108604291|XP_017849192.1|DBUS
OG0000119	LOC6621198|XP_002045377.1|DSEC	LOC108602574|XP_017846201.1|DBUS
OG0000119	LOC6607001|XP_002031790.1|DSEC	LOC108602566|XP_017846189.1|DBUS
OG0000120	LOC6615886|XP_002040256.1|DSEC	LOC108597208|XP_017839139.1|DBUS
OG0000120	LOC6608695|XP_032572430.1|DSEC	LOC108596912|XP_017838608.1|DBUS
OG0000120	LOC6610179|XP_002034787.1|DSEC	LOC108601049|XP_017844430.1|DBUS
OG0000121	LOC6621159|XP_002045338.1|DSEC	LOC108606058|XP_017851394.1|DBUS
OG0000121	LOC6606381|XP_002031186.1|DSEC, LOC6621300|XP_002045474.2|DSEC, LOC6606382|XP_002031187.1|DSEC, LOC6621299|XP_002045475.2|DSEC	LOC108602647|XP_017846282.1|DBUS
OG0000122	LOC6617448|XP_032583537.1|DSEC	LOC108595833|XP_017836616.1|DBUS
OG0000122	LOC6619859|XP_002044072.2|DSEC	LOC108605338|XP_033150253.1|DBUS
OG0000122	LOC6608366|XP_032570800.1|DSEC	LOC108594762|XP_017835390.1|DBUS
OG0000122	LOC6613313|XP_002037789.1|DSEC	LOC108605067|XP_017850560.1|DBUS
OG0000123	LOC6618845|XP_002043094.1|DSEC	LOC108595656|XP_017836420.1|DBUS
OG0000123	LOC6614135|XP_002038588.1|DSEC	LOC108602509|XP_017846128.1|DBUS
OG0000124	LOC6609490|XP_002034175.2|DSEC, LOC6608219|XP_032570933.1|DSEC	LOC108604295|XP_017849198.1|DBUS, LOC108608486|XP_017855371.1|DBUS, LOC108604296|XP_017849202.1|DBUS, LOC108604834|XP_017849938.1|DBUS, LOC108597695|XP_017839860.1|DBUS, LOC108595612|XP_017836365.1|DBUS
OG0000125	LOC6617143|XP_032576639.1|DSEC	LOC108602946|XP_017846784.1|DBUS
OG0000125	LOC6606616|XP_002031417.2|DSEC	LOC108604285|XP_017849183.1|DBUS
OG0000125	LOC6609445|XP_002034130.1|DSEC	LOC108596689|XP_017838198.1|DBUS
OG0000125	LOC6609444|XP_002034129.1|DSEC	LOC108596690|XP_017838199.1|DBUS
OG0000126	LOC6611315|XP_002035862.1|DSEC	LOC108602652|XP_017846288.1|DBUS, LOC108602032|XP_017845528.2|DBUS
OG0000127	LOC6614284|XP_002038724.1|DSEC, LOC6614285|XP_002038725.1|DSEC	LOC108602433|XP_017846041.1|DBUS
OG0000127	LOC6614283|XP_002038723.1|DSEC	LOC108602111|XP_017845625.1|DBUS
OG0000127	LOC6614282|XP_032579442.1|DSEC	LOC108602067|XP_017845575.1|DBUS
OG0000128	LOC6615333|XP_032571841.1|DSEC, LOC6615332|XP_002039730.1|DSEC, LOC6614348|XP_032578458.1|DSEC	LOC108594863|XP_017835491.2|DBUS, LOC108596258|XP_017837304.2|DBUS, LOC108596561|XP_017837951.1|DBUS
OG0000129	LOC6612241|XP_002036753.1|DSEC	LOC108606979|XP_017853037.1|DBUS
OG0000129	LOC6605270|XP_032575245.1|DSEC	LOC108598557|XP_017840732.2|DBUS
OG0000129	LOC116800634|XP_032572551.1|DSEC	LOC108600868|XP_017844168.1|DBUS
OG0000129	LOC6612240|XP_032581536.1|DSEC	LOC108606980|XP_017853040.1|DBUS
OG0000130	LOC6611001|XP_002035558.2|DSEC	LOC108598755|XP_017840979.2|DBUS
OG0000130	LOC6610996|XP_002035553.1|DSEC	LOC108598612|XP_017840799.1|DBUS
OG0000130	LOC6610997|XP_002035554.2|DSEC, LOC6611000|XP_032574071.1|DSEC	LOC117134652|XP_033149629.1|DBUS
OG0000131	LOC6606580|XP_002031381.1|DSEC	LOC108601558|XP_017844945.1|DBUS
OG0000132	LOC6617718|XP_002042030.1|DSEC, LOC6617717|XP_032583024.1|DSEC	LOC108608030|XP_017854696.1|DBUS, LOC108608029|XP_017854695.2|DBUS
OG0000132	LOC6616627|XP_002040984.1|DSEC	LOC108602868|XP_017846646.1|DBUS
OG0000134	LOC6606359|XP_002031164.1|DSEC	LOC108603028|XP_017846927.1|DBUS
OG0000134	LOC6618549|XP_002042812.1|DSEC	LOC108606038|XP_017851357.1|DBUS
OG0000134	LOC6612060|XP_002036577.1|DSEC	LOC108597009|XP_017838780.1|DBUS
OG0000137	LOC6614052|XP_002038506.1|DSEC	LOC108603879|XP_017848540.1|DBUS
OG0000137	LOC6611072|XP_032575266.1|DSEC	LOC108599893|XP_017842571.1|DBUS
OG0000138	LOC6607217|XP_002032001.2|DSEC	LOC108603086|XP_017847065.1|DBUS
OG0000138	LOC6607216|XP_002032000.1|DSEC	LOC108603084|XP_017847063.1|DBUS
OG0000138	LOC6607214|XP_002031998.2|DSEC	LOC108603561|XP_017847968.1|DBUS
OG0000138	LOC6607215|XP_002031999.2|DSEC	LOC108603085|XP_017847064.1|DBUS
OG0000139	LOC6610687|XP_002035253.1|DSEC, LOC6613677|XP_002038147.1|DSEC, LOC6605659|XP_032574495.1|DSEC, LOC6613366|XP_002037840.1|DSEC	LOC108605895|XP_017851200.1|DBUS
OG0000140	LOC6617144|XP_002041471.1|DSEC	LOC108601804|XP_017845230.1|DBUS
OG0000141	LOC6604891|XP_002029736.2|DSEC	LOC108601014|XP_017844377.1|DBUS
OG0000141	LOC6604890|XP_032573338.1|DSEC	LOC108601015|XP_017844378.1|DBUS
OG0000141	LOC6604889|XP_002029734.1|DSEC	LOC108598911|XP_017841162.1|DBUS
OG0000142	LOC6607750|XP_002032513.1|DSEC	LOC108602123|XP_017845639.1|DBUS
OG0000142	LOC6620133|XP_032573236.1|DSEC	LOC108603285|XP_017847441.1|DBUS
OG0000142	LOC6619853|XP_032582718.1|DSEC	LOC108605452|XP_017850626.2|DBUS
OG0000143	LOC6618331|XP_002042603.1|DSEC	LOC108599728|XP_017842219.1|DBUS
OG0000143	LOC6618330|XP_002042602.2|DSEC	LOC108599729|XP_017842220.1|DBUS
OG0000144	LOC6606328|XP_032577860.1|DSEC	LOC108604352|XP_017849272.1|DBUS
OG0000144	LOC6618538|XP_032581282.1|DSEC	LOC108607001|XP_017853067.1|DBUS
OG0000144	LOC116801758|XP_032578980.1|DSEC	LOC108594255|XP_033150587.1|DBUS
OG0000145	LOC6617502|XP_002041819.1|DSEC	LOC108607135|XP_017853261.1|DBUS
OG0000145	LOC6614379|XP_002038818.2|DSEC	LOC108608037|XP_017854707.2|DBUS
OG0000147	LOC6617770|XP_002042082.2|DSEC	LOC108608365|XP_017855203.2|DBUS
OG0000147	LOC6614099|XP_002038553.1|DSEC	LOC108602069|XP_017845578.1|DBUS
OG0000147	LOC6614098|XP_002038552.1|DSEC	LOC108602063|XP_017845572.1|DBUS
OG0000148	LOC6613247|XP_002037724.1|DSEC	LOC108596445|XP_017837681.1|DBUS
OG0000148	LOC6611775|XP_002036298.2|DSEC	LOC108608076|XP_017854761.1|DBUS
OG0000149	LOC6611540|XP_002036079.1|DSEC	LOC108607653|XP_017854084.1|DBUS
OG0000149	LOC6615127|XP_002039543.1|DSEC	LOC108606918|XP_017852948.1|DBUS
OG0000150	LOC6617413|XP_032569960.1|DSEC, LOC6617406|XP_032582457.1|DSEC, LOC6617411|XP_002041736.2|DSEC, LOC6617412|XP_002041737.2|DSEC, LOC6617409|XP_002041734.2|DSEC, LOC6617408|XP_002041733.1|DSEC	LOC108607752|XP_017854307.2|DBUS, LOC108594206|XP_033149865.1|DBUS
OG0000151	LOC6616252|XP_002040616.1|DSEC	LOC108599278|XP_017841563.2|DBUS
OG0000151	LOC6616256|XP_002040620.1|DSEC	LOC108599144|XP_017841420.2|DBUS
OG0000151	LOC6616255|XP_032575224.1|DSEC	LOC108607641|XP_017854058.1|DBUS
OG0000151	LOC6605370|XP_002030204.1|DSEC	LOC108598778|XP_017841008.1|DBUS
OG0000152	LOC6612643|XP_002037147.1|DSEC	LOC108601725|XP_017845133.1|DBUS
OG0000152	LOC6607640|XP_002032405.2|DSEC, LOC6612646|XP_032578929.1|DSEC, LOC6612644|XP_002037148.1|DSEC	LOC108602388|XP_017845987.1|DBUS, LOC108601385|XP_017844774.1|DBUS, LOC108601817|XP_017845242.1|DBUS, LOC108601386|XP_017844775.1|DBUS, LOC108601816|XP_017845241.1|DBUS, LOC108604169|XP_017848991.1|DBUS
OG0000153	LOC6606423|XP_002031227.2|DSEC	LOC108602243|XP_017845781.1|DBUS
OG0000153	LOC6606426|XP_002031230.1|DSEC	LOC108601757|XP_017845170.1|DBUS
OG0000153	LOC6606425|XP_002031229.1|DSEC	LOC108602141|XP_017845661.1|DBUS
OG0000154	LOC6607513|XP_002032282.1|DSEC, LOC6607514|XP_002032283.1|DSEC	LOC108601228|XP_017844616.2|DBUS
OG0000155	LOC6611155|XP_002035712.1|DSEC	LOC108600838|XP_017844123.1|DBUS
OG0000155	LOC6611156|XP_002035713.1|DSEC	LOC108597991|XP_017840096.1|DBUS
OG0000157	LOC6608223|XP_002032967.1|DSEC, LOC6608221|XP_002032965.1|DSEC	LOC108595635|XP_017836395.1|DBUS
OG0000157	LOC6608224|XP_002032968.1|DSEC	LOC108595528|XP_017836272.1|DBUS
OG0000158	LOC6610036|XP_032573098.1|DSEC	LOC108595174|XP_017835840.1|DBUS
OG0000158	LOC6611107|XP_002035664.1|DSEC	LOC108598137|XP_017840243.2|DBUS
OG0000158	LOC6611108|XP_002035665.1|DSEC	LOC108599375|XP_017841670.2|DBUS
OG0000159	LOC6616610|XP_032574184.1|DSEC	LOC108601113|XP_017844521.2|DBUS
OG0000159	LOC6606142|XP_002030950.2|DSEC	LOC108600352|XP_017843365.1|DBUS
OG0000159	LOC6605765|XP_032574363.1|DSEC	LOC108600784|XP_017844045.2|DBUS
OG0000160	LOC6607326|XP_002032099.2|DSEC, LOC116801556|XP_032577818.1|DSEC	LOC117134623|XP_033150023.1|DBUS
OG0000160	LOC6607327|XP_002032100.1|DSEC	LOC108604426|XP_017849383.1|DBUS
OG0000161	LOC6610206|XP_002034813.1|DSEC	LOC108599217|XP_017841500.1|DBUS
OG0000161	LOC6618590|XP_032581459.1|DSEC	LOC108605223|XP_017850321.1|DBUS
OG0000162	LOC6605516|XP_002030349.2|DSEC, LOC6610476|XP_002035056.1|DSEC, LOC6619323|XP_032583608.1|DSEC	LOC108607969|XP_017854592.1|DBUS, LOC108597784|XP_017839987.1|DBUS
OG0000162	LOC6613397|XP_032571753.1|DSEC	LOC108607792|XP_033150876.1|DBUS
OG0000163	LOC6610128|XP_002034738.1|DSEC	LOC108599070|XP_017841346.2|DBUS
OG0000163	LOC6617317|XP_002041643.1|DSEC	LOC108603638|XP_017848088.1|DBUS
OG0000164	LOC6609071|XP_032570894.1|DSEC	LOC108596055|XP_017836938.1|DBUS
OG0000165	LOC6620714|XP_032582343.1|DSEC, LOC116802276|XP_032582094.1|DSEC, LOC6620713|XP_032582090.1|DSEC, LOC6620671|XP_032582971.1|DSEC, LOC6621242|XP_032582978.1|DSEC, LOC116802010|XP_032580739.1|DSEC, LOC116802278|XP_032582104.1|DSEC, LOC116802277|XP_032582101.1|DSEC, LOC116802311|XP_032582334.1|DSEC, LOC6620673|XP_032580743.1|DSEC, LOC116803148|XP_032582983.1|DSEC, LOC6620679|XP_032582967.1|DSEC, LOC6620675|XP_032582975.1|DSEC, LOC116802310|XP_032582330.1|DSEC, LOC6621252|XP_032582098.1|DSEC, LOC116803228|XP_032582996.1|DSEC, LOC116802085|XP_032581076.1|DSEC, LOC116802086|XP_032581079.1|DSEC, LOC116802089|XP_032581083.1|DSEC, LOC116803145|XP_032582964.1|DSEC, LOC116802083|XP_032581073.1|DSEC, LOC6620677|XP_032580749.1|DSEC, LOC116802088|XP_032581081.1|DSEC, LOC6621196|XP_032582327.1|DSEC, LOC6620668|XP_032582339.1|DSEC, LOC116802312|XP_032582346.1|DSEC, LOC116803153|XP_032582989.1|DSEC, LOC116802012|XP_032580746.1|DSEC, LOC6620712|XP_032582747.1|DSEC, LOC116802279|XP_032582108.1|DSEC	LOC108607067|XP_017853172.1|DBUS
OG0000166	LOC6615293|XP_032571732.1|DSEC	LOC108596342|XP_017837485.1|DBUS
OG0000166	LOC6615296|XP_002039700.1|DSEC, LOC6615295|XP_032571736.1|DSEC	LOC117134998|XP_033150624.1|DBUS
OG0000167	LOC6604942|XP_002029785.1|DSEC	LOC108598263|XP_017840368.2|DBUS
