Orthogroup	DSEC.longest_only	CPIP.longest_only
OG0000084	LOC6609358|XP_002034047.1|DSEC	LOC120424545|XP_039444643.1|CPIP, LOC120424544|XP_039444642.1|CPIP, LOC120422454|XP_039441832.1|CPIP, LOC120424528|XP_039444621.1|CPIP, LOC120424522|XP_039444615.1|CPIP, LOC120426597|XP_039447322.1|CPIP, LOC120424525|XP_039444619.1|CPIP, LOC120424523|XP_039444617.1|CPIP, LOC120424526|XP_039444620.1|CPIP, LOC120424524|XP_039444618.1|CPIP, LOC120423778|XP_039443631.1|CPIP
OG0000085	LOC6608029|XP_032572862.1|DSEC	LOC120418894|XP_039437359.1|CPIP
OG0000086	LOC6609922|XP_002034572.1|DSEC	LOC120419495|XP_039438120.1|CPIP
OG0000087	LOC6611885|XP_002036403.2|DSEC	LOC120431959|XP_039453027.1|CPIP, LOC120424926|XP_039445151.1|CPIP, LOC120424893|XP_039445115.1|CPIP, LOC120431961|XP_039453029.1|CPIP, LOC120431960|XP_039453028.1|CPIP, LOC120424925|XP_039445150.1|CPIP, LOC120424892|XP_039445113.1|CPIP, LOC120424924|XP_039445149.1|CPIP, LOC120424889|XP_039445110.1|CPIP, LOC120425288|XP_039445674.1|CPIP
OG0000087	LOC6611274|XP_002035829.1|DSEC, LOC6611909|XP_002036426.1|DSEC	LOC120424910|XP_039445137.1|CPIP, LOC120424913|XP_039445140.1|CPIP
OG0000088	LOC6607857|XP_032572237.1|DSEC	LOC120424171|XP_039444162.1|CPIP
OG0000089	LOC6614195|XP_002038642.1|DSEC, LOC6614269|XP_002038709.1|DSEC	LOC120414898|XP_039432159.1|CPIP
OG0000089	LOC6607057|XP_002031845.1|DSEC	LOC120415074|XP_039432408.1|CPIP
OG0000089	LOC6605081|XP_002029922.1|DSEC	LOC120419960|XP_039438755.1|CPIP, LOC120419983|XP_039438795.1|CPIP
OG0000090	LOC6608382|XP_002033118.1|DSEC, LOC6608386|XP_032571023.1|DSEC, LOC6610773|XP_002035339.1|DSEC, LOC6610282|XP_032573795.1|DSEC	LOC120421682|XP_039440847.1|CPIP, LOC120421690|XP_039440861.1|CPIP, LOC120426406|XP_039447096.1|CPIP, LOC120421699|XP_039440871.1|CPIP
OG0000091	LOC6612658|XP_032576233.1|DSEC	LOC120425404|XP_039445863.1|CPIP
OG0000091	LOC6612181|XP_032580799.1|DSEC, LOC6613760|XP_032578418.1|DSEC, LOC116801651|XP_032578417.1|DSEC	LOC120424933|XP_039445164.1|CPIP
OG0000093	LOC6611634|XP_002036170.1|DSEC	LOC120423404|XP_039443137.1|CPIP
OG0000094	LOC6605148|XP_002029989.1|DSEC, LOC6614059|XP_002038513.1|DSEC	LOC120425648|XP_039446167.1|CPIP, LOC120425708|XP_039446241.1|CPIP, LOC120431494|XP_039452533.1|CPIP, LOC120425701|XP_039446230.1|CPIP, LOC120421037|XP_039440109.1|CPIP, LOC120421043|XP_039440120.1|CPIP, LOC120413857|XP_039430748.1|CPIP, LOC120421039|XP_039440116.1|CPIP, LOC120412371|XP_039428726.1|CPIP, LOC120412378|XP_039428738.1|CPIP, LOC120430436|XP_039451481.1|CPIP, LOC120423072|XP_039442676.1|CPIP, LOC120430435|XP_039451480.1|CPIP, LOC120430433|XP_039451478.1|CPIP, LOC120430651|XP_039451691.1|CPIP, LOC120421704|XP_039441223.1|CPIP, LOC120420801|XP_039440192.1|CPIP, LOC120424242|XP_039444239.1|CPIP
OG0000098	LOC6606676|XP_002031476.1|DSEC, LOC6621482|XP_032577186.1|DSEC	LOC120423046|XP_039442653.1|CPIP, LOC120423055|XP_039442660.1|CPIP
OG0000099	LOC6616099|XP_032580297.1|DSEC	LOC120414418|XP_039431532.1|CPIP, LOC120414383|XP_039431492.1|CPIP, LOC120414382|XP_039431487.1|CPIP
OG0000101	LOC6618410|XP_002042680.2|DSEC, LOC6619343|XP_032573862.1|DSEC, LOC6618409|XP_032573873.1|DSEC, LOC6618414|XP_032573872.1|DSEC	LOC120427216|XP_039448015.1|CPIP
OG0000102	LOC6609708|XP_032571910.1|DSEC	LOC120413414|XP_039430153.1|CPIP, LOC120413405|XP_039430144.1|CPIP, LOC120412910|XP_039429479.1|CPIP, LOC120413423|XP_039430169.1|CPIP, LOC120417857|XP_039436011.1|CPIP, LOC120413400|XP_039430134.1|CPIP, LOC120413398|XP_039430131.1|CPIP
OG0000102	LOC6608277|XP_002033021.1|DSEC, LOC6615642|XP_032570858.1|DSEC	LOC120432492|XP_039453640.1|CPIP
OG0000103	LOC6604961|XP_002029804.1|DSEC, LOC6606121|XP_002030929.1|DSEC, LOC116801298|XP_032575929.1|DSEC, LOC6608599|XP_002033333.1|DSEC	LOC120416536|XP_039434185.1|CPIP, LOC120417606|XP_039435649.1|CPIP, LOC120417607|XP_039435650.1|CPIP, LOC120417608|XP_039435652.1|CPIP, LOC120423255|XP_039442909.1|CPIP
OG0000104	LOC6611808|XP_002036330.1|DSEC, LOC6605951|XP_002030763.2|DSEC, LOC6605950|XP_002030762.1|DSEC	LOC120412621|XP_039429106.1|CPIP, LOC120412646|XP_039429134.1|CPIP, LOC120412612|XP_039429095.1|CPIP
OG0000105	LOC6619284|XP_032579009.1|DSEC, LOC6605055|XP_002029896.2|DSEC, LOC6607252|XP_002032031.1|DSEC, LOC6607258|XP_002032037.1|DSEC, LOC6607259|XP_002032038.1|DSEC	LOC120425216|XP_039445581.1|CPIP
OG0000109	LOC6612035|XP_002036552.2|DSEC, LOC6612033|XP_032579423.1|DSEC, LOC6612032|XP_032583488.1|DSEC	LOC120423583|XP_039443376.1|CPIP, LOC120420353|XP_039439283.1|CPIP, LOC120420541|XP_039439548.1|CPIP, LOC120423553|XP_039443331.1|CPIP
OG0000109	LOC6612023|XP_002036540.1|DSEC, LOC6612022|XP_002036539.1|DSEC	LOC120423573|XP_039443364.1|CPIP, LOC120423521|XP_039443303.1|CPIP
OG0000110	LOC6620844|XP_032573645.1|DSEC, LOC6611144|XP_002035701.2|DSEC, LOC6611145|XP_002035702.1|DSEC	LOC120432096|XP_039453165.1|CPIP
OG0000111	LOC6609987|XP_002034623.1|DSEC, LOC6620815|XP_032571778.1|DSEC, LOC6620816|XP_002045014.1|DSEC	LOC120423942|XP_039443860.1|CPIP, LOC120415255|XP_039432655.1|CPIP, LOC120415261|XP_039432663.1|CPIP, LOC120415259|XP_039432661.1|CPIP, LOC120415241|XP_039432639.1|CPIP
OG0000112	LOC6615207|XP_002039617.1|DSEC, LOC6617976|XP_002042284.1|DSEC, LOC6615171|XP_002039587.1|DSEC, LOC6615170|XP_002039586.1|DSEC	LOC120420031|XP_039438866.1|CPIP, LOC120420702|XP_039439734.1|CPIP, LOC120420699|XP_039439730.1|CPIP
OG0000113	LOC6611439|XP_002035982.2|DSEC, LOC6609037|XP_032571701.1|DSEC, LOC6614036|XP_002038490.1|DSEC, LOC6614519|XP_002038950.2|DSEC	LOC120426589|XP_039447314.1|CPIP, LOC120417349|XP_039435285.1|CPIP
OG0000114	LOC116803551|XP_032583232.1|DSEC	LOC120417802|XP_039435938.1|CPIP
OG0000114	LOC6617668|XP_032583231.1|DSEC, LOC116803552|XP_032583233.1|DSEC	LOC120420276|XP_039439211.1|CPIP
OG0000117	LOC6611215|XP_002035771.1|DSEC, LOC6611214|XP_002035770.2|DSEC, LOC6611213|XP_002035769.1|DSEC, LOC6611212|XP_002035768.1|DSEC	LOC120413999|XP_039430942.1|CPIP, LOC120414022|XP_039430973.1|CPIP
OG0000118	LOC6613457|XP_002037929.1|DSEC, LOC6613456|XP_002037928.1|DSEC, LOC6611235|XP_002035791.1|DSEC	LOC120423433|XP_039443178.1|CPIP, LOC120423454|XP_039443210.1|CPIP, LOC120423455|XP_039443211.1|CPIP, LOC120432382|XP_039453509.1|CPIP
OG0000119	LOC6607002|XP_002031791.1|DSEC, LOC6621198|XP_002045377.1|DSEC, LOC6607001|XP_002031790.1|DSEC	LOC120420559|XP_039439559.1|CPIP, LOC120426420|XP_039447112.1|CPIP, LOC120428772|XP_039449790.1|CPIP, LOC120420257|XP_039439187.1|CPIP, LOC120431980|XP_039453050.1|CPIP, LOC120423540|XP_039443321.1|CPIP
OG0000120	LOC6615886|XP_002040256.1|DSEC	LOC120417029|XP_039434907.1|CPIP
OG0000120	LOC6608695|XP_032572430.1|DSEC	LOC120419990|XP_039438806.1|CPIP
OG0000121	LOC6621159|XP_002045338.1|DSEC, LOC6606383|XP_002031188.1|DSEC, LOC6606381|XP_002031186.1|DSEC, LOC6621300|XP_002045474.2|DSEC, LOC6606382|XP_002031187.1|DSEC, LOC6621299|XP_002045475.2|DSEC	LOC120425384|XP_039445833.1|CPIP
OG0000122	LOC6617448|XP_032583537.1|DSEC, LOC6619859|XP_002044072.2|DSEC, LOC6608366|XP_032570800.1|DSEC, LOC6613313|XP_002037789.1|DSEC	LOC120432386|XP_039453515.1|CPIP, LOC120432365|XP_039453491.1|CPIP
OG0000123	LOC6618845|XP_002043094.1|DSEC, LOC6606606|XP_002031407.1|DSEC, LOC6614134|XP_002038587.1|DSEC, LOC6614133|XP_002038586.1|DSEC, LOC6614135|XP_002038588.1|DSEC	LOC120414202|XP_039431221.1|CPIP, LOC120425309|XP_039445711.1|CPIP
OG0000124	LOC6609490|XP_002034175.2|DSEC, LOC6608219|XP_032570933.1|DSEC, LOC6608220|XP_032570934.1|DSEC, LOC6608222|XP_002032966.2|DSEC	LOC120432594|XP_039453766.1|CPIP
OG0000125	LOC6617143|XP_032576639.1|DSEC	LOC120423344|XP_039443047.1|CPIP
OG0000125	LOC6606616|XP_002031417.2|DSEC	LOC120424516|XP_039444604.1|CPIP
OG0000125	LOC6609445|XP_002034130.1|DSEC, LOC6609444|XP_002034129.1|DSEC	LOC120423353|XP_039443062.1|CPIP
OG0000126	LOC6612756|XP_002037259.1|DSEC, LOC6611315|XP_002035862.1|DSEC	LOC120415876|XP_039433448.1|CPIP, LOC120415877|XP_039433449.1|CPIP, LOC120429787|XP_039450781.1|CPIP, LOC120412720|XP_039429241.1|CPIP
OG0000127	LOC6614284|XP_002038724.1|DSEC, LOC6614285|XP_002038725.1|DSEC, LOC6614283|XP_002038723.1|DSEC, LOC6614282|XP_032579442.1|DSEC	LOC120415380|XP_039432838.1|CPIP
OG0000128	LOC6615333|XP_032571841.1|DSEC, LOC6615332|XP_002039730.1|DSEC, LOC6614348|XP_032578458.1|DSEC	LOC120422626|XP_039442054.1|CPIP
OG0000129	LOC6612241|XP_002036753.1|DSEC, LOC6605270|XP_032575245.1|DSEC, LOC116800634|XP_032572551.1|DSEC, LOC116802521|XP_032582873.1|DSEC, LOC6612240|XP_032581536.1|DSEC	LOC120414363|XP_039431459.1|CPIP
OG0000131	LOC6606580|XP_002031381.1|DSEC	LOC120421833|XP_039441048.1|CPIP
OG0000132	LOC6617718|XP_002042030.1|DSEC, LOC6617717|XP_032583024.1|DSEC, LOC6616627|XP_002040984.1|DSEC	LOC120429178|XP_039450325.1|CPIP, LOC120413573|XP_039430393.1|CPIP, LOC120423930|XP_039443846.1|CPIP, LOC120423949|XP_039443868.1|CPIP
OG0000134	LOC6606359|XP_002031164.1|DSEC	LOC120419432|XP_039438078.1|CPIP
OG0000137	LOC6614052|XP_002038506.1|DSEC	LOC120418758|XP_039437164.1|CPIP
OG0000137	LOC6611072|XP_032575266.1|DSEC	LOC120413389|XP_039430119.1|CPIP, LOC120418020|XP_039436197.1|CPIP
OG0000137	LOC6612250|XP_002036762.1|DSEC	LOC120423772|XP_039443625.1|CPIP
OG0000139	LOC6610687|XP_002035253.1|DSEC, LOC6613677|XP_002038147.1|DSEC, LOC6605659|XP_032574495.1|DSEC, LOC6613366|XP_002037840.1|DSEC, LOC6614400|XP_002038837.1|DSEC, LOC6614401|XP_002038838.1|DSEC	LOC120416811|XP_039434620.1|CPIP
OG0000140	LOC6617144|XP_002041471.1|DSEC	LOC120428692|XP_039449698.1|CPIP, LOC120428177|XP_039449092.1|CPIP, LOC120428415|XP_039449365.1|CPIP, LOC120428612|XP_039449580.1|CPIP, LOC120419315|XP_039437920.1|CPIP, LOC120422117|XP_039441420.1|CPIP, LOC120424472|XP_039444544.1|CPIP, LOC120425058|XP_039445365.1|CPIP, LOC120425057|XP_039445364.1|CPIP, LOC120425056|XP_039445362.1|CPIP, LOC120425070|XP_039445380.1|CPIP
OG0000141	LOC6604893|XP_002029738.1|DSEC, LOC6604891|XP_002029736.2|DSEC, LOC6604890|XP_032573338.1|DSEC, LOC6604889|XP_002029734.1|DSEC	LOC120421894|XP_039441123.1|CPIP
OG0000142	LOC6607750|XP_002032513.1|DSEC	LOC120425952|XP_039446526.1|CPIP
OG0000142	LOC6620133|XP_032573236.1|DSEC	LOC120415036|XP_039432338.1|CPIP
OG0000142	LOC6619853|XP_032582718.1|DSEC	LOC120418059|XP_039436247.1|CPIP, LOC120419876|XP_039438671.1|CPIP
OG0000143	LOC6618331|XP_002042603.1|DSEC	LOC120418513|XP_039436884.1|CPIP
OG0000143	LOC6618330|XP_002042602.2|DSEC	LOC120426869|XP_039447607.1|CPIP, LOC120426880|XP_039447616.1|CPIP, LOC120415275|XP_039432682.1|CPIP, LOC120415068|XP_039432401.1|CPIP, LOC120422209|XP_039441530.1|CPIP, LOC120421102|XP_039440186.1|CPIP, LOC120421998|XP_039441246.1|CPIP, LOC120421075|XP_039440158.1|CPIP
OG0000144	LOC6606328|XP_032577860.1|DSEC	LOC120426607|XP_039447334.1|CPIP
OG0000144	LOC6618538|XP_032581282.1|DSEC	LOC120421600|XP_039440761.1|CPIP
OG0000144	LOC116801758|XP_032578980.1|DSEC	LOC120430358|XP_039451394.1|CPIP, LOC120430767|XP_039451811.1|CPIP
OG0000145	LOC6617502|XP_002041819.1|DSEC, LOC6614379|XP_002038818.2|DSEC, LOC6614378|XP_002038817.1|DSEC	LOC120427052|XP_039447817.1|CPIP, LOC120427063|XP_039447836.1|CPIP, LOC120427054|XP_039447818.1|CPIP
OG0000147	LOC6617770|XP_002042082.2|DSEC	LOC120428306|XP_039449243.1|CPIP
OG0000147	LOC6614099|XP_002038553.1|DSEC, LOC6614098|XP_002038552.1|DSEC	LOC120422585|XP_039442007.1|CPIP, LOC120422553|XP_039441962.1|CPIP
OG0000148	LOC6613247|XP_002037724.1|DSEC	LOC120416624|XP_039434363.1|CPIP, LOC120416616|XP_039434347.1|CPIP
OG0000148	LOC6611775|XP_002036298.2|DSEC	LOC120415212|XP_039432602.1|CPIP
OG0000149	LOC6611540|XP_002036079.1|DSEC, LOC6615127|XP_002039543.1|DSEC	LOC120421800|XP_039441012.1|CPIP, LOC120421801|XP_039441013.1|CPIP, LOC120429303|XP_039450464.1|CPIP, LOC120419117|XP_039437646.1|CPIP, LOC120419086|XP_039437605.1|CPIP, LOC120429297|XP_039450460.1|CPIP, LOC120429300|XP_039450462.1|CPIP, LOC120429299|XP_039450461.1|CPIP, LOC120419092|XP_039437613.1|CPIP, LOC120419091|XP_039437612.1|CPIP, LOC120417152|XP_039435070.1|CPIP, LOC120415888|XP_039433463.1|CPIP, LOC120415961|XP_039433538.1|CPIP, LOC120417162|XP_039435077.1|CPIP, LOC120415958|XP_039433534.1|CPIP, LOC120417161|XP_039435076.1|CPIP
OG0000152	LOC6612643|XP_002037147.1|DSEC, LOC6607640|XP_002032405.2|DSEC, LOC6612646|XP_032578929.1|DSEC, LOC6612644|XP_002037148.1|DSEC	LOC120418953|XP_039437425.1|CPIP
OG0000153	LOC6606423|XP_002031227.2|DSEC, LOC6606426|XP_002031230.1|DSEC, LOC6606425|XP_002031229.1|DSEC	LOC120423729|XP_039443572.1|CPIP, LOC120423703|XP_039443543.1|CPIP, LOC120423687|XP_039443517.1|CPIP, LOC120423696|XP_039443530.1|CPIP, LOC120423677|XP_039443507.1|CPIP
OG0000154	LOC6607513|XP_002032282.1|DSEC, LOC6607514|XP_002032283.1|DSEC, LOC116801047|XP_032574342.1|DSEC	LOC120432363|XP_039453490.1|CPIP, LOC120432399|XP_039453529.1|CPIP, LOC120432395|XP_039453526.1|CPIP
OG0000155	LOC6611161|XP_002035718.2|DSEC, LOC6611155|XP_002035712.1|DSEC, LOC6611156|XP_002035713.1|DSEC	LOC120429351|XP_039450478.1|CPIP, LOC120429288|XP_039450453.1|CPIP, LOC120429304|XP_039450466.1|CPIP, LOC120429335|XP_039450477.1|CPIP
OG0000157	LOC6608223|XP_002032967.1|DSEC, LOC6608221|XP_002032965.1|DSEC, LOC6608224|XP_002032968.1|DSEC	LOC120431753|XP_039452809.1|CPIP, LOC120431754|XP_039452810.1|CPIP, LOC120427391|XP_039448174.1|CPIP, LOC120427392|XP_039448175.1|CPIP, LOC120431755|XP_039452811.1|CPIP
OG0000158	LOC6610036|XP_032573098.1|DSEC, LOC6611107|XP_002035664.1|DSEC, LOC6611108|XP_002035665.1|DSEC	LOC120421218|XP_039440354.1|CPIP, LOC120421229|XP_039440362.1|CPIP, LOC120421222|XP_039440357.1|CPIP, LOC120421217|XP_039440353.1|CPIP, LOC120420298|XP_039439233.1|CPIP
OG0000159	LOC6616610|XP_032574184.1|DSEC	LOC120426870|XP_039447608.1|CPIP, LOC120426857|XP_039447594.1|CPIP
OG0000159	LOC6606142|XP_002030950.2|DSEC, LOC6605765|XP_032574363.1|DSEC	LOC120427346|XP_039448136.1|CPIP, LOC120426856|XP_039447592.1|CPIP
OG0000160	LOC6607326|XP_002032099.2|DSEC, LOC116801556|XP_032577818.1|DSEC, LOC6607327|XP_002032100.1|DSEC	LOC120414356|XP_039431452.1|CPIP, LOC120414349|XP_039431440.1|CPIP, LOC120423419|XP_039443156.1|CPIP, LOC120425039|XP_039445343.1|CPIP
OG0000162	LOC6605516|XP_002030349.2|DSEC, LOC6610476|XP_002035056.1|DSEC, LOC6619323|XP_032583608.1|DSEC, LOC6613397|XP_032571753.1|DSEC	LOC120415578|XP_039433095.1|CPIP, LOC120415543|XP_039433044.1|CPIP
OG0000163	LOC6610128|XP_002034738.1|DSEC, LOC6617317|XP_002041643.1|DSEC, LOC6618563|XP_032581479.1|DSEC	LOC120420834|XP_039439890.1|CPIP, LOC120430635|XP_039451664.1|CPIP, LOC120426085|XP_039446729.1|CPIP, LOC120426198|XP_039446839.1|CPIP, LOC120426197|XP_039446838.1|CPIP, LOC120425227|XP_039445594.1|CPIP, LOC120425228|XP_039445595.1|CPIP
OG0000165	LOC6620714|XP_032582343.1|DSEC, LOC116802276|XP_032582094.1|DSEC, LOC6620713|XP_032582090.1|DSEC, LOC6620671|XP_032582971.1|DSEC, LOC6621242|XP_032582978.1|DSEC, LOC116802010|XP_032580739.1|DSEC, LOC116802278|XP_032582104.1|DSEC, LOC116802277|XP_032582101.1|DSEC, LOC116802311|XP_032582334.1|DSEC, LOC6620673|XP_032580743.1|DSEC, LOC116803148|XP_032582983.1|DSEC, LOC6620679|XP_032582967.1|DSEC, LOC6620675|XP_032582975.1|DSEC, LOC116802310|XP_032582330.1|DSEC, LOC6621252|XP_032582098.1|DSEC, LOC116803228|XP_032582996.1|DSEC, LOC116802085|XP_032581076.1|DSEC, LOC116802086|XP_032581079.1|DSEC, LOC116802089|XP_032581083.1|DSEC, LOC116803145|XP_032582964.1|DSEC, LOC116802083|XP_032581073.1|DSEC, LOC6620677|XP_032580749.1|DSEC, LOC116802088|XP_032581081.1|DSEC, LOC6621196|XP_032582327.1|DSEC, LOC6620668|XP_032582339.1|DSEC, LOC116802312|XP_032582346.1|DSEC, LOC116803153|XP_032582989.1|DSEC, LOC116802012|XP_032580746.1|DSEC, LOC6620712|XP_032582747.1|DSEC, LOC116802279|XP_032582108.1|DSEC, LOC6610879|XP_002035442.1|DSEC, LOC6610821|XP_002035387.2|DSEC	LOC120432214|XP_039453308.1|CPIP
OG0000166	LOC6615293|XP_032571732.1|DSEC	LOC120421911|XP_039441147.1|CPIP
OG0000166	LOC6615296|XP_002039700.1|DSEC, LOC6615295|XP_032571736.1|DSEC	LOC120421910|XP_039441146.1|CPIP, LOC120421920|XP_039441154.1|CPIP, LOC120429810|XP_039450794.1|CPIP, LOC120429811|XP_039450795.1|CPIP
OG0000169	LOC6607673|XP_002032438.1|DSEC	LOC120422343|XP_039441670.1|CPIP, LOC120422344|XP_039441671.1|CPIP
OG0000169	LOC6605012|XP_002029855.2|DSEC, LOC6606618|XP_002031419.1|DSEC	LOC120422340|XP_039441668.1|CPIP
OG0000170	LOC6614532|XP_032581872.1|DSEC, LOC6614533|XP_002038964.1|DSEC	LOC120420663|XP_039439696.1|CPIP, LOC120419668|XP_039438366.1|CPIP, LOC120421939|XP_039441181.1|CPIP, LOC120421941|XP_039441183.1|CPIP
OG0000171	LOC6611249|XP_002035804.2|DSEC	LOC120420966|XP_039440032.1|CPIP
OG0000171	LOC6614984|XP_032581050.1|DSEC	LOC120431005|XP_039452098.1|CPIP
OG0000172	LOC6610559|XP_032573638.1|DSEC	LOC120428396|XP_039449341.1|CPIP
OG0000173	LOC6615573|XP_002039947.1|DSEC, LOC6615570|XP_002039944.1|DSEC	LOC120423136|XP_039442749.1|CPIP, LOC120423124|XP_039442737.1|CPIP
OG0000174	LOC6607969|XP_002032717.1|DSEC, LOC6611784|XP_002036307.2|DSEC, LOC6608905|XP_002033619.1|DSEC	LOC120419058|XP_039437565.1|CPIP, LOC120419067|XP_039437579.1|CPIP, LOC120419032|XP_039437525.1|CPIP
OG0000175	LOC6606829|XP_002031626.1|DSEC	LOC120424126|XP_039444103.1|CPIP
OG0000175	LOC6616988|XP_032576933.1|DSEC, LOC116801444|XP_032576940.1|DSEC	LOC120423445|XP_039443196.1|CPIP, LOC120423450|XP_039443204.1|CPIP
OG0000177	LOC6617917|XP_002042225.1|DSEC	LOC120425631|XP_039446148.1|CPIP
OG0000177	LOC6618757|XP_032577150.1|DSEC	LOC120428667|XP_039449649.1|CPIP
OG0000178	LOC6615941|XP_002040308.1|DSEC	LOC120420001|XP_039438828.1|CPIP
OG0000179	LOC6608403|XP_002033137.1|DSEC, LOC6608799|XP_032571878.1|DSEC	LOC120428603|XP_039449560.1|CPIP, LOC120428602|XP_039449559.1|CPIP, LOC120428601|XP_039449558.1|CPIP, LOC120422930|XP_039442442.1|CPIP
OG0000179	LOC6611312|XP_032580358.1|DSEC	LOC120422941|XP_039442456.1|CPIP
OG0000181	LOC6617173|XP_002041500.1|DSEC, LOC6617080|XP_032578695.1|DSEC	LOC120417331|XP_039435251.1|CPIP, LOC120419696|XP_039438417.1|CPIP, LOC120419694|XP_039438416.1|CPIP, LOC120419693|XP_039438415.1|CPIP
OG0000182	LOC6613999|XP_002038453.1|DSEC	LOC120416502|XP_039434153.1|CPIP
OG0000182	LOC6613997|XP_002038451.1|DSEC, LOC6613996|XP_002038450.1|DSEC	LOC120422607|XP_039442031.1|CPIP
OG0000183	LOC6615946|XP_002040313.1|DSEC, LOC6612635|XP_032578536.1|DSEC, LOC6611040|XP_002035597.1|DSEC, LOC6605020|XP_032574269.1|DSEC	LOC120413491|XP_039430281.1|CPIP
OG0000184	LOC6611551|XP_002036090.1|DSEC, LOC6611552|XP_002036091.1|DSEC	LOC120427957|XP_039448845.1|CPIP, LOC120427965|XP_039448854.1|CPIP, LOC120427966|XP_039448855.1|CPIP, LOC120416862|XP_039434693.1|CPIP, LOC120416861|XP_039434691.1|CPIP
OG0000185	LOC6613288|XP_002037765.1|DSEC, LOC6608086|XP_002032834.1|DSEC, LOC6616972|XP_002041300.1|DSEC, LOC6608087|XP_002032835.1|DSEC	LOC120414876|XP_039432133.1|CPIP
OG0000186	LOC6617595|XP_002041908.2|DSEC, LOC6617596|XP_002041909.2|DSEC	LOC120425279|XP_039445664.1|CPIP
OG0000188	LOC116801748|XP_032578907.1|DSEC, LOC6606914|XP_032578900.1|DSEC, LOC6620216|XP_002044428.1|DSEC, LOC6620728|XP_002044931.1|DSEC	LOC120414292|XP_039431393.1|CPIP, LOC120412485|XP_039428915.1|CPIP
OG0000189	LOC6613176|XP_032572813.1|DSEC	LOC120420553|XP_039439557.1|CPIP, LOC120431379|XP_039452446.1|CPIP
OG0000189	LOC6615871|XP_032582589.1|DSEC	LOC120414346|XP_039431435.1|CPIP
OG0000190	LOC6609518|XP_002034202.1|DSEC	LOC120431901|XP_039452967.1|CPIP
OG0000190	LOC6618556|XP_032580997.1|DSEC	LOC120422439|XP_039441807.1|CPIP
OG0000191	LOC6607904|XP_032572194.1|DSEC, LOC6620685|XP_032572182.1|DSEC, LOC6607905|XP_002032659.1|DSEC	LOC120413860|XP_039430755.1|CPIP, LOC120413849|XP_039430739.1|CPIP
OG0000192	LOC6606781|XP_002031578.1|DSEC, LOC116801164|XP_032575057.1|DSEC, LOC6605538|XP_032575108.1|DSEC	LOC120428211|XP_039449122.1|CPIP, LOC120428210|XP_039449120.1|CPIP
OG0000193	LOC6621140|XP_002045319.2|DSEC, LOC6621139|XP_002045318.1|DSEC, LOC6610522|XP_032574065.1|DSEC	LOC120416368|XP_039434037.1|CPIP, LOC120422237|XP_039441561.1|CPIP, LOC120431659|XP_039452698.1|CPIP
OG0000195	LOC6615063|XP_002039480.1|DSEC, LOC6615714|XP_002040085.1|DSEC	LOC120422322|XP_039441648.1|CPIP
OG0000195	LOC6615888|XP_032582418.1|DSEC, LOC6608758|XP_002033481.1|DSEC	LOC120424550|XP_039444650.1|CPIP
OG0000196	LOC6614461|XP_002038894.2|DSEC, LOC6614454|XP_032582924.1|DSEC	LOC120412488|XP_039428916.1|CPIP
OG0000196	LOC6614466|XP_032581059.1|DSEC	LOC120412489|XP_039428918.1|CPIP
OG0000197	LOC6619577|XP_032582069.1|DSEC	LOC120425939|XP_039446504.1|CPIP
OG0000197	LOC6619569|XP_032582071.1|DSEC	LOC120425935|XP_039446496.1|CPIP, LOC120425663|XP_039446178.1|CPIP
OG0000197	LOC6619566|XP_032582068.1|DSEC	LOC120425664|XP_039446183.1|CPIP
OG0000200	LOC6612681|XP_032579275.1|DSEC, LOC6612680|XP_032579278.1|DSEC, LOC6612682|XP_002037185.1|DSEC	LOC120432531|XP_039453692.1|CPIP
OG0000201	LOC6607520|XP_002032289.1|DSEC, LOC6607523|XP_002032292.1|DSEC	LOC120429145|XP_039450277.1|CPIP, LOC120431974|XP_039453046.1|CPIP, LOC120428824|XP_039449865.1|CPIP, LOC120428826|XP_039449867.1|CPIP, LOC120428823|XP_039449864.1|CPIP, LOC120428822|XP_039449863.1|CPIP, LOC120431975|XP_039453048.1|CPIP, LOC120413140|XP_039429781.1|CPIP
OG0000202	LOC6616638|XP_002040995.1|DSEC	LOC120414329|XP_039431403.1|CPIP
OG0000203	LOC6609606|XP_002034283.1|DSEC, LOC6609604|XP_002034281.1|DSEC, LOC6609605|XP_032573047.1|DSEC	LOC120427917|XP_039448789.1|CPIP
OG0000205	LOC6606243|XP_002031051.1|DSEC, LOC6613712|XP_002038182.1|DSEC	LOC120416995|XP_039434868.1|CPIP, LOC120416164|XP_039433779.1|CPIP, LOC120416145|XP_039433756.1|CPIP, LOC120420158|XP_039439058.1|CPIP, LOC120419369|XP_039437972.1|CPIP, LOC120421438|XP_039440579.1|CPIP, LOC120423935|XP_039443853.1|CPIP, LOC120416166|XP_039433780.1|CPIP
OG0000206	LOC6618925|XP_002043173.2|DSEC	LOC120417260|XP_039435150.1|CPIP
OG0000206	LOC6618924|XP_002043172.1|DSEC	LOC120417248|XP_039435140.1|CPIP
OG0000207	LOC6605449|XP_032575275.1|DSEC	LOC120428922|XP_039449997.1|CPIP, LOC120428923|XP_039449998.1|CPIP, LOC120431321|XP_039452389.1|CPIP, LOC120428927|XP_039450002.1|CPIP, LOC120427684|XP_039448503.1|CPIP
